-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
-0.0019308+0.00064893i,-0.0012064+0.0007538i,-0.0014238+0.0012186i,-0.0011645+0.002106i,9.0997e-05+0.002288i,0.00066412+0.0017392i,0.00039751+0.00085465i,6.4921e-05+3.3075e-06i,-0.00029218+0.00046171i,-5.0917e-05+0.00073354i,0.00056604+1.6907e-05i,0.00085909-2.9111e-05i,0.00092539+4.941e-05i,0.00072152-0.00012133i,0.00021225+0.00014604i,0.00031093+0.00034148i,0.000277+0.00025354i,-0.00059664+3.8662e-05i,-0.0011677-0.0001755i,-9.7e-05-0.0002211i,0.00058238+0.00021129i,-0.00070845+0.00065182i,-0.0010268+0.00048018i
0.00095117-0.0016786i,0.0012947-0.0018168i,0.00079136-0.0022184i,-0.00013527-0.0023935i,8.7524e-06-0.0010138i,0.00087387+0.00078006i,0.0015376+0.00095503i,0.0017547+0.00063968i,0.00080735+0.00042243i,-0.00026741+0.00022884i,-9.2078e-05+0.00086358i,0.00042694+0.00091746i,-1.5685e-05-0.00011123i,-0.00064208+0.00039745i,-0.0011711+0.0018896i,-0.00080386+0.0016562i,-0.00065971+0.00029628i,-0.001079-0.00023037i,-0.0011446+0.00014231i,-0.00064752+0.00085234i,0.00070049+0.00097052i,0.00085808+0.00060207i,0.00050893-5.1521e-05i
-6.9636e-05-0.0011894i,-0.00098266-0.00041002i,-0.0014459+0.00020636i,-0.0012216+0.00018951i,-0.00074585+0.000772i,-0.00013294+0.0011268i,0.00024573+0.0010984i,-0.00033044+0.0003186i,-0.0017467-0.00094792i,-0.0019785-0.0010037i,-0.0010798-0.00011167i,-0.0002706+0.00018896i,-6.5391e-06+2.6787e-05i,-0.00072119+0.00018861i,-0.00034223-0.00010329i,0.00049503-0.00063193i,0.00031526-0.00047205i,-0.000671+0.00013907i,-0.0017225+0.0010164i,-0.0020276+0.00093917i,-0.0016823+0.00011441i,-0.00090268-0.00018385i,-0.00033372+0.00065423i
0.0018354-0.00077463i,0.0023347-0.0016281i,0.0020893-0.0034435i,0.0013655-0.0038732i,0.00052065-0.0018589i,0.00051071+0.00043625i,0.0015409+0.0010326i,0.0016784+0.00018827i,0.00042543+6.9815e-05i,-0.00032228+0.00011004i,0.00018667+0.00080454i,0.00046041+0.0010911i,0.00069034+0.00042623i,0.00052781+0.0004485i,-7.2433e-05+0.00028974i,0.00022727+0.00011136i,-0.00023555+0.00053422i,-0.002291+0.00052012i,-0.0027054+0.00039336i,-0.0011344-0.00061159i,-0.00044325-0.0018199i,-0.00042847-0.0016001i,0.0004526-0.00066848i
0.0031326+0.00027689i,0.0027392-8.682e-05i,0.0017698-0.0011738i,0.00014468-0.0013303i,-0.0019587-0.00023895i,-0.0027493+0.00068962i,-0.0015426+0.00069655i,-0.00033055+4.8523e-05i,0.00021332-0.00032502i,2.3687e-05-3.6365e-05i,-0.00028955+0.0006262i,-0.00025066+0.001656i,0.00019728+0.0022112i,0.00051737+0.0019036i,0.00060754+0.0011299i,0.00032557+0.00069792i,-0.00066781+0.00043358i,-0.0011899-0.00033925i,-0.0011195-0.00076612i,-0.00077515+1.3168e-05i,-0.00034025+0.00062068i,0.00055489+0.00065534i,0.00078033+0.00034362i
-0.0016108+0.00029031i,-0.0014682+0.00056254i,-0.00074587+0.00079348i,-0.00010836+0.0011944i,0.0001791+0.0019447i,0.00066682+0.0023519i,0.00081948+0.0020112i,0.00066359+0.0012228i,-0.00039829+0.00048214i,-0.0012348+0.0005883i,-0.00019462+0.00067192i,0.00034377+0.00025415i,0.00021937-1.4506e-05i,3.9444e-06+0.00064126i,-9.021e-05+0.0013951i,-0.00012374+0.0011524i,-0.00037611+0.00052732i,-0.0005688-4.266e-05i,-0.00090866+0.00035626i,-0.00082811+0.00081978i,-0.00075318+0.0012093i,-0.00033318+0.0015502i,0.00066555+0.00053691i
-0.0013051-0.0021646i,-0.0016026-0.0017682i,-0.0013207-0.0014189i,-0.0014038-0.0011314i,-0.0017805+0.00054891i,-0.00087642+0.0015046i,0.00038616+0.00014836i,0.0014449-0.00067374i,0.0010271-0.0009312i,-0.00034936-0.0012747i,-0.00012501-0.0011283i,0.00082478-0.00083839i,0.00023205-0.00017629i,-0.00086802+0.00017688i,-0.00073532+0.00048837i,3.0814e-05-0.0001297i,0.00068323-0.00073358i,0.0005968-0.00010101i,-1.2601e-05+0.00027877i,-0.00028867+0.00019798i,-0.00031134+0.00065573i,-0.00029515+0.0010754i,-0.00025468+0.00047734i
-0.00031229-0.00084991i,-0.0010238-0.00053474i,-0.0021684-0.00022281i,-0.0024878+0.00030342i,-0.0021749+0.0011747i,-0.0016975+0.00096927i,-0.00012249+0.00090119i,9.6149e-05+0.0010113i,-0.00040768+0.00041927i,-0.00050568+0.00030625i,-0.00057562+0.00096754i,-6.801e-05+0.00040088i,0.00033235-0.00057584i,0.00027178-3.7815e-05i,0.00057954+1.2968e-05i,0.00048166-0.00019325i,-0.00094607-0.00012405i,-0.0017424-8.7312e-05i,-0.0010309+0.00042652i,-0.00033946+0.00049301i,-0.00055752+0.00049373i,-0.00063989+0.00078707i,0.00045263+0.0005666i
0.00094917-0.0015318i,0.0013817-0.0010587i,0.00046772-0.0025524i,-0.00032073-0.0026521i,-0.0007204-0.0011091i,6.7271e-05+0.00033378i,0.00050665+0.00082236i,-0.0002321+0.00047583i,-0.00078854+1.3912e-06i,-0.00075965+0.00028964i,-4.6591e-05+0.00074488i,-0.0001779+0.00077109i,-0.0004607+7.5288e-05i,0.00041055-9.6938e-05i,0.00059137+0.00020288i,9.7748e-05-0.00016816i,9.6508e-06-0.00057138i,3.5381e-05-0.00046143i,-0.00017103-0.00045756i,-0.00078607-0.00026485i,-0.00025113+7.4e-05i,0.00044864+4.1102e-05i,0.00042804-0.00036585i
-0.00078561-0.00092949i,-0.0011528-0.0011106i,-0.001946-0.00059502i,-0.0022078+0.00076245i,-0.0009567+0.0016896i,0.00033616+0.0014027i,0.0013775+0.00038307i,0.0014143-0.00044479i,0.0011542-0.00025403i,0.00050243-0.00028858i,-3.2109e-05-0.00056752i,-1.729e-06-0.00030387i,-0.0004778+0.00040614i,-0.00093041+0.0011685i,-0.00057677+0.00078246i,-0.00076344+0.00049116i,-0.00063827+0.00053977i,-0.00035255-0.00019997i,-0.00046347-0.00053255i,-0.00054515-0.00046437i,-0.00050271-0.00019774i,-0.00026314-0.00034002i,0.00055269-0.00049453i
0.0025461-0.00063749i,0.0019279-0.00053814i,0.0021595-0.0016857i,0.0018199-0.0024383i,0.00077113-0.002506i,-0.00035554-0.0014642i,1.2654e-05-0.0010754i,0.0010571-0.0011345i,0.00029458-0.00071308i,-0.0012275-0.00029131i,-0.001182+0.00046708i,-0.0006932+0.00078679i,-0.00093007-9.6804e-05i,-0.0010189-0.00017068i,-0.00095615+0.0008483i,-0.00092838+0.0015579i,-0.00045893+0.00056845i,-0.00055311-0.00010234i,-0.00051961+9.4011e-06i,0.0003217-0.00041193i,0.0007869-0.00060454i,0.00086292+0.00024081i,0.00087124+0.0010743i
0.0015162+0.00078192i,0.0025389+0.00060984i,0.0027864-0.00038223i,0.0015685-0.0017932i,0.00019628-0.0026363i,0.00029656-0.0018386i,0.0015362-0.00074606i,0.0011886-0.00038192i,-7.5302e-05-6.8624e-05i,-0.00065828+0.00017732i,-0.0012122+1.4601e-05i,-0.0016869+2.7408e-05i,-0.0012734-0.0002352i,-0.00054345+0.00044728i,-9.0064e-05+0.00095474i,0.00043524+0.00075032i,0.00016584+0.0010668i,-0.00088582+0.0004982i,-0.0011014-1.9121e-05i,-0.00092392+0.00049134i,-0.00066531+0.00091912i,-0.00028822+0.00076098i,0.00035177+0.00085702i
-0.0005745+0.00089034i,-0.00045089+0.0012127i,-0.00060436+0.001339i,0.0005291+0.0014623i,0.0013589+0.0012267i,0.00053115+0.00012852i,0.00036388+0.0006085i,1.3158e-05+0.00040619i,-0.00070046-0.00056947i,-0.00069235-0.00011247i,-0.0001926+0.00055209i,-2.3179e-05+0.00052545i,-0.00018635-2.9535e-05i,-0.00052818-0.00011376i,-0.00090147+4.0461e-05i,-0.00077431+0.00010652i,-0.00098316-9.0439e-05i,-0.00067668-0.00052516i,-0.00063197-0.00080216i,-0.00056083-0.00017988i,6.7148e-06+0.0013033i,-0.00035652+0.0013344i,-0.00013038-0.00030854i
0.00031162-0.00072654i,-0.00040941-0.00024135i,-3.7169e-05-0.00051976i,0.00021518-0.00010064i,0.00010668+0.00045731i,-3.4424e-05+0.001431i,0.00024105+0.0016113i,0.00075667+0.00049761i,0.0006563-0.00049603i,-0.00031802+0.00034086i,-0.00092267+0.001006i,-0.00052371+0.00065792i,-0.00036928+0.00019724i,-0.00043728+0.00089501i,-0.00024457+0.00048445i,-1.7231e-05-0.00029251i,4.8651e-05+0.00035999i,-0.00054229+0.0003045i,-0.0010495+0.00024899i,-0.00098564+0.00081909i,-0.00031432+0.00054033i,-4.5018e-06+0.00029062i,0.00020537+0.0004792i
0.0017577+0.0012369i,0.0017875+0.0024176i,0.0017475+0.0013955i,0.00048852-0.0016489i,-0.0010906-0.002124i,-0.0013211-0.00069185i,-0.00040446+0.0009027i,0.0004539+0.00077838i,0.00059917-0.00025413i,0.00015166-0.00037002i,-0.00012595+0.00050524i,-0.00061898+0.0010972i,-0.0011979+0.00059496i,-0.0012615+0.00086636i,-0.0014248+0.0013788i,-0.00094678+0.0011759i,-0.0001525+0.00084241i,-0.00014101-0.0001023i,-0.00015316-0.00044578i,-0.00045066+9.5646e-05i,-0.0004817+0.00014204i,-0.00014535-0.00040733i,0.00031219-0.00039593i
-0.001307+0.0019395i,-0.0017358+0.0020582i,-0.00047976+0.0018419i,0.00083221+0.001404i,0.0013971+0.0016594i,0.0014795+0.0015282i,0.0014355+0.001295i,0.0007308+0.0010906i,-0.00016405-2.6833e-05i,-0.00081629+2.4519e-05i,-0.00024206+0.00086195i,0.00034122+0.00078671i,-0.00032444-0.00010824i,-0.00086339-0.00030541i,-0.0011994-3.3376e-05i,-0.00090561+5.9038e-05i,-0.00097371-0.00047283i,-0.00078212-0.00081162i,-0.00047328-0.00081522i,0.00031888-0.00017005i,0.00045396+0.00072533i,-0.00039621+0.00079251i,-0.0001177+0.0002012i
9.3251e-06-0.00010793i,0.00031831-5.9731e-05i,-0.00019985+0.00033135i,-0.0015168+0.00096553i,-0.00088346+0.001786i,0.00052232+0.0022864i,0.0015475+0.0017461i,0.0019167+0.00019692i,0.00069433-0.0013082i,-0.00050542-0.0012249i,-7.9174e-05-0.0002634i,0.00029786+0.00032039i,-0.00064035+0.00056903i,-0.001333+0.00022808i,-0.00079872+0.0002354i,0.00013704+0.00079492i,0.00025167+0.00068561i,-0.00043696+2.0972e-05i,-0.00049422+0.00037543i,-0.00019811+0.0011229i,-0.00026064+0.0013838i,-0.00027662+0.001067i,0.00032467+0.00014797i
0.00082157+0.0018831i,0.0005813+0.0011973i,0.00088873+8.2842e-05i,0.00097007-0.00075904i,-9.6112e-05-0.0012919i,-0.00087975-0.0013496i,-0.0002799-0.00012544i,0.00021887-0.00014669i,0.00035342-0.0011312i,-0.0001323-0.00055228i,-0.0011571+0.00079067i,-0.0015282+0.00090864i,-0.00092309-0.00026183i,-0.00012557-0.00084802i,-0.00037933-0.00068818i,-0.00073954+0.00038417i,-0.00039668+0.001164i,-0.00064194+0.00044891i,-0.00064588+0.00022618i,-0.00059372+0.00071722i,-0.0006748+0.00086548i,-0.00016415+0.00029381i,0.00029287-0.00026355i
0.0007338-0.0013836i,0.0011149-0.0016354i,0.00038678-0.0024586i,-0.00030473-0.0024529i,-3.615e-05-0.0014976i,0.00016079-0.00034374i,0.00038976-0.00028751i,0.00073644-0.0011683i,0.00077291-0.0011832i,-0.00039175-0.00021511i,-0.00070445+4.0806e-06i,-0.00073189+0.00016391i,-0.00061748+0.00078929i,9.5052e-06+0.00055709i,-0.00013775+0.00055169i,3.9258e-05+0.00025194i,0.00021515-0.00022375i,-0.0003319-0.00019782i,-0.00088217-0.00022823i,-0.00092337-7.5911e-05i,-0.00056491-5.9827e-05i,-0.00023911+0.00013519i,-3.7507e-05+0.0005191i
0.0006138+0.0007572i,0.0014596+0.00083736i,0.0020982+0.00061306i,0.0012033+0.00040517i,-0.00013602+0.00051802i,-0.0014089+0.0011957i,-0.0004796+0.00071011i,0.0010663-0.00036898i,0.00035596-0.00070366i,-0.00070096-0.00035492i,-0.00088564+8.9111e-05i,-0.0005166-0.00040359i,5.3277e-05-0.0010453i,0.0001825+0.00017322i,-0.00047778+0.0014045i,-0.00083354+0.0010421i,-0.0011021+0.00086144i,-0.0012203+0.0011391i,-0.00062943+0.00074082i,-0.00077621+0.00048254i,-0.0013533-0.00013234i,-0.0013242-0.00041655i,-0.00018196-0.00017792i
-0.00075415+0.0007388i,-0.00090702+0.00053452i,-0.00068018-0.00021691i,-0.00028539-9.8761e-06i,-0.00083827+0.00063362i,-0.00041704+0.00067709i,0.0010564+0.0012852i,0.00076039+0.00099822i,0.00019289+0.00059961i,-0.00058609+0.00043065i,-0.00099222-0.0001071i,-0.00098582-0.00037871i,-0.0011529-0.00052875i,-0.0010252-0.00052465i,-0.0010924-0.000171i,-0.0013203-0.00010981i,-0.0014598-0.00015607i,-0.00094569+0.00044897i,-2.1788e-05+0.00034097i,-0.00039743-0.00012708i,-0.001019-0.00024377i,-0.0007345+0.00015715i,-0.00036771+0.00045132i
0.00028848-0.00038402i,0.00030328-6.6664e-05i,-0.00090484-0.00010808i,-0.00169+0.0001251i,-0.0012501+0.00016002i,0.00043946+0.0011427i,0.0012643+0.0010394i,0.00062526+0.00015351i,-5.1697e-05+0.00016139i,-0.00028372+0.00036966i,-0.00033033+0.00067426i,4.8615e-05+0.00088765i,-0.00036599+0.0003687i,-0.00099079-0.00017998i,-0.00089294+0.00028975i,-0.00018231+0.00095448i,-0.00010208+0.00090402i,-0.00041647+0.0010195i,-0.00056256+0.00087944i,6.6833e-05+0.0008595i,0.00061295+0.0014248i,0.00023724+0.00093028i,-2.3469e-05+0.00035762i
-0.0015485+0.00031664i,-0.0013142+0.00041529i,-0.0018719+0.0014292i,-0.0020605+0.001449i,-0.0012405+0.00090005i,-0.00033958+0.0015805i,-4.6946e-05+0.0017272i,-0.00011325+0.00076523i,-0.00035423+0.00061558i,-0.00074618+0.00080995i,-0.00053985+0.00072954i,-2.3578e-05+0.00042941i,0.00010905+0.00039433i,-3.1723e-05+0.00074062i,-0.0012466+0.00052269i,-0.0013539+0.0001078i,-0.0010505-0.00026606i,-0.0013205-0.00048998i,-0.0011231+0.00036191i,-0.00072653+0.00038341i,-0.00054283-0.00017294i,-0.00058656+0.00053046i,0.0001487+0.0010773i
-0.0015805+0.00041095i,-0.0022079-0.0001186i,-0.0020314+0.0013284i,-0.00061922+0.0025598i,3.1437e-05+0.002647i,-2.5314e-05+0.0019537i,0.00033046-3.3233e-05i,0.00042925-0.0010563i,0.00014484-0.00045645i,-0.00051439-0.00030132i,-0.00042325-0.0001773i,3.935e-05-0.00026042i,5.5024e-05-0.00013722i,-0.00013473+5.6217e-05i,-0.00074761-0.00015i,-0.00070606-0.00016132i,-0.00035625-0.00032444i,-0.0012443-0.00020557i,-0.0015482+0.00042824i,-0.0011779+0.00094613i,-0.00055684+0.00099155i,-0.00083257+9.7645e-05i,-0.0013417+0.00016863i
2.3883e-05+9.1718e-05i,0.000249-0.00092855i,0.00033756-0.0010272i,-0.00016127-0.00058191i,-0.00041334-0.00040843i,0.00049712+6.2262e-05i,0.00186+0.0002438i,0.0014679+0.00044019i,-4.7594e-05+0.00044242i,-0.00088984-0.00044031i,-0.00046635-0.00027013i,-0.00018468+0.00035275i,-0.00016793-8.5816e-05i,-6.7077e-05-0.00021965i,-0.00025315+0.00013347i,-0.00029397+0.00027351i,-9.2897e-05+0.00058516i,-0.00077147+0.00059292i,-0.0011904+0.00062153i,-0.0005536+0.00058349i,-0.00022521-4.2287e-06i,-0.00044856-0.00044635i,-0.00070325-0.00069081i
-0.00076234+0.0010232i,-0.00090855-7.9641e-05i,-0.0013079-0.000283i,-0.0010519+0.0010353i,-0.00061611+0.0009084i,-0.0010592+0.00053293i,-0.00072396+0.00017605i,-0.00049042-0.00040996i,-0.0010066-0.00046641i,-0.00089329+1.7302e-05i,-0.0002009+0.0005815i,0.00040497-0.00022513i,-0.00026001-0.0010592i,-0.00090904-0.00022813i,-0.00072074+0.00033401i,-0.00063656-0.00048852i,-0.0011659-0.000777i,-0.0012075+0.00072067i,-0.00076361+0.0013987i,-0.00074805+0.00030183i,-0.00070685-0.000801i,-0.00083941-0.00096284i,-0.0010035-0.00018499i
-7.4007e-05+0.0013747i,-0.00040579+0.0014717i,-9.6752e-05+0.0010216i,0.00039385+0.00079075i,0.00082119+0.00062511i,0.00093592+6.0787e-05i,0.0011406-0.00098802i,0.0016279-0.0013872i,0.0015206-0.00062884i,0.00021704+0.00079586i,-0.00042851+0.0013974i,-0.00019839+0.00085278i,-0.00029609+0.00017216i,-0.00035777-4.616e-05i,-0.00037592+4.447e-05i,-0.00080082-5.8593e-05i,-0.0013687+0.00013148i,-0.0014776-2.128e-05i,-0.0010835+5.0668e-05i,-0.00058514-0.00043037i,-0.00053568-0.00063883i,-0.00086152-8.6983e-05i,-0.00063476+0.00011352i
-6.6537e-05+0.0011945i,0.00013339+0.00039782i,-0.00024417-0.00074513i,-0.00090212-0.00025606i,-0.00069271+0.0002851i,-0.00022422+0.00055318i,1.3514e-05+0.00038434i,-0.00040214-7.6429e-05i,-0.00096561-8.4556e-05i,-0.00029932-0.00030643i,0.00038995-0.00031358i,0.0001873-4.949e-05i,-4.1064e-05+0.00018178i,-9.7467e-05+0.00063001i,8.0002e-05+0.00070472i,1.9942e-05+4.6011e-05i,-0.00083165-6.1726e-05i,-0.0015392+8.5471e-05i,-0.00069351+0.00011746i,-1.5523e-07+0.00079118i,-0.00017504+0.0010549i,0.0004385+0.0015821i,0.0012779+0.0018983i
0.0029462-0.0013267i,0.0018338-0.0026605i,0.0013243-0.0031592i,0.0010201-0.001681i,0.00049358-0.00046524i,5.7992e-05+0.00071481i,0.00018011+0.0012797i,0.00028682+0.00070104i,-0.00018381-0.00014808i,-0.00072651+5.2867e-05i,-0.00059463+0.00060881i,-0.00021144+0.00096597i,-0.00024467+0.0012862i,3.1345e-05+0.0014082i,0.00023578+0.0016219i,-0.00048383+0.001724i,-0.00095182+0.00044635i,-0.0011413-0.00071496i,-0.00059029-0.00087415i,5.2356e-05-0.00018064i,-0.00031892-0.00026152i,-0.00013303-0.00051654i,-0.00014357-0.00019095i
0.00035897+0.002776i,0.00066672+0.0018598i,0.0021953+0.0013457i,0.0014532-0.00059758i,0.0007161-0.0017896i,0.00083454-0.00075572i,-2.5555e-05+0.00032498i,-0.00019726+0.0004029i,0.00037109+8.9258e-05i,-1.3395e-05-0.00012834i,-0.00023348-0.0007626i,0.00011484-0.00038766i,-0.00011399+0.00030515i,-0.00012246+0.00093908i,0.00024547+0.0014149i,-0.00058117+0.00024612i,-0.0012064-0.00056862i,-0.00093356+0.00040389i,-0.00048312+0.00060736i,-8.0658e-05+0.00042205i,-0.00015011+0.00037921i,-0.00051194+0.00024204i,-0.00022612+0.00081229i
0.00027317+0.0021938i,0.0001487+0.0021851i,0.00055879+0.0022631i,0.0016617+0.0015072i,0.0014444+0.00097426i,0.00052472+0.00085154i,0.00062636+0.001562i,0.00039967+0.0012722i,-0.00022751+0.00036189i,-5.4078e-05-0.000618i,2.0409e-05-0.00049141i,-0.000103+3.1654e-05i,-0.00033925+2.0479e-05i,-0.00056305+0.00011313i,0.00021153+0.000393i,-0.00014671+0.00060444i,-0.001353+0.00065272i,-0.0014632+0.00073236i,-0.0010234+0.00073346i,-0.00048845+0.00056771i,0.00025357+0.00010733i,0.0006646+0.00056207i,0.0010068+0.0017707i
0.0004644+0.0024515i,0.00070668+0.0012262i,0.001621+0.00090007i,0.0014318+0.0010495i,0.00050845+0.0010911i,-0.00043748+0.0012814i,-4.8333e-05+3.5633e-06i,0.00076893-0.0010018i,0.0011636-0.00096418i,0.0011458-0.00067198i,0.00039025-0.00050126i,-0.00010085-0.00091729i,-9.7186e-05-0.0005481i,-0.00022607+0.00015411i,-0.00047859+0.00062743i,-0.00086337+0.0011017i,-0.0011413+0.00051022i,-0.00087439-0.00021479i,-0.00092942-0.00013923i,-0.0007766+0.00024789i,-0.00021604+0.00085412i,-5.4126e-05+0.00076801i,7.4143e-05-0.00042561i
-0.00048978+0.0013121i,-0.00049703+0.0021733i,-0.00021119+0.0023013i,0.000132+0.0010181i,-0.00028568+0.00036132i,-0.00015172+0.0012511i,0.00098558+0.0014707i,0.00098556+0.00080423i,0.00023411+0.00075355i,0.00031579+0.0003095i,0.00077197-0.00012081i,0.00071233+0.00050658i,0.00041192+0.00052329i,-0.00060494+0.00016817i,-0.001059-7.2149e-05i,-0.00069965-0.00039195i,-0.00047956-0.00052383i,-0.0007416+6.4034e-05i,-0.0012944+0.00070656i,-0.0012366+8.9193e-05i,-0.0012817-0.00058724i,-0.00082722+4.7876e-06i,-2.6123e-05+0.00077495i
-0.0020497-0.0017952i,-0.0015372-0.0014762i,-0.0015718-0.00071369i,-0.0011836-7.397e-05i,-0.001348+0.00080953i,-0.001188+0.0016925i,-0.00011705+0.0011835i,-0.00023414-0.00030614i,-0.0010663-3.0153e-05i,-0.0012941+0.00073902i,-0.00083463+0.0011074i,-0.00040766+0.00074567i,-3.5643e-05-0.00035119i,9.1402e-05-0.00010538i,-0.00068798+0.00078015i,-0.00075378+0.00068709i,0.00029924-6.3866e-06i,0.00048646+0.00018145i,-0.00047684+0.0009581i,-0.00085535+0.0010816i,-0.0005704+0.00081352i,-0.00017461+0.00047256i,0.00043208+8.5498e-05i
0.0011395+0.00049929i,0.00061242+0.00061691i,0.00062877-0.00088603i,-0.00021316-0.00079445i,-0.00081413-2.7623e-05i,-7.313e-05+0.00086578i,0.00060711+0.00103i,0.00047543+0.00064925i,-5.8053e-05-0.00011321i,-0.00067845-0.00040556i,-0.00075443+0.00057529i,0.0001678+0.0013234i,0.00034281+0.00098542i,-0.00061385+0.00058082i,-0.0015039+0.0011849i,-0.0015168+0.0011361i,-0.00082344+0.00024909i,-0.00019911+0.00035092i,-0.00020491+0.0007229i,-0.00082095+0.00082378i,-0.0010488+0.000687i,-0.0010054-1.9911e-05i,-0.00045312-0.00022663i
-0.0022167+0.0014481i,-0.0010787+0.00054072i,-0.00056613+0.00076338i,-0.00085655+0.0015921i,-0.00082089+0.0013988i,-0.00027385+0.0008284i,0.00076486+0.00033859i,0.0009396-0.00038208i,0.00010835-0.000722i,-0.00070891+0.00028622i,-0.0004952+0.00098649i,5.5695e-05+0.00038769i,0.00030947-0.00032841i,0.00016988+5.7466e-05i,-0.00023709+0.00065042i,-0.00077604+0.0010098i,-0.00090503+0.0009671i,-0.00049951+0.00061063i,-9.698e-05+0.00054717i,0.00020136+0.00045447i,-2.2436e-05+0.00048071i,-0.00054346+0.00045562i,-0.00050244+0.00013366i
0.0012935-0.00088471i,-0.00029111-0.0016416i,-0.00053931-0.0018908i,3.469e-05-1.4253e-05i,-0.00054337+0.0015666i,-0.00096464+0.0021598i,0.00036504+0.0018968i,0.00093622+0.00083874i,0.00014686-0.00017951i,0.00013447-0.00040939i,0.0011704+4.9823e-05i,0.00090916+0.00067301i,0.00039458+0.0010422i,0.00034799+0.0014997i,0.00018699+0.0011811i,-0.00052043-0.00012839i,-0.0009365-0.0012476i,-0.000807-0.00062562i,-0.0011411+0.00070804i,-0.0011797+0.00025713i,-0.00012277-0.00052428i,0.00041123-0.00035395i,0.00035129-2.3015e-05i
-0.00038606-0.00095776i,-0.00010799-0.0011i,-0.0010956-0.00068435i,-0.0016449+8.0843e-05i,-0.0011277+0.0008845i,-0.00041461+0.0013643i,-6.9173e-05+0.00052015i,0.00041691-0.00035506i,-6.888e-05-0.001344i,-0.00078097-0.0010245i,-0.00036117+0.00018085i,0.00036856+0.00021889i,0.00055513+0.00011821i,4.4175e-05+0.00069543i,7.7863e-05+0.0012075i,0.00018784+0.0012283i,-0.00015643+0.001045i,-0.00055709+0.00076698i,-0.00071775+0.0002327i,-0.00011814+0.00029155i,0.00047004+0.00080292i,0.00065386+0.00097802i,0.00039543+0.00097836i
4.8341e-05-0.00097064i,0.00031614-0.0013623i,-0.00081783-0.001562i,-0.001431-0.0017289i,-0.0010317-0.00080794i,-0.0005493+0.00050687i,-1.4704e-05+0.00020715i,0.00021122-0.00058562i,-0.00035181-0.00037424i,-0.00031694+0.00029866i,0.00030212+0.00091679i,0.00018368+0.00087771i,-0.00019277+0.00031469i,-0.00025669-0.00044451i,-0.00017987-4.8961e-05i,8.9238e-05+0.00038504i,-0.00096277-6.42e-05i,-0.0016812-0.00088809i,-0.0010642-0.0007249i,-4.3724e-05-3.8533e-05i,0.00011775+8.0007e-05i,-0.00066114-0.00034723i,-0.00092443-0.00012982i
0.00025804-3.7538e-05i,-0.00065192+3.4195e-05i,-0.00020046-0.00063887i,-0.0005335-0.00052731i,-0.00098865+0.00043453i,-0.00017682+0.00096924i,0.00047025+0.00073416i,-2.4172e-05-0.00011604i,-5.5791e-06-0.00064807i,-2.7638e-05-0.00044748i,-0.00014975+7.0847e-05i,0.00043738+0.00026433i,0.00038176+0.00026481i,-9.7995e-05+7.5902e-05i,-0.00034555-0.00012727i,-0.0011645-0.00041672i,-0.0014641-0.00032858i,-0.0010319+0.00016334i,-3.8108e-06-0.00014949i,-0.0002219-0.00043565i,-0.0010371-0.00011366i,-0.00067248+0.00023266i,-0.00030523+0.00069263i
0.0026438+0.001028i,0.0015549+0.00045943i,0.00046904-0.0006421i,-0.00029668-0.0017974i,-0.00018595-0.0020116i,-0.00067662-0.0011615i,3.0631e-05-0.00052425i,0.00078619-0.0005465i,0.000114-0.00059642i,-0.00061633-0.00067314i,-0.00086628-0.00029998i,-0.00069902-8.9814e-05i,-0.00081528-0.0002836i,-0.001071-0.00053444i,-6.007e-05-1.3723e-05i,0.00086578+0.0003002i,0.00080764-0.00050277i,0.00038906-0.0005858i,-0.00071469+0.00012402i,-0.0011129+4.3928e-05i,-0.00095731+0.0001673i,-0.00089676+0.00012177i,-0.00057456+0.00015019i
0.00057875-0.00085336i,0.00090528-0.0015149i,0.00046114-0.00096763i,-0.00013527-0.00073672i,-0.00054082-8.6148e-05i,2.4584e-05+0.0011663i,0.00074846+0.0013743i,0.00048841+0.0006071i,-0.00044281-1.2089e-05i,-0.0011175+0.0002492i,-0.00077038-6.1436e-05i,0.00016045-0.00052589i,0.00062354-0.00023019i,0.00044743-8.695e-05i,-1.3513e-05-0.00030362i,-0.00047916+0.00024184i,-0.00010188+0.0008367i,0.00018958+0.00075485i,3.982e-05-6.9072e-05i,4.9125e-05-0.00039284i,-0.00018325-0.00017128i,-0.00046946+0.00035243i,-0.00040267+0.00045372i
