-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
0.0015039+0.001845i,0.0013905+0.0041846i,-1.4508e-06+0.0038289i,0.00014882+0.0024118i,0.0011282+0.00098728i,0.0014945-1.1465e-05i,0.00082358-0.00091601i,-9.6666e-05-0.0018979i,-0.00077331-0.0017127i,-0.00071883-0.0011452i,7.8465e-05-0.00058187i,0.00065456+0.00057561i,-0.00024034+0.0011962i,-0.0010505+0.00092504i,-0.0011757+0.00081713i,-0.00093048+0.0010105i,-0.0007481+0.0007834i,0.00010003+0.00062248i,0.00019366+0.00015786i,8.2658e-05-0.00055342i,-0.00040495-0.00017149i,-0.00075177-0.00065816i,-0.00016331-0.0008467i
-0.0019627-2.535e-05i,-0.0023823-0.0012671i,-0.0016486-0.001811i,-0.00010702-0.0012065i,0.0013124+0.00023468i,0.0010161+0.00099636i,0.00031092+0.001986i,0.00027828+0.0021343i,0.0010078+0.0010645i,0.0007101+0.00059838i,-0.00065337+0.00079405i,-0.0014605+0.00041208i,-0.0015793+0.00011498i,-0.00094207+0.00016454i,0.00012687-0.00014332i,0.0011271-0.00055753i,0.0015245-0.00081525i,0.00097883-0.0014914i,0.00040424-0.0016182i,0.00055112-0.0014578i,0.00038042-0.00026983i,1.2077e-05+0.0005087i,0.00050052+7.5194e-05i
-0.00043643-0.00035149i,0.0025545+0.0004652i,0.003877+0.0032338i,0.0031488+0.0037794i,0.0024388+0.0021599i,0.00059518+2.94e-05i,-0.0017697-0.0019897i,-0.0023972-0.0018635i,-0.0014751-0.00019098i,0.00012963+0.0012311i,0.00064141+0.001296i,0.00056363+0.00044663i,0.00066508-0.00019283i,0.00043983+2.4784e-05i,0.00048119+0.00037518i,0.00062605+4.8436e-05i,0.00072534-0.00033277i,0.00020491-0.00028723i,7.5704e-05-0.00012375i,-0.00027737+4.4981e-05i,-0.0010061-1.112e-05i,-0.0007407+0.00034015i,-9.3528e-06+0.0011446i
0.00089045+0.0034684i,-0.0011091+0.0060554i,-0.0028843+0.0074339i,-0.001279+0.006053i,0.00077315+0.0042657i,0.0017645+0.0027104i,0.0029705+0.00096022i,0.0025649-0.0005663i,0.0001995-0.0011259i,-0.00084374-0.00078286i,-0.00050131+9.3872e-06i,-0.00045033+0.00080277i,-0.00070034+0.00073372i,-0.00088731+0.00037021i,-0.00091603+0.00061233i,-0.00094487+0.00084864i,-0.0011803+0.00065231i,-0.00032301+0.00038352i,-0.00027602+0.0002863i,-0.0011993-9.6289e-05i,-0.00059711-0.00046027i,0.00055033-0.000668i,0.0007377-0.0007247i
-0.0009568-0.00073147i,-0.00024095-0.0034143i,0.0017713-0.0047137i,0.002235-0.003603i,0.0012053-0.0011087i,-0.00040602+0.00048121i,-0.001732+0.00090652i,-0.0014997+0.0010178i,-0.0002549+0.00071361i,0.00028042-8.9036e-05i,0.00031893-0.0013188i,0.00031112-0.0019971i,-0.00016605-0.0016728i,-0.00018842-0.0013869i,0.00088166-0.00071489i,0.0011306-0.00034676i,0.0016461-0.00016392i,0.0015265+0.00033324i,0.00073704+0.00034856i,0.00082273+0.00029264i,0.0011531+7.5002e-05i,0.00064897-0.00020423i,-8.4364e-05+0.00014164i
0.0058126+0.00088185i,0.0069418+0.0021143i,0.0063567+0.0033185i,0.00413+0.0022448i,0.0013579-0.00053969i,-0.00083495-0.0025919i,-0.001857-0.0034917i,-0.0021046-0.001743i,-0.0021925+2.335e-05i,-0.0012638+0.00074074i,-0.00051676+0.0017104i,-6.7003e-05+0.0024907i,-0.00026759+0.0023005i,-0.00062541+0.0018423i,0.00012137+0.0011626i,0.00041149+0.0004985i,0.00030964-0.00022895i,0.00068485-0.00038047i,0.00050918+6.942e-05i,1.7231e-05+0.00021303i,0.0001155+0.00026072i,2.0719e-05+0.00031524i,-0.000182+0.00024753i
-0.0030303+0.0028651i,-0.0047912+0.0029414i,-0.0037163+0.002518i,8.9592e-05+0.0028089i,0.0027474+0.0026381i,0.0025246+0.00095722i,0.0022448+0.00053997i,0.0014799+0.00064635i,0.00038394+0.00043868i,0.00022193+0.0010644i,0.00069853+0.00098097i,0.00090771+0.00021043i,-0.00027875+0.00019321i,-0.0015344+7.4784e-05i,-0.0013506-0.00037604i,-0.0010735-0.00032734i,-0.0008772+0.00035578i,8.484e-06+0.00086815i,0.00051931+0.00031264i,6.7519e-06-0.00044833i,-0.00033812-0.00053224i,-0.00036639+0.00018451i,-0.00020332+0.00045789i
0.0011109-0.00047916i,0.002704-0.0012158i,0.0037389-0.0012077i,0.0021746-0.00031293i,-0.00049828+0.00039279i,-0.0034971+0.0017672i,-0.0045814+0.0030158i,-0.0026541+0.0028058i,-0.00048437+0.0019107i,0.00038945+0.0010068i,0.00065835+4.3364e-06i,0.00034732-0.00088771i,0.00020739-0.00096335i,0.00092543-0.00031702i,0.00077503+0.00041822i,0.00044633+0.0004297i,0.00084528+4.4163e-06i,0.00081458-0.00055233i,0.0010799-0.00064991i,0.0013468-0.00050486i,0.00029271-0.00038539i,-0.00079557+0.00064462i,-0.00068976+0.00088065i
0.0038973+0.0035029i,0.0044049+0.0051731i,0.0035948+0.0040614i,0.0033788+0.00022868i,0.0024263-0.0023537i,0.00033826-0.0033189i,-0.00052755-0.0039181i,-0.00036633-0.0031619i,-0.00064178-0.00099653i,-0.00088784+0.00058478i,-0.00053384+0.0017578i,-0.00054142+0.0021536i,-0.00080114+0.0014644i,-0.00095653+0.0015222i,-0.0013567+0.0014178i,-0.0012451+0.00066835i,-0.00064547+0.00053803i,-0.00012372+0.0013516i,-0.00018656+0.0011491i,-0.00020618-0.00040728i,-0.00017346-0.0014047i,-7.7175e-05-0.00072038i,-0.00047518+0.0002583i
-0.0012858+0.0015644i,-0.0039179+7.3883e-05i,-0.003753+0.0015326i,-0.00029112+0.0034068i,0.0013513+0.003705i,0.0014692+0.0027431i,0.0024323+0.0014292i,0.0021617+0.00058516i,-6.0755e-05-0.00024402i,-0.0010862-0.00098058i,-0.0010179-0.0008769i,-0.00095317-0.00046839i,-0.0010206-0.00039035i,-0.001182-0.00023707i,-0.00087037-2.2415e-05i,-0.0007424-0.0005174i,-0.0008138-0.0012384i,-0.00078704-0.0014446i,-0.00077197-0.0013738i,-0.00076847-0.0011767i,-0.0003183-0.00029959i,0.00011143-5.9828e-06i,0.00058629-0.00058598i
0.0032142-0.0016412i,0.0056146-0.0024467i,0.0042662-0.0027817i,0.0006743-0.00053122i,-0.0031888+0.002129i,-0.0049882+0.0018978i,-0.004897+0.0015856i,-0.0041479+0.0019578i,-0.0021486+0.0011489i,-0.0007313+0.00091311i,-9.0644e-05+0.0016139i,0.00097844+0.0013728i,0.0017662+0.00074631i,0.0013578+0.0010063i,0.00089705+0.0017934i,0.00020562+0.0010473i,-5.623e-05+0.00032481i,0.00042767-4.2522e-05i,0.00056076-0.00046145i,0.00063154+0.00048985i,0.00019135+0.00074799i,-0.00045326-1.5434e-05i,-0.00013107-0.00077196i
-0.00021307+0.0061158i,-0.00086877+0.0071952i,0.00095446+0.005587i,0.0032359+0.0020131i,0.0037603-0.0010625i,0.0030264-0.0028502i,0.0014259-0.0033971i,1.0687e-05-0.0026427i,-0.00077645-0.0011654i,-0.0006619+0.00070498i,0.00011635+0.0012897i,-0.00019942+0.0014658i,-0.00084586+0.0011695i,-0.0014212+0.00036707i,-0.0013858+0.00095087i,-0.00091778+0.0014803i,-0.00086495+0.0011549i,-0.00095197+5.3081e-05i,-0.00048354-0.00057376i,-3.4365e-05+0.00060806i,-0.00022798+0.0011584i,-1.8104e-05+0.00056037i,-0.00045839-0.00015788i
-0.0021402-0.00083232i,-0.003392-0.0015403i,-0.002086-0.00064586i,-3.4976e-05+0.0017712i,0.0012975+0.0029774i,0.0013389+0.0031361i,0.0012034+0.003388i,0.0015603+0.002938i,0.0010548+0.001655i,0.0002032+9.6431e-05i,-0.00019494-0.00060829i,-0.00020219-0.00079854i,0.00011998-0.0013376i,0.000254-0.0013735i,0.00017949-0.0011872i,1.5054e-05-0.0015286i,-8.4684e-05-0.0015738i,0.00034864-0.0013103i,0.00029235-0.00092572i,-0.00023718-0.00016593i,0.00050486+7.0468e-05i,0.0011558+0.00026472i,0.00079355+0.0005964i
0.0025587-0.0012708i,0.0025486+0.00032594i,0.0018108+0.0011412i,-0.00036485+0.0013866i,-0.0025554+0.0016787i,-0.0033426+0.00094895i,-0.002921+0.00017167i,-0.0028061+4.8345e-05i,-0.0017065+2.8029e-05i,0.00012339+0.00082256i,0.00046444+0.0013344i,0.0010087+0.002063i,0.0017644+0.0023091i,0.0013224+0.0016571i,0.0010478+0.00072609i,0.0012509-3.8936e-05i,0.00031213-0.00013486i,-0.00045342+0.00027884i,-0.00015153+0.00027826i,0.00050606-0.00081138i,0.00087814-0.0017681i,0.00042885-0.0019609i,4.6622e-05-0.0010077i
-4.9856e-05+0.0019996i,0.00058665+0.0029397i,0.0015067+0.0018753i,0.0028906+0.00019984i,0.0030658-0.0015255i,0.0022347-0.0025946i,0.0021014-0.0022593i,0.0015684-0.0017852i,0.00029018-0.00093032i,-0.00069318+0.00031605i,-0.00083017+0.00064412i,-0.00061882+3.8208e-06i,-0.00035464+0.00030714i,-0.00040857+0.00033388i,-0.00078473-0.00051448i,-0.0011284-7.9426e-05i,-0.0014301+0.00047553i,-0.0011068+6.4276e-05i,-0.00055333-0.00012531i,-0.00025273-2.4299e-05i,0.0004662-0.00011172i,0.0010332+0.00011967i,0.00070262+0.00036357i
-0.001468-0.00060805i,-0.0016352-0.0017967i,0.00019206-0.00048489i,0.0019984+0.0007909i,0.0034605+0.00070734i,0.0029638+0.0020235i,0.00096715+0.0024167i,-0.00065094+0.0018973i,-0.00060541+0.00086463i,0.00011094+0.00015201i,0.00021772+0.00018101i,-0.00010753-2.3124e-05i,-0.0001473-0.00083534i,0.00045581-0.00075973i,0.00044012-0.00021094i,-4.4444e-05+0.00036688i,0.00034721+0.00055842i,0.0010799-0.00018288i,0.00069876-0.00090817i,1.7765e-05-0.0010612i,-0.00044027-0.0010646i,-0.00057217-0.00048663i,-0.00067294-0.00024146i
0.0021002-0.0012851i,0.0022404-0.0001584i,0.00010337+0.0016907i,-0.0029241+0.001532i,-0.0043324+0.00046918i,-0.0042814-9.1443e-05i,-0.0027758-0.00087325i,-0.0014586-0.00078338i,-0.0016099-0.00042399i,-0.0016765-0.00016156i,-0.00069265+0.00062224i,0.0004317+0.0014248i,0.00077028+0.0012756i,0.00065812+0.00070698i,0.00055086+0.00045966i,0.0007097+0.00052142i,0.00074639+0.00049965i,0.00044299+0.00021716i,0.00022122+0.00017592i,0.00029085+0.00018675i,0.00041821-7.1315e-05i,0.00023148+0.00056279i,0.00028974+0.0011997i
-0.0012266+0.003405i,-0.0013577+0.0025145i,0.00079913+0.0026082i,0.0032381+0.0017387i,0.0037013-0.00023811i,0.0029809-0.0013651i,0.0026122-0.00082864i,0.002316+0.00046673i,0.001856+0.00038999i,0.0012173-0.00015341i,-0.00012109+5.628e-06i,-0.0011636-1.2793e-06i,-0.0016519-0.00022903i,-0.0015474+8.2166e-05i,-0.0013091+0.00054181i,-0.00088868+0.0006703i,0.00048578+0.00018815i,0.0014133-0.00020789i,0.00060474-0.00046918i,8.8486e-05-0.00043573i,7.9083e-05-0.00038476i,1.1186e-05+8.7523e-05i,-0.00052027-0.00018855i
-0.00091449-0.00090345i,0.00011806-0.00088773i,0.0013989+0.001163i,0.001834+0.0026051i,0.0021526+0.0029012i,0.0013827+0.0025238i,-0.00016035+0.0021736i,-0.0015128+0.0016217i,-0.0013606+0.00093543i,-0.00038029+0.00055184i,0.00027117+0.00085056i,-4.7584e-05+0.0010099i,8.4044e-05-9.214e-05i,0.0013509-0.001016i,0.0012506-0.00034704i,0.00071168-1.594e-05i,0.0010437-9.824e-05i,0.00090492+0.00039659i,0.00062724+0.00065527i,0.00048413+0.0004098i,0.00031555-0.00025892i,0.00063371-0.00018365i,0.00071192+0.00085599i
-0.0013674+9.8043e-05i,-0.0021051+0.0013778i,-0.0025119+0.001669i,-0.001677+0.00088178i,-0.0018394+0.00042113i,-0.0029813-0.00057959i,-0.0024296-0.0016095i,-0.00093096-0.0016259i,0.00022219-0.00062318i,0.00062251-0.00031961i,-0.00054313+0.00032331i,-0.0010927+0.0012758i,-0.00043512+0.0013188i,-0.00023728+0.00136i,-0.00077191+0.00070249i,-0.00039923+2.4933e-05i,0.00032394+3.7212e-05i,-0.0002583+0.00046545i,-0.001268+0.001244i,-0.0016923+0.00078274i,-0.0012366-0.00050887i,-0.00047085-0.00051099i,-0.00023803+8.1405e-05i
-0.0013223-0.0031523i,-0.00055611-0.0035898i,-0.00045611-0.0012167i,-0.00024515+0.0022983i,0.0010222+0.0024905i,0.0019037+0.0014552i,0.0016387+0.0013988i,0.00064977+0.0015746i,-0.00060223+0.0014352i,-0.00059547+0.00095909i,0.00022129+0.00081837i,0.00067348+0.0010484i,-0.00025316-0.00039901i,-0.00011728-0.0012122i,0.00057503-8.3874e-05i,0.00028036-0.00065249i,-0.00028007-0.0009715i,-0.00036184-0.00036464i,4.2416e-06-0.00025569i,5.6691e-05-3.0136e-05i,-0.0003841-1.8493e-05i,0.00016973-0.00050282i,0.0012916-0.00082583i
0.0013937+0.0018522i,0.0010145+0.0016773i,0.0017739+0.0019306i,0.0016949+0.0011684i,0.00017523+0.0005492i,-0.0019621+0.00042641i,-0.0035817+0.00016768i,-0.0034993-0.00025022i,-0.0024764+0.00016987i,-0.00099848+0.0006607i,0.00039915+0.00071642i,0.00044298+0.00090189i,6.5357e-05+0.0009037i,-0.0002896+0.0002679i,-0.00055661-0.0006308i,-0.00039855-0.00051725i,-0.00036312-0.00050593i,-0.00032314-7.6608e-05i,-0.00034887-0.00011648i,-0.00016578+0.00026338i,1.4213e-05+0.0012247i,0.00062274+0.00047181i,0.0012725-0.00065317i
-4.5777e-05+0.00030874i,-0.00093818+0.00044328i,-0.00049587-0.00070965i,-0.00025616-0.0019954i,-0.00085776-0.0019784i,-0.00080849-0.0010646i,0.00024852-0.0011091i,0.0017816-0.0023466i,0.0019409-0.0021914i,5.4019e-05-0.0013795i,-0.0010509-0.0007399i,-0.0012388+0.00018285i,-0.0015106+5.0331e-06i,-0.0013028-0.00022398i,-0.00075967+0.0003099i,-0.00039553+0.00010015i,-0.00013333-0.00037825i,-0.00070491-0.00044728i,-0.0011537-0.0010276i,-4.1802e-05-0.00079177i,0.00068821-0.00041334i,0.00018349-0.00038151i,-0.00046133-0.00021934i
0.0036958-0.001462i,0.0047017-0.0012221i,0.0050872-0.00032646i,0.0018614-0.00025464i,-0.00037552-0.0016842i,-0.000701-0.0011046i,-0.00080902+0.0010354i,-0.0011821+0.0024117i,-0.00041611+0.0024659i,0.0010454+0.0015308i,0.0010556+7.7252e-05i,0.0005917-7.7887e-05i,0.00020268+0.0007389i,-0.00049685+0.00069324i,-0.00010273+0.00074198i,0.00036525+0.0007409i,-0.00040665+0.00016798i,-0.00016262-0.00024353i,0.00016969-0.0007206i,-6.4674e-05+7.7328e-05i,-0.00014555+0.0011441i,1.5889e-05+0.00070527i,-9.2728e-05+0.00035425i
-0.0024122+0.0037403i,-0.0027156+0.0044634i,-0.0011222+0.0052118i,0.00067203+0.0033544i,0.0013609+0.0014127i,5.258e-05-0.00011297i,-0.0020309-0.0011111i,-0.0025262-0.0014561i,-0.0015557-0.00075838i,-0.00039685+0.00072824i,0.00033022+0.00098348i,0.00069797+0.00036412i,0.00013992+0.00035282i,1.9229e-06+0.00082609i,0.00015205+0.0011081i,0.00012785+0.0004768i,0.00040381+0.00031148i,1.1072e-05+0.00096515i,-0.00018223+0.00083493i,-1.9135e-05+0.0011091i,-0.00041935+0.0015227i,-0.00066365+0.00089355i,0.0004372+0.00056602i
0.0012888-0.0020808i,0.0014022-0.0024834i,-2.8016e-05-0.0028276i,9.4552e-05-0.00081609i,-0.00025555+0.0015908i,-0.00060013+0.0013151i,0.00093932+0.00020839i,0.0022507+0.00045075i,0.001936-0.00019163i,-0.00025449-0.0011019i,-0.0018292-0.0013809i,-0.0017478-0.00063907i,-0.00088282+0.00070019i,0.00029711+0.00053377i,0.00073358+0.00036134i,0.00076292+0.00030014i,0.00023861+4.7308e-05i,-0.0003551+0.00013791i,-0.00024708+0.00037486i,-0.00048725+0.00069746i,-0.00016396+0.0004426i,0.00029575-1.9415e-05i,0.00020396-0.00048634i
0.00030204-0.0019046i,0.0015685-0.00071643i,0.0017259+0.00077533i,0.00069489+0.00098111i,8.0822e-05+0.0013529i,-0.00039351+0.0023228i,-0.00022385+0.0030237i,-0.0003281+0.0037122i,-0.00043693+0.0032935i,0.00034665+0.0021771i,0.00055344+0.00059439i,0.00084198+0.00042489i,0.0011067+0.0010351i,0.00045716+0.00029203i,-0.00045732+0.00055226i,-0.00055209+0.0007157i,0.00019494+0.00057054i,0.00036326+0.00051021i,0.00053431+0.00046429i,0.001018+0.00024463i,0.0010401-0.00044175i,0.00082431+0.00011456i,0.0010983+0.00012705i
-0.0017593+0.0020732i,-0.002041+0.0026811i,-0.0023231+0.0019105i,-0.0017912+0.00062716i,-0.0011883+5.969e-07i,-0.0011006-0.00059885i,-0.0011464-0.0012339i,-0.0013072-0.0024129i,-0.0017614-0.0022566i,-0.002187-0.00048391i,-0.0016038+0.0010277i,-0.00053527+0.0019836i,2.2969e-05+0.0014978i,0.00024487+0.0001879i,5.6289e-06-0.00062811i,1.5552e-05-0.00095209i,0.0008838-8.4497e-05i,0.00070326+0.00049869i,-0.00054709+0.00030208i,-0.00053732-0.00023093i,-8.9005e-05-0.00040964i,3.0079e-05-0.00051903i,-0.00020987+8.6388e-05i
-0.00041061-0.00020669i,0.00016877-0.0018846i,0.0015412-0.002405i,0.0028421-0.0013298i,0.0032932-0.00060015i,0.0020805-0.00035414i,0.0013377+0.0001535i,0.0021045+0.00014689i,0.0017123-0.00014232i,0.00053135-0.00033648i,-0.00047497-0.00012127i,-0.00067462-0.00016521i,-6.0621e-05-0.00058708i,-0.00042432-0.00058425i,-0.00077662-0.00019982i,-2.1401e-05+0.00023311i,0.00086381+0.00039957i,0.0010105-0.00018244i,0.0009374-0.00073725i,-7.6013e-05+0.0008499i,-0.00091021+0.0013332i,-0.0011918+0.0004276i,-0.0011884-0.00011027i
0.0011959+0.0027623i,0.0018545+0.0041865i,0.0024683+0.0053864i,0.0021317+0.0043138i,0.001262+0.0020717i,-0.00066728+0.00069918i,-0.0023861+0.00037403i,-0.0029227+0.00035015i,-0.0020213+0.00073742i,3.8165e-05+0.0010904i,0.0012039+0.00061951i,0.00065937+0.00048994i,0.0004871+0.00088505i,0.00049351+0.00044997i,0.00041577+7.783e-05i,0.00031386+0.00030793i,0.00028251+7.4546e-05i,0.00049656+0.00050493i,0.00022538+0.00093938i,-0.0002363+0.00060376i,-0.00027883+0.00073181i,0.00018836+0.00072179i,0.00022844+0.00055858i
-0.0029281-0.00019599i,-0.0040113-0.00021271i,-0.0044176+0.00044934i,-0.0032821+0.00063904i,-0.0012867-0.0001627i,-0.00078636-0.0019133i,-0.00094396-0.0030292i,-0.00073262-0.0031715i,-0.001418-0.0025324i,-0.0023763-0.00089316i,-0.0018671+0.00071028i,-0.00086067+0.0010976i,-0.00050841+0.00044854i,-0.00013156+0.00051517i,0.00020582+0.00044945i,-0.00060691+0.0002065i,-0.00088099+6.6712e-05i,4.8251e-05-0.00046442i,0.00023294-6.0234e-05i,-0.0003819+0.00026275i,-0.0006838-1.7817e-05i,-0.0011681+4.0531e-05i,-0.0013056+0.0010657i
-0.0013332-0.00020924i,-0.00012262-0.0011062i,0.00045535-0.0010951i,0.0012624-0.00020145i,0.0017737+0.00057663i,0.0018489+0.00019688i,0.0014723+0.00018676i,0.0011182+0.0011561i,0.0010674+0.0010867i,0.0011347+0.00010213i,0.00044131-0.00012168i,-0.00040722-0.00034385i,-0.0005398-0.000177i,-0.00062202+0.00016748i,-0.00090083+0.00012671i,-0.00055818+9.5389e-05i,5.5886e-05+3.5288e-05i,0.0005738-2.2928e-05i,0.0014847-0.00018919i,0.0014526-2.9884e-07i,0.00062199+2.5058e-05i,7.0504e-05-0.00041486i,-0.00034642-0.00058888i
0.00080365+0.0017327i,0.001963+0.0023827i,0.0028266+0.0029473i,0.0022428+0.0026656i,0.00092331+0.0018124i,-0.00084081+0.00048614i,-0.0019747-0.00069061i,-0.0021768-0.00063131i,-0.0013531+0.00078664i,-0.00026579+0.0017926i,-0.00052496+0.0013165i,-0.0016229+0.00038218i,-0.0011787-0.0002876i,-1.1121e-05-0.0010873i,-0.00026728-0.0012629i,-0.00028929-0.00025848i,-7.048e-05-3.4565e-05i,-0.00010154-7.6103e-05i,0.00014966+0.0011519i,0.00012217+0.0013491i,-0.0002679+0.00056941i,-0.00098747+0.00036729i,-0.00041751+0.00014881i
-0.002008+0.0016887i,-0.0035531+0.0024932i,-0.0033046+0.0025044i,-0.0014486+0.00075656i,-0.00044432-0.0011841i,-0.00043624-0.00099878i,-4.2838e-05-0.00018088i,0.00070231-0.0007238i,0.00070662-0.00039414i,-0.00028442+0.00051774i,-0.0011139+0.00072621i,-0.0011875+0.00037155i,-0.00027804+0.00046718i,6.0299e-05+0.0010652i,-0.00044694+0.0010121i,-0.00021832+0.00030973i,-0.00016015-0.00039622i,-0.00057817-0.00043239i,-0.00043407-7.8565e-05i,-0.0006501-1.7393e-05i,-0.00075739-0.00017463i,-0.00043414+0.0001975i,-3.0095e-05+9.8646e-05i
0.002441-0.00024288i,0.004222+0.00045839i,0.0052736+2.0532e-05i,0.0045478+0.00021622i,0.003371+0.00018246i,0.0017872+0.00037745i,-0.00034334+0.0013966i,-0.00080886+0.0015742i,-0.0002633+0.00093176i,0.00012156+0.00060449i,-0.00017175+0.00049253i,-0.00040157-0.00027524i,-0.00060658-0.0001792i,-0.00024148-0.00011785i,5.5503e-05-0.00011821i,-0.00015598-0.00014747i,0.00041019-0.00054916i,0.00052838-0.00046338i,-8.7971e-05-0.00025539i,-8.36e-05+2.974e-05i,7.5562e-05+5.8814e-05i,-0.00029758+0.00012872i,0.00013065+0.00013276i
0.0030758-0.0007591i,0.001907+0.00041198i,0.0011303+0.0020279i,0.00099696+0.0029813i,-0.00052423+0.0031872i,-0.0023928+0.0018887i,-0.0022217-0.00035511i,-0.0016621-0.0012391i,-0.0017844-0.0001871i,-0.00062273+0.00068167i,0.00023435+0.00048117i,0.00024674+0.00081802i,0.00020041+0.0011408i,0.00072259+0.00083513i,0.00031536+0.00059549i,-0.00036061+0.00028833i,-0.00043215+0.00048439i,-0.00022889+0.00033959i,0.00024528+0.00013966i,-0.00015327+0.00064876i,-0.00011654+0.0010282i,-0.00031299+0.00094148i,-4.0495e-05+0.00092329i
0.0014613-0.0025779i,-5.7091e-05-0.0022318i,-0.0023595-0.0018243i,-0.0019047-0.0011168i,-0.00013576-0.00026328i,0.00033968+0.00055203i,0.00064087+0.0004484i,0.0011686-0.0001738i,0.00036127-0.0013476i,-0.00057612-0.00093439i,-0.001258+0.00035983i,-0.0010604+0.00074723i,-0.00067817+0.00058137i,-0.00075436+0.00074688i,-0.00044428+0.00042216i,-0.00011759-0.0002014i,0.00010853-0.00031241i,0.00030417-0.0004778i,-0.00012565-0.00040612i,-0.00043173-0.000663i,0.0002907-0.00091474i,-0.00031836-0.00052496i,-0.0011966-0.00019382i
-0.0011348-0.00080183i,-0.00025449-0.00090084i,-0.0012398+0.00016141i,0.00012397+0.0010083i,0.0026998+0.001625i,0.0020146+0.0016542i,-0.00055225+0.00081878i,-0.0010629+0.0010388i,-0.00073409+0.0012367i,-0.00013229+0.00087109i,1.4028e-06+0.00019054i,-0.00015098-0.0005304i,-0.00017386-0.00039457i,-0.00083955+0.00038667i,-0.0011331+0.00041837i,-0.00020856+0.00045405i,0.0009364+0.0010914i,0.0010887+0.0012485i,0.00055235+0.00087017i,0.00022356+0.00038207i,-2.4856e-05+4.2848e-05i,-0.0002985-0.00015094i,-0.00067951-0.00041583i
-0.0019808+0.0023004i,-0.0022256+0.0046834i,-0.00092871+0.005996i,0.0018701+0.0056789i,0.0026691+0.0038557i,0.0011533+0.0015273i,-0.00017092-6.8624e-05i,-0.00016816-0.00077006i,-0.00042505+0.00036182i,-0.00060979+0.0010596i,7.9442e-05+0.0016055i,5.5771e-05+0.0021007i,-0.00069024+0.0012189i,-0.0003169-5.1699e-05i,0.00027773-0.00042773i,0.0011101+0.0001874i,0.0010588+0.00041287i,0.00030997-0.00011014i,-0.00068641-0.00042958i,-0.00096124-0.0001401i,-0.00052835-0.00038828i,-6.0431e-07-0.001175i,-0.0001913-0.00093288i
-0.00038796-0.00082931i,-0.00099367-0.0012052i,-0.0024699-0.0014894i,-0.0024172-8.0268e-05i,-0.001535+0.00039028i,-0.00054044-0.00020655i,0.00057755-0.00027748i,0.0015908-0.00013073i,0.0012361+0.00021317i,-0.00010401-0.00012139i,-0.00090797-0.0008277i,-0.00094942-9.6174e-05i,-0.00079638+0.00031631i,-0.0010713-0.00023859i,-0.0010076-0.00061896i,-0.0006198-8.3313e-05i,-5.9542e-05+0.00045622i,0.00028693+0.0002854i,0.00058828-0.00053504i,5.1188e-05-0.00029065i,-0.0007474+0.00011482i,-0.00067671-0.00033897i,-0.00038037-0.00070047i
-0.0011567-0.0015286i,0.00024151-0.0017234i,0.0012897-0.0016934i,0.0019905-0.00091211i,0.0013053+0.00034565i,-0.00056776+0.00084136i,-0.0016677+0.000709i,-0.0010744+0.00073928i,-0.00050167+0.0019599i,-0.00062788+0.0023715i,-0.00022803+0.0014902i,0.00046468+0.0011047i,0.00037137+0.00037251i,-0.00016996-2.7778e-05i,-0.00011842+0.000211i,-0.00011592+0.00028437i,-3.9862e-05+0.00045848i,0.00024726+0.00082805i,0.00055079+0.00031414i,0.00033416-0.00077975i,-0.00011884-0.00098898i,-0.00015967-0.00084323i,0.00026669-0.0013624i
0.0013037+0.0013189i,0.0021517+0.0019821i,0.0030521+0.0041787i,0.0026618+0.0042376i,0.0010583+0.0024145i,-0.00061124+0.00074167i,-0.0010511-0.00099781i,-0.0009265-0.0017481i,-0.0006006-0.0011977i,-0.00060396+2.2266e-05i,-0.00045579+0.00058446i,-0.00065326+0.00063566i,-0.0008833+0.0012883i,-0.000573+0.0007175i,-0.00029768-2.0626e-05i,-0.00039168-0.0002932i,-0.00096028-0.0002629i,-0.0014238+3.9953e-05i,-0.0014224+9.3137e-05i,-0.00065714+0.00064535i,5.619e-05+0.0012578i,0.00023111+0.0010077i,0.00016563+0.00075332i
0.00016448+0.00042047i,-0.00021353-0.00069372i,-0.00025333-0.00030338i,-0.00055331+0.00043211i,-0.0014215+0.00018252i,-0.0015647+0.00036051i,-0.00053318+0.0011953i,0.00039652+0.00099964i,0.00075042+0.00037056i,0.00020464-0.00044298i,-0.00076347-0.00046813i,-0.00031615+0.00054861i,0.00068343+0.00044221i,0.00042974-0.00024326i,0.00012297+0.00014594i,4.7822e-05+0.00066525i,-0.00056011+0.00048251i,-0.00088161-0.0002341i,-0.00065539-0.00059241i,-0.00060508-0.00014102i,-8.8747e-05-0.00026096i,1.647e-05-0.00055065i,0.00080949-0.00060864i
