-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
-0.00069206-0.00091321i,-0.00068558-0.00087298i,-0.00084201-0.0013933i,-0.0010529-0.00082017i,-0.00072319+0.0012736i,0.00048716+0.0017084i,0.0011605+0.00041328i,0.00064233-0.00035415i,0.00042832-0.00045232i,0.00026046-0.0005258i,-0.00041599-0.00024785i,-0.00032272+5.3025e-05i,0.00023557+8.7737e-05i,3.6864e-05-0.00023246i,0.00046125-0.00039242i,0.00062019+7.6143e-05i,-0.000238-0.00014692i,-0.00042053-0.00020191i,0.00025159+0.0005496i,0.00057998+0.000659i,0.00086232+0.00047406i,0.00052687+0.00046512i,-0.00016734+0.00018221i
0.0019403+2.739e-05i,0.0022976+5.9512e-05i,0.0010457-0.00079716i,-9.2226e-05-0.0021074i,0.00034941-0.00079511i,0.00050879+0.00096599i,0.00018133+0.00117i,0.00048699+0.0012172i,0.0014155+0.0010439i,0.00086195-0.00017602i,-4.8514e-05-0.0015201i,-0.00073624-0.00086001i,-0.00081394+0.00020923i,-0.00023286+0.00049926i,0.00018942+0.00069598i,0.00080638-7.1299e-06i,0.00069438-0.00064475i,0.00024916-0.00031929i,-5.1415e-05+0.00019698i,0.00023244+0.00048822i,0.00060794+0.00079333i,0.00047702+0.0006901i,0.00062548+0.0004107i
-0.00023347-0.0010382i,-0.00025186-0.0018988i,0.00020629-0.0024521i,0.00020546-0.001063i,-0.00034726+0.00079834i,-0.00011263+0.0015064i,0.001052+0.0010235i,0.0015178+0.00018077i,0.0011532+5.2811e-05i,0.00056236+2.3688e-05i,-0.00055343-0.00047045i,-0.0014423-0.00032868i,-0.00062936-0.00013065i,0.00041418-0.00027043i,0.00026083-0.00032872i,0.00013881-0.00092583i,0.0011609-0.0010748i,0.001563-0.00056376i,0.0006175+3.6337e-05i,0.00029525+0.00010121i,0.00018176-0.00044807i,-0.00010461-0.00064193i,-0.000421-0.00058026i
0.00069224+0.00071981i,0.00035595-0.00020947i,0.0011896-0.00013478i,0.0018929-0.00087855i,0.0018773-0.00088955i,0.0012426+0.00010313i,0.0002778+0.00056362i,-0.0001654-5.2558e-05i,0.00023256-0.00073701i,-0.00011729-0.00095507i,-0.00065022-0.00059903i,-0.00075647-0.0001034i,-0.00068131+0.00017467i,-0.00070452+0.00062856i,-8.2357e-05+0.00084559i,0.00075569+0.00050021i,0.0010355-0.00010026i,0.0012172-0.00037828i,0.00027693-0.0004227i,-0.0007373-0.00053365i,-0.00027844-0.0007126i,0.00029484-0.0003106i,0.00017579+0.00051706i
0.0016349+0.00024452i,0.0021085-0.0010988i,0.0019402-0.0018759i,0.0015198-0.00041711i,0.0014756+0.0013854i,0.00074694+0.0013987i,0.00067841+0.001472i,0.0013251+0.0022817i,0.0021319+0.0020108i,0.0024363+0.00023488i,0.001078-0.0011312i,-0.00046122-0.00079508i,-0.001054-0.00028543i,-0.0008181-0.00021074i,0.00019305-7.9489e-06i,0.00063931+0.00023729i,0.00020429+0.00028505i,0.00039894-0.0001095i,0.00029491-0.00086907i,-0.0003046-0.00049655i,-0.00020321-0.00019823i,0.00051317-0.00062957i,0.00099033-0.00024262i
0.00037783-7.2897e-05i,0.00016948-0.000879i,0.00040516-0.00057336i,-0.00088361+0.00082746i,-0.0018088+0.0014869i,-0.00065525+0.0018075i,5.4684e-05+0.001943i,0.00021925+0.00080464i,0.00037832-2.6646e-05i,0.00052126-0.00059038i,0.00016485-0.0010956i,-0.00022776-0.00073665i,-0.00018634-0.00088482i,-0.00030441-0.0012138i,-0.00016267-0.0010527i,-2.2385e-05-0.00072361i,7.2032e-05-0.00010425i,0.00077958-0.00027295i,0.00095728-0.00037843i,1.2991e-05-0.00046889i,-0.00075413-0.00038545i,0.00031764+0.00024558i,0.0014081+0.00073167i
0.0011718-0.0002489i,0.0012704-0.00028813i,0.0011484-0.0011953i,0.0014821-0.0012585i,0.0013561-0.00041942i,0.0010258+8.4139e-05i,0.0010388+0.00042374i,0.0010365+0.00080049i,0.00026538-8.2886e-05i,-0.00045564-0.0014115i,-0.0004647-0.0015818i,-0.0010255-0.00078838i,-0.00030015-0.00017594i,0.00073145-0.00042153i,0.0006697-0.00022662i,8.6576e-05-0.00085309i,-2.5709e-05-0.00092663i,-0.00029931+9.0626e-05i,9.4356e-05+0.00031i,0.00083497+0.00059275i,0.00089802+0.00010741i,0.00033652-0.00052289i,-0.00038097-1.1638e-05i
0.0020102+0.00088426i,0.0018992-5.7405e-05i,0.0018735-0.0008331i,0.00033697-0.0019471i,-0.00068983-0.0018007i,-0.0012799+0.00011413i,-0.0012229+0.00048137i,0.0001711+8.4107e-06i,0.001067-6.3398e-05i,0.00040153-8.9615e-05i,-0.00057753+1.7679e-06i,-0.00082098+0.0002588i,-0.00059778+0.00054681i,0.00042711+0.00047482i,0.00098196+0.0001604i,0.0011296-0.00011797i,0.00103-0.00048362i,0.001044-0.00093105i,0.00043416-0.00086839i,-0.00029452+5.4463e-05i,0.00018791+0.00085879i,0.00034144+0.00098979i,8.3019e-05+6.2819e-05i
-0.0011339+0.00042599i,-0.00024051-0.00035756i,-0.0010986-0.00098234i,-0.0010433+9.8408e-05i,0.00027368+0.0022958i,0.0011617+0.0028702i,0.0014812+0.0011616i,0.0013682-0.0005003i,0.0013711-0.0012308i,0.001041-0.0017203i,-0.00011859-0.00083074i,-0.00072352-3.7425e-05i,-0.00032237+0.00043683i,0.00015941+6.9784e-05i,0.00046697-0.00017396i,0.00047004-0.0001869i,0.00028696-0.00087716i,0.0002137-0.0010138i,0.00020571-0.00066798i,0.0002302-7.7183e-05i,3.9168e-05+0.00076388i,7.2163e-06+0.00021037i,0.00057549-0.00058579i
-0.0011295-0.00076714i,-0.0010372-0.0006961i,-0.00064538-0.00028609i,-2.6004e-06+0.00055531i,-7.6586e-05+0.0015654i,0.00058361+0.0022854i,0.000908+0.0013148i,0.00058272+5.244e-05i,0.0007099-0.00015229i,0.00091844-0.0007835i,3.7766e-05-0.0011166i,-0.00031093-0.001427i,-0.00017801-0.0012189i,-0.00035465-0.00061444i,-0.00020693-0.00065906i,0.00016159-9.4527e-05i,0.00050548+0.00021372i,0.00086608-0.00038233i,0.00081737-0.00059799i,-0.00011741-0.00079753i,-0.00027234-0.0005593i,0.00046571-1.9597e-06i,0.00059085+0.00043975i
0.00024116-0.00022746i,0.00052759-0.00050993i,-0.00050308-0.0011113i,-0.0014984-0.00046787i,-0.000989+0.00072347i,0.00013884+0.0014571i,0.00061022+0.0012623i,0.00092448+0.00081476i,0.0013322+0.00044334i,0.0010122+0.00020925i,0.00022837-0.00015185i,-0.00037237-0.00044618i,-0.00031892-2.4377e-05i,-0.00030591+0.00043095i,-0.00042549+0.00015772i,-4.8129e-05-0.00033165i,-2.3347e-05-0.00054475i,-4.0521e-05+0.00038259i,0.00041256+0.00036572i,9.5346e-05-0.00027983i,-0.00024086-0.00045334i,0.00027914-3.2792e-07i,0.0003137+0.00056175i
-0.00072873-0.0006119i,-0.00064013-0.00028255i,-0.0017998+0.0001692i,-0.0023541+0.0011689i,-0.0010536+0.0026456i,0.00012137+0.0027214i,0.00036302+0.0019339i,0.00033883+0.00090711i,0.0004194-0.00033756i,0.00097867-0.00047019i,0.00094832-0.00036899i,0.00029518-0.00031745i,-0.00073763-0.00047409i,-0.0012884-0.00080394i,-0.0010082-0.00059635i,-0.0008146-0.00057262i,-0.00025037-0.0010387i,0.00032001-0.00072812i,-0.00024303-0.00042962i,-0.00041208-0.00049767i,-0.00035412-0.0005229i,-0.00013988-0.0009097i,0.00064958-0.0013394i
0.00034371-0.00047896i,0.00062379-0.0016893i,0.00023163-0.0024782i,-0.00059849-0.0020093i,-0.0014194-0.0013717i,-0.0016419-0.00034586i,-0.00045077+0.00025092i,0.0008036+0.00057663i,0.00036842+9.7653e-05i,-0.00041684-0.0011531i,-0.001251-0.0012647i,-0.0017079-0.0002772i,-0.0013228+0.00022606i,-0.00021289+0.00011208i,0.00071723+9.9681e-05i,0.001043-0.00018156i,0.00093434-0.00058426i,0.00066423-0.00028273i,0.000518+0.00045429i,0.00048037+0.001117i,0.00030087+0.0003959i,7.2245e-05-0.00080905i,0.00022469-0.0010388i
-0.00031796-0.00029629i,-2.4159e-05-0.0015934i,0.00081346-0.0014663i,0.00112-0.00062889i,0.00029072-4.8847e-05i,0.00019996+8.0295e-05i,0.0003832-0.00037845i,0.00019211-0.00029738i,0.00055448-0.00041204i,0.00061538-0.00115i,0.00062021-0.00095106i,0.0005282-0.00031683i,-1.4203e-05-0.00016478i,-0.00030978+0.00054878i,0.00030171+0.00070772i,0.00047705-4.7207e-05i,0.00030856-0.00065537i,0.00021355-0.0010732i,0.0006809-0.00094482i,0.00054882-0.00061146i,0.00020929-0.00056598i,3.7096e-05-0.00020327i,-0.0009459+0.00014069i
0.00074894-0.00057008i,8.5186e-05-0.00099692i,-0.00068161-0.0019816i,-0.00068628-0.00099394i,7.2981e-05+0.0013497i,0.00070507+0.002101i,0.00048742+0.0022121i,-1.4313e-06+0.0010051i,-0.00036949-0.00066148i,0.00052272-0.0011956i,0.0006369-0.00088482i,-0.00020319-0.00062662i,-8.5601e-05-0.00068284i,0.00034698-0.00062849i,0.0002268-0.0004656i,0.0002525-0.0003229i,0.0001922-0.00018462i,8.8957e-05-6.9655e-05i,-4.193e-05+0.00041176i,-0.00053941+0.00089934i,-0.00039307+0.00039855i,-2.2224e-05-0.00051372i,0.00018761-0.00075078i
0.00038707+0.00056086i,0.0018688-0.00013581i,0.002257+8.884e-05i,0.0014986+0.00014666i,0.00073697+0.0006719i,8.3797e-05+0.00042146i,-0.00011993-0.00033327i,0.00012069-6.0942e-07i,0.0010837+8.9829e-05i,0.00224-0.0009341i,0.001075-0.0017076i,-0.00054217-0.001196i,-0.00031055-0.00026486i,-0.00026368+0.00026751i,-0.00042409+0.0010504i,-4.321e-06+0.0014333i,0.0007344+0.00057147i,0.0010696-5.2491e-05i,0.00022988+7.1545e-05i,-0.0010275-1.3478e-05i,-0.0016639-9.4738e-05i,-0.0010225+0.00024244i,3.1163e-05+0.00061197i
0.00102+0.00077062i,0.0010617-0.0001817i,0.0011009+8.7258e-05i,0.0013112+0.0011042i,0.0016059+0.0015022i,0.0012252+0.00091278i,0.00043749+0.00056263i,0.00019781+5.7934e-06i,0.00093579-0.00052373i,0.0013605-0.00078284i,0.00096541-0.0013577i,0.00014177-0.0014239i,-0.00105+3.1896e-05i,-0.00144+0.00040526i,-0.00055464-0.00057872i,0.00020206-0.00062952i,0.0002417+0.00020609i,0.00040438+0.00092505i,0.0001523+0.00099458i,-0.00015815+0.0015862i,5.8835e-05+0.00069883i,-3.7402e-05-0.00042791i,-0.00021649+3.1413e-05i
0.0017246+0.00033732i,0.001732-0.00050756i,0.0021953-1.9911e-05i,0.001449+0.00065843i,-0.00051429+0.00087322i,-0.0011144+0.0015934i,-0.00019915+0.0014724i,0.00054422+0.0013876i,0.0010906+0.00041219i,0.001099-0.00090801i,0.0002256-0.00086329i,-0.00059681-0.00078319i,0.0001654-0.00039133i,0.00089622+0.00020627i,0.0012057+4.4814e-05i,0.0016214-0.00081066i,0.0010983-0.0012128i,0.00063064-0.001052i,0.00053423-0.00077582i,0.00011987-0.0002314i,-0.00034845+0.00049486i,-0.0005174+0.00082944i,-1.307e-05+0.00051024i
-0.0009767-0.0004977i,-0.0015857+0.00026525i,-0.0017772+0.00078182i,-0.002229+0.0005243i,-0.0010148+0.0009788i,0.00035513+0.0015206i,0.00057269+0.0011176i,0.00036302+8.6388e-05i,0.00058256+1.9616e-05i,0.0009244+0.00017029i,0.00046204-0.00028166i,-0.00017888-0.00014483i,-0.00051463-0.00021924i,-0.00048422+0.00038999i,-0.00066409+0.00089339i,-0.00079546+0.00094979i,-0.00085386+0.00070354i,-0.00037178+0.00033229i,0.00036011-1.2379e-05i,8.9448e-05-0.00026379i,-0.00050493+7.8266e-05i,-0.0004282+0.00042581i,0.00013386+0.0006636i
0.00015533+2.434e-05i,0.00069348+0.00025522i,-0.00027488+0.0017997i,-0.0016106+0.0026998i,-0.00031256+0.0032727i,0.00049903+0.0031382i,0.0001373+0.0017849i,0.00054868+0.00051154i,0.00098239-0.00050702i,0.00086545-0.00076079i,-0.00016682-0.00099359i,-0.0011541-0.00092677i,-0.0013057-0.00047513i,4.7868e-05-0.00018339i,0.00079547+0.00027861i,0.00057563-3.4383e-05i,0.00025648-0.00053506i,0.00019166-0.00027638i,-8.3643e-05+0.00011816i,-5.5831e-07+5.4494e-05i,5.8048e-05+1.6573e-05i,-3.396e-07+0.00035345i,5.5298e-05+0.00047569i
-0.00031539+0.00033117i,-0.00032085+0.0004688i,-0.0011333+0.0014779i,-0.001134+0.0023584i,0.00065307+0.0025388i,0.0021544+0.0014422i,0.0016509+0.00097476i,0.00065088+0.00059554i,0.00012823+0.00027081i,0.00024222+0.00051303i,0.00014775+0.00029756i,-0.00068741-0.00067876i,-0.0010409-0.0015924i,-0.0011508-0.0014012i,-0.0011354-0.0004428i,-0.00012176-7.7454e-05i,0.00015854-0.00044057i,-0.00033406-0.00038115i,-0.00049641+0.00025151i,-0.00014035+0.00053969i,0.00018239+0.00077326i,0.00019975+0.00072153i,-3.0444e-06-0.0002785i
0.00060302-0.0011291i,0.00054925-0.00068879i,-0.00036232-0.00034333i,-0.00083771+0.00061921i,-0.00025144+0.0017087i,0.00099705+0.0019744i,0.0013017+0.00068562i,0.0012021-0.00031973i,0.0013601-0.00054224i,0.00016499-0.0016577i,-0.00092174-0.0019444i,-0.00043317-0.00092481i,0.00020029-0.00018264i,-0.00028521-0.00016634i,-0.00097489-0.00021269i,-0.00068266-0.00038932i,-0.00043385-0.00015128i,-0.00049738+6.3149e-05i,-0.00069337+5.2131e-05i,-0.00023716+0.00039725i,0.000363-4.9204e-05i,-6.2967e-05-0.00027692i,-0.00028344-0.00017759i
0.00082869+8.1916e-05i,0.0019563-0.0010848i,0.0015547-0.0021974i,0.0012394-0.0028589i,0.00041618-0.001819i,-0.00074624-0.00058798i,-0.00021766+0.00021395i,0.00092607+0.00019687i,0.00092754-0.00092503i,0.00045543-0.0020511i,-0.00041577-0.0019567i,-0.00095256-0.0016836i,-0.00051772-0.0010816i,-0.0002567+0.00020682i,-0.00049701+6.1596e-05i,-0.0010775+0.00037584i,-0.00078141+0.00045826i,1.6096e-05-0.00023268i,-0.00042568+0.00020499i,-0.00054838+0.00063109i,-0.00034248+0.00066337i,-0.00030298+6.2476e-05i,0.00012531-0.00039693i
0.00082067-5.2113e-06i,0.00089246-0.00076805i,0.0013511-0.00075851i,0.001096-0.00035116i,0.00027846+0.0014132i,8.8539e-05+0.0025696i,0.00095533+0.002344i,0.0013556+0.00089838i,0.0015302+6.4753e-05i,0.0013056+0.00053857i,0.00048666-0.00056682i,-0.00014835-0.0022499i,-6.2477e-05-0.0019712i,-0.00061067-0.00049698i,-0.00055103-0.00013379i,0.00014927-2.1962e-05i,0.00025864+0.00057158i,3.3451e-05+0.000536i,1.4562e-05+0.00076469i,0.00047056+0.0011986i,0.00051754+0.0014941i,6.1189e-05+0.0011917i,7.0285e-05+0.0010722i
0.00013888-0.00041742i,4.0878e-05-0.0007786i,-0.0011118-0.0015932i,-0.0018816-0.00031288i,-0.001687+0.0024882i,0.00030879+0.0031371i,0.0014172+0.0017899i,0.001135+0.0004659i,0.0014083-0.00029459i,0.0018161-0.00074503i,0.0013423-0.00078878i,0.00098288-0.00085181i,0.00038581-0.00037737i,-9.9633e-05+0.00016716i,-0.00023547+0.00044088i,0.00019585+0.00045608i,0.00015331+0.00031611i,6.3445e-05-3.1276e-05i,0.00091325-0.00050729i,0.001142-0.00074485i,0.00058312-0.00074377i,9.7345e-05-0.0004532i,-0.00050853-8.1605e-05i
0.00078328+0.00082538i,0.0018708+0.00015569i,0.0023493+0.0014455i,0.0017128+0.0023089i,-0.00018835+0.0020876i,-0.00072199+0.00097997i,-0.00044435+0.00021563i,-0.00020849+0.00098744i,0.00024898+0.0016258i,0.00059453+0.00060353i,0.00052782-0.00080806i,0.00027633-0.0011722i,5.6149e-05-0.00052395i,-0.00011923-0.00014597i,-0.00042467-0.00026884i,-0.00069497-0.00072054i,-0.00057257-0.00039634i,0.00016894-0.00024959i,0.00075738-0.00022814i,0.00032679-3.9305e-05i,-0.0003946-7.1902e-05i,-7.1068e-05+0.00021639i,0.00027717+0.00036274i
0.00022586-0.0002821i,0.00064943-0.00014784i,0.0014596-0.00097281i,0.0010641-0.0013597i,0.0010266-0.0010012i,0.0015908-0.00055068i,0.0014025-9.1158e-05i,0.0013826+0.00061382i,0.0019107+0.00088084i,0.0024916-2.6814e-05i,0.0019161-0.00070664i,0.00035919-0.00085025i,-0.00014494-0.0005823i,0.00053374+0.00014024i,0.00039097+9.9272e-05i,0.00015562-0.00036893i,0.00010418+0.00024234i,-0.00010301+7.4081e-05i,0.0001554-0.00041674i,0.00065179+6.1568e-05i,0.00045442-6.688e-05i,-0.00015296-0.00016637i,-1.9845e-05-0.00019593i
0.0001532+0.0014339i,0.00037737+0.00077538i,0.0015634+0.0012366i,0.001453+0.0014291i,0.0010094+0.0019445i,0.0011681+0.0020279i,-5.7938e-05+0.0036016i,-0.0010519+0.0049696i,0.0011652+0.0043578i,0.0035308+0.0033086i,0.0033961+0.0013958i,0.0019596-0.0007711i,0.00022189-0.0016475i,-0.00072842-0.00077453i,-0.00039489+0.00011657i,0.00015232+0.00018992i,0.00054864+0.00027603i,0.00088367+0.00019794i,-0.00016259+3.5486e-05i,-0.00069764-0.00036546i,-7.4103e-05-0.00010397i,-2.4951e-05+0.00046202i,8.7327e-05+0.00065001i
-0.00065596-0.0018258i,-0.00034322-0.0017421i,-0.0021147-0.0027216i,-0.0019965-0.0022992i,-0.00047495-1.0461e-05i,0.0011551+0.0012224i,0.0013474-0.0014503i,0.00044857-0.0043691i,-0.00043041-0.0045671i,-0.0011422-0.0041892i,-0.0019188-0.0030021i,-0.0028428-0.0010172i,-0.0031943-0.00026045i,-0.0013086-1.6345e-05i,0.00066536+0.00021582i,0.0011472-0.00058886i,0.0011808-0.00082341i,0.00039437-0.00048894i,-0.00024737-0.00038565i,-0.0011086-0.0005693i,-0.0014116-0.00035019i,-0.0010421-9.1397e-05i,-0.00092193-2.6853e-05i
0.00090333+8.8109e-05i,0.0008754+0.00019667i,7.5427e-05-0.000488i,-0.00032723-0.00012903i,-0.00028008+0.00089341i,-0.00016539+0.0014207i,0.00015297+0.00027251i,0.00053031-0.0012272i,0.00038233-0.0018868i,-0.00071113-0.0020943i,-0.0014296-0.0018091i,-0.0011235-0.00013986i,-0.00081966+0.00081196i,-0.00010855+0.00021917i,0.00069996-9.029e-05i,0.00084822-0.00059424i,0.00081596-0.0010633i,0.00043624-0.0011485i,-0.00027753-0.0018116i,-0.00047993-0.0015183i,-0.00040094-0.00077833i,-0.00026006+5.0994e-05i,3.5633e-05+0.00022027i
-0.00042986-0.00018519i,-0.0013109-0.00095503i,-0.0025629-0.0018717i,-0.0025118-0.00047041i,-0.00097923+0.0020679i,0.0007115+0.0023581i,0.00165+0.00069932i,0.0014527-0.00059967i,0.0007486-0.0020536i,-0.00036349-0.0027546i,-0.00089452-0.0026338i,-0.00096586-0.0019263i,-0.00058206-0.00016484i,-0.00080371+0.00034252i,-0.00073927-0.00064093i,-0.00022458-0.0012251i,-8.5273e-05-0.00044058i,0.00010121-4.3719e-05i,0.00043049-0.00010033i,-0.00034778-5.0396e-05i,-0.00069658+0.00010971i,3.1321e-05+0.00072061i,0.00023004+0.00070664i
0.00054109+0.00046841i,0.00049833-0.00099198i,0.0001051-0.0020849i,-0.00021025-0.0015717i,-0.0010851+0.00060241i,-0.0006376+0.0016777i,0.001077+0.00067579i,0.0013175-0.00034725i,0.001004-0.0011604i,0.00060453-0.0017059i,0.00043232-0.00071487i,-0.00036801+0.00022829i,-0.0009831+0.00062281i,-0.00064068+0.00058052i,0.00028562+0.00030267i,0.00058498+0.0003776i,0.00015013+0.00047519i,-2.2082e-05+2.3416e-05i,-9.3076e-05+3.7808e-05i,-0.00037376-8.3812e-05i,-0.00095754-0.00061067i,-0.00042379-0.00062581i,0.00070068-0.0004737i
0.00041745-0.00019959i,0.00050697-0.001019i,0.00014323-0.0021213i,-0.00050801-0.001635i,-0.00033627-0.00057046i,0.0013483+0.00043024i,0.0013048+0.00060526i,0.00055168-0.00057669i,0.00037174-0.0012428i,-0.00051882-0.00082917i,-0.00037979-0.00046774i,-0.0003728-0.00022193i,-0.0011798+0.00020101i,-0.00084359-4.3954e-05i,0.00030714-0.00073817i,0.00059508-3.8751e-05i,4.3344e-05+0.0004507i,-0.00032175-6.928e-05i,-0.00010786-0.00039459i,-0.00012035-9.4162e-05i,-0.00029992+0.00031632i,-0.00052309+0.00028335i,-0.00066934-0.00030627i
0.0014882+0.0008553i,0.00047453+0.00071911i,-0.00069093-0.00021423i,-0.0017567-0.00044021i,-0.0012721+0.00048032i,6.9353e-05+0.0013151i,-8.8644e-05+0.00104i,-3.1034e-05+0.00034267i,0.00089372-0.00069465i,0.00031652-0.0016111i,-0.00094841-0.00083223i,-0.0015953-1.0659e-05i,-0.00075594+6.5514e-05i,0.00025094-1.7365e-05i,0.00032402-4.2143e-05i,0.0008448+0.00025007i,0.0012614+0.0002939i,0.00037137-0.00038552i,-5.3607e-05-0.00055205i,-0.00026369-0.00034708i,-0.00034053-0.00025764i,-5.9514e-05-5.5061e-05i,0.00053737+0.00012996i
-0.0014224-0.00045732i,-0.00088605-0.00052227i,-0.0012541-0.00047118i,-0.00095242+0.00080419i,0.00071351+0.0029211i,0.0021626+0.00377i,0.0026458+0.0016781i,0.002492-0.00054424i,0.0013883-0.0012338i,0.00016574-0.0013253i,-0.00058332-0.0011061i,-0.0014843-0.0011294i,-0.001796-0.00069896i,-0.00046666-0.00060725i,0.00093354-0.00059988i,0.0011856-0.00030348i,0.00070535+0.00020117i,0.00028254-0.00013355i,0.0004186-0.00069167i,0.00023576-0.00022523i,-0.00028318+0.0005271i,-0.00026448+0.00034626i,-2.4462e-05-0.00073886i
0.00027983-0.0013678i,0.00018955-0.0014503i,-0.00019526-0.0024046i,-0.00099067-0.0016506i,-0.0015814+2.9738e-05i,-0.0013199+0.0012237i,-0.00039376+0.00079601i,0.00075564-0.00037709i,0.00094543-0.00032114i,-9.9493e-06-0.00015181i,-0.00062165-0.00054718i,-1.0464e-05-0.00030205i,-2.9828e-05-0.00038312i,-0.00048947-0.00010983i,-0.00044673+0.00051524i,-0.00033748+0.00058812i,7.4881e-05+0.00064898i,0.00087619+0.00063608i,0.00095931+0.00046046i,0.00064454-0.0003368i,0.00042562-0.00072458i,0.00025587+8.3058e-05i,-8.6122e-05+0.00039169i
0.0010519-0.0016544i,0.0010099-0.0017945i,0.00048231-0.0031727i,-0.00097013-0.0034079i,-0.0021881-0.0018105i,-0.0012709-0.00036014i,0.00020989+0.00036031i,0.0012769+0.00013573i,0.0013493-0.00051371i,0.00060398-0.0014704i,-4.0585e-05-0.0015879i,-0.00092931-0.00025554i,-0.00069199+0.000828i,0.00051585+0.00060377i,0.0011661+0.00040802i,0.0008687+0.00011543i,-3.7675e-05-0.00056147i,-0.00046403-0.00072648i,-0.00011106-0.00045201i,-4.4403e-05-0.000145i,0.00016041+0.00044861i,9.1172e-05+0.00068336i,-0.00034644+4.9954e-05i
-0.00032939+0.0013132i,-0.00046088+0.00052599i,-0.00094793+2.4541e-06i,-0.00077547+0.00046975i,-0.00063088+0.0012766i,-0.00091501+0.0013991i,-0.00038917+0.00090136i,0.00020758+0.00083173i,0.00036419+0.00032324i,-0.001119-0.0009145i,-0.0013681-0.00061947i,6.3152e-05-4.9752e-05i,0.0003573-0.00030154i,-0.00018069+0.00037959i,-0.00064279+0.00088089i,-0.00017747+0.00054301i,0.00093219+0.00015208i,0.0012782-0.00072022i,0.00092097-0.0008079i,0.00018266-0.00066288i,0.00014303+4.0005e-05i,0.00010076+0.00090736i,-9.8364e-05+0.00027223i
-0.00093695+0.00032264i,-0.0015832-0.0008905i,-0.0013586-0.00010953i,-0.00010013+0.0010578i,0.0011127+0.0019054i,0.00085274+0.0016187i,0.00035769+0.00040587i,0.00064349-8.059e-05i,0.00083558+0.00019185i,0.00073152-0.00015235i,2.2345e-05-0.00098131i,-0.00066957-0.00082951i,-0.00015856+0.00014983i,0.0003737+0.00044031i,0.00060765-0.00010072i,0.00018442-0.00044874i,-0.00051595-0.00099438i,-0.00035934-0.00060397i,0.00044215+0.0010181i,0.00093452+0.00070142i,0.0006821+7.5669e-06i,0.00053858-7.8043e-05i,0.00043695+0.00067133i
0.00072379+0.00024922i,0.0011048-9.5971e-05i,0.0012324-0.00019021i,0.0012757+0.00048752i,0.0013596+0.00075211i,0.00071201+0.0010746i,0.00017328+0.0010754i,0.00058559-7.8053e-05i,0.00095655-0.00095403i,0.00069374-0.00082626i,0.00036392-0.00020088i,0.00024686-0.00017587i,-0.00026553-0.00046841i,-0.0003064-0.00048911i,0.00045252-3.6254e-05i,0.00036666+0.00021257i,0.00016771-9.0782e-05i,0.00063235-0.00014118i,-2.2981e-05+0.00036351i,-0.00044754+3.9548e-05i,3.7019e-05-0.00069523i,0.00039028-0.00052541i,0.00050273+6.3087e-06i
7.8635e-05-0.00148i,-0.00024372-0.0015312i,-0.00081435-0.00071512i,-0.00055707+6.549e-05i,-5.8759e-05+0.00076226i,0.00069472+0.0011373i,0.0008331+0.00091184i,0.00061093+0.00015796i,0.00024788-0.00045213i,-0.00042008-0.00066666i,-0.00079054-0.0010091i,-0.00059343-0.00090894i,-0.00026675-0.0010681i,0.00015592-0.001906i,0.00073714-0.0016527i,0.0006634-0.0012183i,0.00071127-0.000964i,0.00075347-7.593e-05i,-3.8156e-05+2.8267e-05i,-0.00026234+0.00011771i,-0.00021387+0.00070656i,-0.00039567+0.00071465i,9.0279e-05+0.00026241i
0.00032714+0.00054379i,5.0842e-05-0.00020886i,0.00028242-0.0012291i,-0.00011132-0.00096979i,0.00015813+0.0010828i,0.00061402+0.001563i,0.00074706+8.2038e-05i,0.00072031-0.0008928i,0.00086432-0.0004517i,0.00053658-0.0004855i,3.0142e-05-0.00062265i,-0.00023645-0.000444i,-0.00064567-0.00062439i,-0.00015749-0.0002533i,0.00034701+0.00057071i,0.0005897+0.00050507i,0.00074278-0.00027333i,0.00017428-0.00022534i,-0.00076638+1.6483e-05i,-0.00068482-0.00042186i,0.00015132-0.00036363i,0.00043001-0.00041456i,0.00015896-4.5159e-05i
-0.00016764+0.00049436i,0.00085441-0.0003746i,0.0015504-0.00017291i,0.0014048+0.00062781i,0.0012+0.0014966i,0.00076816+0.00084328i,0.00056919-0.00025782i,0.00045808-0.00031806i,0.00069794-0.00017514i,0.0011167-0.00036947i,0.00063604-0.00061029i,-6.3178e-05-0.00067359i,-0.00011971-0.00027238i,0.00033478+0.00014082i,0.00084358-0.00013471i,0.00093862-6.4478e-05i,8.7084e-05-0.00074763i,-0.00063705-0.0017144i,-0.00044399-0.0018656i,-0.00036484-0.0011715i,0.000281+0.00020256i,0.0010374+0.00058399i,0.00072066-7.9981e-05i
