-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.00064422-0.00075036i,-0.0010033-0.00083497i,4.1123e-05+5.8734e-05i,2.0132e-05+0.0011384i,-0.00052772+0.0016788i,0.00087805+0.0021003i,0.0018177+0.0020317i,0.0021712+0.00050268i,0.0014473-0.0011102i,3.6744e-05-0.00074719i,0.00011633-0.00016638i,0.0011329-0.00019781i,0.0016766-9.7155e-05i,0.0006393+0.00067083i,-0.00020718+0.0005994i,0.00034902+0.00027852i,0.00097224+8.9166e-05i,0.0016218+2.4951e-05i,0.0014351-8.6609e-05i,0.00079433-0.00064079i,0.00083698-0.00074816i,0.00038072-0.00054735i,-0.00049427-0.00012035i
1.2415e-05+0.0017098i,-0.00028777+0.0013476i,-0.00017601+0.00044592i,-0.00024314-0.00062708i,0.00030681-0.00039559i,0.0010385+0.00061198i,0.00040251+0.00079946i,0.00053498-3.9829e-07i,0.00064123-0.00061285i,-0.00033661-0.00050377i,3.8085e-05-0.00083597i,0.00057036-0.00083922i,-0.00020879-0.00030927i,-0.0011018-0.00037266i,-0.0011368-0.00052153i,-0.00045249-0.00037499i,0.00052891-8.271e-05i,0.00074503+7.667e-05i,0.00057494+0.00020702i,-0.00018591+0.00058678i,-0.0011463+0.00035551i,-0.00071465+9.3847e-05i,5.3094e-05+0.00041853i
-0.00026498-8.0347e-05i,-0.00027312+0.00027954i,-0.00033765+0.00031562i,-0.00018732+0.0009199i,0.00024463+0.0019045i,0.00062588+0.0014893i,-9.3747e-05+0.00081i,0.00069011+0.00028728i,0.00099399-0.00041195i,2.785e-05-0.001297i,-0.0002367-0.0012104i,-2.7885e-06-0.00042512i,0.00034117+1.7594e-05i,0.00045542+0.00059605i,6.2062e-05+0.00096612i,-0.00059627+0.0010504i,-0.00074282+0.00026228i,-0.00090608-0.00054561i,-0.00056572-0.00047178i,5.8534e-05+0.00016197i,4.3623e-05+0.00010477i,-9.9357e-05-0.00022285i,0.0004107-0.00039128i
-0.00085605+0.0011253i,-0.00071258+0.0007136i,0.00039578+0.0014608i,0.001592+0.0018614i,0.0021532+0.0011749i,0.0022219+0.00070625i,0.0017192+0.00072938i,0.0013336-0.00055079i,0.0014442-0.0018754i,0.001149-0.0014799i,0.0009726-0.00099414i,0.001202-0.00044756i,0.00047656+0.0002334i,-0.0002412+0.00026729i,0.00019969-0.00012764i,0.00092732-0.00038511i,0.0013555-5.4256e-05i,0.00081263+0.00064422i,-4.3572e-05+0.00013644i,0.00036559-0.00053027i,0.00026761-0.00013255i,-0.00024264+0.00024416i,-0.00048709+0.00033129i
4.0025e-05-0.0016232i,0.00020222-0.00057658i,0.00096159-0.00071092i,0.00091263-6.7363e-05i,0.00028487+0.00095715i,0.00025132+0.0020896i,0.00050941+0.0017954i,0.00092825+0.00035654i,0.00092465-0.00096083i,0.00059527-0.0015667i,0.00055336-0.00093452i,0.00040877-0.00018461i,9.7104e-05+0.000763i,0.00023837+0.0012617i,0.00088201+0.00091305i,0.0016088+0.00067175i,0.0012181+0.00062609i,0.00011089+0.00078951i,-0.00022+0.00055217i,0.0002114+4.4257e-05i,0.00047444-0.00020818i,7.4469e-06-0.0002397i,0.0002032-0.00090523i
-0.0017469-9.0879e-05i,-0.0019337+0.00044048i,-0.0017227+0.00053289i,-0.00032509+0.00044779i,0.00036289+0.0023897i,0.0011518+0.0026076i,0.0018578+0.00093254i,0.0019054-0.00060181i,0.0014269-0.0017984i,0.00042884-0.0019978i,0.0002377-0.00070481i,0.00036449+3.2039e-05i,-0.00010712+2.619e-05i,5.8517e-05+1.2794e-05i,0.00020685+3.0317e-05i,-1.6194e-05-0.00033316i,0.00041514-0.00055347i,-0.00026998-0.00063345i,-0.00072865-0.00089615i,-0.00014964-0.00090496i,4.097e-05-0.00080311i,0.00013564-0.00035816i,1.5731e-05-0.00034129i
-0.00030249+0.0002158i,-8.8855e-05+0.00045719i,-0.00017465-0.00015173i,-2.6371e-05+0.00038415i,0.00061411+0.0018212i,0.00060732+0.0025878i,0.00031913+0.0020352i,8.4512e-05+0.00077912i,0.00012858-0.00036146i,-0.00011023-0.00041259i,-0.00049414+0.00012486i,-0.00051935+0.00011766i,-0.00059995+0.00030442i,-0.00015137+0.00034647i,-0.00011112+0.00065565i,-0.00054509+0.00081142i,-0.00033716-0.00030164i,-0.00021066-0.00033524i,0.00020533+0.00045084i,0.00043072+0.00026406i,0.00039364-0.00032084i,0.00020376-0.00055015i,0.00023562-0.00058253i
-0.00043877+0.000873i,-0.00083133+0.00093958i,-0.0018274+0.001563i,-0.00055733+0.0016399i,0.0012425+0.0014797i,0.0019694+0.0014944i,0.0020489+0.00098326i,0.0017121+0.00020361i,0.00075286-0.00055438i,0.00027344-0.0010758i,-8.7103e-05-0.0014639i,-0.0004598-0.0014093i,-4.4553e-05-0.0012432i,0.00016179-0.00048027i,0.0012739+0.00018061i,0.0020939+4.6683e-05i,0.00089548-8.476e-05i,-1.5562e-05-0.00014788i,8.1453e-05+0.00027552i,4.2469e-05+0.00077976i,-0.00039455+0.00063381i,-8.8753e-05+0.00022672i,-2.6838e-05-0.00057875i
-5.0307e-05-0.0017535i,-0.00044026-0.00070994i,0.00040835+0.00082449i,0.0010874+0.0021536i,0.00036929+0.0025549i,0.00065237+0.0026601i,0.0010887+0.0021755i,0.0012507+0.00054938i,0.0012393-0.0011426i,0.00092582-0.0017165i,0.00079181-0.00083371i,0.00056322-0.00025544i,0.00062745+0.00029626i,0.00056845+0.0011076i,0.00073085+0.00093491i,0.00054994+0.00096595i,-0.00031762+0.0009939i,-0.00023075+0.00071442i,-0.00019984+0.00020711i,-0.00038128+1.2829e-06i,5.1111e-05-0.00033594i,0.00036662-0.00079704i,0.00031248-0.0010478i
0.0013523-0.0014214i,0.00043286-0.0010745i,-0.00064135-0.0017174i,-0.00058827-0.0011165i,0.00030801+3.4133e-05i,0.0012754+0.0012047i,0.0027083+0.00099296i,0.0024779-0.00082306i,0.00058929-0.0019931i,-0.00013071-0.002167i,-0.00034246-0.001247i,-0.00047869-0.00053954i,-0.00099539+0.00024652i,-0.0011803+0.00083405i,-0.00059144+0.0010859i,0.00019257+0.00072457i,0.00037216+0.00050286i,0.00051304+0.00030292i,0.0001626+0.00037184i,-0.00027104+4.322e-05i,-0.00014368-0.00027342i,2.7144e-05+0.00039947i,-0.00048827+0.0011881i
0.00047273-0.0015477i,0.00041205-0.0015923i,-0.00010972-0.0010404i,-0.00013647-0.00015523i,-0.0009549+0.0017981i,9.5034e-05+0.0025451i,0.0014868+0.0014569i,0.0012314+0.00011243i,9.7691e-05-0.0017074i,-0.00050409-0.0020807i,0.00045523-0.00096416i,0.00053063-0.00024268i,0.00037139+0.00011962i,0.0010681-0.00011563i,0.00064219-0.0012845i,8.4559e-05-0.0016671i,0.00017096-0.0010049i,-0.00021454-0.00074062i,-0.00052682+0.00015988i,-0.00037991+0.00039033i,-0.00018184+0.0002079i,-5.3167e-05-0.00044025i,0.00041999-0.0011064i
-0.00055117-0.0026322i,-0.00019937-0.0023442i,-0.00099634-0.0013521i,-0.001722+0.00015178i,-0.0010915+0.0028478i,0.00063154+0.0034718i,0.0017389+0.00196i,0.0012134+0.00066334i,0.00045804-0.00075867i,4.2864e-05-0.0013044i,-0.00015064-0.0011145i,-0.00045437-0.0003457i,-0.00056007+0.00010877i,-0.0004995+1.4725e-05i,-0.00015373+3.9663e-07i,-6.1195e-05-2.5139e-05i,-0.00011635+0.00010306i,0.00027823+0.00028888i,0.00053041-0.00038205i,0.00076241-0.00041573i,0.0014518+4.1844e-05i,0.00093326+0.0005855i,0.00028019+0.00080076i
-0.0012403+0.00048738i,-0.0012778+0.00069375i,-0.0010415+0.0011833i,-0.00091293+0.0016567i,-0.00033771+0.0022342i,0.00068256+0.0021332i,0.002728+0.0015288i,0.0029899+0.0004115i,0.0010231-0.00027431i,1.9935e-05-0.00027115i,-0.00042431-4.4895e-05i,-0.00086636+3.3934e-05i,-0.00070888-0.00049867i,-0.00022972-0.00085368i,0.0003121-0.0003766i,1.1606e-05+0.00032156i,-0.00057479-0.00019532i,-0.00081763-0.00076883i,-0.00095283-0.00075917i,-0.00063322-0.00070654i,-0.00019045-0.00080332i,3.8974e-05-0.0004651i,0.00037633-0.00024854i
0.00079566-0.0028422i,0.00020593-0.0013474i,-0.0013909-0.00055644i,-0.0018021+0.0012199i,-0.00067158+0.002024i,0.00022127+0.0016022i,0.00075397+0.00048676i,0.0010528-0.00061333i,0.00060755-0.0015372i,3.1604e-05-0.0015463i,0.00020505-0.00068076i,0.00029236-0.00063802i,0.0002699-0.00085705i,0.00080182-7.0432e-05i,0.00089561+0.00030887i,-1.915e-05-0.00017392i,-0.00068634-0.0005143i,-0.00041479+0.00057275i,-0.00053437+0.0010081i,-0.0010026+0.00038712i,-0.00072782+7.2147e-05i,-0.00049677-0.00051871i,-0.00012536-0.00051369i
-2.1564e-05+0.0012262i,-0.0007773+0.001054i,4.8883e-05+0.0011307i,0.0016042+0.00058725i,0.0021856-1.3983e-05i,0.001641+0.00039907i,0.0016078+0.00023535i,0.0012587-0.00055421i,0.00095783-0.00056016i,0.00074701-0.00016844i,0.00053633-0.00016088i,0.00052744-0.0010314i,-8.2452e-07-0.00083943i,-0.00049297+3.7501e-05i,-0.00052328-0.00013501i,-0.00055312-1.9399e-05i,-0.00038953+0.00030734i,0.00047687+0.00017966i,0.0011613+0.00035157i,0.00087952-4.8276e-05i,0.00030506-0.00063614i,-0.00034135-0.00074277i,-0.0011566-0.00029042i
-0.00033308+0.00094635i,-0.00074671+0.00075232i,-0.00036683+0.00082478i,-0.00020364+0.0003209i,-0.00036396+0.00071285i,-0.00027648+0.0006643i,-0.00038064+0.00075335i,-2.2275e-05+0.00057693i,0.00085212-0.00078583i,0.0011184-0.0011437i,0.00079181-0.00027794i,0.00027681-0.0004229i,-0.00024109-0.00045504i,-0.00097634-0.00014884i,-0.00015279-0.00036929i,0.0011082+0.00037302i,0.001206+0.00091728i,0.0010975+0.00080802i,0.0009345+0.00039812i,9.2977e-05-0.0001802i,-0.00048657-0.00027463i,-0.00021945+0.00035046i,-0.00033724+0.00056531i
-0.002655-0.00033469i,-0.0015152-0.00061941i,-0.00036172-0.00010287i,0.00031423+0.00062094i,0.00098355+0.0017134i,0.0012986+0.0012196i,0.0016028+0.00063118i,0.0018054+0.00080737i,0.0010289+6.6398e-05i,-7.4108e-06-0.00076951i,-0.00036375-0.001587i,0.00031312-0.0019757i,0.00039571-0.0013806i,0.00043677-0.00063867i,0.00046329-0.00018609i,0.00011993-0.00067279i,0.00011733-0.0011339i,0.00015891-0.00063553i,0.00045674-0.00082968i,0.00024565-0.00083316i,-0.00075573-0.00019268i,-0.00062365-0.00045557i,-0.00091371-0.00019232i
0.00019068+3.4461e-05i,0.00044849+0.0008629i,8.3701e-05+0.00085869i,-0.00094085+0.0016984i,-0.00072808+0.002585i,0.0001727+0.0022248i,0.00053484+0.0012099i,0.0013231-0.00023678i,0.0010099-0.00046006i,-0.00028544-0.00060003i,3.1073e-05-0.00053272i,0.00073835+1.822e-05i,0.00029484+0.00015527i,0.00018625+7.5372e-05i,0.00025367+0.00018134i,0.00033622-6.7924e-05i,0.00064285-0.00082365i,0.00099013-0.0010943i,0.00079229-0.00071536i,6.6332e-05-0.00026038i,0.00022206-0.00018941i,0.0008566-0.00028864i,0.0011307-0.00051712i
-0.00014892-0.00085792i,-0.00031435+0.00023332i,2.4642e-05+0.00014375i,0.00013861+0.00044284i,0.0011521+0.0011997i,0.0015805+0.0010532i,0.001675+0.00035315i,0.0020934-0.0010333i,0.0021807-0.0022245i,0.0016488-0.0020442i,-0.0001009-0.00066159i,-0.00043376-4.0554e-05i,-0.00050654-0.00030975i,-0.00034463+0.00080826i,-0.00011957+0.00080082i,0.00056003-0.00058578i,0.0013867-0.00080179i,0.00038662+0.00018709i,-0.00067372+0.00063631i,-0.00025173+0.00040347i,-4.5083e-05+0.0001617i,-0.00048115-7.5684e-05i,-0.00084417-0.00061489i
-5.1479e-05+0.00077413i,0.00029547+0.00056497i,0.0001408+0.00070231i,0.00077329+0.0012127i,-0.00010768+0.0011833i,-0.00076993+0.0017421i,0.00068688+0.0021663i,0.0016982+0.00030833i,0.00094529-0.0015438i,0.00079517-0.0012184i,0.00083468-0.00058704i,0.00028631-0.00029054i,-0.00034039-0.00020798i,-0.00053555+0.00039414i,-0.00024414+0.00056795i,-0.00036424-0.00026837i,-0.00050998-0.00067051i,-0.00044351+3.9716e-05i,-5.0146e-05+0.00063739i,0.00054199+0.00052131i,0.00050457+0.00019753i,0.00022618-6.0154e-05i,0.00012903-0.00029336i
-0.00054652-0.00072302i,-0.001896-0.00047484i,-0.002058+1.672e-06i,-0.0021002-5.0249e-05i,-0.0015811+0.00074862i,-0.00014526+0.0018853i,0.00096059+0.0015943i,0.00091234+0.00037694i,0.00013284-0.00070407i,-0.00081118-0.0014889i,-0.00041872-0.00063254i,-1.432e-05+0.00074331i,-0.00044399+0.00033886i,-0.0003223-0.00054475i,0.00031443-0.00080399i,9.9466e-06-0.00015649i,-0.00013876+0.00013816i,0.00040092-0.00017693i,9.8376e-05-0.00045149i,-0.00012101-0.00011648i,4.4733e-05+0.00021261i,-0.00053965-0.00035308i,-0.00104-1.1407e-05i
-0.00091568-0.00020947i,-0.00057287+0.00052679i,-0.00012303+0.00097142i,5.8731e-05+0.0013169i,0.0003971+0.0024945i,0.0021176+0.0025721i,0.0026947+0.00096911i,0.0015595-0.00036444i,0.0003589-0.0011378i,-0.00041732-0.0013057i,-0.00026911-0.00076864i,8.044e-05+4.1797e-05i,-0.00036634+0.00060837i,-7.709e-05+0.00053841i,-0.00018382+0.0007869i,9.5921e-05+0.00081458i,0.001051+0.00055615i,0.0011219+0.00032129i,0.00033592+0.00018366i,-8.5883e-05-0.00012302i,-0.00047548-0.00076109i,-0.00081817-0.00025445i,-0.00053986+0.00056925i
-0.0019288+0.00075937i,-0.0018529-2.5614e-06i,-0.001956+0.00059601i,-0.0017004+0.0020747i,-0.00021596+0.0031239i,0.0013959+0.0023769i,0.0014145+0.00099168i,0.0002821-2.8792e-05i,-0.00021166-0.00052175i,0.00029528-0.00074693i,0.00049591-0.00022555i,-0.00018757+0.00061726i,3.5535e-05+0.00022868i,-0.00016637-0.00032871i,-0.0003314-9.961e-05i,0.00081993-0.00017801i,0.00075036-2.0614e-05i,0.00048474-0.00014553i,0.00057214+8.296e-05i,8.8845e-06+0.00021488i,-0.0002652-0.00011437i,-0.00018646-0.00036302i,-0.00012595-0.00022764i
-0.0016712-0.00087459i,-0.00070139-0.0010371i,0.00042117-0.00027879i,0.00082679+0.00024734i,0.0016186+0.00063707i,0.0017512+0.0012727i,0.0020787+0.00064973i,0.0024173-0.00075753i,0.0016356-0.00157i,0.00095965-0.001697i,-4.3576e-05-0.00071805i,-0.00032669-0.00028239i,-0.00061343-0.0005885i,-0.00076764+3.8296e-06i,0.00013645+0.00087704i,0.00062293+0.0012745i,0.00021565+0.00094148i,-0.00028719+0.00061304i,-0.00051775+0.00024285i,-0.0013043+0.0001572i,-0.0014646+9.5285e-05i,-0.0006213-0.00023687i,-0.00046218-0.00041136i
0.002412-0.0011322i,0.00011833+0.00020659i,-0.00092407+0.0005544i,-0.00093774+0.0009141i,-0.00050508+0.0013636i,-9.8388e-05+0.0021107i,0.0010665+0.0016384i,0.0021569+0.00018494i,0.0018422-0.0015464i,0.00013463-0.0021467i,-0.0016409-0.0012437i,-0.0017372-0.00043298i,-0.00078399-0.00035469i,-0.00021487-0.00057757i,2.5471e-05+8.5768e-05i,0.0004411+0.00051378i,0.00079535+0.00052974i,0.00060095+0.00041545i,0.0007996+0.0001556i,0.0009049+5.6136e-06i,0.00081295-0.00044628i,0.00031874-0.00062568i,-0.00026178-2.0675e-06i
0.00017721+0.00074655i,0.000397+0.00033973i,0.00059611-0.00011102i,0.00087117-4.2138e-05i,0.00092816+0.00042729i,0.0011114+0.0018474i,0.0011374+0.0023914i,0.0013982+0.00077693i,0.0012294-0.0011355i,2.8637e-06-0.001209i,-0.000926-0.00091706i,-0.0010313-0.0010272i,-0.00087686-0.00051626i,0.00022763-0.00026273i,0.00041271+9.4447e-05i,0.00050258-0.00012961i,0.0011034+9.7234e-05i,0.0010152+0.0005765i,0.00028821+0.00059814i,-0.00052124+0.00089885i,-0.00089209+0.0010388i,-0.00053538+0.00079174i,-0.00032395+0.00039629i
0.00089691-6.8344e-05i,-0.00074478+0.0010385i,-0.00090516+0.0010641i,-0.00073667+0.00052884i,-0.0016722+0.00014357i,-0.0015458+0.00024981i,-0.00019914+0.00095375i,0.0010382+0.0009085i,0.0016272-0.00095464i,0.0009085-0.0020321i,5.9893e-05-0.0011095i,-2.257e-05-0.00033251i,0.00047823-0.00012163i,0.00046475+1.1792e-05i,-8.7749e-05+0.00033859i,0.00012655+0.00030892i,0.00061758-0.00051173i,0.00051541-0.00035049i,-0.00024797-0.00031353i,-0.0013181-0.00048934i,-0.0014776-6.2014e-05i,-0.00046176-0.00073055i,0.00042644-0.00066274i
-0.0022192-1.5909e-05i,-0.00092194-0.00031333i,-0.00028653-0.00063079i,0.0006596-0.00013173i,0.0018373+0.0015602i,0.0019067+0.0023714i,0.0013541+0.00098168i,0.0016128-0.00019874i,0.0011379-0.00026213i,0.00044185-0.0013605i,0.00024101-0.0014799i,0.00015451-0.00067676i,0.00022184+0.00020732i,0.00032055+0.00091481i,0.00017652+0.00080194i,-0.00018349+0.00055406i,0.00033077+0.00077803i,0.00089213+0.00062025i,0.00035413+0.0003713i,0.00012974+0.00026788i,-0.00051745+5.2546e-05i,-0.0012542+1.4681e-06i,-0.00059434+2.113e-05i
-0.0013072-0.00096904i,-0.00081657-0.00015211i,-0.0010275+0.00024487i,-0.0014262+0.0011901i,-0.00030616+0.0018341i,0.0010875+0.0013243i,0.0018584+0.00032694i,0.0025145-0.00063749i,0.0024345-0.00092059i,0.00098182-0.00067647i,-0.0003718-0.00042172i,0.00020613-0.000203i,0.00049667-0.00037448i,3.4549e-05-0.00011898i,4.386e-05+0.00051312i,0.00017011+0.00063666i,-0.00048188+0.0002981i,-0.00015597+0.00025254i,0.00059725+0.00046916i,0.00047394+0.00026544i,0.00039048-0.00040154i,-0.00011017-0.00039452i,-0.00015661-0.00024506i
-0.00023181+0.001112i,-0.00033877+0.0015964i,-0.00092705+0.0015349i,-0.00087607+0.0011729i,0.00041574+0.00099068i,0.000195+0.00090102i,-0.00018641+0.00061426i,-0.00014254-0.00074055i,0.00039242-0.001822i,0.00052671-0.0017203i,1.9624e-05-0.0013118i,0.00019188-0.0014929i,-4.4787e-05-0.0014569i,-0.00069682-0.00073602i,-0.0001257-0.00039638i,0.00043447-0.00023671i,5.6127e-05-0.00048593i,-0.00013004-0.00050527i,-0.00019192+0.00031323i,-0.00010235-8.7193e-05i,0.00016093-0.0011181i,0.00024188-0.00064234i,1.9345e-05+0.00019947i
0.00060207-0.0004528i,0.00033256+5.6531e-05i,0.00078264+0.0010987i,0.0012104+0.0013438i,0.0014605+0.0005939i,0.0015697+0.0013619i,0.0014716+0.0018074i,0.0011132+0.00042349i,0.0013905-0.0012048i,0.0016359-0.0013358i,0.00083365-0.0010191i,-3.4389e-05-0.00027692i,-0.00029753-0.00024655i,-5.9886e-06-0.00059622i,0.00039412+0.00059953i,0.00075456+0.0011993i,0.0006479+0.00023378i,0.00052282-0.00018867i,0.00026773-0.00010053i,-0.00012022-0.00021099i,0.00018612-0.00015748i,0.00024038-0.00046325i,0.00040865-0.00070317i
-0.0010401-0.00046439i,-0.0019783+0.00034895i,-0.0015968+0.00017619i,-0.000318-0.00014593i,0.00040021+0.0013361i,0.00055785+0.0012735i,0.0010233+0.00054064i,0.0016398+9.1979e-05i,0.0018678-0.00037755i,0.0013754-0.00056589i,0.0006757-0.00060743i,0.00081995-0.00036348i,0.00058134-0.00043353i,0.00011712-0.00063991i,0.00014932-0.00054827i,0.00011715-0.00052965i,0.00013991-0.00073944i,0.00018392-0.00051438i,-0.00014168-0.00043323i,-0.00044329-0.00076964i,-0.00089971-0.00065268i,-0.001076-0.00029996i,-0.00067832-0.00027615i
-0.00023884+0.00023537i,-0.00085959+0.00017961i,-0.00053891-0.00021289i,-0.00073507-0.00045874i,-0.00039464+0.00092074i,0.00092187+0.0022308i,0.0019807+0.0016868i,0.001794-0.00036548i,0.00054723-0.0016471i,2.7413e-05-0.0017772i,0.00048157-0.001213i,0.0004281-0.00019505i,-0.00041001+0.00029932i,0.00014052-0.0001063i,0.00030947+0.00056173i,-0.00048714+0.00064899i,-0.0004735+0.0004474i,-0.00049026+0.00087745i,-0.00010111+0.00010692i,6.0358e-05-0.00012762i,-0.00016658+0.0001349i,-0.00023588-0.00040644i,0.00012546-0.00072825i
-0.00010211-0.0018281i,-0.0015351-0.0011869i,-0.0021224-8.8648e-05i,-0.0019278+0.0013326i,-0.0013172+0.0026947i,-0.00042686+0.0023919i,0.00076773+0.0011677i,0.0011245+0.00013835i,0.00039043-0.0011165i,0.00021773-0.001071i,0.00031861+0.0001357i,0.00044046+0.00084093i,0.00036496+0.00067507i,-1.2784e-05-0.00033245i,0.00048272-0.0011355i,0.0015535-0.00051438i,0.0015271+0.00039961i,0.00090042+0.0003393i,0.00088941-0.00048265i,0.00080634-0.00040318i,0.00019544-0.00060562i,8.3714e-05-0.00097569i,0.00010939-0.0006411i
-3.1783e-05-0.0010236i,-0.00031459-0.00085777i,-0.00044307-0.00020261i,-0.00013223+0.0010263i,0.0007045+0.0018011i,0.00081632+0.0021145i,0.0011329+0.00096553i,0.0015931-0.00037583i,0.0014509-0.00083405i,0.00013689-0.0013738i,-0.00013894-0.0010207i,0.00070986-0.00059182i,0.00032637-0.00076435i,-0.00015619-6.4276e-05i,-3.9325e-05+0.00069881i,0.00060186+0.00097975i,0.00097427+0.00049102i,0.00052613+6.6081e-05i,0.00043086+0.00042975i,0.00046716+0.00041839i,-0.00048705+0.00031318i,-0.00053085+0.00038137i,-0.00029077+0.00043092i
4.5016e-05-0.00039117i,0.00057587+0.00050516i,0.00038816+0.0017316i,0.00035301+0.0017534i,0.0001061+0.0014034i,0.00026078+0.0015861i,0.001083+0.0017604i,0.0016195+0.00034012i,0.0021675-0.0018498i,0.0023173-0.0017612i,0.0016759-0.00063655i,0.0015221-0.00019633i,0.0017285+0.00059702i,0.00047301+0.0010547i,-2.752e-05+0.00071477i,0.00021021+0.00073216i,-0.00012286+0.0006193i,-0.00051332-0.00022596i,-0.00049422-0.00026357i,-0.00022608+2.4862e-05i,-0.00019939-0.00029864i,-0.00041908+2.5347e-05i,-0.00064001+4.5762e-05i
0.00021478-0.00057306i,-0.00058597-0.00044753i,-0.00017017-0.0012068i,0.00050184-0.0008329i,-0.00016863+0.00046632i,-0.00070459+0.0018677i,-0.00037394+0.0014548i,0.00082773+0.00011046i,0.001206-0.00046672i,0.00027425-0.00050411i,-0.00031872-0.00046943i,-0.00088906-0.00043223i,-0.00029402-0.00035497i,-0.00031125+0.00040346i,-0.00037352+0.00023224i,0.00039589-0.00059516i,0.00039478-0.00037176i,0.00061731-8.5168e-05i,0.00036499+0.00027329i,-0.0002574+0.00056448i,-0.00022512+0.00061903i,-1.4101e-05+7.911e-05i,-0.00015268-0.00028676i
-0.00094385-0.0011315i,-0.0010076-0.00055381i,-0.00051227+0.00034901i,-0.00029858+0.00038899i,0.00041741+0.00030779i,0.00046281+0.00091238i,0.00025258+0.0010909i,0.00089705-3.0882e-06i,0.00088431-0.00072722i,-0.00023606-0.00056224i,-0.00060875-0.00029891i,-0.00038255+0.00020384i,-0.001175+0.00068878i,-0.00097572+0.00018064i,-0.00042091-0.00014429i,-0.00018344-0.00014002i,5.3356e-05+0.00027089i,6.3839e-05+0.00073418i,0.0006175+0.0011563i,0.00053242+0.00062195i,0.00022904+0.00018983i,0.00029301+0.00053592i,-0.00020164+0.00010541i
-0.0011153+0.0013827i,-0.0014303+0.00046073i,-0.00092152+0.00011586i,-9.5856e-05+0.00088448i,0.00076345+0.0012252i,0.00092101+0.00064636i,0.0007556+0.00068925i,0.00122+0.00042126i,0.0010543-0.00037576i,0.0009024-0.00058067i,0.00065307-0.00040124i,0.00054189-0.00024285i,0.00018782+0.00077738i,-0.00014391+0.000784i,0.0004234+0.00025299i,-0.00045155-8.8631e-05i,-0.0014872-2.928e-05i,-0.0010017+0.0004548i,-0.00078124+0.00082071i,-0.00045258+0.0012017i,0.00025141+0.00034794i,5.5533e-05-0.00067581i,-0.0003843-0.00011946i
-0.001097-0.0014339i,-0.00060352-0.0013888i,-0.00036233-0.00056657i,-0.0010423+0.00077553i,-0.00055106+0.00059613i,0.00096184+0.00022575i,0.0015615+0.00061842i,0.0010466-0.00014313i,0.00058518-0.00065616i,-0.00024293-0.00093049i,-0.00095997-0.00090353i,0.00045826-0.00054979i,0.0010548-0.00092565i,0.00023541-0.00051944i,6.9801e-05+0.00029288i,0.00055166+0.00018621i,0.0007147-6.0407e-05i,0.00029622-0.00033403i,0.00045309-0.0007159i,0.00089305-0.00018711i,0.00042763+0.00031658i,-3.6338e-05-0.00063614i,-1.7409e-05-0.0010052i
-0.0023908-2.0132e-06i,-0.0026566-0.00077229i,-0.0019388+0.00046565i,0.00020422+0.0028546i,0.0011662+0.0030958i,0.0013658+0.0022409i,0.0015893+0.001642i,0.0016438+0.00027269i,0.001047-0.001089i,2.0137e-06-0.0010518i,-0.00058526-0.00084552i,4.8604e-06-0.0011043i,0.0012543-0.00028277i,0.00080203+0.00066714i,0.00027299+0.0003112i,7.67e-05+0.0012508i,-0.00086287+0.001402i,-0.00096339+0.00013446i,-3.8299e-05-4.7267e-05i,0.00023859+0.00015843i,-0.00029104+0.00067931i,-0.00075355+0.00075779i,-0.00074991+0.00019796i
-0.00067791+0.00040543i,-0.00062184+0.0004169i,-0.00070257+0.0015997i,4.7284e-05+0.0022324i,0.0011918+0.0021476i,0.0016739+0.0012303i,0.0017616-5.0688e-05i,0.0018455-0.00098679i,0.0017379-0.00072191i,0.0011441-0.00065543i,0.0010514-0.00099517i,0.0010139-0.00023237i,0.00029457+0.00054212i,-0.00011374+5.8441e-05i,0.00022363-9.6904e-05i,0.00088038+0.00068202i,0.00095968+0.00052106i,0.00017217+0.00018527i,0.00021381+0.0010711i,0.00061961+0.0019847i,0.0010212+0.00092019i,0.00086151-0.00067224i,0.00049869-0.00047266i
-0.0019249-0.0015758i,-0.0013879-0.0013053i,-0.0013515-0.0011534i,-0.0013319-0.00064624i,-0.00026208+0.0012697i,0.0011951+0.00064532i,0.00080228-0.0012981i,-8.3015e-06-0.0019705i,-0.00018932-0.0021266i,-9.9771e-05-0.0011203i,2.7333e-05-0.00035954i,-0.00030447-2.541e-05i,-0.00086868-3.2712e-05i,-0.0011475-0.00029436i,-0.00051206-0.00031932i,-0.00014975+0.00015588i,-0.00015343+0.00044033i,0.00079458+0.00042712i,0.00079039+0.00027774i,-0.00010836-0.00038981i,1.9042e-05-0.00083391i,-0.00012785-0.00049093i,-0.00060254-8.3551e-05i
