-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
0.0026525+0.0010429i,0.0024042+0.0014073i,0.0033379+0.00079247i,0.0032653+0.00024176i,0.0022992-0.00016613i,0.0015215-0.0017462i,0.00049012-0.003301i,0.00029696-0.0017207i,-2.0626e-05+0.00028325i,-0.00019022-0.00011918i,-0.00034447-0.00019492i,-0.00061097-0.00016743i,-0.00046449-0.00042108i,-0.00041695+0.0001409i,-0.00042183+0.00033538i,-0.00087506-0.00012955i,-0.00095236-0.00039357i,8.0006e-06-0.00046677i,-0.00016761-0.00095807i,-0.00059185-0.0010293i,0.00034413+0.00015295i,0.00088789+0.0012441i,0.0004865+0.0010897i
-0.0010042+0.00077377i,-0.00061087+0.0010195i,-0.0002394+0.0013938i,0.00074549+0.00012454i,0.0015035-0.0010225i,0.00062814-0.0012319i,-0.0004696-0.0010794i,-0.00065181-0.00079832i,-0.00077802-0.00085719i,-0.0012045-0.00045788i,-0.0017419+0.00033163i,-0.0013679+0.00014521i,-0.00025547-0.0001973i,9.7374e-05-1.2779e-05i,0.00020629+0.00012059i,-0.00021314+0.00058878i,-0.00072379+6.7711e-05i,-0.0010091-0.00054456i,-0.00070273-0.00035594i,-3.3316e-05+0.00013409i,0.00021318+0.00043611i,0.00010495+0.00078i,0.00024633+0.00073668i
-0.0016707-0.0024559i,-0.0012179-0.0024075i,-0.00051403-0.0021127i,0.00076484-0.0017099i,0.0018096-0.001963i,0.0018524-0.0026543i,0.00010493-0.0026359i,-0.00071633-0.0014822i,-0.00076132-0.00029718i,-0.00088984-0.00039235i,-0.00061097-0.00046795i,-0.00063828+0.00021085i,-0.00058241+0.00037661i,-0.00061618+0.00012943i,-0.0003658-0.00040952i,2.0272e-05-0.00045072i,-0.0001494-0.00025809i,-0.00010065-0.00024674i,5.3113e-05-0.00033352i,-0.00037808+6.0899e-05i,-0.00085723-0.00032709i,-0.0012223-0.0014335i,-0.00067083-0.0007985i
0.00018525+0.0010225i,0.0016507+0.00038292i,0.0016648-0.00035718i,0.0013588-0.0016646i,0.002272-0.0033431i,0.0021576-0.0038907i,-0.00023422-0.0030495i,-0.0011315-0.0019464i,-0.00057119-0.00093328i,-0.00059414-0.00016778i,-0.00080646+0.00035324i,-0.00081915+0.0004105i,3.5767e-05+3.2667e-05i,0.00058321+0.00010993i,0.00011916-2.1483e-05i,0.00014416-0.00073502i,0.00020596-0.00030985i,-0.00021749+0.0002279i,-0.00013249-0.0003895i,0.00064718-0.00028577i,0.00056104+0.0012019i,-0.00039406+0.0015489i,-0.00030991+0.00056876i
-0.002243+0.0013372i,-0.0027063+0.0013986i,-0.0026999+0.0023413i,-0.0018103+0.0017441i,0.00049014-0.000117i,0.0015043-0.0013434i,0.00073984-0.0016448i,-0.00041083-0.0017961i,-0.0011924-0.0010055i,-0.00058282-0.00050731i,0.00023356-0.00031532i,0.00085016+0.00060543i,0.00077743+0.0009828i,0.00025412+0.00046006i,-7.4819e-05-7.7367e-05i,-0.00032833-0.00055864i,-0.00087119-0.00092277i,-0.0012747-0.00027118i,-0.0012873-0.00027436i,-0.0006949-0.00038598i,0.0004691-0.00011637i,0.00066677+0.00032351i,9.1691e-05+0.0011702i
0.0022646-0.0032421i,0.0020738-0.0031705i,0.00089786-0.0023166i,0.00041372-0.0015387i,0.00035986-0.0016376i,9.7966e-05-0.0026115i,7.3787e-05-0.0029135i,-4.4011e-05-0.0023094i,-0.00068148-0.0023416i,-0.0010618-0.0018397i,-0.0011426-0.00074327i,-0.00065756-0.00038125i,-0.00034801-0.00050666i,4.986e-05-0.00070723i,0.00025685-0.00104i,-0.00038039-0.0011766i,-0.00051393-0.00076812i,-0.0002109-0.00047099i,-0.00099586-0.00058817i,-0.00028929-0.00035381i,0.0010899+0.00051895i,-1.961e-05+0.00061298i,-0.00093416-0.00034415i
9.1977e-05-0.0010564i,0.0014273-0.00074459i,0.0011533-0.0019897i,0.00091589-0.0028918i,0.0013023-0.0029092i,0.0015484-0.0031862i,0.00053614-0.0025558i,-0.00061129-0.0015307i,-0.00079284-0.0012795i,-0.0010336-0.0005408i,-0.0011248-0.00033822i,-0.00079394-0.0011326i,-0.00034044-0.00087532i,0.00030373-0.00060868i,0.00052615-0.0009219i,0.00041759-0.0011338i,0.00063459-0.0012335i,0.00055255-0.00064564i,-8.276e-05+4.1732e-06i,-0.00056713-0.00065941i,-0.00075024-0.0011625i,-0.00044537-0.00055204i,0.00041062-0.00020242i
-0.0012716+0.0007815i,-0.0014735+0.0010553i,-0.0012034-0.00012286i,-0.00050523-0.00022081i,0.00097348-0.0011237i,0.0021083-0.0018769i,0.0014932-0.0019289i,-0.0004577-0.0016187i,-0.0010671-0.00060144i,-0.00030663+0.00021959i,-0.00014982+0.00085424i,-0.0005517+0.0013978i,-0.00062715+0.00126i,-0.00019806+0.00094276i,-0.00014688-8.6899e-05i,-0.00049574-0.00016939i,-5.5092e-05+0.00072704i,0.0010776+0.0013916i,0.0012773+0.0013656i,0.0003588+0.0013631i,-0.00055+0.0011309i,-0.0003471+0.00053681i,0.00023945+0.00039224i
0.00083869-0.0044463i,0.0010946-0.0051469i,-0.00025346-0.0037202i,-0.000789-0.0018498i,-0.0001037-0.00069443i,0.00023371-0.00030574i,0.00041667-0.00078909i,-0.00056115-0.0008678i,-0.0013966-0.00056389i,-0.0016661+0.00039338i,-0.0011294+0.00094027i,-0.00033221+0.0011608i,-0.00088951+0.00072649i,-0.0016906+0.00028908i,-0.0014361+1.4296e-05i,-0.000622+4.3591e-05i,-0.00043373+0.00047904i,-0.00027559-0.00019946i,0.00016322-0.00053302i,-0.0002941-0.00077736i,-0.0012645-0.00061543i,-0.0013288+0.00014167i,-0.00055672-2.0314e-05i
-1.6448e-05-0.00080364i,-5.0192e-05-0.00096793i,-0.0013078-0.002108i,-0.001134-0.0019567i,-3.8053e-05-0.0012985i,0.00081117-0.0013332i,0.0010267-0.0017294i,0.00016095-0.00094374i,-0.00043184+0.00021498i,-0.00061718+0.00027275i,-0.00084756-0.00024752i,-0.00082239-0.00069689i,-0.00083102-0.00080352i,-0.00062655-0.00061015i,-0.00022931+6.7359e-05i,-0.00058681+0.00052271i,-0.00093147-0.0002576i,-0.00065476-0.0012598i,-0.00061021-0.00076363i,-0.0012712-6.7494e-05i,-0.0014463+4.8215e-05i,-0.0005299-0.00021454i,-0.00015202-0.00010575i
0.0016787-0.0016708i,0.0038641-0.0023284i,0.0038537-0.0022958i,0.0022622-0.002377i,0.0017648-0.0028061i,0.0014462-0.0028295i,0.00091567-0.0025084i,0.00015569-0.0014902i,-0.00038543-0.00064963i,-0.00093442-0.00073624i,-0.0010123+0.00018531i,-0.00049932+0.0013488i,-0.00011213+0.00081341i,-6.0825e-05-7.9418e-05i,0.00022608+0.00023798i,0.00094049+0.00058522i,0.0004111+7.8569e-05i,-0.00084037+7.2493e-05i,-0.0012832+0.00066412i,-0.0010173+7.7424e-05i,-0.00085408-0.00032004i,-0.00065337+8.4365e-05i,-0.00026895+4.4995e-05i
0.00026186-0.00098999i,-8.8443e-05-0.0020559i,-0.00057244-0.0016865i,0.00026483-0.0012603i,0.0012222-0.0015019i,0.0010041-0.0020855i,0.00069973-0.0021637i,0.00026664-0.0010916i,0.00010624-0.00015133i,0.00032496+0.00010768i,-1.0454e-05+0.00032059i,-0.00051494+0.00076063i,-1.7353e-05+0.00056608i,0.0001159+0.00078784i,-0.00091822+0.0010587i,-0.00061412+0.00051838i,0.00039892+0.00028357i,0.00074565+0.00015214i,0.0008146+0.00032391i,0.00045404+0.00033917i,0.00065446-0.00015611i,0.00097296-0.000828i,0.0002957-0.00087804i
0.00025266+0.0001509i,0.0012493+0.00012692i,0.0017433-0.00064631i,0.0012737-0.0015493i,0.0011452-0.0017012i,0.0012683-0.0015957i,0.00025214-0.0019074i,-0.00082272-0.0017462i,-0.00048966-0.0011677i,0.00056085-0.00021749i,0.00052512-6.7358e-05i,-9.244e-05-0.00045482i,-0.00039399-7.6417e-05i,-0.00023155+0.00041665i,-0.00069218+7.2464e-05i,-0.00088154-0.0001474i,-8.6911e-05+0.00011203i,-4.2286e-05+0.00029096i,-0.00082263+0.0004467i,-0.00075416+0.00045385i,-0.00052538+0.00086903i,-0.0012547+0.00068096i,-0.0005985+0.00080762i
0.0018805-0.00060809i,0.0016243-0.00011424i,0.0007806-0.00084033i,0.0014328-0.0010499i,0.0029014-0.0012482i,0.0022634-0.0015598i,0.00060531-0.0016563i,0.00039817-0.0016603i,3.4491e-05-0.0013636i,-0.00072365-0.00077292i,-0.00091485-0.00033438i,-0.0013924-2.1739e-05i,-0.0012389-0.00064343i,-0.0004956-0.00053267i,0.00024869+4.2553e-05i,-0.00020548-0.00039897i,-0.00051397-0.0011753i,-9.3351e-07-0.0010419i,-0.00070944-0.00030876i,-0.00095837+0.00010445i,-0.00010363+0.00012427i,0.00093143+0.00077012i,0.00073196+0.00098569i
0.001573-0.0019707i,0.0015853-0.0017517i,0.0027333-0.00089723i,0.0024156-0.00063658i,0.0014777-0.0017747i,0.0010752-0.0023605i,0.00086256-0.0016726i,0.0004286-0.0012454i,0.00013782-0.00086326i,-0.00042+7.5229e-05i,-0.001053-6.7412e-05i,-0.00075799-0.00033396i,-7.4732e-05-0.00076873i,9.4072e-05-0.00081469i,0.00028217-0.00055877i,-5.1263e-05-0.00023642i,-0.00058719-0.0005239i,0.00054029-0.0010051i,0.00099628-0.00036969i,0.00019924-2.3553e-05i,-0.00040762-0.00011064i,-0.00077673-0.00048879i,-0.00059549-0.00075409i
0.0004633+0.0009231i,0.00094371+0.00039461i,0.00080271+6.6491e-05i,0.0013816-0.00085188i,0.0027569-0.0016655i,0.0023978-0.0017498i,0.00089516-0.0013634i,9.3198e-05-0.00089657i,-0.00034463-0.00059058i,-0.000501-0.00022189i,-0.00026415+0.00015658i,-0.00048194+0.00023626i,-0.0014024-0.00066187i,-0.0013479-0.00086955i,-0.00035394-0.00066079i,0.00013181-0.00070044i,-0.00016816+0.00018941i,2.8487e-05+0.00086103i,0.00018962+0.00094063i,0.00053952+0.0013434i,0.00042173+0.0011768i,-0.00016921+0.00076121i,-0.00024037+0.00019111i
0.00033549-0.00030075i,-0.0002515-0.00057695i,-0.0013701-0.0013279i,-0.00017808-0.001434i,0.00051144-0.0012405i,0.00070517-0.0013957i,0.00088388-0.0014754i,0.00026422-0.00043489i,-0.00028486-0.00040764i,-0.0014181-0.0010935i,-0.0018871-0.00030905i,-0.0013541+0.00087061i,-0.00063486+0.00090603i,-0.0005846+0.00099473i,-0.00063044+0.00027518i,-0.00021485-0.00075103i,8.4283e-05-0.00052316i,-8.5701e-06-0.00075319i,-4.6964e-05-0.00082347i,-0.00021013+4.6189e-05i,-0.00060608+0.00010253i,-0.00021318-0.00058131i,-1.8858e-05-0.00031407i
-0.00059291-0.0019224i,-0.00067346-0.0020107i,-0.00024644-0.0022001i,0.00032061-0.0014466i,0.00040209-0.00095017i,0.00063228-0.0012795i,0.00072557-0.0016906i,0.00035956-0.0012039i,-0.00012303-0.00017863i,-9.694e-05-0.00044427i,0.00016494-0.001137i,-0.00015586-0.00091943i,-0.00091704-0.00083653i,-0.00034318-0.0008036i,-5.6662e-05-0.00035199i,-0.00050128-6.51e-05i,-7.8954e-05+0.00012897i,0.00028025+0.00047575i,-0.00027914+9.1172e-05i,-0.00040415+0.00033739i,-0.00037341+0.0005687i,0.0006286-4.4297e-05i,0.0017096-3.2141e-05i
-0.00091681-0.0013652i,-0.00091114-0.00059046i,-0.0011465-0.00077825i,-7.065e-05-0.0014655i,0.0018041-0.0012999i,0.0015889-0.0010733i,0.00023141-0.0020497i,-0.00020646-0.0020322i,-0.0011321-0.0014209i,-0.0018263-0.00086723i,-0.00065809-0.00046428i,0.00064805-0.00047232i,0.00076205+4.1828e-05i,0.00013572+0.00056685i,-0.00047383+0.00021682i,0.00022295-0.00024279i,0.00056526-0.00070594i,7.4966e-05-0.00080547i,-0.00010454+3.9158e-05i,-0.00077907+0.00064499i,-0.00082006+0.00021937i,0.00033447-0.00035506i,0.00084695-9.4265e-05i
-3.546e-05+0.0019593i,0.0010588+0.0024072i,0.00228+0.0018427i,0.0035892+0.00010592i,0.0037463-0.0015542i,0.0025807-0.0026647i,0.0011333-0.0024573i,5.3403e-05-0.00098081i,-2.7359e-05-0.00034343i,0.00015138-0.0004424i,-0.00044627-0.00061833i,-0.0002086-0.00046117i,0.00043704+0.00022602i,0.0006004+0.00044881i,0.0004707+0.00023118i,0.0005061+3.7463e-05i,0.001242-3.0197e-05i,0.0010674+0.00056931i,0.00028842+4.1931e-05i,3.2897e-05-0.00034343i,-0.00024092+0.00018285i,-0.00048977-0.00031661i,-0.00024392-0.00079535i
0.00025594+0.00012092i,0.0011806-0.00021374i,0.0010934+0.00011227i,0.0013646+3.0006e-05i,0.0017209-0.0013628i,0.0013375-0.0026854i,0.00057291-0.0021516i,-0.00018968-0.0016337i,-0.00012699-0.001039i,6.6839e-05-0.00039311i,-0.00028898-0.00020954i,-0.00039006-1.6721e-07i,-0.00019627-0.00047562i,0.00012646-0.00069641i,0.00030343+4.5953e-05i,6.3613e-05+0.00074793i,3.5811e-05+0.00089044i,0.00014814+0.00029348i,0.00011753+0.00024137i,-3.9248e-05+0.00011959i,-8.1177e-05-0.0003123i,-0.00032558-0.00013061i,-0.00084049+0.00048649i
0.00033937-0.00033352i,0.00044239-0.00052044i,0.0009889-0.00082643i,0.0016477-0.00030678i,0.0012669-0.00091919i,0.00053619-0.0019177i,0.00036736-0.0017259i,0.00025418-0.0010797i,-0.00014882-0.0010484i,-0.0005854-0.00097594i,-0.00099499-8.1667e-05i,-0.001038+0.0005975i,-0.0005591-0.00033574i,0.00017003-0.0010961i,0.00078829-0.00078782i,0.0009071-0.00033147i,0.00067158+7.5669e-05i,0.00037945-0.00016716i,-0.00039049-0.00027774i,-0.0010406-7.6419e-06i,-0.00073263+6.4871e-05i,-0.00078972+0.00074175i,-0.00095176+0.0010856i
0.00054044-0.003058i,0.00046472-0.0037097i,0.00073229-0.0046216i,0.0012612-0.0043538i,0.0011896-0.0026536i,0.0012225-0.00096669i,0.0008236-0.00097966i,9.7894e-05-0.0016854i,-0.00019732-0.00076605i,-0.00050604-0.0001668i,-0.00091457-0.00039283i,-0.00085118-0.00054028i,-0.00094451-0.00069421i,-0.0016273+9.8886e-05i,-0.0015325+0.00032797i,-0.00034604-0.00024132i,0.00113-9.9133e-05i,0.0012767+0.00010853i,0.00013965-0.00020459i,-0.00058081-0.00053451i,-0.00082676-0.00073761i,-0.00092508-0.00083123i,-0.00072172-0.00011098i
0.0011547-0.00031959i,0.0011843+0.00041124i,0.00035701+0.00056937i,0.00027532+0.00059836i,0.0016486-0.0004462i,0.001726-0.0010609i,0.0007702-0.0014787i,0.00098185-0.0012181i,0.0005225-0.00083492i,-4.5624e-05-0.00069963i,0.00024276+0.00015795i,0.00011322+8.5183e-05i,-0.00040686-0.00067156i,-0.00037552-0.00011869i,-0.00036225+0.00063118i,-0.00041403+0.00055385i,0.00044881-0.00018644i,0.00031975-0.00074489i,-0.00034537-0.00079911i,-0.00055074-0.00040674i,-0.00085617-0.00053591i,-0.00053439-0.00041274i,-0.00028834-0.00051735i
0.00064929+0.00025517i,0.0018447+0.0001048i,0.0030238+0.00013051i,0.0029932+0.00016325i,0.0011628-0.00090341i,-0.00039868-0.0022905i,-0.0003903-0.0024393i,0.00010216-0.0010742i,0.00055268-0.0011709i,0.00065278-0.0015747i,0.00034414-0.0010201i,-0.00035525-0.00054307i,-0.00065495-0.00035463i,0.00047993-0.00041215i,0.00059404+0.00025575i,-0.0001408-5.887e-06i,-7.6976e-05-0.00034717i,-0.00037507+0.00027218i,-0.00032663+0.00025055i,5.4258e-06+0.00020113i,2.1887e-05+0.00040597i,5.7598e-05+4.3138e-05i,7.2413e-05-0.00067579i
-0.0018042+0.00014692i,-0.0011362-0.0007882i,-0.0013038-0.00098043i,-0.00026004-0.00086863i,0.0014664-0.0017008i,0.0022397-0.0019186i,0.0014818-0.0012048i,0.00012865-0.00011839i,-0.00022048+0.00025427i,-6.3321e-05-0.00024808i,-0.00074235-0.00064432i,-0.00087327-0.00060886i,0.00015266-1.7318e-05i,0.00035961+0.00061302i,0.00056088-0.00016307i,0.0011517-0.00141i,0.00099334-0.001206i,6.8939e-05-0.0003758i,-0.0004015-0.00022832i,-0.00015942-0.00079789i,-0.00020905-0.0014416i,0.00019704-0.0013258i,0.00022333-0.00048117i
0.0012902+0.00064849i,0.00057454+0.00083069i,0.00035984+0.001059i,0.0010984+0.00069345i,0.0017557-0.00066595i,0.001417-0.0018369i,0.0008899-0.0014313i,0.00037639-0.00056425i,-0.00066445-0.00069033i,-0.00063773-0.0010307i,0.00020379-0.0011395i,0.00040917-0.00076447i,0.00013977+2.6059e-06i,-0.0002294+0.00026432i,-0.00013458+0.00050014i,0.00066658+0.00051999i,0.00075987+0.00054741i,0.00040579+7.887e-05i,-1.9528e-05+0.00035389i,-0.00057684+0.00069013i,-0.00049542-4.1199e-05i,0.00021022-6.2094e-05i,0.00046939+6.3321e-05i
-0.00079921-0.00092374i,-0.00031676-0.00032445i,-0.00031525+0.00010316i,0.00048419-0.00015366i,0.0016013-0.00077159i,0.0018725-0.0014358i,0.00057127-0.0013787i,-0.00085778-0.00061294i,-8.6642e-05+0.00021152i,0.00048071+0.00069847i,0.00020572+0.00027781i,0.00013844+0.00017719i,-8.7818e-06+0.00074746i,-8.4863e-05+0.00099295i,0.00048279+0.0008222i,0.00077507+0.0004643i,-5.0672e-05+0.00087407i,-0.00033677+0.00037232i,5.8659e-05-0.00094455i,5.8285e-05-0.00090526i,-0.00035236-0.00018941i,-0.00058156+0.00014786i,-0.00056946+0.00011299i
0.0019551+0.00074639i,0.0015573+0.0011583i,0.0014308+0.0019163i,0.0012903+0.00061696i,0.0020961-0.0012048i,0.0019381-0.0021703i,-0.00015782-0.0020446i,-0.00090584-0.0017191i,-0.00096836-0.0011237i,-0.0016335-0.00045763i,-0.0011487-0.0011885i,6.0976e-05-0.0011354i,-4.1856e-05+0.00077468i,-0.00020582+0.0011008i,-6.5351e-05+0.00012408i,-7.8696e-05-0.00087692i,0.00026157-0.00096198i,0.00069934+0.00012569i,0.00040324+0.00047427i,0.00028539+0.00030209i,1.7385e-05-0.00027681i,-0.00027392-0.0009322i,0.00015987-0.0012399i
-0.00030804+0.0022311i,0.00080532+0.0026524i,0.00088518+0.0020703i,0.0011861+0.00030549i,0.0021958-0.0014983i,0.0022331-0.0020339i,0.00071193-0.0012762i,-1.7928e-05-0.0011643i,0.00013637-0.0011626i,5.581e-05-0.00056184i,-0.00021697-0.00024572i,-6.3763e-05-0.00041064i,-0.00010968-0.00032697i,-0.00061358-0.00035535i,-0.0010004-0.0011127i,-0.00077017-0.001923i,-0.0004594-0.0013544i,-3.9231e-05-0.00037208i,0.00027462-0.00031504i,0.00019951-0.00016255i,0.00048571+0.0006023i,0.00091646+0.00068729i,0.0006211-0.00019536i
-0.00053911+0.00062794i,-6.96e-05+0.00067777i,0.00012901+0.0009927i,0.0015859+0.00052212i,0.0022537-0.0019631i,0.0018199-0.0035875i,0.00062853-0.0029334i,-0.0002098-0.0017833i,0.0001369-0.00091524i,0.00059667-0.00059679i,0.00073694-0.00094862i,0.0010703-0.00072023i,0.00081726-5.2085e-05i,0.00037341+0.0005909i,0.00076047+0.00066846i,0.00077873-0.00027241i,0.00078593-0.00096187i,0.00098495-0.00083959i,0.001026-5.0863e-05i,0.0001825+0.00050835i,-0.00084355+0.00074678i,-0.0012154+0.00023494i,-0.00049412-0.00095865i
-0.0009568-0.0021843i,-0.00088226-0.0021202i,-0.0018443-0.0017803i,-0.0018436-0.0008231i,-0.00051372-0.00020024i,0.001983+0.00010821i,0.001718-0.00024696i,-9.8761e-05-0.00069303i,-0.00048805+7.3517e-05i,-0.00031642+0.00044233i,-0.00058471+0.00036085i,-0.00082276+0.00062348i,-0.00093108+0.00080802i,-0.00048909+0.00034438i,0.00035569+0.00012617i,0.00045517+0.0002831i,0.00034063-2.1081e-05i,0.00063791-0.00024995i,0.00020027-0.0002018i,0.00035485-0.00019336i,0.00022076+0.00046173i,-0.00022578+0.001341i,-0.00063812+0.00057599i
0.00038788-0.00064605i,-0.00030616-0.0004365i,0.00014789-0.00026917i,0.0014075-0.00016116i,0.0014296-0.00024094i,0.0012924-0.0017561i,0.0010092-0.0025521i,0.00036117-0.001631i,-0.00016162-0.00087373i,-0.00074974-0.00097102i,-0.0010257-0.00020751i,-0.00072806+0.0004095i,-8.1007e-05+0.00029917i,0.00032222+0.00026233i,0.00062525+1.4323e-05i,0.00015119-8.3669e-05i,0.00014327-0.00011442i,0.00069306+0.00031154i,4.8227e-05+0.00079992i,-0.00033065+0.00057763i,-0.00040585-1.9969e-05i,-0.00038297-0.00010118i,-0.00047577+0.00034397i
0.002759+0.00050345i,0.0023635+0.00045309i,0.0027354+0.00029305i,0.0021915-0.00026127i,0.0016898-0.0014047i,0.0022749-0.0027732i,0.0016454-0.0029712i,0.00036583-0.0014054i,-0.00020636-0.0007088i,-0.00032153-0.00039737i,-0.00020362+2.192e-05i,-0.00051353-7.736e-05i,-0.00076609-0.00018837i,-0.00014274-0.00050793i,0.00022616-0.00077323i,-1.8399e-05-0.00066046i,0.00036529-0.00063539i,0.00067723-0.0003798i,-2.0512e-05-0.00029658i,-8.8888e-05+8.5045e-06i,-2.1208e-05-8.6327e-05i,-8.7384e-05-9.9312e-05i,-0.0003881-0.00015397i
9.2144e-05+0.00069018i,0.00031413-0.00091107i,0.0011673-3.2296e-06i,0.0012547-0.001057i,0.0010153-0.0027258i,0.0010672-0.002372i,0.0013402-0.0012716i,0.00091192-0.0005567i,8.5616e-05-0.00052179i,-0.00024388+6.2297e-05i,-0.00010163+0.00022971i,0.000231+0.00028138i,0.00026332+0.00032069i,-0.00017105+0.00027086i,-9.8208e-05-5.279e-06i,3.3036e-05-0.00023873i,-2.1596e-05+0.00015101i,-0.00022154+0.00057467i,-0.00040866-0.00018087i,-0.00060623-0.00060314i,-0.0010002+0.00027122i,-0.00015192+0.00015735i,0.00058447+0.00014132i
0.0015105-0.00025455i,0.0026476-0.0001188i,0.0026608+0.00088229i,0.0020188+0.0013309i,0.0016796-0.00018288i,0.001293-0.0014593i,0.00085232-0.0008349i,0.00068404-0.00034314i,0.00026342+0.00011773i,-0.00050751+0.00031486i,-0.00053264-0.00024142i,-7.0875e-06+2.2066e-07i,0.00030005+0.00065522i,0.00042246+0.00077593i,0.00022436+0.00012678i,-0.00053847-0.00034763i,-0.00067401-0.00068932i,-0.00013204-0.00043368i,-0.00060363+0.00066486i,-0.0010122+0.00064378i,-0.00016612-2.7476e-05i,0.00062699+0.00016844i,0.00078223+0.00032862i
-0.00028736-0.0013929i,9.2823e-05-0.0018853i,0.00090376-0.0013942i,0.0010649-0.00033365i,0.00060202-0.0013382i,0.00098408-0.0023788i,0.00056466-0.0018967i,-0.00021423-0.00174i,-0.00086872-0.0011437i,-0.001408+0.00031145i,-0.0010034+0.00025433i,-0.00051324-0.00019463i,-0.00054676+0.00041964i,-0.00036322+0.001072i,-0.00020406+0.00066738i,-2.3162e-05-0.00012808i,0.00030236-0.00032199i,0.00037837-0.00052793i,0.00041554-0.00070432i,0.00050458-0.00098366i,0.00038668-0.00014726i,0.0007848+0.00085287i,0.00080807-4.809e-05i
-0.0012695-0.00079336i,0.00010004-8.1783e-05i,0.00049613-4.6661e-06i,0.00079544-0.00058811i,0.0020599-0.0017084i,0.0018634-0.0020122i,0.00050231-0.00083777i,-0.00074149-0.00037862i,-0.0012625-0.00048473i,-0.0012457-0.00080195i,-0.00091279-0.00028965i,-0.0007152+0.00013754i,-0.0010561+0.00014235i,-0.001263+0.00013533i,-0.00076279+4.5123e-05i,-0.00019438+0.00031802i,0.00019251+0.00023579i,0.00027397+0.00061595i,0.00039519+0.00097582i,0.00016794+0.0010456i,-0.00052553+0.00075991i,-0.00017288-1.5418e-05i,0.00015113+0.00012519i
0.0005843+0.0014335i,0.0019205+0.00045924i,0.0015033-0.00045875i,0.00064918-0.0011731i,0.00092698-0.0014704i,0.0014891-0.0022834i,0.0003261-0.0019965i,-0.00067952-0.00098311i,0.00069033-0.00064757i,0.00069899-8.746e-05i,-0.00034927-7.8572e-06i,0.00019718-0.0006909i,0.0014347-0.00086997i,0.0019372-0.00081681i,0.0012106-0.00055106i,0.00067123-0.00031114i,-8.7509e-05-0.00022311i,-0.00027624+0.00010426i,0.00071977+0.00024541i,0.0013531-1.4158e-05i,0.0011327-0.00071345i,0.00037391-0.0011935i,2.8743e-06-0.00090671i
-0.00010643-0.0011534i,-9.7388e-05-0.00084014i,-0.00039411-0.00039816i,0.00051927-0.00090382i,0.0011334-0.0014605i,0.0013177-0.001688i,0.0010058-0.0019668i,0.00028934-0.0014378i,-0.00033022-0.00038299i,-0.0005908-4.6995e-05i,-0.00032092+7.034e-05i,-0.00051153+6.0057e-09i,-0.00020769+4.2191e-05i,0.0003162+5.5872e-05i,0.00034393+0.00043706i,-0.00037618+0.00095158i,-0.00063076+0.00066087i,8.8687e-05-0.00029927i,0.00066374-4.9455e-05i,0.00041867+0.00047903i,-0.0001619+5.0413e-05i,-0.00041163-5.2066e-05i,-0.00033361+0.00023697i
0.00067131-0.0016499i,0.0014393-0.00072129i,0.00185-0.0019915i,0.0020059-0.0021078i,0.0018094-0.0011046i,0.001729-0.001004i,0.0010793-0.00041266i,0.0005222+0.00056512i,-0.00050039-3.3385e-05i,-0.00090615-0.00076215i,-0.00032015-0.0009483i,0.00025794-2.8868e-05i,0.00043554+0.00040744i,0.00065489-3.6113e-05i,0.0010048+0.00078278i,0.00044207+0.0012849i,-0.00025983+0.00043853i,3.8546e-05-0.00035013i,3.1712e-05-0.00025662i,-0.00056573+4.9885e-05i,-0.00045175-0.0002443i,2.5096e-05+9.7039e-05i,0.00013242+0.0001203i
0.0017578-0.00016271i,0.0017736-0.00083683i,0.0017298-0.0019563i,0.0011677-0.0024375i,0.00071333-0.0026868i,0.00069447-0.0015059i,0.00062311-0.00049367i,1.5806e-06-0.00067648i,-0.00062632+2.1464e-05i,-0.00048244+0.00056147i,-0.00049072+0.00045993i,-0.00010401-0.00010933i,0.00029711-0.00026474i,-0.00010865-0.0003797i,7.6131e-05-0.00056687i,0.00064086-0.00062319i,0.0011632-0.00044078i,0.0009253-0.00018433i,0.00031545-0.00011034i,-0.00041141-7.3826e-05i,-0.00087701-0.00023868i,-0.0004996+0.00041077i,-0.0001653+0.00098069i
