0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
-0.00056412-8.5703e-05i,0.00036687-0.00049884i,0.00052759-0.00065083i,-0.00065209-0.00023426i,-0.0010075+0.00012447i,-0.0011001+0.00030613i,-0.0012194+0.00030678i,-0.0010352+0.0002136i,-0.0012475-0.00047223i,-0.0010786-0.00058001i,-0.00092205-0.00058978i,-0.00067485-0.00074707i,-0.00025064-0.00021406i,0.00038701+0.00054552i,0.00050715+0.00077081i,9.2123e-05+0.00063086i,0.00015706+0.00059661i,0.00040914+0.00040815i,0.00022859+0.00027914i,0.0001805+0.00015553i,0.00033865+0.00060454i,-0.00061379+0.00089771i,-0.0011904+0.00053158i
0.0014155+0.0022544i,0.0017231+0.0016761i,0.0028667+0.00080083i,0.0032349-0.00013763i,0.0026173-0.0007373i,0.0016715-0.00021995i,0.00065418+0.0015423i,-0.0004744+0.0019422i,-0.00061581+0.00095143i,0.00022096-0.00012891i,-0.00035871-0.00065465i,-0.00028676-0.0010796i,0.0002692-0.00085765i,-0.00019423+1.9695e-05i,-0.0007862+0.00036454i,-0.00077509+0.00068165i,-0.00029697+0.00019014i,3.829e-05-8.698e-05i,-3.8109e-05-0.00034834i,0.00060703+0.00025066i,0.0010077+0.00059947i,0.00033079-4.9917e-05i,0.00025624+0.00010607i
-0.0021349-0.0030568i,-0.0018832-0.00098859i,-0.0025168+0.0013175i,-0.0017706+0.0030883i,-0.00034104+0.0031019i,0.00030973+0.0021272i,0.001474+0.0011562i,0.0017599-0.00048625i,0.00032211-0.0013321i,-0.0007242-0.00016528i,0.00021309+0.00076929i,0.00044697+0.0013582i,0.00054723+0.0012312i,0.00094634+0.00080441i,0.00068439+0.0007484i,0.00041054+0.0003018i,0.00082504+0.00037207i,0.0011559+0.00025888i,0.00030319-0.00027765i,-0.00035896-0.00019222i,-0.00030863-0.00035578i,-0.00075998-0.00051841i,-0.00091948+8.4661e-05i
-0.00033252-0.002782i,-0.00099392-0.0022164i,-0.0022001-0.0020063i,-0.0029879-0.0007232i,-0.0022805+0.0011656i,8.5433e-05+0.0015034i,0.0016147+0.00099133i,0.00073934+0.00059141i,-0.00027777+0.00035515i,-0.00035344+9.5537e-05i,0.00058232-0.00027632i,0.00082037-0.00058046i,5.6978e-05-0.0011114i,-0.0006065-0.0011531i,-0.00060967+5.7655e-05i,0.00070149+0.00035223i,0.00083542+0.00010237i,-0.00027129+0.0002934i,-0.00096635+0.00039731i,-0.00071358+0.0005413i,-0.00088752+0.00056413i,-0.0010838+6.4733e-05i,-0.00030086-8.5405e-05i
0.00038227+0.0010029i,0.0013569+0.0010842i,0.0020425+0.00064051i,0.0018932+2.6684e-05i,0.0013104-0.00029472i,0.00010656-0.00030207i,0.00013755+0.0004893i,0.00079889+0.00074395i,4.133e-05+0.00016642i,-0.00081683+7.8183e-05i,-0.00076642+0.0001732i,-0.00016819+0.00065305i,-5.8963e-05+0.0010932i,-0.00043123+0.00070128i,-0.0002001-1.5079e-05i,-9.9947e-05+6.0462e-05i,-0.00017972+0.00057003i,-1.8796e-05-0.00026787i,-8.5393e-05-0.00059896i,-0.00099359-0.00033323i,-0.0017463-0.00043251i,-0.00095254-3.2308e-06i,-0.00040577+0.00050011i
-0.0007014+0.00056829i,5.1052e-05-0.0008379i,0.00023696-0.0016891i,-0.00014652-0.0014404i,-0.00036926-0.00040562i,0.00019853-1.5007e-05i,-6.7651e-05+0.00016378i,0.00027585+0.00046798i,0.00087818+0.00057758i,0.00014937-0.00025216i,-0.0002209+5.1173e-05i,-4.0876e-05+1.4988e-05i,-0.00025093+1.9281e-05i,-0.00012192+0.00063273i,0.00011821+0.00062268i,0.00024324+2.1755e-05i,0.00030514-0.00021761i,-0.0003008-0.00010638i,-0.00041346-0.00049126i,0.00016668-0.00049243i,0.00028168-0.00060746i,-0.00014911-0.00037886i,-0.00079311-0.00011303i
0.0039945-0.00044477i,0.0037234-2.3042e-05i,0.0026857-0.00023495i,0.0024323-5.2768e-06i,0.0016401+0.00045033i,0.0012286+0.00035466i,0.0016508-0.00019649i,0.0014379-0.00029615i,0.0002598-0.00011319i,-0.00064454+0.00023143i,-0.00061031+0.00040091i,-0.00080118+0.00011611i,-0.0013555+0.00060023i,-0.0014771+0.0012978i,-0.00094542+0.001135i,-0.0007836+0.00032812i,-0.00014345+3.1395e-05i,0.0007225+0.00078118i,0.0010642+0.00080603i,0.00085191+0.00037442i,-9.5898e-05-0.00017813i,-0.00082928-0.00046555i,-0.00063057+0.00016841i
-0.00050724-0.0012162i,-0.00046791-0.0006227i,-0.0012182-0.00017379i,-0.0026774-0.00044196i,-0.0020184+0.00013464i,-7.7703e-05+0.0011201i,0.0003514+0.0011435i,0.00030261+0.00070837i,0.00012525+0.00040898i,0.00050073+0.00052686i,0.00010999+0.00097408i,-0.00037631+0.00019782i,0.0004945-0.00074708i,0.00082582+0.00012716i,0.00061248+0.00073781i,0.00015845+0.00019666i,-0.00022341-0.00035886i,0.00044704-0.00080256i,0.0010172-0.00082662i,0.00028101-0.00078535i,-0.00077228-0.00059297i,-0.00099889+1.9197e-05i,-0.00049834+0.00057706i
-0.0018628+0.00086624i,-0.00096493+0.0015347i,0.00046035+0.002152i,0.0019473+0.0022819i,0.0021954+0.001915i,0.0016108+0.0016812i,0.0017307+0.001272i,0.0010806+0.00079687i,0.00043105+0.00062317i,-0.00023181+0.00094621i,-0.00090179+0.00068332i,-9.1728e-05-5.0849e-05i,0.00054486-0.00053981i,0.00047023-0.00071347i,0.00067906-0.00021187i,0.00042919+0.00042226i,-0.00025568+0.00027096i,-4.8493e-06-0.00013631i,7.1942e-05-8.6078e-05i,-0.0005139+0.00021515i,-0.00061609+0.00032803i,-0.00048824+0.00087543i,-4.4711e-05+0.00036666i
-0.0028861-0.00020009i,-0.0033495-2.0714e-05i,-0.0035708+0.00034301i,-0.0036116-0.00041794i,-0.0020373-0.0016216i,-0.00018636-0.0015045i,7.1138e-05-0.00043835i,-0.00052951+0.00058858i,-0.0013183+0.00023657i,-0.0014424+1.9926e-05i,-0.001134+0.00032742i,-0.001409-9.9227e-05i,-0.0010798-0.00072528i,0.00041026-0.0011842i,0.0008924-0.0012995i,0.00033383-0.00077524i,9.3077e-05-0.00036086i,-0.00020954-0.00060232i,0.00012333-0.0005383i,8.567e-05+0.00019669i,-0.00016468+0.00071416i,0.00037032+0.0014499i,0.00018853+0.0005576i
0.00050142+0.00015986i,0.0020513+3.8722e-05i,0.0024481+0.0006438i,0.0024063+0.0013917i,0.0028312+0.0012656i,0.0017521+0.0014467i,0.0010085+0.0012657i,0.0012364+0.00016144i,0.0011982-0.00039143i,0.00075645-0.00055404i,0.0010614-0.00051967i,0.00074404+0.00011373i,0.0002465+8.0512e-05i,0.00014285-0.00065676i,-0.00019758-0.00056037i,-0.00010015-0.00057896i,-0.00011544-0.00024139i,0.00016763+0.00059664i,0.00045288+0.0010478i,-0.00047588+0.0012894i,-0.00056437+0.0010134i,1.6227e-05+0.00060707i,-0.00036881+7.575e-05i
0.0013323+0.0017221i,0.0011285+0.0011279i,0.00078713+0.00028167i,-0.00021254-0.00073146i,-0.00086617-0.0013328i,-0.0014721-0.0011342i,-0.0012797-0.00031193i,-0.00078701+0.00020965i,-0.00023577-5.4694e-05i,0.00041972+0.00027902i,9.6478e-05+0.00062614i,-0.00055974-6.6874e-05i,-0.00049819-0.00059589i,-0.00073504-0.00080795i,-0.0010088-0.0011772i,-0.00080484-0.00079984i,-0.00072617-0.0005878i,-0.00056759-0.00026575i,-0.00022429+5.9853e-06i,-0.00046066-0.00056811i,-0.00021655-0.00087523i,-5.4042e-05-0.00069793i,-0.00010705-0.00019539i
-0.00070801-0.0022706i,-0.00033809-0.0022107i,0.0017208-0.00097899i,0.0027742+0.0012487i,0.0018211+0.002369i,0.0014927+0.0029939i,0.0025537+0.002152i,0.0030974+0.00056i,0.0023805+0.00010626i,0.0011301+4.918e-05i,2.1832e-05-0.00028372i,0.0001912-0.00038047i,0.0012828-0.00013659i,0.001364+0.00067323i,0.0006109+0.0016678i,1.8225e-06+0.0018892i,-0.00063753+0.00093903i,-0.0010439-0.00028335i,-0.00042684-0.0011292i,8.6075e-05-0.00064662i,-6.0628e-05-0.0001699i,0.00017234-0.00029393i,0.00035719-6.1197e-05i
0.0009399+0.0019093i,0.00094644+0.0017358i,0.00045731+0.0011545i,-0.00091651-0.00040584i,-0.0010552-0.0015441i,-0.001232-0.0020202i,-0.00078106-0.0015137i,0.00010185-0.00099477i,0.00033092-0.00083474i,0.00084214-0.00036856i,0.0005773+9.851e-05i,0.00026517-0.00018012i,0.00061336-0.00036699i,-8.5929e-05-0.000359i,-0.00057924-0.00085378i,-0.00042953-0.0004556i,9.7445e-05+0.00024703i,0.0011703+0.00059605i,0.00083473+0.0010612i,-0.00061633+0.00044406i,-0.0015154-0.00057623i,-0.00064926-0.0010086i,0.00012937-0.00022426i
0.0010413-0.00036691i,0.00088768+0.00013684i,0.00090155-0.0006512i,0.0011709+0.00016018i,0.0011517+0.0012395i,0.00098857+0.0014062i,0.00094129+0.0014791i,0.00099257+0.0011474i,0.00093723+0.00071378i,0.00036802+0.00080372i,-9.0093e-05+0.00049978i,-0.00048961-0.00029218i,-0.00039259-0.00039167i,0.00028852+0.00033732i,0.00019894+0.00099383i,-0.00018376+0.001147i,0.0001335+0.00067147i,0.00017283+0.00068477i,-0.00024851+0.00090677i,0.00067637+0.00059817i,0.00074768+0.00047607i,-0.00040537+8.3837e-05i,-0.0005238-0.00044423i
0.00060888-4.8602e-05i,0.0006564-0.0011918i,0.00022519-0.0014484i,-0.00064822-0.0010849i,-0.00057691-0.0011961i,-0.00010238-0.0011256i,0.00010606-0.00034102i,0.0005803+0.00034918i,0.00058026+0.00017252i,-0.00020668-0.00037678i,-0.00099225-0.00047778i,-0.00093898-0.00038754i,6.2816e-05-4.1248e-05i,2.6117e-05-0.00019336i,-0.00026699-0.00045808i,-0.00025618+0.00015337i,-0.00017712+2.7925e-05i,-0.00025429-6.6275e-05i,7.5224e-05+0.00065632i,0.00073483+0.00058143i,0.00077902+0.00012186i,0.00032192+0.00030217i,-0.00050953+2.8231e-05i
-0.0011636+0.0030879i,0.0004402+0.0032261i,0.0026089+0.0042715i,0.003428+0.0036385i,0.003385+0.00077981i,0.0020929-2.5976e-05i,0.0012744+0.00051451i,0.0019947-0.00013406i,0.0010428-6.9046e-05i,-0.00058259+0.00054696i,-0.00043799+0.00011405i,-0.00023287-0.00076881i,0.00024761-0.0013684i,0.00071869-0.0021065i,-0.0003325-0.0017634i,-0.0013518-0.00031661i,-0.0009949+9.8469e-05i,0.00041083-0.00035704i,0.00033052-0.00014356i,-0.00083224+5.0684e-05i,-0.00049439+0.00015382i,0.00028959+0.00019332i,0.00029913-0.00017387i
-0.00075437-0.00058197i,-0.00058569-0.0001011i,-0.0017633-0.00080579i,-0.0017648-0.001092i,-0.00059639+0.00064453i,-1.9577e-05+0.0011536i,-0.00032084+0.00081967i,-0.00051397+0.00042095i,-0.00047274-0.00069478i,-0.0006741-0.00034585i,-0.0011852+0.00040485i,-0.00073632-0.00031183i,-4.1732e-05-6.1553e-06i,-2.939e-05+6.8983e-05i,0.00046505+0.00027269i,0.00086511+0.00075956i,0.0013063+0.00039849i,0.0011957+2.2799e-06i,0.00095385-6.7649e-05i,0.00066503-0.00019343i,0.00013002+0.00019445i,-0.00059695+6.775e-06i,-0.0001503-0.00067719i
0.0021102+0.0015911i,0.0025895+0.00028664i,0.0028075-0.00063036i,0.0017767-0.00061194i,0.00046815-0.00060634i,8.3765e-05-0.00015511i,0.00083699-1.0595e-05i,0.001332-0.00012971i,0.00075001-0.00019327i,0.00015898-0.00036568i,0.00037212-0.00042609i,3.3416e-05-0.0008294i,-0.00055747-0.0007876i,-0.00045878-0.00025064i,-0.00053257-1.5379e-05i,-0.00065764+0.00060298i,-0.00074865+0.00060922i,-0.00047959+9.6682e-05i,-0.00015701+0.00018866i,0.00022359+0.00010382i,0.00032955+0.00019785i,0.00065138-0.00022416i,0.00062996-0.00079059i
0.0025136-0.00054505i,0.00046416-0.0018933i,-0.0019434-0.003679i,-0.0023122-0.0036788i,-0.0018497-0.0020882i,-0.001481-0.00012767i,-0.00071208+0.0011183i,0.00053865+0.00097018i,0.00056704-8.2328e-06i,0.00029596-0.00058305i,2.9158e-05-0.00076666i,-0.0001388-0.0010739i,-0.00017658+9.7167e-05i,-0.00065065+0.0011174i,-0.0014463+0.00080824i,-0.0011638+0.00077836i,0.00023336+0.0010745i,0.0010979+0.0010501i,0.00049766+0.00039172i,0.00058135-0.00022392i,0.0011508-2.7199e-05i,0.00026512-0.00048393i,-0.00077765-0.00052411i
0.0010002+0.00083577i,0.00302+0.00061044i,0.0036748+0.00090167i,0.0032792+0.00024779i,0.0024852-0.00056787i,0.0017905-0.0005755i,0.0012921-9.577e-05i,0.00045696-3.264e-05i,-0.00025905-0.00011409i,0.00013045+0.00021302i,0.00074839+0.00045753i,0.00040138-4.4352e-05i,0.00030126-0.001037i,0.0003809-0.0015161i,-0.00032093-0.001371i,-0.00044127-0.00072594i,0.0002915-0.0004042i,0.00017098+0.00012473i,0.00022594+0.00050395i,-0.000179-0.00015587i,-0.00043133-0.00020886i,-3.3086e-05+0.00037895i,0.00014231-0.00033787i
0.00060108-0.0025318i,0.00020482-0.0022353i,-0.0011359-0.00187i,-0.0013809-5.131e-05i,0.00011599+0.0018951i,0.00099697+0.001329i,0.00040335+0.00094439i,0.00046139+0.00016257i,0.0016039-0.00019122i,0.00096815+0.00016295i,-0.00024292+0.00029631i,-0.00023031-3.301e-05i,-0.00010711+0.00010777i,0.0003285+0.00056984i,0.00052448+0.00071557i,-9.2819e-06+0.00083212i,-0.00010394+0.00045169i,-0.00018402+8.8015e-05i,-0.00052375-0.00012558i,-0.00074016-0.00037764i,-0.00072369-0.00018326i,7.2975e-05-0.00055841i,0.00053549-4.3629e-06i
0.00055554+0.00032072i,0.00066293+0.00080702i,0.0018894+0.0017685i,0.0025409+0.0023581i,0.0017805+0.0017765i,0.001302+0.0012503i,0.00065169+0.00063063i,0.00059348+0.00042323i,0.00038163+0.00077348i,-0.00037714+0.00018276i,-0.00051012-0.00035312i,-0.00016967-0.00011817i,0.00075078-0.00049018i,0.0017096-0.0002631i,0.001556+0.00049986i,0.00048635+0.0014763i,0.00039968+0.0020341i,0.00061806+0.00082684i,1.0924e-05+0.00023114i,-0.00029975+0.00070817i,0.00032483+0.00063247i,0.00020559+0.00046948i,-0.00082965+0.00013843i
3.6187e-05+0.00079139i,-0.00072891+0.0010627i,-0.0017406+0.0013371i,-0.0016456+0.001456i,-0.001114+0.0012674i,-0.00037129+0.0014205i,2.8202e-05+0.0011449i,0.0003431-0.00021342i,0.0013207-0.00079063i,0.00089207-4.8155e-05i,0.00072142+0.00039665i,0.0008887+0.00082982i,0.00028648+0.00076552i,4.3056e-05-1.4377e-05i,0.00025243-0.00064578i,-0.00027998+1.5479e-06i,-0.00090929+0.00069549i,-0.00045974-5.2499e-05i,0.0005578-0.00053736i,0.00092051-0.00018202i,0.00048511+2.9179e-05i,0.00069617-0.00012169i,0.00083213+0.00024636i
0.0019802-0.00029852i,0.002303-0.0016543i,0.0026022-0.0026265i,0.0016657-0.0018689i,0.00060163-0.001546i,0.00088503-0.00086234i,0.0010159+6.1297e-05i,0.00069633+0.00091817i,0.00095485+0.0013873i,0.0015949+0.00073i,0.0014718+0.00038992i,0.00041932+0.00013035i,-0.00012699-0.00069346i,0.0001413-0.00086401i,-0.00017077+0.00039731i,-0.00073035+0.00087017i,-0.00088969+0.00049439i,-0.00039393+0.00031205i,0.00095105+0.00017903i,0.0014702+4.012e-05i,0.00041598-0.00063736i,-3.7683e-05-0.0010664i,5.0392e-05-0.00078196i
-0.00092263-0.001397i,-0.0018621-0.0014567i,-0.0025592-0.00070552i,-0.0018564-0.00044667i,-0.0016696-3.5822e-05i,-0.002357+0.00083973i,-0.0013551+0.0014034i,0.00035829+0.00081003i,0.0010613+0.00051377i,0.00075545+0.00011752i,0.00045322-0.00044574i,-0.00055632-0.00060895i,-0.00094305+0.00016347i,-0.00077481+0.0014235i,-0.00061832+0.00090414i,-0.00036273-0.00010305i,-0.00022132+0.00025027i,0.00060852+0.00083055i,0.0011275+0.00083047i,-0.0001963-1.8419e-05i,-4.6138e-05-0.00023345i,0.00086784+0.00064872i,0.00046669+0.0011221i
-0.0003226-0.001957i,0.00091956-0.0026034i,0.0019318-0.0017823i,0.0018453-0.00027539i,0.0017254+0.001078i,0.0020233+0.0012662i,0.0010235+0.00081533i,0.00074355+0.00066932i,0.0012349+0.00075449i,0.0006557+0.00028473i,0.00046327-3.4028e-05i,0.00032828+0.0001851i,0.00039355-1.4257e-05i,0.00074868-0.00054474i,0.00076649-0.0011971i,0.00069198-0.00072934i,0.00066075-0.00019453i,0.00016162+0.00020578i,-0.00032851+0.00029224i,-0.00031888+4.9835e-06i,-0.00017499+0.00025236i,-0.00019021+0.00025504i,-0.00076988+0.00011384i
0.0022146+0.0025615i,0.00026329+0.0032413i,-0.0010299+0.0027552i,-0.0017091+0.0014011i,-0.0014223-0.00012772i,-0.00092488-0.00020582i,-0.00033844+0.00094131i,0.00039838+0.0010046i,0.0007058+0.00031777i,0.00075302+0.00086706i,-0.00035882+0.0014252i,-0.00077226+0.0011641i,-0.00019192+0.00081942i,-6.9969e-06+0.00071546i,-0.00033504+0.00096353i,-0.00020838+0.00073483i,0.00048648+0.0002602i,0.00043348+0.00093943i,-0.00014287+0.0013831i,-0.00043811+0.00064445i,-4.0543e-05-0.00023104i,0.00078155-0.00078757i,0.0011898-0.0012994i
-0.0008226-0.0015185i,-0.00023838-0.0024814i,-0.00062249-0.0031098i,-0.0011203-0.0020181i,-0.0011537+0.00019391i,-0.00079534+0.0009508i,-0.00022091+0.001293i,0.00070884+0.0015337i,0.00048009+0.001014i,-0.00015474+0.00083137i,-0.00017706+0.00029495i,-0.00012017-0.00050026i,0.00027705-0.00058977i,-3.889e-05-0.00034475i,-0.00051068+0.00018444i,-0.00018589+0.00068166i,-7.035e-05+0.00025171i,6.8328e-05-0.00033578i,0.00017242-9.6729e-05i,-4.8007e-05-7.946e-05i,0.00043044-0.00049335i,0.0008082-0.00066698i,0.00063824-0.00044139i
0.0010378+0.0022321i,0.0015679+0.0037089i,0.0021653+0.0039752i,0.0016359+0.0020399i,0.0013152-2.0062e-05i,0.00011339-0.00017956i,-0.00070612+9.7004e-05i,0.00049736+0.00032098i,0.001287+0.00015001i,-0.00012947-0.00076402i,-0.00046139-0.0013021i,0.00067942-0.0010678i,0.00034084-0.0003168i,-0.0005075+0.00035851i,-0.00088816+0.00033449i,-0.00047347-5.1954e-05i,0.00027711-0.00012828i,0.00037806+8.5402e-05i,-0.00019008+0.00032338i,0.00016717+0.0005751i,0.00055732+5.8343e-05i,0.00046355+5.3315e-05i,2.4753e-05+0.00031641i
-0.0010141+0.00017813i,-0.0013105-0.00030154i,-0.0021995-0.00093025i,-0.0017272-0.00071636i,-9.9736e-05+0.00013438i,0.0013022+0.00037427i,0.0013055+0.0012862i,0.00064693+0.0012503i,0.0007693+2.3937e-05i,0.00071061-0.00052967i,0.00044078+0.0001237i,0.0008636+0.00021895i,0.00049522-0.00031684i,-0.00021594-0.00075569i,-0.00043882-0.00081843i,-0.000469+1.4065e-05i,1.7318e-05+0.00069866i,-0.00020963+0.00020114i,-0.00054751+0.0005084i,-0.00050347+0.0010566i,-0.00085318+0.00042735i,-0.00092118+0.00021412i,-0.00046656+0.00071282i
-3.5697e-05-0.00059214i,0.0003955-0.00060953i,0.00086961+0.00018072i,0.00095719+0.0014433i,0.00095375+0.0015128i,0.0012568+0.0009114i,0.0012683+0.00021607i,0.00048718-0.00024606i,-0.00048439-2.761e-05i,-0.00083579+0.00034901i,-0.00026306+8.7223e-06i,9.7022e-05-0.00053574i,9.9999e-05-0.0001607i,0.00093902+0.00057354i,0.00096361+0.00064735i,-2.9733e-06+2.9866e-05i,-0.00044189-4.0081e-05i,7.0719e-05-0.00026583i,0.0007254-0.00056455i,-1.2059e-05+0.0001608i,-0.0010883+0.00074132i,-0.00098581+0.00037081i,-0.0001365-0.00044558i
0.00048796-0.0014989i,0.00042026-0.0021944i,-0.00051086-0.002049i,-0.0011455-0.00053322i,-0.0012637+0.00031284i,-0.0012001+0.00085871i,0.00014417+0.00069731i,0.001249+0.0004137i,0.0010588+0.00026729i,0.00084577+0.00021789i,0.00044597+0.00015556i,0.00011306-1.3209e-05i,-0.00029721+0.00047762i,-0.00063531+0.0016959i,-9.502e-05+0.0022928i,0.00010736+0.001243i,-0.00034171+4.0282e-05i,-0.00042136-0.00027232i,-0.00050972+0.00041803i,-0.00012293+0.00079593i,0.00035421+0.00035255i,0.0011441-4.9277e-06i,0.0015703-0.00027826i
0.00093397+7.8268e-05i,0.00092275+0.00012194i,0.00010203-0.00078759i,0.00025756-0.00083962i,0.00031154-0.00095606i,0.00047761-0.00077986i,0.00073393+3.3894e-05i,0.00038851+0.00072183i,-0.00022049+5.6341e-06i,-9.5388e-05+8.3817e-05i,0.00025127+0.00039473i,-0.0002102+2.4925e-05i,-0.00063952+0.00010298i,0.00059506+0.00032504i,0.0011062+8.3574e-05i,0.00029131+0.00028995i,-0.00023186+0.00016847i,-0.00033472-0.00017898i,4.2205e-06-0.00029825i,-0.00017988-0.00066714i,-0.00025744-0.00051048i,-0.00024841-7.971e-05i,-0.00024746-0.00036815i
0.00066056-0.00075963i,-0.00026236-0.00077299i,-0.0011032-0.00086402i,-0.0011526-0.00053168i,-0.0019213+3.0824e-05i,-0.0019788+0.0010506i,-0.00052046+0.0012032i,0.00060339+0.00049269i,0.00020038+0.00036954i,-0.00046022+0.00021682i,-6.7816e-05+3.158e-05i,3.459e-05-9.2341e-05i,-0.0004781-0.00028227i,-0.0010605-0.00035003i,-0.0013025-6.8532e-05i,-0.0012661+3.8698e-05i,-0.00079824-0.00025738i,-0.00068917-0.00020297i,-0.00032215-7.4941e-05i,0.00035557-9.3459e-05i,8.2026e-05-0.00028675i,-0.0006273-0.00039461i,-0.0010294-8.6819e-05i
0.0014325+0.0013348i,0.0034621+0.00029895i,0.0032021+0.0010244i,0.0020051+0.0017172i,0.0022691+0.001035i,0.0017789+0.00069116i,0.001383+0.00082612i,0.0010746+0.0011585i,0.00023961+0.00084763i,-0.00041252+5.4844e-05i,-0.00052428-0.00025568i,-0.00091673-0.0001067i,-0.0012515-0.00059887i,-0.00059596-0.0010815i,0.00020567-0.00085932i,-0.00026727+3.9954e-05i,-1.7565e-05+0.0005378i,0.0007898+0.00013686i,-0.00017609+0.00024921i,-0.0013011+0.00051129i,-0.0007015+0.0001408i,0.00061591+2.244e-05i,0.0012129-0.00023723i
0.0010426+0.0022318i,0.00088991+0.0027821i,0.00038777+0.0019037i,5.3798e-05+0.00097608i,0.00013491+0.00064469i,0.00033008-0.0001308i,0.00033145-9.9396e-05i,4.0457e-05-0.00024041i,0.00039674-0.00058824i,0.0017037-0.00032593i,0.0017954-1.7237e-05i,0.00060848+0.00029471i,0.00047909+0.00040223i,0.0010227+9.6618e-05i,9.3601e-05-0.00028385i,4.3632e-05-9.5018e-05i,0.00044702+0.00053965i,-0.00016523+0.00057869i,-0.00026761+0.00074894i,5.9511e-05+0.00054252i,3.8225e-05+0.00016348i,0.0005183-0.00037483i,0.0012743-0.00070343i
-0.00077158-0.001462i,-0.00057679-0.0017471i,3.013e-06-0.0006731i,0.00023553+0.00018281i,-0.00024777+0.00099128i,-0.00035185+0.0015613i,0.00055902+0.00068123i,0.0011466-0.00060318i,0.00058831-0.00078828i,-0.00011514-0.0001679i,-0.00052265+4.5459e-05i,-0.00062618-0.00025994i,-0.00017853-0.00026022i,-0.00031591+0.00015143i,-0.00043364-0.00012603i,7.7971e-05+0.00015951i,0.00055577+0.0002417i,0.0009947-0.00040701i,0.0015764-0.00074751i,0.0012927-0.00023306i,0.00071568+0.00022999i,0.00035283+0.00028768i,-2.5269e-05-0.00018009i
-0.00010956-0.001077i,-0.00040437-0.00089184i,-0.0010472-0.00094151i,-0.0011782-0.00075021i,-0.0016269-0.00058041i,-0.001688+0.00023634i,-0.00061989+0.001577i,0.00012513+0.0010686i,0.0002909-0.00089018i,-0.00038837-0.00087934i,-0.0010092-0.00012842i,-0.00073724+0.00031318i,-0.0003096+0.0006525i,-0.00016314+0.00099131i,5.759e-06+0.0014951i,0.00019295+0.00044853i,0.00046201+0.000203i,0.00025111+0.00031818i,-8.0773e-05-0.00058704i,0.00013966-0.0013369i,0.00020373-0.0012696i,0.0001917-0.0004043i,-0.00059368-0.00029086i
-0.00074115+0.00075861i,-4.8558e-05-0.00038675i,0.0011718-0.0013743i,0.00088032-0.0018275i,0.00068178-0.0015858i,0.00055783-0.0010383i,0.00043726+8.1853e-05i,0.0011125+0.00045903i,0.0010029-0.00011576i,0.00020449-0.00034102i,-0.00038793-0.00039328i,-0.00037022-0.00027221i,0.00017157+0.00041506i,0.00029859+0.00040936i,-0.00041713-0.00014522i,-0.00086285-0.00088401i,-0.00078764-0.00085043i,-0.00021677-7.3743e-05i,0.00051847+0.00041782i,0.00090569+0.00049523i,0.00059555-8.4741e-05i,0.00080776-0.00039806i,0.0010317+0.00013337i
0.00024309+0.0017445i,0.0011639+0.0013296i,0.0031081+0.0010753i,0.0033231+0.00059669i,0.0015396-0.0008137i,-5.0031e-05-0.00095476i,-0.00050739+0.00033556i,-0.00010006+0.00069381i,-0.00017031+0.00074533i,-0.00043471+0.00057423i,0.00035048+8.3051e-05i,0.00070392-5.3517e-05i,-0.00021024+0.00037915i,-0.00063098+0.00030137i,-0.00082102-0.00026392i,-0.0011868-0.00025201i,-0.0011302-0.00061973i,-0.00070672-0.00063173i,-0.00040857-0.00043105i,-0.00042843+3.1094e-05i,-0.00021468+0.00010636i,0.00031728-0.00015076i,0.00093772+0.00020836i
0.0025685-0.00026347i,0.0017129-0.00073707i,0.00092978-0.0011777i,0.00012401-9.431e-05i,-0.00015957+0.001002i,-5.197e-06+0.00081186i,-0.00028108+0.00061924i,0.00020777+0.00014481i,0.0010867+9.4365e-06i,0.0010867+0.00059028i,0.00032474+0.00096464i,4.3943e-05+0.00060213i,-0.00072343-0.0002019i,-0.0017533-0.00043686i,-0.0013341+0.00049552i,-0.0013355+0.0012044i,-0.0012748+0.00057257i,-0.00059938-5.8328e-05i,-0.00060224+6.637e-05i,-0.0008875+0.00045462i,-0.00034051+0.00023781i,-0.00024381-0.00068297i,-0.00080741-0.00049822i
0.00018107+0.0011909i,0.0010726+0.0011654i,0.001682+7.5446e-05i,0.00044703-0.00079615i,-0.0011418-0.00064058i,-0.00077461-0.00030748i,0.00015187-5.3956e-05i,0.0003124-0.00050676i,0.001009-0.00014885i,0.0011254+0.0010662i,0.0005668+0.0012216i,0.00039859+0.0003133i,-0.00016854+8.165e-05i,-0.0010216+0.000431i,-0.0014446-0.00034416i,-0.00095619-0.00086186i,-0.00021837-0.00052426i,-0.00032276-0.0002111i,-0.00080811+5.4489e-05i,-0.00078961+4.9085e-05i,-0.00026058+0.00021385i,0.00050412+0.00017236i,0.00070801-0.00038989i
