0.0039427-0.00021468i,0.0031783-0.0029463i,0.0019868-0.0044535i,-0.00053925-0.0042434i,-0.0027776-0.0017239i,-0.0035956+0.0018902i,-0.0019623+0.0030366i,0.0005671+0.0024235i,0.0017074+0.00094482i,0.0011865-0.00088776i,-0.00048341-0.0019051i,-0.0012558-0.0017446i,-0.0015423-0.001071i,-0.0017351+0.00052487i,-0.002389+0.00097873i,-0.002216+0.0010082i,-0.00064721+0.0011378i,0.00015724+0.00080562i,0.00060703+0.00095999i,0.0010334+0.00043836i,0.00021216-0.00014276i,6.9547e-06-0.00013436i,-0.00041106-0.00028694i
-0.0009357+0.0005216i,-0.0022926+0.0015356i,-0.0021173+0.0025609i,-0.0016703+0.0026472i,-0.0015311+0.00087737i,-0.00071327-0.00046118i,0.00012259-0.00048355i,0.00050477+9.8927e-05i,0.00058472-0.00018179i,0.00038069-0.0013163i,0.00047051-0.0012433i,0.001013+8.7896e-05i,0.0005357+0.00096661i,0.0003743+0.00063766i,0.00023418+4.4377e-05i,-0.0001174-0.00062575i,-2.1985e-05-0.00078398i,0.00027476-0.00080174i,0.00040467-0.0013351i,0.00049027-0.0010008i,0.00024882-0.00055333i,-0.00026622-0.00025321i,-0.001098+7.8023e-05i
-0.0018379+0.001821i,-0.0010304+0.0030538i,0.00017088+0.0029626i,0.0011515+0.0018607i,0.0016008+0.00069542i,0.0015511+0.00027336i,0.00077696-4.7874e-05i,-0.00043196-0.00056732i,-0.0011391-0.00048818i,-0.00072143+0.00039625i,-0.00015869+0.00018589i,-0.00055779-0.00099575i,-0.0010629-0.0014013i,-0.00077231-0.0015064i,0.00014499-0.0011762i,0.00040844-4.8773e-05i,0.00060819+0.00015174i,-0.00015852-0.00071178i,-0.00092929-0.0010689i,-0.00048066-0.00088954i,-2.2183e-05-0.00069299i,-2.805e-05-0.00081827i,-0.00017752-0.00065677i
-0.00031654-0.00061893i,-0.00048138+0.00089117i,-0.00082042+0.0013508i,-0.0013018+0.00051908i,-0.00071034-9.4238e-05i,0.00068053+7.8484e-05i,0.00088348+0.00020873i,0.00046138+0.00035035i,-0.000101+0.00016631i,-0.00043082+0.00029351i,-1.2404e-05+0.00042328i,0.00056383+0.00072156i,0.0004687+0.0013079i,0.00011069+0.0015434i,6.8994e-05+0.00095247i,0.00019904+0.00026154i,0.00094784+0.00067157i,0.0010947+0.00051304i,0.00053425-0.00051386i,0.0002287-0.00070727i,-0.00020507-0.00093201i,-0.00094497-0.00075374i,-0.0014414-0.00048637i
-0.0014627+0.00041937i,-0.0010136+0.00092623i,5.1478e-05+0.00081953i,0.00070164+6.7672e-05i,0.0010353+0.00053182i,0.00092446+0.0015424i,0.00028051+0.0005915i,-0.00034183-0.0011022i,-0.00019576-0.0010601i,0.00050095-0.00036468i,0.0007005-0.00014769i,2.5739e-05+2.3182e-06i,-0.0010377+0.00025829i,-0.00018824+5.0396e-05i,0.00088771-0.00032717i,1.0847e-05-0.00036231i,-0.00054641-0.00058365i,-0.00069883-0.00038495i,-1.4322e-05+0.00014886i,0.0010374+0.00082032i,0.00058343+0.0010258i,-0.00035172+0.0007568i,-0.00049552+0.00017955i
-0.00073017-0.00027989i,-0.00079644+0.0013748i,-0.00073644+0.0017843i,-0.00021534+0.0019504i,0.00030823+0.0021341i,0.00089995+0.001794i,0.00020853+0.0012409i,-0.00044293+0.00060661i,4.2703e-05+0.0005163i,-8.013e-05+0.00045611i,-0.00011123+0.00045748i,0.00024384+0.00051116i,0.00056525+2.5894e-05i,0.00082196+7.6761e-05i,0.0012786-0.0001791i,0.0014292-0.00094703i,0.00094744-0.00029583i,0.00035615+0.00020453i,0.00089947-0.00055368i,0.00041763-0.00097107i,-0.00036767+6.7466e-05i,-0.00026829+0.00044566i,0.00015089+7.023e-05i
-0.00042188+0.0015223i,-0.00052557+0.001733i,-0.00047332+0.00073468i,-0.0004278-0.00024109i,-0.00063804-0.00055492i,-0.00095612-0.00082416i,-0.0010399-0.0010151i,-0.00042772-0.00077746i,0.00030294-0.00096407i,0.00016173-0.00051403i,-0.00047029-0.00011948i,-0.00051484-0.00025574i,-0.0004975+0.00050873i,-0.00011113+0.0015469i,8.9936e-05+0.00098811i,-0.00018895+0.0003525i,-0.00012617+1.9159e-06i,-0.0002541-0.00022259i,-0.00083752-2.8952e-05i,-0.0010258-6.1276e-07i,-0.0009038+0.00020166i,-0.00036578+0.00080218i,-4.5483e-05+0.0011221i
-0.001819+0.0011607i,-0.0013952+0.0018648i,-0.0012017+0.0023155i,-0.0011877+0.0025466i,-0.00036908+0.0017897i,0.0014058+0.0016385i,0.0013084+0.0015339i,0.00020716+0.00081502i,0.00028614+0.00037183i,0.000545-0.0001642i,0.00043604-0.0010347i,0.0010407-0.00052313i,0.00045322-8.7225e-05i,-0.0001758-0.00046542i,-4.6762e-05-0.00081139i,-0.00010686-0.0007776i,0.00017233-0.00033845i,-0.000167-1.5432e-05i,-0.0005789+7.4273e-05i,-0.00052695-0.00031832i,0.00023289-0.00042544i,0.00065768+0.00024499i,0.00018499+0.00057491i
-0.00062851+3.5096e-05i,-0.0017736-0.00035878i,-0.0026333-0.00048696i,-0.0011543-0.00059144i,0.00030009-0.00059894i,0.0012178-0.00095521i,0.00079434-0.0016529i,-0.00029838-0.0012911i,-0.00084548-0.0008019i,3.471e-05-9.5235e-05i,0.00026344+0.00049979i,-0.00042355+0.0001421i,-5.2312e-05-0.00017107i,0.00037357+3.4272e-05i,0.00026549+0.00070618i,-4.3101e-05+0.00083676i,-0.00031687+0.00047939i,-0.0005283+0.00032827i,-0.00044204+3.7193e-05i,2.257e-05-0.00037333i,0.00011107-0.00022771i,-0.0006397+0.00047582i,-0.00082321+0.00066057i
0.00010851-0.00079142i,-1.5052e-05-0.00012149i,0.00034347-0.00024775i,0.00012529+3.3815e-05i,-0.00059987+0.0012129i,-0.00034404+0.0023939i,-0.00024706+0.0024473i,-0.00023897+0.001328i,0.00043642+1.0468e-05i,0.00057977-0.00111i,-0.00063436-0.00080489i,-0.00074367-4.501e-05i,-0.00047544+0.00038257i,-0.00047493+0.00086588i,-0.00072656+0.0010829i,-0.00077344+0.00096623i,-0.00031633+0.00069129i,0.00039901+0.00027725i,0.00063362-0.00010035i,0.00017197-0.00086367i,0.00030154-0.00046662i,0.00034252+0.00015701i,0.00031395-0.00012968i
4.5049e-05-0.00084425i,0.00021311+0.00038757i,0.00025307+0.00058107i,0.00010235+0.00063692i,0.0008279+0.000477i,0.0011251-0.00083979i,0.00098863-0.00039968i,0.0014696+0.00033104i,0.0017712-0.00046686i,0.0015889-0.00087142i,0.0014561-0.00024841i,0.00062063+0.00024998i,-0.0005057-0.00033402i,-0.0005396-7.5057e-05i,0.00019264+0.00076889i,0.00025445+0.0006416i,-0.00071572-0.00013861i,-0.00049708+8.8831e-05i,-0.0003217+0.0009396i,-0.00092109+0.00078627i,-0.00048174-0.00025011i,0.00016847-0.00080951i,-0.0001398-0.00058042i
-0.00021454+0.00057737i,-0.00024654+0.0014718i,7.3631e-05+0.0014543i,0.00022246+0.0010373i,-0.00038763+0.00088078i,-0.00042033+0.0014476i,-0.00029841+0.0008787i,-0.00044734-0.0001017i,-6.6511e-06-0.00031218i,0.00013422-0.00073803i,-0.00023944-0.00042946i,-0.0007011-0.00046979i,-0.001094-0.00042005i,-0.00046654+0.00046471i,0.00044554+0.00052707i,0.00040734+0.00027646i,-0.00017473+0.00024558i,-0.00016654+0.0002765i,0.00060995-5.4898e-05i,6.64e-05-0.00029995i,-0.00076991+0.00040656i,-0.00025325+0.00029395i,0.00085354+0.0003265i
-0.00022638+0.0022058i,-0.00080293+0.0033236i,-0.00045617+0.0037513i,0.00010278+0.0020097i,0.00016701+0.00078921i,0.001002+0.00062629i,0.00084346+0.00086053i,0.00021743+0.001239i,0.00023194+0.0012967i,0.00016493+0.0011337i,-0.00032206+0.00050974i,-0.00026071+0.00061527i,-0.00078731+0.00070807i,-0.0011901+0.00013157i,-0.00027983-0.00031856i,0.0001857+7.9847e-05i,0.00050336+0.0008827i,0.00033686+0.00099011i,-0.00015664+0.00037399i,-0.00086315-0.00056646i,-0.00081557-0.0011197i,0.0003217-0.0005157i,0.0012029+0.00042498i
0.00073436+0.00086575i,-0.00015864-0.00060384i,-8.6131e-05-0.0012861i,0.00031455-0.0018204i,-0.00064427-0.0023259i,-0.0011069-0.00098911i,-0.00051152+0.0010764i,-0.00050606+0.0015999i,0.00042107+0.0012242i,0.001002-0.00020705i,0.00042177-0.0016801i,-7.103e-05-0.0015486i,-0.00051806-0.00045083i,-0.00049158+6.4274e-05i,-0.00035657+0.0003703i,-0.00071501+0.00056906i,-0.00089086+0.00028096i,-0.00054009+4.9517e-05i,-0.00047741+5.6698e-05i,-0.00027233-0.00014046i,0.00035079-9.0829e-05i,-1.3514e-05+0.00032421i,-0.00022126+0.00075604i
0.0012572+0.00095078i,0.001528+0.0014412i,0.0021674+0.0020435i,0.0019389+0.00096869i,0.00098195-0.00070791i,0.00041581-0.0012948i,0.000322-0.00097189i,0.00031059-0.00038589i,0.00056424-0.00028438i,0.00047702-0.0003522i,0.00027823-0.00036085i,7.6517e-05-0.00038956i,-0.00056657-0.00040413i,-0.0013541-0.00012615i,-0.00092459+0.00038615i,0.00010549+0.00022667i,-0.00017718+2.4668e-06i,-0.00012013-0.00015026i,0.00041499-1.4397e-05i,0.00022075+2.8348e-05i,0.00028769-0.00094635i,0.00055578-0.0014521i,0.00018087-0.00032748i
-0.0002853+0.00027337i,-0.00075869+0.00019599i,0.00063044+0.00033198i,0.0013855-0.00076028i,0.00014243-0.001477i,-0.0014814-0.0007761i,-0.0019125-0.0001077i,-0.0017542+0.00028117i,-0.0012294+0.0007127i,-0.00076526+0.00026801i,-0.00065022-1.6204e-05i,-0.00040273+0.00012756i,-0.00025175+0.00029733i,-0.00029917+0.00034798i,0.00012656-3.6428e-05i,-0.0006241-8.1565e-06i,-0.0017351-0.00022862i,-0.0014807-0.00091043i,-0.0010585-0.00074146i,-0.00088337-0.00015541i,-0.00032615-0.00040495i,-0.00020421-0.00088163i,-0.00034732-0.00057283i
0.00014191+0.0024715i,0.00053455+0.0029778i,0.0013143+0.0036353i,0.0021391+0.0033797i,0.0021591+0.0020771i,0.0022356+0.001052i,0.0021147+0.00051552i,0.00086316+0.00042761i,-0.00037467+0.00056943i,-0.00020868+0.00019534i,0.00038313+0.00014503i,0.00033446-0.00042957i,0.00031783-0.0011266i,1.2945e-05-0.00058072i,-0.00036604-0.00078173i,5.4586e-05-0.00082168i,0.00015017-0.00018292i,-0.00014714+0.00010961i,2.8996e-05+0.00041062i,0.00017384+0.00032879i,0.00014771-0.000129i,0.00027011-0.00070636i,6.3317e-05-0.00057085i
-0.0024764+3.5219e-06i,-0.0032852+0.00081025i,-0.0031899+0.00061779i,-0.0022182-0.00010193i,-0.00093031-0.00068517i,0.00053155-0.00091691i,0.00040311-0.0011902i,-0.00018062-0.00085516i,0.00030498-0.0001116i,0.00034399-6.6639e-05i,0.00012668-0.00014023i,0.00031313+0.00027344i,0.00045287+8.3349e-05i,0.0013275-0.00013029i,0.0018886-0.00018329i,0.00087062-0.00050972i,-0.00016714-0.0006674i,-0.00059567-0.00097604i,-0.00059823-0.00096968i,-9.509e-05-0.00063199i,-7.071e-05-0.00047i,-0.00062769+0.00031451i,-0.00053988+0.00037876i
-0.0020948+5.1333e-05i,-0.0030316+0.00095027i,-0.003257+0.0012699i,-0.0017015+0.0016693i,0.00024401+0.0023327i,0.00077288+0.0018624i,0.0010736+0.0010866i,0.00097833+0.00051179i,0.00098585+0.00019696i,0.00038838+0.00012152i,7.3176e-05+0.00030941i,1.2551e-05+0.00051252i,-7.9253e-05+0.00031454i,-0.00040051-0.00029226i,0.0003112-0.00059825i,0.0010899+0.00051486i,0.00055786+0.001259i,3.9823e-05+0.00076821i,-0.00017087+0.0006394i,0.00035356+0.00049984i,0.0006307-7.1322e-05i,0.00030405-0.0006791i,0.00039693+5.4824e-05i
-0.001772-0.00031696i,-0.0018178-0.00011339i,-0.0017358-0.00023476i,-0.00048657-0.0012215i,0.00064774-0.0026986i,0.0013065-0.0026515i,0.00088995-0.0011707i,0.00012421+2.361e-05i,-9.1445e-05+0.00055816i,0.00012605+0.00037101i,0.00035752+0.0002436i,9.6993e-05+0.00029354i,0.00044167-0.00020378i,0.001014-0.00054519i,0.000924+0.00031791i,0.0004058+0.00026422i,-0.00016796-6.9584e-05i,-0.00065107-0.00050842i,-0.0009781-0.00018763i,-0.0012064+0.00042674i,-0.0012357+4.6926e-05i,-0.00124+0.00018999i,-0.001037+0.00094355i
1.4824e-05+0.00036367i,-0.0011358+0.0017959i,-0.00091084+0.0025293i,0.00026941+0.0023639i,0.00079075+0.0012474i,0.00096355+0.00065771i,0.0016783+0.00020271i,0.0018542+0.0001183i,0.0012357-6.1276e-06i,0.0001452+2.9527e-05i,-0.00089807+0.00032049i,-0.0001671+0.00026332i,0.00058151+0.00043408i,0.00066216+0.00064611i,0.00042815+0.0003418i,-1.6291e-06+0.00039329i,-7.5578e-05+0.00039614i,-0.00037628-0.00046486i,-0.00037928-0.00097626i,-0.00031883-0.00034081i,-0.00063779-0.00067528i,-0.00037944-0.00067964i,-3.7153e-05+0.00025854i
0.0013055+0.00064966i,3.3071e-05-0.0003979i,-0.0013973-0.0010751i,-0.0024805-0.0012538i,-0.0021292-0.0012214i,-0.00072585-0.00014204i,-4.9627e-05-0.00022504i,0.00016148-0.00020926i,0.00010276-0.00013098i,-0.00035115-0.00052047i,-0.00037604-0.00035821i,-0.00025234-8.1088e-05i,0.00057967-9.7335e-06i,-1.4309e-05-0.00025666i,-0.00090151-3.5968e-05i,-0.00044792-0.00010557i,0.00039754-0.00031697i,0.00018735+4.2539e-05i,-0.00055834+0.00028032i,-0.00022877+0.00022229i,-2.6316e-05+0.00032496i,-0.00041166+0.00066887i,-0.00040262+0.00021927i
-0.001169+0.0014308i,-8.1869e-05+0.0018388i,0.00090392+0.0021782i,0.001518+0.0018944i,0.0010276+0.0010229i,0.00072845+0.00017038i,0.0018197-0.0002544i,0.0016938+0.00044073i,0.00076949+0.0011308i,1.2777e-05+0.00029855i,-0.00058266-0.00047212i,-0.00017966-0.00032032i,0.00022708-1.7853e-05i,0.00011131+0.00036316i,0.00047983+0.0005545i,0.00058441+0.00027937i,0.00016763-0.00023657i,0.00045953-0.00050369i,0.0010451-0.00067136i,0.00081637-0.00051464i,0.00012386-0.00032004i,-0.00047218-8.412e-05i,-0.0001104+0.00013449i
-0.0012298-0.00017996i,-0.0014728+5.2385e-05i,-0.00031221-0.0013886i,-0.00098354-0.0018433i,-0.0026131-0.0014424i,-0.0020322-0.00098368i,-0.00072247-0.00014133i,7.0013e-05+0.00018659i,-1.6757e-05-1.2693e-05i,-0.00069267-0.0001481i,-0.00091395-0.00060158i,4.6847e-06-0.00030444i,0.00052168+0.00056304i,-0.000243+0.0010096i,-0.00094609+0.001193i,-0.00017685+0.0011371i,0.00026061+0.00063602i,-0.00010899+0.00025232i,-0.00081204+0.0003124i,-0.0011387+0.00040361i,-0.00051987-0.00036405i,0.00089557-0.001273i,0.0010403-0.00045702i
-8.406e-06+0.00081378i,-0.00010458+0.0029067i,0.0009673+0.0037737i,0.0021717+0.002202i,0.0017969+0.0012565i,0.0015675+0.0012182i,0.0013803+0.00088624i,0.00068199+0.00097748i,0.00063566+0.00036474i,0.00047947+0.00020869i,-4.9049e-05+0.00037283i,-0.00040112+0.00010394i,-0.00069783+1.9156e-05i,-0.00025463+0.00036123i,2.5071e-05+0.00070868i,0.00031857+0.00029799i,0.00042868+0.00015297i,0.00056624-0.00013547i,0.00085706-0.00085517i,0.00048533-0.0010345i,-6.1287e-05-0.00065112i,-0.00036555-0.00033573i,-0.00068885+0.00030117i
-1.4467e-05+0.00092935i,-0.00057683-0.00033585i,-0.0011291-0.0014121i,-0.00093751-0.0016052i,-0.00043238-0.0015839i,-0.00095179-0.000905i,-0.0015671-8.7213e-05i,-0.00081045+6.3915e-05i,-0.00052612-0.00022445i,-0.00045568-0.0014206i,0.00026819-0.0010246i,0.00056535+0.00030184i,0.00036662-3.6777e-06i,0.00052605-0.00070216i,0.0002295-0.00051069i,0.00017042+7.0694e-05i,-0.00010029-0.00012644i,-0.00081303-7.6027e-05i,-0.00090202+0.00036284i,-0.00039408+0.00024177i,1.6477e-05-0.00010865i,0.00012069-0.00060804i,0.00033292-0.00080655i
0.0017046-0.00049269i,0.0021433+0.0014874i,0.0030023+0.0016811i,0.0025853+0.00076615i,0.00053458+0.0011682i,0.00052157+0.0015182i,0.0016919+0.00052158i,0.0012397+8.1234e-05i,0.00068546-0.00016385i,0.00061252+0.00019251i,0.00093645+0.00024231i,0.00035289-0.00031461i,-0.00038856-3.893e-05i,-0.00042601+0.00065548i,-0.00036372+0.00032402i,0.00016284-0.00049623i,0.00022624-0.00059099i,0.00048528-0.00030338i,-1.4305e-05-0.00057096i,-0.00030462-0.00081229i,0.000506-0.00066361i,0.00060274-0.00099009i,0.00031292-0.00070025i
-0.0020359+0.00047437i,-0.003409-5.1018e-05i,-0.0036459+8.7858e-05i,-0.0019014-0.00043406i,0.00088411-0.0013147i,0.0018634-0.00023049i,0.00095521+0.00066803i,0.00045737+0.00048977i,-0.00013349+0.00080193i,-6.068e-05+0.00090675i,0.00017185+0.00054476i,6.4529e-05-0.00013563i,0.00019191-0.00029782i,0.00045208-4.9415e-05i,0.00011961+0.00024027i,-0.00055407+0.00029285i,-0.00074008-0.0001959i,6.3282e-05+0.00023808i,0.00032793+0.00064902i,0.00022737-0.00018318i,-0.00014601-0.00074615i,-0.00085317-0.00065182i,-0.0010599-9.5763e-05i
-0.0017584+0.0012675i,0.00087114+0.0024235i,0.0019551+0.0026029i,0.0017234+0.0017098i,0.00044665+0.0010994i,-0.00079725+0.00081746i,-0.00068479+0.00013795i,2.0575e-05-0.00035351i,0.00044675-0.00014998i,0.00040724+0.00027619i,0.00072622-9.3556e-05i,0.0010648-0.00037264i,0.00068214-0.00010315i,0.00019743-0.00049756i,0.00084409-0.0008418i,0.00080241-0.00043863i,-0.00012728+0.00025972i,-0.00010107+8.8162e-05i,2.2038e-06-0.00092066i,-0.00064576-0.0011891i,-0.00054993-0.00091998i,-0.00014642-0.00061059i,-0.00069421-0.00013731i
-0.0021877+0.0020981i,-0.0038112+0.0030995i,-0.0040408+0.0031935i,-0.0012572+0.0011202i,0.0011813-0.0014798i,0.0012162-0.0020651i,-8.1003e-05-0.0006487i,-0.0015571+0.0010717i,-0.0011742+0.00020683i,-0.00015275-0.00096467i,-6.7036e-05-0.0012475i,0.00065317-0.0011338i,0.00086157-0.00061798i,0.00011698+0.00019578i,-0.00068716-0.00024113i,-0.000763-0.0013036i,-0.00017281-0.0010651i,0.00033563-0.0005746i,0.00067298-0.00099017i,7.6781e-06-0.00062119i,-0.00043756+0.00068287i,0.00010499+0.0009766i,0.00048701+0.00066414i
0.00063316-0.0011445i,0.00072918-0.0011913i,0.00050098-0.0012834i,0.00083717-0.00018087i,0.00088588+0.00068783i,0.0015223+0.00054738i,0.0012585+0.00014914i,-0.00023571+0.00012496i,-2.1792e-05-7.4659e-05i,-0.00022183-0.00041245i,-0.0010774-0.0010323i,-0.0006201-0.00067144i,-0.00013287+0.0004598i,-0.0002389+0.00062969i,-0.00028134+0.00081019i,-0.00015905+0.00074984i,0.00065519-0.00043247i,0.0012982-0.0011725i,0.00034841-0.001463i,8.3275e-05-0.0012232i,0.00039645-0.00032447i,0.00048158+0.00044046i,0.00025668+0.00052311i
-0.0027121+0.0020871i,-0.0020781+0.0034954i,-0.0011281+0.0038321i,0.0011143+0.0018743i,0.0025891+0.00033197i,0.0014866+0.00011814i,-0.00010861+0.00052052i,-0.00055462+0.00040098i,-2.7777e-06-0.00050571i,-6.6394e-06-0.00059299i,-0.00019269-0.00043916i,3.1675e-05-0.00094763i,0.00037882-0.00080166i,0.00069019-0.00095425i,0.00021577-0.0014501i,-0.00078857-0.00075654i,-0.00055095+0.0005283i,0.00035836+0.0012935i,9.7278e-05+0.00074341i,-0.00046375+0.00010578i,-0.00054837+0.00043145i,1.5919e-05-6.5354e-06i,0.00051709+2.7908e-05i
-0.0014275-0.00028476i,-7.7151e-05-0.0013983i,-0.00015942-0.00025612i,-0.0010445+0.00060962i,-0.00059867+0.00062362i,0.00016805-8.883e-05i,0.00043824-0.00088024i,0.00028209-0.00017438i,-0.00021115+0.0004077i,0.00012181+0.00020547i,0.00026002-0.00038409i,0.00050098-0.00094956i,0.00061449-0.00047927i,-8.035e-05+0.00012531i,0.00027184+0.00024147i,0.00050311+0.00024985i,-0.00046074-0.00024999i,-0.00051726-0.00030886i,0.00040011+8.0321e-05i,0.00018739-0.00012446i,-0.00010194-0.00024555i,-0.00037948+0.0002386i,-0.00062036+0.00015912i
-0.0022594+0.00093858i,-0.0029961+0.0031719i,-0.0025845+0.0036193i,-0.001686+0.0032196i,-0.0014168+0.0025795i,-0.00027678+0.0012143i,0.0012085+0.00010133i,0.00051016-0.0010307i,-0.00018972-0.0013782i,-0.00011538-0.0009221i,2.3821e-06-0.00082762i,0.00010151-0.00052341i,0.00014615-0.00034636i,0.00027548-0.0003674i,0.00036082-0.00023368i,-0.00029038-0.00017524i,-0.00026487-0.00028248i,0.00038756-0.00058042i,0.00050985-0.00063965i,-0.00010309-0.0010192i,-0.0010563-0.0014567i,-0.0018148-0.0012886i,-0.0013475-0.00034198i
-0.0010687-0.00092056i,-0.001937-0.00080008i,-0.0019961-0.00075761i,-0.0012789-0.00081627i,-0.00020661-0.00037522i,0.00053421+0.00091972i,0.00068976+0.00099386i,0.00071589+0.00011702i,0.00032997-0.00077802i,0.00023318-0.00045026i,9.6175e-05-0.00020806i,2.5416e-05-0.00056056i,0.00029451+0.00010544i,-8.6493e-06+0.00073451i,-0.00016842-8.3383e-05i,0.0002355-0.00056667i,0.00021146-8.1994e-05i,-0.00038158+0.00021666i,-8.5364e-05-0.00036306i,0.00024121-0.00053224i,-7.5826e-05-0.00055211i,-0.00033515-0.00035788i,-0.00037572-0.00013336i
0.0015067+0.0006439i,0.0011103+0.0013252i,0.001584+0.00051377i,0.0013567-0.00059293i,0.000554-0.00055963i,-0.00056543+0.00068946i,-0.00098011+0.0012136i,-0.00031991+0.00032682i,9.1658e-05+0.00033467i,0.00034038+0.00048344i,0.00024271-0.00025912i,-0.00031683-0.00095613i,-0.00022626-0.00043946i,0.00024725+0.00027368i,0.00058875+0.00016828i,0.00039187+0.00039081i,0.00015619+0.00054113i,0.00012137+5.3391e-05i,0.00038939-0.00054938i,0.0004961-0.0010301i,9.6401e-05-0.00065488i,0.00016382-0.00021333i,0.00011298+4.5022e-05i
-0.00052392-0.0010799i,-0.00035979-0.0018043i,-0.00025567-0.00019302i,0.00019989+0.00072971i,-0.00019507+0.00036844i,-0.00087387-0.00043546i,-9.0713e-05-0.0012719i,5.7447e-05-0.00049676i,-0.00028026+0.00010791i,-0.00097092-0.00041985i,-0.00076434-0.00049036i,0.00015347+0.00018501i,0.00049548+0.00057607i,0.00059424+0.00076206i,-2.4511e-05+5.1488e-05i,-0.00032542+2.1196e-05i,-6.074e-05-0.00059741i,-0.00013088-0.0017495i,-0.00062216-0.00090761i,-0.00076049+5.7591e-05i,-0.00070673+0.00024643i,-0.0003397+0.0001221i,0.00012431+0.00035207i
0.0009787+2.2551e-06i,0.0010514+0.002186i,0.00071054+0.0029332i,0.00049681+0.0019573i,0.00041348+0.00088591i,0.00026292+0.00073494i,0.00046081+0.00055345i,0.00069638+0.0004238i,0.00065582+0.00011828i,0.00050518-0.0011749i,5.0863e-05-0.0017381i,0.00043096-0.00091068i,0.00090056+0.00021626i,0.00063532+0.0010461i,0.00016601+0.00075868i,0.00037994+0.00014888i,0.00020585+0.00050243i,-0.00038234+0.00028008i,-0.00019058-0.00051738i,0.00019676-0.00083998i,-0.000346-0.00079093i,-0.00086982-0.00079298i,-0.00063766-6.6417e-05i
-0.0045547+0.00043241i,-0.0051665+0.00095505i,-0.0043329+0.0012295i,-0.0024435+0.001139i,-0.00052601+0.00012512i,0.00069583-0.00071956i,0.00052159-0.00019284i,-9.235e-05+0.00047958i,-0.00055433+0.00030934i,-0.00051603+0.0004749i,0.00039418+0.00069241i,0.0013526+0.00054642i,0.0010493+0.00057694i,0.00082535+0.00023217i,0.0010631+0.00023629i,0.0008484-0.00021046i,0.00067526-0.00088023i,0.0004538-0.00076872i,5.4318e-05-0.00060535i,-9.8667e-05-0.0001368i,5.5516e-05-1.9796e-05i,0.00043482+0.00036088i,7.1945e-08+0.00046396i
-0.0017818+0.00037843i,-0.00015529+0.0012171i,0.0010284+0.0019337i,0.0011484+0.0026677i,0.0018686+0.0037364i,0.0020823+0.0034778i,0.0015968+0.0013325i,0.0010125-0.00020842i,0.00025625-0.0010984i,0.00059008-0.00095802i,0.00073601-0.00043515i,0.00068776-0.00082915i,0.00019705+0.00022832i,4.0944e-05+0.00068934i,0.0004937+0.00071223i,-8.9037e-06+0.00059435i,-0.00014083-5.1282e-05i,2.6301e-05-0.00077719i,-0.00025859-0.00096297i,-0.00041147-0.00038262i,-0.0007618+0.00050055i,-0.001321+0.0012715i,-0.0015325+0.0013022i
-0.0028106+0.00053024i,-0.0033566+0.0015821i,-0.0028273+0.0021684i,-0.0013756+0.0016492i,-0.00020337-0.00031478i,0.00077409-0.0014365i,0.00074771-0.001275i,-0.00022371-0.0010896i,-0.00071099-0.00033905i,-0.00059389+0.00021742i,0.00031428-0.00015722i,0.00047604-0.00020101i,-8.6338e-05-0.00062575i,0.00057651-0.00077029i,0.0011596-4.2152e-05i,0.00047597+0.00042131i,-0.00013415-0.00029974i,-0.00017965-0.0012457i,-0.00027053-0.0012015i,-0.00053572+0.00015522i,-0.00055818+0.0012711i,-7.6642e-05+0.00083232i,0.00067832+0.00024511i
0.00045254+9.5321e-05i,0.00072051+0.00085914i,0.0011006+0.0017381i,0.0019392+0.00082837i,0.0014621-0.00033424i,-2.9481e-06-9.9502e-05i,-0.0002372+0.00088694i,-0.00039872+0.0012412i,-0.00028139+0.00028324i,0.0002544-0.00058742i,0.00042229+3.6558e-05i,0.00017203+0.00021781i,4.9303e-05-0.0004771i,2.6896e-05-0.00054116i,-0.00056694-0.00037212i,-0.00063348-0.00059227i,-0.00019296-0.00096499i,-0.00029689-0.00044353i,-0.00065841+1.1206e-05i,-0.00018302-1.2817e-05i,-0.00013758-0.00054244i,0.00068315-0.00045314i,0.00095414-5.0181e-05i
0.00036145+0.0023832i,-0.00033364+0.0023775i,-0.00032874+0.0016337i,0.00031268+0.0012323i,0.00025034+0.0001899i,0.00011593-0.0011712i,0.00016249-0.00077586i,-0.00040182+0.0008113i,-0.00025463+0.00070686i,0.00048446-0.00062236i,0.00088423-0.001003i,0.00025286-0.0010339i,-0.00047747-0.0011126i,-0.00062329-0.00065372i,-0.00052032-7.4449e-05i,-7.038e-05+5.648e-05i,0.0006486+6.5077e-05i,0.00098236+0.00042269i,0.00023897+0.00085366i,0.00010657+0.00095925i,-0.00050521+0.0004966i,-0.00079141-9.7895e-05i,-0.0003198+0.00025758i
