5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
-0.00047848-0.0013638i,0.00022981-0.0012207i,4.2635e-05-0.0012293i,-0.0020233-0.0002245i,-0.0030942+0.000115i,-0.0020033-0.00095796i,-0.00053602-0.0015682i,-0.00044917-0.0020028i,-0.0010684-0.0022781i,-0.00099601-0.0013722i,-0.00036116-0.00040945i,-0.0004398+0.00042125i,-0.0008566+0.0010055i,-0.00056827+0.00038386i,-0.00045507-0.0002911i,-0.00071233+7.2322e-05i,-0.00056953+0.00012012i,-0.00017707-0.00010465i,-0.00021884-0.0002723i,-0.00027367-0.00056989i,-2.2588e-05-0.00042427i,-6.4942e-05+0.00014462i,0.00034223+0.00042643i
-0.001635+0.00038351i,-0.00092026-0.0001772i,-0.0016975+0.00012427i,-0.0019612+0.00045743i,-0.0018683+0.00010344i,-0.0019475+4.7334e-05i,-0.0013669-0.00060906i,-0.00084978-0.0010197i,0.00028562-0.0010136i,0.0011092-0.00049393i,0.00032271+6.2318e-05i,-0.00029255-0.00013564i,-0.00023624-0.00012451i,-0.0002646+0.00017539i,-0.00019813-0.00012831i,-0.00020104-0.0003738i,-0.00034362+0.00026738i,-0.0001123+0.00066604i,-0.00012072+0.00078708i,-0.00043715+0.00093241i,-0.00013647+0.00058481i,0.00017224-6.2598e-05i,-0.00010698+0.00024322i
0.0012681-0.0011988i,0.00013005-0.0011705i,-0.0010253-0.002386i,-0.0027493-0.0021982i,-0.0033033-0.00032716i,-0.0016387-0.00016025i,-0.00018515-0.00089099i,-0.00032764-0.0013703i,-0.00063518-0.0014823i,-0.00075762-0.0011594i,-0.00088097-0.0010033i,-0.00055306-0.0004555i,-0.00029801+0.00019406i,-0.00037748+0.00025568i,-0.00064253+0.00025015i,-0.0007448+0.00038254i,-0.00099085+0.00055757i,-0.0013414+0.0006603i,-0.0011577+0.00099149i,-1.3616e-05+0.0010366i,0.0011847+0.00014517i,0.00080158-0.00031263i,1.4105e-05-0.00017315i
0.001903-0.00014779i,0.0009174-0.00079237i,-3.988e-05-0.0009213i,-0.0016015-0.00083208i,-0.0025353-0.0015208i,-0.0019498-0.0020501i,-0.0012289-0.0018041i,-0.00086501-0.0013407i,-0.00028343-0.00077444i,-0.00060683-0.00043926i,-0.0014247-7.7042e-05i,-0.0015487-0.00015911i,-0.0013166+0.00015141i,-0.00074752+0.00095171i,-0.00053235+0.0007994i,-0.0010719+0.00015525i,-0.0013449+0.00034572i,-0.0014294+0.0011541i,-0.00040467+0.00069042i,-0.00036281+0.00039155i,-0.000667+0.00074906i,5.0393e-05+0.00037206i,6.3524e-05-0.00033795i
-0.00040185-0.00078943i,-0.00040814-0.00040508i,-0.00095476-8.508e-05i,-0.0017896+8.8199e-05i,-0.0018378-8.7431e-05i,-0.0009965+1.594e-05i,-0.00076681+0.0002587i,-0.00062966-4.5466e-05i,-0.00031017-0.00029375i,-0.0010575+0.00013342i,-0.0010826+0.00052726i,-0.00027082+0.00078138i,-0.00012403+0.0010029i,-0.00053365+0.00079326i,-0.00064785+0.00035831i,-0.00011868-7.8298e-05i,-0.00074663-0.00031369i,-0.0011855-0.00043723i,-0.0010501+0.00023435i,-0.00099916+0.00050339i,-0.00044448-0.00034887i,-0.00020138-0.00053725i,-0.00068131-0.0003003i
-0.0014784-0.00011188i,-0.0011796+1.2687e-07i,-0.0010112-0.00023632i,-0.0018567-0.00011863i,-0.0032028+0.00039169i,-0.0034883+0.00010094i,-0.0023463-0.00033358i,-0.0010948-0.00036868i,-0.0013469-0.00042401i,-0.0019918-0.00029503i,-0.0015135-7.9599e-05i,-0.0010802-0.0001086i,-0.0012171-3.2396e-05i,-0.0011635+0.00035761i,-0.00062187+0.00068474i,-0.00041942+0.00059224i,-0.0005498+5.8655e-05i,-0.00072807-0.00034144i,-0.00067256+0.00025026i,-0.0010576+0.00069111i,-0.0010516+0.00024495i,-0.00019559+5.6541e-05i,0.00063548+0.00041051i
-0.00055719-0.0018885i,-0.00015262-0.0013981i,-0.0011234-0.0018449i,-0.0031714-0.0018239i,-0.0036568-0.00090914i,-0.0027075-0.00059228i,-0.0018757-0.00053233i,-0.00088774-0.0010323i,-0.00063033-0.00094397i,-0.0015062+3.0087e-05i,-0.0015207+0.00079178i,-0.00076075+0.0005985i,0.00010526-9.4042e-05i,0.00047966-0.00034139i,0.00025313-0.00036937i,3.1485e-05-0.0005177i,-9.2396e-05-0.00016702i,-0.00034416-0.00020415i,0.00020401-0.0002585i,0.00065771-7.0051e-05i,0.00048502-9.9832e-05i,-8.7847e-05-0.00014045i,-0.00085636+7.685e-05i
0.00080765+0.00095355i,0.00040032+0.00093212i,0.00014282+0.0014068i,-0.00021244+0.0005939i,-0.00091651-0.00083685i,-0.0014143-0.00078463i,-0.0013193-0.00048142i,-0.00067256-0.00055415i,-0.0003942-0.00027868i,-0.00014562-0.00058987i,0.00027162-0.00075928i,-0.00016233+3.6779e-05i,-0.00035008-0.00012854i,0.00040096-0.00020883i,0.00088649+0.00039776i,0.00090292+0.00025588i,0.00026601+0.00060075i,-0.00032943+0.00012449i,0.00019186-0.0003032i,0.0004584+0.00014609i,5.1913e-05+0.00048654i,-0.00034607+0.00021508i,-0.00019554+0.00010604i
0.00052131+0.00049346i,-0.00022472+0.00014575i,-0.00029581-0.00018297i,-0.0012365-0.00094694i,-0.0029739-0.0011156i,-0.0030208-0.00080766i,-0.0020335-0.00049378i,-0.0010285-0.00021798i,-0.00014533-9.2318e-05i,-0.00012158-0.0002491i,-0.00096151-0.00028869i,-0.0016996+7.1981e-06i,-0.0013885+0.00043182i,-0.00027835+0.00076926i,-0.00038537+0.00030728i,-0.0006694+0.00017846i,-0.00063218+0.00057876i,-0.00045693+0.00012738i,-0.00055051+0.00024797i,-0.00038337+0.00029027i,-0.00013296-0.00038927i,-0.00068098-0.00087662i,-0.0007615-0.00070603i
-0.00030066-0.00015386i,-0.00018375-0.0016337i,-0.0011898-0.0015405i,-0.0017959-0.00076689i,-0.0018834+5.3532e-05i,-0.0013941-0.00020243i,-0.00096375-0.001129i,-0.0011854-0.0013105i,-0.00091688-0.00094849i,-0.00074535-0.00064308i,-0.00027413-0.00048936i,-0.00023671-0.00062209i,-0.0008173-0.00062536i,-0.00088786-0.00052435i,-0.00078503-0.00019348i,-0.0006742+0.00034107i,-0.00062456+0.0012845i,-0.00032595+0.00090798i,6.7565e-05-0.00053627i,0.00035935-0.00038951i,0.0004102+0.00020392i,0.00064178-5.6044e-05i,0.00099572-0.00013448i
-0.0014592-0.00017187i,-0.0017306+0.00011648i,-0.0023393+0.0010671i,-0.0024691+0.0015709i,-0.0023729+0.0011571i,-0.0011455+0.00045984i,-6.1524e-06-0.00049747i,6.6451e-05-0.001671i,-0.00061511-0.0023601i,-0.00045773-0.0015119i,-0.0006053-0.00043311i,-0.00097211-0.00050241i,-0.00066952-0.00053572i,-0.00050042-0.00036241i,-0.00082466-0.00027467i,-0.00078421-0.00053711i,5.7826e-05-0.00051631i,-3.4058e-05+7.427e-05i,-0.00086198+0.00031372i,-0.00022868+9.3061e-05i,0.00011127+2.423e-05i,-2.8745e-05+0.00012504i,-8.2735e-05+0.00089018i
0.0018464-0.0015287i,0.0013545-0.0027349i,0.00029246-0.002984i,-0.0018893-0.0017864i,-0.0033668-0.0014438i,-0.0032818-0.0017816i,-0.0019056-0.00097381i,-0.00083003-0.00067173i,-0.00082718-0.00073762i,-0.0012443-0.00053767i,-0.0015386-0.00015272i,-0.0011468+0.00013335i,-0.00087166-1.2567e-05i,-0.00086183-0.00020387i,-0.00068103+0.00024629i,-0.0011068+0.00016962i,-0.00086534+0.00069881i,-0.00070893+0.0013528i,-0.00020355+0.00070312i,0.000516+0.00075231i,0.00036557+0.0011887i,0.00021877+0.0014006i,0.00057142+0.0011097i
-0.0020199-0.0017978i,-0.0016725-0.0019349i,-0.0018889-0.00053052i,-0.0015272+5.6698e-05i,-0.0014699+0.00027042i,-0.00076619-0.00011094i,5.2531e-06-0.0011637i,-0.0012715-0.0019783i,-0.0022074-0.0019104i,-0.0027801-0.00080238i,-0.0013276+0.00031228i,0.00053502+0.00036938i,0.0006875-0.00039924i,0.00065577-0.00075724i,0.00061291-0.00082526i,-0.00010587-0.00032853i,-0.00024255-0.00028153i,-3.8647e-05-0.00085469i,-0.00080928-0.0011656i,-0.00056708-0.00076263i,0.00016725+0.0002748i,0.00035831+0.00035666i,0.000741+0.00019856i
0.00044259-0.0009641i,6.0626e-05-0.0013352i,-0.00087681-0.0016331i,-0.0027976-0.0010165i,-0.0040447-0.00038793i,-0.0032233-0.00032777i,-0.0016314-0.00099648i,-0.00085143-0.0013891i,-0.0011161-0.0015628i,-0.00097574-0.0012647i,0.00027734+0.00011493i,0.00034038+0.00075401i,-0.0002153+0.0006586i,-0.00027136+0.00041463i,-0.0003305+0.00037971i,-0.00012107-0.00033028i,0.00024547-0.0010753i,0.00027321-0.00082724i,0.00012317-8.8422e-05i,0.00024877-8.44e-05i,0.00066746+1.1671e-05i,0.00085083+0.00061602i,0.00042847+0.00023964i
-0.00036586-0.00063969i,-0.0013047+0.00020589i,-0.0021312+0.0002085i,-0.0031139-0.00090102i,-0.0032365-0.0013698i,-0.0030361-0.00049333i,-0.0025626-0.00034638i,-0.0012989-0.00065287i,-0.0011583-0.00049422i,-0.001414-0.00011736i,-0.0010815-0.00047594i,-0.00072027-0.00040124i,9.179e-05+0.00015964i,0.0010291-3.1454e-06i,0.00072513-0.00020965i,0.00037923+2.0427e-05i,8.6782e-06+0.00013669i,-0.0005177-0.00045857i,-0.00025003-0.0010741i,0.00042666-0.00080398i,0.0012869+0.00024809i,0.0017347+0.00077514i,0.0013107+0.00064463i
-1.6218e-05-0.00071318i,6.1946e-05-0.00096639i,-0.00024025-0.0017765i,-0.00081034-0.0017747i,-0.001602-0.0015545i,-0.0025291-0.00055687i,-0.0015906-0.00015155i,-0.00019048-0.00075765i,-0.00051742-0.001338i,-0.0011534-0.00086622i,-0.0005391+0.00013691i,-0.00016341+0.00016505i,-0.0002051-0.00057081i,5.8562e-05-0.00041818i,-2.8463e-05-0.0004209i,-5.7673e-05-0.00052587i,-0.00035995-0.00032641i,-0.00066122+0.00064968i,-0.00040027+0.0015918i,-0.00048995+0.00071739i,-0.00056424-0.00012193i,-0.00019296-0.00027646i,0.00030523+0.00029858i
0.00054112-0.0015082i,5.0215e-05-0.0021623i,-0.00080756-0.0028331i,-0.001905-0.00157i,-0.0027579-0.00059917i,-0.0019946-0.0006676i,-0.0012026-0.00066094i,-0.00099361-0.00076301i,-0.00086288-0.00094003i,-0.00082002-0.00057143i,-0.00077725+0.00014422i,-0.00024924+0.00079241i,-0.00024626+0.00086128i,-0.0003207+0.0005975i,-3.2339e-05+0.00058004i,0.00020942+0.0010924i,9.4666e-05+0.00095571i,-0.00045385+0.00024738i,-0.00080365-2.0246e-05i,-0.00083727-1.5601e-05i,-0.00039701+7.5702e-05i,0.00050803-5.7152e-05i,0.00076346-0.00027913i
-0.00076907+0.0005543i,-0.0015477+0.00069353i,-0.0026426+0.00072631i,-0.0030629+0.00080753i,-0.0028951+0.00091464i,-0.0019188+0.00017348i,-0.00095257-0.00037268i,-0.00054815-0.00098874i,-0.00088875-0.0016704i,-0.0014578-0.0015056i,-0.00088208-0.00054671i,-0.00037447-0.00066366i,-0.00047226-0.0010707i,-0.00026035+0.00012364i,0.00049388+0.00015963i,0.00052837-0.0011014i,-3.4517e-05-0.0013046i,-0.00053388-0.0005139i,-0.00065968+0.00054767i,-0.00062583+0.00046445i,-0.00080491-0.0002331i,-0.00089911+0.00026601i,-0.0005107+0.00038231i
0.00012991-0.0004269i,0.00046334-0.00098883i,-0.00022345-0.001317i,-0.0015072-0.0011531i,-0.0020501-0.0014851i,-0.001717-0.00052509i,-0.00083377+4.9848e-05i,-0.00069595-0.00057348i,-0.00098184-0.00076079i,-0.00098277-0.00058999i,-0.0005722-1.8448e-05i,4.1235e-06+0.00050929i,-0.00013669+0.0006424i,0.0003649+0.0005037i,0.00012746+0.00043162i,-0.00065647-0.00010326i,-0.00084807-0.00015243i,-0.00092177+0.00026222i,-0.00031235+0.00056369i,0.00040928+0.00058035i,0.00016344+0.00029699i,-0.00077551-0.00011583i,-0.00035199+6.9307e-05i
0.00028682+0.00077303i,-0.00064596+0.00050801i,-0.0013953+0.00089372i,-0.0023199+0.00052941i,-0.0027504-0.00052356i,-0.0026275-0.00089992i,-0.0016103-0.00079026i,-0.00050131-0.001933i,-0.0001121-0.0023697i,-1.5765e-05-0.0010281i,-0.00019036-0.00033966i,-0.0006929-0.00018584i,-0.0008624-0.00032136i,-0.00047613-0.00014649i,-0.00028304+0.00078703i,-8.7053e-05+0.00102i,-0.00020113+0.00056759i,-0.0012787+0.00094937i,-0.0016479+0.0012193i,-0.0007098+0.00058641i,0.0001295+0.00028419i,0.00032869+4.6114e-05i,0.00014834-0.00023226i
0.00058671-0.0026526i,-0.00026057-0.0014501i,-0.0012252-0.0011024i,-0.0021481-0.00089501i,-0.0025828-0.00014625i,-0.0016396-0.00021194i,-0.0016357-0.0012465i,-0.0016936-0.0018474i,-0.0015847-0.0016532i,-0.0013053-0.0013044i,-0.00032028-0.00035829i,-0.00023914+0.00037879i,-0.00041363+0.00094419i,-0.00021062+0.00098244i,-6.0459e-05-0.0001083i,-9.457e-05-0.0007516i,-0.00026244-0.00016708i,-0.00030222+0.00091612i,-7.3994e-05+0.00097861i,-3.9657e-05+0.0006635i,-0.00062746+0.0010776i,-0.00048597+0.00060955i,0.00026455+0.00041281i
-0.000569+0.0013251i,-0.00085306+0.00020919i,-0.0012207-0.0012079i,-0.0015712-0.0012175i,-0.0018243-0.00090402i,-0.001736-0.00068128i,-0.0015133-0.00029183i,-0.00099821+0.00015589i,-0.00049557+0.00040358i,-0.00047268+0.00040824i,0.00011888+0.0006642i,0.0007304+0.00082824i,-0.00059766+0.0011669i,-0.0011813+0.0010474i,-0.0011884+0.0001274i,-0.0014633+1.1874e-05i,-0.0011265+7.0095e-05i,-0.00061926-4.2748e-05i,-0.00038667-0.00024504i,5.2033e-05-0.00024991i,-6.1605e-05-0.00044477i,1.495e-05-0.00089406i,0.00025365-0.00057815i
0.00082378-0.0002822i,0.00033598-0.00070952i,-0.00081276-0.0010826i,-0.0018897-0.00034198i,-0.0020166-0.00035456i,-0.0018323-0.0015853i,-0.0012409-0.001146i,-0.00067407-0.00074455i,-0.00083256-0.00071417i,-0.001164-0.00057966i,-0.00089664-0.00023654i,-0.00072715+0.0001969i,-0.00062436-0.00026636i,-0.00050995+0.00012297i,-0.0011567+0.00061733i,-0.0015461+0.00032012i,-0.0013064+0.00038112i,-0.00091117+0.00086316i,-0.00060826+0.00053455i,-0.00075938-0.00071264i,-0.00049312-0.00079858i,-0.00037931-0.00034294i,4.293e-05-0.00063256i
0.00053377+0.00042117i,0.00092583-0.00018388i,0.0002435-0.00096822i,-0.001301-0.0026497i,-0.002069-0.0035803i,-0.0018035-0.0024325i,-0.0012439-0.00081592i,-0.00082975-3.9981e-05i,-0.0009257-0.00035239i,-0.0014745-0.00085391i,-0.0017898-0.0003319i,-0.00097369-0.00034463i,-0.00055731-0.00055681i,-0.00063667-0.00071577i,-0.00069214-0.00089234i,-0.00060243-0.00027423i,-0.00067726+0.00047918i,-0.00088759+0.00033063i,-0.00016162+0.00082972i,0.00021138+0.0011047i,0.00052054+0.0002562i,0.00072984-0.00015448i,0.00047648+7.7778e-05i
-0.00023957-0.00079556i,-0.00063167-0.00010609i,-0.0013184+6.3023e-06i,-0.0020015-0.0002695i,-0.0018091-0.00090108i,-0.0014438-0.0014824i,-0.0016705-0.0011077i,-0.0014431-0.00096496i,-0.00092128-0.0015003i,-0.0012075-0.00084217i,-0.001179-0.00012976i,-0.0010107-0.00020724i,-0.00095103+0.00032558i,-0.00065313-4.8377e-05i,-0.00087715-0.00056806i,-0.0010264-0.00015595i,-0.00085457+0.00020417i,-0.00033554-8.9271e-05i,0.00022071-0.00027486i,0.00066042+1.7485e-05i,-0.00018466-0.00014861i,-0.0006016-0.00056579i,-3.1745e-05-0.00059117i
0.00035668-0.00083424i,0.00041358-0.001863i,-0.00077113-0.0022328i,-0.0018845-0.0014515i,-0.00099023-0.00088948i,-0.00065363-0.00089014i,-0.00099156-0.0011564i,-0.00043442-0.001611i,-9.5684e-05-0.0013983i,-0.00058543-0.00084051i,-0.00091595-0.00047406i,-0.00018911+0.00013467i,0.00021366+0.00052269i,-2.2383e-05+9.6576e-05i,-0.0004531-0.0004771i,-0.00034281-0.0001649i,-0.00016371+0.0012161i,-0.00062682+0.0012539i,-0.00086462-0.00028946i,-9.7119e-05-0.001347i,0.00046036-0.00090553i,-1.0365e-05+3.5946e-05i,-0.00060961-5.171e-05i
7.0356e-05-0.0016183i,-0.00089377-0.0014084i,-0.0022981-0.0017807i,-0.0048701-0.0013359i,-0.0051027-0.001057i,-0.0036831-9.9404e-05i,-0.0019404-0.00019361i,9.238e-05-0.0015566i,0.0003633-0.0022248i,-0.00068328-0.0017198i,-0.0010547-0.00071439i,-0.00043133-0.00044915i,-0.0001935-0.00019956i,-0.00014715+0.00037964i,6.9428e-05+0.00023089i,0.00057491-0.00019812i,7.1662e-05-7.9525e-05i,-0.0009084+0.00053003i,-0.00015239+0.00090913i,0.00042833+0.00085921i,0.00071723+0.00056282i,0.00037963+0.0001631i,-0.00052512-5.6514e-05i
-0.00055524+0.00020203i,-0.0011687-0.00081709i,-0.001776-0.00064717i,-0.0011294-0.00016185i,-0.0016664-0.00038745i,-0.0024692-0.00097802i,-0.0014113-0.0010357i,-0.00062522-0.00069272i,-0.0012238-0.0004336i,-0.0010467-2.9971e-05i,-0.00036603+0.00029791i,8.4414e-05+0.00014351i,0.00058941+0.00020644i,0.00038935+0.00094936i,-0.00029347+0.00084935i,-0.0010208+0.00034622i,-0.0010592-0.00040652i,-2.9675e-05-0.00057056i,0.00061773-0.0001952i,0.00048688-1.1912e-05i,0.00067798+0.00034971i,0.00091697+0.00043517i,0.00035476+2.4054e-05i
-0.0013082-0.0026153i,-0.0016713-0.0014496i,-0.0027449-0.00092481i,-0.0027514-0.00087538i,-0.0016547-0.00086383i,-0.001219-0.00077598i,-0.0013862-0.00082427i,-0.0015854-0.00083766i,-0.0011073-0.00052305i,-0.00097009-0.0003401i,-0.00037739-0.00079515i,0.00030958-0.00061628i,-0.00015538+0.00061944i,-0.0010723+0.0014037i,-0.0013851+0.00066057i,-0.0010912-0.00019042i,-0.00095749+0.00010681i,-0.0013664+6.6992e-05i,-0.00095927-0.00033723i,-0.00054029+0.00059169i,-0.0011286+0.0010553i,-0.0012582-0.00016317i,-0.00023041-0.00045191i
0.00074641-0.00011686i,0.00051499-0.00047331i,0.00058788-0.001543i,-0.00084556-0.0016349i,-0.0022894-0.00073349i,-0.0020505-0.00019939i,-0.0010117+0.00041605i,-0.00010929+0.00060698i,-0.00046142+8.4957e-05i,-0.0014394-0.0010956i,-0.0016325-0.0011483i,-0.0010663-5.453e-05i,-6.9122e-05+0.00077476i,-2.4683e-05+0.00077113i,-0.0007451+0.00057938i,-0.0012915+0.00012401i,-0.00098426+0.00054906i,-6.1524e-05+0.00061637i,0.00056453-0.00061927i,-0.00011677-0.0010808i,-0.00059787-0.00059617i,0.00041831-6.2519e-05i,0.0007469+0.00031976i
-0.00014321-0.00021738i,-0.0009622+9.8482e-05i,-0.0026922-0.00040083i,-0.0038769-0.00086414i,-0.003389-0.00092775i,-0.0024616-0.00068598i,-0.0013671-0.00094848i,-0.00052945-0.0013061i,-0.00042913-0.0015477i,-0.00044147-0.00095714i,-0.00012356+1.6386e-06i,0.00034367+0.00017621i,-0.00011196+0.00032077i,-0.00034866+0.00017166i,-0.00065798-7.5525e-05i,-0.0016132-3.2024e-05i,-0.00086491-2.8054e-05i,0.00053147-1.9424e-05i,-1.9827e-05-9.2502e-05i,-0.00012633-0.0001756i,0.00025495+0.00011385i,7.863e-06+0.00032974i,-4.0616e-05-0.00014785i
4.5996e-05-0.001118i,-0.00043078-0.0012632i,-0.0013995-0.0013176i,-0.0025607-0.00081925i,-0.002538-0.00047259i,-0.0013636-0.00083183i,-0.00060783-0.00089573i,0.00031201-0.0016056i,0.00044013-0.0017959i,8.2432e-05-0.0010989i,6.9686e-05-0.00032968i,0.00023098-0.00038989i,0.00071087-0.00050136i,0.00053919+0.00051465i,6.5718e-05+0.0011055i,6.8215e-06+0.00063914i,0.00015951+0.00045103i,-0.00043635+0.0011054i,-0.00084245+0.00077309i,-3.4831e-05-0.00022085i,0.00064607-0.00040403i,0.00036307+0.00010756i,-0.00012505-0.00014715i
-0.00017701+0.0016885i,-0.00072934+1.5377e-05i,-0.0011222-0.00089831i,-0.0013531-0.0007155i,-0.0016888-0.00087148i,-0.0022299-0.0015306i,-0.0025385-0.001677i,-0.0024888-0.0014785i,-0.0020542-0.0013495i,-0.00071358-0.00079838i,9.6517e-05-0.00075693i,-0.00049665-0.0010545i,-0.0004569-0.00055919i,-0.00017746-3.0158e-05i,-0.00029548-9.9777e-06i,-0.00037142-0.00010214i,-0.00042222+0.00038355i,-0.00020998+0.00041549i,-0.00064298+4.1369e-05i,-0.00060148+0.00060342i,-0.00020471+0.00035403i,8.2529e-05-0.00064902i,0.00022857-0.00069544i
0.0002638-0.0028897i,-0.00067031-0.0022008i,-0.0020508-0.0025219i,-0.0029506-0.0024244i,-0.0035989-0.00090789i,-0.0030563-0.0008358i,-0.0007805-0.0025676i,0.00036315-0.0029761i,-0.00043723-0.0024261i,-0.0013139-0.002105i,-0.0015773-0.0012564i,-0.00058123-0.00024019i,0.00033723+0.00048173i,0.00029345+0.00072191i,2.9865e-05+0.00040123i,-0.00066297+0.00012567i,-0.00061286+0.00053007i,0.0003248+0.00050605i,0.00030075+0.00016618i,-0.00039022+0.00012865i,-0.00026836-5.2999e-05i,0.00038701-5.9747e-05i,-2.6976e-06-0.00016538i
-0.00068877+0.00029892i,3.4689e-05+0.000263i,-0.00013519+0.0014055i,-0.001123+0.0012661i,-0.001361-0.00042693i,-0.0019448-0.0015249i,-0.0019102-0.0012031i,-0.0017362-0.00071252i,-0.0014908-0.00052161i,-0.00075054-0.00030979i,-0.00040956-0.00021512i,-0.00038312-0.00023174i,-0.00022148+0.00028977i,-0.00027509+0.00059379i,-0.00044026-0.00022816i,-0.00057121-0.00015592i,-0.0007785+0.00019106i,-0.00063741+9.3526e-05i,-0.000212+0.00048731i,-0.00018451+0.00020081i,6.1937e-05-0.00062009i,-0.00033115-0.0010197i,-0.00041956-0.00087053i
-0.00049327-0.0013318i,-0.00070741-0.002106i,-0.00046772-0.0030657i,-0.0018922-0.0025813i,-0.0027706-0.001313i,-0.0020053-0.00086695i,-0.00099106-0.00063982i,-0.0010991-0.001117i,-0.00068546-0.0014721i,-0.00098835-0.00043217i,-0.0017506+3.5419e-05i,-0.0011038-0.00028705i,0.00016802-0.000141i,0.00081736+0.00043704i,0.000144+0.00061734i,-0.0006223+0.00068921i,-0.00052271+0.00059231i,-0.00051801+0.00048762i,-0.00031568+0.00040486i,1.4131e-06-0.00029713i,1.4851e-05-0.00046314i,2.723e-05-8.349e-05i,-0.00054438+0.00095205i
4.6348e-05+0.00069576i,-0.00085292+0.0013026i,-0.0015465+0.0010067i,-0.0013583+0.00059109i,-0.001789+3.1549e-06i,-0.0028194-0.00034646i,-0.0026034-0.00045799i,-0.0018629-0.001505i,-0.0015784-0.0020983i,-0.0014969-0.0010433i,-0.00048137+9.643e-05i,-0.00027702+3.5804e-05i,0.00017749-2.8503e-05i,0.0001245+0.0003026i,-0.0009589-0.00010749i,-0.00061533-0.00074699i,-0.00039672-9.6275e-05i,-0.00071953+0.0010068i,-0.00095219+0.00064854i,-0.00048162-9.0904e-05i,-0.00036937-0.00033075i,-0.00069987-0.00053988i,-0.00085275-0.00026918i
-0.00080283-0.00063112i,0.00017984-0.0014932i,-0.001036-0.0013413i,-0.0022566-0.00042147i,-0.0021666-0.00077083i,-0.0011931-0.0013699i,-8.2448e-05-0.0015064i,0.00011295-0.0014558i,-0.00028357-0.0012001i,-0.00068912-0.00029122i,-0.001216+0.00070737i,-0.0014662+0.00047162i,-0.00082628+0.00051358i,-0.00054246-0.00029214i,-0.00030087-0.0011405i,9.927e-05-0.00052304i,0.00057475-7.2447e-05i,0.00095711-0.00023802i,0.00051267-0.00030021i,0.00015034+0.000113i,-0.00030242+0.00018652i,-0.0002967-0.00021901i,-3.5222e-05-0.0004667i
0.0016653-0.00033273i,0.00085256-0.0013638i,0.00062355-0.0026566i,-0.00072822-0.0029536i,-0.0023169-0.0023572i,-0.0031313-0.0019332i,-0.0019264-0.00082304i,0.00036529-0.0005167i,0.0002062-0.00081885i,-0.0009361-0.00085732i,-0.0013906-0.0013624i,-0.0014488-0.0014251i,-0.0011533-0.0009028i,-0.00053935-0.00054343i,9.3489e-05-0.00039591i,0.00012468+0.00016938i,-0.00024382+0.00096617i,-0.0005702+0.00053311i,-0.00024759-0.00031834i,0.0003197-0.00027144i,-0.00017155+0.00048697i,-0.00090956-6.9356e-05i,-0.0010351-0.00035492i
-9.5359e-05+0.0013213i,-0.0008742-0.00036439i,-0.00099404-0.00053131i,-0.001006-0.00026786i,-0.00069239-0.0011274i,-0.0017754-0.0016231i,-0.0028038-0.0007041i,-0.0016399-0.00043416i,-0.0011353-0.00084484i,-0.00094242-0.00081784i,0.00026071-0.00096288i,0.00038635-0.0012322i,-0.00057448-0.00051294i,-0.00080167-2.7635e-05i,-0.00039768-0.00031715i,-0.00052951-0.00043085i,-0.00082801+0.00015883i,-0.00077623+0.0014257i,-0.00028275+0.001523i,-0.00023491+0.00069256i,-0.00061866+0.00011018i,-0.00048269+1.4784e-05i,-1.3212e-05-0.00014283i
-0.0001786-0.0015137i,-8.0907e-05-0.0013682i,-0.00049056-0.0016376i,-0.0016896-0.0012642i,-0.0030045-0.001019i,-0.0023757-0.00107i,-0.00095082-0.0014132i,-0.00069858-0.0018111i,-0.0010297-0.0012819i,-0.0009232-0.00089714i,-0.00074277-0.00049438i,-0.000391+0.00052771i,-0.00068959+0.0007691i,-0.0004966-9.1346e-05i,-6.2382e-05-0.00063462i,-0.00022761-0.0004347i,-0.00037218+0.00024152i,-0.00065906+0.0005671i,-0.0011971+0.00030923i,-0.00039448-0.00017858i,0.00052809-0.0004824i,9.2572e-05-0.00063032i,-0.00060174-0.00064664i
0.0015055-0.00054711i,0.00078436-0.00079053i,0.00033-0.0013723i,-0.00024589-0.0019931i,-0.00093513-0.0021669i,-0.00088379-0.0010269i,-0.00028353-0.0006854i,3.4642e-05-0.00097837i,-0.00013129-0.0012131i,-0.00065677-0.0010767i,-0.00090178-0.00087755i,-0.00037313-0.0010896i,-0.00027781-0.00086854i,-9.3441e-05+0.00024005i,4.0106e-05-7.3577e-05i,-0.00051098-0.00071695i,-0.0006639-0.00029061i,-0.00018284-2.1735e-05i,-0.00011093-0.00013723i,-0.00066667-0.00022392i,-0.00037963+0.00055595i,-6.6091e-05+0.00068166i,-0.00051814-0.00034732i
