0.0029645-0.000461i,0.0024126-0.0010491i,0.0018566-0.0019332i,-0.00069263-0.0025012i,-0.003405-0.0016112i,-0.0041071+0.00046472i,-0.0031377+0.0015858i,-0.001589+0.0016152i,0.00012021+0.00048586i,0.00059144-0.00039108i,0.00028438-0.00061213i,-0.00013801-0.00060911i,-8.9611e-05+4.2296e-06i,-0.00042561+0.0010135i,-0.0013171+0.00097069i,-0.0014225+0.00027223i,-0.0015561+0.00026655i,-0.0010352+0.00058357i,6.1354e-05+3.0358e-05i,0.00039273+6.7074e-05i,0.00041698+0.00040093i,-6.4599e-05+0.00034322i,-0.00037407+0.00053352i
0.00033264+0.00074977i,0.00030967+0.0012634i,0.00042659+0.000361i,0.0012139-0.00042276i,0.00028434-0.00034156i,6.7633e-05+1.3589e-05i,0.0013429+0.00080796i,0.001723+0.0018508i,0.0010265+0.0015834i,0.00058691+0.00054994i,0.00043439+0.00088069i,0.00051116+0.0012444i,2.027e-05+0.00048408i,-0.00010047-0.00014398i,-0.00052331-8.9095e-06i,-0.0010872-9.8854e-05i,-0.00034357-0.00074559i,0.00045038-0.0010856i,0.0014174-0.0010853i,0.0015962-0.00060853i,1.7623e-05-0.00014107i,-0.00063811-0.00016823i,0.00018352-0.00035169i
-0.0018637+0.00039612i,-0.001775+0.00025353i,-0.00086596+0.0005708i,-0.00046757-0.00018848i,0.00030088-0.0013867i,0.00075614-0.0027561i,0.0010015-0.0034772i,0.0013831-0.0023829i,0.00095845-0.00090746i,0.00066779-0.00030534i,0.00086245+0.00016421i,0.0002378+0.00021471i,-0.00049306-5.2646e-05i,-0.00022679+0.00013149i,-2.2875e-05-0.00061074i,0.00031441-0.0010695i,0.00035797-6.5884e-05i,-0.00026915+0.00022877i,1.3821e-05+0.00032871i,0.00042628+0.00087252i,2.9485e-05+0.00072771i,0.00036834-1.717e-05i,7.4189e-05-0.00065868i
0.0011076+0.00084444i,0.0011238+0.0016484i,0.00098234+0.0014556i,0.00023705+0.00063077i,-0.0012586-0.00016213i,-0.0021297-0.0016753i,-0.0021966-0.0032707i,-0.001801-0.0037833i,-0.0011574-0.0017046i,-0.00060072-3.6413e-05i,-1.7617e-05-0.00035484i,-4.1484e-06+0.00023718i,-0.00053446+0.0012066i,-0.00064684+0.0011684i,-0.00030502+0.00046296i,-0.0010271+3.9817e-05i,-0.0011596+0.00050471i,-4.8977e-05+0.00042883i,0.00093882-0.00022347i,0.0016867+5.3928e-05i,0.001239+0.00074393i,0.00019646+0.00093507i,-0.00012531-0.00017412i
-0.0010866+0.0012553i,-0.00039034+0.0014885i,0.00090091+0.0011155i,0.0016874+0.0010108i,0.0011209+0.00151i,-0.00051441+0.0015967i,-0.0025977+0.0013749i,-0.0031671+0.00027625i,-0.0020862+7.1487e-05i,-0.00084688+0.00036169i,0.00021032+0.00054656i,0.00061906+0.00051231i,0.0014743-0.00046612i,0.0024421-0.00062974i,0.0018751-0.00035852i,0.00086281-0.000488i,0.00061329-0.00019276i,0.00067781+5.3554e-05i,0.00024285-0.00042299i,-0.00013068-0.00084i,-1.2362e-05-0.0012647i,0.00010407-0.00083176i,-0.00023303+0.00069208i
0.0012314+0.00098575i,0.0008567+0.00053649i,0.00016816+7.2841e-05i,-0.00060546-0.00046735i,-0.00064993-0.00072546i,-0.00053338-5.3788e-05i,-0.00052446+0.0006629i,-0.0009122+0.0017825i,-0.0011643+0.0017881i,-0.00050816+0.0002121i,7.2994e-05-0.00068438i,6.0904e-05-0.00062274i,-4.3404e-05-0.00014155i,-0.00052402-0.00028666i,-0.00088626-0.00091606i,-0.00081436-0.00092515i,-0.00062716-0.0007092i,-0.00089632-0.00046903i,-0.0013804+0.0004847i,-0.00084525+0.00099473i,-0.00038009+0.00087234i,0.00016477-0.00014065i,0.00049224-0.00058447i
-0.00017634+0.0027679i,-0.0008743+0.0031282i,-0.00019+0.0023204i,-2.1501e-05-0.00050172i,-0.00076435-0.002873i,-0.0010884-0.003281i,-0.00014375-0.0016212i,0.0012521+0.00024672i,0.0018256+0.00082194i,0.0011738-0.00013362i,-0.0006363-0.0012193i,-0.0011074-0.0009716i,-0.00097088-0.0011776i,-0.0015577-0.0014743i,-0.0020116-0.001245i,-0.0022894-0.0015558i,-0.0019241-0.0015616i,-0.0014755-0.000856i,-0.00076021+0.00021128i,2.2657e-05+0.00094484i,0.00020349+0.00023914i,0.0004338-0.00046242i,0.00028343-0.00032546i
0.00011972+0.0014386i,0.0014508+0.00060116i,0.002239-5.8303e-05i,0.0010405-0.0012097i,-0.00057205-0.0011716i,-0.00043109-0.00056201i,0.00098068-0.0014811i,0.0016395-0.0013243i,0.0013132-0.00046547i,0.00065619-0.00052445i,-0.00027865-0.00028784i,-0.00098741+0.00042918i,-0.0016905+0.0010365i,-0.0017887+0.00047878i,-0.0010593-0.00016644i,-0.00045143-0.00048309i,-0.00015425+2.1951e-05i,-0.00043569+0.00094803i,-0.00039009-0.00014148i,0.00048694-0.0012762i,0.00051953-0.00071001i,-0.00019278-0.00042211i,-0.00074711-0.00049515i
0.0010787+4.4494e-05i,0.00039736+0.0017177i,-0.00033757+0.0023215i,-0.00044159+0.002236i,-0.00038788+0.0011088i,0.00097939-0.0007131i,0.00040375-0.0030129i,-0.00099579-0.0043739i,-0.0015288-0.0030202i,-0.00090053-0.00089628i,0.00062319+0.00059249i,0.000981+0.0015378i,0.00092175+0.0014903i,0.0008488+0.00035229i,0.0010053-0.00018843i,0.0014834+0.00036691i,0.0015634+0.00079474i,0.0026551+0.00020216i,0.0024305-0.00023847i,0.00032307-0.00027263i,-0.00034082-0.00072043i,-0.00047226-0.00093631i,-0.00084819-0.00094195i
0.00014992+0.0020083i,-0.0014863+0.00070481i,-0.002054-0.00087614i,-0.0015893-0.0025445i,-0.00071805-0.0030542i,-0.0015621-0.0028997i,-0.0039862-0.0023274i,-0.0047805-0.0012666i,-0.0026711-0.0010228i,-0.0004248-0.001083i,0.00018313-0.00093106i,0.00052474-0.00089641i,0.00030056-0.0011036i,7.6368e-05-0.0015796i,-0.00083546-0.0019268i,-0.0013175-0.0016997i,-6.9458e-05-0.0013728i,0.00085305-0.00064853i,0.00059577-0.00065026i,0.00035308-0.00014194i,0.00047249+0.00064902i,0.00063614+4.2267e-05i,0.00055011-0.00054713i
0.0023016-0.00064882i,0.0028204-0.0017795i,0.0033636-0.0024904i,0.0023645-0.0020818i,3.3667e-05-0.0014229i,-0.0010358+3.068e-05i,-0.00094469+0.0015456i,-0.00079038+0.0018693i,-0.00080291+0.0012158i,-0.00078582-1.9387e-05i,-0.00084936-0.00081051i,-0.00011498-0.00033336i,0.00042688+3.0766e-05i,-0.0001479-0.00017227i,-0.00083838-0.00023182i,-0.00079171+0.00016142i,-0.00061559+9.8955e-05i,-0.00041394+0.00021408i,-6.2743e-05+0.00020489i,0.00080835-2.0853e-05i,0.0012449-0.00034879i,0.00088154-0.00080216i,0.00054355-0.0006545i
0.0008145+0.0031574i,0.00062763+0.003517i,0.00084153+0.0035004i,0.00084978+0.0021675i,0.00034857-0.00012033i,-0.00034555-0.00065554i,0.00032768+0.001257i,0.0015698+0.0032634i,0.0009487+0.0037738i,-0.00032912+0.0016999i,-0.0012052+8.9302e-05i,-0.0018752-0.00050187i,-0.0018554-0.00029257i,-0.0017425-0.00012929i,-0.0017145-0.0005269i,-0.0018508-0.00016642i,-0.0014309+0.00077479i,-2.4403e-05+0.00074866i,0.00016253+8.844e-05i,-0.00061787-0.00056843i,0.00010371-0.00099228i,0.00050114-0.00081987i,-0.00052515-0.00029079i
3.9315e-05-0.00074231i,-0.00052043-0.0015747i,-0.0019307-0.0030673i,-0.0037728-0.0034672i,-0.0031288-0.0017127i,-0.00095835-0.0014239i,0.00095712-0.0028133i,0.0019778-0.003306i,0.0018892-0.0019601i,0.00056122+0.00028438i,-9.0747e-05+0.0015556i,0.00067149+0.0015602i,0.00095425+0.0012641i,0.00084755+0.0011104i,0.00056048+0.0013006i,-8.8321e-05+0.0014434i,-0.0004237+0.00091967i,4.5572e-05+0.00060384i,0.00021189+0.00051146i,-0.00040023-9.9438e-05i,-0.00092172-0.00052291i,-0.0012033-0.00011583i,-0.0012053+0.00019597i
-0.0016628+0.0015181i,-0.0010039+0.0015459i,0.00037225+0.0010318i,0.0023571+0.00017978i,0.0026661-0.00072133i,0.00089355-0.0018625i,-0.00048066-0.0034946i,-0.00039172-0.0048725i,0.0003382-0.0046045i,0.00093815-0.0021801i,0.0010865-0.00017348i,0.0011702-7.0642e-05i,0.0012169+0.00012964i,0.0013338-0.00035175i,0.0014809-0.0011988i,0.0021312-0.00061105i,0.0021166-0.0004872i,0.0012966-0.00049695i,0.0012965+0.00047855i,0.00082823+0.00088369i,0.0004216+0.0011304i,0.00045767+0.00049616i,0.00066212+0.00041146i
-0.0019541+0.0019175i,-0.0013171+0.0030518i,6.3537e-05+0.0043701i,0.00031698+0.0030248i,-0.00031665-3.2893e-05i,-0.001396-0.00058754i,-0.0034041+0.00025462i,-0.004871-0.0010341i,-0.0049778-0.0025224i,-0.0020888-0.0020143i,0.00038337-0.00064273i,0.00049243-0.0011916i,0.00045154-0.0035558i,0.00049134-0.0042181i,0.00032182-0.003618i,-9.0981e-06-0.0039519i,-3.0686e-05-0.0034242i,0.00021773-0.0022114i,0.0003091-0.0012752i,2.5148e-05-0.00080276i,0.00047578-0.00041785i,0.00047043-0.00030067i,-0.00056387-0.00014792i
0.00082118-0.00041548i,-0.000461-0.00064586i,-0.0010143-0.001961i,-0.001662-0.0021814i,-0.0021274-0.00037435i,-0.0010399+0.0017814i,-0.00061704+0.0028958i,-0.0020714+0.004177i,-0.0028811+0.0044579i,-0.0025926+0.0028584i,-0.0019947+0.0007348i,-0.0015973-0.00038892i,-0.00069481-0.00033045i,-0.0001102+0.00018775i,-0.0011433-5.4487e-05i,-0.0017906-0.00036208i,-0.0013226+0.00017083i,-9.4007e-05+0.0001071i,0.00070166-0.0003777i,6.9437e-05-0.00072357i,-2.0651e-05-0.0012768i,0.0005575-0.0011335i,-5.9661e-05+0.00012261i
-0.00045689-2.0328e-05i,-0.00069123-0.00041815i,-0.00012369+0.00048053i,0.00095255+0.00076562i,0.0017263+0.00057181i,0.0013793+1.9097e-05i,0.0020494-0.00032081i,0.0032737+0.0011556i,0.0031135+0.00301i,0.0018823+0.003496i,0.00098507+0.003143i,0.00017352+0.0024905i,-0.0015865+0.0014715i,-0.0021319+0.00076356i,-0.0010867+0.00055072i,-0.00085166+0.00074495i,-8.8095e-06+0.00091807i,0.00038936+0.00050979i,-0.00035633-0.00014676i,-0.00060768+0.00010281i,-0.00063589+0.00040416i,-0.00030719+0.0003728i,0.00032094+0.00030622i
0.00012393-0.0018166i,-0.0014765-0.00099031i,-0.0018526-0.00054774i,-0.0010351-0.00052863i,-0.0015734-0.0017689i,-0.0012856-0.0034274i,0.00027338-0.0040867i,0.0016798-0.0043813i,0.0024174-0.0033354i,0.0018243-0.00086481i,0.00082565+0.00079854i,0.00070735+0.001403i,0.00074927+0.0022006i,0.00047501+0.0023478i,0.00060301+0.0011028i,0.0010575+0.00062094i,0.0013137+0.00056688i,0.0010835-0.00046867i,0.0010214-0.00037567i,0.0012681+0.00036996i,0.0013088-0.00023753i,0.00093604-0.00067125i,0.00043552-5.2003e-05i
-0.00096979+0.0017345i,-0.00073067+0.0011928i,0.00030431-0.00040763i,0.0002962-0.0031742i,-0.0012949-0.0041194i,-0.0031781-0.0038271i,-0.0045307-0.0046875i,-0.0048718-0.0051092i,-0.0038036-0.0043076i,-0.00089436-0.0033561i,0.0016413-0.002622i,0.0015357-0.0018121i,0.0011481-0.00072969i,0.0013358-0.00034729i,0.00070058-0.0017057i,0.00076963-0.0023566i,0.0010154-0.0019939i,0.0008561-0.0012747i,0.0005613-0.00034536i,0.00064441-0.00030691i,0.00026687-0.00012648i,-0.00037293-0.000209i,-0.00027388-0.00054593i
-0.0023028+0.00013594i,-0.0024354+0.001504i,-0.0017718+0.0017587i,-0.0016205+0.0016191i,-0.001134+0.0018734i,-0.00043186+0.0023712i,-0.0013178+0.002877i,-0.0036652+0.002224i,-0.0046304+0.0010578i,-0.0040512+0.00056716i,-0.002219+0.00068464i,-0.00080276-0.00038675i,-0.00042901-0.0022732i,-0.00036754-0.0037545i,-0.00022528-0.0032507i,0.00031628-0.0018822i,-0.00013958-0.0012416i,-0.00058809-0.00064527i,-0.00086542+0.0004445i,-0.0011919+0.00082833i,-0.0016862+0.00048249i,-0.0017125+0.00013076i,-0.00043826+1.3626e-05i
-0.004318+0.00019833i,-0.003252+0.0015682i,-0.0024716+0.0036571i,-0.00076173+0.0039753i,0.0024251+0.0032001i,0.0046986+0.0023466i,0.0042484+0.002647i,0.0024957+0.0039591i,0.00087864+0.0051978i,0.00016377+0.0044303i,-0.00023931+0.0025348i,-0.00096459+0.00071707i,-0.001322-0.00099084i,-0.0011182-0.0017254i,-0.00088721-0.0015265i,-0.00065625-0.00070877i,-0.00078295-0.00017797i,-0.00066125-0.00051368i,-0.00089127-0.00062712i,-0.0015573-5.7527e-05i,-0.00090316+0.00064571i,6.6787e-05+0.0011389i,0.00036228+0.00087914i
-0.0016138-0.0015535i,-0.0025952-0.001167i,-0.0026004-0.0012394i,-0.0010402-0.00096484i,0.00032656-0.0022289i,0.001318-0.0042366i,0.0028232-0.0046394i,0.0037431-0.0031269i,0.0033196-0.00097188i,0.0024199+0.00093708i,0.0010571+0.0021103i,0.00026146+0.0024201i,0.00040499+0.0017646i,0.00031569+0.001227i,-0.00044845+0.00028018i,-0.00029617-0.00033043i,-0.00016258-0.0002924i,-0.0010204-0.00060414i,-0.00070687-0.0015292i,0.00035399-0.0017478i,0.00080243-0.0010983i,0.00094516-0.00072916i,0.0010092-0.00026437i
-0.00034914+0.0017307i,-0.00061261+0.0018107i,-0.00048072+0.0012831i,-0.00092643-0.0010362i,-0.0018696-0.0033939i,-0.0025663-0.0045642i,-0.0030672-0.0056359i,-0.0024471-0.0063252i,-0.00086197-0.0055435i,0.00035869-0.0031863i,0.00062745-0.0012397i,0.00047678-0.00035111i,0.0003763+0.00031185i,0.00042132+0.00078739i,0.0010282+0.0012326i,0.0013012+0.00053719i,0.00037552-0.00095766i,-0.00039393-0.0012768i,0.00027176-0.0005756i,0.0010476-0.00058728i,0.00061891-0.001372i,0.00069421-0.0014111i,0.00081376-0.00089898i
-0.0015579-0.00029125i,-0.0009229+0.00047105i,-1.0228e-05-0.00032355i,-0.0011017-0.00072958i,-0.0032698+3.71e-05i,-0.0034562+0.00063308i,-0.0041827+0.0010384i,-0.0052844+0.0010235i,-0.0050306-0.00040478i,-0.0038228-0.001325i,-0.0019239-0.0011822i,0.00046768-0.0016161i,0.0018467-0.0016591i,0.0015374-0.001154i,0.00034726-0.0014175i,0.00048011-0.0017899i,0.0011738-0.0013935i,0.00076358-0.0011665i,0.00018413-0.0013742i,-0.00075054-0.0007088i,-0.00050425+0.000135i,-0.00026404+0.0010204i,-0.00028734+0.0011785i
-0.0011416+0.0009026i,-0.00059321+0.0017266i,-0.0010476+0.0030239i,-0.0016242+0.0034645i,-0.00031629+0.0020717i,0.0011131+0.0015515i,0.00011596+0.0033068i,-0.001423+0.0051621i,-0.0015453+0.0055179i,-0.0009314+0.0044793i,-0.00083196+0.0027136i,-0.0011303+0.001394i,-0.00063478+0.00030339i,-0.00026812-0.001658i,-0.00041593-0.0029513i,0.00010224-0.0018056i,0.0010617-0.00052654i,0.0013024-0.00038797i,0.00065552+4.7905e-05i,0.00088818+0.00135i,0.00085141+0.0022597i,0.00014908+0.0012482i,0.00043851+0.00023381i
-0.0018748-0.0011319i,-0.00072808+0.00023337i,0.00045124-0.0004014i,0.0014768-0.0013752i,0.0022123-0.00098126i,0.0039503-0.00011702i,0.0056267-0.0010233i,0.0066313-0.0013601i,0.0067942+0.00030637i,0.0055426+0.0016922i,0.0026159+0.0020734i,-0.00011215+0.0011335i,-0.00084296+0.00050894i,4.8259e-05-0.00034165i,-0.00034966-0.00078511i,-0.00083962-0.00041793i,-4.9725e-05-0.0003233i,2.7752e-05-0.00016756i,-0.00028214-0.00020367i,-9.1855e-05-0.00032788i,-1.3663e-05-0.00029482i,0.00015461+0.00031638i,0.00067931+0.00071493i
-0.0022128+0.00013568i,-0.0033503+0.0004531i,-0.0041504-0.00041804i,-0.0029613-0.0017348i,-0.001796-0.0023854i,-0.00040097-0.0035133i,0.0020896-0.0063567i,0.0031475-0.0083085i,0.0026402-0.0067078i,0.0021268-0.0041354i,0.0023988-0.0023023i,0.0022898-0.0003983i,0.0014683+0.0013504i,0.00094472+0.0025399i,0.00073837+0.0017148i,0.00069304+0.00092252i,9.1305e-05+0.00084668i,-0.00080078+1.4958e-05i,-0.0010167-0.00079923i,-0.0010321-0.0021174i,-0.0012936-0.0020585i,-0.0009803-0.00082468i,-0.00011827-0.0006903i
-0.00096911+0.00099382i,-0.00076762+0.0010001i,-0.00073682+0.0013822i,-0.0013215+0.0022076i,-0.002234+0.0021027i,-0.0040562+0.00033124i,-0.0065997-0.0025995i,-0.0075845-0.0038819i,-0.0061781-0.0026687i,-0.0036838-0.0012702i,-0.0018783+0.00017116i,-0.0007342+0.00032213i,0.00011598-0.00022173i,0.00039477-0.00033598i,0.00059906-0.00048852i,0.00065661-0.0003062i,0.00023341-0.00044231i,-0.00040506-0.0010943i,-0.00074513-0.00026675i,-0.00047115+0.00023258i,-0.00010444-0.00028855i,-0.00016176-0.00015857i,-0.00076795+0.00064569i
-0.0010783+0.0018028i,0.00056618+0.0031661i,0.0024497+0.0031758i,0.0024256+0.0005121i,0.00076152-0.0016952i,-0.0030135-0.00042152i,-0.0064769+0.002863i,-0.0072489+0.0059363i,-0.0064134+0.006281i,-0.0047655+0.0044689i,-0.0029031+0.0019705i,-0.0014337-0.00057739i,-0.00025299-0.0023528i,0.00015413-0.0033935i,0.00014923-0.0026049i,-0.00034138-0.0014197i,-0.0012488-0.00060529i,-0.0011097+0.00045717i,-0.00030532+0.0007363i,0.00072525+0.0005059i,0.0014727+0.00036793i,0.0016135+0.00054587i,0.0015049+0.0010183i
-0.0015015-0.0016868i,-0.004168-0.0022421i,-0.0031718-0.0026781i,0.00017036-0.0019998i,0.0019163-0.0021039i,0.0030359-0.00090951i,0.0055097+0.0025083i,0.0057389+0.0049993i,0.0044163+0.0061605i,0.003145+0.0063211i,0.0024465+0.0042787i,0.0020408+0.0016891i,0.00054586+0.0007877i,-0.00080747+0.00056214i,-0.0015319-0.00071342i,-0.0015621-0.0019898i,-0.00064505-0.0021616i,0.00020641-0.00089707i,0.00077524+0.00049326i,0.0008285+0.00076891i,0.00019616+0.00068208i,5.3253e-05+0.00054751i,0.00028782+0.000673i
0.0016651-0.0020742i,0.0026714-0.002469i,0.0020202-0.0031428i,0.00078147-0.0024971i,0.00018983-0.001057i,0.0025519-0.0012181i,0.0065136-0.0025078i,0.008678-0.003107i,0.008414-0.003892i,0.0064725-0.0035849i,0.0036552-0.001391i,0.00092322-9.4088e-06i,-0.0013451+0.0015569i,-0.0018586+0.0033101i,-0.0015772+0.0031696i,-0.0012207+0.0018299i,-0.0011077+0.0011083i,-0.0018841-0.00036307i,-0.0017509-0.0012017i,-0.0013002-0.00023312i,-0.0016425-8.7622e-05i,-0.001546+4.6041e-05i,-0.00079361+0.00081984i
-0.0013757-0.00027433i,-0.0030618+0.0014688i,-0.0054701+0.0024901i,-0.0059691+0.0022695i,-0.0046396+0.00038844i,-0.0024022-0.0025655i,-0.00019996-0.006523i,3.9357e-05-0.0091829i,-0.0011416-0.0089936i,-0.0012396-0.0067126i,-0.00080979-0.0043174i,-0.00069243-0.0015031i,0.00057738+0.00039642i,0.0022755+0.0013104i,0.0023816+0.001759i,0.0013889+0.0011612i,-2.2821e-05+0.00042151i,-0.0012214-0.00036011i,-0.0012304-0.00099282i,-0.00080192-0.0013023i,-0.00049215-0.00057029i,-0.00042504+0.0012355i,-0.00023078+0.001751i
0.00043409-0.00053411i,0.002111-0.0022748i,0.0027254-0.0024761i,0.00088908-0.001784i,-0.00044203-0.0013906i,-0.0041498-0.0021884i,-0.0094398-0.0026101i,-0.012247-0.0014724i,-0.011644-0.00051191i,-0.0082755-4.3804e-05i,-0.0046051+0.0011625i,-0.0020375+0.0025744i,-0.00024126+0.0020169i,0.0011022+0.00073784i,0.0017557-0.0001293i,0.0020434-0.00051107i,0.0015627-0.00089484i,0.00061571-0.00033638i,4.4774e-06+8.9108e-06i,0.0007087-0.0011785i,0.0013289-0.0018834i,0.00011018-0.0015953i,-0.00096299-0.00074711i
0.0010263+0.002226i,0.00098455+0.0020793i,0.00090015-0.00056283i,0.00065525-0.002045i,-0.0011802-5.994e-05i,-0.0040091+0.0023351i,-0.006227+0.00544i,-0.0067757+0.0082025i,-0.0045918+0.0081005i,-0.0022127+0.0067684i,-0.00052756+0.0053492i,-0.00019802+0.0019462i,-0.00066726-0.0017035i,-0.0017085-0.0023063i,-0.0026001-0.0018885i,-0.0023295-0.0019819i,-0.00070151-0.0011431i,0.0005738+0.00013672i,0.0013487+0.00054361i,0.0016026+0.00019197i,0.00073821-0.00081663i,0.00015021-0.0010936i,0.00078043-0.00069223i
-0.0015104+0.00066877i,-0.0018011+0.001496i,-0.0014553+0.0017651i,0.00022736+1.3758e-05i,0.0025381-0.0016581i,0.0046589-0.00036675i,0.0072945+0.0040838i,0.0088998+0.0066834i,0.0084396+0.0058715i,0.0072344+0.0040881i,0.0052963+0.0013079i,0.002883-0.00048611i,0.0005081-0.00036562i,-0.0013845+0.00064786i,-0.0026582+0.0013236i,-0.0027729+0.00080843i,-0.0021917+0.00039787i,-0.0015798+8.2913e-06i,-0.0008193+0.00014371i,-0.00011519+0.0011327i,0.00042313+0.001748i,0.00073002+0.0011743i,-0.00020651+0.000245i
-0.00012656-0.00085533i,0.0018112-0.002101i,0.0021136-0.0033803i,0.0024164-0.0027616i,0.0041266-0.0029856i,0.0077297-0.0048824i,0.011408-0.0074459i,0.011574-0.0090957i,0.0084175-0.009175i,0.0049582-0.0077641i,0.0027961-0.0049897i,0.0002524-0.0014763i,-0.0020009+0.0015126i,-0.0015924+0.0027714i,0.00074136+0.0031712i,0.0020266+0.0024891i,0.001104+0.0013995i,-0.0003489+0.00097581i,-0.0015567+0.00065913i,-0.0014355+0.0004915i,0.00054571+6.2079e-05i,0.0016689+0.00036676i,0.00096916+0.00088746i
-0.00018794+0.0018874i,0.00095194+0.0021319i,0.0014184+0.0019242i,0.00048437+0.0012414i,-0.0016768-0.00097931i,-0.0038509-0.0043221i,-0.0049335-0.0089656i,-0.0058062-0.010091i,-0.0060246-0.0077715i,-0.0057681-0.0053699i,-0.0048594-0.0028184i,-0.0027097-0.0011155i,-0.00020738-0.0011745i,0.001449-0.0013083i,0.0023437-0.0014925i,0.0027618-0.0023514i,0.0023734-0.0021405i,0.00085573-0.0010889i,0.00054108-0.00083836i,0.00086249-0.0010858i,0.00017718-0.0015605i,-3.8497e-05-0.0013408i,0.00077958-8.8153e-05i
-0.00061566-0.0030316i,-0.0038873-0.0021069i,-0.0059785-0.0013488i,-0.0073914-0.00065928i,-0.010374-0.00076032i,-0.0149+7.9852e-05i,-0.016487+0.001164i,-0.014556+0.0011613i,-0.011395+0.00169i,-0.0082192+0.0028168i,-0.0041244+0.0034113i,0.00069927+0.0032866i,0.0029597+0.0019334i,0.0026365+0.00028678i,0.0015509-0.0014915i,0.00085513-0.0031331i,0.00081074-0.0036667i,0.00086711-0.0027242i,0.00053009-0.0017932i,0.00027647-0.0010221i,0.00013767-0.00039452i,-0.00031847-0.00027561i,-0.00054303-0.00013822i
0.0010338-0.00082009i,-0.00013464-0.003254i,-0.0015527-0.0043204i,-0.0026712-0.0029619i,-0.0024863-0.00082433i,-0.00123+0.0029521i,-0.00088152+0.0085638i,-0.00030827+0.012264i,0.00086369+0.011404i,0.0017472+0.0086138i,0.0015128+0.0060478i,0.00045016+0.0032766i,-0.0014959+0.0020148i,-0.0033222+0.0021455i,-0.0034348+0.0024704i,-0.0034096+0.0020281i,-0.0027545+0.0008282i,-0.0013268+0.00081148i,2.8567e-05+0.0014256i,0.00060791+0.001625i,0.00081613+0.00082702i,0.00073587-0.00031255i,9.3022e-05-1.3717e-05i
-0.019724+0.014849i,-0.011738+0.022487i,0.0016338+0.029354i,0.012262+0.019387i,0.01805+0.0066953i,0.018354-0.0024761i,0.013586-0.0023496i,0.0099585+0.00082222i,0.0079456+0.0018315i,0.010165+0.0015219i,0.012016-0.0028972i,0.0082245-0.0085022i,0.0028766-0.011739i,4.8148e-05-0.014879i,-0.00014997-0.014532i,0.00025833-0.0080575i,0.00070766-0.0012079i,-0.00049823+0.00087947i,-0.0029749-0.00037874i,-0.0038041-0.00021591i,-0.002593+0.0013944i,0.00011952+0.0018625i,0.002328+0.00051185i
-0.003146+0.0033579i,-0.00095002+0.0050344i,0.0019781+0.0060358i,0.004097+0.0037998i,0.0058057-0.00065848i,0.008574-0.0077874i,0.0090219-0.014555i,0.0058867-0.015298i,0.0031065-0.011884i,0.001141-0.0087772i,-0.00069799-0.0059288i,-0.0014453-0.0022084i,-0.001022+0.00062402i,-5.013e-05+0.00037679i,0.0016278-0.00039653i,0.0026007+1.5833e-05i,0.0022306+0.00024325i,0.0013308-0.00019394i,-0.00020047-0.00040335i,-0.0010121-0.00055713i,-0.0010934-6.2542e-05i,-0.0009546+0.00022441i,0.00033722+0.00011647i
-0.0028134-0.00072682i,-0.0056861+0.0017782i,-0.0070742+0.0048869i,-0.0043708+0.0040659i,-0.0012771-0.00084249i,-0.0038759-0.0073849i,-0.010179-0.010595i,-0.013466-0.0083352i,-0.010928-0.0048249i,-0.0074386-0.0027847i,-0.0055109-0.00084523i,-0.0032676+0.00083515i,-0.0013641-0.00022562i,0.00012235-0.002261i,-2.5748e-05-0.0026329i,-0.00092519-0.0027598i,-0.0017194-0.0030586i,-0.0014647-0.0020745i,-0.00096116-0.0017529i,-0.00071072-0.0013103i,-0.00098721+0.00020452i,-0.0010647+0.00063143i,-0.00033146-0.00061965i
0.0016229-0.0013079i,0.0030665-0.0035481i,0.0029975-0.0046813i,-0.0029138-0.003089i,-0.0092498+0.0015836i,-0.012718+0.0083193i,-0.014594+0.013515i,-0.01252+0.013059i,-0.0081227+0.010044i,-0.0042804+0.0078689i,-0.0006513+0.0058985i,0.0022437+0.0031949i,0.0023842+0.00044755i,0.0010923-0.0016046i,0.0002023-0.0025845i,-0.00060851-0.0031402i,-0.0011088-0.0023054i,-0.0012064-0.0014666i,-0.00076644-0.0012821i,5.4148e-05-0.0001607i,0.00078652+0.0010263i,0.0010993+0.0007226i,0.00058425+0.00012038i
0.00048926+0.0041644i,0.00080644+0.0046786i,0.001486+0.0050956i,0.0010751+0.0038557i,0.0021119+0.0054142i,0.0059568+0.0099849i,0.0094144+0.014232i,0.010573+0.014339i,0.0094119+0.010056i,0.0074922+0.0063513i,0.0049902+0.0038086i,0.0017573+0.00091652i,-0.0011417+0.0005233i,-0.0025693+0.0018264i,-0.0022492+0.0013932i,-0.0010118+0.0012706i,0.00020136+0.0019849i,0.00094453+0.001521i,0.00074993+0.0011752i,0.00069237+0.00075701i,0.0010992+0.00019208i,0.00066314-0.00033103i,-0.00028857+5.3142e-05i
