-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
0.0022552+0.0019009i,0.001851+0.0013038i,0.0014759-0.00055148i,0.00042851-0.0016336i,-0.00014279-0.0022617i,1.7039e-05-0.0026394i,-3.5498e-05-0.0027174i,0.00038769-0.0027783i,0.00050937-0.0026587i,0.00040973-0.0018553i,0.00076822-0.00090575i,0.0012313-0.00032314i,0.00014284+0.00023655i,-0.00030375+8.3387e-05i,0.00035217+0.00054708i,-1.7032e-07+0.0016493i,-0.00015158+0.0011336i,-0.0006809-0.00020163i,-0.00045921-0.00027369i,0.00061405-0.00015398i,0.0012221+2.5972e-05i,0.0010172+0.00034454i,-7.0509e-05-0.00022601i
0.00015449-0.001831i,8.0696e-05-0.0017246i,-0.00022744-0.00040808i,0.00047695-0.00017841i,0.00053785-0.00099873i,-0.00045475-0.0015472i,-0.00044799-0.0017344i,-0.00061279-0.0019369i,-0.00053862-0.0024152i,0.00016052-0.0023433i,0.00044466-0.00090709i,0.00026252-5.4187e-05i,1.3113e-05-0.00048947i,-0.00031197-0.00039619i,-0.0003423+3.3009e-05i,-0.00027469-0.00016994i,0.00026432-5.3185e-05i,0.00016281+0.00090095i,0.00013996+0.00039837i,0.00098807+8.0201e-05i,0.00085247+0.00069105i,6.9662e-05+0.00040673i,0.00063444-0.00027793i
0.0025101-0.00042627i,0.0024906-0.00023906i,0.0015284-0.00094658i,0.00017632-0.0010412i,-0.0012198-0.0010375i,-0.00043096+2.3527e-05i,0.00062659+0.00067941i,0.00013015-0.00077187i,0.00014495-0.0015962i,-0.00035317-0.00097534i,-0.0009617-0.00042227i,-0.00064473+3.7338e-05i,3.4183e-05+0.00031899i,0.00041433+0.00016939i,0.00058831-9.0841e-05i,0.00053333+0.00053658i,0.00024437+0.0004849i,-0.00023599-0.00051758i,-0.00032676-0.001053i,-7.948e-05-0.00082219i,0.00027142-0.00042938i,0.00039529-0.00025921i,0.0001551-0.00016791i
-0.00039502-0.00077314i,-0.00010681-0.001837i,0.00079387-0.0010862i,0.00036938-0.00056456i,-5.18e-05-0.00065015i,6.177e-05-0.00042704i,0.00088249-0.0005616i,0.00054921-0.0012512i,-0.00028325-0.0018771i,-6.4301e-05-0.0010505i,0.00041948-0.00070898i,0.00071572-0.00041819i,0.00063893+0.00085429i,0.0004821+0.00056477i,0.00041594-0.00044653i,0.00040746+8.978e-06i,-0.00046712+0.00010636i,-0.00071472-7.8728e-05i,-0.0005786-9.6627e-05i,-0.00018206+5.4393e-05i,0.00043268+0.00049394i,-0.00014238-0.00017223i,-0.0010691-0.00049506i
0.0024505+0.0012686i,0.002526+0.00095826i,0.0025396+2.1689e-05i,0.0024592-0.00095682i,0.0013486-0.0016643i,-0.00021629-0.0018966i,-0.00034225-0.0019319i,-0.00029307-0.0019013i,-0.00075163-0.0014331i,-0.0011724-0.00051082i,-0.00093987-0.00017841i,-0.00017835-0.0008035i,0.00049388-0.00055893i,-0.00028079+0.00035849i,-0.00090907+0.0001689i,-0.00017757-0.00018536i,0.00011937+0.00050147i,0.00078977+0.00058551i,0.00079585+0.00037076i,0.00079806+0.00022024i,0.0010315-0.00049657i,-0.00013535-0.00084492i,-0.00071672-0.00047685i
-0.001779-0.00034011i,-0.0011163-0.0014847i,-0.00047867-0.0017892i,-0.00025045-0.00062147i,-0.0006769-0.00048679i,-0.00066351-0.0014505i,-0.00063414-0.0017827i,-0.00041991-0.0019406i,-0.00010436-0.0020309i,-7.1152e-05-0.0012345i,-0.00036545-0.00053742i,-3.4607e-05-0.00050222i,8.6994e-05-0.000293i,4.3836e-05+7.3471e-05i,0.00026837+0.0004683i,0.00028448+0.00034848i,3.068e-05+0.00074733i,0.00017854+0.00050464i,-0.00010434-0.0005402i,-0.00012927-0.00064593i,0.00031748-0.00016695i,0.00068353-0.00036871i,0.00065772-0.00061207i
0.0020975-0.00056496i,0.0029363+0.00048217i,0.0022926+0.00071944i,0.00075535+0.00082741i,-0.00070685+0.0011221i,-0.00086393+0.00032266i,0.00047106-0.0011547i,0.0009267-0.0018041i,9.5203e-05-0.0015427i,-0.00073494-0.00077457i,-0.00066661+1.9341e-05i,-0.00055-0.0001819i,-0.00048202-0.00029587i,-0.00040951+0.00042796i,-0.00064735+0.00010554i,-0.00035773-0.00014275i,-1.8196e-06-2.6326e-05i,-0.00018044-0.00026414i,-6.3563e-05-0.00017569i,0.00044124+0.00017901i,0.00041084-5.0647e-05i,0.00016037-0.00080861i,-0.0002506-0.00071582i
-0.0018794+9.2886e-05i,-0.0016964-0.001539i,-0.00026057-0.0028046i,0.0009314-0.0021085i,0.00087489-0.0010305i,-0.00015212-0.0013216i,-0.00028298-0.0016075i,0.00057692-0.0013296i,0.00023248-0.0018531i,0.00014363-0.0020094i,0.00075268-0.00099944i,0.0010604-5.8794e-06i,0.00070096+0.00035034i,0.00028182+0.00049328i,0.00025411+0.00057742i,-0.00027318+0.00019877i,-0.00027951+0.00010834i,-0.00027857+9.9474e-05i,-0.00048647-0.00039885i,-0.00034058-0.00088817i,9.0267e-05-0.00078631i,0.00022335-0.0006236i,-0.00013501-0.00012847i
0.0020086-0.00049061i,0.0032534-0.00051689i,0.0023259+1.5891e-05i,0.00051942+0.00030647i,-0.00027974+0.00016914i,-0.00058138-9.1305e-05i,-0.00079095-0.00021381i,-0.00031243-0.0014004i,0.00027939-0.0018816i,0.00028248-0.0012483i,-6.8527e-07-0.00044486i,-0.00038858-0.00046649i,-0.00025293-7.6546e-05i,-0.00011996+0.00056082i,4.2076e-06+0.0001408i,0.00016983-0.00089635i,0.00013698-0.0006333i,0.0002965-0.00022274i,0.00058866-0.00034742i,0.00016459+0.00035106i,3.2018e-05+0.00056589i,0.00015668-0.0001729i,-0.00038615-0.00015723i
-0.00065797+0.0013845i,-0.00085718+0.00076096i,0.0014713+0.00024063i,0.0025522-0.00051091i,0.0010439-0.00093893i,-0.00022911-0.00082512i,-0.00019495-0.0014397i,-0.00045277-0.0024677i,-0.00075035-0.0030406i,-0.001026-0.0019371i,-0.0012051-0.00099385i,5.2091e-05-0.0010513i,0.00074711-0.00075058i,-0.0002609-0.00030942i,-0.0001399-0.00032432i,0.001256-0.00011219i,0.0012945+0.0004346i,0.00053667+0.00057456i,0.00058495+0.00015471i,0.00023243-0.00061996i,2.1288e-05-0.0010275i,0.00061135-0.00059291i,0.0003546-0.00055013i
-0.00064927-0.00078996i,-0.0001296-0.0024263i,0.0003262-0.0031274i,0.00063453-0.0024095i,0.0011701-0.00083623i,0.00028861-0.0013709i,-0.00023611-0.0028891i,0.00014613-0.003359i,0.00026617-0.002297i,0.00059216-0.00073225i,0.00068315-0.00037621i,0.00019963-9.2506e-05i,6.525e-05+0.00030976i,7.173e-06-2.5171e-05i,-0.00016442+0.00017529i,8.7247e-05-5.6675e-05i,0.00013046-9.4313e-05i,0.00032847+0.00056697i,0.00052883+0.00020725i,0.00025358+0.00015273i,0.00097182-0.0003351i,0.0017052-0.00038522i,0.0010427+7.358e-06i
0.00034236+0.0013145i,0.00031073+0.0013969i,0.00054838+0.0012957i,0.00064014+0.00067285i,0.00022791-0.00012304i,-0.00016849-0.00033685i,4.9932e-05-0.00014943i,-0.00037144-0.0011651i,-0.0004916-0.0032021i,-0.0004394-0.003344i,-0.00026609-0.0013398i,-1.6537e-05-0.00031581i,0.00030196+7.6648e-05i,0.00051256+0.00045214i,0.00055731+0.00067326i,0.00018507+0.0010473i,-0.00098983+0.00031332i,-0.0010934-0.00039823i,2.5008e-05-0.00020003i,0.00030085+0.00010067i,0.00027745-7.452e-05i,0.00015703-0.00051016i,-0.00019038-0.00036448i
0.00057813-0.0042103i,0.0013286-0.0037279i,0.0005464-0.0023685i,0.00014099-0.0010914i,0.00026245-0.0007597i,0.00087142-0.00061776i,0.00042054-0.0014764i,-0.00015598-0.0024293i,0.00066333-0.0020544i,0.00041138-0.00092546i,-0.00050713-0.00049624i,-0.0010047-0.000829i,-0.00125-0.00098521i,-0.00082879-0.00038574i,-0.00035387+5.783e-05i,0.00042281+8.8141e-05i,0.00038391+0.00024626i,-0.00058713+0.00029383i,-0.00014959-0.00044082i,0.0010318-0.00056148i,0.0017031-0.0004145i,0.00080318+1.0077e-05i,0.00033489+0.00066368i
0.00047845+0.002249i,0.00090992+0.0010258i,0.001205-0.0001438i,0.00055565-0.0012829i,-0.00033758-0.0014074i,-0.0011775-0.0010177i,-0.00089743-0.0010619i,-0.0008648-0.0015833i,-0.0010305-0.0022045i,-0.00056022-0.0023295i,-4.3366e-05-0.001262i,0.00044584-0.00081912i,0.00054429-0.00063154i,2.8058e-05-0.00025199i,-1.1353e-05+9.5802e-06i,0.00081972+0.00016604i,0.0012934+0.00028208i,0.0012463+0.00078097i,0.0011646+0.00067934i,0.0010563-0.00016461i,0.00047681-0.00091587i,-0.00037382-0.00071831i,0.00022132-0.00078807i
0.00030701-0.0011006i,0.0014816-0.0014476i,0.0024118-0.0012531i,0.0018945-0.0012266i,0.0015603-0.00018449i,0.0017255+0.00020313i,0.00081818-0.00036448i,0.0001888-0.00065867i,-0.00010031-0.0010201i,0.00015273-0.00097313i,0.00058902-0.0004084i,0.00047263+0.00013818i,3.4735e-05+0.00045793i,-0.00017285+0.000361i,-0.00012071+0.00031438i,-0.00050455+0.00012192i,-0.00055479+0.00070263i,7.367e-05+0.00080959i,0.00021088+0.00029682i,0.00036268+6.9984e-06i,-6.6673e-05-0.00027462i,-0.00072-0.0007055i,-0.00046755-0.00055081i
0.00043757-0.00032942i,3.7593e-05-0.00032252i,-0.00043336+0.00061158i,0.00015366+0.00084016i,0.00010791+0.00047171i,-2.5035e-05+0.00046608i,-0.00022223-0.0003776i,0.00021253-0.001904i,0.00059062-0.0024205i,-0.00024527-0.0015726i,-0.00043458-0.0003884i,5.6458e-05+0.00010065i,0.00013566-0.00032727i,0.00016674-0.0006769i,0.00033869-0.00028111i,0.00041877+7.8189e-05i,-0.00032899-0.00019918i,-0.00069392+0.00013484i,0.00042101+0.00033211i,0.00096752-0.0003245i,0.0002145-0.00068268i,-0.0002648-0.00048027i,-0.00019718-0.00038275i
2.805e-05-0.00057846i,0.0011984-0.00127i,0.0015783-0.00060291i,0.0012939-0.00066401i,0.0014123-0.0011934i,0.00050785-0.0016591i,-0.00082819-0.0020272i,-0.00065018-0.0021429i,-0.00046129-0.0017511i,0.00014457-0.0014356i,0.00073301-0.00070567i,0.00039623-0.00052798i,-0.00019297-0.0011183i,-0.00042091-0.00026931i,-0.00044103+0.00050933i,-0.00034853+0.0001854i,-0.00030479-0.00025371i,-1.3948e-05+0.00022036i,0.00024678+0.00043367i,0.00056066+0.00023058i,0.00078833+0.00023886i,0.00055215-0.0002907i,-8.4448e-05-0.00077334i
0.00048553+0.0024187i,0.00074006+0.0015812i,0.00081105+7.6875e-05i,7.4038e-05-0.00080392i,-0.00052389-0.0005395i,-0.00079649-0.00066574i,-0.0011201-0.0010926i,-0.0013314-0.0010913i,-0.00030403-0.0010424i,1.8815e-05-0.00042826i,-0.00014741-0.00044197i,0.00084614-0.0010123i,0.00058091-0.00055202i,-0.00016842-8.0368e-05i,-0.00010423-0.00029131i,-0.00072781-2.8698e-05i,-0.00087157-1.6126e-05i,6.0366e-05-8.9449e-05i,6.8596e-05-0.00021222i,0.00021029-0.00055661i,0.0006492-0.00056028i,0.00031939-0.00089809i,-0.00032924-0.00079524i
0.00044614-0.00077282i,0.001117-0.0012509i,0.00078219-0.0012462i,0.00071713-0.0012698i,0.0012318-0.0010674i,0.001148-0.00042594i,0.0003106-0.00056219i,-7.961e-05-0.00087016i,-0.00067133-0.0011983i,-0.0013352-0.0011804i,-0.00091805-0.00098805i,-0.00046979-0.0012549i,-0.00035175-0.00013819i,-0.0001801+0.0012628i,0.00016593+0.00093482i,0.00010694+0.00045383i,0.00048697+0.00040661i,0.001202-0.00034962i,0.00035606-0.001015i,-0.00010833-0.0013239i,0.0003978-0.00086376i,0.00075491-0.00032819i,0.00076119-0.00037999i
0.0013489-0.00025565i,0.0013046+0.0004312i,0.00016619+2.7693e-05i,-0.0013694-0.0001167i,-0.0014861+0.00017043i,-0.00025409+1.435e-05i,3.5185e-05-0.0012446i,0.00012926-0.0025093i,0.00035768-0.0023697i,-0.00025232-0.002087i,-0.00065565-0.0018762i,-0.00072157-0.00058414i,-0.00018306+0.00013984i,0.00031928-0.00031685i,-0.00021887-0.001008i,-0.0001447-0.00032167i,-0.00027932+0.00025694i,-0.0001039+6.3639e-05i,0.00028605-6.6791e-05i,-0.00017573-0.0010912i,4.7844e-05-0.0012301i,0.00030871-0.00018215i,0.00029459-5.2226e-05i
0.00028693-0.00090173i,-0.00043361-0.0011006i,-0.00015401-0.00076004i,-2.2991e-05-0.00041958i,-0.0001372-0.00058901i,-0.00075329-0.0014587i,-0.0010885-0.0019954i,-0.00091548-0.001691i,-0.00061881-0.001858i,-0.00032261-0.0013432i,-7.754e-05-0.00021219i,8.1272e-05-0.0001144i,0.00011366+8.2066e-05i,-1.162e-05-0.00016606i,-0.00048564-0.00045682i,-0.00080979-0.00042772i,-0.00046376+0.00019073i,-5.405e-05+0.00081629i,0.00011495+0.00075674i,0.00049787+0.00062233i,0.0010756+0.0010705i,0.0010211+0.00044251i,0.00030363+4.0315e-05i
-0.00026599+0.00060961i,0.00047273+0.0011069i,0.0013944-0.00086176i,0.00088923-0.0014892i,0.00014484+0.00014735i,0.0003226+0.00041216i,9.0077e-05-0.0006469i,0.00017737-0.0017381i,-0.00012247-0.0021175i,-0.00081471-0.0012426i,-0.0001095-0.00029488i,0.00061521-0.00030916i,-0.00013092-0.00089874i,-0.00086656-0.0011016i,-2.2681e-05-0.00069828i,0.00076416+4.0719e-05i,0.00098721+0.00026982i,0.00098891+4.5656e-05i,0.00088929-0.00018468i,0.00047879-9.8783e-05i,0.00035203+0.00036198i,0.00072363-0.00027203i,0.00066272-0.00033701i
-0.0012905+9.6608e-05i,-0.0011008-1.1867e-05i,0.0001302+0.00031233i,0.00091895+0.0011941i,0.0010261+0.00090187i,0.00069876-0.00010011i,0.00014845-0.00078034i,0.00023934-0.0020596i,0.00063489-0.0021977i,0.0001804-0.0010982i,-0.00047754-0.00049378i,-0.00027502-0.00042768i,-0.00032943-0.00046582i,-0.00078576+5.4663e-05i,-0.0011628+0.00041882i,-0.0013711+0.00023398i,-0.00048496-0.00016671i,5.5508e-05-8.7436e-05i,0.00030696-0.00041549i,0.0010227-0.00038373i,0.00067084+6.0816e-05i,-9.9269e-05-1.9024e-05i,0.00038042-8.0242e-06i
-0.0005971+0.00034919i,0.00035983-0.0004206i,0.0010012-0.00034882i,0.0011801-1.0083e-05i,0.0013222-0.00050269i,0.00065658-0.0021027i,6.8781e-05-0.0026923i,0.00035978-0.002408i,0.00036575-0.0014637i,0.00036347-0.0014439i,0.00032886-0.0015812i,-0.00015213-0.00084077i,-0.0011377-0.00021397i,-0.00087601+0.00044343i,-0.00022552+0.00021984i,-0.00054725-5.0914e-05i,-0.00067201+0.0002943i,-0.00011445-0.00037328i,0.00039325-0.00088208i,0.00041068+9.5194e-05i,7.8886e-05+0.00025198i,0.00024213-0.00062416i,0.00071925-0.00072369i
0.00056232+0.0012261i,0.0010464+0.00061717i,0.0017874-0.00054151i,0.0016848-0.0015995i,0.0013558-0.0016889i,0.0004762-0.0013774i,-0.00036477-0.0013035i,-0.00052074-0.0014992i,-0.00019121-0.0015845i,-0.0004022-0.0015543i,-0.00047078-0.000975i,-0.00048722-0.00036689i,-0.00079026-0.00015237i,-0.00072559+0.00039354i,-0.00067043+0.00055503i,-0.00047234+0.00051143i,0.00019087+0.0006037i,0.00034296-0.00044937i,-9.5069e-05-0.0016444i,-0.00024598-0.001295i,-3.8586e-05-0.00032106i,0.00022982-0.00029691i,-2.2101e-05-8.7982e-05i
0.00081249-0.0011227i,0.0021101-0.00076214i,0.0032276+0.00059203i,0.0026719+0.0011369i,0.0014469+0.00080355i,0.0012299+0.0002382i,0.00078343-0.0014811i,0.00042422-0.0028915i,0.0006751-0.0025211i,-6.716e-05-0.0017209i,-0.00074986-0.0010141i,-0.0009307-0.00051063i,-0.0007525-0.00093496i,-0.00072516-0.00088085i,-0.0010194+0.00025833i,-0.0010496+0.00053013i,-0.00032745+0.00023744i,-8.5486e-05+0.00017845i,-0.0001921-0.00041502i,0.00031851-0.00065404i,0.00055213-7.8613e-05i,0.00068354-0.00022548i,0.0013504-0.0003579i
-0.00013562-0.0003027i,-0.00063469-0.00027992i,-9.9189e-05-0.00032515i,-3.5213e-05-0.00049902i,-0.00047188-0.00056055i,-0.00050689-0.00098348i,-0.00023488-0.00097713i,-0.00048776-0.0016249i,-0.00011045-0.0024312i,0.00060883-0.0020637i,0.00049496-0.0013561i,0.000423-0.0008067i,2.9051e-05+0.0001449i,-0.00020421-1.6124e-05i,-2.7199e-05-5.6259e-05i,-0.0006938+5.4735e-05i,-0.00041239+0.00022318i,0.00018088+0.00044864i,-0.00016133+8.1307e-05i,5.0443e-06-0.00019473i,0.00060277-0.00041028i,0.00086136+8.0422e-05i,0.00056401+0.00061165i
0.00035434+0.00047991i,0.00094193+0.00036426i,0.0013427+0.0005151i,0.0015503+0.00031984i,0.0018806+0.00011771i,0.0019428-0.00071939i,0.00092747-0.00094838i,-0.00023029-0.0013681i,-0.00050515-0.001052i,-0.00014276-0.00043353i,-0.00033315-6.8034e-05i,-0.00024377+4.1306e-05i,0.00058244-0.00011856i,0.00047702-0.00035061i,0.00021335-0.00013932i,8.8767e-05+0.00012513i,-5.2179e-06+0.00041606i,0.00063823+0.00042808i,0.00059039+3.9594e-05i,0.00031813+0.00019207i,0.00015512+0.00025779i,0.00013267+0.0001056i,0.00096157-0.000186i
0.0014568+0.00059798i,0.00074324+0.00029022i,0.0021145-0.00039114i,0.001134-0.00037095i,-0.00023701-0.00076488i,0.00020492-0.0012184i,0.00032224-0.0014474i,0.00016092-0.0013297i,-0.00014912-0.0016349i,-0.00051903-0.001315i,-0.00068279-0.00033747i,-0.00038605+6.6896e-06i,-0.00034335-0.00057993i,-0.00032232-0.00034563i,4.2334e-05+0.00046223i,0.00016126+0.00028697i,0.00031139+0.00065839i,0.00067946+0.00073932i,0.00060529+0.00082471i,0.0003054+0.00077179i,0.00048467+0.00025036i,0.00053499-0.00015162i,0.000548-0.00038805i
0.0012543+0.0008178i,0.00078484-0.00035182i,0.00083957-0.0013852i,0.00047516-0.0015639i,0.00023533-0.00087318i,-0.00036955-0.00040141i,-0.001117-0.0015199i,-0.0010617-0.0021925i,-0.0005988-0.0016274i,0.00023859-0.0012298i,0.00015685-0.00087137i,-0.00023534-0.00091402i,-0.0002362-0.00053i,-0.00018797+0.00056421i,-0.00023909+0.00032546i,5.4315e-05-0.00016118i,0.00035063+6.6892e-05i,0.00040849-0.00034606i,0.00020114-0.0008427i,-0.00022074-0.0002693i,-0.000282+0.00061655i,0.00040233+0.00043939i,0.0011229-0.00026091i
0.0020258-0.00095778i,0.0022371-0.00044849i,0.0020941-0.0003146i,0.001791-0.00052011i,0.00098641-0.0010847i,0.00035204-0.001338i,0.00044154-0.0021698i,0.0010449-0.0025798i,0.00070096-0.0014326i,-0.000458-0.00031962i,-0.00041884+0.00011199i,0.00068544+0.00022031i,0.0011375+0.00023894i,0.00024289+0.0002237i,-0.00068741-0.00015489i,-0.00019939-0.00053119i,0.00033266-0.00075542i,-5.0744e-05-0.00046619i,0.00025627+0.00019413i,0.00081289+0.00012639i,0.0013254-0.00043367i,0.00092359-0.00085495i,-0.00045212-0.00082178i
-0.0042121+0.00024703i,-0.0016727-0.00057034i,-0.00034971-0.00028789i,0.00096363+0.00047931i,0.0015493+0.001331i,0.001493+0.00026936i,0.00091233-0.0012687i,0.00012553-0.0021759i,0.00027701-0.0022037i,0.00035978-0.00080889i,7.4733e-05+0.00035343i,0.00037537+0.00051939i,0.00071033+3.536e-05i,0.00049409-0.00017857i,-7.5772e-05-0.00017603i,0.00038167-0.0006446i,0.00096157+0.00016722i,0.00084454+0.00040079i,0.00096578-0.0001413i,0.00054275-0.00048335i,0.00021247-0.00049543i,0.0005502-4.2972e-05i,0.0005258-0.0001798i
-0.00039725+0.00096925i,0.00080617+0.0002264i,0.00019421+0.00062283i,5.1023e-05+0.00080265i,0.00090709+0.00049021i,0.0010826-0.00045292i,0.00030841-0.0010396i,8.2342e-06-0.0014922i,0.00087517-0.001104i,0.00063576-0.0010926i,0.00011275-0.00063057i,-0.0002768+0.00042189i,-0.00019324+7.7684e-05i,0.00030038-0.00023472i,0.00036972+0.00017005i,8.0891e-05-0.00018754i,-0.00012222-0.00046525i,0.00012808-0.00027699i,0.00049585-0.00021411i,0.00017839-0.00015448i,-0.00078958-0.00023135i,-0.001056-0.00035919i,-0.00051909-2.9216e-05i
-0.0018313+0.00087297i,-0.0016474+0.00026046i,-0.0001315-0.0003072i,0.00078335-0.00066916i,-1.6967e-05-0.0010676i,-0.00064098-0.00078979i,0.00013702-0.0010708i,0.00051046-0.0019623i,-9.9655e-05-0.0022789i,-0.00034876-0.0012636i,0.0001941-0.00076856i,-3.3592e-05-0.00086739i,-0.00048331-0.00016836i,-0.00062777+0.00070473i,-0.00067269+0.0010244i,-8.3739e-05+0.0007376i,0.00058707+2.926e-05i,9.1824e-05-0.00026019i,-0.00045638-0.00044959i,0.00013199-0.00089591i,0.00026007-0.00012537i,-0.00022477+0.00046201i,-0.00041642-0.00015376i
0.00039074-0.0028479i,0.0021932-0.0029395i,0.0020217-0.0019145i,0.0007875-0.00049904i,4.8047e-05+0.00028466i,0.00035853-0.00016777i,0.00043062-0.0010207i,-0.00016709-0.001811i,0.00025832-0.0014738i,0.00035191-0.00087079i,-0.0005429-0.00029305i,-0.00023594+0.0001709i,0.00036981-0.00049011i,0.00077796-0.00041153i,0.00023832+0.00029879i,-0.00069776+0.00011264i,-0.00024763-4.465e-05i,4.1884e-05-0.00044625i,-0.00099111-0.00079942i,-0.00098054-0.00028986i,0.0004477-0.00019075i,0.0008203-0.00013183i,-1.7442e-05+0.00042271i
-0.0019158+0.0029127i,-0.0011958+0.0023255i,0.00055247+0.0020003i,0.0009558+0.00087201i,0.00055759+2.0073e-05i,-0.00069539-0.00054189i,-0.0010071-0.0012559i,-0.00010037-0.001157i,8.7845e-05-0.00072422i,-7.7803e-05-0.00083489i,3.1614e-05-0.00035506i,-0.000129-8.5398e-05i,-0.0010304-0.00034457i,-0.0013519-0.00062076i,-0.00014027-0.00057524i,0.00072594+0.0003568i,0.00018235+0.00085267i,-0.00032804+0.00041939i,-0.0003075+0.0002029i,0.00011653-0.00014106i,0.00043396+0.00033433i,0.00056734+0.00028114i,0.00014081-0.0002018i
-0.00052079-0.0013532i,0.00037036-0.0020722i,0.00059864-0.0021656i,0.00089534-0.0016516i,0.00073236-0.0010535i,0.00029178-0.0011903i,0.00022211-0.0013458i,0.00089245-0.001819i,0.0011449-0.0016343i,0.00010467-0.00010656i,-0.00024408+0.00039199i,0.00045685-4.9346e-05i,0.00067396-0.00028909i,0.00037122-0.00039678i,0.00058756-0.00075921i,0.00060456-0.00076678i,0.00060221-8.051e-05i,0.00064889+0.00064387i,0.00027321+0.00065701i,0.00019858+0.00048096i,-1.0673e-05+0.00018236i,-0.0001633-0.0004356i,0.0001551-0.00042931i
0.001353+0.0012187i,0.001964+0.0011842i,0.0017517+9.877e-05i,0.0014488-0.00055832i,0.00043682-3.6526e-05i,-0.0002971+0.00045975i,-0.00057164-0.0006409i,-0.00030867-0.0016406i,-3.0636e-05-0.0016811i,-0.00049166-0.001274i,-0.00035001-0.0013085i,-0.00018745-0.00066116i,-0.00097308-0.00014279i,-0.00085965-0.00054735i,0.0001347-0.00024967i,9.0399e-05+0.00024318i,-0.00047678+0.00083732i,-0.00050518+0.00047509i,-0.00052556-0.00060271i,-0.00032483-0.00015073i,0.00037086+0.00035398i,0.00091055+0.00050258i,0.00023967-0.00010491i
-0.0005808-0.0026171i,-0.00096176-0.0023585i,-0.00045389-0.0010075i,-0.00027164-0.00021798i,-0.00084518-0.00018442i,-0.0012683-2.606e-05i,-0.0015865-0.00090107i,-0.0015199-0.0016674i,-0.00097513-0.0011346i,-6.605e-05-0.00082966i,0.00013-0.0011411i,-0.00024689-0.000994i,-0.00025391-0.00014932i,-0.00034046+0.00038753i,4.2433e-05-6.7805e-05i,0.00069421-0.00045172i,0.00073336-0.00010456i,9.1445e-06-0.00013687i,-0.00022129+0.00010041i,3.0119e-05+7.729e-05i,0.00072466-0.00011675i,0.0003264+0.00011192i,6.8162e-05+3.5339e-05i
-0.00049801+0.0015035i,0.00041492+0.00030915i,0.00056634-0.00033888i,0.0006902-0.0010846i,0.0010978-0.0022345i,0.00074956-0.0026803i,-0.00011872-0.0017859i,-0.0012186-0.0013783i,-0.001216-0.0016735i,-0.00066784-0.0010284i,-0.00023829-0.00063642i,0.00016945-0.00073447i,0.0007759-0.00047231i,0.00045426+0.0001994i,0.00012839+7.1964e-05i,0.00022779-0.00021269i,-5.4957e-05+0.00032507i,-0.00027804+0.00055793i,3.2025e-05-0.00032163i,0.0001036-0.00072675i,-0.00018044+8.3392e-05i,0.00022017+0.00054927i,6.6637e-05-6.1113e-05i
0.0011817-0.00054413i,0.0030649-0.0012464i,0.0040852-4.0642e-05i,0.0040958-3.7923e-05i,0.0028279-0.0002963i,0.0014602-0.00064587i,0.0013982-0.0013178i,0.001437-0.0014016i,0.00063842-0.0016619i,-0.00013662-0.001948i,-0.00013951-0.0015957i,0.00030987-0.00082522i,3.0908e-05-0.00018687i,-0.00012749-3.788e-05i,0.00037957+0.00062102i,4.7789e-05+0.00036874i,-0.00067096-0.00068124i,-0.0006654-0.00058968i,-0.00068633-0.00085823i,-0.0006327-0.00076102i,-0.00038231+0.00034193i,0.00057556+0.00037418i,0.0014017-4.444e-06i
-0.00015445+0.00035385i,-4.8941e-05+0.00055722i,-0.00033159+0.00057329i,-0.00087018+0.00027446i,-0.00017156-0.00039229i,0.00087428-0.00087961i,0.0010124-0.0012012i,0.00014265-0.0017784i,-0.00011771-0.0015696i,4.6566e-05-0.0015496i,0.00044059-0.0010262i,0.00074046-0.00047139i,0.00029356-0.00050814i,-0.00033205-0.0004816i,-0.00020152+0.00023195i,-0.000137+0.00061625i,3.4182e-05+0.00013267i,0.00015103-5.0677e-05i,0.00030833+0.00082365i,0.00074974+0.00059663i,0.00054442-0.00029347i,-4.1726e-05-0.00056117i,-0.00024472-0.00032599i
0.00042435-0.0012345i,-0.00040482-0.0017193i,0.00011984-0.0022422i,0.00026154-0.0026775i,0.00061293-0.001595i,-0.000368-0.00029389i,-0.0013824-0.00060531i,-0.00097551-0.0018369i,-0.0011957-0.0020493i,-0.00137-0.0015245i,-0.00081701-0.00081884i,-3.822e-05-0.00067693i,0.0006789-0.00044872i,0.00025563+0.00028045i,0.00016168+0.00106i,0.00072874+0.0011151i,0.00056482+0.00038985i,4.2477e-05-0.00063977i,-0.00025047-0.00085722i,-9.0323e-05-0.00045432i,0.00020016-0.00065343i,0.00017178-0.00067654i,0.00021949-0.00029267i
