-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
0.00040753+4.8279e-05i,-0.00028471-0.00094999i,5.2113e-05-0.0016166i,0.00031595-0.00128i,0.00071484-0.00071574i,0.00076432-0.00069089i,0.00030963-0.00029831i,0.00016112-8.0998e-05i,0.00022009-0.00057971i,0.00015151-0.00044655i,-0.00033446-4.0112e-05i,-0.00050183-0.00031382i,-0.00036857-0.00047677i,-0.00038154-0.0005213i,-0.00082404-0.00070024i,-0.00054164-0.00038697i,-0.00028422-0.00028638i,-0.00017803-0.00012381i,-0.00017878+0.00085464i,9.9194e-05+0.00074981i,0.00041158+2.6419e-06i,-5.6251e-06+9.5187e-06i,-0.00021139+0.00013432i
0.0013485+0.00067098i,0.0011787+0.00013893i,0.002042-0.00021369i,0.0023979-0.00087869i,0.0018039-0.001194i,0.00067358-0.00076486i,-2.9449e-05+9.8726e-05i,6.8139e-05+0.00016243i,0.00013323-5.7807e-05i,0.00013347-0.00051961i,-0.00016972-0.0012526i,-0.00026885-0.00065084i,0.0001047+0.00069384i,-0.00033678+0.0017724i,-0.0004437+0.0013225i,0.00048679+0.00086693i,0.00040587+0.0013474i,-0.00065683+0.00075175i,-0.00099304+0.00035434i,-0.00024003+0.00044246i,0.0009795+0.00053107i,0.00068081+0.00051886i,-8.7713e-05+0.00064994i
-0.00062811+0.0011313i,0.00056785+0.001215i,0.00092912+0.00062157i,0.00023026-0.00063325i,0.00025268-0.0010011i,0.00040134-0.0014617i,0.00031125-0.0011642i,-0.00030623+0.00013741i,-0.00069287+0.00033438i,-0.00075934+0.00049041i,-0.001215-6.5326e-05i,-0.0012577-0.00053207i,-0.00051535+5.3464e-05i,-0.00014389+0.00019697i,-0.00029707+0.00039265i,-0.00069808-0.00014367i,-0.0012958-0.00099737i,-0.00094662-0.00057833i,-0.00012605+3.0906e-05i,-3.8269e-06+8.6182e-07i,-0.00032808+0.00040269i,-0.00019733+0.00070018i,-0.00010165+0.00019243i
-0.0012274+7.8008e-05i,-0.0012518+0.00014459i,-0.00057414+0.00026659i,0.00077085+0.00073524i,0.0013122+0.0010741i,0.00063194+0.0013268i,-0.00013057+0.00079151i,-0.00020621-0.00020314i,0.00017502-0.00039205i,-0.00019328-0.00026601i,-0.0008158-0.00073696i,-0.00079792-0.0015802i,-0.00043562-0.0011821i,3.1879e-05-0.00016641i,0.00061788+0.0004184i,0.00030274+0.0006079i,-0.00071163+0.00020524i,-3.366e-05-0.00025418i,0.0005165-0.00046909i,0.0004434-0.00030251i,5.5024e-05-4.4355e-05i,-0.00085345+0.000355i,-0.00078776+0.00031992i
0.0016176+0.00071647i,0.00030889+5.347e-05i,-0.00010737-0.00028666i,0.00058987-0.00058462i,0.00077387-0.00099367i,0.00041687-0.0011423i,0.00050222-0.00059886i,0.00039641-0.00023682i,-0.00040261-0.00066922i,-0.00051294-0.0012678i,-4.1366e-05-0.0013015i,-0.00027508-0.0004515i,-0.00040396+0.00052495i,-0.00045496+0.00064342i,-0.00039464+0.00036644i,0.00076163-0.00031786i,0.00096771-0.00013847i,-0.0003444+0.00023817i,-0.0010834+0.00048209i,-0.00050126+0.00010338i,0.00023867-0.00037318i,0.0001536-0.00010545i,-2.7907e-05+0.00051547i
-0.00060306+0.0012424i,-0.00075182+0.0016507i,-0.00014171+0.0018203i,0.00025118+0.0015791i,0.00037708+0.00098304i,0.00081685+0.00058847i,0.00087171-3.5013e-05i,-8.7514e-06-0.00073074i,-0.00057338-0.00079543i,-0.00010927-0.00052623i,0.0005765+0.00013375i,0.00082074-0.00032209i,0.00053972-0.00042685i,-3.5704e-05+3.735e-05i,-0.00039659+0.0003868i,-0.00034754+0.00039557i,0.00021316-0.00043959i,0.00016356-0.0013423i,1.2538e-05-0.00071624i,0.00039094+0.00024345i,0.00053584+0.00079989i,0.00013771+0.00054767i,0.00046955+0.00057079i
-0.0011742+0.0013744i,-0.0018891+0.0012847i,-0.00090733+0.00082841i,0.00070589-0.00024937i,0.0016084-0.0015986i,0.0018936-0.0023311i,0.0013416-0.0017933i,0.00068636-4.9679e-05i,0.00015885+0.00034183i,-0.0008743+5.0146e-05i,-0.00097222-0.00011715i,-4.6095e-05-0.00029788i,6.237e-05-0.00033474i,7.447e-05-0.00058202i,-0.00011311-0.00033513i,-0.00042169+0.00055986i,0.00037593-0.00016321i,0.0007006-0.00075334i,-0.00018656+0.00012927i,0.00018961+0.00079519i,0.00076277+0.00042082i,0.00027694+0.00051416i,0.00025488+0.00039597i
-0.00016215+0.001168i,0.00058227+0.0013509i,0.0010713+0.0011992i,0.00086585+0.0010725i,-0.00018189+0.00078571i,-4.891e-05+0.00019594i,0.00069933+7.6828e-05i,0.00021555-0.00015492i,-0.00036977-0.00064123i,8.9937e-05-0.00027944i,0.00044962+0.00035476i,0.00038655+0.00020243i,0.00022858+0.00026349i,-0.00024078+0.00019497i,0.00035103-6.2854e-06i,0.00074155-0.00025099i,0.00083199-0.00097678i,0.0011337-0.00090906i,0.000604-0.00012524i,0.00025589+8.5121e-05i,0.00039121+0.00013693i,-0.00021754+0.00056739i,-0.00011125+0.00046178i
0.0001832+0.00025693i,0.00018068-3.4054e-05i,-0.00064001+0.00042957i,-0.00094075+0.00084809i,-0.00039979+0.00085915i,-0.00019043+0.00064251i,-0.00016658+0.00045581i,0.00049985+0.00043861i,5.5704e-05+0.00052885i,-0.00058933-1.9245e-05i,4.9181e-06-0.0001398i,0.0005842+0.0010145i,0.00034408+0.0012553i,0.00019705+0.00043615i,0.00035616+0.00017471i,0.00083415+0.0001056i,0.0014974-0.00026466i,0.0012139+0.00019767i,-0.00013803+0.00061033i,-0.00058813-0.00014225i,-1.579e-05-0.00033821i,0.00013299+0.00011646i,6.3939e-05+0.00046349i
-0.0014213+0.0011251i,-0.00041268+0.0018715i,0.00091501+0.0024578i,0.0018501+0.0023076i,0.0020279+0.00096369i,0.0017733+0.00010182i,0.00079603-0.00045674i,-0.00047583-0.00049388i,-0.00037589-0.00067782i,-5.6274e-05-0.00073467i,0.00034025-0.00029111i,0.0007714-0.00044887i,-0.00032781-0.00011208i,-0.0012587-6.9832e-05i,-0.00051183-0.00012088i,0.00069569+8.3461e-05i,0.00067762+7.0718e-05i,-0.00074929+0.0001012i,-0.0010183+5.7238e-05i,-0.00030019+0.00032494i,0.00041652+0.00098733i,0.00078025+0.00050621i,0.0010765-0.00010372i
-0.00082739-0.001269i,-0.00094718-0.00098062i,-0.00089971-0.00022478i,-0.0015976+0.00081934i,-0.0012728+0.00083261i,0.00084278+7.0887e-05i,0.00054392+0.00031194i,-0.00040637+0.001028i,-0.00043269+0.00067723i,-0.00037501+0.00042696i,-0.00049222+0.00072209i,-0.00070353+0.0010285i,-8.25e-05+0.0011475i,0.00032961+0.0014481i,0.00041901+0.0013503i,0.0004733+0.00075268i,0.00021321+0.00019862i,-0.00040858+0.0001169i,-0.00098255+0.00032803i,-0.0010712+0.00016746i,-0.00081569+0.00038879i,-0.00028333+0.00053552i,0.0003713-0.00021814i
-0.00099449-3.8755e-05i,-0.000959-0.00079512i,-0.00079616+5.1624e-05i,-0.00038516+0.0015174i,0.00026934+0.0018745i,0.00045557+0.001245i,7.5682e-05+0.0010892i,-0.00027079+0.00086581i,-0.00025147-0.00027192i,-8.0247e-05-0.00087004i,7.9371e-06-0.00034371i,0.00046449-0.00042473i,0.00078443-0.00034263i,0.00029657+0.00014678i,-0.00019-0.00012868i,-7.1641e-05+7.7569e-05i,0.00036698-0.000243i,-0.00036174-0.0007574i,-0.00050377+0.00020658i,-6.4989e-05+0.00088762i,-0.00011183+0.00024823i,-0.00014973-0.0006871i,0.00025541-0.0007425i
-0.00052098+0.0013615i,0.00029522+0.00065163i,0.0024668+3.8959e-05i,0.0019861-0.0012024i,-0.00010406-0.0015971i,-0.00033853-0.0006174i,-0.00039034+6.1799e-05i,-0.0010352-2.1582e-05i,-0.00057215+0.00016349i,8.6512e-05+3.6155e-05i,0.00024957+0.00055063i,6.7831e-05+0.0010561i,-0.00072368+0.00092946i,-0.00055951+0.00073694i,0.00022133+0.0011961i,0.00069059+0.001157i,0.00074969-0.00017371i,0.00029392-0.00058896i,-0.00028993+3.385e-05i,-0.00029744+0.00034821i,0.00021648+7.4331e-05i,0.00042692-9.9477e-05i,0.00034692+0.00047781i
-0.0010488+0.0015205i,-0.00025999+0.0022585i,0.00095371+0.0030689i,0.0017891+0.0021108i,0.0025581+0.0013178i,0.0015855+0.00074915i,-0.00013696-0.00042163i,-0.00025605-0.0005261i,-0.00031476+1.4864e-05i,-0.00022968+0.00014828i,7.3615e-05+0.00019038i,0.00018367-0.00016886i,0.00039846+0.00012637i,0.00014907+0.00037715i,-0.00018493-0.00033372i,0.00031708-7.3457e-05i,0.0005471+0.00041489i,0.00013636+0.00062323i,-0.00024678+0.00051091i,-0.00047874+0.00025314i,-0.00026145+8.6993e-05i,-0.00011343-0.00082951i,-0.00036612-0.001117i
0.00055989-0.00035962i,-0.00084107-0.00019406i,-0.0015201-0.0004071i,-0.0012541-0.00055726i,-0.0019458-6.4429e-05i,-0.0016021+0.00057511i,-0.00063465+0.00093863i,-0.00079896+0.00077667i,-0.0014245-3.3368e-05i,-0.00088133-0.00037127i,0.0001448-4.2643e-05i,0.00068334+0.00032187i,0.0012954+0.00066794i,0.00096161+0.00057723i,0.001162+0.00019736i,0.0014494-0.0001472i,0.00035785-0.00042242i,-0.00047559-0.00029531i,-0.00050083+5.6219e-05i,-0.00028392+0.00058548i,0.00025476+0.00045876i,-1.6947e-05+0.00039181i,-0.00041639+3.181e-05i
0.00090202+0.00018347i,0.0019257+0.00067556i,0.00093471+5.1242e-05i,-0.00018852-0.00085414i,-0.00029289-0.0006304i,-9.1767e-05-0.0005795i,-1.3974e-05-3.2068e-05i,-9.9002e-05+0.00056737i,-0.00024426+0.00030965i,-0.00043284+0.00012334i,-9.238e-05+0.00048441i,0.00046255+5.1357e-05i,0.00046926-0.00024736i,-4.6622e-05+0.00018886i,-0.00037481+0.00021855i,0.00012338+7.8957e-05i,0.0011038-0.00017903i,0.00084848+1.21e-05i,0.00028559+0.00065395i,0.00032419+0.00013524i,0.00036743-0.00022276i,2.5778e-05-0.0007355i,-0.00028374-0.00043163i
-0.0010885-0.00046042i,-0.0014817-0.00066798i,-0.00045162-0.00017384i,-0.00040022+0.00062849i,-0.00018325+5.9131e-05i,-0.00074079-0.00017767i,-0.0010398-0.00024659i,-0.00011172-0.0004168i,0.00042014-0.00028629i,0.0005391-0.0007227i,0.00082848-0.00098339i,0.0013749-0.0010134i,0.0010385+3.4742e-05i,-0.0002169+0.00053373i,-0.00080518-5.7717e-05i,-0.00026202+2.7309e-05i,-0.00058757+0.00028002i,-0.00063872+7.8205e-05i,0.00019392-0.00030684i,-0.0001457-0.00081809i,-0.00070998-6.3461e-05i,-0.00041775+0.0014363i,-0.00036007+0.0019293i
0.001081-0.0018993i,0.00071893-0.00098023i,0.00010037-0.00084441i,-0.00057358-0.00094475i,-0.001061-0.00024715i,-0.00079385+0.00031882i,-0.00034388-0.00043217i,-0.00036557-0.0014793i,-3.1226e-05-0.0013927i,-0.00039737-0.00046256i,-0.00079343+0.00020118i,0.00020301+0.00047424i,0.0015046+0.00010104i,0.001138-0.0001184i,4.8165e-05-3.6597e-05i,-0.00029694+0.00024832i,-7.2049e-05+3.2248e-05i,0.00037995-0.0001526i,0.00060929-0.0002495i,4.5717e-05-0.00017716i,-0.00022443+0.00023641i,0.00033818+0.00023238i,0.00079633-0.00021671i
0.00062643+0.00028133i,0.00045429+0.00090492i,-0.00034812+0.00074298i,-0.00090718+0.00041i,-0.0008612+0.00055303i,-0.0011433+0.00066917i,-0.00085407+0.00028059i,-0.00057169-0.00059173i,-0.00077169-0.0014148i,-0.0011718-0.00097363i,-0.0011199+6.8512e-06i,2.1825e-05+0.00073059i,0.00054504+0.0017944i,-0.00031255+0.0014086i,-0.0003074+2.7859e-05i,0.00031779-0.00067338i,-7.7364e-05+2.2803e-05i,6.1755e-05+6.6374e-05i,0.00013326-0.00037764i,-0.00048229-0.00031482i,-0.00023939-0.00021703i,0.00026766-0.00010134i,0.0007131+2.7482e-05i
-0.00087215-8.193e-05i,-0.00038531-0.0006326i,0.00066797-0.0010628i,0.0010893-0.0011643i,0.00064653-0.00025284i,-6.5773e-05-0.00011015i,-0.00072915-0.00069367i,0.00015279-0.00051856i,0.00025225+0.00013886i,-0.00053084-1.6459e-05i,-0.00025327+9.1455e-05i,-0.00012194+0.00012318i,7.3234e-05-2.6017e-05i,-3.3191e-05+0.0002345i,1.971e-06-0.00010237i,-0.0002027-0.0002024i,-0.00030132+0.00031816i,-0.00023019+0.00058254i,-0.00098115+0.00022064i,-0.00088805+0.00032485i,-9.5529e-05+0.00036889i,-0.00016058-7.5097e-05i,8.2501e-05+5.9273e-05i
-0.0003822+0.00024758i,-0.00080642+0.0011775i,-0.00067277+0.001396i,-0.00092004+0.00098656i,-0.00035356+0.00091896i,-0.00023711+0.0013434i,-0.00099382+0.00068212i,-0.0008017-0.0010487i,-0.00093524-0.0014234i,-0.00099219-0.00050736i,-0.00021472+8.2447e-05i,0.00020868+0.0005707i,9.1838e-05+0.0010184i,-0.00011221+0.0011116i,8.2744e-05+0.000874i,-5.7069e-05-8.448e-06i,-0.00028538+6.0379e-07i,0.00023847+0.00020382i,-0.00012305+0.00035299i,-0.00080478+4.8315e-07i,-0.00042849-0.00072851i,0.00036902-0.00026783i,5.4469e-05+0.0002928i
0.0013293-0.00013576i,-0.00073303-0.0013378i,-0.0014769-0.0028961i,-0.00062123-0.0022548i,-0.00030361-0.0011875i,-0.0011405-0.00014698i,-0.00047783+0.00017433i,-0.00027213-0.00027459i,-0.00023852-0.00046844i,-0.00012186-0.00072353i,-0.00059411-0.0005141i,-0.00088419-0.000364i,-0.00076182-0.00025601i,-0.00033969+0.00023618i,-0.00038867+0.00046806i,-0.00031673+0.0002765i,7.1415e-06+0.00016405i,0.0005191+0.00017117i,0.00034229+1.1103e-05i,-0.0003576-0.00010783i,-0.00013313-0.00026574i,-0.0002908-0.00063334i,-0.00037103-0.00065165i
0.0015343-0.000469i,0.00069794+0.00019366i,0.00017986-0.00076537i,-0.00068479-0.00085563i,-0.0014318+0.00045426i,-0.0011256+0.00075086i,-0.0002934+0.00053725i,0.00030095-0.00058811i,0.00089344-0.0019349i,0.00064378-0.0020516i,0.00013382-0.0015794i,-8.463e-05-0.00077908i,-0.0004202+0.00029961i,-9.3203e-05+0.00070247i,0.0010329+0.0010921i,0.0016541+0.00054183i,0.0014828-0.00011696i,0.00091229+0.00038218i,-0.00014239+0.00050918i,-0.00043835+0.00050728i,-9.6939e-05+0.0010435i,0.0001427+0.00030784i,-2.8155e-05-0.00024689i
-0.0008346-5.7669e-05i,0.0003108-0.00064635i,0.0010618-0.0008667i,0.00057098-0.00049592i,0.00031392-0.00077862i,0.00021461-0.0014203i,-0.00057348-0.00085158i,-0.00087638-0.0002997i,-0.00046102-0.00065085i,0.00039777-0.00013666i,0.00075653+0.00020965i,0.00056213-5.6462e-05i,6.5137e-05-0.0004481i,-0.00040035-0.00077113i,-0.00046088-0.00044394i,-0.00027312-0.00042837i,-0.00048944-0.00033339i,-0.00079985+2.8574e-05i,0.00027429-2.5232e-05i,0.00017033+0.00040044i,-0.00011064+0.00045147i,0.00081412-0.00016505i,0.0005702-0.00028216i
-0.00078524+2.3525e-05i,-0.00029989+0.00046423i,0.00050311+0.0014841i,-0.00041027+0.0011592i,-0.00096455+0.00018885i,-0.00019333-0.00088191i,0.00085612-0.00065732i,0.00085255-0.00043108i,0.00021534-0.00067723i,-0.00039459-0.00040669i,-0.00057348-0.00054619i,-0.00025862-0.0005374i,0.00036671-2.1491e-05i,0.00018171+0.00062148i,-0.0004029+0.00082186i,-0.00053126+0.00035196i,-0.00066608-0.00028145i,-0.00044877-0.00039191i,-0.00025259-0.00048769i,-3.2592e-06-0.0010016i,0.00020489-0.00053843i,-4.7425e-05-0.00026995i,0.00021436-0.00088142i
-0.0011221+0.00015518i,-0.00084995+0.00082935i,-0.0010053+0.0013814i,-0.00023484+0.0015156i,0.00068107+0.0016779i,0.00093732+0.00043307i,0.00085646-0.00060529i,0.000457-0.00064282i,-9.7535e-05-0.00071812i,-0.00050786-0.00068795i,-0.0010588-0.00075761i,-0.0011617-0.00017563i,-0.00065226+0.00038954i,-0.00028994+0.00065542i,-9.7609e-05+0.00044486i,0.00012731+0.00017428i,2.0792e-05+0.00020105i,-5.5049e-05-8.6079e-06i,8.0624e-05-0.00013399i,0.00028561-0.00025054i,0.00025571-0.0002853i,-0.00021301-4.3945e-05i,-6.1877e-05+1.4651e-05i
-0.00021402-0.00020809i,-7.8699e-05-7.1078e-05i,-0.00032564+0.00035791i,-0.00080795+0.00032587i,-0.00065302-0.00022962i,-0.00013905+0.00020922i,-0.00058753+0.00068522i,-0.00092991+0.00048561i,-0.00056405+0.0003624i,-0.00016501-0.00045267i,-0.00019476-0.00088072i,-0.00062623-0.00029659i,-0.000346-0.0003035i,0.00014306+8.4675e-05i,-0.00027309-0.0002566i,-0.00010828-0.0007746i,0.00055551-0.0001409i,0.0002262+0.00010335i,-0.00031158+8.261e-05i,-0.00029212+0.00014217i,0.0005312-0.00029292i,0.00054965-0.00080506i,-0.00016084-0.00080084i
-0.00052115+0.0012305i,-0.0005961+0.00065005i,0.0010537+0.00039965i,0.0020529-0.000752i,0.0013502-0.0015302i,-0.00017574-0.0019207i,-0.00079192-0.0013439i,-0.00063731+0.00053364i,0.00031766+0.00066868i,0.001134-4.8831e-05i,0.00075583+0.00053111i,0.00045204+0.00091487i,0.0002214+0.0010761i,-0.00019781+0.0011273i,-0.000451+0.00054108i,-8.3363e-05+0.00050311i,0.00035074+0.00092816i,0.00055409+0.00043374i,0.0006788+0.00033143i,0.00025303+0.00042323i,0.00040082+0.00025656i,0.00017293+0.00041508i,-0.00063659+0.00042442i
-0.0014154-0.00021642i,-0.001344+0.0015734i,-0.0007203+0.0024436i,-8.2497e-05+0.002003i,0.00072723+0.0013431i,0.0013071+0.00020027i,0.0012-0.00058328i,0.00061458-0.00087515i,-0.00014147-0.00050685i,-0.00018283-0.00048116i,-0.00036408-0.00054696i,-0.00089731-2.5513e-05i,-0.00031432-0.00063166i,0.00070189-0.00050178i,0.00096543+0.00030875i,-0.0001588+3.1221e-05i,-0.00072169-5.2479e-05i,-5.8598e-05+7.8259e-05i,0.0001812+0.00020247i,0.00040039+0.00092545i,0.00086995+0.00078666i,0.00072277-0.00017047i,0.00010229+0.00028969i
-0.00077631-0.00063915i,-0.00046096-0.00069631i,-0.0004611-0.00010625i,-0.00040893+0.00016671i,-0.00047213+0.0010014i,-0.00032954+0.0014246i,-0.00029977+0.001192i,-0.0006333+0.00026459i,-0.00089775+6.6443e-05i,-0.0012642+2.0932e-05i,-0.0012102+0.00012218i,-0.0011893-0.00036865i,-0.00076435-0.00084067i,0.00052112-0.00066997i,0.00093687-0.0011325i,0.0004679-0.0010343i,-0.0003384-0.00074816i,-0.00077653-0.00086019i,-0.00099817-0.0011321i,-0.00052488-0.00084901i,0.00054856+0.00049855i,0.00062264+0.0014773i,0.00018724+0.00070347i
-0.00037869+0.0010039i,-0.00086598+9.5343e-05i,-0.00095332-0.00050593i,4.8606e-05-0.00027428i,0.00065401+0.00068692i,0.00033064+0.0004073i,7.2202e-05-5.1013e-05i,4.7161e-05-0.00050381i,0.00022231-0.00062216i,0.00032248-4.5847e-05i,0.00061413+3.7687e-05i,-0.00032037-2.4667e-05i,-0.00094659-5.6049e-05i,-0.00047421-0.00032248i,0.00013256-0.00036022i,0.00075711+0.00018461i,0.00037125+0.00076385i,-0.00062031+0.00041377i,-0.00069926-0.00066351i,-0.00038553-0.001284i,-0.00051639-0.00044513i,-0.00051072+0.00026599i,0.00043067-0.00012953i
-0.00092154-0.0019248i,-0.0013238-0.0014657i,-0.0008582-0.0018376i,0.00029659-0.0010389i,-0.00030085-0.00027074i,-0.00021223-0.00011826i,0.00065385-0.00012567i,0.00020564+0.00051332i,-0.00075712+0.00049544i,-0.0010398-0.00049919i,-0.00014815-0.00076239i,0.00088096+0.00016839i,0.00063106+0.00035018i,0.00016019-0.00071089i,0.00027641-0.0012502i,0.00053563-0.0010399i,0.00050936-0.0012089i,0.0013155-0.0015145i,0.0014329-0.00031077i,2.6384e-05+0.00014325i,-0.0010097+0.00023829i,-0.00070485+0.00089493i,-0.00015971+0.00095512i
-0.000534-0.0012187i,-0.00069317+0.00039732i,-0.00055961+0.0014717i,-0.00014769+0.0015884i,0.00021834+0.00091691i,0.00047403+0.00054182i,0.00088112-5.8575e-05i,0.00032366-0.00054198i,-0.00054966-0.00030657i,-0.00078241+0.00020012i,-0.00011315+0.00039777i,0.00024533+0.00098577i,1.19e-05+0.0005008i,0.00041174-0.00072675i,0.00073993-0.00059709i,0.00031931+5.529e-06i,0.000144-5.5149e-05i,0.00020808-0.00098052i,0.0005267-0.00097839i,0.00044162-0.00035602i,0.00042496-0.00042629i,0.00023742-0.0006483i,0.00030092-0.00018171i
0.0013567-0.00016344i,0.0013657-0.0013735i,0.00078016-0.0024379i,-0.00088176-0.0022528i,-0.0015184-0.0019065i,-0.00050011-0.00086246i,-0.00043152+0.00031986i,-0.00091033+0.00024987i,-0.0012855-0.00040428i,-0.001361-0.0011814i,-0.00042005-0.00094724i,4.6166e-05-0.00040655i,0.00026181-0.00021667i,0.00016969+0.00013003i,7.3838e-05-0.00026618i,0.00054845-0.00069118i,0.00060648-0.00013962i,0.00047315+0.00077927i,-0.00045128+0.00083056i,-0.00060773+0.00043061i,-0.00015792+0.00048537i,-6.6764e-05+0.00058424i,1.4768e-05-0.00027009i
-0.00038091+0.00021276i,0.00065406-8.2727e-05i,0.001993+0.0005374i,0.0022207+0.00034347i,0.00054411-0.00017422i,-0.00020894-1.392e-05i,-3.481e-05-0.00046814i,-0.00062598-0.00081358i,-0.00050609-0.00066221i,0.0001951-0.00045789i,0.00035001-0.00022095i,-0.00013331-0.00060409i,-0.00088761-0.0007193i,-0.0011692-0.00046815i,-0.00082703-0.00036444i,-0.00046823-0.00096115i,-0.00024683-0.001499i,0.00021818-0.0011033i,-0.00012959-0.0004206i,-0.00024132+8.2285e-05i,2.8381e-05-0.00043469i,-0.00018121-0.0012974i,-0.00033862-0.0010666i
-0.001005-0.0017981i,-0.0018681-0.00071506i,-0.0023724+0.00031468i,-0.0020244+0.0006064i,-0.00013708-9.7314e-07i,0.00063087+0.00053023i,0.00081235+0.0012179i,0.00096493+0.00049035i,0.00049485-0.00046388i,-0.00010126-0.0013496i,-0.00037301-0.0012135i,-0.00044853-5.4598e-05i,-0.00026272+0.00054343i,0.00031634+0.00050631i,0.00024809+0.00066102i,-9.1249e-05+0.00076918i,-4.7488e-05-0.00049332i,-0.00026586-0.0006969i,-0.00096892+0.00032098i,-0.00035088+0.00021452i,0.0006135-0.00024813i,0.0018188+0.00027547i,0.0020169+0.00033389i
-0.000716-0.0010728i,-0.00043389-0.00062416i,-0.00062778-0.00039433i,-0.00040076-4.2057e-05i,-0.00052022-0.0003307i,0.00011409-5.8698e-05i,0.0004238+6.7752e-05i,0.00025551-0.00032807i,0.00011452-0.00028034i,-0.0011162-5.8239e-05i,-0.0014043+0.00024051i,-0.00085591+0.00015167i,-0.00072718-0.0002135i,-0.00028781+0.0002191i,-0.00021305+0.0010371i,-0.00078681+0.00086914i,-0.00086413+0.0006308i,-0.00025953+0.00017236i,-2.1673e-05-0.0001519i,-0.00052035+0.00042856i,-0.00018196+0.00054265i,0.0002402+0.00040697i,0.00010598+0.00038404i
1.5175e-05-0.00093821i,-0.0013651-7.6083e-06i,-0.0018276+7.0254e-05i,-0.00075063+5.7739e-05i,-0.00011294+0.00107i,-5.7667e-05+0.0015407i,1.9261e-05+0.00071254i,-0.00084587-0.00053464i,-0.000863-0.00088028i,-0.00093118-0.0001658i,-0.00058289+0.00052316i,0.00019337+0.0011804i,7.2254e-06+0.0012592i,0.00031839+0.00081706i,0.00024031+0.0007906i,0.00051668+0.0010045i,0.00010942+0.00023732i,-0.00072463-0.0010389i,-0.00061082-0.00026864i,-0.00032909+0.00077139i,-0.00030924+4.6345e-05i,0.00038383-0.00024578i,0.0011553+0.00018869i
0.0013551-0.0011238i,0.0010397-0.0013388i,0.00053719-0.00036277i,7.6347e-05+0.00040009i,-2.8602e-05+0.00039069i,0.00040188+0.00011449i,0.00019021-0.0002389i,-0.00037129-0.00053346i,-0.00039701-0.00046547i,-0.00023353-0.00022262i,-0.00038398-0.00029792i,-0.00046377-0.0004678i,4.1572e-06-0.00029059i,0.0010135-0.00057182i,0.0013904-0.00099603i,0.0012048+8.2489e-05i,0.00042097+0.0010443i,-0.00032209+0.0010236i,-0.00083145+0.00096446i,-0.0006772+0.0012789i,5.0431e-05+0.001175i,0.00034373+0.00043612i,0.00027162+0.00051522i
-0.00064193-0.00018623i,-0.0016622-0.00016104i,-0.0022486+0.00016185i,-0.0022629+0.00088811i,-0.0015063+0.00066943i,-0.00086966+0.00031767i,-0.00064086+8.6723e-05i,-0.00016798-0.000386i,0.00032314-0.00014985i,0.00015413+0.00033013i,-0.00036444-5.3431e-05i,-0.0003988-0.00046143i,-0.0003705-0.00024772i,-0.00059768+0.00029761i,-0.00011848+0.00036025i,0.00039209+0.00031232i,-0.00011605+0.000309i,-0.00044665+0.00065462i,-0.00031282+0.00063739i,-0.000941+0.00025718i,-0.00078332+4.5978e-05i,-7.185e-06-0.00012223i,0.00057264-0.00059566i
-0.0009881+0.00029521i,0.00043907-0.00047696i,0.0013536-0.0011266i,0.0016508-0.00021912i,0.00042656+0.00046385i,-8.594e-05-0.00012286i,0.00062063-0.00093276i,0.00024493-0.00055053i,-0.00042968-0.00013149i,6.9423e-05+8.0197e-05i,0.0001868-1.9668e-05i,-0.00037908-0.00054532i,-0.00060209+6.0251e-05i,-0.00082881+0.00052064i,-0.00085036+4.1852e-05i,-0.0013183-0.00010426i,-0.0014062-0.00012549i,-0.00064544-0.00015922i,-0.00043572+0.00076195i,-0.00055258+0.00039073i,-6.2742e-05-0.00090625i,7.3163e-05-0.0007023i,-3.5644e-05+0.00025741i
-0.0012034+7.0506e-05i,-0.00034563+0.0006587i,0.00012275+0.0016985i,7.7845e-05+0.002711i,-0.0001904+0.0026326i,-0.0001259+0.0011519i,7.5304e-05-0.00040418i,-0.00041187-0.00059989i,-0.00045627+0.00019881i,7.2211e-07+0.00036874i,0.00047564-0.00013695i,0.00035122-0.00047636i,-3.9853e-05-2.5645e-05i,-0.00029301+0.00037186i,-0.00065264+0.00010723i,-0.00053085-0.00034196i,0.00046916-0.00061474i,6.1192e-05+5.5593e-05i,-0.00053646+0.00056987i,-0.00073628+0.00036546i,-0.0012197-1.9409e-05i,-0.001341-0.00029368i,-0.00070703-0.00061414i
