0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
0.00084039+0.0021788i,0.0011361+0.0015574i,0.0011671+0.0010633i,0.00092973+0.00026254i,0.00093146-0.00039592i,0.00035238-0.00015231i,-7.0037e-05+0.00088753i,0.00090977+0.00126i,0.0015883+0.00010655i,0.0012179-0.00093952i,0.00082268-0.00076391i,0.00050129-0.00041523i,0.00043087+4.7808e-05i,0.00033239+0.0010644i,0.00041876+0.0012949i,0.00027175+0.00048884i,-0.00014172+0.00018175i,-0.00048614+0.00055861i,-0.00043664+0.00088002i,-5.7479e-05+0.00083213i,-4.889e-05-6.8258e-06i,0.00022778-0.00089011i,0.00071666-0.0011841i
0.00093956+0.00025071i,0.00074959+0.00026213i,0.0011248-0.00021244i,0.00081607-0.00053895i,0.00045194-0.00026926i,0.00096797+0.00064768i,0.0010306+0.00041364i,0.0011211-0.00036013i,0.0013991-0.00024907i,0.0010984+0.00018312i,0.00040367-0.00028509i,0.00029524-0.00091595i,-0.00031557-0.00035626i,-0.0008086-6.7741e-05i,-0.0002335-0.00061285i,0.00013474-0.00054593i,0.00038404-0.00021679i,0.00062594+4.6584e-05i,0.00040393+0.00084212i,0.00026666+0.00069791i,-0.00098452+3.9747e-05i,-0.0012176-0.0005724i,-3.3927e-05-0.00090712i
0.0017449-0.0018632i,0.0012496-0.0022759i,0.00014016-0.0018509i,-0.000959-0.00095858i,-0.0012016+0.00035334i,-0.00051578+0.0018724i,0.00091761+0.0017901i,0.0024224+0.0012642i,0.0019739+0.00062179i,0.0011159+3.8392e-05i,0.00098041-0.00036554i,0.00034579-0.00040048i,4.7187e-05-8.7506e-05i,0.0004146+0.00022104i,0.00020988+0.0011156i,-7.0915e-05+0.001151i,0.00052902+1.8903e-05i,0.00095759-0.00069572i,0.00049109-0.00028548i,7.5864e-05-0.00021168i,0.00087181-0.00038324i,0.00036213-0.00075751i,-0.00069557-0.0010529i
0.00026621-0.00021689i,0.00018305-0.00048994i,0.00033036-0.0015674i,-0.00011138-0.00073379i,-0.00086854+0.00098382i,-0.0011538+0.001305i,-0.0011163+0.0012282i,-0.0012936+0.00055936i,-0.00060644-0.00036607i,0.00044951-0.00065916i,0.00074332-0.00063038i,0.00055592-0.0011941i,0.00017066-0.00064921i,-7.3738e-05+0.00023208i,0.00032096-0.00037017i,0.0011402-0.00048065i,0.00088593-0.00044866i,0.00013107-0.0012515i,0.00033026-0.0014036i,5.3406e-05-0.00078802i,-0.0002954-0.00031535i,0.00018791-0.00017792i,0.00017765-0.00022615i
0.00010141+0.00012807i,0.00079072+0.00028851i,0.00057879+0.00023776i,0.00016709-0.00021549i,-5.5799e-05+0.00029524i,0.00036655+0.0011918i,0.0014346+0.001442i,0.0017925+0.0013047i,0.0014276+6.2707e-05i,0.0012994-0.00087306i,0.00096663-0.00058334i,0.00018018-0.000471i,0.00014632-0.00033924i,0.00017779-0.0005023i,-0.00040645-0.00037318i,-0.00022025+0.00017622i,-1.2777e-05+0.0001551i,6.8534e-05-0.00052887i,-0.00019236-0.0015133i,-0.00076813-0.001235i,-0.00018011-0.00046401i,0.0002224-0.0001965i,-0.00018013+0.00016322i
0.00055294+0.00036552i,-0.00043798-0.00040786i,-0.00028461-0.00073563i,0.00015563-0.00034171i,0.00022876+0.00076148i,0.00091135+0.0017659i,0.0015987+0.0011773i,0.0016227+0.00074451i,0.0017489+0.00052039i,0.0016933-0.00065104i,0.0013445-0.0014397i,0.00081402-0.0015253i,0.00025807-0.00073291i,4.4642e-05-0.00030345i,8.6358e-07-0.00012509i,0.00014552+5.8868e-05i,0.00030742+0.00022332i,0.00063833-0.00010728i,0.00031819+0.0001375i,-0.00033049+0.00048886i,-0.00093037+0.0006631i,-0.00099455+0.00069916i,-0.00028803-0.00014478i
-0.0012785+0.0005165i,-0.00035052+0.00015248i,-2.4383e-05+0.00032657i,0.00014658+0.0019592i,0.00064179+0.0027358i,0.0013288+0.0018139i,0.0012205+0.0013833i,0.00057681+0.0013974i,0.00071098+0.00049824i,0.001345+9.4559e-05i,0.0014773-0.00013695i,0.0010485-0.00073791i,0.0001066-0.00095521i,0.00020947-0.0011238i,0.00057239-0.00044921i,0.00030504-0.00016191i,0.00023267-0.00071889i,0.000403-0.00053814i,-0.00046882-0.00069478i,-0.00064718-0.0012559i,6.3743e-05-0.00083935i,6.1074e-06-0.00048133i,-0.00059212-0.00019856i
0.0011203+0.00035948i,0.0010456-0.0008717i,0.0017734-0.00098351i,0.00081504-0.0019713i,-0.0005541-0.0022622i,-0.00036808-0.0011224i,0.00091524+0.00042412i,0.0014078+0.00057693i,0.00096375+0.0001274i,0.00086504-0.00031329i,0.0012365-0.00026964i,0.00063132-0.00010332i,-0.00044738-0.00060457i,-0.00034146-0.00050041i,0.00040627+5.8704e-05i,0.00023052+0.0003237i,-0.00022315+0.00060262i,-0.00019307+0.00061593i,-0.0004248-0.00073041i,-0.00017639-0.0010275i,0.00014495-0.00027216i,-4.4077e-05-0.00018687i,1.1866e-05-0.00036022i
-7.2652e-05-4.0465e-07i,-0.00082865-0.00042357i,-0.0014546-0.00075052i,-0.00085593-0.00074715i,5.2077e-05-0.00016516i,0.00038588+0.00085785i,0.00093393+0.00065067i,0.001568+0.00018161i,0.0015209-8.3923e-05i,0.00092042-0.00066467i,0.00068963-0.00081883i,0.0004448-0.00023232i,-0.00019976+0.00037032i,-0.00035809+0.00054545i,-0.00038073+0.00079356i,6.5561e-05+0.0010809i,0.00016705+0.0005224i,-9.2182e-05-0.00047803i,-8.1311e-05-7.2e-05i,-0.00030374+0.0001008i,-0.00015819+3.2762e-05i,-0.00032138+0.00046231i,-0.00058424+0.0001558i
-0.00058021-0.00075376i,0.00036807-0.00043738i,0.00054941-0.00025179i,-3.8783e-05+0.00046418i,-0.00047517+0.0011041i,-0.00064139+0.0014248i,0.00030347+0.00093311i,0.0017656+0.00014926i,0.0014366+0.00013105i,0.0002406+0.00025941i,-0.0004594+0.00043697i,-0.00030697+0.00097733i,0.00022383+0.0011604i,0.00047837+0.00044256i,-0.0002835-0.00050075i,-0.00035111-0.00069077i,-0.0003841-0.00047344i,-0.00037994-0.00028014i,0.00020568+0.00026736i,7.5629e-05-9.9911e-05i,0.00020003-0.00052486i,0.00082209+9.8333e-05i,0.00049276-4.2272e-05i
0.00042015+0.0014337i,0.00076297+0.0015723i,0.0011635+0.00025788i,0.00084163-0.00061777i,0.00045503-0.0006272i,0.00042647-0.00041818i,0.00065403+0.00029482i,0.00080138+0.00070125i,0.0008471+0.00049422i,0.0014859-5.1919e-05i,0.0013681-0.00077032i,0.00079012-0.00034275i,0.00059662-9.1432e-05i,0.00055771-0.00014753i,7.1688e-05+0.00012591i,0.00052758+0.00026766i,0.0010152+0.00035573i,0.00023121+6.4384e-05i,-0.00026077-0.00071427i,-5.087e-05-0.001101i,-0.00018379-0.00044933i,-0.00036709-0.00055545i,-0.00044396-0.00074272i
0.00022914+0.0011242i,0.00087708+8.697e-06i,0.0016807+0.00061979i,0.00093169+0.00028308i,0.00043785-0.00061093i,-9.5013e-06-0.00033233i,0.0007742+0.00029042i,0.0016966+0.0010453i,0.002192+0.00059566i,0.0019447-0.0008081i,0.00079459-0.0013321i,0.0013912-0.0011949i,0.0018933-0.00021987i,0.00062153+9.2558e-05i,-0.00033151-0.00021368i,-0.00056422-0.00065882i,-0.00072064-0.00081342i,-0.00091608-0.00016673i,-0.00076571+0.00037991i,-0.00042839+0.0002744i,-0.00019369-0.00026933i,-0.00010129-0.00025615i,-0.00037488+0.00030095i
0.00045564-0.0027051i,-0.00042683-0.0021521i,-0.00041031-0.0016654i,-0.00024549-0.00039363i,-0.00048775+0.0014906i,-0.00036792+0.0012621i,0.00076808+0.00061455i,0.0014338+0.00029334i,0.00028916-0.00015548i,-0.00051866-0.00072867i,0.00015397-0.00037672i,0.00041685+5.9765e-05i,0.00040698-7.2153e-05i,0.00081895+0.00045884i,0.0011293+0.00068098i,0.00068048+0.00062323i,-5.9928e-06+0.00043612i,-0.00015113+1.8157e-05i,-0.00058685-0.00028846i,-0.00094994-0.00053769i,-8.9432e-05-0.00038206i,0.00075187-0.00010403i,0.00052686-0.00051301i
-0.0011465+5.3762e-05i,-0.0013204+0.00011682i,-0.0021204-0.00031529i,-0.0016134+0.00020111i,-0.00030497+0.0016678i,-0.00016605+0.0017009i,-0.00036116+0.001111i,0.00015756+0.00087081i,0.00037938+0.00069883i,0.00063404+0.00013606i,0.00052013-0.00026689i,5.1211e-06-0.00030451i,0.00018584-0.0011024i,1.6206e-05-0.0013788i,7.9518e-05-0.00059005i,1.6725e-05-0.00012012i,-0.00032809+0.00017485i,-7.6305e-05+0.00014913i,0.00030215+0.00022791i,0.00015392+0.00015327i,0.0005344-5.7416e-05i,0.000826+1.3261e-05i,8.3402e-06+8.7177e-05i
0.0010764+0.00028107i,0.0010561-0.00058531i,0.0018709-0.0011951i,0.0014091-0.00176i,-4.9769e-05-0.00080163i,-0.00071152+0.00068862i,-0.00010332+0.0011845i,0.0011941+0.00051845i,0.0016908-0.00058319i,0.0010678-0.0011892i,0.00060488-0.0011074i,9.5315e-05-0.00041029i,-0.00027261+0.00032476i,-0.0002233+0.00037055i,-0.00073034+0.00049828i,-0.00070532+0.00087587i,-0.00038439+0.00024851i,-0.00031936+0.00031982i,-0.00098363+0.00060511i,-0.0015656-0.00013589i,-0.00081207-0.00015016i,-6.8422e-06-2.8323e-05i,0.00070078-7.0669e-05i
-0.00083977+0.00047684i,-0.0004924-0.00017639i,-0.00079899-0.00071011i,-0.00025752-0.00014673i,0.00038237+0.00068901i,0.00081171+0.00058265i,0.0012935+0.00055186i,0.0018066+0.00078127i,0.0017239+0.00025673i,0.0013591+1.3776e-05i,0.0011777+0.00018201i,0.0012062-0.00031228i,0.0011103-0.0011381i,-0.00030854-0.00028023i,-0.0014092+0.00076454i,-0.00067574+0.00019392i,0.00074602-0.00066304i,0.00085145-0.00058584i,-6.2923e-05-4.5739e-06i,-0.00023223+0.00089548i,-0.00035781+0.00076134i,-0.00059493+0.00028411i,-0.00074592+0.00017547i
-0.0011631-0.0017552i,-0.0017288-0.0013533i,-0.00198-0.00066197i,-0.0017292+0.00082554i,-0.00054998+0.0018898i,0.00044499+0.0016096i,0.00080388+0.00063558i,0.0010703+0.00037957i,0.0010716+0.00064173i,0.0010339+0.00055684i,0.0010738+0.0003691i,0.00094962-0.00017659i,0.00018951-0.00061026i,-0.00026679+9.369e-05i,0.00017063+0.00060024i,0.00018916+0.00036777i,0.00045049+7.7484e-05i,0.00062607+2.4567e-05i,-6.0189e-05+0.00039891i,-0.00038842-0.00016576i,0.00011007-0.001204i,-0.00014592-0.00099335i,-0.0003143-0.00042481i
-0.00090732-0.0010173i,-0.0013535-0.0004093i,-0.0023047+0.00085461i,-0.0018173+0.0024483i,-0.00072309+0.0025206i,-5.9797e-05-0.0002254i,-0.001677-0.0033876i,-0.0062746-0.0043786i,-0.0091972-0.0025469i,-0.0083072+0.0005584i,-0.0060085+0.0028527i,-0.0036319+0.0046075i,-0.0014395+0.0047042i,-0.00012259+0.0030144i,0.000567+0.0016969i,0.00060926+0.00083836i,0.00039286+0.00017418i,-8.4736e-05-0.00015576i,-0.00080431+9.63e-05i,-0.0010494+0.00053576i,-0.00041229-0.00013313i,0.00050685-0.00060974i,0.00056107-0.0002994i
-0.00053666-0.00086492i,-0.00018273-0.0012535i,-0.00034348-0.00087804i,0.00026669-0.00030388i,0.00047285+0.00046304i,0.00079251+0.00073105i,0.0017469+0.0012053i,0.0017589+0.0012314i,0.0015659+0.00072074i,0.0011487+3.6753e-05i,-4.709e-05-0.00017791i,-0.00019027+0.00011767i,4.8983e-05+0.00013587i,-9.6954e-05+0.00019144i,-4.7531e-05-0.00015331i,-0.00022772-9.925e-05i,-0.00069514-0.00020201i,-0.00067141-0.00031938i,-0.00017944-0.00016152i,-0.00012561+0.0002233i,-0.00047593+0.00045366i,-0.00072683+0.00010256i,-0.00090958+0.000119i
0.0011263+0.00011743i,0.0012219+0.00045772i,0.0002981+0.00077875i,0.00029348+0.00041491i,0.0011022+0.00027557i,0.0016147+0.00021507i,0.0016677+0.00096697i,0.0014209+0.0012383i,0.0015066+0.00089994i,0.00078483+0.00076356i,0.00019908-0.0002686i,0.001058-0.0011171i,0.00088102-0.00088511i,0.0010936-0.00053294i,0.0014228+0.00030741i,0.00093194+0.00072475i,0.0010125+0.00080537i,0.00033504+0.00096808i,-0.00024204+0.00021758i,-5.3191e-05+5.2804e-05i,-0.00019143+0.00025731i,-0.00017841-0.00018896i,0.0002911-0.00041533i
0.0014556-0.00010416i,0.00050067-0.0011045i,-0.00045171-0.00088666i,-0.00035796-3.1066e-05i,3.0967e-05+0.00060613i,0.00022885+0.0017488i,0.001099+0.0017863i,0.0012485+0.00038911i,0.0014921-0.00060527i,0.0019423-0.0005897i,0.0027668-0.00043588i,0.0025619-4.347e-05i,0.00078627+0.00041873i,-0.00036402+0.00046306i,-0.00076998+0.00027416i,-0.00022348-0.00020084i,0.00079727-0.0008591i,0.00094046-0.00040005i,0.00043985+0.00020021i,0.00026216-8.9677e-05i,0.00031621-0.00071151i,9.2349e-05-0.0010964i,-0.00021884-0.0008159i
-0.0012861-0.00026064i,-0.00075814+0.00073116i,-0.00075981+0.0013815i,-0.00081417+0.00068723i,0.0001595+0.00068916i,0.00096103+0.00094248i,0.0012256+9.0971e-05i,0.0013115+0.00011445i,0.00097152+0.00061305i,0.00089789-9.8091e-05i,0.00095125+0.00039809i,0.00063956+0.00074574i,0.00024529-0.00056526i,-0.00039264-0.0011796i,-0.00041828-0.00076551i,-4.3156e-05-0.00095633i,0.00039362-0.00030429i,0.00037405+0.00097851i,-0.00026709+3.9651e-05i,-0.00026912-0.00057338i,-2.9434e-05+0.00022136i,-0.0002829+0.00021298i,0.00027243+0.00013164i
-0.00095318+0.00027934i,-0.0003007+1.0057e-05i,-0.00034257+0.00011736i,-0.00043903-2.0158e-05i,0.00021217+0.00025521i,0.00053658+0.00067339i,5.3283e-06+0.00010719i,0.00034641+0.00013593i,0.0011791+0.00025949i,0.00079383-0.00024578i,0.0001252-0.00076178i,0.00029264-0.0012856i,0.00053138-0.0013116i,-0.00014082-0.00061279i,-0.00035597-0.00028093i,0.0001653-7.1096e-05i,1.4483e-05+0.00021198i,-0.00016782+0.00054805i,-8.6642e-05+0.00067336i,-0.00018178-3.6823e-05i,-0.0006312-0.00031646i,-0.00065502-0.00057742i,-0.00063523-0.0010994i
0.0011589+0.0022964i,0.00081728+0.0025723i,0.00014408+0.0019191i,0.0011583+0.0014576i,0.0012345+0.0013996i,0.00051784+0.00064257i,0.00039982+0.0010142i,0.0008131+0.0017358i,0.001282+0.0011701i,0.00080768+0.00025231i,7.7802e-05-0.00049032i,9.7439e-05-0.00075237i,0.00010703-0.00060603i,-0.00049727-0.00015103i,-0.00071028+6.6007e-05i,-0.00088817-7.3375e-05i,-0.00049213-3.797e-05i,0.00040642-0.00071793i,0.00036449-0.00072866i,-0.0004539-0.00058906i,-0.00031584-0.001116i,0.000246-0.00031808i,-0.00026145-2.9919e-05i
-0.00096271+0.00090686i,0.0005675+0.00040186i,0.0012163+0.0005859i,0.0013896+0.00040041i,0.0024329+0.00056541i,0.0029118+0.0011994i,0.0021184+0.0010005i,0.0018341+0.00061866i,0.001786+0.00058496i,0.0013456+0.00030743i,0.00098748-0.00020527i,0.0010071-0.00083472i,0.00070406-0.00073874i,-7.3518e-05-0.00028366i,-0.00087543-0.00054471i,-0.00064174-0.00032735i,0.00012853+0.00044035i,0.00014425+0.00053355i,-0.0001555+0.00013353i,-0.00031793-0.00021995i,-0.00052381+0.00014687i,-0.00079685+0.00039571i,-0.00048919+3.2968e-05i
1.2995e-05-0.00077611i,-0.00095251-0.00031991i,-0.0012349-0.00018913i,-0.00090157-3.6298e-05i,-0.001385+0.00091664i,-0.0010447+0.0014108i,0.00011922+0.0010191i,0.0011682+0.00070712i,0.0014988+0.00038033i,0.00091193-0.00016484i,0.00072926-0.00068537i,0.00074848-0.0002664i,0.00075296+0.00088578i,0.00073964+0.00069279i,0.0006391-0.0004061i,0.0007756-0.00063865i,0.00054944-0.00033418i,0.00012219-0.00023919i,0.00028066+4.4428e-05i,0.0003747+0.00017554i,0.00043855-0.00043463i,-0.00037057-0.00075648i,-0.0010907-0.00029016i
-0.0022411+0.0003869i,-0.0015895+0.0003458i,-0.00053326+0.001441i,0.00032934+0.0020193i,0.00068455+0.0020247i,0.00064231+0.0014969i,0.00090821+0.00069054i,0.001267-0.00017584i,0.00087288-0.00017201i,0.00073961-0.00027788i,0.00057395-0.00060172i,0.00078333+0.00012421i,0.0011199-0.0002334i,7.4978e-05-0.00062i,-0.00045122-0.00041184i,-0.00041764-0.00021328i,-0.0006012-0.00027725i,-0.00083242-0.00032232i,-0.00047112+3.4922e-05i,5.7766e-05-6.8846e-05i,-0.0001147-0.00033581i,0.0001569-0.00067652i,0.00015967-0.00076575i
-0.00015731+0.0021779i,0.00033672+0.0022916i,0.00030887+0.0033656i,0.00064183+0.0027709i,0.00092922+0.0010449i,0.0012546+0.00015947i,0.0013143+0.00017776i,0.0012068+0.00023505i,0.0011996+0.0012105i,0.0011407+0.0014853i,0.00090135+0.00046649i,0.00058209-0.00041166i,0.00051817-0.00074892i,0.00029445-0.00068152i,-0.00013644-0.00020452i,-0.000341-8.8548e-05i,8.7413e-05-0.00020726i,0.00071997-0.00041526i,0.00092422-0.00094202i,0.00055795-0.0010525i,0.00071878-0.0013037i,0.0004399-0.0016701i,-1.9574e-05-0.0012533i
8.509e-05-0.00091578i,-0.00031513-0.00087683i,-0.00059574+6.4123e-05i,1.3711e-05+0.00083068i,0.00047267+0.00075291i,0.00013279+0.00022624i,0.00080276-0.00033855i,0.0018899-0.00012104i,0.0011158+6.177e-05i,0.00097827-0.00022481i,0.0011345-0.0013032i,0.00080589-0.0018979i,0.00012345-0.0016149i,-0.00069728-0.0011295i,-0.00066577-0.00088377i,-0.00013056-0.00060232i,-0.00015504+4.3473e-05i,-0.00021202+0.00021247i,0.00031913-0.00026567i,0.00097268-0.00054532i,0.00062687-0.0002398i,-6.594e-05-0.00026073i,-0.00012429-0.00042992i
0.0017885+0.00062393i,0.0024601+0.00067127i,0.0024445+0.00075947i,0.0010818+0.00055148i,0.00035162+0.00041562i,-1.749e-05+0.00060882i,0.00012209+0.0010129i,0.00096816+0.00082981i,0.0015849+0.00032314i,0.0017877+0.00022398i,0.002307+0.00070128i,0.0020045+0.00057887i,0.00084571-0.00050322i,-0.00019186-0.0013483i,-0.00041513-0.0011401i,7.648e-05-0.00039705i,0.00027255-4.5478e-05i,-0.00043547-0.00018643i,-0.00060231-0.00062098i,0.00025383+0.00042668i,0.0011713+0.001239i,0.00073015+0.00048829i,7.6928e-05+0.00024517i
-0.001103-0.00014487i,-0.0012201-0.0010492i,-0.00072179-0.00095655i,0.00050968-0.00046935i,9.986e-05+0.00040928i,-0.00054411+0.00080991i,-2.7324e-05+0.0004983i,0.00056078+0.00033668i,0.00073505+0.00024257i,0.00091477+0.00052385i,0.0013703+0.00048526i,0.00075811+1.093e-06i,-0.00075594-6.2469e-05i,-0.0013785+0.00030574i,-0.00047924+0.00021611i,-0.00049076+0.00012845i,-0.0012331-0.00035801i,-0.0013404-0.0006418i,-0.0011009-0.00023412i,-0.00026338+7.0705e-05i,0.00049501-0.00072278i,0.0004382-0.00087045i,0.0002967+0.00023429i
0.0011499+0.00064991i,0.0015082+0.0006979i,0.00078194+0.00083564i,-0.0003859+0.0005199i,-0.0012716+0.00017456i,-0.0015415+0.00019751i,-0.00040703+0.00056525i,0.00088039+0.0011893i,0.0013626+0.00091792i,0.00096634+8.4262e-06i,0.00022349-0.00037644i,-0.00034281-0.00049842i,0.00037139-0.00037532i,0.0010532+0.00015141i,0.00058205+0.00073962i,0.00046515+0.0011208i,-3.9548e-05+0.0011097i,-0.00046347+0.00069154i,0.000117+7.9492e-05i,0.00029714-0.00034112i,0.00017205+6.1277e-06i,-0.00046736+4.226e-05i,-0.00074436-0.00035801i
-0.00090018-0.00040283i,-0.0019427-0.00020137i,-0.0025076-0.00019455i,-0.0016278-0.00030499i,-0.0005727-0.00073358i,0.0012921-0.00023358i,0.0018064+0.00076069i,0.0019557+0.00091893i,0.0019477+0.00081408i,0.00087279-0.00020031i,0.00070116-0.00099943i,0.0011779-0.0011697i,0.00063248-0.0011524i,-0.00023891-0.00056934i,-0.00034595+1.067e-05i,6.6323e-05+0.00014619i,0.00028271+0.00020053i,0.0010232+0.0004398i,0.00021762+0.00048739i,-0.0010078-0.00054715i,-0.00064446-0.00069225i,-9.2571e-06+0.0001767i,0.00042156-0.00019136i
0.0011395+0.00030263i,0.0019263-0.00095738i,0.0022122-0.0015876i,0.0013062-6.9297e-05i,0.0006342+0.0015893i,0.00043402+0.001531i,0.00099145+0.00054749i,0.0016927+0.00030425i,0.0013703+0.00043702i,0.0011456+0.00036067i,0.00096882+0.00025297i,0.00043712-7.981e-05i,-9.1794e-05-4.8878e-06i,-8.5187e-05+0.00029699i,0.00031909+0.00039419i,0.00016699+0.00033374i,-0.00054356-4.1455e-07i,3.353e-05-0.00029801i,0.00022188-0.00037044i,-0.00074457-2.8968e-05i,-0.00019217+0.00090924i,0.00015478+0.0013227i,-0.00058103+0.00097467i
-0.00046413+0.0010687i,-0.00067482-3.7859e-05i,-8.5132e-05+7.7795e-05i,0.00040793-0.00010526i,0.00041713-0.00072708i,0.0005618-0.0016366i,0.0012519-0.0008748i,0.0017271+0.00047645i,0.0017229+0.00017463i,0.0021639-0.0002507i,0.0017445-0.00034368i,0.0013202-0.00063086i,0.0012014-0.001008i,0.00030574-0.0007316i,-0.00015898-0.00018998i,-0.00022423+6.0385e-05i,-0.00056393-0.00032484i,-0.00038424-0.00081525i,0.00015982-0.00041631i,0.00018667-0.00042385i,-0.00032314-0.0008368i,-0.00025016-0.00063063i,-0.0003193-0.00027815i
4.3298e-05-0.00076925i,0.00043047+3.3513e-05i,-0.00052401+0.00020132i,-0.00084894+0.00043782i,-1.7713e-05+0.001605i,0.001325+0.0020916i,0.0022537+0.0019966i,0.0016644+0.0013793i,0.001282+0.00030225i,0.0011074-3.6413e-05i,0.00018399+0.00033392i,0.00013425+0.00073796i,0.0003793+0.00067136i,-9.8927e-05+0.00032895i,-0.00035727+0.00022504i,3.0041e-05+0.00017855i,0.00040236-0.00042428i,0.00073431-0.00086396i,0.00067435-0.00018454i,0.00033674+2.7362e-05i,5.44e-05-0.00087362i,0.00024772-0.00051574i,-8.4664e-05+2.6022e-05i
-0.0004197+0.0002567i,-0.00058438+0.00011004i,0.00027577-0.00049739i,0.00082826-0.00029692i,0.0010814+0.00054574i,0.0011232+0.00093723i,0.00048154+0.0010891i,0.0004974+0.00013388i,0.00040142-0.00104i,-0.00016358-0.0015167i,-0.00063108-0.0013773i,-0.00033457-0.0013405i,0.00037017-0.0011197i,0.00062048-0.00079957i,1.8058e-05-0.00066544i,-0.00031401+1.3497e-05i,0.00047987+0.00044955i,0.00063388+0.00045292i,0.00024307-0.00018997i,-0.00029688-0.00065451i,0.00050032-0.00035948i,0.0010262+2.7453e-05i,0.00015271-0.00019778i
0.0010187+0.0010022i,0.00096972+0.0018631i,0.0011045+0.0020477i,0.0012591+0.0013553i,0.00054556+9.0275e-05i,0.00019714+0.00018015i,0.0007064+0.00062527i,0.0012836+0.00051315i,0.0016751+0.00014242i,0.00085308-0.0005438i,0.00016616-0.00092191i,-0.00014668-0.00059837i,-3.1343e-05+0.00013489i,0.00061896-0.00050031i,0.00080682-0.0014341i,0.00061465-0.0012972i,-0.00030141-0.00073167i,-0.00142-0.00063623i,-0.0013262-0.00030812i,-0.00012731+0.00028985i,0.0005643+0.00040687i,0.00026185-0.00018648i,-0.00022747-0.00051698i
-0.00032364+0.00027247i,-0.0013152-0.00039161i,-0.00065907-0.0004267i,-0.00053623-0.00016537i,-0.00062882+4.8192e-05i,-7.1956e-05+8.8924e-05i,0.00060776+0.00064599i,0.00083132+0.00031432i,0.00072797+0.00074978i,0.00032048+0.00031831i,0.00015754-0.00035885i,0.00027707+0.00013127i,0.00044108-0.00037596i,0.00041109-0.00061723i,0.00097181-0.00028677i,0.00090497+0.00013336i,-8.2531e-05+0.00045209i,0.00010608+0.00020934i,0.00061713+0.00018471i,0.00032561+9.3164e-05i,0.00033006-8.3104e-05i,0.00016843+0.00031303i,5.544e-05+0.00076635i
0.0015113-0.00050334i,0.0012002+0.00076888i,0.0010541+0.0011793i,0.00072319+0.0016367i,9.5535e-05+0.0011389i,0.00025482+0.00087847i,0.001146+0.0012302i,0.0017735+0.00077588i,0.0018268+8.2996e-05i,0.0012623-0.00029235i,6.9723e-05-0.00025526i,5.7638e-05-0.0003831i,2.7033e-05-0.00090792i,-0.00063266-0.00031852i,-0.00053286+0.00034684i,0.0002133+0.00042773i,0.0009906+0.00046621i,0.00022206+0.00031556i,-0.00046099+0.00013359i,5.1094e-05+8.6358e-05i,-0.0002634+0.00026669i,-0.0004679-0.00033525i,-0.00023451-0.0011761i
-0.0010914+0.0017286i,0.00019872+1.9415e-05i,0.0018152-0.00033676i,0.002187-0.00045858i,0.0013989-0.00046964i,0.001128+0.00052954i,0.0011264+0.00068594i,0.00092856+0.00029922i,0.0012972+0.00043506i,0.0012332-0.00029746i,0.0003978-0.00091188i,-1.0317e-06-0.0010252i,-3.6108e-05-0.00092915i,-0.00032518-0.00039118i,-0.00022025-0.00011432i,0.00014814-0.00012758i,0.00025117+3.4619e-05i,-0.00014908+0.00024001i,-0.00029558+0.00030798i,-0.00013001+0.00038188i,0.00052183+0.00055985i,0.0010631+0.00016779i,0.0011345-0.00029035i
0.0017858-4.254e-05i,0.00097145-0.00038715i,0.0001042-0.00081922i,-0.00068033-0.00032375i,-0.00090457+0.0002388i,-0.00031545+0.00090486i,0.00052775+0.0016261i,0.001498+0.0015454i,0.0018598+0.0010754i,0.0011781+0.00067064i,0.00041196+7.2911e-05i,5.1751e-05-0.0008028i,-0.00019468-0.00098011i,-0.00036124-0.00087936i,-0.00021137-0.001067i,-0.00019566-0.00026075i,0.00025367+0.00060979i,0.00043607+0.0008154i,-0.00046021+0.00044408i,-0.00064078+0.00026538i,-0.00043564+0.00036642i,5.9153e-05+0.00025702i,0.00051191-0.00022708i
-0.0006425-0.00016378i,-0.00085155+0.00072341i,-0.00056759+0.00056717i,-0.00066671+0.0010566i,-0.00093363+0.0011462i,-0.00019172+0.00082485i,0.00051351+0.0010882i,0.00091303+0.00094398i,9.3728e-05+0.0010616i,0.0001302+0.00089869i,0.00056815+0.00037565i,0.00058543+0.000246i,0.00037738-9.0736e-05i,0.00037499-0.00087099i,8.5279e-05-0.00060773i,-0.00026544-0.00012108i,4.9393e-05+0.00059483i,-0.00015362+0.001254i,-0.00042434+0.0010198i,-0.0001401+0.00041147i,-0.00020988+0.00051707i,-0.00040985+0.00064647i,-0.00012465-0.00030319i
