0.00076075-0.00034503i,0.00073054-0.0012995i,0.00012916-0.002971i,-8.4379e-05-0.0038061i,-0.0007307-0.002238i,-0.00065791+0.00022739i,0.0013081+0.0013258i,0.0025849+0.00077399i,0.0023672+8.0449e-05i,0.0017232-0.001026i,0.0007902-0.0012534i,-0.00074477-0.00061502i,-0.0014446+0.00042447i,-0.00093268+0.0010817i,-0.00083241+0.00051018i,-0.00067324+3.9368e-06i,0.00013638-0.00011145i,0.00086045+4.0158e-05i,0.00038676-0.00017174i,-0.00014168-0.00010492i,-0.00022821+0.00031833i,-0.00052732+0.00027075i,-0.00086791-0.00024776i
-0.0011729-4.0243e-05i,-0.00045792+0.00037586i,-0.00028915+2.1522e-05i,-0.00010092-0.00040832i,0.0012283+8.5958e-05i,0.0024486+0.00019226i,0.0023002-0.0012977i,0.0013535-0.001347i,0.00036839+6.5751e-05i,7.6526e-05+0.00029691i,-0.00031325+0.00044469i,7.6365e-05+0.00068175i,0.00076304+1.3871e-05i,0.0010851-0.00013153i,0.0014003+0.00036175i,0.0010051+0.00053917i,-0.00014747+6.0724e-05i,-0.000167-6.3523e-05i,-5.6984e-05+0.00083444i,-0.00020903+0.00060628i,0.00023915+8.5153e-05i,0.0006621+0.00057548i,0.00040843+0.00052623i
-0.00088784-0.0013343i,-0.0014553-0.00089002i,-0.001374+0.00034221i,-0.00016707+0.00036719i,0.0010847-0.00040209i,0.001613-0.0008933i,0.00073501-0.00088874i,-0.00033407-0.00060407i,-0.00056671-0.00014581i,-0.0011013-0.00044528i,-0.00057208-0.00028196i,0.00029388+0.00091141i,0.00033524+0.0012932i,0.00072813+0.0008199i,0.00084856+0.00060908i,0.00042189+0.00044242i,-4.7304e-06-0.00040567i,-0.00036361-0.00078815i,-0.00024523+4.5012e-06i,-0.00018423+0.00014221i,-0.00021544-0.00052886i,2.7805e-06-0.00017621i,2.7343e-05+4.8358e-05i
-0.0028305+5.6971e-05i,-0.0026982-0.00050778i,-0.0013792+0.00032968i,-0.0011185+0.0012265i,-0.00081735+0.00027045i,0.0012194-0.00025776i,0.0019406-0.00074668i,0.00094401-0.0014625i,0.00034077-0.0010965i,-0.00023478-0.00028242i,-0.00085608-0.0004165i,-0.00066765-0.000593i,1.2224e-05-0.00028599i,0.0007324+4.3066e-05i,0.00086294-7.8182e-05i,0.00049274-2.0564e-05i,0.00079753+0.00033593i,0.00035616-0.00035262i,-0.00021974-0.00057592i,-0.00029097-8.072e-05i,0.00031756+0.00024465i,0.00074213+0.00060282i,0.00045037+0.00050625i
-0.0014243+0.0006491i,7.152e-05+0.00020953i,0.00082367+0.0001629i,0.0011524+0.00025572i,0.0017307-0.00011853i,0.0016504-0.00054055i,0.0009245-0.0010689i,0.00094705-0.0017369i,0.0012273-0.00069194i,-7.6487e-05+0.00030039i,-0.0010132-0.00011779i,-0.00023714-3.2112e-05i,0.00025852+0.00039476i,-0.00044083-0.00038948i,-0.0002784-0.00050889i,0.00010517+0.00013955i,5.5996e-05+0.00038452i,-0.00025117+0.00010378i,-0.00011937-0.00060317i,0.00024563-0.00027107i,3.0217e-05+0.00051797i,-0.0006997-9.094e-05i,-0.0003557-0.00078199i
-0.0011462+0.00021041i,-0.00074886+0.0007417i,0.00054554+0.0010731i,0.0012526+0.00052277i,0.0016248+9.389e-05i,0.0022256-0.00029502i,0.0022417-0.00080376i,0.00080759-0.00084018i,-0.00050288-0.00033505i,0.0001287+0.00032941i,0.00070191+0.00042369i,0.00091469-4.8453e-06i,0.00078152+0.00034118i,0.00064256+0.00034123i,0.00068404-0.00099579i,0.00010341-0.0012065i,0.00010501-0.00016869i,0.00029769+0.00025874i,-0.00045977+0.00028532i,-0.0007364+0.00011961i,-0.00043273+0.0007587i,-0.0002506+0.0010949i,0.00028941+0.00072567i
-0.001152+0.0010841i,-0.00089173+0.0013626i,0.00015307+0.0010619i,0.001301+0.00078603i,0.0019342-0.00030602i,0.0020753-0.0019012i,0.0018203-0.0022935i,0.00085471-0.0016239i,0.0003164-0.0006944i,0.00087304-0.00037266i,0.00026988-0.00033196i,-0.00061556+7.7096e-06i,-9.6918e-05-0.00016679i,0.00075189-0.00015948i,0.00060491-0.00014232i,0.00036789-0.00010878i,0.00038681-0.00011619i,0.00027245+0.00036579i,0.00038805+0.0012997i,-0.00047317+0.0014708i,-0.0010615+0.00042693i,-0.00092853-0.00031869i,-0.0007745+9.3852e-06i
-5.6312e-05+0.00030879i,-0.00045095-0.00013578i,0.00079487-0.00093901i,0.00075877-0.0011302i,-0.0002438-0.00089479i,0.00059643-0.0007421i,0.0013288-0.0010587i,0.00019105-0.00056586i,-0.00060407+0.00015372i,-0.00043143-0.00040621i,-0.0003929-0.00063892i,-0.00020696-0.00087565i,-0.00033036-0.0013718i,-0.00034461-0.0010586i,-0.00047892-0.00012675i,-0.00084496+0.00043754i,-0.00098834+0.0002848i,-0.00057707+6.8035e-06i,-0.00016814+0.00021946i,0.00018834+0.00045072i,0.00030484+0.00018605i,-5.7598e-05+0.00035604i,-0.00033417+0.00040837i
0.00057442-0.00062745i,-0.000435-9.4903e-05i,-0.0017139+0.00047637i,-0.00184-0.00028428i,-0.00019274-0.00048343i,0.00071582-7.438e-05i,0.0012252-0.00048327i,0.00079546-0.00055148i,0.00016897-0.00095259i,-0.00015245-0.0018097i,-0.00085352-0.0010584i,-0.00051092+0.00034497i,9.9339e-05+0.00079393i,-8.4692e-05+0.0013116i,-0.0003532+0.0017827i,-0.00013416+0.0012531i,0.00075281+0.00029292i,0.00081504-5.6887e-05i,0.00061844+4.6279e-05i,0.0011644+0.00011025i,0.00040646+0.00013831i,-0.00015822-0.00035045i,0.00019802-0.00053196i
-0.00072748-0.0026809i,-0.0011434-0.0027347i,-0.0014175-0.0016253i,-0.0017727-0.00067539i,-0.0008407-0.00084297i,0.0010341-0.0013994i,0.0013336-0.0017598i,0.00020554-0.0013499i,-0.00047411-0.00028039i,-0.00052642-0.00035069i,-0.00049889-0.00045871i,-0.00016089-0.00047828i,0.00072565-0.0005826i,0.001346+0.00012566i,0.00081126+0.00037016i,0.00021399+0.00019296i,0.00024429-2.3294e-05i,0.00027323-0.00033329i,6.8836e-05-0.00048272i,-0.0001361+0.00024411i,0.00016496+0.00056303i,0.00024823+1.9092e-05i,7.0007e-05-5.765e-05i
0.0020892+0.0005135i,0.0012691+0.00092532i,0.0017336+0.00061493i,0.0022491-0.00023113i,0.0012204-0.001256i,0.00074011-0.0011844i,0.0014872-0.00084814i,0.0017936-0.00054818i,0.00044231-0.00068041i,-0.00042961-0.0012484i,-0.00020304-0.0012187i,-3.8534e-05-0.00081065i,-0.00039136-0.00019472i,-0.00054854-2.3192e-05i,-0.00066696+0.00014293i,-0.00040216-0.00064013i,0.00014712-0.001554i,0.0011847-0.00068958i,0.0016572+0.00028953i,0.0011022+0.00058087i,0.00036378+0.00035131i,0.00015945-0.00019486i,7.2795e-05-0.00061032i
-2.1612e-05-0.00027854i,-0.00024273+0.00029911i,3.5848e-05-0.00021448i,0.00069474-0.00083819i,0.00091376-0.00043958i,0.0010201-0.00039547i,0.0012891-0.0014183i,0.00069335-0.0020589i,0.00031281-0.0016742i,0.0002676-0.00090467i,-2.044e-05+0.00070301i,-9.1322e-05+0.0013573i,8.1697e-05+0.0010218i,-0.00021939+0.0010432i,-0.00090148+0.00081057i,-0.00093371+0.00076582i,-0.0011342+0.00084055i,-0.0012825+0.00091584i,-0.00040796+0.0010141i,-0.00017484+0.00027801i,-0.00036477-7.2413e-05i,-0.00063673+0.00032264i,-0.00070924+0.00054804i
0.00028947+0.0019346i,-0.00045498+0.0011894i,0.00010012+0.00055746i,0.0011408-0.00039107i,0.0017638-0.0011853i,0.00095115-0.00093215i,0.00021464-0.00028991i,0.00026516+0.00057186i,0.00037837+0.0011347i,0.00028857+0.00041005i,0.00026601-0.00012793i,0.00031116+4.7996e-05i,-0.00074349+0.00045323i,-0.00090948+0.00099058i,-0.00093313+0.00039837i,-0.00075515-0.00034529i,-4.7148e-05+0.0001494i,0.00024695+0.0004309i,0.00034677+0.0008114i,0.0004547+0.0011633i,0.00056528+0.00050734i,0.00042504-0.00024033i,0.0003247+0.0001298i
0.000248+0.00026475i,-7.1148e-05-0.00077087i,0.0008122-0.0016751i,0.0017571-0.0015775i,0.0018772-0.0015219i,0.0014599-0.0015324i,0.00034005-0.0016038i,-0.00013267-0.0014607i,0.00016958-0.00095012i,-0.00013367-0.00013222i,-0.00076608+0.00030807i,-0.0010534-0.00023602i,-0.00083948-0.00019563i,-0.00031205+8.5363e-05i,0.0004745-0.00028633i,0.00099235-7.0144e-05i,0.00040616+0.00054521i,-0.00033697+0.00080054i,-0.00041815+0.0010396i,-0.00079182+0.00058129i,-0.00094709+0.000131i,-3.554e-05-0.00060174i,0.00023621-0.0011627i
0.0025025-0.001762i,0.0011006-0.001665i,4.306e-05-0.0019133i,-0.00020574-0.0019203i,-0.0011418-0.0011844i,-0.0014925-4.3856e-05i,-0.0001103+0.00062412i,0.00017384+0.00022834i,-0.00033878-0.00075611i,-0.00096996-0.0012993i,-0.0015512-0.00099744i,-0.0018464-0.00013262i,-0.00063961+0.0012035i,0.00034005+0.0016034i,0.00016875+0.001136i,0.00030391+0.00056278i,0.00052152+5.9302e-05i,0.00021459+0.00051667i,-1.4824e-05+0.00084554i,-0.00022589+0.00052915i,-0.00027448+0.00032764i,0.00013256-7.2887e-05i,-0.00029068-0.00036427i
-0.00041234+0.00018179i,-0.00074818+0.00033155i,-0.00072829+0.00045353i,-0.00030732+0.00081585i,0.0010408+0.00066697i,0.0022201+0.00064735i,0.0025154-0.00015799i,0.0016396-0.00094346i,0.00095991-0.00098201i,0.00066162-0.00041361i,-0.00037428+0.0001542i,-0.00069211-0.00020881i,-0.00026607-0.00016565i,-7.9511e-05+6.5173e-06i,-7.5043e-05-0.00011287i,-0.0004838+0.00022112i,-0.00079886+0.00079207i,-0.00091919+0.00096998i,-0.00098142+0.00040106i,-0.001132-0.00042022i,-0.0016116-0.00093782i,-0.0016759-0.00061122i,-0.0014645-0.0001315i
0.00042343-0.00041916i,0.00074187+0.00017134i,0.00091397+0.00029249i,0.00073255-0.00033418i,0.00098811-0.0013066i,0.001418-0.00071851i,0.00055365-0.00016695i,-0.00028498-0.00037412i,-0.00019154+1.2071e-05i,-0.0001104-0.00013831i,-0.0007069-0.00047658i,-0.0011459-4.6965e-05i,-0.0010469+2.5089e-05i,-0.00048865+0.00038754i,0.00035171+0.0010961i,0.0013876+0.0006061i,0.00088132-0.00018942i,5.2615e-05-0.00049184i,0.00026394+0.00013048i,-0.00014765+0.00066466i,-0.00077681-0.00056972i,-7.4866e-05-0.0015819i,0.00079075-0.0015285i
-0.00025826-0.00035992i,-0.00083437+0.00021511i,-0.0012658+0.00018052i,-0.001779-8.3038e-05i,-0.0015145+0.00026256i,0.00029244-0.00013265i,0.0015238-0.00095933i,0.00066392-0.00066152i,-0.00070805-2.7896e-05i,-0.0011342-0.00012036i,-0.0014428-0.00011302i,-0.001182+0.00033002i,-0.00078568+0.00042481i,-0.00025637+0.00052781i,0.00021378+0.00058046i,-0.00021855+0.00011237i,-0.00028367+0.00057411i,-0.00022099+0.000507i,-8.8254e-05-0.00048967i,-0.00016503-0.00071865i,-0.00076866-0.0011757i,-0.00022281-0.0014109i,0.0004874-0.00050349i
4.0473e-05+0.0009774i,-0.00030008+0.0015663i,-0.00038537+0.0020596i,0.00049262+0.0011365i,0.0017704-0.00038536i,0.0022781-0.0014919i,0.0016837-0.0014792i,-0.00014216-0.0002808i,-0.0010471+0.00012563i,-3.1332e-05-0.00057366i,0.00067993-0.00094894i,0.00015937-0.00056405i,-0.00060245+7.5136e-05i,-0.0011365+0.00014755i,-0.00090446-0.00036621i,-0.00019396-0.0012081i,0.00023472-0.0012817i,0.00049815-0.00024592i,0.00027242+0.00076582i,-0.00028344+0.00093217i,0.00045548+0.00036107i,0.0011338-0.00024846i,0.00038856-0.00045688i
-0.00045844-0.0014076i,-0.00092405-0.00079206i,-0.0014556-0.0011181i,-0.0011984-0.0012101i,-0.00045726-9.9567e-05i,0.00036161+0.00012106i,0.00099794-0.00091111i,0.00064488-0.00081198i,-0.00018249-0.00029854i,-0.00025964-0.00042018i,-0.00032691-0.00017514i,6.3269e-05-0.00022237i,0.00053199-0.00016097i,0.00043792+0.000534i,0.00036625-0.00026788i,0.00024043-0.0010073i,2.2766e-05-9.1333e-05i,-0.00010983+0.00061233i,-0.00048294+0.00033109i,-0.00070356+0.00027841i,-0.00029308+9.6228e-05i,-0.00028788-0.00028572i,-0.00053907+0.00012874i
0.0012431-0.0012609i,0.0012627-0.0007811i,0.0011846-0.0008727i,0.00064066-0.00080716i,0.00018855-0.00076666i,0.00061204-0.00067571i,0.0011656-0.00047191i,0.00014461-8.4369e-05i,-0.0010099+0.0003844i,-0.0013009-4.5269e-05i,-0.00070984-0.00056625i,5.3315e-05-0.00043456i,0.00050475-0.00036921i,0.00030916+0.00027655i,0.00031283+0.00099216i,0.00042946+0.00095143i,-0.00013738-2.9764e-05i,-0.0001167-0.0006187i,-1.8534e-05+0.00015169i,-0.00023111+0.00030024i,-0.00017872+0.00012374i,-8.0499e-05+0.00055236i,-0.00025206+0.00080911i
-0.0012786-1.4267e-05i,-0.0010284+0.00032033i,-0.0011025+0.00063049i,-0.0017447+0.0006002i,-0.0018071-0.00055834i,-0.00032269-0.0011219i,0.0013544-0.00084912i,0.0010171-4.0989e-05i,-0.00032055+8.1865e-05i,-0.00059861-0.00023879i,-0.00036467-1.8251e-05i,-0.00027622+1.3123e-05i,9.8047e-05+4.1398e-06i,0.00021828+0.000365i,0.00025584-0.00017008i,0.00062227-0.00043571i,0.00039792+0.00037744i,0.00017378-0.00026193i,0.00042838-0.00026428i,0.00046519+0.001012i,0.00010808+0.0015405i,0.00064724+0.00090472i,0.0010146+0.00066851i
0.00061009+0.0018813i,0.00094251+0.0013595i,0.0024363+0.00093371i,0.0031942+0.00083085i,0.0025349-0.00064263i,0.00097854-0.0019429i,-0.00027427-0.0019735i,-0.001065-0.0017019i,-0.00060147-0.00087012i,-3.5188e-05+0.00047118i,-0.00067325+0.00031025i,-0.0011035-0.00073794i,-0.00040482-0.0010579i,-0.0001841-0.00065321i,-0.00018748-0.00036168i,8.2805e-05-2.6224e-05i,4.1711e-05+2.3617e-05i,0.00015133-6.392e-05i,0.00055794+0.00047432i,0.0002888+0.00057403i,-0.00021398-2.4658e-05i,-0.00014703-0.00035137i,0.00031449-0.00075672i
-0.00054861-0.0011156i,-0.0011231-0.00026782i,-0.0014529+0.00048579i,-0.0012546+0.00017992i,-0.0011757-0.00012965i,-0.0007105-0.0011628i,0.0005753-0.0017798i,0.00081969-0.0011532i,0.00023861+0.00012211i,-0.0005545+0.00044125i,-0.0013381+0.00012515i,-0.0011858+0.0004248i,-0.00023159+0.00062687i,-7.506e-05+0.00076208i,-0.00010996+0.00074422i,-0.00040502-0.00015448i,-0.00072192-0.00021414i,8.9656e-05-0.00013014i,0.00032506-0.00022811i,0.00017398+0.00039538i,0.00012765+0.00057158i,-8.0431e-05-0.00031198i,-7.191e-05-0.0003389i
0.00073386-0.0017325i,-0.0006781-0.002149i,-0.00078053-0.0018827i,0.00062978-0.0012607i,0.0016021-0.0012743i,0.0011642-0.00070206i,0.00074469-0.00092929i,0.0010402-0.0012711i,0.00047784-0.00090779i,0.0001785-0.00052391i,0.00038589-0.00030455i,0.00019045-8.3338e-07i,0.00030073-9.6636e-05i,0.00010321+0.00014932i,-0.00040879+0.00060497i,-0.00016016+0.00093352i,0.00025275+0.00079042i,0.00044024+0.00056321i,0.00029124+0.00050802i,0.00081576+0.00033417i,0.00078841-3.2811e-05i,0.00055397-7.1247e-06i,0.00043287+8.9921e-05i
0.0015117+0.0012311i,0.00097444+0.00033207i,-0.00016156-0.00041943i,-0.0006109-0.00075736i,-0.00044922-0.00049782i,1.8941e-05-0.00049948i,0.00069936-0.00089324i,0.00028573-0.001149i,-0.00041352-0.00052276i,-0.00053882+0.00017508i,-0.00075023+0.0007726i,-0.00067242+0.00076317i,-0.0004798+0.00025431i,-0.00029658+0.00030782i,0.00030588+0.00074539i,0.00052183+0.00087751i,-0.00029382+0.00052324i,-0.00054034+0.00048735i,0.00015038+0.00016775i,0.00052291+9.856e-06i,0.00041448+0.00056301i,-0.00032655+0.00022089i,-0.00070641+0.00065425i
-0.00071513-0.00022683i,-0.00018075+0.0012703i,0.0008681+0.0025434i,0.00062525+0.0013702i,0.00037622+3.7967e-05i,0.00048922+0.00012393i,6.0069e-05-0.00015464i,-0.0002425-0.00070057i,0.00018141-0.00023414i,0.00054329+0.00030188i,-9.5483e-05+6.4441e-05i,-0.00038547-0.00044098i,-0.00058665-0.00065925i,-0.00076668-0.00018842i,-0.00061099+0.00054405i,-0.00052947+0.00040361i,-0.00037949-0.00023325i,-0.0005947-0.00041222i,-0.00083873-0.00020787i,-0.00074143+8.4969e-05i,-0.00022146+0.00026063i,-2.6788e-05-0.00025325i,-3.4106e-05-0.00025513i
7.6693e-06-0.001619i,0.00012008-0.0020947i,-0.00083412-0.0026313i,-0.0010389-0.0022051i,-0.00093917-0.0014059i,-0.0012655-0.0013562i,0.00022969-0.0010783i,0.0016511-0.00037196i,0.00071704+0.00039535i,0.00048876+0.00095011i,0.0005477+0.0011039i,0.00061362+0.00067515i,0.00059566+0.00045839i,0.00035178+0.00064608i,-7.5401e-05+0.00033945i,-4.1715e-05-8.4456e-05i,0.00051958+0.00016285i,0.0010717+9.9334e-05i,0.00090275-0.0002221i,-6.5951e-05-0.00048909i,-0.0001495-0.00040262i,0.00042195-0.00036931i,0.00019762-0.00014312i
0.0012616+0.0011585i,0.0019479+0.00014426i,0.0033036-0.00044763i,0.0030457-0.00078036i,0.0020496-0.001051i,0.0009176-0.00092548i,0.0010367-0.00078149i,0.00035762-0.00051054i,-0.00058415-0.00032681i,-0.00016209-0.00038598i,-0.00044701-0.00069883i,-0.00087218-0.00017039i,-0.0007871+0.00032457i,-0.00060577+0.00054834i,-0.0005842+0.00040826i,-0.00086325-0.00040284i,-0.00032353-0.00096005i,0.00033321-0.0010121i,0.00036975-0.00066475i,0.0005178-0.00023581i,0.00029978+0.00078427i,0.00019864+0.00033035i,0.00045472-0.00059728i
-0.001001-2.5754e-06i,-0.00099546+0.001296i,-0.0007624+0.0014227i,0.00012552+0.00030403i,0.00033896-0.00031001i,0.00072865-0.00038623i,0.00079692-0.00037854i,0.00037825-0.0010676i,0.00056906-0.00082791i,6.645e-05+6.4145e-05i,-0.00079936-9.176e-05i,-0.00010932-0.00079544i,0.00072954-0.00027535i,0.0004561+0.00053368i,-0.00018153+0.00034968i,-0.00025719-0.00054832i,7.2587e-05-0.0004653i,-0.00059368-0.000147i,-0.0015126-0.00039983i,-0.0013298+7.8926e-05i,-0.00042586+0.00053111i,0.00055057+0.00049714i,0.00085276+0.00032391i
-0.0032634-0.00042076i,-0.0022543+0.00018088i,-0.0018099+0.0014307i,-0.00044302+0.0020279i,0.0016889+0.0010644i,0.00218+7.0169e-05i,0.0016779-0.00082685i,0.0005184-0.0010003i,-0.00023686+0.0001489i,-0.0001735+0.0007964i,-0.00018884+0.00045696i,0.00013324+0.00022097i,0.00032728+0.00034915i,-4.3566e-05+0.00031955i,0.0001579+0.00016432i,0.000546+8.6483e-05i,2.8866e-05-0.00033838i,-0.00024689-0.0011341i,0.00017404-0.00047249i,-3.0989e-05+0.00050189i,-0.00058703+0.00049591i,-0.00044367+0.00050668i,0.00035344+0.00040427i
0.00020457+0.00064237i,0.0018762+0.00015934i,0.0008279-0.00095067i,-0.00080603-0.0021266i,0.00021852-0.0030097i,0.0022548-0.0030485i,0.0021535-0.0022267i,0.00074954-0.0016224i,8.737e-06-0.0011894i,0.00016958-0.00073541i,-0.00021414+6.7473e-05i,-0.0004845+0.0004701i,-0.0012013-0.00013861i,-0.00086028-0.00096053i,-4.2671e-05-0.00057057i,-0.00031405+0.00044438i,-0.00041751+0.00057025i,-0.00054016-7.5963e-05i,-0.00021059-7.1334e-05i,-0.00038727+0.00041804i,-0.00043552+0.00043185i,0.00025147-0.00015819i,-0.00014367-0.00025486i
-0.0010343+0.00016452i,-0.00019655+0.00092807i,0.0011466+0.0012418i,0.002213+0.001792i,0.001072+0.001606i,0.00028584-9.4494e-05i,0.0012301-0.0014457i,0.0010402-0.0013555i,-0.00020074-0.00014678i,-0.00062178+0.00038709i,7.3581e-05+8.1022e-05i,0.00022455-0.00067778i,0.00030056-0.0010482i,0.00018827-0.00027988i,-0.00069291+0.00061171i,-0.00084797+0.00016158i,-0.00053037-6.6831e-05i,-0.00076229+0.00054073i,-0.00095636+0.00054011i,-0.00072315+0.00011254i,-0.00060232+0.00032551i,5.983e-05+3.53e-05i,0.00021789-0.00058123i
-0.0027607+0.0007437i,-0.0029705+0.0011474i,-0.003286+0.0013788i,-0.0018472+0.0013053i,0.00054711+0.00039534i,0.0030156-0.00072634i,0.0027437-0.0017226i,0.00045805-0.0014505i,-0.00071592-0.00089942i,-0.00079162-0.00093612i,-0.00093012-0.00064071i,-0.00048339+0.00022359i,-0.00033514+0.00021948i,0.00023351-0.00043245i,0.00044102+0.00016959i,0.00019422+0.00022366i,-6.5651e-06+0.00020073i,0.00033935-0.00011794i,0.00065995-0.00052664i,0.00086412+0.00025734i,0.00069705+0.00086674i,0.00030193+0.00026684i,0.00013855-0.00047189i
-0.0014063+0.0018192i,-0.00050012+0.00058481i,0.0017544+0.0010684i,0.0026171+0.0010567i,0.0016405-0.00070558i,0.00094668-0.0024097i,0.0010374-0.0022266i,0.00027043-0.0011532i,-0.0006246-0.00014917i,-0.00085578-0.00045067i,-0.0010165-0.0014763i,-0.0010662-0.0010613i,-0.00045372+0.0001461i,-0.00059867+0.00023272i,-0.00073507-0.0006444i,-0.00068511-0.00075475i,-0.00086083-0.00050778i,-0.00039559-0.00049568i,0.00017698+8.2185e-05i,-9.1776e-05+0.00057474i,-0.00020995+0.00036735i,-4.0143e-05-0.00018263i,0.00012545-0.00021078i
-0.0020467+0.0025517i,-0.0027116+0.0023304i,-0.0032433+0.0017835i,-0.0014098+5.5063e-05i,0.0020297-0.0011437i,0.0027181-0.001898i,0.00091479-0.0021302i,-0.0010624-0.001595i,-0.0012624-0.00077678i,-9.9974e-05-0.00019488i,0.00077347+9.8189e-07i,0.0010995-0.00033308i,-0.00020047-0.00045126i,-0.00047027-0.00076052i,0.001341-0.0013246i,0.0014281-0.00090325i,-3.8577e-05-2.3664e-05i,-0.0010538+0.00063818i,-0.0014134+0.00088042i,-0.0010165+0.0012381i,-0.00081421+0.0013589i,-0.00028235+0.00098606i,0.00042883+0.00085517i
0.0022594-0.0016687i,0.0028229-0.0013591i,0.002752-0.0011736i,0.0019489-0.0015742i,0.00078884-0.0012492i,0.00078766-0.00055106i,0.0013883-0.00087289i,0.0011182-0.001058i,0.00089057-0.00060873i,0.0010323-0.00043758i,0.00064974-0.00017931i,-0.00064902-6.8952e-05i,-0.0011658-0.00032955i,-0.00062654+0.0004282i,-0.00054385+0.00068678i,-0.00013896+0.00087024i,-0.00031377+0.00071803i,-0.00042782+0.00061165i,0.000308+0.00062952i,0.0010575+3.4633e-05i,0.0010103-0.00035309i,0.00042307+0.00018848i,-0.0004113+1.9612e-05i
-0.00088327+0.0005066i,-0.0014877-0.00030773i,-0.0016358-0.000188i,-0.0013751-0.00051906i,-0.00047675-0.0012409i,0.000412-0.0017558i,0.00088551-0.0020542i,0.00091283-0.0018529i,0.00061569-0.0017032i,0.00049895-0.0015063i,5.2712e-06-0.00096966i,-0.00061449-0.00018723i,-0.00027446+6.3544e-05i,0.00041106+0.00023869i,7.4816e-05+0.00064278i,-0.0004363+0.00028268i,-9.2496e-05-0.00024977i,-3.997e-06-0.00038857i,-0.0004091+4.9439e-05i,-0.00062829+0.00033561i,-0.00061955+0.00043428i,-7.89e-05-3.7313e-05i,0.00043081-0.00084848i
-0.00018873+0.00048112i,-0.0009891+0.00060805i,-0.00051874+0.00053448i,0.00070994+0.00018935i,0.0013441+0.0001674i,0.0015547-0.00041794i,0.0012625-0.00050092i,0.00091085+0.0001274i,0.00066214+0.00022691i,0.00097869-0.00051741i,0.00094307-0.00058258i,0.00011389-0.00016012i,-0.00015787-8.5096e-05i,0.00047892+0.00012688i,0.00045064-0.00028552i,0.0002357-0.00099031i,0.00086731-0.00051867i,0.0012094-0.00041676i,0.00032348-0.00027216i,-0.00023223+0.00040298i,-0.00017192+0.00068i,0.00022092+0.00038596i,9.0255e-05-0.00081607i
0.00031659+0.0004769i,-5.2594e-05-0.00026959i,9.9143e-05-0.00014451i,-1.8498e-05-0.00034395i,-0.00022315-0.00093406i,0.00050371-0.0011184i,0.00087753-0.00048881i,0.0006356-5.5951e-05i,0.00055907+0.0006659i,4.5154e-05+0.00066339i,-0.00068082-0.00034204i,-0.00013377-0.00045546i,0.00052071-0.00010882i,0.00048432-4.2452e-05i,5.128e-05+0.00021125i,0.00020519+0.00039154i,0.00062853+0.00053874i,0.00043814+0.0010628i,-3.5206e-05+0.00052687i,0.00032711-0.00027454i,0.00070142+5.0612e-05i,0.00022227-0.00045242i,-0.00047402-0.00015209i
0.00066557-0.0011097i,0.0004459-0.00057372i,0.001222-0.00032233i,0.0020045+4.675e-06i,0.001565-0.00031049i,0.00093367-0.00050894i,0.00066313-0.00090635i,0.00044752-0.0011157i,0.00061614-0.0011541i,0.00033743-0.00018129i,-0.00024327+0.00031966i,-0.00026935-0.00011959i,-0.00047401+8.6492e-06i,-0.00050556-0.00050721i,7.2739e-05-0.00098362i,0.0012129-0.00032107i,0.0013038+0.00026621i,9.5186e-05+0.00042195i,-0.00071094+0.00035922i,-0.00067324+2.5347e-05i,8.2462e-05-0.00010344i,0.0002266+0.00048761i,0.00050694+0.00053368i
-0.00062724+0.0010142i,-0.0021595+0.00021712i,-0.002527-0.00016139i,-0.00063035+9.9315e-05i,0.00098691+0.00022128i,0.0010505-0.00040949i,0.00091375-0.00093535i,0.00063442-0.00094956i,0.00036738-0.00056433i,-4.9743e-05+4.724e-05i,-0.00023575+0.00023991i,-0.00050435+0.00063473i,-0.00050107+0.00090712i,0.00012048+0.00016298i,0.00016036+0.00030941i,0.00025239+0.0010698i,0.00044997+0.00053297i,0.00026601+0.00010298i,-0.00016533+0.00027438i,0.0001369+0.00023868i,1.7674e-05-9.2538e-06i,-0.00069565-0.00055442i,0.00014997-0.0010947i
0.0011822+0.00015347i,0.00095591-1.5254e-06i,0.0020301-0.00075578i,0.0015177-0.00022337i,0.00023677+0.00021207i,0.00064582-7.7564e-05i,0.0008206-0.00053025i,0.00022715-0.00052912i,0.00013703-0.00062965i,0.00024813-0.00073309i,0.00032969-0.00041847i,-0.00050632+0.00010384i,-0.00063832+0.00026508i,0.00020458+0.00033976i,-0.0004471+0.00043259i,-0.00076286-6.3148e-05i,0.0004203-0.00057105i,0.0013342-1.8856e-05i,0.00081905+0.0002222i,0.00043802-7.6245e-05i,0.00014091-0.00037427i,-0.00060766-0.00041128i,-0.00094121+6.2479e-05i
-0.00033135-0.00073446i,-0.0012998-0.00080705i,-0.0012948-0.0010299i,-0.0018092-0.00093925i,-0.0010761-0.00041788i,0.00048178-0.00010778i,0.0010137-0.000622i,0.00065046-0.0011621i,0.00015559-0.00017791i,-0.00033545+0.00081457i,-0.0009215+0.00041051i,-0.00031538-9.6281e-05i,0.00082698-0.00027682i,0.0012155-0.00017886i,0.0010348+0.00039113i,0.001178+0.00039714i,0.00085154-0.00019405i,8.2674e-05-0.00011922i,-8.1656e-05+0.00049475i,-6.8679e-05+0.00018002i,-0.00023311-0.00051616i,-0.00060929-0.00076772i,-0.00070994-1.6171e-05i
