-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
-0.00053512-0.0013191i,-0.00045982-0.00075497i,-0.00078288+8.8554e-05i,-0.00085827+0.0007386i,-0.0008203+0.00096828i,-0.00050598+0.0013454i,-0.00027642+0.0016812i,-0.00012836+0.0017452i,-0.00080506+0.0010528i,-0.0010523+0.0015133i,-0.00117+0.0011042i,-0.00037609+0.00019052i,9.2815e-05+0.00019647i,-0.000553-0.00025353i,-0.0010223-0.00044014i,-0.0010525+8.1479e-06i,-0.00087319+0.00065741i,7.2542e-05+0.00073936i,0.001085+0.00013104i,0.0012237+0.00013912i,0.00044216+0.00048661i,-0.00058151+0.00021606i,-0.00029024-0.00027657i
-0.0024212+0.00070586i,-0.001026+0.0015349i,-0.00083137+0.0015289i,-0.00024281+0.0015422i,8.7039e-05+0.0019176i,0.00044339+0.0029507i,0.0010774+0.0018627i,0.00072842+0.0007612i,-0.0005393+0.001136i,-0.0014371+0.0016017i,-0.001055+0.0013929i,-0.00034558+0.00093484i,-0.00026946+0.0010824i,-0.00048881+0.00062989i,-9.3467e-05+0.00012374i,-0.00035192-6.4094e-05i,-0.00040334-0.0003662i,0.00063568+0.00013697i,0.00053749+0.00046384i,0.00067184+0.00019794i,0.0012816-0.00029073i,0.0002963-0.00030552i,-0.00032094+0.00050037i
-0.0022016-0.00072946i,-0.001469-0.00079564i,-0.00028186-0.00045237i,0.00026103+0.00053931i,-0.00035792+0.0017804i,0.00015017+0.0017856i,0.0014576+0.00067528i,0.001674+0.00021616i,0.00096731+0.00071838i,3.6498e-05+0.0010149i,-7.5869e-05+0.00059799i,-0.00032921+1.7244e-05i,-0.00123+0.00047365i,-0.0014559+0.00046806i,-0.00099181-0.00021805i,-0.00066136-0.00035265i,-0.00073524-3.3282e-05i,-0.00070687+0.00046293i,1.3674e-05+0.00049432i,0.00074447+0.00041196i,0.0014423+0.00022472i,0.00090882+0.00024758i,0.0001673+0.00048212i
0.0014696+0.00081564i,0.0012064+0.00094172i,0.0010872+0.0016679i,0.00027092+0.0019632i,-0.00020341+0.0016789i,-0.00055347+0.0017336i,-0.00028195+0.0019305i,-6.0394e-05+0.0011518i,-0.00087031+0.00017853i,-0.0013801-0.00027735i,-0.0011899+0.00024719i,-0.00095046+0.0010636i,-0.00057109+0.0012638i,-0.00040359+0.00032067i,-0.00028792-0.0002123i,-3.0852e-05-0.00055726i,7.6656e-05-0.00078008i,0.00045407-0.0005157i,0.00079407-1.7466e-05i,0.0006382+0.00060936i,0.00022216+0.00024865i,-0.00043236+0.00024763i,-0.00070958-0.0003611i
-0.00082218-0.00061853i,0.00012333+0.00066647i,0.00046926+0.0017945i,-4.7082e-06+0.0017152i,-0.00056713+0.0010345i,-0.00050527+0.001455i,-0.00028142+0.0017665i,-0.00023726+0.00083614i,-0.00028891+3.1368e-05i,6.0549e-05+5.6673e-05i,0.00022585+0.00044071i,-0.00011719+0.00072479i,-0.00025424+0.00079174i,-0.00056099-4.6099e-05i,-7.2856e-05-0.00035559i,0.00051901+0.00021297i,1.6778e-05+0.00087219i,0.00019634+0.00093718i,0.00026217+0.00010114i,-0.00049872-0.00019743i,0.00018588-4.378e-05i,0.00092494-3.9875e-05i,0.00045787-0.00049483i
-0.00076977-0.0013455i,-0.00059482-4.9452e-05i,-0.00032877+0.00062847i,-0.00033257+0.0016575i,-0.00066234+0.001947i,-0.00035132+0.0017275i,0.00055889+0.0018564i,0.00062178+0.0012133i,-0.00042702+0.00033798i,-0.00081637+0.00069739i,-0.00021811+0.00054076i,0.00013459+0.00028017i,-3.4481e-05+0.0010784i,7.3454e-05+0.00091275i,0.00028495+0.00059859i,-0.00015706+0.00095421i,-0.00084661+0.0012342i,-0.00042327+0.001082i,0.00032393+0.00044935i,0.00026939+0.00010386i,0.00019213-0.0004725i,0.00059506-0.0008613i,0.00085436-0.00055266i
-0.0018173-0.0013952i,-0.0024786-0.00077264i,-0.003275+0.00014989i,-0.0028802+0.0013422i,-0.0016432+0.0022271i,-0.00028369+0.0026922i,0.0012347+0.0015477i,0.00095594+0.00034233i,-0.00093506+0.00070939i,-0.0016592+0.0005278i,-0.0011508+0.00030989i,-0.0012832+0.00058525i,-0.00094592+0.0010321i,-0.00017762+0.0009475i,-0.00033431+0.00066303i,-0.0005478+0.00038619i,0.00036427+0.00040627i,0.0010201+0.00077485i,0.00043181+0.0004283i,-7.4268e-05+0.0006158i,-0.00078196+0.00085063i,-0.00070419+0.00069385i,0.00035373+0.00036231i
0.00055905-0.00041101i,0.00097669-0.00045882i,0.0020072-0.00066896i,0.0018258-0.00062333i,0.0011395+0.00042274i,0.00049112+0.0011419i,0.00061746+0.0014545i,0.00047261+0.0015994i,-0.00073481+0.001543i,-0.0015134+0.0012736i,-0.00065351+0.0007923i,0.00011155+0.00037584i,0.00038105+0.00053894i,0.00052225+0.00033702i,-8.6249e-05-0.00033018i,-0.000945-1.509e-05i,-0.0008216+0.00062591i,-0.00034623+0.00072415i,-7.624e-05+0.0006331i,0.0002007+0.0004348i,-3.2883e-05+8.7073e-05i,-0.00038544+2.8089e-06i,-0.0006243-9.2483e-05i
0.00095542-0.00026548i,0.00045324-0.00026781i,0.000887+0.0002725i,0.0012232-0.00059537i,0.0010291-0.00012357i,0.00057226+0.0015643i,0.00080082+0.0023757i,0.001198+0.0018633i,0.00061808+0.0013399i,-0.00024321+0.00063602i,-0.00042955-0.00011231i,-0.00034391+8.7278e-05i,-1.8371e-05+0.00041955i,0.00035141+0.00037073i,-0.00011493+9.0606e-06i,0.00011753+0.00018456i,0.00082664+0.00085804i,0.00041797+0.00090806i,-0.00012842+0.00096354i,-0.00041033+0.0012677i,-0.00093039+0.00031782i,-0.0003884-0.0010119i,0.00042398-0.0004286i
-0.0012617+0.0022583i,0.00029529+0.0010053i,0.0011531+0.0017194i,0.00050483+0.0025263i,-0.00042266+0.002001i,-0.0011035+0.0014623i,-0.00089375+0.00073038i,-0.00054378+0.00076754i,-0.00028669+0.0010797i,-0.00027256+0.00061357i,-0.00073599+0.00036536i,-0.00083394+0.00024377i,-0.00012334-2.9892e-05i,0.00034833-0.00042256i,0.00024257-0.00014763i,0.00019014+0.00024387i,7.3906e-05-0.00035335i,8.3542e-05-0.00054381i,0.00052651+4.3403e-06i,0.00083987+7.7613e-05i,0.00078935-6.4482e-05i,0.00096509-0.00026493i,0.00053212-7.763e-06i
-0.0012486-0.00034868i,-0.0010554-9.5269e-05i,-0.0009993+0.0017762i,-0.00041849+0.0028894i,0.0003985+0.0023729i,0.00050852+0.0022002i,0.00070168+0.0017309i,0.00089688+0.00057147i,0.00058777+0.00011921i,0.00026691+0.00076581i,-0.00042294+0.0010594i,-0.000903+0.00090958i,-0.00045617+0.00083448i,-0.00084131+0.00026922i,-0.00088818-0.00039087i,-0.00070723-0.00010011i,-0.00065286+0.00011305i,-0.00015247+0.00020363i,9.5331e-05+0.00023187i,0.00021435+0.00017263i,0.00061089+0.00028622i,0.00033986+0.00049469i,-0.00016845+0.00080525i
0.00097079-0.00013048i,0.00070985+0.0010785i,0.00092855+0.0013465i,0.00084488+0.00037816i,-0.00015593+0.00053917i,-0.00029159+0.0012293i,9.481e-05+0.0021953i,-0.00017503+0.0012771i,-0.00071993-0.00024082i,-0.0010687-0.00075953i,-0.0003205-0.00079762i,0.00048916-0.00013985i,0.00065137-0.0003298i,-0.00019147-0.00048592i,-0.00081971+0.00011737i,-0.00072588+5.6724e-05i,-0.00066367-0.00021195i,0.00015959-0.00023027i,0.00097639+0.00017049i,0.00098184-0.00027806i,0.00084073-0.0013655i,0.00070963-0.0011985i,-6.5965e-05-0.00016148i
0.0011368-0.0013844i,0.00087516-0.0013329i,0.00064041-0.00049186i,0.0003931+0.00021049i,0.00032117+8.4009e-05i,0.00039476+0.00075376i,0.00073602+0.001631i,0.00082934+0.0015464i,0.00048586+0.00076473i,0.00037598-1.905e-05i,-2.0348e-05-0.00016016i,-0.00028627+0.00061782i,0.00023703+0.0011806i,-0.00023292+0.00068758i,-0.00037844-0.00024681i,-0.00025508-0.00028171i,-0.00054318-0.00015349i,-0.00050749-9.4051e-05i,-0.00034109-1.9263e-05i,-2.9867e-05+8.3538e-05i,0.00059126+2.1915e-05i,0.00078907+0.0002222i,0.00054915+0.00016763i
0.00082275+0.0010183i,0.00080132+0.0011325i,0.0015067+0.0012647i,0.0016947+0.0015091i,0.0014022+0.00077433i,0.0013789+0.00091909i,0.0016056+0.0023279i,0.00080261+0.001835i,0.00023777+0.00026247i,-0.00052468+0.00023662i,-0.0010834+0.0010584i,-0.00036446+0.0015423i,-0.00025981+0.00073931i,0.00028896-7.1887e-06i,0.00031158+0.00019251i,-0.0007921-6.3793e-05i,-0.0010976+5.9242e-05i,-0.00020836+0.0010484i,0.00018567+0.0013717i,0.00045363+0.00057086i,0.0009297-3.9864e-05i,0.0012154+0.00043252i,0.0011597+0.00043583i
-0.00040534-0.0016177i,0.00017074-0.001775i,-0.00015354-0.0020231i,-0.00012803-0.00057498i,-0.00071246+0.0016012i,-0.00023821+0.0019763i,0.0018858+0.00095084i,0.0023424+0.00050327i,0.00045091+0.00067405i,-0.0011256+0.00066732i,-0.0010271+0.00010315i,-0.0001219-0.00044718i,-6.6385e-05-0.000367i,-0.00041038-0.00038368i,0.00028968-0.00060431i,0.0010801-0.00070214i,0.00048846-9.5776e-05i,0.00013966+0.00050362i,9.6906e-05+0.00070788i,-0.00050982+0.00070422i,0.00026167+0.00014967i,0.0012295+0.00021414i,0.0012111+0.00034139i
0.00051041-0.0009538i,0.0010763-0.00022488i,0.00069867+0.00053974i,-0.00075199+0.0013845i,-0.0015125+0.0020625i,-0.00037018+0.0017872i,0.0013868+0.0010417i,0.00091327+0.0010477i,-0.00030052+0.00056181i,-0.00018407-0.00036846i,7.4961e-05-0.00059217i,1.9714e-05-0.00035572i,-0.000525+9.1497e-05i,-0.00045391+0.00024069i,0.00051654-0.0002147i,0.00033847-0.00086494i,0.00019336-0.00042318i,0.00091559+0.0003427i,0.0016134+0.00063315i,0.00097035+0.00033215i,0.00032255-0.00044739i,0.0005864-0.00035465i,0.00025045-0.00027729i
0.00089958-0.0014131i,0.00046891-0.0014325i,0.00099723-0.0019448i,2.7518e-05-0.0017598i,-0.00082485-0.00054094i,-0.00011518+0.00064623i,0.00072125+0.00088314i,0.00048482-2.3061e-05i,-0.00019504+0.00012008i,-0.0002274+0.0010095i,0.00025824+0.00099655i,0.00034235+0.00072089i,-0.00039561+5.8749e-06i,-0.00050749-0.00047695i,8.7363e-05-3.0619e-06i,0.00045897+0.00020091i,0.00053342+0.00037632i,0.00055928+0.00089394i,-5.8777e-05+0.00098995i,-0.00039415+0.00063545i,0.00016616+0.00072685i,0.00010967+0.00093393i,-0.00017374+0.00048165i
0.0017122-0.0023431i,0.0015022-0.0014092i,0.0011069-0.001058i,0.000885-4.0871e-05i,-0.00023373+0.0011467i,-0.00062539+0.0014424i,0.00072203+0.0013903i,0.0015167+0.0009139i,0.00099793+0.00017925i,3.339e-05+0.00035864i,-0.00041316+0.0010132i,-0.00034843+0.0013179i,0.00017679+0.00037308i,0.00046258-4.3646e-05i,0.00014967+4.1369e-05i,8.0777e-05-0.00055773i,-0.0001943-2.2092e-05i,-0.00053245+0.0008955i,-0.00039459+0.0010801i,-0.00010175+0.00066815i,3.4989e-05-5.7792e-05i,-0.00038847-3.8607e-05i,-0.00037362+0.0003464i
0.0016302+6.9156e-05i,0.00070945-0.00084216i,0.00035016-0.0015287i,-0.00043362-0.0016874i,-0.00051834-0.00091015i,6.6726e-05+0.00052241i,0.00035394+0.0014943i,0.00066579+0.001644i,0.00066358+0.0012618i,-0.00074461+0.00092504i,-0.0012222+0.00065973i,-0.00083254+7.616e-05i,0.00023654+0.00016065i,0.00087018+0.00024598i,0.00061417+6.9983e-05i,-0.00016436+8.6318e-05i,-0.0015058+0.00022758i,-0.0013967+0.0001021i,0.00048754-0.00024984i,0.00087829+0.0001478i,-3.3321e-05-0.00064596i,-0.00065533-0.0013347i,-0.00096475-0.00079831i
-0.00064637+0.00095049i,-0.00083877+0.0007586i,-0.0014401+0.00080859i,-0.0014125+0.0021236i,0.00020627+0.0029734i,0.0015595+0.0029783i,0.0014025+0.0027403i,0.001066+0.0015529i,0.00032353+9.5395e-05i,-0.00086575-0.00030182i,-0.00083434+3.0659e-05i,-3.1247e-05+9.3182e-05i,9.4321e-05+0.00022362i,-0.00028908+0.00030986i,-0.00038878+0.00014854i,-0.00040649+0.00018685i,0.00010737-4.6414e-05i,0.00064926-9.0083e-05i,6.3336e-05+0.00049678i,0.00021228+0.00090843i,0.00048939+0.00057898i,-0.00017576+0.00061291i,-0.00055333+0.00097994i
-0.00079704-0.0011549i,0.00035603-0.00051702i,-0.00024344-0.0015021i,-0.00063382-0.00071406i,-0.0008257+0.00082041i,-0.00040605+0.00056499i,0.00069403+0.00015827i,0.00087894+0.00028322i,-0.0002808-0.0002102i,-0.0012472-0.00014988i,-0.0012011-0.00034717i,-0.00075515-0.0010018i,0.00024752-0.00024025i,0.0009765+0.00043851i,0.00089223+0.00018467i,0.00042398-0.00020451i,-0.00014249-0.00033295i,0.00022811+0.00022087i,0.00051219+0.00042009i,0.00042551+7.2374e-05i,0.00027325+9.0345e-05i,3.5746e-05-0.00011707i,6.9624e-05+0.00042025i
0.00094627+0.0003389i,0.00030718+0.00083018i,0.00039681+0.001336i,0.00069376+0.001331i,0.00039536+0.0018619i,0.00083621+0.0020247i,0.00068113+0.0016789i,8.4701e-05+0.00096232i,-0.00055875+0.00036474i,-0.00080038+6.4109e-05i,6.6641e-05-4.6272e-05i,0.00075315+0.0001532i,0.00069364-0.00016289i,0.00046373-0.00022975i,0.00016643+0.00054523i,0.00037991+0.00096981i,0.0013622+0.0003756i,0.0010869+1.974e-05i,-6.762e-06-7.7948e-05i,-5.384e-05-0.00016306i,6.704e-05-0.00017502i,0.00024724+0.00013656i,0.000329-1.3974e-05i
-0.0017697+0.00038962i,-0.0018261+0.0012179i,-0.0010581+0.00094885i,-0.00087171+0.0022275i,-0.00089645+0.0030618i,-0.0004325+0.0019289i,0.00037413+0.00093461i,0.00021719+0.0007473i,-0.00024944+0.00042569i,-0.00038374+0.00048631i,-0.00036525+0.00026072i,-0.00012826-0.00022056i,0.00019283-6.8977e-05i,0.00030432+6.2298e-06i,0.00024358-0.00028238i,0.00029796-0.00050101i,3.3443e-05-0.0003798i,0.00040598+0.00016486i,9.973e-05+0.0013444i,-0.00039508+0.0016025i,5.8868e-05+0.0005833i,-0.00019032+0.00013792i,4.9938e-05+0.00024208i
-0.00045476+0.0010268i,0.00084941-0.00050147i,0.00097617-0.00030336i,0.00080693+0.00017637i,0.00064+0.0007731i,0.00049312+0.0012246i,0.00071994+0.00077034i,0.00053893+0.00029561i,-0.00021522-0.00027286i,-0.00071758-5.63e-05i,-0.00059263-0.00051856i,-0.00033644-0.00083344i,0.00048557-0.00021973i,0.00067802+0.00011545i,-5.6529e-05-0.00020466i,-0.00030368+6.7168e-05i,-0.00041032+0.00061989i,0.00011267+0.00081809i,0.00065879+0.00055838i,-0.00063319+0.00016248i,-0.0011107-1.1581e-05i,0.00035876-8.4781e-05i,0.0013406+0.00042307i
1.4006e-05+0.0019319i,0.00081319+0.0021428i,0.00089159+0.0026068i,0.0010442+0.0027308i,0.00081411+0.0026094i,0.00034002+0.0020357i,0.0010876+0.001644i,0.00045852+0.0010244i,-0.00066062+0.00073435i,-0.0012427+0.00096357i,-0.0023263+0.0010377i,-0.0015907+0.00040608i,-0.00025703-6.4514e-05i,-5.1758e-06-0.00023925i,-0.00058283-0.00068816i,-0.00067718-0.00060435i,4.3501e-05+2.7162e-05i,0.0001937+0.00059633i,0.00022514+0.0006915i,0.00012643+0.00031463i,0.00026508-0.00063159i,0.00046381-0.00099222i,0.00057354-0.00021789i
-0.001416+0.0019397i,-0.00077437+0.0018984i,0.00056724+0.0030472i,0.0019041+0.0031428i,0.0022183+0.0032965i,0.0017148+0.0022158i,0.0010721+0.001684i,0.00065342+0.00075036i,0.00076458-0.00045832i,0.00042492+0.000425i,-0.00010498+0.00063916i,0.00052303+0.00011973i,0.00095534-0.00028362i,0.00090189-0.00047469i,0.0008497-0.00025645i,0.0007167-0.00017065i,0.00057657+0.00039022i,7.4968e-05+0.00053325i,-0.00031147+0.00027759i,-0.0002874+0.00011354i,0.00017934-1.7544e-05i,0.00018897+0.00018971i,2.2875e-05+0.00013531i
-0.00037939+0.00045486i,-0.00057481+0.0011299i,-0.00024137+0.0016141i,-7.6368e-05+0.0013264i,-0.00013063+0.00080111i,0.0002398+0.0014529i,0.00049523+0.0015939i,0.0005755+0.00075726i,-0.00015277+0.00072863i,-0.00060285+0.0013445i,-0.00053398+0.0013569i,0.00010998+0.0006425i,0.00087833+0.00034643i,0.00081815+0.00021893i,5.6684e-05+0.00013682i,-0.00016685+0.00059966i,0.00029736+0.00024819i,0.00033472+0.00021669i,0.00026755+0.00022715i,0.00052401+7.5334e-05i,0.00070488+0.0001889i,0.0011667-0.00016555i,0.0012085-7.4035e-05i
0.00015107-3.3838e-05i,0.00016983+0.00028489i,0.00039027+0.00079917i,0.00029431+0.0016897i,-4.4044e-05+0.0019438i,0.00017662+0.0021944i,0.00090094+0.0021192i,0.0017288+0.0013786i,0.00090446+0.00094765i,-0.00033796+0.00018867i,-0.00031538-0.00037535i,-0.00040057+0.00034575i,-0.00074644+8.3161e-05i,-0.0007645-5.7006e-05i,-0.00028781+0.00060965i,-0.00051545+0.0010105i,-0.00060158+0.00084053i,-0.00046526+0.00029675i,-4.341e-05+0.00028304i,0.00026866+0.00013569i,8.2889e-05-0.00049577i,0.00091605-0.0010789i,0.00091953-0.00072735i
-0.0005252+0.0012792i,-0.00020663+0.001372i,0.00046858+0.0019329i,0.0011513+0.0012608i,0.0013629+0.00037879i,0.0014613+0.00046483i,0.0010396+0.00077709i,0.00094661+0.00050057i,0.00061397+0.00050232i,0.00034057+0.00078878i,0.00049665+0.00079991i,0.00036121+0.00027871i,0.00036144-0.00029152i,0.00042871-0.00052218i,0.00047389-0.00080631i,0.00032605-0.00053074i,-5.3819e-05+0.00025307i,-6.2114e-05+0.0010757i,0.0001354+0.0015186i,0.00046005+0.0010677i,0.00032717+0.00011591i,-7.6342e-05-0.00023121i,0.00011432-0.00049338i
0.001518+0.00097922i,0.001433-0.00015668i,0.0016399-0.001088i,0.0011789-0.00056919i,0.00054387+0.00065063i,9.6908e-05+0.0010514i,7.6824e-05+0.00086903i,0.00082806+0.00038337i,0.0002334-0.00044867i,-0.00097141-0.0010496i,-0.0011612-0.00093303i,-0.00046507-0.00048403i,6.6693e-05+0.00011735i,-6.3642e-05+0.0003932i,0.0003335+0.00052673i,0.00071175+0.00078798i,0.00025992+0.00085021i,-0.00020614+0.00086349i,-0.00031806+0.00069588i,-0.00017072+0.00016057i,0.00013561-3.9475e-05i,-0.00029074+0.00013239i,-0.0002363+0.00024201i
-0.00031776+0.0015936i,-0.00068773+0.00092468i,-0.00044432+0.00092701i,0.00053419+0.0020666i,0.00099955+0.0030509i,0.00042941+0.0025551i,0.00012309+0.0012831i,0.00065771+0.00027577i,0.00022655+4.7193e-05i,-0.00057214+0.00080362i,-0.00071445+0.0011339i,-0.0001618+0.0011172i,0.0005916+0.00053741i,0.00025722-0.00037384i,-0.00056475-0.00023292i,-0.00057566-0.00061768i,-8.1626e-05-0.00069774i,0.00014726+0.0004742i,0.00043801+0.00072341i,0.0001558+0.00065673i,-0.00070944-1.9379e-05i,-0.00064962-0.00026551i,-0.000473+0.00025804i
-0.00056084+0.00058846i,-0.00026859+0.00061074i,-0.00040968+0.00098948i,0.00093067+0.0014241i,0.0016833+0.0020129i,0.0019146+0.0018459i,0.0016757+0.0017451i,0.00056118+0.0015371i,-0.00033952+0.00046743i,-0.0013476+0.00091205i,-0.0014935+0.0013803i,-0.001018+0.00065509i,-0.00036879+0.00071627i,-0.0001611+0.00083973i,0.00044057-9.2249e-06i,0.00053915-1.4294e-05i,-0.00015349+0.00033168i,0.00052988+0.00054716i,0.00094096-4.7069e-05i,0.0001786-0.00064342i,9.85e-05-0.0001612i,0.00050534+0.00071432i,0.00013434+0.00097577i
0.0018764-0.0008791i,0.00086024-0.0013187i,0.00061988-0.0017453i,0.00091092-0.001515i,0.0012944-0.00039725i,0.00036464+0.00018935i,6.5682e-05+0.00035596i,8.8711e-05+0.00071813i,-0.00062511+0.00062697i,-0.00071641+0.00034284i,-0.0003314+0.00053371i,-0.00018477+0.00040933i,0.00025961-0.00010852i,0.00057869+0.00010823i,0.00049988+0.00041773i,0.00037861+0.00035945i,-0.0001392+0.00025096i,-9.8885e-05-0.00063785i,0.00082607-0.0014285i,0.0012614-0.0013604i,0.00077079-0.00064182i,0.00068484+9.1029e-05i,0.00099447+0.0005318i
0.0003212+0.00059287i,0.00060369+0.00048175i,0.00090513+0.0010571i,0.00046158+0.00037944i,-3.9944e-05-0.00022446i,-1.721e-05-3.4206e-05i,0.0003251-3.8299e-05i,0.00055442+6.7518e-05i,0.00050709+5.5556e-05i,0.0004537-0.00011155i,0.00027385-9.3597e-05i,-8.0481e-05-0.00027096i,0.0006779-0.00072866i,0.00094366-0.00036368i,0.00060082+0.00023015i,0.00015232+0.00044926i,-0.000475+0.00023322i,-0.00070014-0.0003319i,0.00030671+0.00026788i,0.00055501+0.00050215i,3.1791e-06+0.00024832i,-0.00020122+0.00038032i,-0.00015619+0.0009659i
0.0006003+0.00097193i,0.001523-0.00027795i,0.0023886-0.00017573i,0.0017019+0.00029798i,0.0011137+0.00067167i,0.00082176+0.001047i,0.0010012+0.00098773i,0.0010219+0.00098797i,0.00025913+0.00038078i,0.00013827+0.00032343i,-3.6402e-06+0.00092228i,-0.0005185+0.00099415i,-0.00040401+0.00048814i,0.00037136-3.6545e-05i,0.00024003-0.00045118i,-0.00016202-0.00029657i,-0.00030664+0.00022408i,0.00025189+0.00030902i,-1.3568e-05+4.2922e-06i,-0.00040048-7.6252e-06i,0.00010293-8.2578e-05i,0.00019116-0.00039614i,-0.00010177-0.00047451i
-0.00012413-0.00015994i,0.00015967-5.4731e-05i,0.00012556+4.2197e-05i,-9.5524e-05+0.00054757i,-0.00061518+0.0007402i,-0.00013486+0.001098i,0.0011235+0.0011055i,0.0012812+0.00036424i,0.00028659-0.00041357i,-0.00020998-1.1451e-05i,9.7276e-05-0.00040574i,-6.8895e-07-0.00086953i,-4.5468e-05-0.00060405i,0.00010282-0.00024043i,-0.0007683-0.00010498i,-0.0010638-0.0004194i,-0.00042214-0.00068505i,8.1e-06-0.00049152i,0.00027551-0.00058381i,0.0007886-0.00022708i,0.0008226+0.00048957i,0.00067539-0.00041196i,0.0010418-0.00099088i
-0.00015274-0.0010429i,-0.00033491-0.00015193i,-0.00043617+0.00013592i,-0.00019681+0.00037049i,-0.00059934+0.00083211i,-0.00042455+0.00077554i,0.00087264+0.0011375i,0.00068431+0.00069461i,-0.00049727-0.00011353i,-0.0011912+8.128e-05i,-0.0010075+0.00033883i,-0.00033904+0.00021678i,8.4318e-05+0.00020136i,-6.9215e-05-9.6354e-05i,-0.00023861-0.00061351i,-0.00044154-0.00041868i,-0.00032799+0.00022417i,0.00037903+0.0007122i,0.00031365+0.00023736i,-0.00069974+5.4414e-05i,-0.00084039-2.6119e-06i,-0.0006132+0.00010224i,-0.00058576+0.0001271i
-0.0006758-0.00046271i,0.00013053+0.00025659i,0.00021607+0.0001759i,0.00040189+0.00028536i,0.00042371+0.00081208i,0.00078601+0.00097773i,0.0013518+0.00052144i,0.001309+0.00046244i,0.00020413+0.00070663i,-0.0010886+0.00092559i,-0.0011956+0.00082932i,-0.001104+0.00051417i,-0.00077394+0.00013663i,0.00014998+0.00010616i,7.4998e-05-0.0006628i,-0.0003419-0.0012139i,6.8691e-05-0.00072607i,0.0014126-0.00015496i,0.0010426-7.3185e-06i,-0.00033456-0.00022835i,6.5047e-05-0.00040689i,0.0002676-0.00049419i,1.9269e-06-0.00056678i
0.0003367-0.0013144i,0.00035557-0.0012132i,0.00013529-0.00072254i,0.00032765-0.00055333i,0.00052468+0.00020862i,0.00093985+0.0012617i,0.0010293+0.001258i,0.00021677+0.00075243i,0.00025098+0.00020529i,0.00024874+0.00035237i,-0.0010471-0.00018686i,-0.0014022-0.00027426i,-0.0012548+0.00033342i,-0.00097501-0.00019603i,-4.0441e-05-0.00014161i,0.00022754+0.00055943i,0.00018292+0.00056347i,-4.6505e-05+0.00071304i,-0.00042407+0.00050915i,0.00040212+0.00030188i,0.0011178-5.8141e-05i,0.00048232-0.00025114i,1.7569e-05-0.00031141i
-2.7367e-05-6.9667e-05i,0.00070957+0.00067357i,0.00095713+0.0011552i,-0.00033967+0.00089627i,-0.00064032+0.00080364i,-0.00027736+0.0018988i,-0.00053178+0.001579i,-0.00065575+0.00032816i,-0.00045374+0.0005564i,-0.0005484+0.00075886i,-0.00098079+0.00061223i,-0.00092635+0.00079864i,-0.00099911+0.00025053i,-0.00099836-0.0007638i,-0.00051398-0.00075831i,-0.00018395-0.00087053i,0.00058692-0.00025597i,0.00086608+0.00026715i,0.00042336-0.00063676i,0.00023475-0.00045993i,-1.9036e-05+0.00014305i,0.00041994+0.00018103i,0.0009381+0.00045449i
0.0022167-0.0010496i,0.0017044-0.0011697i,0.00122-0.00079555i,0.00034953-0.0006387i,-0.001037-0.00055738i,-0.0013086-0.0003934i,0.00039048+0.0010634i,0.0011416+0.001983i,0.00067016+0.0012982i,0.00066288+0.00077965i,0.00095902+5.4863e-05i,-0.00049907-0.00043818i,-0.0014261-0.00059337i,-0.00094606-0.0014151i,-0.00043756-0.0020092i,-0.00027154-0.0020712i,-0.00071128-0.0013363i,-0.0012291-0.00052812i,-0.0010498+0.00019491i,-0.00039208+0.00034184i,-0.00037244+0.00051341i,-0.000946+0.0005206i,-0.00022114+1.5899e-05i
-0.00029626+0.00041119i,0.00038282+0.0001418i,0.00171+0.0013612i,0.00193+0.0027356i,0.0010424+0.0030722i,0.00024659+0.0021126i,0.0001226+0.00097101i,0.00010233+1.5546e-05i,-0.001077+0.00022948i,-0.0013566+0.00045583i,-0.00040237+0.00010503i,-0.0003417+0.00048509i,-0.0004672+0.00051952i,-0.0005034+5.9806e-05i,-0.0006541+0.000316i,-0.00086264+0.00030537i,-0.00072395+0.00014274i,-0.00011421+0.00027704i,0.00021292+0.00045026i,0.00022357+0.00034416i,-0.00024093+0.00070045i,-0.00021046+0.00012708i,0.00036998-0.00096385i
-0.00084932-0.0018081i,-0.0012674-0.0016197i,-0.0021502+0.00028089i,-0.0018835+0.001097i,-0.0011917+0.0016616i,-5.6185e-05+0.0022867i,0.0007771+0.00191i,-1.3755e-05+0.00076459i,-0.001208-4.9377e-05i,-0.0013057+0.00025008i,-0.00085498+0.00099139i,0.00022535+0.00076284i,0.00051025+0.00042365i,-0.00030555+0.00081658i,-0.00023837+0.00088889i,0.00042574+0.0003658i,0.00044746-0.0004581i,0.00017152-0.00019616i,8.7516e-05+0.00083095i,-0.00026488+0.0011564i,-0.00099322+0.00021835i,-0.0011609-0.00044895i,-0.0009115-0.00010475i
