-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
-0.00096026+0.0012201i,-0.00094053+0.00020861i,-0.0011714-0.00079577i,-0.0015757+2.9073e-05i,-0.001053+0.00091143i,-0.00075197+0.00096807i,-0.00086523+0.00077285i,-0.00019592+0.0002142i,8.8806e-06-0.00045867i,-9.0842e-05+0.00011595i,0.00038787+0.00037554i,0.00055778-0.00096118i,-0.00031144-0.001417i,-0.00088298-0.0010923i,-0.00093629-0.0010295i,-0.00063925-0.00063416i,0.00085085+3.1582e-05i,0.0014248-0.00029342i,0.00039503-0.0013498i,-0.00068014-0.0009836i,-0.000777-0.00032226i,-0.0004436-6.917e-05i,-3.4782e-05+0.00044328i
0.00017689+0.0018373i,0.001916+0.0015605i,0.0016435+0.001753i,0.00067121+0.002245i,-6.6108e-05+0.0020263i,-0.00012001+0.00146i,0.00029113+0.0015428i,-0.00028563+0.0011514i,-0.00063748+0.00039641i,-0.0005881+8.4152e-05i,-0.0004512-0.00027034i,-0.00041401-0.00041536i,0.00027651-0.00044435i,0.00089957-0.0008174i,0.00038265-0.0006389i,-6.8554e-05-0.00038894i,-0.00014934-3.3784e-05i,-0.00017731+0.00011888i,0.00013838-0.0003031i,0.0005442-0.00064805i,0.00014983-0.00016909i,-4.7445e-05+0.00013717i,0.00028405-0.00036754i
-0.00021921-0.00067663i,-0.00026501-0.00079332i,0.00017259-0.00158i,0.00015994-0.0023456i,-0.00023961-0.0010478i,-0.0012354+0.0002749i,-0.00073948+0.0008824i,-3.1092e-06+0.0015404i,-0.00011917+0.0008436i,-0.00011438-0.00058008i,-0.00031992-0.00051475i,-0.00060464+0.00043443i,-0.0003999+6.339e-05i,-0.00012665-0.00047398i,-0.00050669+7.0821e-05i,-0.00078346+0.00031015i,-0.00023526+0.00042641i,0.00013099+0.00042468i,-9.8883e-05+0.00050846i,-0.0001294+0.00032094i,-0.0002395-0.00040871i,-0.00032755-0.00030557i,0.00023003+0.00034504i
0.00092925+8.3141e-06i,0.00017904-0.00075324i,9.7684e-05+0.0010372i,-0.0011376+0.001972i,-0.0019156+0.0011562i,-0.0013811+0.00047902i,-0.0008509+0.00046231i,-0.0011263-7.1786e-05i,-0.00058075-0.00044942i,-0.00024315+7.1344e-05i,-0.00029949+1.5279e-05i,0.00011115+1.6758e-05i,1.1494e-05-0.00013352i,7.3625e-05+0.00022201i,-0.00044218+0.00035634i,-0.00092488+0.00037589i,-0.00031833+0.00063139i,0.00070301+0.00027709i,0.0012483+0.00029706i,0.00068066+0.0010564i,1.7733e-05+0.0010541i,0.00023156+0.00054553i,0.00048419+0.0001147i
-0.0023783+0.00070982i,-0.0012803-1.5695e-05i,-8.7255e-05+0.0004767i,5.9817e-05+0.0003499i,0.00053339+7.0029e-05i,-1.7294e-05+0.0010905i,-0.000497+0.0013225i,0.00020196+0.00089327i,0.00015371+0.00059623i,-0.00018422-7.1713e-05i,8.502e-05-0.00070299i,0.00048814-0.00069606i,0.00014031-0.00018104i,-3.488e-05+6.3039e-05i,0.00015877-5.2006e-05i,0.00057201+0.00078971i,0.00054932+0.00069431i,0.001039+1.7743e-05i,0.0015371-0.00011798i,0.00089334-0.00039699i,0.00021195-0.00082515i,0.00021422-0.00090347i,0.00016693-0.00039066i
0.0010434+0.00096625i,0.0014779+0.00076156i,0.00077769+0.00017615i,-0.00067725-0.00089995i,-0.0020332-0.001185i,-0.0021487+0.00042879i,-0.00085511+0.0015918i,-0.00012059+0.00048969i,3.2374e-05-0.00093073i,0.0002089-0.0012183i,-8.285e-05-0.00021317i,-0.00092631+0.00086271i,-0.0007166+0.00076228i,0.00084738+0.00055593i,0.0014694+0.00095949i,0.0013124+0.00061961i,0.00093523+6.8466e-05i,0.00066024-0.00025153i,0.0010643-0.0002189i,0.00078823+2.1383e-05i,-0.00044705+0.00042797i,-0.0010412+0.00045457i,-0.00058225-0.00010124i
-0.0013003-0.00090688i,-0.00044288-0.00052141i,0.00097469+0.00031379i,0.00078628+0.0010709i,-0.00034773+0.0011861i,-0.00027067+0.00090934i,0.00014676+0.00049166i,-0.00032021-4.1502e-05i,-0.00053742+5.3438e-05i,-8.7498e-05+0.00030108i,-0.00043262-0.00011252i,-0.00056203-0.0002482i,0.00033468+0.00020663i,0.0004116+0.00011938i,3.3552e-05-0.00033181i,-0.00056576-0.00011217i,-0.00080625+0.00018718i,0.00019964+0.00076375i,0.001279+0.0007586i,0.00076612+0.00045372i,0.00010212+6.3978e-05i,0.00010129-0.00031008i,-0.00025438+3.835e-05i
-0.00038895+0.0027325i,-0.00049678+0.0020463i,-0.00018693+0.0015279i,0.00035258+0.0013623i,-0.00021492+0.00074812i,-0.00091614+0.00020786i,-0.0001518+0.0008604i,-0.00034773+0.0013936i,-0.00059693+0.0011251i,-0.0003225+0.00032295i,-3.7824e-05-0.00056642i,0.00019123-0.00042551i,-3.1325e-05-0.00029677i,-0.00035769-0.00035165i,-0.00045885-1.3494e-07i,-0.0003027+0.00015654i,-0.00023569-9.5184e-05i,-0.0005866-0.00046659i,-0.00041057-0.00022728i,0.00031378+0.00054183i,6.6868e-05+0.00071686i,-0.00070084+0.00067247i,-0.00081142+0.00080942i
8.4988e-05+0.00017574i,-0.00083306+0.001191i,-0.0010268+0.0021454i,-0.0010288+0.0015284i,-0.00063454+0.00042154i,-0.00014228+0.00030189i,0.00011349+0.0010387i,0.00017311+0.00058045i,0.0009652+3.9929e-05i,0.0006735-1.6132e-05i,2.8655e-05-0.0003803i,-5.2836e-05+0.00026444i,-0.00018106+0.00043646i,-9.9383e-05-0.00010139i,-0.00015765-0.00040614i,-0.00060633-2.4972e-05i,-0.0003182+6.186e-05i,-0.00049906-0.00039268i,-0.00046747-0.00010339i,0.00021457+2.2169e-05i,-0.00027598-0.00011607i,-0.0012365+0.00029897i,-0.0009682+0.00087159i
-0.00070301-0.00037802i,0.0012649-0.0010618i,0.0023795-0.0016917i,0.00085141-0.001553i,-0.0017344-0.00037271i,-0.0027482+0.0009144i,-0.0010952+0.00094534i,0.00028148+0.00062849i,-0.00038128+0.00089777i,-0.00089085+0.00065068i,-0.00094724-0.00057344i,-0.0012868-0.00081865i,-0.0016888-0.00058293i,-0.0015884-0.00048694i,-0.00096056+0.00030173i,-0.00048649+0.00039124i,-1.4313e-06+0.0002367i,0.00019735+0.00068458i,9.224e-05+0.00045968i,5.531e-06-0.00027066i,-0.00022346-0.00016785i,0.0001582+0.00010529i,0.0010692+0.00019239i
-0.00157+6.9285e-05i,-0.002355-0.0007521i,-0.0029067+0.00015851i,-0.0021015+0.001348i,-0.00077472+0.0020347i,-0.00082447+0.0018622i,-0.001129+0.0010751i,-0.00035578+0.00038108i,-4.0229e-05-0.00020797i,-0.00050306-0.0012295i,-0.00067247-0.0018833i,-0.0004664-0.0015135i,0.00016218-0.0013195i,0.0007354-0.00067818i,0.0005017+0.00026328i,-0.00050311-0.00030155i,-0.00092018-0.0001811i,-0.00066902+0.00034266i,-0.00041656+0.00020008i,-0.00077364-0.00014404i,-0.00071432-0.00099367i,-0.00057527-0.00097285i,-0.00055523-0.0010069i
0.0011684-0.00011886i,0.0015915-0.00031194i,0.0018493-0.00018909i,0.0006502+9.475e-05i,-0.0011845+0.00045236i,-0.0016089+0.0015579i,-0.0015247+0.0019497i,-0.0010537+0.0012017i,-0.00017082+0.00055191i,-0.00025108-4.6997e-05i,-0.00017608-6.2133e-05i,0.00022826-0.00026809i,0.00018046-0.00042887i,0.00014719+0.00031371i,6.5227e-05+0.00062744i,0.00027391+0.0002597i,0.00023264+4.5315e-05i,-0.00032286+0.00035695i,-0.00090835+0.0007066i,-0.00036481-7.6019e-05i,1.7659e-05-0.00016342i,0.00026503+0.00057964i,0.00058232+0.00056203i
0.0016338-0.001058i,-0.00039519-0.0020056i,-0.0010564-0.003079i,-0.0025355-0.0023893i,-0.0029121-0.0013212i,-0.0019745+0.00039373i,-0.0016304+0.0010465i,-0.0012718+0.00061783i,-0.00032691+0.00073715i,-0.00020971-2.446e-05i,-0.00068456-0.00054491i,-0.00058265-0.00082337i,-0.0004196-0.00067192i,-0.00044711+0.0002982i,-0.00014938+0.00064908i,6.862e-05+0.00038858i,6.3971e-05+0.00025722i,-0.00078598-4.8433e-05i,-0.00081286-0.00045647i,0.0001898-0.00064304i,0.00074064-4.1168e-05i,0.00050187+0.00020958i,4.7327e-05-0.00013981i
-0.000273+0.0013023i,-0.00010765+0.0023962i,0.00084326+0.0022097i,0.00081222+0.0011586i,2.9645e-05+0.00093884i,-0.00061208+0.0012362i,-0.00073082+0.00068585i,-0.0012703+3.8343e-05i,-0.0016172+4.5586e-05i,-0.0008317-0.00040153i,-0.00038197-0.00058349i,-7.5151e-05+0.00020981i,-5.9183e-05+0.00049972i,-0.00030217+0.00032729i,0.00017688-0.00019193i,5.407e-05-0.00041368i,-0.00066042+0.0001739i,-0.0006676+0.00050918i,-0.00038958+0.00012376i,-0.00019559-0.00041532i,0.00029978-0.00084852i,-0.00016598-0.0008063i,-0.00065463+5.2339e-05i
-0.00017266-0.0020981i,-0.00061225-0.0022053i,-0.00078539-0.0023848i,-0.0015534-0.0017748i,-0.0020976-2.6912e-05i,-0.0019944+0.00091886i,-0.001394+0.0011055i,-0.00074308+0.001133i,-0.00081595+0.00018068i,-0.00050998-0.0010479i,-0.00017026-0.0012327i,0.00033689-0.00053652i,0.00099978+0.00023285i,0.00065754+0.0002971i,0.00031352+8.4122e-05i,0.00027497+3.0303e-05i,0.00062432+1.0299e-07i,0.00035273-0.00031955i,-0.000485-0.00045902i,-0.0008962-0.0001628i,-0.0004177+0.00038258i,0.000399-0.00028553i,0.00024763-0.00020794i
0.00036133+0.00092657i,-0.0006596+0.00095935i,-0.00027228+0.0013376i,-0.00073798+0.0011126i,-0.001327+0.0005811i,-0.0010802+0.00091547i,-0.0011538+0.00093843i,-0.00043159+0.00037039i,0.00019309+0.00013416i,0.00010985-0.00022634i,0.00024804-0.00069395i,-0.0003129-9.0391e-05i,-0.00021955+0.00031858i,0.00069938-0.00032791i,0.00039625-0.0008164i,-0.00053164-0.00054759i,-0.00047682-0.00046626i,-0.00025533-0.00059689i,-0.00060401-0.00024239i,-0.00061888+1.1633e-05i,-0.00022574-3.5957e-05i,-0.00039966+0.00020207i,-0.00058057-7.4932e-05i
-0.00074052-4.2028e-05i,-0.00062847-0.00018785i,0.00137+0.00024245i,0.0020143+0.00047245i,0.0011478+0.0014202i,0.00026575+0.001534i,-0.0003744+0.00044129i,-0.00021592-0.00056436i,0.00012101-0.00083918i,0.00036046+3.1505e-06i,-0.00014224+0.00042172i,-0.00071007+0.00029504i,-0.00010989+0.00017424i,-0.00040014-0.00011451i,-0.00010151-0.00034344i,0.00069387+2.8602e-05i,0.00039389+0.00026057i,-0.00015853+0.00034823i,8.4719e-05+0.00098686i,0.00022684+0.0010914i,-1.3778e-05+0.00055289i,-0.00038031+0.0004498i,-7.0502e-05+0.00022408i
-0.00070091+0.0028282i,-0.0007418+0.002634i,-0.00064809+0.0010681i,-0.00028489-0.00020888i,0.0001213-0.00078615i,-0.00072477+0.00038964i,-0.0012091+0.001186i,-0.00071182+0.00065157i,4.37e-06+0.00069676i,0.00053031+0.00060281i,-0.00029007+0.00026106i,-0.00068751+0.00045944i,-0.00022448+5.1859e-05i,-0.00028207-0.00017672i,-0.00028673+0.00044901i,8.613e-05+0.00036539i,-3.6308e-05-1.4736e-05i,0.00020241-0.00042373i,0.00012277-0.0007331i,-0.00017363-0.00081402i,-0.00050799-0.00079266i,-4.0351e-05+0.00014312i,0.00047836+0.00055277i
-0.0012753-0.0010792i,-0.0017693-0.00086326i,-0.0014123+0.0008361i,-0.00053201+0.0024534i,-0.0006485+0.0021062i,-0.00021294+0.0011853i,-0.00022068+0.00027446i,-0.00040985-0.00020734i,-0.00014264-0.00024824i,-0.00056586-0.00026909i,-0.00058479-6.3379e-05i,-7.5605e-05+9.6712e-05i,-0.00025282+0.00032468i,-0.0011485+0.00027334i,-0.00071954+0.00028933i,-3.1574e-05+0.00072275i,-0.00026689+0.00048327i,-0.00016585+0.00030997i,0.00045044+0.00048075i,0.0003314-0.00012775i,0.00018098-0.00012019i,0.00075819+0.00044887i,0.00083243+0.0010048i
0.0003177-0.0012805i,-0.00015848-0.00077066i,-0.0020982-0.00097047i,-0.0020733-0.00086976i,-0.0022962+0.00055226i,-0.0029958+0.0017484i,-0.0016904+0.0014573i,-0.00047826+0.00036055i,0.00018798-0.00032831i,0.00086873-0.00057237i,0.00055525-0.00086279i,0.00092395-6.4265e-05i,0.00099957+0.00037094i,0.00023773+0.0002375i,-0.00042971+5.1175e-05i,-0.00083917-0.00020789i,-0.00079177+8.2468e-05i,-0.00024156+0.00044777i,-0.000432-1.6233e-05i,0.00020832-7.2631e-05i,0.00042511+0.00033206i,-0.00019926+0.00041769i,-1.1132e-05-0.00013829i
0.0016478-0.00081999i,0.00065171-0.0010986i,0.0001085-0.0019743i,-0.00083074-0.0019114i,-0.0016087-0.00030764i,-0.0016292+0.0011161i,-0.0023647+0.0012076i,-0.002108+0.00024233i,-0.00085889-0.00017424i,-7.3684e-05-0.00025101i,0.00082135+0.0002697i,0.00068824+0.00044188i,1.7253e-06+0.00017271i,0.00057109-4.7094e-05i,0.00086851-0.00055351i,0.00043674-0.0007601i,0.00054618-0.00073376i,0.00032743-0.00037423i,-0.00033053-1.4782e-05i,-0.00047729+0.00039573i,-1.7623e-05-0.00024965i,0.00067286-0.00035893i,0.0010096+0.00072261i
0.00048216-0.0015247i,0.0005571-0.0013227i,0.00013355-0.0011567i,-0.00033612-5.9129e-05i,-0.00045554+0.00096608i,-0.00059205+0.0009994i,-0.00088677+0.00052023i,-0.00088912+0.00023418i,-0.00036635+0.00022903i,-0.00028164+0.0013954i,-0.00068077+0.0020856i,-0.00084381+0.0015549i,-0.00029307+0.00064955i,0.00012732-0.00015821i,-0.0002023-0.00055553i,-0.0001924-0.00085137i,-3.4022e-05-0.00053639i,-5.4898e-05-6.3529e-05i,0.00038761-0.00026086i,0.00047631-0.00019856i,0.00075006-0.00018646i,0.0016785+0.00066473i,0.00057504+0.0010193i
-0.0030369-0.00074614i,-0.0021467-0.0021603i,-0.0031299-0.00099581i,-0.0033128+0.00096592i,-0.001796+0.0021173i,-0.00054916+0.0019016i,-0.00033548+0.00077816i,-0.00075726+0.00016754i,-0.00043995+0.00016902i,0.00020755+0.00068446i,0.00066005+0.00057713i,0.00079238-7.1634e-05i,0.00073967-0.00033413i,0.00046982-0.0012613i,7.3542e-05-0.0017491i,-0.00020564-0.0010112i,-0.00048228-0.00042646i,-0.0007192+0.00030668i,-0.00033414+0.00085056i,-0.00046493+0.00076185i,-0.00063441+0.00030405i,-0.0005031+0.00019736i,-0.00046003-0.00018615i
-0.00082351+0.0010924i,-0.0013318+0.0013022i,-0.0019942+0.002034i,-0.001354+0.0025761i,-0.00097933+0.0021741i,-0.0012292+0.0017676i,-0.00082266+0.0011879i,-0.00086482+0.00010371i,-0.0012512-0.00055689i,-0.0010507-0.00089246i,-0.00036232-0.00056319i,0.00037016+0.00042661i,0.00033525+0.00074116i,-0.00010493-0.00014934i,0.00041646-0.00034909i,0.0003056+0.00014958i,8.7059e-05+4.6687e-05i,-0.00038721-0.00057287i,-0.00064567-0.00052939i,-0.00021983-0.00054596i,1.9662e-05-0.00038006i,-0.00030476-0.00014622i,-0.00053605-0.00021584i
-0.00027336-0.0022411i,-0.00011056-0.0017172i,-0.00056809-0.00155i,-0.001234-0.0012989i,-0.00036779-0.00010918i,0.00030091+0.00082205i,-0.00027283+0.00088749i,-0.00072748+0.00064188i,-0.00044226+0.00039903i,0.00060594+0.00038879i,0.0017414+0.0007463i,0.0017338+0.00055906i,0.00054137-0.00010944i,-3.5025e-06+0.00022296i,-0.0001128+0.00091429i,-0.0008006+0.0010585i,-0.00015356+0.00038458i,0.00069452-0.00015864i,0.00021851-0.00090907i,2.9889e-05-0.0010416i,0.00053885-0.00075253i,0.0010416-0.00060987i,0.00055672-0.00025706i
-0.002676-0.00053019i,-0.0024417-0.00072037i,-0.001687+0.0013592i,-0.00054497+0.0021368i,8.4047e-05+0.002347i,-0.00029698+0.0019989i,-0.00047503+0.00048996i,-0.00020448-7.3751e-05i,-6.7587e-05+0.00047305i,-0.00034906+0.0011843i,-0.0002675+0.00089663i,0.0001445+0.00068665i,0.00018862+0.00046074i,-3.7079e-05+0.00044458i,-3.5635e-06+0.00029857i,0.00036927+7.9252e-05i,0.00048406-6.3894e-05i,0.0008261-0.00013386i,0.00029216-0.00029033i,-0.0006085-0.00047328i,-0.0006627-0.00031022i,-0.00066736+3.123e-05i,-0.00080605+0.00054675i
0.0002359-0.00023433i,-0.00071214+0.0007856i,-0.0015095+0.0017184i,-0.0015707+0.002076i,-0.0012967+0.0011684i,-0.00088934+0.00098306i,-0.00060142+0.00096192i,-0.00017293+0.00061144i,-0.00037521+0.00010545i,-0.00047629-0.00025592i,2.135e-06-0.00052389i,-0.00022928-0.00026071i,-0.00067295+0.0005365i,-0.0002166+0.00015825i,0.00063188-0.00046937i,0.0005732-0.00011383i,0.0004148+0.00010051i,0.00033147+0.00039603i,0.00013778+0.00079596i,0.00032481+0.00026489i,0.00054419-6.5871e-05i,-0.00016239+0.0002018i,-0.00069643-0.00026397i
0.0010845-0.0012915i,0.0015402-0.00077543i,0.00059894-0.0012783i,-0.00014815-0.0013352i,-0.00080989-0.00074617i,-0.0012977+0.00034118i,-0.0015594+0.0004063i,-0.0014073-0.00078577i,-0.00090086-0.0011912i,-0.00072623-0.00026019i,-0.00069706-0.00010793i,-0.00088037-0.00028441i,-0.00071408+0.00040597i,0.00053729+0.00058147i,0.00082489+0.0005947i,0.00028187+0.00091969i,0.00034649+0.00042883i,0.00035804-0.00064272i,-0.0002986-0.00041i,-0.00046867+0.00022152i,-4.3585e-05-0.00028132i,2.2382e-05-0.00080854i,9.0226e-05-0.00065615i
-7.5388e-05+0.0012228i,-0.00044642+0.00081456i,-0.00034068+0.000816i,7.6553e-05+0.001653i,4.6595e-05+0.0017774i,-0.00022136+0.0019596i,-0.0010288+0.0016313i,-0.00028512+0.00093171i,0.00036089+0.00038091i,1.823e-05+3.5739e-05i,0.00055216+0.00020022i,0.0010967+0.0007871i,0.0010305+0.00097606i,0.00091933+0.00087362i,0.00065226+0.00061108i,0.00037705+0.00016232i,3.5529e-05-0.00023961i,-0.00054415-0.00042425i,-0.00050764-0.00017378i,8.1022e-05-5.913e-05i,-0.00021396-0.00070417i,-0.00029801-0.00045273i,-0.00014038+0.00015308i
-0.0012722-0.000285i,-0.0015436-0.00010447i,-0.0013264-0.00013611i,-0.0012981-0.00041215i,-0.0011241-5.9326e-05i,-0.00096294+0.00031918i,-0.00041162+0.00090583i,0.00020229+0.0010335i,0.00033528+0.00031301i,0.00070816+7.2273e-05i,0.0011077-8.0533e-05i,0.0005266-1.822e-05i,0.00049276-9.625e-05i,0.001081-0.00025327i,0.00080702+2.3361e-05i,-0.00027195+0.00017043i,-2.8793e-05-0.00013521i,0.00048482+7.506e-05i,0.00012944+0.0001088i,0.00022777-0.00028408i,-0.00038292-0.00088433i,-0.00082198-0.00074175i,-0.00018647-0.00013425i
-0.00064644-0.002119i,-0.00025562-0.0013632i,-0.00068502+0.00057414i,-0.00064932+0.0016066i,-0.00064764+0.0020214i,-0.00081044+0.0017725i,-0.00037183+0.0013323i,0.00024523+0.00099701i,1.6392e-05+0.00083309i,-0.00027626+0.00025926i,-0.00068859+0.00027508i,-0.0009723+0.00064545i,-0.00065953+0.00079407i,9.4545e-05+0.0008754i,0.0007579+0.00067734i,0.0003604-3.2617e-05i,0.00044964-0.00037637i,0.00092806-0.0001147i,0.00065499+0.00017173i,-0.00012136+0.00011464i,-0.0005141+0.00013048i,4.6192e-05+0.00018356i,0.00088795+0.00017851i
0.00080683+0.000358i,0.00092976+0.00032532i,0.0011098+0.00070008i,0.00026988-0.00083215i,-0.00059835-0.0020679i,-0.0022438-0.00028451i,-0.0023645+0.0011333i,-0.0012603+0.00092212i,-0.00041793+0.00072205i,-0.00016559+0.00046525i,-0.00056011+0.0002008i,-0.0010953+0.00019631i,-0.001006+0.00023633i,-0.00067415+0.00071876i,-0.00043863+0.00046313i,0.0004597-0.00047747i,0.0013835-0.0013091i,0.0014905-0.00096427i,0.00082441-0.00013261i,0.00036753-0.00015629i,0.00050846-0.0005381i,0.00079419-0.00052152i,0.0012696+0.00064586i
-0.00013905+0.00088956i,0.00048175-0.00042899i,0.00048328-0.0020899i,2.6032e-05-0.0028954i,-0.0011091-0.0018676i,-0.001385-0.00046642i,-0.0016834+8.909e-05i,-0.00071023-0.0002482i,-0.00046075-5.1927e-05i,-0.0011391-0.00011508i,-0.00039977-0.00010285i,6.9235e-05-0.00032963i,-0.00028496-0.001272i,-0.00041527-0.0013585i,-0.00014568-0.00041566i,-0.00040311+0.0002089i,-0.00018365+0.00042061i,-9.3987e-05+6.4663e-07i,-0.00046693-0.00024448i,-0.00085972-7.9803e-05i,-0.00024839-0.00059122i,0.00033018-0.00064868i,6.5156e-05+0.00037941i
-0.00106+0.00081912i,-0.0015708+0.0017736i,-0.0016424+0.0029935i,-0.00054865+0.0029407i,-0.00023052+0.0017362i,-0.00069893+0.00088276i,-0.0007792+0.00030006i,-0.00080674-0.00031633i,-0.00073383-0.00066302i,-0.00041008-0.00028097i,0.0002279-0.0002192i,0.00086391-0.00017357i,0.00050139-0.00019266i,-0.00043477-0.00049498i,-0.00091202-8.7485e-05i,-0.00085865-5.2758e-05i,-0.00089335+0.00012152i,-7.6465e-05-6.6095e-07i,0.0012482-0.00041791i,0.0011569-0.00068902i,0.00014893+0.00030766i,-0.00089308+0.00016288i,-0.0003199-0.00054975i
0.0012999-0.0010549i,0.00034347-0.0014975i,-0.00088953-0.0010789i,-0.0019344+0.0001605i,-0.0025251+0.00071346i,-0.0018261+0.00047326i,-0.00093666-0.00010387i,-0.00058178+0.00030043i,-0.00063485+0.00049438i,-0.0010713-0.00011526i,-0.0010691+0.00015799i,-0.00051377+0.00017734i,-0.00010756+7.3325e-05i,-0.00036755+0.00067172i,-0.0010134+0.0010856i,-0.0012963+0.00067266i,-0.0004274-0.00049101i,0.00012491-0.0011263i,-0.00027151-0.00078152i,-7.4222e-05-0.00039869i,0.00034258-0.00054672i,0.00053429-0.00069232i,0.00082476+0.00018521i
8.0851e-05+0.0013509i,0.00041213+0.00065355i,0.0013659+0.00014072i,0.0016102-0.00092572i,0.00011231-0.0011668i,-0.00048949-0.00029986i,-0.00048371+0.00025592i,-0.00050098-0.0003884i,-0.00015296-0.0011159i,1.1603e-05-0.00098648i,-0.00045956-0.00038816i,-0.001408-0.00065448i,-0.0012686-0.00044352i,-0.00039305-5.7757e-05i,-0.00038152+7.8837e-05i,3.8823e-06+0.00040279i,0.00026875+0.00086251i,2.9272e-05+0.00083113i,0.00054186+0.00064519i,0.001091+0.00016188i,0.0010605-0.000414i,0.00051126-8.5199e-05i,-0.00037514-2.1378e-05i
0.00148+0.0021113i,0.0026085+0.0023105i,0.0018025+0.0013282i,0.00070644+0.00034235i,-0.00022317+5.544e-06i,-0.00098063+0.00031912i,-0.00063746+0.00042076i,-0.00038543-0.00028776i,-0.00031629-0.00063069i,3.6461e-05-0.0002397i,-3.0076e-05-0.00031526i,-0.00018442-0.00019815i,0.00046783+0.00047266i,0.00016848+0.00056073i,3.964e-05+0.00022057i,0.00080293-8.774e-05i,0.00048208+1.9613e-05i,3.18e-05-0.00015801i,-0.00078544-0.00048504i,-0.00092124-0.00025026i,-0.00034654-0.0001823i,0.00022861-0.00036268i,-0.0001716-4.4269e-05i
-0.0022185-0.00092524i,-0.0028411-0.00030743i,-0.0018514-0.00080512i,-0.00037088-0.00076008i,-0.00015094-7.5289e-05i,-0.00088548+0.00016203i,-0.0009913+0.00037096i,-7.1843e-05+0.00063213i,0.00078175+0.00047572i,0.001136-6.9591e-05i,0.0013905-0.00012635i,0.00086134+0.00027482i,0.00022796+3.4037e-05i,0.00031259-0.00036141i,0.00015286-0.00045386i,-3.6275e-05-0.00021466i,0.00012913+5.9288e-05i,8.939e-05-9.3622e-05i,-0.00032732+0.00068917i,-0.00077062+0.0008722i,-0.00090291+0.00076683i,0.00033256+0.00061504i,0.0016249+0.00083563i
-0.00031931+0.00047661i,0.00041112+0.0013899i,-2.0931e-05+0.0025923i,-0.00042958+0.0036445i,-0.0007023+0.0035253i,-0.00051169+0.0026461i,-0.00013293+0.0013119i,-0.00026235-2.0449e-07i,-0.00029032-0.00026338i,0.00013131+0.00079391i,0.00074024+0.0009784i,0.00068969+7.5658e-05i,1.956e-05-1.9414e-05i,0.00044961+5.6863e-05i,0.0010464-0.00062106i,0.00066621-0.00087079i,-3.8196e-05-0.00042205i,-0.00042433+8.3774e-06i,-0.00088651+1.085e-05i,-0.00081825-0.00028926i,-0.00068353-0.0005184i,-0.00016091-0.00085118i,9.2415e-05-0.00048712i
0.0017251+0.0009838i,0.0014232-0.00055436i,0.00145-0.0019762i,0.00083129-0.0025278i,-0.00079879-0.0023945i,-0.0023284-0.0012469i,-0.0012504-0.00030502i,0.0005865-0.00017199i,0.0006616-0.000132i,0.00064495+0.00023712i,8.5869e-05+0.00026001i,-0.00053472+7.486e-05i,-0.00016363+0.0002518i,-0.00031095+0.00067505i,-3.6537e-05+0.00068125i,8.0737e-05+0.00033749i,0.00025066-0.00057987i,-4.0035e-05-0.0013351i,-0.00051307-0.0011119i,0.00058682-0.0013347i,0.00086375-0.00067898i,5.083e-05+0.00021495i,-1.5718e-05+0.00051386i
0.00019309-0.00073032i,0.0013289-0.0012687i,0.001486+7.0675e-05i,0.0016868+0.00067681i,0.00080386+0.00053988i,-0.00032412+0.001232i,-0.00029383+0.00098039i,-0.00058361+0.00075594i,-0.00076505+0.0010359i,-0.00063883+0.0004507i,-0.00070452-0.00011666i,-0.0011059+0.00044759i,-0.0006671+0.00080623i,-0.00029123-0.00029164i,-0.00019094-0.0014055i,0.00046554-0.0013896i,0.00057834-0.0010613i,0.00016665-0.00068624i,0.00010501-0.00033715i,-0.00026852-0.00029819i,-0.00012673-0.00060303i,0.00016245-2.9487e-05i,0.00066302-0.00025512i
-0.0005441+7.4918e-05i,-0.0012573+0.00028857i,-0.0022194+0.00011127i,-0.0024024+0.00059154i,-0.0018323+0.0012084i,-0.0020575+0.0012224i,-0.0015993+0.0006271i,-0.00064061+0.00027627i,-0.00031714-0.00041458i,-0.00010504-0.00035493i,-0.00022605+8.332e-05i,-0.00041242+0.00026491i,-0.00034259-6.1752e-06i,4.5717e-05-8.9621e-05i,0.00041518+0.00020586i,0.00010896+0.00042694i,-0.00022529+0.001076i,0.00011824+0.00082379i,0.00035788+0.00015695i,-7.6658e-05+5.6321e-05i,-0.00076476+0.00020555i,-0.00066302+0.0007841i,-0.00029759+0.00078883i
