-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
0.0013545-0.0030262i,-0.0001334-0.0030252i,-0.0012154-0.0026144i,-0.0009736-0.0021625i,0.00010494-0.0012849i,0.0008692-0.0012975i,0.0010857-0.0011557i,0.0011362-0.00073734i,0.00064607-0.00052097i,-0.00054808-0.00046873i,-0.0010861+0.00013957i,-0.00027615+0.000402i,0.00052535+0.00010801i,0.00012314+0.00083065i,-0.00049463+0.0012114i,-0.00081319+0.00087036i,-0.0004357+0.0005463i,-5.0445e-05-8.5135e-05i,0.00042374-0.00072985i,0.00084284-0.00096414i,0.00073235-0.00073052i,0.00082008-0.00035712i,0.00070987-0.00079479i
-0.001428+0.0016531i,-0.0010809+0.0026529i,1.8817e-05+0.0033499i,0.0015682+0.0025012i,0.0014673+0.0010515i,0.00056174-0.0006243i,-0.00077517-0.0016628i,-0.0014816-0.0011156i,-0.00054847-0.00041278i,0.0008944-0.00069747i,0.0014551-0.0010888i,0.00028325-0.00054559i,-0.00093257-0.00051799i,-0.00079369-0.00053394i,-0.00041389-0.00089101i,-0.00039454-0.0015659i,-0.00016725-0.00062352i,0.00037404+0.0002044i,1.1694e-05+0.00012855i,-0.0010464+0.00022738i,-0.00053038+0.00012788i,-7.6221e-05-0.00097442i,-0.00020843-0.001057i
-0.00061991+0.00010093i,-0.00069751-0.00076387i,-0.00083618-0.0011902i,-0.00026932-0.00058099i,0.00017567-0.00050333i,0.00040763-0.00058347i,-0.00029654-0.00014177i,-0.00099838+2.5829e-05i,-0.00063083+6.7658e-06i,-0.00059016-0.00029388i,-0.00083106-0.00081373i,0.00013037-0.00068487i,0.00075018+0.00043421i,-1.0565e-05+0.0011382i,0.00018954+0.00052877i,0.00043352-0.0001424i,-0.00040105-4.2318e-05i,-1.4393e-05-6.0381e-05i,-6.0333e-05+0.00037366i,-0.0009331+0.00058457i,-0.00072948+0.00064703i,-0.00032863+0.0010283i,-0.00024912+0.00023853i
-0.00015615-0.00027198i,-0.00084439+0.00023292i,-0.0019611-0.00054708i,-0.0018593-0.0015695i,-0.00094335-0.0015893i,-0.00023193-0.0012056i,2.2019e-05-0.0014879i,0.0002092-0.0017046i,0.00024669-0.00075266i,-0.00024622+0.00039716i,-0.00042711+0.00068221i,-0.00014333+0.00057665i,0.00075807+0.00068864i,0.00080656+0.0009328i,0.00021285+0.0004182i,-0.00040533-0.00061024i,-0.00032553-0.001098i,0.0010495-0.00083843i,0.00082647-5.5182e-05i,-0.0003151+0.00024474i,-0.00046693+3.5725e-05i,-0.00040671+0.00015483i,-3.9988e-05+1.025e-05i
0.001349-0.00097621i,0.0011216-0.0010269i,0.00073321-0.0015616i,0.00069081-0.00069308i,0.00036417+0.00029237i,-0.00040276+1.8785e-05i,-0.00025165-7.8478e-05i,0.00029495+0.00024194i,-0.00059948-0.00010939i,-0.00061573+0.00010912i,-0.00028873+0.001113i,-0.0001474+0.00041014i,-0.00031209-0.00015181i,-0.00024818+0.00056682i,0.00045778+0.0010616i,0.00050586+0.0010873i,0.00038848+0.00081954i,0.00046275+0.00059819i,-3.4941e-05-0.00021742i,-8.1268e-06-0.00083985i,0.00010711-0.00081429i,-0.00042562-0.00062044i,0.00083377-0.00031045i
0.00088871-0.0004284i,0.00098366+0.00051491i,0.00067444+0.00083085i,0.00043453+0.00053931i,0.00020608-9.7891e-05i,0.00014916-0.00087376i,0.00012194-0.00062095i,8.8186e-05+0.00022427i,-0.00032298+0.0006576i,-0.00042814+0.00086021i,0.00024321+0.00048949i,0.00044407+0.00063601i,0.00012999+0.00072115i,-0.00011181+0.00012015i,-0.0004513-3.0556e-05i,-0.00033876-0.00082805i,-7.5132e-05-0.00093724i,-0.00038867-0.00016867i,-0.00063-0.0002567i,-0.0001727+2.6163e-05i,0.00010185+0.00069073i,0.00031934+0.00068814i,0.00076819+0.00049295i
0.0016584+0.00093719i,0.0015648+0.00029007i,0.0010177+0.00030125i,9.1921e-05+0.00037351i,0.00051534-0.00038765i,0.00072963-0.0010422i,6.0734e-05-0.00089178i,-0.00035935+0.00034903i,-0.00032775+0.00042385i,-0.00029353-0.00070153i,-0.0002782-0.00095147i,-0.00063068-0.0004556i,-0.00089822+0.00041245i,-0.0010752+0.00033705i,-0.00073207-0.0007652i,0.00070359-0.001075i,0.0010818-0.0012287i,0.00071755-0.0011774i,0.00045518-2.8223e-05i,7.6892e-05+0.00068095i,0.00026418+0.00021146i,0.00030752-0.0005805i,3.2041e-05-0.00036279i
-0.0011435-0.00073362i,-0.0012517-0.00045865i,-0.00060918-0.0010864i,0.00014937-0.0016323i,0.0013322-0.001551i,0.001618-0.00099874i,0.0011945-0.00046082i,-8.0885e-05-0.0009175i,-0.00082487-0.00097907i,-0.00018142-0.0002196i,-4.2692e-05+2.3251e-05i,-0.00010197+0.0004692i,0.00017148+0.00086912i,0.0003542+0.00015896i,1.8956e-05-0.00082064i,9.8699e-05-0.00072731i,0.00069227+0.00010256i,0.00032916+0.00044665i,-0.00047619+1.6248e-05i,-0.00035751-0.00025172i,-0.00032902-0.00012929i,-0.00022561-0.00012172i,-0.00063664+0.00022683i
-0.0011615+0.00017676i,-0.0017433-0.00040702i,-0.002209-1.2117e-05i,-0.0020092+0.00097601i,-0.00090269+0.00018671i,-0.0002455-0.001385i,-0.00019794-0.0015489i,-9.4021e-05-0.00088406i,-6.7201e-05-0.00099871i,6.1744e-06-0.001303i,-4.7998e-05-0.0011846i,-1.0083e-05-0.00075217i,0.00040434+8.4882e-05i,0.00044598+0.00047747i,-0.00048772+0.00035154i,-0.00021974-0.00061778i,0.00068298-0.00099496i,0.00024929-0.00050618i,4.0447e-05-0.00055803i,-0.0006726-0.00041865i,-0.00083601+1.1499e-05i,0.00025753-0.00014554i,0.00074693-0.00052935i
0.00052641+0.001296i,0.0008745+0.00058935i,0.0009885-0.00027531i,0.0012738-0.00084866i,0.001541-0.0014766i,0.00078046-0.0013457i,-0.00027062-0.0011366i,-0.00085094-0.00076815i,-0.00083621-0.00022671i,-0.00091829-0.0012041i,-0.00081422-0.0020178i,-0.00010837-0.001073i,-0.00050961-0.00052183i,-0.0012708-0.00063994i,-0.0014343+0.00044686i,-0.0012045+0.0007861i,-0.00092872-0.00026727i,-0.0013978+0.0001736i,-0.0010962+0.00050916i,-0.00036589+0.00014996i,0.00070114+0.000118i,0.0009866+0.00013093i,0.00057065-0.00023468i
-0.00089922+0.00060123i,-0.00071004+0.00079407i,-0.00056419+0.0021672i,-0.00051878+0.0018055i,0.00089964+0.0001845i,0.0012799-0.00095157i,-0.0002193-0.0008817i,-0.0014552+2.9164e-05i,-0.00093275+0.00042946i,0.00024565+0.00041328i,0.00057901+0.00011608i,0.00067681+0.00023642i,-9.5328e-05-1.0486e-05i,-0.00046588-0.00094786i,-0.00015042-0.00079778i,-0.00048012-0.00096065i,-0.00077287-0.00091523i,-0.00076421+1.3577e-05i,-0.0003203-2.7516e-05i,-0.00052122+0.00018125i,-1.041e-05+0.00049643i,0.00061719+0.00018876i,0.0003731+0.00019138i
0.00070683-0.00020991i,0.00063911+0.00085654i,0.00075255+0.00021472i,0.00069499-0.00022453i,0.00028313+0.00063297i,0.00020115+0.0010968i,0.00028066+0.0005183i,0.00038036-0.00015669i,0.0007105-0.00026807i,0.00084909+0.00016058i,0.00056187+0.00035002i,-0.00010086+0.00056234i,-0.00051682+0.000198i,0.00011903-0.00035782i,0.00026397+0.00033532i,-0.00027884+0.00031951i,-2.8825e-05-0.00071266i,-2.9347e-05-0.00072834i,0.00058786+0.0001221i,0.00079009+0.0005069i,-0.00065167-6.2396e-05i,-0.0015073-0.00036479i,-0.0012896-0.00011632i
6.5445e-05-0.003363i,-0.00053633-0.0031604i,-0.0013472-0.0028439i,-0.0013108-0.0022904i,-0.00010787-0.00071188i,0.0012413-9.0041e-05i,0.0011105-0.00097873i,0.00051456-0.00084884i,-0.00038404-0.00022783i,-0.0011068-0.00015018i,-0.00097659-0.00092226i,0.00065841-0.00068107i,0.0010823+0.00041738i,0.00060573+0.0001164i,0.00059198+0.0001172i,0.00061552+0.00022105i,0.00019039-0.00028125i,-0.00053628-0.00055753i,0.00016302-0.00095288i,0.00067078-0.0012284i,-0.00015128-0.0012587i,-0.00021061-0.0003466i,-0.00021515+0.0002478i
-0.00069995+0.0010749i,-0.0013838+0.0015803i,-0.0012537+0.0015963i,-0.00086952+0.0017371i,5.6988e-05+0.0008956i,-0.00026887-0.00063287i,-0.00083405-0.0011282i,-0.00087881-0.0015019i,-0.00090239-0.0022147i,-0.0010427-0.0010436i,-0.0004375-0.00018299i,0.00032542-0.00045883i,-0.0004374-0.00048653i,-0.00047184+0.00032305i,-0.00017678+0.0010123i,-0.00023566+0.00036114i,-0.00021751-0.00029i,0.00016716-0.00036702i,0.00052139-0.00031465i,0.00068571+0.00034156i,0.0010456+0.00022279i,0.00052838-0.00050015i,-0.00018053-0.00036231i
-0.00025113-0.0010211i,-0.00064387-0.0015135i,-0.00086454-0.0016946i,0.00015082-0.0015548i,0.0012983-0.0010693i,0.00039944-0.00054525i,-0.00088733-0.00063309i,-0.00085085-0.0010355i,-0.00035969-0.00062909i,-0.00015883+0.00037739i,0.00053454+0.00047932i,0.00048484+0.00037327i,0.00045939-0.00066259i,0.00094934-0.0012049i,7.404e-05-0.00052813i,-0.00070902-0.00026327i,-0.00080747-2.7636e-06i,-0.00098713+0.00072235i,-0.00018536+0.001083i,-8.2886e-05+0.00040781i,-0.00068979-0.00026992i,-0.0013201-0.00027636i,-0.0012177+0.00049363i
0.00049864+0.00068447i,0.0016169+0.00097309i,0.00073619+0.00075259i,-0.00015101+0.00054923i,-0.00090355+0.00048735i,-0.00095981+0.00023906i,-0.00065285+0.00034306i,-0.00063102-0.00035493i,-9.1138e-05-0.00055404i,0.00082684-0.00055972i,0.00079606-0.0012649i,0.00015947-0.0013761i,-0.00014114-0.00028824i,-0.00014608-0.000241i,0.00033204-0.00039176i,0.00032975-0.00021074i,-6.8889e-07-8.615e-05i,-2.5122e-05+0.0003157i,-0.00028511+0.00028995i,-2.7995e-05+0.00050598i,-0.0002996+0.00018413i,-0.00071404+0.00010394i,-0.00062321+0.00018971i
0.0011803-0.0012064i,0.0012879-0.0020351i,0.0013877-0.0022108i,0.00099531-0.0018988i,0.00024827-0.0014522i,5.8372e-05-0.00067813i,-4.1109e-05-0.00059898i,-0.0001291-0.0010111i,0.00012762-0.0009736i,-4.8708e-05-0.00093052i,-0.00042932-0.0006671i,-0.00089571-0.0002087i,-0.00059932-0.00070342i,0.00013318-0.00038521i,0.00017106+0.00042007i,0.00072993+0.00077056i,0.00093626+0.00023645i,0.00074674-0.00036697i,0.0004389-0.00041907i,0.00025451-8.3934e-05i,4.8416e-05+2.6883e-05i,-6.8934e-05+0.00043845i,-0.00029677+0.00084065i
0.00020574-0.00021779i,-0.00051871-0.0006349i,-0.001257-0.00081283i,-0.0011631-0.00065223i,-0.00026373-0.00073144i,-0.00056902-0.00052132i,-0.00054972-0.00076793i,-9.3603e-05-0.001529i,-0.00043317-0.0015927i,-0.0014064-0.0012894i,-0.0012906-0.0007142i,-0.00094439+0.0007585i,1.2769e-05+0.0015761i,0.00085345+0.00081031i,1.6521e-05+0.00022077i,-0.00052593+0.0001075i,-0.00043309-0.0001576i,-3.8556e-05-0.0002983i,0.00059693-0.0004566i,0.00056171-0.00057632i,-0.00010799-0.00034991i,-0.00053361+0.00019339i,0.0003916+0.00014057i
0.00081609+0.00021724i,0.0010825-0.0012234i,0.0022241-0.002078i,0.0027929-0.0017877i,0.0015415-0.001544i,0.00011746-0.0020596i,-0.00044776-0.0015684i,0.00021264-0.00038967i,0.00079319+0.00039096i,7.012e-05+0.00027639i,0.00028676+8.4483e-05i,0.00022642-0.00031809i,-0.0010653-3.7414e-05i,-0.0017515-4.3947e-05i,-0.0011144-0.00056418i,-0.0010035-0.00054901i,-7.5917e-05-0.00075181i,0.0010379-0.00043601i,0.00074807-0.00067982i,0.00046915-0.00086i,2.1799e-05-0.00039858i,-0.00034043-0.00029787i,-3.5893e-05-0.00046856i
-0.0014645-0.00015536i,-0.00073679+0.00037473i,-0.0010195+0.001425i,-0.00096645+0.0013264i,9.9063e-05+0.00051077i,0.00097772-0.00030941i,0.00036747-0.00107i,-0.00056272-0.0011713i,-0.00050586-0.00063975i,9.4726e-05-5.9605e-05i,-5.3277e-05-6.4505e-05i,-0.0004683-0.00061412i,-0.00021576-0.00044564i,9.1113e-05+0.00036852i,0.00058676+0.00023904i,0.0006535-0.00030929i,0.00024397-0.00032668i,-0.00025277-0.00052528i,0.00011301-0.0007806i,0.00055454-0.00090586i,0.00052081-0.00033076i,0.00050491+0.00044663i,0.00016536+0.00041156i
0.0006805+0.0006451i,0.00014216-0.00012145i,0.00021051-0.00047944i,-0.00050656+0.00032101i,-0.0016962+0.00081447i,-0.0016966+0.00080395i,-0.001695-0.00050634i,-0.0015649-0.001526i,-0.00041572-0.0011437i,0.0001565-0.00086953i,-0.00083607-0.00094753i,-0.0016512-0.00089471i,-0.001248-0.00052582i,-0.0007174-0.00090658i,-0.00011854-0.0008808i,0.00032837-0.0007096i,0.00095893-0.00042213i,0.00096559+0.0007244i,0.00050302+0.00096886i,0.0002843+0.0005499i,-8.0281e-05+8.8747e-05i,5.9733e-06-0.00014375i,-0.00013013-0.00018568i
0.0006665+0.00011595i,0.0011594+0.00020981i,0.0010287-0.00022485i,0.0013268-0.00083829i,0.0014973-0.00040457i,0.00040843-0.00023664i,4.2739e-05-0.00043612i,5.2418e-05-0.00029277i,-0.00045959-0.00092324i,-0.00046738-0.001057i,-0.00010019-0.00063925i,2.3214e-05-0.00016734i,-0.00059691-4.3049e-05i,-0.00050125-0.00013717i,-0.00026368-0.00038214i,-0.00024605-0.0004667i,-3.8669e-05-0.000348i,6.1123e-05-0.00059068i,0.00019876-1.6528e-05i,-0.00015264+0.00016889i,-0.00038093-1.2584e-05i,0.00044883+0.00012622i,0.0004973+0.00031487i
-0.0003267+0.0015905i,0.00058663+0.00056772i,0.0016024+0.00059067i,0.0017542+0.00027841i,0.001383-0.00068906i,0.00048716-0.0011206i,-0.00092476-0.00050907i,-0.0018348+0.00025693i,-0.001426-0.00034617i,-7.4266e-05-0.0017307i,0.00027076-0.0014891i,-0.00015764-0.00032918i,-0.0004634+0.00042135i,-0.00037026-0.00023913i,0.00036634-0.00085709i,0.0007158-0.00026142i,0.00018931+0.00025691i,-2.066e-05+0.00069393i,-0.000261+0.00098336i,-0.0011093+0.00080028i,-0.00091711+0.00081108i,9.5055e-05+0.00041704i,0.00017662+0.00025028i
-0.00084679-0.00027633i,-0.0017012-0.00037525i,-0.0018881-4.6963e-05i,-0.0014827-0.00012802i,-0.00091811-0.00078306i,-1.8333e-05-0.0021995i,0.00074538-0.0024451i,0.00093579-0.0014553i,0.0010399-0.00048808i,0.00055609+0.00018078i,0.00022283+0.00042082i,0.00024246+0.00011584i,8.141e-05+0.00050518i,-0.00028693+0.00060769i,-0.00039093+0.00063787i,-4.0717e-05+0.0010358i,-0.00071802+0.00053486i,-0.0015054+0.0001983i,-0.0007778-3.5239e-05i,0.00010365-0.00045681i,0.0001446-0.00060304i,-0.00031247-0.00034904i,-0.00019034+7.6133e-05i
0.0010574-0.0016008i,0.001457-0.0010728i,0.0010702-0.0013474i,-0.00029654-0.001462i,-0.00029962-0.0011055i,-6.6752e-05-0.00035431i,-0.00027228-0.00028835i,-2.6135e-06-0.00040169i,0.00023164-8.2952e-05i,-0.00022549-0.00014608i,-0.0008378-1.3379e-05i,-0.0013072+0.00040959i,-0.00069488+0.00049267i,-0.00019221+0.0011569i,-0.00048855+0.0011357i,-0.00058503+4.3946e-05i,-0.00026962-0.00012311i,1.6686e-05+0.00078385i,-0.00045953+0.00061725i,-0.00044721+3.1713e-05i,-5.1897e-05-0.00011464i,-6.1466e-06-0.00025476i,-0.00039385-0.00071932i
0.00070493-0.00052623i,-0.00090238+0.00027489i,-0.0012782+0.00024487i,-0.00042237+8.462e-05i,0.00083997-0.00022267i,0.00049971-0.00070976i,-0.00066167-0.0014075i,-0.00018634-0.00074772i,0.00040576+7.9079e-05i,-0.00013882-0.00049593i,-0.0001742-0.00073008i,-0.00019112-0.00027898i,-0.00087534-6.3213e-06i,-0.00025499+0.00076971i,-9.8623e-06+0.00056949i,-0.00010353-0.00046675i,-0.00022928-0.00044288i,-0.00054917+0.00051254i,0.00040765+0.0013739i,0.0007618+0.0012912i,0.00016894+0.00021755i,3.9054e-05-0.00027477i,0.00069361-0.00063883i
0.00043767-0.00010558i,0.0014865-0.00091605i,0.0012378-0.0007355i,0.0014952-0.001284i,0.0016587-0.0015371i,0.00097093-0.0011766i,0.00024501-0.0010291i,-0.00031996-0.00055819i,-0.00033001-9.5447e-05i,-0.00033778-0.00037019i,0.00033538-0.00067206i,0.00026954-0.00075467i,-6.8852e-05-0.0010957i,7.5415e-05-0.001428i,0.00022959-0.00078819i,0.00042406-0.00028277i,0.00060239-0.00039967i,-4.0318e-05-9.6991e-05i,-5.8271e-05+0.00056425i,0.00076583+0.00019663i,0.00092848+7.7058e-05i,0.00081577-0.00059217i,0.00027753-0.00086943i
0.0015996+0.0024965i,0.0013827+0.001303i,-3.7272e-05+0.00060432i,-0.0011769+2.9864e-05i,-0.001381-0.00025737i,-0.0011313-0.0011877i,-0.00099814-0.00093615i,-0.00030636+5.2789e-05i,7.0428e-05+1.0549e-05i,-0.0009547+6.6582e-06i,-0.0016467+0.00014751i,-0.0011909-0.00067944i,-0.0012498-0.00091948i,-0.001243-0.00021799i,-0.0010198+0.00010622i,-0.00083647+8.9924e-05i,-0.00017907+0.00043175i,-2.878e-05+0.00044355i,0.00011669+3.0099e-05i,0.00019159+0.0010597i,0.00014828+0.0018298i,-0.00043233+0.0009617i,-0.0010007+0.00027009i
-0.0010351-0.00020428i,-0.00090645-0.00032516i,-0.000635+0.0002211i,-0.00040402+5.3043e-05i,-0.00049176+0.00072391i,-8.1888e-05+0.0020599i,0.00040144+0.0010666i,0.00066227-0.00042081i,0.00061158-0.00055642i,0.00066759-0.00018268i,0.00047161+0.00019242i,1.0478e-05+0.00047183i,0.00011818+0.00062922i,0.00051452+0.00089992i,2.0344e-05+0.0014235i,0.00022799+0.00086096i,0.00055145+0.00054341i,1.4606e-05+0.00036212i,-0.00044155+0.00018202i,-0.00061364-5.0743e-05i,-8.6699e-05-3.6334e-06i,5.7605e-05+0.00020819i,-0.00035072-0.00014103i
-0.00092829+0.00061791i,-0.0020388+0.00041631i,-0.0025183-0.00015148i,-0.0011894+5.4678e-05i,0.00043146-0.00042152i,0.00042757-0.0013693i,-0.00095602-0.0016672i,-0.0014591-0.0013685i,-0.0011441+4.2545e-05i,-0.00082234+0.00069159i,-0.00090328+0.0002582i,-0.0007489+0.00032332i,0.00027435+0.00058948i,0.00056839-2.4315e-05i,0.00011075-0.00090901i,0.00029357-0.0015036i,0.00061786-0.00077479i,0.00021602+0.00016327i,-4.1812e-05-0.00057572i,0.00015948-0.00090232i,0.00044363-0.00040126i,0.0006707-0.00052239i,-0.00010978-0.00065159i
0.00038663-0.00035901i,0.00041159-0.00070268i,0.00061274-0.00066387i,0.00065971-0.0005016i,0.00076591-0.00063958i,0.00079956-0.0013385i,-4.7058e-05-0.00213i,-0.00026126-0.0026941i,0.00013622-0.0018863i,0.00028126-0.00026704i,4.7764e-05+0.00034956i,-0.00018441+0.00076967i,-6.9757e-05+0.00061647i,0.00031865+0.00010147i,0.00063581-8.256e-05i,0.00061856-0.00079075i,0.00083132-0.0007572i,0.00033543-0.00031245i,0.00030769-0.00048517i,0.00071495-0.00027926i,0.00069388+3.3483e-05i,-0.0003752+0.00015137i,-0.00064902-0.00037442i
-0.0011072-0.0017777i,-0.001504-0.00099501i,-0.002132+0.00056135i,-0.0017219+0.0013069i,-0.0014651+0.0004489i,-0.00085448-0.00046579i,7.0749e-05-0.00065286i,-4.9986e-05-0.00053246i,-0.00073813-0.00047059i,-4.7776e-05+3.6508e-05i,0.00037935+0.00036003i,-0.00059898+8.0636e-05i,-0.00034635+0.00018037i,0.00025059+0.00013378i,0.00010698-0.00015981i,0.00062208-0.00034697i,0.00056873-0.0011283i,-0.00060069-0.00082649i,-0.00043417-0.00066101i,0.0005107-0.001068i,7.1347e-05-0.00090059i,-0.00030987-0.00026853i,0.00010759+5.5152e-05i
-0.00074596+0.00023449i,-0.00084132+0.0010489i,-0.00096883+0.0003281i,-0.00047442+0.00018993i,0.00095445+0.00082125i,0.0023733+6.4075e-05i,0.0023617-0.00061054i,0.0011501-0.00051746i,0.00023362-0.00022966i,9.0983e-05-0.00070039i,-0.00012017-0.0015365i,4.5466e-05-0.0010099i,-8.281e-05-8.9994e-05i,-0.00025179+5.1522e-05i,-0.00044548-0.00012102i,-0.00030653-0.00055922i,0.00050315-0.00052567i,0.00070236-2.4038e-05i,6.8524e-05+0.00025513i,-0.0002267+2.4986e-05i,0.00047637-0.000302i,0.00071284-0.00029767i,0.00028237+0.00031852i
0.00030315+0.0026235i,-0.00067124+0.0018384i,0.00037648+0.00092978i,0.00058745+0.00062986i,-0.00031221+0.00027304i,-0.0010103-0.00081153i,-0.0015348-0.0018604i,-0.001423-0.0011465i,-0.0007736-0.00024262i,-0.00048806-0.00098395i,-0.00041674-0.0013686i,-0.0011461-0.000794i,-0.0015228-0.00093347i,-0.001329-0.00042378i,-0.0012409-3.6167e-05i,-0.00068311+0.00047666i,-0.0004269+0.00074531i,9.9652e-05-3.3337e-05i,0.00070418-0.00014335i,0.0012917-0.00016294i,0.001414-0.00035194i,0.0013653+5.965e-05i,0.00024972+0.00025642i
-0.0011122+0.00046708i,-0.0007904-0.0010723i,-0.00098046-0.00040349i,-0.00049516+0.00020146i,0.00037897-0.00014177i,0.00070718-0.00053447i,-0.00022653-0.0012117i,-0.00080819-0.0016542i,-0.00051623-0.00076612i,0.00013553+5.2423e-05i,0.00086528+0.00018388i,0.00056592-4.8704e-05i,-0.00017519+5.2819e-05i,0.00038897-0.00036044i,0.00090172-0.00056947i,0.00033637-0.00032541i,-0.00018272-0.00032635i,-0.00030633+9.2313e-05i,-0.00074302+4.8881e-05i,-0.00093261-0.00016574i,-0.00035789+0.00035153i,0.00049554+0.00096608i,0.00071356+0.00062059i
0.00056603-0.001365i,0.00068719-0.0019193i,0.00059793-0.0029191i,0.00093455-0.0022533i,0.00034156-0.00069174i,-3.7203e-06+0.00024844i,0.00097949-0.00040337i,0.00093773-0.0014556i,0.00021684-0.0015116i,-0.00043551-0.0010848i,-0.00094395+0.00061006i,-0.0013137+0.0017886i,-0.00070794+0.0014712i,0.0003398+0.0012151i,0.0010156+0.00084648i,0.0010481+0.00027272i,0.00039263-0.00024028i,0.001171-0.00037602i,0.001824+0.00023477i,0.00066372+0.00013216i,7.8998e-05-0.0002147i,0.00022153+0.00010535i,-0.00024253+0.00014556i
-0.0018502-0.0003918i,-0.0021917+0.00027372i,-0.0014616+0.0011154i,-0.0010224+0.0010802i,7.2949e-05+0.00038325i,0.00073783-0.00115i,0.00058224-0.0016251i,-0.00013076-0.00043791i,-0.00073316-2.8118e-05i,-0.00088038-0.00028269i,-0.00054591-7.2717e-05i,-9.0177e-05+0.0002041i,0.00068136+0.00040297i,0.0011098-0.00063462i,0.00095603-0.0013303i,0.00062037-0.00098794i,-5.2062e-05-0.00024886i,-0.00018663-0.00020266i,-0.00013971-0.00024962i,0.00016784+0.00036911i,2.5616e-05+0.00079507i,-0.00029477+0.0003815i,-0.00024204-0.00059339i
0.00097871+0.00037172i,0.000535-0.00034066i,-0.00025916-8.156e-05i,0.00018472+0.00035336i,0.00068698-0.00045i,0.0007703-0.0013065i,6.5362e-05-0.0012374i,-0.00063245-0.00025567i,-0.00086723-0.00032715i,-0.0010023-0.0011577i,-0.0010048-0.0013079i,-0.00068819-0.00099242i,-0.00053669-0.00020276i,1.8368e-05+0.00064607i,0.00077891+0.00056576i,0.00069856+2.338e-05i,-0.00015918+0.0004264i,-0.00024914+0.00091679i,8.212e-06+0.0010243i,5.8532e-05+0.00035196i,1.1012e-05+0.00028018i,0.00038099+0.00040308i,0.00026043+9.4693e-05i
-0.00074102-0.0018335i,-0.0011214-0.0022889i,-0.00084989-0.0015287i,-0.0012188-0.0008196i,-0.0015187-0.00063337i,-0.00083157-0.000154i,0.00022567+4.0608e-05i,0.00078078+9.8566e-05i,0.00039836+5.2059e-05i,3.7138e-05-0.00059714i,-0.00023675-0.0005327i,-0.00019222+0.00010322i,0.00090977+0.00040274i,0.0014615+0.00055744i,0.00063036+0.00081121i,-0.00033952+0.00023389i,-0.00054911-0.00015866i,-0.00021861+0.00058045i,1.3023e-05+0.00097713i,0.00039996+0.00040683i,0.0005631-0.00012708i,0.00042092-0.00050668i,0.00074586-0.00080028i
0.00048803-0.00047552i,0.0010804-0.0011668i,0.0016205-0.0015269i,0.0016811-0.0011945i,0.00050421-0.0011703i,-2.3062e-05-0.0010982i,0.00025078-9.6928e-05i,0.00026976+0.00046355i,0.0006388+0.00025598i,0.00073584-0.0001693i,-0.00047098-7.113e-05i,-0.0013205-0.0002771i,-0.0014776+0.0003376i,-0.00084751+0.00096113i,0.00063935+8.0993e-05i,0.00097391-0.00072808i,0.00063012-0.0010529i,0.00047205-0.00078732i,-1.3664e-05-0.00038926i,-0.00040731-2.2045e-06i,-0.00016267+0.00039044i,0.00038561+0.00064639i,2.313e-05-0.00022328i
-0.0013346+0.0010638i,-0.00088491+0.00041372i,-0.00028187-0.00011238i,-7.0888e-05-0.00015081i,-0.00075025-0.00019409i,-0.0009504-0.00054226i,-0.00042562+0.00020604i,-0.00083135+0.00091814i,-0.00081876+0.00038824i,-1.7476e-05-0.00041993i,-0.00012132-0.00047041i,-0.00060837-9.3736e-05i,-0.00042229+0.00026765i,-0.00027869+0.00018687i,-0.00096763-0.0003634i,-0.00059753-0.00082041i,-0.00017382-0.00012097i,-7.9276e-05+8.8985e-05i,0.00040434+0.00042015i,0.00052078+0.00054678i,0.00046112-0.00015818i,-0.00019171-3.5528e-05i,-0.00039853-0.00011867i
0.00097075-0.002278i,0.0014061-0.0024646i,0.0010979-0.0017673i,0.00069627-0.00018821i,-4.149e-05+0.00047781i,-0.00068927+0.00022708i,-0.0008016+0.00018516i,-0.00060554+0.00023535i,-0.001095-0.0001702i,-0.0015326-0.0003439i,-0.0012492+0.00044502i,-0.0010536+0.00014102i,-0.00053082-0.00020709i,-6.2555e-05+0.0002288i,0.00063856+0.00054173i,0.0011349+0.00073875i,0.00059141-2.7068e-05i,-0.00016347-0.00029234i,-0.00011822-2.2778e-05i,0.0011119-2.6665e-05i,0.0010012+8.2182e-05i,-0.0003343+0.00065419i,-0.00077379+0.00062098i
