-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
-0.00042188-0.0031175i,-0.00072755-0.0011942i,-0.0014662+5.1372e-05i,-0.0018475+0.00023338i,-0.0013998-0.00068032i,-0.0010138-0.0011312i,-4.0779e-05-0.00082983i,0.00088712+3.1015e-05i,0.00015045+0.00043594i,-0.00088791+0.00022587i,-0.00082475+0.00031832i,0.00048763+0.0003697i,0.0010783+0.0006601i,-1.5817e-05+0.0010242i,-0.00066458+0.0002887i,-0.00018087-0.00021007i,1.7328e-05+3.4495e-05i,-0.00032898+0.00050373i,-0.00064969+0.00065299i,-0.00057103-0.0002519i,-0.00015068-0.00043797i,0.00021478+0.00023307i,0.00021991+0.00027266i
-0.00023706-0.001306i,-0.00075107-0.00082531i,-0.0017112-0.00099114i,-0.0020298+0.00019192i,-0.0023427+0.00024423i,-0.0012143-8.9676e-05i,0.00013153+0.00034607i,-0.00058592-9.0374e-05i,-0.00087507-0.0010007i,-0.00055767-0.00043525i,0.00011201+0.00087439i,0.0013054+0.0015944i,0.0011893+0.001435i,0.00068538+0.00069695i,0.0001116-1.8024e-05i,-0.00059224-0.00031308i,-0.00028919-3.3329e-05i,0.0001399+0.00076355i,-8.5397e-05+0.0010884i,2.0446e-05+0.00036161i,0.0003993+0.00030898i,0.00060732+0.00029589i,-0.00035447+0.00031143i
-0.0010018-0.0013603i,-0.0017961-0.001179i,-0.0033249-0.0018103i,-0.0033635-0.0017109i,-0.0025107-0.00051649i,-0.00056484+4.7346e-05i,0.00070559-5.9144e-05i,0.00013784-0.0005522i,-0.00077083-0.0010627i,-0.00087705-0.0009581i,-0.00039443-0.00032773i,0.0006697+0.00038709i,0.00097122+0.00022853i,0.00053983-0.00037976i,0.00039153-0.00098217i,0.00053924-0.0010807i,4.0099e-07-0.00057154i,0.00020213-0.00064075i,0.00051918-0.00038918i,0.00017061-0.0002777i,-7.8466e-05-0.00046171i,-0.00019264+0.00014873i,-0.00014593+0.00030483i
0.0012546+0.00057149i,-5.5071e-05+0.00062426i,-0.0019405-3.6366e-05i,-0.0029354-0.00033134i,-0.0024261-0.00077202i,-0.00099528-0.00035464i,-0.00028268+0.00050225i,-0.00062687+0.00013517i,-0.0015634-0.00075891i,-0.0015999-0.00094355i,-0.00092646-0.00028364i,0.00014811+0.00016875i,0.00076575-0.00016187i,5.7454e-05-0.00010193i,-0.00064679-0.00015897i,-8.9713e-05-0.00032015i,0.00079382-0.00022782i,0.00059513-0.00045894i,0.0002581-0.00027362i,0.00060014+4.6617e-05i,0.00032156-0.00018867i,-0.00026641-0.00056448i,0.00013173-0.00075614i
0.00013813-0.00071405i,-0.0002211-0.0011721i,-0.00067811-0.00090709i,-0.0011853-0.00069243i,-0.0013583-0.00044444i,-0.0011706-0.0003073i,-0.00078522-0.00039146i,0.00015696-0.00086652i,0.00039011-0.00033183i,-0.00017397+0.00099315i,-0.00012687+0.0012624i,0.00056251+0.00071156i,0.00058443+0.00078357i,0.0008372+0.00026084i,0.00082662-0.00070543i,7.7644e-05-0.00075207i,-0.00032468+1.9959e-05i,-0.00021356-0.00012798i,-0.00023965+3.4656e-05i,-0.00010447+0.00049593i,-0.00021348+0.00021609i,-8.3659e-05+0.00030053i,0.0005202+0.00076283i
0.00012023-0.0010827i,0.00014875-0.0018738i,0.0010016-0.0021533i,0.00067357-0.0013461i,-0.00042314-0.0011518i,-0.00069957-0.00092646i,0.0001734-0.00043503i,0.00080852-0.0004457i,0.00053136-0.00021363i,-0.00022541+0.00068619i,-0.00049355+0.0010648i,0.00022321+0.00090839i,0.00049273+0.00049468i,6.3631e-05-8.5056e-05i,-0.00016023-2.4055e-05i,-0.00046267+0.000252i,-0.00041869-0.00012021i,0.00059324-0.00021887i,0.00087519-0.00040379i,-0.00013288-0.00048913i,-0.0004923-0.00013158i,-0.00041059-0.00019258i,-0.00045223-0.00017814i
-0.00044422-0.00070917i,-0.0020722-0.0021364i,-0.0022953-0.0027764i,-0.0010006-0.0023561i,-0.0007509-0.0018964i,-0.0010988-0.00078303i,-0.00057047+0.00013378i,-0.00027201-0.00085142i,-2.1735e-05-0.0014445i,0.00022806-0.00070039i,0.00036708+0.0003703i,0.00097209+0.00042712i,0.00045707+0.00041684i,-0.0008148+0.00020742i,-0.0010059-0.00024207i,-3.9313e-05+0.00015854i,0.00017368+0.00018304i,0.00026652-0.00012057i,0.00080681+7.059e-05i,0.00036066+0.00061581i,-0.00035088+0.00040002i,-0.0010126-0.00023092i,-0.0008693-0.00020462i
0.00030983-0.0014593i,-0.00109-0.0014483i,-0.0021102-0.0018761i,-0.0019085-0.0015811i,-0.0017369-0.00045965i,-0.00075119-6.3257e-05i,-4.8871e-05-0.0006264i,-0.00032629-0.00058582i,-0.0012429-0.00052751i,-0.000933-0.00048445i,-0.00063432+2.3146e-05i,1.5198e-05+0.00019844i,0.0012567-0.00037251i,0.0017455-0.00055052i,0.0016607-8.254e-05i,0.0011606-0.00027683i,0.00071682-0.00045831i,0.00066737-0.00048211i,0.00047696+4.4765e-05i,0.00033961+0.0009153i,0.00015343+0.00084378i,-0.00048498+4.8429e-05i,-0.00089203-0.00074756i
0.00034093-9.3469e-05i,-0.00069368+0.00068762i,-0.0017108+0.0012617i,-0.0012031+0.0013484i,-0.00078094-2.2463e-05i,-0.00098469-0.0010094i,-0.0010207-0.0015165i,-3.3954e-05-0.00073192i,-9.0334e-05-3.2805e-05i,-0.00069617-7.1788e-05i,0.00014137+0.00020678i,0.0012592+0.0005527i,0.0015687+0.0005633i,0.00062732-5.0608e-06i,0.00022212-6.5782e-05i,0.000187+0.00058536i,-0.00011269+0.00033021i,-0.00074801-0.00018871i,-0.00087875+0.00023392i,-0.00023944+0.00042771i,-0.00046575+0.00020851i,-0.00064525-0.00034951i,0.00012668-0.00069011i
0.00055039+0.0005631i,-0.00039872-0.00044685i,-0.0012169-0.00083353i,-0.001431-0.0012268i,-0.0012078-0.0010684i,-0.0015167-0.0010984i,-0.00086616-0.00089927i,-3.6555e-05-0.000575i,0.00010972-0.00050659i,-0.0005324-0.00013382i,-0.00076532-0.00015844i,-0.0001624-0.00027567i,0.0003286+0.00041754i,0.00051087+0.00024135i,0.00045929-0.00022909i,-9.8806e-05+0.00028939i,0.00014663+0.00052766i,0.00010016-0.000323i,-0.00032529-0.00077362i,-0.00010305-0.00081192i,-0.00022253-0.00039069i,-0.00033917-0.00040824i,8.3883e-05-0.00048861i
-8.449e-05-0.00047092i,-0.00034341-0.00040389i,-0.001192-0.00098778i,-0.0018873-0.00066395i,-0.0015682-0.00012045i,-0.00096864-0.00073577i,-0.00058938-0.00059297i,-0.00025555+0.00013115i,-0.00072162-2.1797e-05i,-0.0012907+0.00032601i,-0.00044388-4.7646e-05i,0.00086226-0.00031857i,0.001274+0.00021961i,0.0010678+0.00018035i,0.00063179-0.00031976i,0.00065759-0.00076051i,0.00034316-0.00058665i,-0.00017771-0.00039684i,0.00030599-0.0012261i,0.0008285-0.0011506i,0.00085834-0.00080763i,0.00024858-0.0010684i,-0.0010886-0.00067439i
-0.0019469-0.00069454i,-0.0020005-0.0013206i,-0.0024001+4.9264e-06i,-0.0022559+0.00071749i,-0.0010188+0.00052089i,-0.00022468+0.00010538i,0.00030561-0.00067555i,0.00062344-0.001311i,0.00030487-0.0010619i,0.00014559-0.00010357i,0.000671+0.00093837i,0.0010065+0.00046996i,0.00074846-0.00079074i,0.00013544-0.0010919i,-0.00053675-0.0010587i,-0.00090996-0.00028806i,-0.00060183+0.00016363i,-0.00035842+3.8881e-05i,-0.0005627-0.00038529i,-0.00029131-0.00054473i,1.3983e-05-0.0006691i,-6.0629e-05-0.00085531i,-6.7007e-05-0.00062581i
-0.00076026-0.0020892i,-0.001927-0.0017074i,-0.001561-0.0015998i,-0.0010299-0.0012829i,-0.002015-0.00082467i,-0.0025529-0.00078884i,-0.0014626-0.00061107i,-0.0010175-0.00058437i,-0.0011963-0.00033329i,-0.0011011+0.00047852i,-0.00062092+0.00020208i,0.00052055-0.00031438i,0.00089117+3.7718e-05i,0.00078188-0.00012838i,0.00050281-0.0011072i,0.0004216-0.0014494i,0.00019197-0.00042124i,-0.00096528-0.00016765i,-0.00082813+4.8466e-05i,-6.9987e-05+3.1468e-06i,-0.00029348-0.00097262i,-0.00075138-0.00061063i,-0.00060692-6.6086e-05i
-0.00074335-0.0012586i,-0.0019742+7.635e-05i,-0.0033013-0.00029691i,-0.0028291-0.000466i,-0.0017525+8.1815e-06i,-0.00054527-0.00072703i,-0.00034823-0.0010492i,-0.00046563-0.00076184i,-5.3202e-05-0.00051218i,8.6126e-05+0.00011756i,-0.00013713+0.00038223i,-0.00011107-0.00010967i,-0.00074185-0.00027803i,-0.00087069+9.1584e-05i,-0.00018241+0.0002298i,-0.00023008+0.00011525i,-0.00020512-0.00026493i,3.7465e-05-0.00032376i,-2.6665e-05-3.9457e-05i,-0.00022378+0.00036908i,-9.5306e-05+0.00041762i,-0.00022328-0.00020395i,-0.00032658-4.4779e-05i
-0.000562-0.00093499i,-0.00086954-0.00047196i,-0.0016773+0.00018266i,-0.001467+0.00025972i,-0.001088-0.00063601i,-0.00067026-0.0014558i,-0.00024968-0.00097182i,-0.00039225-0.00036238i,-0.00098436-0.00058641i,-0.0010613-0.00038881i,-0.00082612+0.00072817i,-0.00063914+0.00060881i,-0.00037476-2.7461e-05i,0.0001108-0.0001613i,0.00034043-0.00084039i,-0.0001735-0.00019227i,-0.00036627+0.00044996i,-0.00049453-4.9573e-05i,-0.00041677-0.00088313i,1.6181e-05-0.00075355i,0.00027043-0.00042911i,0.00098759-0.0003047i,0.00095404+0.00059349i
0.00034374-0.00046969i,-0.00021285+0.00055163i,-0.000977+0.00076784i,-0.0015703+0.0012408i,-0.0023727+0.0010678i,-0.0018173-9.0643e-05i,-0.00075075-0.0013839i,-0.00042344-0.0019495i,-0.00057005-0.0012557i,-0.00061464-0.00010926i,-9.9868e-05+0.00059204i,0.00064348-0.00026159i,0.0010306-0.00090972i,0.00093792-0.00086718i,0.00064006-0.00070467i,0.00012869-0.00057763i,0.00064338+9.5022e-06i,0.00035622+0.00053029i,-0.00027765-0.00024011i,-3.6946e-05-0.00045364i,-0.00022733+4.5546e-05i,-0.00041673+5.5424e-05i,-0.00051278-0.0005043i
-0.00037711+0.0013446i,-0.00084203+0.00072739i,-0.00084904+0.0010593i,-0.0006553+0.00038692i,-3.4192e-05-0.0009323i,0.00048783-0.00095789i,0.00033175-0.00064067i,0.0004273-0.00028456i,-0.00011663+0.00028899i,-0.00034261+0.00074092i,1.6546e-05+0.00085938i,0.00022054+0.0006184i,0.0001467+5.8673e-05i,-0.0005715-0.00034184i,-0.0011299-7.3943e-05i,-0.00037849+7.7473e-05i,-0.00011786+0.00011761i,-0.00066944+0.00048413i,-0.00054761+0.00070672i,-7.0788e-05+0.00090288i,0.00046641+0.00078209i,0.0012503+0.00022449i,0.00099087+0.00030212i
0.00029005-0.00077774i,-0.00022106-0.0011894i,-0.00039729-0.00084842i,-0.00074128+0.00011611i,-0.00077503+0.00036098i,0.00019757-0.00039755i,0.00056845-0.00093339i,0.00017237-0.00098575i,-4.1074e-05-0.00020856i,0.00010019+0.0002458i,2.465e-05+0.00050626i,0.00055786+0.00045676i,0.00055835-0.00013679i,0.0004123-0.00041646i,0.0005094-0.00045503i,-0.00048385-2.1096e-05i,-0.0011121+0.00029334i,-0.00021171+0.00053193i,0.00059473+0.00098794i,6.3714e-05+0.0009649i,-0.00043424+0.00076381i,0.00020379+0.00037848i,0.00051677+5.6061e-05i
-0.00052614-0.00082133i,-0.00028606-0.0012415i,-0.00081364-0.0010988i,-0.0012364-0.00015027i,-0.00091337-0.00015215i,-0.00050902-0.0019352i,-8.8856e-05-0.0019724i,0.00010188-0.00032089i,-6.079e-06+0.00063252i,5.8251e-05+0.00081782i,0.00046296+0.00033134i,0.0008355+2.5203e-05i,0.00084896-0.00043632i,0.00088175-0.0004613i,0.00061594-7.4032e-05i,0.00037272-0.00060663i,-0.00016571-0.0010449i,-0.00034737-0.00037707i,-0.00019642+0.00012799i,-0.00077089-0.00026658i,-0.00062541-0.00037706i,0.00022404+0.00030384i,-0.00063549+0.00073217i
-0.0011562-0.00052113i,-0.0013579+0.00061135i,-0.0010892+0.0010757i,-0.00099658+0.0014981i,-0.00075284+0.00088551i,-7.542e-05-2.9575e-05i,0.00012909-1.9139e-05i,0.00031015+0.00025391i,7.3981e-05+0.00036509i,-0.00091195+1.1162e-05i,-0.00073048+0.0007169i,0.00031472+0.00065077i,0.0010246-0.0009189i,0.00082442-0.0016793i,0.00011479-0.0013972i,0.00027691-0.0003549i,0.00024968+0.00059637i,-0.00027466+0.00054256i,-0.00040238+0.0003403i,-4.3944e-05+0.00059703i,-0.00013678+0.00075286i,0.0003116+0.00045503i,0.00051216-0.00018161i
-0.00063557+0.0004248i,-0.0010409+9.7791e-06i,-0.001314+0.00054066i,-0.001356+0.00025517i,-0.001152-0.0010553i,-0.0010681-0.0018791i,-0.00079886-0.0014698i,-0.00086909-0.0010289i,-0.0013352-0.00056195i,-0.00038769+5.1924e-05i,0.00031875+0.00048586i,-0.00028384+0.00064096i,-0.00028231+0.00045591i,-2.7231e-05+0.00032262i,-0.00051982-7.0823e-06i,-0.00070773-0.00020767i,-0.00018057+5.9218e-05i,-3.0495e-05+0.000607i,-0.00027967+0.00081615i,0.00065064+0.00044587i,0.0011481+1.4999e-05i,-0.00017256-4.1518e-05i,-0.00076087+0.00043163i
-0.0002458+0.00029494i,-0.00056457+0.0003453i,-0.0012775+0.00081208i,-0.0017786+0.00083281i,-0.0013973+0.00057767i,-0.0014472-0.0002484i,-0.0011891-0.00075255i,-0.0002744-0.00041852i,-0.0002611-7.6193e-05i,-0.00049492+0.0003204i,-1.9929e-05+0.00014214i,0.00017312-0.00038904i,9.8902e-05-0.00032219i,0.00016257-0.00023187i,0.00033193-0.00093405i,0.00038542-0.0010474i,0.00014629-0.00046386i,4.9781e-05+3.4393e-05i,9.6711e-05+0.0004201i,-0.00024746+0.00034845i,-0.00012603-0.0001407i,0.00021421+2.0272e-05i,0.00061883+0.00038345i
-0.0011151+0.00045102i,-0.0012956-0.00026364i,-0.0012309+0.00023716i,-0.0010684+0.00082403i,-0.00097125+0.00075013i,9.592e-06-0.00052764i,7.6431e-05-0.0007739i,-0.00027188-0.00035156i,-6.184e-05-0.00091335i,6.4418e-05-0.0008243i,0.00055994-0.00021391i,0.00077835+0.00013367i,0.00027553+4.5333e-05i,2.157e-06-0.00085465i,0.00071786-0.00098214i,0.0005624-0.00039533i,0.00030627-0.00029375i,0.00011791-0.00036582i,-0.00025027+7.4193e-05i,-0.00028641+0.00063149i,-0.00026697+0.0005209i,-0.0003621+0.00038177i,9.5641e-05+0.00055247i
0.0026637-0.001282i,0.00071889-0.0028946i,-0.00079422-0.0035258i,-0.0015647-0.0035795i,-0.0016762-0.0039594i,-0.0018087-0.0022921i,-0.0011972-0.00029643i,-0.00031263+6.4569e-05i,0.00033875-0.00078871i,8.4042e-05-0.00091967i,-0.00079523-0.00016242i,-0.00047371+0.0003487i,0.0004244+0.00050888i,0.0013445+0.00041914i,0.0014766+0.00018467i,0.0007575+6.8165e-05i,-0.0004203+0.00043552i,-0.0017254+0.0005218i,-0.0013634-0.00022875i,-4.0951e-05-0.00063904i,0.00056376-0.00049678i,0.0006468-0.00054521i,-8.5705e-05-0.00087013i
-0.0013219+0.000222i,-0.0010534-0.00021485i,-0.0016521-0.00065138i,-0.0017399-6.8018e-05i,-0.0017094+0.00020093i,-0.0017807-0.00022057i,-0.0008314-0.00038755i,-7.0582e-06+9.9119e-05i,-0.00030583+0.00014282i,-0.00030964+0.00075144i,0.00029095+0.0015912i,0.0011967+0.0013186i,0.0012668-5.0019e-07i,0.00039533-0.0011415i,0.00025506-0.0011234i,0.00050132-0.00064868i,0.00022394-0.00021384i,-0.00023204-0.00070494i,-0.00023115-0.00048146i,0.00031198-0.00038616i,0.00059711-0.00047581i,0.00060465-0.0005635i,0.00035851-0.0012746i
-0.00171-0.0015757i,-0.0010519-0.0013974i,-0.00087589+0.0003635i,-0.0012158+0.0012337i,-0.0017021+6.7133e-05i,-0.0009912-0.00090061i,-3.6541e-05-0.00047256i,0.00061919-0.00062174i,0.00062771-0.00032905i,0.00022302+0.00043892i,0.00041452+0.00063524i,0.00073895+0.00035171i,0.00092205+5.8707e-06i,0.00053824-0.00041769i,0.00031806-0.0010343i,0.00069642-0.00083413i,0.00086189-0.00094285i,0.00042228-0.00079701i,0.00028217-0.00023579i,0.00027013+0.0003909i,-8.9502e-05+0.0008728i,-0.00037284+0.00073024i,-0.00010483+0.0001222i
2.5577e-05+0.00085424i,-8.8963e-05+0.00063773i,-6.8121e-05+3.2178e-05i,-0.00015299-0.00044089i,-0.00068535-0.00091795i,-0.00073532-0.0018167i,-0.00039871-0.0022577i,7.6168e-05-0.0012758i,-0.00019282-1.7291e-05i,-0.00052249+0.00013547i,6.9979e-05+0.00031185i,0.00071601+0.00037996i,0.00046115-0.00026192i,7.6179e-05-0.00049476i,-0.00018656-0.00076485i,-0.00032223-0.00080261i,0.00028962-0.00015818i,0.00062208+0.00022484i,0.00028537+0.00080656i,4.6226e-05+0.00060218i,-0.00048232-2.7783e-06i,-0.0010819-0.00036349i,-0.00093438-0.00058855i
-7.9138e-06+0.00035266i,-0.00065462-0.00010422i,-0.0018243-4.0913e-05i,-0.0022538+2.4958e-05i,-0.0010941-0.00079234i,-0.00078242-0.00087337i,-0.0011759+0.00013168i,-0.0010287+0.00027804i,-0.00074779-0.00014353i,-0.00096006-0.00019044i,-0.00075452+0.00017924i,-0.00087987+0.00052i,-0.00063631+0.00019934i,8.4698e-05-5.3317e-05i,0.00014897-7.9056e-05i,-0.00018894-6.594e-05i,0.00033806+0.0002216i,0.00056966+0.00056214i,0.00011497+4.823e-05i,0.00056958+8.8977e-05i,0.0007889-0.00042603i,0.00075708-0.00091398i,0.0006506-0.00038211i
-0.00087449+0.001011i,0.00044926+0.0012142i,0.0014639+0.0024572i,0.0013925+0.0021729i,0.00098956+0.00035229i,0.0006057-0.0017988i,0.00043315-0.0017174i,-0.00032635-0.00032986i,-0.00076289-0.00037673i,-0.00050763-0.00027661i,2.3976e-05-2.7739e-05i,0.00069103+9.5708e-06i,-0.00034514+0.00053554i,-0.0012366+1.1092e-05i,-0.00077598-0.00085051i,-0.00065472-0.00057111i,-0.00067756+0.00021956i,-0.00039119+0.0005786i,0.00055109+0.00049391i,0.0011008+0.00034884i,0.00035635-0.00025201i,-0.00033211-0.000536i,-0.00041226-7.6946e-05i
-0.00096369-3.9921e-05i,-0.0014911+0.00018103i,-0.0020799+0.00056828i,-0.0016171+0.00027869i,-0.00054239-3.5986e-05i,-2.9693e-05-0.00077127i,0.00023815-0.0010851i,-0.00023346-0.0010091i,-0.0013251-0.00048664i,-0.00064442+2.6927e-05i,0.00065088+0.00029549i,0.0011233+0.00024702i,0.0012447+1.3466e-06i,0.00078394-2.3175e-05i,5.0561e-05-0.00012858i,-0.00022876-0.00030777i,0.00010475+0.00042305i,-0.00017079+0.00075564i,-0.00047045+0.00092224i,-3.6537e-05+0.00025747i,0.00087324-4.0537e-06i,0.00073639+0.00035467i,-7.7442e-05+1.8731e-05i
-0.00062301+0.00056595i,-0.00095056+0.00090325i,-0.0010315+0.002147i,-0.001001+0.0023383i,-3.0139e-06+0.0012247i,0.0005154+0.0002406i,2.387e-06-0.00021023i,-0.0011708-0.00045432i,-0.0013857-0.00011328i,-0.00072558+0.0010115i,-0.00097906+0.00086769i,-0.00043253-0.00035775i,0.00011902-0.000881i,5.7223e-05-0.00093242i,0.00021672-0.0010261i,-0.00045931-0.00047175i,-0.00047984-0.00018826i,-0.00020646-0.00082288i,0.00019927-0.00066474i,0.00073361+0.00023769i,0.00014981+0.0003543i,-0.00046619-0.00022013i,-2.6336e-05-0.00040497i
-0.00082253-0.00021548i,-0.00099787-0.00088734i,-0.0011325-0.0010681i,-0.00094422-0.00065857i,-0.0011363-0.00061511i,-0.00074515-0.00065831i,-0.00083664-6.5167e-05i,-0.00065315+0.00019957i,-0.00064367+0.00069989i,-0.00090077+0.0010431i,1.1382e-05+0.00050341i,0.00096244-0.00022477i,0.00049177-0.00029496i,-3.2828e-05-0.00045023i,-0.00043021-0.00047767i,-0.00021349-1.5976e-05i,0.00062944+6.4116e-05i,0.00055236+0.0004899i,-0.00031112+0.00019208i,-0.00090488+0.00037334i,-0.0012053+0.0013974i,-0.0011294+0.00082405i,-0.00011439-0.00014554i
-0.0022818-0.00051156i,-0.0022381+0.00046453i,-0.0019352+0.0016096i,-0.0021776+0.0015874i,-0.0021959+0.0013617i,-0.00099152+0.0012041i,0.00040206+0.00025412i,0.00051585-0.0013499i,-0.00013454-0.0017333i,-0.00096595-0.00056441i,-0.00097144+0.00057263i,3.0113e-05+0.00053388i,0.00078676-0.00016412i,0.0011422-0.00069101i,0.00087907-0.0010031i,0.00042417-0.00072522i,-0.00024571+6.7153e-05i,-0.0012212+0.00064006i,-0.00093192+0.00054077i,-0.00024774+0.00023796i,-0.00013619+0.00032583i,-0.00049861+0.00031152i,-0.00056385+0.00019529i
0.00057482+0.0008801i,-9.5345e-05+0.0017843i,0.00019485+0.0019058i,0.00086305+0.00091017i,0.0013492-0.00052261i,0.00061408-0.0011159i,0.00029749-0.0012359i,0.00036341-0.0010049i,0.0003214-0.00040731i,0.00046204+0.00010512i,0.00042539+9.408e-05i,0.00017096+7.0693e-05i,-0.00063723-0.00040443i,-0.00083021-0.00079213i,-0.00012668-0.00083131i,-5.1566e-05-0.00086439i,-0.0003734-0.00011834i,-0.00074574+1.1581e-05i,-0.00078597-0.0007149i,-7.2455e-05-0.00025058i,0.00031014+0.00028649i,0.00035386+0.0005212i,0.00027748+0.00060026i
0.001334-0.0011479i,-0.00027138-0.0017886i,-0.0015581-0.0017411i,-0.0014931-0.00079212i,-0.0012531-0.00079914i,-0.00066149-0.00083734i,-0.00037508-0.0002379i,-2.5474e-05-0.00099029i,0.0001237-0.00059582i,0.00013004+0.0011889i,0.00055625+0.0013614i,0.0012417+0.00084337i,0.0011483+0.00093969i,0.00099912+0.00081664i,0.00040735+0.00052907i,0.00029617+0.00010641i,0.00087705+7.4423e-05i,0.00090079+0.00045633i,0.00014587+0.00048766i,-0.00038713-0.00020543i,0.00033977-0.0009703i,0.0009389-0.00085072i,0.00073538+2.8478e-05i
1.9656e-06-0.0011829i,-0.00049789-0.0024522i,-0.00089344-0.0028052i,-0.0011738-0.0028148i,-0.0014478-0.0026306i,-0.00098094-0.0021223i,0.0003222-0.00073025i,0.0010607-3.2701e-05i,0.00068504-0.00011503i,-1.558e-05+0.00026556i,0.00023339+0.00038606i,0.0010703+0.00054481i,0.00014565+0.00043795i,-6.8976e-05+0.00028732i,0.0010171-3.4877e-05i,0.0016721-0.00015117i,0.0017218-0.00047106i,0.0011813-0.00095019i,0.00051747-0.00042214i,1.0145e-06-0.00052987i,-0.00019818-0.00079178i,-0.000355-0.0006103i,-9.8317e-05-0.00067738i
-0.0002217-0.00080544i,-0.0016593-0.00068139i,-0.0018032-0.00031089i,-0.0017565-0.00076915i,-0.0014785-0.0019991i,-0.0013267-0.0013578i,-0.00097602-0.00030673i,-0.0004681-0.00073806i,-0.00017104-0.00085357i,9.7823e-05-0.00041965i,0.00041627+7.6716e-05i,5.0587e-05+0.00052941i,-0.00067715+0.00068795i,-0.00045852+0.00035204i,-0.00032101+5.7736e-05i,-0.00018789-9.3742e-05i,-0.00010971-0.00071929i,0.00085412-0.00097977i,0.00097768-0.00065979i,-0.00032168+9.9334e-05i,-0.00047699+0.00076995i,-0.00011891+0.00046345i,-4.74e-05+0.00025411i
-0.00025386-0.00023446i,-0.00057048+0.00061194i,-0.0011436+0.0012562i,-0.00092792+0.0014944i,-0.00077468+0.00066464i,-0.00098207-0.00078622i,-0.00045858-0.0010999i,0.00055897-9.3061e-05i,-9.365e-05+0.00020903i,-0.0011975+5.5821e-05i,-0.001202-0.00016553i,6.1232e-05-0.0010839i,0.0012614-0.0018294i,0.00034667-0.0015388i,-0.00057776-0.00098483i,0.00023444-0.0010463i,0.0012232-0.0011685i,0.00083686-0.00090441i,0.00067623-0.00030943i,0.0010894+0.00029711i,0.00066104+0.00010507i,-0.00022078+6.327e-05i,-7.8484e-05+0.00019386i
0.00034685+0.0011913i,0.00015748+0.00015299i,-9.8776e-05+9.1153e-06i,0.00049065-0.00019609i,0.00040086-0.00070157i,-0.00044883-0.00082619i,-0.00044942-0.0013063i,-0.00073477-0.0010106i,-0.0010941+0.00041449i,-0.00021455-4.3791e-05i,-5.203e-05-0.00025548i,-0.00061234+0.00026704i,-0.0010259-4.6126e-05i,-0.00091224-0.00050457i,-0.00083325-0.0004801i,-0.0014967-0.00045593i,-0.0012343-3.0662e-05i,-0.00038608+0.00034203i,-0.00067644+0.00021494i,-0.00076883+0.00012725i,-0.00047729+0.00067393i,-0.00066741+0.0012622i,-0.00019813+0.00062776i
0.00014282-0.00040762i,-9.2361e-05-0.00052913i,-0.00016896-0.00035761i,0.00048249+0.00027033i,0.00096972+0.00014635i,0.00028468-0.00059581i,-0.00032093-0.00069343i,-0.0004294-0.00082611i,-0.00091234-0.0010698i,-0.0012549-0.00039989i,-0.00025054+0.00076171i,0.0011547+0.00082046i,0.00054177+0.00014089i,-0.00076168+0.00036135i,-0.00095957+0.00060077i,-0.00018243+6.4324e-06i,0.0010447-0.00024595i,0.0008828+0.00036398i,0.00067407-6.929e-05i,0.00035981-0.00021493i,4.8999e-05+0.00018063i,0.0008154-0.00034419i,0.00042108-0.00040559i
-0.00059624+0.00069862i,-0.0019025+0.00075641i,-0.0034619+0.00075084i,-0.0036801-0.0004576i,-0.0025744-0.0018345i,-0.0013149-0.0021402i,-0.00038352-0.0012897i,0.00026302-0.00028052i,2.8772e-05+0.00060813i,-0.0004542+0.0011515i,-0.000619+0.0010241i,0.00016022+0.00065686i,0.00087098+0.00025422i,0.00061648-0.00026281i,-2.8971e-05-0.00031519i,-0.00012657+0.00019929i,-0.0003842-0.00010401i,-0.00021787-5.4892e-05i,8.3268e-05+0.00047864i,0.00080458+0.00026794i,0.001025-0.00068726i,0.0010647-0.00045789i,0.00065679+7.4285e-05i
-0.0002305-0.00084159i,-0.00033608-0.00051217i,-0.00027133+0.00040697i,-0.00058391+0.00041539i,-0.0012179-0.00034959i,-0.0013545-0.0008888i,-0.0012303-0.0013426i,-0.00098451-0.0011762i,-0.00063545-0.00083914i,-0.00076136-0.00039593i,-0.00062891+0.00046084i,0.00041492+0.00059912i,0.00067342+0.0001919i,5.995e-05+0.0001177i,-0.0003447+0.00034014i,-0.00036611+0.00036908i,0.00034068-0.00014281i,0.00087429+0.00014531i,0.00036388+0.00071055i,-0.00013914+0.00015202i,-0.00011333-0.00055557i,-9.0272e-05-0.00015316i,1.2081e-05+0.00037281i
