-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
0.0017531+0.00072744i,0.0011171-0.00014596i,0.001083-0.00036465i,0.00081205-0.00066104i,0.00035284-0.00010654i,0.00016647+0.00046159i,0.0004254+0.0011047i,0.0018786+0.0016804i,0.0022326+0.00090236i,0.00068204-7.0038e-05i,-0.00057391-0.00065472i,-6.1757e-05+4.206e-06i,0.00065192+0.00092183i,-0.00025587+0.00067835i,-0.00063784-0.00010943i,6.5501e-05-0.00029242i,0.00027343-9.6238e-05i,0.00052929+7.2808e-05i,0.00072213+0.00037053i,4.2769e-05-6.4222e-05i,-0.0002506-0.0001123i,-0.00047091-4.5147e-05i,-9.7986e-05+0.00013853i
-0.000259+0.00048899i,-0.00068764+0.00069482i,-0.0010208+2.3284e-05i,-0.00076608-0.00010704i,-4.316e-05+0.00087352i,0.00071583+0.00080859i,0.00096795+0.00085219i,0.0015601+0.00098443i,0.0018672+0.00063437i,0.00098825+0.00032328i,6.4607e-05+2.1149e-05i,-0.00056217+0.00019622i,-0.00083147-5.7387e-05i,-0.00045651-0.00055747i,2.5403e-05-0.00055085i,-0.00034486-0.00035944i,-0.00062843-4.4536e-05i,0.00028095-0.00040062i,0.0013171-0.00060442i,0.00092947+0.00022984i,8.6791e-05+0.00094956i,-0.00039074+0.00034853i,-0.00041318-0.00035464i
3.2828e-05-0.00064987i,6.7415e-06-0.00084415i,-0.00029712-0.00045851i,0.00033758-0.00055336i,0.00019916-0.00078863i,-0.00019835-0.00010883i,0.00091068+0.00089888i,0.0019505+0.00053157i,0.0015798+0.00010535i,0.00057009+0.00020749i,0.00023292+0.00017357i,0.00042912+2.4172e-06i,6.288e-05+0.00011946i,-0.00057452+0.0001298i,-0.0006361+0.0001281i,-0.00027577-0.00023313i,9.3645e-05-0.00053447i,0.00020793-0.00053916i,-0.00038377-0.00063881i,-0.00050705-0.00063572i,0.00033636-0.00019041i,7.6203e-05+0.00020427i,-0.0003924+0.00041317i
-0.00011171-0.00029431i,-0.0011748+0.00012777i,-0.0031039+0.00061061i,-0.0023259+0.00078948i,-0.00021825+0.00067769i,-0.00039264+0.00078434i,-0.0002216+0.001296i,0.0012715+0.00094784i,0.0021144-0.0002549i,0.0021135-0.00027446i,0.00065557-5.7172e-05i,-0.00049227+0.00012255i,-0.00058376+0.00037373i,-0.00086346+0.00074424i,-0.0013193+0.00042904i,-0.0011101-0.00036136i,-0.00029059-0.00053944i,-0.00020502+7.2232e-05i,-0.00036533+0.00048045i,-0.00021939+0.00029095i,-0.00044621+8.056e-05i,-0.00041605-7.3221e-05i,-0.00014148-6.3466e-05i
-0.00018443+0.00056268i,0.0003382+0.00038724i,0.00081133-0.00051266i,0.00017691-0.00056256i,0.00022671+0.00030854i,0.0013588+0.0006283i,0.0020448+0.001142i,0.0023112+0.00069675i,0.0019222-0.00014111i,0.00078456-0.00013719i,-7.9401e-06-5.7004e-05i,0.00040608-0.00023016i,0.00058863-0.00075634i,0.00020755-0.0010149i,-0.00012625-0.00065975i,-0.00041571-0.00014298i,-0.00032083-0.00069057i,-9.1221e-05-0.00071364i,-6.2412e-05+7.4788e-05i,-0.00027431+5.2798e-05i,-0.00061215-0.00036973i,-0.00046374-0.00041261i,-0.00030704+0.00041475i
0.00061514-0.00024101i,0.00021898-0.00067175i,6.7592e-05-0.00039827i,-0.00048007-6.9327e-06i,0.00017057+0.00036248i,0.0004925+0.0011625i,0.00020525+0.0014765i,0.0014005+0.00060965i,0.0019201+6.5497e-05i,0.0010251+0.0001577i,-9.0328e-05-3.4317e-05i,-0.00032306-0.00026954i,-0.00045468+0.00011551i,-0.00044468+0.00020885i,-0.00033987-0.00055074i,-0.00064311-0.00033847i,-0.00067364+0.00039199i,-0.00016558+4.0411e-06i,-5.5709e-05-0.00048055i,-0.00059702-0.00055791i,-0.00083987-0.0011125i,-0.00039472-0.0013673i,0.00023655-0.0005306i
-0.0012922+3.5799e-05i,-0.0013526-0.00099995i,-0.00038594-0.00059381i,-7.0091e-05+0.00018166i,-8.8503e-05-0.0001353i,0.0010753-0.00039059i,0.0013257-0.00028926i,0.001502-0.00038324i,0.0015578-0.00023602i,0.00070144+0.00010463i,0.00084641+0.00051264i,0.00055683+0.00040896i,0.0002832-0.00035654i,0.00050996-0.00082254i,0.00031064-0.00046285i,0.00025794-0.00061896i,0.0005099-0.0013508i,0.00058961-0.0011896i,-0.00027112-0.00052217i,-0.00085552-0.00047899i,-0.00036059-0.0010042i,2.9317e-05-0.00090372i,3.962e-05-0.0002902i
0.0024696-0.00051609i,0.0019073-0.00055564i,0.0014833-0.00024301i,0.00067204+0.00033498i,-0.000367+0.00097456i,-0.00065193+0.0017308i,0.00020843+0.0020533i,0.0017808+0.002013i,0.0024408+0.0011841i,0.001666+0.00013213i,0.00015569-8.0188e-05i,-0.00055773+0.00096823i,-0.00036991+0.0011775i,0.00033475+0.0007295i,0.00090133+0.00066641i,0.00055097+0.0002978i,5.5368e-05-0.00048309i,0.00034277-0.00064036i,0.00097834-0.00079186i,0.00094766-0.00067505i,0.0001704-0.00066152i,-0.00013068-0.00069477i,-0.0005025+0.00023126i
-0.00060941-0.0011355i,-0.0012739-0.00029596i,-0.0018726-0.00011719i,-0.001353-2.4643e-05i,-0.0010961-0.00010535i,-0.00025114-0.0003618i,0.0011646+0.00026528i,0.0021461+0.00041848i,0.0019026-0.00029467i,0.00049883-0.00063492i,-0.00014458-0.00017524i,0.000115+0.00066076i,-0.0003142+0.00066755i,-0.00030536-0.00017203i,0.00015324-0.00041575i,-0.00074195-0.00025472i,-0.0016092-0.00023054i,-0.0004065-2.363e-05i,0.0012019-4.8706e-05i,0.00077628-0.00068339i,-0.00024085-0.00034428i,-0.00027543+0.00015605i,-0.00038577+0.0001284i
0.00056813-0.00023461i,0.00044334-0.0010974i,2.0313e-05-0.00085117i,-0.00050543-0.00026926i,-0.00041978+0.00065598i,0.00023309+0.00122i,0.00098162+0.0010292i,0.0019945+0.0010126i,0.0019587-3.2445e-05i,0.00064222-0.0012176i,-0.00025369-0.00024242i,0.00013348+0.00061845i,0.00046093+0.00013518i,0.00034201-0.00082798i,-0.00038296-0.0011782i,-0.00030387-0.00063015i,0.0002067-0.00020187i,-3.6275e-05+0.00022602i,0.000262+0.00098966i,0.00029188+0.00086524i,-0.00010779+4.7947e-05i,-0.00013961-5.8589e-05i,-0.00075148+6.3369e-05i
0.00040706-0.0012749i,0.00035588-0.00028002i,-0.00059473-0.00034111i,-0.0015427-0.00048398i,-0.0010395-8.4497e-05i,-6.5433e-05+0.00038606i,0.0011072+0.0012892i,0.0021917+0.001702i,0.0017817+8.7522e-05i,0.00071671-0.0011102i,-0.00050727-0.0007811i,-0.00071028-0.00044323i,-0.00068528-0.0002171i,-0.00043579-0.00018274i,0.00066428-0.00074336i,0.0011279-0.00097931i,0.0004242-0.00039865i,-5.7286e-05-0.00051563i,-0.00024727-0.00082632i,-0.0002732-0.00061506i,-5.0287e-05-0.00044394i,0.00037509+0.00027679i,0.0004667+0.00057282i
0.00099076-0.0016344i,0.00085114-0.00066647i,0.0002423-0.00088892i,-0.0011486-0.0011823i,-0.00060337-0.00050685i,0.0005357+0.00011127i,0.0010326+4.6116e-05i,0.0017595+0.00016376i,0.0015568-0.00056129i,0.00038973-0.0020036i,-0.00065532-0.0015641i,-0.00042518-4.4839e-05i,-0.00027007+0.0004848i,-0.00075039+0.00098791i,-0.00053157+0.0013888i,-1.6313e-06+0.0011618i,0.00063946+0.00094364i,0.00048143+0.00071774i,-0.00038924+0.00020054i,-0.00060225-0.0001714i,-0.00042405-0.00019427i,-0.00021688-0.00048724i,0.00023836-0.00018138i
-0.0010316-0.00020406i,-0.00062564-0.0012006i,-0.00049684-0.00053329i,0.00098645+0.00045188i,0.0013454+0.00066668i,0.00063094+0.00023524i,0.00058201-1.3063e-05i,0.0013588-2.2415e-05i,0.0023186-2.7909e-06i,0.0016403-6.6559e-05i,0.00056964+0.00010608i,7.4375e-05+0.00010151i,-0.00010764-0.00020298i,-0.00096918-0.00051227i,-0.0015726-0.00038414i,-0.00084087-0.00029005i,0.00057511-0.0006476i,0.0008382-0.00071356i,-0.00026066-0.00041369i,-1.8562e-05-0.00046848i,0.00082642-0.00028554i,0.00055497-0.00018908i,0.00018044+7.6677e-05i
-0.00092695+0.00093292i,-0.00023158+0.00084886i,0.00019692-0.00029592i,0.00061405-0.00058723i,0.00014865-0.00060251i,-0.00027919+7.7728e-05i,8.1843e-05+0.00068405i,0.00088743+0.00046519i,0.00056782+0.00013823i,0.00021415-0.00065175i,0.00021676-0.00091856i,0.00066437-0.00039442i,0.00072083-0.00018287i,0.00019261-0.00098403i,4.3765e-05-0.0010458i,-0.00038025-0.00099064i,-0.00061177-0.001016i,-0.00062017-0.00060422i,-0.00094538-0.00063223i,-0.00075934-0.00026218i,0.00024762-0.00010621i,0.0013921-0.00022997i,0.0014284-9.5508e-05i
0.0014867+0.00061694i,0.00021683+0.00029217i,-0.00017803-0.00039581i,-0.00083469-0.00065302i,-0.0011762-0.0014934i,-0.0014103-0.0010621i,-0.00069346+5.3939e-05i,0.00081474+0.00065517i,0.0015489+0.000496i,0.0015515-8.4864e-05i,0.0003894+6.072e-05i,-0.00065653+0.00049705i,-0.00055688+0.00040728i,0.00041962-0.00042234i,0.00053653-0.00055304i,-0.0004135-0.00077284i,-0.00054476-0.00096533i,-0.00035498-0.00011963i,-8.6126e-05-0.00020549i,0.00021703-0.00083394i,-0.0002249-0.00048935i,-9.1294e-05-0.00043445i,0.00046181-0.00068978i
-0.0011022-0.0011278i,-0.00037338-0.0012513i,-8.1279e-05-0.0006915i,0.0005996-0.0001041i,0.0011819+0.00018698i,0.0015914-3.1142e-05i,0.0018355+0.00041055i,0.0018564+0.00076941i,0.0020308-0.00050831i,0.0010676-0.0010495i,-9.8259e-05-1.105e-05i,-0.0006459+0.00023027i,-0.0002549-0.00061456i,0.0002602-0.00043449i,0.00046944+0.00012627i,0.0007588+9.3294e-05i,0.00055376+4.2905e-05i,0.00025856-4.8185e-05i,-0.00085621-0.00042977i,-0.0013009-0.00023221i,-0.00099961+0.00024499i,-0.00063937+0.00011849i,-0.00039088-0.00073005i
-0.00030738-0.00012491i,-0.00018353-0.00025094i,-0.00091001-0.00029073i,-0.0011296+1.9742e-05i,0.00020196-0.00018522i,-6.9631e-05+0.00019857i,-0.00056475+0.0011887i,0.00057979+0.0010245i,0.0016496-0.00014233i,0.0010586-8.2944e-05i,0.00027772+0.0001535i,0.00058944+0.00045801i,0.0006061+0.0012007i,0.00029004+0.0010396i,1.0502e-06-0.00027829i,-0.00058132-0.00094666i,-0.0013269-0.0008444i,-0.0014303-0.00036711i,-0.0011992+0.00012362i,-0.0012351+0.00028493i,-0.00058646+0.0005809i,-0.00013017+0.00024694i,0.00033345-0.00020185i
0.00026682-0.00096524i,0.00091972-0.00076775i,0.00048447-0.0001523i,-6.2518e-05+0.00011102i,0.00016036+0.00073792i,0.00034729+0.0014533i,0.0003117+0.0010719i,0.0010637+0.00085896i,0.0015759+0.00088487i,0.0003454+0.00048047i,-0.0002553+0.00045519i,-0.00027628+0.00067061i,-0.00067644+0.00019103i,-0.00047346-0.00034998i,-0.00024583-0.00011107i,-0.00017597+0.00013969i,0.00026402-2.0811e-05i,0.00051771+0.0004328i,0.00060658+0.00054106i,0.00022323+0.00047326i,-0.00016342-0.00022498i,1.2429e-05-0.0013779i,0.00066805-0.0012061i
-0.00089659-0.00025049i,-0.00174-0.00013625i,-0.0010875+6.4918e-05i,0.00026004+0.00078379i,0.00033646+0.001253i,-0.00033111+0.00061207i,0.00022305+0.00083938i,0.0018719+0.0014906i,0.0023594+0.0009839i,0.0012602-0.00019226i,-0.00011507-0.00054296i,-0.00065374-0.00039582i,-0.00066259-0.00045241i,-0.00079171-0.00072554i,-0.00069364-0.0010858i,-0.00047606-0.00049925i,-0.00084328+0.00051794i,-0.00058023+0.00021288i,-0.000462-0.00078872i,1.9647e-05-0.00075501i,0.00055609+0.00022169i,0.00066072+0.00047048i,0.0005597+0.00072788i
-0.0005032+0.00061504i,-0.00058027-0.00017999i,-0.00026032-0.00062978i,-0.00041267-0.00060577i,-0.00027278-0.00024011i,0.00027298+0.00038592i,0.00087059+0.00083357i,0.0013548+0.00086619i,0.0016005+0.0003534i,0.0013055+4.8977e-05i,0.00071103+0.00033405i,0.0007797+0.00091509i,0.00086543+0.00067802i,0.00031707+0.00011152i,3.2307e-05-6.0909e-05i,-0.00050445-0.00051252i,-0.00056743-0.00043286i,0.00028149+0.00055702i,0.00073046+0.00034839i,-1.7024e-05+9.0343e-05i,-0.00015915+0.00050504i,0.00046537+0.00042774i,0.00016136-8.2166e-05i
0.0020558+0.00014772i,0.0013989+5.6723e-05i,0.00064629-0.00015267i,0.00078361-0.00017712i,0.00042023-0.00068493i,-0.00062898-0.00073501i,-0.00056195+0.00012103i,0.00089751+0.00089403i,0.0025922+0.0011283i,0.0022721+2.1355e-05i,0.00036883-0.00090948i,-0.00050732-0.0010098i,-0.00088598-0.0002238i,-0.0013734+0.00022193i,-0.00046948+6.7642e-05i,-0.00017702+6.0789e-05i,-0.00067131+0.00034656i,-0.00096081+0.00013729i,-0.0002567+0.00014835i,0.0012671+0.00023428i,0.0013953+4.9544e-05i,-0.00045145-8.3871e-05i,-0.0012011-0.00025385i
0.00015516-0.0051488i,7.8585e-05-0.002229i,-0.00083938-0.00038577i,-0.0010908+0.00027169i,-0.00043271+0.00052617i,0.0012921+0.00078183i,0.001781+0.00031622i,0.0023088+0.00037313i,0.0023771+0.00020702i,0.0010288-0.00026436i,-9.8042e-05-0.00042998i,-0.0003692-7.5779e-05i,-0.00023172+0.00015514i,0.00026586+0.00050431i,-0.00018868+0.0010548i,-0.00037652+0.00047331i,-0.00038084-0.00049611i,-0.00058164-0.00074173i,-3.3376e-05-0.00044533i,0.00017958+6.8921e-05i,-0.00036437+0.00038746i,-0.00032846+0.00037405i,-0.00065667-5.0395e-06i
0.00025859+0.0011382i,-0.00095712+0.00018923i,-0.0011618-0.00018311i,7.4196e-05-0.00013817i,0.0005464+0.00011329i,0.00018575+8.0338e-05i,0.0010073+0.00056768i,0.002356+0.0011177i,0.002449+0.00049218i,0.000941-0.00058676i,6.8411e-05-0.00081645i,4.557e-05-0.00028701i,0.00049136-0.00030049i,0.0002511-0.00068148i,-0.00046589-0.00025849i,-0.0004425+0.00016866i,8.1098e-05+0.00011844i,-0.00016242-0.00014387i,-9.1321e-05+0.00040222i,0.00052052+0.00078291i,0.00044001+0.00044764i,0.00036646+0.00032955i,-5.547e-05+0.00022137i
-0.0010806+0.00093373i,-0.00082519+9.8738e-05i,-0.00027076-0.00023603i,0.00057014+0.00044507i,0.0011371+0.00047364i,0.0014594-0.0005318i,0.0012891-0.0007385i,0.00082787+5.3765e-05i,0.0002729+0.00022392i,0.00096234+0.00025389i,0.00083266-0.00014783i,-0.00013148-0.00044373i,-0.00055947+0.00011016i,-0.0010171+0.00027532i,-0.0011746+0.00016615i,-0.0012809+0.00019337i,-0.00063417-0.00020584i,0.00019699-0.00024196i,0.0001094-0.00012583i,0.00034779+1.6392e-05i,0.00034784+4.585e-05i,0.0003954+2.3667e-05i,0.00019635+0.00011069i
0.0012889+0.00072301i,0.00015589+0.00046867i,-0.00035947+0.00018471i,-0.00073173+6.0968e-05i,-0.0016353-0.00025922i,-0.0015288+0.00029138i,0.00012513+0.0011498i,0.0011151+0.0015929i,0.0014532+0.00072246i,0.0012801-9.7505e-05i,0.00071127+0.00062693i,0.00046638+0.00032664i,0.00033753-0.00049803i,-8.5896e-05-4.7647e-05i,-0.00013322-9.8767e-05i,-0.00019577-0.00014508i,-0.00015997+0.00020731i,0.00016802-0.00020675i,0.00049583-0.00064432i,0.000292-0.00045564i,-7.1987e-05-0.00021504i,0.00010554+5.7662e-05i,-2.7805e-05+0.00057423i
-0.0010557+0.0013165i,-0.00042539+0.00034136i,0.00073537-0.00032122i,0.00043222+0.00017427i,0.00040037+0.00091965i,0.0010866+0.00097698i,0.0011437+0.00065181i,0.0017602+0.00011778i,0.0020624-0.00031044i,0.00026425-6.1301e-05i,-0.00061497+0.00039706i,0.00025038+0.0002829i,0.00036922-0.00011248i,0.00052068-0.0003155i,9.7376e-05+0.00067981i,-0.0005685+0.0011882i,0.00038469+0.00048712i,0.0010199-0.00024836i,0.00047069-0.00045519i,0.00034783-2.6258e-05i,0.00038627-5.5556e-05i,0.00063024-0.00023138i,0.00065456-0.00044559i
0.00092859-0.0002675i,-0.00036873-0.00095786i,-0.00068606-0.0012317i,-0.001351-0.00034776i,-0.0012062-9.387e-05i,-0.00080878+0.00060595i,-0.00053213+0.0014369i,0.0012082+0.0012154i,0.0024111+0.00076998i,0.00099072+0.00059135i,-0.00013591+0.00025088i,-0.00030423+0.00027767i,-0.00053706+0.00032858i,-0.00052639-4.4234e-05i,0.00017317-0.00050244i,0.00069262-0.0005725i,0.0016264-0.00039711i,0.00094546-9.5849e-06i,-0.00097257-0.00018881i,-0.00088333-0.00058165i,7.6523e-05-0.00014588i,0.00050025+5.2311e-06i,0.00041011+0.00018387i
0.00058255+0.00019687i,-0.00097362-0.00078115i,-0.0014856-0.00092032i,-0.00051808-0.00091677i,0.00054658-0.00086025i,0.00053371-0.00095133i,0.00057847-0.00021491i,0.0015681+0.00070374i,0.0020273+0.00056219i,0.00089507+0.00032798i,0.0001272+0.00041517i,-0.00018291+0.0007784i,-0.00053462+0.00064333i,-0.00057127+5.6235e-05i,-0.00034145+0.00059098i,-0.00010934+0.00093196i,-0.00025426+0.00035911i,-0.00043449-1.8528e-05i,-0.00040286-0.00058859i,-7.8348e-05-0.00082267i,0.00058692-0.00064794i,0.00079459-8.0585e-05i,0.00072596+2.7412e-05i
0.00063812-0.00079525i,0.00026683-9.887e-05i,-0.00033124+0.00036958i,-0.00028454+0.00021565i,-0.00054262+0.00024352i,-0.00058846+0.00077804i,0.00055068+0.00088462i,0.0017592+0.00053881i,0.0022762+5.419e-05i,0.0012623-0.0006668i,0.00036122-0.00059072i,0.00043567+0.00032332i,0.00054094-5.1485e-05i,0.00012897-0.00085944i,0.00014751-0.0012376i,-0.00023955-0.0004549i,-0.00011495+0.00061407i,0.00089487+0.00060678i,0.00044453+0.00071255i,-0.00051985+0.00044093i,-0.00012338-0.00036446i,0.00026221-0.00046646i,-0.00023932-4.7589e-05i
-0.00072453-0.0013995i,-0.00066938-0.0011844i,-0.001069-0.00065372i,-0.00092689-0.00020817i,-0.00016507+0.00028308i,0.00070329-8.0379e-05i,0.0017149+0.00028364i,0.001753+0.0012408i,0.0013405+0.00061599i,0.00069228-0.00013482i,0.00022765+0.00034203i,0.00017391+0.00060344i,0.00024854-8.4019e-05i,-0.00050424-0.00045054i,-0.00045525-0.00055001i,0.00024922-0.00034205i,-0.00043416-0.000124i,-0.0006316+9.7412e-05i,-0.00012476+0.000109i,-0.00024039-0.00038638i,-0.00023412-0.00095587i,-0.0006595-0.0011083i,-0.0006291-0.00076145i
0.00016353+0.0011043i,-7.3115e-06+0.00029304i,0.00043391+0.00056553i,0.00016433+0.00030664i,0.00016969-0.0010597i,0.0008197-0.0015368i,0.0010423-0.00033065i,0.0020832+0.00011953i,0.0024516-0.00036046i,0.0013388-0.00051908i,0.00044988-0.0004449i,0.00016043-0.00065558i,-9.2532e-05+4.8394e-06i,-0.0010698+0.00047947i,-0.0018778+0.00010566i,-0.0013733+0.0003185i,-0.00017048+0.00040029i,0.00031208+0.00048376i,0.00027485+0.00048293i,0.00016234+0.00011467i,8.2289e-05-0.00031159i,0.00032675-0.00050382i,0.0002832-0.00080647i
-0.00049493-0.00066417i,-7.2274e-05+0.000283i,0.00026789-1.549e-05i,3.7129e-05-0.00036424i,-0.000831+0.00038846i,-0.00084891+0.00054441i,0.00011521+0.00081697i,0.0013102+0.001228i,0.0021164+0.00050641i,0.0011805-0.00030304i,-0.00023461+0.00012979i,9.166e-05+0.00021811i,0.00031842-0.00036659i,0.00026939+3.1614e-05i,0.00032634+0.00029297i,0.00082627-0.00024912i,0.00055997-0.00016032i,-3.7307e-05+0.00013385i,0.00020909+4.3497e-05i,0.00021028+0.00030774i,-0.0002547+0.00025565i,-0.00015576-0.00019901i,0.00041558-0.0002045i
-0.0010615+0.00072947i,-0.00050814-6.53e-05i,-0.00015195-0.00033898i,0.00051414-8.9954e-05i,0.0010773+0.00015659i,0.0013975+0.00067788i,0.0010778+0.0016357i,0.0011326+0.0013422i,0.0016249-6.8977e-05i,0.0013375-0.00021569i,0.00047148+0.00023266i,0.00045689-0.00014563i,0.00074056+0.00014733i,8.3056e-05+0.00018438i,9.4822e-05+0.00024931i,0.00012158+0.0014171i,0.0002674+0.0012174i,0.0010698+0.00023144i,0.00098591-0.00016718i,0.00064025-0.00011596i,0.0007361-0.00018312i,0.00045995-0.0002768i,-0.00025065-0.00014049i
0.00084779-0.0011219i,0.00065913-0.00064532i,0.00025532-0.00066208i,-0.00094654-0.00073574i,-0.0020121-2.5551e-05i,-0.0014793+0.00061215i,0.0007857+0.00063462i,0.0020448-9.9045e-05i,0.0012373-0.0010166i,-7.0011e-05-0.00085429i,-0.00086137+7.7609e-05i,-0.0014346+0.00060303i,7.0106e-05+0.00027725i,0.0014194-0.00030968i,0.001042-0.00048906i,0.00025911+0.00017274i,-0.00081283-0.00014149i,-0.001185-0.00095185i,-0.0010248-0.0010129i,-0.00080669-0.00080352i,-0.001134-0.00062097i,-0.0014454-0.00064948i,-0.00072478-0.00029997i
0.0015228+0.00071582i,0.00088533+0.00024278i,0.00038843-0.0011953i,-0.00067436-0.0018318i,-0.00088176-0.00093811i,-0.00051214+0.00044906i,-0.00024427+0.00044156i,0.0013793+0.00036932i,0.0027301-0.00014844i,0.0018938-0.0011316i,0.00083629-0.00055785i,0.00045522+0.00036183i,0.0003471+0.00067132i,0.00044898+0.0010982i,-2.885e-05+0.00068829i,-0.00011232+0.00015446i,0.00029848+0.00057162i,7.418e-05+0.0002333i,0.00040208-0.00057772i,0.00041129-0.0004909i,0.00020266-7.5502e-05i,-0.00030723+0.00021249i,-0.00094602+0.00056553i
0.00071256+4.4955e-05i,0.0006939+0.00052492i,0.00026469+0.00066997i,-0.00015129+0.0009501i,-0.00085984+0.0012923i,-0.00027877+0.0011482i,0.0012437+0.0011397i,0.0018238+0.0013548i,0.0018326+0.00015618i,0.00097964-9.3259e-05i,-0.0003293+0.00058617i,0.00011821+0.0001819i,0.00060253-0.00012021i,0.00033097+0.00046302i,-0.00038729+0.00096356i,-0.0010734+0.00080861i,-0.00067326+0.00038993i,0.00057103+6.4003e-05i,0.000877-0.00056405i,0.00019225-0.00089458i,0.00024762-0.00070175i,0.0001499-0.00051686i,-0.00014177-0.00063051i
-0.00097227-0.00010941i,-0.0010176-0.00028385i,-0.00053782+0.00011457i,0.00011465-0.00058431i,0.00018106-0.0012183i,0.0010177-0.0004228i,0.0015365+0.0010965i,0.0019644+0.0016689i,0.0020401+0.0016713i,0.0011004+0.0012377i,0.0010653+0.00018937i,0.001395-2.2125e-05i,0.0013066+3.3657e-05i,0.0011962-0.00024988i,0.00075394-0.00024237i,0.0010829+1.9998e-05i,0.0011217-9.3369e-05i,0.00031338-0.00027333i,0.00010906-0.00015112i,0.00079131-2.8475e-05i,0.0010898-0.00025369i,-0.00022274-0.00052278i,-0.0010889-0.0002131i
0.00023537+0.00011535i,-0.00013007+0.00035599i,-0.00033179+0.00088677i,-0.00077496+0.0010161i,-0.00070576+0.0011979i,2.8663e-06+0.0015964i,0.00079591+0.0013201i,0.0019099+0.00057845i,0.0023605-0.00042519i,0.00088184-0.0012024i,-0.00029419-0.0011674i,-0.00011405-0.00081545i,0.00035976-0.00086555i,9.5854e-05-0.0011373i,-0.00041961-0.00063184i,-0.00022765-0.00028868i,-0.00061651-0.00018871i,-0.00078952-0.00050386i,-0.00050206-0.00049322i,-0.0009417-0.00062182i,-0.00064366-0.00090785i,-0.00079931-0.00012512i,-0.0010998+0.00048724i
0.00041263+0.0005746i,-0.0014328-0.00038434i,-0.0010265-0.0013633i,-0.00047073-0.001728i,5.2359e-05-0.0010185i,0.00011894+0.00015995i,-3.9803e-05+0.00088341i,0.001087+0.00068229i,0.0017943+0.00036306i,0.00082321-0.00013727i,0.0005381-0.00063345i,0.00094558-7.034e-05i,0.00025066+0.00052908i,-0.00093114+0.00025706i,-0.0016955-0.0002802i,-0.0010604-0.00084764i,-0.00066786-0.00059982i,-0.00048558-6.3715e-05i,0.00021853-0.00013215i,0.00022814-0.00040931i,4.9243e-05-0.00053582i,0.00014792-0.00071174i,0.0006494-0.00094432i
0.00028063-0.00035453i,0.0003311-0.00033253i,7.4598e-05-0.00042597i,-0.00028621+0.00023456i,0.0001534+0.0010021i,0.0012931+0.0013691i,0.0013917+0.0016843i,0.00094826+0.0012256i,0.00086159+0.00058801i,0.00099694+0.00063817i,0.00039127+0.00084464i,0.00044658+0.0004585i,0.00091876+5.6859e-05i,-7.7885e-05-0.0004623i,-0.0005957-0.001027i,-0.00075232-0.00068081i,-0.00049234-0.00011472i,-0.00043324+0.00060061i,-0.00072507+0.00037924i,-0.00042507-0.00027757i,-0.00021482+0.00020024i,-0.00027407+0.00042452i,-0.00023803+0.00039103i
0.0010055-0.00035163i,-1.9335e-05-0.0010063i,-0.001394-0.001508i,-0.0014402-0.0016796i,-0.0015112-0.00080688i,-0.0017898+0.0001984i,-0.00057023+0.0004872i,0.0014381+0.001267i,0.0022482+0.00065354i,0.0011692-0.00035765i,0.00027628+0.00015155i,0.00038701+0.00025635i,0.00013617-0.00021911i,-0.00024877-0.00035297i,-0.00058707-0.00055645i,-0.00012345-0.00077563i,-0.00051153-0.00071426i,-0.00042055-0.00036468i,0.00050914+0.00014397i,0.00061692+0.00040527i,0.00035398+0.00023762i,0.0005219-0.00025663i,0.00084503-0.00027482i
0.0010603+0.00066383i,0.0010658+0.00072799i,0.00058031+0.0006997i,-0.00053906-0.00021517i,-0.00063895-0.00075284i,-0.00056866+0.00028806i,-0.00054211+0.00095739i,0.00060119+0.00050353i,0.0012442-2.5772e-05i,0.001074-0.0006214i,0.00087874-0.00024318i,0.0010395+0.00087665i,0.00067018+0.00088993i,-0.00034225+0.00061535i,-0.00049596+0.00083115i,8.2424e-05+0.00043065i,-3.926e-05-8.5182e-05i,-0.0010019-0.0008437i,-0.00092621-0.0011731i,0.00045134+2.7675e-05i,0.00079814+0.00017759i,1.3393e-05-0.00092779i,0.00074867-0.00075096i
-0.00041331-0.00075708i,-0.0011392-0.0010384i,-0.0016096+1.4231e-05i,-0.0013446+0.00091735i,-0.0011182+0.00047748i,0.00034523+0.00035957i,0.0013501+0.001346i,0.00102+0.0015473i,0.0010068+0.00066644i,0.00051427+3.1969e-05i,-0.00012435+0.00082411i,-0.00040378+0.0015103i,0.00033737+0.00038993i,0.00078409+0.00012859i,0.00017285+0.00053702i,-0.0010336-3.0582e-05i,-0.00059399-0.0006377i,0.00069987-0.00070346i,0.00016706-0.00041937i,-0.00025741+0.00014549i,-0.00067089-0.00033124i,-0.00014956-0.00084995i,0.00039769-2.3067e-05i
