-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
0.00017403+0.00030597i,-0.00038483-0.00013324i,-0.00073368+0.00040712i,-0.00018593+0.0012182i,0.00043008+0.0010215i,0.00068802-8.2774e-05i,0.0010184-0.0012232i,0.0011884-0.0013896i,0.0010902-0.00049447i,0.00056073+0.00010657i,0.00052022+0.00068081i,2.6294e-05+0.00063225i,-0.00033607+1.8682e-05i,-0.00053865-0.00038821i,-0.00060759-0.00026609i,-0.00011152+0.0001683i,-0.00017773-0.00018821i,-0.00036002-0.00085248i,1.29e-05-0.00044578i,-1.4215e-05+7.3953e-05i,-0.00035929-0.00024483i,-0.0008632-0.00015515i,-0.00098765+0.00015239i
0.0015057+0.0022447i,-0.00019468+0.0012425i,0.00011796+0.0004416i,-0.00024368-0.00056619i,-0.00062262-0.00024547i,-0.00089698+0.00044816i,-0.00035103+0.00060444i,0.00062143+0.00052461i,0.0010507-0.00029067i,0.00040961-0.00088712i,6.1758e-05-0.00073322i,0.00028942-0.00012128i,0.00022398+0.00029774i,0.00027036+0.00067635i,0.00012803+0.0008572i,0.00083713+0.00023831i,0.0012071-8.7129e-05i,0.00055491-0.00027365i,-0.00022916-0.00070656i,-0.00043467-0.00071172i,-0.00011862-0.00079858i,0.00016709-0.00076241i,-9.5839e-05-0.0003826i
0.00041211-0.0016332i,0.00065678-0.0014711i,-0.00092483-0.0015697i,-0.0011552-0.0012562i,-0.00089174-0.00097984i,-0.00030674-0.00095938i,0.00055561-0.0011123i,0.00028717-0.0011921i,-0.00026381-0.0012964i,-0.00061502-0.00056227i,-0.00059052+0.00052884i,-0.00031235+0.00041847i,-0.00075616+0.00028173i,-0.00052555-0.00037388i,0.00015078-0.0010442i,6.0746e-05-0.00021882i,-2.2233e-05+0.00028056i,0.00062477+0.0001759i,0.00073544+0.00010806i,0.00068639+0.00015089i,0.00050589+0.00048609i,-0.00044121+0.00038792i,-0.00082732+0.00064743i
-0.00095642+3.6605e-06i,-0.0010893-0.0013257i,-5.2574e-05-0.00038904i,0.00013952+0.0011166i,6.5583e-05+0.00075539i,0.00089829-0.00020231i,0.0012479+3.2652e-05i,0.0014063+0.00025761i,0.0018428+6.3287e-05i,0.0015371+0.00010578i,0.00038394-0.00010924i,-0.000155-0.00025712i,0.00013787-0.0003169i,0.00042156+4.8498e-06i,0.00072981+0.00060757i,0.00072525+9.9613e-07i,0.00070889-0.00061598i,0.0006428+0.00013103i,6.4327e-05+0.00045386i,0.00035072-0.00038808i,0.00066328-0.00063301i,0.00074396-0.00021499i,0.0013696-0.00078188i
5.6692e-05-0.001047i,0.00044045-0.0015357i,-0.0016257-0.00098516i,-0.0018315-0.00073033i,4.2596e-05-0.00044195i,0.00045259-0.00052777i,-0.00022882-0.00077416i,-0.00054182-0.0011791i,-9.9813e-05-0.00074907i,0.00019437-0.00049832i,0.00058539-0.0017298i,1.071e-05-0.0016379i,-0.00059137-6.5985e-05i,-0.00063579+0.00029105i,-0.00072498+4.2252e-05i,-0.00038713+0.00035236i,0.00016365-3.8924e-05i,0.00058523-0.00021611i,0.0003617+0.00032221i,-0.00028011+0.00068469i,-0.00075249+0.00048486i,0.00010488-0.0002251i,0.00079458+0.00010284i
6.3706e-05+0.0013392i,-0.0010468+0.00098584i,-0.00020151+0.0012693i,0.00055031+0.00058953i,0.00064498-0.00049547i,0.0008584-0.00077025i,0.00050246-0.00043183i,0.0007373+5.4273e-05i,0.00089119+0.00015829i,0.00043398+0.00019908i,-0.0001938+8.5763e-05i,-0.00015499-0.00082741i,-9.3865e-05-0.0011441i,1.2947e-05-0.00075138i,-0.00031676-0.00030813i,-0.0001701-0.00038369i,0.00054433-0.0001756i,-0.00010891+0.00044884i,-0.00105+0.00082309i,-0.001129+0.001233i,-0.0011154+0.00080536i,-0.0010738-2.399e-05i,-0.0008575-0.00012748i
0.00017888+0.001769i,0.00023327+0.00099192i,-0.00037687+0.00070361i,-0.00072657-0.00042418i,0.00037763-0.0010883i,0.00044351-0.0012588i,0.00019155-0.00081852i,0.00073896+0.00028201i,0.0013209+0.00084035i,0.00077744+0.00072387i,-7.6954e-05+0.0010712i,-0.00048617+0.0013102i,-0.00086942+0.00077292i,-0.00051682+0.00018823i,-9.6602e-05+0.00025109i,0.00020432+0.00065285i,5.4397e-05+0.00048336i,-0.00016332-0.00028842i,-2.3539e-05-0.00063904i,1.9967e-05+0.00037371i,0.00015952+0.0003975i,0.00044056+0.00012983i,7.6386e-05-0.00019324i
-0.0006191-5.7261e-05i,-0.00072299-0.0005548i,-0.0018315-0.00086456i,-0.002852-0.0003459i,-0.0022848+0.00088865i,-0.00020329+0.0012974i,0.0011285+0.0007761i,0.0011985-0.00014351i,0.0010291-0.00022208i,0.00032447+1.4274e-05i,-7.4161e-05+8.1005e-05i,0.00016117+0.00010792i,-9.372e-05-0.00080165i,-6.2138e-05-0.00094452i,0.00029329-0.00076219i,0.00060832-0.0002375i,0.00012087+0.00040724i,-0.00066264-0.00048101i,-8.4193e-06-0.0007939i,0.00069507-0.0003233i,-2.7834e-05-0.00019704i,-0.0013349-0.0005345i,-0.00060414-0.00093846i
0.0015893-0.0027263i,0.0019337-0.0030434i,0.0009458-0.0021479i,-0.00080956+8.6667e-05i,-0.0013185+0.0014719i,-0.00021909+0.0012729i,0.0013331+9.0175e-06i,0.0011779-0.0010447i,-7.158e-05-0.0012533i,-0.00094118-0.00038554i,-0.00041903+0.0006219i,0.00027394+0.00067349i,4.6502e-05+3.0979e-05i,-3.0839e-05-0.00062663i,0.0003749-0.00047477i,0.000291-7.5881e-05i,0.00011223+0.00028679i,-0.00012758+0.00072365i,-0.0006431+0.00059294i,-0.0010831-9.6902e-06i,-0.00093788-8.6767e-05i,-0.0005239+0.00015455i,-0.00054897-0.0004073i
-0.00066707+0.0011693i,-0.0010367+0.0013876i,-0.00017178+0.0014175i,-5.0631e-05+0.00060865i,-0.00035161-0.0001407i,3.2761e-05-0.00011651i,7.3379e-05+0.00029195i,0.00043592+0.0012805i,0.0011494+0.0018017i,0.00055709+0.00089126i,-0.00083824+0.0002232i,-0.0010123+0.0005817i,-0.00055476+0.00055775i,-0.00079934-0.00027741i,-0.00059715-0.00012101i,-0.00050037+0.00010042i,-0.00047128+0.00034096i,-0.00036809-0.00037378i,-0.00019944-0.00027651i,-2.7272e-05+0.00038086i,-0.0005602-6.9163e-05i,-0.00025373+0.0002907i,0.00058037+0.00029399i
-0.00080021-0.0018224i,-0.0019854-0.0013605i,-0.002671-0.00027943i,-0.0019896-0.0001111i,-0.00077334+0.00059014i,-0.00075308+0.00092185i,-0.0006611+8.5247e-05i,0.00010576+0.00043035i,-0.00011584+0.00063738i,-0.00012273+0.00023425i,0.00018122+4.7011e-05i,-6.5744e-05-5.8231e-05i,-0.00015056+7.1944e-05i,0.0004681-0.00024324i,0.00065418-0.00027645i,-5.3249e-05+0.00023833i,-0.0003072-0.00011381i,0.00020609-0.00037026i,0.00060661+0.00020917i,0.0005297+9.2796e-05i,0.0002726-0.00065995i,0.00031413-0.00057243i,0.00088985-0.00069322i
0.0019983-0.0018243i,0.00098577-0.0013947i,-0.00020763-0.00088153i,-0.00045697-0.00029955i,-0.00065654+6.4604e-06i,-0.00037437+0.00053819i,-7.6666e-05+0.0011406i,-3.5775e-06+0.00058452i,0.00025038-8.3012e-05i,-9.4985e-05+0.00029383i,-0.00062333+0.0010207i,-0.00066708+0.0013933i,-0.00039573+0.00070339i,-0.00015842+0.00024386i,4.5365e-05+0.00011482i,0.00045713-0.00038899i,0.00062974-0.00049157i,9.5175e-05+0.00037142i,-0.00032656+0.00050919i,7.3231e-05+0.00027319i,0.00038787-4.8014e-07i,0.00026035-0.00033323i,4.4718e-05+0.00027033i
-0.00066231+0.0013579i,-0.00056906+0.00046241i,0.00048631-0.00057864i,0.00051635-0.00040275i,2.1499e-05+0.0004489i,0.00019169+0.00018267i,0.00078954-0.0010892i,0.00090471-0.0014065i,0.0009648-0.00067839i,7.7158e-05+0.00021435i,-0.00062678+0.00081519i,-0.00014791+0.0004733i,0.00011445+0.00014206i,0.00012718+6.0644e-05i,0.00022421-0.00017883i,0.00081125-0.00044257i,0.0014619-0.00023357i,0.0010554+0.00034109i,0.0003581+1.6515e-05i,-0.00018715+9.0858e-05i,0.00055653+0.0006791i,0.00090428+0.0010162i,0.00010891+0.00064377i
0.0015478-0.00046889i,0.00031454+0.00018041i,-0.00094038-0.00058974i,-0.00045137-0.0014016i,0.00040202-0.0011517i,0.001084+0.00012171i,0.0016184+0.0003075i,0.0016985-0.00017497i,0.0010633-0.00079629i,9.9112e-05-0.0011937i,0.00017433-0.00026805i,0.00061565+0.00031776i,0.00062089+0.00064394i,0.00041739+0.00078641i,0.00019031+0.00024152i,0.00014846+0.0001553i,-0.00030162-3.2443e-05i,-0.00057832-0.00051751i,-6.9803e-05-0.00079163i,0.00043482-0.00074665i,0.00043666+0.00022928i,0.00013837+0.00060004i,-0.00028979+0.00030432i
0.0019387+0.00042844i,0.0019625+0.00027844i,0.0012673-0.00085726i,-0.00035716-0.0010812i,-0.0013815-0.00056378i,-0.00032714+0.00054759i,0.00016225+0.00059978i,0.00068557-0.00049586i,0.0011316-4.7907e-05i,0.00010422+0.0009114i,-0.00076363+0.0014507i,-0.00050452+0.0010613i,-0.00043056+0.00021243i,-0.00010369+9.2418e-06i,-0.00026511+1.6045e-05i,-0.00019072+0.00034058i,0.0011493+0.00063155i,0.001759+0.00030295i,0.0008798-0.00044184i,-6.4224e-05-0.00046967i,0.00026249-0.00011033i,0.0005342+8.0646e-05i,0.00045863-3.7157e-05i
-0.0018064-0.0016955i,-0.00074828-0.0017663i,-0.0014348-0.00094995i,-0.0016214+0.00084152i,-0.001094+0.0012205i,-0.0002501+0.00043695i,0.00043482-0.00064799i,0.00072245-0.0010792i,0.00050527-0.00059437i,0.0001971+0.00011134i,-0.00044922+0.0004665i,-0.00098883+0.00029445i,-0.00070198+0.00030839i,-0.0008231+0.00050671i,-0.001186+0.000809i,-0.00078323+0.00087583i,-2.2643e-05+0.0004764i,-0.00056056+7.18e-05i,-0.00084077-0.00020019i,0.00011775-1.1345e-05i,0.00077218+0.00029181i,0.0009121+0.00020273i,0.00076468+0.00025178i
0.002731+0.00029561i,0.0021697-0.00011945i,0.0015375-0.00041186i,0.00024146-0.00032918i,-0.00054345-0.00032171i,-0.00018472-0.00076884i,0.0003432-0.00096621i,0.00045446-0.00045426i,-0.00025075-2.576e-05i,-0.00046896-0.00013237i,4.9445e-05-0.0004106i,1.4346e-05+9.3748e-05i,-0.00056096+0.00063469i,-0.0007429+0.00034231i,-0.00024221+0.00034443i,0.00064004+0.00036288i,0.00059919-0.0001105i,-4.6717e-05-0.00011688i,-0.00049577-2.5507e-05i,-0.00038419-0.00013076i,6.1081e-05+0.00018467i,0.00033435+0.00085383i,0.00059378+0.00032419i
-0.002868+0.0002268i,-0.0022992+0.00035496i,-0.0012425+0.00088721i,-0.00021593+0.00068507i,0.00059083+0.00024749i,0.00042869-0.00078196i,0.00090255-0.00084869i,0.0013063+2.7143e-05i,0.0013944+0.00019327i,0.00073643+0.0001491i,0.00017013+2.3067e-06i,-0.00018871-0.00013549i,-0.00060241-0.00035427i,0.00011119-0.00024612i,0.00033345-0.00022943i,-0.00026513-0.00064305i,-0.0003378-0.00019312i,0.00046418+0.00038042i,0.00088063+0.0002655i,4.7678e-05+9.9322e-05i,-0.0004286+0.00063411i,-0.00049358+0.0009392i,0.00019906-7.2906e-05i
0.00070865-0.0011651i,0.0011449-0.00175i,-2.1931e-05-0.0010232i,-0.001097-0.00058433i,-0.00061631-0.00026574i,0.00059508+0.0010526i,0.0013631+0.0012715i,0.0015223-0.00021683i,0.00041667+1.6286e-05i,-0.00014886+0.0008587i,-0.00040781+0.00033317i,-0.00079521+0.00018916i,-0.00055224+0.00014702i,0.00013905+0.00035382i,0.00023864+0.00072245i,-0.00021982+0.00061795i,-3.1377e-05+0.00039653i,0.00047207+3.9022e-05i,0.0010791-0.00026325i,0.00066803-0.00033235i,0.00030809+0.00025524i,5.0963e-06+0.00068777i,-0.00047308-3.84e-05i
-8.9319e-05+0.00076491i,-0.0013015+0.0011983i,-0.0013905-0.00060284i,-0.0016483-0.0012186i,-0.001862-0.00057646i,-0.0008892+0.00037766i,0.00097243+0.00068156i,0.00069156+0.00057691i,-4.1675e-05+0.00066291i,-5.2404e-05-0.00017456i,-0.00038589+1.4877e-05i,-0.00050144+0.00062301i,-0.00066785+0.0006103i,-0.00055387+0.00078375i,-0.00019914+0.00062993i,7.0675e-05+0.00029755i,0.00036582-0.00057778i,0.00048813-0.0010423i,0.00028127-0.00060132i,-0.00039343-5.2531e-06i,-0.00055967+0.00031845i,-0.00058552+0.00055627i,-0.00014261+0.00062971i
0.0017616+0.00024017i,0.00036019+0.00050316i,0.00021223+0.0010812i,0.00049211+0.00097514i,0.00018798-2.4085e-05i,-0.00029855-0.00015748i,-0.00021738+0.00065825i,0.0001557+0.0010555i,-0.00012714+0.00046036i,-0.00010331+0.0004253i,1.2072e-05+0.00049472i,5.6948e-05+0.00049987i,0.00021239+0.00063732i,-0.00040866+0.00032371i,-0.00069987+0.00030333i,-8.7988e-05+0.00015119i,0.00095719-0.00014788i,0.0012857-0.00051414i,0.00094025-0.0002908i,0.00042659+0.00053802i,-0.00057719+0.00079274i,-0.00034547+0.00030495i,-0.00013575+0.00024049i
-0.0014701+0.00024374i,-0.00077577-0.0012047i,2.9511e-05-0.00096224i,-9.0479e-06-0.00044642i,-0.00037749-0.00059942i,2.1129e-05-0.0010161i,0.00032784-0.0004981i,0.00047596-2.3752e-05i,0.0006742-8.4023e-05i,0.00057891+0.00012001i,0.0002479+0.00016167i,0.00064293+0.00055148i,0.00059868+0.00073147i,-0.00042522+0.00012545i,-0.00060941-0.00060484i,-0.00095673-0.00060722i,-0.0011894+7.4382e-05i,2.1398e-05+0.00012358i,0.00026001-0.00043538i,-0.00076576-0.00092292i,-0.0013059-0.00033341i,-0.0010971+4.8394e-05i,-0.00087632+0.00024283i
-0.00016726+0.0009791i,0.00046639+0.00044534i,0.00076552+0.00083565i,0.0011228+0.0012904i,0.0010552+0.0012609i,0.00097128+0.00032658i,0.0010911-0.00092439i,0.001942-0.00097806i,0.0013447-0.00087532i,-8.9353e-05-0.00027023i,-0.00099225+0.00062803i,-0.0009499+0.0011295i,-0.00024477+0.00079397i,0.00029562+4.5115e-05i,0.00037987+8.1328e-05i,-0.00021265+0.00041434i,-0.00048479+0.00057143i,-0.00028277+0.00067094i,-0.00039905-4.4971e-05i,-0.0002429-4.7877e-06i,-2.2087e-05+0.00047123i,0.00010762+2.7731e-06i,-0.00062886+0.00030739i
-0.00063817-0.00056456i,-0.0016259-0.0010766i,-0.0015736-0.0013831i,-0.0017457-0.00066594i,-0.0010781-0.00039631i,0.00034216-8.6345e-05i,0.0011952+0.00053864i,0.0015936+0.00073145i,0.0012432+0.00044478i,0.00044516+0.00061611i,-0.0003291+0.00035664i,-0.00051787+0.00011134i,-5.124e-05+0.00077771i,0.0005725+0.0011459i,0.00055046+0.00055201i,0.00084937-0.00042994i,0.00034977-0.00088075i,-0.00021781-0.0010054i,0.00013042-0.00071653i,0.00034451+7.7825e-05i,0.00010361-0.00015114i,-0.00063757-0.00037796i,-0.0007956-0.00044772i
0.00050779-0.00026706i,9.0225e-07-0.00055609i,-0.00074368+0.00016492i,-0.00067264+0.00052251i,0.00036701-0.00013011i,0.00054024-0.00057978i,0.00055872-0.00030196i,0.0016406+2.8954e-05i,0.00099575+0.0002i,0.00011013+2.2121e-05i,0.00049581-0.0002182i,0.00029338+0.00052754i,-0.00031758+0.00046472i,-0.00016529-1.4857e-05i,0.00039143+1.381e-05i,0.0004678-0.00034756i,1.4466e-05-0.00050979i,0.00024009-0.0006355i,5.5014e-05-0.00058006i,-0.0005385+0.00041914i,-0.00063417+0.0013988i,-0.00021979+0.0012168i,0.00069678+0.00050581i
-0.00030788+0.0014436i,-0.0012511+0.00072305i,-0.0012937-0.00047722i,-0.0010448-0.0011i,-0.00089955-0.0013799i,-0.00058085-0.0010257i,0.00087024+0.00056585i,0.0014313+0.0011854i,0.00076918+0.00071872i,0.0007267+0.00021815i,0.00067389+3.2244e-05i,-0.00010681-0.00014856i,-0.00033261-0.00032525i,-0.0002503+6.1042e-05i,-0.00044788-0.00029477i,-0.00056534-0.00070958i,-0.00069078-0.00045604i,-2.1861e-05+0.0002025i,0.00099213+0.00066312i,0.00060135+0.00096928i,-0.00048589+0.0009411i,-0.00057167+0.00057394i,0.00030054+0.00028846i
-0.00034023-0.0013933i,-0.00092178-0.0019078i,-0.0012127-0.00086202i,-0.0011047+0.0010551i,-0.00017821+0.0017415i,0.00082174+0.0014097i,0.00062947+0.0007105i,0.00029622+0.00026224i,0.00016466+0.00052302i,-0.00029409+0.00053257i,9.8507e-05-0.00038434i,0.00016263-0.00051931i,-8.1967e-05-0.00033824i,-0.00011366-0.00042148i,0.00020115+0.00014465i,0.00048026+0.00067991i,0.00022859+0.00043683i,-0.0001156+0.00037947i,-0.00033449+0.00050461i,-0.00055616+0.00035871i,-0.00092786+0.00019874i,-0.00056143-7.344e-05i,8.7244e-05-6.4511e-05i
0.0025378-0.00066441i,0.0025361-0.00072245i,0.0018617-0.0016564i,0.00067317-0.00096614i,0.00012786-0.00044696i,0.00043141-0.00039038i,0.00072163-0.00021603i,0.00041883-0.0003188i,4.6675e-06-0.00083917i,-0.00059618-0.00040695i,-0.001423+0.0008574i,-0.0015262+0.00069018i,-0.00052993+0.00048872i,-0.00018663+0.00030584i,-0.00028428-6.1437e-05i,-0.00043076-0.0003851i,-0.00035901-0.00067893i,0.00011908-0.0003869i,0.00022181-0.00035i,3.2739e-05-2.2836e-05i,-0.00013784-0.0001313i,-0.00027086-0.00060711i,-0.00087723-0.00023845i
0.00045637+0.00016613i,0.0008809+0.00044405i,7.0332e-05+0.00064694i,-0.00056612+0.0004845i,7.5784e-05+1.9992e-05i,0.00049074-0.00013372i,0.00064225+0.00021956i,0.0013359+0.00074346i,0.0008265+0.00051186i,-0.00047302+0.0001427i,-0.0010279+0.00032859i,-0.00084977+0.00077293i,-0.00047512+0.00095589i,-2.496e-05+0.00061536i,-9.2201e-06+0.00017336i,-0.00018478-0.0002021i,0.00036229-0.00039355i,0.0001744-0.00025982i,0.00013422-0.00017225i,0.00014489-0.00027859i,-0.00029928-0.00010033i,-0.00045397+0.00041547i,0.00028577+0.00084729i
0.00036292-0.0025847i,0.00042826-0.0021343i,-0.00038505-0.00085132i,-0.0012632+0.00042371i,-0.001167+0.00086814i,-0.00078421+0.00088881i,-0.00016784+0.00063296i,0.00032935+0.00011481i,0.00034018-0.00043624i,-0.00034666-8.1942e-05i,-0.00054864+0.00040635i,-0.00028583+0.00055387i,0.00028325+0.00077413i,0.0007213+0.00029706i,0.00043842-0.00037713i,0.00063186-0.0003681i,0.00057747+2.3275e-05i,-0.00033444+5.1439e-05i,1.6809e-05-0.00027109i,0.00074796-5.6947e-05i,0.00080806+0.00012953i,0.00025969-2.4622e-05i,0.00057844-0.00033022i
0.00081329-0.00023531i,-2.7715e-05+0.00026766i,-0.001544-0.00045435i,-0.0024544-6.9771e-05i,-0.0021115-6.4555e-05i,-0.00094931-0.00014438i,-0.00031413+0.00026492i,0.00063182-0.0004272i,0.00045484-0.00085752i,-0.00033007-0.00070819i,-0.00088183-0.00047351i,-0.00088832-0.0002209i,-0.00062039+0.00051969i,-0.00072394+0.00034111i,-5.0517e-05-5.1885e-05i,0.0012936+0.00072654i,0.0017249+0.00062919i,0.0012076-0.00031522i,0.00087274-0.0001007i,-0.0002092+0.00031152i,-0.00017975+0.00023154i,0.00066098+0.00029275i,0.00018529-0.00015217i
2.2044e-05-0.001854i,-5.9757e-05-0.0014505i,0.00056722-0.00095521i,0.00071636-0.00091007i,0.0001842-0.00073288i,-0.00065064-0.00057453i,-0.00068885+0.00013638i,0.00025995+0.00014072i,0.00027594-0.00020623i,-0.00027212-0.00017856i,-0.00027338-0.0001151i,9.3075e-05-3.8687e-05i,0.00015249+0.00023621i,-0.0005263+0.0013449i,-0.00092745+0.0015506i,-0.00087119+0.00038351i,0.00031238-0.00053086i,0.0009827-0.00047527i,0.00041299+2.6606e-05i,0.0001276+0.00061348i,-6.1493e-05+0.00082362i,-0.00019304+0.00022816i,-3.4488e-05-0.0005701i
0.0031269+0.0031952i,0.00097462+0.0025256i,0.00057913+0.0005869i,0.00086203-0.00073372i,0.00084132-0.0013362i,0.00076755-0.00066636i,8.0767e-05-0.00019125i,-0.00010447-0.00038046i,0.00032307-0.00060806i,-0.00036261-0.00031216i,-0.00064998-9.0788e-05i,0.00036554+0.00019536i,0.00019612-7.5282e-05i,-0.00060625-0.00047176i,-0.00056047-5.6231e-06i,-0.00017561+0.00054629i,-3.3786e-06+0.0011681i,3.2107e-05+0.00048794i,-0.00011043-0.0006596i,7.8781e-06-0.00038762i,0.00045904+0.00061295i,0.00018503+0.00081507i,-0.00023707+0.00070738i
-0.0025427-0.0011198i,-0.002127-0.00069054i,-0.0018866-0.00064039i,-0.001536-0.00061829i,-0.00074409-0.00067086i,-0.00037364-0.00093339i,-9.6899e-05-0.0008104i,0.00010006+0.00060615i,-0.0002679+0.00062051i,-0.00023475-6.2954e-05i,0.00044387-3.03e-05i,0.00054726-0.00015373i,-8.6859e-05+0.00019453i,-0.00092271+0.00060575i,-0.00099532-0.00026388i,-0.00048267-0.00087332i,-0.00034219-0.0010229i,-6.0591e-05-0.0008884i,0.00019626-0.00011011i,-0.00018567+0.00032171i,-0.00031617-0.00019353i,-0.00013174-0.00063756i,-0.00014267-0.00016553i
0.0027199+0.00064606i,0.0015024-0.00023182i,0.00055313+4.2264e-05i,0.00041604+0.00035004i,0.0009124+0.00035454i,0.0015214+0.00066034i,0.0018371+0.00039461i,0.0018981-0.00019693i,0.0013712-0.00035334i,0.00054681-0.00031863i,-4.5788e-05+1.6232e-05i,-0.00072105+0.00040815i,-0.00055642-0.00028586i,0.00015569+0.00011399i,0.00037405+0.001094i,0.00019354+0.00035818i,0.00021774-0.00011458i,7.6769e-05-0.0002137i,-0.00047135+0.00057814i,-0.0012371+0.00082442i,-0.0011679+5.6111e-05i,-0.0012363-0.00046371i,-0.0012536-0.00044613i
-0.0005895+0.00030839i,-0.001183+0.00035i,-0.00091302+0.00049531i,-0.0013311+0.00019442i,-0.0016858-0.00077914i,-0.0017847-0.0008142i,-0.00095563-1.9475e-05i,0.00025129-0.00019629i,0.00072329-0.00031075i,0.00044315+0.00015415i,0.00083567-0.00029706i,0.0011903-0.00043366i,0.00059207+0.00016638i,-1.7471e-05+0.00034125i,-0.00019259+0.00037082i,0.00013428+0.0010234i,8.2597e-05+0.00063181i,0.000119-0.00040363i,-0.00016391-0.00057561i,-0.00044537+1.1226e-05i,-0.00036347+0.00051105i,-6.3969e-05+0.00076473i,6.9921e-05+0.00054678i
0.0024652-0.0016694i,0.001566-0.0017731i,-0.00025282-0.0019289i,-0.0019324-0.0012956i,-0.0013346-0.00049058i,-0.0008577+0.00019824i,-0.00023748+0.00045416i,0.00039712+7.0378e-05i,0.00054726-0.00031242i,-6.2362e-05-0.00032434i,-0.00068599-1.3862e-05i,-0.00020269+0.00025061i,0.0002524+2.6182e-05i,0.00014-0.00025761i,0.00064858-0.00064217i,0.0011917-0.00053124i,0.0016165+3.1361e-06i,0.0010001-1.7917e-05i,0.00018447-5.2772e-06i,1.1217e-05+0.00029596i,-0.00031+0.00010018i,-0.00039217+0.00044872i,-0.0003238+0.00016995i
-0.00081128-5.539e-06i,-0.0011659+0.00012918i,-0.00072522+0.00037978i,-0.00077066+0.00089828i,-0.00065947+0.00048243i,-4.5148e-05+0.00037928i,-9.0909e-05+0.00034284i,-3.8076e-05-7.6438e-05i,0.00059192-2.2513e-05i,0.00086816+5.2633e-05i,0.00041105-3.0604e-05i,-0.00063108+0.00026764i,-0.00093296+0.00017841i,0.00011524-0.00037446i,0.00055953-0.0005749i,-0.00017161+7.935e-05i,-0.0004997-0.00044888i,-0.00058231-0.00097565i,-0.00050678-0.0002141i,-0.00086012+0.00034716i,-0.0011115+0.00045806i,-0.00064509+0.00045274i,0.00031351+0.0005413i
0.0023941-0.0017806i,0.0014854-0.0014254i,0.0012872-0.0012827i,0.0003433-0.0010991i,-0.00077131-0.00056056i,-0.00055312+0.00028274i,0.00042338+0.0014558i,0.00085963+0.0014443i,0.00083416+3.9946e-05i,0.00017914-0.00013932i,-0.00042167+0.00064669i,-0.00042842+0.00057919i,-0.00023623+0.00017021i,0.0005626-8.6434e-05i,0.0010425-1.6404e-05i,0.00055826+0.00058345i,0.00042674+0.00017604i,0.00025047-0.00059977i,1.2088e-05-0.00074642i,-0.00030369-6.6139e-05i,-0.00030562+0.00021704i,-9.529e-05+0.00025154i,-3.8371e-05+0.00031737i
-0.0017584+0.0013864i,-0.0015203+0.00083209i,-0.0014888+0.0011829i,-0.00071442+0.00088504i,0.00095984+0.00096178i,0.0019179+0.00052434i,0.0017431+0.00014404i,0.0015644+0.00014318i,0.00050965+0.00044772i,-0.00037664+0.0010805i,-0.00026219+0.00051917i,-0.00033496-0.00025726i,-0.00089612-0.00045987i,-0.00060274-0.00068561i,0.00036488-0.00023236i,0.0001456-0.00014824i,-0.00013012-0.00090023i,-0.0002076-0.0016525i,-0.00043532-0.0017207i,-0.00070746-0.0013467i,-0.00054116-0.00086697i,-0.00013024-0.00055027i,0.00016232-0.00055815i
-1.2991e-05+0.0005431i,-0.00023903+8.3066e-05i,0.00071919-0.00045351i,0.00097253-0.00038148i,0.000374-0.00049165i,0.00017865-2.9918e-05i,0.00049107+0.00057213i,0.0014008+0.00021918i,0.0015217-0.00019385i,0.00067133+0.00022954i,0.0006108+0.0005102i,0.0005694+6.2795e-05i,0.00012374-8.5404e-06i,-0.00011399+0.00032764i,-0.00045547+0.0006036i,0.00044011+0.00091005i,0.00083794+0.00027242i,0.00026378-0.00026182i,0.00021005-1.6269e-05i,-0.00014815-0.00038605i,-0.00017877-0.00044641i,0.00010109+0.00020295i,0.00018356+0.00044176i
-0.001533+0.00036161i,-0.0025768+0.00054132i,-0.0022314+0.0017007i,-0.0014868+0.0015852i,-0.001923+0.00010996i,-0.0014379-0.00030857i,-0.00057709-0.00016018i,0.00046718-0.00053413i,0.0012238-0.00048102i,0.00099827-0.00051874i,0.00022049-0.00028491i,-0.00043655-5.3315e-05i,-0.00043972-0.00056024i,-0.00068284-0.00043196i,-0.00077824+0.0001889i,-6.3851e-05+0.00018196i,0.00032983+0.00016392i,-0.00038677-5.3679e-05i,-0.00048826-0.00050692i,3.223e-05-0.00073806i,-6.4933e-05-0.00030866i,-0.00036024+0.00067079i,-0.00056448+0.000212i
