-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
9.8583e-05-0.0016503i,-0.00032627-0.0020484i,0.00030496-0.00072216i,-5.0355e-05+0.00023503i,0.0003104+7.1078e-05i,0.00014015+0.00042761i,-0.00057428+0.00072181i,-0.00030854+0.00066893i,-0.00010083+0.00084963i,-0.00031202+0.00062895i,0.00016128+0.00021224i,0.0003354+0.00028753i,0.0002131-0.00032402i,0.00028035-0.00085145i,0.00048996-0.00032908i,-8.4813e-05+0.00011884i,-0.0006293+0.0004359i,-9.9196e-05+0.00058177i,0.0007792-0.00012476i,0.00022147-0.00056645i,-0.00049932+5.6736e-05i,-0.00051937+0.00078869i,-0.00012916+0.00045589i
0.0012263+0.0010892i,0.0010162+0.00066944i,0.001649+0.00043173i,0.0018193+0.0007553i,0.0016895-0.00024129i,0.0011131-0.0013148i,0.0005742-0.00033515i,0.0007371+0.000213i,0.00079881-0.00050281i,0.00015692-0.00092528i,-0.00022357-0.00043614i,-0.00026675-0.00066859i,-0.00034697-0.00075747i,-0.00011767-3.6498e-05i,-0.00067364+0.00080844i,-0.0010493+0.0007558i,5.645e-05+0.00010375i,0.00081391+3.0826e-05i,8.5961e-05+0.00034873i,-0.00033805+0.0002996i,0.00045301+0.00011812i,0.00066076-0.00012125i,0.00020223-0.00025864i
-0.00066737-0.0014399i,-0.0017447-0.0017948i,-0.0022761-0.0015582i,-0.0017714-0.00052446i,-0.00012045+0.00085702i,0.000487+0.0013163i,0.00072839-3.504e-05i,0.0020307-0.00089659i,0.0018465-0.00022137i,0.00095531+3.6354e-05i,0.00079804+0.00030198i,0.00040888+0.00054597i,-0.00014814-0.00036849i,-0.00024302-0.00085157i,-4.8233e-05-0.00057474i,0.00043789-0.00043334i,0.0012522-0.00059904i,0.0014766-0.00053526i,0.00086065-0.00033546i,0.00047158+7.0742e-05i,-2.6412e-05+0.00043937i,-0.00055406+0.00035511i,-0.00016679+0.00086195i
-0.00086301+0.0002322i,-0.00081076-0.00062491i,-0.00089616+6.9745e-07i,-0.00033248+0.0012394i,0.00067656+0.0010522i,-0.0002842-0.0008189i,-0.001204-0.0018827i,-0.00018139-0.0013284i,0.00019456-0.0011583i,-9.0793e-05-0.00072144i,0.00040611+0.00027066i,0.00041845+0.00018445i,-0.00026005-0.00046218i,-0.00024306-0.00032699i,-0.00034268-5.3471e-05i,6.3555e-05+0.00031943i,0.0004258+0.00021073i,0.001132+0.0004063i,0.0010283+0.00075248i,0.00017273+0.00064203i,-0.00040759+0.00029222i,-0.00031269-0.00035575i,-0.00024346-0.001236i
0.00088648+0.001719i,0.0010862+0.0016724i,0.00097008+0.0018992i,0.00076051+0.00094659i,0.0018505+0.00036176i,0.0017398-0.00076883i,0.00019358-0.00057331i,0.00044313+0.00024297i,0.00099507+0.00036272i,0.00064173+0.00065821i,0.00067666+0.00071291i,0.00087116+0.00048654i,0.00032903+0.0004751i,-0.00014571-0.00032349i,0.00018917-0.0011047i,0.0004582-0.00092148i,0.00050439-0.00066789i,0.00065274-0.00046393i,0.0013548+5.9242e-05i,0.0010331+0.0005308i,1.2083e-06+0.0004694i,0.00027751-4.6442e-05i,0.00057136-0.00019542i
0.0013985+0.0010096i,0.00023113+0.0011605i,0.0011668+4.2584e-05i,0.0014975-0.0004881i,0.0010235-0.0010064i,3.0254e-05-0.00092681i,-0.0006929+0.00024356i,-0.001022+0.00030591i,-0.00064978+0.00018321i,0.00024555+0.0009683i,-0.00014976+0.0007053i,-0.00060756-0.00013955i,-0.001025-0.00010513i,-0.00046286-0.00044247i,0.00092426-0.00079744i,0.0002237-0.00042355i,-0.0010613-0.00029427i,-0.00074542-0.0004253i,-0.00016491-0.00045719i,-0.00051774+2.5698e-05i,-3.6173e-05+0.00030822i,0.00077571+6.2475e-05i,0.0010428-0.00031351i
0.0022854+0.00016913i,0.0014543-0.0002705i,0.0012567-0.0004543i,0.001352+0.00019964i,0.0016717-0.00021537i,0.0008835-0.00056614i,-0.00020306+0.00014713i,-0.00010435+0.0006316i,0.00056702+0.00025061i,0.00068846-0.00052849i,0.00017567-0.001023i,-0.00027651-0.0014022i,-0.00037005-0.0011254i,-0.00038858-0.00072309i,-0.00084739-0.0010663i,-0.0013048-0.00050875i,-0.00075534+0.00031225i,-2.9141e-05+0.00021629i,-6.7872e-05+0.00032387i,-0.0009408+0.00038462i,-0.00088234+0.00031079i,-0.00031272-7.1447e-05i,-0.00022263-0.00034964i
-0.00021267-0.002117i,-8.7596e-05-0.0023201i,0.00038282-0.0013974i,0.00090838-0.00011379i,0.0016399+0.00019054i,0.0012054-0.00053286i,0.0002488-0.00067025i,7.2363e-05-0.00050601i,0.00034182-0.00039201i,0.00024058-0.00015415i,0.00023281-5.3455e-05i,0.00012565-2.8392e-05i,-0.00012396-0.0001214i,0.00013345-9.5125e-05i,0.00032061-3.0297e-05i,0.00015704-0.00014558i,0.00056343+0.00012561i,8.0706e-05+0.00023783i,-0.00062216+4.4054e-05i,5.6668e-05-0.00038149i,0.00023861-0.00030164i,0.00066317+0.00026111i,0.00061517+0.00038558i
-0.0004695+0.00013512i,0.00012843+0.0004261i,0.0008563+0.00098973i,0.00057661+0.00074115i,0.0015882+0.0008664i,0.0020024+0.00024995i,0.00093455+0.00033389i,-0.00025151+0.00085954i,-0.00045848+0.00062161i,0.00041402+0.000514i,0.0011556+0.00037759i,0.00052299-8.6143e-05i,0.00032507+0.00016228i,0.0010604+0.00082624i,0.0013064+0.00078017i,0.0012686+0.00061667i,0.0013918+0.00010214i,0.0018059-4.0485e-05i,0.0016116+0.00037549i,0.0004405+0.00046887i,-0.00028134+4.5769e-05i,-0.00028674-0.00032892i,8.5728e-06+0.00010073i
0.0015611-0.00088036i,0.0017134-0.00071613i,0.00087043-0.00051099i,0.00038171-0.0021265i,0.00090697-0.0029777i,0.0012981-0.0018785i,0.00013478-0.00052698i,-0.00036122-0.00023947i,0.0002375-0.00010609i,2.9196e-05+0.0003234i,-0.00034654+8.7904e-05i,-0.00037363-0.00032291i,-5.955e-05+0.00013372i,-0.00066346+0.00084341i,-0.00070585+0.00029036i,6.7861e-06-0.00036624i,0.00049987-0.00020896i,0.00046518+0.00039954i,0.00011225+0.00065513i,-0.00011096+0.00031004i,0.00039078-0.0003387i,8.5964e-05-0.00067429i,-0.00039358-0.00023464i
8.2439e-05-0.00049687i,-0.00075461-5.9005e-05i,-0.0015052+0.00022738i,-0.0014056+0.00068863i,-0.00085555+0.00053044i,0.00038683-0.00059835i,0.00046741-0.0014712i,-0.00051523-0.00090042i,-0.00040574-0.00048429i,-0.00028736-0.00068003i,4.5958e-05-0.0008064i,0.00097229-0.00024957i,0.00030457+0.00077369i,-0.0010761+0.00078731i,-0.0012959+0.00031744i,-0.00063746-0.00013996i,0.00012576-0.00034883i,0.00077739-0.00063083i,0.00058326-0.00074539i,-0.00024015-0.00053458i,-0.00011154-0.00062366i,0.00021005-0.0002152i,-0.00045353+0.00033551i
-0.00097053-8.7698e-05i,-0.0012623+0.001166i,-0.0011524+0.0016855i,-3.1731e-05+0.0017835i,0.0016111+0.0016021i,0.0020196+0.00070502i,-0.00033911-0.00024439i,-0.0010998-0.0006923i,0.0001994-0.00023884i,0.00038099+0.00029552i,0.00040541+0.00019277i,0.00091983-0.00022652i,0.00016321-6.7492e-06i,-0.00086974-0.0003025i,-0.00036979-4.8623e-05i,0.00028064+0.00038362i,-0.00020969-0.00026544i,3.8604e-05-0.0006114i,0.00031615-0.00038532i,-0.00055584-0.0005539i,-0.0010255-0.00088177i,-0.0001601-0.00035098i,0.00027144+0.00038424i
0.0012985-0.0016483i,0.00099085-0.0012095i,0.0011508-0.00076113i,0.00077681-0.00031547i,0.00095177+0.00027084i,0.0004658-0.00018063i,0.00062915-0.00083933i,0.00099239-0.00046322i,0.00032221+0.0004056i,-0.00037852+0.00041078i,-0.00035544+5.6329e-05i,-0.00029952-0.00080137i,-0.00069004-0.0012274i,-0.0011548-0.00067618i,-0.001041-0.00055077i,-0.00073857-0.00079937i,-0.00039154-0.00069235i,-0.00023865-0.00049444i,-0.00011096-0.00031539i,0.00035462+2.6484e-05i,0.00028608-0.00052186i,-0.00060909-0.0014056i,-0.00089446-0.00094813i
0.0019076+0.0012477i,0.0015201+0.0013611i,0.0016815+0.0018763i,0.0019048+0.0014775i,0.0023356+0.00037736i,0.0016605-0.00041086i,0.00018982-0.0013244i,0.00049862-0.0013495i,0.0013132-0.00049132i,0.00064152-0.00019122i,-0.00095001+0.00023971i,-0.0011132+0.00064008i,-0.0007324+0.00053428i,-0.00044206+0.00059617i,-0.00019078+0.00025754i,-0.00051628-0.00013699i,-0.00032257+0.00022025i,0.00071619+0.0008304i,0.00074766+0.00076706i,-0.0002999+0.00012151i,0.00016364+0.0003845i,0.00083794+0.00080063i,-6.9612e-05+0.00068183i
0.00086115-0.0013783i,-0.00015407-0.0022682i,-0.00032585-0.0014849i,-0.00066642-0.00065662i,-0.00053828-0.00052368i,-0.00014584-0.00028536i,-0.00034374-0.00054763i,-1.8843e-05+0.00012091i,2.7109e-05+0.00067975i,-0.00062695-9.3141e-05i,-0.0011919-1.6449e-05i,-0.0012203+0.00026025i,-0.0010262-4.8659e-05i,-0.00026688-0.00061084i,-7.0548e-06-0.0001412i,-5.6112e-05+0.00031223i,0.00014735+0.00033627i,-0.00060518+0.00032921i,-0.0010357+8.8842e-05i,-0.00058391-0.00028167i,-0.00046381-0.0001768i,-0.00033299+0.00018122i,-0.0002579+1.5734e-05i
0.00092741-0.0017704i,0.00024043-0.0011628i,0.00023541-0.00077207i,0.00027278-0.00023476i,0.0015687+0.00068059i,0.002289+0.00094692i,0.0012345-0.00019182i,0.00061021-0.00041435i,-0.00023395+0.00068125i,-0.00019911+0.00072043i,1.1706e-05-0.00028636i,-0.00045241-0.0016514i,-0.00042579-0.0020178i,1.0297e-05-0.0012937i,4.3867e-05-0.00024381i,-0.00011706-0.00016985i,-3.8219e-05-0.0003975i,8.8986e-05+0.00036237i,-1.9209e-05+0.00063317i,0.00018579+9.1124e-05i,0.00056171+5.8811e-05i,0.00033057+7.8831e-05i,-0.00040968+0.00033147i
-0.0007703-0.00089213i,-0.00093477-0.0011487i,-0.00091782-0.00093642i,-0.00023163-0.00050954i,-1.6628e-05+0.00037635i,-0.00010851+0.00048835i,0.00013135-2.3761e-05i,0.00040441+9.8489e-05i,0.00041221-0.0001627i,6.5691e-05-0.00045885i,0.00034492-0.00040414i,0.00071996+0.00043395i,0.00035256+0.00053708i,-1.4441e-05-3.1851e-05i,-1.3955e-06+0.0003469i,0.00030807+0.00022302i,0.00068773-5.3772e-05i,0.00051748-0.00024669i,-0.00011954-0.00031069i,-0.00024281-0.0003371i,-2.0183e-05-0.00030271i,3.2863e-05-0.00020591i,-1.3588e-05-0.00052797i
0.00038632+0.00058805i,0.00050257-9.453e-05i,5.3716e-05+0.0011222i,0.00038669+0.00075054i,0.0016223+3.0251e-06i,0.0012934-0.00033018i,-0.00010469-0.00053657i,-0.00015949+0.00027703i,0.00037971+0.00060884i,3.4888e-05+0.00024897i,5.9317e-05-8.9214e-05i,0.00055715+4.9522e-05i,0.0007838-0.00058595i,0.0012346-0.00064182i,0.00070428-0.00031105i,0.00067542-0.00058366i,0.00080267-0.00067683i,0.00050715-0.00039679i,0.00025273-0.00024649i,9.159e-05-0.00062984i,0.00051156-0.00048792i,0.00073639+0.00010833i,0.00033456+0.00056855i
-0.0016699+0.0010338i,-0.001763+0.0013641i,-0.001948+0.0018462i,-0.0017937+0.0032954i,-0.00019562+0.002654i,0.0013332+0.0008599i,0.0017321+0.000257i,0.0005525+0.00070036i,-0.00010817+0.00063206i,6.542e-06+0.00064493i,-7.0845e-05+0.00069281i,-0.00016504+1.5975e-05i,-0.00011436-0.00010185i,-1.7236e-05+0.00046167i,-0.00061307+0.00061338i,-0.00058685+0.00059366i,-0.0003755+0.0005219i,8.8998e-05+0.00031896i,0.00050463+0.0005638i,0.00061133+0.00055725i,0.00096088+0.00053622i,0.00017448+6.735e-05i,-0.0002786+9.5173e-05i
0.0017986-0.0010686i,0.0021038-0.0012087i,0.0020998-0.0011505i,0.00096133+0.00019144i,0.00095496+0.00035271i,0.00058704-0.00088271i,-0.00035111-0.0015221i,0.00070146-0.0012002i,0.0011013-0.00035865i,-1.4635e-05+0.00032282i,-0.00095497+0.00020534i,-0.00037581-0.00015953i,0.00015845-0.00038476i,-0.00014057-0.00072003i,1.2724e-07-0.00056621i,-7.7002e-06-0.00029938i,-0.00035641-0.00044806i,-0.0002886-0.00053314i,0.00051784-0.00036313i,0.00055352+0.00082866i,0.00020318+0.0011877i,0.0006508+0.00021367i,0.00081772+7.3509e-05i
0.00087732-0.00057103i,0.00073669-0.00085813i,0.0013953-0.00087893i,0.0016824-0.00015151i,0.002289+0.00033367i,0.0019917-0.00030257i,0.00076312-0.001157i,0.00037805-0.0011847i,0.00058276-0.00082288i,-4.8676e-05-0.00031597i,-0.00020195-0.00041032i,0.00033053-0.00048017i,0.00078487+7.0275e-05i,0.0011634+0.00017141i,0.00090437-0.00032247i,0.00048098-0.00076644i,0.00015523-0.00046471i,-0.00021784+0.00045561i,-0.00041035+0.00091237i,-0.00057175+8.0979e-05i,-0.00085562-0.00028752i,-0.00092705-0.0001902i,-0.00033768-0.0010716i
-0.0015811+5.9218e-05i,-0.0017479+0.00099485i,-0.0015796+0.0018115i,-0.0016316+0.0014398i,-0.000214+0.0012168i,0.001302+0.00072313i,0.0011108+3.2819e-05i,0.00045574-0.00047607i,0.00070048-0.00061459i,0.0012018-0.00049004i,0.0010996-0.00011535i,2.8531e-05-0.00015788i,-0.00041236-0.00039565i,-0.00025797-0.00018099i,-0.00067011+1.6188e-05i,-0.00056495-9.3299e-05i,0.00024764+0.00036451i,0.00068444+0.00044394i,0.00039244+0.00031105i,-1.8794e-05+0.00062939i,-0.00020045+0.00075162i,-0.00068988+0.00088802i,-0.00094319+0.0010855i
-0.00076905+0.00063664i,-0.0015154-0.00041043i,-0.0028862-0.00098805i,-0.0020218-0.0003231i,-0.00027619+0.00041797i,8.2679e-05-5.8665e-06i,9.4812e-05-0.00046814i,-4.1746e-05-0.0001789i,-8.6326e-05+0.00056304i,0.00053506+0.00025062i,0.0005407-0.00059484i,0.00034483-0.00034933i,0.00013218+0.00048696i,-0.00031604+0.00094981i,-0.00074785+0.00078914i,-0.00013007+0.00053034i,0.00095974-0.00024002i,7.6621e-05-0.00032399i,-0.0011034-0.00026783i,-0.00054214-0.00023125i,-4.9225e-05+0.0003704i,-0.00052417+0.00031107i,-0.00043352+2.6712e-06i
0.0024122-3.6584e-05i,0.0018096+0.00034477i,0.001911-0.00014527i,0.0010231-0.00045768i,0.00065116-0.00069435i,0.00039469-0.00092828i,0.00012199-0.0011419i,0.0007078-0.00088204i,0.0011825-0.00034611i,0.0009478-0.00039458i,0.00077928-8.5912e-05i,0.00071221-0.00026264i,0.00035525-0.0011474i,-0.00019405-0.0011932i,-0.00016812-8.5291e-05i,0.0001412+9.1096e-05i,-0.00018138-0.0010634i,-9.1965e-05-0.0011054i,0.00047349-0.00078425i,0.0007831+0.00012915i,-0.00012622+0.000846i,-0.0012681+0.00020723i,-0.00084831-0.00037246i
-0.00075013-0.0015196i,5.581e-05-0.002235i,-0.00071791-0.0012676i,-0.0010455-0.00023981i,0.00039133+0.00045881i,0.0015907+0.00066976i,0.00050698-0.00026845i,6.4484e-05-0.0010118i,0.001094-0.00069418i,0.0012609-0.00060812i,0.0010456-0.00041361i,0.00098107-0.00039786i,0.00062869-0.00017211i,0.00049776+0.00011259i,0.00064169-0.00012531i,0.00067023+5.2739e-05i,0.00040371+4.3129e-05i,2.1739e-05-0.00013558i,0.00042762-0.00051755i,0.00051155-0.00048859i,-0.000477-0.00036831i,-0.0002993+0.00029897i,0.0001998+0.00041628i
0.0003176+0.0010325i,8.254e-05+0.0010163i,0.00031497+0.00093999i,0.00061895+0.0012553i,0.0001334+0.00082138i,-0.00014607-0.00045044i,-8.7053e-05-8.0822e-05i,0.00028474+0.00076016i,0.00036902+0.00056525i,7.5961e-05+0.00050492i,0.00060443+0.00067412i,0.0002726-9.6947e-05i,0.00028719-0.00067652i,0.00071206-0.0011055i,0.00050383-0.00091474i,0.00055193-0.0003529i,0.00073246-0.0003123i,0.001279-8.2307e-05i,0.0014971-0.00015936i,0.0011262-0.00038464i,0.0011915+0.00016709i,0.0011094+0.0001774i,0.00013977-0.00025758i
-0.00067622+8.6549e-05i,-0.00086026+6.4558e-05i,-8.4631e-05+2.4124e-05i,0.00099858-7.1867e-05i,0.0020737+5.8133e-05i,0.0017227-0.00021888i,7.5825e-05-0.00039799i,-2.5808e-05+0.00011119i,0.0010806-0.00010198i,0.0011005-0.00043523i,-3.6502e-05-0.00071312i,-0.0002756-0.00050217i,0.00024707+0.00027166i,0.00021461+0.00045419i,-0.0004668+0.00042886i,-0.00047826-0.00091067i,-0.00068268-0.00091383i,-0.0008214+9.7006e-05i,-0.00019829+0.00024541i,0.00017053+0.00071101i,0.00016326+0.00092839i,0.00029791+0.00012843i,-8.3203e-05-0.00037484i
0.0016243-0.002841i,0.0014844-0.0040072i,0.00079498-0.0040427i,0.00035559-0.0022743i,-0.00026019-0.0015613i,-0.00064852-0.001146i,-0.00047236-0.0008691i,-0.00028047-0.00098717i,0.00017159-0.00086088i,0.0005195-0.00021644i,0.00040682+0.0003861i,-9.6835e-05-0.00015509i,-0.00059731-0.0009854i,-0.00086926-0.0011799i,-0.00029879+8.2046e-05i,0.00025156-0.00017078i,0.00013233-0.00045704i,-0.00028533-1.447e-05i,-0.00049977-0.00018221i,-0.00050689-0.00072439i,-0.00026184-0.000452i,-0.00033486+8.0255e-05i,-0.00097028-0.00022038i
0.0020951+0.0019146i,0.0024668+0.0028017i,0.0020701+0.0024791i,0.0023391+0.0021528i,0.0022284+0.00050526i,0.0011507-0.0012661i,0.00030492-0.00070799i,-4.7505e-05-0.0002258i,1.7249e-05-0.00033628i,-0.00020168-0.0006714i,-0.0010429-0.0010049i,-0.00065166-0.00077951i,0.00016794-0.00028955i,0.00021113-0.00033704i,0.00012735-0.0001416i,-0.00027614+0.00047549i,-0.00038188+0.00020686i,-6.6622e-05+0.00056292i,0.00043886+0.00115i,0.00078492+0.00038268i,8.6864e-05-8.717e-05i,-0.0010001+0.00034671i,-0.0012821+0.00022767i
0.0012357-0.001908i,-0.00042146-0.0014483i,-0.00055269-0.00064335i,0.0002104-0.00026934i,0.00027478-0.00038377i,-3.4105e-05-0.00013675i,-0.00025062-0.00052822i,-4.3608e-05-0.0008145i,0.00041037-0.00063901i,0.00081835-0.0006789i,0.0012097-0.00069832i,0.00081295-0.0004765i,-0.00027512-1.279e-05i,-0.0004139+1.2728e-05i,-8.0382e-05+0.00038501i,0.0003827-2.0363e-05i,0.00047156-0.00098198i,0.00045225-0.00078441i,0.00077592-0.00011433i,0.00035398-0.00020754i,0.00016239-0.00072005i,-0.00045452-0.00057931i,-0.0010103-0.00054128i
-0.00027095-0.00072544i,-0.0012174-0.00060689i,-0.0015373-0.0001158i,-0.00070084+0.0008561i,0.00019536+0.00079606i,0.00046019+5.8787e-05i,-7.2831e-05-0.00016979i,-0.0004018+0.0004363i,-0.0002143+0.00032617i,6.114e-05+3.4467e-07i,0.00066724+0.00038997i,0.00081904+0.0005769i,0.00020487+0.00025717i,-0.00079207+0.00031937i,-0.00085781-4.489e-05i,0.00026833-0.00032466i,0.00083671-7.9059e-05i,0.00067901-3.3108e-06i,0.00034242+0.00070027i,-0.00043385+0.0010545i,-0.00073834+0.00035066i,0.0001999-0.00017119i,0.0010144+0.00018749i
0.00056742-0.00103i,0.00092196-0.0020675i,0.0016426-0.0024999i,0.0012208-0.0021649i,0.00099253-0.0019205i,0.00037048-0.0012682i,0.00016644-0.0010107i,0.00038461-0.00045851i,-0.00018162-0.00024875i,-0.00051375-0.0011571i,0.00035645-0.0011645i,0.00078217-0.00013962i,0.00035449+0.00033955i,-0.0001113+0.0001375i,-0.0003122-0.0004047i,0.00013828-0.00052434i,-7.9221e-05-2.9907e-05i,-0.00046313-0.00044917i,-0.00090206-0.00049965i,-0.00037753-1.4818e-05i,-0.00044832+0.00020707i,-0.00042689+0.00026803i,0.00050037+0.00025683i
-0.0025158-0.0014353i,-0.0018362-0.00071644i,-0.0021989+0.00047299i,-0.0020609+0.0018962i,-0.00077554+0.0017142i,0.00045469-8.3099e-05i,0.00049739-0.00067407i,0.00025178-0.00032837i,0.00047454-0.00029318i,0.00072129-1.4762e-05i,0.00015201+0.00026853i,-0.00052996+0.00077389i,-0.00012354+0.0012893i,-9.2126e-05+0.0012918i,-0.00044403+0.0011572i,0.00021004+0.00021091i,0.0003181-0.00049065i,0.00068156-0.0007946i,0.001338-0.00017767i,0.000744+6.7407e-05i,-0.00017351-0.00074134i,-5.214e-06-0.00019018i,-0.00012762+0.0010927i
-0.00032806+0.00081637i,-0.0022194+0.0011194i,-0.0024492+0.0017382i,-0.0015097+0.0014305i,-0.00024445+0.00082426i,0.00038241-0.00025112i,0.00023333-0.00055205i,0.00013082+0.00036039i,0.00034758+0.00092026i,0.00075627+0.0013258i,0.00043067+0.00049297i,0.00015836-0.00089747i,-8.2955e-05-0.0012778i,0.00014175-0.00028148i,-1.8456e-05+0.0003051i,-7.0851e-05-0.00041541i,0.0001761-0.0005769i,-0.00075278+0.00045594i,-0.00062003+0.0010623i,0.00054392+0.0010191i,0.00035055+0.00088488i,6.9351e-05+0.00033204i,-7.7005e-05-0.00046555i
0.0017127-0.00094382i,0.000664-0.0013705i,0.000929-0.001807i,0.0014667-0.00084252i,0.0011554+0.00010562i,0.0001544-0.00096233i,-0.00011414-0.0017036i,0.00024654-0.00021749i,-8.597e-05+0.0007617i,-0.0010629+0.00063246i,-0.001463+0.00046023i,-0.00066149+0.00031637i,0.00056289-5.4436e-05i,0.00052833+0.00019176i,0.00072793+0.00027006i,0.0012288+0.00069291i,0.00046622+0.00094301i,-0.0004768+0.00017679i,-0.00030022+0.00030229i,0.00029219+0.00041892i,-5.4199e-05-0.000129i,-0.00030175+0.0003186i,0.00016611+0.00049094i
-0.0016391+0.00018489i,-0.0014782-0.00083633i,-0.0018497-0.00040522i,-0.0011632+2.3108e-05i,0.0010045-0.00030632i,0.0010032-0.00071548i,-0.00011732-0.00080085i,-0.00043102-0.00025619i,0.00031142-0.0001105i,0.00035315+5.0207e-05i,0.00014224-0.00010926i,0.00076343-1.7608e-05i,0.00058047-5.6776e-05i,4.2857e-05-0.00076698i,-0.0002478-0.00048506i,-0.00050655+0.00035769i,-0.00050399+0.0005507i,-0.0001051+0.00041122i,0.00016482+0.00081114i,-7.757e-05+0.00036344i,-0.00013114-0.00065106i,-0.00013563+0.00018688i,-7.3478e-06+0.00058809i
0.00037148+0.0013298i,0.00059279+0.0011748i,-6.6533e-05+0.0020909i,-9.3644e-05+0.0014672i,0.0010039+0.00074703i,0.00047989+0.00085944i,-0.00041078+0.00074756i,2.6812e-05+0.00011382i,0.00060849-0.00032233i,0.00096465-0.00012945i,0.00094329-0.0002159i,5.8656e-05-0.00036042i,-0.00029064-0.00039849i,7.5317e-05-0.0003417i,0.00025429-0.00064055i,0.00040584-0.0011481i,0.00039183-0.0010459i,5.9439e-05-0.00053788i,0.0002763+0.00023835i,0.00070834+0.00081869i,0.00077261+0.00015317i,0.00067021-0.00052098i,0.00037992-0.0010973i
-0.00080468-0.00054658i,-0.00087134-0.00059848i,-0.0006931-0.00053724i,0.00073145+0.00014004i,0.0016721+0.00070471i,0.00095948-0.00016379i,-0.00035765-0.0005104i,-0.00084926-0.00030951i,2.5766e-05-0.00013805i,0.00069538+0.00026393i,0.00079242+0.0002852i,0.0013599+0.0003725i,0.0015423+0.00065204i,0.00031734+0.00012207i,-0.00011114-0.00060883i,8.5359e-05-0.00075768i,-9.8989e-05-9.7903e-05i,-1.3876e-05+0.0001528i,2.5018e-05-0.00027427i,0.00016269-0.00049139i,0.00070667-0.00054646i,0.00054479-5.7771e-05i,0.00010836+0.00021482i
-0.0018829-0.0013388i,-0.0021864-0.0010964i,-0.0021878-0.0013725i,-0.0012544-0.00062512i,-0.00019183+9.4638e-05i,-3.6685e-05+0.00065163i,0.00047772+0.00082889i,0.0012175+0.0013507i,0.00074695+0.0011308i,-0.0001323+0.00046657i,-0.00012348+0.0010727i,0.00021497+0.0011899i,-5.4168e-05+0.0014793i,-0.00030266+0.0019608i,-0.00064565+0.0014162i,-0.00070356+0.0006703i,-0.00075132+0.00013713i,-0.00089028-0.00032376i,-0.00053761+8.4661e-05i,-0.00038824+0.00012904i,-0.00029328-0.0001546i,-0.00034592+0.00040444i,-0.00061447+0.0006346i
-0.0013232-0.0012639i,-0.0016276-0.0010697i,-0.0015629-0.0016555i,-0.00030428-0.0010239i,0.0012817-0.00033252i,0.0016534-0.001087i,0.0011279-0.0012448i,0.00025074-0.00024572i,3.9364e-05+0.00059458i,-0.00013705+0.000461i,-0.00021088+0.00026703i,-9.3147e-06+0.00017249i,6.9639e-05+1.9197e-05i,2.6787e-05+0.00023936i,-0.00026362+0.00057663i,0.00036578+0.00059739i,0.00061572+0.00021169i,0.000555-9.5479e-05i,0.00023006-0.00024053i,8.659e-05+0.00036267i,0.00017881+0.00092485i,-2.6319e-06+0.00062587i,0.00015549-0.00031807i
-0.0026679+0.0004972i,-0.0037623+0.0015815i,-0.004109+0.0020537i,-0.002295+0.0021376i,-0.00036334+0.0022677i,0.00078066+0.0015202i,0.00011919+0.00035296i,-0.00040439+0.00037786i,-0.00063764+0.0008113i,-0.00050571+0.00040852i,-8.2324e-06+0.00023759i,5.8028e-05-1.6656e-05i,-0.00012725+0.00053678i,5.4955e-05+0.0015721i,0.00013065+0.0011461i,-0.00034155+0.00025841i,-0.00082984-0.00018543i,-0.00089995-0.0005105i,-0.00074682-0.00053015i,-0.00046469-0.00089407i,-7.5624e-05-0.00055918i,-0.0001879-0.00016194i,-0.00089546-0.0011325i
0.00078454-9.3784e-05i,-3.1681e-05-0.0010195i,-0.0011734-0.00053576i,-0.00057821-7.2814e-05i,0.00046077+0.00010331i,0.00097183-0.00075573i,0.00069669-0.001273i,-0.0006091-0.00088199i,-0.00019793-0.00027289i,0.0010282+0.00019433i,0.00099501-0.00037739i,0.00066935+5.1519e-05i,-0.00026815+0.00082034i,-0.000892+0.00034563i,-0.00049817+0.0001332i,8.4721e-05+0.00044647i,0.00068832+0.0009276i,0.0015514+0.0011441i,0.0011722+0.00093216i,0.00053258+0.00072637i,0.0012105+0.00076265i,0.00095993+0.00094631i,-0.00020849+0.00023841i
