0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
-0.00051862-0.00039812i,-0.00075428-0.0014533i,-0.00023079-0.00079723i,0.00083386+0.00030273i,0.0014588+8.9552e-05i,0.00035025-0.00056518i,0.00085847-0.0010533i,0.0016157-0.0010219i,0.00089041-0.0011776i,0.00010089-0.0018258i,0.00023484-0.0011327i,0.00038259+0.00016153i,-6.9807e-05+0.00065104i,-0.00065176+0.00043442i,-0.0011759-0.00027882i,-0.0010309-0.00099739i,-0.00058374-0.0014749i,-0.00048942-0.0011414i,-0.00022896-6.8913e-05i,-0.00023879+0.00055519i,-0.00088191+0.00053904i,-0.0010917+0.00065591i,-0.0011071+0.00029873i
0.00094891+0.0010385i,0.0024772+0.00081775i,0.0037806+0.00064834i,0.0030135-0.00088959i,0.001298-0.0014745i,0.00055272-0.00028904i,0.00084719+0.00077873i,0.00067244+0.00079081i,0.00037053+0.0002308i,-6.3187e-05-8.4479e-05i,-0.00064883-0.00022671i,-0.00042813+0.00023182i,-0.0004575+0.00057689i,-0.00032905+0.0003261i,-0.00019616-0.00030506i,0.00030785-0.0004744i,0.00050369-0.00064262i,-0.00022163+0.00011042i,-9.3874e-05+0.00077991i,0.00025815+0.00076085i,3.9268e-05+0.0007322i,-0.00036975+0.00072049i,-0.00053368+0.00018499i
-0.00029697-0.00091358i,-0.00052905-2.3404e-05i,-0.0017842+0.00029692i,-0.0015214+0.00047668i,-4.9695e-05+0.0013421i,0.00049469+0.00099757i,0.00038972-0.0001467i,0.00050055-0.00021961i,0.00058276-0.00015618i,-0.00023938-9.1658e-05i,-0.00087486+0.00049301i,-0.00058182+0.00043354i,-1.0065e-05-3.5247e-05i,0.000955-0.00049646i,0.0010417-0.00049983i,0.00057217-0.000281i,0.0002564-0.00034244i,0.00030673-0.00075314i,-0.0001509-0.00072025i,-0.00019974+0.00046244i,0.00035139+0.0011977i,0.00011629+0.0008722i,-6.0932e-05+0.0001172i
-0.0002852+0.00029687i,0.00036028+0.00088056i,0.00013814+0.00049578i,-0.00097322+0.00080125i,-0.00081277+0.0017963i,0.00025096+0.0022379i,-0.00026887+0.0011846i,-0.0012652-7.5204e-05i,-0.00077198-0.00045035i,-0.0001355-0.00054576i,-0.00059638-0.00045411i,-0.0010861-0.00016634i,-0.0013217+0.00024339i,-0.0010731-0.00021563i,-0.00045916-0.00011995i,-0.00067201+0.00063394i,-0.00095337+0.00053175i,-0.00030605+0.00032499i,0.00013704+0.00048664i,0.00039485+0.00050668i,0.00024927-0.00013355i,0.00013138-0.0011495i,0.00040534-0.00089068i
0.00036439-0.00051557i,0.00044351-0.0013962i,0.00025121-0.00076191i,0.00041221+0.00097808i,0.00092015+0.0010866i,0.0010983+0.00029599i,0.0010652+0.0005424i,0.00070254+0.00046862i,0.00015225-0.00011742i,0.00066441+0.00015754i,0.00094749+0.00030795i,-0.00011386+0.0006009i,-0.00087033+0.00022858i,-0.00060317-0.00045805i,-5.5632e-05-0.00012458i,0.00048701+0.00021926i,0.00026713+0.00010803i,-6.1072e-05-0.00014329i,-0.0005552-0.00042338i,-0.00045054-0.00026897i,0.00037699+0.00019982i,0.00055617+0.00028933i,0.00047025-9.68e-06i
0.00068866+0.0013473i,0.0037379+0.00125i,0.0036963-0.00027641i,0.0028725-0.0014613i,0.0025164-0.00098837i,0.001196-0.00039557i,0.00042117+0.00046131i,-0.00011489+0.00052425i,-0.00032802+9.6195e-05i,-0.00015087-0.00026242i,-0.00058595-1.5157e-05i,-0.00076485+5.1654e-05i,-0.00013789-0.00074471i,9.0559e-06-0.0010647i,-0.00087843-0.0010666i,-0.0010709-0.00087993i,-4.7983e-05-5.4752e-05i,-3.6294e-05+0.00046159i,-0.00054582+0.00042047i,-0.00018719-0.00027697i,0.0002375-0.00080106i,-0.00022533-0.0004668i,-0.00085676-0.00025816i
-0.00075749-0.0015809i,-0.0018272-0.0011288i,-0.0019603-0.00058647i,-0.0014392-8.8708e-05i,-0.00092247+0.00046461i,0.00035137-5.0833e-05i,0.00052919-0.00025978i,0.0004257-0.00054216i,0.00059694-0.00079456i,7.5646e-05-0.00031408i,0.00016574+0.00011321i,0.00052868+0.00066245i,0.0012141+0.00080534i,0.00158+0.00037977i,0.0016629-2.2766e-05i,0.0017186-0.00067404i,0.001125-0.00068717i,0.00042652+0.00029322i,1.9879e-05+0.00037284i,0.00033367+0.00031881i,-0.0001542+2.6217e-05i,-0.00061344-0.0005489i,-3.3582e-05-0.00024193i
-7.0644e-05-0.00049579i,0.000811-0.00064688i,0.00048349-0.00037727i,-0.00010824+0.00043362i,-0.00037587+0.0012654i,0.00043007+0.00084263i,0.00063742+0.0001906i,-0.00066799+0.00063069i,-0.0010093+0.00018892i,0.00021704-0.00087612i,0.00091114-0.00063693i,-8.6555e-05+2.4271e-05i,-0.00012103+0.00025966i,0.00084957+0.00012751i,0.00078082-0.00052635i,0.00051986-0.00022846i,-0.00010693+0.00038873i,-0.0007612-0.00016245i,-0.00091631-0.0005452i,-0.00024451-0.00016845i,0.00013576+0.00021544i,-2.5246e-05+0.00025032i,-0.00065878+1.2858e-05i
-0.0014592+0.00052645i,-0.00047856-0.00063255i,0.00047671-0.00068951i,0.00057407+0.00060985i,0.00042813+0.0015313i,0.00057707+0.00040094i,0.00044194-0.00024691i,-6.3422e-05+0.00026591i,-0.00048932-0.00010231i,-0.00018683-0.00062178i,-0.00031209-0.00066142i,-0.00066491-0.00076264i,-0.00012723-0.00068668i,0.00015386-0.00068817i,-3.9852e-05-0.00091171i,0.00021429-0.00029793i,-1.166e-05+0.00032442i,-0.00042937-0.00014387i,-0.00017722-0.00035036i,-0.00034489+0.0005012i,-0.00025326+0.00081234i,0.00058307+0.00031598i,0.00053716+9.0133e-05i
-0.0005743-0.00018435i,0.0019974-4.6122e-05i,0.0021463-0.00011413i,0.0001535-0.00026835i,0.00039206+0.00025593i,0.00098283+0.0005002i,0.00044341-0.00040369i,-3.281e-05-0.00070328i,0.00075465-9.9141e-05i,0.0013847+0.00035696i,0.00076696+0.00013834i,0.0006458-0.0003916i,0.00075349-0.00049637i,0.0010084-0.00022528i,0.0010086-0.00027035i,0.0003263-0.00050987i,0.00030918-0.00035163i,0.00012709-3.3261e-05i,-0.00046016-0.00026836i,-0.00049674-0.00032332i,-0.0011075-5.5028e-05i,-0.0015069-0.00062506i,-0.00048434-0.00093352i
-3.8738e-05+0.00053977i,0.00068391+0.0006251i,0.00049281+0.00052922i,0.00019163+0.0003341i,0.0009887+0.00065883i,0.0014266+0.00024123i,0.00065439-0.00036739i,-5.2499e-07-0.000555i,-0.00021849-0.00040488i,-0.00068548+1.9442e-05i,-0.0008137-0.00015514i,-0.00041644-0.00047501i,-0.00035473-0.00054004i,0.00013529-0.00018524i,0.00053721+0.00057687i,8.2226e-05+0.00079479i,-0.00059516+0.00033907i,-0.0011582-0.00033543i,-0.00094169-0.00044943i,-0.00048931+0.00028478i,-0.00032148+0.00029041i,-0.00040554-9.4336e-05i,-0.00061223+0.00032189i
-0.00030268+0.00013936i,0.00050245+0.00088119i,0.0011394+0.0012038i,0.0015575+0.00064626i,0.0013425+0.0003253i,0.0011302+0.0006329i,0.00062827+8.1489e-05i,-0.00026185-0.00049586i,-0.00018541-0.00049778i,0.00047305-0.00042239i,0.00074128-0.00044082i,0.00056351-0.00049926i,0.00073513-0.00034374i,0.00080272-0.00040041i,0.0005095-0.00038022i,0.00042177-0.00019754i,7.7192e-05+7.2958e-05i,-0.00058296-0.00012495i,-0.00068594-0.0001672i,-0.00048278+0.00025793i,-0.0010677+0.00039784i,-0.0010136+0.00011209i,1.4634e-05-8.5735e-05i
0.001653+0.00017494i,0.0027473-0.00097083i,0.0025729-0.0009795i,0.0019615-0.00083125i,0.0017034-0.00025491i,0.0012366+0.00025956i,0.00024722+0.00064577i,0.00017879+0.00033005i,-0.00014638+0.00054669i,-0.0013239+0.00061198i,-0.0014495+0.00052849i,-0.00088987+0.00053617i,-0.0009971+0.00059554i,-0.0012022+0.00076521i,-0.00099565+0.00081311i,-0.00036599+0.00060442i,0.00053916+0.00055034i,0.00039633+0.0011869i,-0.00029126+0.0013572i,-0.00041132+0.0012111i,-0.00047063+0.0012839i,-0.00042038+0.00065603i,-0.0001999-0.00030211i
0.00098614-0.00022058i,0.0018742-0.0016147i,0.0012267-0.0015181i,-0.00045817-0.00076767i,-0.0010404-0.00026831i,-0.00021522-0.00071299i,0.00052134-0.0015909i,0.00063341-0.00065089i,0.00032301+0.00020655i,0.00053805+6.8192e-05i,0.00049299+0.0003201i,0.00037584+0.00036251i,0.0012125-0.00035353i,0.0012599+6.3894e-05i,0.0015189+0.00075536i,0.0016505+0.00060493i,0.00086509-0.00025945i,0.00083518-0.00028466i,0.00031195+0.00020362i,-0.001021+0.00021999i,-0.00040938+0.00064829i,0.00059711+0.00096449i,0.00075085+0.0003836i
-0.00051806-0.0019576i,0.00031548-0.00084473i,0.00025706-5.1846e-05i,-0.00088685+0.00048141i,-0.00072776+0.0016026i,0.001425+0.0016244i,0.0012367+0.0010655i,0.00012098+0.00074366i,0.00018553+0.00056184i,0.00064427+0.00052221i,0.00074973+4.6299e-06i,0.00029661-0.00076722i,0.00051591-0.00064028i,0.0014539-0.0004942i,0.0010022+2.5993e-05i,0.00067506+0.00048754i,0.00065109+0.00039413i,0.00068578+0.00026799i,0.00093811-0.00023267i,0.000282-8.4951e-05i,-0.00046715+0.00053002i,-0.00063468+0.00099764i,-0.00056387+0.00079974i
-0.00077081-0.0013773i,-0.0013172-0.0016742i,-0.0016159-0.0011406i,-0.00035152+0.00023534i,0.00022201+0.0017137i,0.00060747+0.0010442i,0.0014196-0.00029298i,0.00092178-0.0001252i,-0.00017453-2.079e-05i,-0.00085167+0.00039849i,-0.00064683-2.255e-05i,0.0002057-0.0010264i,0.00069944-0.00062344i,0.00029799+5.291e-05i,0.00056369+4.3519e-05i,0.00067093-0.00056365i,-0.00017147-0.00034592i,-0.00042815+0.00013806i,-0.00045079-8.7095e-05i,-0.00082394-0.00048762i,-0.00062508-0.0010197i,-0.0001125-0.00029841i,-0.00019199+0.00022004i
-0.00014992-0.00064261i,-0.00049632-0.0005291i,-0.0017001-0.001334i,-0.0016735-0.0012737i,-0.00053584+2.804e-05i,0.00018747+0.00079518i,0.0008068+0.00051302i,0.00083749+0.00055779i,0.00082338+0.00072122i,0.00080627+0.0011963i,-2.581e-05+0.0011459i,-0.00023064+0.00029306i,0.00053652-0.0010746i,0.0012582-0.001537i,0.00083785-0.00042985i,0.00030352+6.4124e-05i,-5.3087e-05-0.00049346i,0.00030299-0.00056166i,0.00079744+5.0266e-05i,0.00029594-0.00039536i,0.00029468-0.00012557i,0.00058463+0.00085537i,-6.9562e-05+0.00080604i
-0.00092946+0.0014196i,-0.00080015+0.0015151i,-0.00059992+0.001311i,0.00071917+0.0015253i,0.0022516+0.001134i,0.0019666-2.9351e-05i,0.00079333-0.00092418i,0.00049273-0.00069526i,0.00053153-0.00042242i,0.00036128-0.00068245i,-0.00020595-0.00029395i,-0.00093157+0.00026922i,-0.0012158-0.00081173i,-0.00018599-0.0016015i,0.00056597-0.00014575i,0.00028563+0.00080658i,0.00021403+0.0001401i,0.00053564-0.00046942i,7.6011e-06+0.00040872i,-0.00074582+0.00092551i,-0.0012134+0.00093806i,-0.0011329+0.00077951i,-0.00024887-0.00026149i
0.0030258+0.0010354i,0.0038999-0.0010217i,0.0036916-0.0026412i,0.0022001-0.0022773i,0.00082782-0.0010003i,-8.4038e-05-0.00075949i,0.00045974-0.00029419i,0.00094023+0.00053557i,0.00038121+0.00020107i,-0.00041628-4.4885e-05i,-0.00044108+4.8431e-05i,-0.0006298-0.00017868i,-0.00039978+0.00033855i,-0.00015198+0.00057872i,-0.00058595+0.00025852i,-0.0004051-0.00021478i,0.00058087-0.00066532i,0.00086314-0.00036175i,-7.4466e-05-0.00016777i,-0.00038714+0.00031281i,5.284e-05+0.00035898i,6.2409e-05-0.00023878i,-0.00040827+0.00041424i
-0.0025402-0.0016172i,-0.0019448-0.0003357i,-0.0014533+0.001494i,-0.00053515+0.0016376i,0.0011263+0.0016005i,0.0012331+0.001506i,0.00096671+0.00016741i,0.00082889-0.00081051i,0.0010084-0.00070113i,0.0013959-0.00037295i,0.00043432-0.00021071i,-0.00057977-8.6878e-05i,-0.00049089-0.00090337i,0.00028425-0.0014566i,0.00052225-0.00051849i,0.00038683+0.00019696i,7.579e-05+0.00078226i,-9.7217e-05+0.00051277i,-0.00041019+7.7005e-05i,-0.0006479-4.5187e-05i,-0.0010382+0.00040164i,-0.00085362+0.00079389i,4.2127e-05+0.00033729i
0.00015518-0.0013388i,-0.00011464-0.0017535i,-0.00024249-0.0013829i,-0.00060134-0.00037842i,0.00054126+0.0006609i,0.0011992+0.00088094i,0.00097222-0.00013718i,0.0004318-0.00059691i,-1.7144e-05-0.00026609i,-0.00013383+0.00038806i,-4.5856e-05+0.00054099i,0.00025416+9.5165e-05i,0.00032713-0.0001374i,0.00016373+0.00012145i,0.00013818-0.00065307i,0.00030184-0.0014355i,0.00067223-0.0014084i,0.0012351-0.00088755i,0.0012805-5.584e-05i,0.00053487+0.00018412i,-0.00011275-1.2291e-07i,-0.00041055+1.8042e-06i,-0.0006096-8.0614e-05i
-0.00048933+5.693e-05i,0.0006604+0.00012611i,0.0011538-0.00022222i,0.00068915-0.00028677i,0.00019069+0.00040651i,-0.00035154+0.0003298i,-0.00066588-1.8264e-05i,-0.00046829-7.1137e-05i,0.00049603+8.0907e-05i,0.00060027+0.00022456i,-7.3788e-06+0.00011868i,-0.00019368-0.00020116i,-8.2682e-05-0.0005253i,0.0001097-0.00094476i,0.0002815-0.0010817i,0.00058985+0.00039998i,0.00010298+0.00062059i,-0.00062211-0.00031695i,-4.302e-05-0.00072506i,0.00055787-0.00054583i,-0.00039019+7.4174e-05i,-0.00073122-7.2817e-05i,-1.5228e-05-0.00054422i
0.0012923-0.00039582i,0.00096985-0.00047133i,0.00096106-0.0006393i,0.00070359-0.00023206i,-0.00021575+0.00019295i,0.00040569+0.00077429i,0.0011566+0.0010478i,0.00083838+0.00016516i,0.00040325-0.00095956i,9.9534e-05-0.00097859i,6.1434e-06+0.00035936i,-4.8196e-07+0.0008166i,0.00062021+0.00024424i,0.00095837+0.00015638i,0.00081961+0.00070353i,0.0010233+0.00091661i,0.00075955+0.00052605i,-0.00012161-8.6667e-05i,3.9096e-05-0.00022374i,0.00085667-0.00017476i,0.00080828+2.5814e-05i,0.00021922+0.00020569i,-0.00016-0.00014164i
0.0010262+0.00046329i,0.00085039+0.00084629i,0.0016043+0.001039i,0.0028828+0.0006851i,0.0029277+0.00022431i,0.0018049-0.00045475i,0.000279-0.00083954i,-0.00056014-0.00082443i,-0.00057377-0.00038813i,-0.00044698-0.00011049i,0.00024403-0.00058681i,0.00051784-0.00080226i,0.00051389-0.0007878i,0.00060034-0.0004888i,-5.3624e-05-0.00083196i,-0.00017961-0.0013906i,-0.00012268-0.0010266i,-7.1063e-05-0.00028912i,0.00069888+0.00013949i,0.00025889-2.6958e-05i,-0.00056022-0.00013901i,-0.00039549-0.0007893i,0.00050566-0.00069091i
-0.00037502-0.00039005i,0.00060647-3.0558e-05i,-0.00011558+0.00035096i,-0.00028784+0.00066744i,0.00025035+0.00095208i,0.00074397+0.00080975i,-5.8732e-05+2.5802e-05i,-0.00067525-0.00060238i,-0.0003985-0.00063799i,-0.00010879+0.00019882i,-0.00064918+0.00051267i,-0.00052399+0.00076208i,6.6174e-05-3.636e-08i,0.00042299-0.00090085i,0.0011104-0.0006822i,0.0012102-0.00042698i,0.00073663-0.00034352i,0.00078792-0.00054328i,0.00092426-0.00050117i,-0.00028136-0.00058651i,-0.0007407-0.00035014i,-0.00032016+0.00020825i,-0.00031797+0.00077757i
0.00056006-0.00045625i,0.00092558-0.0014523i,0.0017633-0.00076715i,0.0015819+0.00071215i,0.0013319+0.0010366i,0.0016017+0.00041055i,0.001391+0.00019854i,0.00060472+0.00041697i,0.00049889+0.00021373i,0.00046464-0.00037159i,0.00020531-0.00045591i,-0.0005199-0.00037017i,-0.00020264-0.00019665i,0.00035277+0.00029428i,-0.00035792+0.00057303i,-0.0011974+0.00085629i,-0.00055705+0.0014837i,0.00027467+0.001472i,0.00013479+0.0011667i,-0.00041555+0.00061311i,5.1696e-05+2.3388e-05i,0.00094065+0.00051263i,0.00075108+0.0007019i
-7.8716e-06+0.00092847i,0.00062327+0.00048955i,0.00065825+0.00026368i,0.0012305+0.00061482i,0.0017452+0.00098247i,0.00096622+0.00076959i,0.00050767+2.8052e-05i,0.00092919-0.00047398i,0.00051671+0.00032882i,2.5486e-05+0.00056555i,0.0004377+0.0004744i,0.0011319+0.00063449i,0.0010914+0.0007299i,0.0011898+0.00053892i,0.0013443+7.5225e-05i,0.00059725-6.7277e-05i,-7.0193e-05+0.00046656i,-0.00010618+0.00081577i,-0.00022489+0.00033609i,-0.0011772-0.00034395i,-0.0014985-0.00059147i,-0.00042284-5.1818e-05i,-0.00015739+0.00022289i
0.00023546-0.0006565i,-0.00038834-0.001876i,-0.00019429-0.0015663i,-6.2074e-05-0.00074616i,0.00020876-0.0002413i,0.00024444+0.00066013i,-0.00014885+0.00080579i,-0.00065492+0.00060139i,-0.00089772+0.00038414i,-0.00044207+0.00025714i,3.3254e-05+0.00069002i,3.7767e-05+0.00054898i,-0.00014745-4.3207e-05i,-6.0545e-05-0.00046111i,4.7964e-05-0.0010529i,-0.00068891-0.001862i,-0.0014273-0.0020555i,-0.00094342-0.0011141i,9.7572e-05+0.00025125i,0.00010394+0.0004858i,-0.00033197+0.00034201i,0.00012546+0.00029002i,0.00074165-0.0006453i
4.4954e-05+0.00078147i,-5.6148e-05+0.0017329i,-0.00027113+0.0024001i,6.527e-05+0.0016832i,0.00069071-0.0002107i,0.00092184-0.0014528i,0.00016038-0.0012004i,-0.00031351-0.00052892i,0.00021192-0.00015252i,0.00055502-0.00042434i,0.00089564-7.6578e-05i,0.0010609+0.00042252i,0.00017874-0.00022449i,-0.00059269-0.00039001i,-0.00050833-0.00062295i,0.00023485-0.001037i,0.00065132-0.00090758i,0.00010457-0.0012406i,-0.00019303-0.00084445i,-0.00049182-3.7438e-05i,-0.0008289+0.00010721i,0.00064259+7.8657e-05i,0.00146+2.0445e-05i
0.0015111-0.00073452i,0.0016575-0.001851i,0.00098511-0.0024246i,-0.00045868-0.0015054i,-0.00032895-0.0003886i,0.00054988-7.7063e-05i,0.00088656-0.00073737i,-0.00015212-0.00071668i,-0.00075335-0.00017936i,-0.00055884-0.00058654i,-1.5534e-06-0.0010687i,-4.8632e-05-0.00048086i,8.9036e-06+0.00031356i,0.00055578+0.00054249i,0.00012663+0.00021992i,1.1231e-05+0.00022953i,0.0003695+0.00022762i,0.00017303-6.6987e-05i,-0.00019155+0.00041756i,0.00017517+0.00040338i,-9.3928e-05+0.00044987i,-0.00084406+0.0011159i,-0.0012339+0.0012825i
-0.0012339-0.00042615i,-0.0009237+0.0004989i,-0.0002884+0.00017148i,0.00066386+0.00063188i,0.0011819+0.00042762i,0.00083101-0.00021395i,0.0011191-9.7871e-05i,0.0015396+3.1597e-06i,0.00065125+0.00038821i,-2.3722e-05+0.00034855i,0.000379+0.00011392i,0.00094097-0.00048734i,0.001246-0.0009143i,0.0018264-0.00077605i,0.0023493-3.1344e-05i,0.0012138-0.00019279i,0.00019678-0.0010837i,-0.00015834-0.001444i,-0.00071472-0.0011023i,-0.00038992-0.00027562i,0.00046702+7.6229e-05i,0.00040525+0.00045934i,0.00053562+0.00024521i
-0.0013434-0.0020419i,-0.00091559-0.00071774i,-0.00053289+0.0012596i,0.00016496+0.0019478i,0.0011275+0.0020031i,0.00095529+0.0020244i,0.00034861+0.0013042i,-0.00035073+0.0010295i,-0.00072583+0.00089398i,-0.00020264-3.0258e-05i,0.00082511-0.00014795i,0.0011221-0.00031574i,0.00098673-0.00061027i,0.0012119-0.00039832i,0.00076787-0.0010763i,0.00066986-0.0012368i,0.001329-0.00087038i,0.00077857-0.0017097i,0.00070514-0.001181i,0.00049857-2.6819e-05i,-0.00039704+0.00023063i,-0.00073447+0.00022126i,-0.00029919-0.00031172i
0.00077143+0.000216i,0.0011034-0.00013009i,0.0002976+8.1871e-05i,-0.00036584+0.00047679i,-0.00012928+0.00061871i,0.00038525+0.00030608i,0.00044025-0.00050996i,0.00012089-0.00051878i,2.0373e-05+0.00025561i,-0.00041298+0.00060737i,-0.00068615+5.8919e-06i,2.579e-05-0.00012032i,-0.0001352+0.00048899i,-0.00061489+0.00020173i,-0.00025205+0.00014923i,-0.00022843+0.00049809i,-0.00013632+5.7078e-05i,-0.00018459-0.00020012i,0.00033235+0.00027736i,0.000643-0.00031905i,-0.00033845-0.0010613i,-0.00065085-0.00062641i,0.00025922+0.00082631i
0.00010212+0.0014077i,0.00029552+0.00064863i,-2.5287e-05+0.00084263i,-0.00031549+0.0002875i,0.00048786-0.00077888i,0.0014528-0.0007849i,0.00092697-0.00060819i,-0.00048004+0.00039268i,-0.00076478+0.00080649i,0.00038364+0.00035974i,0.00066496+0.0001872i,0.00019457+0.00078379i,-0.00025304+0.00081161i,-0.00046454-0.0002305i,-0.00044609-0.00018407i,0.00021166+0.00032793i,0.00044032+0.00036163i,-0.00013616-0.00010905i,-0.0010665-0.00018868i,-0.0016244+0.00025663i,-0.0017153+6.0957e-05i,-0.0005898-0.00032741i,0.00034878-0.00043182i
-0.00028304+0.00062467i,0.001342+0.00043289i,0.0015335-0.00017455i,0.0012406-0.00017761i,0.0013483+0.00037895i,0.0013705+0.00065659i,0.00053042+1.0569e-05i,0.00012552-0.00022651i,0.00051966-0.00021565i,0.00060271-0.00024849i,0.00060616-0.00030973i,0.00025143-0.0011238i,2.7924e-05-0.00083043i,0.00041947-0.00052036i,0.00065377-0.00031224i,0.00038+0.00050961i,0.00060196+0.00059525i,0.00083569-4.207e-05i,-9.6999e-05-0.00049217i,-0.00062576+0.00014952i,-0.00059015+0.0004818i,-0.0003811-0.00027364i,0.00011897-0.00048273i
0.00040017-0.00049614i,5.5054e-05-0.00039798i,-1.6758e-06-0.00067657i,0.00043107-0.00077983i,0.00060023+0.00034132i,0.00089082+0.001198i,0.00022864+0.00038559i,-0.0011485-0.00024682i,-0.00089142-0.00023401i,-0.00016774-0.00029648i,-0.00024022-0.00035365i,-0.00039639-0.00041206i,-0.00074406-0.00011643i,-0.00042345-2.3091e-05i,0.00047588-0.00012856i,0.00058243+5.772e-05i,-4.1025e-05+0.00034531i,-0.00043622-7.676e-05i,-0.00017655-0.00069485i,-0.00010778-0.00028052i,-0.00043419+0.00034011i,-0.00080256+0.00056874i,-0.0006929+0.0004978i
-0.00063724+0.00096555i,-5.5057e-05+0.0013868i,-0.00071987+0.0017862i,-0.0010274+0.0019167i,-0.00045312+0.0014158i,0.00059808+0.00040562i,0.00050001+0.00087809i,-1.9049e-06+0.00069809i,0.00011874-0.00010531i,0.00046097-0.00018339i,0.00062135-3.4877e-05i,2.2372e-05+9.4786e-05i,0.00011168-3.5953e-06i,0.00017897-2.5415e-05i,0.0001528+0.00035956i,0.00056949+4.1518e-05i,0.0002564-9.7467e-05i,0.00077837+0.00018906i,0.00078652-7.4943e-05i,3.0449e-05-0.00084892i,-2.7764e-05-0.0010739i,0.00031252-0.00023733i,0.00013283+0.00023521i
0.0010742+0.00044867i,0.00067588-0.0006594i,0.00035632-0.0022697i,0.00043582-0.0028879i,0.0009063-0.0011147i,0.0017347+2.6577e-07i,0.0012522-4.1968e-05i,-5.2629e-05-0.0002591i,-0.00049041-0.00015973i,9.8573e-06-0.00021116i,0.00049846-0.00050512i,0.00033365+0.00022572i,7.5392e-05+0.00060765i,-0.00053964-9.4096e-05i,-0.00089633-0.00033539i,-0.0013374+7.2494e-05i,-0.00072249+0.00026192i,-0.00017514+0.0010561i,1.2558e-05+0.0015765i,0.0004294+0.0016064i,0.00089756+0.00076029i,0.0010487-0.000374i,0.00062834-0.00026816i
-0.00068114+0.00073761i,0.00032426+0.0011868i,0.0010168+0.00059235i,0.0014368-0.00046068i,0.0020781+0.00019303i,0.0019784+0.00069148i,0.00097131+6.4162e-05i,0.00031227-0.00013171i,0.00052312+0.00018194i,0.00065564-0.00018155i,0.00024199+0.00030876i,1.6287e-05+0.0010659i,0.00040711+0.00032223i,0.00069126+9.0382e-05i,0.00029163-0.00017934i,-0.00022445-0.00010561i,-5.2061e-05+0.0012069i,0.00042723+0.0013522i,0.0006021+0.00049649i,0.00038129+0.00011684i,1.0501e-06-0.00056381i,0.00032485-0.00056698i,0.000784+0.00016254i
0.0015966-0.0017754i,0.0012193-0.0017975i,0.00073486-0.0017692i,0.0002042-0.0010452i,0.00024543-0.00064699i,0.00024665-0.00049824i,-0.00015986-0.00023467i,-0.00040574+0.00020302i,1.8009e-05+0.00023698i,0.00011621-0.00043178i,-0.00016156-0.00076956i,-3.5955e-05-0.0002303i,0.00033117+3.1087e-05i,0.00029211+0.00052322i,-0.00017146+0.0014987i,2.9594e-05+0.00080862i,0.00011798-0.00019875i,-0.00012698+4.745e-05i,0.00010483+0.00026965i,0.00014998+0.0002881i,-0.00051968-4.9806e-05i,-0.000254-0.00034106i,0.00025277+0.00032826i
0.00040963+0.0010437i,0.0013721+0.0006802i,0.0010151+0.0009257i,0.00043761+0.0011855i,0.0003214+0.00079044i,5.9264e-05+0.00041409i,-0.00024652+5.7692e-05i,-7.1666e-05-0.00028844i,0.0002703-3.4063e-05i,0.00051109-2.5699e-06i,0.000557+9.9867e-05i,0.00080341+0.00013927i,0.00047886-0.0004373i,-0.00023842-0.00096905i,-0.00026121-0.00087939i,0.00060402-0.00087752i,0.00071544-0.0008682i,0.00052802-0.0011185i,0.00053388-0.00077516i,6.254e-05+0.00040181i,-0.00039702+0.00038229i,0.00020057-9.1541e-05i,0.00058237-4.8286e-05i
0.00099732+0.0003012i,0.0011845-0.00042672i,0.00080109-0.0014466i,-0.00036902-0.0012154i,-0.00058127-0.00024349i,-0.00018655+0.00021934i,-4.6434e-05-2.6732e-05i,-0.00011382-0.00050118i,3.4552e-05+3.7961e-05i,6.2701e-06+0.00054888i,4.4263e-05+5.6549e-06i,7.5901e-06+0.00033043i,-0.00056914+0.00062414i,-0.00010671+0.00055863i,0.00062774+0.0013736i,2.7184e-05+0.0014004i,5.961e-05+0.00092861i,-4.4177e-05+0.0006379i,-0.00043148-0.00012883i,-0.00049404-0.00019646i,-0.00033294+8.578e-05i,-0.00044556+0.00016729i,-0.00031818+1.5507e-05i
-0.00055469-0.0016904i,0.00045729-0.0016058i,0.00041473-0.00087569i,-0.00020514-0.00018356i,0.00060111+0.00081028i,0.0021374+0.0008121i,0.0019265+0.00032832i,0.000875+0.00055302i,6.2404e-05+0.00073275i,-0.00073075+0.00038385i,-0.00069473-0.00052214i,-8.8824e-06-0.00060919i,-2.5186e-05-9.1141e-05i,0.00052145+0.00032936i,0.00099321+0.00052025i,0.00078623+0.00024554i,0.0005508+0.00079151i,0.00032535+0.00061913i,0.00013977-0.0012421i,0.00023482-0.0017707i,0.00097394-0.0013292i,0.0010441-0.00080664i,0.0002504+8.858e-05i
