0.00029476+0.0011705i,0.00011908-0.00021133i,-0.0013175-0.0018119i,-0.00080236-0.0035553i,-0.00012814-0.0026493i,-0.00037782-1.5316e-05i,-0.0012057+0.00063734i,-0.00093939+0.00049714i,0.00023818+0.00017897i,0.00094559+4.1142e-05i,0.0002639-0.00026241i,0.00019373-0.0010675i,0.00044807-0.00074895i,-0.00031391-0.00048032i,-0.00057546-0.00036367i,9.4319e-05-0.00048679i,0.00072157-0.0011998i,0.00058372-0.00087411i,0.00032039-7.3787e-05i,0.00065508+0.00027992i,0.00044104+0.00018408i,-0.00010465-5.2738e-05i,5.2326e-05-0.00055983i
0.0021405+0.00087759i,0.0024889+0.0016261i,0.0030473+0.00047467i,0.0043563-0.002475i,0.0031836-0.0041688i,0.00096825-0.00391i,0.00043925-0.0025508i,-0.00056869-0.0012996i,-0.00054938-0.0011292i,0.00043629-0.0010513i,0.00070038-0.00092359i,0.00033132-0.0011273i,1.6463e-05-0.0016732i,0.00044505-0.0017482i,-0.00024303-0.0010466i,-0.00089673-0.0010263i,-0.00047582-0.001281i,2.874e-05-0.00084039i,0.00047561-9.7928e-05i,0.00076984+0.0004398i,0.00091788+0.00012682i,0.00079924+1.9744e-05i,0.00072512+0.00047533i
0.00020767+0.001363i,-0.00061476+0.0016884i,-3.4766e-05+0.00052133i,0.0020149-0.000369i,0.0028259-0.0014968i,0.0013839-0.0016321i,-0.0011228-0.00084012i,-0.0010251-0.00055142i,-0.0005401-0.00071982i,-0.00088059-0.00035875i,-0.000203-0.00043911i,0.00069612-0.00041436i,0.00049103-7.4822e-05i,-6.7036e-05+8.8771e-05i,6.3958e-06-0.00030848i,-4.5985e-06-0.0010271i,0.00010401-0.0011418i,-3.7832e-05-0.0002477i,-2.9646e-05-8.1957e-05i,0.00019765-0.00012632i,-0.00031806+9.2952e-05i,-0.00047048-3.3606e-05i,0.00021009+4.4609e-05i
0.00054811-0.0021263i,0.00016111-0.0027488i,-0.0014052-0.0030776i,-0.0022097-0.0023066i,-0.0012461-0.00088942i,-0.00076204-0.00056777i,-0.0008067-0.0012402i,-0.00050246-0.0015553i,-0.0006443-0.00080352i,-0.00084574-0.00038331i,-0.00037794-7.5904e-05i,-4.4066e-05+0.0005421i,-0.00058826-6.9552e-05i,-0.00057109-0.00086616i,0.00026077-0.00072689i,-0.0001022-0.000675i,-0.00083514+8.6513e-05i,-0.0012303+0.00048866i,-0.00074865-0.00050889i,0.00048373-0.00072405i,0.00089636-0.00078423i,0.00051153-0.00056543i,-0.00020317+0.00046132i
-0.00012222+0.0025485i,0.002673+0.0024271i,0.0042546+0.0013516i,0.005097-0.00055869i,0.0053355-0.0020502i,0.0025336-0.003335i,0.00070541-0.0030275i,0.00034938-0.001641i,-0.00050643-0.0011215i,-0.0010761-0.00098293i,0.00023494-0.00079774i,0.0016913-0.0002532i,0.0014571-5.6867e-05i,0.00087051-0.00019009i,0.00066502-0.00030987i,0.00064454-0.00077796i,0.00057844-0.0004333i,0.0003448+0.00078764i,-0.00040074+0.00096116i,-0.00031479+0.0010962i,0.00080063+0.0008052i,0.001235+0.00018072i,0.0010293+0.00016438i
-0.0010102-1.8254e-06i,-0.0014327+0.00043682i,-0.0015175+0.00073028i,-0.00036222+0.0012952i,0.00044784+0.00036528i,0.00072041-0.0011471i,0.00047536-0.0014281i,0.00033641-0.00060848i,0.00011054+0.00026236i,-0.00044224+0.00023048i,-0.00086751-0.00012679i,-0.0010021+0.00023401i,-0.00053247+0.0010264i,9.5894e-05+0.00012171i,0.00010395-0.00061349i,-0.00053842-0.0011817i,-0.00083661-0.00131i,-0.0010068-0.00081598i,-0.00089223-0.00063114i,3.1351e-05-2.2087e-05i,0.00051159-0.0001249i,0.00055723-0.00065719i,0.00034079-0.00060768i
-0.00064973+0.00017854i,-0.00017661+0.00066841i,-0.00032558+0.00017649i,0.00048665-0.00090128i,0.0027853-0.0010026i,0.0037701-0.00093006i,0.002647-0.00093553i,0.00080171-0.00045502i,0.00011703-0.00046377i,0.00080352-0.00025854i,0.00086676-5.3842e-05i,0.00082145-0.00069317i,0.00062687-0.00080676i,0.00030738+0.00016467i,0.00050906+0.00074591i,0.00059089+0.00017506i,0.00025588+3.3596e-05i,-0.00013356+0.00039397i,-0.00023844+0.0001314i,0.00016331-0.00090326i,-0.00018339-0.0010056i,-0.00032111-0.00051074i,0.00049654-7.4675e-05i
0.00025989+0.0011225i,-4.0603e-05+0.0011268i,0.0015194+0.0012281i,0.003426-0.00013436i,0.0028954-0.0020138i,0.00074017-0.0028438i,-0.00084075-0.0022548i,-0.00061266-0.0014834i,-0.00041567-0.00143i,-0.00085313-0.0006302i,-0.00061987+1.4795e-05i,-0.00023736-7.7222e-05i,0.00026823-0.00025801i,0.00015834-0.0004839i,0.00011604-0.00061542i,0.00043691-0.00107i,-0.00020228-0.00090443i,-0.0001336-0.0005453i,0.00040583-0.00044245i,0.00043026-0.00020577i,0.00013565-0.00032186i,-0.00038207+0.00030389i,-0.00036978+0.00069952i
0.0039693+0.0027166i,0.0049835+0.0027992i,0.0053845+0.0017782i,0.0047401-5.8381e-05i,0.0040097-0.0017089i,0.0022385-0.0026006i,-0.00078951-0.0027102i,-0.0017089-0.0022518i,-0.00055762-0.0013202i,6.4838e-05-0.0013433i,0.00045295-0.0020785i,0.00066637-0.0016182i,0.00035901-0.00087891i,-0.00019271-0.0015356i,-0.00017662-0.0016487i,-0.00057701-0.00048221i,-0.00018095-0.00014747i,0.00050241+0.00013348i,0.00049055+0.00070959i,0.0003833+0.001144i,-1.2778e-05+0.00067278i,0.0011878-0.00024718i,0.0017204+0.0001301i
0.0015216+0.0018486i,0.002392+0.0015681i,0.0023432-8.1912e-05i,0.0014849-0.0012672i,0.0014563-0.0021016i,0.001575-0.0022016i,0.00027478-0.0012442i,-0.00023981-9.5637e-05i,-0.00071698+0.00015267i,-0.00085018-0.00026956i,-0.00025608-0.00025443i,0.00026246-0.00060316i,0.00047263-0.0011853i,-0.00011452-0.0009774i,-5.9091e-05-0.0012636i,0.00014049-0.0012449i,0.00033104-0.00034044i,0.00071322+0.00079405i,0.00065307+0.0017636i,0.00038111+0.0010254i,-0.00028782+0.00031781i,-0.00039429+0.00046568i,3.5522e-05+0.00065749i
0.00022713+0.0017438i,0.00050505+0.0015531i,0.0012743+0.00045379i,0.0018745-0.0007722i,0.0018572-0.0015729i,0.00036313-0.0025849i,-0.00042169-0.0020833i,-0.00031171-0.0012794i,-0.00032715-0.00085864i,-0.0002717-0.0010708i,0.00022195-0.00043106i,0.00030239+0.00051403i,7.1596e-05-0.00028074i,-0.00014498-0.0012346i,-0.00064932-0.00061417i,-0.0001643+0.00022245i,-0.00026546+0.00030011i,-0.0011091+0.00060539i,-0.00078507+0.0009929i,-0.00019233+0.00096436i,0.00029928+0.00043414i,4.8238e-05+4.4424e-05i,-0.00046446-2.5005e-05i
0.0020293+0.00075477i,0.0010963+0.00099558i,0.00056253-7.3343e-05i,0.0011557-0.0011756i,0.000717-0.0023643i,-0.00032515-0.0024627i,-0.00034047-0.0014412i,-0.00033723-0.0015952i,-0.00011203-0.0014922i,-8.1136e-05-0.00031154i,4.0908e-05-9.0697e-05i,0.00056224-0.00030761i,0.00085955-4.8763e-05i,0.00098695-6.8863e-05i,0.00058103+7.6942e-05i,-6.9203e-06-5.3353e-05i,-8.3004e-05-0.00030718i,-0.0008742-0.00012905i,-0.00095708+0.00031604i,-0.00064139+0.00033639i,-0.0010976-0.00057335i,-0.00073401-0.0010352i,0.00053183-0.00059542i
0.00021029-0.002486i,3.3756e-05-0.0021712i,0.00041782-0.0012937i,0.0015955-0.0020954i,0.0013732-0.0026951i,0.00015557-0.0022387i,2.1305e-05-0.0015091i,-4.1993e-05-0.00056159i,-6.7207e-05-0.00011826i,-5.7691e-05-0.00056625i,-3.5018e-05-0.00072039i,-2.4047e-05-0.00020536i,-0.00030108-0.00056741i,-0.00094345-0.00078752i,-0.0011075-0.0004137i,0.00015765-0.00014208i,0.00082771+3.7223e-05i,0.0006114+0.00030465i,0.00029688+0.00061267i,0.00073963+0.0002967i,0.0011355-0.00023753i,0.0010135-0.00012428i,0.00042003+7.6753e-06i
-0.0020095-0.0014548i,-0.0013663-0.0013544i,-0.001152-0.0012106i,0.00030175-0.0005973i,0.0012312-0.00058587i,0.0012891-0.00087031i,0.0002414-0.0011552i,-0.00028333-0.00079865i,-0.00014072-0.00012891i,-0.00032714+0.00040119i,-0.00057997+0.00010866i,-0.00014054-0.00075408i,0.00049299-0.00053165i,0.00030234-0.00010142i,1.1329e-05-0.00054685i,-3.9839e-05-0.00076995i,-0.00032956-0.00051957i,-0.00072581-0.0004278i,-0.00026986-0.00067657i,-7.4684e-05-0.00029026i,-0.00025122-9.5666e-05i,-0.00015876-0.00095174i,-0.00076387-0.00087836i
-0.0016406+0.00076234i,-0.0019047+0.00037544i,-0.0012468+0.00028995i,0.0011093-0.00046704i,0.0016199-0.00053778i,0.00020632-0.00060504i,-0.00094448-0.0012357i,-0.0009783-0.00095215i,-0.00050674+0.00015015i,-0.00048111+0.0015158i,0.00030225+0.0011089i,0.0010855-0.00012215i,0.0008246-0.00048176i,0.00059673-0.00025841i,0.00053363+0.00013796i,0.00028045-0.00017008i,-0.00018168-0.00018726i,-0.00089116+0.00019825i,-0.00070461+0.00022916i,-0.00011922+0.00035377i,-6.9463e-05+0.0011232i,0.00033002+0.00095322i,0.0010648+3.422e-05i
0.00020593-0.000139i,0.0004297-0.00026535i,0.0006782-0.00065374i,0.001037-0.00081536i,0.00089475-0.0020231i,-0.00017939-0.0023716i,-0.0014316-0.0014884i,-0.0017192-0.00096085i,-0.001194-0.0010984i,-0.00093955-0.00047176i,-0.0004382+0.00063142i,-2.6946e-05+0.00075556i,0.00044729-0.0002227i,0.00069863-0.0010865i,0.00054564-0.00063953i,0.00011924-0.000455i,-0.00039103-0.00070536i,-0.00038263-0.00025533i,-0.0005536+0.00028188i,-0.00094857+0.00053595i,-0.00079361+0.00068378i,-0.00057537+0.00085871i,-0.0002305+0.0008187i
0.00021894+0.00076276i,-0.00018908+0.00088562i,2.9851e-06-0.00010536i,0.00049681-0.00044079i,0.00056611-0.00046578i,0.00071104-0.00041505i,-0.00010905-0.0005527i,-0.00020997-0.000746i,0.00059003-0.00045299i,0.00076621-0.00098099i,0.00076827-0.00076698i,0.00010568-0.00025983i,-0.00039387-0.00014272i,-0.00028899-0.00011874i,0.00038425+0.00018675i,0.00075175+0.00066335i,0.00019544+0.0008324i,-0.00056814-0.00021944i,-0.00053889-0.00034503i,-0.00028507+0.00054307i,-3.3141e-05+0.00022298i,0.00040963+0.00019666i,0.00088385+0.00010175i
0.0013784-0.00020771i,0.0021528+0.00030609i,0.0020983-0.00012467i,0.0017633-0.0011035i,0.0018847-0.0029389i,0.0011503-0.0036486i,0.00035342-0.0015061i,-0.00012586+4.6147e-05i,-0.00051078+5.7657e-05i,0.0001381+8.5042e-05i,0.0002203+0.00067045i,-1.0726e-05+7.7894e-05i,-0.00025781-0.0010336i,-0.00034243-0.0012827i,0.00022866-0.00087015i,-0.00018249-0.00058367i,-0.00023607-0.00052629i,-0.00080771+0.00025338i,-0.0013212+0.00072434i,-0.00071852+0.00084546i,0.00028108+0.0011724i,0.00068313+0.00093521i,0.00067459+0.0003904i
-0.001433+0.001409i,-0.00060663+0.0013487i,-5.2429e-05+0.00086796i,0.0011888-0.00019422i,0.0026397-0.0013296i,0.0013513-0.001296i,-0.00017404-0.0012151i,4.9223e-05-4.7464e-05i,0.00024775+0.00049693i,0.00040679-0.00060808i,0.00024707-0.00077653i,0.00018189-0.00024631i,0.00099164-0.00026148i,0.0015028-0.00046857i,0.001185-0.00025461i,0.00054588-0.0005526i,-7.6877e-05-0.00015552i,0.00046484+0.00017355i,0.0010818-0.00012294i,0.00046012-0.00047502i,0.00051392-0.00044464i,0.00074438-8.5381e-05i,0.00041809-0.00043066i
4.7003e-05+0.00073475i,-0.00055193+5.66e-06i,0.00038436-0.00010363i,0.0020723+0.00048443i,0.0022837-9.9917e-06i,0.0014949-0.00051609i,0.00015867-0.00027193i,-0.0010341-0.00025199i,-0.00092486+8.5865e-05i,-0.00089787-0.00035024i,-0.00021171-0.00066997i,0.00082131-0.00014694i,0.00053879+0.00034243i,-0.00027414+0.00067062i,-0.0002053+0.00036825i,0.00020936-0.0010611i,2.5632e-05-0.0016003i,-6.6331e-05-0.00079726i,0.00057578+0.00011025i,0.00059025-0.00017262i,0.00099136-0.0007023i,0.00098398-0.00093535i,0.00066389-0.0010304i
-0.0021791+0.0020135i,-0.0014385+0.0019685i,-0.0010705+0.0011552i,-0.00054069+0.00016011i,0.00073258-0.00078198i,0.0013108-0.00080795i,0.00016517-8.8354e-05i,-0.00074706-0.00059189i,-0.00053758-0.00090434i,-0.00066301-0.00085355i,-0.00042449-0.00018567i,6.039e-05+0.00038644i,-6.824e-05-0.00018008i,-1.628e-05-0.00038069i,-9.9845e-05-0.00032758i,6.2436e-05-0.00029448i,0.00053343+0.00015284i,0.00057845+0.00032461i,0.00032958+2.3291e-05i,3.9225e-05-0.00031616i,0.00018459-0.0002241i,0.00061061+5.8502e-05i,0.00022792-0.00047596i
0.001594-0.0003529i,0.0013424-0.0010987i,0.00095297-0.0020502i,0.0019442-0.0024952i,0.0019887-0.0030098i,0.00091721-0.0028606i,-0.00021118-0.0020831i,9.1827e-05-0.0018762i,0.0005419-0.0012837i,6.6685e-05-0.0005415i,0.00031691+0.00010655i,0.00039895+0.00044146i,0.00018569-0.00033154i,7.3851e-05-0.00029413i,0.00023176+0.00053608i,0.00013367-0.00015993i,-0.00048838-0.00064028i,-0.00096464-0.0002622i,-0.00065724+0.00027151i,-0.00034369-0.00054891i,0.00033763-0.001648i,0.00066478-0.00042869i,0.0003953+0.00083428i
0.00022836-0.000304i,-0.0007243-0.0002423i,0.00021543-0.00024133i,0.0018777-0.0001186i,0.0021817+3.2828e-05i,0.0014039-0.00089103i,-0.00044556-0.0012444i,-0.00079981-0.0006699i,3.2819e-05-0.00025446i,5.2712e-05-0.00027535i,-0.00052763-0.00089226i,-0.00076353-0.0012108i,-0.00028884-0.001372i,0.00039412-0.0006677i,0.00036166+0.00024014i,-0.0001711-0.00012157i,-0.00020251-0.00014378i,0.00066839+0.00092434i,0.00060516+0.0008214i,-0.00049833+0.00042268i,-0.00036322+0.00055915i,0.00064681+0.00077787i,0.0010189+0.00019588i
0.002095+0.0014602i,0.0021661+0.00038884i,0.0025783+0.00047933i,0.0025903-0.0003103i,0.0021297-0.001682i,0.0010786-0.0024473i,-0.00023386-0.0022364i,-0.00074203-0.0015206i,0.00010235-0.00079419i,3.9918e-05-0.00039528i,0.00013213-0.00072316i,0.00062863-0.0007077i,0.00037881-0.00014737i,0.0003262+0.00065323i,0.00017853+0.00081948i,0.00014051+0.0002601i,0.00029584+0.00010343i,0.00034536+0.00054936i,0.00067814+0.00067927i,0.00083202+0.00018317i,0.00086657-0.00035004i,0.00077041-0.0003903i,0.00040889+3.3815e-05i
0.00207-0.00097915i,0.0017614-0.00089729i,0.0018437-0.00071191i,0.0021307-0.00054774i,0.0019785-0.00132i,0.0010218-0.0019904i,0.00010551-0.00087891i,2.7603e-05-0.00031842i,0.00034834-0.00067226i,-0.00054574-0.00071021i,-0.00090985-0.00095021i,-0.00054594-0.00092891i,-0.00024945-0.00062864i,-4.0148e-05-0.00087378i,0.00062539-0.00099485i,0.00052991-0.00096196i,-0.00039139-0.00073327i,-0.00035862-9.3405e-05i,-0.0003788+0.00042903i,7.0548e-06+0.0005427i,-1.2592e-06+0.00033467i,-4.3246e-05-0.00026463i,-5.7092e-05-0.00029752i
0.0027092+0.00065613i,0.0032134+0.0005461i,0.0035324-0.00049377i,0.0034922-0.0022023i,0.0027642-0.0043787i,0.00094268-0.0046611i,-0.00045742-0.0026489i,-0.0006897-0.0013115i,-0.00059298-0.00074055i,-0.00078467-0.0007864i,-0.00022922-0.0010611i,0.00081708-0.0010703i,0.0007401-0.0012289i,-5.2713e-05-0.0011841i,-0.0002582-0.00067548i,-0.00022234-0.00060506i,6.1323e-05-0.00064001i,-0.00013423+6.258e-05i,-0.00026429+0.00028073i,0.00027222+9.775e-05i,0.00052704+0.00041905i,0.00026285+0.00073086i,0.00012756-0.00026217i
-1.8138e-05+0.0010109i,-0.00012949+0.0012037i,-0.00053434+0.0007476i,-0.00072636+0.00028057i,-0.00041184-0.00075743i,0.00011978-0.0017288i,-0.00033187-0.0016039i,-0.0012763-0.00054301i,-0.0015234-0.00040717i,-0.00088434-0.0011642i,-4.794e-05-0.00063867i,4.548e-05+8.1943e-05i,0.00024195+9.9288e-05i,0.00082242+0.00021916i,0.00069853-0.00020302i,0.0001582-0.0002755i,9.803e-05+0.00028698i,7.7492e-05+0.00097115i,-0.0001104+0.0012045i,-0.00023186+0.0004243i,5.2909e-05-0.00085526i,0.00077832-0.0013823i,2.519e-05-0.0009178i
3.4334e-05-0.00028851i,0.00068265-0.0010153i,0.0016585-0.0018326i,0.0025137-0.0016916i,0.0014102-0.0019203i,9.167e-05-0.0023546i,-0.00025069-0.0019989i,-0.00067353-0.0010299i,-0.00099136+7.8659e-05i,-0.00076057+0.00043647i,-0.00066932+0.00056851i,-0.0001471+0.00093272i,-8.0658e-05+0.001049i,-0.00032413+0.0010778i,-0.00060667+0.00037514i,-0.00080617-0.00045424i,-0.00047423-0.00075856i,0.00011957-0.00014027i,0.00063492+0.00069034i,0.0013377+0.00035254i,0.0016316-2.7903e-05i,0.00074957-0.00068353i,-0.0001468-0.0010457i
0.00018913-0.0011001i,0.0013271-0.00049907i,0.0013171-0.0018373i,0.00046805-0.0024012i,1.4856e-05-0.001983i,-0.00015747-0.00139i,-0.00027425-0.0015379i,-0.00040238-0.0008496i,-0.00036884-0.00021592i,-0.00010057+0.00022171i,1.6056e-05+0.00045419i,6.41e-05-0.00037379i,0.00021097-0.00049466i,0.00051746-9.4144e-05i,0.0003892-0.00041443i,0.00013628-0.00042246i,3.5584e-05-0.00023315i,-0.00019551-0.00020325i,-8.9167e-05+0.00019808i,0.00039753+0.00065717i,5.7099e-05+0.00055232i,-0.00028475-3.5822e-05i,-0.00076647-0.00033967i
0.00010281+0.0011294i,0.0010161+0.0011368i,0.001245+0.0012558i,0.0021369+0.00012394i,0.0031931-0.0016427i,0.0018066-0.0023354i,-0.00050384-0.0023755i,-0.0016463-0.0014143i,-0.0011705-0.00056597i,0.00011213-0.00057001i,0.00020363-0.00038703i,0.00031927+0.00019335i,0.00040856+0.00035265i,0.00049101+0.00033976i,0.00030172-0.00025947i,-0.00035427-0.0013749i,-0.0010166-0.00099914i,-0.0011578-0.00058103i,-0.00096448-0.00079653i,-0.00010062-0.00023824i,0.00088048+0.00028672i,0.00082683+0.0001703i,0.00045793+0.00078154i
-0.00034661+0.0012888i,0.00032881+0.00063717i,-0.00018803-5.0572e-05i,0.00039311+5.8895e-05i,0.0016417-0.00031493i,0.0016635-0.0021133i,0.00046153-0.0017799i,-0.00067413-0.00084197i,-0.0013266-0.0012739i,-0.0007843-0.0007292i,-0.00084814-0.00030469i,-0.00087036-0.0009082i,-1.8468e-05-0.00087269i,0.00028087-0.00054543i,0.00040631-0.00081215i,0.00059661-0.0003725i,0.00046631+0.00035617i,-5.9739e-05+2.1148e-05i,-0.00027765+0.00017018i,0.00055828+0.00050748i,0.00071533+0.00012835i,0.00048413-0.00012377i,0.00067167-0.00047405i
-0.0024642-0.00055704i,-0.0018638-0.00072071i,-0.0009981-0.0012189i,0.00028001-0.0012263i,0.00090238-0.0013539i,0.00066507-0.0015416i,0.00012163-0.00064504i,-0.0005752-0.00012223i,-0.00035237-0.00029748i,-0.00028141-0.00068241i,1.3057e-05-0.00081325i,0.00056592-0.00068907i,0.00056867-6.767e-05i,0.00019034+0.0005858i,0.00037589-6.577e-05i,0.00022046-0.00041086i,-0.00027407-0.00036321i,-0.00021466-3.7142e-06i,0.00011724+0.0004326i,-0.00043136+0.00030232i,-0.00071682+0.00043368i,-0.00035578+6.1125e-05i,-9.8669e-05-0.000475i
-0.00096249+0.0022115i,-0.00052911+0.0016485i,-6.9885e-05+0.0010196i,0.0023859+0.00057894i,0.004412-5.2069e-05i,0.0037535-0.001367i,0.0019479-0.0008349i,0.00065866-2.7393e-05i,0.0009939-0.00079547i,0.00093859-0.0007761i,-0.00016078-0.00050568i,-0.00010258+2.9146e-05i,0.00052967+0.0006429i,0.00083169+0.0005548i,0.0010103+3.4398e-05i,0.00096532-0.00024677i,0.0007125-1.6883e-05i,8.6729e-05-0.00030494i,-0.00033774-0.00038324i,9.7248e-05+0.00023557i,0.00050072+0.00033651i,0.00032302+9.639e-05i,-0.00014489+0.00031539i
0.00037259-0.00070618i,0.00093959-0.0012287i,0.0011736-0.00074219i,0.00013093-0.0006521i,-0.00011484-0.00096971i,6.6514e-05-0.00084571i,0.00040765-0.0011812i,0.00059876-0.0014302i,-0.00023883-0.00064136i,-0.00089036+5.6006e-05i,-0.00048375-0.00016509i,-0.00079832-0.00059365i,-0.00080845-0.0010049i,0.00049758-0.0012043i,3.8279e-05-0.00061881i,-0.0012142-0.00036268i,-0.00090389-0.0004428i,-0.00055278-0.00061317i,-0.00033501-0.00050404i,0.0003302+0.00014238i,0.00041844+0.00066979i,0.00029767+0.00028544i,0.00037549-0.00011379i
0.0001445+5.7065e-05i,0.00060124+0.00088495i,0.0014492+0.0010079i,0.0024534+0.00075035i,0.0030233+0.00020827i,0.0018596-0.00072477i,0.00060837-0.001485i,0.00016265-0.0015954i,-0.00029225-0.0012418i,-0.00045368-6.0272e-05i,-0.00027112+0.000628i,3.3087e-05-5.2953e-05i,0.00017529-0.00062776i,-0.00031621-0.00064858i,-0.00051366-0.00079166i,-0.0004154-0.00079259i,-0.00076044-0.00065631i,-0.00044013-0.00022617i,0.00045314-0.00030019i,0.00093138+0.000223i,0.00038278+0.00073657i,0.0001708+0.00025785i,0.00040095-6.823e-05i
0.00051387-0.00037146i,0.0010307-0.00035499i,0.0015433-0.00013031i,0.0012102+5.1762e-05i,0.0012646-0.0012491i,0.0014528-0.0023324i,0.0006142-0.0016041i,0.00019388-0.00096429i,-0.00015847-0.00097531i,-5.2873e-07-0.0012513i,0.00024703-0.00029633i,0.00060204-0.0002336i,0.00090554-0.00076153i,0.0004601-0.00074661i,0.00013238-0.0012456i,0.00041019-0.0011597i,0.00066594-0.00027213i,0.00023236+0.00028805i,-0.00079068-0.00035403i,-0.00087959-0.00021414i,7.4692e-05+0.00013248i,-1.2443e-05+0.00028668i,8.3624e-05+0.00067196i
-0.0011014+0.00064647i,2.5063e-05+0.00062998i,0.0018237+0.00098388i,0.0023037-0.00057052i,0.0020265-0.0027292i,0.0013892-0.0022436i,0.00035711-0.0011107i,-0.00040171-0.00044258i,0.00016432-0.0010997i,0.0011792-0.0011872i,0.0012488-0.00037675i,0.0013204+2.9473e-05i,0.00071115+0.00026354i,-0.00023403+0.0003533i,-0.00050077+0.00050915i,-0.00051911+3.4366e-05i,-0.00095609-0.0006971i,-0.00032914-0.00060952i,0.00012411+2.3425e-05i,-0.00088645+0.00041578i,-0.00078546+0.001279i,0.0001911+0.001585i,0.00065771+0.00085331i
0.00094237+0.0006804i,0.0011567-0.00077465i,0.0016109-0.00090564i,0.0015941-0.0014392i,0.001654-0.0022373i,0.00075398-0.0024817i,-0.00088819-0.00164i,-0.001253-0.00030078i,-0.0013662-0.00067525i,-0.0010613-0.0017008i,0.0001208-0.00098795i,0.0014901-8.2777e-05i,0.0010105+1.6296e-05i,-0.00064474+0.00022398i,-0.00096065-8.7744e-05i,-0.0002802-0.00041374i,-0.00015439-0.0002999i,-0.00062937+0.00041552i,-0.00017661+0.00036868i,0.00048359-3.8597e-05i,0.00044645+0.00039489i,5.5124e-05+9.0816e-05i,-0.00043253-0.00052699i
0.00068837+0.0019872i,0.0017719+0.0038749i,0.0033223+0.0020293i,0.0034211+3.2396e-05i,0.003232-0.0013524i,0.0028865-0.0013999i,0.00024526-0.00074311i,-0.00084667-0.00095797i,0.00033526-0.00044254i,-0.00053765-0.00036796i,-0.0008044-0.00068732i,0.00020239-0.00043876i,0.00051213-0.00021482i,0.0009504-0.00053422i,0.00097256-0.00056788i,0.00014421-0.0002557i,-0.00032621-4.7175e-05i,-0.00093599+3.9364e-05i,-0.00059359+0.00025043i,0.00050944+0.00012365i,0.00049601+7.4319e-05i,0.0002664+0.00067292i,5.8238e-05+0.00062979i
0.00084729-4.3981e-05i,0.00034435+0.00075873i,0.00076158+0.0013741i,0.0022036+0.00038158i,0.0021118-0.0014141i,0.0015902-0.0021594i,0.00093277-0.0017974i,-0.00025802-0.00090617i,-0.00041991-0.00093319i,-0.00023046-0.0010091i,1.4838e-05-0.00046235i,0.00028425-8.2262e-05i,0.00055952+0.00019294i,0.00080323-0.0002452i,0.0011097-0.00077989i,0.0011061-0.00030732i,0.00059224+0.00064431i,4.3161e-05+0.00074509i,0.00018214+0.00041025i,0.00092803+0.00018334i,0.00064683-0.00011501i,-0.00046775-0.00017025i,-0.00048207-0.00020491i
0.00018874-0.0013245i,0.00011123-0.00084215i,0.00086758-0.0025082i,0.00086678-0.0024268i,-0.00012547-0.0017403i,-0.00085607-0.0012677i,-0.00075763-0.00019332i,-0.00094473+0.00018457i,-0.00080999-0.00011864i,-0.00020703-0.00019483i,-0.00068227+0.00032643i,-0.0010082+0.00049632i,8.0013e-05+0.00011166i,0.00023435-0.00037206i,-0.00028606-0.00014916i,-0.00040608+0.00031677i,-0.00088207-0.00042991i,-0.00057612-0.0005022i,0.00021861+7.8443e-05i,0.00035261-0.00021904i,0.00057533-0.00052625i,0.00063424-0.0003377i,4.8867e-05-0.00026255i
0.0018507-0.0022188i,0.0013449-0.0006353i,0.0011961-0.0013435i,0.0024598-0.0022303i,0.0017838-0.0021459i,9.3778e-05-0.0013011i,-0.0006592-0.00073951i,-0.0014948-0.00033898i,-0.0018531-0.0008468i,-0.0012252-0.0012897i,-4.7297e-05-0.00089628i,0.001038-0.00022969i,0.0010851-0.00045002i,0.00053438-0.0011401i,0.00054804-0.00063367i,-0.0001094-9.5506e-06i,-0.00021146-9.0774e-05i,-7.5361e-06+0.00020471i,-0.0003099+0.0009316i,-5.5313e-05+0.00013196i,0.00042766-0.00028191i,0.00048571-2.1771e-05i,-1.1358e-05+0.00021542i
0.0015329-0.0006462i,0.00099346-0.0009466i,0.0014106-0.0015423i,0.0012563-0.0024435i,0.0014015-0.0027267i,0.001241-0.0017i,0.00089667-0.0011661i,0.00063196-0.0006421i,-0.00028038+4.9655e-05i,-0.0010215+0.00014039i,-0.00069624-1.925e-07i,-0.00015724-0.00040012i,-0.00030226-0.00088803i,-0.00037857-0.0016168i,-0.00020401-0.0019758i,-0.00022803-0.0012405i,-0.00011382-0.00072242i,0.00040939-0.00071036i,0.00022286-0.00097478i,-0.00032612-0.00099605i,-0.00021365-0.00091383i,-0.00032094-0.0011181i,-0.00022668-0.00070923i
0.00074659+0.0015128i,0.0015484+0.0024611i,0.0020093+0.001832i,0.002999-0.00010609i,0.0034713-0.0013465i,0.0023289-0.0021033i,0.00053076-0.0015466i,-0.00027461-0.00073906i,-0.00014514-0.00070844i,-0.00018954-0.00034928i,-0.00031006-0.00041043i,0.00026664-0.00057208i,0.00085768-6.0489e-05i,0.00088207-0.0002177i,0.00031315-0.00092556i,-0.0001329-0.0010755i,-0.00017349-0.00044226i,-0.00062716+0.00039155i,-0.0002854+0.00090866i,0.00084084+0.00055236i,0.00093074-0.00021276i,0.0002143-9.5331e-08i,-0.00043264+0.00029807i
