-0.0012301-0.00029107i,-0.0017755-0.00036694i,-0.0031936-0.00012842i,-0.0036953-0.00094235i,-0.0043719-0.00045333i,-0.0038176+0.0021677i,-0.0017393+0.002674i,0.00024442+0.0011806i,0.0010655+0.00031209i,0.0011328+0.00090876i,0.00094521+0.00077516i,0.00031095-5.573e-05i,-0.00043592+0.00058846i,-0.00042992+0.00075653i,0.00018995-0.0006393i,0.00017675-0.00091628i,-0.0003106-2.214e-05i,-0.00036251-4.0783e-05i,-0.00027465-0.00020425i,-0.0002356+0.0002161i,0.00054664+3.46e-05i,0.00090086-0.00019737i,0.00029812-0.00049408i
-0.0027219-0.00078676i,-0.00221-0.0010727i,-0.0027231-0.001355i,-0.0025188-0.00097747i,-0.0017955+0.00022732i,-0.00072672+0.0012614i,0.00049881+0.00087471i,0.00055425+0.00050933i,-0.00057844+0.0011425i,-0.00057033+0.001272i,-0.00032633+0.00034601i,-0.00066683+0.00094324i,-0.00013229+0.0018804i,-0.00019289+0.0016192i,-0.00056996+0.00052405i,-0.00068477+0.0006252i,-0.00077985+0.00058644i,-0.00054048-0.00031347i,-0.00017748-0.00055831i,-3.0153e-05-0.00042753i,0.00013011-0.00019716i,-7.9056e-05-5.6101e-05i,-0.00016146-0.00050646i
-0.00045041+0.00029299i,-0.00068081+3.6458e-05i,-0.0010977+0.0010549i,-0.0013659+0.00096944i,-0.001209+0.00099342i,-0.0011545+0.0010455i,-0.00044097+0.00062879i,0.00072161-0.00022789i,0.00056107-0.00036514i,0.00083242+8.0311e-05i,0.00097208+0.00059549i,0.00042542+0.0013213i,0.00030761+0.0017669i,-0.00010347+0.00073683i,-0.00085753-0.00038279i,-0.00071421-0.00066348i,7.2623e-05+0.00016227i,2.3278e-05+0.00078706i,-0.00037974+0.00078561i,-0.00057106+0.00053224i,-0.00059327+0.00014582i,-0.00031769+0.00056319i,0.00014436-0.00017725i
-0.0020101+0.0004061i,-0.00131+0.00079236i,-0.0011888+0.00064517i,-0.0019437+0.00073877i,-0.0015569+0.0010389i,-0.00053862+0.0012773i,2.0243e-05+0.00076686i,-0.00014602+0.00037957i,-0.00094079+0.00048183i,-0.00074299+0.00071282i,-0.00029706+0.00098948i,0.00060763+0.00081728i,0.0013746+0.0005645i,0.00071994+0.00071327i,-0.00045767+0.00082735i,-0.001677+0.0012453i,-0.0011596+0.0015707i,-2.7585e-05+0.0008785i,0.00025589-3.5977e-05i,0.00046379-2.0699e-05i,0.00056248+0.00052633i,0.00057179+0.00035574i,0.00028106+2.2379e-05i
-0.00037355+0.00034752i,-0.00037334+0.00046706i,-0.00049312+0.00030609i,-0.00048185-0.00073143i,-0.00082327-0.00081735i,-0.0010874-0.00041375i,-0.00020428-0.0003547i,0.001038-0.00072958i,0.0015043-0.00083962i,0.00048977-0.00063921i,-0.00059194-0.00030226i,-0.00046849-0.0004377i,0.00060503-0.00088326i,0.00079763-0.00097475i,0.00011705-0.00057526i,0.00018714+0.00011695i,-8.2039e-05+0.00089565i,-0.00029964+0.00077308i,0.00029744+0.00010623i,0.00049019-0.0001809i,0.00026429-0.00034287i,0.0004892-0.0001947i,0.00042499-0.00023031i
0.00056738+0.0011795i,0.00092352+0.0015656i,-0.0004081+0.0028804i,-0.0011086+0.0021432i,-0.0016187+0.00070915i,-0.0015547+9.7754e-05i,-0.00081395+0.00010693i,-0.00028551+0.00035584i,-0.00035318+0.00029126i,-0.00029692+0.00024864i,-0.00017911+0.0005945i,0.00045416+0.00073435i,0.0010236+0.00077682i,4.3569e-05-0.00016388i,-0.00052665-0.0010433i,-0.00021201-0.00076781i,-0.0002415-0.00010561i,7.4183e-05+0.00058261i,0.00055507+0.00057856i,-0.00010368+3.2306e-05i,-0.00049344-0.00037671i,9.2213e-05-0.00062166i,-0.00039169-0.00055778i
0.001629-0.0013097i,0.001017-0.0010559i,0.00031077-0.0022673i,-0.0012248-0.0021765i,-0.0015384-0.0011755i,-0.00082208+4.1318e-05i,0.00031117+0.00045119i,0.00080107+0.00029252i,6.8532e-05+0.00012062i,-0.0010806+0.00061068i,-0.0011581+0.00071231i,-0.0004235+0.00041754i,-0.00096007+6.1214e-06i,-0.00079091-0.00031393i,0.00026103-8.0717e-05i,0.00010511+0.0001408i,-0.00072125+8.5306e-07i,-0.00055566-0.00022008i,3.421e-05-0.00036236i,0.00059676-1.13e-05i,0.00074788+1.6406e-05i,-0.00061461-0.00079258i,-0.0013566-0.00097818i
-0.00043247+3.8348e-05i,-9.7346e-06+0.00039312i,-0.0013657+0.00029916i,-0.0021907-0.00037422i,-0.0029413+0.00056647i,-0.0017089+0.0021578i,-0.00042225+0.001207i,-0.00062789+0.00046825i,-0.00014934+0.00035155i,0.00045235+0.00026803i,0.00059678+0.00069903i,0.00030138+0.0014178i,0.0001601+0.0014675i,-8.1263e-06+0.001035i,0.00042919+0.00062779i,0.00072525+0.00040184i,6.4232e-05+0.00015743i,0.00013889+0.00046903i,5.1663e-05+0.0001269i,-0.00022438-0.00010321i,-0.00017689+0.00045314i,-0.00067653+0.00067948i,-0.00047874+0.00027805i
-0.00034996+0.00011296i,-0.0002936-0.00043519i,-0.0016339-0.00034738i,-0.0018904-1.2104e-06i,-0.0010906+0.00060803i,-0.00064634+0.00041715i,0.00031579-0.00037674i,0.0005961-0.00041399i,-4.518e-05+0.00030853i,-0.00019792+0.00012696i,-0.00020651-0.00027558i,1.4815e-06+0.00043261i,0.00078426+0.00031006i,0.0006865-0.00047828i,0.00027064-0.00038385i,0.00040532+6.9549e-05i,-1.4732e-05+1.2289e-05i,-0.00013282-0.00097374i,0.00066105-0.00071623i,0.00065697+0.00053316i,0.00028641+0.00068672i,0.00066541+0.00048164i,0.0004988+0.00040477i
0.00067428-0.0012717i,0.00041757-0.0015689i,0.00089797-0.0024322i,-0.00034894-0.0026617i,-0.002171-0.0016605i,-0.0028342+0.00025921i,-0.0011121+0.00072463i,8.0288e-05+0.00017499i,-0.00048008+5.2622e-06i,-0.0010818-0.00059054i,-0.00072871-0.00043659i,0.00053431+0.00039084i,0.00023758+0.00068291i,-0.00058085+0.00024834i,-8.0589e-05+0.00023099i,-7.2632e-05+0.0009471i,-0.00086861+0.00031135i,-0.00053522-0.00047925i,0.00044973-0.00013246i,0.00053864-0.00037637i,0.00048617-0.00094245i,0.00078291-0.00092051i,0.0011085-0.00077685i
0.0019621+0.0010174i,0.0019162+0.00099683i,0.0021118+0.00024294i,0.00010504-0.0011971i,-0.0014661-0.0015131i,-0.0017967-0.0010919i,-0.0006295-0.00088744i,0.0010951-0.00056919i,0.0011107+0.00015559i,0.00065151+0.00014569i,0.0004386-6.9606e-05i,-8.0082e-05-0.00021837i,-0.00079251-0.00033863i,-0.00075867+3.4088e-05i,-7.9826e-05+0.00016888i,6.2284e-05+0.00042674i,-0.00069352+0.00010665i,-0.0010047-0.00043392i,-0.00074875+9.9894e-05i,-0.00065748+0.0005931i,-0.00049024+0.00071275i,-0.00030506+7.3944e-05i,-0.00061229+0.00032139i
-0.00094337-0.00045827i,-0.00019726-0.00097561i,-0.00051035-0.0012768i,-0.0015293-0.00025794i,-0.0021877+0.0010652i,-0.0019069+0.0011516i,-0.00066774-0.00033501i,0.000451-0.00069676i,0.00058747-0.00025898i,-0.00011419-0.00040246i,-0.0018107-0.00040239i,-0.0013497+0.00015021i,-7.3474e-05+0.00060861i,-0.00038807-0.00021585i,-0.00088127-0.00037288i,-0.00089073+0.00024908i,-0.00056144+6.4676e-05i,-0.00037819-0.00044068i,-0.00030009-0.00016792i,0.00026024-0.00014253i,0.00098765-0.0010645i,0.00028677-0.0015093i,-0.00030841-0.00093922i
-0.00087932-0.0029039i,-0.0003683-0.0025317i,-0.0012758-0.0017251i,-0.0019473-0.00031559i,-0.0025392+0.00054431i,-0.0016452+0.0015397i,7.5543e-05+0.0016862i,0.00081612+0.00026627i,0.00035448-0.00037895i,0.00010595-0.00019087i,-0.00014731+0.00095455i,-5.8423e-05+0.0013664i,7.4117e-05+0.00085081i,-0.00064292+0.0010016i,-0.00077743+0.00068974i,-0.00033043-1.9112e-05i,0.00025686+2.6796e-05i,8.3066e-05+2.698e-05i,3.4342e-05+0.00024715i,0.000223+0.00040164i,3.3593e-05+5.674e-05i,-0.00057184-0.00027816i,-0.00057971-0.00048343i
-0.0017349-0.0024319i,-0.0021586-0.0015739i,-0.0035978-0.0025877i,-0.0028946-0.0018618i,-0.0021132+0.00044633i,-0.001638+0.0012931i,-0.00058938+0.0013514i,-0.00037208+0.00057603i,-0.0010398-9.9077e-05i,-0.0011752+0.00014675i,-0.00035009+9.3069e-05i,-0.00011061+8.8069e-05i,-0.00090746+0.00015137i,-0.00068904+2.1792e-05i,0.00015524+0.00057026i,-0.00033492+0.0015717i,-0.00062434+0.0013821i,0.00043999+0.0009342i,0.00052457+0.00088764i,0.00021889+0.00052175i,-4.5651e-06+0.00021402i,-0.00063557+0.00046499i,-0.00037918+0.00035159i
0.00069131-0.00016882i,-0.00050773-0.00073774i,-0.0011462-2.1669e-05i,-0.001374-0.00012585i,-0.0013246-0.00062197i,-0.0011151-1.6079e-05i,-0.00058578+0.00024493i,-0.00039932-0.0003185i,-0.00060725-0.00027815i,-0.00038932-5.496e-05i,-0.0004723-0.00030929i,-0.00030519-0.0003454i,-0.00077971-0.00075401i,-0.00026533-0.0018298i,0.00087841-0.0015695i,0.00025083-0.00042225i,-0.00047083-0.00036781i,-0.00025817-0.0003262i,-0.00041712+0.00013267i,-0.0002665+0.00035516i,0.00039058-4.2093e-05i,0.00062355-0.00022029i,0.00039634+2.4614e-05i
-0.00055502+0.0019016i,0.00019117+0.0018352i,0.00052528+0.0028434i,-0.00017184+0.0028688i,-0.00048608+0.0021661i,-0.00012942+0.0017662i,0.00067027+0.0012098i,0.0004395+0.00015542i,-0.00067226-0.00037601i,-0.00095438-0.00053997i,-0.00057229+0.0001927i,-5.0071e-05+0.0011839i,0.00010607+0.0011077i,6.2762e-05+0.00052001i,2.4608e-05+0.00029579i,-0.00040538+0.00021107i,-0.0009612+5.3733e-06i,-0.00050036+4.6754e-05i,-0.00017272+0.00048611i,0.00051914+0.00014342i,0.00083697-0.00018363i,0.00016937+0.00048109i,-5.1136e-05+0.001041i
-0.00086797-0.00116i,-0.0020153-0.0011551i,-0.0039021-0.0013151i,-0.0038404-0.0011342i,-0.0024022-0.00068345i,-0.0009639+0.00043668i,0.00024428+0.00090813i,-0.00037132+0.00067827i,-0.00060233+0.00048696i,1.4186e-05+0.00019261i,-3.1627e-05+0.00011957i,-0.00021764+0.00030807i,-0.00072336+0.00064707i,-0.00097926+0.00052987i,-0.00069942+0.00018339i,0.00010978+0.00069135i,0.00073643+0.00089296i,0.00080212+0.00047094i,0.00031943+0.00063193i,-0.00071863+0.00072874i,-0.0010012+0.00082725i,2.8577e-05+0.00044296i,0.0010573-0.00016032i
0.0010646-8.3132e-05i,0.0013758-0.00011151i,0.0010498-0.00049587i,0.00065859-0.0006146i,-0.00012223-0.0010452i,-0.00059639-0.00068971i,0.00016285-0.0005089i,0.00025779-0.0011695i,-0.00035324-0.0012048i,-0.0010103-0.00055914i,-0.0013252-0.00013281i,-0.001184-0.0002476i,-0.00036492+0.00020092i,-0.00015342+0.00019098i,-0.00022459-0.00016672i,-0.00045263+0.00011676i,-0.00084195+0.00021764i,-9.1594e-05+0.00016373i,0.0004556+0.00020565i,-0.00013776+2.0274e-09i,-0.00018119+0.00021062i,-0.00035621+0.00071493i,-0.00054616+0.00021669i
-0.00059178+0.00067673i,-0.0012245+0.00063871i,-0.001222+0.0020458i,-0.00050246+0.0016983i,0.00038553+0.0017054i,0.00023886+0.0020891i,-0.00066569+0.00097884i,-0.00031194+0.0001522i,-0.00064662+0.00034074i,-0.00087553+0.0002186i,-0.0011631-1.0171e-06i,-0.0011962-2.2648e-05i,-0.00011481+0.00071532i,0.00044037+0.0010141i,0.00056684-0.00026673i,0.0005706-0.00078174i,0.00020622-0.00022794i,-0.0001854+0.00095682i,-0.00046815+0.0012868i,-0.00011284+0.00069757i,1.9295e-05+0.00029185i,-0.00013439+0.00011732i,-0.00038583-5.5528e-05i
-0.00086372-0.001639i,-0.00052487-0.001868i,-0.00085259-0.0016569i,-0.0022492-0.00078604i,-0.0023136-0.00035273i,-0.0013777-0.00047155i,-0.00048102-0.00032861i,0.00029198+0.00040732i,-0.00014306+0.00040679i,-0.00063633-3.7079e-05i,-0.00053727+0.00026521i,-0.00032028+0.00075069i,-0.00028794+0.00045685i,-0.00044797+0.00061361i,-0.0005884+0.00065468i,-0.00057362+0.0003868i,-0.00082679+0.00031117i,-0.00055699+0.00046864i,0.00010736+0.00082178i,-0.00021947-3.2157e-05i,-0.00044678-3.3004e-05i,3.5581e-05+0.0013223i,-4.3806e-05+0.001472i
0.00063683-0.00057554i,0.00029988-0.00092323i,-0.00022557-0.0002865i,-0.0011241+0.00016875i,-0.0018562+0.0004782i,-0.0022695+0.00062031i,-0.0012518-9.8078e-05i,-3.1958e-05-0.00085841i,-0.00034457-0.00115i,-0.00058705-0.0010429i,-0.00013918-0.00022079i,-0.000595+0.00039038i,-0.00071055+0.00052698i,-2.3845e-05+0.00036956i,0.00052146+0.0010015i,0.00088973+0.00089236i,0.00047607+2.9731e-05i,-0.00022864+5.4729e-05i,-0.00029828+0.00058341i,-0.00027198+0.00051424i,3.627e-06+0.0007291i,2.7046e-05+0.00050025i,3.8049e-05+0.00032925i
-0.00017654+5.9822e-05i,-3.4959e-05+0.0004037i,-0.00029733+0.00088774i,-0.00083611+0.00065734i,-0.00094477+0.00012982i,-0.00017513+0.00054064i,0.00026721+0.00082454i,0.00024249+0.0011955i,-0.0004534+0.0016048i,-0.00072728+0.0012585i,-0.00047241+0.0007277i,0.00019775+0.0011053i,0.00091187+0.0013413i,0.00046259+0.00010458i,0.00052245-0.00038002i,0.0004628+0.00093465i,0.00029558+0.0010032i,0.00085128+0.00069548i,0.00027478+0.0005064i,-0.00050615+9.6258e-05i,-0.00030816+0.00018856i,-0.00015894+0.0008003i,0.00037586+0.00086991i
-0.0020459-0.00035735i,-0.0027679+0.00030606i,-0.0032619+0.00051161i,-0.0031184+0.0007481i,-0.0027853+0.0020449i,-0.0015072+0.0020128i,7.443e-05+0.00055487i,0.00035201+0.00013169i,-0.00031573+0.00092209i,-0.00063359+0.0015928i,-0.00043032+0.0012438i,-0.00026394+0.0010655i,-0.0001351+0.0011823i,-0.00024239+0.0014121i,-0.00033955+0.0014772i,1.9867e-06+0.00098074i,-0.00021521+0.0007695i,-6.2828e-05+0.00088813i,0.00020296+0.00045807i,0.00015119-0.00015465i,-3.709e-05+6.6616e-05i,-0.00028498+0.00095135i,-0.00023756+0.00048181i
-0.00051068-0.0013563i,-0.00048563-0.0017831i,-0.0011387-0.0011882i,-0.0019198-0.00028604i,-0.0016284+0.00046392i,-0.0010549+0.0006913i,-0.00056838+0.00029152i,-0.00027683-0.00036107i,-0.00049903-0.0011728i,-0.00050568-0.0016052i,-7.6275e-05-0.00076195i,0.00094035+0.00053291i,0.0018147+0.00093862i,0.0010275+0.00096063i,0.0004901+0.00083692i,0.00063776+0.00079796i,0.00023131+0.00093729i,-2.5948e-05+0.00046743i,-0.00022403+7.9646e-05i,-0.00018043+0.00046195i,0.0003125+0.00056326i,0.00016201+0.00036401i,-0.00046047+0.00079376i
-0.0011403+0.0010311i,-0.00035342+0.0022602i,-0.00063524+0.0029855i,-0.002126+0.0015529i,-0.0019499-0.00015899i,-0.00047647-0.00055198i,0.00045726-0.00096442i,0.00050363-0.00090508i,-0.00056448-0.00014052i,-0.00062468+0.00024669i,0.00054756-0.00010947i,0.0011607-0.00075788i,0.00092351-0.00073303i,-1.8309e-05-0.00040415i,-0.0002791+0.0001456i,0.00026563+0.0007437i,0.00051226+0.00051442i,0.00037606+0.00087202i,0.00033288+0.0011403i,0.00053402+0.00064582i,0.00019462+0.00048i,-9.2258e-05+0.00058035i,0.00049029+0.00044474i
-0.00016275+5.7024e-05i,-0.00063133-0.00064933i,-0.00084756-0.00022504i,0.00023677-0.00024185i,0.00026694+6.5583e-05i,-6.9119e-05+0.00021436i,0.00013324+0.000141i,5.5227e-05-0.00041662i,-0.00050719-0.00045208i,-0.00067209+0.00036294i,-0.00039355+0.00093714i,-0.00016227+0.00029407i,-0.00076467+0.00018936i,-0.00086377+0.00052408i,-0.00072032+0.00060215i,-0.00072093+0.00084123i,-0.00024986+0.00079721i,-0.00037893+0.00080096i,-0.00021892+0.00070057i,0.00034794+0.00035121i,7.6601e-05+0.00010438i,-0.00017695-0.00031676i,0.00085993-9.6754e-05i
-0.00044743+0.00030601i,0.00021931+0.00062309i,-0.00015908+0.00045857i,-0.001476+0.00014897i,-0.0020613+0.0010171i,-0.0020695+0.0014878i,-0.00070975+0.00019839i,0.0012324-0.00086219i,0.0011738-0.00093568i,0.0003706-0.0004846i,0.00021313-0.00078904i,0.00033952-0.00074046i,0.0002148-0.00099151i,-0.00050136-0.0013343i,-0.00022957-0.0010191i,9.0749e-05-0.00043657i,-0.00025776-6.1023e-06i,-0.0010408-0.00029843i,-0.0013039-0.0011118i,-0.00026178-0.0013016i,0.00062472-0.00039692i,0.00031442+0.00035384i,-0.0003545+0.00011029i
0.001241-0.0017143i,0.00095819-0.0015926i,0.00063985-0.0015067i,-0.00041586-0.0012886i,-0.0020819-0.00026566i,-0.002327+0.0014578i,-0.00079195+0.0020229i,9.495e-05+0.0015039i,1.2638e-05+0.00098837i,-0.0003471+0.00049481i,-0.00039723+7.3825e-05i,-0.00066739+0.00018435i,-0.0012731+0.00035332i,-0.00138-0.0003828i,-0.00089854-0.00074677i,-0.0008066-0.00047477i,-0.0012561+0.00017154i,-0.00061399+0.00071392i,0.00036294+0.00044923i,-0.0003225+0.00018105i,-0.00064469-8.9571e-05i,-8.9428e-05-3.6506e-05i,-0.00033723+0.0010346i
0.0014965+0.00054958i,0.00076759+0.00071119i,-0.00040691+0.00038297i,-0.00052406-0.00049272i,-0.00023754-0.0010825i,-1.4175e-05-0.0015933i,0.00013254-0.0012192i,-5.8316e-06-6.5729e-05i,-0.00087139-0.00038732i,-0.00076224-0.00075795i,0.00015621-0.00014649i,0.00045336+0.00024232i,3.6362e-05+6.6706e-05i,-0.00013547-0.00042313i,-0.00043518-0.00041302i,-0.00080052+0.00030948i,-0.00040187+0.00094795i,0.00021199+0.0011555i,0.00027693+0.00067302i,0.00048208+7.9853e-05i,0.00091075+0.00072053i,-0.00014566+0.0003341i,-0.00059099-0.00085021i
0.0016474+0.0012773i,0.0014548+0.00064121i,0.0012261-4.7233e-05i,0.00070052-2.0922e-05i,-0.00023732+0.00040103i,-0.00074881+0.00066631i,-0.00011942+0.0001841i,0.00038907-0.00025283i,-4.5757e-05-0.00021314i,0.00022008+0.00065575i,0.00048145+0.00066183i,0.00046602+0.00023864i,-0.00041526-9.965e-06i,-0.00094242-0.00065828i,-0.00066024-0.0007394i,-0.00067028-0.0003736i,-0.00024572-6.8441e-06i,-2.7552e-07-0.00060412i,0.00030994-0.00066724i,0.00082587+0.00056361i,0.00081478+0.00063512i,0.00076588-1.115e-05i,-0.00014583+7.9723e-05i
-0.0010933-0.0010932i,-0.0013511-0.0011197i,-0.001759-0.00056927i,-0.0022811+0.00016653i,-0.0020556+0.00091134i,-0.0010101+0.0018768i,-0.0002432+0.0013447i,-0.00053683-0.00013479i,-0.00048126-0.00032997i,0.00035335+2.7317e-05i,0.00016748+0.00093172i,-0.00030619+0.0011139i,0.0001495+0.00070242i,2.6689e-05+0.0006686i,-0.00025722+0.00033634i,-0.00055056+0.00061924i,-0.00079592+0.00097202i,-0.00057678+0.00072172i,-0.00032757+0.00027241i,-0.00016137+9.5362e-05i,0.00043333+0.00028268i,0.0009331+0.00011377i,0.00020806-0.00013436i
-0.00079238-0.0011541i,-0.00050496-0.0010171i,-0.00077699-0.0014362i,-0.0012365-0.002124i,-0.0014242-0.0013258i,-0.00085143+0.00045678i,0.00029306+0.0010113i,0.00014867+0.00038929i,-0.00049667+0.00035053i,-0.00048338+6.0327e-05i,-0.001038-7.5476e-05i,-0.0014445+0.00046455i,-0.0013016+0.00017251i,-0.0012314-0.00012944i,-0.0010946-1.6724e-05i,-0.0004468-0.00019702i,-0.00023887-8.0436e-05i,-0.00013235+6.8811e-05i,0.00044015+1.3891e-05i,0.00027732-0.00017806i,-0.00013491-0.0001915i,0.00029011-6.1164e-05i,0.00056105-0.00014947i
0.0022525+0.00096296i,0.00094133+0.00059568i,0.0017566-3.579e-05i,0.0019848+0.00026277i,8.3828e-05-7.1422e-05i,-0.00068838-0.00084978i,-0.00040506-6.8088e-05i,-0.00058787-0.0003537i,-0.00048298-0.0010966i,-0.00013819-0.00073253i,0.00012493-0.00031339i,0.00079181+0.00016716i,0.00078991-0.00029962i,0.0011043-0.0010074i,0.0015993-0.00089844i,0.0007706-0.00077357i,0.0001459-0.00063862i,-0.00010834-0.00014946i,-0.00029575-0.00052891i,-0.00057157+1.2261e-05i,-0.00042767+0.00063462i,0.00037409+0.00030236i,0.0010186-0.00038526i
0.00065314-0.0010941i,-0.00040287-0.0021459i,-0.00090171-0.0015486i,-0.0011558-0.0010141i,-0.0019743-0.0013043i,-0.0014827-0.00062692i,-0.00029602+0.00032982i,5.855e-05+0.00077495i,-0.00035726+0.00084412i,-0.0003547+0.00014509i,-0.00037014-2.2609e-05i,-0.00048359-0.00031633i,0.00010902-0.00061552i,0.00028785+0.00033733i,-5.9932e-05+0.00094183i,-0.00036751+0.00056409i,-0.00034852+4.6443e-05i,-8.9959e-05+0.00023117i,3.7367e-05+0.00076593i,0.00037987+0.00013396i,0.00087878-0.00034983i,0.00092529-6.8496e-05i,0.00058408-0.0003358i
0.00070163+9.8009e-05i,0.0022291+0.00036217i,0.0015073-0.00021199i,0.00050856-0.0010977i,0.00012632-0.00025779i,-0.00061301+0.0011104i,-0.00068435+0.00052298i,-0.00023445-0.00033694i,0.00039981+0.00026477i,0.0006881+0.00072899i,0.0005589+0.00057172i,-3.6463e-05+0.00040751i,-0.00050227-9.7341e-05i,-0.00058779-0.00044485i,-0.00057425-5.6947e-05i,-0.00018077+0.00078804i,-9.2696e-05+0.00091823i,-0.00084111+0.00073949i,-0.0012267+0.00014966i,-0.00044477-0.00035697i,-3.5919e-05+0.00024838i,6.6468e-05+5.7159e-05i,6.8838e-05-0.00069242i
0.0019061-0.00062251i,0.0020896-0.00073517i,0.0025674-0.0010227i,0.0016467-0.00039527i,-0.00064183-0.00047073i,-0.0011704-0.00054982i,6.3746e-05-7.2958e-05i,0.000818-0.00034424i,0.00038744-0.0011438i,-0.00021621-0.0013332i,-0.00056397-0.00087732i,-6.6352e-05-0.00027996i,9.5415e-05+0.00019568i,-0.000159-0.00031266i,0.00025109-0.00068133i,-4.2803e-05+5.74e-05i,-0.00039209+0.00084796i,-0.00041972+0.00045036i,-0.000357+0.00064404i,0.00062502+0.00084364i,0.0016598+0.00036849i,0.00075875+0.00034192i,-0.0004081+4.6229e-05i
-0.00045795+0.00015424i,-0.00038954-0.0003795i,0.0004674-0.00052112i,-0.00050371-0.00017408i,-0.00086905-0.00056424i,-0.00046262-0.00054396i,-0.00010123-3.2542e-05i,0.00067158-0.00071104i,0.00091199-0.00069033i,0.00010479-6.3954e-05i,-0.0010305-0.00031734i,-0.0010438-0.00029261i,-0.00036638+0.00019256i,-0.00028923+0.00015982i,-0.00021306+9.3183e-05i,0.00032381+0.00081051i,-0.00018447+0.0012878i,-0.00083853+0.001328i,-0.00024381+0.00073457i,0.00040248+4.7214e-05i,0.0002842-0.00012456i,8.1743e-05+3.8012e-05i,0.00062869+5.3464e-05i
0.0010514+0.0013872i,0.0013086+0.0022425i,0.00019468+0.0017998i,0.00033124+0.0011992i,0.0003331+0.0015747i,-0.00024718+0.0011691i,2.1733e-05+0.00047052i,0.00051251+4.3154e-05i,0.00035984-4.7752e-05i,0.00041115-0.00078442i,0.00033417-0.00088475i,0.00035718+4.5786e-05i,0.00057392+0.00053815i,-2.8757e-05+8.8391e-06i,-0.00016308-0.00055724i,-0.00017383-0.00015288i,-0.00021899+0.00020779i,0.00052801+0.00084244i,0.00047471+0.00087439i,0.00013934+0.00023685i,-2.4254e-05+0.00041735i,0.00031717+0.0002712i,2.5001e-05-0.00010146i
-0.0018206+0.0013369i,-0.0020299+0.0016761i,-0.0021354+0.0013693i,-0.0020778+0.00013894i,-0.0012021+0.00014566i,5.5645e-05+0.00097356i,0.00035498+0.00056839i,-9.4469e-05-0.00025441i,-0.0001603-7.1115e-05i,0.00015847+0.00012219i,1.7748e-05+8.5965e-05i,0.00036201+0.00050326i,0.00083976+0.00025484i,0.00063316+0.00044212i,0.0007132+0.00078069i,0.0010436+0.00038707i,0.00083339+0.0011307i,0.00052315+0.00099376i,0.00040277+0.00015362i,0.00061622-0.00056147i,0.00031884-0.00029791i,6.4726e-05+0.00041498i,0.00034698-1.1641e-05i
0.00060007+0.0025872i,0.0011297+0.0030613i,0.0012132+0.0028077i,0.00041272+0.001019i,-0.00055626+2.1554e-05i,-0.00064672-0.00021919i,-0.00034226-2.3261e-05i,9.3038e-05+0.00046124i,0.00038952+0.00047926i,0.00018734+0.00026614i,-0.00042192-0.00034538i,-0.00075511-7.3825e-05i,-9.7448e-05+0.00080256i,0.0003685+0.00050887i,0.00031967-5.0857e-05i,0.00063232+0.00034312i,-0.00013684+0.00061986i,-0.00058901+0.00077969i,-1.8481e-05+0.00050875i,0.00042092-0.00049039i,0.00089187-0.00018763i,0.001104+0.00076677i,0.00074447+0.000937i
0.00052316+0.00053494i,-9.3634e-05+0.00053269i,-0.00040647-0.00022067i,-0.00094753-0.0013386i,-0.00081218-0.0011793i,1.178e-05-0.00051439i,0.00095875-0.00058026i,0.0014044-0.00037499i,0.0015449-9.1005e-05i,0.00097019+0.00033846i,-9.7943e-06+0.00016944i,-0.00080068-0.00043705i,-0.00085707-0.00033658i,6.7858e-05-0.00016081i,0.00014675+0.00014319i,-0.00086427-0.00036252i,-0.0010157-0.00073506i,-0.00038847-0.00059954i,-0.00049481-0.00060492i,-0.00040535-0.00024646i,5.7475e-05+7.3567e-06i,0.00043189-0.00026518i,0.00073685-0.00029075i
0.00046612-0.00042407i,0.0003021-0.00073159i,0.00073798-0.0012985i,-0.00034187-0.0010315i,-0.0018678+0.00019443i,-0.0020634+0.00070069i,-0.0011687+0.00043006i,-0.00042718+0.0002794i,0.00021249+2.0015e-05i,-0.00030668-0.00017668i,-0.00059562-0.00018942i,0.00013802+0.00040866i,-0.00013039+0.00079311i,-0.00038507+0.00044727i,-0.00040133+0.00011319i,-0.00075753-2.9435e-05i,-0.00056425+0.00025804i,6.4071e-05+6.726e-05i,0.00040867-0.0001202i,0.00016927-8.0074e-05i,0.00023747-0.00088608i,0.00018823-0.0011013i,8.7949e-05-0.00047758i
0.00019888-0.00070773i,-0.00054043-0.0017798i,-0.00081376-0.0014749i,-0.0013826-4.6495e-05i,-0.0020707+0.0011468i,-0.0016548+0.0022471i,-0.00053036+0.00112i,0.0002537-9.3387e-06i,0.00064774-6.5492e-05i,0.0004701+0.00012812i,-0.00049512+0.00044216i,-0.0005593+0.00084502i,6.9311e-05+0.00042237i,0.00010513+3.1227e-05i,0.00016016+0.00027239i,-0.00032825-0.00050093i,1.2584e-05-0.00065582i,0.00047153+2.1946e-05i,0.00054494+0.00013066i,2.8062e-05+7.523e-05i,4.8239e-05+0.00020867i,0.00067037+0.00027381i,0.00039074-4.3767e-05i
