-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
-0.020179-0.23618i,-0.063459-0.49846i,-0.094036-0.67484i,-0.08584-0.59223i,-0.036821-0.33739i,0.015345-0.10761i,-0.0074535-0.00031266i,-0.064216+0.020399i,-0.064556+0.016874i,-0.02363+0.0033167i,0.0093084-0.0065832i,0.02832-0.010611i,0.028374-0.0056384i,0.01768+0.010871i,0.0094023+0.019184i,0.0070396+0.02164i,0.017162+0.025163i,0.031897+0.016907i,0.036868-0.0035405i,0.029251-0.026672i,0.015887-0.040472i,0.0017756-0.041685i,-0.011606-0.034627i
0.0035745+0.20645i,0.072201+0.3871i,0.14199+0.40872i,0.12143+0.24371i,0.033555+0.099596i,0.00033556+0.023603i,0.046071-0.037978i,0.073874-0.06499i,0.053907-0.055348i,0.022935-0.039071i,0.014609-0.01797i,0.030965-0.0030975i,0.039009-0.011744i,0.026059-0.025219i,0.0060907-0.026488i,-0.013685-0.022303i,-0.031382-0.013243i,-0.036561+0.00026591i,-0.024526+0.009547i,-0.0066543+0.017122i,0.0062868+0.025697i,0.015939+0.027554i,0.027592+0.017421i
0.0036456-0.20714i,-0.048877-0.36238i,-0.12982-0.35236i,-0.12939-0.17938i,-0.020077-0.1011i,0.06034-0.12088i,0.047605-0.078484i,0.024208-0.0050952i,0.027968+0.024365i,0.03088+0.021231i,1.0153e-05+0.007911i,-0.051387+0.011485i,-0.061731+0.034566i,-0.028128+0.03891i,0.0029185+0.0098313i,0.01126-0.031476i,0.0073064-0.056475i,-0.00039806-0.053518i,-0.0064401-0.032869i,-0.0047197-0.017825i,-0.0028159-0.020538i,-0.010037-0.026729i,-0.020501-0.014305i
-0.073285+0.2309i,-0.10953+0.49211i,-0.073625+0.63422i,0.021774+0.47163i,0.023719+0.17365i,-0.098436+0.00097502i,-0.16702-0.034695i,-0.11462-0.028566i,-0.0565-0.021979i,-0.037672-0.010859i,-0.011629-0.018009i,0.0089335-0.051715i,-0.001719-0.067285i,-0.012508-0.049824i,-0.003542-0.018731i,0.012227+0.011184i,0.017773+0.026549i,0.010348+0.022287i,-0.0024215+0.0090031i,-0.016543+0.0032198i,-0.021459+0.011926i,-0.013621+0.026493i,-0.0016959+0.030911i
0.081677-0.25758i,0.11661-0.56132i,0.078894-0.74671i,-0.0182-0.56321i,-0.022035-0.18331i,0.084865+0.01242i,0.11495+0.011334i,0.049867-0.01027i,0.019873-0.01988i,0.027511-0.028828i,0.032571+0.0019599i,0.047879+0.051203i,0.05762+0.059772i,0.03398+0.040282i,-0.0082397+0.033519i,-0.035766+0.039209i,-0.038526+0.042074i,-0.021982+0.038854i,0.0051936+0.028816i,0.026662+0.008198i,0.025545-0.018999i,0.0068373-0.037655i,-0.0075391-0.041408i
-0.059741+0.2324i,0.0041347+0.49538i,0.16729+0.5818i,0.23546+0.33822i,0.077215+0.098892i,-0.09325+0.13615i,-0.068384+0.2181i,0.0095175+0.16769i,0.020593+0.092462i,0.0073574+0.050573i,-0.020463+0.020007i,-0.037824+0.0082881i,-0.018922+0.00043514i,0.0014706-0.026392i,0.0032258-0.0598i,0.0001578-0.071222i,0.0013795-0.057534i,-0.001491-0.039145i,-0.0093127-0.02178i,-0.010846-0.0017873i,-0.0055083+0.016693i,0.0074548+0.028375i,0.0191+0.02984i
0.072584-0.2188i,-0.013642-0.4406i,-0.2042-0.47092i,-0.29151-0.22598i,-0.14857-0.062255i,0.01952-0.15587i,0.026139-0.23185i,-0.010375-0.17252i,-0.015134-0.10827i,-0.011516-0.075847i,0.01392-0.072247i,0.015524-0.087014i,-0.017213-0.057395i,-0.017412+0.0088027i,0.020931+0.04822i,0.047519+0.039375i,0.047543+0.011265i,0.041297-0.0050165i,0.036526-0.014986i,0.026296-0.026805i,0.011476-0.033435i,-0.0051734-0.034818i,-0.016723-0.03043i
-0.15492+0.15184i,-0.21474+0.35784i,-0.1674+0.40733i,-0.079228+0.19505i,-0.030457-0.014181i,0.006888-0.046512i,0.040312-0.040699i,0.026938-0.054226i,0.0095363-0.021206i,0.016002+0.028114i,0.017865+0.063732i,0.021339+0.066046i,0.015381+0.013079i,-0.022511-0.036572i,-0.05869-0.035259i,-0.059398-0.016684i,-0.041753-0.0095569i,-0.028726-0.0096094i,-0.025729-0.00617i,-0.024622+0.0071833i,-0.015759+0.023538i,-0.0064614+0.035754i,0.0013473+0.046085i
0.16142-0.15077i,0.28097-0.33291i,0.31573-0.4137i,0.29145-0.27068i,0.26464-0.10781i,0.16699-0.095806i,0.036314-0.10261i,-0.0079125-0.056399i,-0.0091236-0.033909i,-0.027962-0.035661i,-0.046569-0.039713i,-0.050478-0.02292i,-0.020215+0.023055i,0.030817+0.037576i,0.047369+0.0099786i,0.020043-0.0023921i,-0.014444+0.010632i,-0.029171+0.023057i,-0.015666+0.020192i,-0.00068806+3.6995e-05i,-0.0094421-0.021526i,-0.020073-0.031198i,-0.019554-0.034194i
-0.16815+0.12368i,-0.21626+0.3486i,-0.11131+0.50006i,-0.017654+0.38808i,-0.10596+0.20399i,-0.18769+0.19183i,-0.1358+0.2481i,-0.058874+0.23035i,0.0072167+0.148i,0.049177+0.056292i,0.05832+0.012824i,0.05844+0.0008265i,0.035359-0.011809i,0.0060575-0.0048389i,0.004482+0.0050065i,0.012628-0.0078458i,0.013383-0.024714i,0.0052512-0.025116i,0.0011943-0.0034356i,0.01964+0.014684i,0.041445+0.011927i,0.045529+0.0083758i,0.039374+0.0062809i
0.1265-0.081375i,0.14834-0.28054i,-0.0027876-0.47972i,-0.17256-0.47037i,-0.15657-0.33002i,-0.078134-0.25462i,-0.042305-0.22421i,0.0030923-0.17894i,0.026494-0.12571i,0.016706-0.068235i,0.010493-0.031316i,0.0018812-0.020982i,-0.0091303-0.017907i,-0.019855-0.01522i,-0.02535-0.0042257i,-0.0073472+0.010745i,0.019517+0.015869i,0.033165+0.0077973i,0.023179-0.01015i,-0.0042401-0.013626i,-0.020896+0.0005995i,-0.020845+0.003275i,-0.013085-0.0024336i
-0.12562-0.040685i,-0.17578-0.0067825i,-0.08895+0.057503i,0.01045+0.10676i,0.019004+0.1565i,0.063315+0.1993i,0.12132+0.15208i,0.081255+0.050643i,0.020284-0.0011808i,0.005471-0.013235i,-0.0044368-0.01678i,-0.012068-0.015244i,0.0016775-0.018111i,0.012395-0.027295i,-3.8401e-05-0.030303i,-0.015048-0.02123i,-0.0094472-0.010656i,0.0082338-0.011288i,0.017589-0.032067i,0.0073991-0.057594i,-0.0091241-0.058516i,-0.018153-0.034148i,-0.024008-0.0027479i
0.10293+0.12722i,0.16243+0.23581i,0.10849+0.26199i,0.014528+0.14506i,-0.016224-0.016116i,-0.059722-0.1011i,-0.1099-0.089191i,-0.098808-0.063476i,-0.063428-0.053683i,-0.015999-0.029785i,0.034717-0.027681i,0.029386-0.037217i,-0.012177-0.013447i,-0.018312+0.011016i,0.0014369+0.0037104i,-0.014134-0.018908i,-0.063929-0.021046i,-0.08909+0.0051403i,-0.056728+0.038659i,0.00016837+0.049183i,0.022723+0.032236i,0.011765+0.022024i,0.01095+0.018188i
-0.13442-0.18668i,-0.25634-0.29223i,-0.23945-0.23182i,-0.020834-0.041629i,0.21374+0.0024762i,0.25957-0.13222i,0.11851-0.19358i,-0.012739-0.084289i,-0.037717+0.02071i,-0.058349+0.040613i,-0.081097+0.074101i,-0.031432+0.099035i,0.029795+0.058609i,0.024297+0.023554i,-0.0048755+0.025836i,0.0021952+0.024438i,0.026915+0.00067512i,0.018832-0.020875i,-0.015026-0.011442i,-0.029411+0.0074423i,-0.021172+0.00098089i,-0.015707-0.016432i,-0.014043-0.01555i
0.11943+0.16441i,0.24846+0.24305i,0.2766+0.11614i,0.047869-0.1083i,-0.22009-0.077638i,-0.18415+0.14784i,0.054591+0.21168i,0.16966+0.10477i,0.13364+0.01298i,0.082714-0.052826i,0.025856-0.11451i,-0.039512-0.11339i,-0.063137-0.05842i,-0.032284-0.038969i,0.008868-0.06644i,0.022645-0.070363i,0.024253-0.036334i,0.030944-0.012686i,0.031213-0.014019i,0.022551-0.007518i,0.025539+0.01595i,0.04052+0.023518i,0.038768+0.0077194i
-0.071585-0.23492i,-0.097342-0.37563i,-0.0085935-0.38658i,0.19686-0.28098i,0.28222-0.24016i,0.097787-0.26322i,-0.11209-0.19427i,-0.13462-0.08607i,-0.075814-0.030862i,-0.022784+0.017962i,0.043957+0.045327i,0.082915+0.01951i,0.058214-0.0063025i,0.0082624+0.024259i,-0.018607+0.08953i,-0.0086749+0.11952i,0.019404+0.097802i,0.04938+0.05377i,0.0609-0.00040044i,0.035093-0.046195i,-0.01048-0.061606i,-0.042941-0.053064i,-0.052095-0.038362i
-0.068529+0.24051i,-0.13134+0.52371i,-0.23353+0.74364i,-0.32364+0.76179i,-0.29051+0.59176i,-0.15408+0.34745i,-0.069636+0.15219i,-0.03434+0.04881i,0.028479-0.0069707i,0.055408-0.028255i,0.029595-0.0052573i,0.01099+0.0079486i,0.01437-0.026697i,0.014457-0.087814i,-0.011782-0.13819i,-0.052425-0.1492i,-0.083479-0.12028i,-0.091222-0.068228i,-0.066615-0.017674i,-0.028201+0.0048218i,-0.0029616+0.0085921i,0.010044+0.016476i,0.027489+0.026181i
0.05702-0.25957i,0.01686-0.57134i,-0.096753-0.82005i,-0.17675-0.83807i,-0.1084-0.67841i,-0.016407-0.46797i,-0.021356-0.26432i,-0.06085-0.098427i,-0.071741+0.0098397i,-0.037012+0.028651i,-0.0125-0.019412i,-0.026945-0.027234i,-0.022665+0.036292i,0.014952+0.091981i,0.050714+0.10775i,0.063949+0.098799i,0.045801+0.070569i,0.0099777+0.042904i,-0.0012985+0.025841i,0.019482-0.0023899i,0.018988-0.033237i,-0.012876-0.025415i,-0.027542+0.010604i
-0.069361+0.21775i,0.084139+0.48669i,0.43816+0.62011i,0.65544+0.44358i,0.45277+0.19333i,0.10624+0.14411i,-0.012595+0.17032i,0.040987+0.097016i,0.06749-0.014585i,0.039354-0.027659i,0.03458+0.038588i,0.046126+0.052746i,0.014654+0.0086738i,-0.026589-0.016489i,-0.0429-0.029779i,-0.049008-0.048636i,-0.044717-0.056505i,-0.034877-0.046421i,-0.03277-0.012441i,-0.02615+0.032721i,-0.0056976+0.051033i,0.012651+0.034257i,0.022539+0.013089i
0.038652-0.18273i,-0.082617-0.32062i,-0.33975-0.3645i,-0.51364-0.19393i,-0.38515+0.057171i,-0.067021+0.114i,0.14697-0.012552i,0.16059-0.10802i,0.11119-0.10513i,0.075175-0.11414i,-0.0024526-0.14033i,-0.072608-0.09227i,-0.071892-0.024872i,-0.055722-0.0057106i,-0.03546-0.0064095i,-0.0041924-0.014484i,0.011413-0.017422i,0.020975-0.014209i,0.031618-0.023905i,0.034778-0.033498i,0.036513-0.033566i,0.025344-0.037346i,-0.0076058-0.032556i
-0.1478-0.0080837i,-0.13049+0.01192i,0.02848-0.018795i,0.20141-0.065682i,0.24361-0.053856i,0.17605+0.028982i,0.081383+0.10575i,-0.003177+0.12272i,-0.054632+0.10072i,-0.058959+0.084341i,-0.016886+0.068872i,0.038134+0.030719i,0.073045-0.008363i,0.082901-0.032571i,0.065793-0.042196i,0.045645-0.031453i,0.055836-0.015182i,0.08005-0.013323i,0.071165-0.024847i,0.018179-0.024312i,-0.028305-0.0031928i,-0.028317+0.0074518i,-0.011571-0.010258i
0.16405-0.00073909i,0.14032+0.041718i,-0.076403+0.13385i,-0.29722+0.2699i,-0.26633+0.29548i,-0.11284+0.082395i,-0.11098-0.14686i,-0.18827-0.16627i,-0.16859-0.10757i,-0.088781-0.0992i,-0.016537-0.095775i,0.024838-0.087418i,0.01002-0.079276i,-0.020256-0.05284i,-0.021522-0.023468i,-0.020801-0.0007587i,-0.04261+0.032133i,-0.062869+0.072142i,-0.045856+0.080681i,-0.016164+0.021512i,-0.025958-0.047337i,-0.046679-0.047106i,-0.025181-0.014768i
-0.17212-0.11594i,-0.19439-0.16533i,0.054915-0.24351i,0.38478-0.49967i,0.4402-0.81103i,0.27273-0.81597i,0.15141-0.51162i,0.13927-0.2278i,0.11366-0.11113i,0.02456-0.059711i,-0.04654+0.020683i,-0.033107+0.084931i,0.021582+0.078653i,0.044835+0.041558i,0.018359+0.03057i,-0.014584+0.04972i,-0.021616+0.057265i,-0.025128+0.039105i,-0.018883+0.013207i,0.018861-0.019504i,0.04427-0.04806i,0.039901-0.031652i,0.051661+0.016706i
-0.050309+0.030953i,-0.01837+0.23478i,-0.013175+0.43805i,0.012728+0.55623i,0.037864+0.54118i,-0.07703+0.43247i,-0.22069+0.28623i,-0.21086+0.080112i,-0.13287-0.10065i,-0.046447-0.11115i,0.066654-0.084425i,0.079499-0.12591i,-0.0062689-0.11395i,-0.038558-0.056986i,-0.0288-0.053959i,-0.045589-0.10043i,-0.077215-0.14498i,-0.094693-0.13468i,-0.064723-0.062796i,-0.0067669+0.0093033i,0.014349+0.040383i,-0.0024098+0.042888i,-0.0090961+0.039708i
-0.025819-0.32612i,-0.14108-0.62726i,-0.2836-0.95839i,-0.49297-1.094i,-0.56954-1.0027i,-0.38287-0.89297i,-0.16777-0.72127i,0.038109-0.43975i,0.25703-0.27558i,0.27008-0.24871i,0.12546-0.13543i,0.072363+0.023873i,0.07794+0.077278i,0.02394+0.072757i,-0.036624+0.063587i,-0.052601+0.027508i,-0.054155-0.0059559i,-0.053796-0.019293i,-0.045423-0.029584i,-0.017499-0.029803i,0.0080021-0.032013i,-0.0052354-0.030233i,-0.024218+0.008699i
-0.11805+0.32214i,-0.064692+0.70068i,0.15665+0.85138i,0.36113+0.50642i,0.37237+0.089029i,0.31631+0.12666i,0.35148+0.27335i,0.30517+0.17741i,0.15358+0.12304i,0.14491+0.16625i,0.19387+0.0675i,0.11021-0.083096i,0.010716-0.12302i,0.0050227-0.13836i,0.025719-0.19362i,0.023561-0.24253i,0.013408-0.24772i,0.017153-0.20585i,0.034992-0.13715i,0.046232-0.065138i,0.045367-0.022929i,0.020734-0.02184i,-0.028643-0.010845i
-0.49658-0.39815i,-0.62663-0.53197i,-0.77273-0.57654i,-0.74643-0.28159i,-0.48081+0.05743i,-0.29541-0.047953i,-0.31821-0.25342i,-0.2108-0.11237i,0.099941+0.10602i,0.28891+0.15769i,0.26799+0.14595i,0.19852+0.14222i,0.14836+0.13825i,0.11504+0.16751i,0.14346+0.2043i,0.17968+0.16987i,0.11344+0.097777i,0.00020252+0.067582i,-0.053105+0.072402i,-0.03482+0.055851i,-0.0087888-0.0011071i,-0.025481-0.037718i,-0.054761-0.013242i
-0.57908+8.4378i,1.3094+7.8548i,5.0562+8.3864i,6.9854+5.3938i,5.8613+1.1594i,2.9482-1.6034i,0.64066-1.6577i,-0.028521-0.57674i,0.24116+0.45338i,0.9868+0.93687i,1.4667+0.54263i,1.4604-0.18296i,1.2776-0.70554i,0.94196-0.76349i,0.72587-0.59554i,0.59527-0.56359i,0.29571-0.56651i,0.068497-0.34009i,0.17419+0.0070675i,0.46604+0.16132i,0.69417+0.04033i,0.67795-0.14883i,0.45793-0.18016i
0.1369+0.56765i,0.25855+0.68204i,0.10081+0.85137i,0.11418+1.0089i,0.38784+0.9638i,0.44341+0.79794i,0.24436+0.61251i,0.042756+0.4304i,-0.034089+0.32479i,0.055928+0.24459i,0.15985+0.088199i,0.1446-0.038688i,0.10352-0.03838i,0.13452-0.002813i,0.19586-0.021284i,0.21226-0.064469i,0.16632-0.076357i,0.1014-0.053028i,0.054922-0.016402i,0.017569+0.0038225i,-0.026557+0.0046116i,-0.057664-0.0079957i,-0.077396-0.033072i
-0.080214-0.31855i,-0.14975-0.7163i,-0.23054-1.0795i,-0.33321-0.96192i,-0.38718-0.47261i,-0.30456-0.23871i,-0.21625-0.27359i,-0.15821-0.18591i,-0.090528-0.058062i,-0.12197-0.028772i,-0.19127+0.018331i,-0.14647+0.054962i,-0.064944+0.020709i,-0.051389-0.00075167i,-0.059007+0.0038183i,-0.041798-0.014336i,-0.011148-0.03758i,0.012432-0.046624i,0.0022784-0.052198i,-0.028237-0.0501i,-0.03339-0.035973i,-0.0054265-0.017672i,0.02218-0.011061i
0.30769+0.2431i,0.5105+0.52058i,0.61652+0.80347i,0.47327+0.74989i,0.092389+0.39937i,-0.21419+0.21293i,-0.21026+0.20134i,-0.12723+0.15482i,-0.13651+0.15529i,-0.10306+0.1797i,-0.032549+0.097146i,-0.021997-0.010604i,-0.032301-0.030382i,-0.01151-0.020933i,0.015516-0.043089i,0.018902-0.064568i,0.011817-0.059228i,0.0015996-0.036821i,-0.016733-0.025615i,-0.036333-0.014483i,-0.039706+0.0241i,-0.022444+0.053927i,-0.013689+0.043054i
-0.093568+0.032091i,-0.30181-0.075902i,-0.50774-0.004357i,-0.29248+0.20039i,0.22413+0.2391i,0.41698+0.10164i,0.25903+0.088485i,0.14902+0.17071i,0.11861+0.19268i,0.094058+0.17168i,0.061797+0.11816i,-0.0021145+0.065925i,-0.047943+0.035609i,-0.062884+0.010273i,-0.081328+0.0046936i,-0.10068+0.0089305i,-0.10457-0.0017408i,-0.082576-0.0018436i,-0.050353+0.010994i,-0.039316+0.023i,-0.034428+0.040969i,-0.011048+0.044853i,0.011017+0.030181i
0.015023-0.031088i,0.18744-0.11931i,0.36911-0.36926i,0.21456-0.51891i,-0.19716-0.30398i,-0.2963+0.039332i,-0.11159+0.1169i,-0.022994+0.034471i,0.023328-0.0088636i,0.047482-0.0617i,-0.027804-0.071997i,-0.078434-0.0016833i,-0.040536+0.051887i,-0.0014243+0.047631i,-0.0087271+0.019813i,-0.033128+0.012919i,-0.036592+0.031176i,-0.022594+0.03991i,-0.022501+0.038159i,-0.028384+0.051523i,-0.0069098+0.072091i,0.025833+0.062681i,0.031638+0.020111i
0.12625+0.071091i,0.20059+0.17804i,0.22707+0.33425i,0.23411+0.36077i,0.21666+0.23988i,0.079361+0.14347i,-0.047036+0.14004i,-0.035575+0.13116i,0.0069844+0.085592i,0.028501+0.062727i,0.064071+0.055748i,0.098889+0.031288i,0.10453+0.012225i,0.10162+0.030815i,0.11101+0.062325i,0.1098+0.065326i,0.090318+0.041477i,0.056738+0.017512i,0.016464+0.0068476i,-0.00087606-0.0048054i,0.0054349-0.021316i,0.0082227-0.029285i,-0.0083967-0.028549i
-0.2149-0.0044996i,-0.50951-0.12319i,-0.7948-0.16015i,-0.7502-0.012409i,-0.39262+0.09559i,-0.062539-0.012343i,0.058032-0.13857i,0.049644-0.14771i,-0.023095-0.10096i,-0.099089-0.028717i,-0.10741+0.036802i,-0.084124+0.052549i,-0.073581+0.019688i,-0.092086-0.027434i,-0.12223-0.043943i,-0.11683-0.027881i,-0.072494-0.0092086i,-0.013668+0.0045882i,0.028256+0.016876i,0.029902+0.032651i,0.01655+0.048017i,0.011336+0.055449i,0.0089298+0.060597i
0.23113+0.1845i,0.50077+0.31302i,0.67455+0.36129i,0.55544+0.29158i,0.28371+0.23193i,0.12056+0.24449i,0.068168+0.22246i,0.016371+0.17563i,-0.0035246+0.14005i,0.013226+0.062895i,-0.00098098-0.024904i,-0.030587-0.043677i,-0.033299-0.002595i,-0.0021176+0.030264i,0.036326+0.022047i,0.033587-0.002364i,-0.0059237-0.0077902i,-0.036118+0.0032909i,-0.043128+0.011241i,-0.040388+0.0099785i,-0.031487+0.007602i,-0.011988+0.0044081i,0.0084087-0.0044075i
0.0023153-0.11485i,-0.016116-0.19773i,0.04891-0.19046i,0.21358-0.1987i,0.26391-0.2829i,0.10226-0.24877i,-0.0096404-0.062446i,0.036116+0.025873i,0.066222+0.011173i,0.060841+0.03693i,0.069103+0.067361i,0.062466+0.058668i,0.045418+0.041008i,0.029318+0.045498i,0.0023744+0.074629i,-0.015917+0.099551i,-0.0037008+0.086691i,0.024025+0.042019i,0.041109+0.0029892i,0.04817-0.0098743i,0.057564-0.0055232i,0.06306-0.00023626i,0.058603-0.0057585i
-0.096956+0.10657i,-0.18989+0.16548i,-0.26655+0.15722i,-0.34068+0.18882i,-0.38813+0.29085i,-0.28938+0.282i,-0.13868+0.12848i,-0.078182+0.020166i,-0.059435-0.011197i,-0.061507-0.02573i,-0.069447-0.011272i,-0.045689+0.01272i,-0.0042436+0.010805i,0.024439-0.022692i,0.026516-0.061577i,0.014981-0.063846i,0.0093215-0.033524i,0.0046325-0.011157i,-0.015486-0.008451i,-0.045531-0.0051889i,-0.052487+0.0028798i,-0.033064-0.0021512i,-0.021229-0.012389i
0.22574-0.057047i,0.37345-0.19843i,0.30675-0.35021i,0.083393-0.39395i,0.014066-0.31534i,0.075911-0.21299i,0.090322-0.13598i,0.059916-0.081333i,0.019968-0.046956i,0.00031419-0.039189i,0.0083195-0.05088i,0.012026-0.056675i,-0.010234-0.040305i,-0.032561+0.0071934i,-0.014434+0.067972i,0.027323+0.087086i,0.039613+0.055571i,0.01326+0.021612i,-0.015012+0.019181i,-0.015674+0.031036i,-0.0012214+0.02368i,0.0044205-0.0011925i,0.001757-0.017777i
-0.23877-0.0080171i,-0.44043+0.080871i,-0.43638+0.27193i,-0.17487+0.34253i,-0.018618+0.20531i,-0.068902+0.10717i,-0.088034+0.10569i,-0.069032+0.067115i,-0.082932+0.039861i,-0.0763+0.05644i,-0.058612+0.061686i,-0.044514+0.061085i,-0.011755+0.049469i,0.0084025+0.01921i,-0.00067151-0.012481i,-0.019166-0.030094i,-0.026419-0.023449i,-0.014044-0.0048196i,0.0065379+0.0098064i,0.017416+0.020839i,0.010687+0.031628i,-0.0047591+0.041603i,-0.0081716+0.038054i
0.20113+0.19178i,0.4112+0.30607i,0.51262+0.32633i,0.39368+0.33155i,0.22713+0.38061i,0.15049+0.3256i,0.098319+0.18636i,0.07624+0.11437i,0.093164+0.062719i,0.065877+0.0056152i,0.019124-0.007607i,0.0091861-0.010096i,0.015278-0.022079i,0.030573-0.035477i,0.04143-0.050227i,0.02982-0.049286i,0.016112-0.029742i,0.014521-0.012839i,0.014229-0.015335i,0.0097678-0.034878i,0.01217-0.047385i,0.02579-0.042963i,0.027135-0.038017i
-0.0094256-0.28797i,-0.10254-0.60344i,-0.26375-0.81415i,-0.41785-0.79097i,-0.45461-0.60509i,-0.33321-0.35838i,-0.16407-0.18273i,-0.091181-0.12335i,-0.092373-0.073859i,-0.059467-0.01222i,-0.0082893+0.0087108i,-0.0025105+0.0067392i,-0.025425+0.014088i,-0.045403+0.035253i,-0.055544+0.060412i,-0.051139+0.06772i,-0.038672+0.047009i,-0.026302+0.018216i,-0.014946+0.0078552i,-0.0042526+0.018451i,0.0025237+0.028877i,0.0020466+0.023983i,-0.0044024+0.013187i
-0.15734+0.2718i,-0.22612+0.53852i,-0.13983+0.68157i,0.10929+0.61336i,0.30176+0.48466i,0.30491+0.36163i,0.20788+0.22307i,0.097658+0.12215i,0.016443+0.086498i,-0.018444+0.059241i,-0.027647+0.028796i,-0.013244+0.018795i,0.017004+0.010865i,0.031742-0.0075782i,0.027874-0.019001i,0.02054-0.011986i,0.011578+0.0078473i,-0.0046767+0.02511i,-0.028971+0.025976i,-0.051744+0.015378i,-0.056842+0.0054612i,-0.044176-0.0029642i,-0.030124-0.006798i
0.26287-0.081681i,0.42658-0.1369i,0.42074-0.058423i,0.29527+0.090074i,0.23565+0.066228i,0.18157-0.10212i,0.062716-0.15387i,0.0005439-0.080285i,0.011084-0.034516i,0.012125-0.021555i,0.0041897-0.011284i,-0.0013249-0.012579i,-0.013976-0.014126i,-0.024894-0.0046059i,-0.020038+0.011139i,-0.0041875+0.021305i,0.01162+0.022653i,0.02803+0.019861i,0.044562+0.013884i,0.053027+0.0088938i,0.051523+0.011616i,0.045568+0.016461i,0.038001+0.010549i
-0.21863-0.056151i,-0.3718-0.13306i,-0.4056-0.22411i,-0.41679-0.28358i,-0.51274-0.24004i,-0.50678-0.081289i,-0.32915+0.046491i,-0.15633+0.084574i,-0.049584+0.083846i,0.0043463+0.049997i,0.00086+0.024286i,-0.0086031+0.027796i,0.0032409+0.027533i,0.018346+0.018049i,0.023791+0.0033054i,0.018295-0.011126i,0.013587-0.022826i,0.010154-0.03513i,-0.0026608-0.036966i,-0.020126-0.019407i,-0.029178+0.00034207i,-0.031876+0.0057317i,-0.032234+0.0052233i
0.16796+0.17236i,0.3198+0.23733i,0.39091+0.13022i,0.3967-0.025935i,0.41183-0.01071i,0.36958+0.075297i,0.26877+0.073138i,0.18608+0.0073685i,0.095884-0.047238i,0.013123-0.040401i,-0.0028719-0.016631i,0.0046116-0.028045i,-0.010591-0.040735i,-0.023123-0.031954i,-0.021097-0.016661i,-0.012707-0.0049717i,-0.0084087-0.0018448i,-0.017174-0.0011999i,-0.025455+0.0025792i,-0.01698-0.0015995i,0.0032158-0.014104i,0.019621-0.019826i,0.019719-0.014987i
-0.047519-0.20943i,-0.15584-0.32891i,-0.26891-0.18949i,-0.26696+0.10839i,-0.16751+0.19968i,-0.079852+0.091006i,-0.045118+0.02434i,-0.046601+0.016266i,-0.051868+0.022101i,-0.023974+0.034186i,-6.1033e-05+0.028885i,-0.010156+0.038664i,-0.012177+0.067169i,-0.0053686+0.074504i,-0.0083074+0.061412i,-0.017757+0.042876i,-0.026724+0.036326i,-0.017294+0.047091i,0.0078328+0.055863i,0.018752+0.055335i,0.010042+0.053795i,0.0036909+0.047423i,0.0090556+0.031302i
-0.099674+0.23543i,-0.14604+0.44947i,-0.11407+0.5358i,-0.057947+0.40664i,-0.055339+0.22605i,-0.042958+0.12006i,-0.0051307+0.043987i,0.0017289+0.0041392i,0.0092756+0.0044865i,0.011243-0.017233i,-0.0075379-0.028582i,0.0032233-0.01233i,0.037621-0.014778i,0.05614-0.031406i,0.0552-0.033529i,0.049475-0.017635i,0.048849-0.0041235i,0.045959-0.013002i,0.024355-0.032744i,-0.0071967-0.037298i,-0.0209-0.028485i,-0.01693-0.0255i,-0.01219-0.027602i
0.25282-0.073784i,0.49038-0.2355i,0.59505-0.45468i,0.45964-0.59347i,0.24436-0.53314i,0.085089-0.34798i,-0.012054-0.18407i,-0.053868-0.078015i,-0.063791-0.025991i,-0.061583-0.0010304i,-0.042416+0.005044i,-0.030001-0.01887i,-0.045841-0.038324i,-0.061631-0.026296i,-0.054525-0.0050886i,-0.035691+0.00053049i,-0.021985-0.011641i,-0.022775-0.027275i,-0.017201-0.031312i,0.01041-0.025152i,0.03387-0.014176i,0.033671-0.00015701i,0.017672+0.0076862i
-0.19093-0.12019i,-0.4311-0.23573i,-0.59127-0.20691i,-0.5112+0.045633i,-0.31209+0.27465i,-0.17923+0.29542i,-0.082905+0.23245i,0.02367+0.15599i,0.065729+0.079892i,0.04358+0.043665i,0.020699+0.035069i,0.010738+0.040306i,0.015547+0.051262i,0.026345+0.047761i,0.02239+0.03085i,0.0014708+0.015346i,-0.022094+0.018914i,-0.030844+0.039748i,-0.033916+0.048817i,-0.043005+0.038273i,-0.041732+0.021565i,-0.02465+0.0068584i,-0.0089179+0.0021035i
