0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
-0.00054318-2.578e-05i,-0.00067128-0.00015225i,-0.0010328-0.0005387i,-0.0008323-0.0010399i,-0.00024464-3.3467e-05i,0.00029865+3.2432e-05i,2.3294e-05-0.0014168i,-0.00090874-0.0015818i,-0.0018318-0.00040861i,-0.0019804+0.00012074i,-0.00066493-0.00055098i,0.00023293-0.0014655i,-4.8105e-05-0.00087676i,-0.000469+0.00012666i,-0.00019874-0.00038902i,0.00033935-0.0006767i,-0.00016065+0.0003744i,-0.00057864+0.00075962i,-0.00021089+0.0011301i,-0.00026902+0.0018615i,-0.00074276+0.0016944i,-0.00056389+0.00094928i,-0.00020038+0.00019419i
-0.0011986+0.0011105i,-0.0011007-0.00014318i,-0.00031522+0.00029051i,0.00065349+0.00023292i,0.00090971-0.00044092i,0.00042124-0.00069102i,-0.0010973-0.000954i,-0.0022248-0.0014506i,-0.0019298-0.0015801i,-0.00057955-0.00060394i,0.00059595-0.00026563i,0.00058152-0.00089633i,0.00066018-0.00040413i,0.00057078+0.00027832i,0.00026553+0.00031179i,0.00039001-0.00037859i,0.00030259-0.00016007i,0.00027939+0.00099037i,0.00016013+0.0013259i,0.00016507+0.0010899i,2.6359e-05+0.00089282i,-0.00021939+0.00051522i,-0.00010726+0.00022353i
0.0006084+0.00041433i,0.0011969+0.00052781i,0.0023279+0.00057011i,0.002378+0.00083966i,0.0010217+0.0010446i,-0.00054574-0.00027456i,-0.00078498-0.0015729i,-0.00094588-0.0011052i,-0.0017154-0.00065116i,-0.0015986+0.00018402i,-0.00034202-0.00041427i,0.00016251-0.0013613i,-0.00012532-0.0011703i,0.00015-0.0014369i,0.00029066-0.0014942i,0.00024806-0.00075988i,0.00011319-0.00029718i,0.00022058+0.00012938i,-7.2116e-05+0.00039853i,-0.00078216+0.00025194i,-0.0010733+0.00034455i,-0.0011527+0.0003105i,-0.0007586+0.00027958i
-0.00058933-0.00093364i,-0.0014267-0.0016727i,-0.0025478-0.0012954i,-0.0024377+1.4333e-05i,-0.0010042+0.0017471i,-0.0007368+0.0018275i,-0.00044978-7.0488e-05i,-0.00061784-0.0015925i,-0.0013151-0.0012312i,-0.0010402+0.00028002i,-3.9629e-05+0.0013063i,9.2394e-05+0.0015025i,-0.00031727+0.0010286i,0.00015836+0.00099428i,0.00014237+0.00077835i,-0.00015186+0.00022711i,-0.00016043+0.00027178i,0.00016753+0.0010532i,0.00025339+0.0010007i,-0.00016116+0.00020718i,-0.00022107+0.00036907i,-0.00028862+0.00091957i,0.00014745+0.00066698i
0.0011044+0.00068603i,0.00062611-7.4209e-05i,-0.00014672-0.0011454i,-0.00028427-0.00087091i,-0.00081158-0.00042937i,-0.00089313-0.00069322i,-8.3238e-05-0.00034329i,-0.0002321-0.00059334i,-0.00089799-0.0015602i,-0.00085775-0.0010763i,-0.00048548-0.00079145i,5.8685e-05-0.00027345i,0.00054813+0.00089646i,0.00058147+0.0011434i,6.8285e-05+0.00035401i,-0.00023717-6.6918e-05i,-4.628e-05+0.00028482i,-0.00017873+0.0001854i,-0.00014035+0.00055231i,0.00014831+0.0010044i,0.00022515+0.00076094i,0.00041019+0.00058289i,0.00063736+0.00045034i
0.00023498+1.7956e-05i,-0.00076901+0.001534i,-0.001572+0.0017136i,-0.00026675+0.001174i,0.0013656+0.00086786i,0.0012571+0.00055636i,0.00062819-0.00025185i,0.00036973-0.0010015i,-0.00074735-0.00029594i,-0.00079064+0.00071378i,0.00038222+0.00041868i,0.00092482-0.00030337i,0.0011108-0.0002522i,0.0015195-8.7508e-05i,0.0014471+0.0003545i,0.00096583+0.00021094i,0.00022573+0.00054689i,-0.00046383+0.00074815i,0.00039017-0.0002188i,0.0013026-0.00075784i,0.00068615-0.00078066i,-0.00036859-0.00038416i,5.2395e-05+0.00042784i
0.00091356-0.0011412i,0.00081071-0.0014296i,0.0017603-0.0025132i,0.00033936-0.0023179i,-0.0011823-0.0015483i,-0.0010861-0.00092749i,-0.00038594-0.00028396i,-0.00029312-0.00056117i,-0.00035598-0.0010808i,-0.00046115-0.00089356i,-0.00026154-0.00021327i,0.00087117-4.9008e-05i,0.0013799+0.0001723i,0.00094737+0.00072159i,0.00094402+0.0004237i,0.00099202+0.00020021i,0.00070709+0.00030305i,0.00073582+0.00093249i,0.00033914+0.0012156i,-5.0074e-05+4.3052e-05i,-0.00014048-0.00016542i,4.1761e-05-0.00021242i,0.00036388-0.0002531i
0.00080041+0.00077394i,-8.4717e-05+0.0015368i,-0.00051196+0.0018913i,-0.0003813+0.00202i,-0.00045841+0.0013976i,-0.0004531+0.00040658i,-0.00018077-0.00050681i,-0.0010458-0.0018486i,-0.0017565-0.0014019i,-0.0013783-1.3421e-05i,-0.00064506+9.6195e-05i,0.00016912-0.00033483i,0.00090385-0.00012372i,0.00011728+0.00042584i,-0.00081959+0.00092606i,-0.0004143+0.00061318i,0.00010147-0.00013343i,0.00098263-0.00011787i,0.00053386-0.00044566i,-0.00024455-0.00015311i,0.00015522+0.00034321i,-1.7158e-05+2.5276e-05i,0.00035269+3.1626e-05i
-0.00051131+0.00060556i,-0.00054032-0.0014762i,9.1678e-05-0.0017885i,0.00099237-0.00063898i,0.00030363-0.00039958i,-0.00073708-0.0014059i,-0.00064257-0.001361i,-0.0015376-0.0005318i,-0.0025104-0.00046397i,-0.0018927-0.00090918i,-0.00037028-0.00085998i,-0.0002257-0.0011028i,-0.00057784-0.0010411i,-0.00019766-0.00050748i,8.6232e-05-0.00037668i,0.00055967-0.00029785i,0.00021657+5.7056e-06i,-0.0003552+0.00025236i,-0.00094858+0.00019773i,-0.00086048-5.5163e-05i,-0.00067733-0.00016204i,-0.00024954-4.128e-05i,0.000601-0.00018155i
0.0029468+0.00064127i,0.0022383+0.0010089i,0.00074813+0.00073628i,-0.0001123+0.00059619i,-0.00059686+0.00034867i,-0.001821+0.00028063i,-0.0026456-4.127e-05i,-0.0014923-0.00065512i,-0.00041535-0.00066603i,-0.00028791-6.3965e-05i,-0.00055759-0.00026506i,-0.0011138-0.00035972i,-0.0012295-1.4427e-05i,-0.00098805-1.1969e-05i,-0.00021742-0.00020292i,0.00061678-0.00039366i,0.00059159-0.00073178i,0.0007344-0.00028038i,0.00075324+0.00034359i,0.00084741+0.0004681i,0.00012271+0.00068283i,-0.00076302+0.00055793i,-0.0012331+0.00045413i
0.00042462+0.00027394i,2.7215e-05-1.6311e-05i,-0.00044209-0.00084109i,-0.00086015-0.0013373i,-0.00065586-0.0012254i,-0.0010708-0.0016893i,-0.0014911-0.0018855i,-0.0016558-0.0018166i,-0.002114-0.001078i,-0.001701+9.7352e-05i,-0.00082614-0.00020876i,-0.00056374-0.00080397i,-0.00010494-0.00078753i,0.00040723-0.00061165i,0.00039403+0.00035489i,0.00067737+0.00097888i,0.00041306+0.00027102i,6.8437e-05-0.00036876i,-0.00015882-0.00011875i,-0.00015795+0.00011675i,-0.0002816+0.00029459i,-0.00056921+0.00059729i,-0.00064065+0.00010431i
0.001686+0.00010833i,0.0020022-0.00043741i,0.002013-0.00066515i,0.00087094-9.1002e-05i,-0.00023267+0.00049454i,-0.00028687+0.00050252i,-0.00054072+0.00058676i,-0.00091827+0.00028077i,-0.00064127-0.0007337i,-0.00023419-0.0010352i,2.0145e-05-0.00069615i,-0.00028798-0.00055246i,-0.00083596+6.9512e-05i,-0.0004911+0.0014216i,-0.00017249+0.0015248i,-0.00017967+0.000729i,-0.00016564-4.7274e-05i,0.00011352-0.00019192i,0.00024326+0.00068269i,-0.00030413+0.0011175i,-0.00065925+0.00048274i,-0.00029575+4.0426e-05i,0.00029128+9.0773e-05i
-0.00050174+0.00056846i,-1.7491e-05-0.00015571i,0.00014968-0.00058688i,-4.1986e-05-0.00069665i,0.00036257-0.00053483i,0.0001876+0.00013885i,-0.00043189-0.00036172i,-0.00084714-0.0012253i,-0.00075573-0.0012071i,-0.00052473-0.00084422i,-0.00085087-0.00045632i,-0.0010307-0.0003894i,-0.00033324-0.00083307i,3.2144e-05-0.00084185i,0.00034857-0.00056155i,0.0005395-0.0002179i,0.00038685-0.00016865i,-4.4103e-05+0.00037392i,-0.00026392+0.00085572i,0.00033939+0.00042507i,0.00048572-2.9329e-05i,-2.7267e-05-9.964e-05i,-0.00033025+0.0004092i
1.2681e-05+0.00055359i,-0.00092412+0.00065554i,-0.00099883-0.00011569i,-0.0012002-2.1152e-05i,-0.001797-7.3594e-06i,-0.0013389-0.00088912i,-0.0011182-0.00089886i,-0.0011869-0.0010109i,-0.00078925-0.00063549i,-0.00016899-0.00024337i,0.00027189-0.00026248i,5.0341e-05-0.00043768i,-0.00015057-0.00012125i,8.8288e-05-7.0072e-05i,0.00015132-0.00021658i,0.00010489-0.00090605i,0.00019141-0.00085029i,0.0005218+0.00030425i,0.00066433+0.00093924i,-0.00077564+0.00086698i,-0.0015529+0.00050213i,-0.00032146-0.00025459i,0.00042695-0.00015749i
0.0019223+0.00060495i,0.00083676+0.0011951i,0.0004141+0.00079871i,0.0013409-0.00058513i,0.0014049-0.00092483i,2.4719e-05-0.0001356i,-1.4749e-05+7.499e-05i,-0.00019683-4.8979e-06i,-0.00045449-0.00061068i,-0.00014121-0.00076342i,-3.0561e-05-0.00075528i,-9.2779e-06-0.00062474i,-0.00054878-0.00030909i,-0.00022019+0.00047361i,1.4941e-05+0.0010975i,2.8603e-05+0.00087395i,0.00012068+0.00046144i,-0.0001839+4.5088e-05i,0.00017832-0.00035396i,-0.00015187-0.00066861i,-0.0011107-0.00042173i,-0.0014336+0.00038753i,-0.00046995+0.00036514i
0.0001825+0.00099916i,-0.0001624+0.00036341i,0.00015817-0.00019386i,0.00089667-0.0010295i,0.0013349-0.00063144i,0.00069014-0.00051396i,-0.00036717-0.00061857i,-0.00097985-0.00091284i,-0.0014974-0.00065646i,-0.0015301-0.00020375i,-0.0004701-0.00042753i,0.00078684+0.0001036i,0.00069298+0.0011227i,3.2781e-05+0.0012901i,-7.9035e-05+0.00080498i,0.00021583+0.00041985i,0.00030475-0.00029562i,-0.00017628-0.00082345i,-0.00041501-0.00031809i,-0.0001831+0.00023435i,-0.00039286-0.00026318i,-0.00018961-0.00088895i,0.00010328-0.00010685i
-7.3952e-06+0.00024407i,6.5308e-05+0.00089585i,0.0012745+0.0015033i,0.0014244+0.0009329i,0.00015121+7.8872e-05i,-0.00028612-0.00045112i,-0.00010635+0.00010435i,-0.00069663+2.7703e-05i,-0.00088825-0.00062671i,-0.00027212+0.00021619i,-4.9552e-05+0.00037931i,-0.00018177+0.00010532i,0.00018955+0.00022218i,0.0002557+0.00047728i,-0.00046913+0.0005737i,-0.00055641+0.00042877i,7.7199e-06+4.775e-05i,0.0007814+0.0001452i,0.00055987+0.0010327i,0.00047163+0.0011565i,0.00026069+0.00060963i,-0.00028398-0.00010773i,3.8068e-05-0.00053086i
-8.6641e-05+0.0020593i,-0.0014415+0.0010932i,-0.0025447+0.00083238i,-0.0013327+0.00050672i,-0.00043094+6.6096e-06i,-0.00063005+0.00031052i,-0.0011485-0.00051375i,-0.0016809-0.0020923i,-0.0021263-0.0025526i,-0.001274-0.0018228i,0.00028077-0.00053539i,0.00039115-0.00033188i,-0.00055294-0.00058116i,-0.00042596-0.00045627i,0.00016909+0.00041701i,-4.8044e-05+0.00082558i,-0.00043243-2.1206e-05i,-0.0010716-0.00045447i,-0.00077216-0.00023205i,-0.00073905+9.5617e-05i,-0.00079598+0.00034388i,-0.00057687+0.0006279i,-0.00054749+0.00048486i
0.0018769+0.001114i,0.0013015+0.00094806i,0.00236-0.0003229i,0.002158-0.0021097i,0.0012828-0.0022545i,-0.0004253-0.00090667i,-0.0016474-0.00048744i,-0.0014196-0.00098328i,-0.00071049-0.0012433i,-0.00016903-0.001053i,-0.00014158-0.00074734i,0.00078026-0.00045546i,0.0013844-8.0063e-05i,0.00081953-7.9763e-05i,0.00069945+0.00025149i,0.00037655+3.9235e-05i,-0.00049719-0.00089982i,-0.00073389-0.0010605i,-0.00053518-0.00041929i,-0.00034889+0.00058458i,-0.0003076+0.00077443i,-0.00039604+0.00043269i,-0.00032054+0.000546i
-0.0010375+6.9492e-05i,-0.00084104-1.6752e-05i,-0.00133+0.00059738i,-0.0005711+0.0012891i,0.00043199+0.0007771i,0.00017047+0.00019853i,-0.00038826+0.00033866i,-0.0018962-0.0007969i,-0.0027825-0.00168i,-0.0017113-0.00052646i,-0.00053899-6.8761e-05i,-0.00075792-5.3386e-05i,-0.0010847+0.00017891i,-0.0002924+0.00050187i,0.00014464+0.00094573i,-0.0001955+0.0010962i,-0.00021685+0.001239i,0.0006144+0.00097353i,0.0011053+0.00018155i,0.00047721-2.8731e-05i,-0.0003601-0.0006032i,-0.00069706-0.00098977i,-0.00051891-0.00024595i
-0.0012726+0.0010875i,-0.0013017+0.00074998i,-0.00030016-0.0004224i,0.00099884-0.0016581i,0.0013623-0.00064502i,0.00035996-0.00015188i,-0.00082882-0.0010938i,-0.00099316-0.0014794i,-0.00076134-0.00045677i,-0.00046978+0.00070951i,0.00045855+0.00075933i,0.00081143-0.00027698i,-4.8373e-05-0.0005024i,5.4354e-05+0.00011482i,0.00054355-0.00037099i,0.00028827-0.00068017i,-0.00018643-9.3831e-05i,-0.00084203+5.5803e-05i,-0.0005774+0.00048165i,5.4826e-05+0.00026062i,-0.00028238+0.00012163i,-0.00026466+0.00012904i,-0.00024058+0.00043271i
0.001294+0.0002223i,0.0010717-0.00030517i,0.00062566+0.00055944i,0.00052404+0.001097i,0.00054287+0.00054845i,0.00050252-3.1141e-05i,7.9754e-05-0.00073731i,-0.0007422-0.0015658i,-0.0010903-0.0012869i,-0.00068892-0.00034477i,1.2859e-05-1.6058e-05i,0.00022187-0.0002985i,-0.00051681+0.00014693i,-0.00071296+0.00014882i,-0.00032516-3.3824e-05i,-0.00035519-0.00013242i,-0.00037293-0.00074743i,3.4368e-06-0.0002296i,-0.00050803+0.00035032i,-0.00072662-0.00015193i,-0.00074852-0.00053083i,-0.0010252-0.00079115i,-0.00069293-0.0010011i
-0.0020764-0.00020039i,-0.00049182-0.00056427i,0.0002963+0.00011864i,-0.00017644+0.00066303i,-9.2922e-05+0.00085799i,-0.000208+1.6877e-05i,-0.00089679-0.0021012i,-0.001569-0.0025433i,-0.0021867-0.0013216i,-0.0015144-0.00028751i,-8.5664e-05+0.00032183i,0.00061619+0.00048989i,0.00070243+0.00028925i,0.0004036-0.00012197i,0.00041302-0.00042151i,0.00034741+0.00015019i,0.00027541-4.4784e-05i,0.00012542-0.00048315i,0.00022125-0.0008844i,0.00079614-0.0007288i,0.00045679-0.00030005i,0.00030732-0.00037936i,0.00019572+0.00027285i
0.0057921+0.00092901i,0.0031159+0.0015213i,0.00090582+0.00046141i,-0.00070188-0.00057306i,-0.0014003-6.075e-05i,-0.0012583+0.00078855i,-0.00059107-0.00018465i,-0.00053245-0.00091625i,-0.00065048-0.00051246i,-0.00036236-0.00035262i,-0.00017645-0.00070123i,3.4592e-05-0.00037503i,0.00032712+0.00041538i,0.00030886+0.0006108i,0.00027019+0.00070331i,0.00027616+0.0006098i,0.00011641-0.00017566i,0.00010705-0.00029487i,0.00036866+0.00025756i,0.0003553+0.00041952i,0.00010478-7.8587e-05i,-0.00012658+0.00012567i,-0.00042679+0.00025709i
-0.0011144-0.00055989i,0.00023443-0.00035946i,0.00036981-0.00091114i,0.00032607-0.00037278i,9.2682e-05+0.00058179i,0.00079901+0.00034842i,0.0003512-0.00069309i,-0.00050364-0.001289i,-0.0011817-0.0014011i,-0.0010151-0.00082114i,-0.00029413-0.0010266i,-0.00086189-0.0014921i,-0.00062737-0.00031005i,0.00021924+0.00052895i,-0.00011112+0.00011994i,-7.8599e-05+2.8519e-05i,0.00048789+0.00066736i,0.00064694+0.0012188i,0.00057511+0.00086634i,0.00030836+0.00048528i,0.00034693+0.00015547i,0.00060199-0.0001196i,0.00053251-0.00056312i
-0.001311+6.9442e-05i,0.00032055-0.00011569i,0.00037753+9.5135e-06i,0.0004857-2.4571e-05i,0.00077941-0.0012199i,-0.00094997-0.0017768i,-0.0013228-0.0011175i,-0.00047859-0.0012243i,-0.00075154-0.0014212i,-0.00053441-0.0007895i,-0.00012801-0.00037151i,0.00022598-0.00072122i,0.0003609-0.00012993i,0.00025623+0.00035172i,0.00055376+0.00021175i,-0.00018532+0.00048919i,-0.00076628-1.0688e-05i,2.2864e-05-0.0013539i,0.00012497-0.0014799i,-0.000318-0.00037434i,-0.00068823+3.1569e-05i,-0.0003513-1.091e-05i,0.00052294-1.6171e-05i
-0.0011844+0.00041248i,-0.0004279+0.0010376i,-0.00066472+0.0019405i,-7.1204e-05+0.0010714i,0.0014067+7.0254e-05i,0.0016625-0.00078802i,6.6338e-05-0.00096814i,-0.00087154-0.00077454i,-0.00050884-0.00054156i,-0.00026007+0.00041567i,4.3878e-05+0.00068883i,-0.00032519-9.4857e-05i,-0.00047681-0.00034966i,-0.0002311-0.00012476i,-0.00073965+0.00045678i,-0.0014278+0.00042222i,-0.00047178+9.1966e-05i,0.00043096+0.00017962i,0.00024135-0.00027157i,0.00014221-0.00073641i,2.8482e-05-0.000691i,-0.00011214-0.00034586i,-0.00050285+0.00019393i
0.00011539-0.00081178i,-0.00021299-0.00091513i,0.00016171-3.8147e-05i,-0.00010494-0.00035073i,-0.00072598-0.0013743i,-0.0011472-0.0011979i,-0.0012967-0.0013193i,-0.00069785-0.0016211i,-0.00059678-0.00095259i,-0.00038386-0.00024909i,0.00030859-7.3493e-05i,0.00043397-0.0003575i,0.00038975-0.00021802i,0.00023527-0.00027278i,-8.4427e-05-0.00074766i,0.00029039-0.00064105i,8.0755e-05-0.00067367i,-0.00074421-0.00060126i,-0.00060128-0.00012242i,0.00025633-0.00016177i,0.00012221+7.1425e-06i,0.00014192+0.00037653i,0.00066212+0.00067267i
-0.00082518-0.00029216i,-0.00044153-0.00028433i,-0.00039467+0.00069469i,0.00017673+0.0018775i,0.0012681+0.0018776i,0.00090955+8.0128e-05i,-0.00049575-0.0016072i,-0.00080077-0.0015211i,-0.00067552-0.00064613i,0.00064355-9.1568e-05i,0.0014676+0.00041017i,-9.332e-05+2.9577e-05i,-0.0010139+1.3799e-05i,-0.0008363-0.00024784i,-0.00029792-0.00015341i,-4.1847e-05+0.00030983i,-9.8065e-05+0.00042138i,-9.3275e-05-3.9428e-05i,0.00037355-0.00026355i,0.0008759+7.2471e-06i,0.00053996-3.1928e-05i,-0.00033112-9.5199e-06i,-5.5857e-05-0.00014483i
-0.00037654-0.0019711i,0.00027227-0.0012097i,-0.00073408-0.00057969i,-0.00083662-0.00049525i,-0.0006292-0.00077678i,-7.6456e-05-0.00061903i,0.00030472-0.00083274i,-0.00038162-0.0013558i,-0.0014478-0.0013421i,-0.0013676-0.00085005i,-0.00024191-0.00051466i,0.00085022+0.00015634i,0.00075555+0.00051292i,0.00026117+0.00018842i,0.00050943-0.00076061i,0.00039042-0.00078523i,0.0006306+0.00017946i,0.00012572+0.00019029i,-0.00066458-0.0002468i,-0.000462+0.00024906i,-0.00024238+0.00065715i,-0.00066559+0.00035133i,-0.0010343+0.0005802i
-0.00052574-0.00087494i,0.00030033-0.00052458i,0.00066556+0.00069358i,0.0013904+0.0017514i,0.0013063+0.0014689i,0.00076843+0.000395i,0.000473-0.00038015i,-0.00029248-0.0014704i,-0.0010619-0.0018982i,-0.00063713-0.00079068i,0.00056715-0.0003051i,0.00013465-0.00067683i,-0.00055214+0.00012825i,-0.00048892+0.00063058i,-0.0003042-0.00025112i,-0.0001845-0.00040863i,0.00019652+0.00053599i,-5.0754e-05+0.0011837i,-0.00049259+0.00040331i,-0.00025181-0.00015478i,-0.0003714+0.00035787i,-0.00046068+0.0002138i,2.8974e-05-0.00027301i
-0.00085545+0.00067032i,-0.00045141+0.00026161i,-6.3696e-05+0.00041719i,-0.00068628+0.00056555i,-0.00079055+0.00022301i,-0.00049831-0.00052584i,-0.00012237-0.00099756i,-0.0004209-0.00091762i,-0.00042477-0.00017081i,0.00016764-2.6226e-05i,0.00034412-0.00017499i,0.00019306+0.00019044i,-4.9532e-05-2.1791e-05i,2.6371e-05-0.00026092i,0.00036388-0.00057385i,0.00023588-0.0010564i,7.4511e-05-0.0013183i,0.00075069-0.00072023i,0.00039327+0.00047618i,-0.00065142+0.00036807i,3.0045e-05-0.0002306i,0.00048386+0.00014397i,-0.00031962+0.00059834i
-3.3694e-05-0.00018501i,0.00068761+4.9156e-06i,0.0006378+3.4499e-05i,0.00053696+3.7867e-05i,0.00020872-0.00055996i,0.00028891-0.0012967i,0.00015372-0.00094481i,-0.00055305-0.00029257i,-0.0013262+0.00018355i,-0.0010864+7.6992e-05i,-0.0001944-0.00063119i,-0.00011547-0.00090572i,-0.00015522-7.6366e-05i,0.00014825+9.4001e-05i,0.00063625+0.0003397i,0.00071182+0.00081468i,0.00041369+0.00047811i,3.9454e-05-0.0002963i,-0.00036319-6.1314e-05i,-0.0010843+0.00011391i,-0.0014439-0.00025325i,-0.0012301-0.00010009i,-0.00032357+6.1484e-05i
-0.00015178+0.0004784i,0.00032702+0.00057627i,0.0003778-0.00030996i,0.00015788-0.00078791i,-0.00026243-0.00010315i,-0.00072879-0.00020016i,-0.0013383-0.00057548i,-0.0020029-0.00021993i,-0.0019378-0.0002009i,-0.00089832-0.00048538i,-0.00019652-0.0003064i,-0.00053918-0.00077463i,-0.0011087-0.0010477i,-0.00064374-0.00094365i,5.7013e-05-0.00072557i,-0.00016791+0.00011989i,-0.00030101+0.00066089i,-0.00023135+0.00028576i,0.0002713+3.8274e-05i,0.00064232-7.1737e-05i,0.00050998-0.00033306i,0.00028907-0.000142i,3.0121e-05-0.00018628i
-0.00056037+2.4517e-05i,-0.0012572-0.00059632i,-0.00027575+5.9492e-05i,0.001044+0.00070897i,0.00066881+0.0012756i,-2.5394e-05+0.0011642i,-0.00049663-3.8318e-05i,-0.00042945-0.001264i,-3.6751e-05-0.0014031i,-0.0001826-0.00064787i,-0.00063191-0.00080076i,-0.00036837-0.00077963i,2.3292e-05+8.0345e-05i,-0.00043594+0.00039292i,-0.00055579+0.00057276i,-9.4836e-05+0.00032681i,6.538e-06+0.0006078i,3.7441e-05+0.001071i,0.00029938+0.00055491i,0.00082676+0.00056304i,0.00083899+0.0010039i,0.00079151+6.7465e-05i,0.00034727+0.00015485i
-0.0016137-0.00011827i,-0.0011688-7.4696e-07i,-0.0003397+0.0013751i,0.0010872+0.0015311i,0.0017908+0.00054959i,0.0013719+2.7632e-05i,-0.00033539-0.0007649i,-0.0015949-0.0019597i,-0.0016662-0.0016991i,-0.0010237-0.0011027i,-3.1946e-05-0.00026397i,0.00012795-3.4991e-06i,0.00029679-0.0011126i,0.00016431-0.00116i,0.00019195-0.00050619i,7.4072e-05-0.00017449i,-0.00063453-1.424e-05i,-0.00079424+0.00044565i,8.3481e-05+0.00012381i,0.00098195+5.1111e-05i,0.00027062+6.0856e-05i,-0.00034102-0.00056147i,-0.00045976-0.00089047i
2.1995e-05+0.00088178i,-0.00028398+0.00040235i,-0.00039349+0.00048973i,-0.00026287+0.00038435i,-0.00030683+5.2457e-05i,3.8212e-05-0.00042534i,-0.00049569-0.00090368i,-0.0017169-0.0012972i,-0.0010466-0.0011338i,-0.00036672-0.00058509i,-0.00018667-0.0007638i,0.00033524-0.00098718i,7.4618e-05-0.0007434i,-0.00082398-0.00064719i,-0.00098484+4.46e-05i,-0.00084114+0.00064255i,-0.00025211+0.00023342i,0.00035347-0.00012034i,0.00012516+0.00028386i,-0.00020557-0.00022601i,-0.00017308-0.0007473i,0.00052223-0.00057316i,0.00055196-0.00022233i
-0.0013745+0.00046269i,-0.00067952+0.0005138i,-0.00033721+0.0015856i,-3.9636e-05+0.0010367i,0.0007343-0.00062094i,0.0012681-0.0014089i,6.6805e-05-0.0015482i,-0.0018312-0.0015887i,-0.0023633-0.00046357i,-0.0011128+0.0011454i,0.00066231+0.00062409i,0.00051636-0.0013016i,-0.00071554-0.0014425i,-0.00066843-0.00025165i,-2.6995e-05-1.1288e-05i,0.00034837-5.0983e-05i,-0.00025143+0.00054636i,-0.0011176+0.00063722i,-0.0011171+3.0644e-05i,9.4014e-05-0.00026857i,0.00050501-0.00029945i,-0.00042377-0.00034764i,-0.00066284-0.00044247i
-0.0010236-0.0022716i,0.00091432-0.0023543i,0.0016372-0.0012959i,0.0018224-0.00021629i,0.0012732+0.00086304i,-0.00019708+4.0145e-05i,-0.0012577-0.00065998i,-0.0017485-0.00081371i,-0.0016598-0.0010749i,-0.00065396-0.00034101i,3.8784e-05+0.00048573i,6.1594e-05+0.00064889i,-0.00018798-0.00012191i,0.00025538-0.00047369i,0.00053366+0.0003768i,0.00028026+0.00098168i,-9.2275e-05+0.00034045i,-0.00078076-0.00036121i,-0.00056675-0.00049442i,-0.00011575-0.00076762i,0.0002576-0.00060565i,0.00025727-0.00029595i,-0.00021536+5.9309e-05i
-5.3698e-05+0.0017012i,0.00019175+0.0014989i,-0.00017352+0.0013285i,-0.0003456+0.0014352i,-0.00017319+0.0011957i,0.00031845+0.00066972i,-0.0001577-0.0002632i,-0.001273-0.00067325i,-0.0014983-2.306e-05i,-0.0012154+3.0359e-05i,-0.00088399-0.00050973i,-0.00023198-0.00098157i,-0.00044981-0.00074859i,-0.00072881+6.7165e-05i,-0.00049208+0.00047396i,-0.00019244+0.00017147i,0.00060612-0.00046914i,0.00066773-8.3161e-05i,-0.00016246+0.00013276i,-0.00045543-0.00020019i,-0.00032186+5.6825e-05i,-0.00065682+0.00069565i,-0.0014605+0.00060996i
-0.00094584-0.00068322i,-0.0019801-0.00098685i,-0.0015043-0.00084139i,-0.00040632-0.00052136i,0.00038504-0.00046457i,0.00074784-0.0011793i,-0.00029815-0.0015672i,-0.0017534-0.0015304i,-0.0012728-0.0013509i,0.00039321-0.00086067i,0.00096998-0.00052976i,0.00067494-0.00075i,-4.7052e-05-0.00054242i,-0.00055122+6.4279e-05i,0.00023338+8.8458e-05i,0.00045064+0.00025575i,5.1555e-05-0.00017858i,0.00051225-0.00061918i,0.00027147-0.00040093i,-0.00063716+0.00021i,-0.00039832+0.00058283i,4.7884e-06-0.00025952i,-0.00013121-0.00073772i
0.0011475+0.0011976i,0.0010406+0.0010382i,0.00081565+0.0003611i,-0.00012192+0.00015156i,-0.00056447-0.00010804i,-0.00015062-0.00047418i,-0.00014808-0.0012961i,-0.00038593-0.0019607i,-0.00078633-0.001913i,-0.00065506-0.0015744i,-0.00038385-0.00065371i,8.4403e-05+7.9933e-05i,-0.00015705+0.00047821i,-0.0009517+0.00071644i,-0.00097103+0.00075731i,0.00026937+0.00035169i,0.0012284-0.00021581i,0.00096985-0.00018989i,0.00027716-0.00011411i,-0.00017936+1.7537e-06i,-0.00031152+0.00019527i,-0.00070059+0.00011318i,-0.00077969+0.00043671i
