0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
-3.0117e-05-0.00028782i,-0.00065105+5.0745e-05i,-0.0013421-0.00074745i,-0.0012974-0.0012022i,-0.001086-0.00020487i,-0.00030488+0.00019794i,2.7764e-05-7.9189e-05i,0.00018778+2.5868e-05i,0.00097691-0.00032176i,0.00069662-0.00084799i,0.00020689-0.00083109i,5.524e-05-0.00042538i,0.00026617-1.7365e-06i,0.00027049-0.00067956i,-0.00018205-0.0012835i,-0.0001296-0.00079233i,2.5629e-05+0.0001704i,-0.00051081+0.00036423i,-0.00058431-0.00041666i,-0.00047525-0.00039409i,-0.0005959+5.2649e-05i,-0.0002834+0.00053218i,-0.00031047+0.00013509i
0.0011636+0.00010985i,0.00061875-0.0011806i,0.0013186-0.0023757i,0.00091258-0.0021412i,-0.00014799-0.0015463i,-0.00044881-0.0003703i,-0.00041404+0.0003983i,0.00036244+3.0849e-05i,0.0018569-0.00071406i,0.0017497-0.00070906i,0.00041445-0.00029843i,-1.9144e-05-5.5693e-06i,-3.4393e-05-0.00029612i,-0.00023761-0.00047417i,-0.00047322-9.4235e-05i,-0.00039395+0.00061162i,-0.00047935+0.00069113i,-0.00052471+0.00047477i,0.00015506+0.00025072i,0.0010015-9.4918e-05i,0.00072148-4.9511e-05i,0.00064771-5.0075e-05i,0.0011808+0.00014591i
-0.00095778+0.00029345i,-0.00079892+0.00023403i,-0.0011723+0.00043472i,-0.00037445-0.00011192i,0.00067191-0.00067315i,6.1952e-05-0.00069048i,-0.00042272-0.00046934i,0.00023327-0.00031499i,0.00060551+3.1614e-05i,0.00013723-0.00031963i,0.00065916-0.00096534i,0.0010811-0.0011291i,0.00090288-0.0012247i,-3.5139e-05-0.001423i,-0.0013707-0.0010176i,-0.0010188-0.00095364i,0.00010144-0.0004955i,0.00059174+0.00051956i,0.00054093+0.00052914i,0.00022253+4.5954e-05i,3.5109e-05-4.8815e-05i,0.00010109-0.00038062i,0.00036243-0.00052381i
0.00026839-0.00015841i,0.000854-0.00058488i,0.00057191-0.00087527i,0.00068299-0.0014867i,0.00098543-0.0021471i,0.00087834-0.0016792i,0.00097661-0.0009565i,0.0010898-0.00096652i,0.0003472-0.00065488i,0.00044177-0.00065349i,0.00055929-0.0007513i,-0.00015994-0.0011735i,-0.00060345-0.00070211i,-0.00084854+4.0365e-05i,-0.00080981+6.1845e-05i,-0.00025168+0.00055042i,-2.8202e-05+0.00039745i,3.5865e-05+0.00026827i,0.0006335-0.00027647i,0.00072571-0.00017133i,0.00057868-0.00026248i,0.00011262-0.0011442i,-0.00037224-0.0010185i
-0.00014766+0.0032762i,0.0012232+0.003733i,0.0015247+0.0029551i,0.00098371+0.00073794i,0.0009531-0.00078717i,0.00064675-0.00088639i,-0.00024839-0.0004899i,0.0004235-0.00057583i,0.0019399-0.00097151i,0.0022615-0.00093007i,0.000735-0.00082869i,-0.00046924-0.00076508i,-0.00036796-0.0015559i,-0.0008168-0.0014295i,-0.0009123-0.00010702i,-0.00067308+0.00048907i,-0.00042858+0.00031846i,-6.3632e-05+9.5074e-05i,0.00020236+0.0003362i,0.0001137-0.00043296i,1.2866e-05-0.00095782i,6.9321e-05-0.00010269i,0.00038233-0.0002504i
-0.0014088-0.00071424i,-0.0011671-0.00023184i,-0.00032732+0.00095292i,0.00051193+0.0011834i,0.00047548+0.0014204i,0.00028618+0.0010933i,0.00033679+0.00056433i,0.00053321+4.1476e-05i,0.00062695-0.00020067i,0.00034249-0.00021776i,-0.00010968+0.00053054i,-0.0002987+0.00071194i,-6.4921e-05-0.00012779i,-0.00018064-0.00036498i,0.00012249+0.00037734i,0.00036472+0.0010687i,9.1613e-05+0.0012154i,-0.00053924+0.0015646i,-5.7055e-05+0.0014261i,0.0011883-5.3625e-05i,0.00016982-0.00036378i,-0.0013156+0.0005939i,-0.0010614-0.00015633i
0.0010302-0.001277i,-0.00050916-0.00017961i,-0.0015664+0.00016592i,-0.0026985-0.0010019i,-0.002852-0.00096376i,-0.002342+0.00023784i,-0.00076358+0.00053549i,0.00066231+0.00013513i,0.001341-0.00017936i,0.00057409+0.00013512i,-0.0003971-8.722e-06i,-0.00010923-0.00066534i,-0.00010054-0.00045907i,-0.00026516-0.0001598i,7.1615e-06-0.00060096i,-0.00072605-0.00081245i,-0.0015841-1.5693e-05i,-0.00065262+0.00054695i,0.00032057-0.00024539i,0.00089214-0.00016327i,0.00088659-2.0376e-06i,9.1117e-06+0.00022458i,-5.5321e-05+0.00097265i
0.00072399-0.0010809i,0.00017008-0.0010786i,-0.00017553-0.00089974i,0.00047751-0.00095064i,0.00051361-0.00015945i,4.6909e-05+0.00030168i,0.00082034-0.00037226i,0.0010522-0.0011876i,0.00039075-0.0010876i,0.00022614-0.00056953i,0.00057711-0.00019251i,5.5972e-05+0.0005461i,-3.0803e-05+0.00071771i,0.00029994-0.00023216i,0.00016302-0.00059344i,-8.0412e-05-0.00051721i,-0.00044361-0.00024139i,-0.00070238+0.00051957i,-0.00049066+0.00057682i,4.7575e-05+0.00058389i,0.00050655+0.00037013i,0.00074788+0.0004133i,6.0446e-05+0.00097159i
-0.001097+0.0011475i,-0.00074103+0.0012673i,0.00058419+0.00092916i,0.00048378+0.00077811i,-8.8802e-05+0.00015431i,-0.00035876-0.00054671i,-0.00028353-0.00043643i,0.00043973-0.00026297i,0.0011129+0.00026244i,0.0013461-0.00029488i,0.00093166-0.00080671i,0.00034356-0.0010493i,-5.6177e-05-0.0012809i,0.00028424-0.00038146i,0.0011944+0.00066913i,0.00086444+0.00047124i,-5.7309e-05+0.00085162i,-0.00036943+0.0011673i,-0.0005158+0.00063174i,-0.00039282-0.00058144i,0.00034787-0.00076437i,0.00048959-0.0002746i,0.00021724-0.00064348i
-0.00056352+0.00065133i,-0.0011358+0.00040314i,-0.00056501-6.9178e-05i,0.00029298+0.0003825i,0.00062715+0.00083111i,0.0011467+0.00020448i,0.0011324+0.00024282i,0.0012713+0.00047301i,0.0010286+1.2164e-05i,0.00077726-0.0005881i,0.00043875-0.0002633i,0.00011098-0.00025366i,6.1236e-06-0.00068722i,-0.00036985-0.00049458i,-0.00047605+0.00019804i,-0.00028861+0.00043577i,0.00031977+0.00041201i,0.00010487+0.00034276i,-0.00068746-5.6072e-05i,-0.00041623-0.00065684i,-0.0004646-0.00056095i,-0.00015571-4.8478e-05i,0.00016879+0.00016112i
0.00019965-0.0010792i,0.00079956-0.00052941i,-0.00024663+7.0578e-05i,-0.00088955+0.00018302i,-0.0011527-0.00037453i,-0.00074486-0.00065599i,0.0007722-0.0008164i,0.0008732-0.00077702i,0.00056531-0.0005264i,0.00025505-0.00061751i,-0.00043033-0.00052275i,-0.00019544+2.6369e-05i,-0.0006415+0.00021543i,-0.0013961+2.9054e-05i,-0.001069-0.00033676i,-0.00053194-0.00028451i,-0.0003984-7.8631e-05i,-0.00021098-0.0002154i,-0.00035932-0.00067203i,-0.00076686-0.00052695i,-0.00053115+0.00023425i,-0.00061049-0.00023097i,-0.00076542-0.00088555i
-0.000194+0.000787i,0.0010822+0.0002326i,0.0021797+0.00049144i,0.0015105+0.00051802i,0.00046031+0.0008283i,0.00039352+0.00016225i,2.049e-05-0.00061653i,-0.00072354-0.00017733i,-0.00070124+0.00052822i,0.00033107+0.00041524i,0.00099911-0.00043681i,0.00051615-0.00070835i,0.00039648-0.0007721i,8.8975e-05-0.0010971i,-0.00086303-0.00048131i,-0.00086644+1.5085e-05i,-0.00076278-2.4082e-05i,-0.00087228+0.00033478i,-0.0010969+0.00015796i,-0.0012086-0.00023527i,-0.00082361-0.00026078i,-0.00037646-0.00013073i,-0.00028753+5.2276e-05i
0.0016445-0.0012618i,0.00045435-0.00023014i,-0.00024222-7.7932e-05i,-0.00026634-0.001169i,-0.00052377-0.0018692i,-7.6487e-05-0.00063081i,0.00096144+0.00019218i,0.0014953-0.00049186i,0.0010315-0.00095253i,6.8219e-05-0.00098438i,-0.00091898-0.00088945i,-0.00087134-0.00048075i,-0.00010135+0.0001981i,0.00013847-0.00023773i,0.00075781-0.00056483i,0.0012665+0.00057328i,0.00091931+0.00065187i,0.00054267-0.00021805i,0.00052426-2.069e-05i,0.00079425+0.00041226i,0.00097456+0.0010746i,0.0014627+0.00062198i,0.001359-0.00090483i
0.0006538+0.00026427i,0.0014619-0.00080097i,0.001635-0.0017545i,0.0012083-0.0015094i,0.00011802-0.00073428i,-0.00027816-0.00076295i,-0.00037437-0.000978i,0.00011106-0.0012736i,0.0013639-0.001088i,0.001293-0.00082312i,0.00058279-0.00077662i,-7.5849e-05-0.00029316i,-0.00075306-0.0003968i,-0.000453-0.00036819i,-0.00036828+0.00043871i,-0.00016631+0.00062138i,0.00050653-0.00030236i,0.00053934-0.00074838i,0.00020227-0.00028497i,-0.00035909+0.00015525i,-0.00092779+2.1823e-05i,-0.00054446-0.00041409i,-0.00036192-0.00021887i
0.00090789+0.0010522i,0.00098771+0.00092937i,0.00073076+7.08e-05i,0.00070103-0.0014313i,0.00062063-0.0016606i,5.4953e-05-0.00091922i,0.00037664-0.00031454i,0.00035342-0.00040646i,-0.00010317-0.0012356i,0.00046507-0.0017145i,0.00082429-0.001402i,0.00040959-0.0012186i,-0.00040836-0.0007954i,-0.00077444-0.00029996i,-0.00056093+0.00013321i,-0.0006649+0.00052351i,-0.0004933+0.00085289i,0.00040141+0.0014035i,0.00014392+0.001168i,-0.00089936+0.00024852i,-0.00054736+0.00051739i,0.00012574+0.00046733i,-0.00024734-0.00015088i
-0.00059212+0.0012521i,-7.2867e-05+0.00061679i,0.00060505+0.00059748i,0.0008419+0.00068294i,0.00034768-0.00014191i,0.00061633-0.001144i,0.0011267-0.0010995i,0.0012985-0.00026824i,0.0010296+2.2401e-05i,0.00061335-0.0012933i,-4.4389e-05-0.0015278i,-0.00044664-0.0012864i,-0.00052535-0.001327i,-0.00046348-0.00075042i,-7.6283e-05-0.00048831i,-8.7624e-05-0.00023501i,0.00028838+0.00021439i,4.5959e-05+0.00062175i,-6.6883e-05+0.00095373i,0.00021693+8.089e-05i,-0.0003235-0.00016672i,-0.00054076+0.00066234i,-0.00042094-9.9174e-06i
0.0016403-0.0015801i,0.0010019-0.0021097i,-2.0248e-05-0.0011583i,-0.0011825-0.00071714i,-0.0016597-0.0011918i,-0.0012428-0.00093832i,-0.00013983-0.00080339i,0.00040031-0.00025032i,0.00063479-0.00019989i,0.00047215-0.00053225i,-9.1185e-05-0.00010742i,-0.00020556+1.6719e-05i,-0.00042152+0.00038109i,-0.00089731+0.00016844i,-0.00066189-0.00022095i,-0.00015599+0.00029797i,-0.00033571+0.00073511i,-0.0004173+0.00055229i,-5.117e-05+0.00039409i,-3.6288e-05+0.00021123i,0.00016069-0.00025535i,0.0004204-0.00010502i,0.00051564-5.703e-05i
0.0010067+0.00040675i,0.00035073-0.00036457i,3.7959e-05-0.0013444i,9.1902e-05-0.00092939i,0.0002596+0.00022042i,0.00028452+0.00072293i,0.00028815+0.0002051i,0.00045207-0.00087325i,0.0015894-0.0012819i,0.0017874-0.00072167i,0.0011202-0.00043891i,0.00085895-0.00051015i,7.7996e-05-0.00031187i,-0.00052397+0.00017525i,-6.8679e-05+8.781e-05i,0.0011458-0.00068103i,0.0011274-0.00094662i,0.000434-0.00013072i,-0.00022859+0.00026706i,-0.00055729-0.00045597i,-0.00019951-0.00020599i,0.00026394+0.00059571i,0.0008833+0.00067434i
0.00089826-0.0014884i,0.00071291-0.00041006i,0.0010975-3.6162e-05i,0.00052161-0.00066161i,-0.00083124-0.00055104i,-0.0008175-6.8133e-05i,-0.0007693-2.2982e-05i,-0.00026963-4.364e-05i,4.6408e-05-0.00075849i,-0.00014648-0.0012966i,-0.00045642-0.00068227i,-0.00074626-0.00038755i,0.00018955+5.2111e-05i,0.00037521-0.00019272i,-0.00032921-0.0012308i,-0.0010991-0.0011327i,-0.0014973-0.00068499i,-0.00050901-0.00041455i,0.00098558-0.00051371i,0.0013114-1.6745e-05i,0.00065131+0.00090914i,6.627e-05+0.00087023i,0.00015328+0.00028799i
-0.0002962-0.0017049i,-0.0008033-0.0016058i,-0.00059448-0.00040916i,-0.00040723+0.00016479i,0.00013128+0.00077046i,0.0011137+0.00055526i,0.00087007-9.3474e-05i,0.0008286-0.00022732i,0.00097683-0.00040612i,0.00043616-0.0011261i,0.00026471-0.0012798i,0.00023857-0.00063174i,6.651e-05+5.8501e-05i,5.2082e-05-8.663e-05i,-3.8801e-05-0.00019097i,-0.00073012+0.0004189i,-0.00073011+0.00022894i,0.00056913-0.00029962i,0.001123+0.00024229i,0.00035302+9.2474e-05i,-0.00017909-0.00019408i,0.00011653+0.00074948i,0.00026478+0.00075883i
-0.00030044+0.000128i,-0.00019815+0.0011225i,-0.0008856+0.0017718i,-0.0010488+0.0012125i,-0.00044331+0.00028901i,0.00013688+0.00051132i,0.00037186+0.0011668i,0.00059239+0.0017569i,0.00029058+0.0014772i,-0.00049055+0.00073804i,-0.00020603+0.001182i,0.00010942+0.00035396i,6.4456e-05-0.00044728i,0.00026173-0.00019464i,-0.00024743-0.00022687i,-0.0001739-0.00013705i,0.00020803-0.00032215i,0.00068425-0.00030547i,0.00089123-0.00018063i,0.00077684+0.00014436i,0.0011795-0.00013623i,0.0014982-2.1957e-05i,0.0010474+0.00095186i
0.00054001-0.0013136i,0.00090772-0.0012071i,-0.00045981-0.0013522i,-0.0012884-0.00058622i,-0.0021381+0.00042667i,-0.002595-3.5085e-05i,-0.002161-0.00071255i,-0.00077614-0.0001115i,0.00016092+0.00062381i,0.00033975+0.00030349i,0.00098498-0.00045734i,0.00091639-0.0007693i,0.00046069-0.00030948i,-0.00031259-0.0004738i,-0.00048837-0.00091093i,-0.00088273-0.0011722i,-0.0010106-0.00082883i,-0.00094561-0.00032466i,-0.00052773+5.0917e-05i,0.00010659+0.00026891i,0.00026575+0.00044123i,0.00026081+0.00043854i,-0.00023953+4.0058e-05i
-0.00077781-0.0015679i,-0.00082655-0.0012467i,-0.001776-0.0018201i,-0.002379-0.0010479i,-0.0021757-0.00029834i,-0.0010342+0.00035822i,7.1705e-05+0.00050215i,-7.866e-05+0.00031539i,-0.00034536+0.00026718i,7.1695e-05+0.0003523i,0.00083988+0.00046861i,0.0009127+0.00031335i,0.0010221-7.7029e-05i,0.00075411+0.00010968i,-0.00014364-0.0001121i,-0.0007336-0.00028666i,-0.00091028+9.5463e-06i,-0.00064135-0.00010892i,2.4887e-05+0.00017174i,0.0003597+0.0006799i,0.00038166+0.00018106i,0.00031269-0.00065583i,0.00059023-0.00069822i
-0.00070124-0.001919i,-0.0014892-0.0015024i,-0.0017907-0.00075482i,-0.0012979+0.00052777i,-0.00094143+0.00057653i,0.00027022+0.00035489i,0.0010878+0.00076932i,0.00025131+0.0019013i,-0.00053811+0.0020955i,-0.00012722+0.0010645i,0.00038479+0.00052465i,0.00095448+0.00066561i,0.0013653+0.00022158i,0.00032486-0.0004299i,-0.00039687-0.00029242i,-0.00027676+0.00041774i,-0.0011407+0.00056235i,-0.0012816+0.00047456i,-0.000413+0.00024918i,-4.3514e-05+0.00026479i,0.00052575+0.00017968i,0.00095387-0.00040059i,0.00050747-0.00065837i
-0.002014+0.00065329i,-0.0015905+0.001518i,-0.0017739+0.00251i,-0.0016487+0.0011113i,-0.0002356+0.00021025i,-0.00054363+0.0002947i,-0.0030473+0.0010409i,-0.0039554+0.0041637i,-0.0020257+0.0066114i,0.001068+0.0066582i,0.0033601+0.0052726i,0.0042676+0.0029174i,0.0034371-0.00033805i,0.0017738-0.001771i,0.00043458-0.00063118i,4.6242e-07-0.00018898i,-0.00025515-0.0007649i,-0.00027974-0.00013952i,-0.00055415+0.00096571i,-0.0010187+0.00091499i,-0.0013562+8.0123e-05i,-0.0012111-0.00048043i,-0.00052924-0.00023122i
-0.00011679-0.00086671i,-0.00057756-2.0468e-05i,-0.0013614+0.00037647i,-0.0014834+0.00068873i,-0.00049458+0.0010822i,0.00093351+0.00072719i,0.0019308+5.7357e-05i,0.0019759-0.0014291i,0.0015613-0.0031789i,0.00069026-0.0030904i,0.0002103-0.0016811i,6.2233e-05-0.0006411i,-0.00083997-0.00036921i,-0.0012272-0.0005047i,-0.00027665-0.00036744i,0.00035145-0.00047312i,0.00033739+7.3783e-05i,-0.0006871+0.0010718i,-0.001565+0.00063838i,-0.00098922-0.00025527i,-0.00014918-0.00024386i,-3.4787e-05+0.00011941i,0.00032519+0.00025245i
0.00048467+9.9374e-05i,0.00092142-0.00052595i,0.00065357-0.002319i,-0.00054153-0.0031738i,-0.00072831-0.0024167i,-0.0001884-0.0013479i,0.00047534-5.7111e-05i,0.0016786+9.6444e-05i,0.0017748-0.00071224i,0.0017723-0.0010145i,0.00078085-0.00072068i,-0.00098829-0.00042581i,-0.0012764-3.4658e-05i,-0.0010727-0.00014379i,-0.0010368+0.00019061i,-0.00054928+0.0008883i,-7.6836e-05+0.0013729i,9.5428e-05+0.0011974i,0.00044013+0.00048159i,3.1931e-05+0.00056156i,-4.006e-05+0.00048476i,0.00034724-5.2658e-05i,0.00012651-0.0002388i
0.0012378+0.0014747i,0.00060372+0.00072293i,0.00043882+0.00039098i,0.00063234+0.00015873i,0.0012753+0.00041615i,0.00091577+0.00073809i,0.00065235-0.00035007i,0.00075283-0.0015157i,0.00089796-0.0016204i,0.00078769-0.0013531i,0.00024178-0.0011907i,-0.00017292-0.00086831i,-0.00063504-0.00033477i,-0.0005986+0.00043854i,-0.00024512+0.00060718i,-0.0002133+0.00034045i,-6.4187e-05-0.00047352i,0.00043001-0.00090764i,0.000352-0.00077732i,9.5635e-05-0.00028977i,0.00023412-0.00033666i,0.00036323-0.00044278i,2.5707e-05-0.00030475i
0.00039059-0.00084689i,0.00065897+0.00070127i,7.5813e-05+0.00072938i,5.9909e-05-0.00016501i,-2.0226e-05-0.00026448i,-9.229e-05+0.00033657i,0.00031455-1.8225e-05i,0.0011581-0.00098103i,0.00085005-0.0012577i,0.00012567-0.00096944i,-0.00010885-0.00041245i,-0.00023943-0.00045739i,-0.00044041-0.00059967i,-0.00058916-0.00020128i,-0.0004358+9.6548e-05i,-0.00085218-0.00017571i,-0.0009908+0.00030644i,-0.00017283+0.00079134i,2.3107e-06+0.0001078i,-0.00046405-0.00043559i,-0.00032018-0.00053485i,1.5188e-05-0.00017192i,-8.82e-05+0.00050822i
0.00050244+0.0007728i,0.00012983+0.0002806i,9.6159e-06-0.00028282i,-4.7119e-05-0.00076216i,-0.00023366-0.0011243i,-0.00050661-0.00091303i,8.8727e-05-0.00079973i,0.0010855-0.00094452i,0.00080513-0.00049822i,0.00041246-0.00056312i,7.3804e-05-0.0012661i,-0.001543-0.0009101i,-0.0018861-0.00050422i,-0.0010588-2.9527e-05i,-0.00038847-0.00013146i,0.00010287-0.00061377i,-0.0005776-0.00054334i,-0.00070558-0.00017547i,-4.4215e-05+4.6849e-05i,0.00054002-0.00018686i,0.0004037-0.00029713i,-1.366e-05-0.00057137i,-0.00036705-0.00047732i
0.00014191+0.0010566i,0.0010362+9.0342e-05i,0.0019328-0.00063539i,0.0020387-0.0013628i,0.0010859-0.0010203i,0.00020771-0.00050102i,-0.00015585-0.00077293i,0.00080071-0.00079196i,0.0012746-0.00027341i,0.00094258-0.00023263i,0.0001632-0.00043871i,-0.00054647+0.00014105i,-0.00029516+0.00021863i,-0.0002409+0.00037118i,-0.00020349+0.0011611i,-2.019e-05+0.0015308i,-0.00049346+0.0015329i,-0.0012343+0.00083567i,-0.00038074-7.4025e-05i,0.00091743-0.00096666i,0.00058926-0.00083618i,-0.00022771+0.0002894i,0.00039588+0.00024423i
-0.00062294-0.00080694i,-0.00080914-0.0010535i,-0.0012708-0.0015623i,-0.0013616-0.0013415i,-0.00097546-0.00041372i,-0.0001525-7.5179e-05i,0.00061627-0.00033942i,0.00074099-0.0003028i,0.00088582-0.00060579i,0.00052214-0.0013487i,-6.4728e-05-0.0014347i,0.00013235-0.00086092i,6.7076e-05-0.00010615i,-0.00028405+5.9126e-05i,-0.00026967-3.6669e-06i,0.0001316+0.000289i,0.00077338+0.00019405i,0.00070759-8.4189e-05i,-0.00011826+1.756e-05i,0.00019685-0.00035657i,0.00070483-0.00015816i,-5.5638e-05+0.00029411i,-0.00026321+0.00029289i
-0.00014571-0.00095863i,-0.0001204-0.00013824i,-0.00029934+0.00031276i,0.0002002+0.00084584i,0.0013723+0.00051977i,0.0018509+0.00080442i,0.0020065+0.00093878i,0.0018438-0.00071265i,0.001234-0.0011354i,0.00081489-0.00045265i,0.00044287-0.00057065i,4.5534e-05-0.00092147i,5.877e-05-0.00062173i,0.00045107+2.6495e-05i,-0.00010751+7.5563e-05i,-0.000276-1.6997e-05i,0.00023698+0.00048154i,0.00054916+0.00072707i,0.00071855+0.00043625i,0.00087141-0.00012876i,0.00037002-0.00010621i,-9.4249e-05+0.00013866i,-0.00042923-0.00019096i
4.8193e-05-0.00060729i,-0.0011367-0.0015941i,-0.00045247-0.0018i,-0.00043996-0.0014032i,-0.00070598-0.00074534i,-0.0002471+2.5045e-05i,-9.4008e-05+0.00011443i,0.00016537+0.00044556i,0.00012774+0.00051224i,0.00054658-1.7416e-05i,0.00073114+0.00011946i,-0.00020042-0.00020647i,-0.00062795-0.00058903i,-0.00014765-0.00068009i,-0.00019138-0.00060222i,-0.00071521-0.00024144i,-0.00035979-4.9764e-05i,0.00011447-5.3286e-06i,0.00029758-0.00039329i,0.00041291-0.00057952i,0.00032353-0.00027175i,4.2014e-05-0.0003483i,-0.00042214+0.00012706i
-8.0366e-05-0.00030738i,-0.00042622+0.0009194i,-0.00083219+0.0019564i,-0.0012621+0.0020632i,-0.0012818+0.00091608i,-0.00047029-8.3735e-05i,-0.0001137-0.00026854i,0.00030634-0.00048278i,0.00093228+0.0001132i,0.00083197+0.00051043i,0.00029293+0.00032027i,-3.9657e-05+8.2405e-05i,0.00011696-0.00019252i,-0.00010045-0.00050639i,-0.00064862-0.00056255i,-0.00063699-0.00015984i,-0.00012918+0.0003219i,0.00022493+0.0007042i,0.00040704+0.00062924i,0.00064992-0.00016225i,0.00059844-0.00042419i,0.00015163+0.00010874i,-0.00058549+0.00032459i
-0.0010499+0.00037274i,-0.00031457-2.5083e-05i,0.00089404+0.00059024i,0.0012881+0.00019661i,0.00046993-0.00012862i,-0.00016408-0.00031057i,-0.00019741-0.00073668i,-0.00031292-0.00048648i,-0.00012731+6.9909e-05i,-1.3376e-05-0.00035389i,-0.00020026-0.00064792i,-0.00028627-0.00017526i,-0.00072798+0.00014404i,-0.00082665-4.1193e-05i,-0.00068691-0.00056635i,-0.0006423-0.0012705i,-9.6211e-05-0.0010758i,-3.123e-05-1.0235e-05i,-3.5773e-06-0.00011244i,-9.9793e-05+9.3125e-05i,-0.00031814+0.00073158i,-0.00023321+0.00070219i,-0.00021345+0.00023635i
0.00085563+0.00053105i,0.0012031+0.0011366i,0.00097888-0.00022397i,-0.00029505-0.00070817i,-0.00084913-0.00051697i,-0.0005256-0.00089791i,-0.0004876+0.00039205i,-0.00011825+0.00090469i,0.00043421-0.001353i,0.00058027-0.0017961i,0.00032778-0.00075185i,-0.00051521-0.00062726i,-0.00047349-0.00045478i,-0.00015463-0.00031237i,0.00015545-0.00041237i,0.00063024-3.1679e-05i,-7.1376e-05+9.192e-05i,-3.6628e-05+5.7916e-05i,0.00025755+0.00052799i,0.0005252+0.0002804i,0.00055653-0.00027007i,0.00021812-0.00060103i,-7.5048e-05-0.0002331i
0.00089606-0.00026108i,0.00083111-0.0013586i,0.0002086-0.0022489i,0.00010129-0.001999i,-0.00028625-0.00077946i,-0.00093568-0.00033872i,-0.00058063-0.00050643i,-0.00018469-8.0846e-05i,0.00051972+0.00050196i,0.0010828+0.00035705i,0.00038464-0.00029693i,-5.8053e-05-0.00067339i,-0.00021902-0.00071662i,-0.00082227-0.0012112i,-0.00079698-0.00073613i,-0.00021744-0.00017466i,0.00019898+0.00023049i,-0.00038998+0.0009379i,-0.00017288+0.00076507i,0.00017323+0.00018077i,-0.00081664+4.3487e-05i,-0.0012623-9.2346e-05i,-0.00074545-0.00026903i
5.8986e-05-0.00076551i,-0.0012913-0.00015078i,-0.0021528-2.3926e-05i,-0.0020629-0.00027053i,-0.0016307-9.9315e-05i,-0.00093849+0.00058522i,-0.0002976+0.00040401i,0.00073227+9.8777e-05i,0.0013161-0.00068431i,0.0012777-0.00052463i,0.00070841+0.00039557i,0.00019716+0.00040351i,0.00074007-7.9023e-05i,0.00056411-0.00055906i,-0.00023025-0.00067444i,0.00062861+9.4717e-05i,0.0015547+0.00052514i,0.00069124+0.00085722i,-0.00038674+0.00084774i,-0.00066349-0.00027733i,-0.00021268-0.00058552i,-0.0001378-0.0001018i,-2.7707e-05-0.00076233i
0.00097719-0.0012739i,0.0012934-0.0021039i,0.00098236-0.002708i,0.00033469-0.0032712i,4.5943e-05-0.0025886i,0.00030303-0.0014405i,0.00084585-9.3878e-05i,0.0013871+0.00020598i,0.001579-0.00054904i,0.0012127-0.001137i,0.00025525-0.0010521i,-0.00012329+0.0001404i,-0.0005036+0.0009849i,-0.00093938+0.00038318i,-0.00045913+0.00035745i,-0.00034803+0.0004955i,-0.00043062-0.00021543i,-0.00029797+0.00014896i,6.9524e-05+0.0003552i,0.00051069-0.00060251i,7.0923e-05-0.00053096i,-0.00059755+0.00010123i,-0.00062097+0.00025372i
0.0014092-0.00080661i,0.0013637-0.00067662i,0.0012554-0.00054855i,0.0001419-0.0005069i,-0.00053189+0.0001154i,-0.00091541+0.00098954i,-0.0004463+0.00028148i,-7.9356e-06-0.00045184i,0.00046254-0.0007514i,0.00098975-0.0012674i,0.00053984-0.0006337i,-4.074e-05-6.9721e-05i,-0.00020902-0.00050667i,-0.00012987-0.00094939i,-0.00052268-0.00066461i,-0.00033226-0.00038212i,0.00016494-0.00017125i,2.2629e-05-0.00050066i,-0.00036733-0.00098972i,-0.00051374-0.00047924i,9.6008e-05-0.00024231i,0.00078629-0.00049018i,0.00070466-0.00021841i
0.00017679-0.00063253i,0.00010816-0.00032242i,-3.9038e-05-0.00082313i,-0.00030184-0.001538i,-0.00057091-0.0010734i,-0.00039078+1.4221e-05i,-0.00061573+0.00043295i,-0.00038487+6.1685e-05i,0.00018487-0.00051484i,0.00014146-0.0010891i,-0.00015871-0.0014889i,0.00019178-0.0012058i,0.00070633-0.00028699i,0.00061513-0.00048647i,0.00028025-0.0010944i,-0.00044014-0.0011107i,-0.00056443-0.0011135i,-0.00027243-0.00067752i,7.2313e-05-0.00019419i,0.0002623+0.0003496i,-1.513e-05+0.00065751i,0.00064142+9.4728e-05i,0.0015956-0.00060983i
