-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
0.0011039+0.0005755i,0.0009359+0.00058158i,0.0011564+0.00011494i,0.0018275+0.00077474i,0.0014777+0.00097353i,-0.00010745-7.9068e-05i,-0.0015723-0.00096229i,-0.0010552-0.00045476i,-0.00027719+0.00082797i,-1.664e-05+0.0012926i,0.00049896+0.0012928i,-1.9338e-05+0.00032076i,-0.00070869-0.00027551i,-0.00075208+0.00017529i,-0.00079207+0.00037234i,-0.00079792+0.00018034i,-0.0004555-0.00061424i,2.0767e-05-0.0010597i,0.0018216-0.00065626i,0.0023185+0.00019266i,0.0011607+0.00070031i,0.00039761+0.00094597i,0.00071725+0.00040254i
-0.00064277+0.00030784i,-0.00071101-0.00035521i,-0.00034839+0.00076789i,0.00064272+0.0016216i,0.001332+0.0013254i,0.00051023+0.00020543i,-0.0010207-0.00042933i,-0.0016092+0.00019475i,-0.0013538+0.00077887i,-0.0012143+0.0013165i,-0.00058401+0.0018458i,-2.0763e-06+0.0017698i,-1.4118e-05+0.001196i,-0.00042307+0.00057822i,-0.00069824+0.00013513i,-0.0006546-2.7741e-05i,-1.1982e-05-0.00047007i,0.00074328-0.00047983i,0.00039826-0.00020352i,-0.00016166-0.00080896i,0.00050107-0.0012074i,0.0010614-0.00043881i,-0.00029657-0.00013921i
0.00034965-0.0010864i,0.00023473-0.00093858i,0.0011302-0.00098538i,0.0011085-0.00090877i,0.00058035-0.00054763i,0.0005849-0.00058827i,-0.00036646-0.00024517i,-0.0010294+0.00041652i,-0.0012599+0.00072877i,-0.0012741+0.00016639i,-0.0004053-0.00041256i,0.00053279-0.00035129i,0.00063324-0.00028336i,0.00031588+9.7748e-05i,-0.00054025+0.00021882i,-0.0012367-0.00015571i,-0.00094099-0.00015129i,7.478e-07+0.00055648i,-0.00010848+0.00055794i,-0.00055509-0.00010335i,-0.00025161-0.00030653i,-6.3412e-05+0.00041712i,-0.00017145+0.00072843i
-0.00037583+7.9287e-05i,-0.00094547+0.00088175i,-0.0010167+0.0011069i,-0.00086153+0.0012789i,-0.00038017+0.00084182i,-0.00075508-0.0001112i,-0.0020356+6.0242e-05i,-0.0021018+0.00084141i,-0.00085615+0.0011983i,-9.9171e-05+0.00093055i,-0.00029667+0.00010236i,-0.0004896-0.000345i,-0.00025808+0.00016869i,-0.00035678+0.00032927i,-0.00084519-0.00016395i,-0.00061335-0.00063621i,0.00012123-0.00092985i,0.0005444-0.00046169i,0.00013689+6.7356e-05i,-0.00023571-9.4171e-05i,0.00035106+3.4512e-05i,0.0003682+0.00070961i,-1.4418e-05+0.0005118i
-0.0013849-2.812e-05i,-0.001329-0.00010797i,-0.0014529+0.00011498i,-0.00033739+0.0011797i,0.00048944+0.0014456i,-0.00050389+0.00059204i,-0.0015357+0.00035377i,-0.0016467+0.00056088i,-0.0013355+0.00015899i,-0.00074591+7.889e-05i,0.00025815+0.00067i,5.46e-05+0.00043487i,-0.0010682-0.00020853i,-0.0010505-0.00058549i,-0.00016891-0.00066432i,0.00071541-0.00020041i,0.0003684-4.8319e-05i,0.00059063-0.00089353i,0.00092719-0.0013847i,0.00059092-0.00069662i,0.00079216-0.00047009i,0.0012874-0.00030769i,0.00077411+0.00013954i
-9.9104e-05+0.0012048i,-0.00068012+0.0015684i,0.00015101+0.0017021i,0.00094677+0.0013025i,0.00090469+6.3439e-05i,-0.00019234-0.00058287i,-0.0016083-0.00042275i,-0.0014009+0.00021491i,-0.00059506+0.00058147i,-0.00049665+0.00027309i,-0.00010851+0.00010321i,0.00042613-0.00025439i,7.1001e-05-0.00011102i,-0.00038193+0.00010478i,-0.00053043+6.7205e-05i,-0.00036292-0.00029464i,-0.0003113-0.00053876i,-0.00023992-0.00045039i,-3.2377e-05-0.0007345i,0.0004539+0.00020853i,0.00075208+0.00060891i,5.0453e-05-0.00052799i,-0.00069297-0.00151i
-0.0012663-0.00025513i,-0.0013068+0.00049409i,-0.0016692+0.0019747i,-0.0013841+0.003139i,9.8452e-08+0.0026096i,-3.2649e-05+0.00060084i,-0.0017493-0.00066729i,-0.0021942+0.00011964i,-0.0014257+0.00074031i,-0.0010509+0.0006049i,-0.00049294+0.00086495i,-7.6441e-05+0.0011346i,0.0003161+0.00074934i,-2.3234e-05+0.00024869i,-0.00025084+0.00041768i,0.00013031+0.00036525i,-6.5062e-07+0.00012209i,0.00018244+0.0002029i,0.00072534+0.00046586i,0.00038915+0.00059519i,0.00036541+9.3661e-05i,0.00050721+9.0921e-05i,0.00051279-4.816e-05i
-0.001416-0.00038271i,-0.0012278+9.3496e-05i,-0.001515-0.00019559i,-0.0015549+0.00015066i,-0.0005857+0.00099652i,7.7397e-05+0.00058929i,-0.00058411+0.00070524i,-0.00086163+0.0012711i,-0.00050268+0.00096519i,-0.00083726+0.0011341i,-0.0010468+0.0011525i,-0.00052113+0.000668i,0.00020698-3.2484e-05i,-0.00026193-0.0006878i,-0.0013568-0.00073212i,-0.0015815-0.00059599i,-0.0011468-3.3089e-05i,-0.00031008-0.00035516i,0.00036889-0.00075745i,0.0004496-0.00069803i,0.00043553-0.00046869i,0.00030764+1.6653e-05i,-0.00016039+0.00027085i
-0.00065272-0.001876i,-0.0011726-0.00056318i,-0.00183+0.00042785i,-0.0017151+0.0019162i,-0.00039752+0.0029309i,-0.0003483+0.0010669i,-0.0015711-0.0010948i,-0.0018679-0.00074859i,-0.0017401+3.0957e-05i,-0.0020344-1.0683e-05i,-0.0022055-0.00045419i,-0.0013644+0.00046962i,-0.0006283+0.0013599i,-0.00020913+0.0014084i,-0.00039245+0.0013756i,-0.00087635+0.00072831i,-0.00048934-0.00019587i,0.00011888-0.00060073i,6.9491e-05-0.00026062i,-0.00019424-0.00021932i,-0.00034254-0.00035104i,5.9308e-05-0.00014624i,0.00031758+0.00055582i
-0.0002612-0.001709i,-0.0010943-0.0022043i,-0.0014261-0.0021191i,-0.0013602-0.0011759i,-0.0012806-0.0010292i,-0.001108-0.001064i,-0.0018966-0.0011256i,-0.0022587-0.00093869i,-0.0015963+4.5818e-05i,-0.0017934-0.00036332i,-0.0024291-0.0011604i,-0.0024926-0.00017465i,-0.0010511+0.00065755i,-0.00027172+0.00085876i,-0.00019199+0.0009885i,0.00043504+0.00054894i,0.00071435+0.00076743i,0.00026723+0.0010958i,5.8456e-05+7.8015e-05i,8.6392e-05-0.00038854i,0.00015634+0.00016092i,0.00027165-0.00018821i,-6.3347e-05+0.00019579i
0.0021405-0.0011699i,0.0012628-0.0010403i,0.001547-0.0010456i,0.0021986-0.00076053i,0.0016961-0.00082427i,-0.00061928-0.00064202i,-0.002122-2.0934e-05i,-0.0015586-0.00031255i,-0.00065294-0.00018909i,-0.00050267+0.00057727i,-0.0010624+0.00053213i,-0.00081147+0.00039563i,0.00012222+0.00039095i,-2.0555e-05+0.000174i,-0.00084045+0.00059726i,-0.0011141+0.00041512i,-0.00076567-0.00076004i,0.00044338-0.00098006i,0.0012786-0.00016321i,0.001119-0.00017922i,0.0006994-0.00013318i,0.00024268+9.6049e-05i,0.00040652+0.00028989i
0.0013798+6.8386e-05i,0.0010345-0.0013812i,0.0013518-0.00028399i,0.0017346+0.00049195i,0.0011577-0.00046387i,0.00025714-0.0016192i,-4.9663e-05-0.001977i,-8.1195e-05-0.00074378i,-0.00073167+0.00021138i,-0.00063409+0.00030685i,-0.00057713-9.4295e-05i,-0.00052563-0.0006533i,-0.00038964-0.00056153i,-0.0008982-0.0002213i,-0.00045691+0.00017903i,9.8271e-05+0.00041932i,0.00016257-0.0001296i,-0.00016346-0.00026617i,1.87e-05-0.00040351i,0.00050374-0.00076574i,0.00050268-0.00056774i,-0.00038513+0.00043399i,-0.00090139+0.00063031i
0.00095223+0.00065443i,5.0072e-06+0.0012947i,0.00031+0.0006234i,0.0011429+0.00082639i,0.00091329+0.0013152i,0.00047324+0.0007444i,-0.00041045+0.0007396i,-0.00081837+8.1108e-05i,-0.00045142-0.00054889i,-0.0006598+6.4849e-05i,-0.00085609+0.00095639i,-0.00033808+0.00061523i,-0.00047667-0.00048172i,8.5022e-05-0.00050325i,0.00046408-0.00017968i,-5.191e-05-5.6957e-05i,0.00044547+0.00040615i,0.00086714+0.00068182i,0.00023926+0.00017201i,-0.00028233-0.00050176i,-0.00012974+3.3825e-05i,4.2684e-05+0.00033196i,-0.00065578-0.00052171i
-0.00060672+0.00031134i,0.00038456+0.00055627i,0.0010481+0.0011073i,0.0019786+0.0017847i,0.0029833+0.0015085i,0.0017858+0.00040906i,-0.00054761-0.00039487i,-0.00053875-0.00041839i,0.00061999+0.00040284i,7.9302e-05+0.00075988i,-0.00047646+0.00064999i,0.00054506+0.0010124i,0.0011499+0.00092235i,0.00066119+0.00048628i,0.0007871+0.00063312i,0.00017156+0.00036913i,-0.00042821-0.00029934i,-0.00034096-0.00040088i,-0.00017084-0.00026273i,-3.8843e-05-0.00025421i,9.8732e-05-0.00037805i,0.00053169-0.00071751i,0.00032263-0.00065231i
0.00075168-0.00069612i,8.5887e-05-0.00038345i,0.00013238-0.00094245i,0.0014067-0.00082971i,0.0022691-0.0013354i,0.0014095-0.0018691i,-0.00045412-0.0013143i,-0.00097629+0.00015364i,-0.00068746+0.00069615i,-0.00079628+0.00018943i,-0.00050167-0.00042235i,-2.5811e-05-0.0004057i,-0.00022205+0.00020299i,-0.00043463+0.00084689i,-0.00033518+0.00051529i,7.3812e-05-0.0001383i,-6.2391e-05+0.000147i,-0.00012586+0.00038083i,0.00023498+7.7951e-05i,0.00071473-0.00033804i,0.00073953+0.00063165i,7.8549e-05+0.00084163i,-0.00014908-2.8084e-05i
-0.00015598-0.00097554i,-0.00013756-0.00069756i,-0.00076103+0.00029513i,-0.0012237+0.00086523i,-0.00054395+0.00062496i,-0.00047474+0.00043646i,-0.0010296+1.3063e-05i,-0.0012908-5.4604e-05i,-0.00094336+8.7503e-05i,-0.00061164+3.0879e-05i,-0.0011147+0.0003301i,-0.00073791+0.00035553i,-0.00032739+0.00071227i,-0.0008088+0.00051295i,-0.00055369-0.00057989i,-0.00037353-0.00051585i,-0.00062092-0.00050249i,-0.00036043-0.0004074i,-0.00056858-0.00015166i,-0.00093858+0.00028839i,-0.00036057+0.00059487i,0.00097764+0.0004693i,0.00070414+0.00074258i
0.00036531-0.00041519i,0.00028045-0.0010848i,-0.00028673-0.001474i,-0.0010083-0.0010156i,-0.00042047+9.7104e-05i,-3.5738e-05-6.5056e-05i,-0.00096481-0.00071189i,-0.0012728-0.00040908i,-0.00072247-0.00019112i,-0.0011006-0.0010835i,-0.0017217-0.0009298i,-0.0013532+0.00021278i,-0.00051909+0.00071681i,-0.00032931+0.00030139i,-0.00031051-0.0007455i,-4.1756e-05-0.00067357i,-0.00022455-0.0002583i,-0.00072792-0.00012721i,-0.00032278+0.00015887i,-0.0003977+0.00050266i,3.875e-05+0.00045708i,0.00056244-0.00060329i,0.00015791-0.0011816i
0.00082663+0.00030058i,0.0010796-6.0102e-05i,0.0010978+0.0014407i,0.0011769+0.0018737i,0.0018001+0.00091446i,0.00022816+3.9553e-05i,-0.0010309-0.00044133i,-0.0010195+0.00019334i,-0.0006357+0.00070643i,-5.2201e-05+0.00013816i,0.00015712-0.00026327i,0.00023395-0.00054931i,0.0001146-0.00049726i,-0.00026456+0.0002824i,-0.00011539+0.0004713i,0.00028453+0.00065397i,0.00016364+0.00070509i,-5.7316e-05+0.00035743i,-0.00032398-0.00016097i,-6.419e-05+0.00013068i,0.00050309+0.00030427i,4.5893e-06-5.8415e-05i,-0.00063249-0.00058533i
0.0010365-0.0010516i,0.0012873-0.00102i,0.0019706-0.00029108i,0.0018437-0.00028181i,0.001704-0.00081472i,0.00067659-0.00059845i,-0.0014239-0.00044907i,-0.0017597-0.00030627i,-0.00073804+0.0003945i,-0.0005256+0.00094246i,-0.00030395+0.0010478i,-0.00033362+0.00079855i,-0.00086345+0.0003535i,-0.00096906-0.00011445i,-0.00057033-0.00052508i,-0.00084716-0.00064447i,-0.00030388+0.00010843i,0.00017169+0.00068773i,-0.00071664+0.00016302i,3.0118e-05-0.00011632i,0.00094588-0.00019528i,0.00091185+0.00021993i,0.00071628+0.00073073i
0.0011034-0.0013225i,-0.00073957-0.00094814i,-0.00075237-0.0012176i,-0.00024626-0.0007039i,0.00070348+0.000316i,0.00058469-0.00013345i,-0.0007982-0.00065772i,-0.0011354+0.00024685i,-0.0013788-5.8022e-06i,-0.0010928-0.00050724i,-0.00012226-6.9669e-05i,0.0001902+0.00011342i,0.00013091+0.00035663i,-2.904e-05+0.0013113i,-1.5969e-05+0.00084058i,0.00022117-2.883e-05i,0.00027529+9.2528e-05i,-0.00034257-0.00026016i,-0.00069522-0.00051032i,-0.000101-0.00010643i,0.0001322-0.00013986i,-0.00023896-0.00043094i,-0.00075215-6.8504e-05i
-0.00032461+0.0001986i,-0.00040185-0.00016245i,4.2572e-05+0.00035099i,4.1888e-05+0.00080303i,0.00037436+0.0005354i,0.00048983-0.00099384i,-0.00055422-0.00091172i,-0.00087908+7.5756e-05i,-0.00073589+9.2325e-05i,-0.0006654+0.00010483i,-0.00017186-6.3511e-05i,-0.00020563-1.2551e-05i,-0.00051304+9.1511e-05i,-0.00016771+0.00051993i,1.2022e-05+0.00037218i,-0.00031126-0.00071791i,-0.0003915-0.0013136i,-0.00014614-0.0010042i,9.9383e-05-0.00023363i,0.00057993-0.00026213i,0.00052837-0.00054502i,0.00014399-0.00038628i,0.00059592+2.5211e-05i
0.00099744+0.00044622i,0.0014867-0.00016909i,0.0019219-0.00012857i,0.0027083-0.00078446i,0.0027833-0.0010211i,0.00061928-0.00029793i,-0.0018914-0.0006095i,-0.0015844-0.00057432i,-0.0008712+0.00020456i,-0.0008665+0.00043188i,-0.00081084+0.00020213i,-0.00061553-0.00038196i,-0.00037006-0.00043981i,-0.00046775+3.0117e-05i,-0.00052321+0.00018463i,-0.00024268-4.7053e-05i,-0.00071225+0.00016959i,-0.000844+0.00016621i,-0.00059202-0.00033418i,-0.000767-0.00054355i,-0.00012609-0.00071399i,0.00019883-7.1486e-05i,0.0002553+0.00035661i
0.00080701-0.0016779i,0.0012127-0.0010757i,0.00064245-4.8647e-05i,0.00041722+0.0010402i,0.00049454+0.0011993i,-0.00057706-0.00052488i,-0.0018374-0.0013382i,-0.001725-0.0003104i,-0.00065742+0.00063407i,-0.00043246+0.00062816i,-0.0011655+0.00028751i,-0.0012181-0.00093976i,-0.00011512-0.0016232i,0.00033302-0.00049896i,-0.00047018+0.00052597i,-0.00057391+0.00026733i,-0.00034945-0.00013799i,-0.0003569-7.2648e-05i,7.4086e-05-0.0007888i,0.00077443-0.00080923i,0.00063943-0.00040142i,0.0001569-0.0002682i,-0.0007077+3.9811e-05i
-0.00084508-0.00016853i,4.441e-05+0.00019439i,-0.00044738+0.00083487i,-0.0003789+0.0010792i,0.00095298+0.001446i,0.0013021+0.00058238i,-0.00011067+0.00016522i,-0.00033292+0.0010366i,-6.6458e-05+0.00091187i,0.00026659+0.00050817i,0.00079685+0.00074882i,0.00012266+0.00049959i,-0.00039587+0.00040253i,0.00026506+0.00055388i,0.00047991+0.00025772i,-1.2727e-05-0.00064421i,0.00012013-0.00065893i,-0.0002782-0.00086041i,-0.00031503-0.00065763i,0.00042481+0.00013505i,0.00078903-9.6901e-05i,0.0011732-0.0003074i,0.00089597+0.00037208i
0.00040652-0.00013873i,0.00016943-6.5491e-05i,0.00075837-0.00024568i,0.0015791+0.00043524i,0.00096741+0.00060813i,-0.000235-0.00068198i,-0.0010656-0.0010451i,-0.0016507-0.00034052i,-0.0016482+0.00050746i,-0.00095757+0.00046176i,-0.00030922-0.00023316i,6.2127e-05-0.00066351i,0.00015704-0.00048051i,0.00042798-0.00021802i,0.00059212-0.00027449i,0.0004871-0.00038002i,0.000971-0.00010018i,0.0008839+0.00027328i,0.00012933-0.00037176i,0.00033501-0.00050586i,0.0010207+0.00028892i,0.00074523+0.00012717i,2.4019e-05-0.00069223i
-3.824e-06+0.00087446i,-0.00010589+0.0009193i,-0.00027065+0.00094241i,1.0524e-05+0.0012243i,0.0015508+0.00099245i,0.0019088+3.2958e-05i,-0.0006872-0.00053315i,-0.0024299-0.00027013i,-0.001552+9.7507e-05i,-0.00096825+6.8576e-05i,-0.00064952+5.9246e-05i,-0.00018989+3.8758e-06i,-0.00042398-0.00084113i,-0.000425-0.0012818i,-0.00019566-0.0011667i,0.00017942-0.00082246i,0.00030699-0.00053262i,0.00023112-0.00081118i,-0.0004897-0.00095469i,-4.6882e-05-0.00062079i,0.00066564-0.00064903i,0.0003354-0.0004642i,0.00024078-0.00028458i
-0.00054131+0.0022679i,-0.00013506+0.0027973i,0.00047934+0.0031676i,0.0013526+0.0026286i,0.0016786+0.001359i,0.00087587-0.00044843i,-0.00083799-0.0008809i,-0.0014078+0.00014061i,-0.0011502+0.00070351i,-0.0011523+0.00082447i,-0.0010807+0.00096505i,-0.00014482+0.00059071i,0.00017988+0.00044904i,-0.00048737+0.00088281i,-0.00075385+0.00064367i,-0.00076915-0.00024715i,-9.829e-05-0.00063176i,0.00025038-0.00023621i,-0.0009526+0.00045866i,-0.00096163+0.00026835i,-6.0925e-05-0.00040582i,-0.00032691-0.00059187i,-0.00010207-0.00059858i
-0.00047065-0.00045905i,-0.00055115-0.00015029i,-0.00071988+7.2383e-05i,-0.00067528+0.00066333i,0.00060975+0.0012974i,0.00088304+0.00045754i,-0.0010769-1.4857e-05i,-0.0017282-7.1722e-05i,-0.0015935-0.00012459i,-0.0023897-0.00049798i,-0.0010577-0.00058185i,0.00046209+0.00065303i,0.00040539+0.00071748i,0.00017302+0.00054796i,0.00012034+0.00019559i,0.00034739-0.00029446i,0.00010164-0.00043963i,-0.00063342-0.0006286i,-0.00092208+0.00063434i,-0.00077215+0.00092925i,-0.00057487-1.3435e-05i,-0.00030826+0.0001941i,-0.0002962+0.00053907i
-0.00047015-0.00059102i,-0.0017029+0.00071244i,-0.0018793+0.0012524i,-2.1224e-05+0.002634i,0.0011456+0.003101i,0.00044334+0.0016964i,-0.0011127-0.00016573i,-0.0015467-0.00025854i,-0.0008347+4.4867e-05i,0.00033146-0.00078551i,0.00054904-0.00099358i,-3.7222e-05-0.00021606i,0.00029403+0.00077359i,-0.00015991+0.0010707i,-0.00068868+0.00055269i,-0.00022964+0.00044615i,-0.00034145+7.4666e-05i,-0.00011081+7.2574e-06i,0.00056258+6.8791e-05i,0.00068554-6.341e-05i,0.00055764-0.00038644i,0.00039859-0.00034144i,-0.00056961+0.0002371i
-0.00051842-0.0014927i,0.00019585-0.0011552i,0.00058651-0.00094288i,0.00028084-0.00016593i,-5.5009e-05+0.0014566i,-0.00063333+0.0019577i,-0.0016604+0.0014646i,-0.0024498+0.001256i,-0.0017033+0.00077355i,-0.00085677+0.00052247i,-0.00057702+0.00026887i,-0.0009023+0.00037913i,-0.0010629+0.00074215i,-0.00051878+0.0003035i,-0.00025113+8.3057e-05i,-0.00026011-6.9081e-05i,0.00012501-3.0999e-05i,0.00026855+0.00066609i,0.00033906+0.00055181i,0.00069412+0.00041687i,0.00085703+0.00020309i,0.00098712+0.00013858i,0.0007424+0.00048258i
0.0011092-0.0017046i,0.00050653-0.00062234i,0.00025331-0.00011933i,-0.00015436+0.0004711i,0.00030163+0.00062136i,0.00063794-2.1836e-05i,-0.00044941-0.00052743i,-0.00097042-0.00013668i,-0.00051026+0.00021605i,-0.00045455+0.00051796i,-5.5215e-05+0.0003168i,0.00040648-8.1151e-05i,-0.00031056-0.00023104i,-0.00037032+0.00019023i,0.00047283+0.000269i,0.00075617-1.2618e-05i,0.00050661-0.00034052i,0.00067831-0.00028221i,0.00083104+0.00082546i,0.00038649+0.00081312i,2.7742e-05+9.7761e-05i,0.0001469-0.00028307i,0.00075882-0.00037344i
-0.00015597-0.00068657i,0.0011196-0.00081486i,0.0020655-9.1953e-05i,0.0017559+0.00051353i,0.0011959+0.00040564i,-0.00032949-0.00055067i,-0.0017443-0.0014914i,-0.00091402-0.00096619i,-0.00041963+8.6454e-05i,-0.0011524+0.00039206i,-0.00060314+9.3843e-05i,0.00057019-0.0010017i,0.00030462-0.0012128i,-3.0757e-05-0.00038817i,-0.0003563-0.00026954i,-0.00085569-0.00060491i,-0.00043884-0.00043632i,-0.00019873-2.6854e-06i,-0.00046602-5.8942e-05i,0.00014898-0.00076722i,0.00037493-0.00056992i,0.00012844+0.00028104i,0.0009729+0.00025696i
-0.0004807-0.0012913i,-0.00043009-0.0012679i,3.1846e-05-0.0003255i,0.00054104+0.0010947i,0.00084053+0.0011937i,-0.00012128-0.00069233i,-0.0010008-0.0018226i,-0.001296-0.00081681i,-0.0012478-0.00030861i,-0.0012069-0.00053108i,-0.0012143-5.4718e-05i,-0.00052845+0.00037831i,0.00024472-0.00011713i,-0.00014099-0.00056015i,-0.00016952-0.00020659i,-0.00023483+0.00030939i,8.087e-05+0.00045447i,0.00041904-0.00013188i,-0.00015561-0.00050306i,-5.5977e-05+0.00029282i,0.00037962+0.00092838i,0.00027662+0.0011703i,-0.00013374+0.001263i
-0.0012087-0.00021304i,-0.00053937+0.00050701i,0.00021828+0.00048579i,-0.00017666+0.0013634i,-0.0005451+0.0015091i,-0.00014618+0.00013017i,-0.00093475-0.00067388i,-0.0010889-0.00041438i,-0.00015962+0.00038951i,-0.00057322+0.00068589i,-0.001036+0.00073966i,-0.00098435+0.00091166i,-0.00069743+0.00078868i,-0.00013957+0.00078696i,0.00048467+0.00020122i,0.00046981-0.0011038i,0.0002857-0.0010707i,0.00057157-0.0001652i,0.00026851+0.00013169i,9.8204e-05+0.00060756i,0.00089118+0.0007812i,0.00079298+0.0008449i,0.00047736+0.0011529i
0.0012197-0.0008277i,-0.00025933-0.00052439i,-0.00098142-0.00052962i,-0.0007373-0.00072079i,-0.00040022-0.00043291i,-0.0010784-0.0010484i,-0.0019693-0.0014581i,-0.0017435-0.00074125i,-0.0010767-0.00052242i,-0.0006625-0.00065047i,-0.0005647-0.00052146i,-0.00063307-0.00019707i,-0.0004216+0.00050641i,-0.00045368+0.00063827i,-0.00067632-0.00012033i,-0.00096956-0.00060788i,0.00016421-0.00086518i,0.0012742-0.00081775i,0.00027735-0.0005275i,9.8939e-05-0.00015964i,0.00028837+2.0703e-06i,-0.00029903-0.00057376i,-0.00024235-0.0011009i
0.0013014+0.00075956i,0.0012789-0.00083987i,0.00097163-0.00081419i,0.0018406-0.00082643i,0.0024078-0.0007094i,0.0010416-0.00059081i,-0.00043166-4.5401e-05i,-0.0011188+0.0006106i,-0.00096285+0.00028486i,-0.00095819-2.0409e-05i,-0.00093728+0.00012105i,-0.00056505-0.00017897i,-6.1067e-05-9.4033e-05i,8.0982e-05-0.00027109i,-0.00061527-0.0009288i,-0.00082214-0.00056927i,-0.00092426+0.00040364i,-0.00089953+0.00093886i,-4.8076e-05+0.00072537i,0.00058618+0.00030053i,-0.00026455+0.00021822i,-0.00060655-6.0778e-05i,-0.00017954-0.00010565i
0.0010943+8.0854e-05i,0.00072027-0.00026997i,0.00045791-9.6673e-05i,0.0011986-0.00014378i,0.0014451-0.00021012i,-0.00023108-0.0014287i,-0.0018728-0.0012777i,-0.0012694-0.00041235i,-0.00049276+0.00026578i,-0.0010895+0.00030712i,-0.0012892+0.00020727i,-0.00070492+0.00077285i,-0.00043031+0.00087978i,-0.00078719+0.00076015i,-0.00059058+0.00057066i,-0.0002615+0.00019516i,-0.00012641+0.00015184i,7.1529e-05+0.00063896i,0.00033214+0.00051384i,0.0002108+0.00017073i,0.00026135-0.00033228i,0.00059229-0.00031223i,0.00013179+0.00083992i
-0.00079656+0.0011959i,-0.00069457+0.0012059i,0.00028831+0.0023804i,0.00072711+0.002576i,0.0011605+0.0016306i,0.00065957+0.00018563i,-0.00068644-0.00064852i,-0.0017373-0.0011818i,-0.001688-0.00083867i,-0.00067716+8.1293e-05i,-0.00063575+0.00048498i,-0.00038545+0.00077171i,-0.00044004+0.00056599i,-0.0011421+0.00075947i,-0.0011092+0.00098245i,-0.00066138+7.7292e-05i,-0.00039909-0.00060405i,-0.00025274-0.00064176i,0.00045073+0.00028089i,0.0012291+0.00044824i,0.0007218+5.2817e-05i,-0.00028857-0.00049169i,-0.00041668-0.0009608i
0.00080541-0.00064942i,0.00034081-0.0008154i,-0.00010575-0.0012465i,0.00066178-0.00026358i,0.0011757+0.0007801i,0.00063135+0.00045531i,-0.00045802-0.00083205i,-0.0010796-0.00028265i,-0.0014015+0.00053673i,-0.0012865+5.0774e-05i,-0.00025392+0.00036364i,0.00034024+0.0008435i,0.00018281+0.0010431i,0.00079627+0.002326i,0.00042144+0.0020738i,-0.00052741+0.00051786i,0.00035367-0.00025369i,0.00097316-0.00020046i,0.001278+0.00011712i,0.0015119+0.00045167i,0.00019543+0.00072448i,-0.00063633+0.00061472i,-0.0001157+0.0011579i
0.0008898+0.00027429i,0.00064076+0.00021666i,0.0009633+0.00043744i,0.0017068+0.00011287i,0.0021499-0.00086608i,0.0018166-0.00077864i,-0.00038449+0.00034788i,-0.0022399+0.00071616i,-0.0017382+0.00074647i,-0.0010403+0.000725i,-0.0002944+0.00043965i,0.00069188+0.00050774i,0.00074953+0.00047374i,0.00017869-0.00023185i,-0.00041303-0.00063919i,-0.00084254-0.00046183i,-0.00058064+0.00021215i,-0.00010853+0.00075509i,0.00034847+0.0007458i,0.0010461+0.00058073i,0.0011148-0.00020144i,0.00045442-0.00021972i,-0.00016755-0.00041196i
-0.0010708+0.00055335i,-0.00072163+0.0010887i,-0.00043012+0.0013628i,2.7236e-05+0.0014986i,0.00071025+0.00058242i,0.00070887-0.00020357i,4.6489e-05+0.00014105i,-0.00038266+0.00037479i,-0.00090121+0.000677i,-0.0015906+0.00045973i,-0.00087381+0.00072168i,0.00024581+0.00064368i,0.00030542+0.00020591i,8.3511e-05+0.00033392i,-0.00026761-9.7524e-05i,-0.00022491-8.9369e-05i,0.00055494-0.00032592i,0.00045612-0.0012043i,1.9128e-05-0.0010121i,-5.3505e-05-0.00056174i,-0.00020435-8.902e-05i,-0.00019034-0.00041038i,-0.00031635-0.00098268i
-0.0022411-0.00036418i,-0.0017029+7.3915e-05i,-0.0016985+0.0014769i,-0.0012648+0.0027683i,-0.00055085+0.0030744i,-0.00060091+0.00077272i,-0.0013915-0.00070596i,-0.0012455+0.00030481i,-0.0007629+0.0010191i,-0.00057423+0.0010727i,-0.00030679+0.0006128i,-7.0353e-05+0.00011347i,0.00017706-0.00015799i,0.00014854-0.00038489i,-0.00023432-0.00046384i,-0.00011217-5.6321e-05i,0.00055234+0.00068977i,0.00054116+0.00066783i,0.00023033+0.00025819i,0.00033694+0.00029739i,3.0823e-05+0.00056794i,-0.00012461+0.0010571i,0.00029521+0.0010978i
