-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
0.0016421-0.00097595i,0.0018731+3.5623e-05i,0.0022407-7.6295e-05i,0.0021144-0.00098242i,0.0013116-0.0016093i,-0.00036551-0.0011287i,-0.0010056+0.00027516i,-0.00029577+0.00075031i,0.00018822+0.00012903i,0.00050765-0.00040119i,0.00047936-0.0005516i,0.00074514-0.00041455i,0.00087827-0.00047695i,0.00045659-0.00032098i,-3.3506e-05+5.1948e-05i,-0.00039712+0.00039906i,-0.00047338+0.0003696i,0.00027317-0.00046993i,0.00069956-0.00052014i,-2.5292e-05+0.00022015i,-0.00037776+0.00033523i,-0.00026958+0.00025693i,-1.8533e-05+0.00032212i
0.00070689-0.00056898i,0.00073747-0.00079665i,0.0017394-0.0019256i,0.0013901-0.0014002i,-0.00030551-6.6816e-05i,-0.00088468+0.00056361i,-0.0003388+0.00051217i,-9.7631e-05-0.00036638i,0.00022957-0.00048247i,-2.4442e-07-9.7561e-05i,-0.00024113-0.00057396i,0.00023596-0.00077672i,5.0439e-06-0.00076472i,-0.00035348-0.00062285i,-0.00017096-0.00028395i,-0.00016801-0.00013976i,-8.6386e-05+0.00010275i,0.00042268+0.00020712i,0.00069756+0.00029997i,0.00032029+5.9966e-05i,-0.00018375-0.00023289i,-0.00026686-0.00081303i,-0.00060702-0.00089236i
-0.00019917+0.0003531i,-0.00079438-9.3953e-05i,-0.0013764-0.0013972i,-0.0014957-0.0010695i,-0.0011477+0.00081822i,-0.00042769+0.0016364i,-0.00015194+0.00084298i,0.00038404-0.00011717i,-7.634e-05+0.00060443i,-0.00015558+0.0021653i,0.00055895+0.0021788i,0.00048852+0.00088461i,6.5975e-05+0.00023923i,-0.00031167+0.00019007i,-0.00045968+0.0001265i,-0.00075296-0.00010928i,-0.00053805-0.00053961i,0.00010066-0.00057103i,9.2847e-05-0.00076704i,-0.00036928-0.00042403i,-0.00015357-2.0542e-05i,0.0002322+0.00059813i,0.00036464+0.00099855i
-0.0013377+0.00041061i,-0.00085572+0.00024431i,-0.00064338+0.0011137i,-0.000631+0.00073866i,-0.00070375+3.7656e-05i,-0.00077381-0.00019671i,-0.00038671-0.00086415i,-0.00021545-0.00067727i,-0.00079335+0.00020052i,-0.00023114+0.00052553i,0.00057979-0.00030643i,0.00052409-0.0017189i,4.6711e-05-0.001208i,-0.00081619+0.00030721i,-0.0013955-3.1908e-05i,-0.00099561-0.00046757i,-0.0003422-0.00034672i,9.6628e-05-0.00023824i,-0.00038129-4.9847e-05i,-0.00036754-0.00039288i,-0.00015657-0.00035311i,-0.0010081-4.8299e-05i,-0.0011877-4.9354e-05i
0.0016383+0.0015411i,0.0025832+0.0008157i,0.002417+0.0003719i,0.001471-0.000125i,0.00020174+2.2065e-07i,-0.00075973+0.00017181i,-0.00035114-0.00035954i,0.00040671+0.00011963i,0.00061447+0.00049729i,0.001231+0.00061975i,0.0015651+0.00047758i,0.0013727-0.00045478i,0.00073217-6.45e-05i,0.00036122+0.00052049i,0.00033318+8.4161e-05i,-2.5418e-05+5.5683e-05i,0.00016826+0.00034762i,0.00067574+0.0010712i,0.00056937+0.00077754i,0.00038792-0.00016427i,0.00013182-0.00032414i,0.00031653+0.00065025i,0.00016207+0.001377i
-0.0010231-0.0012657i,-0.0021466-0.0024204i,-0.003145-0.0029515i,-0.0033167-0.0014962i,-0.0026337+0.00017032i,-0.0012113+0.00028446i,-0.00020274+8.7083e-05i,7.0704e-05+0.00041219i,0.00047956+0.00079298i,0.00099115+0.0013196i,0.00086279+0.0011589i,0.0006047+0.00053935i,0.0010172+0.00053377i,0.0015693+0.0009332i,0.0013173+0.0012023i,0.0012977+0.00096827i,0.00065695-0.00013451i,0.00038155-0.0004686i,0.00063638+0.00026884i,-0.00011283+0.00058247i,-8.9357e-05+0.00063777i,0.00013881+0.00085303i,0.0001447+0.00029877i
4.5435e-06+0.0029955i,0.00087422+0.0031649i,0.0031481+0.0033657i,0.0035213+0.0029203i,0.0013389+0.0012171i,-0.00099935-0.00041768i,-0.0019431-0.00067736i,-0.0016812+3.5704e-05i,-0.00066579+0.0010381i,0.00040206+0.0019745i,0.00054567+0.0016955i,2.1294e-06+0.00097063i,0.00074445+0.00035904i,0.001802-0.00011315i,0.0015172-0.00062862i,0.0011441-0.00055107i,0.00053582-0.00010514i,0.0001008-9.1357e-05i,-0.00010221-0.00078154i,-0.00072075-0.00056998i,-0.0012887+0.00030776i,-0.00028982+0.0010362i,0.00056741+0.0012i
-0.00089564-0.00068384i,-0.0010514-0.00030467i,-0.0016254+0.0012524i,-0.00057361+0.00090421i,0.00057546+0.00070101i,0.00040085+0.00034376i,-0.00028749-0.0005883i,-9.5799e-05-0.00037183i,0.00016517+0.00074865i,2.4351e-05+0.0011282i,-0.00039193+0.00080993i,-0.00066253+0.00073253i,-0.00049627+0.00025292i,-0.00041401-0.00013039i,-0.00058507+0.00029904i,-0.00049735+0.00055632i,0.00022545-0.00017103i,0.00088381-0.00014115i,0.00040694+0.00024367i,-0.00082631+0.00021275i,-0.00074387+6.6665e-05i,-0.00043249-0.0002033i,-0.00078295-0.00041919i
-0.00023536+0.0023538i,-0.00017422+0.0027373i,0.00077549+0.0018262i,0.0015893+0.00068501i,0.00046787-0.00055142i,-0.00047026-0.001352i,-0.00067394-0.0004548i,-0.00033282+0.00022996i,-0.00028218+0.00046342i,-0.00047648+0.00097184i,0.00037878+0.00035046i,0.0011707-0.00026998i,0.00076114+0.00054349i,0.00028012+0.00046444i,0.00031244+0.00017231i,0.00057131-0.00046661i,0.00057207-0.00033357i,0.00037717+0.00075152i,0.00046077+0.0010926i,0.00044563+0.0005792i,-0.00022141+0.00044008i,-0.00037538+0.00096196i,-5.2898e-05+0.00062829i
0.0018737-0.0016221i,0.0015235-0.0017211i,0.0019121-0.0016655i,0.00053707-0.00044928i,-0.0013287+0.00058195i,-0.0021739+0.0014773i,-0.0015333+0.0013061i,-0.00051638+0.00038448i,0.00029616+0.00023196i,5.2247e-05+0.00010149i,-0.00055771-6.8442e-05i,-0.0011269+0.0001456i,-0.001415-0.00041757i,-0.0015299-0.0012022i,-0.0010349-0.00056245i,0.0001196+0.00052952i,0.0005671+9.7584e-05i,-0.00033152-0.0012488i,-0.00031787-0.0015841i,0.00059422-0.0013998i,0.00046568-0.00087703i,-0.00076746+5.984e-05i,-0.00079433+0.00040376i
-0.0021418+0.0011008i,-0.0019771+0.0010195i,-0.0011116+0.00045229i,-0.00045106+0.00059503i,-0.00037279+0.0010321i,0.00015531+0.0003775i,0.00027189-0.0001606i,0.00067319-0.00054105i,0.00071485+0.00054543i,0.00025594+0.0011937i,0.00014469+0.00073028i,0.00040983+0.00076964i,-8.7503e-06+0.00038022i,-0.00020302-0.00044121i,1.1872e-05-0.00037479i,0.0001337-0.00031785i,0.00023164-0.0001719i,0.00047594+0.00046868i,0.00017759+0.0006686i,-0.00067872+0.00028005i,-0.00084543+5.6146e-05i,-0.00049061+5.5506e-05i,6.395e-06+8.2709e-06i
0.0008469+0.002516i,0.0015462+0.0023106i,0.0010503+0.0019004i,0.0011258+0.00057209i,0.00046772-0.00037738i,-0.00093434-0.0009205i,-0.0011898-0.0015472i,-0.00061577-0.001553i,0.00015513-0.00012674i,0.00097066+0.0008709i,0.0010363+0.0012446i,0.00067416+0.0014485i,0.00078218+0.000745i,0.00073964+0.00081559i,0.00082311+0.00082265i,0.00060201+0.0001372i,-0.00030783-3.7314e-05i,-0.00053425+0.00015236i,3.7254e-05+0.0003759i,0.00010212+0.00075842i,0.00021302+0.00077464i,0.00015408+0.00031548i,-2.3223e-05+0.0005512i
0.00061806+0.00018773i,0.00089815-0.00099666i,0.00094759-0.00083028i,0.00041552-0.00011463i,0.00026701-0.00012552i,0.00022833+0.00011003i,-0.00012574+0.00030966i,-0.00033367+0.00076287i,-0.00047728+0.0016976i,-0.00067858+0.0011403i,-0.00029606+0.00015975i,0.00022767+0.00026728i,0.00013468-0.00025859i,0.00030758-0.00066129i,0.00043394-0.00025647i,0.00010455+0.00018461i,0.00022094+0.00079715i,0.00045864+0.00011363i,0.00059785-0.00035113i,0.00034177+0.00052526i,0.00040458+0.00059758i,0.00057992+0.000349i,0.00017702+0.00040385i
0.0016366-0.00065713i,0.0014071+6.2051e-05i,0.00023666+0.00082048i,-0.0013423-9.2727e-06i,-0.0012393-0.00078934i,-0.0010929-0.0001366i,-0.00072348+0.00086909i,-0.00045012+0.0010098i,-0.00037436+0.00037756i,0.00057937+2.8019e-05i,0.0013874-7.3764e-05i,0.00054759+7.9671e-06i,-0.0004111-0.00063855i,0.00030936-0.0010351i,0.00069419-0.00080169i,6.0124e-05-0.00063727i,0.00027722-0.00038807i,0.00089442-0.00012278i,0.00059049+0.00021216i,-0.00053295-0.00020689i,-0.00093275-0.0011541i,-0.00036035-0.00033323i,0.00018562+0.00074402i
0.00172+0.0014107i,0.0032705+0.00049727i,0.0041716-0.00012908i,0.0030735-0.00077284i,0.0013671-0.00050665i,-0.00046875-0.00038816i,-0.0010089-0.00053898i,-0.00049895-0.00029367i,0.0001883-0.00022647i,0.00030989+0.00013448i,0.00014791-0.00025696i,0.00034272-0.0010161i,0.00079462-0.0013654i,0.00078711-0.00095781i,-0.00010335-0.00028836i,-0.00012562+0.00017548i,0.00024896+0.00080852i,0.00037014+0.00076425i,0.00054503+0.0003364i,0.0006362+0.00043769i,0.00038115+7.9279e-05i,0.0001657-0.00012751i,3.0509e-05-8.1577e-05i
-0.00024335-0.001344i,-0.0010037-0.00039988i,-0.0021185-0.00098186i,-0.0023047-0.0016048i,-0.0022543-0.00061791i,-0.001279+1.1013e-05i,-0.00015966+0.00029373i,0.00053815+0.0012966i,0.00094046+0.001684i,0.00045715+0.00117i,0.00022154+0.0010719i,-0.00012321+0.00097375i,-0.00060235+0.0010104i,-4.0628e-05+0.00057062i,0.00032308+0.0004931i,0.00023334+0.00036275i,-0.00019598-4.8413e-05i,-0.000546+0.00042559i,-0.00043626+0.00059328i,-0.00042783+0.00017796i,-0.00045365+0.00033535i,-0.00061005+0.00040896i,-0.00015114-5.2494e-05i
0.002243-0.00040669i,0.0028286-0.00021368i,0.002774-0.00091456i,0.0017986-0.00068462i,0.00035651-0.00049888i,-0.0012883-0.00041631i,-0.0010515-0.00013659i,-0.00048825-0.0004596i,-0.00023333-0.00058272i,-0.0004172-0.00057398i,-0.00060068-0.00064978i,-0.00011392-0.00064328i,0.00021231-0.0013592i,0.00018063-0.0011222i,-0.00044962-0.00022366i,-0.00014317-0.000127i,0.00046675+0.00026442i,0.0006087+0.00047207i,0.00049347+0.00029331i,-0.00031039+5.7963e-06i,-0.000513-0.00040653i,3.0347e-05-0.00043149i,0.00041529-0.0011101i
-0.00055198+0.00099817i,0.0010475+0.0016845i,0.0009123+0.0015925i,0.00057619+0.00093222i,-0.00011809+0.00027497i,-0.0010336+8.1509e-05i,-0.00096906+0.00019632i,-0.00024653+0.00044114i,0.00032344+0.0005383i,0.00036006+2.5572e-05i,-7.385e-05-8.0017e-05i,-0.00012553-2.427e-05i,0.00012512-0.00010198i,-0.00022209-0.0009432i,-0.0003598-0.00085546i,6.3388e-07+0.0004957i,-0.00011689+0.0010433i,-7.6818e-05+0.00055231i,0.0004114+0.0001147i,-0.00021203+0.00028715i,-0.00072546+0.0001591i,6.8825e-05+0.00076407i,0.00071735+0.00093781i
-0.00072371-0.0008938i,0.00013222-0.00012711i,0.0012238-0.0012597i,0.00058839-0.001403i,-0.0014696-0.00013233i,-0.0011645+0.00028119i,0.0007047+0.00064938i,0.00087847+0.00069739i,-0.00021363+0.00089758i,-0.00064756+0.0018104i,-2.632e-05+0.0013739i,0.00029316+9.6803e-05i,-0.00080578+0.00018184i,-0.00089783+0.00051721i,-0.00049457+0.00027432i,-0.00035161+0.00037383i,-0.00013166+0.00046284i,0.00045232+0.00015937i,0.00044008-0.00015186i,0.00011187+0.00028428i,0.00041541+0.00031806i,0.00023017+0.00018146i,-0.00017606+0.00093946i
-0.0015995-0.00085766i,-0.0017459+0.0008426i,-0.0017934+0.0024719i,-0.0015471+0.0024547i,-0.0015571+0.0016903i,-0.0011408+0.0011459i,-0.00055361-8.8211e-05i,0.00033253-0.00093444i,0.00057524+0.00022576i,-0.00015506+0.0015028i,-0.00078728+0.0012671i,-0.00071003+0.00053721i,-0.00044512+0.00042913i,-0.00083889+5.347e-05i,-0.00034364-0.0012331i,0.00023952-0.0017442i,0.00045774-0.00064398i,0.00039133+0.00027482i,0.00032474+0.00022814i,1.5366e-05+0.00026758i,-0.00037418+0.00057923i,-0.00019429+0.0007319i,0.00014293+0.00082463i
0.0011987-0.0011797i,0.0017426-0.00060131i,0.0010595-0.00094392i,-0.00042792-0.0011965i,-0.0015584-0.0011021i,-0.001211-0.00088889i,-0.00058123-0.00037555i,-0.00039588-0.00061438i,0.00017592-0.00057307i,-0.00042656+0.00012923i,-0.00070809-0.00024659i,0.00048236-0.00072453i,0.00071689-0.000114i,0.00033439-8.258e-05i,-0.00041483-0.00056584i,-0.00043786-0.00044045i,0.00062401+0.000173i,0.00092668+0.00038309i,0.00042261+0.00029805i,-0.00041823+3.7846e-05i,-0.00064944-0.00044505i,0.00018312+5.6268e-05i,0.0013136+0.00040713i
-0.00061984-0.00065264i,-0.0010295-3.1588e-05i,-0.00029051-0.0014093i,-0.00038457-0.0013497i,-0.00057211-0.00026559i,-0.00070299+0.00010118i,-0.00086675+0.00042183i,0.00052254+0.00047881i,0.00097671+0.0008577i,-0.00028498+0.001162i,-0.00076092+0.00097237i,-0.00016436+0.00070131i,-0.00010783+2.4393e-05i,-0.0001966-0.00049027i,-0.00047627+4.047e-05i,-0.00076434+0.00070283i,-0.00044802+0.00078834i,-0.0007704-0.00033841i,-0.0003207-0.00086426i,0.00063362+8.6451e-05i,0.00087674+0.00044356i,0.00054235+0.00032074i,-0.00026578+0.00014334i
0.0020956+0.0018205i,0.0020648+0.0015869i,0.0018712-7.3896e-05i,0.0011485-0.00028988i,-0.00013345-0.00027602i,-0.0010316-0.00024918i,-0.00075093-0.00024936i,0.0004241-0.00080032i,0.00084411-9.0172e-05i,0.00076918+0.00016729i,0.0010181-0.00017332i,0.00056001+0.0006284i,-0.00027131+0.00023416i,-5.6379e-05-0.00086623i,0.00023156-0.00024631i,-0.00020079+0.00037842i,-0.00033985+6.7198e-05i,0.00017083-0.00016042i,-5.9104e-05-0.0002206i,-0.00036791-0.00035971i,-0.00011255+0.00036045i,-8.6926e-05+0.00086205i,0.0001449+0.00063426i
-0.00028993-0.0002417i,-0.0016987-0.00092529i,-0.0018287-0.0002301i,-0.00086337+0.00057797i,-0.00074052+0.0011205i,-0.0010105+0.0010465i,-0.00071969+8.2193e-05i,-0.00056549+7.2382e-06i,-0.00082428+0.0008976i,-0.0008152+0.0015696i,0.00045712+0.00092783i,0.00089939+0.00057146i,2.0475e-06+0.00027247i,-0.00010474-0.00034859i,0.00018593+7.908e-05i,0.00028843+0.00099771i,0.00075107+0.00097079i,0.00078088+0.00025471i,0.00044879+0.00027762i,0.00035776+0.00017593i,-0.00057265-0.00018862i,-0.0010337-0.00017502i,-0.00051497-8.2724e-05i
-0.00033084+0.0017683i,0.0004332+0.0020034i,0.001052+0.0032664i,0.0012519+0.0023559i,0.0012943-3.1877e-05i,0.00051576-0.00082622i,-8.2579e-05-0.00031559i,0.00045524+0.00020126i,0.0011698+0.00036329i,0.0014937+0.00083662i,0.00088648+0.00022997i,0.00058134-0.0010363i,0.0012925-0.00053459i,0.0012073-0.00022376i,0.00049528-0.00029134i,2.7604e-05+0.00027158i,-0.00022278+0.00038706i,-0.00053981+0.00061823i,-0.00063005+0.001316i,-0.00090885+0.0010778i,-0.00070247+0.00086211i,-0.00016034+0.0016583i,0.00022762+0.0012298i
0.00063552+0.0020234i,0.00049431+0.0023968i,0.0011919+0.0029042i,0.00097569+0.0031316i,0.00035555+0.0023825i,-0.00043451+0.00052178i,-0.00091938-3.9224e-05i,-0.00065525+0.0001699i,-5.6334e-05-0.00049998i,0.00038342+6.4068e-05i,0.00046828+0.00054888i,0.00039719+0.00025545i,0.00023944+2.7055e-05i,0.00029019-0.00045849i,0.00043919-0.00073891i,8.7337e-05-0.00045261i,-0.00017153-0.00050187i,-0.00014843+2.1663e-06i,-0.00021636+0.00074164i,-0.0002858+0.0010492i,1.6341e-05+0.0013418i,0.00065051+0.0011975i,5.991e-05+0.001195i
0.001841-0.001571i,0.0013693-0.0022046i,0.0013084-0.001714i,0.00041688-0.0012396i,6.6049e-05-0.00099817i,0.00052547-0.00089362i,0.0010581-0.0010794i,0.00090111-0.00036675i,-0.00050509+0.00070861i,-0.00057312+0.00060478i,-7.8647e-05+0.00030419i,-1.7159e-05-0.00022067i,4.0313e-05-0.00062322i,5.0667e-05-2.2292e-05i,-0.00022417+0.0003796i,-0.00015251+0.00022472i,0.00056292+0.00025121i,0.00051816+0.00072425i,-0.00028936+0.001142i,0.00012495+0.00070154i,0.00054402+0.00025133i,0.00039839+0.00023931i,0.00067911+4.5609e-05i
-0.00091689-0.0011488i,-0.0004116-0.00079376i,-0.00021265-0.00065468i,-0.001278-0.00061853i,-0.0017908+0.00041007i,-0.0015316+0.00097075i,-0.001432+0.00087739i,-0.00054463+0.00026431i,0.00059648+0.00080541i,0.00054648+0.001526i,0.00083949+0.00076143i,0.00016174+0.00015009i,-0.00046243+2.4119e-05i,7.884e-05+0.00031024i,0.00019804+0.0011439i,6.3354e-05+0.0010647i,0.00035116+0.00077404i,0.00079562+0.00046526i,0.00037347-0.00024656i,0.00056057-0.00048344i,0.00037655-0.00028818i,-0.00042849+0.00023808i,-0.00052434+0.00030572i
0.00044966+0.0010403i,7.5882e-05+0.0014851i,-0.0011402+0.0011646i,3.9431e-05+0.00070859i,0.00072525+0.00084648i,-0.00016194+0.00010349i,-0.00030964+0.00020858i,-0.00049915+0.0011834i,-0.00052062+0.0008803i,-0.000389+0.00075237i,-0.0003164+0.0007977i,3.2405e-05+0.00079593i,-0.00037248+0.00056148i,-0.00049794+0.00036631i,-0.00057891+0.00035459i,-0.00029339-0.00020501i,0.00081903-0.00072385i,0.00055834-0.00041902i,-0.00091043-0.00030249i,-0.0014628-0.00059331i,-0.00055127-0.00073583i,6.2422e-05-0.00041497i,-0.00027901+0.00045109i
0.0014189+0.0030175i,0.0027259+0.0039201i,0.0030486+0.0027829i,0.0024423+2.0295e-05i,0.0019432-0.00053295i,0.00088983-2.5504e-05i,-0.00014104-9.0848e-05i,-0.00016279-0.00043294i,0.00030993+0.00066495i,0.00059388+0.00079859i,0.00067275-0.00046829i,0.00086315-5.385e-05i,0.00090757+0.0004298i,0.00047867-4.2067e-05i,0.00028938+0.00073723i,0.00049038+0.0019464i,0.00048836+0.0016627i,0.00034701+0.00074051i,0.00042113+0.00061752i,0.00042013+0.00082606i,0.00057644+0.00044311i,0.0014194+0.00015557i,0.001624-2.5524e-05i
0.00078476+0.0038463i,0.00070983+0.0049072i,0.0018338+0.0051781i,0.0022876+0.0031434i,0.0017826+0.00085181i,0.0013028-0.00029888i,0.00011671-0.0004564i,-1.5842e-05-0.00069233i,0.00066937-0.00022401i,0.00044533-0.00014794i,0.00054028-0.00067316i,0.0014056-0.00032831i,0.0015694-0.00024652i,0.0017587-0.00045402i,0.0013022-0.00020043i,-2.4468e-05+0.00036302i,0.00019021+0.00015481i,0.00062922-0.0010039i,0.00040271-0.00056077i,8.2199e-05+0.00053023i,0.00048209+0.00047355i,0.00066795+0.00044487i,0.00036835+0.00075216i
-0.00073677-0.0034056i,0.00066917-0.0043892i,0.00048653-0.0046926i,-0.00076272-0.0016356i,-0.0014462+0.00058305i,-0.0012874+0.0009288i,-0.00088143+0.00018068i,-0.00028605-0.00065924i,-4.3468e-05-0.00025535i,-0.00057938+0.00061688i,-0.0011338+0.00059385i,-0.0010951+6.2783e-05i,-0.0010072+0.00031176i,-0.00076957+0.0012978i,-0.00055885+0.0019033i,-0.00039396+0.0016512i,0.00033148+0.0011101i,0.00092678+0.0011112i,0.00085674+0.00047898i,0.00067177-0.00020214i,0.00083674-0.00024401i,0.00053162-3.2478e-05i,0.00068984+0.00028565i
-0.00057092-3.6976e-05i,-0.00023771-3.734e-05i,0.00050737+0.0001771i,0.00013393+3.5061e-05i,-0.0001978+0.00011326i,0.00010347+0.00024834i,8.3215e-05+0.00039649i,-0.00012893+0.00094973i,-0.00062708+0.00078853i,-0.0012509+0.00034885i,-0.0010832+0.00078811i,-0.00052628+0.00079642i,0.00013807+0.00064543i,8.5278e-05+0.00064949i,-0.0001526+0.00038116i,-1.453e-06+0.00070114i,0.00018909+0.00067968i,0.00037317+0.00016409i,-0.00017531-0.00041754i,-2.9067e-05-3.6793e-05i,0.00055327+0.00056954i,0.00089213+0.00077984i,0.00022514+0.00084644i
-0.0020995-0.0010395i,-0.0013558-0.00089599i,-0.0011792-0.00092257i,-0.0015124-0.00052867i,-0.0019827-0.00028925i,-0.0013374-0.00024532i,-0.00053301-0.00011511i,-0.00096107-0.00014245i,-0.00088086+0.00012292i,-0.00069347+0.00067561i,-0.00019009+0.00037188i,0.00020106-0.00029839i,0.00012897-0.00070393i,1.1626e-05-0.0008527i,0.00029661-0.0011454i,0.00034764-0.00056669i,-0.00029163+0.00026734i,0.00057217-0.00016487i,0.0014179-0.00028168i,0.00046104-0.00069261i,-0.00050219-0.0010368i,-0.0010793-0.00047006i,-0.00075396-0.00035873i
0.00053285-0.0025065i,0.00082917-0.0034609i,0.0010687-0.0046673i,0.00010421-0.0038891i,-0.0019654-0.0020487i,-0.0026977-0.00054666i,-0.0013339+0.00020094i,-0.0008892+0.00035233i,-0.0012004-2.9277e-05i,-0.00038633+0.00059865i,0.00023082+0.0010062i,-0.00013685+0.00034631i,-0.00072789-0.00019861i,-0.0010985+0.00014111i,-0.0010293+0.00029467i,-0.00086946+0.00036284i,-0.0003781+0.00079611i,0.0003177+0.00050316i,0.00069141-4.9436e-05i,0.00021362+0.00037042i,-2.8023e-05+0.00034758i,-0.00018276+0.00010023i,-0.00020802+0.00039714i
0.0015837-0.0025832i,0.0011484-0.0023056i,-0.00025832-0.0012177i,-0.0014155-0.00030192i,-0.0018147+0.00076092i,-0.0016913+0.0014679i,-0.00069725+0.00089744i,0.00015472-0.00047137i,0.00020921-0.00073376i,0.00014172+0.00015173i,-8.4802e-05+7.8533e-06i,-0.00018105-0.00081746i,0.000363-0.0007086i,0.0007418-0.00025806i,-0.000187-8.3865e-05i,-0.00087675+2.4526e-05i,-0.00021426+0.00031456i,0.00043437+0.0010688i,-0.00085236+0.00069115i,-0.0017431-0.00023063i,-0.0015389-8.3111e-05i,-0.0010618-8.2206e-05i,-0.00041571+8.3509e-05i
6.5947e-05-0.0016161i,0.00096819-0.0011521i,0.0014937-0.0011514i,0.00010901-0.00079581i,-0.00099881+0.00036671i,-0.0010423+0.0013484i,-0.00052892+0.0018622i,-0.00021981+0.0010195i,-5.7312e-06+0.00010399i,0.0001448+2.4877e-05i,-8.1832e-05-0.00040154i,-0.00040466-0.00072445i,-0.00034327-8.4545e-05i,-0.00037151+0.00033639i,-0.00076142+2.3662e-05i,-0.0005509-0.00031127i,0.00025706-0.00040759i,0.00047234-0.00037575i,0.00026957-0.00011911i,0.00072172+8.5089e-05i,0.00068404+0.00016815i,3.2058e-05+0.00056903i,-0.00070726+0.00038217i
-0.00085247+0.00050426i,0.00015922+0.00069903i,0.00084771+0.0012981i,0.0014219+0.00064644i,0.0011439+0.00019285i,0.00062155+0.00035065i,-9.9198e-05+0.00018446i,-0.00045653+0.00014991i,-0.00066046+0.00063247i,-0.00031843+0.001044i,0.00036455+0.0011614i,-9.6171e-05+0.00092598i,-0.00035394+0.00033418i,-8.9514e-05+0.00010199i,-0.00056817-0.00032019i,-0.00048829-0.00020785i,-0.00014774-4.6499e-05i,0.00010655-1.2769e-05i,0.0001145-0.00082373i,-0.00030237-0.0017179i,-0.00045731-0.000907i,0.00017819+0.00031039i,0.001029+0.00043477i
-0.0031407-0.0010727i,-0.0036713-0.0011819i,-0.0039441-0.0011588i,-0.0033502-0.00047667i,-0.0021805+0.00024764i,-0.00088072+0.00029873i,-0.00078799-0.00070262i,-0.00080138-0.00046614i,-0.0002304+0.0012661i,-7.0008e-05+0.0014285i,-0.00028282+0.00085468i,-0.00027147+0.00087932i,-6.7011e-05+0.00095198i,0.00027326+0.00069251i,0.00048588-0.00012826i,0.00087952-0.00042743i,0.00072077-0.00034536i,-0.00024866-0.00031282i,-0.00024688+7.6173e-05i,-0.00028707+0.00017256i,-0.00050789-0.00027898i,-0.00065445-0.00065456i,-0.0006931-0.0011003i
0.0006524+0.00067779i,0.00074738+0.00054539i,0.00058879+0.00013298i,-0.00035141+0.00060759i,-0.00093278-6.7564e-05i,-0.00087436-0.00021804i,-0.0011396+8.1776e-05i,-0.00027122+0.00010403i,0.00074075+0.00081848i,0.00089922+0.0011319i,0.00021273+0.00055609i,0.00032838-0.00026401i,0.00072532-0.00039632i,0.0010664-0.00054904i,0.0010201-0.00036098i,0.0010714-0.00020817i,0.00094717-0.00033586i,-9.8584e-05+3.0398e-05i,-0.00086447+0.00014011i,-0.00018445-0.00014452i,0.00056837+3.9719e-06i,0.00043669+0.00071686i,0.00065227+0.00032819i
0.00045274-0.00045707i,0.00074524-0.0012271i,0.0011561-0.00078675i,0.00044987+0.00072497i,-0.00044705+0.00031551i,-0.00062727-0.0004719i,-0.0004386-0.00030287i,0.00013014-0.00026629i,-3.9393e-05-5.1697e-06i,-0.00023038+0.00071356i,0.00051194+0.0010899i,0.0011121+0.00049246i,0.00037751-0.00045672i,-0.0008476-0.00044769i,-0.0012892-0.00025786i,-0.00086056-5.065e-05i,0.00025383+0.00042026i,0.00084066+0.00074367i,0.00071538+0.00038605i,0.00044012-0.0002375i,0.00017674-0.00047463i,0.00029681+0.00010091i,0.00048671-5.0038e-05i
0.00016142+0.0016664i,0.00026113+0.0029981i,0.00097168+0.0024739i,0.00095836+0.00057846i,-0.00023782-1.0348e-06i,-0.00093173-0.00025501i,-0.00056329+2.3048e-05i,0.00056334+0.00022006i,0.00075714+0.00082551i,-0.000214+0.00055869i,-0.0005911-0.00033658i,-0.000621-0.00089399i,-0.00036897-0.00071005i,-0.00025911+0.00014839i,-6.833e-05+0.00065385i,0.00080246+0.00050173i,0.00030807-0.00031605i,-0.00032846-0.0007325i,0.00032678+2.9587e-05i,0.00050004+0.00018947i,0.000239+0.00034642i,0.00035927+0.00065426i,0.00068388+0.00032731i
0.0018503+0.0011286i,0.0027372+0.0013919i,0.0028217+0.000943i,0.0020185+0.00067531i,0.0011465+0.00042893i,-9.0761e-05-7.4049e-05i,-0.0019929-0.00035229i,-0.0017321-0.00024057i,4.9114e-05+0.00032281i,0.00073076+0.00057298i,0.00020784+0.00053125i,-0.00017641+0.00017308i,0.00050688+9.0629e-05i,0.00052093+0.00027308i,-0.00012226-0.00015747i,8.4545e-05-0.00036946i,3.7249e-05-9.0152e-05i,-0.00014564+0.00038596i,0.00024025+0.00024251i,0.00031395+0.00016316i,0.00039863+0.00069373i,0.00052886+0.00097371i,0.00048872+0.00044694i
