-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
-0.0017004+0.0016964i,-0.0011273+0.0021813i,-0.00070832+0.0022615i,-0.00061741+0.0019522i,-0.00060053+0.0022338i,0.00023387+0.0022872i,0.0017995+0.0012959i,0.0010045+7.5437e-05i,-0.00073087-0.00067125i,-0.00095098-0.0014323i,-0.00070612-0.0013885i,-0.0002984-0.0001706i,0.00021843+0.0014262i,0.00046574+0.0019167i,0.00081029+0.0012624i,0.00084688+0.00071774i,-0.00028092+0.00036652i,-0.0008747+2.6799e-05i,-0.00077398+0.00060525i,-0.00051896+0.00064886i,-0.00039687+0.00053842i,-0.00029982+0.00042746i,8.8407e-05+0.00055366i
0.00047068+0.001606i,0.00040317+0.002182i,0.00097539+0.0032288i,0.0024326+0.0032512i,0.0024878+0.0029694i,0.0017304+0.0023334i,0.0013182+0.0012969i,0.0017202+0.00011618i,0.0014991-0.0010259i,0.00085907-0.0011537i,0.00092976-0.0015827i,2.9786e-05-0.0015764i,-0.0012231-0.00038635i,-0.0012552+0.00026032i,-0.001169+0.00059867i,-0.0012408+0.00030124i,-0.00089491-0.00034726i,-0.00036978-0.00039269i,-0.00056628-0.00050822i,-0.00023736-0.00049982i,9.8807e-05+0.00020793i,-6.8295e-05+0.00083479i,-0.00067732+0.00035672i
0.00050777-0.00053591i,-0.00082503-0.00017949i,-0.0024132-0.001045i,-0.0024315-0.00030519i,-0.0015991+0.0011744i,-0.0008501+0.0021033i,-0.00023187+0.0025048i,-0.00012995+0.0022913i,0.00039711+0.0020159i,0.00034586+0.0016423i,-0.00016488+0.00028251i,6.8666e-05-0.00077515i,9.4503e-07-0.00055565i,0.00015045-0.00089688i,-0.00048037-0.0013283i,-0.001045-0.0016148i,-0.001461-0.0010124i,-0.0019283-1.2951e-05i,-0.00086361+0.00028851i,-4.4058e-05+0.00037229i,0.00013578+0.00072722i,0.00030876+0.00041598i,0.00062581-0.00022282i
-0.0017097+0.0017302i,-0.0022187+0.0014855i,-0.0016218+0.00082914i,-0.00070608+0.00051485i,-0.00010437+0.0016635i,0.0003467+0.0024487i,0.00049636+0.0016537i,-0.00054774+0.00043372i,-0.0021789-0.00020684i,-0.0028306-0.00073654i,-0.0017168-0.00028054i,-0.00047283+0.00056148i,-0.00042462+0.0011425i,-0.00014668+0.0011986i,0.0005321+0.00095156i,7.2101e-05+0.000397i,-0.00091019+5.4036e-05i,-0.00079501+0.00046843i,-2.1473e-05+0.00033948i,-2.2012e-05+0.0001811i,0.00012528+0.00059567i,0.00051866+0.0007125i,0.00048022+0.00062053i
-0.0014354+0.00068541i,-0.0014878+0.00059725i,-0.001478+0.0011517i,-8.3833e-05+0.0018793i,0.00096643+0.0026148i,0.0010569+0.0022669i,0.0011809+0.0016222i,0.00027171+0.00065267i,-0.00067325-0.00021965i,-0.00024276-0.00069999i,0.00050089-0.001597i,0.00057019-0.0012478i,9.7264e-05+0.00038895i,-0.00067947+0.0015638i,-0.0012609+0.0014158i,-0.00053362+0.001318i,-0.00022541+0.0013112i,-0.00094971+0.0009607i,-0.0013468+0.0008642i,-0.00090326+0.00016223i,-0.00023764+0.00030051i,-0.00061021+0.0008194i,-0.00042246+0.00083957i
-0.00084765-0.0004559i,-0.00096944-0.00054839i,-0.00063293-0.00050842i,-0.00042184+4.478e-05i,-6.8996e-05+0.0010882i,0.00021383+0.0016408i,0.00093307+0.0010954i,0.0010624+0.00071342i,0.00050959+0.0011528i,0.00095876+0.0014544i,0.0012457+0.0012316i,0.0003561-1.2559e-05i,-0.00074058-0.00064472i,-0.0012149-0.00034279i,-0.00099862+0.00031605i,-0.0010131+0.0011766i,-0.0016421+0.00083232i,-0.0020898-1.5977e-05i,-0.0010362-0.00053246i,0.00044745-0.00050085i,0.00039648-0.00017648i,5.7178e-05-0.00028635i,0.00021502-0.00014899i
-0.00048788+9.7255e-05i,-0.001457-0.00024161i,-0.002231-0.00066083i,-0.0031519-6.7412e-05i,-0.0023977+0.00095637i,-0.00060296+0.0016124i,0.00018738+0.00094716i,0.00022928+0.00035734i,-0.00076367+0.00036592i,-0.0010859-0.00029904i,-0.0015503-0.00070189i,-0.0013491-0.00028936i,-9.8927e-05-8.7199e-05i,9.7302e-05-0.00060712i,0.00020518+0.00011942i,0.00078932+5.9816e-05i,0.00048104-0.00039099i,5.5906e-05-0.00010952i,-0.00012556+0.00014071i,-0.00014117+0.00073711i,0.00013776+0.00064185i,-0.00021219-2.3446e-05i,8.0142e-05-7.0221e-05i
-0.0016975+0.0012336i,-0.0013113+0.0022065i,0.00018507+0.0043901i,0.002244+0.0042377i,0.0028706+0.0031011i,0.0015524+0.0028224i,0.00055196+0.0021668i,-3.6717e-05+0.0013257i,-0.00095229+0.00038254i,-0.0012503-0.00050981i,-0.00051816-0.00043438i,-0.00019039+5.0885e-05i,-0.00030063+0.00087003i,6.0894e-05+0.0015328i,0.00030175+0.0010496i,-0.00026422+0.00011755i,-0.00038383+0.00019001i,-0.00017313+0.00033551i,-0.0006447+0.00064817i,-0.00039782+0.00080951i,9.9079e-05+0.00080122i,0.00013167+0.00086001i,0.00015485+7.3324e-05i
-0.0015521+8.9544e-05i,-0.0022995-0.00041086i,-0.002019-0.00038657i,-0.0015637+0.00059207i,-0.00053271+0.00080336i,0.0010407+0.0010416i,0.001139+0.00063727i,0.00019828+0.00016922i,9.6026e-05+0.00030509i,0.0009703+0.00036771i,0.0012701+2.3196e-05i,0.00067877-0.00045156i,-0.00052876-0.00042846i,-0.00067451-0.00010216i,8.7673e-05-0.00049948i,-0.00022006-0.00096069i,-0.00080367-0.0005604i,-0.00082808-0.0004279i,-0.00077873-0.00035967i,-0.0007787+2.7132e-05i,-0.00045455+0.00040876i,-0.00055161+0.00063126i,-0.00042569+0.00086569i
0.00012391-0.00026033i,-1.1794e-05-0.00028588i,-0.00051952+0.00065025i,-0.00031852+0.0013998i,-0.00039696+0.0014409i,-0.00076499+0.0016918i,-0.00090057+0.0018603i,-0.0012979+0.0010442i,-0.0013897+0.00040035i,-0.0011297+0.0010343i,-0.0014171+0.0010977i,-0.0019676+0.00033367i,-0.00069399-0.00028916i,0.00036077-0.00079909i,0.00048925-0.00055286i,0.0003586-8.1541e-05i,0.00030613+2.6738e-05i,-0.00053001-3.2264e-05i,-0.0012973-0.00019558i,-0.0014112-0.00013042i,-0.00085037-0.00033599i,0.00046827+0.00028603i,0.00069911+0.0011725i
-0.00076122-0.004292i,0.00056918-0.0025199i,0.0003668-0.0020707i,5.7095e-05-0.00025585i,-0.00022524+0.00173i,0.00063546+0.0029093i,0.00093532+0.0024041i,0.00051813+0.00089803i,-0.00031537-0.00013964i,-0.0011688-0.0011443i,-0.0015493-0.0012887i,-0.0017797-0.0002374i,-0.0018752+0.00083779i,-0.0011895+0.00088096i,-0.00012008+0.00058212i,-0.00014209+0.00053145i,-0.00030618-0.00068742i,-0.00016183-0.0011006i,0.00011035+3.044e-05i,0.00024413+0.00035435i,0.00062758+0.00052996i,0.00045429+0.00035605i,-0.00058352-0.0003559i
-0.00016691-0.0012285i,-0.00056975-0.0011595i,-0.00052927-0.0016125i,-0.00037788-0.0016176i,-0.00033678-0.0012764i,0.00014897-4.6383e-05i,0.00099081+0.0010109i,0.00086359+0.0012096i,0.0009547-0.00028691i,0.00087114-0.0016691i,1.6646e-05-0.0012747i,7.2577e-05-2.5292e-05i,-0.00025498+0.00057128i,-0.0012675+0.00063639i,-0.0012215+0.00094941i,-0.00095439+0.0004383i,-0.0016044-0.00013101i,-0.001328-0.00047279i,-0.00037548-0.0009769i,-0.00021772-0.0010688i,0.00031293-0.00098838i,0.00092107-0.00061278i,0.00059003-0.0004088i
0.001279-0.0014765i,-0.00045125-0.0012795i,-0.00018681-0.0010911i,0.00031281+0.00010208i,-0.00053964+0.0012533i,-0.0008313+0.0020804i,-0.00047189+0.0021127i,-0.00083167+0.0015204i,-0.001134+0.00077137i,-0.00086943-0.00037345i,-0.00095207-0.00071191i,-0.0010455-0.00096933i,-0.00081064-0.00079495i,-0.00079982+0.00010487i,-0.00037733+0.00030323i,-0.0013046-0.00027276i,-0.0021832-0.00059441i,-0.00080173-8.5894e-05i,9.0265e-05+0.00060244i,-0.0004951+0.00059923i,-0.00040075+0.00022987i,0.00019887-7.7869e-05i,0.00085048-0.00047616i
-0.00088686-0.00032735i,-0.0017951+0.00017317i,-0.0021601+0.00075308i,-0.0005965+0.0017231i,2.6843e-05+0.0020456i,4.1015e-05+0.0019669i,0.0003317+0.001395i,0.00063191+0.00016985i,-0.00019957-0.00010452i,-0.0012179+0.00019273i,-0.00090807-6.5529e-05i,-0.0010449-0.00017734i,-0.00080046+0.00063405i,-0.0006957+0.0015247i,-0.00064125+0.0011938i,-0.00016406+0.00076181i,-0.00022409+0.00019575i,0.0001118+0.00019292i,0.00065487+0.0007019i,0.00090466+0.00087911i,0.00086363+0.00068222i,0.0012328+0.00074359i,0.00088224+0.0011614i
0.00040377-4.1512e-05i,-0.00047985-0.00023452i,-0.0011444+0.00044965i,-0.00097478+0.00099901i,-0.00051669+0.00026975i,0.00041545+0.00035274i,0.00010219+0.00062697i,-0.00083609+1.7952e-05i,-0.00066158-0.00025473i,2.1725e-05-0.00029047i,3.4421e-05-0.00028804i,-0.00018657-0.00057923i,0.00033185-0.00045765i,0.00048827+0.00022035i,-1.782e-05-0.0002793i,-1.3809e-05-0.00019937i,7.0541e-05+0.00054376i,-0.00019905+0.00036283i,-0.00036566-0.00036705i,2.9054e-05+0.00036818i,0.00019814+0.0011377i,0.00012531+0.00089492i,0.00014741+0.00098132i
-0.0020684-0.001213i,-0.0022971-0.00096776i,-0.0023143-0.00074334i,-0.0011345+0.00034995i,-0.00048168+0.0010877i,-0.00056765+0.0018647i,-9.8464e-05+0.0023245i,-0.00038992+0.0015257i,-0.0012401+0.0010179i,-0.0012133+0.00078617i,-0.0010897+0.00023406i,-0.0012121+0.00027466i,-0.0018273+0.00045061i,-0.001652-9.6182e-05i,6.412e-06+1.853e-05i,0.00017821+0.00034072i,-0.00061422+5.0725e-05i,-0.00095756+0.00040807i,-0.00075562+0.00035666i,-0.00032335+0.00011485i,0.0004787+0.00034879i,0.00076038+0.00065919i,0.0003485+0.0011893i
-0.0036103-0.00033503i,-0.0031287-0.00051423i,-0.0021271-0.00090524i,-0.0015367+0.00090216i,-0.0014679+0.0024202i,-0.00010625+0.0026107i,0.00072138+0.0023419i,-1.2015e-05+0.0010769i,-0.0010388-0.00035464i,-0.0019827-0.00047908i,-0.001853-0.00038665i,-0.0013441+5.0398e-05i,-0.00076067+0.00058732i,-0.00042985+0.0012237i,-0.0007766+0.0016723i,-0.00059637+0.0008061i,-0.00036763-0.00024557i,-0.0002682-0.00042817i,-0.00068468-0.00056845i,-0.0004983-0.00074942i,0.00064933-0.00013506i,0.0009401+0.00048284i,0.00018382+0.00019273i
0.00039568-1.4475e-05i,0.00030105-6.4189e-05i,0.00025309-0.00052443i,-0.00032956-1.8307e-06i,-0.00011496+0.00035692i,-0.00011959+0.00095365i,-0.00015584+0.00068514i,5.9939e-05-0.00028456i,-0.00043327-0.00030865i,-0.00065353-0.00067987i,6.978e-05-0.00086579i,0.00028228-0.00027713i,0.00019145+0.00025313i,-4.6663e-05+0.00027244i,-0.00058108+0.00020881i,-0.0009206+0.00049673i,-0.00085006+0.00082024i,-0.00057636+0.00041494i,-0.00024828-0.00017415i,-0.00034135-3.8289e-05i,8.6336e-05+0.00016681i,0.00091278+0.00034704i,0.00089023-0.00018315i
-0.0027408+0.0011904i,-0.0018439+0.0020913i,-0.00047056+0.0036159i,0.00088331+0.0035088i,0.0017059+0.0023536i,0.0023293+0.0018772i,0.0011791+0.0015119i,-0.00020124+0.00091441i,-0.00024401+0.00049054i,2.8055e-05-5.4265e-05i,0.00017404-0.00026214i,-0.00050728+9.7365e-05i,-8.0441e-05+0.00030412i,0.00017422+0.00067371i,-0.0011139+0.0009034i,-0.0018119+0.00017716i,-0.0014642-6.3236e-05i,-0.00054298+0.00067519i,-0.00015685+0.00065954i,3.1121e-05-0.00010348i,5.4969e-05+0.00015414i,-7.2884e-05+0.00042657i,0.00033315-0.00040671i
0.0026574-0.0015268i,0.0021232-0.0025248i,0.0010508-0.0022731i,-0.00052478-0.0014321i,-0.0007343-0.0011725i,-0.00091776+0.00056204i,-0.0011246+0.00095922i,-0.00085265-7.3056e-05i,-0.0013875+7.9205e-05i,-0.001973-4.6341e-06i,-0.0014543-0.0010897i,-0.00082711-0.0014694i,-0.00031107-0.00057799i,-2.4398e-05+0.00027801i,-4.0524e-05+0.00048825i,-0.00022537-0.00061809i,-0.0008057-0.00079719i,-0.00090577-4.5747e-05i,-0.00023286+0.00042454i,0.00015673+0.00036965i,0.00041673+0.00010681i,0.00032926+0.00030364i,0.00030453+0.00019185i
-0.00041146-0.00053104i,-0.00034296-0.00048512i,0.00040028+0.00057902i,-6.0349e-05+0.0023423i,-0.00053432+0.0019804i,-0.00027556+0.001321i,-5.3142e-05+0.0011319i,-0.00050038+0.00082797i,-0.0012581+0.00032158i,-0.00064784+0.00016988i,0.0001004+3.1583e-05i,0.00039135+0.00045505i,0.0002884+0.00058853i,0.00035346+0.00062871i,0.00046178+0.0013785i,0.00031126+0.0014292i,0.00049985+0.00067839i,0.00029348+0.00058537i,-0.00025943-4.8229e-06i,-0.0010763-0.00067458i,-0.0009436-0.00076655i,-0.00034042-0.00065861i,1.9225e-05+5.1443e-05i
-0.00095226+0.0019596i,-0.0011425+0.0011881i,0.00036939+0.00052291i,0.001392+0.00075177i,0.0012047+0.0017648i,0.00086348+0.0028317i,0.00046315+0.0025211i,0.00067711+0.0010454i,0.00093754-0.00012335i,0.0003861-0.00062546i,-0.00012064-0.00033554i,-0.00025035-0.00036552i,-0.00061341-0.00081621i,-0.00031803-0.00040243i,0.00030695+0.00012035i,-8.109e-05-3.409e-05i,-0.00044888-0.00046402i,-0.00052688-0.00047489i,-0.00072972-0.00048443i,-0.001243-0.00072197i,-0.00098311-0.00028251i,-0.00018491+0.00033881i,0.00054057+0.00014352i
-0.001929+0.00014393i,-0.0028132-9.5405e-05i,-0.0035538+0.00038003i,-0.0030966+0.00068219i,-0.00055811+0.0011857i,0.0016468+0.0012115i,0.001452+0.00073465i,-5.7793e-06+0.00097867i,-0.00034171+0.0018625i,0.00023049+0.0019032i,0.00040914+0.0014478i,0.00081263+0.0011504i,0.00033376+0.0006116i,0.00010483+0.00038647i,0.00031265+0.00024154i,0.00012896+0.00022921i,-0.00025328+0.0002999i,-0.00033324-0.00015351i,1.6401e-05-0.00015149i,0.00028029+0.00015386i,0.00054267-0.00018683i,0.00046477-0.00029339i,0.00079772-8.0019e-05i
-0.00064643-0.0025513i,-0.0010924-0.0027167i,-0.0015446-0.0019769i,-0.0012065-0.00062259i,-0.0015063+0.0012406i,-0.0012137+0.0020549i,9.0829e-05+0.0015632i,5.4079e-05-0.00010475i,-0.00079952-0.0008913i,-0.001114-0.00010535i,-0.0011988+0.00025216i,-0.0015153+0.00056731i,-0.0014584+0.00039455i,-0.00098512+0.00077614i,-0.00036772+0.00098077i,4.8655e-05+6.6203e-05i,-0.00020743-4.0563e-05i,-0.00045957+0.00012909i,-0.00022257+0.00020956i,-0.00028386+0.00072292i,-0.00019218+0.00054904i,-0.00016495-0.00041633i,-0.00021326-0.00055976i
-0.0034372+0.00080816i,-0.0025332+0.0020927i,-0.00269+0.0015298i,-0.0018183+0.0010536i,9.8162e-05+0.0020576i,0.0013437+0.0022271i,0.0015362+0.0012967i,0.00095209+0.0001547i,0.00052209-3.4061e-05i,0.00016217+0.00030722i,0.00018356-0.00021154i,0.00076806-0.00042053i,0.00074001-0.00039054i,0.00011728-0.00073021i,-2.4769e-05-0.00043379i,0.0010888+0.00038388i,0.0011964+0.00059139i,0.0005869+0.0010031i,0.00030131+0.00096156i,6.4234e-05-0.00044751i,-0.00019184-0.00091061i,-0.00025804-0.00041762i,0.00012891-9.9265e-07i
-6.2805e-05-0.0016058i,-0.00027973-0.0017394i,-0.00099765-0.0012825i,-0.0014522-0.00083621i,-0.0013083-0.00061825i,-0.0010389+0.0010038i,-0.00060375+0.0017825i,1.8619e-05+0.0011102i,3.758e-05-1.6443e-05i,0.00013463-0.00027441i,0.00042036-0.00070408i,0.00027719-0.0014431i,-8.2686e-05-0.0007872i,-0.00044734-2.9295e-05i,-0.0009822+0.00020228i,-0.001269+0.00045324i,-0.00098694+0.00054445i,-0.00067531+0.00016817i,0.00050226+6.6758e-06i,0.0012331+0.00034869i,0.0010853+5.8767e-05i,0.00062022+0.00041005i,-0.00047499+0.0010283i
-0.00067637+0.0022351i,-0.00021256+0.0028773i,-0.00047433+0.0024083i,-0.00080117+0.001898i,-0.0010319+0.0018993i,-0.0010068+0.0015055i,-0.00044097+0.0015574i,-0.00035696+0.0012777i,-0.00049861+0.00048601i,-0.00049652-1.28e-05i,-0.00016305-0.00024012i,0.00050638-1.4117e-05i,-0.00020913+0.00087636i,-0.0011585+0.00062366i,-0.00094377+0.00066497i,-0.00032427+0.00091572i,-2.6977e-05-0.00013034i,-0.00032869-0.00043945i,-0.0004485-0.00087187i,-0.00029638-0.0012667i,-1.5033e-05-0.00098007i,0.00058312-8.8061e-05i,0.00090823-7.9835e-05i
-0.00095586-0.0016985i,-0.0021809-0.0023811i,-0.0029248-0.0018662i,-0.0024495+0.00030775i,-0.0011873+0.0016274i,-0.00029451+0.0016564i,-0.00024131+0.0015251i,-0.00071872+0.00096478i,-0.0013815+0.00059531i,-0.0016509-0.00051573i,-0.0014739-0.0011248i,-0.0011143-0.00044713i,-0.00064477+0.00054308i,-0.00064138+0.0010098i,-0.0014958+0.0010454i,-0.0017438+0.00054738i,-0.00094543-0.00029738i,-0.00041755-0.00030444i,-3.0548e-05+0.00017659i,0.00011988+0.00045243i,0.00034853+0.00087474i,-0.00011561+0.00073066i,-0.00048448+0.00013649i
-0.00041026-0.0023002i,-0.00045575-0.0018512i,-0.00073837-0.0012919i,-0.00078599-0.00036496i,-0.0012874+0.00048864i,-0.0013606+0.0010691i,-0.00022032+0.00077296i,0.00015936+1.1567e-05i,-0.0010578-0.0010063i,-0.0014506-0.0011403i,-0.00071047-0.00035409i,-0.00095848-0.00070805i,-0.0016064-0.00093452i,-0.0011051-0.00079123i,-0.00030617-0.00065126i,-0.00028557-3.9054e-05i,-0.00044184+0.00019559i,-5.6302e-05+0.00042278i,-6.5952e-05+0.000901i,6.2539e-05+0.000616i,0.00079303+0.00045987i,0.00079932+0.00040203i,3.8397e-05-0.00032106i
0.00061473-0.0006558i,0.0011183-0.0012664i,0.00089575-0.00065962i,0.00080206+0.00034127i,2.8617e-05+0.00088039i,-0.00040295+0.00091334i,-0.00011491+0.0010493i,5.74e-05+0.00088921i,-3.4131e-05+0.00077246i,-0.00064188+0.00017582i,-0.00070761-0.00025985i,-0.00052376-6.9111e-05i,-0.00078347+9.9017e-05i,-0.0003218+0.00049684i,-0.00047071+0.00075996i,-0.00053465+0.00038515i,-0.00045832-0.00066706i,-0.00022482-0.00049069i,0.00062839+0.0004112i,0.00013933+0.00054798i,-0.00023147+0.00060992i,-0.00046582+0.0008614i,-0.00053029+0.0010914i
0.00060757+0.0004478i,7.643e-05+0.0014446i,-0.00076495+0.0016747i,-0.00068308+0.0023042i,-0.00040403+0.0011581i,-0.00096819+0.00014564i,-0.00083352+0.00025962i,-0.00087516+0.00043483i,-0.001053+0.00031155i,9.2368e-05-0.00036159i,0.00069243-0.0010939i,-0.00014706-0.0006829i,-0.00056414+0.00036809i,-0.00090865+0.00061165i,-0.00050731+0.00053749i,0.00024507+0.00036637i,8.9413e-05-0.00059236i,-0.00017475-0.00033689i,-0.00027095+0.00031475i,-2.2081e-05-4.0804e-05i,0.00080148+6.3981e-05i,0.0013596+0.0001102i,0.0010746-0.00011046i
1.0216e-05+0.00072306i,-3.0211e-05-0.0011273i,0.00042457-0.0013506i,0.00024669+3.4282e-05i,-0.00015108-1.7222e-05i,0.0004009+0.00072575i,0.00095563+0.0015022i,0.00014411+0.0011243i,-0.00084008+0.00063326i,-0.00038266+0.00038907i,-3.3976e-05-9.5737e-05i,-0.00051568-0.0003142i,-0.00076053-0.0003253i,-0.00013627-0.00053547i,0.00016655-0.00046031i,-0.00013802-0.00024392i,-0.00019972+0.00034555i,-0.00040048+0.00065609i,-0.00073693-0.00018434i,-0.00078704-0.00080829i,-2.7573e-05-0.00011494i,0.00048303+0.00027872i,0.00042707+0.00014775i
0.0016624-3.6589e-05i,0.0019286+2.404e-05i,0.0013186+0.0010361i,0.00055912+0.0012445i,-0.00016742+0.001849i,-0.00083085+0.0019108i,0.00046692+0.0025096i,0.0014009+0.0025242i,0.0004664+0.0012042i,-3.5091e-05+9.7918e-05i,-0.00049457-0.0010978i,-0.00098466-0.0011693i,-0.00061658-0.00052116i,-0.00070058+3.0605e-05i,-0.00068435-0.0001045i,-0.00053919-0.0003299i,-0.00045836-0.00056774i,9.9971e-05-0.00074122i,-7.4682e-05-0.00027407i,-9.4556e-05+1.056e-05i,7.0955e-05-0.00021715i,-0.00054734-0.00038586i,-0.0007333-0.00037506i
0.00075875-3.1524e-05i,0.00079929+0.00026768i,0.00022394+0.00093208i,-0.00020484+0.001917i,0.00019186+0.0013512i,0.0006378+0.0013324i,0.00083005+0.0012773i,0.00097245+0.0008036i,0.00065873-5.4868e-05i,-7.1822e-05-0.00048931i,-0.0003136-0.00055577i,5.0994e-05-0.00081249i,0.00015406-0.00021739i,-0.00048171-5.923e-05i,-4.2925e-05-0.00054517i,0.00037453-0.00071338i,-0.00013749-0.00080031i,-0.00045597-0.0006604i,-0.0001902-0.00073268i,-0.00016588-0.00070024i,-0.00038596+0.0002602i,-0.0005626+0.00032199i,-0.00022747-0.00014212i
0.0010985+0.0011519i,0.0019408+0.0018481i,0.0030501+0.0022463i,0.0024964+0.0014329i,0.00022717+0.00072517i,0.00020243+0.00095216i,0.0011895+0.0011287i,0.00089184+0.0007966i,-0.00012835-3.5602e-06i,-0.00030058-0.00072813i,-0.00028435-0.00054321i,-0.00035411-0.00042017i,-0.0001604-0.00056048i,-0.00058235-0.00036674i,-0.0010602-0.0004206i,-0.00064572-7.6126e-05i,-0.00034228+8.2955e-05i,-0.00011172+0.00027651i,1.5393e-05+0.00068446i,4.8042e-05-0.00028528i,0.00043761-0.00042695i,0.00045533+0.00026781i,-0.00036285-0.00020762i
0.00096453+0.0013087i,-5.7662e-05+0.00056963i,-0.00098137-0.00022688i,-0.0010696+0.00024621i,-0.0012621+0.00164i,-0.001746+0.0021052i,-0.0014138+0.0013959i,-0.0007377+0.0013222i,4.1243e-06+0.00082311i,0.00028978-0.00062331i,0.0004522-0.0010724i,0.00037262-0.00090343i,-0.00015326-0.00083471i,-0.000237-0.00088608i,0.00036585-0.00059839i,-0.00049736-0.00010067i,-0.0014363-4.0303e-05i,-0.00099304+0.00039811i,-0.00011987+0.0012132i,0.00024218+0.00065604i,0.0010519+0.00026819i,0.0016633+0.00063791i,0.0013531+0.00061441i
0.00043603+0.00018776i,0.00054581+0.00091598i,0.00048582+0.0013305i,0.0010889+0.00091943i,0.00046802+0.0013623i,-0.00090069+0.0019685i,-5.1259e-05+0.0014598i,0.0006679+0.00087235i,1.0931e-05-1.8497e-05i,-0.00014768-0.0006477i,0.00028367-0.00032668i,0.00037592-4.5868e-05i,-0.00037029+0.00021394i,-0.00019406+0.00058831i,0.00028155+0.00054704i,4.3783e-05+0.00026528i,0.00010877-0.00010489i,-0.00050897-0.00061955i,-0.00047271-0.00024468i,0.00010017+0.00020959i,-0.00018884-0.00030931i,-0.00046148-0.00049906i,-0.00020386+0.00022163i
0.0020722-0.0004206i,0.0021097-0.0008905i,0.0023208-0.0015985i,0.0021407-0.00058039i,0.0018702+0.0012048i,0.0012695+0.0015268i,0.00069013+0.0013184i,0.00057056+0.00074948i,0.00078816+0.00012393i,0.00087823-0.00053078i,0.00057504-0.0012746i,-0.00013495-0.00069904i,-0.00091995-1.5351e-05i,-0.0015357+9.3533e-06i,-0.0016517-0.00066613i,-0.00069119-0.0010362i,-0.00042601-0.0010621i,-0.0007766-0.0011004i,-0.00042318-0.00058262i,-0.00013813-9.7027e-05i,9.2141e-05-0.00021665i,0.00045104-0.00019572i,0.00086134+0.0003058i
0.00059999+0.001038i,0.00094245+0.0022837i,0.00086561+0.0026998i,-0.00053417+0.0023925i,-0.0013764+0.0020958i,-0.00080558+0.0017867i,0.0005083+0.0012124i,0.00098195+0.00042745i,0.00039039+0.00033708i,-0.00010868+9.0411e-05i,-0.00022107-0.00076819i,0.00015016-0.0012737i,0.00011345-0.00032816i,-0.0010401+0.00047747i,-0.0019992+5.3223e-05i,-0.0016192-0.0010289i,-0.0006947-0.0014742i,-0.00018205-0.00066674i,-0.00025824+0.0003535i,5.8113e-05+0.00036957i,0.00046796+3.5915e-05i,0.00074047-1.5926e-05i,0.00099914+8.2963e-05i
-0.0026382-0.0017975i,-0.0020729-0.0014009i,-0.001374-0.0011761i,-0.00096243-0.00031342i,-0.00041625+0.0013292i,-0.00031681+0.001317i,-0.00022051+0.00055423i,-0.00039455+0.00048167i,-0.00094712-0.00015686i,-0.00099064-0.00092477i,-0.00078815-0.00098994i,-0.00025035-0.0010646i,-0.00020395-0.00059648i,-0.0010409-0.00025574i,-0.00034432-0.00034875i,-1.8797e-05+0.0003415i,-0.0010422+0.00063657i,-0.0014678+0.00039209i,-0.0010338+0.00066317i,-0.00068111+0.00044002i,-0.0010175-0.00035575i,-0.0012595-0.00028269i,-0.00040668-0.00017923i
-3.3389e-05-0.00065079i,-0.0002326+0.00011529i,-0.00099354+0.0014166i,-0.00047656+0.0016997i,5.4755e-05+0.0020155i,-0.00036195+0.0022418i,-0.00054632+0.0015819i,-0.00016151+0.0007188i,-0.00035346-0.00027231i,-0.00072937-0.0013338i,-0.00045817-0.0016543i,0.00047583-0.0008539i,0.00047675+7.6175e-05i,-0.00095853-0.00015107i,-0.00094184-0.00032174i,-0.00046074+0.00027438i,-0.00072448+0.00027614i,-0.00099007-2.9535e-05i,-0.00080517-0.00041642i,-0.00031652-0.00037321i,3.9625e-05+0.00030026i,0.00033199+0.00065311i,0.00046788-0.00041858i
-0.00011791-0.00095085i,-0.00033835+0.00043361i,-2.1099e-05+0.00025918i,0.00045175+0.0004695i,0.00032188+0.0016837i,-0.0001245+0.0032669i,8.934e-06+0.0032406i,0.00011296+0.0010493i,0.00039762-0.00023734i,0.00021461+0.00020143i,-0.00060975+0.00068395i,-0.00085429+0.00044114i,-0.0007053+8.4663e-05i,-0.00022216+1.9237e-05i,-0.00099278+5.0977e-05i,-0.0013278+0.00052982i,-0.00044213+0.00040629i,0.000664+0.00022385i,0.00051703+0.00092812i,-0.00058987+0.00011982i,-0.00069868-0.00076585i,-9.2376e-05-0.00068966i,0.00065919-0.00033747i
