-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
0.00052304-1.3512e-05i,0.00083054+0.00062007i,0.00024827+0.00094587i,-0.00029993+0.0016411i,0.00096946+0.0028508i,0.0021687+0.0032113i,0.0011401+0.00098618i,0.0001273+0.00026052i,-4.6124e-05+0.00041014i,-0.00024822-0.00027202i,-0.00051136-0.00051901i,0.00023115-0.00067479i,0.00087356-0.00099669i,0.0006431-4.3491e-05i,-3.6775e-05+0.00068017i,-4.9541e-05+6.0982e-05i,7.205e-05-0.0004308i,-0.00027998-0.00034077i,-0.00018084-0.0003949i,-1.9412e-05-0.00033984i,0.00030904+0.00038731i,0.00085625+0.00080069i,0.00068887+0.00056704i
0.0016628-8.8267e-05i,0.00090555-0.0011091i,0.00112-0.00087765i,0.00085275+0.00068047i,-0.00031361+0.0027575i,0.00043389+0.0022905i,0.00075756+0.00050081i,0.0002945-0.00059977i,0.00046131-8.4455e-05i,0.00041599+0.00031656i,-5.2122e-05-6.389e-05i,-0.00016274-0.00046948i,0.00044638-0.00074317i,0.00029194-3.8186e-05i,0.0002434+0.00015861i,0.00026276-0.00080164i,-0.00065048-0.00069372i,-0.00062229+6.5172e-05i,7.7242e-06+0.00040253i,-6.8316e-05+0.00018615i,0.00014766+0.00046585i,0.00027279+0.00072168i,0.00063139-1.182e-05i
0.00067837+0.0014072i,0.001305+0.0013798i,0.00025527+0.0027129i,1.5532e-05+0.0026954i,0.00071949+0.0032369i,0.0012846+0.0028427i,0.00062097+0.00068275i,0.00053391-0.00062292i,0.001571-0.00053053i,0.0018201+0.00021272i,0.0010621+0.00091186i,0.00029831+0.00076368i,-6.537e-05-9.6462e-05i,-0.00040384-0.00036857i,-0.00037509+0.00025056i,0.0001014+0.00067769i,0.00067762+0.00072019i,0.0015156+0.00057288i,0.00159+0.00038109i,0.00055602+0.0002409i,-0.00062577+0.0010038i,-0.00051208+0.00062587i,0.00049509-0.00012668i
0.0005557+0.0010618i,0.00085383+0.00047838i,0.0013046+0.0016224i,0.0012147+0.0021762i,0.0015455+0.0020176i,0.0020063+0.00088752i,0.0016832-0.00038741i,0.00074057-0.00039579i,0.00010579-0.00032858i,-0.00077461-0.00092814i,-0.00080679-0.0004669i,-0.00018478+0.00032446i,0.00037615+0.00039261i,0.00070985+0.00020752i,0.001178-0.00041375i,0.0013892+7.6634e-06i,0.0013788+0.00012103i,0.00067637-0.00024933i,-0.00022074-0.00017368i,-0.00028419-0.00018644i,-0.00023558+0.00014879i,0.00034626+0.00032961i,0.00056139+0.00021619i
0.0010203-0.0012552i,0.00090767-0.0017725i,0.00088768-0.0012994i,0.00029735+0.00032142i,8.2009e-05+0.0021127i,0.00081929+0.0022915i,0.0016613+0.00063283i,0.00099593-0.0001729i,0.00063439-0.00021327i,0.00062781-0.00039501i,0.00075318-9.4083e-05i,0.0005086+0.00060708i,0.00041494+0.0009534i,0.00075157+0.00053243i,0.00077296+2.8414e-05i,0.00018403-0.00032569i,0.00022019+1.5359e-05i,0.00025608+0.0002818i,-0.00052143-0.00059178i,-0.00049498-0.00092467i,-0.00022747-0.00051468i,-0.00044506-0.000821i,-5.0186e-05-0.00024174i
-0.00014195-0.00090028i,-8.7513e-05-0.0001298i,0.00021819-0.0010028i,0.00078194-0.00063317i,0.0011551+0.0011763i,0.0011088+0.0011045i,0.00084634+0.00048647i,0.00047976-0.00027911i,0.00073405-0.0011949i,0.00084614-0.0010263i,0.0003744-0.00024851i,-0.00011585+3.6472e-05i,-0.00096299-0.00021361i,-0.0012842+0.0002003i,-0.0011699+0.00048961i,-0.00052757-0.00037572i,0.0007774-0.00073921i,0.0015615-0.00010083i,0.00061482-0.00031474i,-0.00027542-0.0009291i,-0.00039749-0.00060672i,-0.00027179-0.00046417i,0.00078857-8.6333e-05i
-0.001593-0.0014736i,-0.0016575-0.001751i,-0.0012776+0.00026692i,-0.00054564+0.0026465i,0.00038225+0.0036253i,0.0016602+0.0025101i,0.0017726+0.00075327i,0.0010731+0.00050085i,0.00024419+0.00019852i,-0.00015936+0.00017162i,3.507e-05+0.00085016i,-9.6111e-05+0.00097173i,1.3085e-05+0.00012249i,0.00027297-0.00047132i,0.00026209-0.00014996i,0.0005545+4.0994e-05i,0.00064654+0.00035873i,0.00015554+0.00010616i,0.00053519-0.000226i,0.00058501+0.00037004i,-0.00026843+0.00076889i,-0.0004675-4.1608e-05i,-0.00011345-0.00049687i
0.00058641+9.8224e-05i,0.00025017-9.0959e-05i,-6.9625e-05+0.00063799i,-0.00026539+0.0015774i,0.00035193+0.0021212i,0.001783+0.0015787i,0.00089839-4.9277e-05i,-0.00034009+0.00010022i,-0.00030218+0.0011651i,0.00049052+0.00058577i,0.00050289-0.00033141i,0.00060444-0.00046877i,0.00036428-0.00016587i,8.1233e-05+7.7897e-05i,0.00026347+0.00038525i,-3.3741e-05-1.1732e-05i,-0.00055684-0.00032566i,-0.00022753+0.0006987i,-0.00019651+0.00014864i,0.00010752-0.00048205i,0.0004115-1.3854e-05i,0.00053536-0.00015177i,0.00092602-0.00023298i
-0.00011752-0.00078109i,-0.00025541-0.00026782i,-0.00098627+0.00044238i,-0.00016341+0.00099634i,0.0010214+0.0013054i,0.0013597+0.00079952i,0.0011714-0.00044268i,-9.9383e-05-0.00072714i,-0.00086251+0.00041172i,-0.00048746+0.0012172i,-0.00019241+0.00082916i,-0.00032494+0.00023276i,-0.00041513+0.00028151i,-0.00017448+0.00080308i,0.00039634+0.0014263i,0.0012101+0.0011042i,0.0010243+2.1756e-05i,0.00059653+1.8938e-05i,0.00069933-0.00011358i,0.00037818-0.00041097i,0.00030467-0.00050901i,0.00039482-0.00052828i,8.9167e-05-0.00042396i
-0.0024215-0.00097788i,-0.0021168-0.00071852i,-0.0023826-0.001077i,-0.0026785+0.00070575i,-0.0014357+0.0034444i,0.00031291+0.0033127i,0.00067952+0.0017744i,0.00010002+0.00090002i,-0.00017754+0.00036245i,0.00017033+0.00066093i,0.00020187+0.00090626i,-0.00099497+0.00046384i,-0.0012216+0.00019529i,0.00013348+0.00017066i,0.00039397-7.6965e-05i,0.00017452-0.00046076i,1.327e-05-0.00019121i,0.0003217+2.7008e-05i,0.0005823-0.00039724i,-0.00030897-8.3746e-05i,-0.0010453+4.7374e-05i,-0.00049484-0.00096185i,0.00051576-0.0008133i
-0.0013908-0.0027471i,-0.00095158-0.0021955i,-0.0010481-0.0024754i,-0.001891-0.0012873i,-0.0021264+0.0013888i,-0.0002749+0.0021849i,0.00081738+0.0014643i,0.00029758+0.00072562i,-0.00010701+0.00023563i,-0.00045606+0.0005199i,-0.00041261+0.00045837i,0.00024619-0.00018561i,-1.3189e-05+0.00015312i,-0.00054109+0.0006649i,-0.0002963+0.00076699i,0.00024399+0.00028775i,0.00018172-4.0519e-05i,-0.00092677+0.00018463i,-0.0010577+8.0839e-05i,-0.00072606+0.00020591i,-0.00066142+9.8247e-05i,-0.00027958+0.00015279i,-0.00069024+0.00032878i
0.00079197-4.7689e-05i,0.00068919-0.0010325i,-6.1291e-05-0.0005218i,0.0007914+0.0013477i,0.0024591+0.0032287i,0.0031846+0.0025567i,0.0023054+0.0012135i,0.0010278+0.00028382i,0.00026398-0.00032346i,0.00029801-0.00081269i,0.00080717-0.00098666i,0.00088709-0.00056887i,0.00061292-0.00025136i,0.0003387-0.00028065i,-0.00023351+0.00013571i,-0.00079464+0.00076836i,-0.00035467+0.00018746i,0.00066676-0.00015887i,0.00052828-0.00013712i,0.00019607+8.1342e-05i,-4.5168e-05-6.1234e-07i,0.00029877-9.3576e-05i,0.00071271+0.00026787i
0.0019862-0.00014956i,0.0023568-0.00028051i,0.002663+8.9733e-05i,0.0011875+0.0012703i,-0.0006221+0.0024198i,-0.00018557+0.0018025i,0.0011634-0.00022932i,0.00064482-0.0012363i,-0.00025305-0.00071471i,0.00034527+9.7258e-05i,0.00047235+0.0011047i,7.5191e-05+0.00070698i,0.00051243-0.00064572i,0.00094537-0.00044045i,0.0006599+0.00037417i,-3.2271e-05+0.0004117i,0.00025541+0.00033406i,0.00075124-6.3886e-05i,0.00088537+9.3504e-05i,0.0007562+0.00056865i,0.0003786-0.00046878i,0.00027476-0.00090449i,-0.00014115-7.9741e-05i
0.00041897+0.00073079i,-0.00034179+0.00011854i,-0.00058434-0.0010331i,-0.00059248+2.9797e-05i,-0.00089721+0.0015594i,6.992e-05+0.00068634i,0.00052257-0.0010671i,-0.00016698-0.0010776i,-0.00072998-0.00049366i,-9.0652e-05-0.00082086i,0.00051556-0.00022498i,0.0001522+0.00066414i,-9.1031e-05+0.0008288i,-0.00034901+0.0012584i,-0.0006831+0.0016227i,-0.00042235+0.0010379i,0.00065309+0.00064297i,0.00083708+0.00093324i,0.00010112+0.0010825i,-0.0001865+0.00086101i,-3.505e-05+0.00036685i,0.00047837+0.00015257i,0.00042982+5.9825e-05i
0.0010214-0.00073938i,0.0012013+0.00013286i,0.000657+0.0010184i,0.00062148+0.0019434i,0.001357+0.0028811i,0.0013853+0.0025987i,0.00095496+0.0011035i,0.00064092-4.7297e-05i,0.0010354-0.00082289i,0.0010089-0.00055312i,0.00070335+0.00019375i,0.00062212+0.0010138i,0.00028584+0.00089726i,9.2192e-05+0.00030817i,0.00047911-2.9501e-05i,0.0010464+0.00030841i,0.001007+0.0006311i,0.00018813+0.00013454i,9.2139e-05-0.00052278i,0.00017754-0.0005925i,0.00021467-0.00015496i,9.7306e-05-0.00035304i,-6.4955e-05-0.00033442i
0.0027847+0.00018062i,0.002813+0.00075298i,0.0033418+0.0013456i,0.0025362+0.0018424i,0.0019259+0.0019295i,0.0019615+0.0012102i,0.0014234+0.00016275i,0.00051415-0.00014705i,0.0004171+0.0001018i,1.7441e-05-0.00025638i,-0.00048782-0.00054092i,-0.00033395-0.00033896i,-0.0006619-1.166e-06i,-0.00060124-0.00062316i,-0.00040138-0.000432i,-0.00071548-0.00036013i,0.00024912-0.0011085i,0.00059645-0.00092303i,0.00027738-0.00022091i,0.00047673-0.00024877i,0.00051127+5.6083e-05i,0.00029556+0.00012119i,-0.00025537-0.00044419i
0.00061742+0.00074456i,0.00062587-0.0002537i,0.00062587-0.00016262i,0.00066623+0.00103i,0.0013893+0.0012764i,0.0016517+0.001028i,0.00092193+0.00074682i,0.00021075-4.1508e-05i,0.00034814-0.00062872i,0.00081111+4.8219e-05i,0.0006669+2.1501e-05i,0.00020264+0.00036926i,-0.00011078+0.00052024i,0.00031754+0.00027566i,0.00090365+0.00069128i,0.00077642+0.00081081i,-0.00011129+0.00082101i,-0.00090798+0.00053267i,-0.00040125-6.9273e-05i,0.00097165-0.00029353i,0.00075881+0.00024472i,-0.00058322-9.3665e-05i,-0.00085241-0.00036983i
0.0016886-0.0024525i,0.00096272-0.001762i,-2.066e-05-0.0013606i,0.00015899+0.00070201i,0.0007204+0.0020361i,0.00105+0.0012261i,0.0017647+0.00016684i,0.0013447+8.2139e-05i,0.0008905+0.00012829i,0.0010081+0.00043081i,0.00049453+0.00022864i,-0.00026831-0.00010234i,-0.00030783-0.00059218i,-0.00025334-0.00090901i,-0.00011164+1.725e-05i,-3.799e-05+0.00063629i,-0.00080286+0.00071399i,-0.00027422+0.00063732i,-0.0004109-8.8069e-06i,-0.00096879-0.00024628i,-0.00068836-0.00097083i,2.8932e-06-0.0006454i,-5.2112e-05+0.00029016i
0.0019527-0.00096444i,0.0021198-0.0011327i,0.0010687+6.3727e-05i,0.00029674+0.00081592i,0.0013392+0.0012031i,0.0014903+0.0013556i,0.00069174+0.00062702i,0.00049148-0.0002735i,0.0004111-0.00035718i,0.00053744-7.8497e-06i,0.0003264-0.00019806i,0.00016088+0.00014004i,0.00070196+0.00069996i,0.00084254+0.00051148i,0.00023273+4.8565e-05i,0.00018708-0.00014507i,0.00062163+1.1978e-05i,0.00058299-0.00021234i,-0.0001232-0.00038069i,-1.3137e-05-0.00015205i,1.7451e-05+0.00011228i,-0.00029516+0.00039593i,-0.00013349+0.00063185i
-0.00099074+0.0018131i,-0.0012022+0.0022351i,-0.0019222+0.0024428i,0.00020162+0.0027941i,0.0025777+0.0027286i,0.001794+0.0016289i,8.6977e-07+0.00062097i,-0.00026078+6.1411e-05i,0.00075706+0.00048452i,0.0011073+0.00093252i,0.00071143+0.00062597i,0.00049825+0.00020476i,0.00070197-2.7249e-05i,0.00056951-0.00025224i,0.00058481-0.0011936i,0.00055587-0.0012828i,0.00058213-0.00019603i,0.0006766-0.00023363i,0.00026523-0.00075763i,-0.00037079+5.7534e-05i,-0.00098614+0.00076372i,-0.0013696+0.00052204i,-0.00045884+0.0010456i
-0.00042552-0.0017768i,0.00066557-0.00034878i,0.00090352+0.0005382i,-2.2515e-05+0.00062038i,6.4795e-05+0.00086831i,0.0012864+0.00095006i,0.0011895+0.00033379i,0.000626-0.00011343i,0.00056943-7.1539e-05i,0.00036749-0.00013841i,-0.00012547-0.00021488i,-0.0006417+0.0003797i,-0.00023127+0.00082078i,-0.00076922+0.00079527i,-0.0015449+0.00042617i,-0.00034382-0.00015743i,0.0010771-0.00072774i,0.0009183-0.0013113i,0.00031891-0.00099638i,7.3115e-05-0.00041839i,-7.0855e-05+0.00068703i,-0.00031151+0.00054765i,-0.00027528-0.00047896i
0.0005303-0.0012663i,0.00095614-0.0010011i,0.0010271-0.0011422i,0.00058134-7.2496e-05i,-5.1971e-05+0.0014601i,0.0002117+0.0020537i,6.5412e-05+0.0015483i,-0.00079678+0.0010191i,-0.00076325+0.00085419i,-0.00010452+0.00028113i,0.00037876-0.00053316i,0.00089361-0.00090455i,0.000984-0.00014722i,0.00071351+0.00012539i,0.00059627-0.00015324i,0.00040509-0.00025401i,0.00054396-2.6875e-05i,0.00072249+0.0001879i,0.00011412-0.00023439i,-0.00069464-0.00059995i,-0.00026036-0.00065721i,0.00038635-8.3995e-05i,-0.00026705+0.00024059i
-8.1874e-05-5.3062e-05i,-0.00022492+0.0011663i,-0.0018513+0.00073622i,-0.00076515+0.0013653i,0.0016015+0.0017155i,0.0022152+0.00091068i,0.0016492+0.00027993i,0.00018978+0.00029828i,-0.00049894+0.00057317i,-4.7918e-05+0.00078161i,0.00045738+0.00074613i,0.00050956-1.3342e-05i,-6.5822e-05-0.00010407i,-0.0010656+0.00020099i,-0.001456+0.0001737i,-0.00054738+8.4521e-05i,0.00026875-0.00043483i,-0.00030612-0.00094975i,-0.00066742-0.00050679i,-0.0003968-0.00010692i,9.747e-06+0.0002567i,-7.293e-05+0.0011688i,-0.00040947+0.00073606i
-0.0037475-0.0018205i,-0.0048142+0.00082464i,-0.0053809+0.0011791i,-0.0044915+0.0022032i,-0.001695+0.0040332i,0.0015715+0.0038244i,0.0013324+0.0017496i,0.00018232-3.7353e-05i,0.00018782-0.00029189i,0.00037695+6.3908e-05i,9.6608e-05-0.00028234i,0.00015922-0.00061493i,0.00036204-0.0001713i,-3.6753e-05+7.5491e-05i,0.00045522+0.00049473i,0.00070264+0.0012762i,-8.9403e-05+0.00031351i,-0.00038514-0.00093143i,-0.00032788-0.00058364i,-0.00050801+0.0003359i,0.00017875+0.00043748i,0.00074585-0.00020668i,0.00081545-0.00030225i
0.00054827+0.0019134i,0.00026919+0.00084182i,-0.00024198+6.7682e-06i,0.00034002+0.00030016i,0.0012834+0.0013566i,0.0014929+0.00077265i,0.0015402-0.000135i,0.00091375+0.00019495i,0.00044598+0.00083141i,0.00055002+0.0008191i,0.00083457-0.0001062i,0.00062212-0.00038686i,0.00048652+0.00029886i,0.00039849+0.00096402i,-0.00048621+0.00031131i,-0.00044829-0.00056428i,0.001056-0.0004986i,0.0013629-0.00048208i,0.00097017-5.4247e-05i,0.00033365+6.9007e-05i,-0.0004882-6.7411e-05i,-0.00071772+0.00094221i,-0.00025851+0.00082273i
0.00064698+0.00029073i,0.0016118+0.0015118i,0.0019601+0.0027705i,0.0017729+0.0030239i,0.0023398+0.0023771i,0.0019116+0.0016684i,0.0011345+0.0012637i,6.9908e-05+0.00062679i,-0.00035212+0.00061142i,0.0004891+9.408e-05i,0.0012107-0.0003756i,0.00091839+0.0002106i,0.00028345+0.00077356i,-0.0002684+0.00049766i,-5.6612e-05-1.6315e-05i,3.3019e-05+0.00037097i,0.00019479+0.0005919i,-0.00050313+0.00026285i,-0.0011136+0.00044694i,-7.056e-05+0.00072626i,-0.00047105-0.00030772i,-0.00083052-0.00099763i,-0.00076409-0.00051375i
0.00038446-5.0477e-06i,0.0013098-3.3524e-05i,0.00061882+0.0013657i,-0.00030261+0.0025218i,-0.00051634+0.0023728i,0.00040086+0.0017837i,0.0015992+0.0010745i,0.00077754+0.0002072i,8.7049e-05-0.00011333i,-1.545e-05+0.00043722i,-9.6341e-05+0.00042354i,-0.0002521+1.7348e-05i,-0.00011801+0.000232i,0.00030469+0.00036109i,0.00037349+0.00025533i,0.00056071-0.00032289i,0.000565-0.00055808i,0.00023578-7.2002e-05i,-0.00024127+0.0002099i,-0.00075058+7.6132e-05i,-0.00088232+0.00070768i,-0.00020815+0.00046888i,-3.3899e-05+0.00022304i
-7.4115e-05-0.00050675i,-0.00087055+0.0003832i,-0.001363+0.00028176i,-0.00091152+0.00035739i,0.00027069+0.0014238i,0.001682+0.0012896i,0.0019437+0.00041976i,0.00075589+0.00044504i,-0.00016042+0.000391i,0.00011743-0.00076567i,0.00030632-0.00071822i,0.00028188-0.00022726i,-6.2149e-05-0.00053139i,-0.00031798+0.00018096i,-8.9922e-05+0.00023125i,0.00018167+6.9881e-05i,0.00048142-0.00015661i,0.00046426-0.0005197i,0.0003619-0.00017521i,0.00017698+0.00025524i,-5.7312e-05+0.00071082i,6.2323e-05+0.0016258i,-0.00018291+0.001065i
-0.00039489+6.6967e-05i,-0.00013483+0.00074645i,-0.00059535+0.0011756i,0.00021225+0.002563i,0.0013463+0.0041426i,0.001401+0.0033571i,0.00058965+0.00084794i,0.00069048-3.6056e-05i,0.00097317+0.00081764i,0.00038066+0.0010541i,0.00016861+0.00060868i,0.00034284-0.00034181i,-0.00027354-7.0568e-05i,-0.00080107+0.0011699i,-0.00031822+0.00092271i,-0.00037841+0.00068813i,-0.00061133+0.00035018i,-0.00022746-0.00082963i,4.9207e-05-0.0012608i,4.593e-05-0.001164i,-0.00020234-0.00089698i,-0.00021929-0.00035275i,-0.00010637-0.00048776i
-0.0010926+0.0010707i,-0.00025489+0.0011767i,0.00052662+0.0021364i,0.00044103+0.0027713i,0.00078484+0.0019692i,0.0022014+0.00043657i,0.0013468-8.3808e-05i,0.00032991+0.00026484i,0.00059734+0.0003227i,0.00056444-0.00017837i,0.00065421-0.0009067i,0.0004005-0.00064199i,0.00016677-0.00018501i,0.00039482-0.0002732i,-0.00016439+6.2132e-05i,-0.0008332-0.0001786i,-0.0006581-0.00051072i,-7.6059e-05-0.0006358i,-0.00018527-0.00026476i,-0.0004724+0.00071824i,-0.00026412+0.00097011i,-0.00068266+0.00087195i,-0.00067477+0.00011748i
-0.00010293-0.00056035i,0.00032461-0.00037527i,-9.8391e-05-0.0010911i,-0.00061271+0.00046328i,-0.00010455+0.002642i,0.00042678+0.0018794i,0.00071679+0.00050799i,0.00028505-0.00028965i,-0.00060404-0.00060639i,-0.00048859-0.00031299i,0.00014536-0.00026718i,0.00021024+8.8419e-05i,0.00033763+0.00059816i,0.00023359+0.00078799i,0.00028054+0.00061687i,-2.5466e-05+0.00018103i,-0.0002362-0.00017226i,5.0065e-05-0.00059561i,-0.00012774-0.00022244i,-0.00054273+0.00022017i,-0.00031991-0.0003278i,-0.00025212+0.00036589i,-0.0003536+0.0014337i
-0.00029917+0.0008282i,-0.00064781+0.0015965i,-0.00012309+0.0027572i,0.00036576+0.0035749i,0.00046172+0.0037457i,0.0012703+0.002658i,0.0014931+0.00056236i,0.00070722-0.00073699i,-0.00035382+9.8105e-06i,-0.00089811+0.001288i,-0.00052904+0.0008009i,0.00015965+0.00042585i,0.00020904+0.00031493i,-9.9954e-05+0.00076556i,3.9988e-05+0.00090336i,0.00073523-0.0003843i,0.0015146-0.00035222i,0.00084899+0.00051679i,8.1709e-05+0.00081767i,-0.00052718-0.00019147i,-0.00094713-0.00044129i,-0.00080091+0.00020904i,-0.00057027-0.00019495i
0.00042985+0.00094058i,0.0012516+0.001371i,0.0018062+0.0014207i,0.00053628+0.0010115i,0.00076932+0.0018347i,0.0010023+0.0015889i,0.00061236-0.00025509i,0.00077608-0.00079035i,0.0011805-0.00039879i,0.0020499-5.7558e-05i,0.0015343+0.00046032i,0.00025552+0.0010515i,-5.4379e-05+0.00099034i,1.9689e-05+0.0001693i,6.1795e-05-0.00048527i,-0.00024421-0.00047288i,-0.0001133-0.00082514i,0.00016111-0.0010156i,3.1608e-05-0.00055259i,0.00012631+5.2089e-06i,0.0002812+0.0006482i,0.00033135+0.00041304i,-0.00020359-0.0003958i
-0.0010857+0.0012908i,-0.00091504+0.0012686i,-0.0005698+0.0026204i,0.00045389+0.0041015i,0.00044118+0.0054296i,0.00049705+0.0043652i,0.0012206+0.0027857i,0.00050433+0.0020032i,0.00036486+0.00085064i,0.00066202+0.00062098i,5.5167e-05+0.00055028i,0.00019083+0.00019188i,0.00095991+0.00040286i,0.00074923+9.5405e-05i,-0.00031358+1.7388e-05i,0.00011345-7.1324e-06i,0.00070977-0.00061352i,0.00059116-0.00062384i,0.00022056-0.00069356i,-0.00024286-0.0010289i,-0.00022809-0.00051074i,-0.0003773+0.00066975i,-6.0999e-05+0.00065181i
0.00061171+0.0016613i,0.0013363-0.00022859i,0.0012056-0.00052398i,0.00033285+0.00029526i,0.0010748+0.00080721i,0.0017639+0.00038186i,0.00194-0.00039512i,0.0012496-0.00010339i,0.00016945+0.00047102i,8.2174e-05+0.00078982i,3.9316e-05+0.00065957i,0.00012415+0.00049227i,0.00063903+0.00044156i,0.00046066-9.0242e-05i,8.5219e-05-0.00065328i,8.8596e-05-0.00030186i,0.00045709-3.09e-05i,0.00057787-0.00016807i,0.00025048-0.00022405i,7.9921e-05-0.0002338i,-0.00023509-0.0002492i,-0.00036769-0.00059359i,-0.00041811-0.00051435i
-0.00036057-0.00058456i,-0.00046269-0.00087441i,-0.00029859+0.00083273i,0.00085032+0.003224i,0.0016874+0.0045725i,0.0017354+0.0034277i,0.00095935+0.0010866i,-5.3335e-05+0.00033411i,0.00019928+0.00039032i,0.00046389+0.00050782i,-3.4328e-05+0.00038798i,-0.00062614-9.1612e-05i,-0.00058122+0.00013317i,0.00018457-0.0002505i,0.00078739-0.00097554i,0.00049722-0.00095925i,-0.00010984-0.00035079i,0.00011909+0.00056873i,-9.8007e-05+0.00049865i,-0.00095975-0.00038685i,-0.0003748-0.00083772i,0.0010021-0.00012739i,0.00099124+0.00046938i
0.00078111+0.00059445i,0.00080164+0.00052594i,0.0004325+0.0015953i,0.00072216+0.0023158i,0.0012353+0.002386i,0.00096588+0.0013769i,0.00055959-9.7385e-05i,0.0003086-0.00057928i,0.00022144-0.00019815i,0.00024754-0.00065089i,0.000311-0.00017107i,0.00011081+0.00027156i,0.00023804+0.00022203i,0.00046542-1.6707e-05i,0.00016188-0.00055718i,-0.00021721-0.00043755i,0.00046857+0.00041643i,0.00078461+0.00042855i,3.7876e-05-0.00058244i,-0.00040461-0.0014148i,-4.5291e-05-0.000925i,0.00023421-0.00010871i,0.00038766+0.00054307i
-0.0014858-0.0014159i,-0.0018415-0.0013668i,-0.0020806-0.0015981i,-0.0019913-4.8794e-05i,-0.0013585+0.0022516i,8.8945e-05+0.0023595i,-0.00014308+0.0013359i,-0.00022734+0.00037328i,3.8653e-05-0.00015507i,-0.00014578-4.1084e-05i,-0.00030615+0.00032491i,-0.0004465+0.00034155i,4.6602e-05+6.3589e-05i,0.00065954+0.00043932i,0.00018495+0.00034212i,-0.0005548-0.00060049i,-0.00065554-0.00056434i,-0.00050442+9.2502e-06i,-0.0003754+6.3307e-05i,-0.00048479-0.00056341i,-0.00050562-0.0011276i,-5.7854e-06-0.0003381i,-0.00017341+6.025e-05i
0.00071732+0.00030691i,0.0017058+0.00053221i,0.0027228+0.0010718i,0.0028096+0.0018686i,0.0026225+0.0026777i,0.0021323+0.0019952i,0.0014509+0.00019322i,0.00092256-0.00057693i,-9.244e-05-0.00046904i,-0.00024101-7.5362e-06i,0.00038991-6.6523e-05i,0.00053609+2.9927e-05i,0.00029938+0.00070187i,0.00028509-1.6723e-05i,0.00019982-0.0001832i,-0.00052059-0.00037148i,-0.00039395-0.0011609i,0.00040293-0.001511i,0.00055938-0.0013364i,-2.0981e-05-0.00069172i,0.00011038-0.00063896i,0.00020756-7.9468e-05i,0.00015347+8.6647e-05i
0.0021791-0.001428i,0.0017263-0.0016884i,0.0013121-0.0017657i,0.0004219-0.00010021i,0.00032993+0.0015679i,0.00097143+0.0014696i,0.0013632+9.1033e-06i,0.00070538-0.0013312i,0.00013344-0.0011544i,0.00021114-0.00033595i,0.00017591+0.00014988i,-0.00087406+0.00028132i,-0.0012126-0.00010299i,-2.6991e-05+0.0001946i,-2.9043e-05+0.00090947i,-0.00062484+0.00085653i,-0.00066987+0.00031275i,0.00050518-0.00033058i,0.0011657-0.00039209i,0.00045475-0.00011617i,-0.0001355-0.00017306i,-0.00043114-0.00030847i,-0.00044033+0.00033645i
0.00056285+0.0012056i,0.00083189+0.0012964i,0.0011607+0.0022343i,0.00086144+0.001844i,0.00033676+0.001471i,0.0010752+0.0018043i,0.0014261+0.0012626i,0.00096241+0.00059563i,0.00018683+0.00036665i,-0.00091028-0.00022546i,-0.00071608-0.00053689i,-0.00028875-0.00054661i,-0.00039808-0.00034075i,-0.00075101-0.00041617i,-0.00086684-0.00050658i,-0.00038464-0.00017807i,0.00020897-2.5695e-05i,8.551e-05-0.00020735i,-0.00061679-0.00028161i,-0.0010726+4.6596e-05i,-0.001247-0.00056519i,-0.00063204-0.00066851i,0.00018719+0.00038587i
-0.00033751+0.0002063i,-0.0003836-0.00024988i,-0.0012478+0.00080264i,-0.001636+0.0015239i,-0.00035553+0.0019349i,0.001244+0.0019342i,0.0019095+0.0012256i,0.0008319+0.00050912i,-0.00053539+0.00011459i,-9.2373e-05+0.00030838i,-3.8101e-05+0.00028208i,-0.00036342-0.00018512i,6.9154e-05-0.00028893i,-0.00018903-7.7142e-05i,0.0003623+0.00036437i,0.001219+0.00035635i,0.00085653-0.00019228i,5.9404e-05-0.00071212i,-0.00037721-0.0016715i,-0.00020209-0.0013511i,6.042e-05+8.6915e-05i,-9.1625e-05+0.00020214i,-0.00052715-0.00048502i
-0.00096473-0.00015131i,-0.00046632-0.00086728i,-0.0020803-0.0020758i,-0.0020429-0.00031581i,-0.00097555+0.0023249i,0.00033301+0.0025421i,0.00068433+0.00059407i,0.00021519-0.0011254i,0.00016612-0.0010312i,0.00029278-0.00041387i,0.00041742-0.00017413i,0.00015441-3.6836e-05i,-0.00036693+0.00024517i,-0.00066572+0.00048223i,1.6359e-05+0.00033439i,0.00025279-0.00059493i,0.00010219-0.00063767i,7.9569e-05+0.00033566i,-9.0253e-05+0.0006482i,0.00015585+0.00047524i,0.00063905-0.00028515i,0.00036762-0.00077958i,0.00059606-0.00013064i
