0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
0.0007568-0.0016065i,0.00089874-0.00068721i,0.00056463-0.00016501i,0.00017655+0.00096154i,-0.00054822+0.0024486i,-0.00076759+0.0027506i,8.6762e-05+0.0023269i,0.0011477+0.0013052i,0.001167+0.00011409i,0.0012355-7.7646e-05i,0.0011141+0.00030931i,-6.2328e-05-9.1391e-05i,-0.0004376-0.00019286i,-0.00067353+0.00047004i,-0.00074854+0.0002603i,0.00013559-0.00038537i,0.00018007-0.00068107i,-0.00020054-0.00048457i,0.00015832-0.00045272i,0.00036789+0.00037743i,5.3005e-05+0.00038916i,-0.00038573+8.9229e-05i,-0.0003582+0.00049918i
0.00037129-0.00058629i,0.00018173+0.00038319i,-0.001549+0.00039039i,-0.0025816+8.0803e-05i,-0.0027068+0.00094125i,-0.001681+0.0015454i,-0.00041902+0.0017321i,0.00018653+0.0016801i,0.0010475+0.0014961i,0.00076965+0.0013123i,-0.00014802+0.00022136i,-0.00023893-0.00045371i,-0.00017341+0.00022845i,-9.8811e-06+0.00056541i,-0.00025237+0.00012542i,8.9728e-05+0.0004544i,0.00026786+0.00069329i,-0.00031742-0.00072354i,-0.00023582-0.0018397i,-1.7465e-05-0.00070949i,0.00020868+0.00029738i,0.00021635+0.00059229i,-5.0579e-05+0.00050952i
-0.00026708+0.00085671i,0.00055684+0.00071801i,0.00025699+0.00076243i,6.3208e-05+0.00077836i,-0.0011496+0.00051807i,-0.002447+0.0014059i,-0.0018727+0.0022628i,-0.00010749+0.0021682i,0.00046877+0.0012404i,0.00024402+0.00011278i,0.00088614-0.00018875i,0.00057646+0.00028992i,-0.00012337+0.00051397i,7.1256e-05-4.115e-05i,0.00035081+9.9532e-05i,-0.00024844+0.0011044i,5.8362e-06+0.00086699i,0.00066854+6.8712e-05i,-9.0729e-05-0.00073219i,-0.00028802-0.00045761i,-0.00031808+2.8418e-05i,-0.00071653+0.00011274i,-0.00039524+0.00027923i
-0.00047417+0.00055511i,-0.00030797+0.00039394i,-0.0012695+0.0005836i,-0.0015195+0.0012908i,-0.001075+0.0019187i,-0.00094932+0.0026292i,-0.00014709+0.0028956i,0.0014449+0.0025063i,0.0019542+0.0021428i,0.0015177+0.0018102i,0.00059824+0.0014112i,-0.00017257+0.00015694i,-0.00019623-0.00059695i,-0.00033438-0.00032761i,-0.00061999-0.0010026i,-0.00074992-0.0019336i,-0.00043639-0.0015413i,-0.0001859-0.0004067i,7.2907e-05-0.00021933i,-0.00012765-9.6539e-05i,-0.00048486+0.00048354i,0.00022892-8.5505e-05i,0.0010565-0.0010419i
0.00056114-0.0026349i,0.00010898-0.0024638i,-0.00013803-0.0027217i,-0.00085227-0.0016628i,-0.0027822+0.00011717i,-0.0025534+0.0018393i,-0.00050888+0.0025306i,0.00042502+0.0024456i,0.00059013+0.0010577i,0.00040401-9.0768e-06i,-0.00062062+0.0003244i,-0.0013072+0.00011914i,-0.00065325+0.00043066i,-0.00066579+0.00055845i,-0.0010876+0.00060246i,-0.00053739+0.00061821i,8.631e-06-0.0001635i,-0.00010542-0.00037547i,-0.00038617-0.00041514i,-0.0010333-0.0001961i,-0.0014319+3.8191e-05i,-0.0013667-0.00022754i,-0.0010676-0.0002048i
-0.0016765+0.0010951i,-0.0011703+0.0015474i,-0.0012456+0.00091592i,-0.0014602+0.00064853i,-0.0017503+0.00076313i,-0.0024688+0.0016525i,-0.0020697+0.00233i,-0.00062175+0.0023145i,0.00012576+0.0025676i,0.00049668+0.0021663i,-0.00028834+0.0012801i,-0.0010084+0.00029609i,-0.00095102+0.00010659i,-0.0010364-0.0001944i,-0.00048235-0.00027296i,3.3153e-05+0.00099608i,0.00016358+0.0011687i,0.0004937+0.00058452i,0.00010781+0.00011028i,-0.0006209-0.00037794i,-0.00030226-0.00051238i,-0.00020112-0.00067012i,-0.00038377-0.00040023i
0.00039598-0.0023121i,-0.00062077-0.0019769i,-0.0013123-0.0024035i,-0.0028397-0.0012055i,-0.0034255+0.00016024i,-0.0028806+0.0008733i,-0.0018631+0.001575i,-4.6103e-05+0.002214i,0.00045262+0.0019472i,0.00019721+0.00097279i,-0.00016347+0.00018071i,0.0003463-0.00031673i,0.00085606-0.00021415i,0.00033969-0.00068587i,-0.00017684-0.00082006i,-0.00058982+0.00012236i,0.00019608+0.00051438i,0.0010688+0.00034147i,0.00071803+0.00023317i,-0.00026298+0.00016354i,-0.00072895+0.00010771i,-0.00090644+0.00038795i,-0.00033968+9.1824e-05i
0.00064394-0.00014682i,7.5529e-05-3.4625e-05i,0.00079732+0.00034894i,0.00033234-3.9921e-05i,-0.001711+0.00034791i,-0.0025344+0.001953i,-0.0018322+0.0021497i,-0.0003191+0.0012216i,0.00019787+0.0010717i,0.00038749+0.00099039i,0.00066344+0.00036982i,0.00041509-0.00033789i,-0.00019313-0.00015719i,-0.00040883+0.00025311i,0.00028282+0.00065557i,0.00025718+0.00023598i,-3.89e-05+0.00015254i,0.00053943+0.00010293i,0.00023334-0.00060918i,-0.00093975-0.0010763i,-0.00069333-0.00052822i,-0.00052554-0.00034094i,-0.00081411-0.0012174i
0.00050799+0.0013352i,0.0011782+0.00098925i,0.0019434+0.00021988i,0.0011307+0.00062483i,-0.00055339+0.00071911i,-0.0010697+0.00034783i,-0.0002063+0.0013754i,0.00064363+0.0024571i,0.0010809+0.0022963i,0.0013274+0.00094304i,0.00099322+0.00034386i,0.00038253+0.00073918i,0.00045651+0.00017638i,3.1855e-05+4.7612e-05i,-4.7567e-05+0.0003988i,-0.00012683-0.00033171i,-0.00048228-0.0003912i,-0.00026811+0.0002573i,-0.00028274+0.00024971i,-0.00028167+4.1659e-05i,-0.00062553+0.00041053i,-0.00078881+4.307e-05i,0.00032909-7.4834e-05i
0.00055772-0.00048773i,0.00050827-4.6658e-05i,0.00052542-0.00026868i,-0.00032018+1.4045e-06i,-0.0019729-0.00012416i,-0.0027181+0.00058784i,-0.0024026+0.0017253i,-0.00092878+0.0016655i,-0.00033202+0.0014442i,-8.9996e-05+0.0006775i,0.00042542-0.0001958i,0.00033029-0.00057323i,0.00024771-0.00035407i,0.00035384-0.00028925i,0.00017414-0.00032382i,-0.00023374+0.00031466i,0.00010462+0.00068378i,0.00046224-4.1028e-05i,-0.00025626-0.00095063i,-0.0014026-7.9469e-05i,-0.0013332+0.0013604i,-0.00076187+0.00010288i,-0.00081629-0.0012253i
-0.0011943+0.0023401i,-0.0017379+0.0016779i,-0.0015837+0.0015848i,-0.00094264+0.0012865i,0.00016443+0.00077629i,-0.00038851+0.0004714i,-0.00082565+0.00066028i,0.00090786+0.0016439i,0.002044+0.0022235i,0.0024772+0.0018953i,0.0016407+0.0015258i,0.000566+0.00076597i,0.00066793+0.00044035i,0.00046976+0.00019548i,5.3585e-05+0.00011412i,0.00037939+0.00043507i,0.00060517+0.00048582i,0.00062373+0.00054819i,0.00050921+0.00053892i,0.00046267+0.0003884i,-2.6386e-05+0.00054429i,-0.00083892-0.00014987i,-0.00077534-0.00031645i
0.00094171+0.0012992i,0.00085395+0.0019859i,0.0016253+0.0018988i,0.00031329+0.00091182i,-0.0016959+0.00057843i,-0.0017922+0.0011235i,-0.00035871+0.0016164i,0.00073546+0.0017958i,0.00065028+0.0012627i,0.00094731+0.00088503i,0.0011975+0.00020271i,0.00070359-9.3692e-05i,0.00039418+0.0003094i,0.00020547+0.00021288i,0.00018557-4.0377e-05i,0.00011059+0.00030825i,-0.00019363+0.00040022i,-0.00044607-0.00033195i,-0.00010961+5.9556e-05i,-0.00034601+0.0013059i,-0.00039187+0.0011675i,0.00020484+0.0010303i,0.00025464+0.00081338i
0.0014952+0.0035463i,0.0011264+0.0026904i,0.0011569+0.0021977i,0.0014693+0.0010845i,0.00068103+0.00036716i,-0.00099756+0.00082441i,-0.0012659+0.0014583i,-0.00030244+0.0016751i,0.00054142+0.0014191i,0.0013374+0.00095292i,0.0012218+0.00074545i,0.00083537+0.00041144i,0.00097922+0.00071514i,0.0011739+0.00058324i,0.0012047+8.7155e-05i,0.001567+0.00036259i,0.0017001+0.00048618i,0.0011894-0.00038098i,0.00064414-0.00087868i,-0.00014192-0.00052936i,-0.00057026-0.00040515i,-0.00081344-0.00017136i,-0.00074202-0.00012727i
0.00052701-0.00018172i,0.00042605+0.00044012i,0.00094857+0.00017071i,0.00057902+0.0006896i,0.00048635+0.00048225i,0.00057714+0.00057335i,-0.00030869+0.0015363i,-1.9406e-05+0.0017258i,0.0013685+0.0014169i,0.0011079+0.00049293i,0.00031943+4.2325e-05i,-0.00043105+0.00029376i,-0.00055759+0.00060102i,9.3314e-05+0.00044949i,0.00057988-0.00013623i,0.00056922-0.00010521i,0.00055946+0.00049659i,0.0011467+0.00044611i,0.00066808-0.00032409i,-0.00060872-0.00022961i,-0.00061528+0.00016029i,-0.00046422-0.0002232i,-0.00055687+0.00026507i
0.0011449-0.0017545i,0.0018487-0.0023809i,0.0017199-0.0031515i,-0.00050363-0.002698i,-0.0026891-0.00041485i,-0.0032763+0.0013455i,-0.0019452+0.0021305i,-0.00012522+0.0023125i,0.00035993+0.0016689i,0.00051517+0.00065867i,0.00033875-0.00015136i,-4.4687e-05-0.00019085i,-0.0003687+2.0314e-05i,-0.0010432-0.00015794i,-0.00097282+0.00025063i,-0.00024839-0.00014882i,0.00020334-0.00030242i,0.0005794+0.00047475i,0.00079244+0.00047336i,0.00021493+0.00051166i,-0.00042945+0.0010603i,-0.00033251+0.00074321i,-0.00066174-8.8538e-05i
-4.4544e-07-0.00013192i,-6.5159e-05-0.0010116i,1.0434e-05-0.0016157i,-0.00035878-0.0012345i,-0.00077843-0.00053133i,-0.0011047+0.00013973i,-0.00065205+0.0012765i,0.00048039+0.0016637i,0.0013599+0.0017629i,0.00076016+0.0014596i,2.8235e-05+0.00096102i,-2.3989e-05+0.00044407i,-0.0004985-0.00012832i,-0.00076874-0.00035381i,-0.0004323-0.00077311i,-0.00010157-0.00096861i,0.00014354-0.00015399i,7.6807e-05+0.00067823i,-0.00024211+0.00011215i,-0.00023538-1.3696e-05i,-0.00050905+5.6995e-05i,-0.00035954+4.3674e-05i,0.00012927-0.00021697i
-0.0025491+0.0011392i,-0.0025444+0.0028373i,-0.0024222+0.0040619i,-0.0020857+0.0034467i,-0.0020839+0.0023669i,-0.0019182+0.0019273i,-0.0012076+0.002375i,-0.00023537+0.002675i,0.00098543+0.0020712i,0.0016985+0.0012027i,0.0011903+0.00057983i,0.00036178+0.00099506i,0.00023323+0.0009542i,0.00028874+0.00040861i,-0.00011584+0.00061944i,8.6047e-05+0.00064529i,0.00077476+0.00077543i,0.00043825+0.00075824i,0.00019905-0.0002838i,0.00010423-0.0010739i,-0.00015473-0.0005344i,-0.0004245+0.00019399i,-0.00064465+0.0002501i
6.6429e-05-0.00037998i,-0.0016153-0.00054112i,-0.0015645-0.00094486i,-0.00097309-0.0016857i,-0.0012348-0.00077261i,-0.001448+0.0018544i,-0.00079698+0.0027103i,0.00049585+0.0018439i,0.00077888+0.0017128i,8.0237e-05+0.0015418i,-0.00010616+0.00080353i,1.058e-05+0.00040569i,0.00047628-7.1544e-05i,0.00025787-0.00022109i,-0.0007508-0.00069453i,-0.0005712-0.00079072i,-0.00051625-0.00028018i,-0.00046674-4.8232e-05i,0.00045432-0.00012373i,0.00014315-0.00017979i,-0.00054353+0.00024972i,-0.00055162+0.00071335i,-0.00021918+0.00040032i
0.0017325-0.00047929i,0.0019666-0.0012925i,0.0031034-0.0012892i,0.0022388-0.00077891i,0.00061856+2.0011e-05i,-0.00041884+7.9549e-05i,-0.0008761+0.00068896i,-0.00010804+0.0018036i,0.00092058+0.0014987i,0.0016321+0.00088599i,0.0017236+0.00074288i,0.00068771+0.00077285i,-9.7385e-05+0.00045398i,-0.00086652+0.00016655i,-0.001631+0.00040891i,-0.00065727+0.00039869i,-0.00022559+0.00045826i,-0.00042695-3.1446e-06i,0.00030823-0.00020589i,0.0010976+0.0001629i,0.00024539-0.00025025i,-0.00064895-0.00053582i,-0.00032298-0.00030846i
0.00028848+4.7728e-05i,0.0012866-0.00071501i,0.0010616-0.00063341i,-0.00050745-0.00078056i,-0.0016557-0.0010524i,-0.002212+0.00073001i,-0.0018776+0.0016101i,-0.00017632+0.00085346i,0.00021865+0.00087985i,1.1889e-05+0.00075055i,0.00081945+9.4002e-05i,0.00078832+0.00029027i,0.00069772+0.00045019i,0.0016739+0.00047512i,0.0011623+0.00066991i,-0.00034276+0.00077909i,-0.0005637+0.00034984i,8.9186e-05-4.0866e-05i,-0.00021734-0.00043183i,-0.00059965-0.00038026i,-0.00050052-0.00021026i,9.3324e-05-9.4152e-05i,-0.00010833+8.9747e-05i
0.00069105+0.0012315i,0.0010226+0.00067363i,0.00015076+0.00051894i,-0.00045209+0.00039165i,-0.0010427+0.00063066i,-0.0017314+0.00091559i,-0.0011988+0.0011204i,-0.00015484+0.00090176i,0.00089218+0.00060944i,0.0014894+0.0005265i,0.00057763+0.00062858i,0.00012413+0.00092833i,0.00057761+0.0017698i,0.0004267+0.0008483i,-0.00020821-0.00045606i,0.00017912-0.00057521i,0.001-1.7367e-05i,0.00042998-0.0001293i,-0.00017786-0.00044137i,-2.3709e-05-0.00022612i,0.00029345+0.00020118i,0.00085383+0.00048277i,0.0010754+0.00085775i
-0.0014218-0.00092467i,-0.0017152-0.00064277i,-0.0024966-0.00019628i,-0.0020278+0.00080953i,-0.0016585+0.0013618i,-0.0013947+0.0011481i,-0.00019207+0.00084505i,0.00037711+0.0017678i,0.0008138+0.0022562i,0.0010825+0.0022857i,0.0010262+0.0017299i,0.00038014+0.0003683i,0.00031977-0.00013699i,0.00019793-0.00018173i,0.00010829-0.00033473i,0.00022161+9.1261e-05i,1.3578e-05+0.00025214i,-1.3705e-05+4.2406e-05i,-0.00017194+0.00012346i,-0.00074597-0.00018507i,-0.00082478+0.00047336i,8.7712e-05+0.00078932i,0.00051655+0.00020833i
0.0011074+0.00023479i,-0.00075044-0.0011382i,-0.00093575-0.0010727i,-0.0015464-0.00050249i,-0.0024152-0.00016289i,-0.0019849+0.00083968i,-0.0010427+0.0013205i,0.00024882+0.0013762i,0.0012289+0.0014593i,0.0012424+0.00064399i,0.0011281-0.0001499i,-0.00018703+0.00017398i,-0.00070358+0.00044692i,-0.00036873+0.00069237i,-0.00080175+0.00058051i,-0.0005733-0.00039661i,0.0010274-0.001123i,0.0013046-0.00061178i,0.00049769+0.00021456i,-0.00018098+6.4842e-06i,-0.00090471-0.00033874i,-0.00081973-0.00060274i,-0.00025121-0.00074525i
7.114e-05+0.00074921i,0.00093172+0.0011781i,0.00052989+0.00052952i,-0.00036518+0.0010591i,-0.0013117+0.002183i,-0.0020742+0.0020325i,-0.001582+0.0020453i,-0.00073458+0.0017411i,-0.00042043+0.0011311i,7.3517e-05+0.0016451i,4.5695e-05+0.0018112i,-0.00023348+0.00090629i,0.00014426+0.00013812i,0.00033871+3.8665e-06i,0.00016765+0.00026676i,0.00014354+0.00037925i,4.3885e-05+0.00035946i,-0.00017602-0.00026479i,-0.00071679-0.00042889i,-0.00082132-0.00066154i,-0.0002337-0.00021139i,-0.00027432+0.00086866i,-0.00029225+0.00024491i
-0.00035157+0.00043512i,-0.00032881-0.00039129i,-0.00070795+0.00040815i,-0.00094407+0.00089576i,-0.0019025+0.00090079i,-0.0020061+0.0021237i,-0.0011652+0.0026508i,-0.00058789+0.00176i,0.00083683+0.00083525i,0.00090725+0.00062554i,0.00061858+0.00041181i,0.00101-0.00014516i,0.00061981-0.00051764i,-0.00022877-0.00065531i,-0.00062093-0.00062238i,-0.00045897-0.00086086i,-0.00031331-0.0014563i,-0.00013344-0.0011158i,-0.00014322+0.00024696i,-0.00038244+0.00037343i,-0.0002615+3.6091e-05i,-0.00012239-0.00015414i,-0.00026396+1.8428e-05i
-0.00028784-0.00072919i,0.0002075-0.00036826i,-0.00027114-0.00036305i,-0.00063709-0.00028751i,-0.0011091+0.0010351i,-0.001326+0.0016292i,-0.00014984+0.0018993i,0.00040415+0.0021786i,0.0010425+0.0017401i,0.0020668+0.00078339i,0.002134-0.00033623i,0.0010543-0.001032i,0.00039075-0.00085088i,0.00021252-0.00038199i,-0.00044829-0.00028202i,-0.00048868-0.0004633i,0.00051054-0.00064458i,0.00076227-0.00045311i,0.0002372-3.987e-05i,-0.00032107+0.0001188i,-5.9857e-05-8.7478e-05i,0.00015145-1.7304e-05i,-0.00063927+0.00054062i
0.00065208+0.00086453i,0.0001814+0.00055477i,-0.0001089-0.00043865i,-0.00066161-0.00051949i,-0.0013319+0.00013982i,-0.0017553+0.00093572i,-0.0015938+0.0015407i,0.00019161+0.0015998i,0.0015863+0.0018735i,0.0012162+0.001242i,-3.1928e-05-1.1719e-05i,-0.00061337-0.00075306i,-0.00043574-0.00036525i,1.5982e-05+0.00010351i,6.5839e-05-0.00058356i,-0.00071149-0.00068713i,-0.00051186+2.7941e-05i,0.0003624-1.3566e-05i,7.2522e-05-0.00064119i,-0.00015711-0.0009439i,-0.00069372-0.00052699i,-0.00078809-9.0231e-05i,-0.00022935-5.0217e-05i
-0.00086817-0.0011665i,-0.00094685-0.00049998i,-0.0019203+0.00091751i,-0.0020831+0.0017232i,-0.0021105+0.002517i,-0.0029773+0.0026943i,-0.0024278+0.0012665i,-0.00065836+0.00053859i,0.00034076+0.00068139i,0.00062333+0.000899i,0.0001264+0.0012037i,-0.00054937+0.0012426i,-0.00079405+0.0011035i,-0.00042256+0.00077791i,8.0152e-05+6.3527e-05i,0.00016238+0.00013911i,0.00012479+0.00088234i,0.00031189+0.00081628i,0.00017494+0.00020772i,-3.0591e-05-3.7708e-05i,-0.00023739+0.00012769i,-2.8866e-05+0.00014035i,0.00011143-0.00015939i
-0.00058393-0.00045687i,-0.001553-0.00081817i,-0.0033128-0.00054843i,-0.0039665-0.00032198i,-0.0034677-5.1493e-05i,-0.0023482+0.0011082i,-0.0011052+0.001994i,0.00031174+0.0022573i,0.0011521+0.0016859i,0.00063657+0.00080771i,-7.4352e-05+0.00050632i,0.00010801+0.00085869i,0.00013458+0.00056766i,-7.361e-05-0.0001576i,-0.00037819-2.348e-05i,-6.2594e-05+0.00013752i,0.0011488+0.00065052i,0.00081788+0.00042974i,-0.00023947-0.0012691i,-0.00015165-0.0014841i,-0.00025604-6.8431e-05i,-0.00044811+0.0002665i,-4.9754e-05-7.1206e-05i
-0.002004-0.0012867i,-0.00098671-0.00096346i,-0.00044424-0.00065104i,-0.0010815+0.00010813i,-0.0011766+0.00011703i,-0.0009081+0.00043655i,-0.00073311+0.0012385i,0.0002513+0.00090495i,0.00049042+0.00056557i,-5.4498e-05+3.4355e-05i,7.3385e-05-0.00019141i,-9.5009e-05+0.00012093i,0.00010259+1.5647e-05i,0.0001724+2.3318e-06i,0.00035913+0.00059172i,0.00039643+0.0012855i,0.00015478+0.0004338i,-0.00017057-0.00087723i,-0.00076183-0.00085819i,-0.0010756-0.0008393i,-0.0012936-0.00070217i,-0.0011806+0.00022372i,0.00017253+0.00024152i
0.0004773+0.00064183i,-0.00014817+0.00075718i,0.00052592+0.0019356i,-0.00028068+0.0025766i,-0.0015241+0.0020852i,-0.0015961+0.001772i,-0.00079902+0.0023923i,0.00044522+0.0022289i,0.001598+0.0015616i,0.0012411+0.00088728i,0.00043603+0.00030033i,0.00060094-0.00011201i,0.00082113-0.00036096i,0.00042574-0.00066216i,-5.8498e-05-0.00064626i,-0.00040877+0.00022954i,7.8895e-05+0.000326i,0.00047849+0.00012832i,-8.8154e-05-7.872e-05i,-0.00047087-0.00059231i,-0.00045748-0.00031602i,-0.00026859+0.00043046i,2.2944e-05+0.00050562i
0.00079188+0.0014625i,0.00087442+0.0011068i,0.00069145+0.00074126i,0.0003227-0.00017125i,-0.00011695-0.00047634i,-0.001285+0.00029014i,-0.0012192+0.0011818i,-0.00025743+0.001381i,0.00093125+0.0017378i,0.0016014+0.0018825i,0.0011146+0.0015685i,-2.5576e-05+0.00094748i,-0.00044071+0.00012899i,8.5113e-05+0.00020053i,0.00025404+0.0006757i,0.00032219+0.0006979i,0.00027127+0.00085442i,-0.00045423+0.0010243i,-0.0005279+0.00038157i,7.0012e-05+0.00027387i,0.0004524+0.00074356i,0.00052397+0.00096481i,0.00016363+0.0008725i
-0.0016638+0.0019139i,-0.0014007+0.0029192i,-0.0013403+0.0028177i,-0.0010554+0.0029603i,-0.00073985+0.0027916i,-0.0010577+0.0018226i,-0.00083228+0.00139i,0.00010373+0.00194i,0.00046023+0.0020253i,0.00068832+0.001329i,0.0010755+0.00051145i,0.00074395-0.00024442i,0.00016149-0.00018727i,-0.00015929+0.00026037i,-0.00039158+0.00020274i,-0.00052148-8.1843e-05i,-0.0001242-9.1803e-06i,0.00036654+0.00010931i,0.00070567+8.5762e-05i,0.0008273-0.00040758i,0.00027396-0.00054987i,-5.5545e-05+1.8171e-05i,0.00014012+0.00035943i
-0.00010109+0.00041149i,-0.00015467+0.00025999i,-0.00041359+0.00056192i,-0.00099135-0.00023394i,-0.0020046-0.00027638i,-0.0023887+0.00075951i,-0.00087133+0.0012345i,0.00029109+0.0017013i,0.00086226+0.0017363i,0.0012612+0.0010425i,0.00073472+0.00095458i,0.00086684+0.00073431i,0.0011912+0.00015329i,0.0010191-6.0897e-05i,0.00085538+0.00089056i,0.00069628+0.0006325i,0.00070991-5.4938e-05i,0.00013183+0.00014308i,-0.00043985-0.00026721i,-0.00074613-0.00091231i,-0.00075413-0.00052091i,-0.00085722+0.00018216i,-0.00073826+0.00038364i
0.0014033-0.00080266i,0.0018081-0.0003737i,0.0023856-0.00078669i,0.0022369-0.0017838i,0.00030439-0.0022698i,-0.0015752-0.0014121i,-0.0016512+0.00029616i,-0.00033008+0.0011988i,0.00032441+0.0010444i,-0.00021267-0.00021893i,-9.0216e-07-0.00065691i,0.0001988-0.00066973i,-5.2808e-05-0.0005589i,-0.00037915-0.00046688i,-0.0013295-0.0004897i,-0.000783-0.00032238i,0.00033795-0.0007279i,0.00065385-0.00099913i,0.00024696-0.00064509i,0.00037873-8.4071e-06i,0.00017001+0.00020332i,-5.8683e-05-0.00030706i,-0.00010723-0.00040383i
-0.001267-0.00090418i,-0.00072214-3.8782e-05i,-0.00071912+0.00074092i,-0.0015541+0.0013413i,-0.0017682+0.0016557i,-0.00061092+0.0013588i,-5.4778e-05+0.0012904i,0.00015132+0.0016029i,0.0013149+0.0017213i,0.0018057+0.0014567i,0.00084917+0.00042219i,0.00010069+0.00033356i,0.00025718-0.00014349i,0.000266-0.0012986i,-0.00012746-0.0012562i,0.00024108-0.00036933i,0.0010718+0.0004496i,0.0010447+0.00081633i,0.00057319+0.0005985i,-0.00033659+0.00031341i,-0.00097737+0.00011005i,-0.00035395+5.7813e-05i,-0.00020088-0.00014754i
0.0011874-4.2116e-05i,0.00071381-0.00072606i,-0.00016163-0.00086274i,-0.0018653-0.0010281i,-0.0034034+0.00020228i,-0.0030364+0.00168i,-0.0015606+0.0032346i,-0.0010625+0.0034671i,0.00016007+0.0022894i,0.00052407+0.0014677i,0.00042644+0.00019617i,0.00064847-0.00078756i,7.0889e-05-0.00038737i,-0.00034621-0.00039275i,0.0004148-0.0011305i,0.00016084-0.0004927i,-3.7163e-05-0.00018457i,0.00015754-0.00094529i,-0.00034942-0.00056257i,-1.3233e-05+9.0876e-05i,0.00015865-7.9889e-06i,-0.00059449-9.8822e-05i,-0.0010641-0.00040385i
0.00021697+0.001355i,0.0011038+0.0016848i,0.0010072+0.0015179i,0.00080162+0.00092172i,0.00020438+0.00027807i,-0.00020426+0.00092971i,9.7773e-05+0.00133i,0.00098314+0.0010808i,0.0016603+0.00084075i,0.0022083+0.00024156i,0.0016521-0.00039454i,0.00088163-0.00045548i,0.00081097-3.0447e-05i,0.00079862+0.00015778i,0.0005609+9.5739e-05i,0.00045245-0.00015099i,0.00066458-0.00032403i,4.3059e-05-0.00056227i,-0.00058454-0.00084544i,-0.00024851+9.6482e-06i,0.00029803+0.00040692i,0.00087845-9.9769e-05i,0.00059312+0.00036834i
-0.0014525-0.0029222i,-0.0013873-0.0014133i,-0.0022273-0.0021436i,-0.0028245-0.00084324i,-0.0027548+0.0021168i,-0.0021061+0.0036219i,-0.00070325+0.0025713i,0.00066917+0.001793i,0.00067799+0.0021883i,0.00047677+0.0014992i,0.00036654+0.00096124i,-0.00052565+0.00060801i,-0.00085833-2.9016e-05i,-0.00045536-4.0021e-05i,-0.00062754+0.00055179i,-0.00099095+0.0004762i,-0.00097372+0.00025393i,-0.0012381-0.00025453i,-0.0013248-0.0011266i,-0.0010054-0.00042127i,-0.00038009+0.00021957i,-0.00060172-0.00013478i,-0.0010074-0.0002599i
0.0002218+0.00019456i,-0.00047451+0.001687i,-0.00034175+0.0016853i,-0.00089113+0.00072828i,-0.0018462+0.00063336i,-0.0017222+0.0013889i,-0.0012182+0.0021966i,-0.00023274+0.002195i,0.00079885+0.0015109i,0.0011537+0.0014144i,0.00083697+0.0012803i,0.00088854+0.00063191i,0.00049928+0.00028418i,0.00022121+0.00036603i,0.00030358+0.00035444i,0.00082617+2.4075e-06i,0.00091299+0.00049842i,0.00039744+0.00044092i,-0.00050132+0.00018592i,-0.00078109+0.00017422i,-7.9998e-05+0.00041113i,0.00054273+0.0003117i,0.00014703+1.6975e-05i
-5.4958e-05+0.00017874i,-0.00098524+0.0013468i,-0.0010388+0.0023807i,-0.00045471+0.0017158i,-0.00054162+0.0013762i,-0.00078853+0.0012119i,0.00041756+0.00096735i,0.0013181+0.0011784i,0.00097835+0.00083978i,0.00055872+0.00032673i,0.00058783-0.00015936i,0.00058205-0.00039605i,-0.00031343-0.00014486i,-0.00093088-0.00018906i,-0.00073046+2.1104e-05i,-0.00087096+0.00055991i,-0.0010501-3.8014e-05i,-0.00087245-0.00025926i,-0.00074377+0.00047781i,-0.00083383+0.00065954i,-0.0008187-0.00010472i,-0.00038756+0.00041662i,0.0003677+0.0012843i
-0.00019658-0.00046903i,-0.001801+0.0002863i,-0.001738+0.00025572i,-0.0017882+0.00057568i,-0.0024876+0.0020626i,-0.0025061+0.0030873i,-0.0011387+0.0025893i,-1.3805e-05+0.0021739i,0.00069404+0.0017558i,0.0012148+0.0010854i,0.00058788+0.00022467i,-0.00047631-4.4275e-05i,-0.0010854+0.00071705i,-0.00085149+0.00077396i,-0.00057769+0.00023302i,-0.00054295-0.00010262i,6.437e-05+0.00032799i,0.0005161+0.0012034i,0.0004185+0.00078556i,-0.0003378+0.00035282i,-0.00036774+0.00081502i,0.00019588+0.0007745i,0.00049656+0.000756i
