-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
0.001052+0.0010259i,0.00086105+0.00051175i,0.0005373-1.5473e-05i,0.0001183+0.00030095i,-5.3784e-05+0.00090948i,0.00026801+0.00073995i,-7.9843e-05+0.00067335i,-0.00055051+0.00040511i,-0.00078249+9.92e-05i,-0.0006251+0.00031105i,2.5543e-05-0.00023392i,1.308e-06-0.00075924i,-0.00083842-0.00057147i,-0.001226-0.00071756i,-0.0014519-0.00087808i,-0.00097383-0.00017281i,-9.0112e-05+0.00023129i,-0.00046924-0.00022266i,-0.00059961-0.00065095i,-1.3142e-05-0.00031371i,-0.00040081-0.00023789i,-0.0005847-0.00027383i,-0.00068885-0.00036304i
-0.00099097+0.00017665i,-0.001029+0.00038617i,-0.0018542+0.0010696i,-0.00098434+0.0019141i,0.00039793+0.0017606i,0.0011473+0.0010618i,0.00088441+0.00011717i,0.00039895-0.00065762i,0.00055542-0.00036163i,0.00029114-7.9203e-05i,-0.00045705+0.00022247i,9.9776e-05+0.00049538i,0.00073994+4.0076e-05i,0.00019478-0.00070289i,-0.00067924-0.0010798i,-0.00048577-0.0005074i,-0.00015928+0.00053821i,-0.00041686+0.00056458i,-0.0006724-0.00034766i,-0.00081694-5.5813e-05i,-0.00062742+0.00031192i,-0.00022457+7.8262e-05i,0.00025285+0.00016491i
4.2906e-05-0.00020451i,4.6938e-05-0.00049309i,-0.00029455-0.0012143i,-0.0003139-0.00043912i,-9.6662e-05+0.00073143i,0.00043023+0.00098544i,-0.00021887+8.41e-05i,-0.0014367-0.0011646i,-0.0013724-0.00080686i,-0.00034124+0.00013576i,0.00072404-1.2934e-05i,0.00081702+9.8572e-05i,0.00060608+0.00016818i,0.00037169-0.0004748i,0.0006645-0.00077311i,0.00014601-0.00090889i,-7.5172e-05-0.001198i,-0.00019983-0.0006514i,-0.00072244-0.00026703i,-0.00043272-0.00099097i,-8.436e-05-0.0006156i,-3.4596e-06+0.00031931i,-0.00029252+1.4734e-05i
0.0003873+0.0023781i,0.00080164+0.001165i,0.0010089+0.00076237i,0.00057134+0.0016394i,0.00097024+0.001205i,0.0009686+0.00014972i,0.0002004-0.00030716i,-0.00063545-0.00030293i,-0.00046188-0.00048685i,0.0006721-0.00061819i,0.00080705-9.1925e-06i,0.00036932+0.00023165i,-5.0987e-05-0.00051248i,6.8281e-05-0.00085158i,0.00029747-0.00055272i,0.00029463-0.00016093i,0.00015142-1.465e-05i,-0.00014351-0.00058198i,-0.00031304-0.00078128i,3.9453e-05-0.00013087i,0.00028864+0.00045945i,-0.00013101+0.00044132i,-0.00041762-0.00011305i
-0.0018874+0.0014724i,-0.00083299-0.00014586i,0.00024799-0.00081373i,0.00068714+0.00031852i,0.00067+0.0013631i,0.00069902+0.0010718i,0.00026077+0.00081279i,-0.0004169+0.0008709i,-0.00098617+0.00069015i,-0.00050693+0.00018569i,-3.3979e-05-0.00021733i,-7.9639e-05-0.0002868i,0.00029804-0.00025281i,0.00063692-0.00049763i,0.00049067+0.00019553i,-8.4592e-05+0.00014908i,2.5606e-05-0.0011115i,0.00014842-0.001025i,-0.00011812-0.0002099i,-8.9163e-05-0.00018067i,0.00013881-0.00037143i,0.00043979-0.00038864i,-7.3961e-05+0.00013462i
0.00065878+0.0017128i,0.0013911+0.0019257i,0.0015665+0.0016034i,0.001371+0.0018107i,0.0020558+0.00159i,0.0016183+0.0002968i,0.00013662-0.00012987i,-0.00038526+0.00023424i,0.00049001-1.2774e-05i,0.001117-0.00030428i,0.00088911+3.5892e-05i,0.00058102+0.0012049i,0.00076371+0.0012398i,0.00096519+0.00026453i,2.6572e-05-0.00070964i,-0.00075414-0.0007901i,-0.00077027-0.00010946i,-0.00040381+0.0001317i,0.00020427-0.00028053i,0.00097919-5.8842e-05i,0.00036854+0.00084245i,-0.00032598+0.00073917i,-3.6442e-05+0.00046602i
0.00070474+0.00095829i,0.00051886+0.00051364i,0.0011075+0.00099263i,0.00076669+0.0011733i,0.00052336+0.00062136i,0.00066663-0.00041594i,0.0007367-0.00026731i,0.00070426+0.00019726i,0.0003498+0.00075952i,2.2787e-05+0.00053955i,0.00039269-0.00038611i,0.00078679-0.00059223i,0.0011665-0.0010318i,0.00072858-0.00070799i,-0.000309-0.00053709i,-0.00014749-0.00065277i,-6.223e-07-0.00028164i,-8.4521e-05-0.00053084i,-0.00025284-0.00076805i,-0.00017024-0.00066708i,-6.529e-05-0.00056523i,-0.00072907-0.00047008i,-0.00037788-0.00055905i
6.6938e-05+0.0017711i,-0.00079162+0.0010469i,-0.00098135+0.00064872i,8.9523e-05+0.00053803i,0.00050587+0.00038351i,-0.00016274+0.0009303i,-0.00025683+0.00085389i,0.00028294+0.00058637i,0.00075286+0.00032768i,0.0013766-0.00016337i,0.0018735-9.1798e-05i,0.0013271+0.00040799i,0.00047755+8.9606e-05i,-0.00014124-0.00065655i,-0.00081631-0.00038138i,-0.00055095-0.00033177i,8.1074e-05-0.00090225i,0.0001879-0.00057359i,-1.1072e-05+0.0004319i,0.00042382+0.0010656i,0.00068684+0.0015549i,0.0002499+0.0011823i,-0.00026892+0.0010871i
0.00067968+0.0001022i,0.00043057+0.00021997i,-0.00040629+0.00019382i,-0.00048133+0.00076667i,0.00028916+0.0011414i,-1.5357e-05+0.00053613i,-0.0002632-9.9062e-05i,-0.00012688+9.2737e-05i,0.0004776+3.0094e-05i,0.001259+1.4459e-05i,0.0003815+0.00058898i,-0.00043558+0.00051253i,5.4534e-05-0.0002807i,1.3331e-05-0.0010803i,-0.00015954-0.00096784i,-0.00014703-0.00050573i,0.00043584+0.00010429i,0.00019607+0.00039198i,-0.00075767-5.8029e-05i,-0.00076665-5.9477e-05i,-0.00012932-0.00052135i,-0.00057746-0.00088795i,-0.00033115-0.00053123i
0.00059743-0.00041057i,-3.0235e-05-2.3925e-06i,-0.00066037-0.0013335i,-0.0012927-0.00070256i,-0.0012+0.0010827i,0.00072214+0.0014314i,0.00087058+0.0011613i,7.8121e-05-2.0089e-05i,0.00037087-0.00055275i,0.00024163+0.00061823i,8.776e-05+0.00038556i,0.00030877+0.00013337i,0.0005072+0.00060237i,-6.213e-05+0.00055232i,-0.00022588+0.00014373i,0.00056239-0.00024208i,0.0011365+4.3503e-05i,0.0010957+0.00059069i,0.00033391+0.00023457i,-0.00022414-0.00047992i,-0.00081022-0.00073295i,-0.00056008-0.0011458i,-0.00027914-0.00056352i
0.00085018-0.0019715i,-0.00031523-0.0022436i,-0.0012734-0.0015139i,-0.0015093-3.0801e-05i,-0.00099909+0.0014217i,-0.00040878+0.0021399i,-0.00023087+0.0017257i,-0.00015492+0.00086096i,-0.00040518+0.00053323i,-0.00054001-5.2467e-05i,-0.00032516-6.125e-05i,0.00023972+0.00084954i,0.000454+0.0007906i,0.00077643-0.00037861i,0.0012388-0.00025932i,0.00087287+0.00015238i,0.0007559-0.00018453i,0.00047752-0.00061155i,-8.3555e-05-0.00033692i,-0.00030832+0.00037962i,-1.2619e-05+0.00037123i,-0.00012962+0.00033957i,-0.00065509+0.00039884i
-0.00093069+0.00020503i,-0.0011943+4.7452e-05i,-0.0017002+0.00019873i,-0.0011981+0.0013229i,-9.6022e-05+0.0022536i,0.00022942+0.0016374i,-0.00016847+0.00041691i,-0.00068561-0.00060698i,-0.00088566-0.00094588i,-0.00030444-0.00056685i,-9.4113e-05+0.00080926i,0.00026269+0.00199i,0.00054627+0.0009428i,6.7558e-05-0.00045293i,9.6603e-05-0.00037005i,0.0006567-0.00039659i,0.00085215-0.0009185i,0.00057133-0.00091706i,0.00038101-0.00095653i,0.00038601-0.00095859i,1.8722e-05-0.00032711i,0.0001789-0.00035371i,0.00030286-0.00086862i
0.00056812+0.0027206i,0.00078064+0.0018765i,0.0008693+0.0008078i,0.00042275-0.00032372i,3.475e-05-0.00070316i,0.00016662-0.00055727i,0.00028401-0.00018571i,-3.0648e-05+0.00066359i,0.00042828+0.0012747i,0.0012155+0.00047239i,0.0010642-0.00010341i,0.00057469-0.00042283i,0.00014774-0.0012771i,0.00019343-0.0013905i,0.00016201-0.0010548i,0.00013687-0.00067708i,8.54e-05-0.00058432i,0.00051728-0.00037296i,0.00035157+5.4667e-05i,-0.00088132+6.8791e-07i,-0.00080456+0.00013616i,-0.00034745+0.00081253i,-0.00026235+0.00083049i
0.00058063-0.0014547i,0.00041791-0.0015298i,-0.00027198-0.0016438i,-0.00051437-0.00078161i,-0.00061742+0.00029336i,0.00022783+0.00093108i,0.00054187+0.0011692i,-0.0003491+0.00047544i,-0.001378+6.6214e-05i,-0.0012943+0.00037123i,-0.00041174+0.00082012i,0.00077317+0.0010157i,0.0015448+0.00045377i,0.0013658-0.00067291i,0.0004145-0.00071246i,-0.0002337-0.00015047i,0.00013445-0.00064529i,-1.0702e-05-0.0014377i,-0.00028248-0.00088109i,-8.69e-05-0.00013507i,-0.00049902-0.00015102i,-0.00062335-0.00032122i,-0.00023072+0.00027617i
0.00023788+0.00052869i,0.0016155+0.00046826i,0.0016391+0.0011378i,0.0002296+0.0021699i,-0.00059232+0.0027658i,5.6362e-05+0.0019626i,4.1875e-05+0.00059554i,-0.00074938-0.0005546i,-0.0010556-0.0014914i,-0.00066114-0.0011903i,-0.00015056+0.00021996i,0.00017838+0.00090482i,0.00034482+4.8726e-05i,0.00012961-0.00053717i,-0.00024295-0.00075673i,-8.2456e-05-0.00090554i,0.00042154-0.00024188i,0.00072039+0.00046253i,0.00057316+0.0005275i,-0.00031748-0.00017544i,-0.00047453-0.0010069i,-0.00020829-0.00079073i,-0.00062445-0.00042077i
-0.00033745-0.0016673i,-0.0011633-0.00075121i,-0.002634+0.00036725i,-0.0029615+0.001454i,-0.0013953+0.0019453i,0.00038132+0.0014106i,0.00022167+4.1021e-05i,-0.00037339-0.00048173i,-0.00019321-0.00032011i,0.00014073-0.00016316i,0.00048559+2.0426e-05i,0.00065585+0.00027484i,0.00066216-0.00034486i,0.00013943-0.0013095i,-0.00045856-0.00071111i,0.00037337+0.0004889i,0.00097201+0.0001857i,-0.00014054-0.00058434i,-0.00098688-0.00043405i,-0.00049641-0.00030995i,-0.00027196-0.00016055i,-0.00027315-0.000339i,0.00048439-0.00072403i
6.4274e-05-0.002155i,-0.0006042-0.002092i,-0.0018449-0.0007673i,-0.0028187+0.0014743i,-0.002581+0.0022394i,-0.0013959+0.001721i,-0.00063797+0.00059383i,-0.0004164+0.00054347i,-0.00066435+0.00065174i,6.2863e-05-0.00057161i,0.00084238-0.00082793i,0.00070788+6.913e-05i,0.0010114-3.9464e-05i,0.00026684-0.0011223i,-0.00027933-0.0011718i,-0.00024737-0.00057536i,-0.00026128-0.00017589i,-0.0004572-6.2417e-05i,-0.00056425+3.5233e-05i,0.00027064-0.00016877i,0.00082876-0.00046581i,3.3283e-05-0.00016738i,-0.00064311+0.00047982i
-0.00047539+0.0011329i,-0.00061902+0.0012133i,-0.00084344+0.00099789i,-0.0008035+0.0006485i,-0.00021515+0.0012576i,0.00015352+0.0012835i,0.00014949+0.00038883i,-1.5794e-05-0.00041202i,-0.00023752-0.00025257i,-0.00026099+5.2853e-05i,8.3225e-05+4.6482e-05i,6.7275e-05-0.00045216i,0.00094822-0.00097022i,0.0010923-0.0012579i,0.0005412-0.00073486i,0.0002204+4.1969e-05i,7.5805e-06-7.999e-05i,0.00042707-0.00091258i,0.00040305-0.00066219i,-0.00014494-4.7968e-05i,-4.0237e-06-0.00027077i,9.5287e-05-0.00061576i,-0.00010398-0.00069245i
-0.0010574-0.0023847i,-0.002353-0.0012531i,-0.0027549-0.00047833i,-0.0022428+0.0016582i,-0.0015008+0.0033193i,-0.00020746+0.0028297i,-5.8205e-05+0.00046166i,0.00032737-0.0010507i,0.00047132-0.0012533i,-6.6856e-05-0.00055647i,0.00032269+0.00024611i,0.0011053+0.00039704i,0.0013316-0.00021116i,0.00058932-0.00094944i,-0.00054127-0.00076286i,-0.00065389-0.00025707i,-0.00061574-5.7121e-05i,-0.00025169-0.0002842i,0.00023361-0.00056915i,0.00036822-0.00099822i,0.00015386-0.00097499i,-4.9246e-05-0.00091067i,-0.00018177-0.00044126i
0.00062943+0.0010969i,3.2085e-05+0.00069013i,-0.00033762+0.00040458i,-0.00024927+0.00025917i,-0.0001548+0.0009065i,-9.6888e-06+0.001098i,-8.7503e-05+0.00095104i,9.9788e-05+0.00069002i,0.0005129+0.00029805i,9.0555e-06-5.8447e-05i,-0.00051814-0.00014147i,0.00010406+9.8063e-05i,0.00059462-0.00021591i,0.00073717-0.00065262i,0.00016053-0.00061543i,-0.00010093+0.00030528i,0.00079569+0.0009858i,0.0009697+0.00092345i,0.00034155+0.00052667i,0.00019403+0.00052478i,0.00032968+0.00033269i,0.00042889+0.00040017i,0.00027505+0.00064868i
0.00029659-0.00020392i,-0.00041506-0.0012351i,-3.8119e-05-0.0015716i,-0.00027802-0.0015106i,-0.00065605-0.0012381i,0.00019363-8.5061e-05i,-0.00023346+0.00084078i,-0.00032189+0.00073611i,-0.00011421+0.00025071i,0.00027586+0.00045992i,0.00069683+0.00080241i,0.00056234+0.00028101i,0.00058928-0.00078451i,0.0011212-0.00060201i,0.0014411+0.00010063i,0.00089431+0.00022748i,-6.9809e-05-0.00035783i,-0.00032876-0.00078836i,-6.3044e-05-0.00080998i,-0.00050208+3.1317e-05i,-0.00085278+0.00042574i,-0.00022317-0.00024772i,-0.00028285-0.00067298i
0.00014406-0.0027227i,-0.0010148-0.0024681i,-0.0024008-0.0010753i,-0.0026525+0.0011171i,-0.0021117+0.0022908i,-0.0011062+0.0020364i,0.00012699+0.00063495i,0.00060588-0.00037488i,0.00064968-0.00037022i,0.00053242-0.00083598i,0.0001473-0.00097343i,0.00050265-0.0005496i,0.0015852-0.00051516i,0.0017609-0.00071188i,0.0011927-0.00072435i,0.00088662-0.00034055i,0.00056406+5.4835e-05i,0.00015984+0.00011283i,-1.7516e-05+4.8669e-07i,5.471e-05-0.00018339i,0.00021555-0.00011665i,0.00029365+8.3107e-05i,0.00072498-3.6521e-05i
6.3078e-05+0.00085534i,-0.00069456+0.00035929i,-0.00052244+0.00061469i,-0.00025014+0.0012526i,-0.00064439+0.0016949i,-0.00046108+0.0013821i,-0.00032286+0.00093589i,-0.00040867+0.00094564i,0.00081242+0.00042879i,0.001622+0.0004956i,0.0008938+0.00042282i,-0.00026936-9.8303e-05i,-0.00048403-0.00012282i,-2.5196e-05-0.00029045i,0.00069094-0.00080277i,0.00028665-0.00061129i,-0.00043417+0.00039483i,-0.00036579+0.0012427i,-0.00022995+0.0010038i,-0.00012605-0.00022466i,0.00035103-0.00039078i,0.00031952-0.00060151i,-0.00025577-0.00075949i
0.0003248+0.0013581i,0.0005126+0.0018664i,-0.00056906+0.0010521i,-0.00069217-7.7748e-05i,-0.00059484-0.00025707i,-0.00019897-9.7171e-05i,-0.00082595-0.00057514i,-0.0016067-0.00014598i,-0.00080695+0.00025579i,-9.8228e-05-9.8542e-05i,-0.00028681-0.00068676i,-0.0001052-0.00074138i,-0.0003274-0.00011076i,-0.001529-0.00081389i,-0.0010819-0.0011981i,0.00017206-0.00022894i,-0.00027575+0.00057433i,-0.0006367+0.00015833i,-0.00038386-0.0006676i,-2.1868e-05+0.00013128i,0.00066585+0.00057638i,0.00038873+0.00016777i,1.8117e-05-0.00039233i
-0.00028874+2.2214e-05i,0.00055941+0.00036738i,0.00024463+0.0012439i,0.00036841+0.0014981i,0.0011451+0.0016955i,0.00089283+0.0016529i,-0.00016337+0.00046742i,-0.00066272-0.00034013i,-0.00077521-0.000106i,-0.00011484+0.00049769i,0.00063363+0.00019771i,0.00060368-0.00025867i,0.00094262-0.00073386i,0.00060791-0.001334i,6.2078e-05-0.0013936i,-0.00015211-0.00076832i,-0.00022974-2.0636e-05i,-0.00062275-0.00032992i,-0.00094952-0.0009486i,-0.00043614-0.00078823i,0.0002396-0.0004909i,-0.00025969-0.00069734i,-0.0006141-0.00030094i
0.0020916-0.0007786i,0.0010592-0.0023934i,-0.00063297-0.0032856i,-0.0018952-0.0016478i,-0.0018057+0.00079406i,-0.0012384+0.0011348i,5.6553e-06+0.00045916i,0.00050249+0.00049035i,-0.00068413+6.4937e-05i,-0.00083433+5.8833e-05i,-0.00018393+4.1981e-05i,0.00026388+8.3011e-05i,0.00035555+0.001014i,3.405e-05+0.00045464i,-0.00010977-0.00010681i,-0.0004257+9.1108e-07i,-0.00056126+2.9779e-05i,-0.00016494-1.8253e-05i,-0.00033015-9.5588e-05i,-0.00031544+0.00028522i,0.00069264+0.0003118i,0.00089647-0.00024308i,0.00016717-0.00066555i
-0.0021623+0.0005087i,-0.00056861+0.00080732i,0.00021353+0.0014232i,0.00044321+0.0023879i,0.00085302+0.0018482i,0.0010378+0.00093609i,-2.1833e-05+0.0001098i,-0.00081282-0.00038047i,-0.00061902+9.9324e-05i,-0.00023713+0.00062707i,9.8637e-05+0.00043001i,0.00012327-0.00044308i,-0.00056856-0.00074198i,-0.00093704-0.00099032i,-0.00091427-7.415e-05i,-0.00063983+0.0010051i,-0.00053638+0.0013815i,-0.00028562+0.00082746i,-7.8006e-05+5.049e-05i,-0.00080358-0.00020573i,-0.00055542-9.5868e-05i,0.00047023+0.00035484i,0.00091839+0.00062191i
-0.00019589-0.0024618i,-0.00082179-0.0024147i,-0.0009052-0.0028029i,-0.0012143-0.00089471i,-0.0010682+0.00064444i,0.0003369-0.0002013i,0.00032869-0.00070421i,-0.00070008-0.0010378i,-0.00069524-0.00055287i,-0.00017191+0.0001964i,-0.00066505-0.00047879i,-0.00053136-0.00073341i,0.00057409-0.00085287i,0.0004164-0.0013449i,-5.1278e-06-0.0011771i,0.00052901-0.00043838i,0.0008756-0.00015078i,0.0006353-0.00035461i,1.616e-05-0.00078534i,8.9506e-05-0.00083542i,-7.6932e-06-0.00072896i,-0.00010813-0.0010706i,4.3817e-06-0.001016i
0.00024098-0.0010228i,0.0006837-0.00095694i,0.00047277-0.00066361i,-0.00031362+0.00064061i,4.0373e-05+0.0014994i,0.0004648+0.0022122i,0.00057513+0.0016496i,0.00018123+0.00025998i,0.00052373-0.00034531i,0.00051173+0.00012705i,-2.9623e-05+0.00066069i,0.00024268+0.0013205i,0.0003072+0.0009051i,0.00043151-3.5246e-05i,2.1272e-05-0.00023792i,-0.000423-0.00025963i,-0.00026948+0.00013747i,-0.00063133+0.00074239i,-0.00035412+0.00075273i,0.00053564+0.0002709i,0.00081193-0.0001317i,0.00026916-0.00029868i,-0.00039664-0.00016816i
0.0011697-0.00061306i,-2.4258e-05+0.00016369i,-0.0020448+7.7567e-05i,-0.0025398-0.000147i,-0.0020302+0.0011729i,-0.0013427+0.0025221i,-0.00033716+0.0017182i,0.00016961+0.0008339i,1.3481e-05+0.00040832i,-0.00024241-0.00012908i,0.00033901+0.00049848i,0.00059674+0.0014378i,0.00055537+0.0011722i,0.0011431+2.63e-05i,0.00088662+8.2453e-05i,0.00025976+0.00060724i,0.00016866-0.00028428i,2.0672e-05-0.00065578i,0.00018713-0.00023481i,0.00045944+9.8461e-05i,0.00059721+0.00028281i,0.00040415-0.00049095i,0.00022242-0.00066085i
2.0272e-05-0.00044347i,-0.00015108+0.00043843i,-0.0010282+0.0019018i,-0.0012218+0.0017587i,-0.00050743+0.0009524i,0.00074316+0.00086206i,0.0015829+0.00062308i,0.00056552+0.0002069i,-0.00099564+4.5373e-05i,-0.00072399+0.0005255i,0.0004176+0.00078785i,0.0010674+0.00053653i,0.0004066+0.00063554i,0.00017723+0.00025352i,0.00055857-0.00022494i,0.0002207+5.7637e-05i,0.00021877-5.6157e-05i,-0.00033143-0.00010803i,-0.00058874-2.3698e-05i,-9.4946e-05-0.00021777i,-0.00055262-0.00016235i,-0.00040981+0.0002288i,0.00043992-1.4225e-05i
0.00052213-0.0019539i,0.0008162-3.3189e-05i,-0.00033413+0.00029785i,-0.0012454+0.00064219i,-0.00051579+0.0010339i,0.00047287+0.00051397i,4.0442e-05+0.00051135i,-0.00024932+0.00042254i,0.00088099-0.00029167i,0.00080884-0.00051904i,0.0001465-0.00047469i,0.00043394-0.00038138i,0.0012943-0.0005116i,0.00095258-0.00024366i,-0.00015307+0.00022032i,-0.00028079+0.00026944i,0.00059695+0.00049967i,0.00099499+0.00078821i,0.00083571+0.00056505i,0.00067561+0.00042301i,-0.00042558+0.00068998i,-0.00082631+0.00032944i,1.0109e-05+0.00010953i
0.001373-0.0010797i,0.00037338-0.0010866i,-0.00026284-0.0012442i,-0.0017497-0.00070842i,-0.0022677+0.00025502i,-0.0012553+0.0010549i,-0.00066353+0.0012472i,-0.00098548+0.00014958i,-0.00046959-0.00043444i,1.789e-05-0.00047443i,-0.00022013-0.00072701i,-1.0447e-05-0.00040813i,-4.1395e-05-0.00043111i,-0.00022858-0.00045599i,-0.00037682-0.00049637i,-0.0012335-0.0001564i,-0.0015204-0.00054782i,-0.00023045-0.00094692i,0.000166-0.00057482i,-0.00044962+0.00015926i,-0.00091339+0.00080579i,-0.00051614+0.00020023i,0.00021031+3.4914e-05i
-0.0010547+0.0023224i,2.2098e-05+0.0024387i,0.0012654+0.0026843i,0.0014923+0.0024041i,0.0015767+0.0012171i,0.0014276+0.00050701i,0.00047267+0.00047191i,-8.3481e-05+0.00052909i,-0.00020705+0.00050582i,6.1048e-05+0.00081214i,-1.9567e-05+0.0011203i,-0.00079064+0.0015491i,-0.0008004+0.0012447i,-0.00078021-6.8872e-06i,-0.00069512-0.0008723i,-1.2036e-05-0.00055614i,0.00034067+0.00046979i,0.00013277+0.0006117i,8.8802e-05-0.00015103i,3.9749e-05-0.00047516i,-5.2025e-05-0.00052955i,0.00017529-0.0001768i,0.00069568+6.4816e-06i
0.00072287+0.0001702i,-0.00056634-0.00075008i,-0.0020649-0.0016526i,-0.0018238-0.00057424i,-0.0010831+0.00039639i,-0.00053414+0.0013832i,0.00030123+0.0010717i,0.00039827-0.00027974i,-0.00051693-0.00093156i,4.094e-05-0.00038576i,0.00018342-0.00029213i,0.00011675-0.00040935i,0.00035509+6.3356e-05i,0.00060429+0.00041054i,0.00086943+0.00050536i,0.00081404+0.00040871i,0.00054939-0.00024114i,-0.00064133-0.00088273i,-0.00074359-0.00041568i,0.00023934-0.00010021i,0.00021256-2.9082e-06i,-0.00022385-0.00013732i,-0.00035819-8.9085e-05i
-0.00079862+0.00015259i,-4.8121e-05+0.00067218i,-0.00075215+0.0013086i,-0.0013939+0.0018719i,-0.00084015+0.0016127i,-0.00015877+0.00031125i,0.00030026-0.00043016i,-0.00025718-0.00052924i,-0.00063095-0.00058854i,-0.00015561-0.00044795i,0.00021835-0.00055116i,0.00072861-0.00083468i,0.0010998-0.0002911i,0.0003521-4.563e-05i,0.00010584+1.7652e-05i,0.00016872+0.0005347i,-0.00019378+0.00048462i,-0.00015746+0.00076769i,0.00017328+0.00097787i,0.00058825+0.00064734i,0.00045632+0.00052701i,9.3016e-06+0.00016463i,0.0006177-0.0010408i
0.00077734+0.00062079i,0.0013403+0.00040945i,0.0012267+0.00012241i,-0.00056486+6.3151e-05i,-0.0010291+8.2474e-05i,-0.00034598+0.00057898i,-0.00058062+0.00030068i,-0.00066843+0.00015446i,-0.00066901+0.00033016i,-0.00097084+0.00022219i,-0.00089145+3.7658e-05i,-0.00025574+0.0001972i,0.00084391-5.2134e-05i,0.0010255-0.00019455i,0.00074264+4.1088e-05i,0.00049393-6.8597e-05i,0.00074231-0.00059996i,0.00034226-0.0010638i,-0.0001011-0.00059762i,0.00021338+0.00044065i,9.0468e-05+0.00099527i,-0.00047918+0.00072907i,-0.00061122+0.00030177i
-0.00018414-0.00015503i,-0.00097907+0.00054161i,-0.0010257+0.00094538i,7.6749e-05+0.0016277i,0.00073775+0.001502i,0.001172+0.0010069i,0.00085692+0.00042826i,0.00045172-0.0001227i,0.00046876-0.00023709i,0.00065045-0.00022826i,0.00058522-0.00037043i,8.8389e-05+0.00035463i,0.00022463+0.00048533i,0.00032434-0.00010871i,0.00011697-0.0004475i,4.4669e-05-7.7228e-05i,0.0001767+0.00055784i,0.0005917+1.1398e-05i,0.00018466-0.00053727i,-0.0005032-0.00076783i,0.00012004-0.0012444i,0.0011662-0.001241i,0.00086134-0.00053848i
8.1695e-05+0.0014207i,-0.00019913+0.0014302i,-0.00010157+0.0010204i,0.00032113+0.0011728i,6.2183e-05+0.00088498i,-6.6273e-05+0.00043476i,-0.00067839+6.1578e-05i,-0.00088846-5.8031e-05i,1.8484e-05+0.00099096i,0.00040548+0.0013723i,0.00023531+0.0012171i,0.00067834+0.00043165i,0.0010322-0.00078209i,0.00026179-0.0012546i,-0.0008034-0.0013317i,-0.00090277-0.00099519i,-0.00052059-0.00082817i,6.2882e-05-0.00051783i,0.00029471+0.000304i,6.1629e-05+0.00075412i,0.00013567+0.00046517i,-0.00013375-0.0001764i,7.867e-05-0.00022698i
-0.00016266+0.00045991i,-0.0001122+0.00039198i,-0.00064983+0.00036527i,-0.00011049-0.00013509i,0.0014096+0.00016132i,0.0014659+0.0010936i,0.00058221+0.0010022i,-0.0001613+0.00059447i,-0.00067992+0.00032006i,-0.00090716+3.9449e-06i,-2.3668e-05-0.00044296i,0.00093709-4.7793e-05i,0.00102+0.0002888i,-0.00015235+0.0001444i,-0.00077076-0.00022019i,-0.0002061-0.00038166i,-0.00054803+0.00029413i,-0.0011884+0.00018035i,-0.00043637-0.00068941i,2.5846e-05-0.00041119i,-0.00019491+0.00057099i,0.00041765+0.0006581i,0.00035786-0.00060157i
-0.00053345+0.0005097i,0.00039796+0.0010899i,-0.00016096+0.0024204i,-0.00095906+0.0030698i,-0.00018028+0.0026281i,-0.00028586+0.0013981i,-0.00062592+0.00041923i,-0.00066428-0.00036064i,-0.0008815-0.00068374i,-0.0002767-0.00040089i,0.00050277-0.00085445i,0.00061636+0.00018731i,5.8015e-05+0.0013156i,-0.00058937-0.00019862i,-0.00028142-0.00059831i,-0.0003117+0.00050293i,-0.0013313+0.00017064i,-0.0020603-0.00035915i,-0.0019348-0.00041677i,-0.00074206-0.00044457i,-7.7723e-06-0.0009608i,-1.0076e-05-0.0010984i,-0.00012068-0.0011455i
0.0021037+0.00069176i,0.0020914-0.00030306i,0.0013054+0.00013841i,0.00040993-0.00016755i,0.00012101-0.00073009i,5.2773e-05+0.00011986i,-2.683e-05+0.00079308i,-0.00013335+0.00044436i,-0.00012074-9.2598e-05i,-0.00044495-0.00034349i,-0.00055866-0.00083386i,-0.00053223-0.00075894i,-0.0005378-0.00043094i,-0.000432-0.00072863i,-0.00048687-0.00087623i,-0.00056013-0.000185i,0.00029556+0.001301i,0.00073487+0.0014517i,0.0004102+0.00043498i,-0.00013067-6.8541e-05i,0.00050058+0.00015268i,0.00097412+0.00044768i,0.00063381+0.00016972i
