-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
-3.5246e-05-0.00037584i,-0.00051491-0.0016739i,-0.00023077-0.0024925i,0.00011765-0.0015133i,0.00014525-0.00032977i,0.0010176-0.000412i,0.001938-0.00011975i,0.0016391+0.00083144i,0.00026462+0.0012299i,-0.00015849+0.00066534i,-0.00051235+0.00071145i,-0.0014083+0.0010112i,-0.0013738+0.0012093i,-0.00039747+0.00077138i,0.00061337+0.00051183i,0.00098115+9.0627e-05i,0.0010272-0.00060499i,0.0007469-0.00068084i,0.00061025-0.00025536i,0.0004755+0.0004573i,-0.00025469+0.00080896i,-0.0002756+0.00076034i,0.00028063+0.00051305i
0.0013742-0.00098894i,-8.7321e-05-0.0019141i,-0.00071306-0.001921i,-0.00059196-0.0012868i,0.00019202-0.00011858i,0.00072255+0.00084144i,0.00073513+4.5968e-05i,0.0010185-0.0005165i,0.00094305+0.00011935i,0.00010866+0.00047672i,-0.00058495+0.00070142i,-0.00013051+0.0013116i,0.00037513+0.0012219i,0.00079636+0.0009267i,0.00066594+0.00019246i,0.00053851-0.00031223i,0.00096355-0.00028069i,0.00064951+7.3048e-05i,0.00039776+0.0005512i,0.00057142+0.0010972i,0.00074169+0.00062453i,0.0011671+0.00024315i,0.0011294+0.00010355i
0.00013665+0.00010824i,-0.00034681+0.0001848i,-0.00012693-0.00093514i,0.00028132-0.00077369i,0.0012902-0.00025607i,0.0019555-0.00019146i,0.0012023+0.00050204i,0.0012129+0.00088886i,0.0015523+0.00085997i,0.0011571+0.00061177i,-0.00010287+0.00069379i,-0.0010446+0.00065041i,-0.00082478+0.00077295i,-3.3903e-05+0.0011415i,0.00029604+0.00042933i,0.00017994+0.00012329i,0.00013339+0.00061812i,0.00035398-0.00014537i,0.00061117-0.00071903i,0.00037712-0.00014237i,0.00024232+0.0005954i,-0.00012291+0.0011983i,-7.2446e-05+0.0015721i
-1.866e-05-0.00064875i,-0.00051399-0.00053137i,-0.0011125-7.0129e-05i,-0.00044368-0.00032542i,0.00054729-0.00020752i,-4.5223e-05+0.00010614i,-0.001009+0.00011326i,-0.00053876+0.00052984i,0.00036231+0.00082787i,0.00057898+0.0011802i,0.00061981+0.00059134i,0.00032496+0.00010325i,-5.3809e-05+0.00020798i,-6.3052e-05-0.00069293i,0.0003948-0.0012716i,0.00064119-0.00049416i,0.0004401+0.00019519i,0.00019656+0.00043777i,-0.00019401+0.00087488i,-0.0010766+0.00047297i,-0.00073358-9.9593e-05i,-0.00014746-0.0002427i,-0.00057642-0.00051553i
-0.00011305+0.0013431i,0.00042838+0.00037529i,0.00087463+0.00031856i,0.0019213+0.00036092i,0.0030987+2.9526e-05i,0.0035269-0.0012808i,0.002382-0.0011644i,0.00047192+0.00084609i,-4.1816e-06+0.0012796i,0.00037537+0.00034572i,6.8556e-05-0.00015649i,-0.00029089+0.00026359i,-0.0003705+0.00082794i,-0.00044087+0.00031056i,-2.1774e-05-0.0001826i,0.00020244-0.00048119i,-8.7943e-05-0.00028808i,-0.00021468+0.00022738i,-0.00015035+0.00067507i,-0.00027815+5.3129e-05i,-0.00053161-0.00047081i,-0.00031274+0.00031063i,-0.00075627+0.0011869i
-0.00032026-0.00061701i,9.4297e-05-0.000907i,-8.3037e-05-0.0012233i,-0.0011839+0.00032009i,-0.0002302+0.00089981i,0.00086578-0.0004142i,0.00054196-0.00087035i,-5.6817e-05+5.0289e-05i,0.00016964+0.00075201i,0.0001911+0.00074252i,0.00014288+0.00056782i,0.00012009+0.00050124i,-7.0604e-05+0.0005928i,-0.00012755+0.00044223i,-0.00026834+0.00018124i,-0.00073868-0.00014485i,-0.00091185+2.2681e-05i,-0.00075765+0.00042746i,-0.00017929-0.00020119i,-0.00010382-0.00056344i,-5.8774e-05+0.00031683i,-0.00027343+0.00069594i,-0.00057189-0.0001461i
0.00053017+0.00012001i,0.00048397-0.00063285i,0.0006566-7.9555e-05i,0.00011106+0.00071128i,0.00035945+0.00063941i,0.0006597+0.0002134i,0.00074472+6.3316e-05i,0.001327+0.00023206i,0.0015247-0.00010675i,0.0011518+5.6291e-06i,0.00032285+0.00062288i,9.6597e-05+0.00070155i,0.00019553+4.9383e-05i,2.2231e-05-0.00062142i,0.00022542-0.00010113i,0.00070114-0.00023636i,0.00074007-0.00072995i,-0.00014425-0.00035099i,-0.0006861+0.00011019i,1.0968e-05-0.00018738i,0.00050057-0.00027066i,6.5146e-05-0.00014502i,-3.1017e-05-0.00076565i
-0.00055398-0.001241i,-0.0014063-0.00022799i,-0.002167+0.00085852i,-0.001325+0.00090528i,0.00076353+0.00098708i,0.0018263+0.00051311i,0.0013299+7.7788e-05i,0.0011152+0.00039833i,0.0012498+0.0012866i,0.00087221+0.0020322i,0.00057186+0.0016387i,0.00063945+0.00047253i,0.0002786-0.00061299i,0.00041216-0.00078411i,0.00070903-0.00045421i,0.00066026-0.00023535i,0.00065785-0.00034968i,0.00045269-0.00041106i,8.0629e-05-0.00024783i,0.00040534-7.6387e-05i,0.00034987+0.00087914i,-0.00023826+0.0010817i,-0.00088819-0.00012144i
-0.00051201+0.00057894i,-0.00084354-0.001205i,-0.00078649-0.0018871i,-0.00055516-0.00076398i,0.00033399+0.00033441i,0.0010307+0.00025878i,0.00090745-0.00053366i,0.00081962-0.0008576i,0.00096965-8.0702e-05i,0.00051099+0.00018755i,-0.00029493+4.1888e-05i,-0.0008-0.00010243i,-0.0007661-0.00040249i,-0.00046408-0.00065845i,-0.0002232-0.00064829i,-0.00031582-0.00081306i,-0.0002505-0.00063553i,0.00026519-0.00037585i,0.00057783-0.00037916i,0.00012007-1.8506e-05i,-0.00021574-6.9171e-05i,0.0001251-8.6772e-05i,8.5051e-05-0.00013426i
-0.00037019-0.00095919i,-5.707e-05-0.0010941i,0.00024139-0.00018636i,0.0002454+0.00021826i,0.0003224-0.00057603i,0.00096438-0.0010496i,0.0018842-0.00065827i,0.0013562+0.00034174i,-6.4547e-05+0.0012867i,-0.00017725+0.00088904i,0.00043555+0.00038331i,0.00091698+0.00015684i,0.00098887+0.00014934i,0.0007776-0.00016439i,0.00080073-0.00059673i,0.00092726-0.00047249i,-0.000187+7.6069e-05i,-0.00081434-0.00019818i,0.00011302-0.00087289i,0.00051782-0.00030631i,0.00023729+0.00064334i,-0.00051545+0.00054911i,-0.00070221+0.00039572i
9.3543e-05+0.0011588i,-0.0010121-0.00051047i,-0.0017394-0.0010984i,-0.00090197-0.00052523i,0.0008662-0.00025699i,0.0017714-0.00067875i,0.00089609-0.0010829i,0.00042481-0.00035606i,0.00049276+0.001251i,0.00046747+0.0018508i,0.00047506+0.001017i,8.2936e-05+0.00057244i,-0.00036891-3.2681e-05i,-7.4883e-05-0.00071424i,0.00021368-0.00050494i,0.0003996-0.00040956i,0.00060983-0.0002062i,0.00078027-4.3557e-05i,0.00050664+0.00021254i,7.8875e-05+0.00019519i,-0.00021807-8.8882e-05i,-0.00038699-0.00023616i,-0.00025403-0.00058954i
0.0002592+0.00087871i,-0.00071243+0.00013064i,-0.0015242-0.00050614i,-0.00073712+7.798e-05i,0.0011375+0.001069i,0.0013773+0.0012437i,0.0005598+0.0013936i,0.00019237+0.0011979i,0.00026408+0.00071245i,0.00055218+0.0002153i,0.0012369+0.00040513i,0.0010341+0.001164i,0.00075463+0.0016526i,0.00036839+0.0017562i,-0.00013557+0.00020304i,-0.00013201-0.00033338i,-0.00026006+0.0007257i,5.1265e-05+0.0011715i,0.00033748+0.0012449i,0.00040954+0.00093758i,0.00012955+0.00050985i,-0.00024494-0.00040188i,-0.00012623-0.00090253i
-0.00050168-0.00057011i,-0.00050421-0.0009865i,-8.0764e-05-0.00038308i,-0.00044293+0.00031304i,-0.00065497-0.00044743i,0.00021627-0.00089458i,0.0013275-0.00061634i,0.0011568+0.00018134i,0.00048872+0.0010238i,4.3136e-05+0.001445i,0.00018357+0.0016942i,0.00069485+0.0012139i,0.001141+0.00015921i,0.00081541-0.00037075i,0.00029543-0.00072205i,0.00027013-0.00060023i,0.00030446-0.00031535i,0.00060303-0.00019688i,0.00031646-6.3551e-05i,-0.00035665-5.9445e-05i,-0.00055477-2.8655e-05i,-0.00021194+0.00060907i,0.00043827-0.00011201i
-0.0011281+0.00017418i,-0.0014953+0.0013638i,-0.0017737+0.0011627i,-0.00087745+0.0013915i,0.00080034+0.0019157i,0.001915+0.0013334i,0.00098411-4.006e-05i,0.00060602-9.8216e-05i,0.00096239+0.0013514i,0.00064045+0.0016398i,-0.00020288+0.0011087i,-0.00028486+0.00039325i,0.00017253-0.0001802i,0.0001559-0.00073089i,-0.00058722-0.00095106i,-0.00065664-0.0010186i,-4.5069e-05-0.00033859i,-0.00068414+8.2556e-05i,-0.0011494-0.00015264i,-0.0001257+0.00013004i,4.5995e-05+1.8114e-05i,-0.0010793-1.192e-05i,-0.0010515+0.00031487i
-0.00018151-0.001268i,-0.00060105-0.0017759i,-0.0016481-0.0020844i,-0.0016902-0.0015116i,-0.00097058-0.00053167i,0.00016473-0.0002105i,0.0014369-2.5006e-05i,0.0011848+0.00097238i,0.00069695+0.0015423i,0.00038685+0.00089095i,-0.00050433-0.00012857i,-0.00079402-0.00049431i,-0.00013224-8.9623e-05i,0.00050522+0.00057045i,0.00010185+0.00073628i,-9.4701e-05+0.00034372i,-0.00014297+1.6704e-05i,0.00024728-0.00014729i,0.00024154-7.0133e-05i,-0.00041154-0.00045129i,-0.00057533-0.0013318i,-0.00054116-0.00051825i,-0.00011829+0.00034812i
0.00076977+0.00064833i,0.0008876-0.0010028i,0.00088072-0.0017078i,0.00083131-0.00072633i,0.0012022-0.00091264i,0.0014423-0.0018303i,0.0010481-0.0013292i,0.0003978+0.00030728i,0.0007966+0.0012588i,0.00090146+0.00059581i,0.00048918+0.00015385i,-0.00014589+0.00060003i,-0.00099991+0.0011273i,-0.00086469+0.00088526i,0.00035583+0.00021503i,0.0014461-0.00012025i,0.0013078-0.00019932i,0.00091521-0.00028638i,0.00061788+0.00042653i,8.3699e-05+0.00091905i,-0.00062145+0.00050122i,-0.0010197+0.00037268i,-0.00055293+0.00056704i
0.00056188-0.00054171i,0.0013116-0.00099351i,0.0012764-0.00063184i,0.00059995-0.00022063i,0.00059668-0.00040759i,0.00066873-0.0008894i,0.00097031-0.00073041i,0.0010504-0.00052075i,0.00056803-0.00018614i,0.00014677+0.00026816i,-0.00085887+0.00066315i,-0.0011968+0.00049802i,0.00025213+0.00062072i,0.0011594+0.00065453i,0.0011395+0.00095011i,0.0004001+0.00093053i,-0.00029142+0.00014422i,-0.00065704-0.00013764i,-0.00041506-0.00045621i,0.00012967-8.8751e-05i,0.00037895+0.00064206i,7.839e-05+0.00080336i,-0.00062161+0.00050136i
0.00041785-0.0011342i,-0.00029147-0.0012933i,-0.0017896-0.00095428i,-0.0020638+0.00018785i,-0.00076995+0.00056354i,0.0011882+0.00039553i,0.0015419-0.0001806i,0.00095536-0.00059083i,0.00064692-0.00040875i,0.00039331-0.00017335i,0.00046008-7.4595e-05i,-0.0002056+0.00071296i,-0.00038717+0.0010084i,0.00057831+0.00062463i,0.0010326+0.00070036i,2.3221e-05+0.00094305i,-0.00047284+7.3489e-06i,0.00019706-0.00093536i,0.00040546-0.00043933i,-0.00010486+0.00022933i,0.00020177+0.000159i,0.00030108+0.00024888i,-0.00085024+0.0006872i
0.00061612+0.00045879i,0.00037985+0.00022017i,-0.00020424+0.00029606i,-0.00079231-4.2612e-06i,-0.00010217-0.00048793i,0.0014107-0.0013483i,0.0018865-0.0016952i,0.00099148-0.00094099i,0.00034073-0.00069554i,0.00031872-0.00097979i,0.00037534-0.00063511i,7.7957e-05-0.00011271i,-8.821e-05+7.915e-05i,-0.00033495-0.00018555i,-0.00021999-0.00024162i,0.00030102+0.00011742i,0.00070024+0.0002311i,0.00045462+0.00042475i,9.739e-05+0.00026475i,0.00028819+0.00031007i,0.00022425+1.5476e-05i,-0.00013589-0.00015184i,-0.00038006+0.0003831i
0.00064144-0.0020119i,-0.00017262-0.0015552i,-0.0013619-0.0015587i,-0.001701+6.3376e-05i,-0.0017159+0.00035136i,-0.0004708+6.5436e-05i,0.0003125+2.2913e-05i,0.0012027+0.00037181i,0.0011329+0.0016326i,0.00013227+0.0023452i,7.8627e-05+0.0011544i,0.00057598-0.00049241i,0.00049826-0.0002862i,0.00027724+0.00056145i,0.00033677-0.00019452i,0.001175-0.0008195i,0.0016411+0.00051807i,0.0007841+0.0010959i,8.9022e-05+5.0165e-05i,0.00017838-0.00082922i,0.00089059-0.0010001i,0.0006506-0.00087174i,-0.00049449-0.00054641i
3.8045e-05-0.00066252i,0.00012528-0.00060843i,-0.00052547-0.00058428i,-6.6049e-05-0.00075404i,0.0016257+0.00040564i,0.0021239+0.0011167i,0.0014214+0.00015811i,0.0012622+0.00056528i,0.00090071+0.001828i,0.00010583+0.00090982i,-0.00029812-9.5097e-05i,-0.0001367-0.00023786i,3.879e-05+9.8636e-05i,0.00039283+0.00073871i,0.00018574+0.0005709i,-8.9797e-05+0.00045266i,-2.0807e-05+0.00018522i,0.00018637-0.0010674i,7.019e-05-0.0011927i,-0.00040316-0.00032532i,-0.00056719-0.00051527i,-0.00037994-0.00082857i,-0.00016779-0.00034664i
-0.00056097-0.00099284i,-0.0011453-0.0010726i,-0.0020508-0.00033193i,-0.0017092+0.0013745i,0.00067182+0.0017933i,0.0024973+0.00041847i,0.0027107-0.00014949i,0.0013289+0.00011691i,-0.00015233+0.0010402i,-0.00037183+0.00145i,-7.0831e-05+0.00071503i,-7.5587e-05+0.00055813i,-0.00049277-0.0001739i,-0.00035438-0.0010652i,0.00015897-0.0011219i,4.5686e-05-0.0011498i,0.00034779-0.001022i,0.0011334-6.4689e-05i,0.00055295+0.00082591i,-0.00066451+0.00031135i,-0.00029541-0.00031943i,-8.5472e-05-0.00040336i,-0.00015339-0.0005879i
0.0014679-0.00069715i,0.00010509-0.00045406i,-0.0014187-0.0010566i,-0.0013496-0.00057702i,0.00010189+0.00035394i,0.001226+0.00018239i,0.0014906-0.00068425i,0.0012296-0.00013769i,0.00080697+0.0010046i,0.00051121+0.0011803i,0.00035563+0.00093243i,9.6007e-05+0.00084971i,0.00070827+0.00064388i,0.00048844+0.00014986i,-0.0001993+0.00048923i,0.00023326+0.00050345i,0.00026096+8.172e-05i,-0.00016099+0.0004423i,3.3242e-05+0.00053503i,-0.00020348+0.00041477i,-0.00046369+0.00010329i,3.6932e-05+4.4877e-05i,0.00021501-0.00032596i
-0.0016744-0.00012266i,-0.00068976-0.00039876i,2.6931e-05+0.00090756i,0.00056184+0.0020705i,0.0015801+0.0017152i,0.0012519+0.0003574i,0.00058838-0.00063628i,0.00077333+9.2638e-05i,-0.00052542+0.0013619i,-0.00084009+0.001891i,-0.00056+0.001259i,-0.00038039-0.00011739i,-0.00012103-0.0011179i,0.00025392-0.0011601i,0.00043174-0.00054816i,-0.00014903-6.0453e-05i,-0.00037704-0.00040157i,0.00028583-0.00015442i,0.00083654+0.00047746i,0.00078438+4.6575e-05i,0.00074976+0.00020934i,0.00013725+0.00064741i,-9.2893e-05+0.00059196i
0.00016859-0.0011582i,0.00017695-0.0020707i,-0.0012266-0.0025633i,-0.00099349-0.0011876i,0.00039625+0.00081288i,0.0013467+0.00058599i,0.0018045-9.5587e-05i,0.0011969+0.0002884i,0.00035078+0.00091333i,-0.00010014+0.0010411i,-0.00068112+0.00094856i,-0.00088771+0.00042298i,-0.00035454-0.00036314i,-3.6746e-05-0.0010367i,0.00053417-0.0002439i,0.00053493+0.00035192i,-0.00010854+0.00018141i,0.00017365+0.00028557i,0.00068973+0.00049836i,0.00053512-0.00027763i,-5.992e-05-0.00079509i,-0.00029527-0.00042174i,-0.00041327+0.00016893i
-0.0010435-4.7929e-05i,-0.00093598-0.00076293i,-0.0018002-0.0012608i,-0.0021639-0.00026459i,-0.0010613-0.0006026i,0.00031977-0.0012671i,0.00042763-0.0007819i,0.00013914+0.00036656i,0.00037605+0.0014244i,0.00029064+0.0015987i,0.0003501+0.0004117i,0.00038398-0.00011496i,0.00017601+0.00069809i,-0.00032207+0.0011181i,-0.00040427+0.00052067i,0.00027803+0.00023991i,0.00059017+0.00017304i,0.00010108+7.7686e-06i,-0.00011883+0.0004192i,-0.00026343+0.00017341i,-0.00048311-0.00036839i,-0.00050736-0.00050937i,-0.00097849-0.00055853i
0.0015789-0.0012963i,0.00053707-0.0014545i,-0.00013208-0.0022544i,-0.00036042-0.0030167i,0.00048215-0.0023982i,0.00091157-0.00030137i,0.00073735+0.00070246i,0.0010884+0.0013493i,0.00086554+0.0011572i,0.00039144+0.00037396i,-2.8288e-05+7.8339e-05i,-4.3048e-05-0.00010292i,0.00020012+0.00045448i,0.00069302+0.0010145i,0.0015037+0.0007953i,0.001538+0.00026757i,0.00090703+1.5661e-07i,0.00050353+0.00043926i,7.6057e-05+0.00060062i,-0.00029572+4.0181e-05i,-0.00035234+0.00028119i,-0.00031237+0.00018949i,-4.2958e-05-0.00030268i
0.00048467-0.0002638i,0.0004445-9.7291e-05i,0.00082316+0.00044653i,0.00093415+0.0013564i,0.00096934+0.0010225i,0.001104-0.00011552i,0.0010638-0.00060703i,0.0011607+0.00032647i,0.00068379+0.0010661i,6.7954e-05+0.00061653i,0.0003122+0.00072505i,6.2466e-05+0.00083973i,-0.00094339+0.00044766i,-0.00064248+9.7433e-05i,0.00013636-0.00013038i,7.8285e-05-0.00020417i,-0.00026741-1.2072e-05i,-0.00081592-0.00088135i,-0.00074201-0.0007353i,5.6935e-05+0.00061613i,0.00047063+0.00044516i,0.00055012-0.0002236i,0.00048059-7.5745e-05i
-0.00092379+0.0003103i,-0.0010725-0.00098004i,-0.00063076-0.0004114i,0.00028593+0.001108i,0.0011677+0.0012618i,0.0018756-9.9407e-06i,0.0015085-0.00052982i,0.0007787+6.8338e-06i,0.00034505+0.00069721i,1.5369e-05+0.00074934i,-0.00016417+0.00044879i,-0.00020404+0.00033164i,-0.00032473-0.00014005i,-0.00066162-0.00045491i,8.9481e-05-0.00032575i,0.00050794+8.7001e-05i,-0.00033593-9.9384e-06i,-0.00058546-0.00049567i,-0.0001775+2.8523e-05i,0.0004033+0.00028834i,-0.00012612+0.00028013i,-0.00093471+0.00103i,-0.00077065+0.00056394i
0.0010863+0.00010818i,0.0014282-0.0016476i,0.00097232-0.0029611i,0.00034841-0.0021347i,0.000686-0.0010154i,0.0011316-0.00062678i,0.00098344+0.00040967i,0.00013388+0.0011269i,7.1936e-06+0.0015581i,-4.9013e-05+0.0016555i,-0.00079144+0.00097938i,-0.0012539+0.00012356i,-0.00097669-0.00027877i,-0.00020921+0.00023906i,0.00021474+0.00045747i,0.00028067+8.056e-05i,0.00040659+0.00032708i,0.00027195+0.00094127i,0.00013911+0.0012484i,1.19e-05+0.00114i,-0.00076104+0.0006282i,-0.00066703-0.00026611i,0.00029292-0.00051332i
0.0013563-0.0011189i,0.00022321-0.00061055i,-0.00031835-0.00064144i,-0.00055378-0.00079925i,0.00020584-0.00048853i,0.0014842+0.00027262i,0.0017482+0.0001072i,0.0011667+0.00017873i,0.00081472+0.0011219i,0.00029214+0.0010162i,0.00010166+0.00072802i,5.4005e-05+0.00088041i,-0.00029613+0.00090171i,-0.00039347+0.00056619i,0.00043462-0.00059334i,0.00044538-0.00080072i,-0.00067752+0.00011661i,-0.00078909+0.00019454i,-0.00058888+3.9576e-05i,-0.00059041+0.00022192i,-0.00063579-0.00018717i,-0.00049282-0.00018875i,-0.00029945+0.00010301i
-0.00080462-0.00011878i,-0.0015117-0.0012787i,-0.0015495-0.00013582i,-0.0010572+0.0011681i,0.0010366+0.00085619i,0.0023012-0.00019231i,0.00092636-0.00082463i,-4.2702e-05+7.7822e-05i,0.00014993+0.0014969i,0.00055358+0.0017075i,-0.0001417+0.0011889i,-0.00090726+0.0010224i,-7.8167e-05+0.00033931i,0.00036137-0.00040524i,0.00031661-0.0004801i,0.00057896-0.00030956i,0.00048602-0.00036339i,0.00027379-0.00052002i,0.00013742-7.5797e-05i,-0.00033294-0.0005408i,-0.0010564-0.00072826i,-0.0012456-0.0004526i,-0.00075647-0.00042654i
1.4152e-05-0.00087674i,-0.0003717-0.00060447i,-0.0012277-0.00057914i,-0.0010072-0.00023387i,0.00068367+0.00054562i,0.0007079+0.00041526i,-0.00051434-0.00026641i,-0.00053391-0.00018593i,-0.00015464+0.00027639i,0.00021459+0.00040297i,1.5603e-05+0.00065437i,-0.00054954+0.00014234i,-0.00097143-0.00078676i,-0.00024191-0.00096588i,-2.189e-05-0.00089847i,-0.00028136-0.0005597i,0.00024578-0.00065259i,0.00041327-0.00089528i,-3.7912e-05-0.00063804i,-0.00052155-0.00010157i,-0.00013766+0.0003476i,0.00023043+9.3973e-06i,-0.00013386-0.00069013i
-3.9144e-05-0.00089458i,-0.00032066-0.0018283i,0.00010711-0.0024487i,0.00070754-0.0024263i,0.00065651-0.0018796i,0.0013771-0.00039514i,0.0017566+0.0005805i,0.0013447+0.00042864i,0.0012691+0.00013453i,0.00081763+0.00087088i,-9.3768e-05+0.00084733i,-0.00032107+0.0009646i,-0.00033446+0.0002835i,-3.8133e-05-0.00060957i,0.00091532-0.00027598i,0.00049331-0.00030514i,-0.00057315-0.00052743i,-0.00067536-0.00061392i,-0.0005503-0.00046994i,-0.00073342-0.00085482i,-0.0011899-0.00098437i,-0.0012067-3.1722e-05i,-0.00066633+0.00045973i
-0.00018116-0.00042196i,0.00015237-0.0006576i,-1.0063e-05-0.00047811i,-0.00083437+0.00073338i,-0.00025927+0.0022415i,0.0010413+0.0020076i,0.0017229+0.00089733i,0.0016652+0.00057204i,0.0012177+0.0012375i,0.0012621+0.0014761i,0.00077828+0.00079015i,0.00015211+0.00010441i,0.00032448-3.2261e-05i,0.00048171-0.0004528i,0.00095784-0.0005721i,0.00069662-0.0001284i,-5.7021e-06-2.7467e-06i,0.00020302+0.00018249i,9.8086e-06-0.00036842i,0.0001887-0.00092826i,-7.778e-05-0.00017676i,-0.00089054+0.00072311i,-0.00077026+0.00040508i
4.2526e-05-5.1582e-05i,0.00013614-0.00015411i,-0.00010799-5.4651e-05i,-0.00032316-0.00041262i,0.00093967-0.00042205i,0.0016621-0.00055142i,0.00098482+0.00036591i,0.00051993+0.0018673i,0.0005357+0.0018708i,0.00063537+0.0013335i,0.00032391+0.00072935i,9.9063e-05-7.3952e-05i,-0.0003552-0.00092464i,-0.00029389-0.0011829i,0.00032368-0.0010212i,0.0002365-0.0010522i,-0.0001169-0.00054779i,0.00023341+0.00019272i,0.00023274+0.00051165i,-0.00072543+9.7119e-05i,-0.00066009+0.00030073i,-0.00065917+0.00095879i,-0.0010125+0.00018023i
0.0016576-0.0022571i,0.001342-0.0031592i,0.00066199-0.0033696i,-0.00043827-0.0016731i,-0.0013613-0.00045368i,-0.00095076-0.00053887i,6.8689e-05+1.3344e-05i,0.00083782+0.00050258i,0.00097557+0.00060287i,0.00059001+0.00084843i,-0.000166+0.00096656i,-0.00060485+0.00044724i,-0.00048408+0.00042803i,-0.00022226+0.0011445i,0.00025716+0.0012289i,0.00074818+9.5139e-05i,0.00046665-0.00031453i,-0.00028943-0.00042079i,-0.00034193-0.00065494i,0.00015199-0.0004325i,0.00027755-0.00070775i,0.00013638-0.00079551i,7.3629e-05+9.1127e-05i
-9.4777e-06-0.00026971i,-0.00025468+0.00048323i,-0.00047479+0.00023083i,3.2499e-05+6.1803e-05i,0.00052338-0.00017256i,0.0011229-0.00088582i,0.0011786-0.001083i,0.00062501+0.00010909i,0.00033748+0.0013297i,0.00026867+0.0014489i,0.00029667+0.00030465i,-0.00022539-0.00036731i,-0.00058294-0.00072221i,-0.00014532-0.00091462i,0.00024636-0.00046972i,0.00044288-0.0003417i,-4.0627e-05-1.6836e-05i,-0.00056565-1.9179e-05i,-0.0005706+0.00020452i,-0.00018545+0.00052932i,0.00015977+0.00014436i,1.0112e-05-0.00014743i,-7.9394e-05+0.00015177i
-0.0010074-0.0013102i,-9.6722e-05-0.001743i,-0.00066304-0.00076278i,-0.00061752+0.00019212i,-0.00016356+0.00038486i,0.00075205+0.00031407i,0.001103-0.00025804i,0.00068851-0.00025923i,0.0015668+0.00061388i,0.0018112+0.0010021i,0.00083389+0.00027577i,0.0005876-0.00053551i,0.00043074-0.00071256i,-0.00017184-0.0010598i,-3.5403e-05-0.00028297i,0.00018641+5.2208e-05i,0.00049688-0.00037203i,0.00015607+1.1049e-05i,7.58e-05+0.00057383i,0.00024542-0.0001356i,0.00016207-0.0014107i,6.286e-05-0.00082517i,-0.00011925+4.6971e-05i
-0.00054413-0.0012729i,-0.0013947-0.0010193i,-0.002737-0.00099181i,-0.0020693-0.00086803i,-0.00025591+0.00031679i,0.00077141+0.00014035i,0.0010303+0.00095643i,0.00092839+0.0013273i,0.00077699+0.00077711i,0.0002084+0.00092575i,-0.00060656+0.0013451i,-0.0016362+0.00048813i,-0.0011373-0.00014438i,1.988e-05+0.00018714i,7.5933e-05+0.00015512i,0.00069249-0.00034811i,0.0013455-0.00055576i,0.00012995+0.00036003i,-9.2836e-05+0.00081082i,0.00022708+8.7905e-05i,-1.9817e-05-0.00048762i,-0.00069914-0.00029006i,-0.00083551-0.00020228i
-0.00071867-0.00066776i,-0.0019638-0.0005377i,-0.0024903+2.3366e-05i,-0.0010653+0.00034808i,0.0012697+0.0011189i,0.0022654+0.0019004i,0.0022612+0.000939i,0.0010697+0.0010548i,0.00036425+0.0015736i,0.00056946+0.0010859i,0.00062349+0.00092933i,0.00033135+0.0011865i,6.0811e-05+0.00063741i,9.1155e-05-0.0002409i,0.00032498-0.0011286i,0.00028524-0.00060412i,3.3728e-05+5.3261e-06i,0.00048427-0.00058583i,0.00041072-0.00044601i,-0.00038549+0.00034257i,-0.00041143+0.00052243i,0.00023706+0.00095977i,0.00090884+0.0018025i
-0.00054313-0.00094946i,-0.00065679-0.0010248i,-0.0019741-0.0014872i,-0.0025362+0.00042407i,-0.0015328+0.00093685i,0.00021479-0.00016151i,0.00055687-9.9089e-05i,-0.00011935+0.00069862i,-2.081e-05+0.0010137i,0.00027915+0.0009238i,0.00053553+0.00066199i,0.00026286+0.00039008i,1.7433e-05+0.00052944i,0.00052834+0.00042144i,0.00082426-0.00030545i,0.00082397-0.00056269i,0.00020497+0.00053424i,-0.00037311+0.001257i,-0.00066074+0.00056991i,-0.00072052+7.3861e-05i,-6.419e-05-0.00017475i,0.00087587-0.00029106i,0.0003115-0.00035172i
0.0002605-0.00014721i,0.00086464-0.0011715i,0.00071758-0.0023147i,-0.0001838-0.0020072i,-0.00013188-0.0012204i,-0.00014315-0.00032422i,-0.00013492+0.00010842i,0.00019617+0.00025542i,0.00078312+0.0013752i,0.00074742+0.0017516i,0.00050481+0.001087i,0.00048731+0.00090379i,0.00080944+0.0010325i,0.00068164+0.00040009i,0.00063813-0.00016431i,0.00056206-8.4186e-05i,0.00021079-0.00026051i,-0.00020621-0.00037678i,-0.0006711-0.00082105i,-0.0005594-0.00036385i,-0.00066221+0.00024319i,-0.00038214-0.00018176i,0.00022666-0.000337i
