-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
-0.0010133-0.00093041i,-0.0010736-0.00082001i,-0.0014615-0.00086i,-0.0014472-0.00046832i,-0.00049837-5.5564e-06i,0.00066675+0.00096019i,0.0010898+7.6465e-05i,0.00042264-0.00097097i,-0.00012723-0.00077128i,-0.00046662-0.00015787i,-0.00038867+0.00016117i,0.00068176-0.00015412i,0.001174-0.00031553i,0.00026179+7.5572e-05i,-0.00054288-0.00017151i,-0.00017175-0.00090889i,-0.0002485-0.00063588i,-0.00038924+0.00049816i,-0.00061285+0.0010298i,-0.0006184+1.8227e-05i,-0.00021411-0.00036949i,-0.00019637-0.00029004i,-0.00027413-0.00032707i
-8.9029e-05-0.00079712i,-0.00041969-0.0012288i,-0.0018358-0.00088327i,-0.0016859+0.00016607i,0.00023131+0.00068007i,0.0011596+0.00043367i,0.00080654-4.0938e-05i,-4.2578e-05-0.00047773i,-0.0011787-0.00060751i,-0.0012602-0.00034083i,-0.00016455-6.2952e-05i,0.00071899-0.00018033i,0.00077094-0.00046371i,0.00036195-0.00027606i,0.00029398-0.00040029i,-0.00053745-0.00073149i,-0.0013364-0.00064617i,-0.00069845-0.00030556i,0.00048506-7.6723e-05i,0.00074451-0.00012407i,-5.7991e-05-0.00019507i,-0.00081132+1.0953e-05i,-0.00057189+0.00018235i
-0.00053948-0.0008246i,-0.0021898-0.0016363i,-0.0028272-0.0014722i,-0.0017929-0.0011157i,-0.00057039+5.6531e-05i,0.00036769+0.00015681i,0.0010088-0.00061685i,0.00047188-0.0013146i,-0.00013954-0.00099402i,-1.3211e-05+0.00017921i,0.00047522+0.00035653i,0.00072553+0.00039019i,0.00021967+0.00043807i,-0.00034319+0.00054002i,9.8119e-05+0.00077399i,-8.665e-05+0.00051722i,-0.00021017-0.00017154i,5.3131e-05-0.00046436i,-0.00020781-0.00063926i,0.00039466-6.525e-05i,0.0009766+0.00052135i,0.0010584+0.00038303i,0.00029784+0.00043246i
0.0013853-0.00029985i,0.00036811-0.00055357i,-0.00060834-0.00060432i,-0.0014356+0.00010498i,-0.0010484-0.00025639i,0.00015654-0.00094587i,0.00057467-0.00068505i,0.00011668-0.00068047i,7.7431e-06-0.00079465i,0.00029701-0.0004821i,-0.0001178-0.00031947i,9.5688e-05-0.00019741i,0.00076534-0.00025482i,0.00053063-0.00029826i,-0.00051445-1.5735e-05i,-0.00044063+0.00010502i,0.00059232+0.00014769i,0.00038572+0.00084779i,0.0001049+0.00092625i,-0.00011156+0.0002937i,-0.00029311+0.00014715i,0.00013993+0.00030759i,0.00077763+0.00032503i
0.00031836-0.0017803i,-0.00054261-0.0026842i,-0.0015459-0.0024795i,-0.0020129-0.0010231i,-0.00098471-0.00036965i,0.00013213-0.00070788i,0.00049411-0.00028663i,0.00071189+0.00048491i,0.0001481-0.00028029i,-0.00018129-0.00089007i,0.00057024-0.00040953i,0.00034161+0.0002559i,0.0001423+0.00031417i,0.00067102+0.00013979i,0.00079464+0.00065297i,-0.00041241+0.00049477i,-0.0018163-1.8928e-05i,-0.00070859-5.415e-05i,0.0008928-1.7676e-05i,0.00043965-0.00019317i,-0.00061116-0.0001942i,-0.00057757-0.00022669i,-0.00034071+0.00025646i
-0.00050591-0.0010919i,0.00041784-0.00073229i,-0.00075403-0.0013123i,-0.0017273-0.00070308i,-0.0013138+0.00058626i,0.00031976+0.0010313i,0.0013565+9.5645e-05i,0.00062295-0.00039858i,-0.00059618-0.00080729i,-0.00026327-0.00099737i,-0.00014547-0.00052837i,-0.00068841-0.00079684i,-0.00031965-0.0013117i,-0.00038977-0.00035592i,-0.00049421+0.00036871i,-0.00035148+6.3835e-06i,-0.00045734+0.00015714i,-0.00044106+0.00040333i,-0.00052469+0.00052845i,-0.00021944+0.00047168i,-6.3298e-05+0.00011452i,-0.00038513+7.0961e-05i,-0.00024206+0.00042076i
0.00024457-0.0011338i,-0.00047538-0.0013673i,-0.0015407-0.0010168i,-0.0017994-0.0006772i,-0.0011924-0.00078248i,-0.00031922-0.00064273i,0.00048269-0.0003708i,0.0008682-0.00049307i,0.00011615-0.00083589i,4.4708e-05-0.00061301i,0.0012428-0.00037617i,0.0016704-0.0007399i,0.00076668+0.00015752i,-0.0002301+0.0010795i,-0.00015313+0.0004936i,-4.1993e-05-0.00042914i,-0.00060775-0.00067845i,-0.00086273-0.00040737i,-0.00027854-0.00038061i,0.00041773-4.3504e-05i,0.0008926-5.1709e-05i,0.00066115+1.0661e-05i,0.0003695+0.00023712i
-0.0017087-0.00023684i,-0.0014889-0.001694i,-0.001937-0.00073521i,-0.0023631+0.00088647i,-0.00075827+0.0007343i,0.0018221-0.00040588i,0.0018863-0.0011868i,0.0010019-0.0011807i,0.00085904-0.00048672i,0.00050665+0.00054744i,-0.00016637+0.00081675i,-0.00074259+0.00012679i,-0.00067965-0.00081905i,7.1852e-05-0.0010818i,-7.2001e-05-0.00071427i,-0.00089203-0.00089468i,-0.0014106-0.0010294i,-0.0011889-0.00037189i,-0.00097481+4.6249e-05i,-0.0010673-0.00035861i,-0.00070366-0.00050143i,-0.00025561-6.8578e-05i,-0.00068891+0.00043695i
-0.0022492+4.9097e-05i,-0.0025546-0.00069452i,-0.002794-0.00011469i,-0.0018675+0.00035844i,0.00014342+0.00076962i,0.0016506+0.00031363i,0.00058838-0.00078812i,-0.00092471-0.00012607i,-0.0010654+0.00086625i,-0.00047113+0.00078686i,0.00056432+0.00054561i,0.0011635+0.00031488i,-0.0002775+0.00013062i,-0.0015744-0.00027023i,-0.0013283+2.8823e-05i,-0.00063304+0.00015212i,-0.00068818+0.00017956i,-0.0011531+0.00030478i,-0.00063267+0.00032771i,-0.00081048+0.00096893i,-0.0015525+0.00094165i,-0.00074852-7.8622e-05i,0.00012016-0.00096495i
-0.00081102+0.0013345i,-0.0016862+0.00037936i,-0.0011537-4.0058e-05i,-0.00062858+0.00016953i,0.0001272+0.00010769i,0.00066083-0.00025986i,0.0001199-0.00038959i,0.00058787-0.00029361i,0.00077185-0.00054907i,0.00034481-0.00063276i,0.00041273-0.0005891i,0.00050298-0.00034242i,1.6799e-05-4.988e-06i,-0.00034281+0.0005056i,0.00039373+0.00030421i,0.00071842+9.1946e-05i,0.00017354+0.00031074i,0.00031534+5.8391e-05i,-0.00024398-0.00052233i,-0.00015735-0.001141i,0.0004497-0.00085278i,0.00047477-0.00016759i,0.00049803+0.00058547i
-0.0012182-0.00055292i,-0.0015668-0.0010822i,-0.0024597-0.0006167i,-0.00086121+0.00059296i,0.00056645+0.0018752i,0.00080407+0.001348i,0.00091429+0.00012258i,5.6615e-05-0.00039661i,-0.00063979+4.8858e-05i,-0.00012051+0.00068909i,0.00043634+0.00056944i,0.00059442+0.00031241i,-0.00010638+0.00084026i,-0.00053796+0.00043582i,-0.00063491-0.00013657i,-0.0010724-0.00018686i,-0.0013151-0.00044739i,-0.00087259-0.00089827i,-0.00055636-0.00020739i,-0.00063053+0.0004937i,-0.00023156+0.00060957i,0.00017703+0.0011353i,0.0003779+0.0011231i
0.00032555-0.00070018i,-0.0017214-0.0015071i,-0.0036658-0.0019642i,-0.0035959-0.0019684i,-0.0019601-0.0013425i,-0.0011927+0.00034835i,-0.0012484-8.5008e-05i,-0.00024395-0.0010944i,-5.9595e-06-0.00055111i,-9.1208e-05-0.00047363i,0.00024081-0.0002321i,0.00028005+0.00014863i,7.2915e-05-5.3002e-05i,-5.3691e-06-0.00020093i,7.7266e-05-0.00061639i,0.00039293-0.00030577i,0.00042794-4.4079e-05i,-0.00012154-0.00052976i,-0.00022702-0.00067117i,0.000497-0.00054492i,0.0009415-0.0010537i,0.00064489-0.0013559i,-0.00015411-0.0003842i
0.00056026-0.00088608i,-0.00023235-0.0018084i,-0.0013294-0.0022645i,-0.0016919-0.00073694i,-0.00048701+0.00040818i,0.00092457+0.00059014i,0.000764+0.00069465i,0.00016853+0.00028111i,-0.00024721+0.00020242i,-0.00011068+8.3761e-05i,-1.6349e-05-0.00047009i,-0.00059319-0.00034258i,-0.00028698-0.000358i,0.00028358-0.00075012i,0.00010307-0.00051952i,-0.00033882+0.00026524i,-0.00033372+0.00062654i,0.00056627+0.00035808i,0.0013291+0.00065173i,0.0011768+0.00097399i,0.0003064+0.00076427i,9.0507e-05+0.00093538i,-0.0002575+0.00065009i
-0.0010507-0.0016087i,-0.0012255-0.00074192i,-0.0013312-0.00011216i,-0.0010826+0.00042224i,-0.00084245+0.00055758i,0.00022412+0.0002323i,0.00044358-0.00043977i,-0.00027737-0.0011181i,-0.0011066-0.0010359i,-0.00093518-0.00073308i,-0.00056093-0.0011166i,-5.5588e-05-0.00099375i,0.00035524-0.00055119i,0.00051126+0.0002946i,0.00029013+0.00031939i,-2.1046e-05-0.00025158i,-0.00044601-8.098e-05i,-0.00080869+5.1797e-05i,-0.00056531+2.4421e-05i,-0.00075839+0.00017524i,-0.00079682+0.00084642i,-0.00023346+0.0010566i,5.4927e-05+0.00046625i
-0.00094132-0.0018735i,-0.00023325-0.0019112i,-0.0010206-0.0010299i,-0.0019903-0.001151i,-0.0010045-0.00074541i,0.00029735-0.0012735i,0.00022734-0.0016109i,0.00045392-0.001042i,-0.00011819-0.00058163i,-0.00037471+0.00014461i,-0.00027678+0.00032265i,-0.00032143+0.00035861i,-0.00038891+0.0005601i,-0.00063861+0.00074362i,-0.0008939+0.0009218i,-0.00068784+0.00053154i,0.00030683+0.00041917i,0.00073247-0.00019344i,0.00016492-0.00022429i,-0.00059818+0.00034854i,-4.9821e-06-0.00019611i,0.00011963+7.6761e-06i,-0.0004255+0.00090932i
0.0004015+0.00072398i,-0.00073717-0.00082352i,-0.0010901-0.0010651i,-0.0010658-0.00052957i,-0.00082103+0.00024226i,7.9611e-05+0.00016788i,9.5039e-05-1.7536e-05i,-0.00032855-1.5277e-05i,0.00010274-0.00042996i,0.00047757-0.00070537i,0.00054677-0.0002984i,0.00035866+0.00056326i,-0.00017746+0.0012446i,-0.00051083+0.00092059i,-0.00020266-0.00026405i,-0.00025355-0.00019729i,-0.00019611+6.4224e-05i,-7.7026e-05+0.00037897i,0.00015324+0.00029776i,0.00073355-1.4839e-05i,0.0010587-0.00012805i,0.0012878-0.00010694i,0.00060294-0.00030926i
-0.00027675-0.00045716i,-0.00085341-0.00096516i,-0.0013272-0.00062276i,-0.00052064+0.00027763i,0.00015873+0.00072594i,-0.00010643+0.00026978i,-0.00044159-0.00028167i,0.0001616-0.00032439i,0.00024047-0.00018985i,-0.00047232+7.6748e-05i,-0.00053547-0.0003056i,-3.5693e-05-0.00067222i,0.00044978-6.5567e-05i,0.00060492-0.00030701i,0.00053735-0.00014915i,0.00031331+0.00045977i,0.00027903+0.00023916i,-7.83e-05-0.00054258i,-0.00033444-0.0007229i,-0.00033164-0.00036685i,-0.00042242-6.4911e-05i,0.00028453+0.00048841i,0.00066977+0.00096133i
-0.003299-0.0010999i,-0.0031747-0.0016312i,-0.002913-0.0012071i,-0.0026271+0.00011214i,-0.001333+0.001276i,-0.00038892+0.0015134i,-0.00044554-1.6449e-05i,-0.00079408-0.0011544i,-0.001566-0.0011903i,-0.0011228-0.00022337i,0.00024427+0.0010051i,0.00074317+0.00061398i,0.00037237+0.00013817i,-0.00032024-0.00055743i,-0.0006768-0.0015464i,-0.00035689-0.00077955i,-3.3265e-05+0.00083153i,-0.00053355+0.0010389i,-0.00046739+0.00051899i,-8.0291e-05+0.00046202i,-0.000179+0.00027131i,7.1653e-05+0.00021081i,3.0421e-05+0.00012702i
-0.00076625-0.00083001i,-0.0014642-0.00072768i,-0.0016717-0.00030953i,-0.0012873+0.0013319i,-0.00042802+0.0018664i,0.00049153+0.0011597i,0.00070178+0.00053297i,0.00050409-0.00031976i,0.00053459-0.00076565i,0.00022881-0.00021366i,3.7468e-05-0.00016493i,0.00046168-0.00039607i,0.00043488-0.00049891i,-0.00012858-0.00026148i,0.0003231-0.00019055i,0.00052108+0.00022651i,5.8506e-05+0.00053015i,6.9093e-05+0.00024876i,0.0005337+0.00050566i,0.00064155+0.00055849i,0.00035595+6.3993e-05i,0.00065616-0.00057665i,0.00080944-0.00072886i
-0.00040598+0.00087086i,-0.00074561+0.0001767i,-0.0015697-0.00088246i,-0.0018496-0.00056825i,-0.0013887-0.00012437i,-0.00044629-5.5042e-05i,0.00043843-0.00016364i,0.00065809-0.00059797i,0.00042368-0.00051644i,0.0002624-0.00014102i,-2.5938e-05-8.97e-05i,-0.00086412+0.00019007i,-0.00080746+0.00025843i,-5.577e-05+0.0001545i,0.00023522+0.00043691i,0.00078375+0.0010951i,0.00069505+0.0011593i,-6.8495e-05+0.0010313i,-8.2343e-05+0.00091885i,-0.00016304-1.3503e-06i,-0.00069049-0.0003268i,-0.0010984+6.0537e-05i,-0.0010307+0.00021378i
0.00050866-0.0027016i,0.0003057-0.002976i,-0.0017956-0.0020806i,-0.0032389-0.0017022i,-0.0023274-0.0015244i,-0.00075875-0.00024711i,0.00012398-5.9333e-05i,2.7301e-05-0.00090446i,-1.8026e-05-0.00077656i,0.00034711+7.5694e-05i,-0.00043293+0.0007057i,-0.00056564-0.00038827i,0.0003982-0.00086259i,0.00044247-0.00026596i,-0.00031524-0.00085586i,-0.00048124-0.0011569i,6.5554e-06-8.384e-05i,-0.00047104+0.00028258i,-0.00056968-8.7666e-05i,0.00028423-0.00049628i,0.0010735-0.00059271i,0.00089185-0.0006123i,0.00039143-0.000245i
0.00039386-0.0002511i,0.00034328-0.00062867i,-0.00029066-0.00094726i,-0.0010465-0.00064574i,-0.0006625+0.00057165i,0.00085778+0.0001129i,0.0014564-0.00056364i,0.00042223-0.00029004i,-0.00011355+0.00029586i,-0.00041512+0.00089887i,-0.00013596+0.00042842i,0.00051355-0.00076837i,0.00016117-0.00080933i,-0.00035845-0.00016222i,0.00011451-0.00013728i,0.00033973-0.00037109i,0.00057609-0.00058299i,0.00068919-0.00063296i,0.00016409-0.00021601i,-9.9801e-05+0.00073395i,-0.00045753+0.0003436i,-0.00076411-0.00071038i,-0.00072563-0.00032804i
0.0010255-0.001269i,0.00072464-0.0011464i,-0.0008529-0.0011216i,-0.0017111-0.00032712i,-0.00066489-0.0003154i,0.00045826-0.0010708i,0.00085921-0.0011816i,0.00022385-0.0011963i,-0.00040229-0.0014537i,-0.00062522-0.00071838i,-0.0003642-6.7902e-05i,-0.00043551-3.0656e-05i,-7.8642e-05-0.00018348i,0.00057366+0.00017884i,0.00067333+0.0006275i,0.00037824+0.00086157i,0.00017519+0.00011879i,6.6696e-05-0.00070233i,-0.00049087-0.00061261i,-0.00060309-0.00029704i,-0.00030174-0.00017314i,0.00012096+0.00015137i,0.0002514-2.6224e-05i
0.00090562+0.00015415i,0.00060712-0.00058651i,0.00028111-0.0011529i,-0.00057385-0.00084432i,-0.0010357+0.00015275i,-0.00057446+0.00051862i,0.00016902-0.0002543i,0.00054016-0.0014421i,0.00016195-0.0015195i,-0.00058293-0.00043001i,-0.000678+0.00032418i,-0.00060517+0.00051043i,-0.00044526+0.00068696i,0.00015421+0.00052082i,3.694e-05+9.3244e-05i,0.00033711+0.00016542i,0.0010632+7.7968e-05i,0.00034594+0.00018377i,-0.00016386+0.00042978i,0.00037963+0.00013087i,0.0004165-0.00027343i,3.2901e-05-0.00019713i,-0.00032407-6.151e-05i
-0.0014714-0.00085881i,-0.0012104-0.00040435i,-0.0018978-0.00041475i,-0.0018915-0.00048108i,-0.0009615-0.00027502i,0.00031342+6.1889e-05i,0.00054149-5.6689e-05i,0.0004391-0.00084003i,0.00067521-0.00073602i,0.00063334+0.00022263i,0.0001282-0.00036647i,0.0001917-0.00053624i,0.00014495+0.00014496i,6.0193e-05+3.6414e-05i,-0.0001812-0.00051875i,-0.00012369-0.00012776i,0.00024703+0.00077773i,0.00054607+0.00023652i,0.00096773+0.00040094i,9.3e-05+0.00091881i,-0.00067864+0.00045633i,-0.00017643-0.00011045i,-0.00024926-0.00045802i
-0.00061303+0.000438i,-0.0010934+0.0010682i,-0.00065504+0.00099996i,-0.00059804+0.00095823i,-0.00089837+0.0010297i,0.00014314-0.00021977i,0.00067066-0.0010418i,-0.0001678-0.00091437i,-0.0005809-0.00038965i,-0.00080114+0.00030365i,-0.00042581+0.00040371i,0.00070206+0.001109i,0.0007653+0.0012787i,0.00096198+0.00092784i,0.00042501+0.00075705i,-0.00057298-0.0003102i,-0.00065146-0.0013404i,0.00015119-0.00055055i,0.00064925-0.00010001i,0.00027077-0.00040285i,-0.00036487-0.00032968i,-0.0001011-0.00026067i,0.00070673-0.00025898i
-0.00030004-0.0010217i,-0.0008617-0.001846i,-0.00094024-0.0021805i,-0.00091562-0.0010431i,-0.00032818+0.00040118i,-8.9348e-05+0.00044625i,-7.8381e-05-0.00069025i,0.00017448-0.0010342i,0.0011219-0.00046732i,0.0010488-6.9345e-05i,0.00048099+0.00012809i,0.00043164+0.00010477i,0.00019994-0.00035924i,3.8887e-06-0.00071799i,0.00030244-0.00037278i,0.00079737+0.00043069i,0.00031716+0.00075221i,1.2173e-05+0.00067005i,-0.00016207+0.00024926i,-0.00046101-0.00028176i,-0.00056898-0.00043206i,-0.00027826+5.5941e-05i,-0.00014154-3.8358e-05i
0.0018443+9.9546e-05i,0.00031871+1.0001e-05i,-0.00089899-0.00026881i,-0.0014377-0.00061307i,-0.0010226+0.00016285i,-0.0007585+0.00064662i,-0.00058838+0.00020106i,-6.7429e-05-0.00076988i,0.00047336-0.0010373i,0.00014361-0.00059266i,-0.00032056-0.00058569i,-0.00069176-0.00014008i,-0.00048021+8.4494e-06i,0.00011921-0.00053604i,9.3754e-05-9.1858e-05i,0.00010542+0.00045958i,-4.2756e-05-0.00039558i,6.6575e-05-0.00091314i,-0.00010153-0.00036239i,-0.00063983+0.0010408i,-0.00032615+0.0011596i,0.00016519+0.00050191i,-0.00031518+0.00037382i
-0.00057011+0.00031532i,-0.0017545-0.0013996i,-0.0024007-0.0023937i,-0.0024293-0.002515i,-0.0013554-0.001809i,-0.00092346-0.0010206i,-0.0013977-0.00086006i,-0.0011167-0.0012697i,-0.00023364-0.00093545i,0.00089896+6.4008e-05i,0.0011827+0.00064193i,0.00056814+0.00038385i,0.00022093+0.00093714i,-0.00010367+0.0012194i,-0.00039476+0.00027866i,-0.00073237-1.0198e-05i,-0.0011513-6.7773e-05i,-0.00047372+0.00021978i,-8.9116e-05+0.0004937i,-7.189e-05-0.00027015i,-0.00039078-0.00046561i,-4.3135e-05+1.8116e-05i,0.00061562+2.6755e-05i
0.0010504-4.6549e-05i,0.0011486-0.00068255i,0.00063663-0.0015455i,-0.0010594-0.0012206i,-0.0018475-0.00070541i,-0.001856-0.00019928i,-0.00077682+2.3078e-05i,-3.1036e-05-0.00041004i,-0.00075528-0.00031372i,-0.0012057-0.00038932i,5.5134e-06-0.00078277i,0.00020732-0.0005254i,-0.00044041+5.5655e-05i,0.00014435+0.00027624i,0.00015753-0.00034721i,-0.00013234-0.00068232i,-0.00023503+0.0001351i,-0.00098989+0.00062406i,-0.0010312+0.00042362i,-0.00061894+0.00030946i,0.00020983+0.0008226i,0.00080826+0.0013772i,0.00047608+0.0010833i
-0.0022123+0.00022021i,-0.0024897-0.0005753i,-0.0017041+0.00010686i,-0.00096237+0.0010111i,-0.00026206+0.00089033i,0.00040186+0.0002649i,0.00062441-6.3273e-05i,0.00057842-0.00096589i,3.9152e-05-0.0013695i,-0.00045787+3.3268e-05i,-0.00034013+0.00082072i,-0.00013199+0.00072536i,-0.00048088+0.00070119i,-0.00030524+0.00034401i,-0.00049204+0.00023688i,-0.00041891+0.000202i,0.00052824-0.00029211i,0.00046378-0.00058721i,-0.00019758-0.00034919i,-0.00012141-0.00046619i,0.00037832-0.00054371i,0.00033184-0.00020217i,0.00027182-0.00034128i
-0.00070796+0.00079703i,-0.0018368-0.0013484i,-0.0021947-0.00082951i,-0.0021288-0.00026111i,-0.0010168-0.00054478i,0.00072444+0.00036969i,0.00052344+0.00040709i,0.00021248-0.00042353i,0.00032341-0.00024228i,-0.00021285+0.00029471i,-0.00040753-0.0001464i,0.00021331-0.00058436i,0.00077955-9.3401e-05i,0.00052514+0.0006461i,-0.00017923+0.00066033i,-0.00034568+6.0208e-05i,2.9539e-05-8.5381e-05i,4.4399e-05+0.00020847i,-9.2213e-05+0.00095415i,-0.00012341+0.0010131i,8.0457e-05+0.00026638i,0.00035722+0.00020388i,8.3553e-05+0.0003427i
-0.00080376+0.0012264i,-0.00094339+0.0016391i,-0.00097185+0.00088099i,-0.00093501-0.00010672i,2.3854e-05+0.00069624i,0.0011817+0.00060611i,0.00072672-0.0011692i,-0.00048101-0.0015588i,-0.00013191-0.00013492i,-9.6603e-05-0.00027162i,0.00026277-0.00087054i,0.00045175-0.00065366i,-0.00047328-0.00029308i,-0.0010283+0.00042795i,-0.00073132+0.0013034i,-0.00051642+0.001409i,-0.0011455+0.00036008i,-0.00093757-0.00045734i,-0.00030646-0.0008474i,-0.00058121-0.00065474i,-0.00066283-0.00040771i,-0.00071567-1.4119e-05i,-0.00082239+0.00021714i
0.00043036+3.874e-05i,3.8229e-05-0.0012563i,-0.00086666-0.00090966i,-0.0012633-0.00068901i,-0.00090111-0.00072272i,-0.00058785-0.00046908i,-0.00081375+0.00032698i,-0.00052079+0.00079961i,0.00013291+0.00035934i,-0.00012867+6.8785e-05i,2.7794e-05-0.0001322i,0.0006437-0.00036004i,0.0007435+0.00017342i,0.00039675+0.00022856i,0.00038391+0.00017901i,0.0008667+0.00049652i,0.00038833+0.0002427i,-0.00046948-0.00037227i,-0.00050439-8.7948e-05i,-0.00051811+0.00031347i,-0.00022506-0.00016046i,-8.4608e-05+7.3862e-05i,-0.00017763+0.00049354i
0.00031131-0.00044453i,-0.00025367-0.00086194i,-0.0014946-0.0015484i,-0.001677-0.0011948i,-0.0013188-0.00057706i,-0.0011112-0.00021295i,-0.00040691-0.0001365i,-0.0004457-0.00033988i,-0.001208-0.00029115i,-0.0013279+0.00036305i,-0.0012277-0.00011101i,-0.00059282-0.001125i,-0.00031749-0.00079583i,3.2779e-05+0.00026205i,0.00026135+0.0010414i,8.0554e-06+0.000688i,-0.00052136-0.00086483i,-0.00048312-0.0013623i,-0.00014955-0.00087663i,1.2573e-05-0.00060178i,-6.1361e-08-0.00026739i,-0.00041506+0.00013415i,-0.00024095+3.7012e-05i
0.00018821-0.001175i,-0.0010501-0.0023051i,-0.0021412-0.002484i,-0.0012714-0.0016155i,0.00025439-0.00053097i,0.00092252-0.0004756i,0.00088089-0.0005182i,0.00041839-0.0003933i,0.00026861-0.00062103i,0.00057097-0.00040315i,0.00052954+0.00029684i,0.00051478+0.00057171i,0.00034709-1.2806e-05i,0.00013809-0.00039576i,0.00032765-0.00028736i,0.00039256-0.00056377i,0.00056749-0.0002587i,0.00049962+0.00010979i,0.00022075+4.8292e-05i,0.0001987-6.2017e-05i,0.00017273-8.9681e-06i,0.00019419+0.00019053i,0.00035119+0.00044283i
0.0010306-0.00019896i,-0.00017098-0.000811i,-0.0015452-0.0009345i,-0.0024406-0.00085375i,-0.0017846-0.00093496i,-0.00038455-0.0010565i,2.8783e-05-0.00088551i,0.00054193-0.00081886i,0.00066953-0.00025856i,4.2108e-05+0.00082395i,0.00080578+0.0011572i,0.0011849+0.00059479i,0.00059611+0.00066035i,0.00041889+0.0010744i,0.00014128+0.00073728i,0.00051105+0.00054343i,0.00060649+0.00021624i,0.00021941-0.00037361i,-8.6845e-05-0.00028041i,-1.2979e-05-0.00027908i,0.00046632-0.00033684i,0.00030207-0.00057653i,0.0001838-0.001261i
0.00033353-0.00016492i,-0.00010747-0.0004611i,-0.00099772-0.00091043i,-0.0011784-0.00037033i,-0.00111+0.00019967i,-0.00022989+0.0005117i,0.000313+0.00033914i,-0.00067338-0.00053164i,-0.0011161-0.0014205i,-0.00045283-0.0016115i,0.00018723-0.0016452i,0.00035991-0.00086679i,0.0007161+0.0006345i,0.00068643+0.00077167i,-0.00035332+0.00036792i,-0.0010778+0.00047847i,-0.00070367+0.00024145i,-0.00057718-0.00038379i,-0.00069507-0.00080632i,0.0006534-0.00043711i,0.00078112+0.0002007i,-0.00042787+0.00024632i,-0.00032074+0.00011498i
-0.0015135+0.0012693i,-0.0016662-0.00016912i,-0.0025678-0.00017776i,-0.002561+0.00019786i,-0.00095747+0.00037221i,0.0003541-0.00072486i,0.00044803-0.0013841i,-0.0002877-0.0016282i,-0.00066842-0.0014189i,-5.1356e-05-3.758e-05i,0.0003701+0.00065807i,-0.00015571+0.00071725i,-0.0005944+0.00094121i,-0.0005303+0.0015793i,-4.243e-05+0.00093012i,-9.2174e-05-0.00011114i,-0.00046-0.00050376i,-0.00024123-0.00066917i,-0.00024064-0.00080016i,-0.00045901-0.00071326i,-1.8088e-05+5.6054e-05i,0.00092027+0.00032143i,0.00072887+0.00011949i
0.00046124-0.00048862i,-0.0010287-0.0012027i,-0.001239-0.0020138i,-0.0013847-0.0016503i,-0.0012757-0.00021376i,-0.00080254-9.3145e-05i,5.036e-05-0.00080697i,0.0007051-0.00043975i,0.0011121-0.00032677i,0.0011461-0.00038766i,0.00057421+0.00019369i,-0.0001084+0.00036907i,-3.7436e-05+0.00012247i,0.0004031+0.00031712i,0.0007566+0.00084477i,0.00095648+0.00053493i,0.00083659-0.00042734i,2.0768e-05-4.8376e-05i,-0.00025242+0.000591i,-0.00025203+0.00025023i,-0.00067657+0.00012391i,-0.00064321+0.00071916i,-0.00072381+0.00034015i
-0.0011465-0.0015637i,-0.00087997-0.0011543i,-0.0021208-0.0013222i,-0.0020269+8.2797e-06i,-0.0011523+0.0012129i,0.00012588+0.00096474i,0.00019226-0.00011509i,-0.0001192-0.0013484i,0.00015353-0.0017985i,0.00029323-0.00080204i,-0.00011016-4.7576e-05i,-0.00084524+9.5012e-05i,-0.00051005-0.00086536i,-0.00028215-0.0015803i,-0.00025793-0.0005056i,-0.00050864+6.0564e-05i,-0.00074084-0.00028217i,-0.00047423-0.00066408i,-0.00047735-0.0007359i,-2.8171e-05-0.00022877i,0.00049974+8.4067e-05i,0.00023066+0.0001601i,0.00012445+0.00029169i
-3.8622e-05-0.0012126i,-0.0013728-0.00088172i,-0.0024042-0.0021732i,-0.0025193-0.0023775i,-0.0010678-0.00046538i,0.00024218+0.0010867i,0.00079365+0.001474i,0.00059767+0.00092728i,9.1959e-05-0.00014605i,0.0003702-0.00072666i,0.0002781-0.00065541i,-0.0004979-0.00016838i,-0.00038413-0.00029845i,6.8605e-05-0.00023859i,0.00085615+0.00024917i,0.00020772+0.00044442i,-0.00081216+4.2062e-05i,-0.00014365-0.00043896i,0.00018509-0.00060179i,-0.00012636-5.9923e-05i,-0.00023236+0.00032584i,-0.00076074+0.00036422i,-0.0009165+0.0009024i
