0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
-0.00037032-0.00091825i,-0.00031823-2.6069e-05i,-0.0010018-8.677e-05i,-0.001345+0.00020656i,-0.00078616+0.0011435i,0.00013361+0.0014254i,0.00065355+0.0012506i,0.00023496+0.00046268i,-8.6901e-05+0.00041074i,-4.5751e-05+0.0011328i,-7.3509e-05+0.00062996i,0.0002761+0.00056059i,0.00012111+0.00041395i,-0.00085628+0.00024021i,-0.0013433+0.00024048i,-0.00088123-0.0004783i,-0.00061096-0.00015669i,-0.00042414+0.00063858i,-0.0001178+0.00096134i,4.4783e-05+0.00061259i,8.636e-05+4.3201e-06i,2.7194e-06-0.00052077i,-0.00061514-0.00044548i
-0.00036164+0.00034406i,-0.00097328+0.00067043i,-0.00046291+0.00020536i,-0.0012315+0.0008146i,-0.0027174+0.001216i,-0.0023721+0.00058076i,-0.0010315+0.00076834i,-4.544e-05+0.0015045i,7.5134e-05+0.00089266i,-0.00018768+9.5235e-05i,-0.00012708+0.00024084i,-0.00093613+0.0003681i,-0.0015703+0.00013297i,-0.00082797+2.4174e-06i,0.00022319+0.00034752i,0.0005453+1.2346e-06i,0.00090712-0.00029069i,0.0006138+0.00041526i,3.4731e-05+0.00043528i,0.00046085+0.00047118i,0.00014614+0.0007278i,-0.00058456+0.00020717i,-0.00021394+0.00031331i
0.001154-0.00077871i,-0.00029543-0.00088693i,-0.00078635-0.00091412i,-0.00075565-0.00055504i,-0.00027648-0.00061059i,2.7709e-05-0.00071025i,-7.0917e-05-6.4609e-06i,-0.00010577+0.00019415i,-0.00036637+0.00013582i,-0.00057274+9.9111e-05i,-0.00039747-0.00030365i,-0.0005094-0.001018i,-0.0007777-0.0014043i,-0.00077518-0.0010525i,-0.0002289-0.00091132i,0.00042533-0.0010902i,0.00039334-0.00075026i,0.00072315+0.00025915i,0.00038932+0.0001697i,-0.00041941-0.00063812i,6.9193e-05-0.00081976i,6.9978e-05-0.00084148i,-6.0596e-05-0.0015311i
0.0005055+0.00017983i,0.00053599+0.0008027i,-0.00015069+0.0010155i,-0.0011654-2.1599e-05i,-0.0023233-4.5743e-05i,-0.0019507+0.00042822i,-0.0010087+0.0010387i,-0.00081591+0.00094852i,-0.0010541+0.00049088i,-0.0010369+0.00058892i,-0.00054564+0.00025009i,-0.00026215+0.00011687i,-0.00021267+0.00017673i,-0.00041249+0.00033872i,-0.00012203-6.1822e-05i,0.00029452-0.00066589i,0.00013839-0.00026928i,-0.0003876+0.00020567i,-1.1921e-06+1.79e-05i,-0.00014693-0.00023689i,-0.00092245-0.00013994i,-0.00087925+0.0001503i,-0.00071766+0.00046522i
5.3612e-05-0.0010278i,-6.7843e-05-0.0015238i,0.00043882-0.0010964i,-0.00033269+0.00045719i,-0.0014631+0.0011978i,-0.0012996+0.0013089i,-0.00015626+0.001249i,-0.00015984+0.00070708i,-0.00037644+3.1446e-05i,-9.704e-05-0.00016473i,-0.00018348+0.00025461i,-0.00038746+0.0002501i,-8.7114e-05-0.0002984i,-5.3919e-05-0.0007363i,-0.00028505-0.0005255i,-0.00038556-0.00093679i,-0.00022792-0.001266i,0.00023967-0.00072249i,0.00098727-0.00046881i,0.00073425-0.00067262i,1.2571e-05-0.00088469i,0.00044887-0.00093839i,-0.00011331-0.00065611i
-0.00026773-0.00066597i,-0.0002894-0.00069874i,-0.0014255-0.00044614i,-0.0025038-0.00021616i,-0.0020816+0.0007807i,-0.00075206+0.0017027i,0.00017656+0.0015269i,-0.00011598+0.00068054i,-0.00046031+0.00022162i,-0.00066216+0.0002874i,-0.0002603+0.00014989i,0.00014039-0.00013543i,-0.00073706-1.2518e-05i,-0.0012316+0.00021261i,-0.00049456+0.00038715i,-0.0002778-0.00031697i,-0.00038812-0.00072805i,-0.00025875-0.00041368i,1.723e-06-0.00029997i,0.00031611-0.000182i,0.00067984-0.00011302i,-2.3341e-05-4.7949e-05i,-0.00077258-7.2751e-05i
0.00011778-0.0012471i,0.00018557-0.0017423i,7.3141e-05-0.0013857i,-0.0007146-0.00058057i,-0.0014767-0.00029916i,-0.00079995-0.00065164i,-7.1618e-05-0.00093482i,-1.1638e-05-0.00055987i,-0.0006546-0.00094215i,-0.00093876-0.00046749i,-0.00048036+0.00022544i,-0.00045433+0.00010244i,-0.0010445-0.00042295i,-0.001038-0.0007337i,-0.00032624-0.00050944i,0.00020002-0.00053216i,-9.5569e-05-0.0004565i,-0.00038507-1.9191e-05i,-0.00065019+0.00067659i,-0.0010579+0.0010019i,-0.00075945+0.00043152i,-0.00022689+0.00037622i,-7.1482e-05+0.00051019i
0.0011017+0.00015248i,0.00045917-0.00091521i,0.00030066-0.00078593i,-7.1631e-05-0.00053319i,-0.00070352+0.00010113i,-0.0007912+0.00047387i,-0.00044921+0.00042097i,-0.0008454+0.0005335i,-0.00091943-0.0002476i,-0.00059415-0.001074i,-0.00057371-0.00050081i,9.9676e-05+0.00062659i,0.0007513+0.00041895i,0.00046034+0.00028145i,8.1313e-05-2.6738e-05i,-0.00028207+7.5978e-05i,-0.00044706+0.00037621i,0.0002205+0.00022268i,0.00078197+0.00054213i,6.5313e-05+0.00078356i,-0.0006568+0.00062375i,-3.5159e-05+0.0004936i,-0.00032397+0.00091872i
0.00027402+0.00030856i,0.00090667+0.00012612i,0.00042745+7.2841e-05i,0.00014421-0.00017649i,-0.00017921+0.0003411i,-0.00055046+0.00039599i,-0.00021342+0.00021415i,-0.00034264+0.00035584i,-0.00032362-0.00023758i,8.5485e-05-0.00090667i,0.00016597-0.00036381i,-0.00050825+0.00036918i,-0.0013431+0.00018769i,-0.0016252+0.00019353i,-0.0012077+0.00054606i,-0.0004631+0.00072042i,-0.00017463+0.0013288i,9.9466e-05+0.00095988i,0.00036807-7.1128e-05i,-9.4732e-05-0.00060356i,-0.00018013-0.00029308i,-0.00025454-0.00021362i,-0.00033781-0.00071693i
-0.00020006+0.0020883i,0.0006134+0.0015968i,0.0010003+0.0015093i,0.001154+0.0016496i,0.0012881+0.0012488i,0.00040689+0.00076907i,-0.00074083+0.00061774i,-0.00090926+0.00088585i,-0.0013221+0.0013064i,-0.0011371+0.0012094i,-0.0006581+0.00034728i,5.1548e-05-0.00022725i,0.00041838-0.00029799i,0.00024014-0.00030539i,-0.00095937-0.00021493i,-0.00091964-0.00067976i,2.6478e-05-0.0005116i,-0.00084221+7.0155e-05i,-0.00094202+3.7656e-05i,-0.00019135+0.00061647i,-0.00032195+0.00047812i,0.00013404+0.0002354i,0.0007423+0.00022933i
-0.0007566+0.00053301i,-0.00073882-0.00097617i,-0.00063357-0.0015989i,-0.00051535-0.0012803i,-0.0006572-0.00047811i,-0.00082587+0.00034301i,-0.00082545+0.0003411i,-0.00052232+0.00041954i,-0.00084496+0.0010693i,-0.00076815+0.0018991i,-7.2854e-05+0.00092054i,-0.00022912+5.2715e-06i,-0.00059372-4.5075e-05i,-0.00029557-0.00029551i,-5.9066e-05-0.00026748i,-0.00025247-4.1721e-05i,-0.00046852-2.9952e-05i,6.1906e-05-0.00054189i,0.00021779-0.00046737i,-0.00034008+0.00017237i,-0.00033648+0.0003832i,-0.0011538+0.00016079i,-0.0012111-0.00019736i
-7.0634e-05-0.0010212i,-0.0013358-0.00044268i,-0.002397-0.00088955i,-0.0025395-0.00029845i,-0.0015911+0.00069352i,-0.0010316+0.00077546i,-0.0011222+0.00033601i,-0.0012375-0.00030404i,-0.0014744-0.00045144i,-0.0011256-0.00016711i,-0.00040457+0.0003158i,-0.00024268+0.0011579i,-0.00066421+0.00049809i,-0.00015499-0.00014093i,0.00021018+0.00077765i,-0.00050352+0.00029778i,-0.00078252-0.00056089i,-0.00062297+5.5923e-05i,-0.00020863+0.00039993i,-0.00020705+0.00026062i,-0.00096336+0.00011534i,-0.00064696-0.00015134i,0.00033861+0.00042053i
0.00054699+0.0014621i,0.0013885+0.0012369i,0.0013415+0.00067688i,0.00047489-0.0004355i,-0.00064386-0.00056281i,-0.0010634+0.00012913i,-0.00093397+0.00014371i,-0.00050818+0.00029693i,-0.00062445+0.00094295i,-0.0015765+0.00071813i,-0.0013757+0.00013423i,-0.0006994-0.00033527i,-0.00016287-3.2469e-05i,-6.7777e-05+0.00048728i,-6.6456e-05+1.5822e-05i,3.0058e-06+0.00034432i,-0.0007918+0.0004329i,-0.0011548-0.00011626i,-0.00081658+6.3023e-05i,-0.00019096-0.00030032i,0.00046721-0.00030656i,9.3968e-06+0.0002368i,-0.00052126+0.00020847i
-0.0023638+0.00047745i,-0.002069+0.00064952i,-0.0013207+0.00067489i,-0.0013807+0.00064224i,-0.001582+0.001277i,-0.0011294+0.0015367i,-0.00073629+0.00090705i,-0.00080583+0.00086895i,-0.00098024+0.00067892i,-0.00077136+0.00013236i,-0.0004871-0.00011635i,-0.00017485-0.00018668i,-0.00015083-0.00059035i,-9.0967e-05-0.0008308i,-0.0004521-0.00083339i,-0.00065944-0.00055149i,0.00012955-0.00047773i,0.00073122-0.00093385i,0.00060752-0.00028762i,0.00018633-0.00042124i,0.00058172-0.0014518i,0.0010107-0.0012105i,0.00088461-0.00043382i
0.002424-6.8915e-05i,0.0012579-0.00094345i,0.0012088-0.0017116i,0.00022608-0.001007i,-0.001582-0.00012585i,-0.0012511+0.00093916i,0.00020252+0.001328i,0.0010821+0.00038411i,0.00015091+0.00047856i,-0.0014066+0.00072869i,-0.0013827-4.8568e-05i,-0.00085705-0.00042799i,-0.00061799-0.0003177i,-0.0004565-8.9932e-05i,-2.0668e-06-9.9445e-05i,-2.7765e-05-0.00050134i,4.3624e-05-0.00044064i,6.5546e-05-7.7752e-05i,0.00053881+0.00014922i,0.00049935+9.4929e-05i,0.00024519+0.00043289i,-5.5262e-05+0.00058604i,-0.00022359+0.00016702i
-0.0014279+5.3383e-05i,-0.0020288+0.00029803i,-0.0012837+0.00014979i,-0.00024407-0.00026743i,-2.23e-05+0.00079372i,-0.00015585+0.0018757i,-0.00029267+0.00065302i,-0.00085512-4.6014e-05i,-0.0010527+0.00012679i,-0.0011764+1.247e-05i,-0.0011504-3.4465e-05i,-0.00046753-7.4679e-06i,-0.00012007-0.00016662i,-0.00044015-0.00036456i,-5.4038e-05-0.00045884i,0.0006842+7.4931e-05i,0.0004707+0.00050337i,0.00033745+0.00021581i,-0.00039514+0.00029435i,-0.0014508-0.00025197i,-0.0015428-0.00091113i,-0.00061016-0.00099973i,0.00040072-0.0011016i
0.00045521+0.00084224i,0.00036046+0.00092314i,0.00011973+0.00030039i,-2.5143e-05+2.476e-05i,-3.982e-06+0.00017041i,-0.00024091+0.00013202i,-0.00070604+0.00067792i,-0.00076411+0.0012715i,-0.00043888+0.00097953i,-0.0005281+0.00097169i,-0.0011663+0.0007783i,-0.0011179+4.688e-05i,-0.0002812-7.5451e-05i,0.00013831+0.00028114i,-0.00056136+0.00093527i,-0.00080605+0.00055316i,4.4416e-05+0.00026839i,0.00084162+0.00045165i,0.00083557+0.00028547i,0.00067066-0.00012728i,0.0011786+0.00013367i,0.00070931+0.00063406i,-0.00037786+2.4073e-05i
-0.0013944-0.00028635i,-0.001175+0.00024514i,-0.0017121+0.00098812i,-0.0012304+0.00052204i,-0.00022354+0.0005895i,0.00013618+0.00144i,0.00035882+0.001132i,-5.1064e-05+0.00020995i,-0.00015137+0.00032922i,7.9326e-05+0.00027248i,-0.0001673-0.00040947i,-0.0007988-0.0010471i,-0.00049582-0.00083154i,-0.00029122-0.00086752i,-0.0006461-0.001574i,-0.00036378-0.0012564i,0.00016472-0.00065308i,0.00065547+3.8254e-05i,0.00099879+0.00044849i,0.00048729-0.00012888i,-0.00058061-2.2591e-05i,-0.00075088-0.00022658i,-0.00072578-0.001011i
0.00076972-0.0011074i,-0.00023603-0.00065034i,-0.00059098-0.0005499i,-0.0014405+0.00012388i,-0.0020196+0.00097582i,-0.0012007+0.0012408i,-0.00012622+0.00094411i,0.00024036+0.00038114i,0.00037461-0.00025802i,-0.00057298-8.6817e-05i,-0.0016584-0.00020864i,-0.0017112-0.000143i,-0.0012246-0.00032906i,-0.00032137-0.00029475i,-0.00015325-0.00062055i,-0.00020137-0.001048i,-6.0584e-05-0.00055662i,0.00023407-0.00066497i,0.00025278-0.00095992i,0.00027203-0.0004605i,-9.7203e-05+0.00033567i,-0.0004202+0.00027409i,-0.00027909-9.1697e-05i
0.00092947+0.00050122i,0.00016305+0.00052866i,-0.00030142+0.00046931i,-0.00033995+0.00073041i,-0.0008538+0.0006926i,-0.00061243+0.00060003i,-6.4094e-05+0.00046661i,-0.00053748+5.2699e-05i,-0.0011324+0.00040552i,-0.0010589+0.00055389i,-0.00070051-0.00021754i,-0.00024583-0.00024648i,-5.5481e-05-0.00059621i,4.9482e-06-0.00052548i,-0.00014596+0.00013348i,5.0803e-05-0.00026036i,0.00050327-0.00046591i,0.00088915+0.00035793i,0.00071668+0.00034083i,0.00049936-0.00057983i,0.00012197-0.00087701i,-0.00015178-0.00077541i,-9.0228e-05-0.0010386i
-3.4728e-05-0.00056293i,-0.00055415-0.0023882i,0.00023561-0.0019673i,0.00027373-0.00029651i,-0.00048963+0.00046239i,-0.00032211+0.00039296i,-6.0043e-05+0.00038292i,-0.00046985+0.00036355i,-0.00086851+0.00030748i,-0.00079671+0.00083233i,-0.00022937+0.0012235i,0.00034133+0.00049375i,-0.00062939+7.6371e-05i,-0.00137+0.00031722i,-0.0013453+0.00039351i,-0.00083365+0.00041284i,-0.00024573+0.00060273i,-0.00053748+0.00055818i,-0.00026666+0.00019895i,0.00031971-0.00035773i,0.00025648-0.00039657i,-4.6491e-05+0.00025673i,0.00026951+0.00029583i
0.00069132-0.0003694i,0.0012771-0.00022382i,0.00051092+0.00047103i,-0.0005523+0.00066101i,-0.00055116+0.0004564i,-0.00040314+0.00044254i,-0.00018736+0.0003731i,8.4855e-05+0.00032934i,-0.00022076+0.0007165i,-0.00070854+0.0014032i,-0.00083634+0.00060752i,-0.00080888-2.5428e-05i,-0.00063444-6.0746e-05i,-0.00072905-7.8439e-05i,-0.0008952-0.0003485i,-0.00027909-5.2193e-05i,8.3894e-06+0.00053987i,7.8203e-05+0.00048717i,0.00035741+0.00018959i,0.00026428-0.0003368i,0.00041936-0.00020521i,0.00087935+0.00056698i,0.0010382+0.00080767i
-0.0014513+0.00057797i,0.00062992+0.0002766i,9.8495e-05+0.00083476i,-0.00027449+0.0012145i,0.00044606+0.0018236i,0.00074472+0.00074824i,0.00019072-0.00040139i,-0.0013558+0.00011439i,-0.00139+0.0015742i,-0.001133+0.0020026i,-0.00034487+0.00093384i,0.0003687-5.0828e-05i,-0.00061325-0.001611i,-0.0015337-0.0021443i,-0.00082905-0.00073005i,-0.00027393-4.0659e-05i,-0.00074278+8.6812e-05i,-0.00064306+0.00025459i,-0.0001582-0.00077921i,0.00017135-0.0015934i,6.3376e-05-0.0012162i,-0.00012485-0.0002067i,-0.00013957+2.7661e-05i
0.0012023-0.00059972i,0.00049888+0.00011056i,-0.0010726+0.00056645i,-0.0018473+0.001185i,-0.001245+0.0010293i,-0.00019328+0.0013158i,-0.00014645+0.00099018i,-0.00051981+3.5622e-05i,-0.0013394-0.00036202i,-0.0014334-0.00016073i,-0.00084579-6.7298e-05i,-0.00036527-0.0013185i,-0.0001114-0.0014308i,-0.00032496-0.00032437i,-0.00082922+1.9537e-05i,-0.00053535+0.00038119i,1.7713e-05+0.00081679i,-0.00011107-8.2555e-05i,-0.0007011-0.00088701i,-0.00051437-0.0009438i,-0.00054499-0.00021823i,-0.00047685-0.00012039i,6.4654e-05-0.00021043i
-0.0015961+0.00048404i,-0.0021474+0.00097198i,-0.0011503+0.00088091i,-0.00029058+0.00042667i,-8.2229e-06+0.00057525i,0.00020912+0.0006685i,0.00022507+0.00090151i,-0.00071558+0.00022371i,-0.0015978+4.8631e-05i,-0.0012876+0.00053034i,-0.0012619-0.00032519i,-0.00093716-0.00077261i,-0.00083069-0.00021353i,-0.0006384-2.2146e-05i,-0.00039884+2.5137e-05i,8.7104e-05+4.7228e-05i,-0.00053817+0.00061488i,-0.00068171+0.0015952i,-4.1211e-06+0.0015713i,0.00032607+0.00084422i,0.00012858-1.9309e-05i,-8.4911e-06-0.00057659i,-0.00028165-0.00011894i
0.0019889+0.00026343i,0.0024587-8.6405e-05i,0.0024781+0.00055197i,0.0016394+0.00013393i,0.00028995-0.0013565i,-0.0010746-0.00075262i,-0.0010252+0.0005864i,5.845e-05+0.00092898i,-6.5161e-05+0.00085265i,-0.00049822+0.00051774i,-0.00046867+0.00040049i,-0.00057476+0.00050263i,-0.00064435+0.00023612i,-0.00031831+0.00025309i,0.00021028-0.00044817i,0.00095653-0.00063967i,0.00063921+0.00020766i,0.00021138+0.00011341i,5.9203e-05+0.00011607i,-0.00053964+0.0005755i,-0.00017819+0.00011671i,0.00028842-9.6309e-05i,0.00010111+0.00060785i
0.00048806+0.00034603i,-0.00083427+0.0010357i,-0.0017147+0.00051368i,-0.0010794+4.8778e-06i,-2.0157e-05+0.00093016i,-0.00036492+0.0017131i,-0.00077698+0.0010854i,-0.000622+1.3713e-05i,-0.000378-0.00053747i,-0.00038476-0.00019809i,5.1165e-05+3.8575e-05i,-9.7692e-05-0.00027988i,-0.00091702-0.00040727i,-0.00096791-0.00030228i,-0.00036061-0.00012715i,0.00018646-0.0001431i,0.00025805-0.00026986i,0.00010971+0.00023686i,0.00043966+0.00045822i,0.00068013-0.00011246i,0.00013713-0.00065671i,-8.8829e-05-6.3977e-05i,-0.00045405+0.00075484i
-2.8999e-05+0.00092052i,-6.3498e-05+0.0010985i,-0.00010965+0.00037909i,0.00044714+0.00022397i,0.00074302+0.00077571i,0.00075502+0.00098317i,0.00035982+0.0010294i,-0.00071278+0.00041903i,-0.0014689-6.7267e-05i,-0.00090184+0.00050704i,0.00013902-7.8417e-05i,0.00024419-0.00045828i,-0.00043565+0.000216i,-0.001391+0.000663i,-0.0013877-0.00014033i,0.00044376+2.5333e-05i,0.0014298+0.0010917i,0.00065228+0.0007487i,-0.00027822+0.0001237i,-0.00044989-8.9227e-05i,-0.0001896+9.3441e-05i,-0.00048004-0.00027766i,-0.00045101-0.00023052i
3.1406e-06-0.00099757i,-0.00067511-0.0010789i,-0.0012823-0.00074801i,-0.0018567-0.00022078i,-0.0014462+0.00053102i,-0.00046446+0.0010872i,-4.7739e-05+0.00045996i,-0.00058249+0.00043577i,-0.00090715+0.00042476i,-0.00092043+0.00014231i,-0.00023025+0.00080623i,0.00039357+0.0011734i,-0.00033922+0.00059219i,-0.0012624-0.00032427i,-0.00047186-0.0005761i,0.00075333+0.0001338i,-5.45e-05+0.00072673i,-0.00043264+0.00059992i,0.00016026-0.00013047i,0.00040489-0.0001846i,0.00033918-7.0197e-05i,-1.9887e-05+0.00024338i,-9.5457e-05-4.4474e-05i
-7.5555e-05-0.00046098i,-0.00046923-0.00088018i,-0.0010975-0.00032368i,-0.0015618+0.00037374i,-0.0014378-0.00012093i,-0.00028505-0.0003024i,0.00010399+0.00019881i,-0.0012219+0.0002652i,-0.0012876-0.00034322i,-0.00029513+5.2688e-05i,0.00018467+0.00077614i,7.3429e-05+0.00041501i,0.00027386-0.00068344i,-0.00029611-0.00026995i,-0.0011722+0.000442i,-0.00058076+0.00029615i,-0.00020952-0.00055227i,-2.2315e-05-0.00094852i,0.00053042-0.00044014i,0.00098979-1.0747e-05i,0.00079591+0.0002979i,0.00034376-0.00017884i,0.00038797-0.001115i
-0.00053031+0.00060957i,-0.00035004+0.0010211i,-0.0016857+0.0010272i,-0.0019493+0.00061315i,-0.00093795+0.00060872i,-0.0010378+0.0010464i,-0.00046271+0.00079726i,-0.00062878+0.00083527i,-0.0016419+0.0010499i,-0.0009337+0.0011152i,-0.00045788+0.0011095i,-0.0011346+0.00074874i,-0.0017775-0.0002834i,-0.0018487-0.00043211i,-0.0015483+8.9053e-05i,-0.0013914-0.00015372i,-0.00091388-0.00028003i,-2.8053e-05+0.00057754i,-0.00037832+0.00091737i,-0.00029218+0.00070778i,0.00055075+0.00021263i,-4.5269e-05-0.00054155i,-0.00059223-0.00049609i
0.0011816-0.0001572i,0.0008804-7.0445e-05i,-0.00058213-0.0005612i,-0.00070775-0.0010033i,0.00042287+8.3461e-05i,-0.00072783+0.00094927i,-0.0010342+0.00044497i,0.00038601+0.00030441i,0.00040375+0.00076686i,-0.00057827-0.00014344i,-0.001064-0.0010463i,-0.0013059-0.0011796i,-0.00096039-0.0011047i,-0.00057347-0.00084921i,-9.9388e-05-0.00037887i,0.00025093+0.00071138i,0.00013396+0.00061672i,5.865e-05+0.00018635i,0.00044066+0.00055983i,0.00026755+0.00071293i,-0.00028915+0.00083698i,-0.00039165+0.001138i,-0.0010887+0.0008959i
3.9282e-05-0.00032435i,-0.00012406-0.00085083i,-0.00027915-0.00037908i,-0.00010934+0.00039231i,0.00034381+0.00026929i,0.00018165+0.00059299i,3.1817e-05+0.00049657i,-2.1673e-05+0.00056594i,-0.0001675+0.00039415i,-8.4123e-07-0.00041188i,-0.00022576-0.00059099i,8.8606e-05-0.0001006i,0.00092122+0.00021541i,0.00097728+0.00026496i,0.0003694+6.5304e-05i,-0.000554-0.00022158i,-0.0006117-7.6914e-05i,0.00018375-1.6079e-05i,0.00075364-0.00020633i,0.00022204+0.0001316i,-0.0005722+0.00019811i,-0.00072684-0.00010496i,-0.00041187-0.0002428i
0.00068598-0.00089682i,6.5954e-05-0.0007902i,-3.3454e-05-0.0011891i,-0.00049245-0.00067046i,-0.0016533+0.00012829i,-0.0018701+0.00065001i,-0.0010041+0.00079705i,-0.00056864+0.00059218i,-0.00041984+0.00012418i,-0.00054658-0.00034408i,-0.00086692-0.00090195i,-0.0010498-0.0010464i,-0.00075034-0.0010895i,-0.00036934-0.00065056i,0.00036921-0.00053423i,0.00066953-0.00042196i,8.0325e-05-0.00019563i,0.00027131-0.00035492i,0.00053497-0.00017824i,0.00039834-0.00067414i,0.00066714-0.00071559i,0.00060802-0.00028514i,0.00010263-0.00038999i
0.0011251+0.00032989i,5.6001e-05-2.3857e-05i,-0.00048085+0.00011524i,-0.000472-0.00071853i,-0.0001999-0.0007502i,-0.00042933-0.00012274i,-0.00067118+0.00020961i,7.5763e-05+0.00096848i,0.00022024+0.0016799i,-0.0002865+0.0016062i,3.9736e-05+0.00098207i,0.00045595+0.00059296i,-0.00011498+0.00051839i,-0.00050532+0.00057395i,-0.00056237+0.00027688i,-0.00032064-0.00061001i,0.0002319-0.00062931i,2.5955e-05-0.00019194i,-0.00047499+0.0003921i,-0.00053236+0.00067199i,-6.7994e-05+0.00042641i,-7.757e-05+0.000163i,-6.5557e-05+0.0002991i
-0.00045354-0.0015768i,-0.00068691-0.0012512i,-0.0017713-0.0011953i,-0.0029076-0.00052946i,-0.0016482+0.00088304i,-0.0010882+0.0015225i,-0.00055082+0.0011473i,9.239e-05+9.548e-05i,0.00015225-0.00065069i,-0.000646-0.00023374i,-0.0017248+0.00024211i,-0.0014935-7.0498e-05i,-0.00016909-0.00056814i,0.00021852-0.0007116i,-0.00015711-0.00048847i,-0.00020497+2.278e-05i,0.0001744+0.00056163i,0.00056124+0.00059333i,0.00027438-9.4142e-05i,-0.00050589-0.00074179i,0.00011253-0.0007077i,0.0012216-0.00024413i,0.00080859-1.0663e-05i
0.0018348-0.00073176i,0.0017656-0.00098276i,0.0013149-0.001513i,0.00037291-0.0015387i,4.0142e-05-0.0011004i,-0.00086079-0.00035499i,-0.00062955+0.00021234i,-0.00028977+0.00014997i,-0.00077182-0.00045047i,-0.00042187-0.0010554i,-0.00039589-0.0010119i,-0.0010101-0.0002805i,-0.00096581+0.00034503i,-0.00046507+0.0011812i,7.4365e-05+0.00074363i,9.6279e-05-0.00016437i,-0.00038578+3.3183e-05i,0.00022961+0.00076046i,0.00082856+0.00063147i,-1.054e-06-8.4724e-05i,-0.00015749+0.00010021i,0.00021373+0.00046568i,-0.00044506-0.0002549i
0.0004213-0.0015979i,0.00011209-0.0015777i,-0.0019212-0.00036054i,-0.0034672+0.00084399i,-0.0035034+0.0013718i,-0.0021205+0.0015921i,-0.00074284+0.0015537i,-3.0224e-05+0.00085236i,6.3416e-05+3.7012e-05i,9.5e-05-8.6092e-05i,0.00039575+0.00024365i,0.00013315-6.7699e-05i,-0.00023501-0.00083771i,-0.00015473-0.00044059i,5.2034e-05-2.4253e-05i,-4.0835e-05-0.00098195i,0.00020499-0.0012519i,-5.5945e-05-0.0010198i,-0.0007951-0.0015647i,-0.00019928-0.0017447i,0.0005828-0.00060107i,0.00027777+0.00057662i,0.00014829+0.00010115i
-0.0014601+0.0020858i,-0.0010961+0.00094518i,-9.8611e-05+0.0012255i,0.00051655+0.0013118i,0.0014902+0.00080861i,0.0013506+0.00075603i,0.00053916+0.00036999i,-0.00013513+0.00091694i,-0.0005784+0.0015357i,-2.3683e-05+0.0014619i,0.00031438+0.0001077i,-0.00055017-0.0010207i,-0.0013285-0.00078645i,-0.0016497-0.00010297i,-0.0018308+1.4808e-05i,-0.00094603-0.0002622i,-0.00011602-0.00032779i,-0.00021626+0.00025414i,-0.00070234+0.00069542i,-0.00031392+0.00031072i,-0.00013353-5.2726e-05i,0.00010247-0.00022549i,-6.6645e-05+0.00024258i
0.00013385-0.0005956i,-0.00091774+0.0006764i,-0.0020079+0.0012864i,-0.0011884+0.0013013i,-0.0011194+0.0016362i,-0.0012105+0.0019504i,0.00028968+0.00090591i,0.00068122+0.00015212i,-0.00024329-6.7814e-05i,-0.00041427-7.1588e-05i,-0.00030072-2.8955e-05i,-0.00012025+0.00010646i,0.00014557-0.00034227i,9.5901e-05-0.00071508i,0.00022196-0.00015141i,8.3014e-05+0.0001595i,-8.5218e-05+0.00024623i,-0.00048086+0.00028512i,-0.00048488-0.00039664i,0.00013685-0.00078328i,0.00040367-9.0171e-05i,0.0006767-0.00029031i,0.00044148-0.00061955i
0.0013042+0.0011903i,0.00028429+0.000368i,-0.00045981-0.00075761i,-0.0014326-0.00066286i,-0.0021186+0.000107i,-0.0019397+0.00033298i,-0.0011897+0.00058769i,-0.00076208+0.00087109i,-0.00025348+0.00026989i,-0.00051038-0.00035878i,-0.00066122-0.00042243i,-0.00045688+3.2316e-05i,-0.00089237+0.00025238i,-0.00084008+0.0011537i,-0.00023021+0.0010001i,-0.00026668+0.00041193i,-0.00016026+0.00010169i,-0.00020283-0.00039048i,0.00011687-0.00033055i,2.1275e-05-0.0010462i,-0.00025225-0.0017055i,0.00011006-0.000852i,0.0003973-0.00076414i
0.00086366-0.0019622i,0.00028687-0.00095996i,0.00054458+0.00024671i,-8.3651e-05+0.00076901i,-0.00093826+0.00078347i,-0.00050319+0.00089158i,-0.0003108+0.00091325i,-0.00034043+0.00060395i,-0.00097221+0.0005349i,-0.0020248+1.8665e-05i,-0.0017628-0.0005913i,-0.001179-3.5718e-05i,-0.00050731-8.8253e-05i,-8.0048e-06-0.00014658i,-9.4049e-05+0.00030148i,7.3497e-05-0.00014225i,-0.00046987+0.00017467i,-0.0012356+0.00093929i,-0.00019163+0.00029004i,0.00038623-0.00033183i,-0.000483-0.00051327i,-0.00032487-0.00028916i,8.7802e-05-0.00030948i
