-0.0017543+0.0019123i,-0.0018644+0.0010726i,-0.001512+0.00055574i,-0.0011243+0.00017655i,-0.0011772+0.00090993i,-0.0015945+0.0015616i,-0.00067104+0.0014993i,0.00037239+0.0013909i,0.0003081+0.00096481i,0.00028573-0.00021174i,0.000986-0.00088069i,0.0010497-0.00097277i,0.00051246-0.0007882i,-3.783e-05-0.00054589i,4.9772e-05-7.7431e-05i,0.00010795+0.0001024i,-0.00033712-0.00021269i,-0.00011724-0.00040375i,0.00017421-0.00019366i,-0.00017569-0.0002057i,0.00073069+2.9068e-05i,0.0011078+0.00035016i,0.00025039+0.00052131i
0.0016384+0.00056355i,0.0025473+4.7614e-05i,0.0026839-0.00035994i,0.002447-0.00016282i,0.0019418+0.00042297i,0.0012567+0.00056858i,0.00096884+0.00096716i,9.2785e-05+0.0012294i,-0.0010382+0.00017136i,-0.00094685-0.00049879i,-0.0006894-9.4051e-05i,-0.0010334-0.0006789i,-0.0012194-0.0007436i,-0.000934+9.8688e-05i,-0.00044423+0.00038892i,-0.00014019+0.00041401i,-0.00070816+5.0356e-05i,-0.00049036-0.001008i,0.00017343-0.0013013i,-0.00031946-0.00062868i,-0.00094501-0.0004226i,-0.00082676-0.00036651i,-0.0004266-0.00046452i
4.3544e-05+0.00022413i,-0.00099308+0.00041736i,-0.0010321+0.00041049i,-0.0010003+0.00056273i,-0.00080002+0.00019569i,-0.00060384+6.8131e-05i,-0.00017889-0.00084345i,0.0002831-0.0011117i,-0.00030178-8.7889e-05i,-0.0012287+0.00048629i,-0.0011345+0.00027084i,-0.00043069+0.00045091i,-0.0010061+0.00033188i,-0.0013928-9.5592e-06i,-0.00080037-0.00056427i,-0.0003218-0.00046424i,0.00025846+8.2609e-05i,-1.7123e-05+6.4931e-05i,4.4953e-05-5.0104e-05i,0.00044696-0.00010464i,-0.0005059-0.00018863i,-0.0015305-0.00088888i,-0.0010597-0.00050399i
0.00034899+0.00052834i,0.00032737+0.00074916i,0.00015454+0.00036185i,0.00086622-0.00042546i,0.0013876-0.001166i,0.0013255-0.00069204i,-0.0003254-0.00014429i,-0.00064478-0.00035039i,-0.00034338-5.5358e-05i,-0.0011946+0.0002312i,-0.0015706-8.7733e-05i,-0.00078194-0.00059818i,-0.00052194-0.00090244i,-0.0010435-0.00053977i,-0.00064565+0.00058098i,-0.00044252+0.00060059i,-0.00043725-0.00065149i,4.4953e-05-0.00096922i,-4.9646e-05+0.00035672i,0.00013582+0.0016612i,0.00043472+0.0011661i,1.1728e-05+0.00064302i,-0.00057653+0.000693i
0.00083121-0.00099613i,-3.4912e-06-0.00088106i,-0.00032176-0.00097284i,-0.00017235-0.00096344i,0.00022394+0.00041328i,0.00061617+0.0013698i,0.00055625+0.0011303i,-0.00022347+0.00071704i,-0.001638+0.00032642i,-0.0022254-0.00042178i,-0.0014849-0.0005025i,-0.00024224-2.1558e-05i,0.00037151+6.7197e-05i,-0.00027006+0.00049854i,-0.00071759+0.00084291i,-0.00070678+0.00013251i,-0.00066742-0.0005722i,-0.00047964-0.00036786i,0.00025917-0.00032885i,0.00059672+5.7629e-05i,-0.00035592+0.00081333i,-0.00048491+3.7499e-05i,0.00019875-0.00098958i
0.0010014-0.0019768i,0.001548-0.0010468i,0.00063689-0.0006734i,-0.0014681-0.0014834i,-0.0017452-0.00037133i,-0.00021427+0.0010086i,0.00059101+0.00021021i,-0.00033909-6.9363e-05i,-0.0012269-0.00029014i,-0.0015593-0.00059399i,-0.0016026-0.00024368i,-0.0011786+0.00036785i,-0.00087295+0.00030569i,-0.00083788-1.1877e-05i,-0.00074189-0.00029291i,5.1874e-05-0.0003201i,0.00036628+0.00059753i,0.0001576+0.0007787i,0.0002635+0.00027577i,0.00043818-0.00072735i,0.00039165-0.00081525i,-0.00012137+0.00027745i,-0.0007372+0.00012863i
-0.0033875-0.00095796i,-0.0026526+2.4452e-05i,-0.0023426+0.00090169i,-0.0017491+0.0011066i,-0.00057642+0.0010382i,0.0001307+0.0011022i,1.3696e-05+0.00021043i,-0.00047673-0.000436i,-0.0013564-0.0010595i,-0.0013662-0.00060039i,-0.00116+0.00071176i,-0.00058786+0.00075264i,-0.0003595+0.00019884i,-0.00037827-0.00036515i,-0.00013457-0.00080021i,4.089e-05-0.00022657i,-0.00043488+0.000249i,-0.00055339+0.00034189i,-1.7511e-05+0.00074422i,8.2423e-05+0.00050197i,-0.00037399-0.0002205i,-0.00048637-0.00084377i,-0.00015902-0.00078764i
-0.00085849+0.00016026i,-0.00050004+0.00011054i,-0.0005814-0.00022451i,0.00022691-0.00059885i,0.0017593-0.00041556i,0.0017456-0.00060346i,0.00076318-0.0011917i,-0.00025434-0.00067182i,-0.00066682+0.00042958i,-0.00062409+0.00037804i,-0.00058554+0.000334i,-5.7611e-06+0.00057441i,0.00095036+0.00033619i,0.0010188+0.00089321i,0.0005145+0.00098145i,1.6596e-05-4.5462e-05i,0.00059267-0.00041172i,0.0011833-0.00024282i,0.00082322-1.1311e-05i,0.00071674+0.00018288i,0.00062998+0.00013557i,0.00051567+0.00024361i,0.00028302+0.00020909i
0.00047994+0.0021855i,0.0018405+0.0021271i,0.0021898+0.0031499i,0.001424+0.0027582i,0.0011383+0.00084695i,0.00094302-0.00026025i,9.7383e-05-0.00022679i,-0.00077318+0.00031201i,-0.00074908+0.0004778i,-0.00055221-9.0479e-05i,-0.00089198-4.0009e-05i,-0.00066021-0.00038304i,-0.00069881-0.0010948i,-0.0011961-0.00043417i,-0.00065973+0.00017457i,-0.00058506+0.00020432i,-0.00027372-0.00039324i,-0.00045985-0.00069097i,-0.00073054-0.00023274i,-0.00026962-0.00018144i,0.00011084-0.00054044i,0.00010695-8.9557e-05i,-0.00042598+0.00016874i
-0.0022654+0.00020648i,-0.0015966+0.00097801i,-0.0021696+0.0016108i,-0.0017042+0.0016374i,-0.00013037+0.0022028i,0.00062407+0.00096268i,0.00049131-0.0010278i,-0.00043516-0.00096235i,-0.00094922-0.00013488i,-0.00099451-0.00037485i,-0.0011795-0.00045569i,-0.00046834-0.00048646i,0.00032208-2.2137e-05i,-0.00028735+0.00052521i,-0.00067667+0.00094122i,-0.0004027+0.0011163i,-9.108e-05+0.0008891i,-0.0002742+0.0002224i,-0.00025236-0.0007193i,0.00024877-0.00097467i,0.00019402-0.00084267i,-0.00036264-9.9777e-05i,-0.00044318-9.587e-05i
-0.00055833+0.00031918i,-0.00029825+0.00090765i,-0.00024596+0.0014318i,0.00027311+0.00082816i,0.00054024+0.00075493i,0.00094126+0.0012825i,0.0012095+8.9183e-05i,-7.7508e-05-0.00046384i,-0.0015998+0.00022466i,-0.0019742+0.00012002i,-0.00099953-0.0003401i,-0.0005606-0.00054443i,-0.0013546-0.00090481i,-0.0014679-5.56e-05i,-0.00045158+0.0012463i,-0.00023975+0.00098278i,-0.00071334-0.00040468i,-0.00040159-0.00035845i,0.00039514+0.00016262i,0.00086386+0.00025594i,0.0011154+0.00048046i,0.0012569+0.00065296i,0.0004101+0.00069512i
0.00081588-0.001828i,0.00077944-0.0010847i,0.0011112-0.0010503i,0.00054209-0.00078677i,2.4133e-05-0.00037586i,-8.3558e-05-0.00045123i,0.00026155-0.00066114i,-0.00058215-0.00052131i,-0.001915-0.00092606i,-0.001835-0.001134i,-0.0013779+0.00041703i,-0.0010908+0.0016903i,-0.00086379+0.0016579i,-4.3675e-05+0.00092714i,0.00047512+0.00012605i,0.00035265-0.00011212i,0.00091581+0.00011054i,0.0010077+0.00060431i,0.00027488+0.0002085i,-0.00049924-8.9451e-05i,-0.0006555-4.3438e-05i,0.00024223+0.00043475i,0.00024004+0.00093481i
0.00038767+8.3914e-05i,-0.00037014-0.00042978i,-0.00051293+0.0008189i,-0.00042986+0.0018029i,-0.00040385+0.0016782i,-9.1124e-05+0.00039865i,0.00037515-0.00077414i,0.00023635-0.0011258i,-0.00030544-0.00045443i,-0.00036121+0.00019074i,-0.00039651-8.4495e-05i,-4.2401e-05+5.7983e-05i,6.0992e-05+0.00030067i,-0.0008527+0.00015939i,-0.00041954+0.0011699i,0.00044937+0.0014788i,0.00048326+0.00051877i,0.00039042-0.00010078i,-0.00046865+4.588e-05i,-0.00069329+4.9376e-05i,-0.00047211-0.0001454i,-0.00033854-3.6115e-05i,0.00018856+0.00011394i
-0.0013936-0.0001039i,-0.00023854+0.00080519i,0.00040146+0.0012959i,0.0012452+0.0010858i,0.0020034+0.00030538i,0.0018568+0.00037607i,0.00087008+0.0011508i,-0.00085753+0.00042638i,-0.0015425-0.00020989i,-0.0013873-0.00012555i,-0.0010039-0.00077858i,-0.00049295-0.00030286i,-0.00033264+0.00043501i,-8.574e-06+0.0004174i,3.4025e-05+0.00058486i,0.00014782+2.6098e-05i,0.0002836-0.0004686i,-0.0001748+0.00039938i,-0.00083427+0.0005604i,-0.0010579-7.8852e-05i,-0.0011406-0.0003486i,-0.00057415-0.00043529i,0.00051596-0.00036298i
-0.00071226+0.00047879i,-0.00016809+0.00047634i,0.00091003+0.00061602i,0.0016855+0.00028261i,0.0014914+9.8102e-05i,0.00047664-0.00054562i,-0.00063281-0.00074899i,-0.0016004-7.7545e-05i,-0.0012137+0.00021478i,-0.00073011+6.2234e-05i,-0.0012627-4.4862e-05i,-0.00094536+0.00011246i,-0.00028785+0.00059535i,-9.2182e-05+0.0011212i,-0.00034239+0.0010352i,-0.00053872-5.1205e-05i,-0.00084266-0.00023691i,-0.00049033-0.00015102i,0.00069604-0.00044223i,0.0014469-0.00076432i,0.0010423-0.00046421i,0.00029671-0.00019255i,0.00020905+2.4329e-05i
0.001114+0.00079709i,0.00066056+0.0011098i,0.0021546+0.0016309i,0.0019966+0.0016256i,0.00052234+0.00042802i,-0.00025588-0.00050064i,-0.00075662-0.00047266i,-0.0011266-0.00012913i,-0.0012851+5.24e-05i,-0.00092901-0.00014378i,-0.00084111-0.00024903i,-0.0010524+0.0002421i,-0.00051018+0.00070656i,-0.00035657+0.00021637i,-0.00014408-0.00049328i,0.00064481-9.9851e-05i,0.0010826+0.00067222i,0.00068415+0.00010583i,0.00015141-0.00087434i,0.00011028+5.3605e-05i,-0.00018357+0.00073499i,-0.00051242+0.00024862i,-0.00066236-0.0002419i
0.0011184+0.00061191i,0.00017024-0.0005085i,-0.0004283-0.00096168i,-0.00074677-0.0004785i,-0.00058882-0.00023133i,0.00024274+5.0882e-05i,0.00024385-8.7601e-05i,6.6306e-05-0.00066032i,-0.00024115-0.00011111i,-0.00082077+0.00016647i,-0.00073032-9.606e-05i,-0.00018977+0.00026182i,-6.2581e-05+0.00061108i,-0.00031756+0.0005055i,-0.00032423+0.00033805i,-0.00028585-0.00056962i,-0.00041432-0.00031575i,-0.00047222+0.00045735i,-0.00032921+8.2552e-05i,-0.0007027-0.00016368i,-0.0011792-0.00022714i,-0.0010393+0.00036957i,-0.00020482+0.00060766i
-0.00019302-0.00042583i,-0.00025773-0.00022012i,-0.00045408+0.00067175i,0.00030359+0.00076803i,0.0017782+0.00041653i,0.0018992+0.00082867i,0.00032315+0.0011223i,-0.00080201+0.00040699i,-0.00091523+0.00040416i,-0.0010591+0.00087572i,-0.0013413+0.00037242i,-0.00097267+8.9692e-05i,0.00010108-0.000132i,-0.00017899-0.00027585i,-0.0013229-0.0007039i,-0.00085559-3.1622e-05i,-0.00021569+0.00018748i,0.00036913-4.4056e-05i,4.6178e-05+0.00098589i,-0.00044018+0.00067856i,-0.00052149-0.0005396i,-4.4657e-05-0.00071823i,0.00025224+0.00020111i
0.00083781+0.0015677i,0.00073068+0.0016126i,0.00094961+0.0012483i,0.0010415+0.00080266i,0.00096256+0.0003856i,0.0011952-9.5002e-05i,0.00040582-0.0010179i,-0.00075899-0.00063331i,-0.0013461+0.00018107i,-0.001549+0.0002351i,-0.0010366+0.00025192i,-0.00059482+0.00068634i,-0.00059064+0.00054073i,-0.00047731+0.00074292i,-0.00020736+0.0010792i,0.00013996+0.00068053i,-1.4868e-05+0.00089317i,3.3187e-05+0.00052422i,0.00055828+0.00023439i,0.00025644+0.00037772i,5.8164e-07+0.00041195i,-0.00023458+0.00034148i,2.5698e-05-7.6486e-05i
-0.0014102-0.0012017i,-0.0010518-0.00088174i,-0.00095834+0.0002887i,-0.00080605+0.0012438i,-0.00055574+0.0012505i,6.2894e-06+0.00061722i,-0.00034578-0.00074027i,-0.00037044-0.0011304i,-0.00061253-0.00048127i,-0.00073425+7.5611e-06i,5.4933e-05+0.0006218i,-2.2402e-05+0.00077959i,-0.00057563-0.00032866i,-0.00037394-0.00091514i,0.00017996-0.00032879i,0.0001054+0.00026254i,1.6156e-05+9.9503e-05i,-9.37e-05-0.00026129i,-0.00055744-0.00051977i,-0.00018446-0.00051323i,0.00025635-0.00027493i,0.00021932-0.00063656i,0.00024571-0.0011526i
-9.7352e-05-0.0018969i,0.00016268-0.001441i,-0.00067488-0.00026935i,-9.4975e-05+0.00073377i,0.00062571+0.0014304i,0.00078714+0.001626i,0.00058086+0.0016074i,-0.00015533+0.00067769i,-0.0011236-0.00060687i,-0.0013314-0.00077049i,-0.0015295-0.0005092i,-0.0013545-0.00086467i,-0.0011113-0.00093342i,-0.00092362+0.00039341i,-0.00062981+0.001787i,-0.00066909+0.0011975i,-0.00041816+0.00011301i,-0.00021612-0.0001259i,-0.00031635-0.0001959i,0.00026831-0.00020809i,0.00055521+0.00040638i,-8.1954e-06+0.00091278i,-0.00024596+0.0010977i
-0.0012867-0.00018603i,-0.0015102-0.00028403i,4.0593e-05-4.5788e-05i,0.0019798+0.00015833i,0.0020626-0.00041809i,0.0016481-0.00076401i,0.0010375-0.0011842i,-0.00043346-0.0018455i,-0.0015346-0.0011384i,-0.0018847+0.00050125i,-0.0019236+0.00096599i,-0.0010114+0.00072914i,-5.0577e-05-0.0002263i,-0.00066127-0.00073038i,-0.00096761-0.00012447i,-4.0732e-05+0.00064067i,0.00034417+0.00091601i,-9.8602e-05+0.00094414i,-0.00064186+0.00021176i,-0.0010452-0.00062587i,-0.001107-0.00030487i,-0.00025862-3.382e-05i,0.00079696+0.00036132i
-0.0012762+0.0013584i,-0.0011294+0.00068494i,-0.00094091+0.0015325i,-0.00060337+0.0016699i,-0.00016845+0.00050755i,-3.688e-06-0.00055636i,-0.00037923-0.0011683i,-0.0017062-0.0012466i,-0.0027971-0.00077319i,-0.0032118-0.00067794i,-0.003044-0.00047067i,-0.0023819+0.00021597i,-0.0019038+0.00071903i,-0.0012782+0.0012903i,-0.0010851+0.0014018i,-0.00038845+0.00039079i,0.00054973-0.00046342i,0.001066-0.00035387i,0.00097321+7.7711e-05i,0.00058931-0.00044231i,0.00028936-0.00061807i,-0.00021182+2.5906e-05i,-0.00010393+0.00014751i
4.7519e-05-0.00046109i,7.2594e-06-0.00058145i,-0.000279-0.00089122i,8.2922e-06-0.00061982i,-0.00020126+0.00013136i,-0.00019768+2.5038e-05i,-0.001883-0.0021293i,-0.0050135-0.0037323i,-0.0077242-0.0027388i,-0.0081677-4.7526e-05i,-0.0063691+0.0024881i,-0.0042799+0.0036003i,-0.0026934+0.003267i,-0.00037214+0.0026173i,0.0015033+0.001863i,0.0011636+0.00057944i,0.00036627-0.00061515i,-7.8643e-05-0.00048093i,-0.00076372-0.0002027i,-0.00075802+0.00018059i,-0.00054204+0.00021135i,-0.00038033-6.5548e-05i,0.00018211+0.00052509i
0.0020627+0.0004176i,0.002672+4.1369e-05i,0.0022802+2.3128e-05i,0.0012679-0.00080317i,0.0008158+0.0001949i,0.00039626+0.0018243i,0.0009958+0.0022988i,0.0024655+0.001393i,0.0025966+0.00017347i,0.0012236-0.0013242i,0.0010708-0.0024955i,0.001358-0.0027026i,0.00070995-0.0017144i,-0.00047363-0.00087965i,-0.0018018-0.00056263i,-0.0021667+0.00042552i,-0.00067192+0.00053047i,0.00038049-0.00013359i,0.00010235-0.00067992i,-0.00059717-0.00091187i,-0.00068438-0.00042115i,-0.00022673+0.00046448i,-8.7421e-05+0.0004476i
-3.7598e-06+8.0403e-05i,0.00076835+0.00033566i,0.0015816+0.00084505i,0.00044313+0.00089867i,-0.00035439+0.00068587i,-0.00059794+0.00054394i,-0.00137+0.00063108i,-0.0016302+0.00024404i,-0.00054942-0.00014615i,0.00042608-0.00054031i,0.00029962-0.00020055i,-0.00062539-0.00015264i,-0.00069896-0.0007044i,0.00030521-0.00041458i,0.00037764+0.00080512i,4.6514e-05+0.0007625i,0.00038747+0.00059584i,8.5016e-05+0.00066981i,-2.636e-05+0.00028908i,0.00020063-1.3316e-05i,0.00040416-0.00039346i,0.00052209-7.3047e-05i,-3.5888e-06+0.00084778i
-0.0017522-0.0016395i,-0.0015258-0.0013829i,-0.0012658-1.8857e-05i,-0.00081577+0.00047399i,-0.00040263+0.00074658i,-0.00010467+0.001427i,0.00075085+0.0014975i,0.00079255+0.0011919i,-0.00024506+0.00082329i,-0.00039861+0.00069911i,0.00010687+2.1829e-05i,0.00023134-0.00078068i,0.00025011-0.00096898i,-0.00020033-0.0004309i,-0.0004547-5.6023e-05i,-6.4949e-05-8.3579e-05i,-2.3319e-05-9.8428e-05i,-9.3126e-05+0.00024495i,0.00035067+0.00037476i,0.00076222-0.00037294i,0.00057694-0.00038048i,0.00041096+0.0003604i,0.00016281+0.00056393i
-0.00052193+0.0016641i,-0.00057522+0.0015117i,-0.00019002+0.0013098i,0.0021567+0.0022815i,0.0028234+0.0016322i,0.0015189-0.00030498i,0.00039338-0.0004872i,-0.00033473-7.1822e-06i,-0.00057693+0.00030403i,-0.00053461+0.00057511i,-5.1461e-05+5.0345e-05i,-0.00052517-0.00022682i,-0.0013936-0.00023119i,-0.00072893-0.00033744i,-0.00032855+0.00017722i,-0.0011873+0.00071238i,-0.001387+6.878e-05i,-0.00073997-0.00045159i,-0.0002512+0.00035958i,-0.00010038+0.00052513i,-0.00013274-0.00016273i,-0.00031788-0.00042252i,-0.00076671-0.00074831i
0.0010753+0.00079654i,0.0011773+0.0011414i,0.0019119+0.0012459i,0.0021707+0.00086739i,0.0015673+0.0015501i,0.00044129+0.0013868i,-0.00027622+0.00075742i,-0.0006002+0.00064753i,-0.00059268+0.00048091i,-0.00063873-0.00016322i,-0.00061666-0.00048166i,-0.00083273-0.00029036i,-0.0012229-0.0003062i,-0.0012253+0.00043794i,-0.00097818+0.00097501i,-0.00097308+0.00053803i,-0.00067149+0.00035735i,-3.2842e-05+0.00059597i,0.00050471+0.00056208i,0.00026473+0.00070278i,-0.00059857+0.00047439i,-0.00029951+0.0001878i,-3.5769e-05+0.00037707i
-0.00074053+2.2507e-05i,0.00011445+0.00070653i,0.00017114+0.0015549i,-9.6338e-05+0.001737i,0.00046587+0.00047422i,0.0018492-0.00067919i,0.0021467+0.00021427i,0.00044504+0.00061261i,-0.00071937-0.00013474i,-0.00091641-0.00018394i,-0.00072332+0.00014843i,-0.0004564+4.241e-05i,-0.00090455-0.00035908i,-0.001033-0.00028521i,-0.00052543-0.00024362i,0.00019323+0.00019348i,0.00068198+0.00032922i,0.00032494+0.00037662i,-0.00069414+0.00025262i,-0.0013955+0.00015849i,-0.001722+0.00025037i,-0.0013908+0.00034264i,-0.00052839+0.00061466i
-8.9339e-05+0.0010044i,0.00077977+0.0007136i,0.0017073-0.0013046i,0.0015084-0.0022495i,0.00090562-0.0015529i,0.00080979-7.7136e-05i,0.00042895+0.00048959i,0.00021195+0.00031778i,-0.00058446+0.00031686i,-0.00091645+5.3779e-05i,-0.0008651+0.00012499i,-0.0011882+9.2711e-05i,-0.0014674+0.00032099i,-0.0014412+0.0005838i,-0.0008875+0.00030456i,-0.00098284+0.00038161i,-0.0013497-0.00017448i,-0.00098837+0.00025421i,-0.00048314+0.0012012i,-0.00044169+0.00066806i,-0.00074628-2.6451e-05i,-0.00048259-0.00052573i,0.00031317-0.00073716i
0.0024907-1.0743e-05i,0.0019747+0.00021596i,0.00074354+6.2929e-05i,0.00022012+0.00032278i,0.00089117+0.00046834i,0.0005088+3.7512e-06i,-0.00037182-0.00042542i,-0.00060369-1.0365e-05i,-0.00044095-0.00024149i,-0.00058647-0.0013822i,-0.00075418-0.0011259i,-0.00074031-0.00055385i,-0.00024208-0.00040795i,7.3092e-05-0.00010623i,-0.00020798-5.5128e-06i,-0.00039395-5.2023e-05i,-4.1018e-05+0.00017691i,0.00049886+0.00034411i,0.00043637+0.00023609i,-7.8601e-06+8.4294e-05i,-0.00034466+3.0079e-05i,-0.00061978+0.00017276i,-0.00065466+0.00010802i
0.00054889-0.00040954i,-0.00043964-0.00021964i,-0.0011754+0.00018342i,-0.0013505+0.00022648i,-0.00032847+9.3396e-05i,0.00065119-0.00028176i,0.0006345-0.00064825i,-0.00038327-0.00020877i,-0.00095362-0.00022969i,-0.0012542-4.9443e-05i,-0.0017366-2.9079e-05i,-0.0015872-0.00061444i,-0.00087857-0.00052052i,-0.00054118+0.00040757i,-0.00085428+0.00087363i,-0.00055536+0.00076938i,-0.00030278-0.0001985i,-0.00023578-0.00089812i,-0.00043205-0.00045979i,-0.00054389-3.6625e-05i,-0.00057567+0.00055961i,-0.00047594+0.00084081i,-0.000396+0.00046301i
0.00084266-0.00027139i,0.00086746-0.0015333i,0.0012528-0.002189i,0.0012194-0.0019162i,0.00045481-0.00094235i,0.00012176+0.0011558i,-5.7611e-05+0.0014869i,-0.00037404+0.0006175i,-0.00069364+8.0103e-05i,-0.00080879+8.1185e-05i,-0.00054227-0.00052604i,-0.0009081-0.0009208i,-0.0010792-0.00029204i,-0.00074221+0.00041478i,-0.00028515+0.00073725i,-0.00023572+0.00049311i,-0.00048976-8.0553e-06i,3.1963e-05-0.00062604i,0.00022498-9.2643e-05i,-0.0001175+0.00071267i,-0.00019046+0.00044564i,-0.00064334-0.00028673i,-0.00075118-0.00041482i
-0.00038967+7.039e-06i,-5.952e-05+0.00016776i,0.00077076+0.00060206i,0.0013881+0.00095086i,0.00078305+0.0003436i,0.0006712-0.00046096i,0.0010078-0.00046345i,0.00088919-0.00067367i,0.00084021-0.00045703i,-9.869e-05+1.1561e-05i,-0.0003466-5.258e-05i,-0.00050696-9.9523e-05i,-0.001412-0.00028864i,-0.0011066+0.00019065i,-0.0005437+0.00089601i,-0.00059631+5.9096e-05i,-0.0004199-0.0007861i,-0.00055473-0.00031457i,-0.00062427+0.00017815i,-0.00049628+0.00017673i,-0.00058338-6.0935e-05i,-0.00094247-0.00079409i,-0.00086728-0.00031021i
-0.0018106+0.0011324i,-0.00019462+0.0020703i,0.0003936+0.0024122i,0.00071103+0.0014807i,0.0016871+0.00033767i,0.0024302-0.00054738i,0.0013277-0.00050422i,-0.00068575-0.00021694i,-0.0013149-0.00021598i,-0.00073593+0.00021837i,-0.0003043-0.00014071i,3.6151e-05-0.00052148i,0.00037179-0.00024574i,0.00073786-0.00012378i,0.00029961+0.00037766i,-0.00087506+0.00036458i,-0.00021801+7.3486e-05i,0.00080157+0.00036412i,-0.00019404-0.0004092i,-0.00039264-0.00043296i,0.00012558+0.00045131i,-0.00010509+2.6377e-05i,1.5445e-05-0.0004896i
-0.00036786+0.00072097i,-0.0009929+0.0010277i,-0.00049881+0.0011207i,-0.00034084+0.00041007i,7.0141e-05-8.136e-05i,-6.3421e-05+0.00051922i,-0.00045055+0.00020871i,0.00072906+8.107e-05i,0.00040064+0.00066572i,-0.00062451-0.00063466i,-0.00020015-0.0014582i,-0.00042149-0.00084154i,-0.0015673-0.00043105i,-0.001757-0.00034585i,-0.001243-9.9505e-05i,-0.00075715-0.00010902i,-0.00046154-0.00041637i,-1.4432e-05-0.0006984i,0.00030886-0.00094855i,0.00038071-0.0010769i,0.00015797-0.0011391i,0.00053319-0.00022842i,0.0010833+0.0004839i
0.0017882+0.0019411i,0.0010312+0.0013882i,0.0017474+0.00087575i,0.0021413+2.5752e-05i,0.0013877-0.00091911i,0.00080236-0.001195i,-0.00021651-0.00091431i,-0.0013074-0.00013215i,-0.0017841-0.00014953i,-0.0010711-0.00024336i,-0.00064152-0.00039331i,-0.00079127-0.00088578i,-0.0010129-0.0006969i,-0.00061997-0.00060861i,-0.00013046+7.7994e-05i,-6.1268e-05+0.00099212i,-0.00022926+0.0012745i,-0.00066076+0.0010077i,-0.00037247+0.00046378i,0.00012052-1.8055e-05i,-2.1536e-05-0.00035503i,-0.00016802-0.00029815i,4.8759e-05-0.00044729i
-0.0015972+0.00054233i,-0.001507+0.0015078i,-0.002042+0.0017634i,-0.0014676+0.0014806i,-0.00019872+0.0009822i,0.0015944+0.00053677i,0.001616+0.00029794i,0.00035837+0.00027956i,-0.0010903-0.00027978i,-0.0016939-0.00079951i,-0.0010465-0.00074936i,-0.00049631-0.00048941i,1.3248e-05-5.8701e-05i,-0.00019284-0.00018222i,-0.00029933+8.4588e-05i,-3.8693e-05+0.00034639i,0.00062079-0.00049893i,0.0010686-0.00020322i,0.00075894+0.0006271i,-0.00025223+0.00096574i,-0.0008983+0.00057407i,-0.00043337+0.00048107i,-2.7951e-05+0.00012477i
0.00054842-0.0017668i,0.00041886-0.002046i,-0.00085044-0.0028921i,-0.0019718-0.0022786i,-0.0020173-0.0011075i,-0.0015968-0.00024953i,-0.00055107-3.9746e-05i,0.00022743-0.00053618i,-0.00025409-0.0010606i,-0.0015425-0.0012074i,-0.0019566-0.00044279i,-0.00069268+0.00028052i,-0.00071026+0.00064149i,-0.0012897+0.0003456i,-0.00077513-0.0006047i,-4.5703e-05-0.00081012i,3.5525e-05+0.00018733i,-0.00032653+0.00071016i,-3.1416e-06+0.00049724i,0.0003141+0.001054i,-0.00013442+0.0012606i,-0.00057432+0.00041627i,-0.00026609+0.00010979i
0.00065937-0.00053391i,0.00063096-0.00054991i,0.001346+0.00021834i,0.00194+0.0010164i,0.0013513+0.00066562i,0.00026411+0.00040068i,-0.00038061+5.7392e-05i,-0.00042466-0.00021443i,-0.00010036-0.00062185i,-0.00038637-0.00075786i,-0.00069001-0.00030902i,-0.00026282+0.00032134i,-0.00033752+0.001008i,-0.00064085+0.001351i,-0.00018985+0.0010956i,0.0005436+0.00042965i,0.00072603-0.00021429i,-2.5555e-05-0.0005998i,-0.00054086-0.00094185i,5.1133e-06-0.00083472i,0.0002448-0.00050209i,-0.00011978-0.00060225i,-0.00068957-0.00064371i
0.0020057+0.00061239i,0.0018144-8.1505e-05i,0.00078514-0.0012248i,0.00080011-0.0010444i,0.00052439-0.00036467i,-0.00025763-0.00033284i,-0.00047669-0.00032009i,-0.001333-0.00050872i,-0.0015316-0.00013708i,-0.0012348+0.00083648i,-0.0013437+0.00046779i,-0.0011181-0.00052836i,-0.00092269-0.00082659i,-0.00089526-0.00027354i,-0.00092283-0.00018466i,-0.0011314-0.00043289i,-0.00078221-0.00060314i,0.00039341-0.00049099i,0.00052761-0.00036145i,0.00012095-0.0001325i,0.00023625+0.0011267i,6.6949e-05+0.0011486i,-0.00029508-0.00023625i
-0.00049889-0.00085679i,6.5191e-05-0.00076463i,0.00032074-0.00029605i,-0.00062315-4.6476e-06i,-0.00093626+0.00063066i,-0.00060969+0.0019171i,-0.00017768+0.0017983i,-0.00014768+0.00079426i,-0.00084605-4.2413e-05i,-0.0006508-9.3457e-05i,1.4784e-05+0.00039578i,2.8219e-05+1.8648e-06i,-0.00014249-2.1002e-05i,-0.00027592+0.00080607i,-0.00017358+0.00091202i,3.1882e-05+0.00088746i,0.00019363+0.0010682i,0.00035988+0.0014508i,0.00046719+0.0017536i,0.00017061+0.0011246i,-0.00012625+0.00048009i,-0.00046806+0.00031445i,-0.00019745+0.00012912i
