9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
0.00034246+0.0013946i,0.00054389+0.0011733i,0.00082315+0.00126i,0.00070501-0.00025056i,-0.0001828-0.001506i,-0.0011687-0.00090061i,-0.00124-0.00010206i,-0.00039951+0.00028121i,8.5542e-05+0.00012674i,0.00069199-7.896e-05i,0.0014928+0.00025288i,0.0015824+0.00051487i,0.00088536+0.0012044i,0.00030101+0.001205i,0.00018963+0.00039959i,-0.00022798-0.00029071i,-0.0003212-0.00024923i,1.1287e-06+0.00026878i,0.00083437+0.00050611i,0.001084+9.5673e-05i,0.0004164-0.00046648i,0.00011347-0.00019109i,2.0152e-05-0.00027509i
0.00063016+0.0011499i,0.00081048+0.00079732i,0.0002472+2.0428e-05i,-0.0010893-0.0014485i,-0.0015578-0.0015916i,-0.0013151-0.00042421i,-0.001512-0.00012385i,-0.00073532+0.00027421i,0.00052543+0.00092477i,0.00062981+0.0010062i,0.00014395+0.00092558i,0.00018119+0.00052695i,0.00074317+0.00097286i,0.00079898+0.0013187i,0.0006096+0.00052048i,-0.0001171-0.00025215i,-7.0289e-05-0.00030032i,0.00040659+0.00037741i,0.00063967+0.00045724i,0.00070391-0.00010636i,0.00023441-0.00066658i,-0.00011155-0.00045327i,-0.00021063-0.00017244i
0.00047877+0.00050972i,-0.00010382+0.00044753i,0.00066925+0.0004627i,0.00093992-0.00035395i,0.00031825-0.0010082i,-0.00056628-0.0011558i,-0.00031283-0.00099952i,0.00020836-4.7882e-05i,0.00043871+0.00037071i,0.0005338+0.00089212i,0.00031185+0.00079004i,0.0005753+0.00015066i,0.00036929+0.00016578i,-0.00029142+0.00053006i,2.8344e-05+0.00029149i,0.00071679-9.0554e-05i,0.001091+0.0001533i,0.00084598+0.00015611i,0.00072888-0.00037769i,0.0010836-0.00055532i,0.00080621-0.00051223i,-0.00024903-0.00014282i,1.9903e-05-0.00010787i
0.0011014+0.0024973i,0.00070113+0.0012271i,0.00068373+0.00078405i,0.00087155+0.00043452i,0.00096259-0.00056512i,-5.9381e-05-0.0010463i,-0.00058738-0.0003977i,-0.00048813+0.00074913i,-2.6845e-05+0.0015253i,0.0006764+0.0013054i,0.0013213+0.0011419i,0.00096286+0.001039i,0.00057964+0.00038281i,0.00069589+0.00010919i,0.00051751+0.00043893i,0.00023784+0.00022582i,0.00040546+8.7636e-05i,0.00022677+8.1434e-05i,-0.00011635-0.00037188i,-0.0001486+5.775e-06i,-0.00038831+0.00023171i,-0.00017444-0.00010546i,-2.5131e-06-0.00029566i
0.0016526+0.0018383i,0.0021661+0.0016752i,0.0016846+0.00087356i,0.001366-0.0014163i,0.0011259-0.0017866i,-0.00030662-0.00068982i,-0.0013703-0.00045253i,-0.00063393-0.00043675i,0.00010185-9.1311e-05i,9.975e-05+0.00021316i,0.00040146+0.00012697i,0.0007396-0.00015638i,0.0010472-0.0002177i,0.0017919-0.00013549i,0.001614-0.00043979i,4.4451e-05-0.00023604i,-0.00026402-0.00045263i,0.00072377-0.00068442i,0.0010148-0.00036014i,0.0011418+3.3515e-05i,0.00074322+0.00039626i,-0.0001885+0.00074933i,-0.00048523+0.0005262i
-0.0010852-0.00071514i,-0.0012017-0.00099477i,-0.0015258-0.0002021i,-0.002635+0.00019248i,-0.0025807+0.0004291i,-0.0017744+0.0010082i,-0.0011721+0.0011482i,-0.00012546+0.0011913i,0.00090651+0.0012558i,0.0011509+0.0010687i,0.00091359+0.0010654i,0.00046659+0.0005108i,0.00023606+0.00013891i,0.0010898+0.0004015i,0.0010511+0.000709i,0.00010975+0.00088804i,-0.0001313+0.00029261i,-0.00047801+5.1967e-05i,-0.00076284+0.0003489i,-0.00022315-0.00029564i,-9.8403e-06-0.00070208i,0.00021808-0.00028918i,4.0443e-06-0.00026957i
-0.00014525-0.00046932i,2.051e-05+8.3808e-05i,0.0011771+0.00038089i,0.00043847+0.0001776i,-0.0013702-0.00056257i,-0.00167-0.00078629i,-0.00067478+0.00019782i,0.00015254+0.00060333i,0.00032924+0.00053425i,0.00046043+0.00072332i,0.00029372+0.00041456i,5.8112e-05+0.00014148i,2.1934e-06+0.00021342i,0.00039052+0.0004923i,0.00070267+0.00097786i,0.00058308+0.00096866i,-3.0529e-06+0.00034801i,-8.3476e-05-0.00020632i,-7.7578e-05-0.00021484i,-3.1285e-05+0.0003786i,7.581e-05+0.0003115i,-7.5052e-05-7.1884e-05i,-3.9671e-05-0.0003441i
0.00022503+0.00071475i,0.00031492+0.00059289i,0.00089705+0.00068939i,0.00076415+0.0012789i,8.1995e-05+6.7677e-05i,-0.000182-0.00083815i,-0.00052302+0.00021583i,-0.00027307+0.00080423i,0.00016354+0.00050832i,0.00014412+0.00074231i,-0.0004003+0.00035108i,-0.00036177-0.00058222i,-0.0001318-0.00021009i,-0.00037805+0.00034013i,-0.00041658+0.00041982i,0.00021774+0.00032451i,0.00057458+0.00049987i,6.7266e-05+0.00024024i,0.00042312-0.00059487i,0.00049741-0.00049183i,-0.00013827-0.00017212i,-0.00015908-0.0002172i,0.00024565-4.4113e-05i
0.00034135-0.00028509i,-0.00030869+0.00071043i,-0.00053982-1.5364e-05i,-0.0011815-0.0010376i,-0.00098369-0.00070017i,-0.00090171-0.0009051i,-0.00042064-0.0011734i,0.00034178+1.5449e-05i,0.00045896+0.00018563i,0.00066969+0.00012665i,0.00085351+0.00025331i,0.00080557+4.1439e-05i,0.0012283+0.00049686i,0.00092999-2.7389e-05i,0.00040334-0.00086047i,0.00087195-0.00054593i,0.00051114-0.00031958i,-0.00077806+0.00018102i,-0.001187+0.0010142i,5.4253e-05+0.00047122i,0.00064746-0.00058012i,0.00020361-0.00042507i,-0.00010592+0.00011753i
0.00036124+0.0026411i,0.00037982+0.0019936i,0.0016104+0.0018162i,0.0022169+0.0010965i,0.0011131-1.1894e-05i,-3.9743e-05-0.0010024i,-0.0002556-0.00061875i,-0.00032365+0.00048677i,0.00042236+0.00088i,0.00104+0.00066949i,0.0005317-0.00037679i,-3.4258e-05-0.00084902i,-0.00021379-0.0003842i,5.5412e-05+0.0002548i,0.00024007+1.3964e-05i,4.1578e-05-0.00028778i,-4.4613e-05-0.00027692i,-0.0002161-0.00013733i,-0.00039959-0.00020439i,-0.0003625-0.00066262i,0.00027071-0.00042793i,0.00026076+0.00012525i,-0.00012503+0.00051186i
0.00024607-0.00018966i,-0.00042086+0.0012232i,-0.0001131+0.00088799i,-0.00084234-0.00055757i,-0.0018369-0.0013595i,-0.0024057-0.00079633i,-0.0019405-0.00027714i,-0.00060739+0.00029439i,0.00040627+0.00090481i,0.00030508+0.00078398i,-0.00027623+0.001003i,-0.00066168+0.001208i,-0.00074538+0.00043682i,-0.00067062+0.00016476i,-9.0867e-06-0.00014564i,0.00046782-0.00016065i,0.00024933+0.00053953i,0.00012098+0.00098435i,0.00081062+0.0014205i,0.0013696+0.0010555i,0.0010443+0.00026545i,0.0004384+0.00013618i,7.455e-05+0.00030895i
-0.00084177+0.00010409i,-0.0015255-0.00013542i,-0.0027997+0.00061012i,-0.0033936+0.0006081i,-0.0026607+4.9416e-05i,-0.0012675-0.0003089i,-0.00045831-0.00058385i,0.00044778-0.00031602i,0.00061298+0.00085752i,0.0011622+0.0014129i,0.0013588+0.001151i,0.0007569+0.00085146i,0.00052152+0.00021675i,0.00013731+0.00026947i,0.00015414+0.00045801i,0.00010383+0.00050331i,-0.00026244+0.000299i,-0.00072808+0.00014691i,-0.00087238+0.00023557i,-0.00048946+0.00035593i,0.00010495+0.00021447i,0.00074249+0.00029114i,0.00054486+0.00075963i
-6.8544e-05+0.0008827i,4.2293e-05+0.0013874i,-0.00030333+0.0012509i,-0.00071809-6.4501e-05i,-0.00098996-0.0011964i,-0.00065722-0.0012259i,-0.00049523-0.00086414i,-6.8094e-05-0.00031789i,0.00081486+0.00040678i,0.00037359+0.00096206i,-0.00048668+0.00076335i,0.000205+0.00052302i,0.00032013+0.0010891i,7.8712e-05+0.0013273i,0.00045299+0.00062742i,0.0010695+4.287e-05i,0.0013168+0.00034308i,0.00089383+0.0004459i,-9.4909e-05-6.6396e-05i,-0.00021988-0.00031563i,0.00042226-0.00029923i,0.00059523-0.00077909i,0.00041562-0.00080932i
-0.0013006-0.00025004i,-0.00060229-0.00077181i,-0.00018682-0.00036683i,-0.00042979-0.00018785i,-0.0011067-7.8562e-05i,-0.0014214+0.00019413i,-0.0013311+0.00073578i,-0.0013335+0.00088151i,-0.00059588+0.0012607i,-2.0546e-06+0.0014659i,0.00081131+0.00092741i,0.0012547+0.0001582i,0.00104+0.00073502i,0.00093736+0.0013639i,0.00041742+0.00060536i,-0.00039344+0.00020495i,-0.00039024+9.3125e-05i,5.8687e-06+0.00018462i,8.5562e-05+0.00050659i,-1.4838e-05+0.00012441i,-0.00013692-0.00049333i,-0.00036628-0.00044672i,-0.00055726-0.00060465i
0.00085433-0.00092784i,-5.231e-05-0.0018704i,-0.0011941-0.0037272i,-0.0012963-0.0046509i,-0.0012415-0.0025186i,-0.0011115-0.00021613i,2.6938e-05+0.00052533i,0.00099987+0.0008531i,0.00029591+0.00068837i,-0.00063561+0.00030492i,8.4969e-07+0.00030671i,0.0010082+0.00094892i,0.0014008+0.0012883i,0.00066153-0.0001382i,-0.0004667-0.0002918i,-0.00053691+0.0006711i,-8.7036e-05+0.00078488i,-0.00019683+0.00052355i,-0.00052212-0.00048833i,-0.00023065-0.00046127i,-0.00032148+2.0136e-05i,-2.4613e-05-1.8038e-05i,0.00020218+0.00040105i
-1.4842e-05+0.00057462i,0.00037931-0.00010183i,-0.00031985-0.00042289i,-0.0015255-0.00033939i,-0.0021474+1.2803e-05i,-0.0019056-0.00040372i,-0.00024393-0.00073801i,0.00058664-0.00057098i,0.00022323-0.00054687i,0.00014084+0.00018851i,0.00035836+0.00075337i,5.5579e-05+0.00056485i,-0.00080338+6.4848e-06i,-0.00098116-0.00034728i,-0.00024736-0.00011241i,0.00045457+8.6377e-06i,-3.4859e-06+0.00028777i,-0.00028615+0.0011788i,-0.00015307+0.0015942i,-0.00040788+0.0010201i,0.00031274+2.4084e-05i,0.00090946-0.00039221i,0.00020701-0.00044713i
-0.0015996-0.00035174i,-0.0012524-0.0012387i,-0.0021248-0.0010117i,-0.0017173-0.00016453i,-0.0012121+7.8928e-05i,-0.0010545-0.00066538i,-0.00051414-0.00051481i,0.00011187+0.00034157i,0.00029399+0.0011114i,0.00031834+0.0018378i,0.00043079+0.0012897i,0.00027862+0.00063267i,7.5461e-05+0.001585i,0.00065347+0.0015031i,0.00070656+0.00058337i,0.00012442+0.00047669i,0.00019253+0.00035396i,0.00082201+0.00044686i,0.00070811+0.00020248i,-0.00051696-0.00091426i,-0.00069258-0.00068975i,-0.00021676+1.1218e-05i,0.00047038-0.00026521i
0.00096639-0.00090249i,0.00092008-0.00071241i,-0.00036361-0.0012641i,-0.0018514-0.0019556i,-0.002574-0.0013825i,-0.0023462+4.93e-05i,-0.0011373+0.00050129i,-0.00031199+0.00081614i,0.00055085+0.0012688i,0.00094111+0.0003928i,0.00061708-0.00022856i,0.00078119-7.7415e-05i,3.6782e-05+0.00019804i,-0.0013243+0.00031274i,-0.00075485+0.0001558i,0.00029852+1.8209e-05i,0.00053167-0.00029365i,0.0007104-0.00039825i,0.0010378+5.2581e-05i,0.0009384-0.00051083i,0.00040563-0.00073014i,4.9575e-05-0.00010066i,-0.00032297-0.00053093i
-0.0013839+0.0025066i,-0.0016017+0.0017079i,-0.001425+0.00096671i,-0.001092+0.00047414i,-0.0014557+0.00056359i,-0.0018423-0.00051338i,-0.00092895-0.0007825i,0.00014767+5.1655e-05i,0.00019915+0.00093793i,-0.00064829+0.0013929i,-0.00027743+0.0010189i,0.00077883+0.00067489i,0.0012889+0.00028849i,0.00061202-3.3847e-06i,-0.00081198-0.00061409i,-0.00059018-0.00041079i,0.00050116+0.00039518i,0.00044034+0.00023953i,0.0003233-0.00016843i,-0.00016644-0.0001139i,-0.00081289-0.00046179i,-0.00021493-0.00079781i,0.00012807-0.00039743i
-0.00081376+0.0013842i,-0.0016605+0.00058361i,-0.0021093+0.00037498i,-0.0011976-0.00019502i,-0.00099218+0.00039689i,-0.0010545+0.0010354i,-0.0004817+0.00055721i,-0.00016091+0.0001176i,0.0002471+0.0005857i,0.00037475+0.0013784i,0.00071832+0.0015001i,0.00079877+0.0010154i,0.00068044+0.00046959i,0.00028179+0.00080274i,-2.045e-05+0.00066646i,-0.0001577+0.00026395i,0.00012077+0.00042476i,0.00063398+0.00024281i,0.00061005+5.6699e-05i,3.8471e-05+0.00010397i,-0.0010829+0.00028432i,-0.001601+0.00022332i,-0.0009918-4.7359e-05i
-0.001268+0.00048233i,7.6016e-06+0.0011596i,-0.00082685+0.0021615i,-0.0014943+0.00073096i,-0.00089163-0.00053073i,-0.00096403-0.00047555i,-0.00069289+0.00020606i,-6.2669e-05+0.0013076i,5.7952e-05+0.0018526i,0.00075218+0.0014116i,0.00079164+0.00064507i,0.00034609+0.00044334i,0.00023658+0.00057942i,0.00019787+6.4558e-05i,8.5873e-05-0.00012858i,0.0001528+0.00073944i,0.00035663+0.00087799i,0.0011766-0.00029842i,0.0013372-0.0005611i,0.00094736-0.00052618i,0.00043548-0.00045214i,9.5038e-05-0.00022918i,8.2201e-05-8.5956e-05i
0.00051577-0.00095458i,0.00010473-0.0021059i,0.00025513-0.0024722i,-0.00048819-0.0024732i,-0.0010929-0.0018154i,-0.001572-0.00095543i,-0.0013396-0.00087327i,-0.00049249-7.2256e-05i,0.00014715+0.00068012i,0.00066423+0.00025365i,0.0009608+0.00043424i,0.00012259+0.00093299i,-0.00081986+0.00022647i,-0.00020728-0.00014152i,0.00089852+2.6056e-05i,0.0010513+0.00046799i,0.00067069+0.00041344i,0.00053908+0.00037911i,0.00073175-3.1144e-05i,0.00054901-0.00062359i,0.00028763-0.00075258i,0.00024307-0.00048524i,-0.00056622-0.00015259i
-2.3553e-05+0.00095328i,0.0014267-0.00039785i,0.0012183+0.00097049i,-0.00022312+0.00040922i,-0.0015542-0.0010537i,-0.002002-0.001602i,-0.0013224-0.0018879i,-0.00064942-0.0010816i,1.5904e-05+0.00030383i,0.00061799+0.0012427i,0.00076422+0.0010369i,-0.00027773+0.00038627i,-0.0008581-0.00016191i,-0.00059046-0.00016767i,-0.00014188-0.00063067i,0.0003558-0.00010623i,0.00012671+0.00075777i,0.00026868+0.00065875i,0.00068622+1.6704e-05i,0.00033081-0.0011606i,-0.00037648-0.0014448i,-0.00083535-0.00079733i,-0.00053607-0.00044611i
0.002272-0.00016223i,0.0020987+0.0015048i,0.0028133+0.00070598i,0.0016701+0.00012467i,-0.00048646-6.6134e-05i,-0.0017854-0.00044651i,-0.001985-0.00048008i,-0.0017537+3.1307e-05i,-0.00066118+0.00070989i,0.00050536+0.00038828i,0.00048904+0.00010608i,0.00034751-4.971e-05i,0.0002629-0.00048351i,-4.1124e-06-0.00035996i,-0.00078652+0.00026301i,-0.0012599+0.00039141i,-0.00078328+0.00032842i,-0.00014997+0.00026408i,-0.00050929+4.6767e-05i,-0.00046254-0.00032763i,-0.00035417-0.00033801i,-2.0773e-05-0.00031053i,0.00018882-0.00085585i
0.00090042-0.00085704i,-2.614e-05-0.00094196i,-0.00078507-0.0019007i,-0.0012139-0.0018939i,-0.0017314-0.00067251i,-0.0023715-4.7987e-05i,-0.00167+0.00030403i,-1.9097e-05+0.00070239i,0.00032259+0.0010943i,-3.3666e-05+0.00060276i,-0.0001921+0.00027653i,-0.00064649+0.00070913i,0.00021834+0.00097963i,0.00096759+0.00093586i,0.00062405+0.0010645i,0.00074987+0.0015235i,0.00085188+0.001388i,0.00099113+0.0011131i,0.0014307+0.0013897i,0.0012561+0.00048909i,0.0003934-0.00069999i,-0.00037642-0.00058284i,-0.00044509-0.00074326i
0.0025374+0.00083267i,0.0020853+0.0014608i,0.0016625+0.00081443i,0.00063615-0.0010251i,-0.0012036-0.0025223i,-0.0027143-0.0022148i,-0.002677+2.2951e-05i,-0.0011227+0.0010643i,0.00018499+0.00098382i,-4.7086e-05+0.0013888i,-0.00053488+0.00052329i,0.0001387-0.00040959i,0.00018826+0.00019773i,0.00023852+0.00069713i,0.00020734+0.00047337i,2.6107e-05-0.00011283i,-0.00025839-0.00046498i,-0.00043337-0.00046114i,-4.3003e-05-0.00012293i,8.6155e-05+0.00035493i,-0.00028317+0.00041515i,-0.00054986+2.0766e-05i,-6.9413e-05-5.1702e-05i
0.0018023+0.00033498i,0.00055889+0.0008371i,-3.8691e-05+0.00015967i,0.00018818-0.000188i,-0.00038138-9.4343e-05i,-0.0013218-0.0004985i,-0.00090048-0.00032194i,-0.00017321-0.00053105i,0.00061028-5.5905e-05i,0.0016942+0.00043112i,0.0013556-9.0873e-05i,0.0007755-4.6758e-05i,0.0011151+4.3747e-05i,0.0012225+4.4686e-05i,0.0009341-0.00030835i,0.00042463-0.00038247i,5.8709e-05-0.00049298i,-7.5629e-05-0.00060892i,-0.0006756-0.00069483i,-0.00025168-0.00069142i,3.5846e-05+0.00017999i,-0.00063326+4.6652e-05i,-0.0012354-0.00057967i
-0.00080836-0.0030793i,-0.00056629-0.0023156i,-0.00073339-0.0027108i,-0.00068059-0.0018268i,-0.0015591-0.00038089i,-0.0021182-0.00040311i,-0.0012783-0.00098393i,-0.00035317-0.0010421i,-7.4026e-06-0.00051563i,-0.00035678+0.00057427i,-0.00054787+0.0011026i,-0.00047207+0.0011257i,-5.15e-06+0.0012357i,0.00066479+0.00097627i,0.00042791+0.00071739i,-6.922e-05+0.00068309i,2.8071e-05+0.00039733i,0.00085047+3.9748e-05i,0.0014101+9.9924e-05i,0.00083523+6.5288e-05i,-0.00032818+0.00012419i,-0.0005346+0.00012858i,-0.00066095-0.00037555i
0.0010824-0.00012407i,0.0010459-4.5919e-05i,0.00089304+0.00071713i,0.00011949-0.00014404i,-0.0012914-0.0021188i,-0.0026022-0.0022672i,-0.0024825-0.0009099i,-0.0010588-0.00060466i,0.0002984-0.00077376i,0.00081303-0.00021944i,0.00072929-4.1421e-05i,0.00042355+0.00014601i,0.00017585-0.00042355i,0.00020931-0.00064687i,-0.00014987-0.00024928i,-0.00060778-0.00079067i,-0.00048418-0.0010279i,0.0004747-0.00063256i,0.00052879-0.0003582i,-7.3487e-05-0.00014041i,0.00017485-0.00032513i,0.00074167-0.0003029i,0.0006509+5.808e-05i
-0.0014397-8.9982e-05i,-0.0021482+0.0010853i,-0.0026415+0.0015205i,-0.0026943+0.00050669i,-0.0025496-0.00028928i,-0.0018384-0.00029913i,-0.0013026+0.00025799i,-0.00075985+0.00083642i,-6.1259e-05+0.00083002i,-8.2518e-05+0.0013191i,-0.00065328+0.0018122i,-0.00069873+0.00099552i,0.00024186-0.00021773i,0.0013074+3.5309e-05i,0.0014738+0.00022962i,0.00020163+0.00045128i,-0.00077181+0.00040632i,-0.0011452-0.0005113i,-0.0003844-0.00069813i,0.00061036-4.1142e-05i,0.00065059+7.0609e-05i,0.00019529+7.2202e-05i,-0.0002336+0.00074724i
0.0017988-0.00016616i,0.0023819-0.00017119i,0.0034369-0.0013835i,0.0010772-0.0020121i,-0.0011697-0.0019197i,-0.0019463-0.0024009i,-0.002289-0.00088385i,-0.0016811+0.0010433i,-0.00045245+0.0013309i,0.00022111+0.00089677i,0.0002073+0.00049113i,-5.1156e-06+0.00048903i,0.00019434+0.00056846i,0.00034639+0.00062894i,0.00011111+0.00063677i,-0.00014257+0.00046057i,0.00022619+0.00020604i,0.0009645+0.00013713i,0.000994+0.00039012i,-0.00011485+5.1575e-05i,-4.4885e-05-0.00072434i,0.00027273-0.0001434i,-0.00037492+0.00043941i
-0.00040663+5.942e-05i,-0.00080178-0.0010612i,-0.0018632-0.0016382i,-0.002151-0.0012205i,-0.0019371-0.0014155i,-0.0016416-0.0008478i,-0.0011144+8.1567e-05i,-0.00044017-0.00026034i,8.341e-06+0.00060443i,0.00016804+0.00073163i,0.00083036+0.00048543i,0.0010472+0.0003621i,0.00059136-0.00010707i,0.00073564+0.00025556i,0.0010038+0.00080178i,0.00073197+0.00073523i,0.00024939-0.00039697i,5.2553e-05-0.00079593i,-0.00064824-0.00034071i,-0.001725-0.00067479i,-0.0017767-0.0006652i,-0.0015608-0.00026426i,-0.0011225-0.00035358i
-7.6896e-05-0.0021274i,0.00067992-0.0016988i,-0.00012707-0.0015945i,-0.001634-0.00061516i,-0.0019054-0.00077333i,-0.0012219-0.00071594i,3.1626e-05+0.00010556i,0.00045615+0.00023175i,-2.5381e-05+0.00074254i,-0.00051535+0.0010587i,5.0223e-06+0.00036036i,-1.7818e-05+0.00023683i,-0.00047043+0.0005476i,-0.00049367+9.5184e-05i,-6.9517e-05-0.00022229i,0.00028187-0.00070751i,0.00041285-0.00061107i,-2.4368e-05-0.00014101i,-0.00029708+5.881e-05i,-0.00015856+0.0005641i,-0.00061326+0.0007179i,-0.00037141+0.00043213i,9.9012e-05-0.00014309i
0.00067204-0.0023905i,0.0012214-0.0023851i,0.0015589-0.001437i,0.0010954-0.00042512i,-0.00057672+0.00017044i,-0.0015125+0.00010814i,-0.0012277-3.5287e-05i,-2.5718e-05+0.00027367i,0.00013922+0.001317i,-0.00053721+0.0012598i,4.3149e-05+0.00064698i,0.00024697+0.0003321i,-0.00039639+0.00010354i,-0.00043237+0.00013109i,-0.0001358-0.00012211i,0.00049792-0.00034271i,0.00091347-8.6887e-05i,0.00077117-2.255e-06i,-0.00015443-0.00038097i,-0.00037986-0.00072177i,1.9332e-05-0.0006011i,0.00027204-0.00029136i,0.00012081+0.00057138i
-0.0007758-0.0010547i,0.00059341-0.001158i,0.00055463-0.0014804i,-4.4278e-05-0.0018141i,-0.00061147-0.0017045i,-0.00029486-0.0012956i,-0.00018875-0.00076051i,4.1475e-05-0.00041627i,0.00032719+0.00012274i,-0.00023812+3.0782e-05i,7.0342e-05+2.1749e-05i,0.00018919+0.00021961i,-0.00062124+0.0003337i,-0.00097311+0.0002905i,-0.00094841-0.00019056i,-0.0014685-0.00041911i,-0.0017361-0.00025586i,-0.0012181+0.00015286i,-0.00036503-0.00013127i,-0.00014752-0.00056093i,-0.00033764-0.00039805i,0.00016303-0.00047235i,-7.0614e-05-0.00053078i
-8.0257e-05-0.0020249i,7.751e-05-0.00092639i,-0.0013846-0.0011561i,-0.0029959-0.0005823i,-0.0040478-0.00021736i,-0.0039348-0.00034277i,-0.002303-0.00052141i,-0.00012123-0.00036379i,0.00056157+0.00029147i,0.00025439+0.00062506i,0.00028332+0.00063419i,-0.00022145+0.00061879i,-0.00093325+0.00080441i,-0.00073608+0.000934i,0.00034382+0.00016861i,0.00044022+0.00025343i,-1.7241e-05+0.0012815i,-2.9252e-05+0.0007878i,4.0672e-05-0.00015825i,-6.0751e-05-9.8383e-05i,-0.00077607-0.00050548i,-0.00079045-0.0007513i,-0.00045064+0.00017022i
-0.00057328-0.0011663i,-0.00042804-0.0017885i,-0.0011281-0.0025432i,-0.0019596-0.0021194i,-0.0024668-0.00052608i,-0.0015606+0.00086077i,-0.00020217+0.00092474i,7.3781e-05+0.0004088i,-0.00016213+0.00084634i,0.00021376+0.0009545i,0.00023487+0.00094986i,1.6271e-05+0.0010606i,0.00014746+0.00054702i,0.00065872+0.00060552i,0.00080896+0.00062604i,0.00032964+0.00053716i,6.0038e-05+0.00064693i,-0.00032404+0.00015738i,-0.00043774-0.00036562i,0.00032645-0.00065233i,0.0001829-0.00013459i,-9.8451e-05+0.00069301i,-6.9691e-05+0.0010482i
0.00043181+0.0024212i,0.00034818+0.0025618i,0.00019337+0.0021965i,0.00037785+0.00090251i,0.00058474-0.00048796i,7.9899e-05-0.000966i,-0.00010999-0.00069549i,0.00037947-0.00027645i,0.0013782-0.00041276i,0.0015154-0.00035269i,0.00039939-0.00029538i,-0.00029757-0.00029491i,-1.0228e-05-0.00054221i,-2.1608e-05-0.00080019i,-0.00012785-0.0011797i,0.00045636-0.00096729i,0.0003446-9.7437e-05i,0.00040457-0.00025792i,3.7841e-05-0.0011287i,-0.00023292-0.001296i,-0.00017518-0.00067548i,0.00040988+0.0002064i,0.00079564-1.0486e-05i
4.9742e-05-0.001906i,0.001429-0.0022158i,0.00032471-0.0021967i,-0.0010823-0.0026824i,-0.0018352-0.0025642i,-0.0023477-0.001997i,-0.0013323-0.0013564i,-0.00037247-0.00076513i,-0.00028587+0.00040804i,2.72e-05+0.0010339i,0.0002863+0.00091025i,0.00016512+0.00030323i,-0.00031574+0.00028369i,-0.00077069+0.00055978i,-0.00082857-5.4402e-05i,-0.00057619-0.00036676i,-1.2234e-05-3.5621e-05i,0.00021099+0.00045812i,0.00042757+0.00035789i,0.00066404-0.00038063i,0.00082724-0.0004355i,0.00084961-0.00011616i,0.00070633-3.545e-05i
0.00044718-0.0011176i,-0.00016125-0.0014379i,-9.1831e-05-0.0014838i,-0.0011076-0.00059561i,-0.0024168-0.00071282i,-0.0019124-0.0012117i,-0.0012768-0.00089282i,-0.00047381-0.0004684i,0.00033064+0.00010412i,0.00068664+0.00092208i,0.00035406+0.0011025i,-7.2713e-05+0.00082262i,-0.00057936+0.00093324i,-0.00046632-0.00028625i,0.00025587-0.00083466i,0.00086277+0.0003409i,0.00058987+0.0010138i,-4.1758e-05+0.00071011i,-0.00020568-9.1177e-05i,-0.00034788-0.00042069i,-0.00062369-0.00055464i,-0.0005994+7.5004e-06i,-0.00089584-6.044e-05i
-0.00026028+0.0022445i,-0.00045672+0.0016238i,-0.00066697+0.00056194i,-0.00061466-0.00052759i,-0.00020789-0.0012274i,-0.00056131-0.0012836i,-0.00048373-0.00039014i,-0.00044095+7.0324e-05i,-0.0003046+0.00032066i,0.00022583+0.0003178i,0.00068438+0.00018088i,0.00080721+0.00030595i,0.00066552+0.00020268i,0.00082046+7.3879e-05i,0.0013031+0.00050566i,0.00091209+0.00039525i,-0.00015989-2.5453e-05i,-0.00030039+0.00036588i,0.00019199+0.00060436i,0.00031165+0.00044263i,0.00066461+0.00040843i,0.00079255-0.00029194i,0.00050963-0.00027054i
-0.00125-0.0015331i,-0.0012305-0.0017285i,-0.00067527-0.0012655i,-0.00051862-0.00056649i,-0.00090804-0.0011693i,-0.0014998-0.0014052i,-0.0012133-0.00049757i,-0.00093931+0.00084484i,-0.00083093+0.00086895i,-0.00044539+0.00042276i,-8.5314e-05+0.00049496i,-0.00052775+0.00021069i,-0.00088951+0.00049102i,-0.00018461+0.0011301i,-6.6777e-05+0.00088078i,-0.00043341+0.00024853i,-0.00035102-0.00040945i,-0.00026833-0.00014672i,0.00012403+0.00054656i,7.0066e-05+0.00043801i,-9.2322e-05+7.1207e-05i,-3.4967e-05-0.00056728i,5.9762e-05-0.00092833i
