-0.0018012+0.00040463i,-0.0018073+1.9882e-05i,-0.0014944+0.00080352i,-0.0011768+0.00030653i,-0.0018623-0.00058502i,-0.0027366-0.0007069i,-0.0021602+2.2899e-05i,-0.00018091+0.00072764i,0.0011565+0.0012805i,0.0013452+0.001311i,0.00073232+0.00073642i,0.00020171+9.5143e-05i,0.00060454-8.2313e-05i,0.0010966+0.00030012i,0.00010651+0.00073557i,-0.0010126+0.00050691i,-0.00091821-0.00038705i,-0.00020578-0.0007027i,1.1476e-05-0.00066038i,-0.00040945-0.00048512i,0.00030697+0.0003465i,0.00044937+9.0343e-05i,2.9587e-05-0.00084677i
-0.00074081+0.0022936i,-0.0012892+0.0023787i,-0.00055732+0.0026019i,0.0006306+0.00064529i,0.00044965-0.0011332i,-0.0012789-0.0012101i,-0.0023876-0.00069196i,-0.0015624+2.9128e-05i,-0.0002612+0.00065224i,0.00076432-1.654e-05i,0.0012809-0.0012687i,0.00051047-0.00086698i,-0.00065409-0.00019994i,-0.00061757+3.9203e-05i,0.0002961+0.00034263i,0.00041085+0.00031289i,0.00027266+1.5739e-05i,9.548e-05+0.00012467i,-0.00041247+1.7326e-05i,-6.9682e-05+7.8443e-05i,-7.7967e-05+0.00023709i,-0.00050086+0.00033342i,-0.00074388+0.00031135i
-0.00051088-0.0011935i,-0.0012392-0.0010904i,-0.0010026-0.00037213i,-0.00094877+0.00052295i,-0.0018852+0.00034393i,-0.0028275-0.0010842i,-0.0028192-0.0013978i,-0.0017098-3.379e-05i,-0.00087312+0.000491i,-0.00091129-0.00042338i,-0.0011144-4.2555e-05i,-0.00088492+0.00041058i,0.00010302-0.00013878i,0.0012772-0.00076651i,0.0010914-0.00062824i,0.00035432+0.00071714i,6.1355e-05+0.0011809i,0.00032045+0.0008539i,0.00022464+0.00027231i,-0.00019144+0.00023744i,-0.00016498+0.00075322i,-0.00072255+0.00082625i,-0.00095968+0.00020966i
-0.0014221-0.00060025i,-0.0022629-2.7533e-05i,-0.0030919-0.00028653i,-0.0027036+0.00011121i,-0.0026586+0.00075246i,-0.0041496-8.5585e-05i,-0.0036282-0.00058765i,-0.0013123+6.4676e-05i,-0.00065999+0.00096057i,-0.00068481+0.0010328i,0.00019393+0.00052348i,0.00034648+0.00033586i,-0.00013965+0.00011983i,-0.00055547+4.1157e-06i,-0.00025393-7.6845e-05i,0.00030272-0.00019757i,0.00064241+0.00037655i,0.00080149+0.0010264i,0.00089868+0.00092209i,0.0012195+0.0010202i,0.00011981+0.0008002i,-0.00096925+0.0003033i,-0.00036481+0.00026021i
5.972e-05-0.00046709i,0.00080259-0.0011673i,0.00067646-0.0012903i,-0.00033281-0.0010598i,-0.00071968-0.0013944i,-0.0010159-0.00075718i,-0.0019633+0.00033738i,-0.0024273+0.00036059i,-0.0016003-0.0003604i,-0.00055137+5.6709e-05i,0.00029459+0.0002195i,0.00062962-0.001237i,9.7078e-05-0.0016119i,0.00031183-0.00087765i,0.00093461-0.00039677i,0.00093471-2.5822e-06i,0.00017234+0.00079931i,-0.00061878+0.0015821i,-0.00072118+0.0011643i,-0.00084407+0.00020454i,-0.00063477-0.00074291i,-0.00011767-0.00059114i,-0.00037371-0.00025466i
0.00058164+0.002806i,2.4864e-05+0.0023793i,-0.00051899+0.0011313i,-0.00079623-0.00065938i,-0.0012647-0.0018821i,-0.0023858-0.0014513i,-0.0020813-0.00037998i,-0.00093595+0.00060901i,-0.00024658+0.00056965i,-0.00024298+0.00023743i,-0.00074846-0.00030811i,-0.00066968-0.00061523i,-0.00070312-0.00049691i,-0.00058917-0.0008388i,-1.5861e-05-0.00060913i,0.00083729+0.00010316i,0.00073744+0.00011604i,-0.00037542+0.00028727i,-0.00037388+0.00022788i,0.00024656+0.00015834i,-1.4312e-05+0.00043986i,-0.00072502+0.00061177i,-0.00048712+0.00073527i
0.0017831-0.00087048i,0.00050977-0.0013667i,-0.00076084-0.0016058i,-0.00051034-0.00073663i,-0.0010877-0.00028126i,-0.0027064-0.0003304i,-0.0025072-0.00064806i,-0.00087005-0.00092141i,0.00012964-0.00077703i,0.00065948-0.00023321i,0.00093292-0.00057557i,0.00041071-0.0010826i,0.00026724-0.00052656i,0.00026413-0.00038565i,0.00044729-0.00084525i,0.0007783-5.1029e-05i,0.00019924+0.00062959i,-0.00015899-0.00025713i,0.00074814-0.00068983i,0.000843-3.5618e-05i,0.00035839+0.0004059i,0.00061029+0.00025959i,0.0010592+3.2639e-05i
0.00021255-0.00028628i,-0.00045368+0.00042441i,-0.0019915+0.00083857i,-0.0021074+0.00043402i,-0.0025235-0.00025331i,-0.0031634-0.0010774i,-0.0028455-0.001243i,-0.001827-1.4338e-05i,-0.00085137-0.0002924i,0.00021872-0.00078469i,0.00058453-0.00062304i,1.1563e-06-0.0010188i,-0.0008995-0.0010866i,-0.00049608+7.6277e-05i,3.1203e-05+0.00041519i,-0.0002069-0.00013975i,-7.2113e-05-7.2882e-05i,-1.0559e-05-0.00039795i,-0.00010568-0.00040492i,1.2648e-05-0.00016697i,5.2054e-05+8.2712e-06i,0.00024369+0.00047457i,0.00037096+0.00064554i
0.00095574+0.00058703i,0.00050469+0.00062999i,0.00038219+0.00010853i,-0.00037424-0.00070409i,-0.001203-0.00051637i,-0.0019577-0.00059455i,-0.0020904-0.0008859i,-0.001339+7.4791e-05i,-0.00058009-0.00015018i,0.00049833-0.0012433i,0.0014276-0.00045876i,0.00094144+0.00082822i,0.00053428+0.00064338i,0.00027354+0.00035755i,-3.8071e-05+0.00014467i,-0.00044708+0.00010532i,-0.0010559-8.7237e-05i,-0.00085797-0.00077164i,-0.00020632-0.00037318i,2.574e-05+0.00018466i,-0.00045785-0.0001138i,-0.00042172-6.8837e-05i,-0.0001732+0.00038921i
-0.0016213+0.00028063i,-0.0015926+0.0011286i,-0.001788+0.0016301i,-0.0010087+0.001517i,-0.00085151+0.0011774i,-0.0019239+0.00067938i,-0.0021341-7.5888e-05i,-0.0014905-0.00062884i,-0.00082276-0.00063984i,7.5115e-05-0.0008536i,0.00086817-1.7099e-05i,0.00050646+0.00084757i,-0.00057863+0.00017312i,-0.00078423-0.0002659i,0.00020537-1.412e-05i,0.00056317+0.00063621i,5.9838e-05+0.0010331i,-8.5435e-05-0.00062654i,-0.0003389-0.0016034i,-0.001373-0.00076278i,-0.00099098-0.00019621i,0.00031875-0.0001685i,0.00045873-0.00053542i
0.00048292-0.00027829i,-0.00072654-0.00020412i,-0.00088357+0.00016081i,-0.0009166-0.00012043i,-0.0019152-0.00065643i,-0.0022835-0.0010718i,-0.0018879-0.0011244i,-0.0013972+1.5539e-06i,-0.00040909+0.00097987i,-8.5126e-05+0.00083833i,-0.00042054+0.00015699i,-0.00056061-0.00052441i,2.5032e-05-0.00037309i,0.0003957-8.6803e-05i,6.7404e-05-0.00039475i,0.00013445-0.0012435i,0.00023676-0.0011284i,-0.00034595-8.2033e-05i,-0.00089125+0.000641i,-0.00072056+0.00081915i,-0.0002117+0.00042961i,-0.00016988+0.00015623i,2.5904e-06+0.00034678i
9.4276e-05+0.00069121i,0.00022958+0.00071611i,0.00076023+0.00017485i,0.00057027-0.0007314i,-0.00097782-0.0013041i,-0.0014312-0.00066353i,-0.0014165+0.00042797i,-0.0014829+0.00043781i,-0.001162+0.00056277i,-0.00029216+0.00054603i,0.00051226+0.00016917i,0.0003681+0.00025433i,0.00047244+2.8254e-06i,0.00041526-0.00072979i,0.00011691-0.00084635i,0.00017973+3.9641e-05i,0.00014024+6.9364e-05i,-0.00024717+0.00033466i,-0.00011735+0.00054668i,0.00038075+0.00027024i,0.00017816-0.00011267i,-0.00025463-0.00023502i,-0.00025624+0.00029629i
0.00080614+0.00024944i,0.00040029+2.2289e-05i,-0.00091878+7.2022e-05i,-0.0014717+0.00022031i,-0.0016004+0.00036401i,-0.0021254+0.00012287i,-0.0020773-0.00012592i,-0.0020195-0.00036955i,-0.00090882-0.00090741i,0.00026678-0.0006732i,0.0005717-8.7023e-05i,0.0006275-0.00038195i,0.00068531-0.0004245i,6.9292e-05-0.00026309i,-0.00025384-7.1076e-05i,-9.6769e-05+0.00011075i,0.00017486-0.00026868i,0.00031345-1.6015e-05i,-0.00017464+0.001056i,-0.00050863+0.001198i,0.00016912+3.0351e-05i,0.0007907-0.00012285i,0.0010713+6.9368e-05i
-0.0017246+0.0011464i,-0.0020487+0.0016462i,-0.00091781+0.00074753i,0.00014387+2.6601e-05i,-0.00029837-0.00015633i,-0.0017206+0.00020855i,-0.0022259-7.5581e-05i,-0.0014575-0.00066066i,-0.00061271-0.00029447i,3.9138e-05+0.0008591i,0.00068282+0.0010904i,0.00076138-0.00014758i,0.00047756-0.00052259i,0.00063656-0.00027716i,0.00067982-0.00016716i,0.00080225+5.0278e-06i,0.00045019+0.00032981i,-0.00041029+0.00041044i,-5.8676e-05+0.00026937i,-0.00013567+4.5212e-05i,-0.00034334-0.00032027i,0.00019914-0.00027926i,0.00049931-0.0002123i
0.0019796-0.00091511i,0.001454-0.0018118i,0.00060597-0.0024007i,-0.0015778-0.0016487i,-0.003009-0.0002386i,-0.0028101+0.00037469i,-0.0027552+5.4597e-05i,-0.0018003+0.00013266i,-8.4865e-05+0.00029238i,0.00075737-0.00028243i,0.00074673-0.00039424i,0.00019755-0.00020475i,-0.00042393+0.00012661i,-0.00059078-0.00019737i,-0.00035855-0.00023151i,-0.00017768-0.0003993i,-6.8439e-05-0.00054648i,0.00026637+0.00030685i,2.6187e-05+0.00047863i,-1.8434e-05+7.5694e-07i,0.00011162+0.00012327i,-8.2352e-05-5.6278e-05i,-4.338e-05-0.00057354i
-0.00065573-0.00063828i,-0.0016829-4.3889e-05i,-0.0017885+0.00026143i,-0.0012955-0.0003001i,-0.0010211-0.00032953i,-0.0014044-0.00046837i,-0.0015118-0.00076905i,-0.0011407+8.2769e-05i,-0.00072888+0.00041098i,-0.00034089-5.9037e-05i,-0.0003274+2.9319e-05i,-7.8371e-05+0.00031345i,0.00010546+0.00028703i,-0.00017252+0.00019841i,0.00013972+0.00038675i,-0.00048681+0.0010175i,-0.00087195+0.00036354i,-0.00049497-0.00035776i,-0.00080088+0.00021989i,-0.00041997+0.00064861i,0.00019959-2.928e-05i,0.00015745+0.00013975i,9.5358e-05+0.00048655i
0.0013534-0.00095198i,0.00075714-0.0013829i,-0.00068514-0.0013186i,-0.0024307-0.0011503i,-0.0031755-0.0013177i,-0.0030479-0.00034885i,-0.0024659+0.00012963i,-0.0012693+0.00028166i,-0.00050543+0.00063423i,-0.00021165+0.00024499i,0.00041515-0.00050971i,4.2221e-05-0.00092736i,0.00014136-0.00081045i,0.00048581-0.00019683i,0.00027323+6.3214e-05i,0.00039321-0.000353i,0.00057207-0.00040595i,0.00070647-0.00039344i,0.00036718-0.00030789i,-0.00032232-0.00030152i,5.4523e-05-0.00077784i,0.00074147-0.00046793i,0.00062963-0.00014654i
0.00052995+0.00010726i,-0.00068712+0.00055743i,-0.0018802+0.00097088i,-0.0019797+0.0010168i,-0.0020019+0.00093738i,-0.0022318+0.00022548i,-0.0016714-0.00018763i,-0.00085162+0.0004185i,5.7867e-05+2.9413e-05i,0.00042535-0.00085537i,0.00020404-0.00078331i,-0.00062859-0.00046926i,-0.00088061-0.00061949i,-0.00045926-0.00090955i,-0.00050726-0.00057869i,-0.00077113-0.00072874i,9.9589e-05-0.0012701i,0.001402-0.00095042i,0.00090046-0.00062682i,-1.4689e-05-0.00044461i,-3.5722e-06-0.00032148i,-1.12e-05+0.00032471i,0.00015922+0.00043017i
0.0020516-0.00079178i,0.0014335-0.00081767i,0.00058423-0.0015842i,-0.0010513-0.0020102i,-0.0025264-0.0018077i,-0.0028233-0.0012727i,-0.0022297-0.00048997i,-0.0013471+0.00011883i,-0.001026-0.0001175i,-0.00046775-0.00070466i,0.0002475-0.00031058i,-0.00012529-5.2732e-05i,-8.2403e-05-0.00034311i,0.00023145-0.00012287i,0.00081223+0.00017994i,0.0010343+0.0003218i,0.0009556+8.0419e-06i,0.00092422+0.00013403i,0.00053057+0.00038245i,0.00029305+4.2576e-05i,-1.8369e-05-0.00054401i,-0.00023717-0.0012063i,-0.0003547-0.00012104i
-0.0020007-0.00060864i,-0.0019298+0.00025076i,-0.0020768+0.0010759i,-0.0014977+0.0019267i,-0.0010105+0.0018527i,-0.0020431+0.0011777i,-0.0031196+0.00033933i,-0.0025644-0.0001762i,-0.0014104+7.7657e-05i,-0.00072281+6.494e-05i,-0.00015219+7.5453e-05i,0.00024527-0.00040811i,0.0002263-0.00087586i,0.00048956-0.00053734i,0.00053154-0.0002534i,-0.00030701+0.00050935i,-0.00081073+0.00053i,-0.00079577+0.00050185i,-0.0013606+0.00094874i,-0.0012599+0.00015998i,-0.00079899-0.00043183i,-0.00034761-0.00054775i,0.00031099-0.00030523i
0.00018999-0.0027801i,0.00079888-0.00097281i,-0.00013772+0.00029771i,-0.0010513-7.5027e-05i,-0.0010079-0.00053905i,-0.0019641+0.00019041i,-0.0024746+0.00039117i,-0.0019882+0.00016849i,-0.0011574+0.00020929i,-0.00050718+0.00023196i,0.00011409+0.00035532i,0.00043914+4.3903e-05i,0.00068358-0.00027094i,0.00069111+0.00027626i,6.7446e-05+0.00066784i,-0.00014936+0.0004454i,0.00021318-8.5961e-05i,0.00055986-0.00015862i,0.00031188+0.00018095i,-0.00076076+0.00037787i,-0.0012601-0.00057152i,-0.00057678-0.00098646i,0.00028369-6.5757e-05i
-0.0001385-0.0010369i,-0.00046871-0.0011992i,-0.0011917-0.001759i,-0.0022989-0.0019314i,-0.0028751-0.0010772i,-0.0027406-0.00029423i,-0.0018932-0.00011272i,-0.00049227-0.0001354i,0.00028925+7.0205e-05i,0.00034628+0.00031989i,0.00013388+0.00033438i,0.00032801+0.00022786i,9.7395e-05+7.8737e-05i,-0.00018847+0.00020011i,-0.00035094+0.00059165i,0.00027643+0.00079009i,0.00070334+0.00049543i,0.00021732+0.00011552i,-0.00014679-0.00085122i,-0.00014935-0.00095488i,8.6922e-05-0.0004609i,-0.00033193-0.00033286i,-0.00079589-0.00061996i
0.00057515+0.0014822i,0.00037631+0.00099684i,0.00068798+0.0011834i,0.00084572+0.0012454i,-0.00035641+0.0013639i,-0.0018601+0.00024217i,-0.0020119-0.00052211i,-0.0013585-0.00040771i,-0.00074182-0.00018515i,-0.00022934+0.00035452i,-0.00027981+0.0003076i,-0.00082019+0.00049939i,-0.00098017+0.00056499i,-0.00069734+0.00031918i,-0.00075365+3.3418e-05i,-0.00030553-0.00050828i,7.7823e-05-0.00026946i,2.3803e-05+0.00040507i,-0.00028453+0.00050024i,0.000121+0.00050886i,0.00076634+0.00022012i,0.00067003-0.00014355i,0.00047697+0.00057726i
-0.0018172-0.0010448i,-0.0012127-0.0015219i,-0.001021-0.0018193i,-0.0012915-0.0018676i,-0.0015478-0.0014127i,-0.0021933-0.0010495i,-0.0022636-0.0007496i,-0.0016005-0.00042387i,-0.00064675-0.00015387i,-0.00026629+0.00018448i,0.0003699+0.00048393i,0.00066253+0.00046568i,-0.00022186-0.00013686i,-9.5152e-05-0.00041866i,0.00011079-0.00024714i,-0.00013438-6.6506e-06i,-0.00069837+0.00039044i,-0.00065856+0.00036218i,-0.00036055+0.00048156i,-0.00020331+0.00022126i,-0.00024726+6.9673e-05i,-0.00057588+0.00052101i,-0.00072441+0.00043896i
-0.00016203-0.00074798i,-0.00061489+0.00060901i,-0.0015632+0.0023539i,-0.0019807+0.0027807i,-0.002492+0.0015514i,-0.002735-2.3441e-05i,-0.0023451-0.00058275i,-0.001642-0.00057032i,-0.00066402-0.00050029i,-0.00010926+0.00028099i,0.0001797+0.00053016i,0.00044514+0.0003802i,-0.00068793+0.00065678i,-0.0011672-0.00025504i,0.00016906-0.00082582i,0.00057061-0.00035043i,8.8427e-05+0.00023727i,-4.727e-05+0.00033078i,-0.00030921+0.00019367i,-0.00058679+0.00031306i,-0.00097278+0.00062461i,-0.00039027+9.3817e-05i,0.00059513-0.0011406i
-0.00019813-0.00049556i,-0.00065996-0.0004244i,-0.00074977-0.001595i,-0.00099334-0.0015934i,-0.0013155-0.00065245i,-0.0018484-0.0001682i,-0.002162-0.00083817i,-0.0010656-0.0013096i,0.00047412-0.00048702i,-0.00020568+0.00043254i,-0.00047963+0.00074531i,0.00062066+0.00050343i,0.00024867+0.00035876i,0.00029687-0.00042307i,0.001059-0.00089057i,0.0010007-0.00029178i,0.00037586+0.00067077i,-0.00023764+0.00011421i,0.0004805-0.00037362i,0.0011058-2.2507e-05i,0.00036599+0.00092342i,-0.0010981+0.001419i,-0.0011526+0.00069892i
-0.00043326-0.0010571i,-0.00076198+0.00065557i,-0.0017819+0.00078845i,-0.0026064+6.0248e-05i,-0.0027278-0.00056485i,-0.002326-0.00038348i,-0.0012337-0.00047517i,-7.5424e-05-0.0002393i,8.8603e-05+7.642e-05i,-0.00067649+3.8797e-06i,-0.0011507+0.0003364i,-0.00069081+0.00077361i,-2.3074e-05+0.00015821i,-0.00030376-0.00012833i,-0.0003601+0.00043275i,-0.00045797+0.00016578i,-0.00031008-0.00052302i,-0.00029683-0.00013668i,-4.2282e-05-2.4037e-06i,-0.0002809-0.00022807i,-0.00046307+1.8436e-05i,-0.00046363+0.00016883i,-0.00049415-0.00049867i
5.8022e-05-0.00036716i,-0.00037619-0.00041509i,-0.00059443-0.00021811i,-0.00042858-0.0001893i,-0.00061443-0.00022853i,-0.0018003-0.00037237i,-0.0024875-0.001101i,-0.0014205-0.0012316i,-3.6778e-05-0.00084043i,0.00037509-2.0165e-05i,0.00010891+0.00079228i,-0.00086658+0.00034112i,-0.0010922-0.0001143i,-0.00014493-0.00019273i,-2.2729e-06-0.00025358i,-0.0002133-0.00011899i,-2.3232e-06-1.5388e-05i,3.2265e-05-0.0002735i,-0.00042354-0.00051416i,0.00011379-0.00080229i,0.0010048-0.00083176i,0.00078439-0.00022536i,0.00031324+0.00021035i
0.0010822-0.00026737i,0.0010052+0.00072497i,-0.00062506+0.00022332i,-0.00254-0.00080903i,-0.0028462-0.0012172i,-0.0023584-0.0013817i,-0.0019311-0.0014552i,-0.0015033-0.0013119i,-0.00079629-0.001344i,-0.00048606-0.000951i,-0.00059237-0.00034892i,-0.00023728-9.0361e-05i,-0.00070641-0.00054765i,-0.00090951-0.0012265i,-0.0005856-0.0011721i,-0.00082445-0.00054882i,-0.00098971+0.00048747i,-0.00020706+0.00050109i,0.00052689-0.00049593i,0.00012115-0.00097519i,-0.00048655-0.00066217i,-0.00033333-0.00036043i,0.00011193-0.0005733i
-0.00064555+0.00071226i,-0.0014084+0.00020024i,-0.0011537+0.0010405i,-0.00018652+0.0011923i,-0.00041402+0.00024453i,-0.0015537-3.1248e-05i,-0.0020711+0.00043308i,-0.0014338+0.00083915i,-0.00017728+0.00056157i,0.00085558+3.8128e-05i,0.0011236-0.00011248i,0.00043637-0.0007654i,-0.00031661-0.00056355i,-2.575e-05+0.00026711i,4.7899e-05-0.00024502i,-0.00017865-0.00068346i,-0.0004898+0.00017227i,-0.00051242+0.00089535i,1.804e-05+0.00067981i,-7.391e-05+0.00040181i,-0.00012719+0.00029827i,0.00088495+0.00033428i,0.0010203+0.0005036i
-0.00098269-0.00068182i,-0.00081003-0.0017376i,-0.00050794-0.0025681i,-0.001356-0.0021232i,-0.0014723-0.0013915i,-0.0014324-0.0012322i,-0.0018775-0.0011964i,-0.001659-0.00075412i,-0.00065519-0.00048987i,-0.00085899-4.3709e-05i,-0.00062092+0.00021994i,4.0106e-05+0.00075674i,-0.00075618+0.00082062i,-0.0014565+0.00040477i,-0.0010737+0.00023306i,-0.00034474+0.00052977i,-1.9963e-05+0.00029368i,-0.00030394-0.00034495i,0.00038037-2.5158e-05i,0.00052777+0.00063683i,-0.00020769+0.00048597i,-0.00032231+0.00033316i,-0.000273+0.00035256i
-0.0007585-0.00021699i,-0.00073358+0.00067628i,-0.00079837+0.00085497i,-0.0010003+0.0012177i,-0.001263+0.00098179i,-0.0023313-0.00036942i,-0.0024259-0.00035373i,-0.0013679+0.00026237i,-0.00013048-3.2524e-05i,0.00062356+0.00016126i,-0.0001372+0.00087318i,-0.0002887+0.00089505i,9.4937e-05-7.4372e-05i,-5.9383e-05-0.00038415i,0.00027006+0.00015034i,-0.00020909-0.00050281i,-0.00068895-0.00081203i,-0.00077549+0.0001747i,-0.00071567+0.0010238i,-0.00075456+0.00087861i,-0.00064157+0.00052159i,7.8931e-06+0.00018056i,0.00038651-0.00031261i
-0.0013441+0.0027346i,-0.00063121+0.001195i,0.00065665+0.00018889i,0.00085866-0.00047924i,0.00046606-0.0014519i,-0.00041109-0.0017068i,-0.00080289-0.0012938i,-0.00035319-0.00051317i,0.00025171+0.0003668i,0.00079314+0.00046138i,0.00078429+3.4548e-05i,-0.00038094-0.000407i,-0.00023743-0.00043175i,0.00055758-0.00021613i,1.6758e-06-0.00050222i,-0.00016751-0.00030501i,4.8952e-05+0.00030612i,-0.00012016+0.00048143i,9.8962e-05-0.00010895i,0.00026663-0.00083003i,0.00015268-0.00085642i,5.9222e-05-0.00089488i,0.00012769-0.0013042i
0.00042714+0.0012652i,-0.0010151+0.00083267i,-0.0013347+0.00014034i,-0.0019148-0.00062965i,-0.0023534-0.00067307i,-0.0020111-0.0010082i,-0.0013043-0.00068761i,-0.00042967+0.00012634i,0.000278+0.00047445i,0.00063407-0.00037916i,-2.6783e-05-0.00068316i,-0.00013902-9.6878e-05i,0.00035162-0.00010977i,0.00063341-0.0001993i,0.00078795-0.00032251i,0.00090437-9.1533e-05i,0.00038863+0.00071677i,0.00017389+0.00086172i,0.00035413+0.00064374i,-6.1209e-05+0.00046578i,-4.7891e-05+0.00039663i,0.000108+0.00039129i,-7.5096e-05-0.00010547i
2.0563e-06-0.0007007i,0.00074857-2.3235e-05i,0.00026932-2.7799e-06i,0.00040926+0.00079725i,-3.1391e-05+0.0015431i,-0.0020654+0.001471i,-0.0023604+0.00091742i,-0.0013195+0.00059435i,-0.00068052+0.00089312i,0.0002724+0.00054047i,0.00091097+0.0006851i,0.00072074+0.00094848i,0.00041191-0.00028613i,0.00093152-0.0010989i,0.00089414-0.00047609i,0.00048623-6.6536e-05i,0.00010179+0.0002682i,-0.00026553+0.00050315i,-0.00013006+0.00088743i,-0.00028724+0.00091264i,-0.00080577+0.00051211i,-0.00018115+0.00010268i,0.00025474+0.00056296i
0.00067198-0.00060194i,-0.00043985-0.00064823i,-0.0008224-0.00091329i,-0.0012952-0.00065475i,-0.0021075-0.00058083i,-0.0024521-0.0007229i,-0.0016597-0.00059886i,-0.00080884+0.00024416i,-0.00041863+0.00035071i,0.00019016-0.00038493i,-0.0001466-0.00069036i,-0.0003783+8.4636e-05i,-0.0001284+0.00020079i,0.00019855-0.00025417i,0.0004196-1.0014e-05i,0.00066133-5.7055e-05i,-3.0875e-05-0.00055729i,-0.00055869-0.0011366i,-0.0002132-0.00052586i,0.00037898+0.00023594i,0.00037306+0.00012609i,0.00044723-0.00035909i,0.00078203-0.00055249i
-0.00067085-0.0011252i,-0.00051417+0.00045757i,-0.00046185+8.4327e-06i,-0.0015562-0.00024025i,-0.0024975-0.00021393i,-0.0023886-0.00079932i,-0.0017019-0.00039504i,-0.0016001+0.0004987i,-0.0010959+0.00051625i,-0.00063819+0.00040214i,2.7055e-05-0.00032702i,0.00088677-0.00021317i,0.00088751-4.975e-05i,0.00010832-0.00035998i,0.0001102+0.00034988i,-0.00027334+0.00077675i,-0.0007732+0.00039662i,-0.00037598+0.00064707i,-0.00033477+0.00022123i,-0.00054643-0.00054949i,2.014e-05-0.00068173i,0.00024576-0.00082533i,-0.00033424-0.00070873i
0.00070095+0.00074757i,4.5024e-05+0.0002034i,-0.0013608-0.00018827i,-0.0016384-0.00058899i,-0.0015241-0.0011754i,-0.0016491-0.0008544i,-0.0015114-0.00037002i,-0.0005629-0.00017688i,0.00010944+0.00024733i,0.00044116-1.9912e-05i,0.00097843+0.00035809i,0.00077569+0.00069447i,1.5737e-06-9.7267e-05i,-0.00053362-0.00041507i,-0.00015945-0.00015034i,0.00087142+0.00024069i,0.0011538+0.00021999i,0.0006839+0.00029948i,-2.2076e-05+0.00043005i,-0.00031327+0.00068321i,0.00017369+0.0005288i,-0.00016952-0.0003181i,-0.00050786-0.00069116i
-0.0027565+0.0010267i,-0.002126+0.0010908i,-0.0015666+0.0012827i,-0.00042941+0.001893i,-0.00012524+0.0018232i,-0.00091707+0.00058406i,-0.0011221+0.00024652i,-0.0009827+0.00036918i,-0.00067301+0.00022084i,-0.00027999+0.00040631i,0.00064226-1.6056e-05i,0.0016805-7.2728e-05i,0.001535+0.00010819i,0.00048405+0.00011248i,0.00038176+0.00061454i,0.00048233+0.0010198i,0.00046351+0.00073375i,0.00064193+6.4821e-05i,0.00066373+0.00020348i,0.00043244+0.00063871i,-0.00022082+0.00051931i,-0.00043442+0.00021469i,-0.00027323-0.00035012i
2.5944e-06-0.0013862i,-0.00034788-0.00024603i,-0.00086652+0.00012366i,-0.0011663-0.00067998i,-0.0012096-0.0013782i,-0.0017442-0.0014018i,-0.0014547-0.00059208i,-0.0010562+0.00029816i,-0.0005076+0.00052885i,0.00029443+0.00024346i,-1.4181e-05-3.585e-05i,-0.00049888+0.00048286i,-0.00045847+0.0010702i,0.00016344+0.00032464i,0.00051304-5.1519e-05i,0.00035435+0.00021189i,-0.00019533-0.00034059i,-0.0003545-0.00079882i,0.00048276-0.0002969i,0.00078721-0.00024643i,0.00046117+0.00017999i,-0.00011507+0.0010402i,-0.00091166+0.00038987i
-0.001346+0.00053256i,-0.0013588-0.0011844i,-0.00097848-0.0010407i,-0.0015881+0.00030673i,-0.001741+8.405e-05i,-0.001733-0.00076785i,-0.0025704-0.0004256i,-0.001873+0.00011498i,-0.00044638-0.00018385i,0.00042637-0.00064209i,0.00024906+8.7928e-05i,-0.00053867+0.00043383i,-0.0011619+0.001044i,-0.00065406+0.0010349i,-0.00038859+0.00052653i,-0.00099333+0.00065125i,-0.0011795+0.00011318i,-0.00088363-0.00011367i,-0.0011177+0.00040559i,-0.0009925-0.0002377i,-0.00052397-0.001016i,-0.00053199-0.00076221i,-0.00057101-0.00034583i
-0.0017219+0.0010073i,-0.00091346+0.00097126i,-0.0009944+0.0013291i,-0.00060046+0.00060152i,-0.00055449-1.7858e-05i,-0.0015832+0.00011712i,-0.0023665+0.00011065i,-0.0017057+4.6569e-05i,-0.00058626+0.00010925i,-0.00066259+0.00019731i,-0.0010722+0.00019429i,-0.00071238-8.5573e-05i,2.251e-05+0.00033157i,0.00026174+3.7321e-05i,0.00026992-0.00042122i,1.9166e-05+0.00052758i,-0.00021436+0.0013148i,-0.00030433+0.0011627i,-0.00022728+0.00069779i,-0.00023053+0.00023917i,-0.00050759+5.6523e-05i,-0.00046585+0.00020646i,3.6848e-05-0.00033181i
-0.00097759-0.0015875i,-0.0020185-0.0020142i,-0.0029234-0.0016752i,-0.0027617-0.00065028i,-0.0018212+0.00024808i,-0.0013253+0.00025971i,-0.0012682-0.00047503i,-0.00050632-0.00039001i,-0.00011868+6.8271e-05i,-0.00048994-4.7458e-05i,-0.00018129-0.0003179i,-0.00016498-0.00052501i,-0.00069611-0.00027546i,-0.00077862+0.00016305i,-0.00033602+0.00010512i,0.0001667+0.00048944i,0.00031526+0.00062824i,9.6695e-05+0.0001957i,5.1554e-05-5.0557e-06i,0.00037958+0.00053203i,0.00020819+0.00034305i,-9.7481e-05+0.00038626i,0.00017427+0.0011315i
