-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
-0.0001439-0.0029687i,-0.00053846-0.0027757i,-0.0015347-0.0016571i,-0.0030134-0.00080647i,-0.0018801+1.015e-05i,0.00065149+0.0011997i,0.0018137+0.00095269i,0.001005+0.00027715i,-0.00065105-0.00044132i,-0.0012179-0.0009688i,-0.00093118-0.00026909i,-0.00013798+0.00087617i,0.0010058+0.0013468i,0.0013204+0.00051533i,0.0011345+0.00044218i,0.00054237+0.0011895i,-0.00056868+0.000433i,-0.0014101-8.5712e-05i,-0.0011588+0.00043817i,0.00036084+0.0003834i,0.00052048+0.00090685i,-0.00038519+0.00077411i,-0.00087373+0.00018857i
-0.00025608-0.00040863i,-0.001879+0.00013623i,-0.0014743+0.00050509i,0.0001974+9.2035e-05i,0.001325-0.00049833i,0.0013899-0.00030821i,0.00050202+0.00018083i,-0.00037854+0.00051569i,-0.00072209+0.00059873i,-0.00063299+0.00014912i,-0.00042386-0.00057578i,-0.00042729-0.000438i,0.00010348-0.00073494i,0.00095898-0.00064907i,0.00030933+0.00011049i,-0.00030788-0.00040761i,-0.00013299-0.0004952i,-0.00063388-0.0001246i,-0.0004867-0.00069428i,0.00038524-0.00012851i,0.00029429+0.00052617i,-0.00074309+0.00016302i,-0.00048125-0.00069289i
0.00080894-0.0012481i,0.001317-0.002238i,0.00010729-0.0028506i,-0.00075996-0.0018539i,-0.00029216-0.00067757i,0.00049822-0.00012484i,0.00013002+0.00057278i,-0.00030343+0.0012591i,-3.1192e-05+0.001117i,0.00015665+0.00048503i,0.00017406-0.00016828i,0.00064698-0.00095593i,0.00089144-0.00021532i,0.00050304+0.00061699i,0.00038946+0.00036906i,-0.0001951+0.00031703i,-0.00066311+0.00033775i,-0.00043021-6.4326e-05i,-0.00039207-0.00059187i,-0.00052637-0.00020959i,-0.00024276+0.00064087i,-0.00035933+0.00083197i,-0.00095101+0.00044599i
0.00017964-0.0018158i,0.00043318-0.0014693i,-0.00067868-0.001306i,-0.00079178+0.00015837i,-0.00026236+0.0019809i,0.0011621+0.0020413i,0.0023318+0.0013376i,0.0021822+0.0009982i,0.0009503+0.00050036i,0.0002831+0.00034996i,-8.1785e-06+0.00050791i,0.00037491+0.00090634i,0.00046575+0.0010512i,-0.00026529+0.00088741i,4.2894e-05+0.00073605i,2.5226e-05+0.00037718i,-0.00097718-0.00061689i,-0.0010445-0.0012078i,-0.00026066-0.0010214i,0.00041061-0.000862i,0.00075691-0.00045365i,0.00031534+0.0001251i,-0.00032542-0.00027689i
-0.00055026+0.001466i,-5.8624e-05+0.0022412i,0.00053628+0.002278i,0.0004502+0.00095022i,0.0002637-0.00065778i,0.00051056-0.0011302i,-0.00043316-0.001011i,-0.00057868-0.0012829i,-0.00031908-0.00099465i,-0.00044653+7.517e-05i,0.00059154+0.00070716i,0.00094163+0.00030502i,0.00087717-0.00095399i,0.00063568-0.0014158i,2.3204e-05-0.00080967i,-0.00010019-0.00034108i,0.0001408+1.5154e-05i,-8.8079e-05-0.0003684i,0.00014071-0.00065847i,0.00011785-0.00039088i,-0.00016111-0.00015951i,-0.00028082+0.00016534i,-0.00026651+0.00046058i
-0.0014657+7.6636e-05i,-0.0010478-0.00014838i,-0.00065154+0.0013129i,7.1798e-05+0.0018536i,0.00077374+0.0013753i,0.00063161+0.00088662i,0.00099341+0.00025691i,0.00029401+0.00018918i,-0.0008058+0.00043628i,-0.00047342+0.00051948i,5.3409e-05+0.00077127i,-0.00072317+0.00048004i,-0.001178-0.0004742i,-0.00067415-0.00068728i,-0.00039436-0.00035889i,-0.0006364+0.00022842i,-0.00078809+0.00014387i,-0.00050705+0.0001403i,-0.00030508+0.00061281i,-0.00019432+0.00034546i,0.00024768-1.1628e-05i,8.1341e-05+0.0003762i,-0.00063369+0.0004004i
0.00066964+0.00027439i,-0.00052862-0.00021224i,-1.3504e-05-0.00065308i,0.0010832-0.00084458i,0.0016988-0.00029682i,0.0017494-9.1309e-05i,0.0013095-9.7495e-05i,0.00043499-0.00022029i,-0.00071571-0.00087123i,-0.00081342-0.00081681i,-0.00015772-0.00057674i,-0.00045778-0.00071404i,-0.0012234-0.00098097i,-0.00058719-0.00048107i,-0.00015958+0.0008499i,-0.00035511+0.0012769i,-0.00012914+0.00073388i,0.00022697+0.00043702i,0.00045691-9.6797e-05i,0.00089825-0.00029431i,0.00074139-0.00013927i,4.5829e-05-0.00072209i,-0.00030179-0.00077303i
-0.0016143+0.001175i,-0.00057685+0.0010862i,0.0010664+0.00099892i,0.0018942+0.0011908i,0.0016339+0.0014009i,0.00085839+0.0016042i,0.00066771+0.00034468i,0.00017774-0.00083245i,-0.00024288-0.00085665i,-0.00069082-0.00039251i,-0.00078662+0.00028641i,1.0218e-05+0.00036058i,0.00035149+0.00010979i,8.5286e-05-0.00051158i,-0.00026338-0.0010115i,-0.00032403-0.0010295i,1.0452e-05-0.00039884i,0.00019246+0.00044355i,0.00012231-6.5472e-05i,-0.00017089-0.0004736i,-0.00052957-5.9306e-05i,-0.00040501+0.00050408i,-0.00014742+0.00033259i
-0.0010792-0.00023388i,-0.0018496-0.00040446i,-0.001768-0.00027109i,-0.0011844+6.4671e-05i,-0.00015511+0.00067769i,0.00013972+0.0010273i,0.00013403-2.5238e-05i,0.00024361-0.0011638i,-0.00039767-0.00085202i,-0.00076164-0.00054906i,5.059e-05-0.00018105i,0.00077496+0.00037251i,0.00024281+0.00033956i,-0.00034131+0.00052214i,-0.00037701+0.00068744i,-0.0005544+0.00072334i,-0.00011615+0.0010155i,7.3691e-05+0.00083661i,0.00032414+4.7219e-05i,0.0004769-0.00086086i,0.00021255-0.00090234i,0.00013065-0.00077105i,0.00014261-0.00073025i
0.0004187+0.00055118i,0.00073085+0.00046044i,0.00068153+0.00087991i,0.0011848+0.00087295i,0.0015585-3.0965e-05i,0.0016864-0.00014925i,0.0017368-0.00013696i,0.00094585-1.8013e-05i,-8.6783e-05+0.00092367i,-0.00096898+0.0014747i,-0.0015021-9.5818e-05i,-0.0011533-0.00090835i,-0.00036744+0.00021376i,0.00035762+0.00071024i,0.00017124+0.00047835i,4.1942e-05-7.3353e-05i,0.00022359-0.00028738i,0.0003492+2.8479e-05i,0.0004543-9.0821e-05i,0.00050373-0.00055495i,0.00050716-0.0010148i,-0.0001146-0.0010754i,-0.00098462-0.00033176i
0.00069994-0.0015551i,0.00028759-0.0017359i,0.00016829-0.0011848i,-0.00017011-0.0012578i,0.00026705-0.00082981i,0.00070076-0.0011194i,0.00027379-0.00089224i,5.9835e-05-0.00081743i,-2.0064e-05-0.0011207i,-0.0004151-0.00021803i,-0.00034458+6.3531e-05i,-0.00046649+0.00025265i,-0.00073204+0.00062087i,-0.0005486+0.00050918i,-0.00027031+0.00077336i,0.00040516+0.0004088i,0.00048693+0.00012199i,4.9262e-05+0.00064522i,0.00035848+0.001197i,0.00073387+0.00066544i,0.00076709-0.00025216i,0.0004982-0.00012599i,0.00064509+0.00029298i
0.00046589+0.00026336i,0.00067664+0.0013535i,-0.00023149+0.0022758i,-0.00101+0.0014404i,0.00029107+0.000611i,0.0011109+1.1865e-05i,0.00035733-0.00098876i,-0.00036621-0.0011982i,-0.00078242-0.00068612i,-0.0012655-0.00083031i,-0.00082097-0.00080266i,0.00021158-0.00030159i,-0.00027165+3.8655e-05i,-0.00026405+0.0008052i,0.00014831+0.00068503i,0.00063543+0.00012562i,0.00048427+0.00017149i,-0.00014831+0.00028127i,-8.1074e-05+0.00064246i,-0.00066034+0.00060943i,-0.00015248+0.00010177i,0.00094756-2.2623e-05i,0.0012252+5.2061e-05i
-0.00097297-0.0023523i,-0.0021694-0.002541i,-0.0031689-0.0024424i,-0.0018894-0.00090215i,0.00094624+0.0004673i,0.0018668+0.00043941i,0.0011374-0.00017825i,0.00047287-0.0008524i,-2.4815e-05-0.00078708i,-0.0001448-0.0003743i,-0.00034733-0.00011045i,-4.6959e-05+0.00035137i,0.00011323+0.0011363i,0.00029951+0.00037148i,0.00050104-0.00030756i,0.000824-1.6377e-05i,0.00076534+0.00016653i,0.00040988+0.00023446i,5.7293e-05+0.0003404i,-0.00034583+0.00099041i,-4.7563e-05+0.0011975i,-0.00010566-0.00010251i,-0.0004748-0.00091048i
-0.00044322-0.0018855i,-0.00010431-0.0016771i,-0.00045098-0.00030948i,-0.00071217+0.00094726i,-6.4638e-06+0.0014091i,0.00095003+0.0012124i,0.0012479+2.4495e-06i,0.00078127-0.00098137i,0.0001822-0.0008168i,0.0002404+0.00040742i,0.00043286+0.00021625i,0.00030305-0.00076094i,0.0011579-0.00054049i,0.0016321+0.00055012i,0.00082789+0.0015476i,6.4392e-05+0.0012289i,0.00043086+0.0007312i,0.00043576+0.00017782i,0.00012628-0.00030714i,0.00056757-0.0010464i,0.0012551-0.00098726i,0.0005582-0.00010382i,-0.00014453+0.00019132i
-0.00027297+0.001644i,0.00060604+0.00077589i,0.00084139+0.00011533i,0.00029515-0.00034729i,0.00016692-0.00015245i,0.0013312-0.0006364i,0.0015535-0.00059138i,0.00053505+0.00023824i,3.3087e-05+4.2425e-05i,0.00046714-0.00025551i,0.00056803-0.00065983i,2.1001e-05-0.00065152i,-0.00031906-0.00024301i,2.2388e-05+9.3543e-05i,0.00078568+4.8232e-05i,0.00095484-0.00030106i,0.00019904+0.00032357i,0.00010152+0.00039891i,0.0005714+8.9166e-05i,0.00051105+0.00013288i,0.0004507-2.0927e-05i,0.00020672+0.00050489i,-0.00037406+0.00052353i
-0.0003214+0.0003553i,0.00029315+0.0014188i,0.00031156+0.0011152i,0.00020854+0.00017487i,0.0018373+0.00020713i,0.0030529+0.0004144i,0.002933-7.2084e-05i,0.0013131-7.2142e-05i,6.9717e-05+6.7686e-06i,-0.0001167+5.1933e-06i,0.00029705+0.00026717i,0.0001417+0.00033587i,-0.00047631-0.00026576i,-0.00080992-0.00060701i,-0.00081654+1.0296e-05i,-2.6507e-05+0.00047487i,0.00041119+0.00087654i,-0.00045844+0.0011765i,-0.00066323+0.00079715i,-0.00045955+0.00030592i,-0.00026374+0.00019359i,8.1375e-05+0.00049953i,0.00027917+0.0007556i
-0.00052533+0.00037695i,-0.00039264+0.0002989i,0.00018034+0.0013712i,0.0012186+0.0013497i,0.0017301+0.00096865i,0.0013898+0.0002969i,0.00020699-0.0004458i,-4.2133e-05-0.0005472i,-2.2094e-05-0.00023742i,-0.00080692-0.00042339i,-0.0010029+2.8484e-05i,-0.0010159+2.6133e-05i,-0.00099439-0.0013142i,-0.00081946-0.0011184i,-0.00057114-0.00026591i,-8.6166e-05-0.00050836i,-3.8797e-05-0.00053545i,-0.00022844-0.00014199i,-0.00030101-0.00064227i,-3.3782e-05-0.0010572i,9.8694e-05-0.00038012i,-0.00014272-1.7667e-05i,0.00069468-0.00039977i
0.0010159-0.0019335i,0.0011086-0.0027645i,0.00093889-0.00192i,-3.952e-05-0.00049966i,0.00052911+0.00056148i,0.002282+0.00068608i,0.0018215+0.00025783i,0.00033098+0.0003255i,-0.00064655+0.00070865i,-0.00080001+0.00017676i,4.6161e-05-0.0003135i,0.00044586-0.00014648i,-0.00018569+0.00033628i,-0.00045818+0.00075822i,-0.00039335+0.00045374i,0.00012752-0.00041876i,0.00061009-0.00041885i,1.056e-06-0.00020025i,0.00027821-0.00039208i,0.0010336+2.5586e-05i,0.00064801-9.5367e-05i,0.00016839-0.00060885i,0.00023809-0.00034738i
0.00030826+0.0024675i,0.00070262+0.0015407i,0.001647-0.00054596i,0.0022008-0.00036554i,0.0017567+0.00035567i,0.0013959+0.00017245i,0.0011829+0.00055972i,8.0853e-05+0.00021869i,-0.00070764-0.00037406i,-0.00067117-0.00051932i,-0.00039456-0.0001194i,-0.00085955+0.0003569i,-0.0016173+0.00023616i,-0.001451+0.00072486i,-0.00081388+0.0012486i,-0.00051654+0.00096047i,-0.00015889+0.00067026i,0.00064387-2.6021e-05i,0.00036296-0.00054898i,-0.00029226-0.00054138i,0.00029222-0.00039268i,0.00085664+0.00056526i,0.00079895+0.00070864i
-0.00036057-0.00035824i,-0.00051626-0.0005221i,-0.00099913-6.2845e-05i,-0.0012088-0.00036392i,-0.00012789-0.00088749i,0.0005568-0.00082663i,0.0002124-0.00062709i,-0.00047504+5.07e-05i,-0.00059657+0.0004113i,4.1623e-05+0.00029496i,0.00012039+0.00013556i,0.00029883-0.00014557i,0.0010618-0.00029717i,0.001108-5.5671e-05i,0.00049832+0.00012045i,5.8059e-05+0.00037725i,0.00013462+0.00051624i,-0.00020932+0.00051736i,-0.00042126+0.00080775i,9.943e-05+0.00045606i,0.00059916+0.00029227i,0.00032274+0.00068675i,-0.00030425+0.00023439i
0.0014931-0.00044631i,0.0016675-0.00060604i,0.0015733+0.00046803i,0.0012614+0.00059739i,0.0023829+0.00098936i,0.0018852+0.0010508i,0.00082789-4.1725e-05i,0.00111-0.00077248i,0.00052459-0.00052572i,-0.00080653-0.00020181i,-0.00075495+0.0001342i,-0.00015453+0.00022029i,-0.00023953-0.00028547i,-0.00028863-0.00047905i,5.1141e-05+0.00012934i,-0.00010854+0.0013821i,0.00038517+0.0019129i,0.0010851+0.0019558i,0.00025701+0.0014486i,-0.00033271+5.1697e-05i,0.00024232-0.00047704i,0.00054651-0.00086567i,0.00070806-0.00093432i
0.0015561-0.00035019i,0.001203-0.00082549i,0.00030194-0.0008594i,-0.00102-0.0013605i,-0.00021802-0.0013164i,0.00078095-0.00026047i,0.00054591+0.00021154i,0.00040468+0.00026159i,-0.00034619+0.0002465i,-0.00068077-0.00037038i,-0.00010103-9.9048e-05i,-0.00025066+0.00036499i,-4.0931e-05+0.00012113i,0.00057259+0.00023i,-7.4088e-05+9.4195e-05i,-0.00056382+1.9527e-05i,-0.00082443+0.00012556i,-0.00028636+0.00042383i,0.00065366+0.0008797i,0.00033118+0.001426i,-7.7153e-06+0.0011318i,0.00059777+0.00056724i,0.0011728+0.00041588i
-8.9988e-05+0.00090642i,-0.00058108+0.00041887i,-0.00092748+0.00063362i,0.00017221+0.00084773i,0.0017491+0.00054506i,0.0023656+0.00018207i,0.0020398-0.0010718i,0.0010084-0.0017194i,0.00026131-0.0010837i,-0.00024183-0.00065577i,-0.00040165-0.00058412i,0.00054647-4.5556e-05i,0.00092795-0.00058032i,-1.5174e-05-0.00099658i,-0.00019894+0.00014435i,0.00021711+0.00128i,-0.00050074+0.0010126i,-0.00093906+0.00035583i,-0.00048704+0.00034209i,-0.00023886+8.1784e-05i,-0.00019968+0.00050614i,-0.00028527+7.5893e-05i,-0.00067717-0.00064807i
-0.00077156-3.75e-05i,-0.00048311-0.00027596i,-0.0014858-0.0011232i,-0.0015796-0.00081121i,-0.00016123-0.00067386i,0.0017902-0.0013674i,0.0020396-0.0015084i,0.00076341-0.0013222i,-0.00020012-0.00071527i,-0.00053023+0.00012319i,-0.00023896+0.00028678i,-0.000518-0.00016797i,-0.00051451-0.00027261i,7.4963e-05+0.00036795i,0.00056614+0.00058918i,0.00041632+9.8794e-05i,0.0001599-0.00023173i,0.00020083-0.00075792i,0.00012131-0.00067893i,0.00049374-0.00040162i,0.00014029-0.00088436i,-0.00059112-0.0005603i,-0.00043499+6.1102e-05i
-0.00024639+2.0666e-05i,-3.363e-05+0.00071553i,-0.00059802+0.00057825i,-0.00028823+0.00085448i,0.00076316+0.00053534i,0.00064126+0.00055172i,0.00081038+0.00041029i,0.00057331-0.00049523i,-7.0488e-05-0.00097275i,4.3597e-05-0.00071178i,2.7579e-06-0.00049485i,-8.598e-05-0.00011327i,-0.00011869+0.00041409i,0.00018616+0.00024882i,0.00032962+0.0003205i,0.00061005+0.00028408i,0.00081281+0.00041099i,0.0013392+0.00073848i,0.0014444+0.00062151i,0.00030775+0.0010004i,-0.00011343+0.0005161i,0.00017773+7.6742e-06i,0.00027807+0.0001392i
0.00058027-0.00014715i,0.00078117-0.00070963i,0.00041596-0.0013378i,0.00026503-0.00026966i,0.00094276+0.0013624i,0.0010067+0.0012491i,0.00097424-0.00014458i,0.0011386-0.00055678i,0.00078524+0.00027367i,0.00017149+0.00044714i,-0.00086712+2.6944e-05i,-0.0010312+0.00028119i,-0.00015207+0.00052022i,0.00059982-0.00015878i,0.00071721-0.0006074i,0.00087426-0.00064318i,0.0012438-0.00062281i,0.00069736-0.00064947i,-0.00040531+4.3233e-05i,-0.00042902+0.00049543i,-0.00014509+2.9115e-05i,0.00024895-0.00027184i,0.00090457-1.8593e-05i
0.00044519+0.0014111i,0.0017615+0.00088516i,0.00080262+0.00040622i,0.00031765+0.00017353i,0.00098763+0.0001579i,0.0011484-0.00094086i,0.0013424-0.0021335i,0.00066686-0.001201i,7.5671e-05-0.00020787i,0.00017358+0.00023276i,1.2711e-05-3.5116e-05i,0.0001015-0.00043889i,0.00062037-0.00052751i,0.00086589-0.0009044i,-7.4396e-05-0.00036365i,-0.0010233+0.00073767i,-0.001035+0.00082721i,-0.00053595+7.5102e-05i,-0.00011501+0.00049407i,0.00020699+0.00062823i,0.00029739+9.0573e-05i,2.6076e-05-0.0001933i,7.9715e-05-0.00040436i
-0.0015293-0.00039461i,-0.00099955-0.00035892i,-0.00015366+9.7963e-05i,0.001024-1.8106e-05i,0.0016673+0.00037006i,0.0013971+0.00087744i,0.0010557-4.5083e-05i,0.00053154+3.1885e-05i,-0.00039248+0.00081265i,-0.0009685+7.0564e-05i,-0.00028205-0.00074339i,0.00040644-0.00043846i,0.00020648+0.00062139i,-0.00019561+0.00054854i,-0.00058051-0.00021743i,-0.00050264-1.8934e-05i,0.00040193+0.0001909i,0.0007701-0.00029093i,2.7914e-05-0.0010401i,-0.00082977-0.00064065i,-0.0009136+0.00026246i,-0.00058154+0.0010776i,-0.00023911+0.0013471i
-0.00085129-0.0010493i,-0.0016161-0.0012339i,-0.0011011-0.0014479i,0.00051467-0.00060982i,0.001401+0.00017187i,0.0019191+0.00078515i,0.0020355+0.00069708i,0.0016405-6.0735e-05i,0.00067845-0.00091982i,-0.00037287-0.00087179i,-0.00038416-0.00011469i,0.00041331-7.3296e-06i,0.0011691-0.00047609i,0.0018311-5.7097e-05i,0.000782+0.00077125i,-0.00073711+0.00090195i,-0.00040429+0.00013071i,0.00015265-0.00028081i,0.00035324-0.00014508i,0.00034607-0.00053777i,0.00069325-0.00020097i,0.0008009+0.00018291i,-0.00010065+0.00043413i
0.00022608-0.00094342i,0.0002013-0.0022853i,-0.00083759-0.0025113i,-0.0011082-0.0015628i,0.00015084-0.00067988i,0.00066521-0.00068609i,0.0010405-0.00084467i,0.00080545-0.00037102i,-2.7083e-05+0.0003151i,-0.00025029+0.0003045i,-4.799e-05-0.00014414i,-0.00067331-0.00031114i,-0.00074111-2.6123e-05i,-0.00021367+7.2594e-05i,0.00012365+0.00019157i,0.00043212+5.1531e-06i,0.00070273-0.0005783i,0.00042527-0.00027892i,0.0003623+0.00022327i,0.00023914+0.00015195i,-0.00031921-0.00030468i,-6.1772e-05-0.00047861i,6.2434e-06+0.00025546i
0.00091787+0.00017957i,0.0010034-0.0010226i,0.0015358-0.0019047i,0.0005743-0.0019135i,-0.00070574-0.0010939i,-0.0004089-0.00044855i,0.0004109-0.00048241i,0.00074734+0.00036619i,0.00067127+0.00039926i,-9.0183e-05+0.00026373i,-0.00038853+0.00055541i,-0.00020799+0.0002115i,-3.9328e-05+0.0005019i,-1.392e-05+0.0010906i,-1.1105e-05+0.00067307i,-0.00010314-0.00018046i,-4.2352e-05-0.00019122i,0.00040546-1.414e-05i,0.00028073-4.3861e-05i,-0.00035116-0.00014542i,-4.5223e-05-8.4843e-05i,0.00051989+0.00018524i,0.00076575-0.00024031i
0.00059921-0.00087685i,-0.00055491-0.00073803i,-0.00091422-0.00053093i,0.00012055-3.3215e-05i,0.0014528+0.00075734i,0.0026067+0.00081382i,0.0024134+0.00033199i,0.0011333+0.000177i,-0.00062072+0.00019607i,-0.0010642+0.00023223i,-0.00057269-0.00018383i,-0.00059058+0.00020817i,-0.00069519+0.0010436i,-0.00099001+0.00037011i,-0.00054644-0.00041103i,0.00055596-0.00015171i,0.00077601+0.00032398i,8.1416e-05+0.00015071i,-6.0359e-05+0.0001189i,4.5426e-05+9.344e-05i,-4.8375e-05-0.00054257i,-0.00027462-0.00059856i,-0.00057255-0.00056153i
-0.0024223-0.0016934i,-0.0022833-0.001941i,-0.00094096-0.0015384i,-0.00019832-0.00059492i,0.00037222-0.00033236i,0.0010818-0.00037955i,0.0013791-0.00064778i,0.001011-0.00049543i,0.00042466+0.00065369i,-0.0003722+0.0014178i,0.0001177+0.0008574i,0.0003064+0.0005625i,-0.0001194+0.0004729i,0.00054502+0.00018479i,0.0012962-1.7554e-05i,0.0011278-0.00023533i,0.00081917-0.00014937i,0.00078068-0.00022483i,0.00079614-0.00070619i,0.00054492-0.0011665i,0.00037522-0.00088381i,0.00053513+0.00018653i,0.00044855+0.00038098i
0.0025043+0.00043539i,0.001706+0.00057289i,0.0016788+0.00017625i,0.00096185+0.00039843i,-8.7925e-05+0.0012742i,-0.00022812+0.0016749i,3.6255e-05+0.0011538i,0.00045524+0.00071424i,-0.00034481+0.0012617i,-0.0010358+0.000833i,-0.0010134-0.00039761i,-0.00026762-0.00092398i,0.00084178-0.00049442i,0.00048832+0.00098301i,-0.0004322+0.0016489i,-0.00064198+0.0012372i,-0.00013209+0.000437i,0.00033332+0.00045488i,0.00076838+0.00028566i,0.00033556-0.000225i,-0.00019869-0.00045403i,-0.00023745-0.00034216i,1.2517e-05-0.00031105i
-0.0026852-1.6755e-05i,-0.0025488+0.00043034i,-0.0022515+6.6014e-05i,-0.00047339+0.00012357i,0.0025102+0.00074845i,0.0033343+0.00080298i,0.0012237-0.00010518i,-0.00052948-0.00086977i,-0.0010802-0.0007057i,-0.00091359-6.81e-05i,-6.5827e-07+0.0002073i,0.00076614+0.00032884i,0.00045624+0.0003476i,0.00025122+6.5291e-05i,0.0006658-0.00018485i,0.00036081+0.0002991i,0.00020141+2.6044e-05i,0.00042843-0.00029484i,-0.00045563+1.1432e-05i,-0.00050105-0.00049357i,9.5872e-05-0.0011567i,-0.00041533-0.00084016i,-0.0003381-0.00029961i
-0.00063077+0.0015731i,-0.00057487+0.0010828i,-0.00060527+0.00055911i,-0.0006243+0.00013682i,0.00014339+0.00016217i,0.0010229-0.00054557i,0.0011806-0.0010474i,0.00042405-0.00032778i,0.00033917-0.0003225i,0.00069542-0.0005461i,-0.00032802-0.00052377i,-0.0010092-0.00053846i,-0.00029626-9.615e-05i,0.00021159+0.00012456i,-0.00013207-6.1363e-05i,-0.00044144-0.00018433i,-0.00015868+0.00040281i,-0.00052469+0.00064086i,-0.0011001+0.00020975i,-0.00063536+5.9166e-05i,-0.00024815+9.6227e-05i,0.00032278+4.1835e-05i,0.00030936-8.0116e-05i
0.00040727+1.5336e-05i,-0.00092881-0.0005611i,-0.0012879-8.6927e-05i,-9.7917e-05+0.00051606i,0.00083908+0.00095106i,0.0013067+0.0010717i,0.0011684+0.00073017i,0.00058648+0.00026165i,0.0003805-4.1954e-07i,0.00034921+0.00019422i,0.00012617+0.00034768i,-0.00055671+0.0002512i,-0.00089605+0.00039426i,-0.00099262-1.8578e-06i,-0.00072556-0.0004484i,-0.00048082+0.000158i,-0.00043188+0.00041272i,-0.0003288-0.00027035i,-0.00029952-0.00045785i,-0.00054984+0.00042888i,-0.00063293+0.0012254i,-0.00081063+0.00012011i,-0.00066102-0.0010906i
-0.00045219+0.00081319i,0.00071236+0.001032i,0.0022727+0.00094569i,0.0019262+0.00059345i,0.00077343-0.00045861i,0.001358-0.0011941i,0.0013352-0.00096613i,0.00011411-0.0011449i,-0.00042792-0.0010999i,-0.00036664+0.00030016i,0.00017765+0.000648i,-0.00022335+0.00035762i,-0.00080501+0.00026257i,-0.0007266-4.2487e-05i,-0.0010361+0.00016312i,-0.00073253+0.00039278i,-1.6403e-05+0.00038197i,-0.00046823+0.0003491i,-0.0010411+0.00028524i,-0.00097539+0.00062849i,-0.00016652+0.00036717i,0.0005191+0.00052985i,0.0007693+0.00050331i
-8.3975e-05+0.0012564i,0.0009278+0.00012267i,0.0017091-0.0010703i,0.00081119-0.00092256i,-0.00062705-0.00037869i,-0.00054655-0.00046216i,0.00042246-3.991e-05i,0.00044969+0.00024213i,-0.0001929-0.00027442i,0.00017666-0.00036513i,0.00070091+0.00080514i,0.00072297+0.0013129i,0.00018526+0.00034279i,9.0874e-05+5.5673e-06i,-0.00022734-0.00029078i,-0.00075397-0.00016119i,-0.00036928-0.0003328i,0.00019354-0.00081673i,0.00012505-0.00037576i,-0.00029845-0.00013797i,-0.00039375-0.00055297i,-1.9878e-05-0.00046539i,-0.0001003-0.00058689i
0.0013685-0.00069585i,0.00039092-0.00095069i,-0.00018726-0.0014247i,0.000527-0.00072241i,0.0013465+0.00062303i,0.0016146+0.0010822i,0.00080908+0.00087159i,7.6328e-05+4.5122e-05i,-0.00030736-0.00057996i,-0.00076782-0.00013606i,-0.00027205+0.00038902i,-0.00048602+0.00031226i,-0.0017373+0.00070134i,-0.0018091+0.00089754i,-0.00098876+0.00099045i,-0.00043979+0.00062803i,-5.763e-05+0.00016347i,-0.00013353+0.00040832i,-0.0011377-0.00027091i,-0.0011298+0.00025555i,-0.00081154+0.00094811i,-0.00072872+0.00010406i,-0.0005409-0.00025862i
0.00015516-0.000212i,-0.0007691-0.0010911i,-8.3115e-05-0.0017928i,0.00056591-0.00063128i,0.00059607+0.00011636i,0.001388+0.00084129i,0.0020796+0.00072561i,0.0012358-0.00023048i,-1.182e-05-0.00049567i,-0.0011189-0.00025178i,-0.00086778-1.8538e-05i,6.8389e-05-3.7891e-05i,0.0011959-0.00029216i,0.0013181-0.00076563i,0.00024831-0.00031562i,-0.00041716+0.00058556i,-0.0005367+0.00072433i,0.00023391+0.00021728i,0.00021065-9.2289e-05i,-0.00032032+8.6123e-05i,-0.00050126+9.6802e-05i,-0.0003863-0.00045626i,-0.00018063-0.00045247i
-5.8224e-05-0.0033697i,-0.00072001-0.0024633i,-0.00185-0.0014602i,-0.0022279-0.00023141i,-0.00040881+0.00093365i,0.0018509+0.0019298i,0.0022997+0.0010404i,0.0011634-0.00057108i,-0.0001125-0.00071394i,-0.00096321+4.7911e-05i,-0.0009478+0.00020604i,-0.00034626+0.00038264i,0.00093971+0.00065917i,0.0021934+0.00081794i,0.0021974+0.00069836i,0.0012976+0.00040965i,0.00064986+0.00030714i,-4.3935e-05+0.00032109i,5.5185e-05-0.00040126i,0.0003108-0.00072856i,0.0005577-0.00080422i,0.00094954-0.00029044i,0.00085832+7.6996e-05i
-0.00043842-0.0011117i,-0.0022874-0.0014106i,-0.0024158-0.0011569i,-0.0012043-0.00037111i,0.00025632+0.00082676i,0.0011891+0.0013145i,0.0011899+0.00047851i,0.00091005-0.00036428i,-3.6693e-05-0.00010565i,-0.00060247+0.00049397i,-0.00030629+0.00013442i,-0.00040217-0.00016072i,-0.00054725+0.00022922i,-0.00085974+0.00033643i,-0.00035687+0.00036485i,0.00054992+0.00055349i,0.00037806+0.00058026i,1.364e-05+0.00037733i,-0.00014951-6.0533e-05i,-0.00013054-0.00020159i,0.00046085-0.00021089i,0.00098504-0.00034231i,0.0011997-0.00037046i
