-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
1.9998e-05+0.0013944i,0.00049849+0.00039678i,0.00031914+0.00030413i,0.00055233+0.0014404i,0.0012894+0.0022128i,0.00061404+0.0020823i,-0.0011347+0.00087376i,-0.0018103+0.00023739i,-0.0011839+0.00070771i,-0.00045192-3.7891e-05i,0.00011784-0.00073568i,-0.00059803-4.9916e-05i,-0.0012543+0.00081223i,-0.00066646+0.0010858i,-0.00045245+0.001014i,-0.00083601+0.000561i,-3.4445e-05-0.00014956i,0.00059735-0.00034677i,4.9182e-05-0.00024013i,0.0001512-3.6621e-05i,0.00063944-0.00043147i,0.00044676-0.00024356i,-0.0001453-0.00036273i
-0.00019519-0.0011035i,-0.00014936-0.00058759i,-0.00079225+6.9111e-06i,-0.00088072+0.00045432i,-0.0014221+0.0011133i,-0.00048434+0.0015309i,0.0007074+0.0011735i,-6.1369e-05+0.00078068i,-0.0010892+0.00078153i,-0.0011726+0.00030498i,-0.0012387-0.00060883i,-0.0011926+0.00012762i,-0.00087137+0.00070906i,-0.00039224-7.9447e-06i,6.5958e-05-0.00016636i,0.00015844-0.00012817i,0.00079701-9.61e-05i,0.0004023-0.00010263i,-0.00057867+5.631e-05i,-0.00032555+3.9565e-05i,-0.00065196+0.00017448i,-0.00071498+0.00017781i,0.00063704-0.00044804i
0.00038477-0.00034618i,0.00055357+0.00059143i,0.00037035+0.0018434i,0.00080298+0.0018163i,0.00095954+0.0010297i,0.00030894+0.001444i,-0.00049125+0.000743i,-0.0015479-0.00077855i,-0.0021326-0.00069092i,-0.0017469-0.00035894i,-0.0012994-0.00040653i,-0.00090933-0.00040827i,-0.0005152-0.00064183i,-0.00032472-0.00027711i,-0.00047377-2.7189e-05i,5.9529e-05-0.00038937i,0.00076585-0.00056836i,0.00092599-0.00092382i,-9.4454e-05-0.00085305i,-0.00049878-0.00062111i,0.00026234-0.00021104i,0.00016784+0.00043832i,-0.00010245+0.0010035i
-0.0018067+0.00075367i,-0.00092214+0.00053619i,-0.00059371+0.00096318i,-0.00069418+0.0019279i,-0.00010536+0.0025044i,0.0013853+0.0020253i,0.0011352+0.00052926i,-0.00013719-0.0001398i,-0.0012343-7.3142e-05i,-0.0016982-0.00036672i,-0.0016034-0.00087686i,-0.00088259-0.00062379i,-0.00066214+0.00012555i,-0.0013152+0.0002035i,-0.0010296+8.4833e-05i,1.4928e-05+0.00021363i,0.00066803-0.00018905i,-0.000478-0.00077166i,-0.0011686-0.0009525i,0.00015207-0.00046771i,0.0011274-0.00047086i,0.0010518-0.0011722i,0.0006386-0.00043233i
-0.00027676-0.0011514i,-0.00082061-0.0011276i,-0.0023476-0.00037295i,-0.0018321+0.00051291i,-0.00089287+0.0015372i,-0.00073777+0.0016048i,7.8599e-05+0.00051758i,-0.00010505-0.00047422i,-0.00066897-0.000563i,-0.00068558-0.00029188i,-0.00050891-0.00056934i,-0.00074934-0.00026442i,-0.0012905-0.0001846i,-0.0013925+4.8059e-06i,-0.00077998-0.00017235i,0.00054673-0.00091492i,0.0011087-0.00072796i,0.00035177+1.7529e-06i,-6.923e-05+0.00079164i,-4.178e-05+0.00039367i,-4.2724e-05-0.00021735i,7.6913e-05-0.00022976i,0.00054246+0.0002506i
-0.00040528+0.00085521i,0.00039009-3.1332e-05i,0.00095414-8.6603e-05i,0.0010434+0.0010013i,0.001449+0.0016709i,0.0019178+0.001833i,0.00094492+0.0015014i,0.00032365+0.0013646i,-0.00041575+0.0013837i,-0.0015363-0.00017996i,-0.0012473-0.0016513i,-0.0012362-0.0011786i,-0.0017092-0.00071375i,-0.0013881-0.00031369i,-0.00047685+0.00026072i,-3.9855e-05+0.00040613i,-0.00015709-0.00021357i,-0.00035886-1.26e-05i,2.5076e-05+0.00037348i,0.00033634+0.00022534i,0.00074782-0.00043287i,0.00091887-0.00095463i,0.00044174-0.00084559i
-0.0005903-0.0017333i,-7.9293e-05-0.00096321i,-0.0016587-0.00026982i,-0.0037304+0.00043022i,-0.0036465+0.001787i,-0.0017684+0.001871i,-0.00057964+0.0011353i,-0.0012774-0.00012493i,-0.002089-0.0012142i,-0.0022527-0.00041951i,-0.0019573-5.7548e-07i,-0.0012409-0.00019269i,-0.00055349-0.00014287i,-0.00023787-0.00052378i,-0.00041758-0.00092758i,-0.0004491-0.00077315i,0.00050954-0.00037626i,0.0010033-0.00037059i,0.00076145-7.3269e-05i,-7.7399e-05-0.00029956i,-0.00057734-0.00083051i,-4.2604e-07-6.9637e-05i,0.00045092+8.1912e-06i
0.00094727-0.00098166i,0.00069611-0.0009928i,0.00031237-0.0010438i,-0.00013727+0.00029829i,0.00026761+0.0022758i,0.00022879+0.0024733i,0.00061265+0.0011626i,0.00015646+0.00090452i,-0.0011338+0.0014078i,-0.0015955+0.0011478i,-0.0014795+0.00036829i,-0.0010657+6.4831e-05i,-0.00062739+0.00018215i,-0.00075102+0.00014587i,-0.00037472-0.00011381i,0.00029128-0.00052278i,0.00043243-0.00024003i,0.000346+0.00028045i,-0.00012721+0.00058756i,8.4239e-05+0.00078904i,0.00027613+0.0010015i,0.00051777+0.0010752i,0.00061925+0.0010823i
-0.0023022-0.00054286i,-0.0016964+0.00052014i,-0.0011867+0.0023818i,0.0004684+0.0023144i,0.0025143+0.0014981i,0.0029838+0.0011684i,0.0021038+0.001281i,0.00044146+0.001474i,-0.00082873+0.0014184i,-0.00092387+0.00063984i,-0.00080837-0.00017694i,-0.00040651-0.00029252i,-1.9361e-05-0.0010223i,-0.00023512-0.0011778i,-0.00066014-0.00038245i,-0.00022043-0.00021924i,0.00053534-0.00055367i,-8.8023e-05-0.00053748i,-0.00053+8.8925e-05i,-0.00037144+4.4313e-05i,-0.00019695-0.0012941i,0.00034763-0.0018261i,0.00016541-0.0013029i
-0.00021104+0.00099437i,0.00025066+0.00084055i,6.1062e-06+0.0010744i,-6.1118e-05+0.0014181i,-0.00011564+0.001912i,-0.00068916+0.0017947i,-0.0011609+0.0016978i,-0.00056816+0.0015912i,0.00026091+0.0015418i,-0.00057035+0.00087536i,-0.0013102+3.5479e-05i,-0.0010101-0.00021062i,-0.00066748-0.00045878i,-0.00054197-0.00015294i,-0.00088432+0.00018135i,-0.00059313+8.9212e-05i,6.8115e-06+0.00011624i,-0.00023509-0.00038414i,-0.00028241-0.00071287i,0.00017286-0.0001389i,0.00058316-0.0005255i,0.00036902-0.00075365i,0.00032727-8.8053e-05i
0.00077183+0.0011564i,0.00058272+0.00040246i,0.0006547+0.00045866i,0.0008469+0.00086873i,0.0015628+0.0012617i,0.001143+0.0010975i,-0.00011752+0.00046373i,-0.0007603+0.00063203i,-0.0013982+0.0014867i,-0.0016201+0.0010112i,-0.00036186-0.00044834i,2.9182e-05-0.00068438i,-0.00056713-0.00051534i,-0.00055568-0.00029882i,-0.00011435+0.0005299i,0.00010135+0.00013407i,-5.646e-05-0.00070318i,-0.00076426-0.00058846i,-0.0010934-0.00029054i,-0.00033-2.9302e-05i,2.278e-05-0.00021722i,2.9289e-05-9.5669e-05i,0.00030146+0.00037207i
-0.00060755-0.0001512i,-0.00036374+5.9398e-05i,-0.00056593-0.00025132i,-0.0019541+0.0001749i,-0.0018327+0.0011612i,8.9402e-05+0.0018412i,0.00075102+0.0022772i,-0.00058341+0.0015976i,-0.0016873+0.00042238i,-0.0026779-0.0007537i,-0.0030769-0.00074617i,-0.0019901+0.00027513i,-0.00059126+0.0002946i,2.183e-06+5.1156e-05i,0.00010002+0.00032715i,0.00014143-0.00031927i,0.00047289-0.0014338i,0.0011538-0.0013661i,0.00064202-0.00039339i,0.00058688+0.00018033i,0.00088028+0.00036926i,0.0002394+0.001097i,0.00030378+0.0013775i
-0.00045275-0.00052857i,-0.00020937-0.00051952i,-0.00085839-0.00096343i,-0.00066146+0.0002663i,0.00049768+0.0017421i,0.00087324+0.0016227i,0.00020586+0.00082115i,-0.00060274+0.00029887i,-0.001608+4.0295e-05i,-0.0017237-2.3448e-05i,-0.00097952+0.00030895i,-0.00080196+0.00062689i,-0.00039392+0.00056825i,-0.00085492-0.00016283i,-0.0012429-0.0002591i,-0.00016345-1.7016e-06i,0.00027884-0.00025547i,-2.8763e-05-0.00035783i,4.1094e-05-9.6892e-05i,0.00033271+0.00056646i,0.00089373+0.00092184i,0.00079833+0.0007244i,0.00019346+0.00011152i
-0.00044657+0.0013186i,0.00046254+0.0010725i,0.00099026+0.00071686i,0.00041316+0.0013737i,0.00019988+0.0027645i,0.00055274+0.0027257i,0.00015415+0.0017016i,-0.00087983+0.0011573i,-0.0017195+0.0013739i,-0.0023399+0.0015559i,-0.0013621+0.00031935i,-0.00037456-0.0006404i,-0.00038697-0.00083146i,-0.00057358-0.00022774i,-0.00019444+9.6132e-05i,0.00028927+0.00014661i,0.0008224+0.00040323i,0.0007572+0.00024701i,0.00014544+0.00018399i,-9.4335e-05+0.00049227i,-0.00010408+6.605e-05i,-0.0001062-7.5165e-05i,-0.00030811+0.00047994i
-0.00019567-0.002045i,-0.0011421-0.0017488i,-0.0024012-0.00069065i,-0.0023238+0.0014526i,-0.00098497+0.0028i,3.3325e-05+0.0028733i,0.00054943+0.0017393i,-1.0051e-05+0.0010113i,-0.0012276+0.00058529i,-0.0011695-1.7257e-05i,-0.00037171+0.00040042i,0.00058902+0.00045485i,0.00035262-0.00036315i,-0.00060966+8.7273e-06i,-0.00063923+0.00020593i,-0.0006248+0.00032838i,-0.0010085+0.0008986i,-0.00085669+0.0005631i,0.00027762+0.00012673i,0.0012342+1.7187e-05i,0.00075431-0.00053598i,-1.8271e-05-0.00057213i,-0.00056924-0.00010997i
-0.00091959+0.0016369i,-0.00045477+0.0018084i,0.00020019+0.0022091i,0.001739+0.0012098i,0.0021494+0.00061598i,0.0010641+0.00067917i,0.00036676+0.00018199i,-0.00030006-0.00030028i,-0.0014436-0.00038541i,-0.0014731-0.00042005i,-0.001199-0.00021273i,-0.0010568+0.00017173i,-0.0012959-0.00026226i,-0.0011842-0.0008491i,-0.0010791-0.0010479i,-0.0014575-0.00018069i,-0.0013949+0.00073149i,-0.00064178+0.00066828i,-0.00010141-4.9285e-05i,0.0002364-0.00067501i,0.00062353-0.00028669i,0.00035289-0.00042798i,-0.00017578-0.00075013i
-0.00051236+0.00076838i,8.6476e-05-0.00017401i,0.0011973-0.00035113i,0.00023343+0.00099896i,-0.00092749+0.0021398i,-0.000253+0.002386i,-2.362e-05+0.0014225i,-0.00072174+0.00050871i,-0.0012452+0.00012987i,-0.0013044+0.00017174i,-0.0012358+0.00041037i,-0.00095123+0.00037099i,-0.00037354+0.00014929i,-0.0006079+0.00020437i,-0.0006216+0.00017861i,0.00045705+0.00027426i,0.00074065+0.0005376i,0.00015545+0.00061755i,-3.697e-05+0.00093802i,9.1402e-05+0.00082676i,0.00037917+0.00087984i,0.00032733+0.00079773i,-0.00040492-1.2132e-05i
0.0013839-0.00034617i,0.0015281-0.00058416i,0.00081194-0.0010063i,0.00063767-0.00086738i,0.00050553+2.7132e-05i,0.00014407+0.00033073i,-0.0003693-0.00018175i,-0.00089031+8.2468e-05i,-0.0012136+0.00026762i,-0.0014133+1.2529e-05i,-0.0017447-0.00030989i,-0.0011149-0.00023188i,-0.00075447-0.0002089i,-0.00082776-0.00065688i,-0.00034992-0.00052403i,0.0002568-0.00012756i,0.00056308-0.00050377i,0.00050376-0.0007117i,0.00031877-0.00010985i,0.00049349+0.00036913i,0.00069716+0.00032905i,0.00019173-0.00016326i,0.00012557-0.00048164i
-0.0016429+0.00017072i,-0.0014669+0.00052621i,-0.0014921+0.00040868i,-0.0018509+0.00089709i,-0.0013082+0.0016758i,-0.0002711+0.0011312i,-2.848e-06+0.00024739i,-0.00075126-0.0001308i,-0.0019033+0.000449i,-0.0023496+0.0009642i,-0.0017336+0.00058105i,-0.00079425+0.00047192i,-0.0011676+0.00085227i,-0.0011013+0.00090937i,-0.00047208+0.00081253i,6.9283e-05+0.00075927i,0.00069835+0.00050959i,0.00022157-0.00018224i,0.00014946-0.00035494i,0.00012839+0.00010621i,0.00012228+0.00016197i,0.00043648-8.8556e-05i,0.00011445+0.00032836i
-0.00015961+8.0109e-06i,0.00049926+0.00010444i,0.00016502-0.00031231i,-0.00018853-0.00015888i,-0.00076444+0.00074084i,-0.00041979+0.00084726i,0.0001612+0.00089096i,-0.00049316+0.0010505i,-0.0017542+0.0012502i,-0.0018312+0.00039584i,-0.00083642-0.00048067i,-0.00075146+2.9393e-05i,-0.0010461+0.00054804i,-0.00097618+0.00018894i,-0.00060857-0.00012853i,-0.0001829+0.00061739i,-0.00010302+0.00086625i,8.375e-05-0.00017993i,0.00046212-0.00016714i,0.00067518+0.00024887i,0.00049953+0.00030945i,0.00024119+0.00032122i,-0.00027446-0.00035263i
-0.00036038+0.00094891i,0.00040036+0.00086175i,0.0013366+0.0013871i,0.001446+0.0015512i,0.0015866+0.00089545i,0.0016182+6.0778e-05i,0.00086719-0.00044196i,-9.1499e-05-0.00016874i,-0.00077985-1.6255e-07i,-0.00155-0.00030906i,-0.0019204-0.00091101i,-0.0019522-0.00042663i,-0.0015485-0.0003335i,-0.00069869-0.00053814i,0.00037234+2.9265e-05i,0.00054099+0.00043437i,0.00077554+0.00063611i,0.00087789+0.00027092i,0.00058181+5.2578e-05i,0.0010302+0.00069063i,0.0010211+0.0002727i,-4.0634e-05-0.00017273i,-0.00047361-0.00043494i
-0.00027405+0.0011829i,0.00043427-0.00011598i,0.0011246+0.00019767i,0.00080163+0.0014286i,-0.00035185+0.0018609i,-0.00037073+0.0014034i,0.00026472+0.00056415i,-0.00045188+0.000298i,-0.0011401-0.00020255i,-0.00072319+0.00025036i,-0.00062363+0.0011059i,-0.0003914+0.0013267i,-0.00043393+0.0010289i,-0.00086426+0.00018326i,-0.00021595-0.00025424i,0.0012273+0.00022056i,0.0011034+6.4405e-05i,0.00053973-0.00098649i,0.00064568-0.0013723i,0.00024596-0.00054756i,0.00027198-9.2417e-05i,-0.00046263-0.00029243i,-0.00089526-0.00033901i
-0.0007244+0.0011082i,-0.00013425+8e-05i,0.00016895-0.00056412i,-0.00025657-0.00036592i,1.7592e-05-0.00034883i,-0.00064108+0.00038878i,-0.0012223+0.0007099i,-0.0015027+0.00046895i,-0.00119+0.00038734i,-0.0006099-0.00021116i,-0.0013142-0.00065563i,-0.0014968-0.00065796i,-0.0014527-0.00044977i,-0.0013548+0.00016358i,-0.00059682+0.000628i,-0.00013612+0.00029851i,-0.00020435-9.3144e-05i,-0.00046428-0.00036027i,-0.00018306-0.00068973i,0.00057658-0.00052605i,0.00071836-0.00063009i,0.00092712-0.00027622i,0.0011686+0.00041169i
0.0014422+0.00015328i,0.00089295+0.00028756i,0.00062222-4.6017e-05i,0.0005592+0.0003701i,0.00010922+0.0011976i,-0.0009326+0.0013797i,-0.0016587+0.0014139i,-0.0019085+0.0004342i,-0.0020169+0.00041902i,-0.0017154+0.00094066i,-0.0015431+0.00032308i,-0.0011157+0.00013335i,-0.00071177+0.00027129i,-0.00073878-0.00043213i,-0.00083686-0.001331i,-0.00036228-0.0011371i,0.00018599-0.00040072i,0.00063337-0.00013006i,0.0012628-0.00018867i,0.00083429-0.0010989i,0.00020779-0.0014092i,9.2416e-05-0.0006142i,-5.9897e-05+0.00084097i
0.00021776+0.00058595i,7.8e-05+0.00055086i,-0.0010503+0.00093453i,-0.0016004+0.0015441i,-0.00099979+0.0029683i,-0.0001079+0.0029656i,0.00059073+0.0020074i,6.3316e-05+0.0012088i,-0.0016136+0.00048547i,-0.0021777+2.9793e-05i,-0.0018457+6.3996e-05i,-0.0012664-1.6011e-05i,-0.0010069-0.00030328i,-0.0011908-0.00031874i,-0.001105+0.00049242i,-0.0009055+0.00060656i,-0.00069372-0.00013605i,-0.00025054-0.00098395i,-0.00033239-0.00063661i,-0.00088106-0.0002397i,-0.00027195-0.00074968i,0.00099583-0.0010151i,0.0012622-0.00041306i
0.001344+0.0023987i,0.001766+0.00050434i,0.0029639-0.00088689i,0.0027605-0.0019883i,0.0016599-0.0017619i,0.001104-0.00043281i,1.0311e-05+0.00020813i,-0.0011627+0.00026728i,-0.0019006-5.5804e-05i,-0.0015385-0.00043957i,-0.0014962-0.00067267i,-0.0018019+1.88e-06i,-0.0013082+0.00096341i,-0.00071413+0.00064275i,-0.00055891+0.00016713i,0.00017183+9.0623e-05i,0.00060856-0.00032888i,7.0669e-06-0.00098401i,0.00022113-0.00074412i,0.00067452-0.00070232i,0.00055493-0.0010524i,0.00055228-0.00051362i,0.00096183-0.00019586i
-0.0016246-0.00037238i,-0.0022591-0.00066582i,-0.0019629-0.00019636i,-0.0014033+0.00089226i,-0.00091746+0.0024128i,5.4738e-05+0.0024648i,-0.00023312+0.0020495i,-0.00095382+0.0018841i,-0.0010464+0.0017927i,-0.00084904+0.0013313i,-0.00072079+0.00098224i,-0.0011901+0.00071975i,-0.0012929+0.00025179i,-0.00097898-0.00029715i,-0.0010324-2.5731e-05i,-0.0004407+0.00024717i,9.8447e-05+1.5957e-05i,0.00017222-0.00011448i,-9.4738e-06-0.00032206i,0.00051866-0.0008164i,0.0012433-0.00037697i,0.00085094+0.00015348i,0.00087359+0.00010269i
0.00076479-0.00047131i,0.00089186-0.000212i,0.0014944+0.00013767i,0.0013208-0.00020721i,0.0012175-6.9512e-05i,0.00042443+0.00058298i,-0.00052115+0.00090941i,-0.00080132+0.00091885i,-0.0017426+0.00070308i,-0.0023426+0.00013154i,-0.0018102-0.00045208i,-0.00092375-0.00029651i,-0.00094166+0.0001676i,-0.00089861-0.0006265i,-3.0873e-05-0.00087115i,0.00032961-0.0002293i,-0.00016005-0.0006623i,-0.00021474-0.0013023i,0.00050089-0.00063733i,0.00035097+0.00027016i,-0.00027674-6.3185e-05i,-0.00038172-0.00089016i,-4.3629e-05-0.0013383i
0.0015452-0.001234i,-0.00012537-0.0015134i,-0.00059679-0.0018316i,-0.0013456-0.0011822i,-0.0019086+0.0008594i,-0.0015867+0.0026041i,-0.00076582+0.0025404i,-0.00074491+0.001229i,-0.0011488+0.00070806i,-0.0011296+0.00031815i,-0.0010899-0.00061232i,-0.0014847-5.7137e-05i,-0.0011839+0.0009322i,-0.00043254+0.00084358i,-0.0003758+0.0006027i,-0.00028651+0.00048142i,-0.00032863+0.00059121i,-0.00071472+3.1722e-05i,-0.00073202-0.00078704i,-0.00024539-0.0013123i,-6.8444e-05-0.0010808i,-1.9805e-05-0.00072331i,0.0001991-0.00051197i
-0.00028796+0.0016514i,0.00046657+0.00054961i,0.00070326+0.00013637i,0.00012653+0.00028259i,-9.0416e-05+0.00058333i,0.00059102+0.0006427i,6.9615e-05+0.00078997i,-0.0009681+0.00080655i,-0.00063011+0.00082955i,-0.00039722+0.00048631i,-0.00088936+7.0592e-05i,-0.001116-0.0003653i,-0.00037178-0.00055471i,-8.3162e-05-0.00062509i,-0.00027389+7.6851e-05i,-8.9675e-05+0.0010194i,0.00041775+0.00030274i,0.00020291-0.00084768i,-0.00071005-0.00068997i,3.5346e-05-0.00022937i,0.00096991+0.000319i,0.00076644-0.00011795i,-5.5457e-05-0.00080339i
-0.00068329-0.00042017i,-0.0015384+0.00053753i,-0.0020734+0.0010322i,-0.002384+0.0011467i,-0.0020775+0.0014445i,-0.00067597+0.00050066i,-0.00028774-4.9575e-05i,-0.0011916+0.00040194i,-0.0018247+0.00099397i,-0.0020606+0.00054301i,-0.0014853+0.00019966i,-0.0013509+0.0011414i,-0.0014198+0.00088511i,-0.0012625+6.011e-05i,-0.0010367+0.000372i,-0.00018122+0.00052824i,0.00068993-0.00010142i,0.00028987-0.00052591i,-0.00026815-0.00025901i,0.00039819+7.8965e-06i,0.00045627+0.00051407i,0.00014336+0.00014822i,0.00032831-0.00051338i
0.0014357-0.0021329i,0.00012216-0.0023133i,-0.0017538-0.00209i,-0.0024924+0.00024624i,-0.0017739+0.0017864i,-0.00036052+0.0023743i,0.000312+0.001839i,0.00020563+0.00060732i,-0.00064905-0.0011002i,-0.001456-0.0014982i,-0.0015166+7.9113e-05i,-0.00077284+0.0010572i,7.7566e-05+0.00041268i,0.00027877-1.4767e-05i,4.0725e-05+0.00015103i,0.00010035+0.0001754i,-0.00018346-4.5995e-05i,-0.00036083-0.0001869i,0.00042394+0.00047283i,0.00052336+0.00065522i,-3.6596e-06+0.00038836i,-4.1224e-05+0.00049639i,-0.00010915+0.00051296i
-0.00020868-0.00057482i,0.0006212-0.00064652i,9.7544e-05-0.00038935i,-0.00022342+0.00012686i,-0.00077088+0.0014614i,-0.00081324+0.0015045i,-0.00073177+0.00077354i,-0.0012439+0.00092805i,-0.0011502+0.00033022i,-0.0013137-0.00021545i,-0.001263-7.6051e-05i,-1.6308e-05+1.4432e-05i,0.0007625+0.0003843i,0.0011335+0.0006651i,0.00084312+0.0010051i,-0.00011856+0.00046055i,0.00013211-0.00043531i,0.00098033-0.00047977i,0.0011187-0.00033913i,0.0006838-0.00025323i,6.7922e-05+7.0871e-05i,-0.00043113+0.00029826i,-0.00079646+0.00048516i
-0.00097846+0.00012776i,-0.00074952+0.00026962i,-0.0009866+0.0015538i,-0.00029455+0.0022686i,0.00022375+0.0024379i,0.00018167+0.001536i,0.00022351+0.00067053i,-0.00054454+0.00078716i,-0.0017926+0.00061855i,-0.0016441+0.00031364i,-0.00072888-0.00025093i,-8.2874e-05-0.00019933i,-0.000272+6.0276e-05i,-0.00013162-0.00073357i,-0.00030529-0.00056449i,-0.00013519+0.0002852i,0.00065394+0.00067441i,6.2101e-05+0.00045638i,-0.00052779-1.4938e-05i,-0.000148+0.00022579i,0.00042426+0.00020812i,4.2899e-05+9.5428e-05i,-0.00014375-0.00030359i
-0.00075926-0.00089429i,-0.0010103+0.00068113i,-0.0017876-0.00024055i,-0.0024327-0.0009352i,-0.0018054+0.0010845i,-0.0016551+0.0016354i,-0.0012762+0.00096983i,-0.0010796+0.0011457i,-0.0017215+0.00067528i,-0.0020073-0.00050156i,-0.0010861-0.0008486i,-0.00056107+0.00023656i,-0.00051631+0.0003672i,-0.00048517+0.00011089i,-0.00036715+3.2385e-05i,0.00022116-5.9549e-05i,0.00041856+0.00034716i,0.00038524+0.00031801i,0.00014461-0.00031614i,7.4246e-05-0.00037067i,-0.00027617-0.00021924i,-0.00016278-0.00061383i,9.8643e-05-0.00060323i
0.00025976+0.00097339i,0.00018216+0.00067071i,0.00062879+0.00053889i,0.0013113+0.0005551i,0.0018996+0.00090035i,0.0019698+0.00095462i,0.0020799+0.00023674i,0.0010823+0.00041398i,0.00023103+0.00055796i,0.00016691-0.00031288i,-0.00043595-0.0010645i,-0.00056142-0.00077286i,-0.0002484-0.00092173i,-0.00099482-0.00076196i,-0.001121+0.00026082i,-0.00058679+0.00086966i,0.00021743+0.00061391i,0.00090204-0.00010316i,0.0011417+0.00047363i,0.0010026+0.00054696i,0.00025952-0.00012001i,-0.00021601+0.00024609i,-0.00011701+0.00048945i
0.0016697+0.00066836i,0.00206+0.00032777i,0.00076207+0.00024741i,-0.000808+0.00069992i,-0.0013868+0.0016991i,-0.00013832+0.0018365i,0.00061799+0.0013755i,-9.1995e-05+0.0010859i,8.2923e-05+4.2231e-05i,0.00037547-0.00093066i,-0.0004323-0.0005532i,-0.0010661+0.00045429i,-0.0010876+0.00065696i,-0.0010532+0.00013902i,-0.00080642-0.00046542i,0.00061207-0.0011978i,0.00099249-0.0013136i,0.00036454-0.0012373i,-2.9787e-05-0.00081182i,-0.00025391-0.00011016i,-0.00086114+4.296e-05i,-0.00054188-0.00015176i,-0.00024526-1.2023e-05i
0.0015193-0.0012222i,0.0022743-0.001537i,0.0010749-0.0012324i,-0.0010664-0.00034186i,-0.0017202+0.00060735i,-0.0011436+0.00091665i,-0.0011765+0.00087278i,-0.0014044+0.00085654i,-0.001545+0.00046681i,-0.0016232+0.00047861i,-0.0014928+0.00093625i,-0.0013116+0.00094934i,-0.0012124+0.00046457i,-0.00081283+0.00026576i,-0.00072246+8.2213e-05i,-9.8049e-05-0.00062749i,0.00090239-0.00082797i,0.00067856-0.00019774i,0.00020772+0.0009811i,0.00012935+0.0011964i,0.00038296+0.00048166i,0.0005834-9.967e-05i,0.00060062-6.4134e-05i
0.00019802-0.0014383i,0.00050953-0.00090204i,1.8724e-05-0.0011938i,-0.00021742-0.0011773i,-0.0010765+0.00023837i,-0.00077739+0.0014649i,-0.00020782+0.00071364i,-0.00038055-0.00038178i,-0.00059524-0.00059217i,-0.0011734-0.00071121i,-0.00094444-0.00058706i,-0.00084816+0.00017837i,-0.00077844+0.0010573i,-0.00072097+0.00083651i,-0.00041995-0.00033371i,-9.6638e-05-0.00089147i,-0.00019471-0.00046407i,0.00042726-0.00045766i,-0.00036255-0.00024042i,-0.0011553-4.5494e-06i,-0.0002998-0.00041231i,0.00029621-7.3453e-05i,-0.00036928-0.00025407i
0.00087137-2.6061e-05i,0.0012456-0.00053562i,0.0012031-0.00011205i,-0.00030356+0.0015566i,-0.00071672+0.0024226i,7.2608e-05+0.0023319i,0.00012728+0.0017131i,-0.00014864+0.00058893i,-0.00013007+0.00045289i,-0.00062098+0.00058377i,-0.001498+0.00014417i,-0.001242-0.00037297i,-0.00059931-0.00010802i,-0.00051093+0.00040876i,-0.00027525+0.0002121i,-0.00074526-0.0002094i,-0.00083169-0.00049466i,-0.00057668-2.1617e-05i,-0.00035324+0.000686i,0.00031034+0.00025273i,0.00049312-0.00040778i,-5.4274e-05+0.00017619i,-9.1198e-05+0.00044744i
-0.00033393-0.00063611i,-0.00068748-0.00033655i,-0.00037543+0.00050093i,-0.00026272+0.00073484i,-0.00028892+0.0012891i,0.00050376+0.0023564i,0.00028294+0.001953i,-0.00094809+0.00067947i,-0.0018324+0.00029421i,-0.0022993-7.5988e-05i,-0.0016071-0.00021957i,-2.2221e-05+0.00027463i,0.00094988+0.00046647i,0.00036373+6.8233e-05i,-0.00067731-0.000266i,-0.00096233-0.00029518i,-0.00042325-0.00083929i,4.9798e-05-0.00063665i,6.3822e-05+1.8316e-05i,0.00036359+0.00030533i,0.0010948+0.00064291i,0.00081956+0.00053936i,-0.00032088-0.00028881i
0.0014416+0.0010001i,0.0016477-0.00055531i,0.00062031-0.0018383i,-0.00018492-0.0011035i,-0.00026508+0.00070696i,-7.7612e-05+0.00075298i,0.00056894+0.00058806i,0.00038454+0.00074419i,-0.0014472+0.00010646i,-0.0016696-0.00095523i,-0.00077287-0.00090499i,-0.00081297+0.00045277i,-0.00095171+0.00096077i,-0.00044912+0.00016973i,0.00026245-0.00033183i,-3.0943e-05-0.00074201i,4.2647e-05-0.00076078i,0.00026489-0.00049327i,-0.00014327-0.00022979i,1.0841e-05-0.00024544i,-0.00019193-9.3768e-05i,-0.00056111+0.00047919i,-0.0002364+0.00064845i
