0.0015807+0.0018282i,0.0013062+0.001482i,0.00064571+0.0011742i,-0.00024729+0.00070565i,-0.0012775+0.0007276i,-0.0019965+0.0014959i,-0.0013151+0.0019106i,-0.00065005+0.0020603i,5.9036e-06+0.0015812i,0.00086518+0.00055112i,0.0012933-0.00021342i,0.00082429-6.7937e-05i,0.00034317-0.00024357i,0.00049518-0.00035564i,0.00029972+0.00032797i,-0.00029482+0.00016991i,2.6755e-05-0.00014079i,0.00074863+2.7951e-05i,0.0008855+9.3986e-05i,0.00057749-0.00017505i,0.00021318-0.00061445i,3.714e-05-0.00083448i,9.6845e-05-0.00084375i
-0.0049215+0.0081759i,-0.0030225+0.0049574i,-0.0015348+0.0027227i,-7.8586e-05+0.0029151i,0.0017426+0.0030942i,0.0033532+0.0018547i,0.0028017+0.00079098i,0.00093268+0.00078554i,-0.00012585+0.00080647i,-0.0003828+0.00092813i,0.00020487+0.0010374i,0.00099981+0.0013416i,0.00076781+0.0017186i,0.00053801+0.0011005i,0.00073824+0.00042083i,0.00019879+1.4632e-06i,-7.035e-05-0.00035833i,0.00060695-0.00029132i,0.0012437+9.2947e-05i,0.0013892+0.00031314i,0.0011411+0.00038896i,0.0008106+0.00051081i,0.00051083+0.00075448i
-0.01299-0.0024911i,-0.0077953-0.0014532i,-0.0034922+0.001187i,-0.00078683+0.0024541i,0.0012803+0.0019683i,0.0017716+0.0017261i,0.001151+0.0011923i,0.00033651+0.00023268i,-0.0010432-0.0001829i,-0.0019215-9.0479e-05i,-0.0013196+0.00012714i,-0.00093934+0.00082507i,-0.0012066+0.00099338i,-0.0014922+3.3392e-05i,-0.0012596-0.00043939i,-0.00054794-0.00030016i,-5.1803e-06-0.00020928i,0.00084158-0.0003316i,0.00086595-0.00052245i,-0.00014782-0.00088586i,-0.00038276-0.000411i,-0.00020333+0.00017654i,0.00027306+0.0002666i
0.003534-0.012203i,0.0049006-0.0075934i,0.003918-0.0024679i,0.0022002+0.00031105i,0.0016931+0.0011408i,0.0020138+0.0020644i,0.0019988+0.0026098i,0.0011777+0.0015691i,0.00042812+0.00032204i,-0.00026849+0.00057413i,-0.0008399+0.00086609i,-0.0003498-0.00024148i,0.00064331-0.0014192i,0.00062495-0.0018076i,-0.000229-0.0015271i,-0.00064938-0.0014288i,-0.00031532-0.001355i,2.2435e-05-0.0014116i,-0.00017038-0.00092431i,-0.00013017-0.00025973i,-0.00043217+0.00013915i,-0.00053287+0.00066412i,9.0786e-05+0.00020955i
0.0081688+0.0029398i,0.004783+0.0035048i,0.002151+0.0032974i,0.00158+0.0028405i,0.0020531+0.0024691i,0.0021169+0.0021021i,0.0017052+0.00082752i,0.0011349+0.00020152i,0.00077859+0.00066154i,0.00074224+0.00051022i,0.0015602-0.00022172i,0.0015445-0.00034867i,0.0012823+0.00029826i,0.001418+0.00014144i,0.00082818+0.00022781i,0.0001086+0.00025491i,-0.00026147-0.00042498i,-6.0144e-05-0.0011016i,0.00043143-0.0010701i,8.9206e-05-0.0013359i,-0.00064589-0.0012758i,-0.00074969-0.00061958i,-0.00042349+7.2248e-06i
-0.00028189+0.010047i,0.00068045+0.0050552i,0.0021883+0.0026298i,0.003219+0.0012465i,0.0031274+0.00069226i,0.0015327+0.00099791i,0.00036989+0.0013287i,0.00021492+0.001961i,0.00059598+0.0022974i,0.00091343+0.0016802i,0.0010907+0.00054676i,0.00089149+0.00033911i,-0.00019868+0.00098088i,-4.0628e-05+0.00050639i,0.00078904-1.5424e-05i,0.0011327-0.00012291i,0.0010033+0.0001336i,0.0011265+0.00026938i,0.00044624-0.00046495i,-9.4342e-05-0.0004154i,0.00079166+0.00025775i,0.0007285+8.406e-07i,-0.00053825+9.7321e-06i
-0.0091072+0.00035718i,-0.0055716-0.0005601i,-0.0015701+0.00044396i,0.00072067+0.00051762i,0.0017157+0.00025798i,0.0018569+0.00026591i,0.0016569+0.00071912i,0.0017434+0.0013794i,0.0018053+0.0011985i,0.0005741+0.00044897i,-0.00022506+0.00013368i,-0.00069804+4.5924e-07i,-0.0016836-0.00045911i,-0.0014524-0.0010363i,-0.00051648-0.0014491i,9.8039e-05-0.0011196i,0.00064472-0.00064141i,0.00068594-0.00068372i,0.00062407-0.00038828i,0.00038063+3.8068e-05i,-0.00037739-0.00011073i,-0.00039663-0.00023823i,0.00051349+0.00020749i
0.00012324-0.0085422i,0.0014395-0.0047161i,0.002089-0.00045284i,0.0025021+0.0026089i,0.0031975+0.0034819i,0.0032764+0.0023336i,0.0021793+0.0015949i,0.0013641+0.001784i,0.0011653+0.0016281i,0.001087+0.0010704i,0.0007969+0.00082679i,0.00034912+0.00043373i,0.0005116-0.0011541i,0.00066197-0.0016928i,6.1048e-05-0.00090125i,0.00015267-8.7516e-05i,0.00014512-0.0001399i,0.00018765-0.00027406i,0.00034248-8.6387e-05i,7.2976e-05-0.00035328i,-8.2374e-05-0.00060936i,-0.00030273-0.00040007i,-0.00024058+6.7218e-05i
0.0090012+0.0001867i,0.0054972+0.00046306i,0.0033625+0.00027403i,0.0022068-0.00057578i,0.0013258-0.00088575i,0.00072697-0.0002897i,0.00051025+0.0010998i,0.00054117+0.0012659i,0.0010833+0.00030217i,0.0011524-0.00081451i,0.00036494-0.0012086i,-0.00016268-0.00019085i,0.00038921+0.00062173i,0.00089465+0.00040012i,0.00051664-0.0001255i,0.00019989-0.00048264i,-2.8501e-05-0.0003528i,-4.5655e-05-8.3804e-06i,0.00015145-0.00034577i,-0.00014248-0.00044023i,0.00010415+0.0002048i,0.00035575-0.00036026i,0.00046917-0.00089338i
-0.00065607+0.0098059i,0.00043757+0.0065582i,0.0014398+0.004218i,0.002433+0.0028625i,0.0026457+0.0013845i,0.0021824+0.00079477i,0.0014904+0.0010844i,0.00098226+0.0011256i,0.00090757+0.00099378i,0.00048914+0.00034952i,0.0004464-0.0001795i,0.00029415+0.00013771i,-0.00075356+0.00083275i,-0.0011466+0.00088929i,-0.00067474+0.00088498i,-0.00035571+0.00090325i,-9.377e-05+0.00023975i,0.00014652-0.00019193i,0.00065098-0.00068619i,0.0010386-0.00040371i,0.00070015+0.00032289i,0.0002503-0.0002224i,-0.00016874-0.00047794i
-0.0072729+0.0022481i,-0.0039778+0.0012063i,0.00047487+0.00064957i,0.002699-0.00034087i,0.0025709-0.00045456i,0.0020232+1.2512e-06i,0.0019808+0.00023704i,0.002433+0.0010855i,0.0020627+0.0013785i,0.00084661-9.9613e-05i,0.00016908-0.00072711i,-0.00066196-0.00023208i,-0.00048589-0.00090225i,-0.00011808-0.0006773i,0.00024899+0.00034081i,0.0011754+2.4126e-06i,0.0013449-0.0005082i,0.00084398-0.00074574i,0.00037287-0.0014491i,9.8882e-05-0.0019004i,0.00016447-0.0013308i,-8.7749e-05+0.00023824i,6.2725e-06+0.0010303i
-0.0001949-0.0075905i,0.00038663-0.0045943i,0.00052009-0.0010977i,0.00078417+0.0015292i,0.00071323+0.0022652i,0.0011157+0.0018969i,0.0021657+0.0015592i,0.0018249+0.0011008i,0.00066624+0.00093436i,-0.00010523+0.00020929i,0.00018894-0.0011935i,8.3005e-05-0.00082199i,-8.2615e-05-0.00069255i,0.00053981-0.00082724i,0.0001146-0.00064557i,-0.00045247-0.0010544i,3.0092e-05-0.0013924i,0.00026822-0.0013989i,0.00015138-0.00040575i,0.00036793+0.00022529i,-0.00016565-0.00025369i,-0.0011123-0.00053966i,-0.00061452+0.00039152i
0.0071238-0.0024942i,0.0043161-0.0011351i,0.0018594+0.00052844i,0.0011984+0.0016931i,0.00050244+0.0023237i,0.00034986+0.0027578i,0.00052132+0.0028422i,0.0001534+0.0020404i,0.00019694+0.0010115i,0.00070619+0.00072477i,0.00075859+0.00083101i,0.0008679+0.00067942i,0.0007073+0.00067454i,0.00039591-0.00026729i,0.00023716-0.00054515i,-0.00035727+3.2097e-05i,-0.00058771-0.00028027i,-0.00012683-0.00018281i,0.00052787+0.00011114i,0.00080041+0.00047543i,0.00030408+0.00043539i,-0.00048034+0.00041984i,-0.00067967+0.00040438i
0.00030288+0.0061832i,-0.00046486+0.0046712i,0.00070462+0.002959i,0.0014613+0.0023299i,0.00068826+0.0018423i,-0.00011719+0.00015203i,0.00042892-0.0011209i,0.0012572-0.00038926i,0.00095407+0.00010689i,0.00039082+0.00024246i,0.00017858+0.0004264i,4.7096e-05+0.00059389i,3.8962e-05+0.00022859i,0.00020875-0.00088616i,0.00060996-0.0011983i,0.0007936-0.0005972i,0.00040026+0.0001989i,0.00041547-0.00025655i,0.00019861-0.0011133i,0.00030537-0.00070625i,0.0005421+0.00028686i,-0.00016927+0.00058669i,-0.00079592+0.00047232i
-0.0075604+0.0017471i,-0.0049173+0.00034877i,-0.0010648+0.00061036i,0.0017995+0.0014165i,0.0032567+0.0014059i,0.0028262+0.00032359i,0.0021957-0.00031929i,0.001575-0.0001762i,0.00085203-0.00027436i,0.00076112-0.00062983i,0.00060621-0.00071287i,-0.00035076-0.0011652i,-0.00091973-0.0018907i,-0.00052664-0.0020951i,-0.00061466-0.0020148i,2.6304e-05-0.0015153i,0.00047784-0.00048558i,-0.00024206-0.00018589i,-0.00018393-0.00027005i,0.00026452-0.00054869i,0.00017583-0.00069133i,-2.5311e-05+7.9772e-05i,-0.00012762+0.0007341i
-0.0020369-0.0060736i,-0.00031542-0.0029989i,0.0008186-0.00032866i,0.0018511+0.0014246i,0.0022762+0.0017187i,0.0027126+0.0015804i,0.0025241+0.001509i,0.0020322+0.0017711i,0.0011386+0.0015742i,0.00029168+0.00059274i,4.3288e-06+0.00070794i,0.00027249+6.049e-05i,0.00098998-0.0011204i,0.0014181-0.0010928i,0.0010695-0.00041887i,0.00077449-0.00013352i,0.00064206-0.00011913i,0.0010366-0.00039054i,0.0017269-0.00089888i,0.0014411-0.0010894i,0.00059351-0.00079219i,0.00010391+5.2324e-05i,-0.00049568+0.00067197i
0.0047409-0.0013498i,0.0030359+0.00080075i,0.0014768+0.0016772i,0.0011393+0.0026758i,0.0019206+0.0031356i,0.0012934+0.0030911i,0.00011746+0.0027357i,-0.00042205+0.0022217i,-0.00066237+0.0012167i,-0.00042982+0.00031755i,9.3984e-05+0.00051527i,0.00095794+0.0011171i,0.0011695+0.0014532i,0.00067578+0.00095753i,0.00058805+0.00074407i,0.00037121+0.00053648i,0.00023281-0.0001667i,-1.8765e-05-0.00047006i,-0.00019488-0.00016932i,-0.00034466-7.51e-05i,-2.6658e-05+0.00032416i,0.00053209+0.00091194i,0.00037468+0.00079166i
0.0010432+0.0028999i,0.00042481+0.0022398i,0.00018731+0.0021335i,0.00041073+0.0021124i,0.0010738+0.0020028i,0.0018634+0.0015729i,0.001552+0.00092706i,0.00064509+0.00020961i,1.1276e-05-0.00047204i,0.0002588-0.00015289i,-0.00010441+0.0006796i,-0.00089072+0.00098703i,-0.00060634+0.00015761i,0.00045224-0.00016263i,0.0006066+0.00011474i,-0.00025321+0.0003258i,-0.00041207+0.00050344i,-0.00019743+0.00026097i,7.3109e-07-0.00024738i,-0.00046637-0.00059203i,-0.00041898-0.00031003i,0.00010539+0.00049431i,0.00023408+0.00025861i
-0.0021747+0.0028254i,-0.0013208+0.0014676i,0.00025022+0.00058809i,0.0011226+0.00019693i,0.0016414-0.00030541i,0.0013933-5.7421e-05i,0.00077206+0.00064352i,0.00054996+0.00095831i,0.00086561-0.00016193i,0.0011344-0.0010595i,0.00040703-0.00029315i,-0.00016471+8.0457e-05i,-0.00030006-0.00015539i,-0.0005029-7.1606e-05i,-1.6776e-05-0.00072143i,2.9354e-05-0.001467i,-0.0001614-0.00087987i,-1.2137e-05-0.00075744i,-1.701e-05-0.0011476i,0.00013558-0.0012518i,0.00016249-0.00087169i,-0.00079817-0.00034466i,-0.0008579+0.00038664i
-0.0023366-0.0043078i,0.00027977-0.0027213i,0.0014318+0.00030384i,0.0015816+0.0023003i,0.0020023+0.0027277i,0.0024419+0.0028359i,0.0019216+0.0025332i,0.0012127+0.0022237i,0.0014656+0.0018436i,0.001258+0.00055756i,0.00053113+0.00027608i,0.00046094+9.2446e-05i,0.00064408-0.00082319i,0.00093342-0.0015555i,0.00097469-0.0011559i,0.00096322-0.00021231i,0.00046925-9.7517e-05i,-0.00013652-0.00080765i,0.00016362-0.0011526i,0.000674-0.00013168i,0.00070799-0.0002025i,0.00049168-0.00010942i,9.845e-05+0.00063536i
0.0043073-0.0014968i,0.0027345+0.00044165i,0.0017329+0.0015508i,0.0016772+0.0021284i,0.0024485+0.002474i,0.0026144+0.0023694i,0.00083923+0.0016805i,0.00031788+0.0012058i,0.0010406+0.00066427i,0.00050399+0.00057115i,0.00040481+0.00087354i,0.00072923+0.00086982i,0.00082475+0.00022897i,0.00080546-0.00011494i,0.00086615+0.00023578i,0.00011548+0.00044595i,0.0002431-0.00042764i,0.00037193-0.0012245i,-0.00072188-0.00030302i,-0.0013798+0.00054226i,-0.00082588+0.00051162i,-0.00032799-8.5368e-05i,-0.00069548-0.00029225i
0.0021635+0.0032079i,0.00090589+0.0019366i,0.0010546+0.001527i,0.0012454+0.0022911i,0.0014842+0.0019907i,0.0014649+0.0010207i,0.00057307+0.00037325i,-0.00024812-0.00020359i,0.00046441-0.00019316i,0.0015513-6.8611e-05i,0.00038558-0.00012129i,-0.0010634+0.00070629i,-0.0012038+0.00067921i,-0.000723-0.00022188i,-0.00017117-0.00043188i,0.00028476-0.00017343i,0.00052123+8.43e-05i,0.00027476+0.00024723i,-0.00044052-0.00068828i,-0.0010572-0.0013389i,-0.0015703-0.00081725i,-0.0010365-0.00050228i,-0.00021527-4.7118e-05i
-0.0030035+0.0020321i,-0.00067367+0.0020319i,0.00013435+0.0012293i,0.00068621+0.00077782i,0.001163+0.0015071i,0.00092803+0.0014304i,0.001329+0.00083639i,0.0016085+0.00050587i,0.0014523-0.00038149i,0.0012284-0.0012574i,0.00059638-0.0010625i,0.00016577-0.00073897i,-0.00030148-0.00066586i,-0.00093557-0.0010529i,-0.00081858-0.0015847i,-0.00043074-0.0015732i,-0.0010327-0.0011376i,-0.0011241-0.00053947i,-0.0005314-0.00072138i,-0.00023119-0.00078894i,0.0001508-0.00053308i,0.00024424+0.00047875i,0.00023371+0.0010387i
-0.0022501-0.0020744i,-5.3123e-05-0.001065i,0.001233+0.00062403i,0.001549+0.0012079i,0.0027379+0.00098i,0.0027347+0.00091501i,0.0017675+0.001244i,0.0011763+0.0011194i,0.00076657+0.0011342i,0.0010123+0.0012772i,0.0014373+0.00015634i,0.0015828-0.00055277i,0.0015521-0.0006803i,0.001203-0.00065721i,0.00080669-0.00027293i,-2.3211e-05-7.3599e-05i,0.00034478-0.00030599i,0.00072309-0.00039899i,0.00034525-0.0010053i,0.00012288-0.0013621i,1.8254e-05-0.00091701i,0.00017203-0.00062001i,-0.00021219+0.00036677i
0.001847-0.001132i,0.001103-1.7312e-05i,0.00099879+0.00077373i,0.0017308+0.00077078i,0.0017957+0.0012438i,0.0010584+0.0025212i,0.0007068+0.0029659i,0.00084508+0.0021549i,0.00052902+0.0016813i,0.00012632+0.0011809i,0.00034296+0.0005569i,0.00035734+0.00025002i,5.0821e-05-0.0003398i,-3.5438e-05-0.0010527i,5.1135e-05-3.9208e-05i,0.0005493+0.00070552i,0.00084199-6.7682e-05i,0.00055929-0.00049357i,0.00036549-8.944e-05i,0.00012669-0.00030074i,-0.00053297-0.00051646i,-0.00076329+5.4284e-06i,-0.00046503+0.0007051i
0.0023454+0.0014875i,0.0010608+0.0015567i,-0.00021882+0.0018961i,-0.00043866+0.0029584i,0.00056957+0.0034325i,0.0017254+0.0024503i,0.0019984+0.00075655i,0.0010692+0.00059428i,-9.6969e-05+0.00042262i,-0.00050079-0.00053278i,-8.7201e-05+3.3881e-05i,-0.0003869+0.0014144i,-0.00066644+0.0012163i,-0.00081238+0.00044311i,-0.0013085-0.00024229i,-0.00072239-0.00058054i,0.00019228-2.9689e-05i,0.0005576-0.00035177i,2.538e-05-0.00089141i,-0.0010792-0.000614i,-0.0010703-0.00053918i,-0.00042355+0.00016875i,0.00012241+0.00036519i
-0.0048026+0.0056066i,-0.0037167+0.0048654i,-0.0015265+0.0044214i,0.0018816+0.0030553i,0.0034329+0.00091777i,0.0023999-0.00034662i,0.00050509+0.00042082i,-0.00057047+0.0011786i,-0.00070891+0.00071676i,-0.0006516-0.00022049i,-0.00070244-0.001204i,-0.00012553-0.0016744i,-0.00014423-0.0019231i,-0.0010368-0.002046i,-0.00075768-0.0015077i,0.00039845-0.0012749i,0.00017739-0.0010387i,-0.00016482-0.00087911i,5.9262e-05-0.0011252i,-0.00031948-0.0013766i,-0.00049712-0.00075445i,-0.00084389+0.00033783i,-0.00040174+0.00020131i
-0.0018253-0.0017584i,0.0004624-0.0020647i,0.0017489-0.00057609i,0.0014409+0.00074869i,0.0019276+0.00081393i,0.0022804+0.00053273i,0.0017318+0.00074119i,0.0016286+0.0005545i,0.0021453+5.5523e-05i,0.0017061-0.00076479i,0.0010907-0.0012084i,0.00082474-0.00085499i,0.00046288-0.00062807i,0.00085831-0.0008879i,0.0008358-0.0010125i,0.00087108-0.00016895i,0.0017342-0.00047275i,0.0023625-0.0023977i,0.0016419-0.0024623i,0.00096826-0.0014504i,0.00059516-0.00013095i,-6.4454e-05+0.00040297i,-8.0968e-05+0.00047836i
0.00019429-0.0014201i,-0.0003679+0.0005805i,0.00022911+0.0011955i,0.0020872+0.0019988i,0.0029297+0.0026256i,0.0027262+0.0030038i,0.0014085+0.003058i,0.00082506+0.0026038i,0.00069841+0.0015613i,0.00021051+0.0010056i,0.00032991+0.00083706i,0.00087745+0.00016609i,0.00071658-0.00032599i,0.00052574-0.00013823i,-5.6942e-05+0.00087253i,-0.000534+0.00099282i,0.000254+0.0002425i,0.00080359+5.6746e-05i,0.00067102-0.00068065i,0.00082119-0.00053681i,0.0001333+0.00018358i,-0.00059805-3.6633e-05i,-0.00051899+0.00021875i
0.00063897+0.0030114i,0.0016981+0.0023563i,0.0027998+0.0029297i,0.0031568+0.0034608i,0.0025244+0.0027321i,0.0015309+0.0018731i,0.00043773+0.0012354i,-3.5046e-05+0.0011144i,7.8117e-06+0.00087434i,6.4451e-05+0.00082099i,0.00042549+0.00045387i,0.00049425+0.00026478i,0.00047052+0.00058587i,0.00050183+0.0002961i,-0.00023524+0.00017436i,-0.00054319+5.292e-05i,-0.00030919-0.00035696i,-0.00024869-0.00026896i,7.0305e-05-0.00052907i,2.9059e-05-0.00047034i,-0.00031931+0.00021553i,-0.00038147+0.00043095i,-0.00023526+0.00017533i
-0.0022588+0.0014213i,-0.0020437+0.00089168i,-0.0009237+0.0013905i,0.0011494+0.0019228i,0.0023512+0.0012422i,0.0015725+0.00017948i,0.00068588+1.7356e-05i,0.00049246-0.0003247i,0.00053781-0.00049113i,0.00066416-0.00012543i,0.00047398-0.00033767i,-0.00026935-0.00048786i,-0.00064333-0.00020662i,-0.00030201+0.00021375i,0.00038883-0.00023292i,0.00065423-0.0013271i,0.0008081-0.0015486i,0.00056068-0.0012273i,2.1413e-05-0.00074132i,-0.00025365-0.00054533i,-0.00062992-0.00064533i,-0.00025103-0.00013062i,0.00024899+0.00047186i
-0.00080208-0.00054561i,0.00063853+0.00073257i,0.0013758+0.0020571i,0.00096822+0.0021553i,0.0011962+0.0012674i,0.0021337+0.0010419i,0.0020751+0.00092653i,0.0022389+0.00082215i,0.0028575+0.00033616i,0.0028247-0.00018983i,0.0014701-0.00020963i,0.00057416-0.00068732i,0.00059353-0.00085215i,0.00052602-0.00038611i,0.00093025-0.00039679i,0.00099132-0.00086813i,0.0018354-0.0014644i,0.0016445-0.0015996i,0.00011591-0.0010333i,2.5964e-05-0.00071442i,-3.4992e-06-0.00070081i,-0.00085701-0.00031313i,-0.00068867-0.00017157i
0.0014071-0.0029409i,0.001264-0.0020038i,0.00065353-0.00065252i,0.0006376+0.00038441i,0.0014288+0.0013199i,0.0017977+0.0019431i,0.0013499+0.0018518i,0.0011194+0.0015637i,0.00090168+0.0015691i,0.00053148+0.00069427i,0.00061929+0.00032764i,-3.9943e-05+0.00060692i,-0.00011096+0.00023785i,0.0004046+0.00011164i,0.00065005+0.00039666i,0.001153+0.00064242i,0.0005343+0.00080942i,-0.00043994+0.00099046i,8.6158e-05+0.00026599i,1.5835e-06-0.00040711i,9.1166e-05+0.00021503i,3.6548e-05+0.00057256i,-0.00011862+1.1301e-05i
0.0016668+0.0035094i,0.00093015+0.0035955i,0.001545+0.0025414i,0.0017566+0.0017428i,-0.00045185+0.0014049i,-0.0012869+0.0015533i,-0.00041598+0.0015107i,0.00014453+0.0011547i,1.8317e-05+0.00099091i,-0.00012427+0.00083352i,-0.00040172+0.00093189i,0.0003353+0.0010642i,0.001135+0.00070042i,0.00042757+0.00042572i,-0.00014472-4.2628e-05i,0.00025593-0.00016687i,-0.00044218-0.00034648i,-0.00085036-0.00028894i,-0.00031648+0.00077713i,-0.00042273+0.00058657i,-0.00061737-0.00034602i,-0.00045681-0.00023246i,-0.00028173-5.5191e-05i
0.0017916+0.001852i,0.00093377+0.00067207i,0.0016734-0.00023989i,0.0031881-0.00027105i,0.0029017+0.00018338i,0.0012552+0.00052673i,0.001115+0.00076939i,0.0013294+0.00089019i,0.00065905+0.00037262i,-9.4423e-06-0.00079496i,-0.00030304-0.0012415i,-0.00060529-0.0009254i,-0.00084442+4.7046e-07i,-0.001095+0.00089591i,-0.00040209+0.00079685i,0.00028258-0.00036012i,0.0003602-0.00096462i,0.00020742-0.00068146i,-0.00012813-0.00031947i,-0.00049369-0.00037492i,-0.00096168-0.00038144i,-0.00092481-9.8218e-05i,-0.00049173+0.00016612i
-0.0021894+0.002011i,-0.0006801+0.001811i,0.0018872+0.0024088i,0.0023415+0.002453i,0.0020524+0.0016645i,0.0018802+0.0014707i,0.0014081+0.0016951i,0.0013662+0.0019324i,0.0011553+0.0014347i,0.00056535+0.00012036i,0.00030214-0.00058074i,0.0002142-0.0010941i,0.00010778-0.0010218i,0.00042305-0.00075739i,0.001135-0.00099473i,0.0014732-0.00040302i,0.0017049-0.00036866i,0.0011122-0.0010937i,-0.00015912-0.0010533i,0.00040889-0.00071114i,0.00058675-0.00076156i,-0.00019984-0.00026606i,0.00022624+0.00030046i
0.00083591-0.00090996i,0.0023366-0.0013975i,0.002424-1.692e-05i,0.0030717+0.0018469i,0.0035313+0.0018722i,0.0021814+0.001721i,0.0008997+0.001797i,0.00074891+0.0012744i,0.0011148+0.0010476i,0.0012134+0.00098439i,0.0010011+0.0011691i,0.00081525+0.00053987i,0.00098483-4.7256e-05i,0.00013795+0.00044899i,-0.00011009+0.00084592i,0.00019328+0.00046462i,0.00017543+3.6403e-05i,0.00010975+0.00021006i,5.7844e-05+0.00053563i,0.00035422+0.001045i,0.00015476+0.00070943i,-0.00017668+0.00013001i,-0.00054388+0.00029145i
-0.00060011+0.0012201i,-0.0005046+0.0021246i,0.00012092+0.0026997i,0.0016125+0.0030762i,0.0023896+0.002795i,0.0019944+0.0020216i,0.00094925+0.0017034i,0.00043031+0.00048072i,0.00069846+0.0001939i,-3.4076e-05+0.0010942i,-0.00028392+0.0012544i,3.1773e-06+0.0011404i,1.6226e-05+0.00095064i,-0.00011067+0.00089792i,-0.00077059+0.00031889i,-0.00070912+0.00010839i,-1.1776e-05-0.00071476i,0.00014948-0.00087781i,-6.7713e-05-0.00044869i,-0.00028532+0.00027824i,-0.00011577+0.00054253i,7.5336e-05+0.00021826i,-2.798e-05+0.00044152i
-0.00036404+0.0024468i,-0.00044247+0.0022936i,0.00052672+0.0025113i,0.0022184+0.0022747i,0.0027997+0.0017498i,0.0014688+0.001232i,-0.00023179+0.00095536i,-0.00082767+0.00056241i,-0.0003801-0.00017168i,0.00067019-0.00071306i,-1.51e-05-0.00074004i,-0.00075605-0.00024324i,-0.00039792-0.00050786i,-0.00079627-0.0010328i,-0.0015292-0.0013686i,-0.0013318-0.00096709i,-0.00072687-0.00025572i,-0.00052859-0.00093829i,-0.00049135-0.0010016i,-0.00074818-0.00057856i,-0.00078996-0.00081458i,-0.00027153-0.00017087i,0.00066045+0.00062155i
-0.0033973+0.00046147i,-0.001953+0.0010554i,-1.6492e-06+0.0031789i,0.0021738+0.003346i,0.0033653+0.0019403i,0.0026172+0.001267i,0.0016866+0.0011271i,0.0010131+0.0006159i,0.00051944+0.00033081i,0.0010343-0.00047516i,0.0021436-0.0014551i,0.0021836-0.0014326i,0.0015204-0.0013132i,0.00073237-0.0014663i,3.3102e-05-0.0017549i,0.00039532-0.001688i,0.0012854-0.0010998i,0.0014129-0.00038723i,0.00045409-0.00030501i,-1.3621e-05-0.00052027i,9.3177e-06-2.0237e-05i,2.0847e-05+0.00032648i,0.00013715+0.00022454i
0.00045173+0.00034293i,0.0011939+0.00051205i,0.0016092+0.0013757i,0.0019307+0.0014295i,0.002771+0.00080346i,0.0030937+0.00070177i,0.0024666+0.0014824i,0.001127+0.0022343i,0.00033573+0.0021394i,0.0012296+0.0019497i,0.001632+0.0015637i,0.00095303+0.00017427i,0.00086798-0.00057043i,0.0012094+0.00034258i,0.0012185+0.0004482i,0.0002638-0.00033823i,0.00010231-0.00087947i,0.00075564-0.00046511i,0.00017635+0.00031056i,-0.00059771+0.00095879i,-0.00046481+0.0013468i,-0.00034605+0.001207i,-0.00062165+0.00080845i
0.0012503+0.00229i,0.00098509+0.0025173i,0.0020063+0.0025831i,0.002942+0.002133i,0.0031986+0.0013659i,0.0024405+0.0010684i,0.00070528+0.0020255i,-0.00042126+0.0021284i,0.00042597+0.001448i,0.00097088+0.001533i,0.00024601+0.0018739i,-0.00072198+0.00099337i,2.5464e-05-2.2913e-05i,0.0004989-4.4418e-05i,-0.0002467+0.00029048i,-0.00029064+0.00064861i,1.714e-05+0.00045688i,0.00034777-0.00032771i,0.00086701-0.00036988i,0.00062803-0.00056462i,2.124e-05-0.0006636i,-0.00021795-0.00046369i,-0.0001384-0.00070181i
-0.0014661+0.00054883i,-0.00063223+0.00039214i,0.00027099+0.00054179i,0.0015757+0.0016253i,0.0018463+0.0022159i,0.0010608+0.0020718i,0.00068746+0.0010634i,0.0010061+0.00022563i,0.00087877+3.7971e-05i,-0.00029725+0.00025227i,-0.00060782+0.00045879i,-0.00059245+0.0004097i,-0.0014221+6.0926e-05i,-0.0014436-0.00056078i,-0.00047921-0.0012686i,-0.00038645-0.0014291i,0.0001172-0.0010309i,0.00063872-0.00081982i,0.00026638-0.0010232i,-5.6145e-05-0.00061962i,-0.00040577-2.3876e-05i,-0.00069475+0.00019132i,-0.0002915+0.00030926i
-0.00021805-0.00077136i,0.001086-0.00061714i,0.00090068+9.2244e-05i,0.00073143+0.00027469i,0.0013535+0.0002566i,0.00133+0.00090936i,0.0012902+0.001451i,0.0013546+0.00087555i,0.0011029-5.129e-05i,0.00083592-0.00066683i,0.00010079-0.0011655i,-0.00054157-0.0014797i,-0.00018362-0.00099438i,0.00035533+8.6421e-05i,0.00050675+0.00018407i,0.00072748-0.00045135i,0.00075528-0.00056324i,0.0010337-0.00075203i,-6.8588e-05-0.00033121i,-0.0010512-0.00036809i,-0.0006684-0.00031981i,-1.7972e-05-0.00011616i,0.00059455+0.00024102i
