-0.002464+0.00041246i,-0.0029503+0.0003137i,-0.0033856+0.00082373i,-0.0014561+0.0011216i,-0.00052489+0.001741i,3.783e-05+0.0021212i,0.00065114+0.0025996i,0.00094203+0.0027561i,0.0014821+0.0014802i,0.002365-0.00034452i,0.0015451-0.00069696i,0.00023402-0.00090474i,0.00027745-0.00084138i,0.00032927-0.00020477i,7.7523e-05+0.00022463i,5.6242e-06+0.00023043i,0.00022348-6.0099e-06i,0.00032532-8.3814e-05i,0.00039685-0.00014046i,0.00010425-0.00014694i,5.3748e-05-0.00031923i,-0.00040653-0.00032275i,-0.00057796+0.0002953i
-0.00049031-0.0012352i,0.0003841-0.0011155i,0.00017789-0.00066631i,-0.00094979-0.00094153i,-0.00074235-0.0015549i,0.00041508-0.0011446i,0.00090346-0.00055767i,0.0013946-0.00046524i,0.0011164-0.00094992i,0.00021215-0.0013444i,-0.000412-0.001133i,-0.00044263-0.00060249i,0.00015357-5.7891e-05i,0.00054731+0.00089621i,0.00051113+0.00067331i,-0.00012089-0.00057326i,-0.00017989-0.0013816i,0.00040672-0.0017014i,4.76e-05-0.0012277i,5.4637e-06-0.00059205i,0.00030236-0.00014914i,-2.2131e-05-0.00080699i,-3.9041e-05-0.001139i
0.0017065-0.00012079i,0.00090605-0.0014079i,0.00094234-0.0015692i,0.00057354-0.00088364i,0.00027333+2.5591e-05i,3.0383e-05+0.00053087i,0.00027561+0.00023073i,0.0010549+5.3278e-05i,0.0013055-0.00096238i,0.0010222-0.0017748i,0.00037068-0.00104i,0.00034044-0.00028849i,0.0010117-0.00030863i,0.000704+0.00048545i,-5.0842e-05+0.0010589i,-4.7252e-05+0.00056796i,0.00064923+0.00025448i,0.00053657+0.00057357i,-7.1093e-05+0.00041915i,-0.00016598-0.00037665i,-0.00051578-0.00065583i,-0.00095476-0.0007887i,-0.0003376-3.9786e-05i
0.00096351+0.0013005i,-0.00081084+0.0007252i,-0.00025167+0.00089192i,0.00059509+0.0013854i,0.00033029+8.8063e-05i,0.00017613-0.00032471i,3.5196e-05+0.001616i,0.00085244+0.0018445i,0.0014702+0.00081528i,0.00056781-0.00070437i,-0.00060342-0.001636i,-0.0008871-0.001464i,-0.00043372-0.00080498i,-6.6445e-05-0.00063i,3.8985e-05+1.6319e-05i,-0.0007267+0.00077669i,-0.0010057+0.00045722i,0.00019745+0.00011055i,0.00079079-4.7629e-05i,0.00030575-0.00062898i,0.00068813-0.00068876i,0.00033309-0.0004504i,-0.00040747-0.00029964i
0.0011736+0.0020726i,0.0025386+0.0010365i,0.002593-3.7212e-05i,0.0018333-0.00089978i,0.00087465-0.0015689i,-0.00022262-0.00085929i,0.00018392+0.00025856i,0.0013114+0.00084947i,0.0010296+0.00025716i,0.00029841-0.0013156i,0.00024428-0.0013646i,0.00015441-0.00056502i,-0.00023852-0.00068714i,-0.00015582-0.00096831i,-0.00017546+5.0015e-05i,-0.00016328+0.00078152i,-0.00017052-0.00016368i,0.00033042-0.0009723i,0.00063717-0.00044802i,-0.00016364-0.00025382i,-0.00064304-0.00078648i,-0.0004794-0.00093402i,-0.0002786-0.00084032i
0.00028626+0.00058357i,-0.00057906+0.00044378i,-0.00054862-0.00031397i,-0.0004669+0.00012602i,-0.00027544+0.00072963i,0.00084173+0.001141i,0.00059381+0.0010351i,0.00050745+0.00087173i,0.0010325+0.00025301i,0.0010969-0.0009718i,0.00045919-0.00024663i,-0.00043293+0.00040309i,5.1033e-05-0.00021585i,0.00016187-0.00031229i,-0.00040932+0.00037516i,-0.00062047+1.1276e-05i,-0.00090502-0.00017308i,-0.00041727+0.00041523i,-2.4772e-05+0.00015117i,0.00011602-0.00047593i,0.00046003-0.00041017i,0.00021379-0.00010741i,-0.00087215-0.00028024i
0.00082161-0.0017013i,0.0008974-0.0019587i,0.00058128-0.0022507i,0.00088532-0.0021631i,0.0013436-0.0014308i,0.00047668+9.4603e-05i,0.00045485+0.00041952i,0.00089275+0.00014223i,0.00074054-9.5436e-06i,0.00023458-0.0002124i,-4.5742e-05-0.00053143i,5.0601e-05+0.00011957i,-0.00010956+0.00066069i,-0.00056116+0.0002276i,-0.00036953-7.5405e-05i,0.00033615-0.00061522i,0.00050087-0.0002375i,0.00057079-0.00016374i,0.00090237-8.9379e-05i,0.00025533+0.00018315i,-0.00051415-0.00023632i,-0.00090029-0.00044556i,-0.00052193-0.00053783i
-0.00039221+0.00095817i,-0.00059574+0.00063703i,0.00086601+0.00072858i,0.00083509+0.00083438i,0.00056664-0.00056713i,0.00074142-0.0010822i,-0.00042849-0.00061777i,-0.00062787-0.00042811i,0.00038021-0.00025223i,0.00078025-0.00070549i,0.00010953-0.00050986i,-0.00045348-9.7175e-05i,-0.00024896+0.00013417i,-8.336e-05+0.00058575i,-0.00033155+0.00030219i,-0.00059293-0.00027026i,-0.0010507-0.00070321i,-0.00047339-0.00083186i,-0.00052018-0.000399i,-0.00072787-0.00023759i,-0.00035982-3.1171e-05i,-0.00051375-0.00015602i,-0.00024721-1.9568e-07i
0.00058951+0.001077i,0.00074253+0.0013808i,0.00070023+0.0013909i,0.00053578-0.00012078i,0.0010565-0.00093227i,0.0014083-0.00039418i,0.0010241+0.00012259i,0.0011894+0.00043361i,0.0012904+0.00040271i,0.00059691+0.00012241i,-0.00010448-0.0001556i,0.00027827-0.00019477i,0.00098362-6.3352e-05i,0.0008142+2.0553e-05i,0.00040722-0.00035479i,0.00057194-0.00031634i,0.00083546-0.00049435i,0.00061908-0.0007767i,0.00024308-0.00074739i,0.00057415-0.0013515i,0.00044589-0.0007979i,0.00013877-0.0004046i,0.00021929-0.00083383i
0.0021479-0.00072254i,0.0014783-0.0012292i,0.00099455-0.0022567i,0.00071475-0.0022778i,0.0002011-0.0014154i,7.2955e-05-0.0005933i,0.00010012+0.00022007i,0.0007787-3.0063e-05i,0.00099564-0.00082431i,0.00073019-0.001053i,0.00028942-0.00064044i,-0.00039658-3.0418e-05i,-9.7352e-05-9.4315e-05i,-0.00014812+1.2355e-05i,-0.0010624+0.00069692i,-0.00079857+0.0006842i,-0.00034736-0.00024703i,-0.00066176-0.0014063i,0.00012636-0.0011892i,0.0008067-0.00023159i,-0.00010193+9.6871e-05i,-0.00036658+1.5206e-05i,-0.00030152+0.00030226i
-0.00046755+0.00094202i,-0.00054466+0.0010595i,-0.0010816+0.00093292i,-0.00082482-0.00017782i,0.00037462-0.00031308i,0.00075379-0.0001815i,0.00066206+1.6339e-05i,0.00055731+0.00041519i,0.00053751+4.6743e-05i,6.016e-05-0.00075837i,0.0001511-0.00072319i,0.00057911+0.00020019i,0.0001875+0.00027709i,-0.0001358-0.0002293i,8.0451e-05-0.00082812i,0.00027363-0.00086364i,0.00044231-0.00013946i,0.00032902+0.00079303i,-0.0003736+0.00090039i,-0.00037829-0.00037015i,0.00026173-0.0009558i,0.00067302-4.702e-05i,0.00071092+0.00019649i
-0.0009141-0.0014569i,-0.0019547-0.0015724i,-0.00094054-0.0013669i,0.00052655-0.0012566i,3.7691e-05-5.6554e-05i,0.00025276+0.0010839i,0.00067275+0.00037888i,0.00044787+0.00012786i,0.00021684+5.6647e-05i,-0.00028411-0.00079417i,-0.00059243-0.0014693i,0.00014906+0.00016816i,0.00043176+0.0010148i,0.00023493+0.00038548i,0.00012058+0.00047564i,-0.00038262-0.00037739i,-0.00060269-0.00070626i,0.00026677-0.00053639i,0.0011079-0.00024258i,0.00079974+2.3661e-05i,0.00053387-0.00030552i,0.00038505-0.00031061i,0.00049355-0.00046386i
-0.0019227+0.00085037i,-0.0018221+0.00048029i,-0.0013988+0.00064123i,-0.00030818+0.0014726i,0.001148+0.001375i,0.0021544+0.00095352i,0.0010136+0.0011167i,-6.8411e-05+0.0013692i,0.00028951+0.00075124i,0.00021007+0.00033699i,0.00012682+0.00024882i,0.00026032+0.00030297i,0.00028944+0.0008629i,0.00073913+0.0010074i,0.00092891+0.00029184i,0.00097022+3.1357e-05i,0.00065494+9.3854e-05i,0.00015691-0.00068494i,0.00032111-0.00099992i,0.00092072-0.00089132i,0.0010157-0.00031673i,0.00045837+2.3079e-05i,1.343e-05-7.5833e-05i
0.00043149-0.001192i,0.00091222-0.0019019i,-0.00013542-0.0018003i,-0.00085035-0.0013317i,-0.00051763-0.00055397i,-0.0004624+0.00016562i,0.00018004+0.00075985i,0.00051453+0.00079916i,0.00021839-7.8776e-05i,0.00040173-0.00085353i,0.00065164-0.0007655i,0.0004272-0.00057742i,0.00016325-0.00051387i,0.00019582-0.00059679i,0.00055573-7.5863e-05i,0.00048714-0.00019817i,-7.6722e-06-0.00010843i,-0.00082297+0.00033584i,-0.00080156+0.00050884i,0.000318-0.00026261i,0.00063515-0.0009588i,0.00021968-0.0015562i,0.00028726-0.0016925i
-0.00039677+0.00085009i,-0.00060467+0.0010785i,-0.00028763+0.0015656i,0.0009612+0.0015836i,0.001383+0.0010762i,0.0017136+0.00060433i,0.0016189-0.00065094i,0.00079256-0.0010209i,0.001134-0.00094326i,0.0017753-0.0011232i,0.00088275-0.0011634i,0.00011951-0.0017072i,-2.7716e-05-0.001753i,-0.00018782-0.0012528i,0.00030375-0.00059693i,0.00041246-0.00049306i,0.00052809+3.4789e-05i,0.00029168+0.00060344i,-0.00014088+0.00016161i,0.00022251-0.00030371i,0.0003904-0.00067069i,-0.00020856-0.0004146i,-0.00028776-0.00014002i
-0.00076527+3.189e-06i,0.00062971-0.0002727i,0.00089706-0.001313i,-0.001107-0.00077802i,-0.0014504+0.00011621i,-0.00028769+0.00090198i,0.00071411+0.0015754i,0.0013408+0.00089174i,0.0011048-0.00042065i,-8.8079e-05-0.00089144i,-0.00032887-0.00074727i,0.000405-0.00055527i,0.0004388-0.00014292i,7.868e-05+0.00061719i,0.00018708+0.00069107i,0.00072925+3.7041e-05i,0.00096063-0.00062787i,-3.0914e-05-0.0002532i,-0.00064968+0.00010505i,-0.00051923-2.0519e-05i,-0.00053203-0.00010509i,-0.00040192-0.00025129i,-0.00042332+0.00021157i
0.0016728-2.3532e-05i,0.0019621+0.00090214i,0.0021775+0.000793i,0.0021095-0.00011727i,0.0022044-0.00096342i,0.0018889-0.00035684i,0.00066096+0.00068256i,-0.000338+0.00069737i,-0.00011887-0.000258i,0.00090501-0.00058491i,0.0011099-0.00061306i,-3.0866e-05-0.000861i,-0.0003952-0.001264i,-0.00056633-0.0014412i,-0.00045223-0.0008851i,0.00029599-6.145e-05i,0.00044177+8.3959e-05i,0.00046984-3.4761e-05i,-7.6083e-05-0.00049202i,-0.00054764-0.00061522i,-0.00014597-1.1587e-05i,1.5895e-05+0.00032382i,-4.6744e-05+0.0002986i
-0.0021019-0.0033021i,-0.002797-0.0037983i,-0.0030378-0.0020997i,-0.0029387-1.6057e-05i,-0.0014758+0.0012672i,-0.00031102+0.001294i,0.00011762+0.00063708i,0.00067465+0.00011801i,0.00062548-0.00044704i,4.6977e-05-0.00013483i,-0.00055489+0.00011978i,-0.00050158+0.00012414i,0.00037487+0.00082575i,0.00063531+0.0011549i,0.00035702+0.00043365i,0.00037229-0.00019004i,0.0001863-0.00041311i,-0.00038809-0.00048771i,-0.00072057-0.00037905i,-0.00075661-0.00010943i,-0.00060384+0.00012146i,-0.00075142+0.000584i,-0.0014968+0.000739i
0.0010461-0.00056843i,0.00090147-0.0015972i,0.0010814-0.0023885i,0.0010898-0.0014457i,0.00061044-0.00020469i,0.00014515+0.00076115i,3.3948e-05-1.3886e-05i,0.00019607-0.00099739i,0.0010208-0.0014995i,0.00031357-0.0018691i,-0.00041681-0.0019708i,8.9178e-05-0.0015446i,0.00026954-0.001073i,-2.2468e-05-0.00071205i,-0.00028823+0.00031509i,-2.88e-05+0.0008647i,0.000367+0.00038437i,5.2195e-05+0.00027453i,-0.00089004-6.4796e-05i,-0.0005653+4.8122e-05i,-0.0001267+0.0002369i,-0.00054781-0.00065633i,-0.00027409-0.0002287i
6.2414e-05+0.00068863i,-1.9838e-05+0.0013128i,-0.00034162+0.00276i,0.00027977+0.0015255i,0.00048687-7.9071e-05i,-0.00032805-0.0004552i,-0.00056255-0.00025151i,0.00071977+0.00021021i,0.0022592+0.00028312i,0.0019523-1.0178e-05i,0.0010621-0.00032213i,0.0010278-0.00023134i,0.0010758-0.00023477i,0.0012251-0.00061456i,0.0016434-0.00065149i,0.0017767-9.8472e-05i,0.001207+2.9063e-05i,0.00032308-0.0009166i,-4.3697e-05-0.000854i,0.0003774-0.00018731i,0.000762-0.00021056i,0.00023693-0.00024271i,-0.00067797+3.1328e-05i
-0.00048535+0.0017723i,-0.00025373+0.0022325i,0.0010203+0.0023673i,0.0017896+0.0011742i,0.0017863-3.4105e-05i,0.0014334-0.0005322i,0.0011115-0.0005503i,0.0017618-0.00040012i,0.001663-0.00029638i,0.00074199-0.0007158i,0.00040391-0.0011234i,0.00093492-0.0010783i,0.0007444-0.0010721i,0.00039957-0.00055151i,0.00069201+3.8907e-05i,0.00064178-0.00019597i,0.00033984+0.00018992i,-0.00045737+0.00059956i,-0.00085796+0.00089179i,-0.00066844+0.00075277i,-0.00056951+5.2332e-05i,-0.00046266+0.00024946i,6.8947e-07+0.00037825i
0.00038614-6.0481e-05i,0.00061656-0.00093296i,0.00098916-0.0008275i,0.00051695-0.00013724i,0.00027534+0.00041737i,0.00021564+0.001294i,0.00074806+0.0013217i,0.0017431+0.0006321i,0.0016144-0.00010863i,0.00077579-0.00095359i,-0.00017407-0.00075305i,-0.00064-0.00060991i,0.00022128+0.00024632i,0.00058707+0.00062868i,1.6971e-05+0.00023449i,-3.4557e-05+0.00071804i,0.00022904+0.00061828i,0.00030945+0.00039349i,0.00052815+0.0006257i,0.00037774+0.00039278i,0.0002313-0.00044056i,0.00076327-0.0010366i,0.0003545-0.00026446i
0.00010397-0.0015756i,-0.00066125-0.0015266i,-0.0020576-0.0022957i,-0.0013216-0.0023908i,0.00040869-0.0013183i,0.00038545-0.00049596i,0.00053339+0.00018956i,6.5413e-05+8.2866e-05i,-1.1047e-05-0.00077064i,0.00056869-0.00052302i,0.00047815-0.0011928i,8.9197e-05-0.001663i,8.2316e-05-0.00044317i,-6.7281e-05-0.00023945i,0.00019839-0.00095594i,0.00025203-0.00042287i,0.00019833+0.00044756i,0.00064924+0.00055167i,0.00048016-0.00014416i,-0.00013454+5.8503e-05i,0.00012569+0.00067166i,8.2622e-05+0.0010095i,0.00024991+0.00045259i
-0.00044237-0.0003707i,-0.0013213+0.00043395i,0.00024299+0.00097007i,0.00076728+0.0011563i,0.00079181+0.00095918i,0.0010028+0.00087205i,0.00084066+0.0010539i,0.00068626+0.0011559i,0.00049132+0.00035345i,0.00072094-0.0010368i,0.00089015-0.0016045i,0.00053147-0.0012126i,0.00032224-5.3411e-05i,0.00018451+0.00063454i,0.00078255+0.00038747i,0.00059458+0.00031548i,-2.0795e-06+0.0005747i,-0.00020098+0.00044919i,-0.00046549-7.1807e-05i,-0.00011926-0.00046852i,0.00063028-0.00042016i,0.00046579-6.1717e-05i,-0.00069432+0.00079011i
-0.00034131-0.0014686i,0.00019098-0.0010719i,-0.00062302-0.0011688i,-0.00044144-0.0016398i,-0.00015808-0.001466i,3.5589e-05-0.0002904i,0.00068216+0.00030448i,0.00020331+0.00018678i,0.00017587-6.1534e-05i,0.00050655-0.0010176i,-0.00030197-0.001046i,-0.00013592-0.00040643i,-0.00016392-0.00026152i,-0.00050126-0.00041102i,-0.00019141+0.00012142i,0.00043259+0.00043395i,0.0016977+2.234e-05i,0.0012871-0.0004301i,-0.00015055-0.00061318i,-0.00012643-0.00034374i,0.00023586-0.00053304i,3.2546e-05-0.00033866i,-0.00023025+0.00053039i
-0.0019474+0.00095827i,-0.0018522+0.00077216i,-0.0011614+0.001362i,-0.00073729+0.00043079i,0.00025433-0.00063535i,0.0003878-0.00038491i,0.00011649-0.00021451i,-0.00019543-0.00035774i,-0.00016363-0.00049495i,0.00024353-0.0008956i,0.00040724-0.0011366i,0.00072725-0.0008686i,0.0013996-0.0003284i,0.0011277+0.00011272i,0.0001917+0.00037098i,-0.0001259+0.00047095i,0.00026812+0.00014864i,0.00057473-0.00029397i,4.0754e-07-0.00033587i,-0.00035881-0.0003243i,-0.00015343+2.498e-05i,0.00017003+0.00036597i,0.00017774+0.00027697i
9.5859e-05+0.00016251i,-0.00039315-0.00028055i,-0.00032621+0.0013436i,0.00024833+0.0014867i,0.00010915+0.0010926i,0.00034269+0.000595i,0.0012319+0.00015236i,0.0012753+0.00030275i,0.00045841-0.00059156i,0.00063373-0.0014149i,0.00018137-0.0011876i,-0.0001927-0.00091215i,0.00091482-0.00082317i,0.001669-0.00017362i,0.00079716+0.00028359i,0.00027476+7.9191e-05i,0.00069958+0.00019248i,0.00019384+0.00051168i,-0.00081181+0.00029009i,-0.00039103-0.00025608i,0.00033185-0.00030875i,0.00029804-0.00026175i,-1.6409e-05+0.00066726i
0.0021852-0.00016623i,0.0014016-0.00054729i,0.0010919+0.00018929i,0.00051866-3.899e-05i,0.00051668-0.00063988i,0.0014815+0.0001071i,0.0012304+0.0014356i,0.00046396+0.0014783i,0.00062142+0.00055494i,0.00099172-0.00031936i,0.00071974-0.0012462i,0.00030058-0.0012023i,0.00031781-0.00014216i,0.00054633+0.00041176i,0.00060813+2.7989e-05i,0.00038354-0.00015788i,-0.00017381-0.00010254i,-0.00059317-0.0010966i,-0.00033649-0.0012917i,-0.00066141-0.00055008i,-0.00077277-5.4752e-05i,-0.00055187-0.00049442i,-0.00083785-0.00027231i
0.00062718+0.00069002i,0.00096339+0.0016813i,0.0010152+0.0027839i,0.00046332+0.0023453i,-1.0128e-05+0.00073819i,-0.00077914-0.00024487i,1.232e-05+0.00019947i,0.00064324+0.00026596i,0.00031612-8.4599e-05i,-1.2089e-05-0.00038476i,0.00095467-0.0004944i,0.0018308-0.00076364i,0.0008739-0.00043397i,-7.4973e-05-4.3787e-05i,-0.00016961-0.0003759i,0.00045743-0.00061977i,0.00096528-0.00022629i,-4.5418e-05-0.00067666i,-0.00042349-0.0013606i,0.00025714-0.00048659i,0.00058985-0.00061501i,0.00044095-0.0012029i,-0.00011863-0.00048688i
-0.00045981-0.0002412i,-0.00086956-0.0011917i,-0.00013573-0.0020137i,0.0016803-0.0017167i,0.0018555-0.00037659i,0.00055999+0.00023319i,0.0002287+0.00029652i,0.00060926-0.0002339i,0.00022536-0.00050925i,-0.00045828-0.00060758i,-6.2352e-05-0.00011734i,0.00012565+0.00029425i,0.0001655+0.00050473i,0.00022457+0.00059483i,0.00034694-0.00038298i,0.00015138-0.00061451i,4.6063e-05+7.2067e-05i,-0.00019293-7.2063e-05i,-0.00088509-0.00022244i,-0.001232+7.8472e-05i,-0.00072919+0.00013425i,3.8667e-05+9.1375e-05i,0.00013409+0.00023062i
0.0010764+0.0025939i,0.0012788+0.0017804i,0.0023524+0.0017341i,0.0024021+0.00070237i,0.002194-0.00068041i,0.0015006-0.0011506i,0.00042646-0.00055307i,0.0007325+0.00018442i,0.0013373-0.00011849i,0.00096317-0.0012181i,0.0014349-0.0017462i,0.0016615-0.00080397i,0.00098549-9.7026e-05i,0.00088409-0.00011238i,0.001496-0.0007625i,0.0011255-0.00053268i,-0.00012601+9.7739e-05i,-0.00028268-4.5513e-05i,0.00010126-0.00025549i,-3.2848e-06-0.00013614i,6.8318e-05+0.0004303i,-8.4635e-05+6.4684e-05i,-0.00032824-0.0005707i
-0.00054218+0.0009771i,-0.0019137+0.00072959i,-5.4801e-06+0.0019321i,0.0006565+0.00091214i,-0.00040283-0.00075804i,-0.0003754-0.00047341i,-0.00037485+0.00019535i,0.00034423+0.00042834i,0.00062129+0.00053812i,0.0010178-0.00039354i,0.0012506-0.00030813i,0.00032721+0.00022019i,-6.7218e-06-0.00056251i,0.00026531-0.00072628i,0.0004476+0.00033596i,0.00012988+0.00077382i,-0.0002171+0.0002579i,-0.00020524-0.00036365i,-0.00041149-0.00017129i,-0.0006497-2.0681e-06i,-6.8965e-05-0.00055285i,0.000203-0.00057299i,0.00026102-0.0002874i
-3.7971e-05-0.00048427i,0.00062006-0.00020767i,-0.00035178-0.00044876i,-0.00042824-0.0010094i,-0.00073416-0.00036698i,-0.00050459+0.00046286i,0.00096301-0.0001229i,0.0012939-0.00033499i,0.0011737+1.8825e-05i,0.00087039-0.00018697i,0.00039553-0.00084797i,-8.4242e-05-0.00069408i,-0.00043025+0.00038799i,0.00058685+0.00018541i,0.0010507-0.00032857i,0.00054429-0.00047252i,-0.0001529+0.00026988i,-0.0004094+0.00097349i,5.8632e-05+0.00036134i,0.00052134+0.00015743i,0.00070316-0.00056069i,0.0010479-0.0012731i,0.0011212-0.00088894i
-0.0018055-0.0017514i,-0.0020524-0.0025964i,-0.0019998-0.0027783i,-0.0018561-0.00028775i,-0.0010706+0.0013285i,0.00010768+0.0011626i,-0.00016775+0.00070205i,-0.00073726+0.00023992i,-0.00017205-0.00014778i,0.00029198-0.00067651i,-0.00027133-0.00011465i,-0.00073556+0.00061181i,-0.00031945+0.00051109i,0.0005907+0.00014993i,0.00085082+0.00040778i,0.00025485+0.00084424i,-0.00040483+0.00036584i,-0.00090004-0.00016706i,-0.00088282-0.00075576i,0.00012338-0.00099529i,0.00050456-0.00046432i,0.00044096-0.00011725i,0.00032995+0.00030032i
0.0014795-0.00090293i,0.0010271+0.00092849i,0.0008663+0.00082528i,0.00089061+0.00078584i,0.00068184-2.7674e-05i,0.0010343-0.00023625i,0.0017798+0.00061759i,0.0012135+0.00039484i,0.0011488-0.00059219i,0.0011143-0.00085666i,9.5854e-05-0.00096457i,-0.00057516-0.00062439i,-0.00059122-0.00044878i,-0.00053769-0.00083533i,-0.0002643-0.00028898i,-0.00030774+0.00025663i,-0.00085775-0.00034582i,-0.00064493-0.0010437i,0.00015455-2.6039e-05i,0.00035028+0.00091141i,-7.0091e-05+0.00016894i,-0.00058301-0.0001441i,-0.001182-0.00021765i
-0.0016593-0.00040727i,-0.0011971-0.00024818i,-0.00071279+1.6791e-05i,0.00020681+0.00021892i,0.0017935+0.00031368i,0.0021631+0.00044414i,0.0008098-7.5743e-06i,0.00067071-0.00037309i,0.0016739-0.00017495i,0.0017185+0.0001632i,0.0015277+0.0006083i,0.00079367+0.00049735i,5.8464e-05+0.00039956i,-3.7731e-05-0.00026502i,0.0004703-0.00067339i,0.00044082-2.6709e-05i,-0.00034542+8.6915e-05i,-0.00073577+7.2508e-05i,-0.0010759-0.00045199i,-0.00052123-0.00054154i,0.00019026-0.0010708i,-0.00015971-0.00096312i,-0.00041291-0.00042412i
0.0011816+4.1182e-05i,0.00099569+0.00025485i,0.00080159-0.00042557i,5.1154e-05-0.0010985i,-0.0006702-0.0018625i,-0.00049682-0.0018586i,0.00016749-0.00049504i,0.00041287+0.00011514i,0.00062645-0.00079785i,0.00090984-0.0010903i,0.00049941-0.00076481i,-0.00043613-0.0002363i,-0.0005964+8.9292e-05i,1.3103e-05-0.00054148i,-0.00046322-0.00072411i,-0.0011654-0.00071824i,6.5539e-06-0.00015094i,0.00091337+0.00023147i,0.00088836-0.00026379i,0.00049146-0.00068183i,0.00020096-0.00029567i,7.882e-05-0.00013054i,-8.5678e-05-2.294e-05i
-0.00016859-0.0001979i,-0.00024897-0.00071174i,-0.0010211-0.0017562i,-0.0010506-0.0022971i,-0.0011454-0.0006075i,-0.00061049+0.00068006i,0.00023209+0.0013727i,0.00017426+0.00050681i,0.00033148-0.00056932i,-3.097e-05-0.00092927i,5.8122e-05-0.00081852i,0.00033123-0.00025655i,-0.00011548-0.00014285i,-4.2377e-05+7.9271e-05i,0.0001044-6.3793e-05i,0.00026737-1.0619e-05i,0.00051067+0.00019774i,0.00024447+0.00046518i,-0.0005564+0.00020777i,-0.00075671-0.00053908i,-0.00063639-0.00091865i,0.00010467-0.00054877i,-3.3426e-05+0.00016338i
-0.0018223-0.00096629i,-0.0015605+0.00091568i,-0.00075346+0.0011093i,0.00022983+0.00046902i,0.0004175+0.00027964i,0.00085035+0.00031575i,0.0012901+0.0003108i,0.00045192-0.00033659i,4.6401e-05-0.00036583i,0.00029988-0.0005122i,0.0003304-0.00076257i,0.00042945+0.00024351i,0.000565+0.0004027i,0.00051145+0.00029417i,0.00011941+0.00029696i,-3.0769e-05-0.00025249i,0.00027383-0.00046532i,-0.00021307-0.00074885i,-0.00036391-0.00087775i,0.00060955+8.4038e-05i,0.00083814+0.00080999i,0.00040859+9.1036e-05i,0.00013205-0.00059914i
-0.0010805-5.4967e-05i,-0.00087959+0.00031024i,2.7557e-05-1.0611e-05i,0.00061754-0.00045859i,0.00060962+0.00073298i,0.00057988+0.0015516i,0.00090312+0.00077197i,0.00053939+5.1563e-06i,-0.00017425-0.00064469i,0.00062196-0.00066238i,0.0011563-0.00040699i,0.0003992-5.0988e-06i,-7.5885e-05+0.00012812i,1.9983e-05-0.00023879i,0.00066603-0.00027982i,0.00030163-0.00011693i,-0.00051646-0.00027797i,-0.00060593-0.00055331i,-1.1195e-05-7.6896e-05i,0.00069069+0.00086866i,0.0009514+0.00071961i,0.00044718-0.00033579i,0.00028243-0.00042883i
0.00027077-0.00094223i,-0.00014257-0.0007648i,0.00024114-0.0015281i,0.0013958-0.0013591i,0.001387-0.001218i,0.0012183-0.00095233i,0.0012561+0.00019877i,0.0011389+0.00044313i,0.0015636-0.0003661i,0.001864-0.0015061i,0.0011931-0.0019145i,0.00044939-0.0015541i,0.00022735-0.00079233i,0.00058446-0.00012013i,0.00081442+0.00015052i,0.00069137+0.00036407i,-1.3964e-05+0.00065258i,-0.00084578+0.0014745i,-0.0009882+0.00098054i,-0.00020021-0.00018846i,0.00070925-0.00037797i,0.00058794+0.00018149i,0.00035008+0.0003183i
0.00072634-5.4951e-05i,0.0011057-0.00065078i,0.0009126-0.0021424i,0.00053802-0.0032512i,0.00042697-0.0025915i,0.00071644-0.0012795i,0.00064863-0.00069082i,8.4695e-05-0.0001332i,-0.00027739-0.00029587i,0.00013753-0.00088589i,0.00025523-0.00098835i,-0.00014108-0.00057013i,-2.4643e-05-0.00064475i,0.00021488-0.0010957i,-0.0001044-0.00059041i,-0.00064871-0.00017147i,-0.00093446-0.00073711i,-0.00069673-0.00056323i,0.00027169+0.0002588i,0.00033664+0.00042895i,-0.00010875+0.0001628i,-8.1913e-05-3.8105e-05i,-0.00042816+7.0777e-05i
0.000855+0.0014195i,0.00031189+0.0015364i,-0.00012705+0.0015683i,0.00035154+0.0013857i,0.0015105+0.00081208i,0.001834-3.8624e-05i,0.0014721+0.00017429i,0.0011459+1.2452e-06i,0.0015339-0.00056057i,0.0011571-0.00041581i,0.00018481-0.00010066i,-6.5015e-05-5.061e-05i,8.8776e-06-0.00018004i,0.00041603-0.00037674i,0.00074234-2.8855e-05i,-8.5392e-05-0.00018408i,-0.00089219-0.00058337i,-0.00074865-0.00029553i,-0.00090006-0.00029947i,-0.00094548+0.00014507i,-0.00097809+0.00066265i,-0.00061779+0.00027488i,0.00037533-0.00057454i
-0.003265-0.00025316i,-0.0027493-0.00061554i,-0.0020046+0.00028427i,-0.0008582+0.0011074i,0.00073181+0.00062646i,0.0011771+0.00042997i,0.00075537+0.00099964i,0.00088825+0.00080506i,0.00016934+0.0007088i,-0.00026221+0.0004225i,0.00023926+0.00034267i,-2.1957e-05+0.00028792i,0.00046926-0.00034342i,0.00089042-0.00059218i,0.00073219-0.00032492i,0.0012759-0.00042957i,0.0012092-0.0004312i,0.00012604-4.1448e-05i,-0.00019431+0.00026155i,-0.00048074+0.00036078i,-0.00032898+0.00019045i,0.0002445-0.00010533i,-5.8942e-05-0.00041209i
