-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
-0.0021428+0.00049177i,-0.0017557-0.00039886i,-0.0010164+0.00029545i,-6.1925e-06+0.0012707i,0.0016606+0.0010157i,0.0015926+0.0005837i,3.708e-05+0.00010272i,-0.0012231-0.00014289i,-0.001982+0.00044636i,-0.000921+0.00089219i,0.00056849-8.1501e-05i,0.00055794-0.00042678i,1.835e-05+0.00063524i,-4.6194e-05+0.00032949i,0.0001477-0.0004425i,0.00039325-0.00059662i,0.00067494-0.00085291i,0.00091346-0.00012425i,0.00035186+0.00045455i,-0.0001611+0.00038483i,0.00050148-0.00043642i,0.00077936-0.00047304i,-7.8399e-05+0.0002362i
0.0015048+0.0022475i,0.0015541+0.0022734i,0.00011238+0.0024659i,-0.00030669+0.0019317i,0.00089031+0.00087442i,0.0002442-0.00017628i,-0.00070626-0.00013788i,-0.000655+0.00045931i,-0.00041343+0.00038484i,7.753e-05+5.995e-05i,0.0010003-0.00023995i,0.00051545+0.00013547i,-6.2817e-05+0.00046688i,-0.00066359+0.001094i,-0.00072146+0.0013431i,-5.446e-06+0.00066392i,0.00016411-1.1603e-05i,1.688e-05-0.00019266i,-5.5427e-05-0.00021904i,0.00017753-0.00044677i,-4.3273e-05-0.00084202i,-0.00045524-0.00028496i,-0.00070345+0.00017553i
0.00044526-0.0024118i,-0.001459-0.0029335i,-0.0020154-0.00164i,-0.001654-0.00074746i,-0.00099126-0.00064386i,-0.00069386-0.00044779i,-0.00017937-0.00012018i,-0.00018219-0.00025149i,-0.00052118-0.00033499i,4.6884e-05+0.00016547i,-9.1927e-05+0.00029566i,-0.00049474-0.0001575i,-0.00017916-0.00049517i,0.00034014-6.9385e-05i,0.00014162+0.00026784i,0.00012457+0.00040726i,9.1346e-05+0.00026601i,0.00036277+0.00019284i,0.00081923-0.00042251i,0.000334-0.0011046i,0.00018419-0.00067148i,3.0294e-05-5.7009e-05i,-0.00030222+0.00027537i
0.0019707+0.00084756i,0.0017705+0.00054801i,0.00026851-0.00084234i,-0.0010503-0.0010122i,-0.0025694+8.8574e-05i,-0.0025575+0.0010744i,-0.00085659+0.0011912i,0.00012177+0.001069i,-7.4653e-05+0.00041946i,-0.00033064-0.00042947i,0.00012488-0.00097762i,0.00029059-0.0008611i,0.0004344-0.00048194i,0.00029211-0.00010047i,-0.00019617+0.00019537i,0.00022563+0.00017209i,0.0010695+1.9321e-05i,0.0010784-0.00034344i,0.0010491-0.00072154i,0.00096958-0.00064861i,0.00078054-0.00047886i,-0.0002392-0.00068921i,-0.0014795-0.0012214i
-0.00074984-0.0020623i,-0.0018009-0.0016903i,-0.0021508-0.00077889i,-0.002647+0.00067833i,-0.0022044+0.00033073i,-0.00092458-0.00015149i,0.00076495+0.00015118i,0.0013173-1.7503e-05i,-1.2016e-05-0.00051785i,-0.00084196-0.00047706i,-0.0004517-0.00045819i,-0.00065979-0.00027471i,-0.00045495+0.00024477i,0.00035368-0.00037968i,0.00022309-0.00054941i,0.00051882-0.00010522i,0.0013267-0.00067789i,0.0012498-0.0012397i,0.00059063-0.00064369i,0.00073583-0.00027284i,0.00088009-0.00045623i,0.00029803-0.00071448i,-0.00033241-0.00034921i
0.00090159+0.00049026i,-0.00024869+0.00079637i,-0.0012364+0.00065231i,-0.0017251+0.00034944i,-0.0021522+0.00062489i,-0.0016713+0.00081488i,-0.00082171+0.00026257i,-0.00013458-6.4947e-05i,-0.00016348-0.00058267i,-0.00035787-0.00037582i,-0.00024185+0.00033643i,-0.00055784+0.00038644i,-0.00087292+0.00032788i,-0.00069249+1.5697e-07i,-0.00050964-0.00022109i,-0.00051349-0.00055965i,-0.00014374-0.00038611i,0.0010957-0.00015759i,0.0013475+0.00027324i,0.00037939+4.5057e-05i,0.00069153-0.0004458i,0.0010409-0.00043112i,0.0004814+0.00011414i
-0.00011236-0.0015404i,-8.4317e-05-0.00086483i,-0.00041662-0.00019026i,-0.0017458+0.0010843i,-0.0016828+0.0010108i,-0.00053229-0.00023057i,0.00028878-0.0015575i,0.00011121-0.0017205i,-0.00065362-0.0012575i,-0.00070603-0.00097938i,-0.00016801-0.0005045i,-7.2599e-05+0.00029779i,-0.00061854+0.00036214i,-0.0003906-0.00021113i,0.00079522-7.7117e-05i,0.00062028+0.00054702i,-0.00045051+0.00053353i,-0.0004869-4.8515e-05i,-0.00036536-0.00030993i,-0.000233-0.00044255i,7.6536e-05-1.4747e-05i,0.0011156-3.171e-05i,0.0014708-0.00019214i
-0.00055222+0.00028184i,-0.00084897+0.00029471i,-0.001406-0.00023761i,-0.0010676-0.00029813i,-0.00097081+7.9428e-05i,-0.001173+0.00012706i,-0.00070984+0.00034275i,-0.00074136+0.00013721i,-0.00051633-0.0001336i,0.00061187+8.0074e-05i,0.001004+0.00035995i,0.00037223-8.3047e-05i,-0.00017911-0.00022019i,-0.00092993+9.1184e-05i,-0.00075196-1.0539e-05i,1.3183e-05+0.00077482i,0.00010266+0.00073477i,9.4017e-05-0.00037685i,0.00024395+0.00020555i,0.00095434+0.00081423i,0.00090661+0.00033259i,0.00075258-0.00010787i,0.00039116-2.2739e-05i
0.0011737-0.0016107i,0.00071534-0.00067679i,0.00052062-0.00077969i,-0.00053801-0.0010333i,-0.0019027-0.00072544i,-0.0018512+0.00035823i,-0.00023878+0.0012687i,0.0008264+0.0007768i,0.0007185+3.785e-05i,0.00088765-0.00011978i,0.0009422-0.00044256i,3.5994e-05-0.0006553i,-0.00082708-0.0005619i,-0.00048352-0.00033437i,-0.00021523-0.00016013i,-0.00032427+0.00011666i,-0.00012272+0.00026181i,0.00035973+0.00019094i,0.00028461-6.8585e-06i,0.00019603-0.00039838i,0.00013132-5.4769e-05i,-2.7805e-05+0.00039211i,-4.6264e-05+0.00028211i
0.0026115+0.0013795i,0.0017785+0.00021076i,0.0017647-0.00019324i,0.0011775-0.0010763i,-0.0003656-0.0026645i,-0.0013188-0.0021034i,-0.0015139+1.3617e-05i,-0.00037691+0.00072574i,0.00019798+0.000768i,5.4199e-05+0.00086784i,-0.00033173-0.00013535i,-0.00059743-0.0007971i,-0.001092-0.00039259i,-0.00093794-0.00027409i,0.0003192-0.00010193i,0.00099503+0.00038166i,0.0002184+0.00021824i,-6.6294e-05-0.00044817i,0.0013511-0.00095587i,0.0012406-0.0006812i,0.00032064+0.00022232i,0.00014543+0.00087711i,-0.00019662+0.00039953i
-0.00051553-0.0031292i,-0.00062404-0.0013521i,-0.00079645-0.00053638i,-0.00076317-2.8527e-05i,-0.00027839+0.00045015i,-0.00025853+0.00023826i,0.00020298-0.00021984i,0.00067593+0.00032575i,0.00035129+0.00074069i,0.00036454+0.00078978i,0.00034666+0.00028725i,-0.00026872-0.00051682i,-0.00075797-8.166e-06i,-0.001112+0.00058977i,-0.00043459-1.3125e-05i,-0.00023309-0.00016999i,-0.00032522+0.00022312i,0.00033419+0.00077244i,0.00072969+0.00029501i,0.00075553-0.00016102i,5.0097e-05+0.00038534i,-0.0007452+0.00029689i,-0.00043796+0.00030035i
0.00037572-5.9574e-05i,0.00069204+0.00026067i,4.4948e-05+0.00026247i,-0.0014889+0.0005841i,-0.002252+0.0006326i,-0.0010347+0.00010169i,-0.00026336-0.0001821i,-0.0001954-0.00074816i,-0.00031276-0.00048972i,-0.00057139-0.00036114i,-0.0008506-0.00048293i,-0.00066794-0.00072036i,-0.00016843-0.001114i,0.0004097-0.00040701i,0.00019118+0.00034609i,0.00023354+0.00066015i,0.00017642+0.00070668i,0.00020647+0.00011856i,0.00033642+0.00015471i,0.00045437+0.00045946i,0.00021233+0.00023071i,-0.00048941+0.00010375i,-0.00041175+0.00040598i
0.00051729-0.00024909i,-0.00072245+0.0006642i,-0.00020195-0.00019711i,0.00022455-0.0016305i,0.00027866-0.0017201i,-0.00022898-0.00071706i,-0.0011355+0.00038574i,-0.00049853+0.0009984i,-7.2403e-05+0.00090449i,4.7895e-05+6.0498e-05i,3.843e-05-0.0001953i,-0.00031773-9.3732e-05i,-0.00069761-0.00050998i,-0.0010884-0.00025353i,-0.0012599-0.0003005i,-0.00055627-0.0006484i,0.00077199-8.4069e-05i,0.00066452+2.3829e-05i,0.00083589-4.7131e-05i,0.00096641+0.00031667i,0.00032773+0.00077556i,0.00022588+0.0010322i,0.00048818+0.00088778i
0.00034443+0.0013977i,0.00059166+0.0012627i,-0.0001677-0.00025414i,-0.0008158-0.00080415i,-0.00046458+0.00023605i,-0.00024013+0.00080713i,-0.00029337+0.00085999i,-0.00058542-0.00023564i,-0.0011395-0.00087837i,-0.00062228-0.00096795i,0.00019251-0.0010743i,-8.1921e-05-0.00098019i,-0.00031435-0.00069459i,-0.00031743-0.00088249i,-0.00023692-0.00081504i,-3.8254e-05-0.0002382i,0.00023093-0.00034532i,0.00058366+8.4929e-05i,0.00030321+8.115e-05i,0.00038575-0.00098135i,0.0015382-0.0010892i,0.0015049-0.0001571i,0.00060101+0.0011619i
0.000258-0.0016168i,-0.00080337-0.00061593i,-0.0012876-0.00018753i,-0.0010043-0.0003254i,-0.00071082-0.00027447i,5.1015e-05+0.00012788i,0.00061866-0.00024289i,0.00063001-0.00012056i,0.00059128+0.00036202i,0.00048085+0.00043949i,0.0005164+0.00087701i,-2.6113e-05+0.00046555i,-0.0002878+0.00010663i,-0.00028107+0.00028633i,4.5121e-05-0.00025679i,0.00028624-0.00061575i,0.00048649+8.5531e-05i,0.00096389+0.0004611i,0.0010022+0.00020753i,0.0014711+8.1044e-06i,0.0016535+1.9194e-06i,0.0005334+0.00020961i,-7.2506e-05+0.00049398i
-2.6002e-05+0.00034216i,0.00019478+0.0007406i,-0.0004406+0.00010175i,-0.00027587+0.00026467i,-0.00025442+0.0015188i,-0.00031009+0.0011312i,-9.1055e-05-0.00063327i,-0.00044246-0.0021525i,-0.0011926-0.0021206i,-0.0013677-0.00075i,-0.00062298-0.00038637i,-0.00021366-0.00026447i,-0.00022674+0.00058261i,1.9111e-05+0.00047189i,-2.1889e-05+0.00029737i,8.9603e-05+0.00057109i,0.00040138+0.00031905i,0.00087371-0.00028825i,0.00091475-0.00029252i,0.00025958+9.1919e-05i,0.00021889-8.6069e-05i,0.0010172-0.00037934i,0.00079574-0.00026269i
-6.5977e-05-0.0020098i,-0.0007439-0.0018238i,-0.0020724-0.00093395i,-0.0018089+0.00031521i,-0.0014259+0.00097963i,-0.001646+0.0012301i,-0.0012075+0.0011786i,-0.0010639+0.00038038i,-0.0010104-0.00061537i,-0.0010993-0.00035781i,-0.00054013+0.00056282i,1.7041e-05+0.00070582i,0.00037986+0.00021462i,0.00085425-4.4473e-05i,0.0015921+4.9378e-05i,0.0017992+0.00044906i,0.0016534+0.00057165i,0.0014896-0.00019605i,0.00076771-1.4511e-05i,0.00061013+0.00018873i,0.0010416-0.00039794i,0.0011004-0.00064598i,0.0010581+0.00026318i
-0.00061318+0.0026189i,-0.00018099+0.0028464i,0.00017095+0.0016028i,2.1433e-05+0.00097292i,-0.00065433+0.00053912i,-0.00071828-0.00077018i,-0.00080775-0.0007791i,-0.00070997-0.00024985i,-0.00059945-0.00066033i,-0.00056387-0.00032963i,-0.00036316-1.7839e-05i,-0.00053694-0.00070317i,-0.0014567-0.0015878i,-0.0016053-0.0011922i,-0.0007519+7.2447e-05i,-4.8852e-05+0.00046398i,0.00042977+4.7284e-05i,0.00019529-0.00059231i,-0.00019919-0.00085807i,0.00042984-0.00060516i,0.0013185-0.00042016i,0.0011467+0.00017743i,0.00057581+0.00051716i
0.00071857-0.00096257i,0.00051307-0.00091081i,9.9924e-05-8.5391e-05i,-0.00054857+6.9687e-05i,-0.0013437+0.00025111i,-0.0020631+0.00082391i,-0.0010997+0.0011158i,-0.00031686+0.0003159i,-0.00063447-0.00030152i,-0.00053805-0.00062792i,0.00045614-0.00088767i,0.00081589-4.9442e-05i,-0.00025299+0.0008303i,-0.00081421+0.00052193i,-0.00010563+0.00024361i,8.181e-05-0.00057205i,0.00027889-0.0012343i,0.00092064-0.00014248i,0.001089+0.00088056i,0.00076121+0.00070355i,0.00042623+0.00072475i,0.00066853+0.00015471i,0.00026825-0.00037947i
-0.00046025+0.0004026i,0.00054698+0.0019223i,-0.00028478+0.002601i,-0.001175+0.0019327i,-0.0016504+0.0012279i,-0.00097212+0.0013388i,0.00031667+0.000823i,0.00015891-0.00099318i,-0.00063262-0.0013688i,-0.0012302-0.00060105i,-0.00087331-0.00035612i,-0.0005821-0.0001397i,-0.00068767+0.00039842i,-0.0007011+0.00038011i,-0.00035382-0.00080925i,0.00047842-0.00089853i,0.00049722-0.00030811i,0.00055148+8.2281e-06i,0.00079248+0.00016901i,0.00026929-6.2912e-05i,-0.00070114-0.00063094i,-0.00023501-0.00068085i,-2.1879e-05-0.00026972i
-0.00098567-0.0026012i,-0.0014457-0.0014637i,-0.0020102+2.1789e-05i,-0.0014139+0.00033271i,-0.0005618+4.4075e-05i,-0.00054866-3.3432e-05i,2.5093e-05-0.0007734i,0.00028913-0.0011638i,-0.00064622-0.00055541i,-0.00063615-0.00056787i,-0.00012504-0.00088252i,-0.00044126-0.00052021i,-0.00047976-0.0004829i,-6.5755e-05-0.00036427i,0.00059725-0.0003223i,0.0012985-0.00038399i,0.0011016-0.00050208i,0.00057118-0.00072237i,0.00081368-0.00082734i,0.0009454-0.00060755i,-0.00031884-5.4623e-05i,-0.001262+0.00035204i,-0.00080404+0.00062177i
-0.0020656-0.00072139i,-0.0011519+0.00096693i,-0.0017763+0.0021099i,-0.0025224+0.0028195i,-0.0023445+0.0027573i,-0.0013617+0.0017766i,-0.0001402+0.00016658i,0.00042351-0.0013618i,-0.0004648-0.0016613i,-0.0014018-0.00077497i,-0.0011535+5.27e-05i,-0.00043234+0.00039216i,-0.0006791+0.00024866i,-0.00052837-0.00044582i,-0.00016565-0.0001739i,0.00011261+0.00054269i,0.00083598+0.0003593i,0.00081727+0.00058469i,4.2323e-05+0.00030015i,1.1757e-05-0.00042231i,-6.3243e-05-3.5909e-05i,0.00031768+0.000655i,0.00051762+0.00086748i
-0.0044513+0.00076169i,-0.0020703-9.8229e-05i,-0.0011769+0.0012265i,-0.00021911+0.0023415i,-0.000589+0.0020753i,-0.0013067+0.0014058i,-0.00091016+0.00068391i,-0.0011937-3.2934e-05i,-0.0015092+0.00015899i,-0.00069781+0.00058497i,0.00032387+0.00042734i,0.00053204+0.00054087i,0.00049994+0.00057743i,0.0007284+0.00034507i,0.00046034+0.00043435i,-0.0001134+0.00056393i,0.00020157+0.00054128i,0.00075737+0.00036178i,0.0013772+0.00080327i,0.0013015+0.0011452i,0.00075477+0.00054975i,0.00087056+0.00027529i,0.00057176+0.0005089i
-0.0014391+0.0021698i,-0.0017832+0.0014559i,-0.0015231+0.002125i,-0.00016245+0.0023598i,0.00121+0.0011577i,0.00066195+0.00039028i,-0.00053089+0.00035845i,-0.0011178+0.00045792i,-0.0012692+0.0012442i,-0.00056776+0.0018619i,1.8595e-05+0.0011261i,-0.00040783-0.00013253i,-0.00053892-0.00064914i,6.6502e-05-0.0006202i,-0.00013201-0.00071623i,-0.00034662-0.00055081i,0.00033789+7.5295e-05i,0.0013616+0.0011787i,0.0011066+0.0010969i,0.00015565+0.00036187i,-5.8269e-05-0.00045232i,-6.6972e-05-0.000954i,-2.1251e-07-0.00067246i
-0.00060472-0.0021067i,-0.0020555-0.0015349i,-0.0017542+0.00051523i,-0.0012554+0.0018083i,-0.00092349+0.00059712i,-0.00033836+0.00020331i,-0.00032583+0.00060996i,-0.0011871-0.00035717i,-0.0010575-0.00054226i,0.00045271+0.00039473i,6.8835e-05+0.00096038i,-0.0010909+0.00055066i,-0.0014111-0.00041274i,-0.00038872+0.00048024i,0.0015767+0.0010121i,0.0014894+0.00011474i,0.00085259-2.7003e-05i,0.00056695+0.00024231i,0.00021784+2.9576e-05i,0.00024053+0.00010921i,0.00013797+0.00046862i,-0.00010891+0.0011823i,-0.0003978+0.00064535i
0.0017074+0.00026771i,0.0010812+0.0018656i,0.00017698+0.0022861i,0.00050587+0.00096574i,0.00063014-0.00088069i,-7.2914e-06-0.0019084i,1.1648e-05-0.0013853i,-0.00035379-0.00018951i,-0.00039297-0.00014927i,-8.2899e-05-0.00038047i,-0.00058046+0.00017561i,-0.0009682-4.0359e-05i,-0.00071295-0.00088988i,0.00021966-0.00039863i,0.00075302-0.00052387i,0.00049558-0.0011806i,9.4634e-05-0.00079282i,0.00031958-0.00052996i,0.00063863-0.00068208i,0.00044045+0.00021488i,-9.717e-05+0.00082652i,-0.00017427+0.00050402i,0.0004516+0.00080133i
-0.0012697-0.0019646i,-0.0018077-0.0022698i,-0.001509-0.00045231i,-0.001846+0.00043951i,-0.0015195+0.00023325i,-0.0019289+0.00012953i,-0.0018868-0.00037649i,-0.0014395-0.00055718i,-0.0011573-0.00051756i,-0.00047836-0.00065629i,0.00017839-0.00071759i,0.00070009-0.00026623i,0.00040106+4.7096e-05i,-5.7648e-05-8.9299e-05i,-0.00027633+4.6351e-06i,-1.1507e-05+9.4542e-05i,0.00024994-0.00038238i,0.00078428-0.00034404i,0.0010751-0.00025823i,0.0010801-0.00049301i,0.00094927-0.00039786i,0.00043376-0.00075714i,0.00032118-0.0010549i
0.0010324+0.0021469i,0.001408+0.0021012i,0.00095181+0.00090199i,-0.00023876+0.00033897i,-0.0013337-0.00051422i,-0.0017674-0.00089851i,-0.0012195-0.00040211i,-0.0012711+0.00034284i,-0.0014977+6.1575e-05i,-0.00047106+3.2666e-06i,-2.9834e-05+7.9695e-05i,3.3856e-05-0.00029473i,0.00024111+0.00014332i,0.00064076+0.0002508i,0.0011693-0.0004657i,0.00080254-0.00031133i,-0.00042891-0.00030582i,-0.00069747-0.0011415i,-0.00038721-0.00056416i,-7.8073e-07+0.00065996i,0.00069681+0.0004809i,0.00058985+9.4698e-05i,0.00017383+0.00017508i
-0.0012164-0.0026348i,-0.0015947-0.0018145i,-0.0024235-0.00029395i,-0.0026022+0.00085258i,-0.0015629+0.0010924i,-0.00050744+0.00077878i,0.00091908+0.00043482i,0.0008858+0.00039642i,-0.00027476+0.0009488i,-0.00098849+0.0012971i,-0.00093749+0.0010108i,-0.00048727+0.00054082i,-0.00072129+0.00038259i,-0.00063287+0.00049799i,-9.763e-05+0.00087956i,0.00022692+5.9391e-06i,0.0010135-0.00049553i,0.0016966-0.000356i,0.0017342-1.435e-05i,0.0011483+0.00028684i,0.00051678+7.0151e-05i,0.00029755-0.00019707i,5.9901e-05-0.00029641i
-0.0013566+0.0033272i,-0.00013339+0.0027597i,0.0010599+0.0023652i,0.0018273+0.0020725i,0.0016986+0.00094031i,0.0010727-0.00045325i,0.00076811-0.00038827i,0.00052862-0.00011521i,-0.00030278-0.00017636i,-0.00055943+0.00024689i,-0.00027608+1.7281e-05i,-0.00013947-0.00061909i,2.8525e-05-0.0001403i,-0.00016009+0.0010399i,-0.0002758+0.0012149i,9.6246e-05+0.00057962i,0.00019395-0.00011213i,0.00015605-0.00063623i,-0.00013998-0.00090537i,0.00048826+0.00038349i,0.001292+0.0010973i,0.00066882+0.00032591i,5.3697e-05-0.00025701i
0.00083007-0.00059621i,-0.00022883-0.00036594i,0.00023456-0.00036653i,0.00055349-0.00044483i,0.00056496-0.00048238i,4.1856e-06-0.00095298i,-4.7573e-05-0.00106i,-0.00023768-0.00080647i,-0.00099159-0.00076661i,-0.001098-0.00033719i,-0.00023035-8.1526e-05i,0.00054123+0.00020353i,0.00033584+9.5031e-05i,0.00076065+0.00017122i,0.0011886+0.00024834i,0.00075801+0.00034112i,0.0005279+0.00016804i,0.00095908+0.00027103i,0.0010653+0.00042827i,0.00048107+0.00016726i,-0.00010184-0.00035542i,-0.00037766-0.00061297i,-0.00019306-0.00024546i
-0.0003065+0.0024403i,0.0012292+0.0012981i,0.0015096+0.001462i,0.00034158+0.0013328i,-0.00050442+0.00073873i,-0.0012165-6.6605e-05i,-0.0015861+0.00014251i,-0.00086699+0.0005622i,-0.00019361+0.00059348i,-0.00046697+0.00044422i,-0.00059505+0.00017553i,-0.00012213+0.00019592i,0.0002395+0.00049502i,0.00035782+0.00063924i,0.00055138+0.00010635i,0.00053197-0.00012713i,7.8061e-05+0.00024369i,3.7277e-05+0.00026921i,0.0010255-0.00039704i,0.001375-0.00058654i,0.001065-0.00056425i,0.00059927-0.00044218i,-0.00032526+0.0001805i
0.00023866-0.0017531i,-0.00099976-0.0014588i,-0.0014457-0.00054496i,-0.0010554-6.4396e-05i,-0.0011892-0.00042938i,-0.0013894-0.00015757i,-0.0008653-0.00017049i,-0.00038338-0.00042927i,-0.00074375+0.00013246i,-0.0010257+5.5878e-05i,-0.0006273-0.00029812i,-0.00066572-0.00040308i,-0.0008682-0.00069131i,-0.00069145-0.00071077i,0.00031597-0.00017497i,0.00062561+0.00056297i,-0.00010853+0.00037685i,0.00015716+2.9245e-05i,0.00066748+0.0002421i,0.00056968+0.00014142i,0.0002304+5.695e-05i,-0.00013941+0.00040328i,-0.0002855+0.00078518i
-0.00092382-0.0014067i,-5.7054e-05-0.0011521i,-0.00076484-0.00059874i,-0.0015607-0.0010088i,-0.0019838-0.0012968i,-0.0016903+0.00035814i,-0.0005986+0.00056217i,0.00045641-0.00080241i,0.0003529-0.0007246i,-0.00055854+0.0002428i,-0.00084878+0.00043509i,-0.0013227+0.00025015i,-0.0012829+0.00022901i,-0.00013413+0.00021455i,0.00045323+0.00018236i,0.00060839-1.5697e-05i,0.00049891-0.00076459i,0.0007619-0.00036182i,0.00081284+0.00061426i,0.00034027+0.00088798i,0.00014671+0.00028156i,1.8231e-05-1.61e-05i,-0.00081137+0.00018199i
-0.00022674-0.00080417i,-0.00099869+0.00059838i,-0.0014584+0.0010771i,-0.001183+0.0015811i,-0.00058726+0.0009261i,0.00035643+0.00044404i,0.00059419+0.00022728i,0.00045444+0.00021324i,-0.00078018-0.00016626i,-0.0018415-0.00031266i,-0.00097361-0.00025872i,-0.00040513-0.00010109i,-0.00069535-3.0136e-05i,-0.00016056+4.3158e-05i,0.00011293+4.7971e-05i,-2.4268e-05-0.00056386i,-7.5524e-05-0.00095738i,0.00026177-4.9985e-05i,0.0010368+0.00041391i,0.00078898+0.00022687i,0.00041648+0.00031029i,0.00056576-0.00030495i,-0.00019886-0.00086601i
-0.0011662-0.00081126i,-0.0013947-0.00071171i,-0.0014392+0.0001834i,-0.0012776+0.00063403i,-0.00078177+0.00039939i,6.3558e-05+0.0010551i,0.00081142+0.00029304i,0.00091508-0.00073113i,0.00039572-0.00011497i,-0.00024334+0.00048054i,-0.0007067+0.00059748i,-0.00042641+0.00028978i,0.00018676+6.9861e-05i,-0.00029477+5.1667e-05i,-0.00023337+0.00042805i,0.00037286+0.00049777i,0.00071217-0.00016615i,0.0012798-0.00024066i,0.00068473+0.0008337i,-0.00010615+0.0011415i,-0.00023371+6.1561e-06i,-0.0005724-0.00053299i,-0.00039503+0.0002566i
0.001496+0.00010641i,0.00057727+0.00039697i,3.5027e-05+0.001018i,-0.0010016+0.0015872i,-0.0014775+0.00069594i,-0.0010789+0.00044849i,-0.00042295-1.5072e-05i,-0.00040169-0.00098898i,-0.00083808-0.00084698i,-0.00075074+0.00017672i,-4.3221e-05+0.00061758i,-0.00036047+0.0003021i,-0.0011492+0.00049317i,-0.0004529-0.00011972i,0.00068535-0.00036955i,0.00070669-0.00044877i,0.00030939-0.00043432i,0.00023156+0.00040641i,0.00053926+0.00087655i,0.00070448+0.00090026i,0.00042001+0.00033791i,0.00089886-0.00055354i,0.00064361-0.00022865i
-0.000211-0.00066784i,-0.0005988-0.00036857i,-0.0013074-0.00028893i,-0.001504+0.00011767i,-0.0018609+0.00053312i,-0.0015983-0.00027794i,-0.00074611-0.00043891i,-0.00071819-0.0002597i,-0.00038157-0.00086064i,9.5007e-05-0.00056524i,0.00020497-0.00028268i,0.00019205-0.00029197i,6.6701e-06+1.9073e-05i,-0.00030474+2.7747e-05i,-0.00038781-0.00038785i,-0.00015816-0.00067814i,-6.8381e-05+0.00019358i,-2.9174e-05+0.00085694i,1.8547e-05+0.00027489i,-0.00055266-9.1945e-05i,-0.0002187-0.00051268i,6.6853e-05-0.0008378i,0.00041246-0.00012874i
0.0012829+0.00092957i,0.00062039+4.5596e-05i,0.00069271-0.00019814i,-0.00025035-0.00051491i,-0.00081505-0.00060824i,-0.00084744+0.000244i,-0.00087559+0.0016064i,-0.00058592+0.001226i,-0.00031762+0.00016633i,-1.8328e-05-9.1449e-05i,0.00026098-0.00044707i,0.00010309+3.5482e-05i,-0.00080711-1.984e-05i,-0.0012264-0.00032383i,-0.00048859+9.5437e-05i,-0.00011082+0.0010517i,-0.00010518+0.00052931i,0.00061146-0.00056921i,0.00030468-0.00043429i,-0.00022208+4.0382e-05i,-6.9969e-05+8.5728e-05i,-0.00029599+0.00022579i,-0.00052763+0.0001917i
-0.00094805+0.0017173i,-0.00031653+0.0013539i,-0.00058547+0.0011509i,0.00045462+0.0009394i,0.00097289-0.00028067i,0.00013235-0.0017204i,4.1856e-05-0.0011583i,0.00030642+0.0002492i,-0.0004611+0.00060661i,-0.00042591+0.00087385i,-0.00021695+0.00062025i,-0.00078758-9.2882e-05i,-0.00045379-0.00042552i,0.00045653+0.00020738i,0.00075931+0.00054372i,0.00028652+0.00052619i,0.00047243-0.00010929i,0.0011317+0.00036322i,0.00078277+0.0012104i,0.00065062+0.00054183i,0.0010119-0.00071275i,0.00016669-0.00079117i,-0.00051224+4.55e-05i
-0.00090334+0.00030356i,-0.0013966+0.00091982i,-0.00049679+0.0019663i,0.00015211+0.00098855i,-0.0002414+3.6175e-05i,-0.00018484-0.00044861i,0.00028008-0.00097279i,-6.3706e-06-0.00074328i,-0.00021298-0.00025281i,0.00032997+0.00053818i,-7.7191e-05+0.0010101i,-0.00062852+0.00061137i,-0.0002824+0.00051261i,-0.00026679+0.00097168i,-0.00090664+0.00061321i,-7.4455e-05-0.000274i,0.00076332-0.0010745i,0.00072049-0.00068437i,0.00067378-0.00072207i,0.00078177-0.0006045i,0.0011486-0.00010084i,0.00079971-0.00025192i,0.00037414+0.00035311i
0.0018994-0.00027238i,0.0012408+0.00029954i,-0.0004026+3.382e-05i,-0.0012704+0.0010844i,-0.0019063+0.0014612i,-0.0016869+0.00036659i,-0.00066115-4.6456e-05i,-0.00037667-6.8565e-05i,-0.00090788+4.4314e-05i,-0.0010697+0.00033701i,-0.00020018+0.00082024i,0.00045443+0.0010569i,0.00046664+0.00032949i,0.00070797-0.0010664i,0.0014068-0.0015244i,0.0016031-0.0010072i,0.0012769-0.0011166i,0.00073492-0.0014177i,0.00047019-0.00070921i,0.00076632+9.8807e-05i,0.00085361-0.00047034i,0.00034481-0.001138i,-5.4102e-05-0.00030824i
