-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
-0.00070474-0.0015956i,-0.00072348-0.00043621i,-0.0012952+0.0006406i,-0.0011558+0.0010705i,-0.00039835+0.0018615i,0.00040418+0.0017578i,0.00057697-0.0001436i,0.00016778-0.0008744i,0.00017821-0.00010332i,0.00067159-0.00021204i,0.00092774-0.00014716i,0.00080417-0.00026214i,0.00028983-0.00077759i,-4.8945e-05-0.0010246i,4.672e-05-0.00076871i,0.00035442-0.00042784i,0.00071764-0.0003793i,0.00081384-0.00021826i,0.00037792-0.00037064i,-0.00014391-0.00061042i,-0.00047703-0.00060053i,-0.00027889-0.00036672i,0.00040944+0.00051239i
0.0006605+0.00043771i,0.00043132+0.00041472i,-0.00035839-0.00065284i,-0.00018624-0.0014694i,0.0012647-0.00028583i,0.0016053+0.0016266i,0.00094673+0.0015822i,0.00092125+0.00062933i,0.00074254+0.0011191i,0.0001683+0.0012591i,0.00016841+0.00071676i,0.00070346+0.00025535i,0.00045321-0.00076156i,0.00029922-0.0012918i,0.0003534-0.00010932i,-0.0001137+0.0002559i,-0.00053764-0.00019336i,-0.00074204-0.00066416i,-5.6938e-05-0.0017729i,0.00052999-0.0014593i,0.00046395-0.00058155i,0.00046057-0.00068936i,-0.00051143-0.00040795i
-0.00055493+0.0011795i,-0.00081665+0.00039506i,0.00034447+0.0010394i,0.00057846+0.00094815i,-0.0006042+0.00032605i,-0.0010354+0.00053549i,-0.0003452+0.00027365i,-0.00010773-6.0501e-05i,-0.00054199+0.00047958i,0.00012242+0.0011574i,0.0010013+0.00047062i,0.00097159-0.00046623i,9.3604e-05-0.000412i,-0.00052194-0.00036755i,-0.00032399-0.00035551i,-0.00036435-9.0345e-05i,-0.00075803-0.00021295i,-0.0012745-0.00049344i,-0.0015309-0.00049655i,-0.001032-0.000825i,-0.00036257-0.001143i,-0.00028183-0.00092478i,-0.00013065-1.635e-05i
0.0020719-0.0025723i,0.0017776-0.0018189i,0.0012683-0.0025391i,0.00097262-0.0021998i,-0.00020797-0.00089563i,-0.00044305-0.00019121i,-1.0263e-05-0.0006475i,-3.4082e-05-0.00026224i,0.00079588+0.00053322i,0.0009854+0.00041098i,0.00019698+0.00046906i,-1.9776e-05+0.0005144i,-0.00017145+0.00010905i,0.00017389-0.00094109i,0.00013664-0.00078853i,-0.0008561+7.7857e-05i,-0.0010464-3.0189e-05i,-0.00030321-0.00066043i,-0.00017004-0.0012703i,-0.00015456-0.001347i,-8.0719e-05-0.0010978i,-0.0008568-0.00045574i,-0.00089414-0.00043684i
0.00010005-0.00071962i,-0.00044045-0.00048604i,-0.0013355-0.00044436i,-0.0019877-2.6806e-05i,-0.0013732+0.00058428i,-0.00012907+0.00038411i,0.0010091+0.00046213i,0.0010323+0.00023082i,0.00049229+0.00022771i,0.00017651+0.00019236i,0.00036118+0.0006257i,-0.00010616+0.00094181i,0.00032442+0.00033339i,0.00042965-0.00045572i,-2.227e-05-0.00062571i,0.00010915+2.3837e-05i,5.6215e-05+5.4966e-05i,0.00031646-0.00036226i,0.00030635-6.9218e-05i,-0.00038143+0.00038494i,2.5208e-05+9.9628e-05i,0.0010189-0.0004228i,0.00093752+0.00016942i
-0.0015481-0.00029075i,-0.0012348-0.00047475i,-0.00054614+0.00063006i,-0.00011003+0.001156i,0.0003508+0.0016653i,0.0008234+0.0016528i,0.00021869+0.00078147i,-0.00023438+0.00030534i,8.3416e-05+0.00030047i,0.00044254+0.00080036i,0.00047232+0.0013191i,0.00030916+0.00095039i,0.00021069+0.0004121i,-0.00042652-0.00030913i,-0.00022311-0.00065768i,-0.00016977-0.0011003i,-0.00029933-0.00084289i,0.00015924-0.00016705i,7.4589e-05-0.00085497i,-0.00059872-0.0013552i,-0.00045598-0.000376i,1.659e-06+0.00015485i,4.0326e-05+0.00042361i
0.0010039+0.00074612i,0.0012276+0.00035639i,4.6829e-05-0.00082073i,-0.00059351-0.00046291i,-0.00091462+0.00056911i,-0.00042008+0.00059177i,0.00097366+0.00078825i,0.0014508+0.00091569i,0.0011731+0.00012386i,0.00040602-0.00020836i,0.00037428+0.00046221i,0.00097619+0.001147i,0.0014779+0.00037835i,0.00096649-0.0010965i,0.00043198-0.0013484i,0.00048321-0.0010861i,-0.00018202-0.001042i,-0.00032435-0.00071693i,0.0005016-0.0007031i,0.00087536-0.00038428i,0.0006697-0.00048432i,6.9912e-05-0.0011648i,0.00054137-0.00054646i
-0.00043284+0.00042051i,-0.0012682+0.00062388i,-0.0015838+0.0010292i,0.00029116+0.0018338i,0.0011959+0.0024204i,0.00062027+0.0014749i,0.00051705-1.8076e-05i,0.00043599-0.00010282i,4.2107e-05+0.00073769i,0.00050735+0.00045459i,0.00078829-0.0006221i,0.00025113-0.00070801i,-0.00074675-0.00041167i,-0.0012637-0.00025802i,-0.00106-0.00010091i,-0.00065537+0.00038341i,-0.00036843+0.00033208i,-0.00051351-0.00044942i,-0.00052194-0.00052324i,-0.00036518-0.00035329i,0.00019232-0.00022744i,-0.0002254+0.00019293i,-0.00013108-0.00013721i
0.0018826-0.0017618i,0.0022511-0.0013115i,0.0013868-0.0011443i,0.00053569-0.0008727i,0.00048723+0.0001796i,0.00097305+0.00052561i,0.0003761+0.00036011i,-5.4466e-05+0.00025627i,0.00092823+0.00012215i,0.0016606+3.7228e-05i,0.0012806+0.00049082i,0.0013702+0.00097338i,0.0010932+0.00048998i,8.5708e-05+0.00037602i,-0.00034702+0.00010044i,-5.5552e-05-0.00066153i,0.00033922-0.0009681i,0.00032433-0.00076147i,5.8125e-05-0.00030561i,-0.00018647+0.00045705i,-0.00014267+0.00026109i,6.7548e-05+8.3964e-05i,0.00010715+0.00046474i
0.0014039-1.2193e-06i,0.00048256-0.00022533i,0.00026283-0.001006i,-5.9552e-05-0.00046391i,-0.00030621+0.00049961i,-7.3029e-05+0.00035426i,0.0005012-7.5245e-05i,0.00072739-0.00035002i,0.00076257-0.0005343i,0.00086427-0.0005236i,0.00044541+6.0369e-05i,0.00013451+5.3749e-05i,-4.5849e-05+3.2168e-05i,-0.00039346-0.00049623i,-7.7837e-05-0.00057411i,0.00044232-0.00068353i,0.00054205-0.0011789i,-0.00026749-0.0011086i,-0.0002151-0.00064999i,0.00046155-0.00036482i,0.00041988-0.00056437i,-8.3574e-05-0.00038107i,-0.00029888-0.0002772i
-0.00042411+0.0015036i,-0.00043192+0.0023006i,0.00085344+0.0024295i,0.0017973+0.0019775i,0.0017751+0.00081475i,0.001514-0.00026458i,0.00080689+0.0002974i,-2.2932e-07+0.0016109i,0.00029422+0.0015397i,0.0008329+0.00050533i,0.00056163+0.00018801i,0.00020383+5.3627e-05i,-0.00014615-0.00016899i,-0.00068297+8.3142e-05i,-0.00025111+0.00037711i,0.00011213+0.00029263i,0.00046038+3.5533e-05i,0.00069279+0.00075057i,-0.00036807+0.00042878i,-0.00038766-0.0012949i,0.00026397-0.0010538i,-0.00025424+0.00028446i,-0.0013143+0.00035496i
0.00088334+0.0018288i,0.00019667+0.00060499i,0.00015787-0.00016967i,0.00073851-0.00030676i,0.00095433-0.00024535i,0.0010239-0.00038823i,0.00065786-8.0819e-05i,0.00051871+0.00012944i,0.00059515+0.00013571i,0.00052465-0.00063239i,0.00036416-0.00097205i,9.6887e-05-0.0007112i,-0.00037933-0.0002873i,-0.00035281+6.3694e-05i,-0.00020329+6.5354e-05i,-0.00042989+0.00033831i,-0.00028903+0.00016305i,0.00038528-0.00062749i,0.00051113-0.00099775i,0.00016933-0.00073579i,0.00050419-0.00038612i,-7.098e-05-7.904e-05i,-0.0011893+0.00032633i
-0.0002372-7.596e-05i,6.665e-05+0.00010995i,-3.0773e-05+0.00081376i,-0.00032434+0.0014887i,-9.0101e-05+0.0015495i,0.00061214+0.00097463i,0.00067372+0.00016574i,0.00026658+3.314e-05i,0.00062038+0.00059109i,0.0010878+0.00047099i,0.0011194-0.00022343i,0.00069845-0.00067052i,0.00022018-0.0012038i,-6.871e-05-0.0014745i,-0.00022374-0.0013644i,-0.00052883-0.0009292i,-0.0011317-2.6166e-05i,-0.00081019+3.5986e-05i,-0.00045609-0.00036484i,-0.00086464-0.00052911i,-0.00068849-0.00077383i,-0.00047787-0.00068519i,-8.2962e-05-0.00045056i
0.0015323+0.00069991i,0.0011097-3.4798e-05i,0.0012422-0.000757i,0.001885-0.00055161i,0.0014329+0.00027812i,0.00095268-6.6583e-06i,0.00086514-0.0014378i,0.00078168-0.0015062i,-0.00012778-0.00086345i,-0.00051648-0.0010587i,-3.8643e-05-0.00066375i,4.3468e-05+0.00093325i,-0.00055278+0.00049462i,-0.00039928-0.00070263i,-4.7732e-05-1.6608e-05i,-8.4778e-06+0.00022654i,-0.00019455-0.00058376i,-0.00024159-0.00059171i,-0.00015169-0.00026596i,-0.00023811-0.00029084i,-0.00017554-0.00017i,-0.000377-3.847e-05i,-0.0009179+8.6409e-05i
0.0021471+0.00046732i,0.0018492+0.00074537i,0.0016635-0.0011046i,0.0020224-0.0017375i,0.0013939-0.0012156i,0.0001649-6.3194e-05i,0.00025634+0.00051118i,0.00081597-0.00028615i,0.0012479+0.00010889i,0.0010923+0.00086653i,0.00064786+0.00069341i,-6.9636e-05+0.00099195i,-0.00073022+0.00071419i,-0.00076557-0.00038697i,-0.00091405-0.00079865i,-0.00089073-0.00092432i,-0.00024919-0.0013373i,-2.9594e-05-0.001518i,-0.0005857-0.0012072i,-0.000515-0.00062407i,-0.0001611-3.2355e-05i,0.00013403+0.00034394i,-8.8515e-05+0.00067058i
-0.00073505+0.00087917i,-0.00094451+0.00050095i,-0.00045162-7.7103e-05i,-0.00043797-0.00044224i,-0.00061916+7.8918e-05i,-9.035e-05+0.00020289i,0.00042174-0.00076345i,0.00075808-0.00033942i,0.00090372+0.00091246i,0.0010508+0.00035643i,0.0011011-0.00040397i,0.00055207-0.000668i,-0.00021518-0.00071182i,-0.00093364-0.00012853i,-0.00077026+0.00011583i,-5.4758e-05+1.9654e-05i,-8.4246e-05+6.9766e-05i,-0.00028215+2.4159e-06i,-0.0006416-0.00011187i,-0.00097731-0.00040865i,-0.00063306-0.00016799i,-9.0512e-05+0.00097822i,0.00041733+0.0016371i
-0.00027243-0.0018472i,0.00073063-0.00083599i,0.00016643-0.00077272i,8.0042e-05-0.00054854i,0.00058954+0.00015592i,0.00088483-0.00014466i,0.00060482-0.0008171i,0.00067455-0.00078415i,0.00082951-0.0003485i,0.00047156+0.00041433i,0.00017948+0.00065111i,-0.00022062+0.0005903i,-0.00037196+0.00040512i,2.0517e-05-1.4918e-05i,0.00068435+0.00060913i,0.00091583+0.00054531i,0.00085874-0.00038637i,0.00061708-0.00065549i,-5.9366e-05-0.00039161i,-0.00032854-3.5086e-05i,0.00016802-0.00067626i,0.00023175-0.00076713i,-0.00045188-0.00037955i
-0.00084291+0.00070126i,-0.00052325+0.00079279i,-0.00059841+0.00043851i,-0.00026408+0.00044448i,0.00039768+0.00083563i,0.00096965+0.00064682i,0.00098346+0.00031779i,0.0010454-0.00023023i,0.0009964+5.0004e-05i,0.0015426+0.00023297i,0.0014267-0.00061786i,0.00025609-0.0010671i,-0.0008575-0.00069905i,-0.0012606-0.00023594i,-0.00096226-0.00021749i,-0.0006447-0.00065169i,0.00029269-0.00086716i,0.00073928-0.00079065i,0.00022588-0.00070799i,-0.00012069-0.00064943i,0.00056012-0.00032464i,0.00061718-5.6137e-05i,2.5934e-05-0.00024657i
1.338e-05-0.00016833i,0.00067487-3.8511e-05i,0.00072448+0.0001179i,0.00044631+0.00030319i,-4.7713e-05+0.00032771i,0.00035354+0.00095865i,0.0006544+0.00048445i,0.00058988+4.0503e-06i,0.00077108+5.3227e-05i,0.0010989-0.00035023i,0.0012881-0.00062188i,0.00035396-0.00051696i,-0.00082066-0.0007513i,-0.00029222-0.0010453i,-0.00029628-0.00070873i,-0.00042132-0.00066848i,0.0001295-0.00057672i,0.00036815-0.0011025i,-0.00017789-0.00089649i,-0.0010303-0.00027367i,-0.0013973-0.00032112i,-0.00095205-0.0001219i,-0.00033211+8.6642e-05i
0.00049897-0.00064407i,0.00063419-0.00047042i,0.00080907+4.094e-05i,0.00026645+0.00076408i,0.001378+0.0011477i,0.0023764+0.00095025i,0.0013659+0.00074021i,0.0005543+0.00012832i,0.00071996-0.00063285i,0.00096899-0.0006481i,0.0010872-0.00015489i,0.00072909-0.00011098i,-0.000318-0.00046325i,-0.00093809-0.0012114i,-0.0010051-0.0015966i,-0.0011268-0.0015702i,-0.00074271-0.0012787i,-0.00059915-0.0011339i,-3.718e-05-0.00064049i,0.0005829-0.00038942i,0.00047085-0.0014448i,0.00024795-0.0014803i,-0.00023417-0.00024122i
0.00043204+0.00082843i,0.0010292+0.0014382i,0.00064591+0.0011537i,0.00050225-5.247e-05i,0.00080813-0.0011206i,0.00027297-0.0011546i,-0.00044509-0.00083384i,-0.00090856-0.0003811i,0.00044729+0.00047251i,0.0016477+0.00098913i,0.00048606+0.00026523i,-0.00029547-0.00030113i,2.529e-05-5.8327e-05i,9.1117e-05-0.00044283i,-8.1718e-05-0.00098355i,-0.00041302-0.00040724i,-0.00072965-0.00019953i,-0.0011204-0.001097i,-0.00074409-0.0016836i,0.00038184-0.0013101i,0.00054147-0.00010926i,0.00052296+0.00041434i,0.00078764+4.6061e-05i
-0.00062048+0.0012709i,3.0876e-05+0.0015401i,0.00044956+0.0024051i,0.0010346+0.0022312i,0.0015382+0.0011971i,0.0012257+0.00071085i,0.00050705+0.0006569i,0.00022722+0.00086801i,0.00028331+0.0013799i,0.00081387+0.0013898i,0.0014387+0.00055128i,0.0013082-0.00025459i,-8.1043e-05-0.00039561i,-0.00010566-0.00036695i,0.00042955-0.00067389i,0.00027274-0.000388i,0.00014307+0.0007983i,-0.00018021+0.00056159i,-0.00021485-0.00032996i,0.0003174-0.00098587i,6.9803e-05-0.00075481i,-0.0012413+0.00020741i,-0.001128+0.00052928i
0.00080583-0.00011099i,-0.00019368-0.00044018i,-0.00016425-0.0010654i,-3.6581e-05-0.0018828i,-0.00098644-0.00066829i,-0.00061137+2.8454e-05i,0.00082841-0.00057043i,0.0007062-0.00088999i,0.00046205-0.00052002i,0.00054314-0.00016996i,0.0006096-0.00032429i,0.00021669+0.00048302i,1.2727e-05+0.00046345i,-0.00034207-0.00023544i,-0.0012234-0.00021587i,-0.00046546-0.00073441i,6.0456e-05-0.0005008i,-0.00036732-0.00069207i,0.00015781-0.00094504i,0.0007277-0.00031896i,0.00065442-0.00023785i,-0.00016005-0.00012151i,-0.00094223+0.00037412i
-0.0019185-0.0011049i,-0.0012137-6.831e-05i,-0.0019735+0.00061438i,-0.0017375+0.0015403i,-0.00064711+0.001943i,0.0012212+0.00086213i,0.0016719+0.00018108i,0.0004404+0.00030833i,-0.00020293+0.00081249i,0.00014154+0.001161i,0.00056547+0.00081797i,0.00061494+0.00032799i,0.00078038-0.00016723i,0.0010686-0.00059903i,0.0010656-0.00057447i,0.00021958+3.3009e-05i,-0.00018816+2.935e-05i,-0.00039527+0.00030632i,-0.00098987-0.00013778i,-0.00030853-0.0014976i,0.0002645-0.0017633i,1.451e-05-0.0012335i,-4.5861e-05-0.00079958i
-0.00018737+0.0019372i,-1.5332e-05+0.0023944i,0.00058296+0.0020135i,0.0011644+0.00022705i,0.0014671-0.00052832i,0.0013283-0.00061935i,0.00097593-0.0003661i,0.00057978+0.0006521i,0.00062003+0.00026188i,0.00042759+0.00019925i,9.7576e-05-9.5052e-05i,0.0004726-0.00031092i,0.00057925-0.00033587i,0.00032599-0.00091123i,-0.00028878-0.0010602i,-0.00028958-0.00068292i,-0.00011297-0.0001938i,0.00016462+5.0659e-05i,0.00024705-0.00059329i,-0.00021953-0.0012111i,0.00033724-0.00092127i,0.00036341+9.0512e-06i,-0.00023151+0.00071577i
0.00020837-0.0008161i,8.9044e-05-0.00037253i,4.2441e-05-0.00016286i,-0.0005012+0.0004216i,-0.00022253+0.00091738i,0.00094614+0.0010217i,0.0014181+0.00095581i,0.0010404+0.00065844i,0.00033404+0.0001867i,0.00017606+0.00057193i,0.00074688+0.00077778i,2.888e-05-2.6957e-07i,-0.00069246-0.0010079i,-0.00058412-0.0013148i,-0.00085423-0.0012279i,-0.00061846-0.0010591i,0.00038013-0.00048338i,0.00082468-0.00023995i,0.00038662-0.00048078i,0.00043771-0.00023401i,0.00086913+0.00040973i,0.00045087+0.00063964i,-0.00040575-0.00016533i
-0.00063543+0.0004567i,-0.00083182+0.00099893i,-0.00086247+0.00042155i,-0.00054352-0.00015765i,0.00068281+0.0011312i,0.0012235+0.0016682i,0.00011393+0.00089441i,-0.0011145+0.00022085i,3.2159e-05+0.00038954i,0.001272+0.00050743i,0.00048979-0.00019982i,-0.00013147-0.00075338i,0.00043767-0.000474i,0.0002829+0.00068739i,-0.0007698+0.0009516i,-0.0012191+0.00012472i,-0.00067691-0.00027505i,0.00043406-0.00025873i,0.00062628+0.00056623i,0.00023257+0.00074192i,-0.00011968+0.00017806i,1.8699e-05+0.0001569i,-0.0001888-0.00012738i
0.00017447+0.00060014i,0.00022064+0.00087572i,0.00035927+0.00073795i,0.00024976+0.00085085i,0.00020605+0.0015628i,3.6574e-05+0.00092972i,0.00033515+2.8302e-06i,0.00021476+0.0005951i,0.00038135+0.0011901i,0.00033527+0.0002858i,0.00055955-0.00080835i,0.00070992-0.0005779i,-0.00019126-0.00024436i,-0.00062542-0.00054194i,-0.00078842-0.00081875i,-0.00070042-0.00062641i,-0.00078719+6.3496e-06i,-0.00067669-1.036e-05i,3.3153e-06-0.00055685i,0.00016584-0.00076711i,-0.00050493-0.00076457i,-0.00046925-0.000752i,-7.7943e-06+0.0002895i
-0.00045318+0.0017666i,-0.00025459+0.00022338i,5.6908e-05+0.0009328i,0.0011147+0.0013913i,0.0012923+0.00089763i,0.00069344+0.00078085i,0.00036732+0.00049632i,0.00023443-0.00035829i,0.00097496+0.00039666i,0.0013095+0.00093483i,0.00089196+0.00018159i,0.00082593+0.00024164i,0.00068743+0.00044372i,-0.00012305-8.0185e-05i,-0.00055928-0.00049332i,-0.00050918-0.0001876i,-0.00025616+0.00016891i,0.0004404-0.00018878i,0.00013849-0.0004301i,-0.0006171-0.00021646i,-0.00022979+0.00042783i,0.00014078+0.00038273i,0.00026191-0.00060357i
-0.00067314-0.0021696i,-0.0013642-0.001187i,-0.0019348-0.00085861i,-0.0012188+0.00024161i,-0.00075477+0.0020983i,-0.00019182+0.0025822i,0.00040483+0.0017001i,0.00045605+0.00080672i,0.00055027+0.00086438i,0.00093901+0.0010184i,0.00073991-6.8978e-05i,0.00027297-0.00056612i,0.00038356-8.0525e-05i,0.0007251-0.00017188i,-5.7495e-05-0.00067111i,-0.00056847-0.00062911i,-0.00047327-0.00066965i,-0.00092021-0.00057462i,-8.8064e-05-0.00061142i,0.0008816-0.00085829i,0.00019923-0.0004144i,-0.00068083-0.0002925i,-0.00067787-0.00027166i
0.0004497+0.0018116i,0.00048005+0.0021217i,0.0015173+0.0018814i,0.002393+0.00083375i,0.0032441+0.00025422i,0.0024783-0.00021624i,0.00065112-0.00032112i,0.00061827+0.00020646i,0.0012537+0.00039563i,0.0012529-0.00012506i,0.001449-0.00090511i,0.00094102-0.00069034i,0.00015445-0.00041251i,-0.00020826-0.00045131i,-0.00052185+0.00013635i,-0.0006575+0.0001657i,-0.00077269-0.00028426i,-0.0010597-0.00067197i,-0.00091971-0.00038697i,-0.00025565+0.00010712i,0.001145-0.00038585i,0.0014815-0.0002468i,0.00079389+0.00042821i
-0.00017643-0.0021659i,0.00067688-0.0011794i,-0.0012809-0.00092132i,-0.0026174-0.0011449i,-0.0011117-0.00082597i,0.00058969-0.00055139i,0.0012913-0.00047059i,0.00076244+5.1303e-05i,0.00051122+0.00028824i,0.00021629+0.00091525i,0.00050912+0.0010344i,0.00085955+0.00069692i,0.00049478+0.0004266i,0.00079031-0.00052024i,0.00093947-0.00063964i,0.00070064-0.00014951i,0.00043315-0.00011858i,0.00046338-0.00060347i,-0.00067098-0.00068643i,-0.0012529-0.00028636i,-0.00072016-0.0005444i,-0.0006855-0.00032748i,9.4967e-05+0.00013865i
0.0015947+1.3603e-05i,0.001577-0.00020138i,0.0014845-0.0010329i,0.0014338-0.0010266i,0.00077632-0.0003123i,0.00039712+0.00035023i,0.0013076+0.00079281i,0.00087955+0.00029631i,0.00010232-0.00079387i,0.0001265-0.00065344i,-0.00021382+9.4302e-05i,-0.0004814-0.00031701i,-0.00044178-0.00034495i,-0.00033648-0.00049571i,-0.00049885-0.00042489i,-0.00059521+0.00051221i,-4.7827e-05+0.00026534i,0.00059718-0.00031874i,0.0010782-0.00020356i,0.0012367-0.00011944i,0.00058926-0.00026493i,0.00033135-0.00026932i,-7.3915e-05-0.00065579i
0.0022078-0.0011006i,0.001975-0.0011777i,0.0012923-0.00054974i,-0.00027072-0.00060083i,-0.0005138-0.00065562i,2.8345e-05-0.00090477i,8.7014e-05-0.0002784i,-1.2037e-05+0.00053442i,0.00014053+0.00073197i,0.00054857+0.00046901i,0.00075597-0.00015645i,0.00037127+6.5149e-05i,-0.00029555+0.0001855i,-0.00054358-0.00031676i,0.00036816-0.00037037i,0.00065573-0.0002979i,2.0778e-05-0.001409i,-0.00070451-0.002602i,-0.00026773-0.0022932i,0.00094768-0.0015561i,0.00033118-0.0016663i,-0.00077551-0.0011356i,-0.00049703+0.00022848i
-0.0007432+0.00083149i,-0.00026133-0.0003944i,-0.00034063-0.0002428i,-0.00045064+0.00050264i,0.00084172+0.00077355i,0.0013629+0.00024599i,0.0005836-0.00055697i,0.00037141-0.00036452i,0.00023445+0.00019565i,0.0003195+0.00075329i,0.00063039+0.00086483i,0.0005712+0.00059977i,-0.00037012+0.00022443i,-0.00088615-0.00068758i,-0.00098055-0.00099939i,-0.0011875-0.00092589i,-0.001141-0.00059566i,-0.001039-0.00056936i,-0.00028111-0.00079425i,0.00011612-0.00057558i,-0.00068777-0.00045717i,-0.0010222-0.00026409i,-0.00021227+0.00013149i
0.0011477+0.0015873i,0.0007992+0.00060113i,0.00048528-0.00027506i,-0.00037297-0.00033252i,0.00047917+0.00063236i,0.0014929+0.0018703i,0.00048888+0.001314i,0.00039938+0.00073093i,0.001071-0.00012017i,0.0014374-0.00043266i,0.0010912-0.00043194i,-4.0656e-06-0.0010459i,-0.00083437-0.0009163i,-0.001063-0.00028131i,-0.0011588-0.00053958i,-0.00098255-0.00050958i,-0.00071374-0.00095691i,-0.00057431-0.0017726i,0.00013633-0.0014653i,0.00064461-0.0012451i,0.00074252-0.00045159i,0.00023292+0.00053949i,-0.00032327+0.00085952i
0.00013329+0.0022882i,0.0011591+0.0018799i,0.0026548+0.0019534i,0.0030427+0.0012483i,0.0020565+0.00062346i,0.00019159+0.00062391i,-0.00084701+0.00072048i,-0.00013591+0.00049331i,0.0013792+0.00023803i,0.0015475+0.00012744i,0.0011938+0.00037707i,0.00032733-3.7112e-05i,-0.00065751-0.00058291i,-0.0014265-2.5377e-05i,-0.0017694+8.2587e-05i,-0.00099418+0.00031129i,-0.0011396+0.00076895i,-0.00079805+0.00033418i,-0.00026172-0.00037397i,-0.00030894-8.2855e-05i,0.00016729-0.00044871i,4.1841e-05-0.00027036i,0.00039416+0.00063221i
-0.00070758-0.00079311i,-1.9208e-05-0.001123i,-0.00057525-0.0015912i,-0.0017182-0.0012122i,-0.0013419-0.0010307i,0.0005201-0.0008609i,0.00060851+1.4864e-05i,4.4947e-05+0.00044498i,0.00021476+0.00070486i,0.00034354+0.0007149i,-0.00026731+0.00056742i,-0.00060073+0.00038565i,-0.00067113-0.00054435i,-0.00054355-0.00076991i,0.00021545-0.00015496i,-0.00060841-0.00014397i,-0.0012912-0.00056508i,-0.00066758-0.00057776i,-0.00022454-0.00027713i,4.9121e-05+6.1517e-05i,-4.9306e-05+0.00070551i,-0.00040804+0.00057958i,-6.4903e-05+0.00022714i
-0.00081197-0.0017612i,-0.00027971-0.0012232i,0.00033277-0.0014467i,-0.00012045-0.00051411i,0.00033352+0.001094i,0.0013772+0.0014589i,0.0011559+0.0010511i,0.00056247+0.00073877i,0.00054454+0.00062405i,0.00086263+0.00041083i,0.00098771+0.00026422i,0.00070157+0.00038131i,0.0001185+0.00042569i,-0.00015122-0.00027787i,0.00030048-0.00096343i,0.00034752-0.00046791i,0.0004428-0.0004629i,0.00086138-0.00069623i,0.00042005-0.00076411i,-0.00044767-0.0010309i,-0.00048226-0.0016563i,2.0948e-05-0.0011488i,0.00013052-0.00023906i
0.00010276-0.00064105i,0.0002834-0.00025842i,0.00023194+2.9335e-06i,0.00014401-0.00016162i,0.00086161-0.00029014i,0.0010018+0.00051187i,0.0004138+0.00091702i,0.00036905+0.00078089i,0.00099874+0.0014532i,0.0014706+0.0018986i,0.0011804+0.00064822i,0.00065094-0.00024759i,0.00036856-0.00041191i,0.00018449-0.00022559i,6.6041e-05+0.00026145i,-0.0003761+0.000339i,-0.00044031-0.0001054i,-0.00049901-0.0011461i,-0.00058401-0.0011056i,-0.00044078-0.00014834i,1.3003e-05+6.8818e-05i,-0.00032591+9.4328e-05i,-0.0011032-0.00028597i
-0.0035857-0.001371i,-0.0034715-0.0022946i,-0.0029115-0.00040344i,-0.0013575+0.0022075i,0.00075658+0.0014123i,0.0026297-3.7034e-05i,0.002127+9.5514e-05i,0.0012156+0.00035039i,0.001496+0.0010051i,0.001847+0.0014488i,0.0017226+0.0011937i,0.0006609+0.00054368i,-0.00057204-0.00031632i,-0.00025854-0.0016151i,-0.00016641-0.0020129i,-0.00048754-0.00072996i,-0.00018007-0.00018978i,-0.00024162-0.00034807i,-0.00028225-7.479e-05i,-0.00030735+0.00022555i,-0.00075579+0.00016813i,-0.00074906+0.00040261i,-0.00033165+0.00090108i
-0.0010349-0.00077973i,-0.00053732-0.00097842i,-0.00061117-0.00094713i,-0.00024196-0.00020229i,0.00067396+0.00082293i,0.001488+0.0011626i,0.0022141+0.00038077i,0.0021577-1.5118e-06i,0.0010539+2.2948e-05i,0.00098757-0.00011049i,0.0010858+0.00018082i,0.00081562+0.00016252i,0.00029468-0.00066288i,-8.0499e-05-0.0012477i,0.00012548-0.00094208i,-5.3016e-05-0.00015951i,-0.00073152-0.00013867i,-0.00063154-0.00030298i,0.00051505+6.0752e-05i,0.00082192-0.00037652i,0.00015839-0.00063808i,-0.00037531+0.00012396i,-0.00052188+0.00033295i
0.00047153+0.00093369i,8.7514e-06-0.00039858i,0.00098137+0.00013848i,0.00054671+0.00088221i,6.6616e-05+0.001169i,0.00064525+0.0011377i,-1.5377e-05+0.00048702i,-0.00037144-0.00012367i,-0.00016058-0.0001837i,0.00023629-5.5596e-05i,0.0009312+0.00020828i,0.00052026-0.00024059i,-0.00040346-0.00080057i,-0.00094879-0.00089688i,-0.00067865-0.00042626i,-0.00014307-0.00066368i,-8.5987e-05-0.0012433i,-0.00023723-0.0015912i,-8.641e-05-0.0015072i,0.00050647-0.00071881i,0.00036219-5.134e-05i,0.00010354+0.00027251i,6.4736e-05+0.00026655i
