-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
0.0012051-0.0016157i,0.00094378-0.00016489i,-0.00016399-0.00014612i,-0.0020826+2.4286e-05i,-0.0031492+0.0002564i,-0.0017417-6.9856e-05i,-0.0009934-0.00029246i,-0.001257-0.00023738i,-0.00031337+0.00035325i,-0.00018222+0.000695i,-0.0011516+0.00021846i,-0.00069506-0.00037275i,8.2697e-05-0.00076211i,-0.0006827-0.001108i,-0.0005552-0.0015044i,0.00025335-0.00084314i,-0.00026731-0.00043959i,-0.0010107-0.00099182i,-0.00057099-0.00066998i,9.1624e-06-0.00032335i,0.00013723-7.4976e-05i,0.00065685+0.00084894i,0.00081001+0.00097277i
-0.00061746-7.1681e-05i,0.00016028-0.0002232i,0.00074835-0.0016704i,0.0017998-0.002825i,0.0020152-0.0025453i,0.001013-0.001538i,0.00052441-0.0014823i,0.0004488-0.0011131i,-0.000515-0.00060921i,-0.0012187+8.989e-06i,-0.0011581+0.00048658i,-0.00094321-0.00023483i,-0.00034003-0.00072161i,-0.0002269-0.00031343i,-0.00078617-0.00038266i,-0.00094538-0.00064668i,-0.00073346-0.00054282i,-0.00079095-0.00052281i,-0.00075389-0.00066982i,-0.00030665+3.6769e-06i,-0.00016701+7.6609e-05i,-0.00033248+1.147e-05i,-0.00099235-0.0003734i
0.00021383-0.0016924i,-0.00069994-0.0015042i,-0.0017262-0.0013678i,-0.002384+0.00041174i,-0.0022905+0.0020947i,-0.00028677+0.0026522i,0.00096173+0.0010264i,-0.00096261-0.00017427i,-0.0026484+0.00026252i,-0.0025421-0.00017329i,-0.0010285+1.9994e-05i,-0.0004155+0.00083788i,-0.0011502+9.4065e-05i,-0.00054698-0.00084223i,-0.00011239-0.00071869i,-0.00042634-0.00056017i,5.9401e-05-0.00039232i,0.00094033+0.00023613i,0.0013233-3.5057e-05i,0.0013914-0.00072286i,0.00088336-0.00070856i,0.00096221-0.00020527i,0.00095128+0.00088611i
-0.0030122-0.00010847i,-0.0035768-1.8841e-05i,-0.0029474+0.0010782i,-0.0019884+0.0017168i,-0.0014658+0.0017552i,-0.00032372+0.0013086i,0.00062701-0.00030908i,0.00024208-0.0010277i,-0.0011758-6.7014e-06i,-0.0012421+0.00075081i,-0.00054595+0.00010953i,-0.00019316-0.00040606i,-2.5818e-05-0.00033579i,-0.00011674+1.5774e-05i,-0.00037568+0.00078588i,-0.00059249+0.00079832i,-0.00028188+0.00055071i,0.00033546+0.00086916i,8.8874e-05+0.00079735i,-0.00011763+0.00080297i,6.9491e-05+0.0008044i,-0.00024127+0.00049641i,-9.0371e-05+0.0010812i
-0.00040684-0.0010998i,0.00073202-0.0015555i,-8.3632e-05-0.0017209i,-0.00040642-0.0013709i,0.00036901-0.00085604i,0.00080197-0.00038654i,0.0012001-2.1281e-05i,0.00035424-0.00056046i,-0.00052027-0.0014429i,-0.00084491-0.0013425i,-0.00065744-0.00078581i,-0.00018828-0.00087049i,1.7156e-07-0.0011606i,0.00018767-0.0005691i,2.487e-05-7.5307e-05i,-0.0004903-0.00065783i,-0.00051589+8.8229e-05i,-0.00033004+0.00094379i,-1.7882e-05+0.0013302i,0.00081823+0.0016243i,0.00042075+0.00138i,0.0004279+0.00090088i,0.00044188+0.00023458i
0.00032456+0.0042233i,0.00029009+0.0040717i,4.4361e-05+0.0043094i,0.00061301+0.0032362i,0.0012252+0.0011555i,0.00092175+7.9069e-05i,0.00068358+0.00076169i,-1.9893e-05+0.00041293i,-0.0010658+0.00015124i,-0.001066+0.0002515i,-0.00014451-2.7884e-05i,0.00075247-0.0003531i,0.0007302-0.00061029i,0.00059498-0.00013559i,0.0006186-0.00022403i,0.00028228-0.00090226i,-2.1122e-05-0.00051707i,-0.00013707-0.00022093i,-0.00028037+6.615e-05i,-0.00028763+0.00084625i,-7.4175e-05+0.00084796i,0.00028238+0.00069681i,-3.7882e-05+0.0009822i
0.00044141+0.00070166i,0.00066974+0.00039979i,0.001307-2.8344e-05i,0.0014916-0.00010533i,0.00034426-0.00059261i,-0.00013526-0.0011705i,0.00017251-0.0006121i,-0.00020421-0.00046297i,-0.001318-0.00025038i,-0.0009769-0.0008455i,0.00033015-0.00085435i,0.00076573-0.00048081i,0.00083418-0.00043828i,0.00066249+0.00019802i,-0.00017141+0.00024447i,-0.0003565-0.00033874i,0.00056821-0.00058732i,0.00071456-0.00019866i,-8.1718e-05-0.00049337i,-0.00078526-0.00092531i,-0.00047851-0.00052458i,0.00011678+9.3091e-05i,0.00075705+0.00020048i
0.00076936-0.00034759i,0.00045105-0.00045597i,-0.00076046-0.0002051i,-0.0019339-0.00025448i,-0.0023654+4.9196e-05i,-0.0016554+7.6979e-05i,-0.00036662-0.00022226i,-0.00024973-0.001123i,-0.0014834-0.00052737i,-0.0018046+0.00040122i,-0.00034518+0.00016405i,0.00078358-0.00033662i,0.0010566-0.00023888i,0.00085451-0.00013598i,0.00021237-0.00045559i,-0.0004175-0.00029621i,-0.00055377-0.00041616i,-0.00025729+0.00020646i,5.3477e-05+0.00024735i,0.00036726-0.00061751i,0.0003816-0.00074269i,0.00032185-0.00081062i,6.9414e-05-0.0004994i
-0.00072713-0.003061i,-0.0007397-0.0032262i,-0.0012348-0.0027475i,-0.00066094-0.0010321i,-0.00068064-0.00025929i,-0.00026062+0.00051081i,0.00088012+0.00072926i,0.00023196+0.00023968i,-0.0010314+0.00024129i,-0.0012541+0.00098805i,-0.0009394+0.00080249i,-0.0010929+0.00024084i,-0.00065955+0.00070125i,-6.8122e-05+0.00071488i,-0.00013421+0.00080823i,0.0006721+0.001011i,0.00088789+0.00086153i,0.00046236-0.0001649i,0.00022085-0.00076232i,0.00014843-0.000408i,-7.8331e-06+0.00030822i,9.5855e-05+0.00080436i,5.4718e-05+0.0006591i
0.00076117-1.6284e-05i,0.00010743-0.00018698i,0.00010956-9.3728e-05i,0.00099175-0.00083471i,0.001221-0.00078066i,0.0010355+0.00016447i,0.00047171+0.00016978i,-0.00075505+0.0002184i,-0.00092476+0.00021572i,-0.00087111-0.00029139i,-0.00074671-0.00035318i,2.4679e-05-0.00052855i,0.00020018-0.0010284i,0.00064572+0.00015782i,0.0014169+0.0013075i,0.001111+0.00064566i,0.00057101-0.00039499i,0.00052731-0.0008418i,0.00064766-0.00066504i,0.00031832-0.00011501i,0.0001512+0.0003358i,0.0002324+0.00027749i,0.00043206+0.00023127i
0.0010541-0.0004341i,0.0013579-0.0010424i,0.0014461-0.00085821i,0.00036539-0.00077148i,-0.0007262-7.5679e-06i,-0.00036896+0.0012975i,0.00012955+0.00084863i,-0.00036271-0.00014538i,-0.0010601+0.00041318i,-0.0013204+0.001147i,-0.0010357+0.00054211i,-0.00042245-0.00055566i,1.0623e-05-0.0012693i,-0.00044503-0.0012674i,-0.00094524-0.00078014i,-0.0005249-7.7648e-05i,7.431e-05+0.00029794i,-0.00033884+0.00018065i,-0.00066904+9.875e-05i,-0.00035149+0.00075934i,-0.00030287+0.0005577i,-0.00028944-7.6882e-05i,0.00010244-0.00057216i
0.00031742+0.0021591i,0.00080498+0.0017214i,0.00068517+0.0010097i,0.00026621-0.00048009i,0.0002486-0.0016614i,-2.756e-06-0.0010986i,-0.00063331-0.00090762i,-0.0013713-0.0014794i,-0.0019122-0.0013255i,-0.00081415-0.00039913i,-0.00050326+1.3201e-05i,-0.00066212-0.00032211i,0.00037993-0.0002885i,-0.00025909+0.00031821i,-0.00080829-9.5472e-06i,0.00042902-0.00045713i,0.00053123-0.00024948i,-0.00091996+0.00037878i,-0.0015965+0.00012515i,-0.0010587+0.00027205i,8.0573e-05+0.0008082i,0.00042799+0.00029625i,0.00036564-0.00044526i
-0.0020196-0.00089269i,-0.0027182-0.0011659i,-0.0029597-0.00025197i,-0.0020113+0.00084782i,-0.00027443+0.00026347i,0.00093223-0.00059414i,7.8482e-05-0.00071277i,-0.0015116-0.00087225i,-0.0019766-0.00023977i,-0.00075315+0.00088731i,0.00014293+0.0017933i,-0.00012414+0.0015138i,1.1717e-05+3.1409e-05i,0.00019957-0.00039179i,-0.00010561+0.0004408i,-0.0007119+0.00047309i,-0.00066401+0.00021973i,-0.00041986+0.00043956i,-0.00061509+0.00054979i,-0.00099787+0.00010004i,-0.00042994+0.00025142i,0.0002119+0.00038175i,0.00036628+0.00020047i
0.0018868+0.0012065i,0.0022583+0.0014517i,0.0027+0.0015248i,0.002114+0.000366i,0.00086703-0.0013185i,0.00056933-0.0022181i,0.0005562-0.0018153i,0.00022277-0.0015146i,-0.00025352-0.001118i,-0.00069228+0.00010096i,-3.1595e-05+0.00076658i,0.0010864+0.00019156i,0.00099972-0.00044312i,0.0003077-0.00094872i,0.00044575-0.00056964i,0.0014159-0.00018709i,0.001563-1.5286e-05i,0.00072997+7.8054e-05i,-3.3548e-05-8.9254e-06i,0.00020407+0.00011878i,0.00058475+0.00067988i,0.00015011+0.0005625i,-0.0001742-0.00021087i
0.0014283-0.00045679i,0.0014269-0.00095958i,0.00054992-0.0022093i,-0.0012802-0.001684i,-0.0026119-0.00017503i,-0.0020005+0.00083341i,-2.7373e-05-0.00023805i,9.5772e-05-0.001176i,-0.0014425-0.00040765i,-0.001685-7.9993e-05i,-0.00086597+0.00022657i,-0.0004014-5.7124e-05i,0.00023308-0.00046639i,0.00012741-0.00010399i,-0.00061274+8.1953e-05i,-0.00098807-9.4807e-05i,-0.0011447-0.00044561i,-0.001054-0.0010521i,-0.00042767-0.00066965i,-0.00057962-0.00012859i,-0.00089609+0.00013672i,-0.001003+0.0002789i,-0.00030184+0.00015417i
0.00015157-0.0010646i,-0.00071881-0.0012117i,-0.0011124-0.001099i,-0.00034176-0.00087212i,-0.00032048-0.00069275i,-0.00031008+0.00044342i,-0.00031126+0.00051029i,-0.00075015-0.0012513i,-0.0012957-0.0015644i,-0.001178-8.6046e-05i,-0.00047043+0.00053349i,-6.0316e-05+0.00068106i,2.6727e-05+0.00090804i,7.952e-06+0.00062829i,0.00032235+0.00073261i,0.00096089+0.0003482i,0.00081005-3.3504e-05i,0.00065027+0.00021298i,-3.1426e-06-4.3103e-05i,-0.0005487-5.0672e-05i,-0.00041305+0.00024838i,-6.1423e-05+4.864e-05i,8.4948e-05-0.00022024i
0.000338-0.0015312i,0.00062283-0.0018619i,-0.00048453-0.0024298i,-0.00043789-0.0022121i,0.00016683-0.0015062i,0.0003408-0.0013772i,0.00045828-0.0017925i,0.00024326-0.001573i,-0.00019252-0.00092996i,-0.00040567-8.6504e-05i,-0.00038392+0.00061612i,-0.00094334+0.00048749i,-0.00073629-2.2687e-05i,0.00023814-0.00094305i,0.00025262-0.0011113i,-0.00012439-0.00063062i,0.00019144-0.00034844i,-8.3572e-05-0.00059651i,-0.00045501-0.00043539i,0.00042372-0.00024264i,0.0013288-0.0003209i,0.0011292+2.1119e-05i,0.00027214+0.00030107i
-0.0015838-0.00012781i,-0.0006571-0.00049745i,-0.001061-0.0012327i,-0.0015379-0.00034893i,-0.0016017+0.00096778i,4.5759e-05+0.00089764i,0.00085239+3.8159e-05i,-0.00049871-0.00060784i,-0.0014205-0.00023502i,-0.0015553+6.8924e-05i,-0.0010887+0.00012672i,-0.00077999+0.00012634i,-0.00065428-0.00037752i,-0.00095371-0.00024105i,-0.00042542+9.3474e-05i,-5.8537e-05-0.00035912i,-0.0009827-0.0007046i,-0.00077825-0.0010608i,0.00062629-0.0010641i,0.0012667-0.00052522i,0.00089064-0.00019749i,-0.00024775+0.00035391i,-0.00059677+0.00075694i
0.0020478+0.00081109i,0.0029138+0.00073788i,0.0020404+0.00041637i,0.0011439-0.0003092i,0.00071641-0.00072981i,-9.9812e-05-0.00076522i,-0.00030028-0.0010671i,-6.2445e-06-0.00079995i,-0.0011303-0.00047959i,-0.0017105+7.3932e-05i,-0.0013532+0.00024855i,-0.00098977-0.00022912i,-0.00050115-0.00028751i,-0.00055441+2.9196e-05i,-0.00039843-0.0001217i,5.0361e-05-0.00034009i,0.00027144-0.00051669i,-0.00052712-0.00013055i,-0.00085847+0.00050774i,0.00050593+0.0007004i,0.00046591+0.00072489i,0.00031225+0.00057923i,0.00051014+0.00048948i
0.0019505+0.00046528i,-9.6799e-05-0.00051604i,0.00035286-0.00029776i,0.00028885+0.00062115i,-3.7617e-05+0.00072647i,-0.00020237+0.00013297i,-0.00096471-0.00053994i,-0.0012232-0.0007547i,-0.0010243-0.00056376i,-0.00062177-0.00054715i,-0.00013093-0.00054786i,-0.00028374-0.00090123i,-0.00031151-0.00079557i,-0.00013787-0.0004862i,-0.00066934+2.5823e-05i,-0.00045459-0.00018995i,-0.00014465-0.0003024i,-0.00032137+0.00093831i,-0.00049168+0.0011821i,-0.00085802+0.0011968i,-0.00035096+0.00093717i,-0.00013527+0.00025811i,0.00019906-0.00020793i
-0.00054663+0.00091655i,-4.6338e-05-0.00028464i,0.00068074-0.001672i,4.4023e-06-0.0019341i,-0.0003018-0.0018297i,0.00067746-0.00069593i,0.00060795-0.0011011i,-0.00049593-0.0015182i,-0.0016819-0.00049207i,-0.0016175-0.00036616i,-0.00072904-0.00049429i,-0.00025379-0.00074091i,-0.00019091-0.00063506i,-0.00036327+0.00015463i,-0.00051194+7.1375e-05i,-0.0005478+5.2298e-05i,-0.00023881+0.00025695i,0.00020837-0.00041296i,1.4843e-05-0.00038869i,0.00066333-0.00037358i,0.00069876-0.00014413i,0.00049026+6.3071e-05i,0.0012423-0.00050947i
0.00042043-0.00084496i,0.0011933-0.001398i,0.0020217-0.0015786i,0.0016769-0.0015134i,0.00095581-0.0017147i,0.00032552-0.0008712i,0.0003047-0.00068282i,-0.00034389-0.0010439i,-0.0014873-0.0007062i,-0.0015569+0.00035316i,-0.00061873+0.00031511i,0.00028817+0.00015692i,0.0007864-0.00031481i,-2.9599e-05-0.0010883i,-0.00063726-0.00056982i,-0.00018336-0.00029072i,0.00067515-0.00024294i,0.0012638+8.256e-05i,0.00074834-0.0001616i,0.00062636+1.7587e-05i,0.00097248+5.5365e-05i,0.0010592+0.00028656i,0.0012327+0.0004368i
-0.0014868-3.8143e-05i,-0.0019454-0.0013655i,-0.0014632+0.00017809i,-0.0023527+0.0012872i,-0.0027311+0.0016801i,-0.0013867+0.00077963i,-0.00042732-0.0011618i,-0.0010551-0.0013685i,-0.0013718+0.00016279i,-0.00062272+0.0008309i,-0.00069746+0.00049364i,-0.000594+0.00075112i,-0.00023572+0.00024401i,-0.00051495+8.1155e-05i,-0.000826+0.00070329i,-0.0003454+0.00077978i,0.00078881-0.00015477i,0.0012494-0.0009066i,0.00035366-0.00050342i,-0.00024406+0.00038157i,0.00021248+0.00083959i,9.6181e-05+0.00012059i,3.9147e-05+0.00015257i
0.00071792-0.0012327i,-0.00010768-0.00068601i,-0.00037837-0.0014039i,0.00064852-0.0015646i,0.0015202-0.00045028i,0.0015545+0.0011398i,0.00050768+0.00047183i,-0.00045663-0.0009011i,-0.0011383-0.00084653i,-0.0014155-0.0005148i,-0.0014669-5.9758e-05i,-0.00066629-8.5306e-05i,0.00025131-0.00029901i,-0.00060742+1.6605e-05i,-0.0013852+0.0006144i,-0.00074463+0.00022719i,-2.5922e-05-0.00081663i,0.00023385-0.00058209i,-0.00015275-0.00011958i,-0.00046561+0.00030766i,-4.6315e-05+0.00080235i,0.00053971+0.00063585i,0.00039049-0.00022863i
0.0023397+4.0919e-05i,0.0011804-0.00013125i,0.0001501+7.0831e-05i,-0.0011773+5.6455e-05i,-0.0019004+0.00012647i,-0.0013158+0.0001629i,-5.9753e-05-0.00038843i,-3.5086e-05-0.00033436i,-0.0010476-0.00044525i,-0.0010661-0.00063544i,-0.0003718-0.00016901i,0.0003256+0.00052958i,0.00083753+0.00056885i,0.00063375-7.0114e-05i,2.5189e-05-0.00036559i,-0.00051146-0.00022219i,-0.00056233+1.6309e-05i,-0.00089783+1.942e-05i,-0.0017189+0.00036334i,-0.0015223+0.00037203i,-0.00084916+0.00022663i,0.00010998+0.00040829i,0.0012014+2.7863e-05i
-0.00051937+0.00056277i,4.3313e-05+0.00047039i,-0.00090783+0.00025681i,-0.0011959-0.00025411i,-0.00043343-0.00082352i,0.00073969-0.00065507i,0.00080862-0.0010842i,-0.00030859-0.0014264i,-0.0011077-0.00062979i,-0.00098509+0.00023846i,-6.7806e-06+0.00058195i,0.00067595+0.00061711i,0.00018444+0.00088529i,-0.00052247+0.00059755i,0.00049069-9.1163e-05i,0.00084989-0.00026654i,0.00030013+1.8261e-05i,0.00044382+0.00093908i,0.00068307+0.0018751i,0.00037867+0.0016784i,-0.00034154+0.00076714i,-0.00014827+0.0007051i,0.00028347+0.00068904i
0.0018187+7.8043e-05i,0.0010582-0.0006519i,0.0009554-0.0012209i,0.00059318-0.0012593i,-0.00031983-0.0018192i,-0.00040104-0.0017031i,0.00035869-0.001166i,-0.00021461-0.00085496i,-0.001359-0.00019908i,-0.00084665+0.00027834i,9.7218e-05+0.00036653i,-0.00040533+0.00025433i,-0.0010024-0.00041688i,-0.00037343-0.00056711i,0.00010173-0.00018841i,-0.00037864-0.00067765i,-0.0002917-0.00070745i,-8.8343e-05-3.6371e-06i,2.3506e-05+0.00054584i,-0.00013541+0.00087548i,-0.0001807+0.00069867i,0.00034821-9.3107e-05i,0.00076327-0.00040573i
0.00063224+0.0008843i,0.0004126+0.0014868i,-0.00042928+0.00083736i,-0.00074752-0.00042771i,-0.0010318-0.00050829i,-0.0011842+0.00025407i,-0.0012748+0.00055476i,-0.0013588+0.0003653i,-0.0016167+0.0005834i,-0.001186+0.0012126i,0.00035736+0.00094579i,0.00071075-0.00038244i,0.00046351-0.00064945i,0.00065137-0.00011421i,0.00088229-0.00026389i,0.00082785-2.6963e-05i,-0.0001048-0.000334i,-0.00042682-0.00058559i,-0.00068123+0.00014773i,-0.00069963-0.00047913i,0.00030552-0.00090242i,0.00087527-0.00017124i,0.00079493-0.00029075i
0.0015599+0.0018958i,0.0020997+0.00097575i,0.0020861+7.8133e-05i,0.00093434-0.0010076i,0.00069768-0.0022958i,0.00093888-0.0023181i,0.00017342-0.0016421i,-0.001107-0.001591i,-0.00183-0.00074535i,-0.0016021-9.7062e-05i,-0.00029661+0.00044286i,-0.00019317-6.8207e-05i,-0.00056184-0.0011352i,-0.00063842-0.0012193i,-8.2888e-05-0.0012804i,0.00082839-0.0005719i,0.000523-9.8693e-06i,-0.00015533+0.0003323i,-0.00044244+0.00062399i,-0.00027621-0.00010581i,5.0596e-05-0.00029425i,2.019e-05-9.3563e-05i,0.00048601-0.00064275i
0.0013155-0.0014994i,0.001847-0.0013894i,0.0013394-0.0018312i,-0.0006711-0.0011199i,-0.001389-0.00034731i,-0.00043618+0.00083528i,0.0009476+0.00050856i,0.00041243-0.00034378i,-0.0011552-0.00073763i,-0.0014497-0.0006638i,-0.00066245+0.00033835i,6.0975e-05+0.00020538i,0.00056356-0.00039885i,0.00050946-0.00048512i,-8.608e-05-5.2131e-05i,0.00014774+0.00010379i,-0.00034992-0.00034798i,-0.0010644-0.00010697i,-0.00020583+0.00025907i,-0.00019949+0.00085385i,-0.00066787+0.0012554i,0.00026378+2.1889e-05i,0.00095005-0.0010937i
0.001318-0.0012519i,0.0012402-0.00043315i,0.0017182-0.00037807i,0.00058148-0.00048383i,-0.0004421-0.00056496i,-0.00012525-0.00078157i,0.00046-0.00082235i,0.0006368-0.0012596i,8.5827e-05-0.00098345i,-0.00035608-1.8129e-05i,-0.00011028+0.0003586i,0.00027479+0.0001444i,4.4591e-05-0.00041796i,-0.00014823-0.00062808i,-0.00047634-0.0003881i,-0.00027761+0.00042313i,0.000322+0.0013113i,0.00014123+0.00097561i,-5.9177e-05+0.00015305i,-0.00031671+1.6518e-05i,-0.00022905+0.00046203i,0.00065561+0.00090677i,0.00051315+0.00037015i
0.0018537+0.00076453i,0.0019124-0.00010231i,0.0025327-0.0012673i,0.0021409-0.0028641i,0.0016254-0.0034069i,0.00091403-0.0019556i,0.00034259-0.0013752i,0.00016614-0.0017742i,-0.00055478-0.00062085i,-0.0010097+0.00033262i,-0.00044769+0.0011204i,0.00011808+0.00082621i,-0.00014003-0.00093177i,-0.00036993-0.0013579i,-0.00037966-2.9053e-05i,-0.00029394+0.00046571i,-0.0003621-6.6219e-06i,-0.00060229+0.00010196i,-0.00058462+0.00081421i,-0.0010051+0.00063898i,-0.0008702+5.5255e-05i,-0.00016276+0.00042245i,-0.0002374+0.0007434i
-0.00025197-0.00077186i,-0.00020396-0.0013915i,-0.0010187-0.00085704i,-0.0014478+0.00017951i,-0.00059675+0.00077344i,0.0001588+0.00040817i,0.00010018+0.00043707i,-0.00073457+7.7631e-05i,-0.00093676-0.00064866i,-0.00042407-1.6024e-05i,0.00014508+0.00031393i,0.00097961+0.00040532i,0.0005423+0.00013845i,-0.00039927-0.00077768i,-0.00080424-0.0012357i,-0.00046641-0.0013406i,-2.5332e-06-0.00028943i,0.00044927+0.00039639i,0.00033279-0.00013045i,-0.00016671+0.00018458i,-0.00012064+0.00069704i,-0.00030776+4.4405e-05i,-0.00028982+0.0003305i
0.0038876-0.0014252i,0.0043698-0.0019323i,0.0037208-0.0028022i,0.0015035-0.0038004i,-0.00020769-0.0031051i,-0.00073948-0.00056744i,-0.00040206+0.0001434i,0.00018691-0.00047667i,-0.00063341-0.00025067i,-0.00069169-0.00045714i,-0.00021412-0.0011313i,1.1196e-06-0.0011555i,-0.00016457-0.00055798i,-0.00058755-0.00068773i,-0.00052396-0.0013058i,-0.00061833-0.00064059i,-0.00046349+0.0010964i,-3.9515e-05+0.001135i,-0.00088829+0.00029097i,-0.0014089+0.00027461i,-0.00031334-3.7267e-05i,0.00026999+0.00029038i,0.00060908+0.00033676i
0.00054013-0.00097364i,0.00050395-0.0013018i,0.0005643-0.0016067i,5.7505e-05-0.00097491i,-0.0010242-0.00094699i,-0.0010814-0.00033272i,0.00017134+8.5537e-05i,0.00056239-0.0012291i,0.00015375-0.0019615i,-0.00030202-0.00094851i,-0.00028258-0.00029242i,-2.9414e-05-0.00028228i,-0.00017108-0.00052387i,-0.00077117-0.00030298i,-0.00079596+0.00021673i,0.00020613+0.00061413i,0.00058151+0.0011209i,-8.2914e-05+0.00046778i,-0.00036067-0.00026522i,4.0922e-05+0.00016053i,0.00038918+2.0962e-06i,0.00022474-0.0002975i,-0.00011721-0.00021507i
-2.6205e-05-0.0010691i,0.00034435-0.00051973i,0.0010994-0.0012802i,0.00067266-0.0012061i,-0.00063711-0.00018274i,-0.0013392+0.0010641i,-0.00082976+0.00098603i,-0.00038841-0.00077187i,-0.0011119-0.00093539i,-0.001266-0.00028118i,-0.00095503-0.00064871i,-0.0013934-0.00022161i,-0.0014557+0.00023958i,-0.00067351+9.6781e-05i,-0.00036466-6.5421e-05i,-7.4486e-05-0.0006303i,0.0001546-0.00049269i,0.00043496-0.00024483i,0.0001854+9.5988e-05i,-9.0031e-05+0.0006521i,0.00045568+0.000632i,0.00073978-0.00055086i,0.00068109-0.001201i
-0.00089901-0.00058033i,-0.002697-0.00031851i,-0.0025121+0.00038116i,-0.0022051+0.00089677i,-0.001452+0.00069598i,-0.00071134+0.00010494i,-0.00056503-0.00045409i,-0.00053396-0.00011255i,-0.001116+0.00066356i,-0.0015716-0.00019964i,-0.0015243-0.00051287i,-0.0013853+0.00011462i,-0.00057884-0.00015813i,0.00028731-0.00069953i,0.0001529-0.00083784i,-0.0005524-0.00025247i,-0.00019012+0.00020953i,-7.0744e-06+0.00022781i,-0.00054999-0.00011733i,-0.00036378+0.00037916i,0.00042634+0.00039678i,0.00020496-0.00040564i,-0.00014509-0.00068716i
0.0015577+0.00088134i,0.00054143+0.0010938i,0.00064707+0.00031209i,0.00029616-0.00059263i,-0.0008898-0.0013086i,-0.0013419-0.0010043i,-0.00074066-0.00039828i,-0.00039044-0.00069319i,-0.0010383-0.00043661i,-0.0010368+0.00013658i,-0.00051597-0.00017154i,0.00038334-0.00045504i,0.00022895-0.00047847i,-0.0005244-0.00076752i,-0.0005599-0.00084523i,-0.00057512-2.3392e-06i,-0.00048825+0.00025373i,1.3008e-05-0.00014676i,-0.0004685-0.00054514i,-0.00089118-0.00025901i,-0.00013511+1.8404e-05i,0.00023372+0.00023991i,5.4288e-08+0.000228i
0.00033149+0.00082993i,0.00028705+5.1907e-05i,0.0019751+0.00052918i,0.0029503-0.00019134i,0.0021522-0.0015987i,0.00099317-0.0015312i,0.00063765-0.00042677i,0.00029539-0.00042i,-0.00035514-0.00084877i,-0.00042862-0.00012901i,4.7031e-05+0.00060281i,0.00029307-0.00035078i,0.00071239-0.0010174i,0.0008151-0.00083437i,0.00017238-0.00074431i,0.00029835-0.00063613i,0.00085308+0.00010142i,0.00075113+2.4433e-05i,0.00061303-0.00059288i,0.00076957-0.00030055i,0.00013978+5.0795e-05i,-0.00060205+0.00038391i,-0.00047351+0.00073372i
-0.0002995+0.00072135i,0.0007715+0.0007261i,-0.00022369+0.00096765i,-0.0018731+0.00051613i,-0.0019544+0.00012858i,-9.0135e-05+0.00056389i,0.00093828+0.00042964i,-0.00020794+0.00024878i,-0.00096538+0.00018684i,-0.0012059+0.00045395i,-0.0011799-9.4637e-05i,-0.00021392-0.0012597i,0.00044487-0.0004052i,0.00044557+0.00084266i,-0.0002392+0.0007222i,-0.00098886-0.00018135i,-0.00093665-0.00039531i,-0.00075633+0.0004193i,-0.00053803+0.00032904i,8.5458e-05-0.00043227i,0.00066612-0.00044146i,0.00066043-5.6252e-05i,0.00048526-0.00053107i
0.00062322-0.0026563i,0.00025436-0.0027786i,0.0002829-0.0028107i,2.1498e-05-0.0021953i,-0.00017286-0.0012304i,9.8567e-05-0.00035776i,0.00031853-0.00028742i,-0.00027934-0.00072011i,-0.001095-0.00066312i,-0.0016114-0.00055838i,-0.001125-0.00058802i,-0.0002793-0.00043081i,0.0001565-0.00066449i,0.00027016-0.0004854i,-0.00019663-0.00012134i,-0.00078059-0.0001659i,-0.00079766+0.00019339i,-0.00086115+4.0942e-05i,-0.00065491-0.00011896i,0.00028171-0.00032856i,0.00046202-0.00016764i,-0.00032918+9.0862e-05i,-0.00025331-0.00018619i
0.0022346-0.00082428i,0.0010109-0.0015838i,0.00054669-0.0016536i,-0.00069477+0.00022336i,-0.00094307+0.0018344i,-0.00079434+0.0013903i,-0.00072032+1.3458e-05i,-0.0010963-0.00094881i,-0.0015812-0.00080642i,-0.0017464+0.00040748i,-0.0013075+8.3794e-05i,-0.00024894-0.0002711i,-0.00029203-0.00030711i,0.00015609-0.0009823i,0.0010234-0.0011058i,0.00065603-0.00035817i,-0.00033977-0.00031692i,-0.00014267-0.00014128i,-0.00028964+6.8393e-05i,-6.6791e-05-0.00066027i,2.5207e-05-0.00053912i,-0.00037666+0.00039304i,0.00067794-0.00012442i
