-0.0040018+0.0010774i,-0.0026404+0.001396i,-0.0019436+0.0025561i,-0.0002607+0.003264i,0.00082683+0.0037689i,0.001993+0.0038359i,0.0021208+0.002567i,0.0012783+0.0011315i,0.00060698+0.0011057i,0.00060898+0.0015381i,0.0012071+0.0011364i,0.0018845-4.5635e-05i,0.001454-0.0015048i,-0.00012501-0.0025954i,-0.0014264-0.0023397i,-0.0017104-0.0017147i,-0.00070696-0.00080405i,0.00057352+0.0003904i,0.00084211+0.00094917i,0.00054546+0.00049942i,-0.00020648-0.00024982i,-0.00065016+0.00014089i,-0.00093466+0.00073943i
1.8326e-05+0.0014914i,-0.0014713+0.0012789i,-0.0017549+0.00084567i,-0.0013031+0.001004i,-0.00085504+0.0009437i,-0.0011247+0.0011489i,-0.00072096+0.0015261i,0.00069261+0.00088196i,0.001466+0.0005085i,0.001323+0.00022318i,0.0007912+1.2418e-05i,-0.00010899-3.4788e-05i,-0.00062278+6.4134e-05i,-0.00066389-0.00013987i,0.00011784+0.00013604i,0.00081021+0.00087065i,0.00083847+0.00072407i,0.00079984-0.00010788i,0.00026064-9.4842e-05i,-0.00077073-0.0003075i,-0.00059745-0.00010043i,0.00025194+0.00079173i,0.00013869+0.0012496i
0.0013044+0.0009534i,0.00090466-0.00066452i,0.0015789-0.0024429i,0.0023141-0.003249i,0.0023175-0.0023762i,0.0017083+0.00026734i,0.00091759+0.0015067i,0.00017114+0.0012145i,0.00018967+0.00046677i,0.00038823-0.00083684i,7.0995e-05-0.00078029i,-0.00032102-0.00042509i,0.00011224-0.00067676i,6.9366e-05-4.211e-05i,8.2389e-05+0.00044086i,0.00031228-6.7547e-06i,-3.6545e-05-0.00010339i,0.00040672-0.00052414i,0.00070025-0.00074166i,-3.9208e-06-8.7794e-05i,-0.00043184-0.0001795i,-0.00036686-6.2176e-05i,-0.00084182+0.00071314i
-0.0015592-0.0012224i,-0.0027239-0.00072758i,-0.002384-0.00054654i,-0.0018524-0.00014906i,-0.0019359-0.00023041i,-0.0012039-0.000214i,-0.00045452+0.00076734i,-0.00066912+0.00090428i,-0.00052499+0.00051373i,-0.00014023+0.0002403i,2.8311e-05-3.1761e-07i,-0.00015885-0.00020067i,-0.00021291+0.00011206i,-0.00046152+8.1903e-05i,-0.00043724-0.00022145i,0.00026651-0.00050563i,0.0011094-3.4678e-05i,0.00096548+0.00023015i,0.0003888+1.113e-05i,0.00029355-0.00024844i,6.7933e-05-0.00053265i,-0.00062088+0.00034419i,-0.00047072+0.00048891i
0.00043372-0.00029828i,-0.00049521+0.0002031i,-0.00078828+0.00046866i,-0.00019829+0.00088348i,-0.0004138+0.0013055i,-0.00040871+0.0017248i,0.001052+0.0012868i,0.0019144+0.00050305i,0.0012892-5.8959e-05i,-1.0146e-05+2.4559e-06i,-0.00045131-5.6918e-05i,-0.00021107+0.00034114i,-0.00024824+0.00084333i,-0.00031768+0.00095041i,-0.00061687+0.00051775i,-0.00090944-0.00079854i,-0.00015581-0.00047688i,0.00035015+0.00061471i,0.00015416+0.00025296i,2.1239e-05-0.00012727i,8.5384e-05+0.00030351i,-0.00052677+0.00074773i,-0.0014919+0.00057005i
0.00081662-0.00094648i,0.00035792-0.00043837i,0.00058877-0.00029899i,0.0011956-0.00029871i,0.00067829-0.00028763i,-0.00014283-0.00048193i,0.00029973+2.2365e-05i,0.00047035-9.8434e-06i,0.0003653-0.00052105i,0.00012251-0.0010069i,-0.00067118-0.0003661i,-0.0013671+0.00062513i,-0.0011326+0.00017925i,-0.00050334-0.00010821i,-0.00014867+0.00036404i,0.00037697+0.00097024i,0.00059261+0.00088499i,0.00064093+0.0005799i,0.0012037+0.00035927i,0.00045638+0.00018357i,-0.00085065+0.00036456i,-0.00039965+0.00050053i,0.00036098-0.00012702i
-1.1239e-07+0.00072329i,-0.00082706+0.0021008i,-0.00058209+0.001047i,0.00027179+0.00024713i,0.00024704-0.00021778i,-0.00029816-0.00064653i,-0.00019501-0.00061186i,0.00023569-0.00071471i,0.00068848-0.00060084i,0.00038309-0.00029906i,-0.00064785+0.00031507i,-0.0013376+0.00084145i,-0.0012238+0.00021938i,-0.00096835-0.00042486i,-0.00074482-0.00075211i,-0.00049402-0.00067988i,-0.00055255+0.00015147i,-0.00071641+0.00041367i,0.00046319+0.00064221i,0.0016114+0.00067649i,0.00094582+6.5932e-05i,-9.7005e-05+0.00019555i,-3.2852e-05+0.00050534i
-0.001007-0.0013394i,-0.0011983-0.0010248i,-0.0012639-0.00018597i,-0.00076073+0.00015545i,-0.00033402+0.00044035i,0.0007739+0.0013445i,0.002094+0.00089973i,0.0018389-0.00024256i,0.00040769-8.7928e-05i,-0.00068643+0.00068397i,-0.00099163+0.00093836i,-0.00062366+0.00083877i,-4.3067e-05+4.4908e-05i,0.0005657-0.00063009i,0.001456-0.0010483i,0.0017428-0.00088668i,0.0013764-0.00021315i,0.00043703+0.00032737i,-0.00075993+0.00033973i,-0.0007576+0.00014013i,-0.00037913-4.5886e-05i,-0.00041943+0.000149i,-0.00080632+0.0005915i
0.00029616-0.00062877i,-0.00047315-0.00024726i,-0.0012573+7.6782e-05i,-0.0014648+0.00073256i,-0.0012918+0.00092016i,-0.001106+0.00086096i,-0.00044244+0.0017567i,4.3894e-05+0.0016452i,-1.4591e-05+0.00027024i,0.00018999-0.00016192i,0.00021282+0.00019919i,-0.00016993+0.00033495i,0.00013534+0.00077906i,0.00043661+0.00092851i,-0.00015928+0.00057414i,-0.00023145+1.6422e-05i,0.00049548-0.00031262i,0.00090925-0.00011636i,0.0004901+0.00019529i,0.00018874+0.00073046i,0.00026174+0.00032103i,0.00024875-0.0011586i,0.00010523-0.0016597i
-0.0012398-9.7806e-05i,-0.001547-0.0014375i,-0.002158-0.0023277i,-0.0023127-0.001013i,-0.0013799+0.00075968i,-0.000602+0.0011848i,0.00035349+0.00028119i,0.0003235-0.00068852i,-3.5495e-05-0.00054652i,-0.00045053-0.0013584i,-0.0010132-0.0016983i,-0.00083807-0.0010813i,-0.00051421-0.00029058i,-0.00031914+0.00070393i,-0.00028023+0.0014607i,0.00055084+0.0010292i,0.00033105+0.00051259i,-0.00040735-0.00021561i,-0.00028775-0.00092175i,-0.00040367-0.0007575i,-0.00047697-0.00010775i,0.00016261+0.00095793i,0.00071581+0.0008145i
-0.00011367-0.0023105i,-0.0012303-0.001921i,-0.00056926-0.0018466i,-7.7745e-05-0.0020484i,-0.00017523-0.0015466i,0.0011795-0.00020817i,0.0032039+0.00015988i,0.002358-0.00090654i,0.00016769-0.0021478i,-0.0010271-0.0026804i,-0.0016573-0.0022266i,-0.00073642-0.00097202i,0.00020225-0.00040713i,0.00019055+0.00063116i,0.00055524+0.0015284i,0.0006393+0.0010507i,-0.00029049+0.00032481i,-0.0003427-0.00015145i,9.4155e-05-0.00030478i,0.00051671-0.00035323i,0.00055117-8.5419e-05i,3.413e-05-1.6032e-05i,-0.00018625-0.00033291i
-0.0011917+0.00071276i,-0.0020209+0.0013484i,-0.0027869+0.0037371i,-0.0033875+0.0039989i,-0.0020614+0.0026766i,-0.0011982+0.0020954i,-0.0017281+0.0024962i,-0.00131+0.0039959i,-0.00041218+0.0050142i,0.00087239+0.0035971i,0.0018254+0.0015395i,0.0011397+4.0443e-05i,0.00058133-0.00067489i,0.00026938-0.00089145i,-0.00033792-0.0011753i,-0.0011219-0.0012961i,-0.00067718-0.00051431i,-3.9652e-05+6.7037e-05i,2.4847e-05-0.00074477i,0.00013933-0.00073992i,0.00041752+0.00023475i,0.00033363+0.000404i,4.9256e-05+0.00051337i
-0.0009655-0.00021933i,-0.0014618-3.6358e-05i,-0.001321+0.00079088i,-0.00030347+0.0005935i,-0.00028561-4.5883e-05i,-6.4332e-05+0.00043527i,-0.00017677+0.0011361i,-0.00071786+0.0014567i,-0.00098613+0.0010057i,-0.00066901+0.00168i,-0.00062826+0.0025451i,-0.00079126+0.0017404i,-0.00057756+0.00044797i,0.00023153-0.00021026i,0.00070107-0.00016038i,0.00051348-0.0002114i,0.00029499-0.00047975i,-0.00010104-0.00024163i,-0.00018561+0.00023781i,-0.00031649+0.00032353i,5.2512e-05+0.001311i,-1.1898e-05+0.0016024i,-0.00076189+0.00037566i
0.00032666-9.785e-05i,-0.0010294-0.00013284i,-0.0010514+0.00068397i,-0.00051132+0.00058442i,-0.00023826+0.00056008i,-0.00026272+0.0010862i,-0.0002836+0.0015487i,-0.00047933+0.0019513i,-0.00015006+0.0012332i,0.0001029-4.3263e-05i,-0.00025865+0.00028135i,-0.00073853+0.00082143i,-0.0012055+0.00072362i,-0.0014517+9.852e-05i,-0.0011487-0.00042396i,-0.00067055-0.0004056i,-6.7319e-05+0.00023091i,0.0001012+0.00042806i,-0.00039645-0.00018731i,-0.00035303-0.00010386i,-1.3968e-05+0.00025583i,-3.6533e-05-0.00010909i,0.00011571-0.00091962i
-0.0011796-0.00052255i,-0.0022662-0.00016016i,-0.0025459+0.00064241i,-0.0019161+0.0011318i,-0.0017651+0.0014789i,-0.00067059+0.0018508i,0.00011264+0.0016934i,-0.00056754+0.0015238i,-0.00033562+0.0015357i,0.00049841+0.0015012i,0.00031727+0.00066908i,-0.00071141-1.7552e-05i,-0.00085604-0.00038748i,-0.00044607-0.00061248i,-0.00028571-0.00062649i,0.00048247-0.00061816i,0.0013905-0.00017252i,0.0011299+0.0001955i,8.123e-05+0.00036285i,-0.00022891+0.0007319i,-0.0010021+0.00048949i,-0.00077604+7.191e-05i,-0.00048204+0.00058241i
3.6211e-05+0.00030108i,3.2106e-05+0.00039322i,0.00082799+0.00061301i,0.0019713+0.0011525i,0.0020455+0.0017823i,0.0021429+0.0018352i,0.0022935+0.0014387i,0.0014765+0.0010821i,0.00013407+0.00099756i,-0.00069168+0.00096068i,-0.00097595+0.00058854i,-0.00029441+0.00020011i,0.00023395-0.00035086i,-1.0525e-05-3.6658e-05i,-0.00049609+7.84e-07i,-0.00026516+6.9589e-06i,4.0365e-05-0.00030659i,0.00015108-0.00049519i,0.00025154+0.00020068i,0.00016145+0.00083674i,-0.00020515+0.0012348i,-0.00030806+0.0018312i,-0.00011122+0.0012651i
-0.0016278-0.0015088i,-0.0019547-0.00096037i,-0.0021166-0.00084086i,-0.0023826-0.00076042i,-0.002294+0.00010301i,-0.0011792+0.0011588i,4.2903e-05+0.0016564i,0.00014911+0.0015838i,-0.00048346+0.0011901i,-0.00061796+0.00042474i,-0.00028695-0.00023055i,-0.00012984+4.3746e-05i,-1.9989e-05-4.7934e-05i,-7.0031e-05-0.00070025i,0.00033952-0.00068252i,0.00035025-0.00061643i,0.00026169-0.00052883i,-4.973e-05-0.00053199i,-0.00030365-0.00037464i,-0.00026256-0.00063433i,-0.0007056-0.00068125i,-0.00085735+0.00014419i,-0.00046905+0.00052804i
0.00048452+0.0010003i,0.00072007+0.0012662i,0.0010876+0.0015601i,0.0017007+0.0011366i,0.0010446+0.00078871i,-0.00021581+0.0012622i,-0.00039051+0.0017288i,-0.00055774+0.0015633i,-0.00088974+0.0010953i,-0.0011753+0.00056734i,-0.0013644-0.00019319i,-0.00038296-0.00025532i,-4.93e-05+0.00047919i,-0.00037489+0.00054824i,0.00025596+0.00055212i,0.00084534+0.0005108i,0.00059008+0.00094573i,0.00024234+0.0011063i,0.0007512+0.0010109i,0.00018778+0.0013345i,-0.00045187+0.0012427i,0.00032261+0.00084693i,0.00026295+0.000574i
0.00082736+0.00065221i,-0.00071673-0.00092856i,-0.00065029-0.0019475i,-0.00027119-0.0017134i,-0.00059266-0.0015755i,-0.00066697-0.0012183i,0.00024422+0.00029168i,0.0011247+0.00040324i,0.00099264-0.00045087i,0.00079-0.00026595i,0.00032347-2.4277e-05i,-0.0011698-0.00049492i,-0.0017737-0.0006877i,-0.00080827-9.0907e-06i,-0.00017884+0.00021367i,0.00021676-1.1144e-05i,-0.00036613+0.00039191i,-0.00069152+0.00081455i,-0.00011317+0.00054134i,-0.00036588+0.000147i,-0.00083578+0.00057947i,0.00020172+0.00078389i,0.00097607+0.00037764i
0.0013233+0.00096171i,0.0010349+0.0017673i,0.0024089+0.0022349i,0.002481+0.0017275i,0.0014157+0.00050507i,0.0011996+0.00047935i,0.00087084+0.0016786i,0.00029761+0.0018004i,0.00010446+0.0016175i,0.00037675+0.001376i,0.00082929+0.0011285i,-4.4472e-06+0.00065452i,-0.0011661-0.00017576i,-0.00097612-0.00020021i,-2.591e-05+0.00038484i,0.00029522+0.00053157i,0.00017819-0.00019817i,-0.00029629-0.00062819i,-0.00022458-0.00011769i,0.00060302+0.00018156i,0.00051706+0.00019158i,-0.00025243+0.00011921i,-0.00025236-4.0659e-05i
-0.002177-0.001439i,-0.0016896-0.00025265i,-0.002273+0.00060663i,-0.0021514+0.0013077i,-0.001644+0.0023854i,-0.0006868+0.0027945i,0.00035243+0.0018231i,-0.00031358+0.00058653i,-0.0014031+0.00045835i,-0.00083711+0.00060647i,0.00062881+0.00039025i,0.00093853-0.00029599i,0.0013995-0.00088948i,0.0013725-0.00070343i,0.00014302-0.00056923i,-0.00034664-0.00059874i,3.2767e-05+0.00027823i,0.00052648+0.00044894i,0.0012796-0.0010029i,0.0016089-0.0011551i,0.00068988+3.8816e-05i,-0.00079003+0.0010447i,-0.00087213+0.0010289i
-0.00065638+0.00051703i,-0.001073+0.0006513i,-0.0011837+0.0014233i,-0.00063691+0.00096684i,0.00069296+0.00086703i,0.00078539+0.00074192i,0.00077259+0.0013454i,0.001159+0.0020569i,0.00032646+0.001091i,-0.00038389+5.559e-05i,-0.00041029+0.00014864i,-0.00037791+0.00016249i,-0.00019372+0.00017405i,-0.00014908+0.0002941i,0.00020911+0.00025631i,0.00028681-0.0001592i,0.00029702-0.00057542i,4.2301e-05-0.00081039i,0.00033474-0.0010932i,0.00046001-0.0010021i,-0.00019431-0.00056669i,-0.00066053+0.00019781i,-0.00050821+0.00026054i
-0.00044225+0.0011745i,-0.00095365+0.00042996i,-0.0016201+0.00062893i,-0.0010122+0.0012068i,5.369e-05+0.0011002i,-0.00015854+0.00086261i,-0.00018199+0.0008407i,-0.00035973+0.00092653i,-0.00054338+0.0010394i,-0.0013535+0.00025327i,-0.0018326-0.0010044i,-0.0010597-0.0011792i,-0.00079209-0.00040128i,-0.000568+0.00046063i,-9.7048e-06+0.00089761i,-6.1549e-05+0.00026401i,0.00012432-0.00086897i,9.3122e-05-0.00061329i,-0.00038951-0.00050157i,-0.00061942-0.00057731i,-0.0011811+0.00019441i,-0.00098358+0.00056409i,0.00032661+0.000687i
-0.0010386+4.7473e-05i,-0.0018598+0.0005104i,-0.0026403+0.00032847i,-0.0013226+0.00026345i,-0.00060551+0.00044828i,-6.4899e-05+0.00070582i,0.0011659+0.00080942i,0.0012427+0.00084096i,0.00037309+0.0010206i,0.00031936+0.00067177i,0.00038953+0.001095i,-2.9148e-05+0.001568i,-2.6231e-05+0.0016008i,0.00045634+0.00099785i,0.0010858-0.00018777i,0.0015927-0.00027046i,0.0010859-8.3797e-05i,0.0002783+6.1685e-05i,-0.00047242+0.00049815i,-0.00047257+0.00062348i,-0.0002667+0.0007249i,-0.00047308+0.00050789i,-0.00015041+0.00055735i
-0.00054039-0.0013419i,-0.00074773-0.0014515i,0.00017934-0.0011956i,0.00080279+0.00016037i,0.00054944+0.0011611i,-0.00061021+0.0017137i,-0.00073916+0.0018615i,0.00024999+0.00091417i,0.0011841-0.00011817i,0.00022904+2.6753e-05i,-0.0010405+0.0008648i,-0.00070673+0.00095033i,8.0754e-06+0.00030573i,0.00063721-0.00028903i,0.00071254-0.0010403i,0.00055877-0.0011069i,4.5187e-05-0.00071983i,-0.00036901-0.00012507i,-0.00060014+0.00023323i,-0.00085102+2.9909e-05i,-0.00044807+0.00034576i,-0.00012665+0.00072046i,-0.00022229+0.00066633i
-0.0012476-0.0014561i,-0.0014133-0.00045297i,-0.00081211+1.3846e-05i,-0.00070267+0.00052128i,-0.0011777+0.00097538i,-0.00060748+0.0014676i,0.00064431+0.00090783i,0.00074861+0.00064915i,-0.00012711+0.0013826i,-0.00046288+0.0017403i,-7.0374e-05+0.0015276i,6.9069e-05+0.00049474i,0.00032606-0.0004051i,0.00061033-0.00058364i,0.0003943-0.00090127i,-0.00018902-0.00042497i,-0.00050459-1.4585e-05i,-0.00041454-0.00074273i,-0.00022302-0.0011806i,0.00025271-0.001175i,0.00049215-0.00060937i,0.00027155+0.00024671i,-0.00041589+0.00066085i
-0.0010783+0.00010962i,-0.0014995+0.00034825i,-0.00081095+0.0001836i,-0.00033727-0.00049151i,-0.00058658-0.00010615i,-0.00044408+0.001317i,0.00034837+0.0015422i,0.00062054+0.00032681i,4.3975e-06+0.00031566i,-0.00035799+0.0003888i,4.9388e-05-0.00018536i,-0.00052437-0.00047596i,-0.00067901-0.00023576i,-0.0001423-0.00029129i,-0.00041693-0.0005506i,-0.00099959-1.5434e-06i,-0.00056526+0.00086217i,0.00036147+0.0010337i,0.00088722+0.00040376i,0.00063087-0.00018745i,0.00068946+0.00014229i,0.00041487+0.0010836i,-0.00010244+0.00082554i
0.00097572+0.00011226i,-0.00040797+3.6053e-05i,-0.00030276+0.00032714i,0.00012567+0.00047738i,0.00032773+0.00068677i,4.811e-05+0.0013339i,-0.00054273+0.0023577i,0.00019346+0.0029077i,0.00035044+0.0014801i,-0.00011138+0.00029101i,-0.0007186+0.00015027i,-0.0011627-5.1298e-05i,-0.00056337+0.00065226i,-0.00076169+0.0012644i,-0.00084155+0.00060472i,-0.00045037-0.00054455i,-0.00060867+0.00049055i,-0.00027107+0.0013382i,2.3512e-05+0.00016738i,0.00011679-3.832e-05i,-0.0003149+0.00013598i,-0.00061871+6.1876e-05i,-0.00017857-0.00010036i
0.00045218+0.00083646i,-0.00023874+0.00090319i,0.00016134+0.0014792i,0.0018849+0.00056019i,0.0027517+0.00013347i,0.0022851+0.0004438i,0.0012203+0.00021227i,0.00043249+0.00083285i,0.00074663+0.0013975i,0.00063461+0.00074518i,0.00013652+9.9075e-06i,0.00031775-4.9049e-05i,-9.698e-05+0.00024848i,-0.0008522+0.00061197i,-0.0013245+0.00043949i,-0.00065614+9.4842e-05i,-1.027e-05-7.2566e-05i,0.00058293-5.0135e-05i,0.00080609+0.00039686i,0.00039712+0.00012683i,0.00051326+8.0126e-05i,0.00013412+0.00050418i,-0.00030934+0.00036542i
0.00060284-0.0017281i,0.00014088-0.0017483i,0.00013876-0.00075626i,-0.00069227+0.00018239i,-0.0018267-0.00035382i,-0.00097643+0.0003693i,0.00042427+0.0011893i,0.00010752+0.00031104i,-0.00036239-0.00070663i,-0.00033743-0.00075203i,-0.00066229-0.00071762i,-0.00078278+0.00013366i,-0.00057528+0.0014402i,-0.00032742+0.00082683i,0.00013885-0.00020028i,0.0010094-0.00067137i,0.00109-0.0007479i,0.00038368+0.00016701i,-0.00031292+0.00080207i,-0.00051245+0.00035918i,-0.00029078+0.00089624i,-8.402e-05+0.0011442i,4.5261e-05+0.000267i
-0.0001746-0.0015527i,-0.00077775-0.00016324i,-0.00076666+0.00037553i,-0.001881+0.0011142i,-0.0024633+0.0020596i,-0.001285+0.0025962i,-0.00072478+0.0020907i,-0.00027262+0.0013864i,-6.8491e-05+0.00034019i,-0.001306-0.00020693i,-0.0016323+0.00023569i,-0.00043105-4.1254e-05i,0.00039833-0.00078478i,0.00058614-0.00019962i,0.00052337+0.00021027i,0.0012055-0.00018392i,0.0010666-0.00051427i,0.00041246+6.8517e-05i,-0.00010065+2.1841e-05i,-1.0421e-05-0.00024571i,0.00054819-0.00013445i,6.5047e-05+8.9748e-05i,-0.00086455-0.00022696i
-0.0008103-0.00089169i,-0.0014221-0.0011913i,-0.00034193+2.4082e-06i,0.00073213+0.0003788i,-0.00026388+0.00083627i,-0.0011346+0.00095477i,-0.00063936+0.0001255i,-0.00023206-0.00035245i,-0.0009664+0.000276i,-0.00048789+0.0010557i,0.00024881+0.0016433i,-0.00022344+0.0010299i,-0.00036515-0.00029285i,0.00037294-0.00044414i,0.00047364+0.00016151i,0.00029891+0.00052533i,0.00044078+0.00019791i,0.00046658-0.00027523i,0.0002214-0.00023064i,-0.00020571-0.00027616i,-8.6029e-05-0.00042581i,0.0007634+0.00020582i,0.00088628+0.00031005i
-0.00094725-0.00069325i,-0.0020421+0.00047511i,-0.0021304+0.00084741i,-0.0022585+0.00093757i,-0.001932+0.0011114i,-0.00033284+0.0018656i,0.00045772+0.0024261i,6.7688e-05+0.0012473i,7.4267e-06+0.00077563i,-0.00036885+0.001063i,-0.00073746+0.0011474i,-0.00039768+0.00018426i,-0.00037981-0.00087634i,-0.00058276-0.00076653i,-0.00014673-0.00064457i,0.00021517-0.00063434i,0.00018173-0.00069162i,0.00050236-0.00073533i,7.4743e-05-0.00072068i,-0.00084274-0.00058135i,-0.0013294-7.8008e-05i,-0.00096606+0.0001126i,-0.00035727+0.0003226i
-0.00098744-0.00048863i,-0.0015283-0.00039899i,-0.0018417+0.00053016i,-0.0011649+0.00144i,0.00032694+0.0014858i,0.00092587+0.0011908i,0.0012305+0.00049815i,0.0011725+0.00070415i,0.00029505+0.0012147i,-0.00037494+0.00086128i,-0.00078513+0.0010563i,-0.0004327+0.00073442i,2.1146e-05-0.00028851i,-0.00042737-0.00063075i,-0.00037401-0.0013133i,9.4655e-05-0.0014948i,-3.6547e-05-0.0012128i,-0.00023699-0.0011968i,-0.00047683-0.00065563i,-0.00035912-0.00032656i,-0.00060514-0.00050579i,-0.00096239-0.00048326i,-0.00079666-5.6581e-05i
-0.00091711-0.0013597i,-0.0020016-0.00092753i,-0.003149-0.00075917i,-0.0027386+4.5651e-06i,-0.0018534+0.0013406i,-0.00056757+0.0027498i,0.00059454+0.0023007i,0.00015836+0.00061888i,-2.4638e-05+0.00046609i,-0.00010689+0.00037579i,-0.0007487-0.00011807i,-0.0014445-0.0010874i,-0.00070685-0.00095893i,0.00025596+0.00048241i,6.3978e-05+0.00083947i,-0.00034314+0.00035327i,6.4168e-05-0.00020543i,0.00078067-0.00023272i,0.00048181+9.5974e-05i,9.0507e-05+0.00019845i,-2.3379e-05+0.00036685i,-0.00084662+0.00059806i,-0.00090153+0.00012014i
0.00029611-0.0020013i,0.00097112-0.0019735i,0.0010622-0.0014842i,9.7849e-05-0.00085803i,-0.00067585-0.00027863i,-0.00057287+0.00080187i,0.00057072+0.0015977i,0.0016089+0.0013427i,0.00096974-1.1843e-05i,-0.0008496-0.00014349i,-0.0018174+0.0007282i,-0.0011425+0.0007785i,0.00013238+0.00048975i,0.00075017+0.00031327i,0.00068256+3.4088e-05i,0.00012019-0.00017408i,0.00019419-0.00070367i,0.0005211-0.0012689i,0.00014384-0.00021355i,-0.0003178+0.00072573i,-0.00036767+0.00058653i,-0.00085145+0.00052652i,-0.0012117+0.00080682i
-0.0011163-0.00057084i,-0.0011679-0.00018894i,-0.002399+0.00047816i,-0.0022379+0.0008543i,-0.0012073+0.0022867i,-0.00066323+0.0024537i,-0.00086143+0.0014815i,-0.00098873+0.0013898i,-0.00035677+0.00062538i,-5.2199e-05-6.4951e-05i,-0.00023075+7.908e-05i,-0.00048202-0.00012406i,0.00029063-9.3372e-05i,0.00066578-0.00023904i,-0.00014968-0.0010277i,-2.6037e-05-0.00089204i,-7.6751e-05-0.00035258i,0.0002261-6.9461e-05i,0.00065642+0.00027849i,-0.00055701+0.00020868i,-0.0011366+0.00037787i,-0.00032773+0.00034446i,0.00040916+0.00010828i
-0.0011762+0.00028866i,-0.00062833+0.001016i,-3.5763e-05+0.0017961i,0.00017444+0.0025156i,5.5086e-05+0.0031675i,-0.00025692+0.0024609i,-8.7256e-05+0.0018524i,-0.00032979+0.0011798i,-0.00023134+0.00029811i,-0.00039318+0.00042119i,-0.00099954-0.00030372i,-0.00123-0.00077581i,-0.00069201-6.4816e-05i,-0.00011138-2.6015e-06i,0.00038171-0.00027748i,0.00062622-0.00063173i,0.00022813-0.00043406i,5.934e-05+0.0002138i,-2.8675e-05+0.00041664i,-0.00012561+0.00013618i,0.00043654-5.5766e-05i,0.00059417+0.00042335i,0.00021053+0.00034722i
-0.00059367-0.00079086i,-0.00011274+0.00032355i,-8.4334e-05+0.00049771i,-0.00014976+9.7235e-05i,0.00020544-0.00012766i,0.0011079+0.0010328i,0.0015904+0.0021404i,0.00063221+0.0017041i,-0.00057936+0.0010993i,-0.0010035+0.00090388i,-0.00036108+0.00071129i,-0.00029457+0.00051238i,-0.00041711+0.00031508i,-0.00025295-8.5369e-05i,-0.00057275-0.00059115i,-0.00053088-0.0010195i,-0.00066396-0.00029929i,-0.00088293+0.00010546i,0.00011372-0.00010709i,-0.00018135+5.7156e-05i,-0.0013863+0.00040668i,-0.00099066+0.00030129i,-0.00056548+0.00083896i
-0.0010623-0.00044648i,-0.0016225+0.00096919i,-0.0015156+0.0012715i,-0.0011007+0.00077631i,-0.0012597+0.00069337i,-0.00088029+0.0011945i,0.00045463+0.0015366i,0.0011631+0.0013996i,0.0010072+0.0010458i,0.00069149+0.00099205i,0.00035635+0.00073797i,-6.9027e-05+0.00058917i,-0.00016168+0.00075192i,0.0001698+0.0010854i,-9.0319e-05+0.00092204i,-0.00065354+0.00075392i,-0.00034293+0.0011805i,6.9267e-07+0.0014589i,-0.00033724+0.0011944i,-0.00036862+0.00066131i,0.00049576+0.00083205i,0.00079711+0.00072706i,-2.4851e-05+0.00037423i
0.0006328-0.00048558i,7.577e-05-0.0020775i,0.00035981-0.0020584i,0.00034751-0.0011082i,-0.00022506-0.001074i,-0.00016802-0.0010193i,0.0010047+0.00014891i,0.00095613+0.0010012i,0.0002741+0.00058548i,0.00038646+9.212e-05i,0.00017104+0.00030911i,-0.00050874+0.00081784i,-0.00035699+0.00047461i,0.00078294-0.00018761i,0.0013827-0.00063847i,0.00063592-0.0014853i,0.00019401-0.001142i,0.00033563-0.00027749i,-3.7176e-05-0.0003321i,-0.00032148-0.00029197i,-0.00022169+0.00033878i,0.00046291+0.00022994i,0.00091593-0.00022899i
-6.2768e-05-8.2441e-05i,-0.0014145-0.00019072i,-0.00092184-0.00074654i,-0.00045627+0.00010633i,-0.0015703+0.0010842i,-0.0024776+0.0018059i,-0.0013393+0.001539i,0.00036669+0.00012331i,0.00075081-0.00060576i,-4.4176e-05-0.00082737i,-0.00080878+2.4039e-05i,-0.001122+0.00094747i,-0.00082944+0.0008264i,-0.00027042+0.0002388i,0.0004012-9.4359e-05i,0.00048975-0.00032552i,0.00010751-0.00032098i,0.00042844+0.00034609i,0.00026691+0.00071438i,-0.00022406+0.00071085i,-0.00060924+0.0011185i,-0.00090009+0.00067659i,-0.00098411-1.2531e-05i
0.0002152+0.0011892i,-0.00048313+0.0011838i,-0.00040634+0.0013206i,3.6641e-05+9.572e-05i,-0.00075378-0.00065027i,-0.00058052+0.00061603i,-0.00068929+0.0012697i,-0.0014137+0.00074925i,-0.00054054+0.00089712i,7.8766e-05+0.0010063i,-9.8617e-05+0.00073907i,-0.00060713-3.798e-05i,-0.00052307-0.00089829i,-1.4834e-05-0.0010999i,0.0003571-0.0010704i,0.00045931-0.0004033i,0.00038712+0.00066004i,0.00022951+0.00074925i,0.0003926+3.7412e-05i,-0.00026748+6.494e-05i,-0.00058594+0.00027103i,0.00039562-0.00013735i,0.00038894-0.00055244i
