0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
5.0329e-05+0.0016652i,0.0017178+0.0021146i,0.0028385+0.0021305i,0.0027531+0.0015775i,0.002487+8.2341e-05i,0.0023805-0.0015573i,0.00078665-0.0016304i,-0.00059802-0.00089223i,-0.0010986-0.00053364i,-0.00085232-0.00066273i,0.00026121-0.00065906i,0.00081916-0.00041076i,0.00093002-0.00080226i,3.8579e-05-0.0011483i,-0.00076989-0.00042906i,-0.00056359+0.00093308i,-0.00034602+0.0011376i,-0.00062742+0.0005419i,-0.0006943+0.00060101i,-0.00057798+0.001093i,-0.00037307+0.0010427i,0.00028279+0.00038119i,2.9791e-05+0.00061783i
0.0011745+0.00060841i,0.0023568+0.0013129i,0.0030887+0.0014418i,0.0023377+0.00017897i,0.00073791-0.001069i,0.00039562-0.0013719i,0.00013416-0.001075i,0.0004285-0.00039172i,0.0010066-0.00021533i,0.0010882-0.0014232i,0.0011792-0.0010883i,0.0015954-0.00021513i,0.0014351-0.00011286i,0.001278+0.00054788i,0.00047705+0.00058408i,-0.00042429+4.9543e-05i,-0.00013162-7.404e-05i,-0.00016061-0.00013669i,0.00016344-0.00063094i,-0.00033321-0.00060763i,-0.0003916-0.00013282i,0.0002854+8.436e-05i,-0.00019804+0.000403i
0.00085855+0.00071387i,0.001808+0.0015297i,0.0012306+0.00064931i,0.00015345-0.00033832i,0.00039303-0.0013082i,0.00066351-0.001648i,0.00047673-0.00085309i,0.00072988-0.00043347i,0.0006347-0.00083381i,7.2025e-05-0.00094696i,0.00025199-0.0011772i,0.00049171-0.00043616i,-0.00056365+0.00022007i,-0.0011668-0.00034355i,-0.00068702-0.00054498i,-0.0006209-0.00062711i,-0.00053862-0.00060822i,-0.00035099-0.00023942i,-0.00051629+2.7733e-05i,2.9397e-05-0.0008877i,0.00047989-0.0011881i,0.0007101-0.00056332i,0.00067922-0.00030883i
0.00026446+0.0016157i,0.00093656+0.0018584i,0.0026393+0.0012413i,0.0028101+0.00035816i,0.0023038-0.00061726i,0.0016749-0.0010536i,0.00049425-0.0015197i,-0.0003455-0.0020623i,0.00074711-0.0020263i,0.0011779-0.0014474i,0.00045746-0.00067408i,0.0012045+0.00020703i,0.0012338+0.00071726i,-0.00014687+0.00078155i,-0.00096171+0.00043504i,-0.00069255+7.4157e-05i,0.00058497+0.0006493i,0.00094657+0.00074574i,-0.00014609-0.000218i,-0.00043204-0.00041196i,-0.00020458+0.00036724i,0.00029152+0.00014478i,-0.00018181-2.3355e-05i
0.0012661+0.0018396i,0.0016751+0.0022655i,0.0025681+0.0012593i,0.0026298-0.00043122i,0.0019848-0.0010439i,0.00027539-0.00064249i,-0.0002515-0.00062192i,0.00072926-3.2824e-05i,0.00087248-0.00015306i,0.00040688-0.00045889i,0.00012925-9.3054e-05i,-8.0375e-05-5.6492e-05i,-0.00017639+5.6378e-07i,7.6929e-05+0.00048411i,0.00028576+0.00054844i,0.00041517+0.00049891i,0.00015172-6.0445e-06i,-0.00046671-0.00079529i,-0.00069502-0.00048509i,-0.00019714+0.00016176i,1.0104e-05+0.00036065i,-0.00013334+0.0006761i,0.00026864+0.00056527i
-0.00040612-0.0010016i,0.00037402+0.0010399i,0.00092626+0.0015142i,0.0018358+0.00051533i,0.0027714-0.00022629i,0.0020427-0.0012652i,0.00083161-0.0010792i,-0.00043725-0.00021038i,-0.00084716-0.00024929i,-0.00047234-2.7226e-05i,-0.00054555+0.00031402i,-0.0007091+0.0006644i,-0.00019658-0.00024697i,-2.3689e-05-0.00094764i,-0.00014884-0.0010402i,-0.00043763-0.00037627i,8.2313e-06-0.00012897i,0.00064897-0.00043631i,0.00019625-0.00065942i,-5.9441e-05-0.00080851i,0.00027916-3.4318e-05i,0.00059177+0.00025402i,0.00038075-0.00017048i
0.00068737+0.0012838i,0.0018923+0.0011019i,0.0030016+0.0012726i,0.003004+0.00079631i,0.0029655-0.00083211i,0.0026318-0.0015846i,0.0014581-0.001336i,0.00029919-0.00047589i,-0.00020797+9.9296e-05i,-0.0002155-0.00039371i,-0.00024122-0.00047247i,-0.00016593-0.00014741i,0.00015191-0.00023135i,0.00044859-0.00017603i,0.0002081-0.00012973i,-5.9435e-05-0.00019543i,-0.00032274-0.0002377i,-0.00057481+0.00050077i,-0.00084606+0.0016474i,-0.0010416+0.00093592i,-0.000777-0.00056292i,-0.00038662-0.00063875i,-8.074e-05-3.7916e-05i
0.0004742+0.00094049i,0.0013201+0.0010718i,0.002041+0.00067535i,0.0021181+0.00015545i,0.0012244-0.00076729i,-8.1214e-05-0.00084224i,-0.00094262-0.00026648i,-0.00032231-0.00011205i,0.00057353-0.00039027i,0.00057881-0.0011132i,5.8329e-05-0.00085662i,1.7271e-05+2.0146e-05i,0.00013671+0.00059589i,-0.00044137+0.00058716i,-3.8188e-05+0.00060473i,0.00066069+0.0007732i,0.00034956+0.00022314i,0.00025232-0.00029849i,0.00068381-6.0227e-05i,0.00070166-0.00062469i,0.00045987-0.0012042i,0.0001294-0.00042322i,-0.00012871+6.8501e-05i
0.0010642-0.00049931i,0.0042934+0.001651i,0.0046944+0.0019332i,0.0030991+0.00059324i,0.0023998-0.00012033i,0.0022429-0.0001299i,0.00088092-0.00074691i,-0.00013813-0.0012331i,6.2168e-06-0.00049363i,-0.00036147+0.00019135i,-0.00091772+0.00050787i,-0.0005072+0.00056667i,0.00038486+0.0004305i,0.00059917+0.000489i,0.00075434+0.0010095i,0.00030006+0.00075538i,0.00031402-0.00024732i,0.00034926-0.00036701i,-0.00036439+0.00028283i,8.1448e-05+0.00049509i,0.0002464+4.2717e-05i,-0.0004075-0.00014221i,-0.00071466+0.00011815i
-0.00088223+0.00065949i,-0.0013171+0.00084985i,-0.00064207+0.00033i,-0.00016369-1.7036e-05i,-0.0001563-0.0009162i,-0.00021125-0.0011547i,-8.7051e-06-9.1756e-05i,0.00011153+0.00053719i,0.00042887+0.00023641i,0.00087993-0.00014279i,0.0007606+0.00017075i,0.00042594+0.00041768i,0.00027887-0.00026079i,0.00045129-0.00094758i,0.00036076-0.00070268i,0.00085356+0.00019327i,0.00081391+0.00010729i,-0.00013074-7.9144e-05i,-0.00016187-3.5009e-05i,0.0001559+6.2752e-05i,0.00022186+0.00013476i,0.00012912+0.00011394i,-0.00032528+8.7159e-05i
0.00090325+0.00037512i,0.0029053+0.00093381i,0.004095+0.00064878i,0.0042124+1.6193e-05i,0.0036318-0.00063595i,0.0024893-0.00083591i,0.0010473-3.1782e-05i,0.00062046-5.3467e-05i,0.00099848-9.2935e-05i,0.00060248-0.00034605i,8.5247e-05-0.00045773i,0.00020857+0.00039399i,0.00021739+0.00083575i,0.0006418+0.00066863i,0.00097658+0.00088842i,-0.0004077+0.00079228i,-0.00069551+0.00042859i,8.9154e-06+0.00060601i,0.00034637+0.00093811i,0.00060799+0.00080074i,-0.00010971+0.00032853i,-0.00056404+0.00026484i,-0.0004037+0.00015981i
-0.00037524-0.00019351i,0.00093406+0.00070466i,0.0010794+0.0010988i,0.0015317+0.0011735i,0.0019753+0.00052552i,0.0019148-0.0010162i,0.00074882-0.0009767i,0.00012471-0.00053137i,0.00076517-0.00092225i,0.0013877-0.0013376i,0.001218-0.0006051i,0.00087422+0.0003898i,0.00054212+0.00034049i,0.0004748-0.00014852i,-0.00028783-0.00015051i,-0.00082687-0.00053835i,-0.00025629-0.00072574i,-0.00026082-0.00049943i,-1.8972e-05-0.00024341i,0.00054157-0.00038038i,0.00063543-0.00067084i,0.00032881-0.00045537i,-0.00080695+0.00054647i
0.0011564+0.0012886i,0.0032357+0.0012261i,0.0036396+0.00059528i,0.0027257-0.00034152i,0.0025723-0.00096634i,0.0019467-0.0016719i,0.00014618-0.0024243i,-0.00025729-0.0024075i,0.0002981-0.0016967i,-6.8719e-05-0.00056563i,-0.00047759-0.00021816i,-0.00033193-0.00030196i,-5.0482e-05-4.9888e-06i,0.00065018-3.2341e-05i,0.0010119-0.00050252i,0.00083763-0.00073206i,0.00058378-6.3078e-05i,3.3691e-06+0.00059979i,-0.0010886+0.00028845i,-0.0012619+0.0002222i,-0.00068703+0.00070997i,-0.00028038+0.00035843i,-0.00041621+0.00036265i
0.00083109-0.00076598i,0.0016727+0.00036867i,0.0018437+0.00055686i,0.0016615-1.348e-05i,0.0015553-0.00024639i,0.00069312-5.4284e-05i,-0.00074341+0.00020844i,-0.00066504+0.0004933i,0.0002379+0.00073186i,0.00061819+6.2449e-05i,0.000476+0.0001902i,0.00063223+0.00053006i,0.0001691+0.00050557i,-0.00047097+0.00087724i,-0.00059625+0.00050982i,-0.00042075+0.0004054i,-8.6996e-05+0.00031792i,2.2212e-05-7.7474e-05i,-0.00020756+0.00011263i,-0.00020829+0.00046091i,-0.00015041+0.00072548i,-0.00044028+0.00037781i,-0.00049265+0.00014211i
0.0013439+0.00083781i,0.002762+0.0015791i,0.0038247+0.001777i,0.0034356+0.00064684i,0.0024432-0.00048952i,0.0016264-0.0010231i,0.00074568-0.00047489i,0.00020296+0.00010276i,0.00098984-5.9365e-05i,0.0013061+2.0562e-05i,0.00014465+6.7081e-05i,-0.00061223-0.00043832i,-0.00027961-9.7283e-05i,-0.000356+0.00063263i,-0.00086018+0.00024977i,-0.00047248-0.00030941i,0.00016706-0.00045386i,0.00016134-0.0005361i,-0.00039937+0.00020039i,-0.0001446-0.00014524i,0.00058606-0.0011717i,0.0004193-0.0010014i,-0.00014882-0.00011694i
-0.0010175+0.0015148i,0.00074436+0.0023148i,0.0017747+0.0015366i,0.0012804-0.00037487i,0.00093933-0.00080387i,0.00074035-0.00083456i,0.0003469-0.00029216i,0.00023672+0.0006598i,0.00064949+0.00024685i,0.00032616+4.081e-05i,-0.00029661+0.0006922i,-0.00040911+0.0010148i,0.00042917+0.00012346i,0.0004853-0.00081627i,-0.00027824-0.00089627i,-0.00021678-0.00058104i,-0.00011247-0.00067311i,0.00010758-0.00020543i,-5.3907e-05+0.00042345i,-0.00051447-0.00018893i,-0.00019822-0.00024411i,0.00021733+0.00030949i,0.00036731+0.00022241i
0.00050358-0.00047377i,0.0027246+0.0006718i,0.0023918+0.0012112i,0.0014359+3.4339e-05i,0.00066435-0.0013912i,0.00093631-0.001547i,0.00090673-0.0013114i,-4.6625e-06-0.00067509i,0.00036272+7.3414e-06i,0.00049658+3.9007e-05i,-0.00019292-0.00022213i,-0.00034346+0.00021166i,-8.9558e-06+0.00041408i,-6.2993e-05-0.00044767i,-0.00026051-0.00099564i,-0.0003699-0.00045091i,-0.00028725+0.00044574i,0.00042503+0.00023729i,0.00057732-0.00025729i,-0.00012397-9.7403e-05i,-0.00043096+0.00031622i,-7.2718e-05+0.00050499i,-9.429e-05+0.00024926i
0.0022425+0.0013601i,0.0034323+0.0021245i,0.0029093+0.0014551i,0.0021386+0.00030239i,0.00189+0.00026341i,0.0012467+0.00058833i,0.00015776-0.00047178i,-0.00042406-0.00091794i,-0.00042652-0.00041645i,-0.00035576-0.00019764i,-0.00044192-0.00019133i,0.00061258+0.00020015i,0.0013529+0.00014854i,0.00077561-0.00049724i,0.00022497-0.00021793i,-0.00034917+0.00066278i,-0.00032757+0.0007694i,0.00021379+0.0005077i,0.00023667+0.00031818i,-0.00036645-6.3707e-05i,-0.00071248-0.00052739i,-0.00057333-0.000639i,-0.00031178-0.00051156i
-0.0014582+0.0013656i,-0.0015963+0.0025018i,0.00095429+0.0025723i,0.0027945+0.0010859i,0.002714-0.00016098i,0.0018648-0.00064771i,0.00075608-0.0003007i,-0.00018897+0.00018419i,3.4197e-05-0.00032993i,0.00010058-0.0010906i,-0.00053594-0.00038387i,-0.00023816+0.00066071i,0.00064213+0.00019744i,0.00076834-7.1412e-05i,0.0001947+0.00033331i,5.5542e-05+0.00048821i,9.5269e-05+0.0010703i,0.00031878+0.00088858i,9.2913e-05-0.00013458i,-0.0001976+0.00021749i,-0.00034715+0.00067857i,-0.0004061+0.0010139i,-0.00022961+0.00036645i
-0.00078223+0.0023553i,-0.00023125+0.0024612i,0.0016832+0.0015452i,0.0034324-0.00020942i,0.0032276-0.0018212i,0.0019112-0.0028278i,0.00085739-0.0019819i,0.00039274-0.00079358i,0.00081805-0.0010256i,0.00093859-0.0010473i,0.00040191-0.00019687i,0.00078108+0.00046749i,0.0011074+0.0006201i,0.00063025+0.00012116i,0.000352-5.3116e-05i,0.00080059-0.00024012i,0.0011902-0.00043136i,0.00094975-3.8622e-05i,0.00020389+0.0003622i,-0.00084539-2.3338e-05i,-0.00056612-0.00026204i,-0.00021638+8.0316e-05i,-0.00051468+0.00047013i
0.0026916+7.7373e-06i,0.0035573+0.00041177i,0.0024317-0.00065534i,0.00091381-0.00080677i,0.00047617-0.00039102i,4.9165e-05-0.00051244i,-0.00013191-0.00049674i,-0.00015008-0.00067175i,0.0007143-0.0011069i,0.00091153-0.00098325i,0.00012685-0.00019289i,0.00027634-0.00025582i,0.0004427-0.0012027i,0.00059322-0.0010143i,0.00071395+2.1208e-05i,-0.00018213-0.00035762i,-0.00088144-0.0013501i,0.0001913-0.0013i,0.00088817-0.00036707i,0.0003426-0.00042245i,-0.00042703-0.00029114i,-0.00035397+0.00043598i,-0.00027493+0.00038324i
0.0015639+0.0024825i,0.0011888+0.0032377i,0.0025083+0.0023927i,0.0031249+0.0007513i,0.0027219-0.0010875i,0.0018522-0.001729i,0.00031783-0.0014794i,0.00063595-0.00084074i,0.002049-0.00056041i,0.0010469-0.00076479i,-0.00084809-9.7713e-05i,-0.00098343+0.00046837i,-0.00025485+0.00080688i,0.00023732+0.0013101i,-0.00018764+0.001229i,-0.00086818+0.00089099i,-0.00062673+0.00091097i,-0.00018849+0.00075348i,0.00029053+9.6402e-05i,0.00045419-0.00037905i,-0.00010556-0.00010663i,-0.00025479+0.00035559i,0.00012172+0.00024677i
0.00011106-0.00074159i,0.00073926-0.0011044i,0.0011762-0.00062253i,0.0018743-0.00026451i,0.0014845-0.00091062i,0.0003452-0.0019583i,0.00082673-0.0012651i,0.00099408-0.00041432i,2.4683e-05-0.0006749i,-0.00051106-0.00028054i,2.6369e-05-8.1142e-05i,0.00010872+0.00015508i,-3.9565e-05+0.00039723i,-0.00062112+0.00056956i,-0.0015951+6.467e-05i,-0.0010447-0.00035652i,2.1917e-05-0.00015608i,-5.6482e-05-0.0001387i,-0.00029091+0.0002063i,-0.00034892+0.00061437i,-0.00017559+0.0003542i,0.00019265-8.9929e-05i,0.00039024-0.00034946i
0.0019036+0.0024288i,0.0035238+0.0036427i,0.0041667+0.003466i,0.0039536+0.0014915i,0.002924-0.00033394i,0.0011436-0.0017092i,-0.00040102-0.0022483i,-0.00062073-0.0015632i,0.00042071-0.0013348i,0.0010322-0.001391i,0.0013193-0.00092307i,0.00075803-0.00026146i,0.00016378-0.00069845i,0.00023854-0.0012307i,3.6723e-05-0.0012094i,-1.5255e-06-0.00084169i,-0.00027635-0.00036637i,-0.00087307-1.521e-05i,-0.00084+5.2994e-05i,-0.00035897-0.00010484i,-0.00030967+9.6707e-05i,-0.00029288+0.00012069i,-0.00012538-0.00061369i
-0.00059449+0.00082765i,-0.0012626+0.00037631i,-0.00029009-0.0006071i,0.0016175-0.0011849i,0.0019789-0.0010179i,0.0014801-0.0014168i,0.00069347-0.00053322i,-3.513e-05-0.00060977i,0.00015034-0.0011109i,0.00013877-0.00060566i,4.4474e-05-7.1256e-05i,0.00035141-0.00017649i,0.00079222-0.00071415i,0.00093638-0.00012741i,-9.1657e-05+0.0005914i,-0.0011569+0.00077904i,-0.00014724+0.00054664i,0.00085377-1.2925e-05i,0.00047011-0.00049498i,0.00038683-0.00091154i,0.00038178-0.00085799i,-0.00015493-0.00034141i,3.6773e-05-4.4678e-05i
0.0019364+0.0008532i,0.0028118+0.0021643i,0.0025771+0.0022658i,0.0023145+0.0010516i,0.0020131-0.00030546i,0.001223-0.0011457i,0.00013043-0.0016448i,1.2082e-05-0.0012972i,0.00042396-0.0013251i,0.0011673-0.0010662i,0.0013577-0.00060377i,0.00056001-0.00074591i,0.00012112-0.00049873i,-0.00010643-0.00054021i,-0.00028652-0.0002917i,-0.00017952+0.00011956i,-0.00016413-0.00041109i,0.00028529-0.00026817i,0.00096128-9.4417e-05i,0.00097545-0.00031271i,0.00074077+0.00010354i,0.00013296+0.00062741i,-2.7226e-05+0.00051547i
-0.0018874+0.0021467i,-0.00091655+0.0017609i,0.0010881+0.0020686i,0.0020851+0.0017733i,0.0025521-0.00017741i,0.0020174-0.0016216i,0.00038605-0.0020205i,-0.00011471-0.0013133i,0.00022966-0.00065151i,2.5677e-05-0.00061914i,-0.00035509-0.0002711i,-0.00010727+0.00033688i,0.00069877+0.0006819i,0.0006735+0.00081812i,0.00015697+0.0006061i,-0.00040626+8.4845e-05i,-0.00046569-0.00041448i,-3.8337e-05-2.9439e-05i,0.00024093+0.00015202i,0.00026484+0.00061679i,0.00020171+0.00065422i,0.00017455+0.00020466i,0.00014353-0.00025848i
0.0010344+0.0028239i,0.0021254+0.0033363i,0.0023111+0.0028944i,0.0023452+0.0004211i,0.0020074-0.0013713i,0.0013715-0.0017009i,0.00026678-0.001354i,-0.00055465-0.0002432i,0.00075338+0.00011511i,0.0011961-0.00042977i,0.00029927-0.00092384i,-0.00010265-0.00020505i,-0.00019037+0.00031955i,7.0821e-05-1.0126e-05i,0.00058887+2.0228e-05i,-7.182e-05+0.00028206i,-0.00064735+0.00018417i,-0.00010429+0.00024589i,0.0003122+0.00076202i,0.00040304+0.00041649i,0.00019589-0.00037453i,0.00019567-0.00067824i,4.7536e-05-0.00036392i
-0.0008429+0.00075177i,-0.00040619+0.0010824i,0.00050263+0.0015447i,0.0014752+0.0013672i,0.0021964+0.00058055i,0.0018318-0.00080299i,0.00031798-0.0012314i,-0.00066033-0.00022642i,-0.00079761+0.00045967i,-0.00072936+0.00036267i,-0.0003467+0.00042053i,0.00039732+0.00089052i,0.0001429+0.0008485i,-0.00063033-0.00010473i,-0.00054677-0.0005892i,-0.00052552-0.00027697i,-0.00048804+0.0002137i,0.00020172+6.5024e-05i,0.00061484-0.00085356i,9.2776e-05-0.000918i,-0.00063656-0.00011309i,-0.0013178-0.00041127i,-0.00083912-0.00085058i
0.0022877+0.00063954i,0.0036456+0.0013516i,0.0041773+0.0019743i,0.0029549+0.001162i,0.0018822-0.00021834i,0.00092195-0.0016784i,3.7295e-05-0.0010417i,-0.0005318+0.0002584i,-0.00022901-1.2965e-05i,0.0010962-0.00017123i,0.0011549+0.00025584i,0.00046591+0.00021029i,-2.5374e-05-0.00014229i,-0.00011679-0.00016551i,1.3499e-05+0.00028419i,-0.00016871+0.0004186i,-0.00037735-8.2241e-05i,-0.00042899-0.00012251i,0.00029855+0.00012113i,0.00040368+0.00094851i,0.00014772+0.00071102i,-9.6056e-06+0.0001641i,-0.00045953+0.00019048i
0.00010491+0.0014284i,0.0010324+0.0030818i,0.0015485+0.0023359i,0.0014275+0.0010932i,0.0014457-0.00044295i,0.0014825-0.0015525i,0.0006694-0.0013023i,0.00039791-0.00056241i,-1.6753e-05-0.00056028i,-0.00081907-0.0011699i,-0.00028503-0.00067482i,0.00060067+0.00013561i,0.00083324-0.0002735i,0.00042838-0.00086518i,-0.00037565-0.00053222i,-0.0013188-0.00022917i,-0.001852-0.00066334i,-0.00097955-0.0010132i,7.7101e-05-0.00083745i,0.00041129+0.00033108i,0.00011927+0.00071495i,-0.00068498-0.00014627i,-0.0011407-7.3611e-05i
0.0023003+0.00043263i,0.0025646+0.00072132i,0.0042173+0.00072392i,0.0032386-0.00043164i,0.0010121-0.0013828i,0.00030238-0.0011262i,-0.00010151-0.00062581i,8.8379e-05-0.0004555i,0.00049907-0.0004649i,6.8939e-06-0.00091915i,-0.00056472-0.0011005i,-0.00011882-0.00084405i,0.00020905-0.00048426i,3.1832e-05+0.00024323i,0.00045582+0.00050573i,0.00034048+0.0002977i,-0.00067991+3.7495e-05i,-0.0009458+2.4562e-05i,-0.00050402+0.00015196i,-0.00069607+2.7608e-05i,-0.0010032-0.00010486i,-0.00089024-4.3039e-05i,-0.00078911+7.1909e-05i
0.0008895+0.0015183i,0.0019826+0.0019369i,0.0017219+0.0017456i,0.0015994+0.00033881i,0.0017702+2.0686e-05i,0.0012275+0.00026201i,-0.0004902-0.00011137i,-0.00077941+0.00015366i,0.00033815-0.00014934i,0.00055177-0.0010599i,0.00015361-0.00054144i,0.0011657-2.0874e-06i,0.0016242-6.7837e-05i,0.00083775-0.00028268i,-5.6193e-05-0.00061227i,-0.00044033-0.00048337i,-0.00030021-0.00026514i,-0.00017709-0.00062935i,-0.00019034-0.00031882i,0.00033843-0.00042337i,0.00022512-0.00083893i,-0.00098061-0.00050492i,-0.0011913-0.00054263i
-0.0019557+0.0015842i,0.00070341+0.0019715i,0.0018513+0.0014589i,0.0012664+0.00050911i,0.001305-0.00062853i,0.0010949-0.0012371i,0.00045947-0.0011569i,-0.00013198-0.0011161i,-0.00010858-0.00093114i,-0.00037372-0.0011724i,0.00018247-0.00097023i,0.00087549-8.9476e-05i,0.00017697+0.00012397i,-0.00038771+0.00019773i,-0.0003055+0.00020842i,-0.00029365+1.5232e-05i,-0.00019827-0.00030718i,-6.5938e-05-0.00075656i,0.00025865-0.0016347i,-4.9364e-05-0.0018797i,-0.00031991-0.00016414i,0.00031879+0.00055246i,0.00061964+0.00039881i
0.0016223+0.00017481i,0.0026248+0.0012848i,0.0036099+0.0018943i,0.0043398+0.00081611i,0.0036303-0.0001084i,0.0017742-0.00079565i,0.00069744-0.0010019i,-0.00024212-0.00044253i,6.6476e-06-0.00050576i,0.00080598-0.00060824i,0.00041356-0.00035706i,-0.00019742-0.00029202i,0.00017833-0.00031015i,-0.00027295-0.00017072i,-0.000668-0.0005807i,-0.00013591+1.1574e-05i,0.0002167+0.00082693i,0.00013959+0.00044139i,-0.00028255-0.00035091i,-9.0721e-05-0.00044583i,0.00041872+0.00017269i,0.00058137+0.00047027i,0.00010865+1.6153e-05i
0.0014621+0.00099188i,0.0031535+0.001711i,0.0038069+0.001102i,0.0027404+0.00031184i,0.0014207+0.00035384i,0.00032085-2.718e-05i,0.00054364-0.0007656i,0.0010954-0.0011929i,0.00086438-0.0012165i,0.0012379-0.00093837i,0.0020715-0.00053929i,0.0018601+5.4759e-05i,0.0008434+0.00092956i,3.038e-05+0.00069229i,3.8288e-05-0.00082435i,-8.3982e-05-0.00099931i,-0.00054341-0.00047883i,-0.00030514-0.00061513i,4.5971e-05-0.00031356i,-0.00022143+5.6693e-06i,-0.00044121-0.00023892i,-0.00049383-0.00064523i,-0.00024547-0.00035896i
0.00038976+0.0030627i,0.00073512+0.0040652i,0.0020934+0.0038589i,0.0030117+0.0020689i,0.0029421+0.00037508i,0.0014777+3.4864e-05i,-0.00023978-0.00011023i,-0.00051974-0.00060467i,0.00058277-0.0008703i,0.0012311-0.0012846i,0.0010726-0.00062763i,0.00031642+0.00036697i,-0.00035244+0.00081134i,-0.00090303+0.00048133i,-0.00083924+5.7428e-06i,-0.00012705+0.00039528i,0.00096318+0.00018149i,0.0011126-0.00089772i,0.00065557-0.0014431i,0.00041864-0.00077989i,0.00070413-0.00077383i,0.0007902-0.0014365i,0.00082727-0.00074714i
0.0012141-0.00098462i,0.0026483-4.9245e-05i,0.0026791+0.00090012i,0.0026914+0.00052154i,0.0026235+5.4071e-05i,0.0021587-0.00074522i,0.00083216-0.0016165i,-0.00033406-0.0010881i,-0.00053336-3.2251e-05i,8.1232e-05+0.00034147i,0.00067242+0.00062807i,0.00027147+0.000609i,0.00050501+8.7473e-05i,0.00076512-3.484e-05i,0.00022542-0.00037578i,-0.00039879-0.0009206i,2.7122e-05-0.00080933i,0.00057052-0.00082906i,0.00059435-0.0013546i,-0.00019952-0.0010721i,-0.0011465-6.8814e-05i,-0.0010238+0.00046985i,-0.0001929+9.5404e-05i
0.0029432+0.00010687i,0.0026764+0.0014433i,0.0026961+0.0013334i,0.0017999+0.0008794i,0.00069869+0.00047099i,0.00057201-0.00021767i,0.00030609-0.0011973i,-0.00023498-0.0010482i,0.00010756-0.00058177i,5.4606e-05-0.00088459i,-0.00041563-0.0011273i,-0.00035352-0.00118i,-0.00021542-0.00064871i,3.2783e-05-0.00025691i,0.00042349-7.8929e-05i,9.438e-05+0.00015457i,-0.00033794+0.00047231i,-0.00060208+0.00017831i,-0.00039022+0.00013997i,-0.00014629+0.00048559i,-0.0005407+0.00021237i,-0.00026461+0.00046271i,0.00028457+0.0007758i
-0.000625-0.00032506i,0.00083845+0.0021003i,0.001756+0.0026665i,0.0015+0.0011009i,0.00032504+0.00029949i,0.00024938+0.00037585i,0.00064605+0.00036387i,0.00062861-6.8871e-06i,3.9958e-05-0.00062798i,-0.00076958-0.00082979i,-0.00044766-0.00032306i,-3.3333e-05+0.00050524i,0.00030037+0.00071143i,0.00055471+0.00023546i,0.00048789+0.00032043i,-0.00025378+0.0002899i,-0.00060124-0.00038763i,-0.00070175+0.00043598i,-0.001084+0.00039648i,-0.00038576-0.00021402i,0.0001178-0.00032348i,-0.00011889-0.0005667i,-0.00084327-0.00027341i
0.0010972+0.00082532i,0.0016004+0.0021886i,0.0018171+0.0025288i,0.001679+0.00086728i,0.0019082-0.0005888i,0.0011791-0.0016324i,0.00049333-0.0016562i,0.00030182-0.0002247i,0.00037537+0.00019907i,0.00056371-0.0002693i,0.00020434-9.2282e-05i,-0.00027276-0.0005901i,-0.00040984-0.00073541i,-0.00039858+0.00031787i,-3.1111e-05+5.7095e-05i,0.00046511-0.00041012i,0.00051826+3.9032e-05i,-0.00013686+0.00054952i,-0.00077626+0.00017335i,-0.00075708-0.00054959i,0.00013505-0.00047959i,4.9127e-06+0.00026407i,-0.00095674+0.00022696i
0.0012952+0.0017252i,0.0020627+0.002139i,0.0026509+0.0017005i,0.0023441+0.00029099i,0.0022461-0.00078634i,0.0012791-0.00099473i,1.6269e-06-0.00062273i,-0.00013981-0.00010237i,0.00068595+0.00059524i,0.0013735+0.00016313i,0.0011785-0.00074761i,0.00061232-0.00086678i,0.00026493-0.00084171i,-0.00010765-0.00077009i,-0.00014456-0.00026697i,-0.000381+0.00025259i,-0.0002925-8.9217e-06i,0.00041696+7.2267e-05i,0.0005405+0.00041058i,-0.00020591+0.00034748i,-0.0005197-0.00024026i,-0.0004939-0.00060645i,0.00015116+0.00018731i
0.00055213+0.0014547i,0.00092774+0.0031123i,0.0010185+0.0020623i,0.00084295-0.00046695i,0.0014825-0.0019941i,0.0016757-0.0016277i,0.0010139-0.001467i,0.0002502-0.0018667i,-0.00033679-0.0014636i,-0.000568-0.00077944i,0.00028017-0.00025835i,0.00056839-0.00014978i,0.00031972-0.00058674i,0.00025881-0.0011759i,0.000728-0.0014021i,0.0010891-0.00052114i,0.00039592+0.00048333i,-0.00058138+0.000198i,-8.2597e-05+8.12e-05i,0.0011229+0.00094383i,0.0014389+0.00088548i,0.00036757+1.3202e-05i,0.00012276-0.00054731i
