-0.0018389-0.00039401i,-0.0028262-0.0014724i,-0.0049929-0.0010678i,-0.0033627-0.0011876i,-0.0016508+0.00055247i,-0.0016993+0.0019339i,-0.0007454+0.0011196i,0.00048759+0.00014208i,0.0011923-0.00051545i,0.00147-0.0011065i,0.00054227-0.0014422i,-0.00012095-0.0013838i,0.00028921-0.0013494i,8.5289e-05-0.0017292i,-6.1023e-05-0.0010596i,-8.9452e-05-0.0002064i,3.835e-05-9.8135e-05i,0.00080726-5.1847e-05i,0.00078255+0.00059377i,0.00033095+0.0013544i,8.0423e-05+0.00067798i,-6.7948e-06-0.00010445i,-0.00064265+0.000241i
0.00038705-0.0033896i,0.00087265-0.0041037i,-0.00036332-0.0028725i,-0.0019174-0.00010919i,-0.0012463+0.0017764i,-0.00075253+0.0028714i,-0.0014321+0.0030013i,-0.0013036+0.0019547i,-0.00060584+0.00088791i,5.8354e-05+0.0011045i,0.00078834+0.0016126i,0.00079983+0.0011832i,0.00018866+0.00071447i,0.0001782+0.00036339i,0.0007269-0.00042715i,0.00068443-0.0011838i,-4.0039e-05-0.0012392i,0.00029724-0.00047058i,0.00046842+0.00062112i,0.00054389+0.0010804i,0.0015839+0.00058746i,0.0013547-1.7406e-05i,0.0001857+0.00023469i
0.00049035-0.0014206i,-0.00014977-0.0013872i,-0.00040225+2.5056e-05i,0.00024882+0.0006306i,0.00043409-0.0007369i,3.3454e-05-0.0022772i,-8.7458e-05-0.0019208i,0.0012027-0.00068334i,0.0019692+0.00014939i,0.0022722+0.00024673i,0.0024161+0.00039391i,0.00084971+0.0006346i,-5.5003e-05-7.4244e-05i,-0.00032891-0.00054398i,-0.00065867+6.2925e-05i,2.3376e-05+0.00074199i,0.00092459+0.00056075i,0.0008475-0.00080269i,9.0195e-05-0.0011792i,-0.0004898-0.00079115i,-0.00014153+3.2927e-05i,0.00027164+0.00092537i,0.00060768+0.00054099i
0.0019261-0.0024832i,0.00096746-0.003584i,0.00019922-0.0041721i,-0.00076092-0.0034286i,-0.0010623-0.0015727i,-0.0010705+0.00021592i,-0.000844+0.0005104i,-8.8308e-05-0.00060332i,-3.4409e-05-0.0010743i,1.1874e-05-0.00059443i,0.00025889-0.00058163i,0.00027683-0.00033487i,0.00048495+0.00057678i,0.00042531+0.00095507i,0.00053885-4.4431e-05i,0.00076373-0.00059328i,0.00026994-1.2371e-06i,-1.1921e-05-2.6582e-05i,-0.00031009-9.004e-05i,-0.00034162-0.00053157i,-0.0005839-0.00077617i,-0.00076824-0.00010576i,-0.00032913+0.00017907i
0.00051968-0.00026906i,0.0020634-0.0011214i,0.002266-0.0014286i,0.0016302-0.0012544i,0.00099468-0.0001938i,0.00092608+0.0011558i,0.0006472+0.0014109i,-0.00017949+0.00071269i,-0.00099038-5.0613e-05i,-0.0018139-0.00056329i,-0.0014361-0.00027081i,-0.00040414-0.00017474i,0.00010112-0.00095659i,0.0010695-0.00097373i,0.0013258-0.0005072i,0.00053847-0.00040474i,-0.00023625-0.00061563i,-4.813e-05-0.0009335i,0.00014223-0.00053169i,4.1009e-05+0.00039232i,-0.00019194+0.0011626i,-0.00059412+0.0010883i,-3.3217e-05+9.9389e-05i
-0.0027928-0.0016197i,-0.0037252-0.00057567i,-0.0033451+0.0022874i,-0.0011524+0.0043965i,0.00029294+0.0031042i,-0.00011363+0.00063422i,-2.6988e-05-0.00066725i,0.00027224+8.1467e-05i,0.00088818+0.0013074i,0.0019715+0.0014489i,0.002027+0.001627i,0.00080252+0.001454i,0.00019423-0.00043904i,0.00051753-0.0015448i,0.00085048-0.00080017i,0.00079475-0.00023897i,0.00059772-0.00041372i,0.0011408-0.00085075i,0.0013632-0.001395i,0.00057726-0.0018012i,0.00023746-0.0010626i,5.0931e-05-0.00049799i,-0.00029196-0.00052773i
0.0033834-0.0039998i,0.0031725-0.0064965i,0.0013873-0.0066079i,0.00022785-0.0049485i,-0.00015997-0.0023848i,-0.00039053-7.8403e-05i,-0.00014462+0.00093468i,0.00037878+0.00059901i,0.00081157-0.00042193i,0.0010569-0.0011087i,0.00091161-0.0012158i,0.00034359-0.00095961i,-0.00020149+0.00029768i,-0.00031426+0.0017283i,-6.8441e-05+0.0017804i,-0.0008008+0.00068032i,-0.0010453+0.00031955i,-0.00020988+0.00052229i,0.00045015+0.00017485i,0.00031648+0.00021422i,-0.0003775+0.00053733i,-0.00039073+0.0001464i,0.00076222-0.0003865i
0.0021013+0.0011701i,0.0024079+0.0001634i,0.00069879-0.0013112i,-0.00088569-0.0022285i,-7.4654e-05-0.0021346i,0.00014977-0.0014608i,-0.00018861-0.00082777i,0.00071466-0.00055894i,0.00051412-0.00040506i,-0.00027277-0.00049874i,0.00056725-0.00094216i,0.00078742-0.0012992i,0.00031133-0.0013079i,0.00022513-0.0010394i,-0.00012935-0.00071097i,-0.00026001+0.00026633i,0.00022183+0.00049461i,0.0009811+0.00012735i,0.0010999+0.00038094i,0.0011082+0.00034562i,0.0008944+0.00041871i,0.00034643+0.00025601i,0.00019767+0.00015335i
-0.00082334+0.00069925i,-0.00092214+0.0011795i,0.001093+0.0010222i,0.0026987+0.0012668i,0.0018829+0.00081443i,0.00043173+0.00051275i,-0.00053474+0.0012523i,-0.0015105+0.00099207i,-0.0017837+0.00097309i,-0.00097665+0.0011132i,-0.00059589+0.00068435i,-0.0011126+0.00057234i,-0.00089162+0.0002121i,-0.00038662-0.00011856i,-0.00091447-0.00047458i,-0.00088951-0.00066576i,-0.00034511-0.00027702i,0.00084604+0.00037032i,0.0012924+0.00046983i,0.0012568+0.00042954i,0.001248-0.00011485i,0.00059829-0.00026619i,-0.00016787-0.00026009i
0.0010421-0.0050764i,0.0016857-0.0069251i,-0.00022829-0.003857i,-0.0013212+0.00062011i,-0.00023394+0.0024575i,0.00042911+0.0031025i,0.00071765+0.0032323i,0.0011552+0.0020325i,0.0012038+0.0006697i,0.0019253+0.00025896i,0.001363+0.00026842i,0.0004265+2.6442e-06i,1.6547e-05+7.1036e-05i,-2.5795e-05+0.00070518i,0.00042132+0.00049368i,9.5928e-05+0.00015672i,0.00052331+0.00057752i,0.00097523+0.00045078i,0.0012734-7.1888e-06i,0.0013822-6.957e-05i,0.00072568+0.00026476i,0.00040694+0.00039372i,0.00018337+0.00030195i
0.003346+0.00026741i,0.0021755+0.0003594i,-0.001019-0.0016914i,-0.0025719-0.0028324i,-0.0025025-0.0017195i,-0.0024645-0.00074246i,-0.0018051+0.00029815i,-0.0006776-0.00015384i,-0.00021245-0.0015054i,-0.00057354-0.0017148i,-1.1806e-05-0.0012561i,0.0008005-0.00088957i,0.00086458+0.00012712i,0.00039854+0.0006354i,6.9714e-05+0.00041138i,0.00093509-5.6936e-05i,0.0012695-0.00070179i,0.00020397-0.00057062i,-0.00065079+8.5632e-06i,-0.0009922+0.00042489i,-0.00011118+0.00085438i,0.00064516+0.00039697i,0.00016642-0.00072376i
0.00073898+0.00049533i,-0.00098056-0.00029469i,-3.5707e-05-0.00062207i,0.0011004-0.00044795i,-0.00014693-2.2399e-05i,-0.0008914+0.0010674i,-0.0010139+0.0021255i,-0.0010038+0.0014111i,-0.0011732+9.7708e-05i,-0.0013943-0.00017052i,-0.0015049+0.00041554i,-0.0014463+0.00091553i,-0.0012359+0.0010162i,-0.0014027+0.001049i,-0.00075404+0.00092645i,0.0001159-0.00013997i,0.0003378-0.0015373i,5.8647e-05-0.001326i,-8.8978e-05-0.00013929i,0.00029834-8.1042e-05i,0.00073443-0.00011208i,0.00090713+0.00078347i,0.0010965+0.0011656i
0.0012664-0.0043933i,0.00061696-0.0077449i,-0.0012178-0.0060847i,-0.0013202-0.0017606i,-9.33e-05+0.00039636i,-0.00031625+0.0014269i,-0.00071131+0.0013455i,-0.00019475+0.0003717i,0.00016868+0.001056i,-0.00016157+0.0013637i,-0.00032277+0.00062622i,-3.588e-05-0.00027366i,0.00038624-0.00068737i,0.00079821-0.00023647i,0.00055023+0.00013412i,0.00024032-2.9639e-06i,9.1081e-05-0.00023533i,-0.00046878-0.00021521i,-0.0010835-0.00028964i,-0.0014851-0.00037868i,-0.0012723-0.00028237i,-0.00026222-0.00035162i,0.00039736-0.00071145i
0.00055119+0.00055464i,0.0012493+0.0016367i,0.0013849+0.0017585i,0.00052181-0.0001288i,-0.00094851-0.0013162i,-0.0023573-0.00080634i,-0.0015872+0.00029492i,0.0005771+0.00012936i,0.00064677-0.00062906i,-4.4657e-05-0.00082098i,0.00085225-0.00078896i,0.0015271-0.00043644i,0.00076922-0.00031578i,0.00011562+3.0521e-05i,-1.8134e-05+0.00032103i,0.00090183+0.00030292i,0.0012305-3.1664e-06i,0.00058121-0.00048341i,0.00014902-0.0004704i,4.0548e-05-0.0004365i,6.4007e-05-0.00083704i,-0.0003106-0.0010476i,-0.00037025-0.00078226i
-0.0018399-0.0023207i,-0.0031802-0.0017243i,-0.0038192-0.00024403i,-0.0026023+0.00068814i,-0.0022718+0.0009882i,-0.0014873+0.00035523i,0.00047011+2.4703e-05i,0.00076891-0.00064026i,-4.8369e-05-0.0016946i,-0.00058988-0.001488i,0.00045502-0.00013123i,0.0016538+0.0010004i,0.0021394+0.0011366i,0.0023894+0.00066778i,0.0018638+0.00056745i,0.0010255+0.00056073i,0.000206-3.1716e-05i,-0.00029319-0.00080428i,-0.00023149-0.0016951i,-1.8273e-05-0.00207i,-0.00018031-0.0015655i,0.00019414-0.00030143i,0.00063681+0.00092276i
0.0010444-0.0077112i,-0.00051912-0.0086605i,-0.0015476-0.006676i,-0.00062808-0.0014564i,0.00038639+0.0018092i,0.00050833+0.0023707i,-0.00012957+0.0028488i,-0.00012945+0.0019362i,-0.00015761+0.0015243i,-0.00091072+0.001372i,-0.001036+0.00092352i,-0.00059438+0.0013649i,-2.5173e-05+0.0018749i,8.3436e-05+0.0025102i,-0.00044091+0.0025459i,-0.00016996+0.0019126i,0.00056638+0.00082223i,0.0010915-0.00043903i,0.0018291-0.00085821i,0.0017161-0.0011607i,0.00056168-0.0013477i,-0.00043611-0.00072157i,-0.00017443-0.0007643i
0.00052417-0.0031777i,0.0010163-0.0039048i,-0.00036961-0.002919i,-0.00072931-0.0014856i,0.0011042-0.00020203i,0.0029401+0.00050422i,0.0022916+0.0010631i,0.0010029+0.0020957i,0.00025433+0.0017037i,0.00049321+0.0014719i,0.00094491+0.0017806i,0.0012378+0.0007075i,0.0012016-0.00030069i,0.0012043-0.00019007i,0.0014098+0.00027715i,0.0002484+0.00017956i,0.00031429-7.8232e-05i,0.0016183-0.00025637i,0.0017186-8.8703e-05i,0.0010139+0.00037932i,0.00028708-0.00022995i,-7.782e-05-0.0004482i,-5.486e-05+0.00015113i
-0.0009297-0.0010156i,-0.0013898-0.00082518i,-0.0019177-0.00047476i,-0.00092898-0.00039148i,-0.0008258+0.00027781i,-0.0010856+0.0015674i,-0.00035172+0.0012449i,5.8811e-05-0.00045241i,-0.00018868-0.0017317i,0.00014121-0.001599i,0.00090969-0.0007594i,0.0013641-0.00072913i,0.00089975-0.00027258i,0.0002397-0.0001038i,0.00025543-0.0009342i,-0.00043802-0.00081977i,-0.000665-0.00032538i,3.0404e-05+0.00034554i,0.00069433+0.0014219i,0.0012087+0.0011727i,0.0012212+0.00013647i,0.0013488-0.00070883i,0.00095514-0.00037882i
-0.00038619-0.002468i,-0.0011805-0.0019149i,-0.0010997+8.285e-05i,0.00063577+0.0015202i,0.0013882+0.0016742i,0.0010044+0.0012153i,7.1269e-05+0.00099354i,-0.00062418+0.00045754i,-0.0011003-0.00032909i,-0.00080586-0.0002865i,-0.00071093+1.0388e-05i,-0.00072938+0.0010432i,-0.00051368+0.0014526i,-0.001522+0.00079698i,-0.0012335+0.00030858i,-0.00024268+0.0002029i,4.0226e-05+0.00064169i,0.00038187+0.0012769i,0.00072364+0.001605i,0.00083187+0.0015814i,0.00079898+0.00096932i,0.00030447+0.00084033i,0.00017281+0.0004319i
-0.0020542-0.0067688i,-0.0036072-0.0067973i,-0.0047927-0.0036306i,-0.0033715+0.0013475i,-0.0016956+0.0042654i,-0.00068274+0.0061689i,-0.00029021+0.0067412i,0.00014141+0.004297i,-0.00095015+0.0016263i,-0.00075824+0.0011922i,-4.7498e-05+0.001112i,0.00034398+0.00091238i,0.00020967+0.001561i,0.0010452+0.0018118i,0.0018753+0.0016336i,0.00056657+0.00085232i,-0.0006297-6.6182e-05i,-0.0005288-0.00046783i,-0.00061579+7.8635e-05i,-0.001299+0.0013275i,-0.0017712+0.0016972i,-0.0013776+0.0010777i,-0.00060242+0.00070895i
-0.00012531-0.0054774i,-0.0017177-0.0075569i,-0.0071303-0.0028172i,-0.0067095+0.0027529i,-0.002164+0.0042414i,0.0009149+0.0016085i,0.0016537-0.0011632i,0.0017066-0.0015328i,0.00052389-0.0010572i,-0.0006242+0.00075972i,0.00096917+0.0020578i,0.0023143+0.0015879i,0.0029808+8.9059e-05i,0.0047321-0.0017981i,0.0053241-0.0033506i,0.0038008-0.0028621i,0.0019343-0.0016299i,0.00078925-0.0013951i,-0.00034708-0.0016368i,-0.00089707-0.001032i,-0.0012667-0.00014677i,-0.00063556+8.9777e-05i,0.0008579-0.00011407i
0.025689+0.019213i,0.029532+0.013322i,0.034882-0.0013529i,0.020966-0.014667i,0.0019419-0.020172i,-0.013257-0.012468i,-0.013788+0.001101i,-0.005054+0.0055302i,0.0017439+0.0029988i,0.002591-0.0030364i,-0.0011222-0.0065406i,-0.0047966-0.0046823i,-0.0093286-0.001306i,-0.014359-0.00032099i,-0.01519-0.00088334i,-0.0087188-0.0014058i,-0.0015796-0.0015795i,-0.00036762-0.00034764i,-0.0017819+0.0027676i,-0.0011209+0.0044391i,0.0019169+0.0030571i,0.0031975-0.00038843i,0.001039-0.0026384i
0.003044+0.0028448i,0.0035547+0.0004006i,0.006307-0.0023982i,0.0049727-0.0040958i,0.0011387-0.003888i,-0.0023685-0.0014996i,-0.0026855+0.001079i,-0.0016452+0.0015953i,-0.0010283+0.00090142i,-0.00054192-0.00066019i,-0.0014338-0.0016122i,-0.002464-0.0017205i,-0.0028339-0.0007268i,-0.003322-0.00013504i,-0.0029452-0.00017562i,-0.0017139+0.00069821i,0.00018154+0.00027857i,0.00079868-0.00052519i,0.00028756-0.0011848i,6.7454e-05-0.00095986i,-5.9812e-05+0.00032975i,0.00078019+0.00024399i,0.0013932-0.00091148i
0.0033269+0.0016372i,0.0031866+0.00085436i,0.0034316-0.0013664i,0.0028606-0.0025765i,0.001056-0.00318i,-0.00091744-0.0025845i,-0.00029979-0.0016378i,0.0010741-0.00094555i,0.0018485+5.5242e-05i,0.0021505-9.2545e-05i,0.00071356-0.00037589i,-0.00095239+0.00035738i,-0.0015559+0.0015197i,-0.0018454+0.0017199i,-0.0013454+0.0015831i,-0.00015218+0.0014603i,0.0013639+2.0659e-05i,0.0017263-0.00086812i,0.0013328-0.0012567i,0.00096537-0.0014739i,0.00059822-0.0010312i,0.00020697-0.00030443i,0.00016696-0.00044624i
0.0011079-0.002117i,0.0020847-0.0037329i,0.0033256-0.0030932i,0.0031998-0.0016751i,0.0021607-0.0020007i,-0.00021596-0.0036073i,-0.0010121-0.0028571i,-7.1494e-05-0.0011629i,0.0013625-0.00086198i,0.0018684-0.00048709i,0.00070261+0.00072743i,4.0968e-05+0.001684i,-0.0013066+0.001503i,-0.0027726+0.0011351i,-0.001674+0.00052887i,5.8493e-05+0.00062538i,0.00096833+0.00083153i,0.0019788+0.00061526i,0.0024027+0.00035791i,0.0015235-5.4306e-05i,0.00096789-0.0003011i,0.00083792-0.00081994i,-0.00029251-0.00087061i
0.004533-0.0015202i,0.0054501-0.0020535i,0.0030327-0.0013247i,-0.00024871-3.7462e-05i,-0.0015185+0.00012384i,-0.0016086-0.00026585i,-0.0011666+0.00057789i,-0.00066965+0.00063615i,-0.00015338-0.00029023i,-0.00020279-0.00040753i,-0.00047516-0.00078318i,-0.0013011-0.0013848i,-0.0012549-0.00071288i,-0.001043+0.00044909i,-0.00073726+0.0011972i,-0.00036692+0.0014375i,9.9754e-06+0.00086225i,0.00075725+0.00045603i,0.0011467+0.0005033i,0.00066874+0.00019626i,0.00085976-0.00035813i,0.0006154-0.00027051i,0.00056071-7.1402e-06i
-0.0031769+0.0017112i,-0.0025024+0.0037755i,-0.0013055+0.0052787i,-0.00094553+0.004772i,0.00033894+0.0029666i,0.0017828+0.0013459i,0.0012451+0.0011766i,-0.001081+0.0013026i,-0.0019386+0.00039628i,-0.0013207+0.00021426i,-0.00067608+0.0011142i,-0.0002297+0.001033i,-0.00036518-0.00021606i,-1.331e-05-0.0018404i,0.00069046-0.0026869i,6.1664e-05-0.00208i,-0.00093801-0.00073284i,-0.00068694+0.0011525i,0.00045176+0.0022597i,0.00099744+0.00084741i,0.001046+0.00013582i,0.00071119-0.00019821i,0.00050822-0.00072377i
-0.0031697-0.0058196i,-0.0064774-0.0068464i,-0.0074857-0.0050645i,-0.0052728-0.0022948i,-0.0020519-0.0011138i,8.3442e-05-0.00087868i,0.0010138-0.00049586i,0.0013264+0.00014727i,0.0013971+0.00049511i,0.00035709+0.0005241i,-0.0002634+0.00054188i,0.00021908-3.5652e-05i,0.00023415-0.00024331i,-0.00048618-0.0011893i,-0.00073323-0.0017417i,-0.0008729-0.00043329i,-0.0012114+0.00064267i,-0.000978+0.0013367i,-0.00099874+0.001507i,-0.00041916+0.0012268i,0.00024177+0.00045363i,0.0010609+9.0572e-05i,0.0013612-0.00032788i
0.0039374-0.0012801i,0.0038965-0.0033674i,0.0040554-0.0046544i,0.0029347-0.0036529i,0.00019495-0.0029967i,-0.0030131-0.0019305i,-0.0029974-0.00091562i,-0.00047801-0.001167i,0.0012037-0.0015634i,0.0012177-0.0013816i,0.00085189-0.0011665i,-3.7367e-05-0.00099192i,-0.0013868-0.00042191i,-0.0014777-0.00019214i,-0.00076984-0.00014666i,-0.00016083-0.00093469i,0.00048142-0.001175i,0.00055324-0.00053737i,-0.00047657+3.4437e-05i,-0.0008949+0.0008378i,-0.00010453+0.00041882i,0.00068197-0.0009123i,0.00073106-0.00084848i
-6.1785e-05-0.00010323i,0.0018114-0.00080141i,0.002554-0.0014657i,0.0032708-0.0013801i,0.0034714-0.00074734i,0.0016702+8.1888e-05i,-0.00013044+0.0011063i,-0.00055287-0.00024573i,-0.0010686-0.00106i,-0.00055133-0.00041852i,-0.00011709+0.00046655i,-0.0011007+0.00096449i,-0.00064551-0.00014449i,0.00055165-0.0015804i,0.00099674-0.0017545i,0.00045174-0.0018277i,6.185e-05-0.0021954i,-0.00082615-0.0019768i,-0.0017263-0.0012135i,-0.0013376-0.00072106i,-0.00045165-0.00046971i,0.00056526-0.00011797i,0.0011137-3.6679e-05i
0.0012899+0.00053935i,0.0031463-0.00043179i,0.0040677+0.0021447i,0.0032145+0.0040933i,0.0028784+0.0026311i,0.0023417+0.00025881i,0.00090415-0.00040234i,-0.0001865+0.00043575i,-0.00057553+0.0012399i,-0.00073504+0.00030186i,-0.00021466-0.0014781i,9.4802e-05-0.0011173i,-0.00045878-0.00091575i,-0.00018827-0.0025404i,0.00032671-0.0026066i,-0.00022971-0.0011037i,-0.00057662-0.0011062i,-0.0010084-0.0014342i,-0.001557-0.0020442i,-0.0010359-0.0020306i,-0.00030546-0.00045085i,-5.9806e-05+0.00015608i,-2.7581e-05-0.00021475i
0.0031943+0.001511i,0.004281+0.0017877i,0.0027669+0.0025475i,0.00050796+0.0021275i,-0.00069304+0.00026472i,-0.002179-0.00078167i,-0.0016458+0.00010586i,0.00035212+0.00038208i,0.0010643+0.00053014i,-0.00021859+0.00062365i,0.0001386+0.00012429i,0.0014952+0.00021671i,0.0010521-0.00011206i,0.0004636+4.6991e-06i,0.00097129+0.00052651i,0.0016436+0.00030745i,0.001956-0.00019343i,0.0013609-0.00078156i,0.00092248-0.00051749i,0.00086148-0.00012736i,0.00090736-0.00012472i,0.00064238-0.00024754i,-0.00018023-0.00067949i
0.0034859-0.0005908i,0.0025214-0.0019483i,0.00063208-0.0036467i,-0.0010048-0.0032005i,-0.0016532-0.0011472i,-0.0012717+0.00058531i,-0.00052997+0.00080699i,-0.00037068-0.00060784i,0.00081391-0.0018433i,0.0010551-0.001534i,-0.00061225+0.0001321i,-0.0021992+0.0011871i,-0.0030115+0.001917i,-0.0030809+0.0023128i,-0.0024421+0.0019714i,-0.00094872+0.0017285i,0.00029417+0.0013114i,0.0014812+0.00048751i,0.0019596-5.9099e-05i,0.0018542+3.4751e-05i,0.0019689+0.0005927i,0.0015015+0.00061903i,0.00039846-0.00026728i
0.00031717+0.002014i,0.00034728+0.0012743i,3.7481e-05+0.00042534i,-0.00017012-0.00081848i,-0.00014977-0.0012545i,-0.0012308-0.0003336i,-0.0014457+0.00043581i,-0.00099736+0.00073721i,-0.0010138+8.4163e-05i,-0.0010929-0.0015961i,-0.00067773-0.0017174i,0.00040025-0.00029686i,0.00024232-0.00029934i,-0.00026438-0.0012701i,5.1187e-06-0.000713i,0.00034872+0.00094368i,0.00063163+0.0012762i,0.00088152+0.00067822i,0.00051673+0.00066138i,-0.00031373-0.00010635i,-0.00070492-0.00037854i,0.00016571+0.00013612i,0.0013916+5.4098e-05i
-0.0013302+0.00078831i,-0.0010828-0.00053226i,0.00073171-0.0017754i,0.0027568-0.001729i,0.0028547-0.0018484i,0.0014093-0.0016111i,0.0014458+0.0002657i,0.0023202+0.0019298i,0.0024858+0.0019562i,0.002095+0.00095277i,0.0011217+4.3224e-05i,0.0010155-0.0012498i,0.0011071-0.0017164i,-0.00034542-0.0015348i,-0.0020328-0.0014913i,-0.0019425-0.00083119i,-0.00054053+0.00029975i,0.0008968+0.00088544i,0.0010958+0.0018811i,0.00096798+0.0025026i,0.00060329+0.0016233i,6.6838e-05+0.00045503i,0.00055401-1.1086e-05i
-0.0013472-0.0060027i,-0.0010563-0.0070265i,-0.0025215-0.0043203i,-0.0033294-0.00063281i,-0.0020571+0.00044532i,-0.0011175-0.0011515i,-0.00088467-0.0018657i,0.0002061-0.0013602i,0.0010224-0.00053449i,0.001161+0.0011124i,0.00082809+0.0019198i,-0.00084368+0.0015909i,-0.0023195+0.0006898i,-0.0017189-0.00028375i,-0.0014977-0.00098834i,-0.0017872-0.00097623i,-0.0015477+0.00027416i,-0.0010015+0.00025931i,-0.0009343-0.00028193i,-0.00057188-7.2057e-05i,-0.00041438+0.00056807i,-0.0010638+0.0009156i,-0.0013313+0.0011989i
0.0033699-0.0041912i,0.0042216-0.004799i,0.0030821-0.0050684i,0.00068891-0.0036988i,-0.00084124-0.00074735i,-0.0010639+0.0024297i,-0.00042351+0.0036529i,-0.001222+0.0025352i,-0.0013218+0.00056868i,-0.0011332-0.00040211i,-0.00088932-0.00041652i,-0.00018518-0.00032621i,0.00084288+0.00031418i,0.0014247+0.0010037i,0.00049911+0.0010755i,-0.00017144+0.00073874i,-0.0011894+0.00013906i,-0.0019879-2.2712e-05i,-0.00099154+0.00013185i,-0.00042664+3.8142e-05i,-0.00051381-0.00039704i,-0.0003997-0.00055157i,-0.00019376+0.00052147i
0.001003-0.0005622i,0.0021645-0.0028474i,0.0028768-0.0022752i,0.002846-0.00058044i,0.0029311+0.00032863i,0.0022334+0.0010205i,0.0014785+0.0019925i,0.0011847+0.0028863i,0.00067336+0.0029929i,-0.00013931+0.00093339i,-0.00026227-0.0021164i,0.0011474-0.0037574i,0.0017398-0.0041826i,0.0018804-0.0038728i,0.0014271-0.003103i,0.00022896-0.0027463i,-0.00047256-0.0019392i,-0.0011746-0.00080322i,-0.00099744+0.00037366i,-0.00010573+0.0011178i,0.00021569+0.00048162i,0.00042377-0.00034034i,0.00038634+0.00079792i
-0.0054258+0.001203i,-0.0044225+0.0049125i,-0.0028693+0.0070754i,-0.00089819+0.0059806i,0.00041216+0.0036001i,0.00098435+0.0011745i,0.0015113-0.00036989i,0.0016381-0.0012513i,0.0016166-0.00054584i,0.0017226+0.0015807i,0.0015141+0.0032747i,0.001594+0.0031197i,0.0019131+0.0013666i,0.0025718-0.00037104i,0.0029851-0.00094748i,0.0024017-0.00083941i,0.0015428-0.00011575i,0.0007771-0.0002456i,0.00012863-0.0013214i,-0.00033586-0.0013206i,-0.00061856-0.00022087i,-0.00059562+0.0011349i,-0.00038698+0.001772i
5.4891e-05-0.0063856i,-0.0026303-0.0078174i,-0.0047872-0.0046712i,-0.0038441-0.0004397i,-0.0022396+0.00064873i,-0.0019282+0.00037582i,-0.00278-0.00055313i,-0.002739-0.0016653i,-0.0019371-0.0019552i,-0.001007-0.0020527i,0.00034515-0.00163i,0.00066152-1.6385e-06i,0.00033584+0.0014736i,0.00093734+0.0020279i,0.0011095+0.001528i,0.0012523-0.00037458i,0.0012603-0.0020494i,0.00062681-0.0020367i,-6.5594e-05-0.0012928i,-0.00086774-0.0006473i,-0.00048497+0.00032025i,0.00087611+0.0010087i,0.00074985+0.00031642i
0.0034832+5.9334e-06i,0.0031901-0.00019271i,0.0019616-0.0012215i,0.00094965-0.0019262i,0.00052138-0.0011921i,-0.00056684+0.00067946i,-0.0011886+0.0023782i,-0.0018503+0.0034929i,-0.0024114+0.0033187i,-0.001601+0.001668i,0.00012433-0.00066964i,0.0016918-0.001927i,0.0014739-0.0011359i,0.00090131+0.00056951i,0.00069367+0.0011952i,0.00042142-1.8003e-05i,2.5429e-05-0.00053549i,-0.00029568-0.00042377i,0.00023412-0.00098318i,0.00085119-0.00047559i,0.00071974-2.8397e-06i,0.00049239+0.00013468i,-0.00037799+0.0005123i
-0.00083338-0.0021731i,-0.0020364-0.0025449i,-0.0022185-0.0020066i,-3.2081e-05-0.00071666i,0.0021362-0.00029073i,0.003467+0.00015612i,0.0034318+0.0013458i,0.0040763+0.0017012i,0.0047718+0.00084946i,0.0036629+0.00094409i,0.0025557+0.002178i,-4.5576e-05+0.0034969i,-0.0024455+0.0033941i,-0.001913+0.0023645i,-0.0006447+0.0011897i,-0.00062981+0.00066136i,7.0241e-05+0.00083698i,0.0014302+0.0010784i,0.0010753+0.00024002i,8.6404e-05-0.00041583i,0.00098769-4.5136e-06i,0.0016251+1.0181e-05i,0.00083549-9.9443e-05i
0.000872-0.00010608i,0.0040603+0.00060046i,0.0027017+0.0010492i,-8.5205e-05+0.001711i,-0.00049903+0.0014115i,-0.00024884-0.000609i,1.7503e-05-0.0029279i,-0.0002077-0.0041221i,-0.00070568-0.0037301i,-0.00015012-0.0016196i,0.00053511+0.00022654i,0.00099049+0.00062622i,2.4796e-05+0.00037245i,-0.0012581-3.8507e-05i,-0.00084225-0.00018072i,0.00056139-0.00021705i,0.0012461-0.00034679i,0.00063338-5.2426e-05i,-0.00037634-0.00018569i,-0.00037826+4.5343e-05i,0.00020784+0.00080616i,0.00050381+0.0012438i,0.001025+0.00064381i
0.0031223-0.0036799i,0.0022046-0.0049719i,0.00048763-0.0040804i,0.00046062-0.0019862i,0.00095931+5.0959e-05i,-1.5105e-05+0.0010332i,-0.0025419+0.0020013i,-0.0039802+0.0020657i,-0.0032334+0.0017624i,-0.0020076+0.00063595i,-0.0019349-0.0017063i,-0.0022917-0.0036938i,-0.0021793-0.0037946i,-0.0011205-0.0025564i,-0.00057582-0.0017901i,-0.00069808-0.0014483i,-0.00099016-0.0015407i,-0.00057507-0.00065739i,0.00060532-0.000285i,0.00032439-0.00069047i,-0.00028726-0.00055818i,-0.00018916-0.00059417i,0.00016883-0.00048853i
