-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
0.013441+0.0093421i,0.0061324+0.0087253i,0.0012996+0.0039156i,0.00037398-0.00045021i,-4.8371e-06-0.0025955i,8.0147e-05-0.0036516i,7.2409e-05-0.003306i,-0.00047206-0.0024764i,-0.0010343-0.0017804i,-0.00091619-0.00088962i,-0.0005322-0.00082067i,-0.00026782-0.0010712i,0.00067494-0.0010471i,0.0012081-0.0014218i,0.00070658-0.001292i,0.00040337-0.00066351i,0.00082512+0.0001517i,0.0010998+0.00096068i,0.00049575+0.00095869i,0.00051713+0.00032552i,0.0010902+0.00015125i,0.00083164+0.00022907i,0.00061519-0.00021089i
-0.0013037+0.014222i,-0.0051332+0.0065118i,-0.004476-0.00085899i,-0.0023428-0.0026242i,-0.00051789-0.00246i,0.001883-0.002153i,0.0029613-0.0014578i,0.002872-0.0012933i,0.0024861-0.0012333i,0.0013243-0.00089829i,0.00074119-0.0010163i,0.00079709+5.1859e-05i,0.00053323+0.0015524i,0.00050971+0.0013323i,0.00083247+0.00065841i,0.00049036+0.00050922i,-0.000686+0.00077168i,-0.0010959+0.00073751i,-0.00090458+0.0010431i,-0.00048731+0.0013201i,0.00064661+0.00048547i,0.00092145+7.3988e-05i,0.0011821+0.0002391i
-0.012015+0.0048014i,-0.0074694-0.00215i,-0.0028931-0.0048477i,-0.00087677-0.0034026i,0.00030913-0.0010929i,0.0012708+0.0010055i,0.0018707+0.0018933i,0.0025462+0.0015481i,0.0022289+0.00096093i,0.001856+0.00017397i,0.0012898-4.5981e-05i,-2.5842e-05-0.00055223i,-0.00067235-0.0010776i,-0.00026925-2.5174e-05i,0.00057114+0.00060957i,0.00027132+0.00037493i,-0.00048917+0.00046122i,-0.0006349+0.00053302i,-0.00041738+0.0010182i,-0.00044431+0.00079228i,-0.00053151+0.000538i,-9.3327e-05+0.00073261i,-0.00021116+0.00063367i
-0.0099001-0.0088535i,-0.0038926-0.008156i,-0.00044707-0.0026039i,-6.4135e-05+0.00088929i,0.00079861+0.0012344i,0.00088299+0.0011771i,8.1884e-05+0.0019497i,0.00033355+0.0031443i,0.00088278+0.0025558i,0.00058687+0.0017047i,0.00064641+0.0010375i,0.00045393-0.00030058i,-0.0006957-0.0015311i,-0.0016004-0.00087979i,-0.001096+0.00042063i,-0.00016477+0.00041983i,-0.00055181+0.000231i,-0.00068404-5.2748e-05i,-0.0008323+0.00018148i,-0.00096034+0.00062559i,-0.00091481+0.00044222i,-0.00083115+0.00094712i,-0.0006478+0.0015339i
0.0036686-0.011576i,0.0048023-0.0060823i,0.001562-0.0018414i,-0.002486+6.9032e-05i,-0.0033426+0.00028009i,-0.002081-3.9521e-06i,-0.0022064+0.00036154i,-0.002083+0.0011225i,-0.00076004+0.0010721i,-0.00050801+6.5548e-05i,-0.00028559+0.00028114i,0.00039285+0.0009238i,-4.4747e-05+0.00051361i,-0.00077312+0.00046964i,-0.0004355+0.00067429i,-0.00036567-0.00035696i,-0.0011858-0.001606i,-0.0010556-0.0010358i,-0.00034964+0.00012819i,-0.00044988+0.00026049i,-0.00041174+0.00017844i,-0.00064693+3.4967e-05i,-0.0006131+0.00035327i
0.011195-0.0040466i,0.0050878+1.8238e-05i,-0.0016495-0.00097241i,-0.0047993-0.0020501i,-0.0039228-0.00090006i,-0.0018453-0.00035912i,-0.00054789-0.00067377i,0.00044309-0.001782i,4.1268e-05-0.0018314i,-0.00082786-0.00088624i,-0.0010147-0.00093722i,-0.00071487-0.00058072i,0.0004555+2.1313e-05i,0.0012135+0.00039684i,0.00091129+0.0009842i,0.00086837+0.00027158i,0.00047832-0.00070044i,0.00043951-0.00072531i,0.00054381-0.00056227i,-5.482e-05-0.00028786i,-0.00083875-0.0002383i,-0.00052499+0.00021099i,0.00037025+0.00060134i
0.0069273+0.0072571i,0.00035964+0.0027038i,-0.0027209-0.0015484i,-0.002233-0.0025726i,-0.0012355-0.0015447i,-0.0003893-0.00089576i,0.00091084-0.00062212i,0.0017023-0.00016525i,0.0016405-0.00015882i,0.00142+0.00028088i,0.0010073+0.00066114i,0.00043055-0.00013066i,0.00022784-0.00086559i,0.00021355+0.00016905i,0.00032172+0.00056759i,0.00011506+0.00083319i,0.00047361+0.0013638i,0.00082311+0.00096162i,0.00042103+4.7521e-05i,0.00011256-0.00018604i,0.00036606+0.00035202i,0.0010325+0.0011421i,0.0005035+0.0014118i
-0.0056734+0.0073509i,-0.0063337+0.0008305i,-0.0042948-0.0025411i,-0.0025435-0.002309i,-0.0006849-0.0015891i,0.0011627-6.2104e-05i,0.0016613+0.001178i,0.0013576+0.00146i,0.0013926+0.0016605i,0.0011815+0.0010192i,0.00093655+0.00033005i,0.00035545+0.0003324i,0.00015842+0.00048992i,0.00096009+0.00041863i,0.0017503-0.00014584i,0.00093864-3.782e-05i,-0.00040309+0.00021309i,-0.00066058+2.2432e-05i,-0.00040783-8.3767e-05i,-0.00044711-8.2384e-05i,0.00036261+4.421e-05i,0.00066882+0.0004897i,8.6467e-05+0.00038462i
-0.0091502-0.00034855i,-0.0043314-0.0037303i,-0.0002562-0.0024918i,0.0019351-0.0012408i,0.0022301-0.00081535i,0.00042329+0.00039359i,-0.00029315+0.0014112i,0.00055214+0.0016904i,0.00072646+0.0015906i,0.00044484+0.0012505i,0.00051519+0.00028929i,0.00060039-0.00038609i,-9.6546e-05-0.00064265i,-0.00075359-0.000386i,-0.00079039-0.00096426i,-0.00086884-0.0012045i,-0.0007348-0.0006342i,-0.00035028-0.00038192i,-7.8224e-05-0.00067468i,-0.00027755-0.00094102i,-3.0115e-05-0.00014513i,8.0024e-05+0.00027794i,0.00013175+4.0716e-06i
-0.001591-0.0077515i,0.001985-0.005695i,0.001234-0.0029698i,-0.00065667-0.00086132i,-0.0017941+0.00018325i,-0.002184-0.00028494i,-0.0021686-0.00070921i,-0.0018623-0.00014749i,-0.0014369+0.0006551i,-0.00051328+0.00061501i,-0.00016985+0.00016355i,-0.00072359-2.5161e-06i,-0.0013839-6.8647e-05i,-0.0011795-0.00048837i,-0.00091671-0.00072282i,-0.0007721-0.00098246i,-0.00056977-0.00079909i,-0.00047572-0.00051835i,-6.8996e-06-2.124e-05i,-0.00018316+7.5048e-05i,-0.000522-0.00022352i,-0.00037035-0.00051267i,0.00046717-0.00048364i
0.006455-0.0052029i,0.0032271-0.0023652i,-0.00056764-0.00098678i,-0.0013245+7.1338e-05i,-0.00053905+0.0010787i,0.00013166+0.00093715i,0.00051046-0.00092498i,0.00015069-0.0014498i,-0.00060075-0.00099286i,-0.001423-0.00063622i,-0.0011931-0.00036745i,0.00051187-0.00065276i,0.00069655-0.0012422i,0.00022705-0.0012143i,0.0004093-0.00069469i,0.0012282-4.5104e-05i,0.0010457+0.00030407i,0.00089699+0.00053342i,0.0010119+0.00085289i,0.00050478+0.00062162i,0.00017698+0.00016658i,-6.8434e-05-0.00039599i,4.6598e-05-0.00016172i
0.0070964+0.0042237i,0.0029896+0.0042761i,-0.00084171+0.001814i,-0.0024873+0.00048469i,-0.0013984+0.00066078i,0.00017496+0.00050095i,0.0002526+0.000713i,-0.00041656+0.00069129i,-7.2841e-07+0.00015908i,0.00023596+0.00016089i,0.00047513-5.2007e-05i,0.00078997-0.00036932i,0.00021455-0.00015093i,-0.00027579-0.00083324i,-0.00010813-0.001313i,4.9152e-05-0.00093421i,-0.00013368+0.00029875i,-0.00039821+0.00061172i,-0.00011069+0.00039827i,-0.00018229+0.00058686i,-0.00026244+0.00020318i,5.8318e-05-1.3858e-05i,-0.00031596+0.0006729i
0.00043859+0.0048065i,-0.0037592+0.00085819i,-0.0051457-0.0024285i,-0.0056439-0.0023678i,-0.0043732-0.00094576i,-0.0012595+0.00066455i,0.00019515+0.0017772i,0.00068628+0.0015488i,0.0011892+0.001098i,0.0007693+0.0011191i,0.00018878+0.00071903i,-0.0003511+0.00045216i,5.4717e-06+0.00056642i,0.00089159+0.00038514i,0.0005986+0.00038802i,-0.0002544+0.00067869i,-0.00088541+0.00083795i,-0.0011779+0.0013287i,-0.00064741+0.0010928i,4.9711e-05+0.00035221i,-4.3665e-06+0.00014068i,-6.4279e-05-0.00021995i,-0.00011449-9.6936e-06i
-0.0065577+0.003469i,-0.0038596-0.00052284i,-0.0016123-0.0013409i,-0.00097297-0.0023797i,0.0002967-0.0029866i,0.00088374-0.0015085i,0.00012244+6.3848e-05i,-0.001109+0.0016279i,-0.0013457+0.0022589i,-0.00068321+0.0012113i,-0.00031972+0.0002718i,-0.00096014+0.00024764i,-0.00069724+0.00027439i,0.00034419-0.00036556i,0.00055915-0.0010649i,0.00057469-0.00053559i,-3.0161e-05-0.00038682i,-0.0008942-0.00014446i,-0.0014622+0.00066768i,-0.0011376+0.00066471i,2.3226e-05+0.00076737i,0.00090509+0.00064753i,0.0009218+0.00016151i
-0.0038954-0.0049914i,-0.0010533-0.0057562i,-0.00071084-0.0046059i,-0.0011077-0.0027198i,0.00020729-0.0009351i,0.00025657-0.00070433i,-0.00068914-0.00077366i,-0.00097136+0.00055644i,-0.00068776+0.00067875i,-7.8935e-05-0.00026909i,1.186e-05-0.00052859i,-0.0004527-0.00029733i,-0.00032666+0.0002418i,0.00056486+0.00046822i,0.00090124-0.0007888i,6.9814e-05-0.0010753i,-0.00044224-0.00035457i,-0.00077084-6.721e-05i,-0.00087986+0.00037231i,-0.00010403-0.00011429i,0.00019509-0.00078205i,3.8401e-05-0.00077284i,-8.2467e-05-0.00063195i
0.0034689-0.0079295i,0.0036563-0.0051159i,0.0021253-0.0030841i,0.00047766-0.0017957i,0.00066686-0.00089549i,0.0015813-0.00032859i,0.0020303-0.00037523i,0.0013807-0.00064484i,0.00036023-0.00067354i,0.0004896-0.00054662i,0.00063448-0.00096086i,0.000143-0.00069936i,0.00040754+3.9562e-05i,0.00066408-0.00014446i,0.00085472-0.00013105i,0.0013034+0.00027757i,0.00098796+0.00074534i,0.00034901+0.00085451i,0.00013964+0.00051792i,0.000546+0.00026376i,0.00071041-0.00041989i,0.00017123-0.0013203i,0.00013737-0.00074303i
0.0054821+4.9057e-05i,0.0032628+0.0012441i,0.0011308+0.001591i,-0.0013005+0.00163i,-0.0022055+0.0011139i,-0.0017013+0.00023606i,-0.0014887+3.3507e-05i,0.00010165+0.00015816i,0.0014617+0.00037137i,0.0011951+0.0003955i,0.00049224-0.00054581i,-0.00065533-0.00084588i,-0.0010911-0.00075535i,-0.00068795-0.00092633i,-0.00068828+0.00018162i,-0.00041513+0.0009621i,-1.4393e-05+0.00027248i,-0.00018519-4.7108e-05i,-7.9037e-05+0.00052038i,-0.00014344+0.0014002i,0.00089531+0.001194i,0.0021184+0.00063264i,0.0012977+0.00022167i
0.0027894+0.0047872i,-0.001108+0.0027034i,-0.0039605-0.00019637i,-0.0052634-8.4293e-05i,-0.0044922+0.0016126i,-0.0016785+0.0022032i,0.0009887+0.0017696i,0.001248+0.0013279i,0.0010905+0.00036853i,0.0012225+0.00022463i,0.0010157+0.000369i,0.0009469-0.00059537i,0.00055469-7.0367e-05i,-0.00069589+0.00034627i,-0.0017801-0.00034503i,-0.0013843-0.00081415i,-0.00046049-4.7225e-05i,-0.0003273+0.00055427i,-0.00081746-0.00070352i,-0.00027938-0.0011269i,0.00027973+6.705e-05i,-0.00056043+0.00061114i,-0.001314+9.9695e-05i
-0.00081261+0.0042764i,-0.00058657+0.0003924i,-0.00027103-0.0030599i,-0.0010153-0.0043438i,-0.00059727-0.0032481i,-0.00020844-0.0011318i,-0.00025656+0.00042585i,0.00053202+0.0010471i,0.00091683+0.0013002i,-7.9785e-05+0.00071973i,0.00023458-0.00024033i,0.00032441-3.739e-06i,-0.00091994+0.00082385i,-0.0011213+2.2908e-05i,-0.0006592-0.00088661i,-0.0010522-0.0011851i,-0.0013552-0.0015261i,-0.00032475-0.00060245i,0.00066535+0.00062775i,0.00070476+0.00078816i,0.00044454+0.00086224i,-1.6965e-05+0.00034397i,-0.0004524-0.00068176i
-0.0031589+0.00014989i,-0.001845-0.0023182i,-0.0013723-0.0034047i,-0.0013694-0.0029696i,-0.0016291-0.0034733i,-0.0018316-0.0035357i,-0.0016312-0.0015941i,-0.00089203+0.00043851i,-3.7832e-05+0.0012095i,-5.8287e-05+0.00061499i,-9.3723e-05-0.00024758i,-0.00021309+1.27e-05i,-0.00049514-0.00012882i,-0.00016974-0.00089706i,0.00094623-0.0014188i,0.0008105-0.0015259i,-5.9033e-05-0.00035503i,-0.00015826+0.00027945i,0.00025596-0.00022804i,0.00096204+4.7299e-05i,0.0010274+0.00031779i,0.00091032+0.00028697i,0.00070526+0.00084391i
0.00075495-0.00598i,0.0028747-0.0061774i,0.0023463-0.0059418i,0.0012693-0.00464i,0.0008525-0.0027536i,0.00085917-0.0012985i,0.00060422-0.00082651i,0.00068656+1.1002e-05i,0.00039129+0.00035043i,8.2798e-05+6.3752e-05i,-0.00035323-0.00012295i,-0.0008466-0.0006155i,0.00015209-0.00038062i,0.00081124+0.00050069i,0.00061332+0.00097411i,0.0005147+0.00058799i,0.00017036+0.00018285i,-0.00021772+0.0005758i,-0.00045444+0.00022196i,0.00024644-1.7003e-05i,0.00046291+0.00060886i,0.00047638+0.00043376i,0.00069383+0.00059196i
-0.000336-0.0011408i,-0.0013849+0.00075075i,-0.0028863+9.303e-05i,-0.0022846+0.00093372i,-0.00056142+0.0024875i,0.00089871+0.0016454i,0.0015797-0.00048597i,0.0017973-0.0011272i,0.0011234-0.00085886i,0.00055933-0.00056105i,0.00031712-0.00043654i,8.4445e-05-0.00035085i,0.00091781-0.00034154i,0.0019033-0.00018585i,0.0013818+0.00077544i,0.00026276+0.0014348i,-0.00036411+0.0010908i,-0.00070182-0.00012883i,-0.00055258-0.00019873i,0.0002519+0.00010352i,0.00048992+0.00031368i,9.01e-05+0.0002004i,-1.3755e-05-1.2751e-05i
0.001658+0.00089301i,0.00037813+0.0016855i,-0.0014615+0.00075122i,-0.0020092+0.0010682i,-0.00033718+0.0013331i,0.0015654+0.00067447i,0.0021682+0.00035158i,0.0021177+0.00095672i,0.001765+0.0011609i,0.00071832+0.00059194i,0.00050577-0.00061555i,0.00076363-0.00054124i,0.00045445+0.0001873i,-0.00052128-0.00030087i,-0.0011748-0.00030357i,-0.00081218-9.3416e-05i,-0.0010044-1.5126e-06i,-0.001412+0.00021478i,-0.00085234+2.7407e-05i,-0.00037173-5.1785e-05i,-0.00055103+1.3423e-05i,-0.00059562-0.00022164i,-0.00078002-0.00026572i
0.0014691+0.0017806i,-0.0011301-0.00065443i,-0.0019443-0.0021414i,-0.0031704-0.0015888i,-0.003516-0.00079353i,-0.0016628+0.00068492i,-0.00031981+0.0016086i,0.0011008+0.0012153i,0.0018256+0.0007403i,0.00041946+0.00025478i,-0.00015615+0.00059715i,-0.00041595+0.00023832i,-0.00088126-0.00092844i,-0.00085553-0.00030993i,-0.00070098+0.00042895i,-0.00049861+7.2145e-05i,-0.00096406+0.00029416i,-0.0010613+0.00044744i,-0.0010179+1.2622e-05i,-0.00083931-0.00016099i,-0.00036482-0.00041034i,-0.00051789-0.00070357i,-0.00080365-0.00097014i
-0.0016541+0.0014469i,-0.001631-0.001953i,-0.0023624-0.0028117i,-0.0031003-0.0019893i,-0.0029175-0.0011803i,-0.002611+0.00020211i,-0.0014586+0.00055161i,-0.00035907+0.00044753i,-9.9929e-05+0.00039021i,-0.00055565+0.00030044i,-0.00094679+0.00020109i,-0.00073618+4.527e-06i,-0.00014839-0.00030737i,0.0002787-0.00055429i,9.9881e-05-0.00051422i,-0.00018076-0.00041601i,0.00034217-0.000185i,0.00062653+0.00027137i,-9.3165e-05+0.00064847i,-0.00020691+0.00049403i,-0.00025803+9.9011e-06i,-0.00052585-1.3619e-05i,0.00014806+3.1748e-06i
-0.00027247-0.0023079i,0.0013145-0.0030823i,0.0010877-0.005126i,-0.00065659-0.0053233i,-0.0018681-0.0034922i,-0.0016962-0.0017992i,-0.0005486-0.0014936i,0.00060171-0.0015886i,0.0012427-0.00088792i,0.0010054-0.00041361i,-0.00010395-0.00061482i,-0.00098401-0.00080324i,0.00015257-0.00039137i,0.0019896+0.0001107i,0.0021867+0.00042204i,0.0015087+0.00013284i,0.0016009-0.00035716i,0.0011262+0.00024697i,6.8887e-06+0.00070578i,-0.00047547+0.00094523i,2.1734e-05+0.0008289i,0.00066435+0.00043085i,0.00050811+0.0004697i
0.00069608-0.00061825i,0.0020202+2.4547e-05i,0.0019265+0.00060026i,0.0012267+3.4782e-05i,0.0021628-0.0005167i,0.0022574-0.0010921i,0.00074934-0.0013948i,0.00018765-0.00056973i,0.00058217+0.00011328i,0.0013402-0.00033063i,0.0011492-0.0007198i,0.00074297-0.00075856i,8.7946e-05-0.00033491i,3.7134e-05+0.00047172i,0.00027326+0.00061768i,0.00038346+0.00030905i,0.00050351+5.7856e-05i,0.0003415-0.0002218i,0.00038897-0.00055088i,0.00031157+4.7151e-05i,0.00030367+0.00085578i,0.00044595+0.00068303i,0.0003785+0.00075042i
0.0012689-0.00075713i,-0.00011743+0.00041703i,-0.0016367-0.00050935i,-0.0011708+0.00016022i,-0.00037014+0.00080428i,0.00068389-0.00046076i,0.0011668-0.00056292i,-0.0002713-0.00037288i,-0.0012283-0.0008414i,-0.00048687-0.00086494i,0.00090789-0.00059498i,0.00099597+0.00021511i,0.00036872+0.0010783i,0.00075412+0.00078643i,0.00092186+0.00032876i,0.00019227+0.00094124i,-0.00015382+0.0010196i,-0.0007666+0.00013526i,-0.00063878-0.00084791i,-4.4807e-05-0.0011767i,-9.5897e-05-0.00027476i,-0.00014646+0.00036751i,-0.0004472+0.0002628i
0.0014961+0.0012388i,0.00067541+0.00088787i,6.4946e-05-0.0003995i,-0.0008666-0.001064i,-0.0015314-0.00027921i,-0.00045894+0.001733i,0.00015441+0.0025274i,0.00081118+0.0014478i,0.0013488+0.00054769i,0.0015974+4.0916e-05i,0.0018567-0.00041955i,0.0010284+0.00012887i,-3.9678e-05+0.00092235i,-0.00030345+0.00064536i,-0.00030128+9.9515e-05i,-0.00021529+0.00034784i,2.0772e-05+0.00021046i,9.9871e-05-4.9843e-05i,-0.0003579+6.8022e-06i,-0.00069279+0.00022616i,-0.00057245+0.000315i,-0.00045176+4.0894e-05i,-0.0010042+6.1247e-05i
-0.00076111+0.0030723i,-0.00048573+0.0004103i,-0.00043914-0.0010533i,-0.0014137-0.0017998i,-0.0013377-0.0012013i,-0.0015975-0.00047546i,-0.0011071-0.00042278i,-0.00012654+7.1923e-05i,0.00037018+0.00023497i,0.00048559+0.00027686i,5.764e-05+0.0001851i,-0.00028463-0.00043949i,-0.0010601-0.0007103i,-0.0011418-0.00087064i,-0.00086591-0.0010069i,-0.00040669-0.00067027i,0.0001596-9.687e-07i,0.00038699+0.00064167i,0.0003413+0.00084972i,0.00025292+0.00044734i,-0.00021102+0.00023019i,-0.00079425+0.00071428i,-0.0011592+0.00037558i
-0.0036923-0.0014846i,-0.0040218-0.001782i,-0.0048163-0.0020255i,-0.0057712-0.0018777i,-0.0045941-0.00099928i,-0.0029747-0.00088537i,-0.0014561-0.00085994i,-0.00037964-0.00040182i,0.00028449-9.5434e-06i,0.00062027+2.5465e-05i,0.00047718-0.00035944i,0.0010287-0.0010186i,0.0017086-0.0018421i,0.0013615-0.0016167i,0.00072754-0.0010339i,0.00036905-0.0011349i,-0.00044674-0.00064882i,-0.0011619-0.00051084i,-0.00060006-0.00040704i,2.4996e-05-0.00042162i,-0.00029008-0.00068843i,-0.00045883-1.8035e-07i,-0.00050817+0.00073017i
0.00066182-0.000927i,0.0014023-0.0023522i,0.0012768-0.0023632i,0.0011123-0.0026457i,0.00089762-0.003407i,0.00097997-0.0030764i,0.00056042-0.00054363i,0.00032856+0.0017041i,0.00071245+0.0022174i,0.00085481+0.001355i,0.00053463-0.00031311i,0.00055152-0.0015107i,0.00023359-0.0015964i,6.8695e-05-0.00084434i,0.00013917-0.0005088i,5.3684e-05-0.0011029i,-9.1738e-05-0.0015052i,-0.00042306-0.00041498i,-0.00042887+0.00072341i,0.00013755+0.00036007i,0.00017579+2.4766e-05i,-0.0001961-0.00040087i,-0.0003042-0.00069909i
0.0016653-0.0027151i,0.00064323-0.0027018i,-0.00088231-0.0031061i,-0.0011988-0.0022591i,-0.00051116-0.00071476i,0.00097301-0.00057631i,0.0011817-0.00077929i,0.00061443-0.00053434i,-0.00029455+0.00055173i,-0.00083727+0.00085628i,-0.00046328+0.00039407i,0.00058438+0.0004585i,0.0010233+0.0015356i,0.0012492+0.0025008i,0.0015022+0.0016336i,0.0014159+6.0404e-05i,0.00098129-0.00060664i,0.00086992-0.00035779i,0.00035079+0.00084163i,-0.0002791+0.0013626i,0.0005798+0.00021266i,0.001452-0.00075733i,0.0014099-0.0001516i
0.0020509+0.00036293i,0.0023906+0.0013351i,0.0016682+0.00098516i,0.00065359+0.0011723i,0.00085307+0.0020417i,0.001441+0.0022243i,0.0013243+0.0017638i,0.0010204+0.0011981i,0.0011839+0.00076155i,0.00050752+0.0006983i,-0.00025474-4.6637e-05i,0.00054129-0.00098259i,0.0006104-0.00017947i,-0.00053391+0.00080807i,-0.0004134+0.000726i,-0.00073729+0.00068147i,-0.00091222+0.00054559i,-0.0006173+0.00051697i,-0.00077398-0.00034317i,9.9483e-05-0.00034517i,0.00056954+0.0011003i,0.00071531+0.00064043i,0.00050818-0.00038909i
-0.00054913-0.00069196i,-0.001576-0.0013484i,-0.0028573-0.003031i,-0.0036508-0.002405i,-0.0028168+0.00075322i,-0.00086184+0.002085i,4.3737e-05+0.001109i,0.00068439+0.00073074i,0.0013132-4.5761e-05i,0.0012052-0.00043371i,0.00071353+0.00034601i,-7.598e-05+0.00069511i,-0.0005787+0.00050533i,-0.00040467+0.00013846i,0.00014465+0.00020523i,-0.00019184+0.00039358i,-0.0001302-0.00030666i,-0.00073154-0.00030475i,-0.00089572-7.3184e-05i,0.0001969-0.0002335i,0.00037411+0.00060865i,-0.00013712+0.0011862i,-0.0011782+0.00038126i
-0.0023578+0.0020667i,-0.0020828+0.00057017i,-0.0023441-0.00011725i,-0.0020904-0.00012642i,-0.0015525-5.3478e-06i,-0.0019839-0.00037849i,-0.0022945-0.00063675i,-0.0007523+0.00035643i,0.00026725+0.0012242i,0.00029687+0.0012547i,-0.00033911+0.00064351i,-0.00085534+2.2722e-06i,-0.00096213-0.00034242i,-0.00098259-0.0017497i,-0.0012613-0.0020137i,-0.0012155-0.001731i,-0.00056092-0.0011296i,-0.00068062-0.00054523i,-0.00046794+0.00084667i,0.00054042+0.001588i,0.00096596+0.00087915i,0.00021352+0.00076405i,-0.00072316+9.7922e-05i
-0.0014806-0.0017103i,-0.00093845-0.0024651i,-0.0019068-0.002047i,-0.001515-0.0010429i,-0.00070125-0.00079834i,0.00013399-0.0014779i,-0.00010503-0.0010115i,-0.00059533+0.0001855i,-0.00048191+0.0018034i,-0.00064092+0.0024206i,-0.00031757+0.00090958i,-0.00029657-0.0010534i,6.2168e-06-0.0020959i,0.00084596-0.0019302i,0.0009998-0.001653i,0.00033463-0.00084034i,-0.00014395-7.2078e-05i,-0.00040571-0.00059407i,-0.00092141-0.00029013i,-0.0006692+0.00047033i,-0.00035782+0.00034306i,0.00058704-0.00052678i,0.0010427-0.0006116i
0.0006894-0.0014698i,-0.00021045-0.0018027i,-0.00126-0.0025295i,-0.00099186-0.0030713i,9.1049e-05-0.002234i,0.00077736-0.0012364i,0.00078246-0.00050096i,0.0012321+0.00086397i,0.0007406+0.0019753i,-0.00083365+0.0012079i,-0.00073798-4.9458e-05i,0.0004918-6.7509e-05i,0.00074547-0.0004088i,0.0011968-0.00034614i,0.0015948+0.00025245i,0.0013685+0.0002694i,0.00019703+0.00075362i,-0.00025686+0.00030689i,5.4231e-05+0.00030614i,-0.00032683+0.00041555i,-0.00021715-0.00029688i,5.2812e-05-0.0002794i,0.00031821+0.00038631i
0.0012164-0.0024159i,0.00049493-0.0016047i,-0.00084847-0.0012922i,-0.00094474-0.0010504i,0.0011229+0.00028966i,0.0021739+0.0015652i,0.0019353+0.0013212i,0.0017222+0.00036572i,0.0010638-0.00047904i,0.00013232-0.00049786i,-0.00044846+5.6373e-05i,-0.00017495+0.00092548i,0.00014463+0.0014153i,0.00090455+0.0012064i,0.001729+0.00080974i,0.0016064+0.0011059i,0.00069146+0.0012566i,-6.1164e-05+0.00094362i,6.8943e-06+0.00075882i,0.00053296+0.00084683i,-0.00011447-0.00011093i,0.00017161-0.00078334i,0.00054719+0.00027134i
0.0012728-0.00086196i,-0.00053625-0.0013555i,-0.002264-0.001705i,-0.0033388-0.0010027i,-0.0026859+0.00059891i,-0.00087385+0.0012834i,0.00035991+0.00036902i,0.00089886+0.00017852i,0.00052392+0.00030215i,-0.00037303-0.00043419i,-0.00079962-0.00065348i,-0.00038152-1.2571e-06i,-0.00064625+0.00067077i,-0.00021003+0.0014032i,0.00030225+0.0014913i,-0.00051064+0.00049793i,-0.0015112+0.00015791i,-0.0011337+0.00018791i,4.7435e-05+8.9052e-05i,0.00063047+0.00039521i,0.0010462+0.00075789i,0.0008178+0.00090954i,-0.00012149+0.0015128i
0.00059493-6.0559e-05i,0.00048748-0.00044035i,-0.0013019-0.00038179i,-0.0018995-0.0010062i,-0.00067809-0.00038304i,-4.5774e-05+0.0010073i,0.00021562+0.0013976i,0.00045109+0.0011813i,0.00037795+0.00044367i,-0.00012316+0.00058447i,-8.6374e-05+0.00018997i,4.4988e-05-0.00030932i,-0.00060622-0.00020637i,-0.00096388-0.00042928i,-0.00062388-0.00041703i,-0.00050649-0.00081065i,-0.00045193-0.0012176i,0.00010887-0.00079758i,0.00058576-0.00091247i,0.00044994-0.00089619i,-0.00031621-0.00056912i,-0.00034192-0.00023451i,-0.00054877+6.4306e-05i
0.0003305-0.00049891i,0.00078555-0.0013347i,-0.0012214-0.0024957i,-0.002334-0.0025826i,-0.001251-0.0018503i,-0.00069883-0.0012753i,-0.000154-0.00044007i,0.00031616+0.00064493i,3.4505e-05+0.00092443i,0.0005001-0.00030796i,0.0011568-0.00069897i,0.0013086-0.00045263i,0.00068418-0.00010851i,6.6164e-05+0.00020984i,2.2235e-05-0.00012984i,0.00010288-0.00071037i,-3.0755e-06-0.00066403i,-0.00014892-0.0008159i,-0.0003918-0.0010751i,-0.00064936-0.00083797i,-0.0006953-0.00037735i,-0.00029523-0.00039086i,-0.00024592-0.00061992i
0.00026252-0.0012099i,-0.0012402-0.0016789i,-0.0033387-0.0014468i,-0.004425-0.0010206i,-0.0036126-5.3119e-05i,-0.0011653+1.9646e-05i,0.00067691-9.0014e-05i,0.00073652+0.00045893i,-0.00022201+0.00091506i,8.7329e-05+0.00072716i,0.00075187+0.00059741i,0.0010964+0.0003799i,0.00090317-0.00034647i,-0.00014842-0.00077613i,-0.00025046-0.00091581i,-7.0556e-05-0.0012007i,-0.00079814-0.0014871i,-0.00080633-0.00084781i,-0.00017309+0.00043302i,0.00029124+0.0011992i,0.00025738+0.0012543i,-8.4174e-05+0.00071616i,0.00048009-0.00019088i
