-0.0011347+0.00060208i,0.0001489-0.0010085i,0.00029973-0.0020328i,0.00028236-0.0016099i,7.9546e-05-0.00032438i,-0.00067704+0.0005392i,-0.00030081+0.00080566i,8.2312e-05+0.0012796i,-7.6328e-05+0.000919i,-3.1916e-05+0.00052105i,-0.00086864+0.00027167i,-0.0011231-1.508e-05i,-0.0013279-0.0003958i,-0.0013201-0.00094131i,-0.00077836-0.00071077i,-0.00098917-0.0003166i,-0.00037181-0.0011397i,0.00045665-0.0014371i,1.27e-05-0.00060346i,-0.000435+0.00027434i,0.00032678+3.8868e-05i,0.00086588+0.00021989i,0.00046852+0.00043457i
-0.00024126-0.00058964i,-0.00092419-0.0005857i,-0.0018365-0.00088946i,-0.0019126-3.2916e-05i,-0.0021189+0.00040998i,-0.0011183-0.00017109i,5.5312e-05-2.5717e-05i,-8.5647e-05-0.00041883i,0.00016931-0.00035344i,0.00038439+0.00028719i,0.00013243+0.00072321i,0.00053777+0.00068038i,0.00052811-9.0459e-05i,9.0754e-05-0.00077247i,3.1789e-05-0.0011411i,0.00029049-0.00079996i,0.00045032+0.00012891i,7.2027e-05-0.00014235i,-0.00050441-0.00075629i,-0.0011597+0.00020051i,-0.00089308+0.00084634i,0.00037203+0.00067651i,0.0010799+8.2005e-05i
0.00051382+0.00048001i,0.00051935+0.000156i,0.0011215-0.000169i,0.0014766-0.00011305i,0.0016107+0.00041823i,0.00067918+0.00077755i,-0.00056346+0.00040175i,-0.00095509-0.00030461i,-0.00077259-5.6383e-05i,-0.00035426+0.00076107i,0.00023206+0.00016562i,0.00049206-0.00035828i,7.6722e-05+0.00021509i,0.00014267+0.0010199i,0.00068684+0.00049452i,0.00051908-0.00022989i,-0.00035759+0.00052906i,-0.00071847+0.00082327i,-0.00035202+0.0010323i,-0.00086152+0.00091846i,-0.0010809+0.00052369i,-0.00023545+0.00089817i,3.1203e-05+0.00043589i
0.00045901-0.0001268i,-0.0010538+0.00025327i,-0.0019456-0.00060153i,-0.0018364-0.0016625i,-0.0015836-0.0018315i,-0.0016117-0.00067322i,-0.0017794+0.0001566i,-0.0011312-4.537e-06i,-0.00064085-0.00087539i,-0.00017987-0.0010535i,0.00035677-0.00065568i,-5.9605e-05+0.00054617i,-0.00043388+0.0005938i,-0.00049733-0.00038966i,1.5912e-05-0.00058693i,0.00076659-0.00076729i,0.00079856-0.00016115i,0.00047012+0.00045639i,0.00034732-2.1969e-05i,0.00058261+0.00014073i,0.00056043+0.00089557i,-0.00018418+0.00066417i,-0.00067123+0.00063666i
-0.00028957-0.00069157i,-0.0004811-0.0011653i,-0.00072891-0.0013909i,-0.0012861-0.0015929i,-0.0017488-0.0012749i,-0.0014334-0.00049026i,-0.00047673-0.00019175i,-0.00019787+0.00013169i,-0.00066188-0.0002151i,-0.00082303-0.00061681i,-0.0011072-0.00042388i,-0.00078996+0.00011637i,0.00028302+0.00041398i,0.00027877+6.6191e-05i,8.5974e-05+0.00025598i,0.00036838+0.00057864i,0.00075598+0.00026913i,0.00054968+0.00043647i,0.0004584+0.00079384i,0.00028399+0.00064874i,2.8115e-05-0.00053466i,0.00045792-0.0005289i,0.00066561+0.00035538i
-0.00076078+0.0013i,-0.0010045+0.0016988i,-0.0024182+0.0023545i,-0.0029794+0.0018373i,-0.0015476+0.0015943i,0.00041981+0.0011834i,0.0011567-3.8836e-05i,0.00038568-0.00018521i,0.00018488-0.00045097i,-0.00032615-0.0010425i,-0.00080623-0.00047753i,-0.00098018+1.6262e-05i,-0.00059337+0.00026566i,9.2076e-05+0.0005449i,-7.0216e-05+0.00028124i,-0.00011547+0.00010899i,-0.00023937+0.00024919i,-0.00030904+0.00037663i,-0.00029049-5.0353e-06i,-0.00021086-0.00052713i,-6.8584e-05-5.0163e-05i,-0.00035989-0.00011141i,-0.00072742-0.001125i
0.00093378-0.00075468i,0.00059692-0.0013297i,-0.00013553-0.0029142i,-0.00093485-0.0026815i,-0.00099687-0.0012655i,-0.00043091-0.00070578i,0.00038153-0.00064113i,0.00057203+0.00022904i,0.00065588+0.00037999i,0.001033-0.00022825i,0.00086057-0.00037288i,0.00042745-0.00045792i,-1.7421e-05-0.00048828i,0.00023995-0.00013258i,0.00031246-0.00019791i,0.00045729+2.6718e-05i,0.00039765+0.00010073i,-0.00032794+0.00026761i,-0.00013791+0.00048835i,0.00017816-0.0001306i,0.00010488-0.0003232i,0.00023686+0.00038565i,0.0001271+0.00013401i
0.00059729-0.0014046i,0.00075687-0.00099604i,0.00044839-0.0015167i,-0.00098369-0.0013123i,-0.0016256-0.00070307i,-0.0010061-0.00019553i,-0.00056454+0.000202i,-0.0003822-0.00016956i,-2.1323e-05-6.6982e-05i,-0.00034602-0.00031498i,-0.00072561-0.00053137i,-0.00062984+0.00022052i,2.6982e-06+0.0010164i,0.00025385+0.0010327i,0.00015122+0.00048566i,0.000375-2.4188e-05i,0.00020367-0.00034542i,-1.3184e-05-0.0010238i,0.00044094-0.001018i,0.00029393-0.0005845i,-9.2004e-05-0.00013583i,4.2484e-06+0.00066757i,6.1939e-05+0.0008384i
-0.00047122+9.6743e-05i,-0.00015446+0.00031531i,-9.3171e-06+0.0015356i,0.00062011+0.0010395i,0.001028-0.00077594i,0.00012072-0.00093031i,-0.00069087-0.00021583i,-0.0005042+0.00045854i,0.00029643+0.00034093i,0.00021954-6.4161e-05i,-0.00029788-0.00067054i,-0.00047152-0.0006529i,-0.00069229+0.00056425i,-0.00039994+0.00028784i,-0.00029176-4.8249e-05i,-0.00014753+0.0001147i,0.00033408-2.4173e-05i,0.00032296+6.9922e-05i,-2.091e-05-0.00013784i,-0.0003252-0.00033807i,-1.0697e-05+0.00018064i,0.00011004-0.00053688i,0.00025198-0.0007235i
0.0014143-0.0010072i,-0.00041793-0.00088795i,-0.00074451-0.00073949i,-0.00086606-0.00080893i,-0.0025015-3.4125e-05i,-0.0014549+0.00092415i,0.00017328+0.0012319i,0.0004367-0.00039051i,0.00080077-0.0011195i,0.00033608-0.00039634i,-0.00031789+0.00029389i,-0.00040771+0.00096954i,0.00031967+0.0016141i,9.0508e-05+0.0008845i,0.0001174+0.0001981i,0.00069891+5.1002e-05i,0.00045257-5.0188e-05i,-0.00011474+0.00028365i,-0.00017952-7.205e-05i,-2.555e-05-0.00041202i,0.0002286+2.1612e-05i,0.00016984+8.0993e-05i,-0.0002676-0.00012341i
-0.0037918-0.00091963i,-0.0028952+0.00043029i,-0.002581+0.0019203i,-0.0021275+0.0022995i,-0.00073052+0.0018849i,0.00016254+0.0012221i,-0.00028533+0.0003486i,-0.00037635+1.4513e-05i,-0.00015201-4.1801e-05i,-9.4194e-05+0.00015643i,-0.00056263+0.00069506i,-0.00064022-0.00033334i,7.6801e-05-0.00081998i,0.00016878-0.0005558i,-2.6366e-05-0.00017276i,-0.00039376+8.3256e-05i,-0.00028125-0.00027253i,0.00047018+0.00013655i,0.00053051+0.00039093i,0.000187+0.00018455i,-6.1768e-05-0.00026668i,-0.00048108-0.0010127i,-0.00037294-0.0013281i
0.0013351+0.00030156i,0.0016177-0.00031092i,0.0012657-8.1474e-05i,0.0013526-0.00039339i,0.00074887-0.0014382i,-0.00063893-0.0014189i,-0.00032926+0.00017491i,0.00047222+0.0010261i,0.00013017+0.0006981i,-0.00033217+1.5834e-05i,-2.2696e-05-0.00036166i,-0.00032818-0.00022128i,-0.00064637-0.00022945i,0.00030235-0.0004836i,0.0010629-0.00073823i,0.00070679-0.00094213i,0.00045666-0.00090549i,0.00070291-0.00029818i,0.00028915-9.6359e-05i,-0.00020791-0.00021946i,-1.0247e-05+0.00037069i,0.0001607+0.00046254i,-0.00035227+0.00029025i
0.00036487+0.00027957i,0.00085162+0.00030254i,0.00067043+0.00060311i,-0.00040474+0.00077977i,-0.0014349+0.0012628i,-0.00076796+0.0011094i,0.00051859+0.00055012i,0.00077+0.00058025i,0.00045573-0.00011057i,0.00062009-0.00028498i,0.00041651+0.00036077i,-0.00046802+0.00037906i,-0.00063031+0.0005984i,-0.00053372-2.0771e-05i,-0.00090933-0.00028235i,-0.0010466+0.00012107i,-0.00085669+1.4006e-05i,-0.0002309+0.00032711i,-1.6589e-05+0.00073533i,-0.00051922+0.00035534i,-0.0010898-0.00098287i,-0.0010734-0.00093843i,-0.00058343-3.0979e-05i
-0.00025887-0.00014992i,-0.00095627-0.00039792i,-0.00053283-0.00073907i,-0.00012702-0.00057067i,0.00018565+0.00020509i,0.00055177+0.00042194i,-0.00023927+7.2923e-05i,0.00022329+0.00058994i,0.00078526+0.0011829i,0.00045257+0.00044517i,-9.3333e-05-0.00031743i,-0.00042145+0.00025462i,-3.2973e-05+0.00094355i,0.00062673+0.0011073i,0.0010441+0.00081168i,0.0010515+0.00072224i,0.00048281+0.0010453i,0.00024842+0.0010549i,0.00023856+0.00056828i,0.00066002+9.582e-06i,0.0011191+0.0003963i,6.0454e-05+0.00067275i,-0.00076133+7.9886e-05i
-0.000516+0.00050548i,0.00052688-0.00016422i,0.0010231+4.0997e-05i,0.00055404-0.00038031i,0.0010558-0.0011406i,0.0011637-0.00078049i,6.2417e-05+0.00041043i,-3.8091e-05+0.0004547i,0.00013931+0.00046946i,0.00026526+0.00060049i,0.00063995+0.00039457i,0.00024631+0.00037699i,-0.00034043+0.0002363i,-0.00074371-0.00039164i,-0.0010787-0.00060674i,-0.00088153+0.00026683i,-0.0003403+0.00019987i,0.00016306-0.00012804i,-0.00026016+0.00051351i,-0.00089565+0.0010427i,-0.00071939+0.00066837i,-0.00032589+1.6104e-05i,2.9913e-05+0.00016455i
-0.00041034-0.00060446i,0.00045074-0.00082627i,0.00022749-0.00045019i,-0.00029754+0.00032738i,-1.1674e-05+0.0009055i,5.9317e-05+0.00071404i,-0.00028478+0.00059016i,-0.00011285+0.00044689i,0.00071498+2.1034e-06i,0.00097034-0.00023175i,0.00088631-1.4943e-05i,0.00090597+0.00045684i,0.00044833+0.00043343i,-0.00011571-4.6613e-05i,-0.00022844+0.00027861i,-0.00033108+0.00067552i,-0.00021433+0.00058191i,4.4905e-06+0.0001104i,-0.00038369-0.00063885i,-4.2853e-05-0.00026274i,0.00059345+8.5506e-05i,0.00091683-3.8794e-05i,0.00092357-1.031e-05i
-0.0036404-0.00080294i,-0.00278-0.00019117i,-0.003563+0.0012263i,-0.0024925+0.0020634i,0.00019657+0.0013386i,0.0013887+0.00077356i,0.00080051+0.00047297i,-0.00011351-3.4438e-05i,-0.001102+0.00015217i,-0.0010232+0.00063566i,-9.2317e-06-0.00030598i,0.00013122-0.00092432i,-1.9439e-05-0.00079189i,-0.00030847-0.000764i,-0.00066337-0.00022054i,-0.0014228+0.00018317i,-0.00146+6.4543e-05i,-0.00064495-0.00012565i,-0.00080366-0.00051503i,-0.0006734-0.00014251i,-0.00012643+0.00057438i,-0.00035052+0.00041358i,-0.001022+0.00010236i
-0.0011625-0.00056077i,-0.0015717-0.00037295i,-0.0019974+0.0011588i,-0.0017429+0.0026532i,-0.0010103+0.0021692i,-0.00033748+0.0014355i,-1.5504e-05+0.0011528i,0.00025028+0.00034807i,-0.00049488-6.1228e-05i,-0.0012821+0.00021763i,-0.00090656+0.00018134i,-0.00024948-0.00035701i,0.0003676-0.0011052i,0.00054907-0.00094711i,1.5051e-05-0.00051356i,-0.00039551-0.00071987i,6.3979e-05-0.00080521i,0.00065412-0.00043002i,0.00099035-0.00035838i,0.00058838-0.00041846i,0.0006002-0.00059667i,0.00052611-0.000544i,6.9266e-05-0.00025011i
0.00086204-0.0031307i,-0.00057866-0.002728i,-0.0026686-0.0023237i,-0.0034079-0.00098927i,-0.0034766+0.0011033i,-0.0018005+0.0015643i,-0.00030034+0.00043621i,-0.00013635-0.00018482i,0.00017108+0.00052775i,0.00041666+0.0009458i,0.00026528+0.00087623i,-1.6358e-05+0.00035822i,0.00040199-0.00042904i,0.000628-0.00071963i,0.00062276-0.00095037i,0.00093733-0.00043563i,0.0010423+8.6595e-05i,0.0005599+0.000615i,-0.00020512+0.0013167i,-0.0011095+0.0010291i,-0.0015079+0.00063528i,-0.0010453+0.00031436i,-0.00068269-0.00030058i
3.2812e-05-0.0003545i,3.7742e-05+0.00067403i,-0.00026234+0.0015702i,-0.00086534+0.001523i,-0.00071533+0.00087137i,-0.00065886+8.8218e-05i,-0.00059423-0.00048053i,-0.00016511-0.00050427i,0.00081218-0.00027738i,0.0012421+0.00017175i,0.00061489+0.00036206i,0.00028273+0.00040502i,-0.00010625-0.00033358i,-0.00042587-0.00019683i,-0.00051611+5.5666e-05i,-0.00043078-0.00040247i,0.00050229+0.00039953i,0.00052134+0.0008316i,-2.6723e-05+0.0003364i,-0.00030031+0.00047773i,-0.00046453+0.00080915i,-0.00073988+0.00025393i,-0.00024237-0.00035358i
0.00080297+0.0013666i,0.00077037+0.0004454i,0.0024965-0.0013819i,0.0024718-0.0024989i,0.00083475-0.0023896i,7.3816e-05-0.0010511i,-0.0009047+0.00053868i,-0.0011524+0.00035376i,-0.00041852-0.0007071i,7.5138e-05-0.0013109i,-0.00028356-0.00079457i,-0.00072569-0.00016788i,-0.00085933+0.00021144i,0.00012192+0.00029467i,0.00046306+0.00014476i,4.0404e-05-0.00048896i,6.6313e-05-7.0464e-05i,-4.4878e-05-6.8816e-05i,0.00026746-0.00077508i,-0.00027801-0.00084513i,-0.00071141-0.00051648i,-0.00065833-0.00023771i,-0.00049557+0.00012327i
-0.00090867+0.0010419i,-0.0010876+0.00084835i,-0.0015714+0.00070635i,-0.001564+0.0006203i,-0.00046682+0.0008033i,7.2252e-05+0.00046684i,6.3322e-05-0.00040204i,-1.8284e-05-0.00034666i,-8.2712e-05+0.0002357i,-0.00069431+0.00041846i,-0.0012066+0.0007498i,-0.00078198+0.00070169i,0.00051325+0.0004654i,0.00078692+0.00087683i,-0.00016208+0.0013455i,-0.0011466+0.0015054i,-0.0004702+0.00078669i,0.00030113-2.1323e-06i,-0.00013675-0.00026962i,-9.802e-05-0.00042129i,0.00019368+0.00027304i,-0.0001924+0.00022569i,-0.00079669-0.00018365i
0.0014415-7.7642e-05i,0.0012106-0.00063974i,0.0010459-0.00074118i,-2.4427e-06-0.00067794i,-0.00089825-0.0012241i,-0.0013359-0.0011212i,-0.0010345-0.00095045i,-4.1954e-05-0.00058249i,0.00086892+9.9243e-05i,0.0010565+4.5605e-05i,9.5206e-05-0.00023728i,-0.00041076+0.00030972i,0.0003499+0.00043618i,0.00041452+1.33e-05i,0.00018109-0.00010907i,0.00039668+0.00042221i,0.00033344+0.00087858i,0.00025452+0.00072526i,0.0003008+0.00024523i,0.0002737+0.00039336i,-0.0002021+0.0003397i,-0.00012012+2.657e-06i,-0.00025935-1.1496e-05i
-0.0012556+0.00086665i,9.9022e-06+0.0014614i,0.00044553+0.0021092i,0.00033115+0.0016428i,0.00061572+0.0012492i,0.00035072+0.00032088i,-0.00011571-0.00016755i,-0.00042828+0.00040914i,-0.00066753+0.00089939i,0.00012561+0.0010935i,0.00086261+0.0011598i,0.00075482+0.00085626i,-7.5851e-06+0.00027276i,-0.00024084+8.9965e-05i,-0.00070907+0.00061133i,-0.0012335+0.00029234i,-0.00034422+0.00033539i,0.00055526+0.00074855i,0.00068176+0.00027077i,0.00043624-0.00035182i,-9.7808e-06-0.00018112i,-0.00023542+0.00026375i,8.14e-06+0.0002063i
-0.001539+0.00016538i,-0.00020033+0.00036699i,0.00014152+0.0012696i,0.00068499+0.0014608i,0.00076554+0.00061061i,0.00021053-0.00035656i,0.0002239-9.3932e-05i,0.00047258+0.00051769i,0.00083619+0.00037569i,0.00084261-0.00020623i,0.00098587-0.00036065i,0.0010702-5.9259e-06i,0.00057707+7.595e-05i,-0.00016613-0.00013749i,-0.00090219-0.00042046i,-0.00061144-0.00063722i,-0.00035776+8.2865e-06i,-5.8294e-05-9.4018e-05i,0.00017709-0.00051534i,0.00020583-0.00026419i,0.0005972+0.00017926i,0.00082028+0.00035223i,0.00094348+0.0005132i
-0.00026387-0.0002494i,-0.00084473-4.1896e-05i,-0.00065117+0.00044913i,-0.00037951+0.00075154i,-0.00062999+0.0011329i,-0.00057425+0.0011505i,0.00055073+0.00025046i,0.000771-0.00011191i,0.00068297+0.00013703i,0.00068841+0.0001497i,3.089e-05-0.00039745i,0.00010117-0.00064121i,-7.3746e-05+0.00017666i,0.00019407+0.0005945i,0.00054623-0.0001004i,0.00045854-3.8039e-05i,0.00042932-0.00033895i,0.00031047-2.8578e-05i,-0.00014282+5.684e-05i,3.5983e-05+0.00016402i,-0.00024028+0.00058644i,-0.00050164-0.00016849i,0.00019704-0.00041073i
-0.00032001-0.00036226i,-4.1867e-05-0.00073789i,9.6282e-05-7.3937e-07i,-0.00070179+0.00021705i,-0.0020574-0.00060169i,-0.0015303-0.00026934i,-0.00093907+0.00026314i,-0.00078311+0.00015345i,0.0001253+0.00020222i,0.00040217+0.00081769i,-2.2412e-06+0.00062033i,-0.00022435+0.00077879i,-0.00043512+0.0011783i,0.00016177+0.00069674i,0.000367+0.00032087i,0.00064423+0.00028535i,0.00064698+0.00031878i,0.00032942-1.1538e-05i,0.00034846-0.0001248i,0.00037171-0.00014352i,0.000251-0.00043037i,0.00034888-0.00061652i,0.0002445+0.00012457i
-0.0021522-8.4217e-06i,-0.0017029+0.00040334i,-0.0013894+0.0014638i,-0.0018455+0.002302i,-0.0017042+0.0017021i,-0.00043061+0.00098822i,-4.2659e-05+3.6102e-05i,-0.00052858-0.00036513i,-0.0005871-0.00025651i,-0.0004899+0.00060493i,-0.00042184+0.0011385i,0.00024596+0.00074898i,0.00052802+0.00016953i,-0.00016909-0.00044797i,-0.00016601-0.00022652i,0.0004955+0.00049642i,5.7492e-05+0.00029413i,-0.00010566-0.00020485i,5.3517e-05-0.0002554i,0.00045822+0.00029768i,0.00027824+0.00029082i,-0.00096416-0.00011958i,-0.0011332+1.4208e-05i
-0.00055969+0.00011585i,-4.8038e-05-0.00026658i,0.00051786-0.00064198i,0.00056485+0.00025971i,0.00032255+0.00054099i,-0.00020593-0.00035948i,-0.00066653-0.00080054i,-0.00087378-0.00072495i,-0.00085235-0.00021061i,-0.00016337+0.00012897i,-0.00046139+2.5736e-05i,-0.00047642+0.00018198i,0.0003676+0.00058753i,0.00082959+0.00013589i,0.000363+0.00019134i,-0.00029177+0.00068575i,-0.00032774+0.00074247i,-9.551e-05+0.00030716i,0.00022087+0.0002636i,0.00061395+0.00046223i,0.00049591-0.00026061i,-3.8028e-05-0.0008835i,-0.00057851-0.00048099i
0.0017149-3.6525e-05i,0.0019146+0.00024451i,0.001793-8.8534e-05i,0.00097006-0.00071819i,-0.00018508-0.00088056i,-0.00086937-0.00039158i,-0.00082797-6.8283e-05i,0.00016272+4.2246e-05i,0.0010481+0.0001895i,0.00023147-0.00014226i,-0.00056153-7.2449e-05i,-0.00093261+0.00080522i,-0.0011023+0.00058697i,-0.00042739-0.00015649i,-7.6211e-05+0.00040244i,-0.00042398+0.00042532i,-0.00048861+4.0278e-05i,0.00017606+0.00028832i,0.00094723+0.00038406i,0.0012878+9.7303e-05i,0.00081018+1.3155e-05i,9.8378e-05+8.1013e-05i,4.9138e-05-6.6304e-05i
-0.00045978+0.00056631i,-0.00020557+0.00038025i,-0.00078948+0.00045705i,-0.0012985-0.00013209i,-0.00062046-6.7578e-05i,-0.00017588+0.00037672i,-0.00011472+0.00015747i,-7.2008e-05+0.00028837i,-0.00013945+0.00046024i,0.00048027-1.0755e-05i,0.00072699-0.00067889i,0.00047268-0.00076027i,-2.2044e-05-0.00045213i,-0.00014726-0.00013541i,-9.1656e-05+0.00046897i,-0.0013341+0.0002853i,-0.0013864-0.00030215i,-0.00029481+1.7638e-05i,2.1546e-05-2.5098e-05i,-0.00043571-0.00065347i,-0.00092179-0.00065893i,-0.00087082-4.8072e-05i,-0.00059049+3.0936e-05i
0.00033223-0.0010725i,0.0014442-0.0013301i,0.0015196-0.0012749i,0.0004381-0.0010156i,-0.00022697-0.0010936i,-0.0007381-0.00085096i,-0.0007258-0.00025318i,4.9571e-05-5.5947e-05i,0.00068151-0.00029863i,0.00012263-0.00057698i,-0.00031401-0.00035013i,-0.00030294+0.00067942i,-0.00036619+0.001022i,6.2852e-05+0.00049859i,0.00035-0.00044615i,0.0004907-0.00089191i,0.0011895-0.00010065i,0.0011389+0.0010558i,0.0002964+0.0015918i,-0.00019503+0.00064942i,0.00017897-0.00024733i,-5.9656e-05+0.00029355i,-0.00070736+0.00030827i
-4.4634e-05+0.0014591i,0.00042841+0.0013431i,0.00058612-0.00022333i,0.0014129-0.00049337i,0.0018319-0.00049532i,0.00080427-0.00080232i,-8.2038e-05-0.00033065i,-0.00013806+0.00018013i,-0.00019608+0.00093847i,-0.00050609+0.00086706i,-0.00089118+0.00038383i,-0.00036556+0.00042765i,-6.2681e-05+4.4622e-05i,-0.00024724-0.00063317i,0.00029723-0.00048838i,0.0010995+0.00017298i,0.0011949+0.00014018i,0.00080514+0.00034505i,0.00080571+0.00083152i,0.001068+0.00075254i,0.00081263-0.00022218i,-0.00031996-0.00037367i,-0.0002585+0.00011985i
0.00014644-9.6455e-05i,-0.00021791+0.00071588i,-0.0015001+0.0014777i,-0.0022987+0.0010565i,-0.0014493+0.00060665i,0.00016968+0.00079128i,0.0016626+0.00016686i,0.0014729-0.0015171i,0.00061763-0.0013662i,0.00017075-0.00028903i,-0.00032996-0.00065156i,-0.00077803-0.00045789i,-0.00031836+0.00052323i,0.00056987+0.00028998i,0.00055524-0.00039926i,5.8183e-06-8.0488e-05i,-0.00034033+0.00013823i,3.87e-05-0.00027784i,0.00077417-0.00029452i,0.00066413-0.00057603i,0.00026762-0.00077083i,0.0006319-0.0011263i,0.00054585-0.0010151i
-0.00039536-0.0012271i,-0.0012767-0.0011911i,-0.0014718-0.0012741i,-0.0015549-0.0017843i,-0.0012934-0.0012963i,-0.0014569+0.0002809i,-0.0016758+0.00079831i,-0.00056445-6.7587e-05i,0.00025187-0.00072964i,0.00023435-0.00087393i,0.00017814-0.00060235i,0.00017265-0.00028178i,-1.7763e-05-0.0004333i,-3.9027e-05-0.00019288i,0.00024901-7.5364e-05i,0.00027372-0.00033203i,0.00042536-0.00041944i,0.00068376-0.00037006i,0.00049334-0.00034101i,0.00013236+0.00018992i,0.00020111-1.0649e-05i,0.00064671-0.00058256i,0.00090034-0.00070426i
0.00070487+0.00028603i,0.00058252+0.00025132i,0.00078934-2.0332e-06i,7.1172e-05-0.00054664i,-0.00074836-0.00060012i,-0.00026886+5.7789e-05i,0.00012496+0.00045668i,-2.2594e-05+0.00017058i,1.6123e-05+9.4786e-06i,-7.449e-06-0.00014883i,0.00019701-0.00053606i,0.00041124-0.00053252i,-0.00033021-0.00035052i,-0.00061723-0.00018646i,-0.00058512-0.00036808i,-0.00061924-0.0006268i,-0.00039201+9.3137e-05i,0.00026071+0.00028157i,0.00069873-0.00020823i,0.00060804-0.00042249i,0.00030418-0.00077746i,1.3039e-05-0.00087913i,-7.8031e-05-0.00034228i
0.001434+0.0010809i,0.0015502+0.0010944i,0.0013848+0.00084387i,0.0011809+3.7513e-05i,0.0018675-0.00015083i,0.0020339-0.00064261i,0.00047625-0.0012904i,2.0756e-05-0.00075149i,0.00018846-0.00019013i,0.00023257-0.00035957i,0.00029994-0.00038244i,-0.00015642-4.6584e-05i,0.0001156+0.00013435i,0.00054982+0.00030438i,0.00011096+0.0002804i,-0.00036915+0.00019196i,-0.00018186+0.00012568i,-0.00025177-0.00014656i,-0.00041981-0.00013303i,5.8151e-05-0.00011323i,0.0001413+0.00012783i,0.00011714+2.8712e-05i,0.00027041-6.9014e-05i
-0.00098785+0.0014154i,-6.2511e-05+0.00081866i,0.0005628+0.0010117i,-0.00051713+0.00014519i,-0.0011711-0.0013579i,-0.00073942-0.00088239i,-0.000927-7.3929e-05i,-0.0012126+0.00025424i,-0.00050106-7.0353e-05i,-0.00013962+5.1948e-05i,-0.00048903+0.00021676i,-0.00097619+0.00030499i,-0.00061964+1.5706e-05i,0.00021835-0.0011687i,-2.3842e-05-0.0010423i,0.00035814-9.3344e-05i,0.0012706+0.0010638i,0.0013238+0.00043348i,0.00057808-0.00063705i,-0.00082307-9.8818e-05i,-0.00076895-0.00022065i,0.00039533-0.00044418i,0.00036247-0.00056743i
-0.0018024-0.00044969i,-0.0017181-0.00033238i,-0.0019797+0.00020957i,-0.0023504+0.00089245i,-0.0017744+0.0013812i,-0.00083256+0.0017127i,-0.00033555+0.00074544i,-0.00032832+8.5117e-05i,-0.00011425-0.00072103i,8.4386e-05-0.0012985i,-7.6887e-05-0.00053637i,0.00026035-1.3991e-05i,0.00079-8.3598e-05i,0.0013108-0.00067332i,0.0010565-0.00061899i,0.0004745-0.00065463i,0.00069774-0.00021104i,0.00065182+0.00055237i,-0.00016356+0.00020107i,-0.00063272-0.00010732i,-0.00057255+0.00032498i,6.497e-05+0.00052091i,-6.0822e-05+0.00031217i
0.00095976-0.00027577i,0.00095961+0.00039135i,0.0013394+0.0010795i,0.0010741+0.00050777i,0.00047301-1.913e-05i,0.00025997+0.0001204i,0.00028519+8.8837e-05i,0.00022654-0.0001918i,0.00012098+0.00011574i,0.00029113+0.00065905i,4.3924e-05+0.00042358i,-0.00064614+0.00054763i,-0.00027693+0.00085542i,0.00069213+0.00024051i,0.0011031+1.0813e-05i,0.00063522+0.00010193i,-0.000375-7.0512e-05i,-0.00022643-0.00043621i,2.8449e-05-1.2004e-05i,-0.00018892+0.00069021i,0.00052765+0.0001839i,0.0010898+0.00027084i,0.00019733+0.00093701i
0.00098805-0.0019298i,0.00045664-0.0020628i,-0.0016648-0.0018915i,-0.0026524-0.0016097i,-0.0025903-0.0013875i,-0.0013007-0.00080407i,3.3856e-05-0.00037907i,0.00027627-0.00018424i,0.00016911-0.00080764i,-0.00027902-0.0012189i,-0.00046998+3.1342e-05i,4.3096e-05+0.00072004i,0.00046875+0.00061817i,0.00015404+0.00024063i,-0.00049834-0.00057674i,-0.00041883-0.0013116i,-0.00022965-0.0016997i,-0.00045347-0.00089101i,0.00011694-0.00033365i,0.0002879+2.7777e-05i,-0.00056499+0.00093104i,-0.00055162+0.0014329i,-0.00018607+0.0011778i
-0.00086874-0.00058859i,-0.00063223-0.00038703i,-0.00064838+0.00051974i,-0.001214+0.00099123i,-0.0016708+0.00096442i,-0.0016351+0.0007515i,-0.0010596+0.00040751i,-0.00095753+0.00026191i,-0.00056603+0.00026856i,9.1528e-05+0.00072886i,0.00030667+0.00065824i,0.00036142+0.00011351i,0.00012638-0.0013533i,-2.2193e-05-0.0016931i,-0.00068567-0.0010805i,-0.00086358+5.1701e-05i,-8.3677e-05+0.00098467i,-0.00017351+0.00050091i,-0.00058252-0.00054419i,-0.00095761-0.00067424i,-0.00083965-0.00071366i,-0.00057261-0.000389i,-0.00066893+7.8605e-07i
-0.00018089-0.00053478i,-0.0012996-7.4872e-05i,-0.0015823+0.00020526i,-0.00073883+0.00041287i,-0.00055357+0.00049856i,0.00013339+1.3959e-05i,0.00060307-0.0001967i,-9.4128e-05+0.00015895i,-9.305e-05+0.00090506i,0.00042321+0.0010594i,-0.00024435+0.00026646i,-0.00060336+0.00029031i,-0.0005482+0.00014363i,-0.00059398-0.0002441i,-9.4532e-05-0.00020312i,-0.00026691+0.00015729i,-3.0172e-05+0.00013511i,-0.00028048+4.9382e-05i,-0.00076145+0.0004364i,-0.00011149+7.6038e-05i,0.00047447-0.00075919i,0.00057403-0.0004416i,0.00049444-2.1642e-05i
