-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
0.0024841+0.001811i,0.0033472+0.0014513i,0.0045018-0.00045618i,0.0035692-0.0027342i,0.00181-0.0028211i,0.00021603-0.0017883i,-0.00013135-0.00092906i,0.00036573-0.00092908i,0.00054205-0.0012447i,0.00029438-0.0015624i,0.00031454-0.0017695i,0.00017093-0.00076536i,-4.5514e-05-0.00099547i,8.076e-05-0.0015647i,0.00020342-0.00068404i,4.9009e-05-0.00043259i,-0.00071331+0.00058391i,-0.00088104+0.0014559i,0.00034882+0.00058061i,0.0011289-0.00014583i,0.00066344-0.00050203i,-8.4619e-06-0.0005159i,0.00025593-0.00069847i
0.0007752+0.00071727i,0.00061665+0.00036823i,-4.5112e-05-0.0014363i,-2.1616e-05-0.001551i,-0.00030913-0.00074502i,-0.0012549-0.00091121i,-0.00069006-8.7168e-06i,0.00063658+0.00012291i,0.00031467-0.00065306i,-1.1463e-05-0.001063i,-0.00031212-0.0015853i,-0.0007034-0.0017129i,0.00021501-0.00063106i,0.00067044+0.0002554i,0.00056892-7.323e-06i,0.00014577-0.00010585i,-0.00047774+0.00030035i,-0.00020982+4.3466e-05i,-3.2397e-05-7.709e-05i,-0.0003005-1.9098e-07i,-0.00012113-0.0007655i,0.00050351-0.0010093i,0.00057181-0.00034809i
-0.00034043+0.00056643i,0.00041188-0.00021214i,0.0014187-0.00093486i,0.00078056-0.0014636i,-7.4962e-05-0.0016785i,0.00034989-0.0021143i,0.00051345-0.0023437i,0.00061287-0.0019499i,0.00069729-0.0018629i,0.00019603-0.0012428i,-0.00035493-0.00068636i,-0.00050874-0.00092999i,-0.00056145-0.00028414i,-0.00034221+0.000619i,0.00030146+0.00057368i,0.00022527+0.00034723i,-0.00065113+6.0755e-05i,-0.00065333-0.00014543i,-0.00029007-0.00025508i,0.00028823-4.0296e-05i,-7.118e-05+0.00031551i,-0.00094946+0.00011548i,-0.00066506-0.00097755i
0.0015068+0.00051252i,0.0010399-5.3845e-05i,0.0016488-0.0010503i,0.0019257-0.0029962i,0.00049138-0.0044312i,-0.00097886-0.0032313i,-0.00060658-0.001236i,0.00051674-0.0013598i,0.00064348-0.0016779i,0.00053936-0.00055448i,-8.9365e-05-6.9404e-05i,-0.00030394-0.00026764i,-2.9748e-05-0.0001072i,-0.00055057-5.7832e-05i,-0.00094601-0.0002007i,-0.0011628-0.00011364i,-0.0012423-1.3744e-05i,-0.00063292+0.00051156i,-5.5624e-05+0.00035518i,-8.5714e-05-0.00027237i,0.00057051-0.00050805i,0.00080245-0.00060599i,-5.2098e-05-0.00098491i
-0.0022272+0.00051074i,-0.00046777+0.00069194i,0.00081155+0.00067255i,0.0015288+0.00016184i,0.0010711-0.00085171i,0.00074211-0.00163i,0.0012332-0.0015456i,0.00098503-0.00081615i,0.00090241-0.0011824i,0.00081166-0.001976i,0.00031521-0.0010326i,0.00030104+0.00033381i,-0.00048615+0.00021014i,-0.0011526-0.00067563i,-0.00056573-0.00058436i,-0.0008248+0.00073326i,-0.00033126+0.0008105i,0.00071386-0.00028165i,0.00066246-0.00028586i,0.00046838+0.00015012i,0.0010714+0.00035771i,0.0013056+0.00032749i,9.5462e-05-0.00037007i
-2.5069e-05+0.0010625i,0.00049903+0.0014738i,0.00017397+0.00058971i,-0.0010108-0.000618i,-0.0022549-0.00047051i,-0.0017271-0.00031631i,-0.00051672+0.00026204i,0.00048588+0.00086469i,0.00055378+0.00037938i,0.00029698+5.4567e-05i,0.0001481-8.815e-05i,6.1048e-05-0.00080537i,0.00073375-0.00096468i,0.0011607-0.00039199i,0.00042863-0.00043738i,-2.8397e-05-0.00031489i,4.334e-05-0.00033354i,-0.00019059-0.00032997i,-0.00088943+0.00029047i,-0.0007346-0.00053128i,-0.0004029-0.0006361i,0.00016213-0.00044447i,0.00070712-0.00073823i
0.0021544+0.0007296i,0.0022321-0.00064311i,0.002198-0.00081096i,0.0022352-0.0013509i,0.0015399-0.0022956i,0.0003599-0.0013489i,-0.00018415-0.00065356i,5.9863e-05-0.00099598i,0.00080413-0.00098903i,0.00045414-0.00084954i,0.00070171-0.0011879i,0.0010097-0.0011004i,0.00066176-0.00097125i,0.00025035-0.0013631i,-7.2191e-05-0.00082842i,0.00013337+0.00029055i,-0.00017507+0.00075003i,-0.00027729-0.00023291i,-2.9463e-05-0.00061775i,-4.9406e-05+0.00041533i,-0.00013823+0.00069252i,-0.00011401+4.2473e-05i,-0.00025881+0.00030075i
0.0022119-0.0022783i,0.0010955-0.0025872i,0.00088535-0.0026663i,-0.00051775-0.0028196i,-0.0020432-0.0026987i,-0.0018573-0.0015224i,-0.0013967-0.00050801i,-0.0012412-0.0003948i,-0.00076974-0.00056463i,-0.00029844-0.00081361i,-0.00095254-0.00066713i,-0.0013725-3.1212e-06i,-0.00095275+0.00016781i,-0.00035833-0.00014859i,-0.00020937-0.00017533i,-0.00040841+5.5112e-05i,-0.00058194+0.00025284i,-0.00074418+0.00025666i,-0.00078915-0.00068022i,-0.00061543-0.00090173i,-0.00071234-0.00022778i,-0.0011505+0.00016227i,-0.00069243+0.00050998i
-0.0015576-0.00036611i,-0.0014217+0.00027961i,-0.0018756+0.00014469i,-0.0015846-0.00018464i,-0.00062497+0.00023248i,-0.00033359+0.0001741i,-0.00048979-0.00049208i,2.7746e-06-0.0011579i,0.00068898-0.0015646i,0.00042397-0.0015978i,0.00018096-0.001689i,0.00041659-0.001498i,3.4412e-05-0.00061782i,-0.00040092+0.0001793i,-0.0006065+0.00032304i,-0.0002834-0.00010198i,0.00031393-0.00052114i,0.0007925-0.00079438i,0.00038925-0.0003287i,-5.018e-06+0.00020377i,0.00016387-0.00024663i,0.00034665-0.00093086i,0.00024523-0.00028076i
-0.00012717+0.001123i,4.5451e-05+0.0014985i,0.00040014+0.0022732i,0.00072043+0.00094924i,0.00039754-0.00093436i,0.00024829-0.0004426i,0.00060193-0.00048842i,0.0005126-0.0012464i,-0.00011588-0.00068252i,-0.00022059-0.00028781i,0.0004982-0.00049001i,0.00044513-0.0001998i,0.00019342-0.00018134i,-1.3305e-05-0.00016448i,-0.00049418-0.00044799i,-0.00092142-0.00080273i,-0.00093773-0.00014095i,-0.00036386+0.00020197i,-0.00010869+0.00036497i,-9.5265e-05+0.00067189i,0.00047558+0.00020106i,0.00086135-0.00015287i,0.00062644+5.1866e-05i
0.00010754+0.0010158i,0.00014753+0.0002213i,0.00061449-0.00047668i,0.0014644-0.0012197i,0.00067631-0.0012071i,-0.00066315-0.00098129i,-0.00083943-0.00042641i,-0.00022123+0.00035299i,0.00029503+0.00046473i,0.00029961-4.1645e-06i,0.00034379+0.00035658i,0.00080235+0.00095542i,0.00088745+0.00085798i,0.00058071+0.00022378i,0.00073794-0.00045665i,0.00069259+0.00043283i,0.00058431+0.00014012i,0.00015109-0.00014744i,-0.00021711+0.00043026i,-0.00032526+0.00060606i,-0.0010853+0.00086237i,-0.00097858+0.00085416i,-3.6081e-06+0.00034863i
-0.00045305+0.0012278i,-0.0002014+0.00087454i,0.00072562+0.00039133i,0.00069498-0.00031542i,-0.00056063-0.0011771i,-0.00078585-0.0014114i,0.00021945-0.00077003i,0.00031969-0.00040974i,0.00012291-0.00053855i,0.00033222-0.0012074i,-6.1425e-05-0.00062903i,-0.00053156+0.00029802i,-0.00050814+0.00034192i,-0.00022716+0.00020649i,-0.00017587+0.00013498i,-0.00094612+6.9447e-05i,-0.0018271-0.00026294i,-0.001664-0.00010442i,-0.00071522+0.00013949i,-3.5089e-05+0.00026251i,-0.00029124+0.0001137i,0.00027756-0.00041664i,-6.7546e-05-0.00055944i
-0.00057268+0.0019632i,0.00036473+0.0018981i,0.001075+0.0015051i,0.0018252+0.00034526i,0.0012027-0.00050949i,0.00038449-0.00056543i,0.0007908-6.4422e-05i,0.0016058+9.4442e-05i,0.0013967+0.00027476i,0.00085874+0.00058004i,0.00042594+0.00028457i,-0.00084475-0.00088247i,-0.0011851-0.0015504i,-0.0011508-0.0010673i,-0.00088216-0.00048854i,-0.00062691-8.542e-05i,-0.00060362-0.00014058i,-0.00032767+0.00012601i,-0.00031109+0.00022865i,2.0489e-05+0.00018629i,0.00095923+2.9434e-05i,0.0016326-0.00040034i,0.00070716-0.00057098i
-0.0017394+0.0012934i,-0.0014809+0.00072879i,-0.0014061+0.00056437i,-0.001146-1.4837e-05i,-0.0014616-0.00056609i,-0.00060566-0.00067616i,0.00022874-0.00037564i,0.00029603-0.00086599i,0.0005205-0.00056861i,0.00082966-6.342e-05i,0.00041099-0.00013323i,-0.00032963+0.00031876i,-0.00024732-0.00038435i,-0.00020296-0.00099025i,-0.00013431-0.00022158i,-0.0004617+0.00042649i,-0.00042189+0.00020567i,0.00035431-0.00033135i,0.00035472-9.4073e-05i,3.4902e-05+0.00027625i,0.00018888+0.00025869i,0.00016451+0.00039364i,-0.00029802+0.00026449i
-0.0011018+0.0005926i,-0.0015797+0.00025675i,-0.0019879+9.1625e-05i,-0.00085924-0.00019841i,9.3702e-05-0.00059659i,-0.00044796-0.00085035i,-0.00011176-0.00038417i,0.00087474-0.0004259i,0.0013171-0.0013557i,0.0010898-0.0016384i,0.0005306-0.00058956i,0.00080347+0.00021298i,0.0010103+0.00010844i,0.0010351-0.00014299i,0.00063832+0.00025195i,-0.00026383+0.00014581i,-0.00018884-0.00027057i,0.00032199-0.0012824i,0.00098237-0.0014013i,0.0010654-0.00045947i,0.0012509+9.9349e-05i,0.0012346+3.4076e-05i,0.00043818-0.00045226i
1.1361e-06-4.5639e-06i,-0.00042163-0.00037622i,-7.1908e-05-0.00060261i,-0.00069691-0.0019041i,-0.0018102-0.0025256i,-0.0018874-0.0014262i,-4.5848e-05-0.0003424i,0.00089243-0.00073026i,0.00070473-0.00077229i,0.00064217-0.001048i,0.00058619-0.0014271i,-0.00042159-0.00074653i,-0.00063507-0.00017337i,-0.00050847+0.00023051i,-0.0004148-8.1369e-05i,-0.0002313+0.0001475i,-0.00013464+0.00070981i,3.0612e-05+0.00036452i,8.5448e-05-0.00019062i,5.1226e-05-0.00060293i,-0.00026869-0.0012389i,-0.0004835-0.00095684i,-5.5446e-05-0.00069862i
-0.00056102+0.00039534i,0.00050828-0.00026295i,0.0017407-0.0013548i,0.0015197-0.0017132i,0.00044238-0.0012586i,-0.00026059-0.0010969i,0.00029601-0.0011784i,0.00090928-0.0020454i,0.0013056-0.0019818i,0.0011261-0.0011181i,-0.00051208-0.00074562i,-0.0011546-6.8077e-05i,-0.00054129+0.00041353i,7.2421e-05+0.00036846i,0.00034549-7.7702e-06i,0.0006061-0.0004335i,0.0007489-0.00088251i,0.00065418-0.00098293i,0.00062472-0.00058649i,0.00033186-0.0004705i,-0.00025698-0.00044854i,-0.00028938-0.00013979i,0.00056461-1.5648e-05i
0.00068356-0.0030873i,-0.00052876-0.0021739i,-0.0018881-0.0022586i,-0.0025752-0.0028035i,-0.0020059-0.00258i,-0.0012719-0.0017722i,-0.00026905-0.0014844i,0.0010768-0.0013676i,0.00083046-0.0013553i,-0.00014443-0.001483i,-0.00044721-0.00096857i,-0.00049736-0.00045099i,-0.00053398+7.9133e-05i,-0.00046389-0.00019199i,-0.0013042-0.00052042i,-0.0018206-0.00074145i,-0.0010618-0.0013585i,-0.00074615-0.0017911i,-0.0010695-0.0012008i,-0.0010567-0.00072384i,-0.00070704-0.0011548i,-0.00031214-0.00092883i,-0.00021303-0.00029618i
0.00036243+0.00045611i,0.00037783-0.0015311i,0.00084858-0.0028934i,0.00094153-0.003324i,0.00020116-0.0023777i,-0.0006331-0.00066502i,-0.00018626+0.0002486i,0.00054818-0.00031288i,0.0010651-0.00052366i,0.00083037-0.0002107i,0.00031184-0.00085155i,-0.0004655-0.0010548i,-0.0010444-0.00051493i,4.1175e-05-1.5457e-05i,0.0010062+0.00018105i,0.0006558+0.00057082i,0.00025059+0.00093809i,-8.783e-05+0.00026426i,-0.00021876-0.00089006i,0.00032911-0.00090098i,0.000757-0.00030847i,0.00069059-1.2855e-05i,0.00066074-0.00031391i
0.00019125+0.0023099i,0.00067779+0.0019498i,0.00024236+0.0027704i,0.00095993+0.0017737i,0.001938-0.00084805i,0.0024539-0.0027768i,0.003619-0.0041325i,0.0043082-0.0061382i,0.002632-0.0076046i,-0.00046277-0.0072618i,-0.0030005-0.0054606i,-0.0041788-0.002901i,-0.0035399-0.00037777i,-0.0017244+0.00098704i,-0.00065138+0.00096025i,-0.00055945+0.00051679i,-0.00053528+0.00033036i,-0.00093315-2.6225e-06i,-0.00039662+0.0001327i,-2.4309e-06+0.00050573i,-0.00062361+0.0002511i,-0.00083793-8.6771e-05i,8.8902e-05-0.00043445i
0.0011116-0.00056471i,0.00098764-0.00022546i,-0.00069808-0.0014149i,-0.0024958-0.0024974i,-0.003347-0.0018829i,-0.0032724-0.00055525i,-0.0020897+0.00052707i,-0.00073917+0.0012726i,-6.827e-05+0.0020511i,0.00063633+0.0016866i,0.0014621+0.00084578i,0.0014021-4.7228e-05i,0.0011136-0.00028652i,0.00026801-0.00040976i,-0.00057798-0.00039504i,-0.00040947+0.00013349i,-0.00041753+0.00046586i,-0.00039428+0.00037561i,-0.00066795-0.00011301i,-0.00064282-0.00029508i,-0.00041702-2.0543e-05i,-0.00053699-0.00023997i,0.00047571-8.7091e-05i
-0.00047967-0.001007i,-0.00020612-0.00019853i,-0.0016636-0.00065088i,-0.0018667-0.0022661i,-0.0013475-0.0021938i,-0.00087301-0.0011131i,-0.00033648-0.00051573i,0.00023721+0.00014679i,0.0007703+0.00042747i,0.00080554-3.0936e-05i,0.000856-7.0454e-06i,0.00093205+0.00045901i,0.00078394+0.00068373i,0.00017105+0.00023077i,-0.00070707-0.00084502i,-0.00098066-0.0010382i,-0.00012334-0.00027524i,0.00078407+0.00036145i,0.00111+0.00011457i,0.00052837+0.00046937i,0.00032003+0.00054861i,0.00055419-0.00050837i,0.00039286-0.0013409i
-0.0012966+0.00090029i,-0.00023355-0.00038342i,0.00051188-0.00014496i,0.00080669+9.2977e-05i,0.00051223-0.0013178i,3.873e-05-0.0018202i,0.00010089-0.00059806i,-0.00028132-0.00027797i,8.8963e-05-0.00080617i,0.0013741+0.00017217i,0.0010467+0.00069398i,0.00022766+0.00036253i,2.914e-05-0.00022274i,0.00033139-0.00029623i,0.00047551+0.00018839i,-0.0001759+0.0009348i,-0.00079378+0.0010638i,-0.00036591+1.8364e-05i,0.00085531-0.00066119i,0.00084231-0.00010687i,-1.6801e-05+0.00067755i,-1.8329e-05+0.00011142i,0.00047473-8.6277e-05i
0.00087553-0.00034792i,-2.303e-05-0.00059676i,-0.00017975-0.0014488i,0.00057438-0.0023766i,-0.00019099-0.0032213i,-0.0014069-0.0025684i,-0.0012134-0.00088262i,-0.00046016+9.0528e-05i,-3.4173e-05-0.00069681i,0.00041626-0.0013258i,0.00071128-0.00064866i,0.0005293+0.00010583i,0.00025073+0.0001035i,-0.00017973-0.0009277i,-0.00082453-0.00061513i,-0.00086027-2.2147e-05i,-0.00053368-0.00038899i,-0.00010355+0.00020122i,0.00034509+0.00067782i,0.00044268-0.00010693i,0.00049792-0.0010547i,0.00026712-0.00086945i,-9.3268e-05+2.1873e-06i
-0.00078713-0.0011129i,-0.0011034-0.0014744i,-0.0021676-0.0017902i,-0.0026095-0.0014739i,-0.002317-0.00057143i,-0.0016822+0.00023399i,-0.00055282+0.00078791i,0.00020198+0.0004427i,-0.00029059-0.00062077i,-0.00026451-0.00078954i,-3.734e-05-0.00098952i,-0.00037923-0.00087437i,-0.0008982-7.9459e-05i,-0.00052455+3.3369e-05i,0.00021284+0.00018297i,0.00091524+0.0010666i,0.00080827+0.00038876i,-3.81e-05-0.00071368i,-0.00049644-0.00065109i,-0.0003242-0.00048659i,-0.00020324-0.00078133i,-0.00012731-0.00046714i,0.00047282+0.00039241i
0.0015305+0.0017275i,0.0011226-0.00037281i,0.0022939-0.0023417i,0.0018754-0.0031734i,6.3336e-05-0.0032521i,-0.00039627-0.0019548i,0.00062445-0.00058856i,0.0011433-0.00012574i,0.00051993+5.3209e-05i,0.00068546+5.5304e-06i,0.00030936-0.0003973i,-9.4342e-05-0.0010007i,0.00024614-0.00057435i,0.00059386-1.2971e-05i,0.00054367-0.00063237i,0.00029705-0.00096279i,0.00022686-0.00049024i,0.00036507+0.00056725i,0.00059119+0.0012228i,0.00071645+0.00054779i,0.0010908+7.6506e-05i,0.00056255-0.00041252i,-0.00012351-0.00061621i
9.6039e-06-0.0012985i,-0.00054742-0.0013388i,-0.0011062-0.0021826i,-0.00014988-0.0026915i,0.00021998-0.0021939i,-0.00052072-0.0015803i,-0.00036024-0.0011549i,-0.00049622-0.0014395i,-0.00071636-0.0016555i,-2.6155e-05-0.00067129i,0.0003715-0.00017449i,-0.00036244-0.00019648i,-0.000759+0.00033537i,-0.00061999+7.2919e-05i,-0.0003456+0.00010031i,-0.00025507+0.0001205i,-0.0002979-0.00019535i,0.00018563-4.1184e-05i,0.00012229+0.00024713i,0.00030598+0.00024838i,0.00026817+0.0002356i,-0.00097438+0.00046405i,-0.0012756+0.00019859i
0.0012135+0.00060091i,0.0015252+0.00061486i,0.0013314-0.00048892i,0.00057781-0.0025907i,-0.00026021-0.0039038i,-0.00079218-0.0031352i,-0.00033641-0.0018664i,0.00011031-0.00090833i,-0.00037923+9.9867e-05i,-5.9917e-05-0.00053749i,0.0010541-0.0015962i,0.0011309-0.0016404i,0.0010506-0.0010977i,0.00033803-0.00066521i,0.00013297-0.00039875i,0.00046627-0.00027895i,-4.5245e-05+1.8921e-05i,-0.00024821+0.00039858i,0.0005127+0.00012212i,0.00047758-0.00054022i,0.00024926-0.00058502i,-0.00047203-0.00040558i,-0.0014722-0.00036552i
-0.0020321-0.0026172i,-0.0021798-0.0018608i,-0.0023855-0.0016471i,-0.0028055-0.0023529i,-0.0028607-0.0018263i,-0.002172-4.4067e-05i,-0.00050254+0.00026914i,0.00066062+0.00036677i,0.00047322+0.0010001i,0.00040733+0.00022288i,0.00037212-0.0004138i,0.00051742-0.00033694i,-0.00032416-5.8825e-05i,-0.0011227+0.00029145i,-0.0012723+0.00068754i,-0.0015435+0.00098934i,-0.00094714+0.00014227i,-0.00025509-0.00076312i,1.7569e-05-0.00092624i,0.00026263-0.00099377i,-4.3858e-05-0.0012054i,0.00026834-0.00075036i,0.0011086-0.00046941i
-0.00010805+0.00069826i,-0.00093401+0.00032718i,-0.0013391-0.00060427i,-0.001015-0.0015093i,-3.0254e-05-0.0014515i,0.00024585-0.00088474i,0.00030535+0.00017979i,0.00023562-0.00028885i,-0.00015003-0.0013923i,-0.00021697-0.0010592i,0.00073518-0.00061483i,0.00082388-0.00045201i,7.5618e-05-0.00032045i,7.2381e-05-8.7108e-05i,-6.0205e-06-0.00033285i,-0.00081825-0.00037702i,-0.00092444+0.00037436i,-0.00054499+0.00061363i,-0.00055004+0.00039054i,-0.00040854-7.891e-05i,-0.00022096-0.00040503i,-0.00043514-4.9973e-05i,-0.00041837+0.00055961i
0.0010807-0.0017468i,0.0019098-0.0021156i,0.0025774-0.0033839i,0.00048958-0.003829i,-0.001648-0.0032509i,-0.0010794-0.0013186i,-0.00023399+0.0005333i,0.00042184+0.0006119i,0.00039932-0.0002919i,0.00055668-0.0011012i,0.00034159-0.00045011i,-0.00054465+3.784e-06i,-0.0009925+0.00043256i,-0.00086544+0.00082194i,-0.00040194+0.00050134i,-0.00035313-8.0572e-05i,-0.0003994-6.603e-05i,-0.00051903+0.00052155i,-0.00073504+0.00092797i,-0.00053916+0.00015705i,-0.00052321-0.0012176i,-0.000606-0.0012149i,-3.5476e-05-0.0011946i
0.0013939+0.0020105i,0.0010499+0.0024815i,0.0020181+0.00041072i,0.0025412-0.0023269i,0.0012367-0.0026488i,-0.0003415-0.0020055i,-0.00056627-0.00082662i,0.00015167-0.0010744i,0.00066021-0.0018156i,0.00048474-0.0011237i,0.00022156-0.00059987i,0.00056563-0.00043639i,0.00040229-0.00053534i,-0.0004744-0.0013224i,-0.0011139-0.0017197i,-0.00099256-0.0009228i,-0.00022669-0.00034463i,0.00086147+0.00053708i,0.00058028+0.0004004i,0.00025592-0.00087387i,0.0012085-0.00039119i,0.0010162+0.00027988i,-6.7715e-05+0.00013995i
-0.0016722+0.0012845i,-0.0010121+0.0010644i,-0.0013148+0.0010604i,-0.0015244+0.00077241i,-0.0015491+0.00087921i,-0.0013116+0.0014284i,-0.00038023+0.0013183i,0.00068813+0.00070898i,0.00068269-6.585e-05i,0.00021573+0.00018527i,-7.2437e-05+0.0002137i,0.00032933-0.00010447i,-0.00060684+0.00036032i,-0.0012833+0.0001249i,-0.00098512-0.00033132i,-0.0015105-0.00037642i,-0.0014066-0.00033228i,-0.000922-0.00029762i,-0.00075913-0.00039356i,-0.00058165+2.9171e-06i,-0.00016691+0.0002424i,-0.00018238-0.00017225i,-0.00027633-0.00068778i
0.0013892+0.0014253i,0.0013445-0.00049779i,0.0030732-0.0024688i,0.002987-0.0037794i,0.00086683-0.0038766i,-0.00030904-0.0027495i,-0.00052927-0.0012629i,-8.5334e-05-0.00037266i,-0.00015654-0.00033983i,-0.00014453-0.00083176i,0.00047807-0.0013202i,0.00023283-0.0013669i,-0.00020666-0.00099456i,-0.00028356-0.0007161i,-0.00036508-8.6446e-05i,-0.00043543-0.00025406i,-0.00010135-0.00063136i,9.9684e-05-0.0003125i,-0.00043972-5.3992e-05i,-0.00079281-0.00094413i,0.00028279-0.001429i,0.00095422-0.00052865i,-0.00015643-0.00011493i
0.00019137-0.00065967i,-0.0003235-0.00039877i,-0.00044893-0.00087405i,-0.00053331-0.0016372i,-0.0010284-0.0011472i,-0.0013267-0.00030228i,-0.00017958-0.00016466i,0.0010907-2.6123e-05i,0.00092577-0.0001716i,0.0010352-0.001044i,0.0013046-0.0009509i,0.00099938-0.0002024i,0.00061283-0.00061105i,8.7961e-05-0.00049878i,-0.00068821+0.00034332i,-0.0010567+0.00050399i,-0.0013223+1.4437e-05i,-4.5562e-05-0.00088417i,0.0014113-0.0012753i,0.0014817-0.00050801i,0.00076287+5.173e-05i,-0.00020609+0.00026131i,-0.00062768+0.00016049i
0.00025192+0.00033992i,0.00082917-2.0186e-06i,0.00048349-6.5996e-05i,-0.0005873-0.0010258i,-0.0015022-0.0018299i,-0.00087258-0.0011117i,0.00023675-0.00068763i,0.00020308-0.0014516i,0.00056523-0.0015307i,0.0014478-0.00065364i,0.0012456-0.00081705i,-0.00036858-0.0012222i,-0.00094645-0.0006538i,-8.1506e-05+0.00024387i,-0.0001219+0.00027833i,5.2447e-06-0.00043611i,0.00049994-8.2567e-05i,0.00054476+0.00053297i,0.0008573+0.00010625i,0.00099513-0.00067134i,0.00081297-0.00094053i,0.00069247-0.000997i,0.000192-0.00078771i
-0.00068645+0.0029813i,-0.00020096+0.002442i,0.00091723+0.0018523i,0.0014583+0.00037579i,0.00092256-0.0018179i,0.00046939-0.0017703i,-0.00036341-0.0004603i,-0.00080512+0.00020621i,-0.0010117+2.8928e-05i,-0.00047945-0.00028723i,7.1198e-05-7.5835e-05i,0.00043118+0.00021669i,0.0001047+0.00035162i,-0.00078834+0.00046853i,-0.0003562+0.00022795i,0.00065889+0.00072695i,0.00014156+0.00097908i,-0.00016439+7.285e-05i,0.00025634-0.00043608i,3.5223e-05-0.0003742i,-8.9886e-05+9.2996e-05i,-0.00052689-0.00013355i,-0.00025188-0.0010519i
0.0017503-0.00098999i,0.0011544+4.9469e-05i,5.9162e-05-0.00049945i,-0.00066264-0.0010429i,-0.0012332-0.0007119i,-0.00056155-0.00043563i,-0.00011895+0.00017535i,-0.00025166-0.00058796i,0.00026762-0.0012716i,0.00045816-0.0010564i,0.00020343-0.00021938i,-0.00048114+0.00022448i,-0.0016775-0.00010765i,-0.0015229-9.605e-05i,-0.0006506+8.3447e-05i,-0.0003464+0.00080744i,-0.00032486+0.00090002i,1.8956e-05+0.00056484i,-0.00015919+9.8123e-05i,-0.00035183-0.00049089i,0.00048983-0.0006267i,0.00092313-0.0007593i,0.00078176-0.00093212i
0.00089006+0.00078255i,0.0015846-9.1773e-05i,0.0020761-0.00039631i,0.0020016-0.0012312i,0.00059522-0.0018672i,0.00028092-0.00074036i,0.0001956+5.5532e-05i,0.00014808-0.0002468i,0.00069082-0.00036039i,0.00044454-0.00044486i,-5.4164e-05-0.00036881i,-0.00075075-0.00021049i,-0.00083955-5.6203e-05i,-0.00012757-0.00037178i,5.0705e-05-0.00073964i,-6.6493e-05-0.0010052i,-0.00023318-0.00080166i,-0.00036917-0.0001631i,-4.747e-05+0.00032111i,0.00013898+7.6779e-05i,-0.00013832-0.00019644i,-0.00067363-0.00064715i,-0.00095452-0.00057651i
0.00064955+0.0014062i,0.00052041+0.00080643i,0.0014081-0.00054488i,0.0010719-0.0016535i,-0.00047424-0.0025362i,-0.0009269-0.003521i,0.00016876-0.0027522i,0.0010649-0.0016003i,0.0012327-0.00089605i,0.00089838-3.9643e-06i,0.0010367+9.2197e-05i,0.0013578-0.00041408i,0.00028823-0.0009567i,-0.00059586-0.001534i,-0.00088968-0.0014396i,-0.00013797-0.00030086i,0.0010938+0.0006146i,0.0013283+0.0004675i,0.0007005+0.00065195i,0.00062338+0.0010054i,0.0010897-0.00033204i,0.00054838-0.0011516i,-0.00021708-0.00093961i
0.00042974-0.0017823i,-0.00012308-0.0011253i,2.6108e-06-0.0012363i,8.1133e-05-0.0016654i,-1.433e-05-0.0009783i,8.1571e-05+0.0002662i,0.00052231+0.00039601i,9.8086e-05-0.00064348i,-0.00043712-0.0010744i,-0.00018221-0.00021077i,-0.00049594+3.4192e-05i,-0.000411-0.00025365i,-0.00020022-0.00037929i,-0.00053554-0.00016487i,-0.0011592+0.00012589i,-0.0011073+6.6999e-05i,0.00014784-5.3747e-05i,0.00034697-0.00018652i,0.00063823+0.00041742i,0.00041518+0.00019609i,-9.4702e-06-0.00012061i,0.00033789+0.00049958i,9.5288e-05+0.00033279i
-0.00046601-4.6695e-05i,0.00036114-0.00078312i,0.00059453-0.0025854i,0.00014152-0.0032406i,-0.0012516-0.0033584i,-0.0018924-0.002901i,-0.00077663-0.0014125i,0.00021369-0.00052747i,0.0006295-0.00082192i,0.00041091-0.00085341i,0.00028795-0.00053716i,0.00038366-0.00048668i,-0.00045637-0.00035348i,-0.00084101+0.00032231i,-0.00030996+0.00057126i,-0.00056475+0.00035953i,-0.0012215+0.00023881i,-0.0014913-0.00039509i,-0.0006966-0.00046003i,-7.3476e-05-3.4146e-05i,-0.00017268-0.0002202i,0.00051148-0.00073902i,0.00083727-0.00085226i
