-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
0.003146-0.0016974i,0.0025991-0.0037114i,0.00068555-0.0041417i,-0.0013123-0.0032822i,-0.0017892-0.0014222i,-0.0023118+0.0006558i,-0.0021345+0.00093028i,-0.000921+0.0010547i,-0.00019689+0.0013228i,0.00025773+0.00080162i,0.00062821-0.00012878i,0.00075268-0.00019023i,0.00060588-0.00057294i,0.00043381-0.00025841i,0.00041543+0.00071054i,0.00030375+0.00064194i,0.00041743+0.00060023i,0.0002765+0.00075695i,0.00015804+0.00036305i,-0.00019059-1.1709e-05i,-0.00047532+0.00048899i,0.00052773+0.00059846i,0.00068864+0.00075261i
0.00047197+0.0017279i,0.0016296+0.001455i,0.0016617+0.00055709i,0.00092527-0.0010129i,0.00048723-0.00083972i,8.5342e-05+0.00040412i,0.0001865+0.0014423i,0.00056094+0.0018576i,0.00020184+0.0014541i,-0.00070015+0.00054742i,-0.00072204+0.00036874i,-0.00046288+7.1324e-05i,-0.00040392-0.00059537i,-0.00015582-0.00046906i,-0.00030691+0.00011478i,-7.1828e-05+0.00029313i,0.00035855-0.00016737i,0.00044136+0.00010897i,0.00046012+0.00020741i,0.00026859-0.00051988i,3.2572e-05-0.0007908i,-0.00018925-0.00048552i,-3.1469e-05-0.00065576i
0.00017108+0.0003891i,-1.9543e-05-5.7499e-05i,0.0005045-0.0016123i,0.00042766-0.0022495i,-9.0436e-05-0.0013276i,-0.00081825-0.0001683i,-0.00055583+0.00077201i,0.0001543+0.001698i,0.00061296+0.00097405i,-8.4946e-05-0.00039314i,-0.00090974-0.00033112i,-0.0012117+0.00054127i,-0.0010737+0.000248i,-0.00012761-0.00013495i,0.00020983+0.0005746i,-7.5772e-05+0.000467i,-0.00070541+5.441e-05i,-0.00095415-5.9277e-05i,-0.00038996+0.00022503i,-0.00021197-0.00012228i,0.00024396-0.00038581i,0.00011037+0.0003073i,-0.00074362+0.00061547i
0.0031084+0.0001747i,0.0025643-0.0015902i,0.0030749-0.0014571i,0.002259-0.00079175i,0.00035334-0.0014202i,-0.001586-0.00050447i,-0.002252+0.0016291i,-0.0017427+0.0017508i,-0.00044988+0.00086917i,1.9262e-05+0.00023503i,-0.00026215-8.6699e-05i,-0.00092725-0.00017109i,-0.0012351-0.0002228i,-0.00095994-0.00036264i,-0.00062628-3.9268e-05i,-0.00046518+7.1074e-05i,-0.00029853-0.00037379i,0.00014568-0.00022929i,5.9953e-05+0.00023992i,0.00011905+0.00025024i,0.00041475-0.00020207i,0.00042681+0.0001116i,9.2878e-05+0.0006853i
0.0023701-0.00067287i,0.0014064-0.0011353i,0.00066647+2.9498e-06i,0.00072321+6.2665e-05i,0.00024175-0.0002994i,-0.00087522-0.00051805i,-0.00078607-0.00060378i,-0.0006525-0.0003429i,-0.00041023-9.8406e-05i,0.00094443-5.821e-05i,0.00084629+0.00048698i,-0.00025097+0.00054315i,-0.00048998-0.0004472i,-0.00021997-0.00051525i,2.8712e-05-0.000287i,7.067e-05+0.00012067i,0.00034034+0.0007149i,0.00092296+0.00066242i,0.0010023+0.00044569i,0.00053516-3.5478e-05i,0.00045027-0.00026036i,0.00054061+0.00018392i,0.00038504-0.00032313i
0.0022378+0.001927i,0.0033146+0.00045705i,0.0021298-0.0014353i,0.00058065-0.0015857i,-0.0003309-0.00088537i,-0.00041498-3.5486e-05i,2.2892e-05+0.00069197i,0.00074538+0.0011711i,0.0011488+0.00055332i,0.00083189+0.00057823i,0.00059721+0.00084826i,0.00038419+0.00055785i,-0.00010477+0.00012198i,-0.00020632-0.00031716i,-3.2096e-05-0.00015195i,-0.00020522-0.00017595i,0.0001365+6.6407e-05i,0.00057166+0.00058169i,-6.4441e-05+0.00065341i,-0.00021612+0.00047822i,-0.00017341+0.00036152i,0.000198+0.00016672i,0.00048718+2.4672e-05i
-0.00028119+0.00053546i,-0.00025839+0.0010301i,0.00082606+0.0017942i,0.0014539+0.00072136i,0.0012637-0.00028383i,-3.241e-05-0.00024304i,-0.0009992+0.00065702i,-0.0014862+0.0014476i,-0.0012874+0.0010066i,-0.00051651-0.00012471i,-0.00032447-0.0005192i,-0.0005344-0.00070598i,-0.00035149-0.00089247i,0.00060197-0.0003716i,0.00089302+3.179e-05i,0.00041597+0.00049984i,0.00082494+0.0003272i,0.001026+0.00035399i,0.00049046+0.00039081i,0.00011984-0.00014159i,-0.00042577+0.00031427i,-0.00024723+0.00024942i,0.0002193-0.00029504i
0.0023725-0.0011526i,0.0016571-0.0012581i,0.00096798-0.0017744i,0.00062437-0.0018855i,-8.8329e-05-0.0005577i,-0.00071904+0.00055742i,-0.001249+0.0013508i,-0.00054374+0.0021032i,0.00033706+0.0017755i,1.887e-05+0.00095892i,0.00015004+0.0006833i,-0.0001922+8.5612e-05i,-0.00089689-0.00043958i,-0.00080623-0.00065152i,-0.00039198-0.00080524i,2.1272e-05+0.00033146i,-8.2516e-05+0.0011169i,-0.00038481+0.00109i,0.00034542+0.0008522i,0.00079652+0.00059851i,0.00051482+0.00029642i,0.0004571-0.00070997i,0.0003327-0.00083782i
-0.0013168-0.0010522i,-0.002422+7.8134e-05i,-0.0036847+0.00018868i,-0.0035927+0.00093665i,-0.0021546+0.0014044i,-0.00059439+0.0013793i,0.00019745+0.0018482i,0.000802+0.0017659i,0.00079327+0.00035993i,-0.00031984-0.00076387i,-0.00051934-0.0011285i,-5.5774e-05-0.00094398i,0.00016849-0.00064913i,0.00051797-0.00015151i,0.00049372+0.0003942i,0.00046828+0.00049572i,5.0928e-05+0.00058093i,-0.00037071+4.7648e-05i,-5.1136e-05-7.0199e-05i,-8.3439e-05+0.00039408i,-6.2228e-05+0.00080521i,0.00047533+0.00085469i,0.00056397+0.00051236i
-0.00019067-0.00244i,0.00025484-0.0035282i,7.9964e-05-0.0033964i,0.00060192-0.0019775i,0.0009312-9.6509e-05i,0.00080769+0.00070071i,0.00044322+0.00090787i,-8.6587e-05+0.00066104i,-8.8398e-05+0.00095718i,0.00039822+0.00088994i,0.00040954+0.00080643i,2.3274e-05+0.0011608i,-0.00048862+0.00089998i,-0.00021095+0.0002185i,0.00090164-0.00012747i,0.00070617-0.00028958i,-0.00014162-0.00073611i,4.762e-05-0.00038871i,-0.000244+0.00032279i,-0.0008938+0.00041077i,-0.00073092+0.00034665i,6.9154e-05+6.0323e-05i,0.0003678+0.00028278i
0.001033-0.00041021i,0.0015872-0.00098268i,0.0012008-0.0016985i,-0.00024045-0.00059188i,-0.0012457+0.0012324i,-0.0013124+0.0023117i,-0.0010531+0.002209i,-0.00017438+0.0015568i,0.00061478+0.00015262i,0.00055945-0.00065486i,0.00063542+0.00014657i,0.00067004+0.0002595i,-5.4845e-05-0.0002718i,0.00017478+0.00094299i,-0.00013274+0.0015223i,-0.00056247+0.00041843i,-0.0005163-0.00065209i,0.00013669-0.00029388i,0.0009555-0.00015894i,0.00084625-0.00062171i,1.7615e-05-0.00084721i,-0.00069709-0.0007677i,-0.00068282-0.00067463i
0.0010991-0.0030962i,0.00025642-0.0029049i,-0.00026588-0.0021731i,-0.00074312-0.00098497i,-0.00098038+0.00041991i,-0.00049686+0.0015334i,0.00011161+0.0016157i,-0.00034648+0.0014653i,-0.00058313+0.00071983i,-6.9069e-05+6.4821e-05i,-0.00037004+0.00010497i,-0.00020671+0.00060096i,0.00024096+0.00090964i,0.00015438+0.0008749i,-0.00040308+0.0012186i,-0.00074973+0.00042348i,-0.00089188-0.00040163i,-0.00030807+0.00011888i,0.0006056+0.00061849i,0.00044878+0.00096501i,0.00016169+0.00081925i,-1.8855e-05-0.00015023i,-0.00026993-0.00031196i
-0.00022768-0.00072548i,-0.00062917-0.00080744i,-0.0006201-0.0020469i,-0.001034-0.00089273i,-0.00087702+0.00051639i,-0.0013778+0.00036147i,-0.0014131+0.00094886i,1.1329e-05+0.0015208i,0.00076346+0.00094234i,0.00077738+0.00091529i,0.00023693+0.00071377i,-4.4589e-05-0.00080633i,2.2002e-05-0.00081329i,0.00012807+0.0005596i,0.00095695+0.00038397i,0.0010254-1.7704e-06i,0.00046088-8.8418e-05i,0.00038578-0.00057402i,2.9178e-05-0.0003876i,-0.00021433-0.00016036i,-0.00043596+0.00011908i,-0.00076439+0.00034946i,-0.00063216-0.00026162i
-0.0004414-0.0016745i,-0.0015897-0.0013233i,-0.0011651+0.00018312i,-0.00079879+0.00027346i,-0.00069557+8.1365e-05i,-6.6632e-05+0.0010755i,0.00018484+0.0018764i,-0.00085814+0.0014292i,-0.0010173+0.0010185i,4.7613e-05+0.0003398i,0.00014061+0.00099851i,-0.00036288+0.0016736i,-0.00030277+0.00088553i,-7.5178e-05+0.00025795i,0.00062852+0.00018929i,0.0011205+0.00083881i,-7.9108e-05+0.00057744i,-0.00045354-9.3676e-05i,0.00045496-0.00013018i,0.00029006-1.3534e-05i,-4.4414e-05+0.00061171i,-0.00078893+0.00040782i,-0.0010728+4.4195e-05i
0.0031157+0.0017357i,0.004404+0.00017171i,0.0039447-0.00061219i,0.0015343-0.0013313i,0.00045846-0.00107i,-0.0010345-0.00034156i,-0.0012029+0.00074331i,1.1456e-05+0.0019728i,0.00065321+0.0013402i,0.00012979+0.00068989i,-0.00046004+0.00048375i,-0.001091+0.00019553i,-0.00070691+0.00012948i,0.00026523+0.00055186i,-4.0467e-05+0.00084116i,-0.00028706+0.0013578i,-0.00018142+0.0010234i,-0.0003279+8.7495e-05i,-5.4239e-05+0.00038693i,0.00028387+0.00089975i,0.0011604+0.00052073i,0.0014021-4.6119e-06i,0.0011034-0.00017372i
-0.0014303-0.0015729i,-0.0015511-0.0013407i,-0.001783+0.00025831i,-0.0019547+0.0010787i,-0.0013266+0.00053007i,-0.0009686+0.00059825i,-0.00017134+0.0012048i,0.00036332+0.0014716i,0.0001129+0.0007612i,-0.00098263-0.00021983i,-0.00081432-0.0004476i,8.8286e-05-0.00019944i,0.0006191+0.00036252i,0.0007537+0.00098902i,0.00029483+0.00038625i,0.00025837-0.00028857i,-4.4932e-05+0.00063632i,0.00036451+0.00056918i,0.00021277-0.00045252i,-8.9326e-05-0.00082664i,0.00046104-0.00052231i,0.0001693+0.00016732i,-0.00056645+0.00017158i
0.00062174+0.0011985i,0.0015537-6.6889e-05i,0.0020804-0.00077686i,0.00088295-0.00063586i,0.0001159-0.00057959i,-0.00013651+0.00011681i,-0.00086771+0.00083334i,-0.00021571+0.00089872i,0.00035122+2.0917e-05i,-0.00031458-2.4378e-05i,-0.00051839-0.00016432i,-0.00030827+8.382e-05i,-0.00038441+0.00038506i,-0.0001419-1.4159e-05i,-0.00021852+0.0002375i,-0.0010344+0.00034105i,-0.00092287+0.00014931i,-0.00051346+8.1296e-05i,-0.00028168-0.00035143i,0.00088308-0.00040827i,0.00078038-0.00016292i,-0.00014399+0.00013982i,-0.0008067+1.1629e-05i
-1.8277e-05-0.0012942i,-0.0012879-0.0011855i,-0.001501-7.8969e-05i,-0.00016004-3.9348e-05i,0.00010116-0.00040241i,-0.00069977+0.00054124i,-0.0010981+0.00094488i,-0.00084237+0.00093739i,-0.00060105+0.0011659i,-0.00019125+0.0011112i,0.00079743+0.00036156i,0.0010008-0.00072584i,0.00092195-0.00070002i,0.00085249-0.00030476i,0.00024897-0.00037215i,-0.00019696-4.2407e-05i,0.00012228+0.00049695i,0.00021557+0.00011881i,0.000477-0.00040916i,0.00053232-0.00023213i,-9.0792e-05-7.166e-05i,2.0665e-05-0.00051704i,2.5226e-05-0.00099518i
0.0024176+0.0014552i,0.0022715+0.0012228i,0.002204-8.6132e-05i,0.0018769-0.00080725i,0.0001575-0.00145i,-0.0015834-0.0011668i,-0.0012907-8.3299e-05i,-0.00010083+0.00098759i,0.00027115+0.0013433i,-8.3054e-05+0.0015767i,-0.00061642+0.000801i,-0.00083473-0.00069111i,-0.0010062-0.0004933i,-0.00062349+0.00040074i,0.00021386+0.00082688i,0.00036092+0.00088593i,7.2511e-06+0.00055585i,-0.00061547+0.00018043i,-0.00049092+0.00017396i,-0.00011193+0.00040007i,0.00032851+0.00091279i,0.00049897+0.00096944i,0.00050268+0.00084981i
-0.0015078-0.0018438i,-0.0015661-0.0020377i,-0.0012309-0.0020468i,-0.0016281-0.0011119i,-0.0019109-0.00064056i,-0.0014364-0.00034263i,-0.0013242+0.00024079i,-0.00050867+0.0006923i,0.00046471+0.00028937i,0.00020822-0.00067266i,6.6021e-05-0.00086943i,-0.00014152-4.908e-05i,-0.0004456+0.00093914i,-0.00031121+0.00080681i,-0.0002132+0.0002344i,-0.00019748+0.00010487i,0.00022878+4.7938e-06i,0.00059113+0.00015843i,0.00023124+0.00077517i,-0.00022103+0.00061813i,-0.00086194+0.00070348i,-0.00090165+0.00096617i,-0.00050144+9.9001e-05i
0.0025937+0.0008024i,0.0038463+0.00085912i,0.0026212+0.00071326i,0.00099894-2.446e-06i,-0.00044667+0.0001718i,-0.00097955+0.00051299i,-0.00043106+0.00080966i,-0.00010673+0.00074952i,-0.00022119+0.00026055i,-0.00040459+1.9398e-05i,-0.0008322-0.0004929i,-0.00092457-0.00014263i,-0.0012316+0.0003362i,-0.00086766-0.00016537i,-0.00050851-0.00046274i,-0.00031157-0.00036489i,-8.8333e-05+0.00010316i,0.00019375+0.00079555i,5.2988e-05+0.00099762i,-0.0010029+0.00026264i,-0.00081579-0.00085704i,-0.00032494-0.00070531i,-0.0006639-0.00039267i
0.00054811+0.0022239i,0.00070058+0.0012557i,0.0017428-2.65e-05i,0.0015588-0.0010357i,0.00041675-0.001672i,-0.00076761-0.0017065i,-0.0012952+0.00025812i,-0.00082749+0.0015338i,0.00012506+0.00085971i,0.0010457+0.00054325i,0.00092444+0.00039392i,0.0007196-0.00042255i,0.00039055-0.00047541i,-0.00060903+5.7027e-06i,-0.00060702+8.4465e-05i,-0.00025374+0.00027979i,-0.00082085+0.00088943i,-0.00063754+0.00094059i,-2.9733e-05+0.00053195i,9.813e-05+0.00025651i,-0.0001588+0.00044643i,-0.00051859+0.00076606i,-0.00055303+0.0005848i
0.0025617-0.0021875i,0.0020491-0.0031904i,0.0023786-0.0029127i,0.0012796-0.0016331i,-0.00019845-0.00084069i,-0.00092397-0.00024903i,-0.0005511+0.0013322i,0.00072746+0.0021299i,0.00083212+0.00090688i,-2.8251e-05-0.00036642i,-0.0007697-0.00032782i,-0.0010064+0.00014918i,-0.00010757+0.00038257i,0.00086515+0.00093197i,0.00046522+0.001499i,-0.00034065+0.00092164i,-7.731e-06-0.00013168i,-0.00034508-0.00024722i,-0.00048662+4.5501e-05i,-0.0003834-0.00030024i,-0.00068003-0.00067573i,-0.00090385-0.0002948i,-0.00038237-0.00027406i
-0.001572-0.00045407i,-0.0010524-0.0001463i,0.00056128-3.3717e-05i,0.0010441+0.00013857i,0.00076743+0.00029991i,0.00046658+0.0012477i,-0.00041318+0.0026066i,-0.00072354+0.0020713i,-2.0552e-05+0.00050487i,0.00058798+0.00020297i,0.0004801+0.00036093i,0.00023766-0.00065549i,0.0005942-0.00048774i,0.00092139+0.00074043i,0.00050163+0.00054547i,0.00036642+0.00035649i,-5.5775e-05+0.00040171i,-0.00035143-6.9114e-05i,0.00041271-0.00018859i,0.00070568+0.00022952i,0.00034501+0.00025947i,-0.00026999+0.00062367i,-0.00060012-0.00014811i
0.0014028+0.0013777i,0.0020415+0.00058435i,0.0014989-0.00072286i,0.00012721-0.0015901i,-0.0011959-0.00097122i,-0.0017554-0.00024317i,-0.0016511+0.00072157i,-0.00080686+0.0011742i,0.00017639+1.2696e-05i,0.00063152-0.0006507i,-1.0673e-07-0.00010979i,-0.00019807+0.00030791i,-0.00030869+0.00068226i,-0.0012528+0.00015813i,-0.0013866-0.00052087i,-0.00088123-0.00019524i,-0.00042769+0.00022909i,0.00058391+0.00037265i,0.0010612-0.00012772i,0.00068744-0.00083008i,0.00018217-0.00076886i,0.00047477+0.00018131i,0.00061718+0.00072722i
0.0001618-0.0007071i,0.00097765-0.0013951i,0.0011355-0.00055829i,0.0010333+4.0621e-05i,0.00076314+0.00067316i,0.00040915+0.0016136i,0.00077554+0.0019489i,0.0011196+0.0017681i,0.0009559+0.00090571i,0.00055833+0.00023273i,0.00025022-0.00052469i,-0.00025497-0.00070455i,-0.0013285+0.00010646i,-0.0012101+0.00012511i,-8.3839e-05-6.2816e-05i,0.00055574+0.00050503i,0.00031284+0.00041769i,-6.9763e-05+0.00060858i,0.00017263+0.00052863i,0.00022384-0.00033378i,8.8388e-05-0.00010621i,-0.00046306+0.00091097i,-0.00093442+0.0010202i
0.00046353-0.001163i,0.0004004-0.0014405i,-0.00063771-0.0015163i,-0.0015793+0.00020125i,-0.00092256+0.0014222i,-0.00036058+0.0013741i,0.00061509+0.0013692i,0.0010653+0.0011135i,0.00035722+6.2962e-05i,0.00063931-0.00028521i,0.00072077-0.00015437i,0.00010283-0.0003053i,-0.00011841+7.7942e-05i,0.0006017+0.00076702i,0.00070489+0.00034036i,2.5044e-05-0.00068968i,-0.00037804-0.00069261i,-8.3291e-05-0.0004288i,0.00034868+0.00012718i,0.00061798-3.5731e-06i,0.00020118-0.00099107i,-0.00065318-0.00088297i,-0.00039559-0.00025832i
-0.0024657+0.0010383i,-0.0026984+0.00094354i,-0.0014432+0.0015436i,0.00027551+0.0018237i,0.00078504+0.0012561i,0.00047938+0.00047175i,-0.0005877+0.0009531i,-0.0010437+0.0013169i,-0.0001359+0.0011735i,0.00053298+0.00099031i,0.00098316+0.00064118i,0.00088424+0.00043838i,0.0004517+7.3821e-05i,0.00053354-0.00036565i,0.0011971-0.0009353i,0.0006536-0.00098391i,5.6226e-05+0.0001961i,0.00051247+0.0012725i,0.0011564+0.00092387i,0.0012396+0.00092624i,0.00060187+0.00073311i,0.00021501+4.2519e-05i,0.00056604-0.00055028i
0.00051249-0.00075526i,0.0011904-0.00059991i,0.00063528-0.00077878i,0.00029793-0.0012946i,-0.00019243-0.00041069i,-0.0015411+0.00052031i,-0.0017273+0.00068761i,-0.0012014+0.00048367i,-0.00089721-5.3854e-06i,-0.00036108-0.00021126i,-0.00031983-0.00023623i,-0.00037942-0.00080091i,-0.00052227-0.0012747i,-0.00043639-0.0011669i,0.00049962-0.0011593i,0.0014128-0.00090448i,0.00072816-0.00018255i,5.687e-05+1.3006e-05i,1.754e-05-0.00068119i,-0.00041503-0.00078233i,-0.00076282-0.00025406i,-0.00028334-0.00054424i,-0.00034053+7.022e-05i
-0.0015815-4.9958e-05i,-0.0014121-0.00026018i,-0.00031791+0.00012132i,8.8451e-05+0.00029173i,0.00011191+0.00028083i,-0.0006591+5.2782e-05i,-0.0011327+0.00063113i,0.0002596+0.0010317i,0.0013076+0.00047833i,0.001362+0.00042762i,0.0016019+0.00069205i,0.0018649+0.00056683i,0.0016916+0.00080725i,0.00091317+0.00056284i,-0.00026805-0.00019505i,-0.00043269-0.00082471i,-0.00011627+3.7342e-05i,-0.00014816+0.00044304i,0.00033224+6.1415e-05i,0.0011557-4.6132e-06i,0.00055825-0.00021854i,-3.1658e-05-0.00033267i,-5.5903e-05-0.00061421i
0.00035558+0.00033087i,0.00070924-0.00032148i,-1.134e-05-0.0016478i,-0.0012219-0.0018113i,-0.001562-0.00065811i,-0.0018374+0.00056807i,-0.0011371+0.0015329i,-8.3938e-05+0.0016153i,6.296e-05+0.0008235i,-4.0119e-05+0.00028427i,0.00010849-5.681e-05i,6.3774e-05-0.00031699i,-3.2974e-05-0.00016842i,0.00027894+0.00038754i,-0.00023576+0.0011594i,-0.00096467+0.0010898i,-0.0010637+6.1319e-05i,-1.3934e-05-0.00035046i,0.0005018-5.8737e-05i,-0.00044819+0.00024166i,-0.00081786+0.00027981i,-0.00024027+0.00033797i,-4.1344e-05+0.0006681i
0.0020088+0.00062607i,0.0020825-6.7084e-06i,0.0023632-0.00051183i,0.0014491-0.001008i,-0.00042608-0.0010332i,-0.0010102-9.128e-06i,-0.0010139+0.0010621i,-7.9589e-06+0.00044449i,0.00063024+0.00022136i,-0.00030031+0.00070038i,-0.00015964+0.00039057i,0.0002085+0.00063666i,-0.00011473+0.00070084i,-0.00017042+0.00019318i,0.0002349-0.00018159i,0.00035837-0.00018108i,-0.00081906-0.00022007i,-0.00059085+0.00020135i,0.00020155+0.0010094i,0.0003081+0.00078059i,0.00087669+0.00020163i,0.0010727+0.00053295i,0.00051213+0.0014582i
0.0010105+0.00037409i,0.00052513+0.00020317i,-0.00013853+0.0002976i,-0.00037116+0.00084873i,-0.0013753+0.00027498i,-0.0016835+4.8222e-05i,-0.0010811+0.0014454i,0.00013298+0.0019348i,0.0010997+0.0005179i,0.00053786+0.0005437i,-0.00025675+0.0011227i,-0.00012428+0.00056453i,-7.1915e-05+0.00027855i,-0.00018651+0.00026859i,0.00038594+0.00026257i,0.00026699+0.00035104i,0.00066736+0.0012647i,0.00058006+0.0016197i,-0.00065434+0.0011637i,-0.00038331+0.0008324i,-4.2191e-05+0.0001419i,-0.00047897+5.0257e-05i,-0.00040043+0.00045914i
-0.0015682-0.0010965i,-0.0012022-0.00055501i,-0.0012037+0.00019403i,-0.00093146+0.00058867i,-0.00029711+0.0011497i,0.00036054+0.001811i,0.00052201+0.0014581i,0.00034261+0.0013658i,-0.00032649+0.0012765i,-0.0013904+0.0011918i,-0.0005252+0.0014269i,0.00066942+0.00099125i,0.00089778+0.00032328i,0.00081626-0.00023298i,0.00074078+2.3547e-05i,0.00071042+7.8248e-05i,0.00077017-0.00051687i,0.00043008-0.00044567i,0.00081818-0.00061326i,0.0016721-0.00069878i,0.00097172-0.00027479i,-7.7876e-05-0.00027437i,0.00014852-0.00010377i
-0.0016141-0.0026537i,-0.0014028-0.0012031i,-0.001305-0.0011231i,-0.0015346-0.00058165i,-0.0016185+0.00019794i,-0.0010456+0.00080121i,-0.00091392+0.0015567i,-0.00074172+0.0014178i,-0.00043139+0.00039211i,-0.00053718+0.00014302i,-0.00060916+8.1914e-05i,0.00020578-0.00042092i,0.00069935+0.00015445i,0.00059139+0.0012383i,0.00070917+0.001309i,0.00092071+0.00081587i,0.0011618+0.00087718i,0.00088507+0.00058922i,0.00042343-0.00016648i,0.00054349-0.00024961i,0.0001109-0.00033313i,-0.0004027-0.0004482i,-0.00025593+0.0003128i
-1.1153e-05-0.00025969i,-0.00060042+0.00016034i,0.00011169-0.00035393i,0.0001144+2.1321e-05i,-0.00031405+0.00080485i,0.00027192+0.0014155i,-4.0438e-05+0.00239i,-7.2296e-06+0.0024394i,0.00043403+0.0016522i,-0.0001219+0.0013712i,-0.00059657+0.00070596i,-0.00014158-0.00013354i,0.00028394-0.00031848i,0.00042667-0.00015765i,0.00043178-0.0001065i,0.00064702-0.00026576i,6.7691e-07-0.00030653i,-5.8209e-05+0.00018711i,0.00020027+0.00061189i,0.00040832+0.00044719i,0.00074789+0.00027218i,0.0001966+0.00065499i,-0.00030456+0.00057536i
0.0012753-0.00040301i,0.00031384-0.00069164i,-0.00013848+0.00021419i,-0.00090951+0.00063173i,-0.0012429+0.00024829i,-0.00092268-6.6424e-05i,-0.00054116+0.0003006i,-0.00027056+0.00083074i,0.00015446+0.00057432i,0.00039892+0.00034788i,-1.3617e-05-0.00029202i,-7.3334e-05-0.00046014i,0.0002451-0.00065348i,0.00074905-0.00062055i,0.00083597-8.9561e-05i,0.00025872-0.00037303i,-0.00014913-0.00034598i,-8.9706e-05+0.00062902i,0.00030441+0.00078339i,7.0395e-05-1.9417e-05i,-0.00024863-0.00044323i,-0.00076194-0.0002337i,-0.0001722-0.0001058i
-0.00053457+0.0001426i,-0.00071544-0.00054744i,-0.00081915-0.0006904i,-2.8896e-05-0.00030955i,0.00044763+0.00033215i,0.00070251+0.0004671i,0.00028839+0.0010095i,-0.00015902+0.001119i,-0.000364+0.00024644i,-0.00026248-0.00025974i,0.00030898-0.00044344i,0.00025113-0.00028897i,-0.00036135+0.00026067i,0.00063913+0.00071244i,0.0017936+0.00071932i,0.00092779+0.00057541i,0.00046921+0.0005388i,0.00029061+6.4619e-06i,-5.1652e-05+0.00026236i,-0.00042211+0.00033614i,-0.00063529-0.00035474i,-0.00036788-0.00030984i,1.5373e-05+0.00017928i
0.00064334-0.0011258i,0.00050749-0.00092099i,0.00060465-0.0010471i,-0.00018763-0.000515i,-0.0017688+4.1933e-05i,-0.0015621+0.00041661i,-0.00064073+0.00099705i,-0.00012498+0.00046185i,5.8179e-05+0.00045644i,-0.00050239+0.00082733i,-0.00092977+0.00033591i,-0.00070408-6.1567e-05i,-0.00033569+0.0001067i,2.4228e-05+0.00062317i,0.001061+0.00034386i,0.001159-3.5638e-05i,0.00047471-0.00018363i,0.00032828-0.00018194i,-7.0651e-05-0.00018152i,-5.2848e-05+0.00014018i,-0.0002963+0.0004022i,-0.00090953+0.00016583i,-0.00021505+0.00049924i
-0.0023808+0.00016045i,-0.0025995+0.00050281i,-0.0010271+0.00085644i,-0.00013669+0.00033179i,-0.00030707+0.00032796i,-0.0010974+0.0011394i,-0.0021015+0.00098785i,-0.0014017+0.0003458i,-0.00037882+0.00019842i,-0.00025969+0.00029698i,-0.00036082+0.00036819i,0.00034612-9.2722e-05i,0.00054979-8.2845e-05i,-0.00021901+0.00035952i,1.2076e-06-1.0907e-05i,0.0006117-0.00053465i,0.00061869-0.0001372i,0.0004501+0.00022019i,0.00026864+0.00017381i,0.00040542+0.00062237i,0.00072172+0.00080008i,0.00047453+0.00049626i,8.5621e-06+0.001036i
0.00054573+0.00088539i,0.0011673-0.00042773i,0.0016411-0.0012603i,0.0012648-0.0016173i,0.0012554-0.0014587i,0.00035421-0.0012899i,-0.00079353-0.00016092i,-0.00094146+0.00034401i,0.00013903-0.00036383i,0.00075375-0.00067769i,0.0005213-0.00089186i,-0.00021863-0.00048283i,-0.00090728-0.00045674i,-0.001179-0.00045992i,-0.0010819-4.5147e-05i,-0.00016044-0.0003159i,0.00015957-0.00024266i,-0.00037999+0.00078257i,-0.00070193+0.0011468i,-0.00056783+0.00080171i,-0.00040111+7.1271e-05i,-1.4794e-05-7.6571e-05i,0.00011003-0.00011094i
0.0018058-0.0013808i,0.0010311-0.00097361i,-5.4825e-06-0.0007896i,-0.0012461-0.00043219i,-0.0021272+0.0010336i,-0.001434+0.0026212i,-0.0010964+0.0018762i,-0.00079343+0.00019946i,-0.00025005-0.00034412i,0.000152-6.157e-05i,0.0002774+0.00022294i,-0.0003749+0.00080177i,-0.00065081+0.00094385i,0.00011691+0.00032966i,0.00012654+0.00046037i,-0.00056753+0.00073785i,-0.0011837+5.8827e-05i,-0.0012822-8.3564e-06i,-0.00046336-5.7079e-05i,0.00055707+5.0086e-05i,0.00037412+0.00048009i,-0.00029271+0.0004457i,-8.3959e-05+0.0010961i
