-0.0050226-0.00015381i,-0.0047416+0.0011643i,-0.0057327+0.0034083i,-0.0046391+0.0041783i,-0.0027382+0.0026755i,-0.0011892+0.00095413i,-0.00096999+0.00074173i,-0.00066703+0.0021205i,0.00063078+0.0033598i,0.001528+0.0033023i,0.0013804+0.0018672i,0.0009976+0.00075704i,0.0012287+3.9466e-05i,0.0011783+0.000292i,0.0010461+0.00064894i,0.00057732-1.4055e-05i,0.00021364-0.0001342i,0.00021684-0.00012833i,2.6076e-05-0.00048365i,-1.9866e-05-0.00018443i,0.00023208+0.00078681i,8.3455e-05+0.00070641i,-0.000441+2.3523e-05i
0.0012296+0.0012547i,2.4121e-05+0.001123i,3.5496e-05+0.0016446i,0.0014647+0.0016568i,0.0022061+0.001568i,0.0011385+0.0015525i,-0.00043193+0.001561i,-0.00085211+0.0018611i,9.8308e-06+0.0013943i,0.0011439+0.0010258i,0.0014322+0.0013548i,0.0014107+0.00093733i,0.001109+5.1097e-05i,0.00064818-0.00042247i,0.00057763-0.00081402i,0.00049258-0.00070979i,0.0001007-0.00012629i,-1.7049e-05+2.2594e-05i,0.00017954-0.00026344i,0.00041158+0.00022059i,0.0003377+0.00080928i,-0.00029772+0.00047319i,-0.00029726+0.00017338i
5.1388e-05+0.00044021i,0.0010632+0.00035247i,0.0015729-0.00016493i,0.0013141-0.00029613i,0.0016619-0.00060397i,0.001409-0.00011068i,0.00040037+0.00075566i,0.00038722+0.00054328i,0.00096077+0.00075009i,0.00088485+0.0011212i,0.0010224+0.001045i,0.00071494+0.00092311i,8.3572e-05+0.00020461i,0.00027716-3.5715e-05i,0.00046287-4.909e-05i,0.00030192-0.00073828i,0.0012785-0.00052287i,0.0016078-0.00030719i,0.00070386-0.0004747i,0.00023449+0.00010946i,0.00065191+0.00027408i,0.00058885+1.9356e-05i,-7.2581e-06+0.00035639i
-4.6948e-05-0.00027097i,0.00010604-0.00097881i,0.00062906-0.00045913i,0.00055672+0.0005192i,0.00031096-0.0002237i,0.00016469-0.00043428i,0.00045265+0.00015011i,0.00096346+0.00011066i,0.0013336+0.0010159i,0.0009513+0.0015979i,0.00037031+0.0012954i,0.00042467+0.00060515i,0.00040729-0.00018374i,0.00066592-0.00034909i,0.0012083+0.0001525i,0.0013426+9.8747e-05i,0.00069411-0.00048205i,0.00049543-7.6659e-05i,0.00069454+0.00015593i,0.00068874-0.00026349i,0.00046712-0.00026128i,0.00036366+0.00062396i,0.00075579+0.0010344i
-0.0007525-0.0019101i,-0.0014269-0.00052994i,-0.0013135+0.0011957i,-0.00060047+0.0012976i,0.00011884+0.0010662i,-0.00034375+0.0014642i,-0.00073539+0.001539i,0.00060937+0.0010783i,0.0014459+0.0012064i,0.00081242+0.0014227i,0.00058874+0.00097178i,0.00059189+0.00091081i,0.000467+0.00046039i,0.00090228-0.00053281i,0.0014883-0.00075941i,0.001333-0.00082811i,0.0008788-0.00066911i,0.00068608-0.00091872i,-0.00032668-0.0013827i,-0.00039611-0.00088488i,0.00011094-0.00041456i,-0.00036228-6.4597e-05i,-0.00054979+0.00012591i
-0.00033803-0.00051431i,-3.2836e-05-2.0729e-05i,0.0026455-6.3342e-05i,0.0034418-0.0011158i,0.0018097-0.0013097i,0.00089005-0.0010109i,0.00039383-0.00050597i,0.00013046-0.00014002i,0.00083231+0.00070612i,0.0011433+0.0019626i,0.0003425+0.0017537i,-0.00073318+0.00063998i,-0.00034801+0.00062988i,0.00056827+0.00021365i,0.00055548-0.00052537i,6.99e-05-0.00053903i,-0.00016927-0.00105i,-0.00024066-0.00098102i,-9.8633e-05-0.0006669i,-0.00050974-0.00011363i,-0.00094195+0.00035965i,-0.00049018+0.00026508i,-0.0002123+0.00047449i
-0.00097901-0.0022032i,-0.0010869-0.0012962i,-0.0024048-0.00042934i,-0.0024863-0.00014247i,-0.0012368+0.00045744i,-0.00050396+0.0015342i,-1.5601e-05+0.0011767i,0.00022107+0.00062695i,0.0001094+0.00097184i,0.00025677+0.0014433i,0.00013923+0.00067739i,2.8122e-05-0.00036616i,0.00041322-0.00014765i,0.00043438-0.00017433i,9.4869e-05+8.683e-05i,0.000221+0.00042521i,0.00029457-0.0001776i,0.0012298+0.00010762i,0.00065346+0.0010361i,-0.0010184+0.00073856i,-0.0007668-0.00026877i,2.7223e-05-0.00039238i,-0.00045425+0.00019489i
0.0013186-0.00047104i,0.0016212+1.6066e-05i,0.0016691+0.00042268i,0.0011681+0.00073872i,0.00069754+0.00014228i,0.00063005-2.7408e-05i,0.0003461+0.00098324i,0.00017462+0.001287i,3.9258e-05+0.00096481i,9.5482e-05+0.0012322i,2.2623e-05+0.0008583i,0.00012893+0.0001851i,0.00051531+0.00059663i,0.00047034+0.00063938i,-0.00036622-0.0001936i,-0.00068318-0.00053062i,-6.1082e-05-0.00027759i,0.00089388-8.774e-06i,0.00051324+5.6365e-05i,-4.5324e-05+0.00012402i,0.00013337+5.526e-05i,0.00072102-0.0003091i,0.0008244-0.00022543i
-0.0013843-0.00045836i,-0.0014808+0.00020117i,-0.0025443+0.00033868i,-0.0020185+0.0011787i,0.00038229+0.0016574i,0.001016+0.00025583i,0.00035175-0.00065928i,-0.00028143+0.00029144i,6.7301e-05+0.0013081i,0.00095392+0.0019906i,0.00073376+0.0015959i,0.00077453+0.0008785i,0.00087522+0.00070947i,0.0005995+0.00056961i,0.00098313+0.0006972i,0.0010375+0.00057341i,0.00025149+0.00034259i,0.00023256+0.00031322i,0.00081737+6.5018e-05i,0.00079065+0.0004257i,0.00056187+3.2355e-05i,0.0007138-0.00061764i,0.00015178-0.00028282i
0.00092464+0.0013406i,0.0013434+0.0017073i,0.002576+0.0025072i,0.002628+0.0019116i,0.002012+0.00081454i,0.00086314+0.00019709i,-0.00031184+0.00064688i,-0.00090568+0.00092848i,-0.00041366+0.0012274i,0.00031024+0.0017605i,0.0010839+0.0014923i,0.0019072+0.00096135i,0.0015808+0.00047924i,0.00086525+0.0002039i,0.00079743-0.00034802i,0.00074997-0.00016784i,0.00045238+0.00062727i,0.00041325+0.00032047i,4.6652e-06-0.00016021i,-0.00037816-9.5954e-05i,-0.00041399+7.1668e-05i,-0.00023605-4.229e-05i,-0.00028484+0.00011499i
-0.0010958-0.00019931i,-0.0004633+0.0012508i,-0.00040055+0.00096601i,0.00014529-0.00015703i,0.0005663-0.0011583i,0.0008006-0.0010773i,0.00025673-1.4031e-05i,0.0006392+0.0010378i,0.0010498+0.0016434i,0.00061827+0.0011703i,0.00081702+0.00060558i,0.00084779-0.00024291i,0.00065749-0.0006868i,0.0012003-0.00025022i,0.0011043-0.00031378i,0.00056987-0.00037194i,0.00065156-0.00043465i,0.00035932-0.00055254i,-0.00049745-0.00045855i,-0.0006765-0.00059361i,-0.0004658-0.00034558i,-0.00075522-0.00048556i,-0.00051062+0.00017486i
-0.0011442+0.00093306i,-0.0008828+0.00076692i,-7.403e-05+0.0013737i,3.6723e-05+0.0016045i,0.00059945+0.00048115i,0.00083463-0.00038318i,-2.1847e-05-0.00049136i,-0.00046768+0.00024487i,0.00014072+0.0011233i,0.00095006+0.0012742i,0.0010707+0.00076716i,0.0011756+0.00060629i,0.00083173+0.00045309i,0.00042958+0.00029374i,0.00071051+0.00039932i,0.0011263-2.9754e-05i,0.0012893-0.00041702i,0.00060659-8.7771e-05i,-0.00019564+0.00049766i,2.0093e-05+0.00053856i,0.00047177+0.00022652i,0.00036367-0.00056135i,0.00030165-0.001037i
-0.00039531+0.00056016i,0.0002694+0.0023642i,0.00065742+0.0035353i,0.0013404+0.003675i,0.0019812+0.0028396i,0.0013924+0.0014473i,0.00023592+0.00065756i,-0.00061758+0.00048332i,-0.0007225+0.0011226i,9.796e-05+0.0010923i,0.00037832+0.0011967i,-0.00014187+0.00088449i,-0.0006212+0.00039449i,-0.00041272+0.00019178i,0.00061222+0.00010814i,0.00094354-7.3701e-05i,0.00020864-0.00027069i,-0.00011366-0.00010562i,-0.00016331-7.9482e-05i,0.00013897+0.00017137i,0.00056965+0.00069012i,0.0004151+0.00060474i,-0.00052998+0.00043387i
3.5762e-05-0.0016381i,0.00068678-0.0018364i,0.00039792-0.0013676i,-0.00082108-0.0016303i,-0.00055409-0.0013016i,0.00037991+0.00023022i,-0.00027427+0.00055577i,-0.00052634+0.0009172i,0.00069217+0.0018149i,0.0010435+0.0016033i,0.0010617+0.00054858i,0.00077345+5.2225e-05i,0.0008559+0.00016077i,0.00094482-0.0002531i,0.00057323-0.00034606i,0.00046842-0.00036194i,0.00012148-0.00056023i,0.00011297-0.00076677i,0.00030162-0.00079242i,0.00047825-0.00090606i,0.00022889-0.00068676i,-4.7977e-05-0.0007753i,-0.00022503-0.00083777i
-0.00090964+0.00036338i,-0.00035197+0.00062434i,0.0001344+0.0016786i,0.00055217+0.0023953i,0.00052708+0.0015406i,0.00021499-0.00046419i,2.7999e-05-0.0011452i,-0.00014956+8.0961e-05i,0.00077595+0.0016298i,0.00094937+0.0025805i,0.0001543+0.0018967i,0.0005939+0.00062915i,0.00098201-0.00023211i,0.00070816-0.00026358i,0.00024425-2.1749e-05i,0.0003052-0.00013288i,-1.0149e-05-0.00063859i,-0.00034251-0.0010009i,0.0003795-0.00048648i,0.00085497+0.00042215i,0.00066926+0.00039535i,0.00048613-0.00032881i,0.0011381-0.00051053i
-0.00081544+0.00070811i,-0.00081733-0.00060127i,-0.00037254-0.0007372i,-2.9377e-05-0.0012384i,0.0010595-0.0012705i,0.0012242-0.00033721i,0.00050048-0.00018446i,0.00057443+0.0012173i,0.00070881+0.0022645i,0.00081641+0.0016585i,0.00089648+0.0013407i,0.0009287+0.0012129i,4.7331e-05+0.0010175i,-0.00034565+0.0015192i,0.00054149+0.0014958i,0.00088709+0.00064007i,0.00027847+0.00082687i,0.00054781+0.00070214i,0.00087497-0.00034822i,0.00077635-0.00045853i,0.00088147+0.00046729i,0.00021393+0.00021946i,-0.00042675-0.00051313i
-0.00068749-0.00022146i,-0.00010719-0.00090753i,-0.00013866-0.000273i,4.3368e-05+0.00040117i,0.0010136+0.0011314i,0.0011017+0.00090703i,0.00033843+3.6817e-05i,0.00013867+5.9737e-05i,0.00033804+0.00095708i,0.00052865+0.0018095i,0.00087876+0.0014931i,0.00047083+0.00076744i,-7.6684e-05+0.00098101i,-0.00018368+0.00077396i,0.00016267-4.2979e-05i,0.00029098-0.00019767i,0.0010128-0.00045682i,0.0012838-0.00035214i,0.00095801-0.00032862i,0.00091509-0.00025096i,0.00032143-0.00013808i,0.00032308-0.00065847i,0.00021461-0.00045372i
-0.0013889-4.4024e-05i,-0.00048793+0.00091047i,4.8393e-05+0.0019281i,-0.00054984+0.0019831i,-0.00065397+0.0017238i,0.00051967+0.00086119i,0.0011118+8.9827e-05i,0.0012347+0.00028706i,0.00086323+0.0013748i,0.00011332+0.0026265i,7.77e-05+0.0029947i,-0.0001096+0.0020212i,0.0005077+0.00083009i,0.0012534+2.3622e-05i,0.00088822-4.9041e-05i,0.00091638-0.00075775i,0.0013581-0.0012571i,0.00064522-0.0008028i,0.00019505-0.001365i,-0.00023737-0.00109i,-0.00053125-0.00030011i,-0.00052552-0.00089068i,-0.00015978-0.0012661i
-0.00060509-0.0018273i,-0.00097002-0.0024593i,-0.00057616-0.0031288i,-0.00013094-0.0025654i,0.00075784-0.0015511i,0.0010766-0.0001657i,0.00074899+0.00071471i,0.0003379+0.0018569i,3.5654e-05+0.0024143i,6.0749e-05+0.0020389i,-0.0003368+0.0016136i,-0.00035013+0.00080543i,0.00013846+0.00035845i,0.00079659-0.0002393i,0.00080293-7.1081e-05i,0.00076194+0.0010185i,0.00047806+0.00082344i,-0.00032247-0.00019135i,-0.00073262-0.0007197i,-0.00085601-0.0010653i,-0.00080505-0.001375i,-0.00045585-0.00088054i,-0.00028055-0.00031681i
0.00020565-0.00046951i,0.00074268+0.00063472i,0.00061593+0.0023674i,0.00074478+0.00269i,0.0012747+0.001733i,0.0016899+0.0006463i,0.00097156-0.00039465i,0.00024504-0.00043098i,0.00078122+0.00052534i,0.00085835+0.0017246i,0.00029917+0.0010868i,-0.00028898+0.00043435i,-2.0384e-05+0.00028013i,0.00042954+0.00033973i,0.00039201+0.00049102i,0.00073018+0.00027931i,0.0009271-0.00016338i,0.00059968-0.00078648i,0.00048088-0.0014795i,-5.2309e-05-0.00072867i,-5.0315e-05+0.00038097i,0.00051609-6.367e-06i,0.00029444-6.9154e-05i
0.00019444+0.00026083i,0.00027083+1.8176e-05i,-0.0005088+0.00030287i,2.1419e-05+0.0015018i,0.0010222+0.0011934i,0.00061908-0.00013356i,0.00028082-0.00040618i,0.00036404+0.00054574i,0.00048322+0.0011696i,0.00011713+0.0013863i,-9.3066e-05+0.0017668i,-0.00063449+0.0020352i,-0.00055763+0.00075874i,0.00029334-0.00014876i,0.00029134-0.00062874i,0.00028117-0.0007427i,0.00031468-0.00047652i,-0.00041553-0.0008035i,-0.0006263-0.00069517i,0.00017057+0.00011536i,4.3895e-05+0.00071304i,-0.00020883+0.00048684i,6.8722e-05+0.0003366i
-0.00090345+0.00085397i,-0.0015917+0.00032064i,-0.0013916+0.00093287i,-3.4938e-05+0.0013471i,0.00072308+0.00039569i,0.00045839-0.00074003i,-0.00019224-0.0008448i,0.00047322-7.6352e-05i,0.0012901+0.0015887i,0.0010045+0.0021628i,0.000925+0.0014401i,0.00019202+0.0012105i,4.0563e-05+0.0013509i,0.00074922+0.0010712i,0.0014042-0.00013718i,0.0011901-0.00081105i,0.00074124-0.00082463i,0.00094384-0.0008802i,0.0010891-0.0004215i,0.00025738-0.00017199i,0.00012608-0.00045868i,0.00028755+8.4562e-05i,2.7564e-05+0.00026027i
-1.6162e-05+0.0028219i,0.0016975+0.0020934i,0.0022069+0.0032138i,0.0030748+0.003239i,0.0031307+0.0016978i,0.0014757-0.00029169i,-0.00020759-0.00059358i,-0.00097093+0.00053032i,-0.00019841+0.00099023i,0.0011597+0.00099867i,0.0013425+0.00081668i,0.00082814+0.00061715i,1.807e-05+0.00036534i,-0.00010905+0.00011114i,0.00063429-0.00018912i,0.00060675-0.00079396i,0.00024607-0.0011122i,-3.6644e-06-0.00079636i,0.00042911-0.00031045i,0.00020794-9.8869e-05i,-0.0005719-0.00055823i,-0.00012396-0.0014019i,0.0006869-0.0016958i
-0.000103+0.00070244i,-0.00070432+0.00041627i,8.0016e-05-0.00087657i,0.0012366-0.001655i,0.0015316-0.0014029i,0.00074339-0.0010559i,0.0003253-0.00024149i,0.00076782+0.00088813i,0.0010107+0.0010089i,0.0015001+0.0012872i,0.0015891+0.00084638i,0.00092498+0.00041431i,8.4972e-05+0.00069347i,0.00027778+0.00026653i,0.0005233-0.00021356i,0.00031933+8.958e-05i,0.00037238+0.00052021i,0.00082325+0.00051283i,0.00069417+0.00048452i,0.00039527-0.00018215i,0.00040911+0.00016356i,9.4749e-07+0.0004256i,-2.7615e-05-0.00038048i
-0.001797-0.0012753i,-0.001858-0.00043735i,-0.0012567+0.00046794i,-0.00083928+0.0018263i,3.891e-05+0.0021452i,0.00029497+0.0013026i,-0.0004977+0.00081149i,0.00012488+0.0011746i,0.0011841+0.0014198i,0.0011671+0.00090442i,0.0014502+0.00060813i,0.0015576+0.00093963i,0.00083297+0.00075308i,0.00046542-1.6876e-06i,0.00087489+0.00024578i,0.001621+0.00041804i,0.0017501-0.00033438i,0.00061597-0.00012271i,-0.00035641-5.2218e-05i,-0.00042071+0.00016176i,-0.00057211+0.00040475i,-0.0010763+0.00029133i,-0.0012578-0.00030032i
-0.0014314-0.00011131i,-0.0010435+0.0003548i,-0.0012353+0.00049326i,-0.00048789+0.0003066i,0.0013779+0.00060393i,0.0025525+0.00094766i,0.0016363+0.00099805i,0.00020789+0.0010255i,5.0283e-05+0.0015487i,0.001079+0.0020164i,0.00157+0.0016236i,0.00042668+0.00097856i,-0.00037977+0.00075489i,0.00069998+0.00088989i,0.0015984+0.00033181i,0.0017-0.00033783i,0.0010969-0.00074126i,0.00023489-0.00065992i,-0.0001671-0.00067992i,-0.00054884-0.00081643i,-0.00084685-0.00016033i,-0.0014613+0.00037499i,-0.00077464+0.00031221i
0.00087255-0.0017714i,0.00023593-0.0014859i,-0.0011956-0.0022343i,-0.0017415-0.0025303i,-0.00043335-0.0017356i,0.00060869-0.00018312i,0.0008289+0.00075054i,-0.00020387+0.00079596i,-0.00045294+0.00090358i,4.8346e-06+0.001602i,0.00037814+0.0020878i,0.0011397+0.00078039i,0.0011615-0.00056018i,0.00011929+5.8046e-05i,2.2727e-05+0.00081352i,0.0003928+0.00032513i,8.9921e-05-0.00084774i,0.00019274-0.00070898i,-1.6103e-05+0.00017912i,-0.00060796+0.0003653i,-0.00079543+0.00019348i,1.3576e-05+0.00011096i,0.000489+0.00026849i
-0.002102-0.00011461i,-0.00080808+0.0011673i,-0.00054458+0.0026325i,-0.00022223+0.0030408i,0.00087617+0.0027444i,0.0011088+0.0010963i,0.0009556-0.00010502i,0.00093589+0.00059113i,0.00094621+0.0016256i,0.00060781+0.0019225i,9.7268e-05+0.001565i,-8.6385e-05+0.00091644i,-6.8258e-05+0.00048875i,0.00042364+0.00070923i,0.0010315+0.00057795i,0.00085318-0.00047533i,0.00023582-0.0006029i,-0.00018927-0.00019655i,-0.00072471-8.3898e-05i,-0.00019348+0.00068728i,0.00025775+0.0011251i,-4.2094e-05+0.0010018i,-0.00041654+0.00031184i
-0.0014975-0.0019802i,-0.0022633-0.00086619i,-0.0030051-0.0017234i,-0.0020759-0.0022861i,-0.00090574-0.00085202i,-0.00043027+0.00083651i,0.00019295+0.0003752i,0.00026376+0.00035088i,-2.3881e-05+0.00086887i,0.00043459+0.00024506i,0.00074132-0.0006103i,-2.0121e-05-0.00063717i,-0.00010376-0.00029049i,0.00011468+0.00050965i,0.00039321+0.00034801i,0.0013277-0.00046323i,0.0011876-0.00044044i,0.00055318-0.00086936i,0.00031423-0.0010185i,-0.00038267-0.00015012i,-0.00043045+0.00088532i,-0.00021574+0.0011409i,-0.00041179+0.0011514i
-0.00052455+0.0011071i,0.00086689+0.0013005i,0.0028292+0.0025402i,0.0033896+0.0030884i,0.0027342+0.0022862i,0.0025807+0.00086374i,0.0020318+0.00010263i,0.0011328+0.00090064i,0.00053373+0.0016948i,0.00051021+0.0013508i,0.001429+0.00028551i,0.001778-0.00043127i,0.0004456-0.00059625i,1.8038e-05+6.766e-05i,0.00040108+0.00073387i,0.00098165+0.00067926i,0.0010639+0.00042954i,0.0005898-0.00031686i,0.00014092-1.7161e-05i,-0.00067545+0.00063474i,-0.00056719-0.00024451i,0.00058988-0.0007665i,0.0010446-0.00034023i
-0.0011345+0.0011481i,-0.00071478+0.0022992i,-0.00042702+0.0021755i,0.00091012+0.0017594i,0.0017647+0.00086773i,0.0012112-0.00042672i,0.00053753-0.00026546i,0.00015559+0.0002232i,0.000384+0.0014675i,0.0010915+0.0022256i,0.00063955+0.0013726i,0.00058292+0.0006731i,0.00048509+0.00014149i,-0.00034031-0.00033801i,-0.00025349-0.00012879i,0.00095866+0.00030828i,0.0006006-6.5501e-05i,-0.00049157-0.00036503i,-0.00043387-0.00027228i,-0.00032559-0.00038176i,0.0003119-0.00015897i,0.00040787+0.00056131i,-0.00055165+0.00027262i
-0.0017118-0.0013886i,-0.0013139-0.0012999i,-0.0020082-0.00067616i,-0.0018053-4.437e-05i,0.00034707+0.00071413i,0.0013923+0.00079567i,0.00082345+0.00076873i,-4.3482e-05+0.0013025i,-0.00047641+0.0021384i,0.00027706+0.0025713i,0.0010248+0.0016108i,0.00063437+0.00029974i,0.00060384-0.00022268i,0.000786+5.3537e-05i,0.00056579+2.7509e-05i,0.00014957+0.00010666i,-0.00016803+0.00036018i,0.00012692-0.00052068i,-0.00016515-0.001343i,-0.00072098-0.00063957i,-0.00027992+0.00017431i,3.1194e-06+0.0002248i,-0.00032563-0.00067622i
0.00011201-0.000449i,0.00035759+0.00032585i,0.00091368+0.0020129i,0.0011317+0.0018591i,0.0014322+0.00049508i,0.0011044+0.0009411i,0.00012367+0.0014517i,-0.00026465+0.000842i,0.00010888+0.00063536i,0.00065275+0.0013529i,0.00063328+0.00046978i,3.3216e-05-0.00029155i,-9.7275e-05+0.00020301i,0.00014876+0.00064013i,0.00029992+0.0010454i,0.0014373+0.00029006i,0.0013554-0.00056729i,0.00053385-0.00086987i,0.00026881-0.00081614i,0.0001692-0.00073566i,0.00037301-0.00061799i,-0.00057031-0.00065719i,-0.00054737-0.00052497i
0.00046669-0.00011642i,-0.00044922+0.00072845i,-0.00070245-0.0010384i,-1.0993e-05-0.0024429i,0.00067729-0.0014301i,0.00049141+0.00054272i,-0.00014275+0.0012055i,-0.00043638+0.00062074i,-7.2804e-05+0.00043984i,0.00065043+0.00067094i,0.00072325+0.00050998i,0.00027161+5.5595e-05i,3.5372e-06+0.00018601i,-0.00030478+0.00056336i,-0.00036672+0.00075246i,0.00043263+6.191e-05i,0.00089909-0.00087211i,0.00013911-0.00047308i,-0.00047472-8.5041e-05i,-0.0010155+0.00010389i,-0.00070079+0.00049106i,-0.00027508+0.00045625i,-0.00044656+0.00051959i
-0.00039209-0.0012657i,-0.00059075-0.00064223i,-0.00015692-0.00014621i,0.0015973+0.00034009i,0.0022612-8.2633e-05i,0.001217-7.6169e-05i,0.00050387-0.00010078i,0.00046984+0.00037898i,0.00082506+0.0018554i,0.0012535+0.0022464i,0.0011658+0.0016412i,0.0005391+0.00025644i,-5.8358e-05-0.00039751i,8.0044e-05-0.00035617i,0.00058276+0.00025261i,0.0010812+2.7345e-05i,0.0010286-0.00061633i,0.00048137-0.00044777i,0.00039549+0.00029437i,0.00044982+0.00064827i,0.00092593+0.00044357i,0.00053723+0.00073478i,-0.00040637+0.00066299i
-0.0031509-0.0018021i,-0.0028438-0.0007985i,-0.0029167+0.00090014i,-0.0029522+0.0022291i,-0.0019015+0.0027243i,0.00064622+0.0018066i,0.00154-1.3367e-05i,0.00043269-0.00029226i,-0.00074842+0.00085891i,-0.00088071+0.0019369i,-0.00046384+0.0021514i,-0.0001833+0.0012699i,0.0001069+0.00086345i,0.00055759+0.0011385i,0.00070646+0.0010565i,0.00071184+0.0008067i,0.00080807+0.00026949i,0.001461+0.00029723i,0.0013197-0.00018696i,0.00026345-0.00034251i,-0.00028865+0.00060142i,-0.00063244+0.00039638i,-3.7453e-05-0.0004524i
-8.4426e-05-0.00053733i,0.00023459-0.00080347i,0.0015972-0.001418i,0.0025491-0.001192i,0.0025031-0.0002712i,0.002237+0.00040175i,0.001484-3.192e-05i,0.00066563+0.00022999i,0.00028985+0.0012945i,0.00034633+0.0012506i,0.00017346+0.00076148i,-0.00018383+0.00027559i,9.1659e-05-0.00039684i,0.00021251-0.00040401i,0.00036623-0.00018492i,0.0012897-0.00065076i,0.00106-0.00072495i,0.00050757+0.00027902i,0.00018215-0.00023961i,0.00045056-0.00049502i,0.00083209+0.00069302i,0.00073962+0.0012344i,0.00022376+0.0010099i
0.0003328+0.00048506i,0.00057464+0.0012117i,0.00077302+0.0017325i,0.0011275+0.0013419i,0.001343+0.0011518i,0.001279+0.0014931i,0.00064002+0.00073496i,0.00063996+0.00074053i,0.0012562+0.0013196i,0.001246+0.0012304i,0.00050293+0.0014217i,0.00067581+0.00096345i,0.0010602+0.00090088i,0.00010716+0.00099697i,0.00034961+0.00054941i,0.0013886+0.00027407i,0.0012942-0.00036436i,0.00032863-0.00094921i,-0.00063601-0.00069471i,-0.00077074-0.00048426i,-0.00035049-0.00048615i,0.00010097+0.00053839i,-9.7143e-05+0.00042224i
-0.00065294+0.0013546i,-0.00065753+0.00045372i,-0.00057104-0.00057018i,0.00022667-0.00027663i,0.0010438+3.6649e-05i,0.00068585-3.8878e-05i,-0.00010096+0.00073223i,-0.00077476+0.0012496i,-0.00073212+0.0016296i,0.00012854+0.0023357i,0.0015223+0.0023761i,0.0015599+0.0014691i,0.00021014+0.00057681i,-0.00012609-0.00025043i,-0.0002915-0.00045062i,-0.00028028-0.00034996i,-0.000223-0.00042714i,0.00057306-0.0007223i,0.0010836-0.00065615i,0.00089261-0.00014824i,0.001084+8.421e-05i,0.00049976-8.6126e-05i,-9.0752e-05-1.7907e-05i
0.00082957-0.00081797i,0.00096418-0.00093188i,0.0018835-0.00018416i,0.0023681+0.00017047i,0.0017403-3.8398e-05i,0.00076925+0.0002639i,0.00018314+0.00020715i,-0.00046914+0.00039052i,-0.00076647+0.00075194i,-2.5044e-05+0.0010865i,0.00019274+0.0011485i,-2.1524e-05+0.00073559i,-8.8092e-05+2.9561e-05i,-0.00036867+0.00012746i,-0.00037445+0.00030995i,0.00011214+9.0793e-05i,0.00019505-0.00013643i,-0.00034364-3.3925e-05i,-0.00048306+0.00015269i,0.00044531-0.00028448i,0.00076169-0.00060402i,0.00021512-0.00084897i,-0.00041001-0.00073578i
0.00048391+0.0012363i,0.00053947+0.0011787i,0.00062165+0.0011553i,0.0014396+0.0014937i,0.0021794+0.0013029i,0.0011957+0.00038649i,-0.00024414+1.7491e-05i,-0.00056468+0.00052906i,-0.00025525+0.0013727i,0.00010187+0.0015746i,0.00018406+0.0013091i,0.00028389+0.0010483i,0.00037532+0.00090603i,0.00060266+0.00067225i,0.00066734+1.3414e-05i,6.3355e-05-0.0011416i,-0.00042079-0.00061938i,0.00017273+0.0003842i,-0.00022263-9.8963e-06i,-0.00081744-0.00034016i,-0.00034666-0.00039673i,-0.00011416-0.00096055i,-0.00019683-0.00098565i
0.00092479+0.000405i,0.00021776+0.00023048i,8.8098e-05+0.001017i,0.0013908+0.00026316i,0.0019294-0.0013897i,0.00089342-0.0011272i,0.00043533+0.00032854i,0.00036098+0.00068107i,0.0010792+0.00053776i,0.0019019+0.0010299i,0.0014743+0.00075171i,0.00055466+0.00019909i,2.5045e-05-3.4702e-06i,3.8355e-05+7.5253e-05i,0.00020545+0.0001235i,0.00062781+0.00040336i,0.00086492+0.00013515i,0.00045642-0.00035215i,0.00014742-0.00092594i,-0.00036475-0.0014533i,-0.00025998-0.00080193i,-9.532e-05-0.00051794i,-0.00080093-0.00082488i
0.0008629+0.001482i,0.00088293+0.0027587i,0.0023679+0.0025872i,0.0033697+0.0017712i,0.0026446+0.001378i,0.00078367+0.0010249i,-5.1969e-06+0.00077459i,-0.00075789+0.00057581i,-0.00011721+0.00089256i,0.0014791+0.0013503i,0.0019213+0.00075387i,0.0013318-2.7497e-05i,0.00099563+0.00026576i,0.00098361+0.00052015i,0.00061252+0.00023386i,0.00043971-0.00026356i,0.00061082-0.00055745i,0.00018043-0.00029753i,5.2662e-05-0.00023047i,0.00034454-0.00047014i,0.00086055-0.0008243i,0.00059971-0.00036059i,-0.00027849-1.5771e-05i
-0.0010602-0.00046686i,-0.00096223-0.00033392i,-0.00066683-0.0014131i,-0.00083941-0.0016095i,-0.00088668-0.0011577i,-0.00035531-0.0005616i,-4.4719e-05-0.00050414i,-2.0301e-05+0.00030162i,-4.0984e-05+0.0017065i,0.0001282+0.0023374i,0.0001319+0.0014906i,-0.0001568+0.00093435i,0.0004635+0.0011196i,0.0011214+0.0008742i,0.00036087+0.00087708i,-0.00012025+0.00067968i,3.3896e-06-0.00041152i,0.00011799-0.0011107i,0.00012564-0.0013244i,7.5063e-05-0.00082601i,-4.426e-06+0.00013129i,-0.00011241+0.00050777i,-0.0004978+0.00043278i
