-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
-0.0013261-0.00098048i,-0.00010934-0.0015375i,-0.00041382-0.0020496i,-0.0012591-0.0016279i,-0.0002527-0.0018199i,0.00033596-0.0013296i,0.00023141-0.00051981i,0.00040385-2.0575e-05i,0.00028199+0.00032539i,-0.00040618+0.0012081i,-0.00043229+0.0012604i,0.00026727+0.00045592i,0.0005593-7.9084e-05i,-3.4644e-05-0.0006454i,-0.00073228-0.0004353i,-0.0012361+0.00018757i,-0.0011623+0.00041287i,-0.00074493+0.0007376i,-0.00038386+0.0010048i,0.0003647+0.00086742i,0.00024003-8.4155e-05i,-0.00022764-0.00026127i,-0.00021827+0.00045288i
0.0013719-0.00031446i,0.0022988-0.0011057i,0.0012645-0.0015731i,0.00097618-0.0012229i,0.0003971-0.0004393i,-0.00094713-1.8422e-05i,-0.00098281-0.00016684i,-0.00021247-0.00016257i,0.00057001-5.2026e-05i,0.00016156+0.0002735i,-0.00059169+0.0003452i,0.00025329-5.9648e-05i,0.00037964-0.00018077i,-0.00040925+0.00020118i,-0.00051896+0.0011288i,-0.00046331+0.0014199i,-0.00051168+0.00045269i,-0.00027718+7.965e-05i,0.00014744+8.8169e-05i,0.00062017+0.00051365i,0.00041068+0.0004751i,-2.0568e-05-0.00026275i,-0.00078685+3.6812e-06i
-0.0003975-0.00089334i,-0.00067081-0.0011913i,0.00035641-0.0010048i,0.00084306-0.0015694i,0.00085147-0.0015082i,0.00072805+1.7242e-05i,0.0006956+0.00071258i,8.2763e-05-3.8153e-05i,2.433e-05-0.00088278i,0.00035897-0.00076045i,0.00026344-0.00036091i,0.0002313-0.00049302i,-0.00060127-0.00069807i,-0.0012976-0.00063527i,-0.00085661-0.00071083i,-0.00088408-0.00091459i,-0.0012202-0.00022976i,-0.00047829+0.00061571i,-0.00044558+0.00073739i,-0.00098276+0.00052857i,-0.00015028+0.00038067i,0.0002542+4.6965e-05i,-0.00036641-0.00018318i
-0.00056471+0.00047523i,-0.00039441+2.4639e-05i,-0.00029663-0.00043439i,0.00039535-0.00031317i,0.00089863-0.00038411i,0.00066187-0.00035685i,0.0005602-0.0001077i,-0.0001767-0.00059655i,-0.000395-0.0007207i,0.0001551+0.00024743i,8.9911e-06+0.0015574i,0.00013802+0.00060581i,0.0004933-0.00038498i,0.00017615+2.3177e-05i,0.00043563-0.00014277i,0.00083389+2.2712e-06i,0.00025755-5.2884e-06i,0.00022244-0.00050707i,0.0014739-0.000319i,0.0017404+0.00036862i,0.00068796+0.00016413i,-8.3186e-05+0.00020947i,-0.00038764+0.00084894i
0.00015999+0.0012237i,-0.00060436+0.0017758i,-0.00052039+0.002267i,-0.00025436+0.0023959i,0.00080188+0.00042005i,0.0016368-0.0013012i,0.0013641-0.00079149i,0.00069318-0.00066915i,0.00053281-0.00018607i,0.00015441+0.00070348i,-0.00035139+0.00034924i,-0.00018881+3.6393e-05i,0.0001565+0.00011179i,0.00044221-0.00011091i,-4.169e-05-0.00079022i,-0.00077461-0.00099517i,7.9513e-05-0.00060561i,0.00039921+9.1611e-06i,-0.00026892+0.00099777i,-0.00041138+0.00044255i,-0.00011256-0.00066614i,0.00016776-0.0005343i,-2.0018e-05-0.0001116i
-0.0034799-0.00041719i,-0.0044653+0.00026914i,-0.0034893+0.00037036i,-0.0017211+0.00075505i,-0.00073742+0.00048166i,3.0614e-05+0.00036462i,0.00077555+0.00059863i,0.00058054+0.00041095i,-7.5347e-05+0.00024349i,-0.00043684+0.00086508i,-0.00043926+0.0011959i,-0.00016588+0.0010428i,0.00011867+0.0012757i,0.00040865+0.0011001i,0.00081317+0.00020984i,0.00062329-0.00015049i,0.00017558-0.00017902i,8.8e-05-0.00047312i,0.00012426-0.00064816i,-0.00049579-0.00052568i,-0.00070242-0.00059114i,0.0001675-0.00078443i,0.0009254-0.0010451i
0.00058038-0.00086982i,0.0009257-0.0014944i,0.00067663-0.0023916i,0.00022972-0.0026755i,-0.00066873-0.0010325i,-0.0011226+0.0004811i,-0.00049906+9.0979e-05i,-0.00012327-0.00015074i,3.6058e-05+0.00018281i,6.3214e-05+0.00025812i,-0.00032988+4.4535e-05i,-0.00045655-0.00037173i,-0.00057159-0.00048412i,-0.00060856-0.0004075i,-0.00068675-0.00030639i,-0.0010622-0.00038843i,-0.0013913-0.00015319i,-0.00079285+0.00045678i,3.5769e-06+0.0010762i,2.1271e-05+0.0006372i,-0.00029211-0.00049157i,-0.00035763-0.00021519i,-0.00058111+0.00037901i
-0.0014973-0.00022795i,-0.0021638+0.00062261i,-0.0024623+0.00080292i,-0.0012817+0.00036074i,0.0006777+0.00043623i,0.0016096+0.0005181i,0.0007438+0.00066628i,7.0201e-05-0.00035127i,0.00049598-0.00082112i,0.0011225+0.00047202i,0.00092458+0.00089855i,0.00058345-0.00015826i,0.00041019-0.00047705i,0.00037466+0.00018917i,4.5568e-05+0.00019956i,-0.000154-6.8894e-05i,-0.00022971-0.00019962i,-0.00036734-1.9325e-05i,0.00019171-0.00011684i,0.00034857-0.00047214i,-0.00013184-0.0004605i,-0.00033599-0.00069891i,-0.00037864-0.00031685i
-0.00029959+0.0014627i,0.00020383+0.002879i,0.00072802+0.003773i,0.0011109+0.0033726i,0.0013901+0.0023654i,0.0014068+0.00084429i,0.00032699+2.8904e-05i,0.00026616+0.0002915i,0.0010504+0.00082169i,0.0009315+0.0008957i,0.00059122+0.00085606i,-0.00023009+1.1332e-06i,-0.00055869-0.00056986i,0.00012038+7.5015e-05i,0.00041689+0.00062325i,-8.618e-05+0.00041472i,3.4294e-05-0.00067822i,0.00037283-0.00093578i,-0.0001875+7.1228e-06i,-0.00052802+0.00045767i,-0.00042881+0.00040073i,-0.0001192+0.00030114i,4.0768e-05+0.00011159i
-0.00028209-0.00025733i,-0.001267-0.00059053i,-0.00086124-0.0014468i,-0.00027681-0.0013307i,-0.00023378-0.00093076i,0.00017946-0.00073814i,0.00014902-0.00124i,0.00020664-0.0015525i,0.00042596-0.00045636i,-0.00047223+0.00015437i,-0.00068229-0.00020926i,0.00045245-0.00078647i,0.0012161-0.00051695i,0.0007796+0.00019749i,-0.00036747+0.00042282i,-0.00060458+0.00055788i,0.00012258+0.00071112i,0.00054467-0.00052911i,0.00067362-0.0011327i,0.00052994-0.00025104i,-0.00019225-0.00047013i,-0.00088458-0.00047569i,-0.00029339-3.0434e-05i
0.00087015+0.0011375i,0.0019904+0.0012723i,0.0023642+0.001591i,0.0015696+0.00068022i,0.0014404-0.00096802i,0.001168-0.0008835i,0.00062959+9.5963e-05i,0.00028911+0.00039317i,-0.00016625+0.00053263i,-3.5134e-05+5.0229e-05i,0.0008789+0.00019109i,0.00091427+0.00089087i,-0.00024017+0.00083869i,-0.0011135+0.00077212i,-0.0020062+0.00047332i,-0.0024921+7.3546e-05i,-0.0010752-0.0002265i,-0.00050122+0.00036998i,-0.00060604+0.00047631i,-0.00013496-0.00029667i,-0.0002245-0.0005097i,-0.00035458-0.00015853i,-0.00054316-3.201e-05i
-0.0017726+0.0015628i,-0.0014414+0.0014242i,-0.001263+0.0019751i,7.6445e-05+0.001596i,0.0013151+0.00041674i,0.00083478-0.00056813i,3.5498e-05-0.00065367i,-0.00016786+0.00049888i,-0.00026107+0.0012226i,-0.00026591+0.0010975i,0.00026914+0.000768i,9.3905e-05+0.00015758i,-0.00029093-0.00013848i,-0.00047628+0.00055404i,-0.00011317+0.00046672i,0.00045014-9.9643e-05i,5.4091e-05-0.00029569i,-8.8858e-05-0.00025493i,0.00034163+0.00019144i,0.0008905+0.00051504i,0.00061403+0.00063511i,0.00052235+0.00030978i,0.00095288-0.00069285i
-0.00038874+0.00028697i,-0.00013755-0.00013108i,0.00012602+0.00014233i,0.00076023+0.00014335i,0.0007867+1.4903e-05i,0.0007288+0.00023093i,0.0009889+0.00069018i,0.00012983+0.0013399i,-0.00036055+0.0015888i,0.00071901+0.0016262i,0.00036359+0.001513i,-0.00024515+0.00052046i,0.00032472-0.00039408i,0.00016166-9.6646e-05i,-0.00018824+0.00052359i,3.4856e-05+0.0004762i,-0.00020488+1.8747e-05i,-0.0001753+0.00036099i,-0.00011678+0.00039418i,-0.00013903-0.00054225i,-0.00018151-0.00079331i,-0.00025262-0.00078377i,-0.00014915-0.00058652i
0.0006205+0.00069056i,0.00069266+0.0010491i,0.00040267+0.00078219i,0.00053295-0.00053105i,0.00049179-0.0013166i,0.00017572-0.0010423i,-0.00029891-0.00030128i,-0.00060715+0.00027392i,-0.00017253-0.00040724i,0.000363-0.0010805i,0.00081499-0.00099689i,0.00067404-0.0004283i,0.0005138+0.00032023i,0.00039817+0.00026525i,-0.00014532-0.0004201i,-0.00059686-0.00074666i,-0.00064123-0.00066103i,-0.0004992-0.0002661i,-0.00012991+0.00013849i,0.00043104+6.6319e-05i,0.0011676+0.00024358i,0.001029+0.00060806i,0.0004694+0.00067043i
-0.001645-0.0012231i,-0.0015801-0.0013159i,-0.0029761-0.0023277i,-0.0025126-0.001027i,-0.00080896+0.00055642i,7.29e-05-2.6243e-05i,0.00070357-0.0011287i,0.00088393-0.00041012i,-0.00022932+0.00063507i,-0.00079081+0.00081924i,-0.00039051+0.00058249i,-5.9446e-05-8.2836e-06i,-0.00080979+0.00014133i,-0.001552+0.0003283i,-0.0016338+0.00041963i,-0.0013535+0.0010407i,-0.000871+0.0010047i,-0.00049252+0.00083408i,0.00056329+0.00094736i,0.0009047+0.00083172i,0.0005161+0.00040564i,0.00033023-0.00032321i,-0.00021093-0.00024371i
-0.0015295+7.8957e-05i,-0.0019704-2.676e-05i,-0.0014836-0.00016127i,-0.00073364+2.9009e-05i,-0.00012844+0.0002383i,0.00059829+0.00015747i,-0.00054662-7.0795e-05i,-0.0011138+0.00047219i,-0.00037754+0.0007808i,-0.00039353+0.00049776i,-0.00029794+0.0006322i,-0.00016852-1.4084e-05i,-0.00022864-0.00086125i,-0.00028281-0.000688i,-0.00014557-0.00085213i,-6.1064e-05-0.00094565i,-0.00058957-0.00049783i,-0.00062749-9.8017e-05i,-0.00080185+0.0001648i,-0.00046476-0.0002704i,0.00029217-0.00065859i,0.00074797-7.9383e-06i,0.00046257+0.00062795i
-0.0021294+0.00027791i,-0.0023347+0.00079159i,-0.0013852+0.00073257i,0.00043731+0.00082168i,0.00095213+0.0010797i,0.00020948+0.0013608i,-0.00039416+0.0014574i,-0.00042923+0.0004338i,-0.00012451-0.00015239i,-0.00039323+0.00027687i,-0.0010965+0.0004953i,-0.00098831-0.00013394i,-0.0001141-0.00012505i,-0.00020709+0.00013486i,-0.00056248-1.8354e-05i,-0.00081953-0.00062026i,-0.0012236-0.00094415i,-0.00096144+0.00035516i,-0.00027756+0.0007352i,0.00043109+0.0002972i,9.7093e-05-0.00016894i,-0.00016156-0.00048658i,0.00067159-0.00053627i
-0.0015223-0.0007757i,-0.0016824-0.0006511i,-0.001893-0.00095824i,-0.0028396+0.00035218i,-0.0021135+0.00057861i,-0.00060922-0.00021452i,0.00030523-0.00020776i,0.0010988+4.2003e-05i,0.00088718+0.00039921i,0.00055508+0.00031521i,-2.5501e-05+0.00010809i,-0.0007262+3.6176e-05i,-0.00096662-0.00039576i,-0.00068528+0.00026941i,-0.00063151+0.00077046i,-0.0011307+0.00044972i,-0.00070502+0.00089617i,0.00049878+0.00094345i,0.00051777+0.0003765i,0.00026015-0.00038091i,0.00075762-0.00066131i,0.00074636-0.00045433i,0.00053495-0.00020073i
0.0011849-0.00047529i,0.00071229-0.0012341i,0.0012535-0.0020325i,0.0014902-0.0022841i,0.001334-0.0015057i,0.00081744-0.0006946i,0.00023623-0.00052863i,0.00020774-0.00011126i,-0.00058938+0.00023544i,-0.0013485-0.00042314i,-0.00027825-0.00037465i,-0.00020506+0.00046841i,-0.00013848+0.00092684i,0.0005272+0.00081763i,0.00060858+0.00059292i,-9.9365e-05+0.00037088i,-0.0006293-5.246e-05i,-0.00032069+0.0003322i,-0.0002037+0.00053813i,-0.0001599+0.00027772i,-0.00087339-0.00025234i,-0.0017298+7.0066e-05i,-0.0017161+0.00059459i
0.00013388-0.00021939i,0.0013124+0.00042687i,0.0019879-0.00054755i,0.0013909-0.00039146i,8.0832e-05-0.00079611i,-0.0011552-0.0014927i,-0.0015054-0.00092816i,-0.0011274-0.0011518i,-0.00046692-0.0010791i,-0.00012464-0.0001544i,0.00024311+0.00056125i,-0.00033384+2.21e-06i,-0.0011818-0.00086822i,-0.00064338-0.00025055i,-0.00054585-0.00018516i,-0.00085372-0.00017938i,-0.00058468+0.00021381i,-0.00027162+0.00047117i,0.00019233+0.0010986i,0.00053791+0.00066188i,0.00010638-9.2657e-06i,-0.00043231+0.00043496i,-0.00053292+0.00098898i
0.0010789-0.0023786i,0.0008695-0.0019375i,0.0012246-0.0016766i,0.00040053-0.0010532i,-0.00052049-0.00046542i,1.8413e-05+0.00046134i,0.00063572+0.00036249i,0.00039529-2.4994e-05i,-0.00041426+0.00066427i,-0.0010898+0.00056072i,-0.00071213-0.00011857i,-0.00063855+0.00010936i,-0.00042223+0.00053195i,0.00014514+0.00066412i,0.00018814+0.0004914i,-0.00038217-1.8089e-05i,-0.0010114-0.0011249i,-0.00075554-0.001526i,-9.4092e-05-0.0013382i,-2.2215e-05-0.0012349i,-0.00017724-0.0011045i,-0.00017499-0.00089494i,-0.00020622-0.00016787i
0.00052024+0.0011774i,0.00012705+0.0010643i,0.00098216-0.00056617i,0.0014862-0.0011012i,0.002003-0.0010421i,0.0021673-0.0013457i,0.0013205-0.00011942i,0.00065328+0.00049038i,0.00042527-0.00013924i,-0.00051893-0.00056975i,-0.00024704-0.00058354i,0.00021204-0.00020292i,-0.00016318-0.00050631i,-0.0008172-0.00077097i,-0.0010948-0.00073769i,-0.0013254-0.00078827i,-0.00099325-0.00037969i,-0.00082079+0.00051018i,-0.0010823+0.0011433i,-0.0010755+1.2428e-05i,-0.00042563-0.0011355i,6.9883e-05-0.00058793i,0.00063246-0.00012209i
0.00058803-0.002465i,0.00080412-0.0016328i,-0.0002513-0.0012453i,-0.00047003-0.0012352i,-0.00011919-0.00071183i,-0.0011707-0.00032101i,-0.0014264-0.00051204i,-0.00097212-0.00030609i,-0.00056098-0.00032332i,-6.4233e-05-0.00058277i,-0.00024418-0.00066136i,-0.00013675-0.00067483i,-5.4075e-05-0.00032134i,-0.00052818-0.00071927i,-0.00052313-0.00124i,-0.0010025-0.00029681i,3.3748e-05+0.00044013i,0.0011913+0.00075503i,0.0005027+0.0010152i,0.00038111+0.00030202i,0.00037628-5.1783e-05i,0.00044428-0.00046084i,0.00081471-0.00058892i
-0.00021931-0.0015674i,-0.00029305-0.0016083i,-0.00055608-0.0015776i,-0.00060906-0.0014256i,5.3515e-05-0.0013928i,0.0011181-0.00072826i,0.001056+0.00020508i,0.0011762-0.00020616i,0.00048583-0.0002959i,-0.00052549+0.00037162i,-8.4878e-05+0.00068015i,0.00045188+0.00084818i,0.00045136+0.00063247i,0.00013891+0.00032403i,-0.0010237+0.00075076i,-0.00091746+0.0012071i,-0.00036361+0.00075289i,-0.0001618-1.1746e-05i,0.0004256+0.00027956i,0.00068454+0.00031151i,0.00033623-3.5129e-05i,1.7294e-05-6.2252e-07i,-0.00023158+1.0123e-05i
-0.00011858+0.00025141i,0.00011932+0.0012439i,0.00051812+0.001014i,0.0017078-0.000204i,0.0015984+3.1928e-05i,-5.3105e-05+0.00058038i,-6.2039e-05-0.00016405i,-3.3525e-05-0.00045145i,-0.00079296+0.00053694i,-0.0006733+0.000729i,-6.1508e-06+0.00024102i,-0.00028368+0.00017502i,-0.0004149+0.00026751i,0.00036666-0.00027619i,0.00022964-0.0006303i,-0.00051322-0.00079469i,-0.00095213-0.00060969i,-0.0010263-8.1122e-05i,-0.00081717+0.00076834i,4.7001e-05+0.001737i,0.00067947+0.0015874i,0.00032898+0.00053369i,-0.00077125-0.0005304i
-0.0012817-0.0015401i,-0.00098445-0.0019005i,-0.0018404-0.0018565i,-0.0023734+0.00032482i,-0.0021397+0.0018452i,-0.00052977+0.002035i,0.00082682+0.00087382i,0.00068578+0.00029442i,-0.00017704+0.00047851i,-0.00058732+0.00036789i,-0.0001036+0.00042174i,0.00042841+0.00060068i,-4.5788e-05+0.0010241i,-0.00069154+0.0010531i,-0.0011038+0.00073224i,-0.0009557+0.00061906i,0.00015875+9.6742e-05i,0.00060239-0.0002503i,0.00086466+0.00032236i,0.00079691+0.00083542i,0.00015356+0.00033383i,0.00017036+0.00015761i,0.00062599+0.00016865i
-0.0019214-0.00063968i,-0.0019415-0.00019784i,-0.001239-0.00015681i,-0.00047198-0.00075132i,0.00069758-0.00011053i,0.001606+9.2927e-05i,0.00084865+0.00025046i,-0.00042076+0.00089151i,-0.00061504+0.0006475i,-0.00014258+0.00060965i,-7.1158e-05+0.00057913i,-6.5762e-05+0.00027235i,-0.00074601-3.3604e-05i,-0.0014516-0.00032903i,-0.00060086-0.00036471i,-0.00039488+0.00042903i,-0.00058017+0.00092819i,-0.0001567+0.00068419i,-9.3658e-05+0.00058075i,-0.00013117+0.00019589i,-2.4296e-05-0.00026009i,-0.00036582-0.0011575i,-0.0003769-0.0021569i
0.0010822+0.001019i,0.00040138+0.0015465i,0.00056588+0.0023047i,0.0016896+0.00202i,0.0012727+0.00079532i,0.00048952-5.3353e-06i,-0.00025368-0.00041972i,-0.0004619-0.0001608i,-0.0002724+0.00052812i,0.0002231+0.00047428i,0.0007103+0.00018226i,0.0005921+0.00049808i,1.85e-05+0.00060305i,-7.3157e-05-0.00017126i,0.00010434-0.00061524i,0.00070645-0.00067007i,0.0012042-0.00053559i,0.00041602-0.00046554i,-6.3877e-05-0.00023034i,0.00027901+7.7096e-05i,0.00047504+4.2988e-06i,6.4001e-05-0.00012602i,-0.00022893-3.9807e-05i
0.0010793-0.0017081i,3.8085e-05-0.0028629i,-0.00093522-0.0021689i,-0.0010801-0.0022366i,-0.00023158-0.0027724i,-0.00012049-0.0015718i,-0.00068025-0.0011479i,-0.00028366-0.0012456i,0.0001702+0.0003789i,0.00019122+0.0011646i,-0.00016661+0.00076355i,-0.0001241+0.00048184i,0.00033339+0.0003329i,-0.00012418-1.4024e-05i,-0.00051855-0.0003671i,-0.00064118-0.00074733i,-0.0014618-0.00042358i,-0.0015301-0.00037196i,-0.00060005-0.00088785i,0.00030092-0.00082145i,0.0002297-0.00079691i,-0.00044352-0.00085343i,-0.00039778-0.00068117i
0.00054286-0.00069255i,0.0016622+0.00030272i,0.0014463+0.00010132i,0.00042088+0.00011513i,9.7488e-05+0.00057211i,-0.00025184+0.00031435i,-0.00010683+0.00044151i,0.00053807+0.00052425i,0.0010015+0.00022349i,0.00077628+0.0002565i,0.00042354-0.00010266i,0.00053148-0.00083932i,0.00026126-0.0013457i,-0.00013515-0.00091426i,-0.00018595-0.00069846i,0.00012455-0.00067711i,-1.4717e-05-8.7714e-05i,-0.00023909+0.00047058i,-6.5993e-05+0.00084816i,-0.00041924+0.00043355i,-0.00014549-1.1794e-05i,0.00037421-9.1333e-05i,7.8078e-05-5.3956e-06i
-0.00094594-0.0010803i,-0.00075902-0.00094949i,-0.0013962-0.0012536i,-0.0010902-0.00061203i,0.00022403-9.7932e-05i,0.00086143-0.00073823i,0.0012706-0.00045631i,0.0010635-0.00019657i,-0.00038291-0.0011152i,-0.0012525-0.0014547i,-0.00085023+1.3249e-05i,-0.00076653+0.00031241i,-0.00076346-0.0010699i,-0.00089441-0.0011988i,-0.0013355+0.00032702i,-0.0010614+0.00087504i,-0.0013702-0.00014959i,-0.0013933-0.00088791i,-0.00037195-4.8713e-05i,4.1647e-05+0.00047901i,4.8079e-05-8.0753e-05i,-0.00015798-0.00037714i,-0.0004847+2.797e-05i
-0.00027953-0.0013305i,0.00015629-0.0016328i,-0.00050977-0.001883i,-0.00057912-0.0010336i,0.0006599+0.00021094i,0.0010428+0.00022008i,0.00060166-0.00060682i,0.00054358-0.00037409i,0.00039068-0.00094876i,0.0002212-0.0008479i,-0.00040773-1.4544e-05i,-0.00052095-0.00045103i,-0.0006296-0.00060974i,-0.0010576-0.00042626i,-0.00087638-0.0004563i,-0.00071534-0.00021652i,-0.00083432+0.00024084i,-0.00041869+0.00078322i,0.0008312+0.00062791i,0.0011551-0.00017861i,0.00026209-0.00065055i,0.00043297-0.00042811i,0.0009966-7.743e-05i
0.00073658-0.00098594i,0.00025179-0.00078915i,-0.00010123-0.00087378i,-3.23e-05-0.0010306i,-0.00015739-0.00051911i,0.00039253+0.00058973i,0.00057046+0.0012325i,-7.3575e-05+0.0016191i,-4.8561e-05+0.00090308i,0.00023682-0.00018244i,0.00043872+4.7629e-05i,0.00039756+0.00068421i,0.00026319+0.00020948i,-0.00030764-0.00056946i,-0.00073926-0.00032951i,-0.0003233+0.00074015i,-0.00016074+0.00052443i,-0.00048697-0.00020929i,-0.00033427-0.00034362i,-0.00023795-0.00020331i,-0.00043651+6.537e-05i,-0.00057996-3.7444e-05i,-0.00070251-0.00028299i
-0.0014066-0.00044495i,-0.0021758-0.00013306i,-0.0015303+0.00038778i,-8.8127e-05+0.00037369i,0.00095464+0.0002618i,0.0014106+0.0001356i,0.00073015-0.00098284i,-0.00011288-0.00087989i,0.00081234+0.00050637i,0.001643+0.0014317i,0.00055989+0.00090391i,-0.00051453+0.00017101i,-0.00074886-0.00027426i,-0.00066994-5.4877e-05i,-0.0009334+9.0652e-05i,-0.0011388-0.00065118i,-0.00074346-0.00065238i,-0.00046182+5.5486e-05i,-0.00016027+4.9035e-05i,0.00038322+0.00050861i,0.00021668-5.2898e-06i,-0.00063417-0.0010638i,-0.0008501-0.00085424i
-0.00021349+0.0016112i,0.00011349+0.0010292i,0.00031434+0.00048726i,0.00032004-4.728e-05i,0.00042184-6.5713e-06i,0.00037639+0.00066963i,0.00045194+0.00078207i,0.0004917+0.00053162i,0.00021012-0.00010859i,0.00010547+1.7765e-05i,-0.00014228+0.00074613i,-0.00028251+0.00020766i,0.00019976-0.00021729i,0.00047215+0.00027118i,0.00046581-0.00062988i,-0.0001911-0.0010645i,-0.00068696-0.00049135i,8.5038e-05-0.00030213i,0.00067704-0.00011754i,0.0005629-0.00042186i,0.0008491-0.00055118i,0.00048571-0.00046415i,-0.00013312-0.0006349i
-0.00031239+0.0023082i,0.00022407+0.0019508i,7.234e-05+0.0022097i,0.00057449+0.0013004i,0.0014845+0.00020601i,0.00073103-0.00070407i,-0.00017307-0.00098289i,-0.00017739-6.7495e-05i,-0.00030281+0.00059874i,0.00027931+0.00032218i,0.0010046+0.00021178i,0.0010366-1.0867e-05i,0.00039714+9.0567e-05i,-0.00040336+0.00067936i,-0.000448+0.00031895i,-0.00024837-0.00038562i,-0.00019092-0.00065694i,0.00011378-0.00034953i,6.2095e-05+0.00011541i,-2.5849e-05-0.00069892i,-9.8015e-05-0.00087086i,-0.00026233+0.00024262i,0.00029322+0.00043242i
-0.0014764-0.0004706i,-0.0010482-9.8206e-05i,6.2348e-05+0.0005734i,0.00032372+0.00098306i,0.00020548+0.0014805i,0.00052597+0.001154i,0.00092494+0.0002802i,0.00066885+0.00039863i,-0.00023173+0.00085863i,0.00011244+0.0015564i,0.0008041+0.0016419i,0.0003856+0.0009882i,-0.00041722+4.3942e-05i,-0.00044502-0.00011283i,-0.00024228-0.00013109i,0.000189-0.00070543i,0.00016537-0.00081144i,-0.00017498-0.00085954i,-0.0002047-0.00055438i,-0.00043555+1.7535e-05i,-8.5072e-06-0.0004808i,0.00032991-0.00031747i,-7.4968e-05+0.00055601i
-0.0003452-0.00064446i,0.0001438-0.0016106i,-0.00077478-0.0028303i,-0.0020304-0.002185i,-0.0020963-0.0013425i,-0.00071024-0.00028242i,0.00049509+0.00030096i,0.00046125+0.0011426i,-2.3707e-06+0.00063112i,-0.00048837-0.0008918i,-0.00046914-0.00034854i,-0.00020163-0.00014495i,0.00010603-0.00046821i,-5.0118e-05-1.1372e-05i,-0.00030341+2.0507e-05i,-0.0003832+0.00012102i,-0.00013316+0.00028712i,0.00020513+0.00046905i,-0.00015086+0.00034942i,-0.00018295-8.9673e-06i,0.00033211+0.00011242i,-0.00021104-9.6586e-07i,-0.00056238-9.6269e-05i
0.0016033-0.00018048i,0.0012555+0.0001762i,0.0016008-2.1901e-05i,0.0017408-0.00069349i,0.001467-0.0014296i,0.00093064-0.00066031i,0.00048839+5.3704e-05i,-0.00019285+0.00048806i,-0.00024229+0.00032544i,0.00062886+6.8283e-05i,0.00095224+0.00012371i,0.00084773+9.1491e-05i,0.00017409-0.00028239i,-0.00030836-0.001034i,-0.00040657-0.0012935i,-0.00079589-0.0013411i,-0.00097482-0.0011349i,-0.00050172-0.00039894i,-0.00036022+0.00057771i,-0.00033721+0.00042167i,-0.00024128-0.00030391i,-0.00039087-0.00087704i,-0.00079004-0.0012614i
0.00095565-0.00025686i,0.00095452-0.00052997i,0.00075237-0.0010331i,-0.00036258-0.0010095i,9.5893e-05-0.0008338i,0.00059959-0.00038803i,-0.00012333+0.00018484i,-0.00014882+0.00051217i,-3.1819e-05-7.274e-05i,0.00034515-0.00031128i,0.00060117+2.624e-05i,-0.00029895-0.00019725i,-0.00093058-0.00045851i,-0.00054278-0.00039304i,-0.00041802-0.00056404i,-0.00057151-0.00033078i,-0.0011551+0.00048016i,-0.00076834+0.00025388i,0.00023774+0.00022016i,0.00067681+0.00010035i,0.00086387-0.00092064i,0.00081212-0.0012547i,0.00050868-0.00044911i
0.00098827+0.0024118i,0.00029436+0.0027254i,0.0012686+0.0019139i,0.0017444+0.00016478i,0.001789-0.0014325i,0.00059685-0.001294i,-0.00043509-0.00053167i,-0.00026292+0.00013523i,-5.371e-05-0.00011609i,0.0002509-0.0006726i,0.00082266-0.00043122i,0.00091556-0.00012715i,0.00034832-0.00011978i,-0.0004236-0.00062923i,-0.0006769-0.00098042i,-0.00065809-0.00056835i,-0.00035772-0.00042982i,9.8998e-05-0.00024267i,0.00039181-3.9521e-05i,0.00070175-0.00026696i,0.00079404-0.00055079i,0.00044252+4.9669e-05i,0.00035311+0.00050797i
-0.00064314+0.0012517i,-0.0003926+0.0019305i,0.00071393+0.0022537i,0.00089635+0.0016675i,0.00091727+0.0010567i,0.00082419+0.0006545i,0.00014082+0.00026424i,-0.00022913+5.9385e-05i,0.00022911+0.00053969i,0.00024996+0.00067777i,-0.0005524+0.00046989i,-0.00053949+0.0002594i,0.00021379-0.00043908i,8.0742e-05-0.00039398i,-0.00068325+9.9746e-05i,-0.00097237-0.00039753i,-0.000291-0.00055214i,2.1147e-05+0.00010815i,-0.00013593+6.8099e-05i,-0.00012918-0.00067126i,0.00015126-0.00032836i,0.00044486-0.00023158i,0.00066014-0.00055701i
