-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
-0.00084995-0.00047939i,0.00035984+1.3537e-05i,0.00061335+0.00030785i,-0.00055025+0.0011081i,-0.0005637+0.001254i,0.0003897+0.0011442i,0.0004154+0.0016362i,0.00012195+0.0011766i,0.00012666+0.00039749i,0.00018281-0.00017107i,0.00067608+0.0005804i,0.0010113+0.0010556i,0.00063552-2.8869e-05i,0.00084467-0.00049552i,0.00055941-0.00032588i,-0.00011964-0.00088762i,0.00055483-0.00092274i,0.00045468-0.00039332i,-0.00060003+0.00034179i,-0.00098726+0.00039555i,-0.0002182-0.00018477i,0.00096825-0.00010969i,0.00088942+0.00052991i
0.0016239-0.0014487i,0.0023969-0.0016992i,0.0022744-0.0024099i,0.00044165-0.0023108i,-0.002336-0.0014629i,-0.0029562-0.0016235i,-0.0012993-0.0017817i,-0.00068728-0.00018836i,-0.00064485+0.00038954i,-0.00029332+0.00045768i,0.00053093+0.0013248i,0.0011932+0.00099053i,0.00061951+0.00011408i,-0.00041923+7.3745e-05i,-0.0003127-8.8889e-05i,-1.4326e-05-0.00019593i,-0.00022444-0.00084712i,1.4613e-05-0.0014543i,0.00053608-0.0006591i,0.00017939+0.00042153i,-0.0002744+0.00094877i,-1.3662e-06+2.7509e-05i,0.00024687-0.00038839i
-0.00043253+0.00092106i,0.0010699+0.00091018i,-0.00017775+0.0016289i,-0.00079774+0.001419i,-0.00039883+0.0010665i,-0.00054212+0.00064193i,-0.0001862-8.4458e-05i,0.00032146+0.00036096i,0.00042178+0.0013673i,0.0011223+0.00071241i,0.0017629+0.00010581i,0.0010561+0.00015703i,-0.00018997+0.00012294i,-0.00078692-0.00042841i,-0.00098377-0.0003186i,-0.0013205+0.00039921i,-0.0014888-0.00010557i,-0.00095386-0.00039302i,-0.00059929+0.0002075i,-0.000936+0.00010793i,-0.00030211+0.00019373i,9.932e-05+0.00056854i,1.1846e-06+0.00066723i
0.00042055+0.00087424i,0.00031673+0.00063483i,0.00072449-0.0009401i,0.00063782-0.0019057i,-0.000509-0.0012894i,-0.0005644-0.00048379i,-0.0004348-0.00079782i,-0.00056768-0.0013311i,0.00010949-0.0010097i,0.00080359-0.00036204i,0.00055931+0.00012127i,0.00053756+0.00050432i,0.00068995+0.00017133i,0.0002796-0.00019644i,-0.00073102-0.00016814i,-0.00072171+0.0001477i,-0.00029765+0.00049128i,-0.00045302+0.00059507i,-0.00044266+0.00017059i,-0.00055669+5.4545e-05i,-0.00067151+0.00043561i,-0.00062316-0.00020904i,-0.00045438-0.00050112i
-0.00038383+0.0011861i,0.00016625+0.0012512i,0.00018833+0.0019356i,-0.00092711+0.0014543i,-0.0010955+0.00077206i,-0.00032375+0.00066564i,-0.00027553+0.00021659i,0.00011657-0.00050282i,0.00052756-0.00029306i,0.00033804+1.7937e-05i,0.00011283-9.4057e-05i,0.00015056+0.00032928i,0.00013365+0.00057502i,-0.00052596+0.00049886i,-0.00072049+2.0907e-05i,-0.00065036-0.00040894i,0.00013921-0.00026271i,0.00040569-0.00019685i,-0.00015526-0.00040946i,0.0001984-3.4513e-05i,0.00024909+0.00043665i,2.1028e-05+0.00046285i,-5.6801e-05-9.2088e-05i
0.00091608+0.00037855i,0.0017538+6.2168e-05i,0.0024388-0.0010997i,0.0018756-0.0014628i,0.00029717-0.0010153i,-0.00055478-0.00097292i,-0.0006971-0.00051753i,-0.00061446-0.00033543i,-6.7608e-08-0.00039052i,0.00029834-0.00035445i,-0.00035975-5.1729e-05i,-0.00022577+0.00014879i,0.00023846+0.00031483i,0.00053533+0.00061505i,0.00033891+0.00069605i,-0.00048211+4.8578e-05i,-0.00063866-0.00061332i,-0.00031372+4.2052e-05i,-0.00039618+0.00088484i,-4.062e-05+0.00086892i,0.00019714+0.00057821i,-0.00073984+0.00017953i,-0.00063039-4.7115e-05i
-0.00062854-0.00067174i,-0.00022711-0.00031172i,-0.0011702-0.0014375i,-0.0022984-0.0012115i,-0.0022808+0.00019376i,-0.00097591+0.0013151i,9.696e-05+0.00097843i,0.00087381+0.00022752i,0.0012493+0.00059997i,0.00067491+0.00072699i,0.00044971+0.00040714i,0.0010904-0.00016078i,0.0011184-0.0010192i,0.00078335-0.0010603i,0.00038187+0.00016261i,-0.0003106+0.0012877i,-0.00026985+0.00030918i,5.5202e-06-0.0010133i,0.00039934-0.00058038i,0.00050868-0.00035836i,0.00018142-5.9766e-05i,3.2027e-05-2.8993e-05i,0.00030065-0.00053258i
-0.00078341+0.0012433i,3.2317e-05+0.0011728i,-0.00072225+0.0012553i,-0.001384+0.0024333i,-0.0011551+0.002753i,-0.00060077+0.0018237i,-0.00065413+0.0010738i,-0.00037871+0.00058689i,0.00012089+0.00029779i,0.00013099+0.00051422i,0.00026027+0.00095996i,0.00067259+0.00077559i,0.00025893-0.00050226i,-0.00012104-0.0012088i,0.00026136-0.00081033i,0.0006298-0.00064097i,0.00099017-0.0013142i,0.00054701-0.0013131i,-0.00045094-0.00094187i,-0.0010015-0.00044001i,-0.00066857-4.8247e-05i,-0.00038915-9.6486e-05i,-0.00089897+0.00013034i
0.0010208+0.0010297i,0.00055794+0.00052218i,0.00032668-0.00027283i,-1.622e-05-0.00065916i,-0.0007695-0.00080299i,-0.0012496-0.00076758i,-0.00098703-0.00036717i,-0.0003274+0.00012435i,5.7912e-05+0.0006967i,-1.9694e-05+0.0006507i,-0.00014642-0.00025705i,-0.00047749-0.00061494i,-0.00069334-0.0005047i,-0.00039514-0.00081617i,-3.0377e-05-9.8664e-05i,1.2837e-05+0.00014557i,-0.0003517-0.0012004i,-0.00043553-0.0011248i,-0.00039635-0.00026995i,-0.0008711-0.00037927i,-0.0013268-0.00031437i,-0.0011334-0.00044814i,-0.00018984-0.00064103i
-0.0002366+0.0011096i,0.00039454+0.001528i,0.00070799+0.0012602i,0.00060594+0.00093041i,0.00071626+0.00082782i,0.0003459-7.7235e-05i,-0.00041119-0.00046622i,0.00025821+0.00025177i,0.0009519+0.00091226i,0.0010645+0.0007069i,0.0014355+0.00020418i,0.0014268-6.3744e-05i,0.0010428-0.00081055i,0.00033227-0.0013471i,-0.00031115-0.00029413i,1.979e-06+0.00033267i,-0.00019851-0.00019178i,-0.00060509-0.00061087i,-0.00037164-0.00029572i,6.9702e-05+2.6341e-05i,0.00011012+1.0892e-05i,8.1762e-06-1.2476e-05i,0.00010342-4.8858e-05i
0.0018151-0.00046506i,0.0020062-0.0022894i,0.0021603-0.0030562i,0.00081406-0.0025798i,-0.00071651-0.0016528i,-0.0011519-0.00081913i,-0.00089736-0.00048303i,-0.00014176-0.00015674i,0.00087918-3.2987e-05i,0.0013262-0.00069541i,0.000568-0.00060736i,9.2103e-06+0.0001884i,0.00042175+0.00029034i,0.00062083-0.00031814i,0.00016729-0.00036199i,-0.00048519-0.00051117i,-0.00024969-0.0009088i,-0.00022806-0.0010332i,-0.00032466-0.00035239i,-0.00021573+0.00029233i,-0.00023317+0.00022933i,0.00039856+8.8113e-05i,7.5205e-05-0.00025667i
-0.00041533-0.00056326i,-0.00030208-0.00081567i,-0.0015847-0.00075002i,-0.002831-0.00051282i,-0.0027644-9.3646e-05i,-0.0019809+0.00034537i,-0.00098214-2.0446e-06i,-0.0002664-0.00027142i,0.00082821-0.00037842i,0.0012644-0.00028782i,0.0010773+0.00011272i,0.0010524+0.00074769i,0.00038019+0.0013354i,-0.00027634+0.00095543i,-0.0004163+8.0406e-05i,-0.00074488-1.0191e-05i,-0.0010024+0.00018798i,-0.00096956+0.00019127i,-0.00091982+0.00036816i,-0.0006341+0.00034261i,0.00022338-0.00052818i,0.00049228-0.00031374i,0.00057657-0.00017461i
0.0020749+0.0011366i,0.0019536-1.7027e-05i,0.00075905-0.0020449i,-0.00044516-0.0026354i,5.5384e-05-0.0021309i,7.1519e-05-0.0011215i,-0.00043298-0.00024676i,-0.00013994-2.0729e-05i,0.00022204+0.00012173i,0.00033444-0.00026899i,0.00046132-0.00027821i,0.00034275+0.00019264i,0.00046972+0.00048614i,0.00055937+0.00022471i,-0.0003694+0.00013181i,-0.0010982-0.00020258i,-0.00070516-0.001128i,-0.00067916-0.0013747i,-0.0010013-0.001289i,-0.00059941-0.0005967i,0.00027672-0.00025781i,0.00077512-0.00053752i,0.00052799-0.00025181i
-0.0011587+0.00013854i,-0.00011512-0.00013867i,0.0008979-0.00030003i,0.00067666-0.00045173i,-0.00036887-0.00034138i,-0.00058493-0.00081666i,-0.00034394-0.0013487i,-6.8765e-05-0.0013864i,0.00018371-0.00031177i,0.00023569+0.0010927i,0.00065901+0.0017194i,0.0014777+0.0020451i,0.0012265+0.0012538i,0.00014707+2.3224e-05i,-0.00061219-0.00043145i,-0.00057994-0.00089489i,-0.00056863-0.00058951i,-0.00060405-0.00027036i,-0.00055373-0.00087245i,-6.704e-05-0.00062441i,1.257e-05+2.9054e-05i,5.7575e-05+0.00019905i,9.7645e-05+0.00017018i
-0.00099389+0.001768i,-0.0010575+0.0014302i,-0.0020123+0.0011426i,-0.0020461+0.00092497i,-0.00151+0.0012169i,-0.00089789+0.0001175i,-0.00067526-0.0011936i,-0.00029221-0.00058945i,-0.00036389+3.897e-05i,-2.8323e-05+3.8792e-05i,0.00039666+0.00065505i,0.00013224+0.00021809i,0.00073889-0.00056589i,0.00083537-0.00051712i,0.00020288+0.00011181i,-0.00057507+0.00023768i,-0.00013506-0.00042349i,0.00090925-0.00028381i,2.2462e-05-7.3975e-05i,-0.00039283-0.00046035i,8.418e-05+9.7524e-05i,0.00011914+0.00015444i,-0.00019852-0.00018851i
-2.761e-05-0.00031891i,0.00030016-0.0007882i,-0.0003639-0.00058731i,-0.0012085-3.6715e-05i,-0.0011059+0.00085356i,-0.00081762+0.0012016i,-0.00013614+0.00046324i,0.00021162+0.00038161i,0.00058658+0.00084398i,0.00054991+0.0011093i,-0.00023548+0.00093244i,-0.00025471+0.00046349i,-0.00033307+0.0002872i,-0.00018871+0.00022468i,0.00026146+0.00018352i,0.00050447-0.00034756i,0.00025906-0.001423i,-0.00015364-0.00099886i,-0.0004969+0.00018545i,-0.00084639+0.0002992i,-0.00053202+0.00032879i,-0.00024406+0.00044207i,0.00041574+0.00026047i
-0.00057503-0.0005618i,-0.00030522-0.00056158i,-0.0010192-0.00064335i,-0.0016989-0.00011928i,-0.0017341+0.00019294i,-0.00068565+0.00067332i,-1.6671e-06+0.00030096i,0.00028563-0.00056784i,0.00023165-0.00027829i,-0.00054952+0.00033631i,0.00056469+0.00076566i,0.0012391+0.0007041i,0.00089911+0.00031782i,0.00089341+0.00041949i,0.00050882+0.00060577i,-0.00053245-1.8999e-05i,-0.0010485-0.00038537i,-0.00070873-0.00010914i,-0.00033689+0.00015892i,-0.00030741+0.00036477i,-0.00056754+0.00013853i,-0.00068222+9.8477e-05i,-0.00037975-0.00036661i
0.0012221-0.0001657i,0.00095157-0.00026444i,0.00041522-0.0011986i,-0.00082473-0.0022543i,-0.0022278-0.0018152i,-0.0026158-0.00052781i,-0.0016788+0.00017145i,-0.00048342+8.3876e-05i,0.00054531-0.00043689i,0.00095565-0.00040638i,0.00066287+0.00020179i,0.00052968+0.00077187i,0.00079126+0.00040733i,0.00094304+0.0004234i,0.00026842+0.00041726i,-0.0001978+0.00035925i,-0.00034194+0.00025057i,-0.00070981+0.00014066i,-0.00077498+0.00077454i,-0.00032187+0.00081195i,0.00054249+3.5548e-05i,0.00058893-0.00047795i,0.00014009+0.00019658i
0.00014109-0.0006662i,-0.00026422-0.0014907i,-0.00025602-0.0014253i,-0.0004182-0.0011327i,-0.00048674+0.0001513i,0.00010985+0.0010991i,0.00011913+0.00099172i,-0.0003289+0.00046474i,0.00022761-0.00027452i,0.00047685-0.00026009i,0.00071401+1.7719e-05i,0.00054768-0.00020472i,0.00015475-0.00055622i,-2.1736e-05-0.00030042i,-0.00024538-0.00011718i,-0.00062381-0.00011144i,-0.0010426-0.00064273i,-0.0010957-0.00038613i,-0.00047431+0.00049454i,-8.3959e-05+0.00020808i,-0.00038969+6.9102e-05i,-0.00097408+0.00015842i,-0.00077102-0.00030914i
0.0010845-0.00024117i,3.9505e-05-0.00038852i,-0.0013521-0.0012036i,-0.0036343-0.0004429i,-0.0034817+0.00060994i,-0.0011821+0.00044255i,-0.00015369+0.00033473i,-0.00013878+0.00019686i,-0.0003964+1.5515e-05i,3.1658e-05-0.00017419i,0.00038981+0.00036829i,6.1603e-05+0.00094007i,-0.00027324+0.00067769i,-0.00057371+0.00085789i,-0.00027709+0.00094917i,0.00031006-0.00044818i,0.00045199-0.00077273i,0.00054406-0.00011956i,0.00073926-0.00058735i,0.00017096-0.00081229i,-4.4462e-05+0.00023995i,0.00058836+0.00039888i,0.00031135+0.00026213i
0.00091103+0.0013832i,0.001381+0.00014166i,0.0021113+0.00036559i,0.002258+0.0006672i,0.0018778-0.00041391i,0.0009358-0.00078012i,0.00016169-0.00038084i,-0.00028307-0.00045876i,0.00049418+8.4058e-05i,0.00072391+6.1369e-05i,0.00049373-0.00092727i,0.0010446-0.00075175i,0.00020221+9.1134e-05i,-0.0008227-6.7008e-05i,-0.00089254-0.00029777i,-0.0009085-0.00034926i,-0.00095215-7.9067e-05i,-0.00079107-0.00026269i,-0.00076259-0.00041763i,-0.00079713+0.00051923i,-0.0005943+0.00061474i,-0.00014033-0.000545i,0.00014126-0.00034652i
-0.0018595-0.0019428i,-0.0018676-0.00031732i,-0.0029167-0.00040336i,-0.0034788-0.0010871i,-0.0032932-0.0010866i,-0.002704-0.00055209i,-0.0012932-0.00039627i,-0.00053885+0.00011954i,0.00024659+0.0010426i,0.001168+0.0017831i,0.0017377+0.0016718i,0.0021222+0.0011734i,0.0017212+0.00018175i,0.00076187-0.00023777i,0.00027031-0.000409i,-0.00053444-0.00046214i,-0.00091785-0.00031798i,0.00013962-0.00024414i,0.00045287+3.2958e-05i,0.00048556-0.0001512i,0.00099441-0.00046294i,0.0016584-0.00059151i,0.00085039-0.0001728i
-0.0010108-0.0011104i,-0.0015453-0.0014503i,-0.0038227-0.0012389i,-0.0049603-0.00092737i,-0.0028866-1.9295e-06i,-0.00078251+0.00062785i,-0.00011248+8.1533e-05i,0.00067914+7.3074e-05i,0.00080015+0.0002159i,0.00032245-5.9317e-05i,0.00053449+5.212e-06i,0.00062589-0.00015586i,0.00044121-0.00079669i,0.00092998-0.00087531i,0.0012576-0.00071476i,0.00036469-0.001114i,-0.00022533-0.0010793i,-0.00016651-0.00087635i,0.00022534-0.00068101i,0.00041954-0.00031538i,0.00038286+0.00041583i,0.00068492+0.00060532i,0.00030332-0.00088807i
0.00040073+0.001057i,9.8879e-05+0.00094909i,-0.00048834-0.00067666i,-0.00031406-0.00054898i,-0.00024219+0.00097747i,-0.00027729+0.0010954i,0.0003514+0.00036333i,0.00061336+0.00019185i,0.00060725-0.00027311i,0.00047735-0.00047586i,0.00047833+0.00021891i,0.00079007+0.00044857i,0.0010931+6.2209e-06i,0.00085327-0.00020355i,-0.00035331-0.00065545i,-0.0010975-0.00096751i,-0.00074945-0.00095302i,-0.00050063-0.00085922i,-0.00034921-0.00070422i,0.00041601-0.00025772i,0.0008534-0.00012721i,0.00024081-0.00051721i,-0.00018322+8.5389e-05i
0.0019455-0.0011307i,0.0015819+0.00028264i,0.00093362+5.3634e-05i,0.0004683-0.0016828i,-0.00048811-0.0024681i,-0.00077526-0.0016766i,-0.00072175-0.00015635i,-0.00013964+0.0011042i,0.0011651+0.0014618i,0.0010767+0.00098579i,0.00014506+0.00029644i,0.00050516+0.00042452i,0.0010111+0.00070634i,0.00051459-2.9528e-06i,-0.00011787-0.00046994i,-0.00046876-0.00089142i,-0.00061267-0.00062389i,-5.3094e-05-0.00015393i,0.00026555+0.00018664i,0.00041391+0.00021796i,0.00046097+0.00057505i,0.00029269+0.00066365i,0.0010813+0.00031039i
0.0010425+0.0014821i,0.0011002+0.0012258i,0.00061442+0.00019255i,-0.00024792-0.00020916i,-0.00083844+0.00072144i,-0.00085554+0.00092357i,-0.0005224+0.00046596i,0.0003966+0.00036041i,0.0013084-0.00029204i,0.0010875-0.00046946i,0.0010393-0.00031375i,0.0012207+0.00044878i,0.00091901+0.00060504i,0.00033841+0.00035859i,-9.8189e-05+0.00093029i,-0.00015755+0.0011003i,-0.00025015-0.00035501i,-0.00054924-0.00085381i,-0.00061325-0.00034085i,-0.0002122+0.0004363i,0.00018709+0.00081363i,0.0002556+0.00031512i,5.5376e-05-0.00015797i
0.0017193+0.0016275i,0.00175-0.0005481i,0.0020967-0.0019317i,0.0014474-0.001981i,4.9882e-05-0.0017512i,-0.00024093-0.0014801i,-7.6801e-05-0.001033i,-0.00037237-4.3061e-05i,-4.2575e-05+0.00093876i,0.00029553+0.00082634i,0.00043879+0.00045874i,0.00060655-0.00027574i,-0.00015835-0.00020224i,-0.00082497+0.00062292i,-0.0011552+0.00026719i,-0.0012093-0.00051609i,-0.00076133-0.00064565i,-0.00026264-0.00022945i,-0.00020673+0.00022879i,-0.00020868+4.8546e-05i,0.00051677+0.0001753i,0.00084503-0.00013278i,0.00059073-0.00083565i
-0.00064565-0.0008567i,-0.00073042+0.0010092i,-0.0024825+0.0014638i,-0.0033219+0.0015816i,-0.0023596+0.0018926i,-0.00053701+0.0012546i,0.00022054+0.00084483i,0.0003785+0.00052984i,0.00083253-0.00010564i,0.0008449-0.0002131i,0.00081595+0.00043183i,0.0008014+0.00026283i,0.00077742-0.00033957i,0.0010955-0.0010268i,0.00042608-0.00036534i,-0.00048033+0.00051994i,-8.8113e-05+0.00054347i,-0.00025749+9.7624e-05i,-0.00076175-0.0008684i,-0.00054506-0.00092169i,-0.00023648+0.00017747i,-4.8067e-05+0.0012525i,-4.5343e-05+0.0006978i
0.0012475-0.00095933i,0.0020494-0.0019224i,0.0011419-0.0024944i,-0.00025574-0.0016724i,-0.0011123-0.00067325i,-0.0010274-0.00039739i,-0.0014115-0.00038748i,-0.0010461-6.4219e-05i,-0.00021625+0.00054077i,-0.00018001+0.00066421i,2.9458e-05+0.00054751i,0.00043669+0.0011423i,0.00010333+0.00063142i,0.00029155+2.3045e-05i,0.00018123+0.00025815i,5.8816e-05+0.00018789i,0.00076443+0.00020508i,0.00050585+0.00025736i,-0.00066948+0.00045898i,-0.00074969-0.00025799i,-7.8167e-05-0.0012448i,0.00032761-0.00081834i,0.0005175-0.00045711i
0.00050028+0.00058672i,-0.00057246+0.00092306i,-0.0019975+0.00041073i,-0.0024422-0.00010533i,-0.0024411+0.00044489i,-0.0017789+0.00030816i,-0.00057039+0.0005492i,0.00047501+0.00085242i,0.00128+0.00046446i,9.2075e-07+0.00022883i,-0.0010065+0.00028657i,-0.00055912-3.5245e-05i,4.2636e-05+0.00021881i,9.5072e-05+3.804e-05i,0.00041284-0.00032123i,0.0006661+0.00036801i,-0.00018501+0.00070663i,-0.00030243+0.00026572i,-0.00037326-0.00011899i,-0.00071013-0.00045093i,-0.00084627-0.00064597i,-0.00027043-7.2844e-05i,6.3144e-05+0.00054247i
-0.00087772+0.00027017i,-0.00021949-0.00027767i,-0.0003846-0.00066874i,-0.00086351-4.6576e-05i,-0.0012776+0.00053633i,-0.00074848+0.00061008i,-0.00020027+0.00027647i,-0.00060366+0.00029426i,-0.0002593+0.00082407i,2.1108e-05+0.0014533i,1.3543e-05+0.00082761i,0.00030922-0.00051811i,0.00012064-0.0008618i,-0.0004273-0.00054651i,-0.0011565+0.00025935i,-0.0016548+0.00019023i,-0.0014289-0.00055919i,-0.00084468-0.00056408i,-0.00076043-0.00060413i,-0.00044713-0.00083767i,-0.00012442-0.00061882i,-0.00025357-0.00030217i,0.00021588+3.0474e-05i
0.00013566-0.00087874i,2.2733e-05-0.00077536i,-0.00032612-0.001773i,-0.0010175-0.0019006i,-0.0015935-0.00085956i,-0.0011312+1.8343e-05i,-0.00091633-0.00047289i,-0.00051176-0.0012811i,-0.00027618-0.0013646i,-0.0010114-0.00043685i,-0.0007771+0.00099035i,0.00043509+0.0018491i,0.00094602+0.001181i,0.0011609+0.00034092i,0.00084182-0.00040964i,0.00032628+2.5002e-05i,-0.00037483+0.00075504i,-0.00060834+5.4608e-05i,-0.00040558-0.00076709i,-0.00018466-0.00079941i,-6.3336e-05-0.00048778i,-1.435e-05-0.00037067i,-2.0607e-05-7.3e-05i
-0.0012481+0.00088005i,-0.00014547+0.0010434i,-0.00058949+0.0019806i,-0.0023593+0.0023547i,-0.0026922+0.0010568i,-0.0014395+1.0037e-05i,-9.2653e-05-0.00026637i,0.0004771+7.0044e-05i,-8.6645e-05+0.00050597i,-0.00042697+0.0007216i,1.0563e-05+0.00021826i,0.00056141-0.0005375i,0.00080596-0.00052404i,0.00039218-0.00071003i,0.00036409-0.0011465i,-1.197e-05-0.00084808i,-0.00020997-0.0002886i,0.00021437+0.00012375i,0.00025948-0.00010254i,-0.00060583-0.00011432i,-0.0011176+0.000367i,-0.00030041+0.00089687i,0.00029161+0.0011207i
0.00042846-0.0013951i,0.00018391-0.0018542i,-0.00082742-0.0019944i,-0.002214-0.0017641i,-0.0020095-0.0011439i,-0.0016814-0.0011385i,-0.0010665-0.0013272i,-7.8661e-05-0.00061492i,-0.00065771-0.00012119i,-0.00078635+4.8832e-05i,3.232e-06-0.00012624i,0.00066722+0.00015851i,0.00086331+7.6168e-05i,0.0009222-0.0010215i,0.0006931-0.00093618i,4.2111e-06-0.0003119i,-0.00063087-0.00017539i,-0.0011578-0.00079752i,-0.0012038-0.0010492i,-0.00037248-0.00022423i,8.4953e-05+1.7855e-05i,0.00011242-0.00031765i,-0.00057572-0.00055904i
0.00081557-0.0011281i,0.00013638-0.0019268i,-0.0010255-0.0032585i,-0.0020278-0.002157i,-0.0023341-0.00015415i,-0.001502+0.00059893i,-0.0010901+0.00080237i,-0.0010464+0.00055601i,-0.00062375-0.00028063i,-0.00039839-0.00096982i,0.00022989-0.00013672i,0.0012232+0.0011269i,0.0013409+0.00072772i,0.0011352+0.0004226i,0.00093066+0.00079362i,0.00055611-0.00012311i,-0.0003575-0.0009943i,-0.00043201-0.00068003i,5.8786e-05+8.4613e-05i,-2.9309e-05-0.00033226i,-5.9559e-05-0.00099044i,0.00052636-0.00099212i,0.0013636-0.00074806i
0.00059554+0.0013774i,0.00069511+0.0003237i,0.00064166+0.0010779i,-0.00059687+0.0016349i,-0.00056241+0.00083065i,-0.0005017-3.9166e-05i,-0.00053215-0.00070503i,-4.1074e-05-0.0011765i,3.1354e-05-0.00086256i,0.00056494+2.1961e-05i,0.0012118+0.00073806i,0.0017594+0.00026041i,0.0021079+0.00018984i,0.00079374+0.00098156i,-0.00075209+0.00018674i,-0.00064646-0.00063176i,0.00036811-0.00029348i,0.00089462-0.0001435i,0.0012644-0.00023677i,0.000593-1.8172e-05i,0.00044166+0.00064262i,0.00052387+0.00052241i,-0.00023919-0.00099595i
0.00023975+0.00083862i,0.00049575-0.00062462i,0.00078035-0.0014301i,0.00055938-0.0015995i,-0.00036007-0.0014028i,-0.0011671-0.0011957i,-0.0012017-0.00093132i,-0.0009703+3.4547e-06i,-0.00075946+0.00068513i,-0.00030564+0.00024019i,0.00043373-0.00012698i,0.00079417-0.00066063i,7.3871e-05-0.00051242i,-0.0003782-0.00031627i,-0.00077354-0.00022776i,-0.00021383-0.00019534i,0.0002713-0.00089302i,-6.2645e-05-0.00097773i,-0.00029117-0.00074505i,-0.00053508-0.00042958i,-0.00044871+0.00081405i,0.00026645+0.00093164i,0.00039948+0.00034163i
0.00041858-0.00055216i,-0.00051658-3.6379e-05i,-0.0011373+0.00025461i,-0.002062+0.00079433i,-0.0019671+0.00047701i,-0.0013714+0.00056459i,-0.0010659+0.00020946i,-0.00038816-0.00033983i,3.3782e-06-7.6205e-05i,1.961e-05+5.7847e-05i,-0.00021169-0.0002206i,-6.8573e-05+0.00012395i,0.00049716-0.0002454i,4.2379e-06-0.00092243i,-0.00013399-0.00074078i,0.00015223-0.00067499i,-0.00029011-0.0013651i,-0.0001996-0.0012132i,0.00054625+0.00014559i,-0.00058929+0.00032005i,-0.0015712+8.4246e-05i,-8.8934e-05+0.00057749i,0.00052423+0.00066969i
0.00029015-0.0017038i,-0.0010295-0.0017639i,-0.0029809-0.00051437i,-0.0036547+0.00080983i,-0.0036355+0.0015443i,-0.0022531+0.0013885i,-0.00084772+0.00022859i,-0.00049212-0.00027408i,2.0711e-06-0.00015082i,0.00073177-0.00054486i,0.00099019-0.00020993i,0.00080307+0.00054197i,0.00082958+0.0005344i,0.0011014-4.5212e-05i,0.00067217-0.00030878i,0.00024846-0.00090307i,8.0099e-05-0.0011865i,-0.00071176-0.00027611i,-0.001465+0.00062578i,-0.0013452+0.00042649i,-0.0005347+2.938e-05i,0.00011428+0.00017954i,0.00052166+5.5883e-05i
7.9772e-06-0.0022143i,0.00089084-0.0021874i,-0.00013285-0.0033188i,-0.0022766-0.0034115i,-0.0031223-0.0021083i,-0.0022973-0.0011408i,-0.0009058-0.00087088i,-0.00032612-0.00037492i,0.0002941+0.0001326i,0.00082922+0.00065586i,0.00035953+0.00076753i,0.00025909+0.00063969i,0.0010704+0.00027659i,0.00055186+0.00012142i,-0.0003991+0.00047197i,-4.9402e-05+0.00023149i,0.00050749-3.4608e-05i,-8.4608e-06-0.00031824i,-0.00017394-0.00089148i,-0.00024398-0.00042363i,-0.00054134+0.00017302i,-9.0359e-05-0.00022715i,-6.9189e-05-0.00078175i
-0.00021745-0.00046215i,-0.00010092-0.00025243i,-0.001461+0.00069984i,-0.0022756+0.0011889i,-0.0018629+0.00084201i,-0.00060124+0.00070159i,-1.3788e-05-0.00028265i,-0.00031665-0.00079888i,0.0003802+3.8887e-05i,0.00021078+0.00037802i,0.00026601+0.00022831i,0.0017432+0.00019265i,0.0021868+0.00012756i,0.0010498-0.00041903i,-0.00034122-0.00063456i,-0.00062761+2.7843e-05i,-0.00060061+0.00016113i,-0.00043288-0.00074092i,-0.00016323-0.00091962i,-0.00024852-0.00050537i,-0.00044537-0.00084077i,-0.00066293-0.00086172i,-0.00041894-0.00019101i
-0.00059722+0.00027145i,0.00040796+0.0016795i,-5.6526e-05+0.0020989i,-0.00070311+0.0019254i,-0.00032027+0.0015267i,0.00052259-0.00028933i,0.00053834-0.0011352i,-3.4561e-05-0.0002367i,-0.00018125+0.00021279i,0.00062532-0.00023395i,0.0010912-0.00045206i,0.0013594-0.00028275i,0.00090792-0.00043115i,0.00012976-0.00030277i,-0.00015034-0.00095966i,-0.00021201-0.0016835i,-0.00017717-0.0005738i,-0.0004015+0.00020746i,-0.00064532-6.1424e-05i,-0.00042965+0.00014835i,-0.00010063+9.7422e-05i,-6.7388e-05-0.00016932i,-0.00018721-4.9008e-05i
