-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
0.00082415+0.00073728i,0.0011143+0.0007679i,0.0012173+0.0012589i,0.00020679+0.0012652i,-0.00043877+0.0010115i,-0.00048201+0.0016979i,-0.00047097+0.0014734i,0.0003168+0.00060011i,0.0010984+9.9559e-05i,0.0011373-0.00049058i,0.00033199-0.00076561i,-0.00042109-0.0010308i,-0.00014481-0.0006894i,0.00028516-0.00028717i,0.00028792-0.00076065i,-0.00025623-0.00074196i,-0.0004441-0.00035188i,-2.408e-05-0.00017399i,0.00032344-0.00032413i,-7.7258e-05-0.00022181i,-0.00045216-0.00012027i,0.00075525-0.00030907i,0.00099793+0.00038288i
-0.00014939+0.00041309i,0.00022328-0.00010491i,3.2589e-05+4.2803e-05i,-0.00019827+9.0346e-05i,0.00042251+1.9601e-05i,0.00088182-0.00019669i,0.00039375-0.00034327i,-0.00046433-0.00021558i,-0.0010329-1.7081e-05i,-0.0007735-0.00011882i,0.00044425-0.00074323i,0.00057181-0.00041565i,-0.00013323-0.0005638i,-0.00018083-0.00071667i,0.00018544-0.00080405i,0.00070487-0.0015196i,0.00097603-0.00063319i,0.00050768+6.8914e-05i,-5.5861e-06-0.00018918i,-0.00072213+8.6411e-05i,-0.00082983+0.00094038i,-0.00052564+0.0013989i,-0.00022729+0.0004601i
-7.4189e-05-3.5107e-05i,0.0006965-0.00045904i,0.00082986+0.00013872i,0.00095593-0.00014309i,0.00077701-4.4331e-05i,0.00025672+0.00062541i,0.00034421+0.00047292i,0.00016785+0.00041113i,-0.00057025-0.00023145i,-0.00079142-0.00046448i,-0.00059956-5.2445e-05i,0.00026418-0.00037102i,0.00032348-0.00076425i,-2.7856e-05-0.0007921i,0.00062615-0.00078445i,0.00073096-0.00068532i,0.00045951+7.5098e-05i,0.00079681+0.00070661i,0.00077409+0.0011558i,0.00028574+0.00041372i,-0.00066225-0.00049565i,-0.00063359+0.00023814i,0.00028267+0.00098538i
-0.00031613+0.00095657i,0.0010124+0.00044997i,0.0024369+0.00036672i,0.0019998+0.00073929i,0.00075296+0.00062633i,0.00026907+0.00053873i,0.00030133+0.00089633i,0.00046987+0.0008891i,0.00029729+0.00011714i,-6.5174e-06-1.2795e-05i,0.00018439+0.00016944i,0.0011718-0.00037591i,0.0010168-0.00064133i,8.2923e-05-0.00079491i,0.00047558-0.00095404i,0.00065745-0.00013143i,0.00089452+3.8029e-05i,0.00056068+0.00022878i,-0.00025925+0.00068583i,-0.00062138+0.00068947i,-0.0011447+0.00067403i,-0.001229+0.00061236i,0.00021301+0.00027992i
-0.0024876-0.00071643i,-0.001711+0.00021363i,-0.0016278+0.0020955i,-0.0010863+0.0032905i,-0.00055522+0.002981i,0.00021435+0.0012671i,3.9339e-05-0.00034725i,-0.00023656-0.0011306i,-0.00045348-0.0012341i,-0.00052761-7.0194e-05i,-0.00026482+0.0010087i,-0.00014912+4.9898e-05i,0.00020523-0.0011989i,0.00078286-0.001217i,0.0013007-0.00089772i,0.00067053-0.00074278i,-0.0012357-0.00025952i,-0.001437-2.6603e-05i,-0.00010071+2.0985e-05i,0.0010131+0.0005169i,0.0010043-0.0002793i,0.00032381-0.00056859i,2.5617e-05-0.00024404i
-0.0024144+7.3888e-05i,-0.0014607-5.0012e-05i,-0.0020839+0.00030839i,-0.0013588+0.00086187i,-0.00089007+0.0016725i,-0.00010374+0.00060415i,0.0006392+0.00021389i,-7.9752e-05+0.000679i,-0.00030259+0.00010763i,0.0003582+0.00017072i,0.00046064+0.00047093i,0.00041402-0.00018106i,0.0012782-0.00028987i,0.002317-0.00082829i,0.0018941-0.0009969i,0.0012107-0.00012555i,0.00087876-0.00056302i,0.00054627-0.0011059i,0.00015605-0.0005851i,-0.00029703+0.00024766i,-0.00052272+0.00025968i,-0.00060461+4.3063e-05i,-0.00046086+0.00043317i
0.00083821+0.00025339i,0.00095626-0.00035809i,0.00099654-0.00017123i,0.00085979-0.00047797i,0.00029377-0.00069502i,-0.00039764+0.00045329i,-0.00012186+0.001199i,0.0004414+0.00057693i,-0.00013765-2.5244e-05i,-0.00026596-0.00066972i,8.999e-05-0.00062266i,-0.00081767-0.00069032i,-0.0010513-0.00096875i,-0.0002337-0.00095796i,0.00036951-0.00056495i,0.00015283+0.00011182i,-0.00061979-5.6216e-05i,-0.00061604-0.00049415i,-0.00015925-0.00025334i,0.00026137+0.00020049i,0.00060868+0.0002028i,0.00071754-6.9034e-05i,0.00013958-0.00052035i
0.0022781-0.0010734i,0.0022899-0.0013804i,0.0014116-0.0017629i,0.00012117-0.00086009i,-0.00048583+0.00092562i,0.00022439+0.001536i,0.00089602+0.00085729i,0.00092647-0.00011062i,0.00089607-0.00067398i,0.00054293-0.00042317i,0.00046058-6.3495e-05i,0.00014435-0.00010564i,-0.00026462-0.00029808i,0.00015306-0.00020871i,0.0010754-0.00020568i,0.0010764+0.00014172i,0.00052391+7.0129e-05i,0.00045698-8.3698e-05i,0.00018419+4.4216e-05i,0.00011262+0.00030991i,0.00051521+2.4694e-05i,0.0007632-0.00065728i,0.00048226-0.00025626i
-0.00039808-0.00031499i,0.00042982+0.00080352i,0.00036909+0.00048106i,0.00078432-0.00016804i,0.00049482+6.6163e-05i,-0.00015589-0.00010384i,0.00034409+0.00038798i,-0.00016026+0.00058801i,-0.00057782-0.00012598i,0.00022655+0.00021816i,0.00063767+0.00072802i,0.00014534+0.00051959i,-0.00015647-0.00061628i,0.00032343-0.0014451i,0.00058478-0.0011209i,0.00071717-0.00033442i,0.00050916-8.9967e-05i,0.00048217-9.4922e-06i,0.00049251+0.00034896i,0.00029968+0.00074202i,0.00031352+0.00057998i,0.00035741+0.00059611i,0.00016233+0.00063311i
0.00036007+0.00067607i,0.00070179-0.00017056i,0.00033675-0.00058234i,3.9225e-05-0.00063606i,-6.2907e-05+4.1543e-06i,-0.00034891+0.00076773i,-0.00078152+0.00087055i,-5.3529e-05-2.7552e-05i,0.00044482-0.00078579i,0.00047192-0.00069363i,0.00035406-1.8853e-05i,-0.00040473-7.0008e-05i,-0.00048524+5.8305e-05i,0.00012577+8.0311e-05i,0.00049613-0.00027572i,0.00064057+0.00016229i,0.00027855+0.00077556i,-0.00010967-0.00017685i,0.00024517-0.00062472i,0.00071907+0.0002365i,0.00049817+0.00042692i,0.00049328+0.00015668i,0.00097882+8.0192e-06i
-0.00092243+0.00067426i,0.00085466+0.00063822i,0.001227+0.0011342i,0.00028907+0.0015076i,-4.6154e-05+0.001529i,-0.00014897+0.00090307i,-3.7854e-05+0.00042978i,1.3536e-07-0.00031916i,-0.00026274-0.00022128i,0.00011684+0.00050247i,0.00041761+0.00021516i,0.00010468+0.00028063i,0.00049047-0.00016407i,0.00071373-0.0010633i,0.00047984-0.00060289i,0.00046503+0.00010079i,0.00074189-0.0005773i,0.0003521-0.00088496i,-0.00033702-0.00014624i,-0.00054148-9.0094e-05i,-0.0002286-0.00023165i,0.00023056-0.00045801i,0.00065742-0.0010242i
0.0011266-0.00074928i,-0.00034664-0.00055007i,-0.0014134-0.00073953i,-0.0017613-0.00079317i,-0.0016524-0.00071793i,-0.00090029+0.00039094i,0.00010766+0.0010675i,0.00057995+0.00071046i,0.00050282+0.00067111i,0.00054788+0.00067617i,4.081e-05+0.00070799i,-0.00048084+0.00098233i,2.8244e-06+9.8008e-05i,0.00015155-0.00047194i,0.00014368-0.00069638i,0.00016-0.00030074i,-0.00066527+0.00028338i,-0.0007429+0.00051716i,5.6588e-05+0.00053324i,0.00022897+0.00034384i,-0.00045504+0.00072445i,-0.00049925+0.00045995i,-0.00076094-2.7206e-06i
0.0010141-0.00065086i,0.0010429-0.00019156i,0.0012609-0.00019738i,0.0010192+0.00047792i,0.00037849+0.00059787i,0.00034291+0.00040697i,0.00077217+0.0013478i,0.00080725+0.0011245i,0.00036042+0.00015975i,0.00034997-7.4119e-06i,0.00029593+0.00010171i,0.00018178-0.00052435i,-0.00010395-0.00088308i,-0.00018566-8.5836e-05i,0.0003372+0.00028841i,-7.058e-05-0.00028469i,5.9544e-05-0.00079241i,0.00068768-0.00029986i,0.001264+0.00034625i,0.0011142+0.00098322i,0.00014934+0.0009934i,0.00014957+0.00055868i,0.00013278+8.4929e-05i
-0.0018579+4.6286e-05i,-3.1035e-05+0.0015226i,0.00097196+0.0026629i,0.00031547+0.001983i,-0.00038161+0.0010983i,-0.00025783+0.00054104i,-0.0007953-0.00021923i,-0.00022646-0.00029967i,0.0003009+4.7687e-05i,-0.00031914+0.00045418i,-0.0005795+0.00029116i,-0.00034665+4.4647e-06i,-0.00026486+0.00012261i,0.00024186-0.0004332i,0.0010304-0.00066982i,0.00099369-0.0009456i,0.00019604-0.0011173i,0.00012759-0.00061761i,8.8267e-05-0.00027863i,-0.00041739-0.00055094i,-0.00056743+1.2962e-05i,0.00035565+0.00055291i,0.00080545+0.00011063i
1.8465e-06-0.00069332i,-0.0006504-0.00049528i,-0.0011965-3.6712e-05i,-0.0012582-0.00010404i,-0.00088394+0.00021263i,-0.00092929+0.000845i,-0.00059327+0.00062774i,-9.6031e-05+9.19e-05i,0.00023977+0.000201i,0.00015376+0.00071314i,-0.00028466+0.00058673i,-9.7026e-05+8.0299e-05i,-9.2201e-05+8.622e-05i,0.00019327-0.00035254i,0.0010726-0.00048394i,0.0013507-0.0004703i,0.0010058-0.00029392i,0.0005788+0.00024329i,0.00035484+0.00038555i,0.00078181+2.0463e-05i,0.00074662-0.00064372i,0.00047341-8.7923e-05i,0.00032403+0.00065697i
-0.0016459-2.7892e-05i,-0.0012371-6.6896e-05i,-3.2798e-05-0.00018396i,-0.00053561-0.00027072i,1.442e-06-0.00064135i,0.0010677+0.00035742i,0.00032283+0.00074513i,-8.2657e-05+6.7724e-05i,0.00035382-0.00033959i,0.00028469-0.00066191i,0.00062358-0.0010012i,0.00068581-0.0011305i,0.00072202-0.00042184i,0.00081108-8.7104e-05i,0.00077407-0.00041377i,0.00059909-0.0012057i,0.00020142-0.0014449i,-3.1783e-05-0.0003304i,-0.00051847+0.00025563i,-0.00046453+0.00052718i,6.4834e-06+0.00016928i,0.0003618-0.00056355i,0.00041389+0.00023564i
-0.0010306+0.00020976i,0.00017517-0.00022804i,0.000735-0.0010037i,0.00052356-0.00098964i,-0.00022805-0.00014922i,-0.00022523+0.00058445i,0.00069637+0.0003124i,0.00061079-4.3096e-05i,-0.00027295-0.00053236i,-0.0001102-0.0012614i,0.00020274-0.00091778i,-0.0003563-0.00064891i,-0.00058454-0.00086006i,0.00040087-0.0014902i,0.0005866-0.0011301i,7.9808e-05-0.00013806i,-1.5649e-05+0.00014483i,-0.00046767+6.8937e-05i,-0.00066794-4.9551e-05i,0.00084679+0.00011182i,0.0014991+4.627e-05i,0.00012655-0.0002717i,-0.00039242-0.00076519i
-0.00038988-0.0010139i,0.0005724-0.0011631i,0.00093466-0.00024347i,0.00039156+0.00052968i,-0.00023404+0.00051932i,-0.00034114+0.00034871i,-0.0001492+0.00073623i,0.00048979+0.00035205i,0.00097841-0.00015645i,0.00068344-0.00073001i,0.0007264-0.0014321i,0.00056339-0.00038469i,0.00018436+0.001106i,0.00020321+0.00081707i,0.00064297-2.1266e-05i,0.00066465+2.2643e-05i,-0.00017143+0.00020872i,-0.00069365+4.6516e-06i,0.00016376-0.00028i,0.00045521-0.00022502i,-7.6881e-05-0.00013417i,-0.0003695-0.00016624i,-0.00053803+7.6873e-05i
-0.00076365+9.0997e-06i,-0.00072524+5.7777e-05i,-0.0006352+0.00019888i,-0.00016184+0.00020467i,0.00032778+0.0002484i,-4.1249e-05+0.00079778i,-0.0006676+0.0015209i,-0.0012635+0.0013204i,-0.00093048+0.00058241i,0.00059168+0.00017972i,0.001066+0.00017499i,3.6043e-05-0.00014679i,-0.00095289-0.0001528i,-0.00034291-1.9033e-05i,0.00073274-0.00041033i,0.0010728+0.00013998i,0.00018034+0.00095116i,-0.00026737+0.0006907i,2.2508e-05+0.0003953i,-0.00010784+0.00039379i,-0.00032458+0.00045644i,-9.1463e-06-0.0001535i,0.00057708-0.00049067i
-0.0013103-4.1513e-05i,-0.0012603-0.00058395i,-0.0013169-0.00052018i,-0.000955+0.00018556i,0.00018013+0.00051104i,0.00011669+0.00087584i,4.7934e-05+0.0013722i,0.000844+0.00069173i,0.00088559-0.00039463i,0.00052278-0.00075468i,3.8538e-06-0.00023614i,-0.00083841+0.00010582i,-0.00034703+4.9003e-05i,0.00056306-0.00045939i,0.0004031-0.00058293i,0.00060231-0.00026692i,0.001139+0.00048144i,0.00059858+0.001378i,-0.00014123+0.00098152i,-0.00027431+0.00028332i,-0.00041295-4.1308e-05i,-0.00067708-0.00044268i,-0.0010252-5.2002e-05i
-0.00064199+0.00035722i,0.00032296+0.00044215i,0.00041785-0.00032836i,0.00049377+0.00028787i,0.0011887+0.0012159i,0.0014524+0.00079581i,0.0011288+6.4973e-05i,0.00068288-0.0010774i,-0.00016014-0.00086372i,0.00046785+4.5926e-05i,0.00050114-2.3629e-05i,-0.0005082-0.00048128i,-0.00063352-0.00049654i,-0.00017285-0.00018577i,-0.00027343-0.00019496i,0.00022027-0.00047826i,0.00038087-0.00031027i,-0.00065394+9.1818e-05i,-0.0009761-0.00060555i,-0.00023949-0.0015084i,0.0004726-0.00080087i,0.00062854+0.00059642i,-0.0001889+0.00063057i
0.00061363+0.0018355i,0.0014819+0.00087561i,0.0018799-5.1097e-05i,0.0015996+0.0001476i,0.0009801+0.00015147i,0.0001243-5.4375e-05i,-0.0005959+0.0002016i,6.2342e-05+0.00042276i,0.00065895+0.00067809i,0.00055531+0.00052149i,0.00042523+0.00042854i,0.00031332+0.00018583i,0.00013219+2.5205e-05i,-0.00018748+5.7576e-05i,-0.00060173-0.00020812i,-8.9845e-05-0.00071756i,0.00010178-0.0009271i,-0.0003124-0.0011561i,-0.00020312-0.00052466i,0.00024563+0.00033994i,0.00077269+0.00056799i,0.0005841+0.00037292i,0.00040622+0.00014411i
-0.00087184-0.00090424i,-0.00035784-0.00064349i,-0.00062797-0.00039306i,-0.00084116-0.00010041i,0.00031412+6.923e-05i,0.0010978+0.00026409i,0.00076052+0.00071097i,0.0001975+0.00073472i,-9.2339e-06+0.00048384i,-1.0477e-05+0.00050917i,-0.00014023-1.3961e-05i,-0.00042964+9.6947e-06i,-0.00034466+0.00050309i,0.00046975+0.00056526i,0.00054828+0.00016056i,0.00034793+7.0184e-05i,0.00045359-6.7112e-05i,0.00095697-0.0005836i,0.00057624-0.00071612i,-0.0006037+1.1349e-05i,-0.00017454+0.00093745i,0.00066431+0.0011686i,0.00068476+0.0003731i
-0.0010687-0.00054995i,-0.00050487+4.7945e-05i,-0.00016291+0.001145i,-0.00046635+0.0018372i,-0.00054716+0.0017551i,2.198e-05+0.0014042i,1.3492e-05+0.0009171i,-0.00011083+0.00083505i,-8.3392e-05+0.00035655i,-0.00023509+5.4566e-05i,0.00058977+0.00060713i,0.0011127+0.00055234i,0.00051141-0.00034767i,0.00065851-0.0011188i,0.0012669-0.0012194i,0.001788-0.0010641i,0.0019516-0.00029279i,0.0015495+0.00037464i,0.0011959+0.00020392i,0.00053091-7.2815e-05i,6.3953e-05+1.9917e-05i,-0.00032043+0.00051401i,-0.00022569+0.0010159i
-0.00054201+0.0006721i,4.2842e-06+0.00078883i,-0.00013711+0.001345i,-9.5194e-05+0.00078297i,0.0010904+0.00012107i,0.00098264-0.00043996i,9.7578e-05-0.00083976i,0.00021641-0.0014456i,-0.00010065-0.00097531i,-0.00015405-0.00024653i,6.5632e-05+0.00016189i,-0.00070247-0.00012938i,-4.7114e-05-0.00033747i,0.0008881-0.00021377i,0.0007763-0.00053667i,0.00073388-0.00078689i,0.00077943-0.0003043i,0.00048914+0.00037601i,-0.00014909+0.00026959i,-0.00017787+0.00028586i,-0.00035619+0.00019228i,-0.00071553+0.00013219i,0.0002162+0.00022779i
-0.000319-0.0018181i,-5.5119e-05-0.0019159i,0.00018396-0.0010736i,0.00050251+0.0010693i,0.00044355+0.00087351i,0.00031759-0.00027213i,0.00042541-2.9334e-05i,0.00016813-1.9015e-06i,0.00014697-0.00029677i,0.00059657-0.00013854i,0.00094403-9.8184e-05i,0.00080758-0.00077527i,0.00064566-0.0014735i,0.00032545-0.0012328i,4.7803e-05-0.0010758i,0.00038606-0.0011186i,0.00020341-0.00023171i,-0.00042811-0.00027997i,-0.00025604-0.00035937i,-0.00017329+0.00030001i,-0.00041645-3.8592e-05i,5.9216e-05-0.00013719i,0.00053215+0.00047354i
0.00061684+0.00067533i,0.0010837+0.00097393i,0.00056734+0.0010707i,-2.5425e-05+0.0013822i,-0.00062292+0.0022826i,-4.3386e-05+0.002405i,0.0011967+0.0010865i,0.0013704-0.00014813i,0.00067346-0.00040885i,0.00031756+0.00010912i,0.00066168-0.00010555i,0.00017739-0.00077585i,-0.00032172-0.00077011i,0.00059392-0.00094792i,0.0010537-0.0014698i,0.00065867-0.0011045i,-0.00022455-7.8398e-05i,-0.0011285+0.00027287i,0.00013786-0.00032921i,0.0010103-0.00012428i,0.00067384+0.00028294i,0.00017321+0.00010697i,0.00027801+0.0001016i
-0.0010078-0.00066953i,-0.00076275-0.00033263i,-0.00019035-4.6473e-05i,-0.00034129+7.0508e-05i,-0.00068569+0.00025747i,-0.00066813+0.00099304i,-0.00018057+0.0013389i,0.00033695+0.00075488i,0.00019871-3.2351e-05i,0.00041902+0.00025542i,0.00084021+0.00078809i,0.00030188-5.2545e-05i,-4.4139e-05-0.0011092i,0.00043198-0.0006426i,0.00073357-0.00015874i,0.00093728+0.00016812i,0.00058541+0.00066963i,0.00014518+0.00062269i,-0.00051883-0.00010678i,-0.0010119-0.00043068i,-0.00083918-2.7259e-05i,-0.0011963+0.00014787i,-0.00055174+0.00034197i
0.00084786+0.00042771i,0.0018522+0.00021218i,0.0020174+0.0010582i,0.0016082+0.0010193i,0.0018154+0.00025041i,0.0011414+0.00057428i,0.00026788+0.0012458i,0.00023833+0.0013021i,-6.2526e-05+0.00066479i,0.00039107-5.7921e-05i,0.0006689-8.1675e-05i,-0.00029354+0.00046024i,-0.00030193+0.00074372i,-2.2285e-05+0.00040209i,3.0908e-05-0.00023988i,0.00026535-0.0010086i,0.00033405-0.00092837i,0.0005946-0.00016819i,0.00046982-0.00014717i,-8.7768e-05-0.00017404i,-0.00048159+0.00049864i,-0.00060279+0.00089447i,-0.00094185+0.00061541i
-0.00058935-0.00023749i,-0.0012245-0.0011247i,-0.0017257-0.00032895i,-0.0011368+0.00014081i,0.00048889-0.00018679i,0.00095368+9.5438e-05i,0.00014441+0.00085445i,-0.00058754+0.00037418i,-0.00026179-0.00010495i,0.00057699+0.00035317i,7.205e-05+0.00010929i,2.2517e-05-8.0502e-05i,0.00049192+0.0002913i,0.00027857-0.00015384i,0.00049795-0.00088066i,0.0010804-0.0010767i,0.0005455-0.00098822i,-0.00043317-0.00026618i,-0.00097356+0.00025151i,-0.00081728-0.00013485i,-0.00023728+0.00015499i,0.00021419+0.00080491i,-0.00015852+0.00097515i
0.00030927-0.0014143i,0.00096002-0.0015573i,0.00049745-0.0015908i,0.00011307-0.00078569i,-0.00046951+0.00064186i,-0.00064619+0.0012814i,-0.00065385+0.0008367i,-0.00051784-0.00011875i,-0.0003881-0.00046935i,-0.00014279+3.9158e-05i,-0.0004796+0.00030455i,-0.00036539-0.00030352i,0.00035409-0.00012242i,0.001014+0.00033868i,0.0010513-0.00044854i,0.0010026-0.00096328i,0.00041304-0.00050209i,-0.0006839-0.00016648i,-0.00072765+2.5772e-05i,0.00022612-0.00023894i,0.0004879-0.00052814i,0.00026252-0.00046895i,0.00048931-0.00022519i
-0.00029139+0.0012572i,-2.3673e-06+0.00092681i,0.00035802+0.0013332i,0.00035735+0.0011175i,0.00035987+0.00022181i,-0.00026404+0.0002692i,0.00015179+0.00054944i,0.00025304+0.0011307i,-0.0001803+0.001269i,0.00028338+0.00039875i,-0.00023805+0.00017598i,-0.00076706+0.00070652i,-0.00014489+0.00075458i,0.00015783+0.00017901i,0.00052712-0.00032934i,0.00053391-0.00040502i,-0.000153-0.0004199i,-0.00073164+3.699e-05i,-0.00071882+0.00024389i,-0.000502+5.5491e-05i,-0.00067453-0.00042143i,-0.00041059-0.00091842i,7.1328e-05-0.0001769i
-5.0606e-06-0.00010522i,0.00086309-0.0010007i,0.00027871-0.00083278i,0.00045737-0.00037711i,0.00076907+0.00070827i,0.00062961+0.00029895i,0.00022432+0.00021368i,-3.077e-06+0.00040922i,0.00013632-0.00056591i,-0.00030659-0.0010443i,-0.00080517-0.00055172i,-0.00035294-0.00027495i,-0.00065675-0.00083524i,-0.00068754-0.00083538i,0.00012846-0.00027455i,0.00086709-0.0002696i,0.00065533-0.0003073i,-0.00020808-0.00028167i,-0.00035355-0.0005391i,-3.8524e-05-0.00051634i,0.00026615-9.298e-05i,0.00065338+0.00027799i,-8.1696e-05-4.5893e-05i
0.00072598+0.00088761i,0.0017724+0.00047939i,0.0017835+0.00086208i,0.00079237+0.0010386i,-0.00043145+0.0011531i,-0.00028101+0.0011043i,0.00021096+0.0011464i,4.5947e-05+0.00053748i,-1.0456e-05-0.00036633i,0.00049928-0.00029207i,0.0002582-0.00056251i,-0.00057541-0.00063622i,-0.00040006-1.162e-06i,0.00046303+0.00024195i,0.0016025-0.00012918i,0.0015992-0.00044858i,0.00074101-0.00056346i,-0.0002626-0.00044909i,-0.00027049-0.00047922i,0.0001494-1.3095e-05i,2.9798e-05+0.00046268i,-8.0798e-06-0.00021986i,-6.1668e-05-0.00070684i
0.0019487+0.0015918i,0.0016978+0.001332i,0.0014393+0.00091384i,0.00081455+0.00082942i,-0.00010289+0.00041666i,-0.00062504+0.00050734i,-0.00068335+0.00034804i,-0.00075541+0.00028452i,-0.0003462+0.00010889i,-0.00014546-0.0004323i,-0.00064455-0.00040406i,-0.0010169+0.00022013i,-0.00038571+5.318e-06i,-0.0001767-0.00070395i,0.00077846-0.0004587i,0.0010867-7.7623e-05i,0.0004737-0.00071296i,0.00037042-0.00047023i,1.5605e-05-7.3756e-05i,-0.00030866-4.3718e-05i,-8.6208e-05-0.0003294i,-6.1804e-05-0.0002833i,-0.00040854-1.6644e-05i
0.0015095-0.0003569i,0.00092368-3.8122e-05i,0.00017814+0.0016942i,-2.1676e-05+0.00072102i,0.00097992-0.0010815i,0.0016055-0.00045881i,0.0006778+0.00091894i,-0.0002001+0.0010199i,-0.00014618-1.9383e-05i,0.00022072-0.00065728i,0.00036612-0.00049473i,0.00013704-0.00018872i,0.00040458-0.00056769i,0.00026669-0.00099904i,0.00030885-0.00098438i,0.00033611-0.001082i,0.00022794-0.0005996i,0.00073095-0.00039515i,0.00032014-0.00032809i,-0.00073163-6.8189e-05i,-0.0002829-0.00024656i,0.00013133+4.4218e-05i,0.0004518+0.00044969i
-0.00032856+0.00050121i,-0.00035443+0.00034499i,-0.00036674-0.00027695i,-4.9036e-05-8.1045e-05i,0.00035604+0.00078036i,0.00032492+0.00078652i,0.00023658+0.00083313i,0.00014402+0.00010948i,0.00056896+5.8581e-05i,0.00074719+0.00061864i,0.00037881+0.00013586i,-0.00035931-0.00016305i,-0.00040335-0.00016713i,-0.00033943-0.00073321i,-0.00014205-0.00082545i,0.00065202-0.00030028i,0.00048553-0.00020222i,0.00017804-0.00066856i,0.00010904-0.00073424i,-0.00027663-0.00033364i,-0.00069317+0.00062504i,-0.00071174+0.00086511i,-9.3359e-05+0.00032441i
0.001399+0.00011489i,0.0020129-0.00017532i,0.0021989-0.00025267i,0.0015455-0.00033643i,0.00077854+3.8174e-05i,-0.00030593+0.00086664i,-0.00094585+0.0013475i,-0.00043326+0.0006561i,0.00066186+0.0001898i,0.00054008+0.00028173i,-0.00035595+2.5246e-05i,-0.00023913-0.00013421i,-1.1462e-05-0.00018742i,-0.00017293-0.00033944i,-0.00058505-0.00051967i,-0.00092426-0.00041451i,-0.00036409-0.00053297i,0.00025774-0.00030394i,0.00013023+0.0002105i,-1.0007e-05+0.00085087i,5.4987e-05+0.00027922i,0.00013326-0.00010438i,1.7976e-05+0.00018726i
0.0016407+0.0015932i,0.0029023+0.0009665i,0.0030432+0.00012256i,0.0019797-0.00023662i,0.0010504-0.0005809i,-5.2131e-05-0.00052694i,3.2264e-05+0.00045529i,0.00049197+0.00085816i,0.00093943+0.0007038i,0.00083851-0.00028095i,0.00038832-0.00088659i,0.0001665-2.1269e-05i,-0.00039485+0.0007627i,-0.00048968+0.00071883i,0.00024844+0.00019997i,0.00013116-0.00025299i,0.00012784-0.00080809i,-0.00026546-0.00052826i,-0.00058557+0.00027671i,-0.00029855+0.00021657i,4.0794e-05+0.00033125i,4.0412e-05-9.0121e-06i,0.00039542+2.9477e-05i
-0.00045527-0.00018608i,0.00094581-0.0014518i,0.00060584-0.00082146i,2.8066e-05+0.00036954i,-0.00033631+0.0011737i,-0.0010571+0.0013046i,-0.00041295+0.0012394i,9.0156e-05+0.0012464i,-0.00058646+0.00087972i,-0.0011927+0.00017859i,-0.0016824-0.00015251i,-0.0015949+0.00022054i,-0.00046591+0.00079141i,-0.00010896+0.00092i,-0.00018571+0.00018963i,-7.0955e-05-0.00037279i,-0.00055478-0.00059467i,-0.00072014-0.00082331i,-0.00041414-0.00070105i,-0.0005832-0.0011275i,-0.00041027-0.00079534i,0.00022153+0.00033116i,0.00042502+0.00057038i
-1.3087e-05+0.00014153i,7.0612e-05-0.0005948i,-0.00067228+0.00042264i,-0.00090645+0.00056347i,0.00032138+0.00060417i,0.00086768+0.00067782i,0.0004284+0.0002524i,0.00050389-0.00044244i,-4.5408e-05-0.0008629i,-0.00058387-0.00055224i,-0.00022934+0.00069803i,-0.00058324+0.0007334i,-0.0003643-0.00040293i,0.00082812-0.00067137i,0.0012912-0.0012431i,0.0014681-0.00088141i,0.0012474-0.00058357i,0.00051683-0.00086874i,-0.00014619-0.0011352i,-0.00039958-0.0014612i,0.00038135-0.00025238i,9.0967e-05+0.0006976i,-0.00061717+0.00076836i
0.0018173-0.00031842i,0.0019059-0.0014138i,0.002632-0.0025997i,0.0013182-0.0020839i,-5.7686e-05-0.00088241i,-5.7452e-05+0.00098723i,0.00063708+0.0019566i,0.0013913+0.0017851i,0.00096046+0.00025577i,2.405e-05-0.00055913i,-6.4033e-06+7.6472e-05i,0.00030975+0.00066634i,-0.00017464+0.00081897i,-0.00019011+0.00070072i,7.9807e-05+0.00039718i,-1.3101e-05-1.5054e-05i,0.0001251-0.00039876i,0.00026225+2.1284e-05i,0.0001667-1.667e-05i,0.00017459-0.00036556i,0.0002883+1.6337e-05i,0.00054325+0.00098197i,0.00028181+0.0014906i
