-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
0.0003944+0.0025663i,-0.001229+0.00031698i,-0.0011787-0.00067057i,0.00022732-0.0011662i,0.00054582-0.0014695i,-0.00059577-0.00066346i,-0.00076057+0.00047881i,0.00050943+0.00041958i,0.0005438+3.7434e-05i,-5.6335e-05-0.00026473i,-0.00030613-0.0009736i,-0.00010679-0.00077351i,-0.00013998-0.0005466i,-0.00065869-0.00080167i,-0.00058268+0.00011572i,-0.00015376+0.00087126i,0.00032456+0.00058527i,0.00027554+0.00045204i,-0.00019614+0.00011494i,-0.00069059-0.00029295i,-0.00093913-0.00048319i,-0.00038067-0.00022591i,0.000122+0.00010356i
0.0015889+0.00039701i,0.001036+0.00086394i,0.00092249+0.00048572i,-0.00014942+7.8625e-05i,-0.0017059+0.00041015i,-0.0022206+0.00028713i,-0.0018457+0.00084067i,-0.0012603+0.001421i,-0.00060783+0.0009165i,-0.00052515-5.2741e-05i,-0.0015141-0.00011838i,-0.0015762+0.00029471i,-0.00065566+0.00041541i,-0.00039617+0.00048492i,-0.00067346+0.00043881i,-0.00051675+0.00061204i,1.8485e-05+0.00055445i,0.00011014+0.00010253i,-0.00047212+0.00022889i,-0.00054443+0.00047242i,-2.5166e-05+0.00015268i,-0.00042132-4.3567e-06i,-0.00053371-3.5031e-05i
0.00075667+0.00015485i,-0.0012273-0.00039557i,-0.0024517-0.0011569i,-0.003253-0.00059775i,-0.0034122+0.00021887i,-0.0023302+0.0013524i,-0.0006649+0.0010745i,-0.00016802+0.00048091i,-0.00060205+0.00030441i,-0.00066474+0.00018272i,-0.00063339+0.00040896i,-0.0008296+0.00044641i,-0.00069636+0.00010193i,-0.00035275-0.00014873i,-0.00039398+0.00014689i,-0.00067664+6.4594e-05i,-0.0012685+6.3568e-05i,-0.0013014+0.00030146i,-0.00053743-0.00049242i,-2.294e-05-0.00078724i,0.00023791-0.00015606i,0.00074632-0.00044655i,0.00084656-0.0010572i
0.00029122+0.001754i,0.0012074+0.0015354i,0.0016668+0.00049374i,0.0013493-0.00057367i,0.00063904-0.00038483i,-0.00047829+0.00075983i,-0.00077531+0.0017035i,-0.0009917+0.001569i,-0.00083254+0.00055957i,-0.00076858-0.00044146i,-0.0010321-0.00039724i,-0.00099644-0.00040906i,-0.00053492-0.00093164i,-0.00058062-0.0013244i,-0.00085767-0.001069i,-0.0011378-0.00048899i,-0.001584+0.00036095i,-0.0012228+0.00019629i,-0.00070673-0.00012384i,-0.00058552-0.00042851i,-0.000981-0.0007656i,-0.00051724-0.00034061i,-0.00029826+5.5921e-05i
-5.5094e-06-0.00043138i,-0.0009826-0.00072319i,-0.00096874-0.0011589i,-0.0014415-0.00029174i,-0.0018156+0.00028917i,-0.00093026+0.00016858i,0.00024882-3.9158e-05i,0.00081676-4.7917e-05i,0.00070038-0.0003824i,-0.00026532-0.00013799i,-0.0014387+0.0006543i,-0.0015856+0.00074495i,-0.0012058+0.00068673i,-0.00049944+0.00039944i,-0.0001164+0.00023216i,0.00021169+0.00023894i,0.00044963-0.00022096i,0.00063778-0.00066067i,0.00057437-0.00046736i,0.00022935-0.00010161i,1.0248e-05+0.00051394i,0.0002696+0.00028536i,0.0009037-0.00055731i
0.0015483+0.0017278i,0.0024639+0.0007163i,0.0020921+0.0005324i,0.00053999+0.00018462i,1.5242e-05+0.00017532i,-0.00011628+0.00047949i,-0.0012472+0.0011758i,-0.001172+0.0013652i,-4.9713e-05+0.00089489i,0.00019391+0.00050546i,0.00069984-5.8079e-05i,0.00064344-0.00027667i,0.00046906-9.297e-06i,0.00067517+0.00027857i,0.00029029+0.0005439i,-0.00039775+0.0009315i,-0.00071754+0.00088925i,-0.00037652+0.00023436i,-0.00026745-0.00016767i,-0.00014034-0.00057033i,0.00031111-0.00078402i,0.00048516-0.00011489i,0.0001794-0.00021538i
-0.0013162+0.00023298i,-0.0014664+0.00044033i,-0.00059607+0.0012008i,-0.00035096+0.0014232i,-0.00059058+0.0019976i,-0.00028754+0.0025562i,0.0004875+0.0017329i,0.00048159+0.00054089i,-0.00057536+0.00018861i,-0.00085689+0.00015889i,-0.00056948-0.00028558i,-0.0002384-0.00091153i,5.1084e-05-0.0011446i,0.00044262-0.00099433i,0.00051587-0.00058383i,-0.00011341+0.00050969i,-0.00022717+0.00055017i,0.00031156-3.4236e-05i,0.00080611-0.00013002i,0.00026818+6.2502e-05i,6.2763e-05-0.00016554i,0.00013988-0.00013606i,-0.00034675+0.00015032i
0.0016264+0.00073497i,0.0018327-0.00017151i,0.0017648+0.00030149i,0.0014233+0.0006063i,0.00079888+0.00054811i,0.00017869+0.00090257i,-0.00051982+0.00089926i,-0.0004477+0.00032722i,0.00026514+2.9751e-06i,-0.0003428-0.00038314i,-0.001086-0.00057362i,-0.00089886-0.0001946i,-0.00062965-5.2462e-05i,-0.00056077+0.00093893i,-0.00036133+0.0016099i,-0.00050444+0.00076919i,-5.391e-05+9.9213e-05i,0.00018479+7.4832e-05i,-0.00024276+0.00060009i,-0.00052662-1.8587e-05i,-0.00091221-0.00079291i,-0.001109-0.00049393i,-0.00064547-0.00011209i
-0.0016462-0.00030972i,-0.002722+0.0005211i,-0.0030453+0.001553i,-0.0023761+0.001665i,-0.001722+0.0017733i,-0.0013414+0.00060599i,-0.00099954-0.00011886i,-0.00074318+0.00049743i,3.6387e-05+0.00059381i,0.00050227+0.00023484i,-8.882e-05-0.0004561i,-0.0001504-0.0014368i,0.00051653-0.00046336i,0.00044405-1.5264e-05i,0.00036524-0.00044802i,0.00075357-0.00031299i,0.00036896-4.4906e-05i,0.00021855-5.4329e-05i,-0.00011615+0.00035169i,-0.00023146+0.00093798i,0.00033405+0.0010246i,0.00010339+0.00074954i,-0.00013423+0.00028944i
-0.0013435+0.0011849i,-0.0005788-0.00068121i,-0.00056235-0.0011445i,-0.0010967-0.00084422i,-0.0015769+0.00014157i,-0.0017724+0.0012608i,-0.0015026+0.0017119i,-0.00099611+0.0018199i,-0.00052829+0.001498i,-0.00048387+0.0010534i,6.3701e-05+0.00046687i,0.00045642+0.00012616i,0.00060434-0.00033146i,0.0007017-0.00020468i,0.00053044+0.00025639i,0.00017997+0.00093684i,-0.00027958+0.0011471i,-4.0294e-05+0.00013366i,8.775e-05-0.00058587i,0.00032341-0.00085851i,0.00070491-0.0007737i,0.00025835-0.00031343i,7.2319e-05-0.00076287i
0.0004743-0.0011155i,-0.00025187-0.00065102i,-0.00069071-0.00057484i,-0.00083918-0.00089474i,-0.0010727-0.00079688i,-0.0013119+0.00086027i,-0.00044197+0.0016012i,-0.00030558+0.00039203i,7.7161e-05-0.00069312i,0.00061694-0.00094498i,-0.00056967-0.00090143i,-0.00088252-0.00088653i,0.00026653-0.00041562i,0.00035696+8.2616e-05i,-0.00014933+0.00040111i,-0.00057245+0.00029601i,-0.00084189-0.00034836i,-0.00091764-0.00039629i,-0.0010053+0.00055876i,-0.00049502+0.0011837i,-0.00011575+0.00068779i,-0.000607+0.00064685i,-0.0010486+0.00055079i
0.0021365+0.00091704i,0.0016413+0.00049986i,0.002055+0.00062293i,0.001651+4.3558e-05i,-3.3895e-05-0.0014987i,-0.00096924-0.0013383i,-0.00025783-0.00011137i,0.00058265+0.00024693i,0.00083879-0.00062044i,0.00084596-0.0010229i,6.5982e-05-0.00053574i,-0.0006186+8.5991e-05i,-0.00064255+0.00028104i,-0.0004896-9.8784e-05i,-0.00041556-0.00042254i,0.00029241-0.00071859i,0.00024358-0.00049495i,-1.7505e-06-4.6256e-05i,-0.00044811+0.00031906i,-0.0014155-3.9424e-05i,-0.00095086-0.00077703i,0.00026509-0.0011639i,0.00018262-0.00073168i
-0.0030895+0.00084488i,-0.0033138+0.0011617i,-0.0022431+0.0037231i,0.00042793+0.0057959i,0.0017864+0.0052449i,0.00080467+0.0026423i,-0.00032698+0.0004562i,-0.00038156-0.00012404i,-0.00047044-0.00023763i,-0.00030014+0.00016702i,0.00079135+0.00032855i,0.00059053+0.00052149i,-0.00024837+0.00051497i,0.00039925+0.00011614i,0.00075996-0.00041909i,-0.00051558-0.00039525i,-0.0012586+0.00030225i,-0.00046228-3.4141e-06i,7.7171e-06-0.00065507i,-0.00051208-0.00040978i,-0.00042647-9.3605e-05i,0.00030287-2.2967e-05i,0.00046512+0.00015332i
0.0015928+0.0013295i,0.0018356+0.00093361i,0.00063765+0.00045761i,-0.0011593+0.00043698i,-0.0021342+0.00043773i,-0.0021247+0.0006961i,-0.001645+0.00072003i,-0.0016749+0.00085943i,-0.0013384+0.00096883i,-0.00081607+0.00037057i,-0.00019785+0.00025168i,0.00089874+0.00048218i,0.00070199+2.2771e-05i,-0.00024444-0.00041919i,-0.00014532-0.00012309i,0.00010494+0.00055177i,0.00028153+0.00047024i,-6.7632e-05+0.00061464i,-0.0011617+0.00045408i,-0.00093923-0.00044465i,-0.00034551-0.00039775i,0.00019497-0.00034333i,0.00015445-0.00053141i
-0.0027284-0.0021013i,-0.0034557-0.0019665i,-0.0030891-0.0017109i,-0.0027866-0.0013665i,-0.0019854-0.00063867i,-0.00087462+0.00021231i,-3.1419e-05+0.00023753i,0.00029532-0.00039689i,-0.00026227-2.42e-05i,-0.00084213+0.00043375i,-0.00095521+0.00056866i,-0.00084851+0.00085312i,-0.0010047+0.00070103i,-0.0011974+0.00010558i,-0.00079805-0.0003284i,-0.00042468+0.00024227i,-0.0005828+0.00035751i,-0.0012051-0.00029214i,-0.0011651-0.0004584i,-0.00049735+2.5812e-05i,-0.00020027+0.00030001i,0.00019671-8.5573e-08i,-9.1574e-05-0.00028746i
0.0013984+0.0010492i,0.0024311-8.2522e-05i,0.0021924-0.0017567i,0.00028646-0.0018033i,-0.00097248-0.00059628i,-0.0012961+0.00085365i,0.00029314+0.0018789i,0.0013396+0.0013161i,0.00041482-0.00023642i,-0.0001839-0.00041133i,0.0004498-0.00039254i,0.00061486-0.00046799i,0.00019931-0.00070326i,0.00058832-0.00037605i,0.00070022-2.6111e-05i,-0.00038202-0.00032702i,-0.0009952-0.00073863i,-0.00038514-0.00082308i,-2.2164e-05-0.00065114i,0.00023227-0.00061832i,-0.00018639-0.00086097i,-0.00099376-0.00066849i,-0.0004958-0.00056197i
-0.0012271+6.9389e-05i,-0.0015644+0.00062137i,-0.0016885+0.0020871i,-0.0017722+0.0030471i,-0.0018587+0.0026873i,-0.001407+0.0022387i,-0.00057871+0.0012292i,-8.122e-05+0.00044214i,-0.000216+0.00014895i,-0.00045062-0.00049328i,-0.00055857-0.000904i,-0.00016196-0.00030205i,0.00040321+0.00026891i,-0.00030893+0.00033713i,-0.00087173+9.2733e-05i,-0.00032853-2.0865e-05i,-0.00036716-0.00017653i,0.00028461-0.00078927i,0.0011994-0.00042486i,0.00039947-0.00034431i,-0.00054908-0.00029211i,-0.00017176+0.00032632i,0.00037568+0.00040984i
0.0013428+0.0020007i,0.00035074+0.00049672i,-0.00081557-9.3572e-07i,-0.0016329-0.00062406i,-0.0012226-0.00092375i,-0.00059286+0.00043718i,-0.0013084+0.0018655i,-0.0011031+0.0012108i,-0.00015101+0.00050615i,0.00018413+0.00038072i,0.00045854-0.00041245i,0.00016602-0.00014357i,-0.00043119+0.00049732i,-1.8435e-05-7.7162e-05i,0.00035734-0.00080436i,5.2029e-05-0.00077412i,1.1556e-05-0.00085807i,0.00012279-0.0014929i,-0.00026971-0.00084431i,-0.00068165+0.00036565i,-0.001141+0.00059436i,-0.0010368-0.0003389i,-0.00040996-0.00082491i
-0.0011987+0.0011537i,-0.0009987+0.00036935i,0.00094455-0.00043392i,0.002008-0.0012192i,0.0011291-0.0017148i,-0.00026816-0.00074999i,-0.0010221+0.00031605i,-0.00038195+0.00024303i,0.00011306+0.00037285i,-0.00063578+0.00034177i,-0.0008029+0.00010489i,-0.00024911+2.9758e-05i,0.00051562-0.00058524i,0.00041657-0.00090663i,-0.00023947-0.00068919i,-0.00024024-0.00031662i,0.00025586+5.4686e-05i,0.00013009+4.1386e-05i,0.00017471-0.00026963i,0.00039054-0.00025285i,0.00034142-7.8323e-05i,0.00029958+0.00022863i,0.00016415+0.00013121i
-0.00036172+0.00033813i,0.00084228+0.0005751i,0.00089999+0.00074051i,0.00043623+0.00077702i,0.00023015+0.0008805i,-0.00041129+0.00040474i,-0.00097817+0.0011092i,-0.0010947+0.0013005i,-0.0004564+0.00080454i,0.00016441+0.00047915i,0.00028717+0.00028117i,0.00020475+0.00023963i,0.00043077-0.00013376i,0.00093138+0.00013826i,0.00046199+0.00026363i,-0.00013699+0.00026965i,-0.00052852+0.00048687i,-0.00051759-0.00017119i,-0.00010217-0.00045037i,-0.00025955+5.5123e-05i,-0.00025743+0.00020707i,0.0002569+0.00017703i,0.00016259-0.00022697i
0.00057057+0.00068112i,0.00015785+0.001219i,-4.342e-05+0.0020163i,-0.00057134+0.0020021i,-0.0013564+0.0020717i,-0.0014766+0.0016883i,-0.00042235+0.00082779i,-6.7791e-05+3.7183e-06i,-0.00029446+0.00018369i,-0.00010563+0.00071746i,-7.1976e-06+0.00039831i,-0.00027627+0.00018811i,-0.00078156-0.00013913i,-0.0010016-0.00046726i,-0.0010225-0.00054267i,-0.00068739-0.00037418i,-0.00062356-0.00066921i,-0.00087993-0.00086575i,-0.0006807-0.00027782i,-0.00039171-0.0006129i,-9.2391e-05-0.00041869i,0.00039949+0.00060949i,0.00042989+0.00030495i
-0.00041184-0.0013292i,-0.0018779-0.00090267i,-0.0032397-0.00082319i,-0.0039726+0.00017002i,-0.0031706+0.0013413i,-0.0013413+0.0011653i,-0.00088884+0.00066715i,-0.0014097+0.00032062i,-0.00054049-0.00017796i,0.00016113+0.00020961i,-2.3886e-05+0.00054038i,-4.3554e-05-0.00016402i,0.00010743-0.00058879i,9.191e-05+0.00022673i,0.00035268+0.00046445i,-9.8236e-05-0.00025485i,-0.00030674-0.00055774i,-0.00013644-0.00081572i,-0.0009668-0.00067988i,-0.0014498+5.2848e-05i,-0.00097335+0.00035413i,-0.00075529+0.00036749i,-0.00041226+0.00059205i
-0.00081089+0.0029714i,-0.00056007+0.0009359i,0.0010072+7.4715e-05i,0.0017083-0.00019245i,0.0011166-0.00093266i,9.2584e-05-0.00046273i,-0.00099735+0.00062557i,-0.0013765+0.00041005i,-0.00067203-0.00025343i,-0.00033141+5.155e-05i,-0.00052696+0.00092246i,-0.00075682+0.00087047i,-0.0012801+0.00023804i,-0.0010977+0.00026911i,3.9245e-05+0.00022642i,0.00042088-0.0002003i,-0.00023743-2.9229e-05i,-0.00049257+0.00024664i,-0.00039998-0.00048761i,-0.000512-0.0011214i,-0.00079269-0.0009764i,-0.00081849-0.00032719i,9.4923e-05-0.00044286i
0.001538+0.0011534i,0.003519+0.0011143i,0.0042212+0.0009032i,0.0032739+0.00029758i,0.0014519+0.00085488i,0.00048069+0.001803i,0.00067321+0.0014275i,0.00069181+0.00086441i,0.00057455+0.00079371i,0.00033725+0.00075693i,0.00010803-0.00017223i,0.00027094-0.00060087i,0.00016367+1.6694e-05i,0.00031974+0.00037193i,0.00021515+0.00015567i,2.2061e-05-0.00031605i,0.0004084-0.00057168i,0.00066827+0.00056729i,0.00018683+0.00084557i,-3.1462e-05-3.95e-05i,0.00011838-0.00048804i,0.00043599-0.0005413i,0.0009117-0.00050227i
-0.00061757+0.0015392i,-0.00049458+0.0017485i,-0.0017923+0.0020817i,-0.0020579+0.0019739i,-0.0011429+0.0014089i,-0.00049105+0.001522i,-0.00027663+0.002262i,-0.00027941+0.0022249i,-2.6979e-05+0.0013503i,0.00019019+0.00075916i,-0.00061669+0.00023383i,-0.00062056-5.097e-05i,1.0987e-05-0.0005847i,-0.00018778-0.00081003i,-0.00043493-0.00032129i,-0.0010998+7.6214e-05i,-0.0016355+0.00014212i,-0.0010592-2.9285e-05i,-0.00024904+0.00096589i,-0.00039701+0.0010282i,-0.0013451-7.7826e-05i,-0.0015736-0.00040881i,-0.00079292-0.00019081i
-0.0004903+0.00075962i,-0.00031566-0.00070105i,-0.00061125-0.0012347i,-0.001305-0.0014028i,-0.0017991-0.00077483i,-0.002257+0.00095887i,-0.0014492+0.00159i,-0.00048768+0.00098271i,-0.00026764+0.00079459i,0.00032046+0.00028128i,6.9974e-05-0.00035793i,-0.00057504-0.00022104i,-0.00052636-5.4772e-05i,-0.00036058+0.00043552i,-0.00027745+0.00089388i,-0.000332-0.00028483i,-0.00017918-0.0013965i,0.0010289-0.00089727i,0.0015873-0.0003551i,-2.6946e-05+0.00014137i,-0.0013063+0.0011316i,-0.00084943+0.00083488i,4.416e-05+0.00016954i
0.0007047+0.002462i,0.00030781+0.0030829i,0.00046416+0.0017474i,0.00089215-0.00064109i,0.00017072-0.0015334i,-0.0015582-0.0009422i,-0.0018587-0.00033046i,-0.00083825-1.0624e-05i,-0.00053271+0.00035061i,-0.00025112-0.00040494i,0.00041914-0.00093868i,0.00020168-0.00075095i,-6.9235e-05-0.00054294i,0.00089356-0.00052781i,0.00070319-0.00037135i,-0.00063215-4.1378e-05i,-0.0011734+0.00041689i,-0.0012114+0.00050675i,-0.0010328+0.0002711i,-0.0006624+0.0010247i,-0.00019712+0.00088811i,0.0001699-1.9855e-05i,0.0003773-0.00039776i
-0.00042588+0.00048643i,-0.00030278+0.00060653i,0.0012961+0.0010147i,0.0026155+0.00013417i,0.001773-0.00069678i,-0.00010149-0.00051681i,-0.0012408-4.2901e-05i,-0.00085329-3.9343e-05i,-2.8254e-05+8.7673e-05i,0.0003546-0.00018368i,0.00056186-0.00022824i,0.00049388+0.0003848i,-0.00036614+0.0004353i,-0.0012483+0.00035047i,-0.00092052+3.6539e-05i,-0.00058053+0.00021798i,-0.00038778+0.00056139i,-0.00011884+0.00086635i,-9.3143e-05+0.00098757i,-0.00047865+0.00059463i,-0.00019809-0.00015246i,0.00055556-0.00031311i,0.00046504-3.5435e-06i
0.0020847+0.0028042i,0.0018336+0.0024711i,0.0025197+0.0023067i,0.0010254+0.0012092i,-0.0010752+0.00040157i,-0.002266+0.001088i,-0.0015035+0.0015576i,-0.00024192+0.0013281i,0.00011585+0.00082272i,-0.00034453-0.00023179i,-0.0012075-0.00048845i,-0.0016204-0.00030615i,-0.0010486-0.0011786i,-0.00012634-0.00099631i,-0.00036495-0.00023956i,-0.00059741-0.00027436i,1.0615e-06-0.00049254i,0.00020448+0.00019442i,0.00015637+0.00089768i,0.00038571+0.0011142i,-1.8295e-05+0.0010219i,-0.00037069+0.00088751i,-3.9732e-05+0.00053913i
0.0012792+0.0048883i,-0.00066882+0.0039947i,4.0969e-05+0.0024049i,0.0010566+6.7449e-05i,0.00018002-0.0018557i,-0.0014252-0.0021447i,-0.0010888-0.00079877i,0.00026337-0.00038435i,0.00077064-0.00082967i,0.00066756-0.0012207i,0.00046971-0.0010218i,-0.00047743-0.00053194i,-0.00021938-0.00049026i,0.0004799-0.00095107i,2.931e-05-0.0008939i,0.00049292-2.8857e-05i,0.001561+0.00051245i,0.0011337+0.00081042i,0.00011073+0.00067152i,-0.00052522+7.7223e-05i,-0.00041738+0.00034657i,6.6348e-05+0.00010386i,1.4103e-05-0.00025652i
0.0035251+0.0097158i,0.0023132+0.0056713i,0.0066418+0.0023848i,0.0076779-0.003007i,0.0051123-0.0062548i,0.00079377-0.0041457i,-0.0011784+0.0011478i,9.8157e-05+0.0032082i,0.0013269+0.0014027i,0.0028896-0.00030313i,0.0028317-0.0019992i,0.00054635-0.0034983i,-0.0012256-0.0027866i,-0.00049248-0.0023163i,0.00052163-0.00276i,-0.00026701-0.0025337i,-0.0009089-0.00089668i,-0.0010966+0.00033016i,-0.00058118-2.0692e-05i,7.8181e-05-0.00025496i,-5.7865e-05-0.00042709i,0.00017251-0.00093755i,0.00022942-0.0005575i
-0.00072208-0.0081549i,-0.00099298-0.0053201i,-0.0067117-0.0029966i,-0.0089316+0.0022344i,-0.0067349+0.0062525i,-0.0022325+0.0057404i,0.00027034+0.0023253i,-0.00062565-0.00042465i,-0.0017748-0.0015232i,-0.0026198-0.00053587i,-0.0016982+0.0024418i,0.00032924+0.0034771i,0.00084728+0.002295i,0.00039599+0.0011019i,0.00020966+0.0010204i,0.0001468+0.0011775i,-0.00065296+0.00049541i,-0.00065943+0.00038967i,0.00031596+0.00075138i,0.00054088+0.0004828i,0.00025593-0.00015673i,0.00048618-0.00031736i,0.00068156+0.00042878i
0.00057964-0.0040317i,-0.00081983-0.0028747i,-0.0026949-0.0012092i,-0.0042174+0.00071428i,-0.0050631+0.0022062i,-0.0031571+0.0031406i,-0.00027037+0.0024154i,0.00052667+0.0011667i,-3.5533e-05-1.2348e-05i,-0.00035453+3.466e-05i,-0.00084506+0.00079761i,-0.0004215+0.00050501i,0.0003248+5.9583e-05i,-4.8977e-05+0.00045135i,-0.00073236+0.00092449i,-0.00026932+0.00073593i,0.00057982+0.00071972i,0.00055197-1.729e-05i,-5.7041e-06-0.00072338i,0.00037119-0.00091713i,0.00094064-0.0013799i,0.00068665-0.00087212i,-5.587e-05-0.00043603i
0.00015633-0.0017248i,-0.0018191-0.0022898i,-0.0051616-0.0024602i,-0.0058131-0.00032275i,-0.0034622+0.0019615i,-0.00097759+0.0024982i,-0.00013757+0.0018033i,0.00025492+0.0015865i,0.00010079+0.001847i,-0.00047743+0.0017206i,-0.0014037+0.0010472i,-0.0014977+0.00086805i,-0.00041826+0.0012275i,7.659e-05+0.0014376i,-8.3364e-05+0.0011248i,-0.00037663+0.00072636i,-0.00044513-1.1599e-05i,-0.00077314-0.0001612i,-0.00069092+0.00024054i,-0.0006891+0.00044048i,-0.00022396+0.00058362i,0.00053376+0.00056614i,0.00059035+0.00071621i
0.0010385-0.00204i,0.0018165-0.0009277i,0.0014034-0.00050269i,0.00047966+0.00039993i,-0.0004281+0.0019628i,9.0765e-05+0.0022752i,0.00030246+0.0014644i,-0.00063578+0.00043836i,-0.00086096+0.0004453i,-0.00020652+0.0013614i,-0.00025186+0.0014306i,-0.00027451+0.0013252i,-0.00050029+0.0012483i,-0.0011917-8.0608e-06i,-0.00071763-0.00060493i,-0.00022599-0.00040083i,-0.00013214-0.00083544i,0.00032464-0.0011243i,0.0006163-0.00086379i,0.00063368-0.00049702i,0.00015125+1.0399e-05i,0.00051048+0.00020828i,0.0013485+0.00037749i
0.00022858-0.0002076i,-0.00056306+0.0017171i,-0.0011768+0.0019663i,-0.0011368+0.0019171i,-0.0011846+0.0020175i,-0.0013782+0.0022533i,-0.0010284+0.0019541i,0.00025412+0.00080815i,0.00080789+0.00053401i,0.00082052+0.00087557i,0.00054987+0.00073711i,0.00036179+0.00032286i,0.000243-0.00012562i,-0.00015666+0.00062992i,-0.00050773+0.0014531i,-0.00041205+0.0011526i,-2.465e-05+0.00057878i,-2.6048e-05+3.4125e-05i,-0.00036913-0.0002423i,-0.00032764-0.00015022i,0.00015651-5.2034e-05i,0.00012541-7.4887e-05i,-0.00040843+0.0001762i
0.00044457-0.0029609i,2.2744e-05-0.0035957i,-0.0011156-0.0024884i,-0.001754+0.00016664i,-0.0010733+0.0016463i,0.00050793+0.0023913i,0.00068017+0.0018699i,-7.3273e-05+7.1298e-05i,-0.00023747-0.00065372i,-0.00018169-0.00023618i,-0.00057282+0.00056261i,-0.00039158+0.00099691i,0.0005716+0.00042373i,0.00070604+0.00029639i,-0.00024146+0.00099871i,-0.0010082+0.0011653i,8.2124e-05+0.001215i,0.0007882+0.0007774i,0.00053983+0.0001477i,0.00024455+3.8299e-05i,0.00018833-0.00024171i,-2.6011e-05-0.00012535i,0.00019787-0.00024429i
0.00027995-0.0019653i,-0.00082693-0.0011791i,-0.0014476-0.00039717i,-0.002303-0.00040901i,-0.003159-0.00011421i,-0.0026826+0.0012552i,-0.0020329+0.0014322i,-0.0013891+0.0007576i,0.00032033-0.00032957i,0.00062615-0.00096296i,-0.00051054-0.00029314i,-0.0010167+1.6178e-05i,-0.0001746-0.00070417i,9.8475e-05-0.00056502i,0.00027711-0.00019909i,-0.00036735+9.8487e-05i,-0.0010402-0.00031148i,-0.00047797-0.00052033i,-0.0002821+4.1362e-05i,7.7298e-06+0.00096085i,0.00063015+0.00051544i,0.00085267-0.00052347i,-0.00034331-6.2195e-05i
0.00097363-0.00010354i,0.00053196-0.0010969i,-0.0013292-0.0020521i,-0.0025679-0.00040191i,-0.0027164+0.0021667i,-0.0014864+0.0023903i,-0.00085477+0.0014253i,-0.00091637+0.00021891i,-0.0012429-0.00033566i,-0.0014824+0.00045069i,-0.0009831+0.00034266i,-0.00040828-0.00036658i,-0.00049862-0.00010696i,-0.001261-0.00026761i,-0.0010816-0.00092006i,-0.00054238-0.00061472i,-0.00062001-0.00022429i,-0.00022751-0.00018108i,-2.3909e-05-0.00035005i,0.00016293-0.0006262i,0.00022999-0.00030836i,-4.2719e-06+0.00061086i,0.00045649+0.00074262i
-0.00068232+0.00024537i,-0.0013067-0.000106i,-0.00020611+0.0001524i,0.00043957+0.00036509i,0.00013144+0.0010448i,0.00050012+0.0013647i,0.00034514+0.00089066i,7.2351e-05+0.00023299i,0.00018055-0.00037056i,0.0006188-0.00017801i,0.00047892+0.00039481i,-9.6717e-05+0.0010393i,0.00058062+0.00077495i,0.00032767-4.3993e-05i,-0.00063707+0.00016781i,-0.00017978+0.00063041i,-5.7589e-05+0.00062479i,-0.00051224+0.00045181i,-0.000507+0.00098998i,-8.6545e-05+0.0012712i,0.00043348+0.0012911i,0.00082311+0.00090427i,0.00084955+0.0005515i
0.00077757-0.0011207i,0.00088613-0.00074657i,-0.0011298-0.0016046i,-0.0025822-0.0008355i,-0.0024165+0.0012638i,-0.001913+0.0015953i,-0.0018719+0.00027027i,-0.0013233-0.00017586i,-0.00051097+0.00085463i,-0.00082078+0.0010153i,-0.00082677+0.00069352i,-0.0003106+0.00068829i,0.00017517+0.00072896i,0.00058671+0.0010354i,0.0010574+0.0013241i,0.00073094+0.00035446i,0.00032005-9.8712e-05i,9.6019e-05+0.00039132i,0.0002511-0.00013967i,-0.00018594-0.00044501i,-0.00046287+0.00026005i,-0.00017685+0.00030563i,4.6339e-05-0.0009515i
0.0015929+0.0021516i,0.00040809+0.0010732i,-0.00034272+0.00020828i,-0.00054892-0.000368i,-0.0013194-2.5842e-05i,-0.0022381+0.0011605i,-0.0021559+0.0022173i,-0.0010152+0.0014227i,2.1669e-05-0.00054393i,-0.00028031-0.0011167i,-0.00047591-0.00095007i,-0.000608-0.00093263i,-0.00050199-0.00054326i,-0.00024597-0.00040913i,0.00011503-0.00051948i,0.0006161-0.00076842i,0.00049782-0.00098176i,0.00062376-0.00091158i,0.00028751-0.00028372i,0.00011624+0.00037018i,0.00066062+0.00067621i,0.00080021+0.00084877i,-0.00057512+0.00025418i
