-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
8.2087e-06-0.00090602i,-1.2911e-05-0.00016972i,0.00015548+0.0005524i,-0.00028166+0.00031976i,-0.0013966-0.00012773i,-0.001787+0.00044609i,-0.0013835+0.00082953i,-0.00040937+0.00081227i,-0.0002715+0.0003205i,-0.00044217-0.00031743i,-0.00048366-0.00098297i,-0.00048191-0.00098663i,-0.00044505+0.00011082i,-0.00015988+5.7632e-05i,0.00013992-0.0010385i,-0.00030376-0.0010978i,-0.00080827-0.00079935i,-0.00046185-0.0010709i,0.00015772-0.0010336i,0.00033331-0.0001916i,-3.9359e-06+0.00067375i,-0.00042581+0.001078i,-0.00082351+0.00059664i
-6.1088e-05+0.0008709i,-2.6001e-05+0.0016854i,-0.00093542+0.0014793i,-0.0020575+0.00017587i,-0.0012672-0.00064171i,6.6823e-05+2.5695e-05i,0.0007918+0.00039762i,0.0002926+3.6999e-05i,-0.00023403-0.00058781i,-0.00024364-0.00081942i,-0.00019726-0.00067196i,0.0003382-0.00034164i,0.0009246-3.046e-05i,0.0011309+0.0010061i,0.00086619+0.0015762i,0.000874+0.0011987i,0.00092918+0.0001509i,0.00068719-0.0010421i,0.0005669-0.00088359i,0.00090889-0.00029223i,0.00097527-8.4278e-05i,0.00011577+4.7674e-05i,-0.000404+0.00018266i
0.0015342+0.00015461i,0.0014793-0.00014466i,0.0013668-0.00065716i,0.0015344-0.00083556i,0.00022843-0.00029945i,-0.0012768+0.00098388i,-0.001105+0.00046923i,-0.00050507-0.00073182i,-8.7159e-05-0.00084273i,-9.3652e-05-0.00080759i,0.00019622-0.00071526i,-0.00017251-0.00050736i,-0.00095888-0.00021351i,-0.00093403+3.5981e-05i,-0.00072401+0.00045025i,9.6873e-05+0.00032306i,0.00075594+2.5992e-05i,0.00039124+0.0002238i,-0.00040259+0.00051056i,-0.00051168-0.00046684i,9.2595e-05-0.0012555i,-9.0943e-06-0.00068268i,8.6011e-05-0.00057916i
0.00097994+0.00015284i,0.0014858+0.0010167i,0.00075512+0.0012898i,8.1453e-05+0.00063759i,-0.00058079+0.0012111i,-0.00049951+0.0017868i,0.00019723+0.001627i,0.00064169+0.0010292i,0.00058373+0.00084112i,0.00020074+0.00061107i,-0.00019709-0.00056319i,-0.00050702-0.0010172i,2.8304e-05-0.00027206i,0.0010873+0.00018498i,0.0012376-0.00028873i,0.00076807-0.00072376i,-5.391e-05-0.00022495i,-0.00011905-5.1735e-05i,0.00024226-0.00030374i,-7.629e-05-0.0009297i,-0.00094216-0.00073744i,-0.00083112-0.00010806i,-0.00053204-0.00018851i
-0.0024153-0.0011741i,-0.0019524-0.00041991i,-0.0020117-0.00054555i,-0.0019737-0.00085494i,-0.0015499-0.0003025i,-0.0004635+0.00084313i,0.00034824+0.0014179i,3.9877e-05+0.0010833i,-0.00067622+0.00075423i,-8.661e-05+0.00033122i,0.00091555+0.000495i,0.00096251+0.00067823i,0.00024528-0.00031769i,-0.00025689-0.00089801i,9.0117e-05-0.00039632i,0.00016937+0.00029141i,7.5256e-06+0.00052761i,0.00039431+0.0005401i,0.00067344-5.803e-06i,0.00018546-0.00017915i,3.5197e-05+0.00040441i,5.3659e-05+0.0007229i,-3.2019e-05+0.0010427i
-0.00035269+8.6625e-05i,0.0020285+0.001199i,0.0020481+0.0022793i,0.000406+0.001776i,-0.00082982+0.0010434i,-0.0004991+0.00031968i,-0.00019817+2.3916e-05i,-0.00040349+0.00055908i,-0.0001459+0.00061938i,-0.00029636+7.8366e-05i,-2.9886e-05-0.00013011i,0.00062647+0.00024716i,0.00032714+0.00079721i,-0.0002242+0.00093107i,7.0974e-05+0.00043758i,0.00010198+5.2056e-05i,0.00038477+0.00014092i,0.00074799-1.9235e-05i,8.5519e-05-0.00017304i,-0.0002647-0.000204i,-0.00017327-5.0623e-05i,0.00028287+0.00049365i,-5.7142e-05+0.00029912i
-0.0015472+0.0012854i,-0.0007464-0.00010095i,0.00092666+0.00010869i,0.00090236-0.00010687i,2.9225e-05-0.00016348i,-0.0010541+0.00013016i,-0.001608+0.00015119i,-0.0015154+4.9507e-06i,-0.00081424-0.00011052i,0.0003243+0.000135i,-3.403e-05+0.00055107i,-0.00085633+0.00015341i,-0.0013803-0.00051038i,-0.0016247-0.0010047i,-0.0014515-0.00088921i,-0.0011997-0.00034927i,-0.00029946-0.00041961i,-1.3693e-05-0.00031987i,-0.00038746+8.5336e-05i,-0.00061516+0.00025036i,-2.4543e-05+0.00068618i,0.00021111+0.00090006i,0.00017256+0.00033299i
0.00023158+0.00049824i,0.00076573+0.00082677i,0.0011532+0.00078285i,0.00068122+0.00092227i,0.00017952+0.0017857i,0.00039357+0.0028523i,0.00038583+0.0021449i,0.00034777+0.0001397i,0.00045878-0.00089709i,0.00045419-0.0012872i,0.00069584-0.0012831i,0.00066665-0.0003513i,0.00053101+0.00038295i,0.00054304+4.0627e-05i,0.00056088-0.00054739i,0.00022251-0.00010523i,-0.00031499+0.0003194i,-0.00029306+0.00043472i,0.000353+0.00061688i,0.00028481+8.2504e-05i,-0.00023977-0.00043917i,-0.00025486-0.0005759i,0.00023368-0.00040296i
-0.0023401+0.0012241i,-0.0019177+0.0021066i,-0.00098456+0.0026862i,0.00027714+0.0017023i,0.0010036+0.00032213i,0.00041167-0.0011189i,7.4144e-05-0.00087893i,0.00055747-0.00011974i,0.00085817+0.00012047i,0.00088495-0.00022757i,0.0006289-0.00017022i,-0.0004453+0.00060899i,-0.0010734+0.00039657i,-0.00062002+0.0004466i,-0.00018727+0.00010664i,-0.00018181-0.0013646i,-0.00073438-0.0013859i,-0.00093591-0.0007038i,-0.0013898-0.00085276i,-0.00099923-0.00063182i,0.00027773+0.00011159i,0.00052407+0.00013379i,-0.00015941-0.0003965i
0.0011545-0.00031437i,0.0016805-0.0010774i,0.001082-0.0015333i,0.00045985-0.00051782i,-0.00013048+0.0012004i,-0.0012262+0.0022679i,-0.0011417+0.0019483i,5.2265e-05+0.001211i,3.4155e-05+0.00089856i,7.4089e-05+0.000527i,0.00014539+0.000207i,-0.00025297+0.0002295i,0.00040067-4.9455e-05i,0.00071143-0.0010105i,0.00030065-0.00071857i,1.4543e-05-0.00029115i,0.00012669-0.00079172i,0.00088403-0.00072244i,0.0010944-0.00027418i,0.00022152-0.00046443i,-5.0304e-05-0.00022099i,-0.00011015+0.00054344i,-0.00023301+0.00012391i
-0.00035808+0.0030275i,0.0011125+0.0036401i,0.0029993+0.0024985i,0.0021918+0.00058053i,4.1095e-05-0.00017284i,-0.0011656-0.00049644i,-0.0013873-0.0011289i,-0.00075996-0.00086686i,6.161e-05-7.1899e-05i,0.00048823+0.00037536i,-0.00020346-4.7491e-05i,-0.00077393-0.00043623i,-0.00084238+6.0705e-06i,-0.0015514+0.00018488i,-0.0015225-1.7677e-05i,-0.0002907-0.00018437i,3.4934e-05+0.00010753i,-0.00053299+0.00038035i,-0.00015071+0.00037059i,0.00068249+0.0007435i,0.00075796+0.00098414i,0.00034695+0.00042031i,0.0002607-9.0103e-05i
0.0006288-0.00018539i,0.00044634-0.00059065i,-8.3103e-06-0.001277i,-0.0010327-0.00031057i,-0.00097083+0.00090294i,0.00014311+0.0015589i,0.0013252+0.0010519i,0.0011704+0.00011758i,-2.1718e-05-0.00015225i,-0.00013559-0.0002143i,-0.00061391-2.7688e-05i,-0.00033174+0.00030915i,0.00038842+0.00087821i,0.00039437+0.00098054i,8.2969e-05+0.00050433i,-0.00031324+0.00093827i,8.8541e-05+0.0014167i,-6.2946e-05+0.0011051i,-0.00045421+0.00029942i,-9.6452e-05-0.00012247i,0.00058205+0.00017517i,0.00023958+0.00027793i,-0.00057753+0.00037815i
0.0013874-0.00030868i,0.0017712+0.00010908i,0.0010615-0.00063371i,-0.00033499-0.0009946i,-0.0016798+0.00056789i,-0.0011935+0.0013846i,-0.00028303+0.0013297i,-0.00032336+0.00083533i,9.879e-05+9.0552e-05i,0.00027426-0.00044478i,0.0003088-0.00055674i,0.00039752+1.3323e-05i,0.0010294-0.00036215i,0.0012166-0.0004498i,0.00091572-0.0001608i,0.00080836-0.00038144i,0.00052767-0.00044245i,0.00051751-0.00014143i,2.8317e-06-2.5697e-05i,-0.00050155-0.00039138i,-0.00048323-0.00074391i,2.2639e-05-0.0007557i,7.7376e-05-0.0002652i
-0.001365-0.00031169i,-0.0010422+0.00067821i,-0.0002426+0.0010679i,-0.00063975+0.00080846i,-0.0010888+0.00032863i,0.00022264+0.00023206i,0.00081186+5.794e-05i,-0.00013054-7.2897e-05i,-0.00019932+0.00012642i,-9.2356e-05-0.00054651i,-0.0001955-0.00095357i,0.00013177-0.00013158i,0.00036695+0.00022755i,0.00048478+8.7145e-05i,-0.0001498-0.00091223i,-0.00045216-0.0017925i,-8.862e-05-0.00060728i,-0.00034817+0.00040381i,-0.00074931+0.00065486i,-0.0011701+0.0012604i,-0.00088905+0.00074535i,-5.4977e-05+2.4423e-05i,0.00014486-0.00019607i
0.00088615-0.0017205i,0.0011221-0.0018523i,0.00020541-0.0015776i,-0.0005543-0.0007213i,-0.00099941-0.00023213i,-0.0010769+0.00041539i,-0.00053995+0.00075187i,-0.00043003+0.00042696i,-0.00041793+9.163e-05i,0.00019697-4.4567e-05i,0.00053354-0.00033295i,0.00015025-0.00062317i,-0.0001462+0.00024924i,-0.00037031+4.9429e-05i,-0.00062804-0.00034899i,-0.0001717-9.6441e-05i,-2.6225e-05-0.00069565i,0.00012691-0.00054109i,0.00018367-0.00036811i,-0.00024107-0.0011635i,-0.00068979-0.00072877i,-0.00035251-0.00047587i,0.00026738-0.00055447i
0.0033309-0.00060817i,0.0030588-0.0018663i,0.0017643-0.0037313i,-0.00022288-0.0039534i,-0.00083385-0.0012091i,-0.00077031+0.0021162i,-0.00038868+0.0023346i,0.00027039+0.00093829i,9.7844e-05+0.00038863i,-0.00018132+0.00012627i,-0.00012327-8.9121e-05i,0.00054352+0.00021974i,0.00099703+0.00055918i,0.00056362+0.001366i,-0.00015455+0.0019805i,-0.00030277+0.0011308i,-0.00025755+0.00049386i,-0.00011277+0.0001224i,0.00019547-4.1146e-05i,0.00020307+3.8394e-05i,-7.5543e-05+0.00015882i,-0.00033913+0.0007373i,-0.00076802+0.000166i
0.00012969+0.00040656i,0.0001583+0.0017363i,0.00075156+0.0014422i,0.00052575-0.00055073i,-0.0019125-0.0020755i,-0.0037549-0.001129i,-0.0025391+0.00045167i,-0.00071974+0.0011585i,-0.00015232+0.00065898i,-0.0001505-0.00011521i,-0.00040476-0.00029613i,-0.00061771-8.8611e-05i,-0.00049545+0.0005605i,-0.00064867+0.0011314i,-0.00091073+0.00094801i,-0.00076755+0.00069357i,-0.00049082+0.00057722i,-0.00050381+0.00012703i,9.2606e-06+2.307e-05i,0.00043065+0.00011632i,0.00057709-0.00039514i,0.00014974-0.00068997i,-1.2908e-05-0.00026966i
0.0028795-0.00070171i,0.0037112-0.0021957i,0.0024999-0.0039717i,0.00066731-0.0032282i,-0.00022285-0.0017529i,-0.00025275-0.00084951i,-0.00019055-0.001345i,-0.00036376-0.0018878i,0.00062951-0.0012635i,-5.8017e-05-0.0011103i,-0.00064661-0.00055777i,0.00042157+0.00076384i,0.00082059+0.0011077i,0.0004008+0.00081151i,0.00037339+0.00027219i,0.00030071-7.4125e-05i,-0.00037959-0.00041524i,-0.00086975-0.00045782i,-0.0011506-0.00031414i,-0.00079229-0.0001939i,-6.2638e-05+0.00022986i,0.00056177+0.00071173i,0.00073136+0.00079649i
0.0065092-0.00092384i,0.0059595-0.0031465i,0.0040003-0.0065322i,-0.00023749-0.0058757i,-0.0044044-0.0032376i,-0.0056521+0.00081635i,-0.0028307+0.0027392i,0.00029708+0.0022411i,0.0011393+0.00063224i,0.00019665+3.0382e-05i,-0.00016699+0.00092077i,-0.00012851+0.0015199i,-0.0009329+0.0024522i,-0.001406+0.0041879i,-0.0011051+0.0044609i,-0.00082096+0.0029523i,-3.2682e-06+0.00069491i,0.00054286-0.00060242i,0.00085048+0.00057109i,0.0011764+0.0011708i,0.00062919+0.000106i,6.8473e-05-0.001163i,0.00010261-0.00042536i
-0.002928+0.0010138i,-0.0036295+0.0026969i,-0.0020722+0.0049428i,0.00079558+0.0035485i,0.0031611+0.00054762i,0.0027693-0.0017266i,0.00089849-0.0019204i,0.00014565-0.00060186i,0.00055807+0.00044006i,0.00082465+0.001117i,0.00056177+0.00033902i,0.00017646-0.00064315i,-0.00062577-0.0011655i,-0.000999-0.0021385i,-0.00036163-0.0023466i,-0.00025279-0.0015269i,-0.00022574+0.00015935i,-0.00019795+0.00058347i,-0.00015916-7.6746e-05i,-9.9264e-05-0.00022728i,-0.00015758-0.00019138i,2.4137e-05+0.00041777i,0.00010116+0.00055924i
-0.0016104+0.0019509i,4.8414e-05+0.0024147i,0.0018033+0.0023694i,0.0014992+0.0023141i,0.00092885+0.0029987i,0.0006845+0.0019252i,-0.00080934+0.00054915i,-0.0015354-0.00027565i,-0.00090905+0.00028455i,-0.00032938+0.0010343i,-0.00011958+0.00010749i,-0.00023066-0.0014219i,-0.00010913-0.0023427i,-0.00078172-0.0021847i,-0.00073282-0.0020354i,0.00033063-0.0012421i,0.00043015-0.00046055i,6.4092e-05-0.00066154i,-5.2998e-05-0.0014352i,-8.3311e-05-0.0013007i,-0.00034724+8.2039e-05i,-0.00037942+0.0010237i,0.00012118+0.00072981i
-0.0021524+0.0018188i,-0.0018767+0.0018232i,-0.0012931+0.001701i,-0.00096456+0.00072688i,-0.00046729+0.00075244i,-0.0011017+0.00048319i,-0.0014956-0.00029237i,-0.0009814-0.00056099i,-0.0010375-0.00059161i,-0.00016096-0.00099614i,0.00053039-0.00024213i,-0.00031626+0.00042276i,-0.00013918+0.00013145i,5.2698e-06-0.00061599i,-0.00028898-0.0020509i,-0.00061042-0.0022668i,-0.00073532-0.00081858i,1.0199e-05-0.00031319i,0.00022697-0.0010449i,-0.00022015-0.00098665i,0.00030373-0.00013711i,0.00084005-0.00021893i,0.00071349-0.0012797i
-0.001276+0.00068444i,-0.0022641+0.0012873i,-0.0029867+0.0019532i,-0.0016528+0.002157i,0.00077192+0.0022393i,0.0019921+0.0018044i,0.0013621+0.0016355i,0.00018269+0.00071363i,-7.5841e-05-8.0678e-05i,0.00019491-0.00043027i,-0.0003866-0.0007352i,-0.00065178-6.9345e-05i,-0.0002007+0.00024757i,8.1825e-05-0.00074295i,0.00053415-0.00045029i,0.00028215+0.00072838i,-0.00024924+0.0010309i,-0.000445+0.0008812i,0.00031468-0.00043459i,0.00084651-0.001434i,0.00088936-0.0012826i,0.00068279-0.00049023i,0.00033165+0.00075797i
0.00045612+0.00036996i,0.00162+0.0012795i,0.00187+0.0017059i,0.00056647+0.0023727i,-0.00027014+0.0019124i,-0.00010872+0.0012872i,-0.00045415+0.0014832i,-0.00067381+0.001257i,6.0066e-05+0.00058985i,0.00075459+0.00020519i,0.0010267+0.00018226i,0.0013195+0.00021234i,0.00088199+0.00050481i,0.0010833-0.00029991i,0.0011652-0.00097571i,0.00036447+7.0039e-06i,0.00022624+0.00088481i,0.00032021+0.00067451i,0.00059897+2.6383e-05i,0.00084417+0.00058978i,0.00010147+0.00072084i,-0.00087992+5.3454e-05i,-0.00051532-1.3388e-05i
0.00037874+0.00137i,0.0003145+0.0014229i,0.00081636+6.0734e-05i,0.0005566-0.0015078i,-0.0012651-0.00085267i,-0.0015769-0.00012521i,-0.00030029-0.00041373i,-0.0001526-0.00072781i,-0.0004243-0.00049561i,-0.0001634-4.9905e-05i,3.4664e-05-0.00052693i,-5.034e-05-0.00076147i,5.2356e-05-0.00022826i,-3.4217e-05+0.00059844i,-0.00030519+0.0011287i,-0.00079999+0.00086842i,-0.00080356+0.00018314i,-0.00061385+0.00057729i,-0.00044862+0.0014992i,2.8778e-06+0.0012014i,0.0001515+0.00051318i,-0.0001983+0.00020444i,-0.00036641-0.00018346i
-7.0432e-05+0.0011846i,-0.00081002+0.0011056i,-0.00088388+0.0018088i,-0.00027454+0.0015571i,-0.00031026+0.0013585i,-0.00029033+0.0014591i,2.4848e-05+0.00075087i,4.5537e-05+0.00050696i,5.2639e-05-7.8149e-05i,8.7484e-05-0.00087266i,0.00047894-0.0009457i,0.0005854-0.00053031i,-0.00017153-0.000556i,-0.00048907-3.8714e-05i,-0.00019557+0.00010219i,8.6096e-05+0.00016951i,-0.00023221+0.00084729i,5.2459e-06+0.00073834i,0.0015968-0.00021158i,0.0019529-0.00020759i,0.00086346+0.00028525i,0.00041832+0.00055736i,0.00054394+0.00024724i
-0.0016899+0.0017537i,-0.0013465+0.0034034i,0.00029767+0.003895i,0.00068389+0.0022363i,0.00019005+0.00092316i,-0.00024033+0.0012054i,-0.0010943+0.0010975i,-0.0011371-9.8114e-05i,-0.00026179-8.8688e-05i,7.1295e-05+0.00040521i,3.4761e-05+0.00012679i,0.00056005-0.0001947i,0.00057089-0.00031863i,-4.9367e-05-0.00016604i,-0.00013835-0.00052956i,3.7187e-05-0.00052186i,-0.00037122-1.0492e-05i,-0.00044071+0.00039189i,0.00023735+0.00044967i,0.00074323+0.0003677i,0.0010961+0.00018579i,0.00057233+0.00021529i,-1.1366e-05+0.00036321i
0.0013122-0.0012455i,0.0017839-0.0012368i,0.00094344-0.001493i,-0.00033224-0.0011636i,-0.0012613+0.0003632i,-0.0010703+0.0019018i,-0.00069771+0.0016273i,-0.00073453+0.00064174i,-0.00032625+7.8099e-05i,7.5964e-05-0.00066259i,0.00047308-0.0013822i,0.00034855-0.0010049i,0.00027775-0.00051683i,0.00099211-0.00069734i,0.0011395-0.00047444i,0.00049258-2.9186e-05i,0.00017425-0.00022138i,2.7079e-05-0.0011226i,0.00010629-0.0011721i,-3.9349e-05-1.1894e-05i,-0.0001004+0.00018952i,0.00047873-0.0002664i,0.00040131+6.5115e-05i
-0.0012582-0.00039114i,-0.0016845+0.00030167i,-0.0021794+0.00015904i,-0.0026959+0.00030844i,-0.0018852+0.00031943i,-0.00074806+0.00050717i,-0.00012716+0.0012432i,0.00054538+0.00050159i,0.0003996+0.00027077i,-0.0001084+0.00024134i,2.2302e-05-0.00041135i,2.9561e-05-0.00059573i,0.00050244+0.00024768i,0.0010536+0.0009233i,0.00054068+0.0006243i,0.00051681+0.00074993i,0.00082145+0.001036i,0.00046339+0.00035266i,0.00020374-0.00033607i,0.00024048-0.00042413i,0.00050176-0.0002603i,0.00012319-0.00014688i,-0.00048104-0.00045462i
-0.0016947+0.00031613i,-0.0016751+8.3249e-05i,-8.3769e-05+0.00085485i,0.00045006+0.0012862i,-0.00015132+0.00082095i,-0.0010059+0.00040792i,-0.0014961+0.00014702i,-0.0011626+9.0246e-07i,-0.00019759-0.00074764i,-0.00016892-0.00048284i,-0.00061538-0.00026886i,-0.00080247-0.00024239i,-0.0011251-0.00022805i,-0.00088161-0.001119i,-0.00062096-0.0015717i,-0.00014973-0.0012765i,-0.0001823-0.00088117i,-0.00047157-0.00052885i,-0.00035939-0.00064612i,0.0001259-0.00062829i,0.00066721+0.00034344i,0.00074802+0.00069224i,0.00014483+0.00030561i
0.00054396+0.00025276i,0.00082233+0.00046862i,0.0012555+0.00015204i,0.00083287-0.00011174i,-0.00082336+0.00063205i,-0.0012635+0.0018869i,-0.0002399+0.0025745i,0.0001544+0.0018309i,-1.8247e-05+0.00025711i,0.00028432-0.00085648i,0.00024489-0.00084911i,-0.0002753-0.0007829i,0.00034739-0.00073375i,0.0011212+1.2026e-05i,0.0013734+0.00019604i,0.00097801+0.00031985i,3.023e-05+0.0003465i,0.00016857+0.00019926i,0.00053922+0.00030729i,0.00048371+0.0003887i,0.0004244+0.00025801i,-0.00014183+0.0003933i,-0.00072735+0.00035924i
-0.00044324+0.002015i,-0.0010718+0.0022109i,-0.0017254+0.0015469i,-0.0010398+0.00011452i,-0.0004091-0.00022352i,-0.00035459-0.00058167i,-0.00084055-0.00073121i,-0.00098245-0.000135i,3.1815e-06-0.00012624i,0.00081913-0.00069477i,0.00016516-0.00057755i,0.00013099-0.00037351i,0.0011402-0.00084676i,0.0009924-0.00063219i,-0.00032702-0.00067896i,-0.00082534-0.0015171i,-0.0003991-0.0011155i,-0.00011213-5.0704e-05i,-0.00042313+0.00028205i,-0.00031831+0.00052058i,-0.00018591+0.00032527i,-0.00042164-0.00017761i,0.00016672-7.3463e-05i
-0.00039463-0.0020385i,0.001052-0.00025056i,0.0012108+0.0019834i,0.0004801+0.0029326i,0.00018393+0.0030243i,0.0008112+0.002019i,0.0014463+0.00047857i,0.0013499+0.00040213i,0.00044394+0.00075698i,1.1169e-05+0.00054992i,8.076e-05+0.00048718i,0.00033954-0.00031657i,0.00030316-0.00070053i,0.00086147-0.00077062i,0.0013064-0.00049518i,0.00059615-0.00062426i,0.00061414-0.00034525i,0.001121+0.00028125i,0.00079975+0.00039489i,-3.989e-05-0.00017126i,-0.00043835-0.00066111i,-0.0004118-0.00038933i,0.00028354+6.1316e-05i
-0.001687+0.00091355i,-0.0010585+0.0010082i,-0.00036363+0.00069168i,-0.00033493+0.0010191i,-0.0014293+0.0015075i,-0.0013277+0.00062074i,-0.00078158+0.00050207i,-0.00071559-3.2821e-05i,-0.00069417-0.00019762i,-0.00024993+0.0002303i,-0.00050706+0.00035835i,-0.001098+0.00019883i,-0.0005945-0.00053939i,8.5749e-05-0.00070838i,-0.00062887-0.00032449i,-0.0013234+0.00010119i,-0.00055676+0.00055254i,0.00077725+0.00048031i,0.00090738-0.000103i,-0.00016245-0.00017265i,-0.00154-3.3486e-05i,-0.0012258+0.0003372i,-0.00025711+0.00037889i
2.6387e-05-0.00065003i,-0.00026771-0.00042681i,-0.00066162-0.00083173i,-0.0010299-0.00090862i,-0.0016295-0.00062668i,-0.0016667-1.7157e-06i,-0.00087262+0.00027953i,-1.2689e-05+0.00013553i,0.00044575-5.1164e-05i,0.00054623-9.0837e-06i,0.00071334+4.8239e-05i,0.00059708+3.9501e-05i,0.00027431+0.00016937i,3.9904e-05+0.00039465i,-0.00022107+0.00013449i,-7.1245e-06-0.00047749i,0.00079269-0.00021113i,0.00031883+0.00028596i,6.5204e-06+0.00011272i,0.00095419-0.00055274i,0.0010307-0.00052142i,0.00051351+0.0002556i,3.3656e-05-0.00011521i
-0.0021537+0.00045461i,-0.001766+0.0015598i,-0.0010153+0.0024697i,-0.00096203+0.0018883i,-0.0015923+0.0014905i,-0.00081437+0.0025042i,0.00011926+0.0019454i,-0.00027258+0.00031523i,-0.000499-0.00031333i,-1.6826e-05+0.00040158i,0.00028476+0.0011965i,0.00076503+0.0015052i,0.001208+0.0012194i,0.001192-3.8116e-05i,0.0010225-0.0008677i,0.00065618-0.00021784i,0.00031759+0.00028845i,-0.00012555-6.5277e-05i,-2.138e-05+0.0002002i,0.00020587-4.5687e-05i,0.0003487-0.00067353i,0.00044767-0.00020758i,7.0624e-06+0.00075049i
0.00056807+0.0003082i,0.0023616+0.0004888i,0.0030854+0.00025963i,0.0021713+0.00048588i,-0.00024198+0.00041975i,-0.00065987-0.00022272i,-3.2631e-05-0.00036361i,0.00032048-0.0003093i,0.00029368+1.1488e-05i,-0.00041281+2.9487e-05i,0.00020292+0.00044249i,8.1593e-05+0.00046154i,-0.00018913-0.00030874i,0.00016061-0.0010718i,6.3273e-05-0.0012488i,-0.00011333-0.00096907i,-3.6685e-05-0.00033532i,0.00059993+0.00030952i,0.00083551+0.00067368i,0.00038235+0.00080678i,0.00030832+0.00043209i,0.00025402-0.00010246i,-0.00030035+0.00023022i
-0.0014146+0.00035628i,-0.0012392+0.0017946i,-0.00073757+0.0017214i,-0.00087089+0.001536i,-0.0015942+0.0021878i,-0.0012497+0.0024238i,-0.00064039+0.0017628i,-0.00081063+0.00053866i,-0.00065863-0.00033241i,-0.00022399-0.00078116i,0.00024171-0.00071158i,0.0001924-0.00041959i,-0.00034974-0.00088502i,-0.00025801-0.00071193i,6.9913e-05+4.0909e-05i,-0.00014452+0.00066208i,-0.00018035+1.299e-05i,5.9222e-05-0.00034994i,0.00028246+2.6e-05i,0.0004747+0.00070097i,0.0001101+0.00035995i,-9.7429e-05+5.8675e-05i,-0.00040794+0.00036575i
-0.00077364+0.00042773i,-0.00017512+0.00086049i,0.00070276+0.00092266i,0.0008057+0.00066958i,0.00037608+0.00083286i,0.00090252+0.00067913i,0.0012993+0.0011102i,0.00044378+0.0010251i,-0.00029464+0.00014015i,-0.00016656-0.00012717i,0.00036112-0.00010793i,0.00069605+6.0326e-05i,0.00022977+0.00054258i,-0.00053516+0.00010735i,-5.1436e-05-0.0002936i,0.00036064-0.00036668i,-0.00037946-0.00051689i,-0.00032183+0.00021035i,-0.00011252+0.00068117i,-0.00038823+0.00022162i,-0.00054733-2.7821e-05i,-9.8387e-05-0.00034433i,-0.00014659-0.00044414i
-0.00015911+0.00036562i,-0.00097673+0.00067154i,-5.2679e-05+0.0008849i,0.00064388+0.00097781i,-0.00021513+0.00076292i,-0.00071907+0.0010047i,0.00022612+0.00097727i,0.00065348+0.00022139i,0.00019001-0.00026827i,-0.00041113-0.00048378i,-0.00022863-0.00029847i,0.00087741-7.7353e-05i,0.00033419+0.00042396i,-0.00072586+0.00062278i,-0.00062308-7.4082e-05i,-9.8392e-05-0.00070278i,0.00061646-0.0010087i,0.00064085-0.0010053i,0.000577-0.0010034i,0.00012475-0.00052919i,-0.00043076+0.00019605i,-0.00016851+2.1971e-05i,-0.00013005-0.00024007i
0.00011935+0.001014i,0.00063878+0.0016i,0.0013365+0.0019686i,0.0014907+0.0011145i,0.00079513+0.00012912i,-5.4283e-05-4.1039e-05i,0.00033413+0.00027523i,0.00011932+0.00012667i,-7.4864e-05-0.00021582i,8.5257e-05-0.00027226i,0.00018357-0.0002564i,0.00037053-0.000265i,0.0002732-0.00049148i,7.7376e-05-0.00026287i,3.5077e-05-0.00030601i,-0.00026169-0.00024815i,-0.00011671+0.00074616i,-0.00025452+0.0012598i,-0.00074071+0.000683i,-0.00062149+0.00051413i,-0.00064695+0.0008395i,-0.00069165+0.00071659i,-0.00057791+0.00070274i
-0.001482+0.00052907i,-0.0014525+0.00015434i,-0.00099531-0.00060127i,-0.00051389-0.00056784i,-0.001273-0.00060647i,-0.00094543-0.00036437i,-0.00030159-3.4924e-05i,-0.00087904-0.00011263i,-0.0011272-5.8028e-06i,-0.00053251+0.00057768i,-0.00068378-4.5857e-05i,-0.00052552-0.00096584i,-0.00027522-0.00080874i,0.00027553-0.0004188i,0.00051906+0.00046399i,-0.00036865+0.0010631i,-0.00014237+0.0005945i,0.00020507+0.00053836i,0.0005051+3.7628e-06i,0.00020249-0.00053446i,2.3737e-05-2.5719e-05i,0.00075508+0.00024505i,0.00080527-6.004e-05i
