-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
-0.048987+0.035831i,-0.061929+0.13397i,0.0013426+0.22899i,0.072417+0.16322i,-0.021436-0.022456i,-0.17148-0.13322i,-0.16586-0.15923i,-0.091094-0.1505i,-0.051961-0.090811i,-0.027396-0.02544i,-0.021896+0.0011008i,-0.016923+0.0096347i,-0.0062115-0.0059134i,-0.012403-0.035622i,-0.022424-0.052126i,-0.024002-0.057247i,-0.025663-0.057601i,-0.023071-0.049005i,-0.0092624-0.028402i,0.0018244-0.0060068i,0.0020808+0.0086917i,-0.001544+0.010872i,-0.0047571+0.0018584i
0.092262+0.0080068i,0.17755+0.0079091i,0.19472+0.020706i,0.12051+0.092536i,0.06967+0.17655i,0.040422+0.17855i,-0.035192+0.11128i,-0.051796+0.047101i,0.01022-0.017842i,0.019858-0.062088i,-0.011792-0.049705i,-0.026554-0.038882i,-0.041198-0.039822i,-0.045083-0.014199i,-0.026742+0.016812i,-0.0091669+0.023777i,-0.0056379+0.014616i,-0.0056858+0.0054489i,-0.0017021-0.0022181i,0.0025591-0.0050023i,0.0045456+0.00048919i,0.0038209+0.0076025i,0.0019459+0.0092867i
-0.12427-0.051962i,-0.30551-0.091273i,-0.46624-0.11047i,-0.41067-0.11791i,-0.1792-0.20557i,-0.023983-0.31256i,0.002642-0.26944i,-0.0072593-0.15927i,-0.033554-0.10049i,-0.04443-0.055893i,-0.020451-0.022745i,-0.0072218-0.010252i,-0.0082208+0.0013648i,-0.0015122+0.00011642i,0.0029359-0.0057673i,0.0045625+0.004103i,0.014564+0.0085083i,0.020628-0.0040935i,0.015467-0.014418i,0.010046-0.016322i,0.0085353-0.019531i,0.0080713-0.022779i,0.0092054-0.016744i
0.12192+0.039602i,0.3016+0.057575i,0.45569-0.016574i,0.35044-0.14875i,0.092236-0.13132i,0.0085821-0.017283i,0.020212-0.047817i,-0.068485-0.088987i,-0.11691-0.0067276i,-0.065614+0.040492i,-0.031825+0.03176i,-0.012998+0.041192i,0.0018322+0.043029i,-0.0075706+0.029052i,-0.018085+0.0078554i,-0.015889-0.016211i,-0.013507-0.030459i,-0.020912-0.030486i,-0.033046-0.018093i,-0.039925-0.0016397i,-0.041636+0.013538i,-0.037095+0.023483i,-0.02532+0.022461i
-0.085638-0.085101i,-0.24731-0.22607i,-0.45841-0.31037i,-0.50013-0.199i,-0.28145-0.051347i,-0.092339-0.046554i,-0.10338-0.028452i,-0.096072+0.056209i,-0.011773+0.048037i,0.010089-0.012435i,-0.0031379-0.028689i,-0.0028553-0.038012i,-0.0076516-0.03733i,-0.006035-0.0070193i,0.0044804+0.021633i,0.0096786+0.029778i,0.010123+0.029097i,0.011524+0.033108i,0.019229+0.03572i,0.025996+0.027566i,0.028925+0.022055i,0.034596+0.017998i,0.030559+0.0032977i
0.045324+0.14482i,0.09204+0.45153i,0.23103+0.85819i,0.42807+0.99018i,0.43682+0.71715i,0.20302+0.42969i,0.060727+0.33586i,0.078079+0.22435i,0.042689+0.090996i,-0.0034203+0.061373i,0.0069357+0.058199i,0.0017553+0.039569i,-0.01319+0.03698i,-0.0061107+0.031145i,0.006061+0.012736i,0.0047021-0.0040871i,-0.011172-0.0062451i,-0.017345+0.0019447i,-0.0063248+0.0049123i,0.0041971-0.0018306i,0.0052318-0.016833i,-0.0072132-0.029713i,-0.022775-0.023929i
0.041326-0.11585i,0.17699-0.36065i,0.3175-0.70851i,0.2879-0.85299i,0.18453-0.65653i,0.2107-0.42564i,0.21473-0.34562i,0.091816-0.23689i,0.019616-0.094464i,0.011517-0.041761i,-3.0445e-06-0.024374i,0.016294-0.0004078i,0.047277+0.0031123i,0.058033-0.011754i,0.040734-0.026292i,0.0073032-0.018538i,-0.0072627+0.0029894i,-0.0039343+0.010245i,-0.0080378+0.0053604i,-0.017119+0.0038758i,-0.021368+0.0080083i,-0.013808+0.013667i,0.0033456+0.015691i
-0.074756+0.031162i,-0.31226+0.08052i,-0.65744+0.13764i,-0.82053+0.14009i,-0.68247+0.052377i,-0.50083-0.042778i,-0.38135-0.030031i,-0.20525+0.03687i,-0.048365+0.041287i,-0.020606+0.012099i,-0.042897+0.014752i,-0.037498+0.012174i,-0.033984-0.017891i,-0.047543-0.029387i,-0.046699-0.0048806i,-0.014359+0.021926i,0.02397+0.019853i,0.036759+0.0014882i,0.031508-0.0033347i,0.03064+0.0033426i,0.035341+0.0033046i,0.032214-0.0045856i,0.021008-0.013547i
0.054486+0.032293i,0.26372+0.12882i,0.59688+0.24713i,0.77467+0.23544i,0.61115+0.13485i,0.35492+0.16161i,0.25489+0.20764i,0.18909+0.095377i,0.072235-0.012353i,0.022101+0.00176i,0.048551+0.026211i,0.056517+0.019131i,0.028567+0.021146i,0.0043919+0.037707i,0.0089296+0.040788i,0.021377+0.012942i,0.017406-0.018646i,0.012132-0.030825i,0.015752-0.030188i,0.011804-0.026044i,-0.00055784-0.018067i,-0.0088811-0.0059193i,-0.015796+0.0051387i
0.0023534-0.067947i,-0.053077-0.24339i,-0.14697-0.4833i,-0.17178-0.54529i,-0.062202-0.38113i,0.068709-0.27972i,0.0691-0.25757i,-0.0051391-0.14762i,-0.025722-0.019679i,0.00068883+0.011263i,0.0099141-0.018637i,-0.005756-0.036157i,-0.011692-0.024765i,-0.0015231-0.017628i,-0.0026881-0.024233i,-0.015793-0.022872i,-0.023901-0.016525i,-0.027112-0.022475i,-0.033288-0.035498i,-0.041445-0.032054i,-0.038157-0.012082i,-0.022638-0.0013155i,-0.010164-0.0033851i
-0.03841+0.067964i,-0.091647+0.20292i,-0.18831+0.40104i,-0.26581+0.49986i,-0.2432+0.3875i,-0.20521+0.18772i,-0.19816+0.059909i,-0.11993+0.019598i,0.0016018-0.022545i,0.035283-0.060834i,0.011404-0.038071i,0.0087077+0.0053026i,0.017556+0.023105i,0.014471+0.019876i,0.0013654+0.011927i,-0.0072762+0.012898i,-0.012146+0.022272i,-0.02677+0.036679i,-0.035828+0.053242i,-0.017619+0.055348i,0.0065121+0.039767i,0.014554+0.027524i,0.016755+0.025083i
0.059063-0.018442i,0.1366-0.041983i,0.22714-0.066721i,0.24152-0.058868i,0.16944-0.017933i,0.12832+0.018782i,0.10698+0.012656i,0.011144-0.031681i,-0.089561-0.044131i,-0.099035-0.027991i,-0.061255-0.028561i,-0.032672-0.040572i,-0.019499-0.049066i,-0.01216-0.042339i,-0.0019783-0.021415i,0.0096825-0.0071096i,0.024711-0.0037693i,0.045956-0.00061934i,0.058735+6.6754e-05i,0.050972-0.0069733i,0.033241-0.016666i,0.019503-0.02213i,0.013506-0.023014i
-0.075808-0.018637i,-0.16803-0.048915i,-0.2223-0.11792i,-0.15092-0.22731i,-0.025273-0.30451i,0.028667-0.30041i,0.012953-0.22903i,-0.0047323-0.1005i,-0.0032352+0.0193i,-0.0007654+0.064571i,-0.017977+0.054777i,-0.044385+0.041121i,-0.056078+0.037597i,-0.045296+0.036086i,-0.019685+0.025202i,-0.0037979+0.0040153i,-0.0037602-0.018443i,-0.006864-0.037675i,-0.014207-0.042642i,-0.026158-0.031329i,-0.03427-0.014537i,-0.036895-0.0028324i,-0.035783+0.00030048i
0.075613-0.013551i,0.14743-0.033296i,0.17551-0.040324i,0.13085+0.019309i,0.061854+0.11749i,-0.029707+0.17912i,-0.095498+0.18172i,-0.071099+0.11587i,-0.022198+0.032724i,-0.0068672+0.013615i,0.011537+0.038691i,0.041055+0.047747i,0.055662+0.041754i,0.04555+0.026927i,0.015667+0.011776i,-0.0089216+0.014282i,-0.020467+0.030153i,-0.024973+0.050154i,-0.014583+0.066103i,0.0034877+0.070363i,0.018907+0.060425i,0.030203+0.040224i,0.029586+0.019515i
-0.028012+0.0030054i,-0.036926+0.032892i,-0.017496+0.092485i,0.0044054+0.16188i,0.027291+0.18267i,0.081189+0.13693i,0.11387+0.092048i,0.088889+0.074097i,0.04746+0.032086i,0.017346-0.019215i,0.0035236-0.035997i,0.0015431-0.036732i,-0.0033597-0.039815i,-0.0090203-0.029305i,-0.0012194-0.0079149i,0.017577+0.0037842i,0.037988+0.003044i,0.053468-0.005977i,0.05795-0.025926i,0.051431-0.046978i,0.034212-0.054275i,0.012416-0.048069i,-0.0020839-0.034698i
0.036165+0.041054i,0.045944+0.10871i,0.025583+0.16664i,-0.02644+0.10836i,-0.10319-0.056928i,-0.15259-0.16533i,-0.12014-0.1619i,-0.050328-0.10791i,-0.0018407-0.053773i,0.0062995-0.03149i,-0.0078141-0.026215i,-0.02107-0.015333i,-0.025585-0.0033679i,-0.013899-4.7472e-05i,-0.0013862-0.014723i,-0.010129-0.035241i,-0.028015-0.047825i,-0.03847-0.05667i,-0.049111-0.060061i,-0.060603-0.051304i,-0.060788-0.0287i,-0.046533-0.00055954i,-0.026956+0.018137i
-0.055163-0.046358i,-0.12253-0.1394i,-0.16476-0.2655i,-0.12032-0.32019i,0.0096635-0.22789i,0.1001-0.079315i,0.086583+0.015644i,0.046259+0.035231i,0.024773+0.023571i,0.022065+0.022101i,0.026542+0.025375i,0.03185+0.021719i,0.031811+0.012003i,0.011763+0.0068662i,-0.017605+0.02203i,-0.02732+0.051719i,-0.01934+0.067369i,-0.018+0.063785i,-0.020448+0.063135i,-0.0082468+0.069483i,0.014591+0.059908i,0.025237+0.031782i,0.019987+0.010307i
0.051961+0.0034679i,0.084609+0.0092253i,0.10313+0.041159i,0.12432+0.096279i,0.15381+0.096584i,0.16703+0.0084595i,0.1357-0.072847i,0.073651-0.077105i,0.020379-0.039654i,0.0012724-0.0024195i,0.01338+0.0075442i,0.018935-0.0068943i,0.0076846-0.011114i,0.0054566+0.002543i,0.027979+0.010113i,0.059306-0.0065564i,0.068291-0.025414i,0.058428-0.020376i,0.048199-0.0070306i,0.037072-0.0088306i,0.02113-0.01836i,0.0080367-0.017855i,0.004467-0.012667i
0.023792-0.0058414i,0.11906-0.011046i,0.24655-0.020449i,0.24017-0.015413i,0.073125+0.015795i,-0.085179+0.031708i,-0.13763-0.0082353i,-0.12444-0.040393i,-0.073299-0.027867i,-0.026186-0.026811i,-0.026201-0.031756i,-0.038262-0.014668i,-0.029794+0.0022107i,-0.014969-0.0083597i,-0.023197-0.040296i,-0.057181-0.054754i,-0.072981-0.042071i,-0.054927-0.02901i,-0.032315-0.021964i,-0.024457-0.0099794i,-0.021386+0.010012i,-0.0066067+0.0216i,0.00657+0.011629i
-0.017127+0.037846i,-0.10506+0.083043i,-0.25635+0.10685i,-0.3438+0.054841i,-0.28986-0.031086i,-0.18519-0.058387i,-0.13303-0.0098012i,-0.11015+0.037594i,-0.086849+0.033481i,-0.069026+0.019578i,-0.043007+0.025209i,-0.0090012+0.025813i,0.0096846+0.0097071i,0.0036461+0.0050613i,-0.0030598+0.036099i,0.01422+0.076181i,0.033175+0.081671i,0.028403+0.055158i,0.014741+0.0286i,0.012753+0.013257i,0.015881-0.0019672i,0.0060014-0.015959i,-0.0089863-0.014318i
-0.046663-0.0028458i,-0.074149+0.0058976i,-0.055763+0.041104i,0.02782+0.056367i,0.11521+0.01889i,0.13403+0.0020273i,0.11596+0.03128i,0.098515+0.040879i,0.071488+0.027293i,0.046258+0.018174i,0.030885+0.0018755i,0.011068-0.022372i,-0.010385-0.026514i,-0.0058698-0.012347i,0.029259-0.022083i,0.055383-0.061708i,0.052264-0.08367i,0.039937-0.068095i,0.029436-0.045301i,0.014436-0.033439i,-0.0056654-0.022782i,-0.018877-0.0084569i,-0.017175+0.00083986i
0.042545-0.03258i,0.062844-0.11895i,0.06726-0.2081i,0.080352-0.16539i,0.12002-0.016151i,0.13625+0.029926i,0.090117-0.020697i,0.037829-0.045185i,0.014186-0.051325i,-0.0044354-0.047073i,-0.021114-0.019025i,-0.028958+0.016305i,-0.026553+0.040079i,-0.028692+0.034393i,-0.059789+0.012757i,-0.10097+0.0054695i,-0.1115+0.0062566i,-0.090016+0.0013854i,-0.058245-0.00025596i,-0.027038+0.0080586i,0.00057038+0.017074i,0.017386+0.016363i,0.018871+0.0099351i
0.008927+0.024247i,0.061841+0.074227i,0.12983+0.13363i,0.10544+0.12987i,-0.014484+0.073632i,-0.092002+0.050868i,-0.07802+0.054798i,-0.034835+0.063314i,0.00073671+0.066679i,0.018865+0.045915i,0.027812+0.021861i,0.044009+0.0094078i,0.05383-0.002602i,0.046715+0.0019907i,0.043934+0.037376i,0.055369+0.076275i,0.058365+0.090835i,0.039706+0.08302i,0.016125+0.062168i,0.0013621+0.034588i,-0.0036363+0.010883i,0.0013411+0.00040468i,0.0092179-0.0027517i
0.021649+0.010148i,0.019884+0.032313i,-0.013817+0.02824i,-0.056272-0.023754i,-0.063906-0.095873i,-0.031595-0.12862i,0.012094-0.11898i,0.026713-0.1051i,0.0036413-0.078929i,-0.01763-0.035323i,-0.01873-0.0081063i,-0.015234-0.011868i,-0.016511-0.029829i,-0.01206-0.04474i,0.0075463-0.061423i,0.029189-0.08055i,0.044742-0.084941i,0.052997-0.071003i,0.045386-0.048555i,0.025822-0.02565i,0.0074396-0.0094447i,-0.0036507-0.0069777i,-0.011345-0.01125i
-0.062347+0.00075061i,-0.1208+0.0081506i,-0.12397+0.019727i,-0.02268-0.010633i,0.080962-0.075703i,0.07427-0.102i,-0.0012834-0.073898i,-0.055905-0.028335i,-0.052412+0.0093987i,-0.016014+0.023394i,0.0079958+0.023541i,0.010709+0.028994i,0.001633+0.03701i,-0.016223+0.039467i,-0.04315+0.03362i,-0.072644+0.022961i,-0.089727+0.0071866i,-0.084162-0.010691i,-0.060972-0.016803i,-0.031237-0.012603i,-0.012477-0.007891i,-0.011517+0.0019388i,-0.010757+0.015114i
0.03185-0.041767i,0.042517-0.11004i,0.0044944-0.1678i,-0.042214-0.095914i,-0.019544+0.059653i,0.033404+0.12166i,0.038569+0.096061i,0.039645+0.061406i,0.048167+0.0066127i,0.024372-0.040627i,-0.001335-0.053282i,-0.0056498-0.050831i,0.0019117-0.035672i,0.018358-0.014472i,0.034073+0.0062306i,0.042335+0.031555i,0.041228+0.058263i,0.030982+0.071257i,0.020843+0.058667i,0.012458+0.034676i,0.0090251+0.018573i,0.018761+0.0097068i,0.02748-0.0017397i
-0.0053234+0.0093664i,0.012604+0.039303i,0.038576+0.090038i,0.012781+0.12472i,-0.051546+0.11691i,-0.06308+0.077287i,-0.040458+0.022101i,-0.048309+0.00063985i,-0.05419+0.026407i,-0.033746+0.041969i,-0.022761+0.030737i,-0.029652+0.016855i,-0.034216+0.0040119i,-0.03176-0.008508i,-0.020802-0.019312i,0.0019235-0.032565i,0.030038-0.048266i,0.046511-0.054828i,0.040168-0.046788i,0.024187-0.032363i,0.0107-0.021554i,-0.0027325-0.019367i,-0.015094-0.016905i
0.034406+0.018215i,0.061246+0.029077i,0.064228+0.0033495i,0.030113-0.066776i,-0.012487-0.12516i,-0.045474-0.11672i,-0.051456-0.061839i,-0.024485-0.018597i,0.004341-0.0058852i,0.01371-0.0037851i,0.019368+0.0075581i,0.029173+0.022047i,0.027359+0.028764i,0.021809+0.031996i,0.019464+0.027317i,0.0038866+0.0091152i,-0.02773-0.012488i,-0.05259-0.022321i,-0.0534-0.014091i,-0.041694-0.0031152i,-0.030893+0.004456i,-0.021976+0.015128i,-0.010677+0.022274i
-0.043246+0.0026644i,-0.08894+0.027238i,-0.067158+0.068095i,0.050667+0.05537i,0.14221-0.017163i,0.12703-0.045894i,0.087473-0.018501i,0.057981-0.015958i,0.0089621-0.03282i,-0.028635-0.019747i,-0.03024+0.0036004i,-0.014376+0.0085009i,0.0012552-0.0010724i,0.0014561-0.01614i,-0.012703-0.025025i,-0.024655-0.011985i,-0.021151+0.021956i,-0.0070005+0.046764i,0.0037631+0.045945i,0.007582+0.035142i,0.010926+0.023199i,0.015905+0.0068918i,0.016494-0.0086666i
0.031111-0.020642i,0.050943-0.062748i,0.038098-0.10017i,0.0095209-0.046024i,0.024769+0.05048i,0.059459+0.051458i,0.047372-0.005498i,0.026921-0.01922i,0.038227-0.0087138i,0.043079-0.0098141i,0.029987-0.013424i,0.01305-0.012869i,-0.0045052-0.0078631i,-0.018237+0.0085859i,-0.018656+0.034716i,0.0033675+0.046294i,0.034179+0.028471i,0.04798+0.0009713i,0.042024-0.013151i,0.034613-0.015114i,0.028834-0.016296i,0.015799-0.016026i,0.0016521-0.0095721i
-0.0062577-0.0092166i,-0.020241-0.0031784i,-0.039562+0.016984i,-0.079562+0.034084i,-0.11701+0.028235i,-0.12421+0.021236i,-0.11952+0.028868i,-0.10708+0.037398i,-0.07815+0.033539i,-0.045916+0.014431i,-0.026637-0.0067547i,-0.02075-0.020232i,-0.014386-0.021789i,0.0064466-0.019443i,0.028867-0.029668i,0.026989-0.04554i,0.0029766-0.050324i,-0.018222-0.042033i,-0.023409-0.030186i,-0.021783-0.02439i,-0.020099-0.020503i,-0.014519-0.0096889i,-0.0060769+0.0002576i
0.029217+0.011574i,0.064891+0.0021218i,0.067685-0.063043i,0.003882-0.15014i,-0.058721-0.15935i,-0.040474-0.087579i,0.020815-0.034292i,0.043013-0.011807i,0.030434+0.012305i,0.018645+0.027729i,0.014578+0.034649i,0.013797+0.035291i,0.0054226+0.024279i,-0.016303+0.010807i,-0.042341+0.0080749i,-0.054949+0.019926i,-0.048391+0.036177i,-0.033323+0.041597i,-0.020735+0.035258i,-0.016447+0.028615i,-0.015497+0.025686i,-0.010651+0.020139i,-0.0073128+0.011775i
-0.035592+0.0020392i,-0.075641+0.025747i,-0.061323+0.075639i,0.045839+0.095407i,0.14665+0.040829i,0.14061-0.042031i,0.074776-0.086789i,0.021823-0.095327i,-0.0064784-0.08422i,-0.011643-0.061946i,-0.0054768-0.042955i,0.004108-0.023851i,0.016022-0.0039882i,0.026695+0.011401i,0.042547+0.018345i,0.060036+0.0088983i,0.067465-0.007294i,0.060154-0.014022i,0.04278-0.0080051i,0.030399+0.0014379i,0.022705+0.0053263i,0.01511+0.0057581i,0.014084+0.0033262i
0.026528+5.137e-05i,0.060815-0.0044905i,0.090425+0.0035739i,0.093723+0.043452i,0.064515+0.079624i,0.017576+0.079354i,-0.019758+0.08005i,-0.008465+0.089946i,0.024135+0.065901i,0.018643+0.028086i,-0.010123+0.011077i,-0.0237+0.0033878i,-0.019766-0.0065512i,-0.012048-0.023833i,-0.018095-0.044691i,-0.037202-0.053999i,-0.049694-0.051127i,-0.045132-0.042353i,-0.028573-0.03195i,-0.013329-0.024431i,-0.0045935-0.016083i,0.00089385-0.012088i,-0.0017607-0.014986i
-0.018954-0.013951i,-0.060343-0.017672i,-0.12912+0.012148i,-0.17985+0.079844i,-0.15243+0.12349i,-0.072823+0.10489i,-0.010155+0.053884i,0.0085544-3.5192e-05i,-0.0015452-0.027063i,-0.0040748-0.014996i,0.012963+0.0014116i,0.020126+0.0034037i,0.0077279+0.0080701i,-0.0096955+0.023045i,-0.019321+0.046316i,-0.016418+0.071596i,-0.0094859+0.084091i,-0.0058064+0.071769i,-0.0072625+0.041545i,-0.0099417+0.016812i,-0.0085986+0.0037702i,-0.0091049+0.00043866i,-0.011546+0.011169i
0.023493+0.015696i,0.066568+0.011657i,0.10599-0.053344i,0.090245-0.17437i,0.028534-0.24062i,-0.020613-0.20336i,-0.056789-0.13511i,-0.086642-0.058383i,-0.074505+0.010215i,-0.039309+0.027961i,-0.01704+0.017585i,-0.0022086+0.0051636i,0.0039419-0.0040411i,0.011188-0.0003586i,0.030386-0.0017831i,0.050134-0.017869i,0.059567-0.030727i,0.051514-0.026325i,0.030778-0.0079682i,0.011009+0.0050442i,-0.0007314+0.0086147i,0.0014378+0.0086529i,0.014747+0.00059509i
-0.027154-0.0087605i,-0.052754-0.028715i,-0.060003-0.043823i,-0.013486-0.046582i,0.043419-0.041063i,0.038606-0.01954i,0.024513+0.023379i,0.04666+0.036602i,0.048268+0.002355i,0.022847-0.015256i,0.0058954+0.00017757i,0.00025523+0.0129i,-8.2808e-05+0.0094414i,-0.0060328-0.0042139i,-0.021873-0.013216i,-0.039304-0.016084i,-0.047118-0.021213i,-0.038962-0.022059i,-0.019314-0.014381i,0.00013237-0.0041854i,0.010809+0.0012628i,0.0097676-0.0052689i,-0.0039098-0.017715i
0.013705+0.010072i,0.048093+0.045728i,0.11077+0.096767i,0.16433+0.13011i,0.16589+0.12078i,0.15201+0.072285i,0.13207+0.00625i,0.071434-0.029029i,0.012194-0.007198i,-0.0032017+0.011537i,-0.0048348-0.0024713i,-0.010491-0.010668i,-0.009532-0.0070148i,-0.0020377+0.00054068i,0.01057+0.013683i,0.024109+0.026278i,0.027858+0.031893i,0.020038+0.023756i,0.0091406+0.007008i,0.004653-0.0056841i,0.0015331-0.010643i,-0.0053883-0.0037206i,-0.0075471+0.012129i
-0.0041804-0.015629i,-0.04372-0.038028i,-0.13427-0.033126i,-0.22762+0.025789i,-0.22667+0.068106i,-0.16145+0.039428i,-0.12453+0.0071888i,-0.082369+0.01198i,-0.015354+0.0059523i,0.014006-0.0098061i,0.0073766-0.0091578i,-0.0017617-0.0011007i,-0.004232+0.0081064i,0.0026962+0.0045098i,0.0049308-0.020649i,-0.0013935-0.045399i,-0.0028521-0.052168i,-0.0009633-0.040561i,-0.0034875-0.021643i,-0.0089684-0.0065542i,-0.011244+0.0056399i,-0.0027514+0.012162i,0.012214+0.010713i
0.010912+0.0082086i,0.013753+0.032276i,0.012721+0.03799i,0.0035393+0.0014305i,-0.01107-0.029735i,-0.0102-0.010978i,0.016866+0.004609i,0.022576-0.017336i,-0.011453-0.036891i,-0.030951-0.027181i,-0.014364-0.0093593i,0.01105-0.0063354i,0.016288-0.012565i,-0.0035418-0.0067873i,-0.027144+0.013996i,-0.04149+0.032517i,-0.046249+0.039065i,-0.035827+0.033666i,-0.017431+0.022159i,-0.0046473+0.012693i,0.0028968+0.0060618i,0.0069464-0.0020958i,0.0035923-0.012009i
-0.0032788-0.020154i,0.007283-0.068854i,0.035139-0.15016i,0.065679-0.20174i,0.076365-0.17738i,0.056575-0.13004i,0.006797-0.09885i,-0.023098-0.054845i,-0.0024774-0.0078251i,0.019592+0.0068237i,0.013033+0.0041567i,-0.0030589-0.00089999i,-0.013187-0.0028883i,-0.0055824+0.0050222i,0.019672+0.012792i,0.04524+0.014207i,0.054318+0.014798i,0.044445+0.014523i,0.027681+0.0094508i,0.013914+0.0010463i,0.0035024-0.0069439i,-0.0078702-0.009631i,-0.019649-0.0033306i
0.0033963+0.0018511i,0.012327+0.043382i,0.053334+0.12639i,0.12812+0.18752i,0.15198+0.15492i,0.081708+0.098401i,0.017618+0.10112i,0.0092311+0.099075i,0.0014564+0.049951i,-0.016938+0.012062i,-0.020209+0.0089796i,-0.0087826+0.018461i,0.0076433+0.018623i,0.010466+0.0019105i,-0.0053208-0.016935i,-0.021034-0.028095i,-0.023705-0.034246i,-0.018442-0.032367i,-0.010817-0.022175i,-0.0058472-0.010835i,-0.0063086-0.00039329i,-0.003482+0.0090556i,0.0076292+0.015048i
0.010887+0.0025544i,0.026094-0.010455i,0.025825-0.038836i,-0.027353-0.053451i,-0.072313-0.028872i,-0.034997-0.011707i,0.016216-0.030825i,0.013988-0.032236i,-0.0043826+0.0063328i,-0.0048563+0.034775i,0.0030238+0.026126i,0.0037437+0.0018023i,-0.0026422-0.011055i,-0.0043119-0.0041512i,-0.0016402+0.013413i,-0.00025741+0.030417i,-0.00036926+0.03646i,-0.00094262+0.028721i,-0.001832+0.01728i,-0.00056489+0.01259i,0.0072853+0.011331i,0.015253+0.0023474i,0.015771-0.015161i
-0.015711-0.0040371i,-0.06974+0.0062251i,-0.16692+0.037488i,-0.21794+0.065517i,-0.15979+0.0439i,-0.086097-0.00051221i,-0.063854-0.018906i,-0.041946-0.022042i,-0.007791-0.035293i,0.0053989-0.045699i,-0.0011833-0.032983i,-0.0078275-0.0090308i,-0.0089085+0.0064903i,-0.0042706+0.0039647i,0.0047836-0.013302i,0.015044-0.028621i,0.026146-0.032892i,0.029089-0.027522i,0.021419-0.016482i,0.013921-0.010612i,0.0070715-0.012483i,-0.0039467-0.011957i,-0.018039-0.0035191i
0.015008+0.0036566i,0.056809-0.020816i,0.12741-0.10043i,0.15616-0.1964i,0.11167-0.20076i,0.071669-0.11992i,0.072076-0.060589i,0.055232-0.042746i,0.020553-0.022855i,0.0048733-0.0014475i,0.0073121+0.0060197i,0.016321+0.0032601i,0.015186-0.0021302i,-0.00023538+0.00013719i,-0.016071+0.0079848i,-0.027471+0.0091598i,-0.035783+0.0028276i,-0.034521-0.005165i,-0.025466-0.0090772i,-0.019361-0.0089003i,-0.01712-0.0037285i,-0.010716+0.0072102i,0.002432+0.01786i
-0.0070004-0.014434i,-0.032493-0.020788i,-0.062546+0.011307i,-0.060444+0.088125i,-0.030682+0.13655i,-0.013273+0.098578i,-0.031317+0.035714i,-0.039556+0.016783i,-0.012818+0.014674i,0.013863+0.0031655i,0.015453-0.011372i,-0.00097414-0.017901i,-0.0099176-0.010249i,-0.0012651+0.00022761i,0.012832+0.0077471i,0.021432+0.015453i,0.018587+0.022855i,0.0088074+0.026578i,0.00054096+0.024048i,-0.0023811+0.020684i,0.0025927+0.016454i,0.0092426+0.0055371i,0.010523-0.0092812i
0.019283+0.016581i,0.068265+0.062198i,0.15529+0.12139i,0.22491+0.14133i,0.21095+0.09432i,0.12029+0.046963i,0.042427+0.049197i,0.0083357+0.046058i,-0.020903+0.018558i,-0.045624+0.0070227i,-0.045666+0.016465i,-0.025305+0.024712i,-0.0072902+0.019118i,-0.0037101+0.0051636i,-0.0059329-0.008043i,-0.0046893-0.020425i,0.0014944-0.027685i,0.0090717-0.023231i,0.015896-0.012647i,0.020486-0.0080598i,0.016703-0.01131i,0.0037972-0.012903i,-0.011121-0.0089983i
-0.013328-0.02581i,-0.063258-0.062837i,-0.16542-0.1102i,-0.26456-0.12923i,-0.26026-0.10799i,-0.16263-0.083986i,-0.080866-0.071818i,-0.040202-0.043806i,-0.010707-0.011815i,0.0064223+0.0026498i,0.014246+0.0064045i,0.018181-0.0019605i,0.012866-0.010095i,0.0067823-0.0078244i,0.00092809-0.0019975i,-0.008621+0.0048531i,-0.014257+0.0082432i,-0.013249+0.0038861i,-0.010304-0.0040405i,-0.010597-0.0083138i,-0.012964-0.0040316i,-0.0091387+0.0060933i,0.00022731+0.013408i
-0.0047512+0.02568i,0.0044135+0.055983i,0.038269+0.087855i,0.097937+0.087026i,0.13204+0.052309i,0.10196+0.035715i,0.060068+0.038533i,0.045598+0.025395i,0.03851+0.0013042i,0.021384-0.017828i,0.00093494-0.020279i,-0.011396-0.007506i,-0.0091438+0.0010107i,-0.004538-0.00084807i,-0.0017741-0.0034412i,0.0060464-0.00028878i,0.014816+0.007275i,0.015725+0.012235i,0.0086465+0.01216i,0.0016328+0.01348i,0.0016775+0.015147i,0.0073137+0.0094867i,0.011412-0.002352i
