7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
0.040583-0.019931i,0.064208-0.059869i,0.032571-0.10796i,-0.040294-0.11827i,-0.068677-0.068483i,-0.045924-0.015225i,-0.030545+0.0042441i,-0.022881+0.011806i,-0.0084478+0.014914i,0.0019877+0.015331i,0.0066233+0.01769i,0.0088354+0.014256i,0.0042947+0.0069555i,-0.0055706+0.0031885i,-0.012144+0.0035082i,-0.0099288+0.0046102i,-0.0036691+0.0028023i,0.00094487-0.0013502i,0.0031626-0.0039276i,0.0035113-0.0049131i,0.0020209-0.0054212i,0.00028775-0.0038608i,-0.00063738-0.0016978i
-0.040675+0.034637i,-0.049219+0.078667i,0.001192+0.10806i,0.083816+0.092502i,0.097834+0.048353i,0.044774+0.015397i,0.010375-0.00012349i,0.0025467-0.011232i,-0.001849-0.014448i,-0.0040733-0.012565i,-0.0057677-0.011023i,-0.0046521-0.007752i,-0.0018262-0.0065647i,-0.0015855-0.0072306i,-0.0029579-0.0079359i,-0.0043962-0.0059573i,-0.0046383-0.0007183i,-0.0016973+0.0038679i,0.0031381+0.0049921i,0.0054789+0.0017992i,0.0061755-0.0030676i,0.0076683-0.0067158i,0.0084036-0.006808i
0.02521-0.045852i,0.027058-0.082653i,-0.024096-0.073877i,-0.095138-0.0086167i,-0.10579+0.03822i,-0.059786+0.023879i,-0.025391-0.0046774i,-0.010735-0.010451i,-0.0014876-0.007065i,0.0045934-0.0059016i,0.0094778-0.0071554i,0.0089597-0.0065503i,0.0054987+0.00058515i,0.0038755+0.009339i,0.0021727+0.011593i,0.00054267+0.0060752i,-0.0009511-0.0018834i,-0.003348-0.0067905i,-0.0041516-0.0053076i,-0.0014092+8.0058e-05i,0.0014503+0.003575i,0.0014792+0.0059101i,6.2253e-05+0.0078232i
-0.020275+0.05331i,-0.019335+0.090318i,0.0083156+0.05722i,0.037673-0.046059i,0.036987-0.11096i,0.02735-0.091933i,0.031177-0.048419i,0.022209-0.022111i,-6.4225e-05-0.0078197i,-0.016308+0.002431i,-0.02117+0.0089496i,-0.016672+0.0095057i,-0.011761+0.0039525i,-0.0071899-0.0018446i,0.00026065-0.004468i,0.0045379-0.0056504i,0.0041765-0.0054933i,0.0028937-0.0045256i,-0.0003321-0.0042445i,-0.0049841-0.002279i,-0.0067125+0.0027303i,-0.0051118+0.0058529i,-0.0035987+0.0039554i
0.0002923-0.060884i,-0.0053955-0.097849i,-0.0091335-0.061052i,0.015508+0.035507i,0.056589+0.079638i,0.06187+0.06273i,0.031368+0.049389i,0.016697+0.041443i,0.017449+0.024156i,0.014964+0.0093002i,0.011857+0.0025912i,0.0092135-0.0020328i,0.00675-0.005052i,0.0036299-0.0036545i,0.0029835+0.0015941i,0.0054378+0.0044983i,0.004844+0.003711i,0.0019442+0.0032145i,0.0016932+0.0018939i,0.0018575-0.0010198i,0.00055633-0.0024182i,0.00045898-0.0011812i,0.0031578-6.2351e-05i
0.01661+0.058755i,0.029922+0.10135i,0.022438+0.080255i,-0.02411+0.013035i,-0.073852+0.0011992i,-0.080937+0.025757i,-0.058655+0.021974i,-0.040015+0.015582i,-0.021348+0.022268i,-0.0058048+0.020336i,-0.0013478+0.012537i,0.0010091+0.0078643i,0.0018114+0.0040124i,-0.0024695+0.00080672i,-0.0080386-0.00058677i,-0.0096115+0.0012973i,-0.0053298+0.0043185i,0.00053972+0.0043494i,0.0037145+0.0023221i,0.0037526-0.0014501i,0.0013951-0.006924i,-0.0012559-0.011012i,-0.0030159-0.010844i
-0.028438-0.055436i,-0.049163-0.10081i,-0.03252-0.088095i,0.030904-0.028536i,0.069579-0.01311i,0.044162-0.032018i,0.0067159-0.029212i,-0.0093648-0.017916i,-0.014021-0.016136i,-0.010463-0.018201i,-0.0051982-0.018215i,-0.0049101-0.012108i,-0.0033019-0.003068i,-0.00031319+0.0026696i,0.00044716+0.0029817i,-0.00081181-3.5609e-05i,-0.0022546-0.0014128i,-0.00098413+4.0262e-05i,0.0030744+0.0007306i,0.0068144-0.0011906i,0.0072493-0.0013975i,0.005662+0.0010078i,0.0048418+0.0022612i
0.049583+0.052423i,0.082244+0.094694i,0.056248+0.099906i,-0.037207+0.066126i,-0.094916+0.04478i,-0.058147+0.031962i,-0.0070391+0.0079052i,0.0046634-0.010769i,-0.0020921-0.013937i,-0.0085348-0.0055369i,-0.007591+0.0054699i,-0.005343+0.0092512i,-0.0052861+0.0076536i,-0.001484+0.0050185i,0.0025856+0.0017252i,0.0014962-0.0015205i,-0.0010084-0.0032178i,-0.00157-0.0053861i,-0.0036035-0.0055356i,-0.0057267+0.0014681i,-0.0016102+0.0091638i,0.0032063+0.013389i,0.0016508+0.014587i
-0.063494-0.035123i,-0.11461-0.071275i,-0.10943-0.10444i,-0.029077-0.13409i,0.038657-0.15585i,0.036446-0.12756i,0.024537-0.060877i,0.03024-0.020433i,0.023187-0.013661i,0.0049094-0.011889i,-0.0058304-0.0059512i,-0.0055078-0.001664i,-0.0050572-0.0027763i,-0.0063579-0.0015184i,-0.002786+0.0012731i,0.0037571+0.00027843i,0.0085258-0.0022063i,0.008634-0.0033425i,0.0062066-0.004053i,0.0034661-0.005309i,0.0016087-0.0034715i,0.0043699-0.00097345i,0.008024-0.0027028i
0.074879+0.013912i,0.1472+0.033387i,0.18038+0.072687i,0.15204+0.13023i,0.1159+0.16754i,0.092514+0.14136i,0.05256+0.080823i,0.021793+0.046223i,0.021025+0.034544i,0.023086+0.021475i,0.017094+0.0099932i,0.010884+0.0017451i,0.00644-0.0052477i,0.00027817-0.0076487i,-0.0037147-0.0028115i,-0.0022219+0.0031361i,-0.0016714+0.0044617i,-0.0031304+0.0041747i,-0.0032604+0.0048814i,-0.0023588+0.0036946i,-0.0049282-0.0020316i,-0.0089998-0.0072828i,-0.0074203-0.0070282i
-0.078102+0.012248i,-0.15773+0.019598i,-0.20572+0.0026519i,-0.19459-0.03267i,-0.16492-0.041746i,-0.13322-0.021374i,-0.089193-0.0038911i,-0.058233+0.0063477i,-0.038432+0.0162i,-0.017562+0.013816i,-0.0059992+0.0021749i,-0.00090982-0.00132i,0.00023744+0.0034745i,-0.00020964+0.0091862i,0.00094094+0.0087752i,-0.00074416+0.0023723i,-0.00458-0.00018791i,-0.0050269+0.00026724i,-0.0018271-0.0014001i,-0.00070903-0.0049543i,-0.0034694-0.006977i,-0.0057192-0.005718i,-0.0065804-0.0035467i
0.069936-0.037696i,0.14448-0.073993i,0.1877-0.075654i,0.16862-0.037993i,0.12228-0.024937i,0.076692-0.040295i,0.028735-0.038042i,-0.0039481-0.023092i,-0.016219-0.016817i,-0.014464-0.0096583i,-0.0059937-0.00027298i,-0.0043239+0.0032585i,-0.0053262+0.0022703i,-0.0030424-0.0035337i,-0.002149-0.008512i,-0.001206-0.0046955i,0.001079+0.00065551i,0.0018131+0.00053457i,0.0012638+0.00050987i,0.0037332+0.0029971i,0.0077322+0.0046807i,0.009427+0.0060941i,0.0077762+0.0081531i
-0.058997+0.059781i,-0.12417+0.12569i,-0.17503+0.14694i,-0.18822+0.096122i,-0.17217+0.044368i,-0.12112+0.033148i,-0.048066+0.029577i,-0.0043966+0.0088887i,-0.0017253-0.0085319i,-0.014347-0.0088843i,-0.020625-0.0039683i,-0.015633-0.00093291i,-0.0059404+0.0022395i,0.0035925+0.0046778i,0.00728+0.0048571i,0.0062554+0.0022775i,0.0083614-0.0016915i,0.012425-0.0051181i,0.011474-0.0085545i,0.0077333-0.0079521i,0.0083695-0.0016546i,0.012086+0.0022085i,0.012518+0.0015519i
0.040075-0.081322i,0.082879-0.17132i,0.12839-0.22242i,0.16976-0.19134i,0.18845-0.14097i,0.1478-0.10512i,0.079872-0.063939i,0.048002-0.025645i,0.036249-0.010318i,0.020557-0.0067314i,0.0097879-0.0014282i,0.0063545+0.0018159i,-0.0004604-0.00038228i,-0.012518-0.00092246i,-0.016272+0.0024655i,-0.010551+0.0037888i,-0.0068853+0.0018317i,-0.0079382+0.0013334i,-0.0059181+0.0044764i,-0.0015485+0.0056654i,-0.0034053+0.0038966i,-0.0068722+0.0029151i,-0.0033491+0.0019194i
-0.012927+0.088904i,-0.022957+0.19455i,-0.030007+0.27184i,-0.034467+0.27074i,-0.020347+0.22909i,0.02043+0.17032i,0.04221+0.096382i,0.027241+0.048709i,0.015128+0.035029i,0.014088+0.024353i,0.011101+0.013112i,0.0080227+0.0054703i,0.0061262+0.00092892i,0.0059587+0.00075685i,0.0071121-0.0006725i,0.0045405-0.0049072i,-0.00090862-0.0061797i,-0.0026332-0.0031662i,-0.0024628-0.0014363i,-0.0066311-0.0025057i,-0.010097-0.0028362i,-0.0094735-0.0021744i,-0.0075483-0.0016656i
-0.015018-0.090872i,-0.047254-0.19419i,-0.085804-0.26603i,-0.10868-0.24707i,-0.1209-0.17745i,-0.12703-0.10833i,-0.108-0.047882i,-0.073213-0.01395i,-0.043436-0.0048923i,-0.016578-0.0049191i,0.0020173-0.0072857i,0.0059454-0.0055582i,0.00069787-0.0012513i,-0.0055833+0.0033253i,-0.0063069+0.005595i,-0.0022896+0.0027848i,0.00062952-0.00013137i,5.224e-06-0.00099605i,-0.0026651-0.0013918i,-0.0031772-0.0019975i,-0.0017863-0.0026719i,-0.00099791-0.0029397i,-0.0023077-0.00050842i
0.041594+0.084409i,0.10692+0.17275i,0.161+0.22617i,0.14949+0.19006i,0.088455+0.10742i,0.032981+0.039894i,2.0976e-05-0.0002135i,-0.014823-0.012618i,-0.016815-0.011645i,-0.020677-0.0076256i,-0.02667-0.00091856i,-0.023048+0.00089501i,-0.0098752-0.0041952i,0.002233-0.0097659i,0.0049613-0.010249i,0.0037585-0.006601i,0.0074812-0.0062024i,0.012162-0.010068i,0.012503-0.012893i,0.012153-0.012797i,0.014398-0.014225i,0.013812-0.016027i,0.0088133-0.013526i
-0.062824-0.064636i,-0.15046-0.12992i,-0.21189-0.16948i,-0.1741-0.14944i,-0.084008-0.098251i,-0.026717-0.049861i,-0.0016635-0.011413i,0.011079+0.0015026i,0.0034879-0.00315i,-0.012279-0.008578i,-0.019054-0.011995i,-0.017079-0.0061739i,-0.010858+0.0044619i,-0.0065245+0.011556i,-0.0027397+0.015573i,0.0012313+0.016709i,-0.00037515+0.017281i,-0.0044817+0.020286i,-0.0025262+0.020686i,0.0038273+0.016445i,0.0074756+0.016443i,0.0091352+0.019853i,0.011065+0.017466i
0.077265+0.044863i,0.18359+0.080738i,0.26201+0.10166i,0.23979+0.0903i,0.1765+0.051864i,0.14156+0.0083099i,0.10962-0.011084i,0.071834+0.0014868i,0.048814+0.013677i,0.037936+0.015302i,0.032927+0.016657i,0.026187+0.01236i,0.010164+0.0060886i,-0.002148+0.0015174i,-0.0057827-0.0038342i,-0.0079694-0.006942i,-0.0078902-0.0062082i,-0.006104-0.0054038i,-0.0051435-0.0031173i,-0.0081984+0.0016745i,-0.013724+0.0056945i,-0.014011+0.0064114i,-0.009274+0.0014022i
-0.092421-0.016658i,-0.20709-0.012968i,-0.29712+0.0010614i,-0.27595+0.01335i,-0.18277+0.030798i,-0.10178+0.054602i,-0.047606+0.061805i,-0.020512+0.04554i,-0.013678+0.030733i,-0.0061377+0.022241i,0.0037435+0.012637i,0.0092694+0.0054073i,0.0068347+0.0018224i,-2.9617e-05+0.0015995i,-0.00081906+0.0016442i,0.0045269-0.0018306i,0.0098603-0.0053507i,0.011669-0.0039423i,0.0078991-0.0007389i,0.0015494+0.00050567i,-0.0010616+0.00040953i,3.0953e-05-0.0012753i,0.0012846-0.0018297i
0.087892-0.014351i,0.19862-0.054404i,0.28301-0.094695i,0.24707-0.084951i,0.11748-0.038844i,-0.0016358-0.015486i,-0.063402-0.024283i,-0.068639-0.036276i,-0.043099-0.038137i,-0.021525-0.031028i,-0.01345-0.019734i,-0.010275-0.011413i,-0.0073916-0.011014i,-0.0063016-0.01053i,-0.0070288-0.005793i,-0.0077288-0.004707i,-0.0089348-0.010665i,-0.010054-0.019634i,-0.0085729-0.023354i,-0.0034892-0.021045i,-0.0028491-0.0193i,-0.0099156-0.016598i,-0.014886-0.0080066i
-0.081611+0.042082i,-0.17592+0.1132i,-0.24287+0.17243i,-0.20308+0.13508i,-0.089666+0.028533i,-0.010945-0.043782i,0.0083597-0.055499i,0.0039193-0.037183i,-0.0051789-0.017006i,-0.020141-0.0091422i,-0.033775-0.0035157i,-0.030617+0.0053192i,-0.016294+0.0082587i,-0.0044531+0.0066441i,0.0039193+0.0051123i,0.0076369+0.0046371i,0.0064811+0.0093652i,0.0066688+0.014948i,0.0098627+0.012086i,0.013399+0.0028448i,0.018855-0.0028229i,0.024563-0.003384i,0.024592-0.0025728i
0.064258-0.054712i,0.13958-0.14873i,0.19814-0.21835i,0.19005-0.17204i,0.13264-0.062074i,0.092833-0.00051241i,0.076625+0.016953i,0.057583+0.023535i,0.031158+0.016542i,0.014059+0.002993i,0.0094498-0.010745i,0.00085743-0.015564i,-0.0060615-0.0062865i,-0.0038488+0.0023689i,-0.0018588+0.0051415i,-0.0032768+0.0073646i,-0.0036022+0.0090775i,-0.0027089+0.0099322i,-0.0022242+0.010271i,-0.0017331+0.01148i,-0.0018063+0.014336i,-0.00017486+0.015298i,0.0011618+0.0099974i
-0.044871+0.070632i,-0.091216+0.19363i,-0.13966+0.30517i,-0.17731+0.29008i,-0.1763+0.17893i,-0.12254+0.099131i,-0.046649+0.076935i,0.005194+0.069189i,0.027538+0.057216i,0.032815+0.044724i,0.033295+0.03538i,0.033366+0.021897i,0.023415+0.0085356i,0.0078867+0.0025442i,-0.00037075+0.00028511i,0.00020991-0.0033211i,0.0070085-0.0069286i,0.013002-0.0061066i,0.011447-0.00096049i,0.0058105+0.0026599i,0.00089151-4.6004e-05i,-0.0033169-0.0062204i,-0.0037052-0.0091844i
0.027853-0.088887i,0.028352-0.24247i,0.032885-0.40371i,0.070781-0.4254i,0.10705-0.29118i,0.071557-0.13896i,-0.0068147-0.054889i,-0.04662-0.020688i,-0.044202-0.0076434i,-0.030057-0.0029883i,-0.018988+3.2713e-05i,-0.012218+0.001804i,-0.0069439-0.0015365i,-0.0042053-0.0031986i,-0.0024352+0.00056041i,-0.0033054+0.002269i,-0.0086423-0.0019043i,-0.013564-0.0080097i,-0.01402-0.011218i,-0.011806-0.0086088i,-0.010763+0.0028521i,-0.0096797+0.018298i,-0.0061257+0.025134i
0.0025792+0.09117i,0.046925+0.23733i,0.10792+0.38665i,0.11487+0.39713i,0.056931+0.25138i,0.0071352+0.086544i,-0.0061328-0.0085967i,-0.012813-0.051793i,-0.018528-0.058994i,-0.019433-0.040439i,-0.014006-0.019259i,-0.0053948-0.0065419i,-0.00291-0.00061923i,-0.0042964+0.0019913i,-0.0013192-0.00069496i,0.0039145-0.0063349i,0.0052657-0.0054926i,0.0043085-0.0020231i,0.0012691-0.0042932i,-0.0028505-0.0074992i,-0.0046773-0.0091393i,-0.0048586-0.010692i,-0.0029623-0.009469i
-0.030083-0.07425i,-0.11836-0.1851i,-0.23807-0.2809i,-0.26193-0.27062i,-0.15199-0.18084i,-0.031747-0.10401i,0.013555-0.059006i,0.014955-0.020868i,0.006138-0.00059366i,-0.0063923-0.0020251i,-0.020095-0.0053307i,-0.026778-0.0012509i,-0.020178+0.0034876i,-0.0082611+0.0013186i,-0.0011851-0.0030145i,0.0026433-0.0040735i,0.0053874-0.0036724i,0.007671-0.0016807i,0.011544-0.00086262i,0.01528-0.0056617i,0.016229-0.01191i,0.016078-0.017669i,0.012521-0.021488i
0.048594+0.057913i,0.17903+0.14185i,0.34905+0.21813i,0.3848+0.25009i,0.23442+0.24984i,0.092814+0.2155i,0.060889+0.14258i,0.052845+0.073554i,0.036013+0.037257i,0.025845+0.018293i,0.016986+0.0018726i,0.00877-0.010692i,0.0009725-0.011609i,-0.0060235-0.0021401i,-0.011055+0.0081529i,-0.010107+0.011144i,-0.0022643+0.0072115i,0.0079323+0.0046155i,0.015232+0.0093004i,0.019141+0.013582i,0.017091+0.0055122i,0.0058647-0.0031398i,-0.0027074-0.00031785i
-0.065874-0.047662i,-0.22044-0.10287i,-0.42484-0.15041i,-0.49488-0.1821i,-0.36077-0.20125i,-0.20094-0.16269i,-0.12274-0.060217i,-0.061896+0.025105i,-0.0064026+0.041593i,0.011375+0.025473i,0.008893+0.018269i,0.011539+0.017318i,0.014413+0.0078386i,0.0060075-0.0026676i,-0.0052861-0.0024861i,-0.012999+0.0056847i,-0.019559+0.010824i,-0.024043+0.0062598i,-0.026351-0.0011741i,-0.023229-0.00057826i,-0.01001+0.010792i,0.0072327+0.023224i,0.013177+0.026409i
0.060966+0.027493i,0.20739+0.026431i,0.39477-0.036477i,0.46203-0.12215i,0.347-0.13438i,0.17759-0.094727i,0.063776-0.072009i,0.0014985-0.058992i,-0.032399-0.033765i,-0.035246-0.0096871i,-0.017691+0.00015797i,-0.0024517-0.00036418i,0.0014373+0.00069754i,0.0042773+0.0058127i,0.012069+0.003049i,0.017839-0.0067289i,0.018367-0.009652i,0.013243-0.0062433i,0.0014815-0.0047889i,-0.013031-0.0012191i,-0.020833+0.0098616i,-0.016301+0.019626i,-0.0044855+0.017702i
-0.065616+0.002843i,-0.18721+0.090799i,-0.31815+0.29385i,-0.32478+0.46965i,-0.20616+0.4177i,-0.084354+0.22707i,-0.012494+0.10119i,0.015074+0.039526i,0.0070668-0.0032599i,-0.0074507-0.01467i,-0.0052649-0.010496i,-0.0018305-0.0052973i,-0.0031132-0.00085208i,-0.0022546-0.0019181i,0.0021575-0.0060301i,0.008039-0.011231i,0.010448-0.013214i,0.009651-0.008063i,0.010537-0.004819i,0.0088403-0.010224i,0.0006353-0.01919i,-0.010147-0.028071i,-0.016435-0.031058i
0.062987-0.021735i,0.16147-0.13686i,0.23302-0.34281i,0.20112-0.44942i,0.13783-0.30494i,0.11104-0.10613i,0.056876-0.051049i,-0.011152-0.039856i,-0.019287-0.0021159i,0.0021727+0.014723i,0.00026603+0.012932i,-0.010178+0.010139i,-0.014921+0.0088308i,-0.011867+0.012492i,-0.0035963+0.012962i,0.002668+0.006091i,0.0075887-0.0048131i,0.014284-0.010748i,0.02658-0.0064637i,0.037145-0.0036324i,0.032231-0.010066i,0.015912-0.013623i,0.0075754-0.0082295i
-0.058939+0.020962i,-0.1219+0.10211i,-0.12263+0.2181i,-0.039445+0.23298i,-0.0045412+0.10547i,-0.040454-0.0062463i,-0.025519-0.014985i,0.017294-0.0098293i,0.017797-0.022482i,-0.0028247-0.025498i,-0.01342-0.019976i,-0.012772-0.014248i,-0.010706-0.016808i,-0.019296-0.017483i,-0.03057-0.0017704i,-0.031505+0.020856i,-0.025889+0.03042i,-0.021579+0.020642i,-0.024675+0.0047736i,-0.024377-0.0015978i,-0.0092475+0.00032859i,0.0084826+0.0034119i,0.011602+0.009322i
0.041793-0.025911i,0.042213-0.10105i,-0.074889-0.19659i,-0.26283-0.20912i,-0.30889-0.12423i,-0.1948-0.034088i,-0.09086+0.019123i,-0.02772+0.049817i,0.015496+0.040405i,0.020633+0.011787i,0.011214+0.00061441i,0.01294-0.0022415i,0.019299-0.0033378i,0.01741-0.005954i,0.0084065-0.016102i,-0.0033874-0.024596i,-0.010226-0.020753i,-0.0098615-0.0098652i,-0.010991-0.0014976i,-0.013159+0.0074747i,-0.0092703+0.019677i,0.0010112+0.021672i,0.0070907+0.0085232i
-0.025727+0.045818i,0.0087481+0.14792i,0.1797+0.26479i,0.38456+0.27062i,0.37489+0.17474i,0.19563+0.10195i,0.085224+0.073428i,0.047706+0.044008i,0.0050831+0.032287i,-0.017698+0.031215i,-0.015307+0.017295i,-0.0074245+0.0078251i,-0.0026583+0.0057486i,-5.5318e-05+0.0066429i,0.007713+0.0076218i,0.016063+0.0016079i,0.016406-0.0027489i,0.013422+0.0055885i,0.01249+0.01794i,0.0090274+0.01839i,-0.0010418+0.0080711i,-0.012683+0.0022034i,-0.014744+0.003087i
0.039189-0.041035i,0.054777-0.11287i,0.00086637-0.13795i,-0.05394-0.043058i,0.022685+0.037289i,0.11479-0.0082483i,0.057117-0.045127i,-0.028657-0.0064172i,-0.027882+0.016233i,-0.00057095+0.01293i,0.016709+0.019441i,0.019928+0.025768i,0.013278+0.030162i,0.013109+0.027908i,0.015657+0.017207i,0.016069+0.0066495i,0.017117-0.0034949i,0.016214-0.012987i,0.01837-0.019409i,0.025532-0.021844i,0.025145-0.019536i,0.01619-0.0099695i,0.010731+0.00081347i
-0.054054+0.040266i,-0.1063+0.05372i,-0.15278-0.049158i,-0.1972-0.26568i,-0.2456-0.35418i,-0.23484-0.24064i,-0.1564-0.14338i,-0.097952-0.11047i,-0.070134-0.053363i,-0.044201-0.0043021i,-0.034659+0.0045979i,-0.034428+0.00088177i,-0.033457-0.0015745i,-0.030461+0.0034216i,-0.0178+0.012233i,0.00079822+0.017729i,0.01165+0.013769i,0.008459-0.001659i,-0.0061992-0.018432i,-0.022924-0.024924i,-0.025592-0.018238i,-0.012942-0.0082737i,0.0013015-0.0022419i
0.024404-0.046775i,0.026747-0.06198i,0.0065737+0.03849i,-0.0018803+0.24915i,0.024008+0.34044i,0.049439+0.22962i,0.069088+0.10882i,0.083311+0.036585i,0.053685-0.030937i,0.0071167-0.063735i,-0.0073023-0.065505i,-0.00809-0.061954i,-0.0091152-0.049361i,-0.011009-0.031721i,-0.019074-0.018884i,-0.029466-0.0098665i,-0.032462-0.0019537i,-0.023456+0.0030986i,-0.011599+0.0033442i,-0.00087053+0.0022609i,0.0063591-6.7941e-05i,0.0058078-0.0080951i,-0.0035296-0.017515i
-0.0089811+0.07174i,0.0022231+0.16925i,0.011882+0.23708i,-0.0064501+0.21319i,-0.022593+0.18065i,0.0063727+0.20399i,0.048241+0.17941i,0.061684+0.10698i,0.062805+0.05573i,0.048392+0.02177i,0.017459+0.0094151i,0.0043296+0.0094568i,0.000633-0.0014282i,-0.009594-0.0081343i,-0.014371-0.0068656i,-0.016773-0.0090202i,-0.019824-0.0063259i,-0.015465+0.011284i,-0.0029633+0.035717i,0.0075632+0.049958i,0.010414+0.044534i,0.0057911+0.028451i,-0.00097947+0.01603i
0.024697-0.09633i,0.075712-0.27257i,0.22369-0.48975i,0.39195-0.61949i,0.39144-0.60092i,0.22866-0.4763i,0.07318-0.27489i,0.0030198-0.097169i,-0.021479-0.011838i,-0.022034+0.020295i,0.0012946+0.033871i,0.025521+0.039033i,0.037192+0.029642i,0.037531+0.0066995i,0.031791-0.0079707i,0.031014-0.011716i,0.032353-0.014724i,0.026024-0.019773i,0.013204-0.025931i,0.0032604-0.031043i,-0.0019268-0.030547i,-0.0014766-0.016971i,0.0049595+0.0017898i
0.003535+0.096076i,-0.0145+0.23566i,-0.13343+0.36935i,-0.31385+0.38809i,-0.36466+0.29313i,-0.27747+0.17494i,-0.18024+0.084952i,-0.11161+0.044204i,-0.045408+0.034611i,-0.0027793+0.034549i,0.0042332+0.044122i,0.0027925+0.048938i,0.003698+0.043982i,0.0043701+0.036565i,0.0079118+0.02904i,0.019012+0.022721i,0.031529+0.013377i,0.031791-0.0050748i,0.019239-0.025456i,0.0036596-0.031301i,-0.0050272-0.016697i,-0.0013306-0.00067575i,0.006985+0.0006187i
-0.049223-0.075693i,-0.16436-0.16007i,-0.2684-0.17369i,-0.25621-0.065142i,-0.18+0.040856i,-0.12143+0.047853i,-0.089442+0.01652i,-0.063258+0.012101i,-0.049806+0.026328i,-0.047134+0.014675i,-0.051555-0.03164i,-0.062541-0.061162i,-0.055034-0.046337i,-0.030817-0.018075i,-0.013087-0.0030227i,-0.010579+0.00085748i,-0.019995+0.0043482i,-0.022588+0.010247i,-0.011975+0.011671i,-0.00097464+0.0078318i,0.0024534+0.0051831i,-0.0015268+0.0049357i,-0.0042177+0.0032826i
0.087718+0.092911i,0.27231+0.26118i,0.50711+0.44143i,0.63752+0.49272i,0.61976+0.39612i,0.50108+0.24666i,0.33596+0.11896i,0.17642+0.033308i,0.070299-0.026496i,0.024195-0.057781i,0.012462-0.050291i,0.0074225-0.025221i,-0.012458-0.0029532i,-0.032635+0.018983i,-0.032666+0.034436i,-0.028357+0.033629i,-0.028774+0.027622i,-0.023998+0.027985i,-0.011337+0.039978i,0.010599+0.049996i,0.031174+0.03512i,0.032387+0.010881i,0.018445+0.0025114i
-0.087939-0.10305i,-0.28022-0.3137i,-0.50247-0.58618i,-0.5855-0.72833i,-0.50338-0.63878i,-0.34876-0.40789i,-0.19431-0.19193i,-0.078993-0.074894i,-0.026959-0.02368i,-0.017678+0.014985i,-0.0069797+0.043861i,0.012896+0.040743i,0.020015+0.0055431i,0.0074803-0.035699i,-0.013446-0.059136i,-0.021649-0.060941i,-0.011868-0.048913i,-0.0037694-0.031639i,-0.0086426-0.025195i,-0.024064-0.028548i,-0.036453-0.023513i,-0.03232-0.012927i,-0.019154-0.004719i
0.10177+0.040955i,0.28167+0.067153i,0.40959+0.035394i,0.28672-0.035636i,0.049638-0.038392i,-0.03445+0.0083855i,0.0012582+0.00097344i,0.011642-0.03628i,0.0010189-0.048064i,-0.0022632-0.03986i,0.0056608-0.02049i,0.027533-0.0053004i,0.047501+0.00099259i,0.058298+0.0080514i,0.066329+0.014158i,0.073902+0.014879i,0.073919+0.002157i,0.061967-0.023522i,0.042859-0.045668i,0.019765-0.050968i,-0.0018744-0.037928i,-0.011534-0.021936i,-0.01131-0.017531i
-0.12917+0.0035284i,-0.35598+0.096512i,-0.54384+0.33158i,-0.43616+0.57255i,-0.17685+0.57188i,-0.091224+0.37722i,-0.11359+0.22959i,-0.065349+0.15671i,0.00132+0.097014i,0.016152+0.054929i,-0.011432+0.022786i,-0.047757+0.00021251i,-0.05997-0.001136i,-0.053247+0.011176i,-0.044638+0.020702i,-0.041375+0.023422i,-0.042572+0.027618i,-0.03154+0.032993i,-0.010352+0.034337i,0.0063726+0.035082i,0.018169+0.038135i,0.022794+0.038457i,0.021806+0.029395i
0.15416-0.0026971i,0.459-0.047545i,0.81167-0.17869i,0.88761-0.34751i,0.66046-0.42527i,0.40416-0.37833i,0.21749-0.28018i,0.068816-0.15248i,-0.014681-0.048238i,-0.035718-0.027182i,-0.03165-0.033979i,-0.020714-0.017401i,-0.016765+0.0029331i,-0.011143+0.007461i,0.0050244-0.0020398i,0.011003-0.020141i,0.00040733-0.028661i,-0.014199-0.018331i,-0.018902+0.0042287i,-0.0050697+0.019597i,0.013262+0.01044i,0.01921-0.0036295i,0.017044-0.00089724i
-0.13344+0.039018i,-0.35613+0.1129i,-0.54848+0.18953i,-0.48676+0.155i,-0.27033+0.062033i,-0.11333+0.059968i,-0.010841+0.11511i,0.043967+0.09861i,0.045174+0.054466i,0.055275+0.049333i,0.074749+0.052551i,0.071796+0.049671i,0.052656+0.025127i,0.0078738-0.0096116i,-0.043638-0.014584i,-0.056309-0.0014691i,-0.030484+0.005242i,8.5154e-05+0.0066898i,0.010115-0.001866i,0.0034729-0.017265i,-0.0054697-0.024029i,-0.011159-0.020841i,-0.012013-0.011562i
