-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
0.00092805-0.00029372i,0.001829-0.00059596i,0.0013148-0.00033648i,0.00033294+6.3473e-05i,4.5957e-05+0.00024018i,0.00021434+0.00075096i,0.0005425+0.000695i,0.0013167+0.00019639i,0.0012261-0.00011872i,0.00093192-0.0002897i,0.00091652-0.00055017i,-0.00012641-2.2408e-05i,-0.00077939+0.00078412i,-0.00077028+0.00052404i,-0.00086218-0.00012914i,-0.00044361+6.0429e-05i,0.0004662+0.00072142i,0.00074104+0.00071767i,0.00044146+0.00043032i,0.00044585+0.00055607i,0.00059696+0.0007897i,0.00055468+0.00064193i,0.00062517+5.6342e-06i
-0.00034489-0.00045445i,-2.4736e-05+1.6882e-05i,0.00015939-0.00071165i,-0.00034949-0.0001543i,-0.0016433+0.00090672i,-0.001406+0.00065966i,-0.00057417+0.00041124i,-0.00030687-0.0002018i,-0.00010408-0.00068251i,-0.00053618-0.00050616i,-7.858e-05-0.0003914i,0.0011007-0.00049076i,0.0011271-0.00036609i,-7.9789e-05+5.9628e-05i,-0.00087658+0.00030154i,-0.00051874-1.2666e-05i,5.6884e-05+5.2443e-05i,5.8458e-05+0.00020757i,-0.00027885+6.8134e-06i,3.59e-05+0.00018193i,0.00084818+0.00017897i,0.001379-0.00028602i,0.0012873-0.0004929i
0.00083696-0.00014308i,0.0025141-0.0014641i,0.0024304-0.0031879i,0.00076799-0.0032388i,-0.00091332-0.0013202i,-0.0016954-0.00035871i,-0.0006437-0.00085789i,0.00024095-0.00078595i,-0.0002163-0.00041536i,-0.00093067-0.00079391i,-0.00018573-0.00035018i,0.0010116-0.00013224i,0.0007615-0.000607i,7.3951e-05-0.0002209i,5.7753e-05+0.00025571i,0.00018296-0.00013665i,-1.4415e-05-0.00041442i,-0.00038397-0.0002283i,-0.00043873-5.0165e-06i,-0.00043117-0.00051465i,-0.00030836-1.0567e-05i,-0.00034947+0.00048943i,-0.00045011+0.00032019i
0.00044692-0.00017127i,0.0017-0.00016084i,0.00065145+0.00074216i,1.9393e-05+0.00037029i,0.00032514+0.00072623i,0.00021682+0.0018323i,0.0002191+0.0010819i,0.00061318+0.00031738i,0.00042375-6.5948e-05i,8.2034e-06-0.00029256i,-0.00074512-0.00032722i,-0.00089936-0.00078196i,-0.00053977-0.00089023i,-0.00028671-0.00071829i,0.00030812-0.00063568i,0.00026316-0.00038583i,7.3009e-05-0.00035913i,0.00037972-0.00036048i,0.00093288-4.9452e-05i,0.0010495+0.0001432i,0.00066551+0.00038302i,0.00069768+0.00024367i,0.00069821+3.9719e-05i
0.00026149+0.0014181i,0.00059755+0.0012869i,0.00050682+0.0016231i,-0.00022786+0.0015973i,-0.00046497+0.0014336i,-0.00058591+0.0017957i,-0.0012071+0.0019256i,-0.00015321+0.0011258i,0.00051426+0.00030764i,-7.2668e-05-9.2368e-05i,-0.00046418-0.0008128i,-0.00048898-0.0010526i,-0.0010021-0.00017178i,-0.00046861+0.00040163i,0.00065466+0.00012883i,0.00029518-0.0010679i,0.00042799-0.0015911i,0.00064272+9.7288e-05i,0.0008302+0.00066164i,0.00148+2.0421e-06i,0.001456-0.00021481i,0.00088108+0.00031221i,0.00026187+0.00070545i
0.0014123+0.00029078i,0.0028003-0.00087656i,0.003693-0.0013227i,0.0030471-0.0014152i,0.0018932-0.0006221i,0.0009889-3.7722e-05i,0.00047297-0.0004171i,0.00026412-0.00091709i,-0.00024894-0.00063994i,-0.00045304-0.0011525i,-0.00052545-0.0018552i,-0.00069521-0.0016551i,-0.00061381-0.00074264i,-0.0003804+0.00039851i,-0.00048682+0.00047668i,-0.0010982-2.3872e-05i,-0.0007635-0.00033396i,-3.6762e-05-0.00028488i,0.00011225+8.8367e-05i,0.00030636+6.6254e-05i,0.00028607+9.9248e-05i,0.00045273+2.1859e-05i,0.00028362-0.00016799i
0.00054059+0.0004689i,0.001784+0.00024287i,0.0019246+0.00099731i,0.0015806+0.001418i,0.0010425+0.0006321i,0.00037348+0.00025881i,-0.00049189+0.00017712i,-0.00089295-0.00020972i,-0.00043368-0.00088379i,0.00034431-0.0018499i,0.0012149-0.00094041i,0.00055047+0.00019527i,-0.00017059-0.00027372i,-0.00082412-3.0255e-05i,-0.00093987+0.0010162i,0.00013799+0.001416i,0.00020729+0.00081337i,-0.00022305+0.00014302i,-0.00026757+1.3086e-05i,-2.5256e-05-0.00014124i,3.9784e-06-0.00041691i,-0.00016951-0.00010663i,0.0001229-0.00015678i
0.0020256-0.0014278i,0.0019599-0.0022025i,0.00010392-0.003777i,-0.0019799-0.0030123i,-0.0028817-0.00071016i,-0.0018907+0.00055601i,-0.00031052+0.00064079i,-0.00027014+7.5434e-05i,-0.00059987-0.00080161i,-0.00072685-0.0013247i,-0.0003025-0.0011538i,-0.00023846-0.00082694i,-0.00022349+0.00025568i,-2.1571e-05+0.0010367i,5.8521e-05+0.0012047i,0.00030795+0.00083188i,0.00015122+6.7281e-05i,5.0431e-05+0.00025452i,0.00017649+0.00093763i,0.00015496+0.00029078i,0.00043965+0.00021683i,0.00040009+0.00076292i,-0.00027725-0.00013007i
0.00030715-0.00042757i,0.0013448-0.0005699i,0.0020274-0.001421i,0.0017317-0.0018432i,0.00042757-0.0011671i,-0.00030059-0.00013881i,0.00089847-0.00016281i,0.001532-0.00086704i,0.00066444-0.0014092i,-0.00030283-0.00086805i,-0.00056871+5.4235e-05i,-0.00028135+0.00024526i,0.00016988+0.00012611i,0.00092654+0.00042875i,0.00052829+6.0308e-05i,0.00027945-0.00041994i,0.00068361-0.00047636i,0.00023082-0.00040013i,-0.0002247-0.00032409i,-0.00067705-0.0004207i,-0.00088908-8.6298e-05i,-5.3216e-05-6.2347e-05i,0.00017237-0.00049613i
0.0025415-0.0013214i,0.0029174-0.0022574i,0.0023182-0.0021563i,0.00062226-0.0010847i,-0.0007414+0.00016907i,-0.00049149+0.0015439i,-0.00051378+0.0020745i,-0.00052711+0.00066475i,-0.00038664-0.00058021i,-0.0002851-0.00082904i,-0.00038205-0.00070303i,-1.6222e-05-0.00019549i,0.00098787+0.000224i,0.0012934+0.00027065i,0.00069467-0.00028158i,0.00059054-0.0008306i,0.00071301+0.00044716i,2.6838e-07+0.00078746i,-0.00057326+8.8616e-06i,-0.00048341-0.00022878i,-0.00045211-0.00052441i,-5.4811e-05-0.00038316i,-0.0001015-0.00011564i
0.0013416-0.00055523i,0.0013448-0.0012008i,0.0010271-0.0017498i,0.00039251-0.00082389i,-0.00042553+0.00075824i,-0.0010461+0.0015027i,-0.00051427+0.0013889i,9.2081e-05+0.00051657i,-0.00073201-0.00034733i,-0.00071033-0.0011279i,9.937e-05-0.0011145i,0.00022944-0.00048545i,0.00048122+0.00011982i,0.00084536+0.00024681i,0.00077199+0.00041167i,-0.00032871+0.0005121i,-0.00070602+0.00024247i,-0.00028431+0.00016543i,-9.6949e-05-0.00035282i,0.00018098-0.00062624i,0.00011507-0.00010866i,-9.4253e-05+0.00034295i,-0.00036195+0.00076523i
0.00060447-0.0007361i,0.0010137-0.0010001i,0.00079815-0.0013328i,-0.00034644-0.0011821i,-0.00062446-0.00037345i,-0.00011548+0.0005957i,0.00026035+0.00013435i,0.00085885-0.00033937i,0.00032763-0.00016823i,-0.00035433-0.0005421i,0.00065972-0.0011968i,0.0010725-0.00087991i,0.000542+8.9939e-05i,0.00089464+0.00053985i,0.00046975+0.0005123i,0.00029173+0.00082358i,0.00043943+0.0013232i,-0.00030378+0.00044701i,-9.3879e-05-0.0002998i,0.00029863+1.9739e-05i,-0.0001281+0.0001206i,3.0109e-05+0.0001917i,0.00032201-7.7258e-05i
0.00097108-0.00033186i,0.0021752-0.0012306i,0.003734-0.0028172i,0.0031136-0.0032434i,0.0012366-0.0015288i,0.00034699+0.00018625i,0.00031471+0.00011211i,0.00027324-0.00024546i,0.00010823-0.00019845i,0.00051211-0.00030728i,0.00029458+2.7654e-05i,-0.00063405+0.00070754i,-0.00064282+0.00068603i,-0.00013738+0.00052166i,0.00044507+0.00054679i,0.0010514+0.00014321i,0.00059349+9.2313e-05i,5.9473e-05+0.00043877i,0.00073504+6.6254e-05i,0.0010133-0.00023888i,0.00072202+3.9565e-05i,0.00030693+9.5853e-05i,-0.00022088-0.00027343i
0.0001568-0.00041231i,0.00039864-0.00084028i,0.00039652-0.00016533i,-0.00036962-4.6291e-06i,-0.0013347-0.00012981i,-0.0016591+0.00077795i,-0.0001863+0.00047301i,0.0007628-0.00035404i,0.00060443-0.00097305i,0.00019776-0.0011414i,-0.00036184-0.00072059i,-0.00050482-0.00086126i,-0.00068549-0.0005424i,-0.00073959+0.00022861i,-0.00047+0.00041466i,-0.00020599+0.00044973i,2.4359e-05+0.00038628i,0.00065534+0.00080641i,-8.9717e-05+0.00042462i,-0.0010265-0.00016389i,-0.00032257-0.00013976i,0.00050586-0.00045941i,0.00038355+0.00029457i
0.00042491+0.00082443i,0.0015474+0.00032611i,0.0038787+0.00028764i,0.0041095-0.0011629i,0.0028908-0.0015805i,0.0010506-0.00063327i,9.0992e-05+0.0001336i,2.0907e-05+0.000226i,-0.00023324+0.00034127i,-0.00038681-0.00076556i,-0.00071834-0.0013541i,-0.00082819-0.0010545i,-0.00042956-0.00011309i,-0.00028026+0.0012104i,-0.00016987+0.001507i,0.00017524+0.0010943i,0.00065087+0.00020433i,0.000248-0.00031148i,-0.00017043+0.00019063i,0.00042971+0.00074632i,0.00044429+0.0012158i,0.00057481+0.0011749i,0.00060788+0.00052944i
9.3314e-05-0.00060769i,0.00094312-0.0012845i,0.0019826-0.0013852i,0.0015469-0.00059043i,0.00013844-5.0543e-05i,-0.00065183+0.00053052i,0.0001413+0.0012689i,0.00090377+0.00059562i,0.0007271-0.00046507i,0.00037324-0.00098908i,0.00046423-0.00097291i,0.00024699-0.00024047i,0.0002628+0.00041642i,0.00068454+0.00055119i,0.00081611+0.00019116i,0.0005625-0.00018523i,-1.2547e-05-0.00029403i,-0.00026647-0.00043215i,0.0001773+5.5044e-05i,0.00066046+0.00018774i,0.0011715-0.00032254i,0.00012744-0.00044852i,-0.00069171-2.0046e-05i
-5.0092e-05-0.00014573i,0.00013689-0.001844i,0.0010802-0.0026186i,0.00089239-0.0018244i,6.9216e-06-0.00047054i,-0.00084099+0.00054561i,-0.00094472+0.0011905i,-0.0006626+0.0012131i,4.1988e-05+7.4032e-05i,0.00048723+3.3465e-05i,-0.00028169-0.00025724i,-0.0003165-0.00093236i,4.4411e-05-0.00011121i,-0.0001538+0.00076411i,0.00028252+0.00026016i,-7.9593e-05-0.00044898i,-0.00045522-0.00042742i,-0.00050142+0.00029951i,-0.00059181+0.0003996i,-0.00021463-0.00038129i,1.1159e-05-0.00099081i,-0.00021659-0.0013026i,-0.00076279-0.00065111i
0.003035+0.0011621i,0.0028678+4.6596e-05i,0.0032187-0.0017446i,0.0037283-0.0025167i,0.0026412-0.00219i,0.00060253-0.001216i,6.899e-05-0.00054618i,0.00048925-0.00028391i,-7.1801e-06-0.00018217i,-4.4511e-05-0.0007434i,0.00019101-0.0010702i,5.3967e-05-0.0012482i,-0.00025616-0.00083828i,-0.00099639-0.00019503i,-0.0010263+0.00041544i,6.528e-05+0.00058087i,0.00033042-8.9627e-05i,0.00011502+0.00027652i,-0.00034522+0.0006086i,-0.00021759+0.00014233i,0.00044136+0.00053241i,0.00091695+0.00035474i,0.00043878-1.5885e-05i
0.0011905+0.00020925i,0.0024265-0.0012488i,0.0033812-0.0021114i,0.0021403-0.0014195i,0.0013517-0.00043561i,0.00072642-0.00053515i,-0.00025604+0.00067877i,-0.00038576+0.0011479i,-9.7395e-05-5.2669e-05i,0.00062954-0.00094349i,0.0012587-0.0012109i,0.00016967-0.00021512i,-0.0005352+0.00079818i,-0.0005316+0.00080468i,-0.00050723+0.0006227i,-0.00011071+8.9518e-05i,0.00015957-0.00049391i,0.0002796-0.00017925i,-0.00016466+0.00018567i,8.0474e-05-9.398e-05i,0.00061315-0.00064103i,0.00068503-0.00049767i,0.00066346-0.00024083i
0.0017793+0.00022997i,0.002652-0.0013762i,0.0018586-0.0027788i,0.001245-0.0022827i,0.00024657-0.0005166i,-0.00035739+0.00020238i,-9.5816e-05-4.4527e-06i,-0.00029164-0.0003953i,-3.8836e-06-0.00083635i,-0.00043803-0.00078607i,-0.00060105-0.00082618i,-0.00017436-0.00094755i,0.00031994-0.00035884i,0.0003697+0.0008416i,-4.6996e-05+0.001101i,0.00020791+0.00031994i,0.00025177-0.00048029i,-0.00032226-0.00089562i,-0.00064745-0.00060289i,0.00030416-8.753e-05i,0.0013053+5.4876e-05i,0.0010635+0.00022147i,0.00024512+2.1313e-05i
0.00068772-0.00039762i,0.0013683-0.0016036i,0.0015576-0.0019434i,0.00084308-0.0012713i,-0.00044805-0.00042535i,-0.00020229+0.00019627i,0.00084862+0.00014039i,0.00086419-0.00026414i,0.00049788-0.00063267i,0.00088836-0.00071518i,0.00077039-0.00060144i,6.2586e-05-0.0005714i,-0.00055025-0.00057111i,-0.00044993-0.00073975i,-0.00024247-0.00034343i,9.234e-05-0.00057179i,0.00062828-0.00015125i,0.00056187+0.00054027i,-0.00016859+0.00038206i,-0.00066916-0.00020916i,0.000256-0.00044398i,0.00055735-0.00029799i,0.00017158-0.00035632i
0.0014888+0.0010384i,0.0018811-0.00044941i,0.0019233-0.001399i,0.001027-0.0011556i,-0.00064855-0.00045205i,-0.0014239+0.00047803i,-0.00098145+0.0014706i,-0.00056075+0.0013278i,-0.0005625+0.00049368i,-0.00075118+0.00055055i,-0.00017094+0.00082846i,0.00058784+0.0011292i,0.00052886+0.0016584i,0.00044592+0.0017815i,0.00071279+0.0013745i,0.00052531+0.00032695i,0.00029583-0.0003763i,-9.4643e-05-0.00094689i,0.00013267-0.0014173i,0.00088827-0.0012571i,0.00034657-0.00077712i,0.00027604-0.0008498i,0.00048966-0.00064372i
-0.00057672-0.0017976i,0.00018257-0.002033i,-0.00010037-0.0016562i,-0.00049845-0.00048287i,-0.00017952+0.000812i,0.00015212+0.0015972i,-0.00046549+0.00071035i,-0.00095218-0.0010328i,-0.00038647-0.0016264i,0.0003306-0.0013482i,0.00011211-0.00086891i,0.00029715-0.00077049i,0.0010415-0.0012534i,0.0010895-0.0004594i,0.00051306+0.00010593i,-0.00019047-0.00023924i,-0.00070975-8.5431e-05i,-0.00058481-6.9418e-05i,2.4231e-05+0.00014504i,0.00015396+0.00027901i,0.00026841+0.00057137i,-0.00016309+0.00073225i,-0.00059951+1.6016e-05i
0.00099287-0.00034656i,0.0012842-0.00080606i,0.0015757-0.00040539i,0.0010108-0.00021356i,-3.9272e-05+0.0002694i,-0.00075501+0.00053941i,-0.00038638+0.00013168i,0.000254-8.5901e-05i,0.00021513+7.755e-05i,-4.1098e-05+0.00013305i,-0.00045603-0.00065152i,-0.00031298-0.0010699i,0.00045271-0.00024375i,0.0010328+0.00073959i,0.0011906+0.00040209i,0.0011596-0.00015643i,0.00081046-0.0003004i,0.00034484-0.00035423i,-5.2275e-05-8.9228e-05i,-0.00032841+5.6654e-05i,-0.00028055+0.00038779i,-0.0001833+0.00025278i,-0.00044646-0.00052114i
-0.0010369+0.001294i,-3.7224e-05+0.00068167i,0.00037516+0.0011439i,0.0010474+0.0016479i,0.0014111+0.00084127i,0.00098387-0.0001685i,0.00053079-0.00031657i,0.00042786-3.4874e-05i,0.00036258-0.00040374i,0.00047947-0.00043868i,-0.00013271-0.0001363i,-6.299e-06-0.00026754i,0.00039632-0.00074601i,1.438e-05-0.00083054i,-3.9176e-05-0.0005531i,0.00010736-0.0001614i,0.00012184+5.7043e-05i,0.00064013-0.00060485i,0.0012393-0.00037717i,0.00080261+0.000644i,-0.00018332+0.0011027i,-0.00089517+0.00024368i,-0.00066909-0.00011429i
0.0016858+0.00072161i,0.0028722+0.00015119i,0.0024568-0.00068427i,0.00083132-0.00057407i,0.0001182-0.0002529i,3.9737e-05+0.0002042i,-0.0004596+0.00058226i,-0.0012247+0.0004759i,-0.0011764+0.0001301i,-0.00075299+0.00020592i,-0.00020541+0.00062189i,-0.00024367+0.000657i,-3.3287e-06+0.00088961i,1.0409e-05+0.00057185i,-0.00046153+1.2997e-05i,-0.00052566+0.00024974i,0.00013594+0.00046651i,0.00071474+0.0003967i,0.0007866+0.00010801i,0.00053311-0.00016099i,0.00045919+0.000162i,-0.00012148+0.00029113i,-0.00038469-7.561e-06i
-0.00033933+3.2003e-05i,-0.00013745-0.0016244i,0.00083886-0.0014517i,0.0013771-0.00032984i,0.00087628+0.00041i,0.00019608+6.4294e-05i,6.1272e-05-0.00033618i,-0.00010814-0.00043418i,-0.00021587-0.00073435i,-0.00020727-0.00095621i,-3.2322e-05-0.00081832i,0.0005739-0.0007949i,0.00097433-0.0013225i,0.00043315-0.0013978i,-0.00015437-0.00098628i,-0.00022029-0.00052949i,4.999e-05-0.00038463i,0.00053253-0.00052229i,0.00018148-0.00012573i,0.00020007+0.00049162i,0.00058968+0.00034051i,0.00069136+0.00056088i,0.00019756+0.00086682i
0.0016078+2.9266e-05i,0.0019938-0.00043368i,0.0015234+0.00047671i,0.0010305+0.0015426i,0.00076416+0.0012292i,-0.00014497+0.00030505i,-6.1288e-05-0.00056744i,0.00095522-0.00060678i,0.00056517-0.00070083i,-0.00023294-0.00091959i,-0.00014435-0.0005001i,0.00055087-0.00038654i,0.00088176-0.00041018i,0.00086978-0.00023957i,0.0008971+0.00057366i,0.00085252+0.00040207i,0.00084398+0.00014335i,0.000484+0.00026441i,-0.00012149+0.00041015i,-0.00058888+0.00034996i,0.00015746-0.00013789i,0.00052075-0.00031655i,0.00061024+0.00024395i
-4.5127e-05-0.0008665i,5.9779e-05-0.00086097i,0.00064893-0.00064323i,0.00058326-0.00073671i,-6.8391e-05-6.3347e-05i,-0.00033498+8.1595e-05i,-0.00023187+0.00086801i,-0.0002861+0.00010394i,-0.00052352-0.00085158i,-0.0010826-0.00047504i,-0.00091651-0.0006351i,0.00034109-0.00061802i,0.0010951+8.3335e-06i,0.00014882-3.0005e-05i,-0.00068614-0.00035066i,-0.00032343-0.00036808i,0.00034806-0.00031291i,0.00071952+0.00027896i,0.00078455+0.00028177i,0.00016979+0.00021985i,0.00021604+0.00011478i,0.00092969-0.00015266i,0.00050036+0.00019759i
0.00027254-0.0013463i,0.0012692-0.0019493i,0.0017169-0.002222i,0.00059559-0.00085012i,0.00022777-0.00043342i,0.00066633-0.00053368i,0.00042062-0.00027009i,-0.00038408-0.0006386i,-0.00043885-0.00094406i,7.7769e-07-0.00092244i,-5.7696e-05-0.00022914i,-0.00069503-0.00036817i,-0.00071026-0.0010134i,-0.00032206-0.00036757i,-0.00025504+0.00058329i,-0.00036718+0.00043942i,-0.0003492-0.00035725i,-1.3076e-05-0.00083098i,0.00059704-0.0007135i,0.00086385-0.000739i,0.00085992-0.00035131i,0.001138+0.00033137i,0.0007229+0.00029476i
0.0011505-0.00010536i,0.0011626-0.00095523i,0.0015776-0.00072667i,0.0010121-0.00061587i,0.00019332-0.00033998i,-0.00038196+0.00013464i,-0.00028557+0.00019349i,0.00062586+0.0002982i,0.00027459-0.00039677i,-0.00014782-0.0016354i,0.00020956-0.0018844i,0.00016286-0.0015236i,0.00024996-0.0011423i,0.00035761-0.00057695i,0.00030282-5.2849e-05i,0.00057688+0.00027664i,0.00031199+0.00023011i,0.00014333+0.00024952i,0.00077778+0.0006631i,0.0014062+0.00071802i,0.0011779+0.00019101i,0.00092988-0.00020538i,0.00054081-0.00028927i
-0.0010514-0.00124i,0.00081247-0.00058057i,0.0012518+0.00011241i,0.00066448+0.00055895i,-0.00012059+0.0019991i,-0.00051758+0.0026562i,-0.00024366+0.0014058i,-0.00041305-0.0001799i,-0.00015638-0.0015828i,0.00028653-0.001912i,0.00033549-0.0010613i,0.00029158-0.00020554i,0.0006564-0.00021247i,0.00054713-0.00040481i,-0.00029103-0.00037386i,-0.00047698-0.00017789i,-0.0005531-0.0002751i,-0.0008586-0.00067116i,-0.00061079-0.00073766i,-0.00023653-0.00084467i,0.00024979-0.00058482i,0.00014299+0.00038298i,-0.00021911+0.0006219i
-0.00027061-0.00086951i,0.00075577-0.0010676i,0.0016915-0.00089989i,0.0006565-0.00039644i,-0.00093888+0.00071676i,-0.0017053+0.00064055i,-0.0011796-0.00015551i,-0.0002822-0.00025176i,-7.0555e-05-0.00051143i,0.0007361+0.00036059i,0.00063033+0.00075402i,-0.00020691-0.0001546i,-0.00019811-0.00037654i,0.00089983-0.00025381i,0.0011715+0.00035634i,0.00023694+0.00048936i,6.6732e-05+0.00036744i,-3.7031e-05+0.00032444i,-0.00031015+7.8742e-05i,7.504e-05+0.00019346i,0.00049654+0.00029639i,0.00046881+0.00029714i,-0.00077662-0.00017389i
0.0018796+0.00055322i,0.002189+0.00010787i,0.0020298-0.00099215i,0.00086942-0.0016335i,-0.00065552-0.001013i,-0.00091037-0.00026875i,7.9334e-05+0.00047074i,0.00057872+0.00043346i,0.00048506-0.00053391i,0.00072018-0.00051848i,0.00049951-0.00025403i,-0.00030371-0.00039179i,-0.00034513+2.3568e-05i,0.0001425+0.00026007i,8.7501e-06+0.00012408i,-0.00028388-0.0004959i,-0.00020339-0.00033159i,-0.00020232+0.00065483i,4.2651e-05+0.0012061i,-2.1573e-05+0.00078986i,-6.3673e-05-4.6364e-05i,0.00041601+2.7748e-05i,0.00028324+0.00021784i
0.00016442+8.0423e-05i,0.0011601-0.00010647i,0.0018303+0.00043138i,0.002255-8.8958e-05i,0.0018313+0.00021099i,0.00092435+0.00037047i,0.00024975+0.00014406i,0.00014451+0.00013229i,0.00016757-8.3979e-05i,-0.0002846-0.00013537i,-0.0006978-0.00083066i,-0.00072511-0.00062037i,-0.00042434+0.00034412i,-0.0002939+0.00069243i,0.0001233+0.000279i,0.00071189-0.00026226i,0.00030479+0.00022521i,-0.00072115+0.00042193i,-0.00089128+0.00010265i,-0.00020825+0.00068619i,0.00013813+0.00087335i,0.00035486+0.00097011i,0.00062972+0.0013987i
0.00038857-0.00087323i,0.0010519-0.0018183i,0.00052458-0.0020988i,-5.7565e-05-0.0022949i,-1.7792e-06-0.0023283i,-0.00069254-0.0013725i,-0.00053332-0.0005105i,-0.000583-0.00025359i,-0.0012041-0.0014611i,-0.0014299-0.0018495i,-0.0011026-0.0010641i,7.4687e-05-0.00029064i,0.00046959+5.0106e-05i,0.00035943+0.00020382i,0.00024975+0.00010946i,-0.00014428-0.00054445i,-0.00063069-0.00065809i,-0.00035373+6.1645e-05i,-0.0001888+0.00015537i,-0.00017266-0.00044043i,-0.0003667-0.00080138i,3.7044e-06-0.00033754i,0.00078108+0.00054207i
0.0013241-0.00022326i,0.0025081-0.00093038i,0.0022691-0.0010957i,0.0012133-0.0010993i,1.6303e-05-0.00029766i,-0.0003565+0.00070223i,-1.4326e-05+0.0010575i,9.7947e-05+0.0002107i,9.5918e-05-0.0010058i,0.00026445-0.0012203i,0.00018664-0.0011369i,-5.2766e-05-0.00058915i,-0.00022469+0.00027045i,-0.00062333+0.00029223i,-0.00072283+0.00018638i,-0.00077575+0.0004807i,-0.00033448+0.00044808i,-2.0837e-05+0.00055329i,-0.00048338+0.00093857i,-0.00031356+0.00078423i,0.0004321+0.00064508i,0.00018287+0.00019344i,0.00019856-8.3878e-05i
0.00027651-0.00074317i,-0.0013444-0.0011014i,-0.0016952-0.0012491i,-0.0015008-0.00043492i,-0.0015301+0.00074931i,-0.00079239+0.0010884i,-0.00051133-9.4394e-05i,-0.00069279-0.00085173i,-0.0009956-0.00071935i,-0.0011633-0.00054317i,-0.00068815-0.000706i,0.00023202-0.00037831i,0.00042368-0.00015116i,-7.0624e-05-0.00046281i,-0.0004584+1.807e-05i,2.585e-05+0.00013588i,0.00093886+1.6297e-05i,0.00029489+0.00025406i,-0.0011063-0.00067644i,-0.00072313-0.0011769i,-0.00014574-0.00085786i,-8.459e-05-0.00076508i,4.3456e-05-0.00049559i
0.0014137-0.001284i,0.0013168-0.002317i,0.0014951-0.0024057i,0.0013939-0.0019006i,0.00086462-0.0013547i,0.00051279-0.00028504i,9.5462e-05+0.00026051i,-5.6139e-05+0.00015885i,-0.00017237-0.00017878i,-0.00045476+4.9474e-05i,-0.00035251-5.6045e-05i,-0.00028407-0.00025248i,0.00053863+0.00042026i,0.00071838+0.00079205i,0.0006091+0.00078478i,0.00016217+0.0001934i,-0.00024193+0.00016397i,-0.00057236+0.00042433i,-0.0012253-0.00028007i,-0.00039874-7.7979e-05i,-0.00026209-0.00012226i,-0.0010641-0.00085245i,-0.00052077-0.00029987i
-0.00065403-0.00073156i,-0.00097685-0.0013978i,-0.00017298-0.0001402i,0.00026662+0.00065374i,-5.3725e-05+0.0010405i,0.00014466+0.00091146i,0.00020611+0.00087982i,0.00078678-3.6429e-05i,0.00071148-0.0014547i,0.00021013-0.0011374i,0.00048739-0.00042934i,0.00041131-0.00017816i,3.9102e-05-2.2213e-05i,0.00023709+0.00031127i,0.00047121+0.00053368i,0.00077183+0.00047721i,0.00052896+0.00030985i,0.00014379-0.00037722i,5.1344e-05-0.00047991i,0.00025419-0.00042248i,-9.7004e-05-0.0005942i,-0.00010507-9.8829e-05i,0.00063195+0.00013154i
0.0014534+0.00029758i,0.0018099+0.00020857i,0.0016941+0.00014841i,0.00010723+0.0002567i,-0.00074361+0.00029803i,0.00020698+0.00034675i,0.00079839+0.00054878i,0.00015204-0.00038058i,-0.00063597-0.0010619i,-0.00035058-0.00062917i,0.0001924+9.7989e-05i,0.00011951+2.9907e-06i,0.00040254+0.00023648i,0.00011331+0.00044242i,-0.00011262+1.3248e-05i,0.00034529-0.00024398i,0.00052407-0.0002234i,0.0004892-0.0002545i,-2.0634e-05-0.00036426i,-0.00010536-0.00081505i,-5.9476e-05-0.00067913i,-0.00010168-0.00026848i,0.00039447-0.0001678i
0.001435-0.00042029i,0.0015667-0.0017855i,0.002115-0.0028675i,0.0018142-0.0026762i,0.00031204-0.0018536i,-0.00077726-0.00051563i,-0.00051827+0.00050224i,0.00010847+0.00078856i,0.0005717-0.00025211i,0.00089489-0.0013313i,0.00037266-0.001201i,-0.00046391-0.0010805i,-0.00076557-0.00091224i,-0.00057506-0.00010169i,-0.0004588+0.00056342i,-0.00066361+0.00023824i,-0.00061373+9.818e-06i,1.672e-05+0.00027196i,0.00040576+1.981e-05i,0.00053569+3.8085e-05i,0.00066079+4.8625e-05i,0.0011126+0.00043784i,0.0013224+7.9799e-05i
0.0010701-0.00026498i,0.0022662-7.8852e-05i,0.002576-0.00016238i,0.00042377-0.00019016i,-0.00075974+0.00018374i,-0.00051594+0.00017417i,-0.00058932+0.00029538i,6.7629e-05+5.5003e-05i,0.00059683-0.00069377i,-2.3605e-05-0.00077903i,-0.00094856-0.00059154i,-0.0016006-0.00033011i,-0.0010474+0.00022762i,-1.3418e-06+0.00026702i,0.00065796+1.6677e-05i,0.0010771-2.8839e-05i,0.00090023-0.00043778i,-7.0519e-05-0.00033575i,-3.2467e-05+0.00010171i,0.0010316-0.00024793i,0.00099804-0.00031803i,0.00024685+0.00016687i,0.00089446+0.00024331i
