0.0017102+0.00010096i,0.001002-0.0012875i,0.0012652-0.002388i,-0.00026588-0.0018233i,-0.0026798-0.00034547i,-0.0029302+0.0012042i,-0.0014523+0.0019475i,-0.00026052+0.0019905i,0.00013743+0.00049946i,-0.00016194-0.000633i,-0.00074847-0.0011755i,-0.0014966-0.00089452i,-0.0012294+0.00040658i,-0.00077217+0.0010349i,-0.00053444+0.0006348i,0.00039088+0.00030897i,0.00086929-0.00047166i,0.00052272-0.00064367i,0.0009334-1.915e-06i,0.0014201+0.00032196i,0.0010231-0.00040432i,0.00056251-0.0010101i,0.00016799-0.00070177i
0.0005264-0.0013066i,-0.0013457-0.001314i,-0.0020365-0.00093082i,-0.002401+0.00063381i,-0.0028235+0.00093952i,-0.0027793+0.00059887i,-0.0020194+0.0010997i,-0.00029541+0.0005067i,0.0008174-5.0875e-05i,0.00078499-0.00056762i,0.00059095-0.00093568i,0.0004813-0.00088968i,9.0397e-05-0.00036117i,-0.0006354+0.00020396i,-0.00044734-0.00044669i,0.00042288-0.00072841i,0.00049207+0.00035708i,9.1248e-05+0.00051373i,-7.0177e-05-0.00032652i,-5.1102e-05-0.00078353i,-2.7318e-05-0.00056862i,-0.00029986-0.00017095i,5.4752e-05-4.1726e-05i
0.0010702+0.00050642i,0.0007417-0.00019115i,0.0011878-0.0023267i,0.00013532-0.0033831i,-0.0013319-0.0023818i,-0.0013732-0.00079112i,-0.00067999-0.00019124i,0.00049896-0.00014266i,0.0010952-0.00044381i,0.0006713-0.00044461i,4.7754e-05+0.00027738i,-8.6841e-05+0.00016269i,-0.00051178-0.00030628i,-0.00038633+0.0003871i,-0.00050809+0.00074215i,4.5311e-05+0.00014878i,0.00058271+0.00047629i,0.00025635+0.0007427i,0.00023769+0.00059618i,3.9551e-06+0.00046037i,-0.00014312+0.00053511i,-0.00076991-1.4452e-05i,-0.0010493-0.00043336i
0.0003092-0.00084874i,-0.00043405-0.00061972i,-0.0007831-0.00038365i,-0.00041753+6.6918e-06i,0.00022742+0.00029709i,0.00048715+0.00081169i,0.00063477+0.00083344i,0.0010479+0.00044197i,0.000832+0.00023725i,-0.00087324+0.0003837i,-0.0017436+0.00033788i,-0.00084251+0.00022668i,-2.91e-05+0.00015533i,6.3893e-05-0.00026523i,-0.0001297-0.00034283i,0.00016382-0.00051189i,0.00013557-0.00028825i,-0.00071667+0.00060541i,-0.00030673+0.0013241i,-0.00033202+0.0012443i,-0.00048028+0.00070391i,0.0001194-0.00023357i,0.00020298-0.0005233i
-0.0025885+0.00095311i,-0.0023226+0.0010384i,-0.0026688+0.00078224i,-0.0024519-7.4668e-05i,-0.0020895-0.00076094i,-0.001079-0.00087172i,-7.9108e-05-0.00047938i,0.00076612+1.7995e-05i,0.00096562+8.2486e-05i,0.00062393-0.00016332i,0.00059308-0.00057208i,0.0005211-0.00086566i,0.00047317-0.00080076i,0.00057228-0.00025371i,0.00012192+0.00035194i,-0.00048291-2.8199e-05i,-0.00029518-0.00031186i,-0.00030213-0.00019065i,-0.00036331+0.00011896i,-0.00027251+0.00013903i,-0.00058464+4.7386e-05i,-0.00055629-0.00046586i,0.0005206-0.0008332i
0.00018864-0.0011398i,0.00081204-0.0015657i,-0.0001567-0.0015391i,-0.0018638+0.00032307i,-0.0022134+0.0011709i,-0.0010532+0.00054215i,-0.00035359-5.0488e-05i,-1.291e-05-0.00015093i,-0.00016061-0.00019224i,-0.00049116-3.3768e-05i,-0.00061901-8.9567e-05i,-0.00046931+4.1697e-05i,0.00013219+0.00041757i,0.00034594+0.00069949i,-0.00020702+0.00044516i,-0.00011201-0.00066302i,0.00081316-0.0013404i,0.00078635-0.0011886i,0.00048729-0.00076138i,0.00059229-0.00030828i,-0.000221-0.00049566i,-0.0014524-0.00061223i,-0.0011043-0.00034977i
-0.00068441+0.00010742i,-0.0011314-0.00081157i,-0.0011214-0.0015614i,-0.0012714-0.0015675i,-0.0012534-0.00097716i,-0.00053405-0.00045578i,0.00016931+0.00045397i,0.00042829+0.00077353i,-7.7148e-05+0.00011695i,-0.00040659-0.00028386i,1.0416e-05-9.9881e-05i,0.00042373+0.00017046i,0.00052919-7.7176e-06i,0.00090914-0.00028668i,0.0010191-0.00041366i,0.00093913-0.00022048i,0.00011766+2.658e-05i,-0.00088429+0.00011335i,-0.00079069-0.0003745i,-8.0562e-05-0.00058043i,0.00055248-0.00028106i,0.00035593+0.00017762i,0.00025464+0.00059169i
-0.00055039-0.0016905i,-0.00086362-0.0021394i,-0.0025122-0.003575i,-0.0030319-0.0025083i,-0.0028993-0.00030108i,-0.0020764+0.00015915i,-0.00081619-0.00033887i,-3.3206e-05-0.00093318i,-2.026e-05-0.0005391i,-0.0010107-0.00021704i,-0.00081887-0.0003994i,-0.00062794-0.00041071i,-0.00062735-0.0004578i,0.00013489-0.00023733i,0.00031636+8.3872e-05i,0.00062874+0.00011717i,0.00042795+0.00011961i,2.5828e-05+0.00027189i,-1.8117e-05+0.00023823i,0.0005965+0.0003533i,0.00087564+0.00057442i,0.00052179+0.00056243i,3.3211e-05+0.00047918i
0.0018937-0.00031286i,0.0017584-0.00013444i,0.00076257-9.1267e-06i,5.6933e-05-0.00050678i,-0.00058779-0.0014009i,-0.00095851-0.0011638i,-0.00074146-0.00059699i,-0.00072485-0.0006596i,-0.00054358-0.00074713i,-0.00043247-0.00060137i,0.00030739+4.2629e-06i,0.00021716-0.00012779i,-0.0007825-0.0010636i,-0.00088435-0.00083313i,-0.0010214+9.011e-06i,-0.000876+0.00024076i,1.3205e-05-0.0002796i,0.00044728-0.00053671i,0.00048512-3.357e-05i,4.1094e-05-0.00034469i,-0.00025867-0.0017083i,1.5704e-05-0.0017739i,0.00025975-0.00039911i
-0.0015147-0.00082728i,-0.0027235-0.0011215i,-0.0041986-0.00073445i,-0.0040595+0.00028949i,-0.003389+0.00026465i,-0.0014095-0.0002974i,0.00035404-0.00037751i,0.00035942-0.0005915i,-0.00038094-0.00024052i,-0.00054245-0.00015777i,-0.00033933-0.0005789i,-0.00027645-0.00048024i,-0.00064203-0.00011915i,-6.5212e-05-0.00019177i,0.0011648+0.00017531i,0.0014765+0.00028054i,0.0010507-0.00016862i,0.00070115-3.8437e-05i,0.00041875+0.00014379i,-6.2582e-05+0.00041186i,-0.00033825+0.000373i,-0.00035825+2.2072e-05i,-0.00021959+0.00022334i
-0.00050213+0.0004325i,-0.00027385+0.00070728i,-0.00016814+7.9647e-05i,-0.00052335-0.0012363i,0.00036417-0.0013429i,0.00012262-0.00060641i,-0.00023044-0.00024557i,0.00055653-4.4573e-05i,0.0006674-0.0001855i,-0.00015225-0.00061214i,-0.00026963-0.00046189i,0.00016266-2.5648e-05i,0.00021623-0.00038006i,-0.00034049-0.00082516i,-0.00063335-0.00026522i,-0.00036886-6.173e-05i,0.00042594-0.0005377i,0.00033775-0.00073256i,-0.0004909-0.00066568i,-6.8157e-05-0.0008629i,1.3372e-05-0.00070427i,-0.00024945+0.00013251i,-0.0002272+0.00053017i
0.00076898-0.0015728i,0.00038156-0.0018885i,-0.0016388-0.001676i,-0.0021634-0.002353i,-0.001664-0.0019052i,-0.0013015-0.00036811i,-0.00021276+0.000339i,0.00061022-4.8033e-05i,0.00043636-0.00079409i,0.0001568-6.831e-05i,0.00041335+0.00097208i,0.00059384+0.00050671i,-0.00014329+4.3931e-05i,-0.00018171+0.00036509i,0.00072988+0.0013519i,0.00029021+0.0013178i,-0.00049794-0.00016166i,-0.00056649-0.00073171i,-0.00030908+0.00011802i,-0.00032998+0.00070275i,-0.0007307+0.0010071i,-0.00060919+0.00043767i,-0.00040365+0.00014353i
0.00043366-1.8027e-05i,-5.5989e-05-0.00014397i,-0.0013015-0.00070956i,-0.0021984-0.0013322i,-0.0018013-0.0020367i,-0.00048528-0.001738i,-0.00061994-0.00084987i,-0.00063543+0.000123i,-0.00040885+0.00073679i,2.7503e-05+0.00063896i,0.00074673-6.1077e-05i,0.00092438-0.00070664i,0.00084306-0.00084021i,-5.6029e-06-0.00041984i,-0.00071822-0.00083335i,-0.00014776-0.0014074i,0.00029811-0.00091889i,0.00024696-0.00060686i,0.00012082+3.2594e-05i,-0.00045513+0.0009103i,-0.00061028+0.00068909i,-0.00059925-0.00051761i,-0.00074675-0.00059559i
-0.0010086+0.00041177i,-0.0015757+0.0002901i,-0.0016808+0.00015563i,-0.0015883-0.0010287i,-0.0019631-0.0022115i,-0.0012621-0.0015813i,-0.00026115-0.0003081i,-0.00032148-0.00013913i,-4.2543e-05+0.00021026i,4.9952e-05+0.00065664i,-0.00069287+0.0002896i,-0.0010884+0.00010604i,-0.00014576+0.00018733i,0.00014651+6.2185e-06i,0.00018466-0.00020236i,0.00062746+7.1256e-05i,-0.00021966+0.00060675i,-0.00057437+0.0007049i,-6.7678e-05+0.00077099i,0.00021031+0.00042691i,0.0009101+0.00037698i,0.00088412+0.00071935i,0.00010715+0.00068976i
0.00075278-0.00036661i,0.00019803-0.00085088i,-0.00086541-0.00016412i,-0.0025224+0.00021104i,-0.0028869-0.00045479i,-0.0010085-0.00022767i,0.00040589-0.0001177i,0.00014704-9.8892e-05i,-0.0011717+0.00056573i,-0.0013109+0.00061643i,-0.0003735+0.0002871i,-0.00011085-0.00052182i,0.00058391-0.0010888i,0.00085614-0.00053281i,8.4049e-06+6.4134e-05i,-0.00045195+0.00037109i,-0.00028123+0.00097891i,-0.00034263+0.00082029i,4.468e-05-0.0002305i,-1.9394e-05+0.00025041i,-0.00084746+0.0012689i,-0.00076423+0.00068182i,-0.00017653-0.00015213i
0.00047158-0.0016055i,0.00050675-0.0024462i,-9.574e-05-0.0030663i,-0.00079346-0.0024906i,-0.00098537-0.002091i,-0.00013641-0.0015622i,0.0004149-0.0007591i,9.3467e-06+0.00045295i,-0.00021233+0.00086932i,-0.00043147+0.00088184i,-0.00059734+0.00049373i,-2.2672e-05+0.00021074i,0.00071518+0.00064041i,0.0013313+0.000659i,0.0017119+0.00017973i,0.0011676-0.00030293i,0.00013055-0.00040812i,0.00023647-0.00018004i,0.00066492+0.00067811i,0.0002356+0.00060987i,-0.00040346+0.00012876i,-0.00021479-2.8431e-05i,0.00041125+0.00015929i
0.00070893-0.0011799i,-0.00074189-7.2077e-05i,-0.002327-0.0012165i,-0.003016-0.0023901i,-0.0032471-0.0020783i,-0.001995-0.0006086i,-0.00056499+0.00032845i,0.00038976-0.00029173i,0.00057556-0.0012184i,0.00024123-0.0011862i,-0.0005131-2.2194e-05i,-0.00078888+0.0004081i,-0.0003938-8.3674e-05i,-0.00014356+0.0002209i,1.0547e-05+0.0011557i,0.00040735+0.00062459i,0.00038004+0.00012916i,-0.00015851+0.00025164i,-0.00050827+0.00069976i,0.00014166+0.00055948i,0.00028963-0.00029955i,-0.00020008-0.00026311i,-4.7973e-05+0.00021659i
-0.0018476-0.0013777i,-0.0014827-0.0016159i,-0.0021569-0.00053046i,-0.0021104+0.00061892i,-0.0012398+0.0011678i,-0.00064012+0.00077164i,-5.8806e-05+0.00037916i,-0.00033211+0.00021348i,-0.00029318+0.00043217i,-0.00024988+0.00061291i,3.0465e-05+1.4156e-05i,0.00037785-0.00089706i,0.00038903-0.0010912i,0.0010607-0.00055699i,0.0015533+0.00021925i,0.00084649+0.00071982i,0.00020467-0.00013667i,0.00044263-0.001006i,0.00034359-0.00023092i,-0.00046831+0.00066921i,-0.00042658+0.00013371i,-0.00010064-0.0003581i,0.00023999-0.00030606i
0.00011369-0.0012481i,-0.0010396-0.001181i,-0.001024-0.0011831i,-0.00079232-0.0024013i,-0.00090477-0.0027937i,-0.00098297-0.0012968i,0.00018564-1.3113e-05i,0.00079978+0.00077668i,0.00028756+0.0010607i,0.00029908+0.00096866i,0.00031107+0.00087186i,1.6021e-05+0.00069162i,0.00012414+0.00047923i,0.00049862-0.0004762i,0.00054544-0.0017501i,0.00034045-0.0012407i,-0.00012857-0.0002642i,-0.00030489+0.00015382i,-0.00036335+0.0003749i,-0.00054675+0.00021007i,-0.00025827-8.2411e-05i,8.3843e-05-0.00024211i,-0.00035111-0.00047862i
0.00080282-0.00048005i,0.00081819-0.00036386i,-0.0006765-0.00056848i,-0.0018153+9.4842e-05i,-0.0015327+0.0014202i,-0.00085981+0.0015079i,-0.00041445+0.00084761i,-0.00066289+0.00084601i,-0.0004674+0.00029905i,9.5534e-06-0.00023915i,0.00022724-0.00027638i,1.5348e-05-0.00038867i,-0.0004226+0.00039391i,-0.0002998+0.001237i,-0.00015526+0.0009981i,-0.00015828+0.00045889i,0.00016532+0.00024013i,0.00023746+0.00030306i,-0.00082192+0.00039356i,-0.00061916+0.000423i,4.2306e-05-0.00025312i,-2.5401e-05-0.00043623i,-0.00028139-7.442e-06i
-0.0014915-0.002694i,-0.0016191-0.0023787i,-0.0026224-0.0017678i,-0.002149-0.00072128i,-0.00020098-0.00056732i,0.00069432-0.0014247i,0.00080401-0.0013193i,0.00062197-0.00037378i,1.4979e-05+9.2431e-05i,-0.00013867+0.00028348i,0.00052022+0.00050611i,0.00091455+0.00073143i,0.00092099+0.00071303i,0.0011934+1.5344e-05i,0.0012536-0.00038367i,0.00087976-1.1969e-05i,0.00053379+0.00013349i,0.00040596+6.5325e-05i,0.0003363-2.98e-06i,0.00028107-0.00051926i,-8.8154e-05-0.00082969i,-0.00029635-9.3446e-05i,0.00027804+0.00060274i
0.00051109-0.0011195i,0.00062908-0.0015295i,-0.00040719-0.0014472i,-0.0021947-0.00095329i,-0.0026864-0.00127i,-0.0026436-0.00075636i,-0.0015629+0.00032624i,-6.0035e-05+0.00019259i,0.00011915-0.00012427i,-4.0361e-05-0.00037327i,0.00015107-0.00040614i,0.0010139-4.7615e-05i,0.0011961-0.00029929i,0.00021297-0.0004466i,-0.00052127+9.5296e-05i,-0.00095061-0.00028391i,-0.00043644-0.0010449i,0.00026934-0.0011582i,0.00022578-0.00046661i,0.00077533+0.00056942i,0.00090939+0.0014451i,1.3859e-05+0.0014025i,-0.0005081+0.00078115i
-0.00057473+0.00069408i,-0.00089514-0.00011668i,-0.00034681-0.00050516i,0.00078539-3.6647e-05i,0.0013226+0.00026355i,0.00088024-0.0004828i,0.00028157-0.00064836i,9.404e-05-0.00051853i,0.00012069-0.0001195i,0.00024882+0.0002053i,0.00025905+0.00010428i,0.00013729-8.2913e-05i,0.0004208-0.00028606i,0.0002847-0.00081459i,-0.00090667-0.0010503i,-0.00042255-0.0011872i,0.00067127-0.00094218i,0.00038229-0.00095241i,0.0003292-0.00025535i,0.0001488+4.4002e-05i,-0.00029398-0.00027843i,-1.325e-06-0.00014683i,0.00042308-0.00028075i
-0.0011402+0.00045049i,-0.0014131+0.00010848i,-0.0015019+0.00044359i,-0.00082068-0.00020487i,-0.00022181-0.0012904i,8.6718e-05-0.0017065i,0.00055992-0.0011729i,0.00042811-6.3416e-05i,-0.00011999+0.00038953i,-0.00020369+0.00084275i,0.00019151+9.6786e-06i,0.00053023-0.0010198i,-8.8824e-05-0.00067504i,-0.0010658-0.00021155i,-0.0010742-0.00071387i,-4.162e-05-0.0010753i,8.3624e-05-0.00047737i,-0.00062913+5.8219e-05i,-0.0008676+0.00020498i,-0.00053405+0.0010182i,0.00016915+0.0012535i,0.0011053+0.00048798i,0.0010275-0.00021904i
-0.0017576-0.00027236i,-0.0014363-0.00035271i,-0.0013848-0.00059825i,-0.0019336+0.00027003i,-0.0022265+0.00063957i,-0.0019279-0.00038363i,-0.0013901-0.00019473i,-0.0011938+0.00075056i,-0.00096932+0.00015875i,-0.00014755-0.00046389i,5.9735e-05-0.00079948i,-0.00012842-0.0014321i,0.00037871-0.0014047i,-9.5611e-05-0.00096738i,-0.0003842-0.00042573i,6.1708e-05+0.00040907i,-0.00026079+0.0005758i,-0.00017852+0.00024597i,0.00046716+0.00032911i,0.00055774+5.4035e-05i,0.00012231-0.00024445i,-0.00015409-4.3057e-05i,-0.00017437-0.00032265i
0.00062382-0.0020617i,0.00071907-0.0022381i,0.0010205-0.0028559i,0.00084227-0.0026163i,4.7432e-05-0.0018011i,9.0049e-05-0.00080859i,0.00026066+0.00035232i,0.0001624+0.00088411i,3.0427e-05+0.00022248i,-1.57e-05+6.6473e-05i,-0.00086396+0.00050573i,-0.0012484+0.00021015i,-0.00043284+0.0007017i,0.00058191+0.0012545i,0.0011236+0.00099892i,0.0012868+0.00072902i,0.0010796-0.00012624i,0.00061613-0.00044234i,9.8948e-05-0.00015579i,-0.00019576-0.00029184i,-0.00037636-0.00055624i,-0.00028187-0.00079461i,-0.00050954-0.00038122i
-0.0018161-0.00070919i,-0.0030913+0.00018001i,-0.0041601+0.00051747i,-0.0042555-0.00023637i,-0.0028312-0.0010389i,-0.0018228-0.0014018i,-0.0014229-0.00096566i,-0.00093969-0.00095622i,-0.00084696-0.0010602i,9.2511e-05-0.00042172i,0.00038669+7.4585e-05i,7.4141e-05+0.00046349i,0.00014254-0.00018756i,0.00023206-0.0011968i,0.00030889-0.0015421i,-3.2791e-05-0.001398i,-0.00081374-0.00085711i,-0.0012013-0.00022957i,0.00010492+1.0643e-05i,0.00097205-0.0001896i,0.00032621-9.7526e-05i,-3.5151e-06+0.00041591i,4.2156e-05+9.7023e-05i
-0.00031348-0.0018806i,-0.00094807-0.0015228i,-0.0015964-0.0011737i,-0.0017265-0.001691i,-0.0014397-0.0013186i,-0.00094601-0.00015765i,-0.0005022+0.00042843i,-0.00068547+0.00045476i,-0.00091238-9.5358e-05i,-0.00039471-0.00054408i,-3.5531e-05-0.00044284i,-2.1341e-05-0.00046836i,0.00076428-0.00078319i,0.0012647-0.00059214i,0.00033677+0.00026691i,5.8084e-05+0.00088628i,0.00032315+0.00061064i,0.00058823+0.00030516i,0.00046194+0.00023827i,-0.00076521+0.00053276i,-0.0016431+0.00072942i,-0.0015062+0.00094939i,-0.00068522+0.00039031i
-0.00036087+0.00018952i,-0.00034132+0.0013245i,-0.00055294+0.0016187i,-0.0010853+0.0004112i,-0.0013196-7.785e-06i,-0.0002734-0.00014702i,0.00032297+0.00035584i,0.00052238+0.00094843i,0.000741+0.00066544i,0.0005131+0.00013808i,0.00035463-0.00040908i,-0.00035053-0.00017647i,0.00019673+0.00075943i,0.0006735+0.0002168i,0.00061182-0.00081273i,0.00054255-0.00064651i,0.00013033-0.00079492i,0.0004885-0.00094322i,-0.00017286-0.0010551i,-0.0015-0.00053474i,-0.0011967+0.00034843i,-0.0003214-0.00027614i,0.00039306-0.00062116i
-0.00075749-0.0022761i,-0.00050374-0.0027074i,-0.0028565-0.0025497i,-0.0031149-0.0012142i,-0.0019799+0.00024779i,-0.0012701+0.00033986i,-0.00045314+0.00047145i,2.6995e-05+0.00074726i,-7.0785e-05-4.0594e-05i,-0.00023054-1.5033e-05i,-0.00023536+0.00030221i,-0.0006688-0.00028154i,0.00026983-0.00031778i,0.0010503-4.2015e-05i,0.00092876-0.00028865i,0.00057353-0.00042735i,0.00013682-7.1288e-05i,0.0008192-0.00045351i,0.00059911-0.00063079i,-0.00035296-0.00059932i,-1.5497e-05-8.6989e-05i,0.0001646+0.00060914i,0.00011612+0.00063036i
0.00021728-0.0019721i,-0.00056828-0.0020452i,-0.0016439-0.0027096i,-0.0013642-0.0029666i,-0.0011857-0.0021797i,-0.00075552-0.0019651i,0.00013205-0.0014479i,-6.4347e-05-0.00048123i,-6.8099e-05-0.001174i,9.5936e-05-0.00068827i,0.00014856+0.00044987i,0.0013539+4.2773e-05i,0.00144+0.00011679i,0.00051404+0.0002907i,0.0006694-0.00013319i,0.00047571-0.0003518i,0.00063541-0.00022936i,0.0007734-2.3535e-05i,0.00063728+0.00037183i,0.0008313+0.00078506i,0.00063767+0.00083565i,0.00030329+0.0012664i,7.8938e-05+0.0011323i
-0.00025655+0.0012256i,-8.5811e-05+0.0011696i,0.00013539+0.0020537i,-0.00094006+0.0024408i,-0.001408+0.00034549i,-0.00038638-0.00087774i,-0.00037676-0.00021642i,-0.00079118+2.675e-05i,-0.00018081-0.00015375i,0.00068405-0.00017777i,0.00080582-0.00048726i,-0.00052639-0.0010392i,-0.0012441-0.00046576i,-0.00097265+0.00046914i,-0.00049086+0.00054745i,-0.00057159+0.00015851i,-0.00030614-0.00081611i,0.0003891-0.00080518i,0.00070297-0.00014548i,0.00065284-3.9496e-05i,0.00073023+0.00060726i,0.00049763+0.0011821i,5.6674e-05+0.00055509i
-0.0014381-3.6383e-05i,-0.0018149-0.00085507i,-0.0023176-0.0017208i,-0.0020899-0.0026194i,-0.0019729-0.0017113i,-0.0016369-0.00073993i,-0.00062919+3.3779e-05i,9.4469e-05+0.00062441i,0.00040387+0.00086853i,0.00049959+0.00092023i,0.00030774+0.00049361i,8.4255e-05-0.00039489i,5.6256e-05-0.00047011i,-9.1289e-05-0.00012373i,-0.00015793-0.00076735i,5.9414e-05-0.00041387i,0.00033074+0.00058422i,0.00043481+0.00016055i,0.00024655-0.00052915i,0.0001257-0.00031462i,1.9471e-05-0.0005702i,0.0004424-0.00061937i,0.0014515-0.00036764i
0.00047567-0.00041937i,0.0011766-0.00097866i,0.00087852-0.00099443i,-0.0010975-0.0012166i,-0.0023298-0.0015599i,-0.0016157-0.00098738i,-0.001132-0.00037493i,-0.00021695+0.00027915i,-9.7462e-05+9.0861e-05i,-0.00014116-0.00014882i,0.00038713+0.00020026i,0.00013436+0.0010739i,1.0927e-05+0.00073995i,-0.00016201+0.00022514i,-8.4349e-05+0.00044817i,0.00039933+0.00052932i,-8.1873e-05-2.9961e-05i,-0.00059816-0.00012215i,-0.00020796+0.00013884i,0.00016164-0.00028838i,-0.00018987-0.00096148i,-0.00042612-0.00052043i,-0.00049942-1.7794e-05i
0.0010991-0.00035793i,-6.2834e-05-0.00089737i,-0.00055384-0.0013442i,-0.00010373-0.0011373i,-6.5951e-05-0.00099807i,-0.00031992-0.00023556i,-0.0005687+0.00015009i,-0.00017446-0.00012396i,0.00024843+3.4686e-05i,-0.00053017-0.00018984i,-0.00045054-0.00049945i,0.00030974-0.00059127i,0.0002178+2.0361e-05i,-0.00036922+0.00035889i,-0.00017263-0.00048782i,0.00034623-0.00075349i,0.00019616-0.00088478i,-0.00032407-0.00075327i,-0.0010626+0.0002928i,-0.0010183+0.00032917i,-0.00061568-0.00022345i,-0.00075236-0.00085607i,6.0772e-05-0.0012135i
-0.00058221-0.00070935i,-0.00010346+0.0005094i,-0.00069933+0.0013i,-0.0017894-0.0002933i,-0.0016756-0.0017715i,-0.00061876-0.0010714i,-0.00036616-0.00040683i,-0.00042717-0.00028728i,0.00069236-0.00030442i,0.00094537-7.3772e-05i,-0.00032972+7.1798e-05i,-0.00079323-0.00034856i,-0.00029431-0.00061277i,0.00030223-0.00061859i,0.00087651-0.00081874i,0.00080113-0.00043659i,0.0010444+0.00017559i,0.00096964+0.00026123i,-8.2995e-05+0.00039233i,-0.00028543+0.00063551i,0.00012879+0.00068232i,-0.00050253+6.483e-05i,-0.00037284-0.00065609i
-0.00033166+0.0011841i,-0.0010298+0.00058844i,-0.0016102-0.00097593i,-0.0013713-0.0014823i,-0.00083737-0.0011871i,-0.00080279-0.00057177i,-0.00070423+0.00040605i,-0.00018418+0.00069628i,0.00036572+0.00021467i,0.00024275-9.6893e-05i,-0.00061679-0.00027083i,-0.0015687+6.0884e-05i,-0.0010683-0.00021492i,-0.00023814-0.0003437i,-0.00019643+0.00058533i,0.00058491+0.0010483i,0.00060906+0.0013498i,-0.00022485+0.00072443i,2.4143e-05-6.4266e-05i,0.00031219+0.00056408i,-0.00027799+0.00077866i,-0.00025203+6.5239e-05i,0.00072987-0.00054333i
0.00061452-0.00012966i,7.6239e-05+0.00017624i,-0.0012776+5.4716e-05i,-0.0021588-0.0016193i,-0.0015219-0.0026565i,-0.00019485-0.0015582i,0.00034466+4.2512e-05i,0.00053955+0.00017939i,0.00064251+5.937e-05i,0.00032316+0.00013411i,0.00063951+0.00031481i,0.00081808+0.00089012i,-0.00011763+0.00042401i,-0.0002158+0.00013741i,-0.00017668+0.00045432i,-0.00047078+0.00031703i,-0.00010954-3.4184e-05i,0.00023817-0.00034972i,0.00037358-0.00036155i,-0.00011032+2.2649e-05i,-0.00062158+0.00051867i,-0.0010843+0.0010112i,-0.0010774+0.0010096i
0.0010029-0.00016644i,0.00080514-0.0014381i,0.00011968-0.0027164i,-0.0011097-0.0024234i,-0.0022303-0.00173i,-0.0020773-0.001128i,-0.0003844-0.00062823i,0.00052625-0.00017506i,0.00072309+0.0002832i,0.00028003-0.00013307i,-0.00067161-0.0008007i,-0.0012387-0.00053708i,-0.00067701+0.00012923i,8.1397e-05+0.00056373i,0.00032155+0.0011805i,0.00054044+0.0014111i,1.2672e-05+0.00053693i,-0.00047545-9.9792e-05i,-0.00013477-8.5155e-05i,0.00018086-0.00015814i,0.0001707-0.00027242i,-1.4403e-05-0.00070444i,-4.8118e-05-0.00058789i
-0.00076757+0.00084406i,-0.00093161+0.00014309i,-0.00046789+0.00038691i,-0.00060425+0.00021443i,-0.0002597+8.6461e-06i,0.00047996+0.00025501i,0.00038032+0.0006116i,0.00025866+0.00048326i,0.00063951+1.0779e-05i,0.00062513+0.00024864i,0.00022815+0.00073148i,-0.00015978+0.0005708i,-0.00060559-0.00040844i,2.8412e-05-0.00074147i,0.00065372+6.5261e-05i,0.00039158+6.0383e-05i,0.00022603+8.5638e-05i,0.00028958+6.7396e-05i,0.00035914-0.00049647i,0.00023817-0.00099668i,-1.4898e-05-0.00049298i,0.00044815+9.6838e-05i,0.00040605-0.0002174i
-0.0029223-0.0027029i,-0.0032804-0.002452i,-0.0035557-0.0024753i,-0.0036243-0.0013995i,-0.0038374-5.3985e-05i,-0.0029828-0.00052851i,-0.0013354-0.00044203i,9.7527e-05-8.6474e-05i,0.00032405-0.00020033i,0.00019322-0.00023529i,0.00026558-0.00043932i,0.00071136-0.00052782i,0.00071452+0.00013195i,0.00079902+0.00070469i,0.0009811-3.0126e-05i,0.00048229-0.00044732i,0.00030992+0.00034029i,0.00085622+0.00019207i,0.001068-0.001036i,0.00068077-0.0010329i,0.00045806-0.00068707i,-1.3419e-05-0.00018995i,-0.00022977+1.8389e-06i
-0.00137-0.0010405i,-0.0011143-5.3468e-05i,-0.00077173+0.00088465i,-0.00074987+0.00053262i,-0.0011592-0.00080904i,-0.00091524-0.0010802i,-0.00040624-0.00058367i,-0.0002321-0.00013664i,-0.00025426-0.00033058i,-6.2377e-05-0.00034365i,-0.00022258+0.00044043i,-0.00047332+0.00052654i,-0.00033642+3.8317e-05i,-7.1921e-05-0.00056626i,-0.00015047-0.00073127i,-0.00047238-0.00021754i,-0.00021513+9.3329e-05i,-0.00044351+0.00019276i,-0.00121-7.9846e-05i,-0.0013495-0.00045582i,-0.00034009-0.00021416i,0.00041717+0.00017701i,1.5213e-06+0.00047325i
-0.00058739-0.00079215i,-0.00037531-0.0004778i,-0.00018436-0.00034071i,-0.001449-0.0011681i,-0.0023936-0.001665i,-0.0016114-0.00093265i,-0.00067335+0.00015016i,-0.00055765+0.00026231i,-0.00063593+0.00021799i,9.3101e-05+0.00043214i,9.4519e-05-6.1811e-06i,0.00016267-0.00030294i,-0.00010541-0.0004177i,-0.00049961-0.00021604i,-0.00018877-0.00047326i,0.0003381-0.00044876i,0.00019135-0.00014757i,-0.00060618-0.00014508i,-0.00064743-0.00045286i,-0.00026454-8.0079e-05i,-0.00036857+0.00067809i,0.00012974+0.0006564i,0.0011774+0.00022825i
