-0.00051432+0.00071713i,-0.00020986+0.00035285i,-0.00046615+7.1819e-07i,-0.00096465-0.00023542i,-0.0015368+0.00023789i,-0.0020118+0.00043877i,-0.0010923+0.0010339i,0.00030034+0.0020171i,0.001663+0.0013971i,0.0019025+0.0001032i,0.0015119-3.6861e-05i,0.00089807-6.6485e-06i,0.00011989-0.00029558i,0.00019277-0.00015561i,0.00054329+0.00046806i,0.00081794+0.001431i,0.00051224+0.0011957i,0.00010399-0.00035737i,0.00046452-0.001179i,0.00034601-0.00098729i,0.0001943+2.0984e-05i,-0.00042835+0.0010659i,-0.00097768+0.00093534i
-0.0010045-0.00014852i,-0.00077594+0.00034282i,-0.00033552+0.00052928i,-0.00037924+0.0010354i,-9.9006e-05+0.0011348i,7.7301e-05+0.00047614i,-0.00030363-7.3096e-05i,-0.00012061+6.4504e-05i,6.6706e-05+0.00014625i,0.00059221-0.00054995i,0.00038025-0.00059137i,-0.00027821-9.184e-05i,-0.00041362-0.00061815i,-0.00029054-0.00050715i,-0.00070651+0.00014355i,-0.00069054+0.00016703i,-0.00048883-0.00018737i,-0.00016782+0.00021066i,0.00010542+0.00065117i,0.00060665-0.00019688i,0.0012139-0.00069743i,0.0007766-0.00076864i,-0.00021513-0.00064174i
-0.00061709-0.00081632i,-0.00080236-0.0017086i,-0.00085854-0.0012357i,-0.0005495-3.3611e-07i,-0.0011994+0.00022672i,-0.0014943+0.00017401i,-0.00074498+0.00013512i,-0.00030172-0.00050927i,-0.00060578-0.0012495i,-0.00070246-0.0013386i,-7.5631e-05-0.00048192i,0.00016738+0.00016713i,9.404e-05-0.00043539i,0.00029395-0.00052748i,0.0008009+8.9096e-05i,0.0007986+2.652e-06i,7.4179e-05-0.0004236i,0.00039053-0.00099248i,0.00036914-0.00097573i,-0.00017118-0.00015447i,0.00032835-0.00018422i,0.00042126-0.00030324i,0.00039638+0.00010432i
0.0015657+0.0019543i,0.0019566+0.0014676i,0.0020057+0.0010881i,0.0015435-0.00086536i,0.00065104-0.0018389i,-0.00044484-0.0017499i,-0.00077492-0.0016904i,-0.0005777-0.00019376i,-0.00092724+0.00056595i,-0.00059307-0.00022277i,0.00085903-0.00067142i,0.0012406-0.00032015i,8.112e-05-0.00022626i,-0.00073461+0.00028513i,-0.00067938+0.00048551i,-0.0006708-0.00043522i,-0.00032607-0.00051854i,0.00032509-7.4876e-05i,0.00013734-0.00031466i,-0.00037144+0.0006338i,-0.00090026+0.001509i,-0.00063813+0.00072841i,-0.00043445+0.00069954i
0.0006294+0.0007035i,0.0010297+0.00029715i,0.00073171+0.00060574i,0.00096851+0.00037795i,0.0011826+0.00044971i,0.00097667+1.3968e-05i,0.00080089-0.00044037i,-0.00027233-9.6035e-05i,-0.00079857+8.0341e-06i,-0.00035218-0.00069046i,0.00043619-0.0010326i,0.00059626-0.00068878i,0.00010834-0.00089061i,-0.0002727-0.0013387i,0.00013169-0.00073206i,0.00059944+0.00026546i,0.00099244+0.00047562i,-3.3966e-05+0.00035057i,-0.0005958+0.00031908i,0.00037492-0.00025113i,0.00054317-0.00037176i,-0.00014665+0.00042764i,-0.00057515+0.00083174i
0.001601+0.0015319i,0.002159-0.00025577i,0.0027552-0.0011755i,0.0017758-0.0014129i,0.00027234-0.0016226i,-0.001116-0.0015982i,-0.0012229-0.0011309i,6.9437e-07-0.00036733i,0.0010306-0.00069109i,0.0014703-0.0011935i,0.0014463-0.00089171i,0.0011281-0.00079224i,0.0011225-0.0014602i,0.00097744-0.0016794i,-0.00017891-0.00062261i,-0.00018832-4.7089e-05i,0.0011349-0.0010332i,0.00066741-0.0012228i,-0.00080149-0.00098523i,-0.0012475-0.00048466i,-0.0010073-0.00010012i,-0.00019746+1.1362e-05i,-0.00022343-7.378e-05i
0.0022449+0.00090054i,0.0016163+0.0013692i,0.00072946+0.0014522i,0.00035648-0.00024814i,-0.00028883-0.0015893i,-0.0013468-0.001836i,-0.0015759-0.00117i,-0.00087769-0.0001722i,0.00024925-0.0003887i,0.00035572-0.001015i,0.00047305-0.00077878i,0.00042658-0.00060398i,-0.00049739-0.00077656i,-0.00017592-0.00081143i,-0.00013687-0.000391i,-0.00010542+0.00031898i,-0.00020805+0.00032505i,-0.00085634-0.00051174i,-0.00058329-0.00051413i,0.00020885-0.00032593i,0.00070928-0.00069719i,-1.4161e-05-0.00071961i,-0.00078331-9.2351e-05i
-0.0012995+0.00045353i,-0.0015494+0.00031598i,-0.00107+0.0007685i,0.000668+0.00069526i,0.0017317+0.00088228i,0.0015755+0.00038647i,0.00065525-0.0010616i,-0.00027474-0.0011358i,-0.00054603-0.0005093i,0.00032876-0.00057164i,0.0010883-0.00064866i,0.0011075-0.0007818i,0.00075646-0.0013455i,0.0005783-0.0014973i,0.00064868-0.00099537i,0.0011494-0.00081084i,0.0011523-0.00048219i,0.00035059+0.00017542i,-0.00062365+0.00050598i,-0.00065769+0.00058297i,0.00031741-0.00031068i,0.00065692-0.0011008i,0.00031608-0.00098396i
-0.00018721-0.00029879i,-0.00039305+0.00026154i,0.00026267+0.00015475i,0.00053928+0.00085904i,0.00066444+0.00012547i,0.00061241-0.0005531i,0.0004011+0.00038787i,0.00051748+0.00049694i,0.00011774-2.4911e-05i,-0.00088012-0.00043292i,-0.00063713-0.00055301i,-2.4436e-06-0.00025792i,0.00015776+0.00014689i,0.00016083+1.8074e-05i,0.00042948-0.0004249i,0.00027931+4.4817e-05i,-0.00014313+0.00055287i,-0.00032176+0.00015872i,-0.00067863+6.1703e-05i,0.00018256+0.00061872i,0.00099193+0.00076303i,0.00061093+0.000241i,0.00014822+0.00015507i
0.001372+0.00074194i,0.00096427+0.00039759i,0.00092726-0.00055237i,0.00099505-0.00070402i,0.00016165+0.00023679i,-0.00082144+0.00049465i,-0.00096968+0.0003908i,-0.00015085+0.00025089i,0.00011795-0.00024643i,-0.0003329-0.00078885i,-0.000796-0.0012493i,-0.00064925-0.00083844i,-0.00043317-0.00083688i,-0.00081679-0.0011676i,-0.00087208-0.00045427i,-0.00069721-3.0431e-05i,-0.00070314+0.00034935i,-0.00024495+0.00097302i,0.00014773+0.00079085i,0.0002437-7.4348e-05i,-0.00021603+0.00080481i,-0.00058852+0.0014521i,5.6498e-05+0.00034591i
-0.00050819+0.0019331i,-0.0017706+0.0006802i,-0.0015947+0.00042764i,-0.00045658+0.00031509i,0.00024072-0.0010298i,-8.9547e-05-0.0012276i,0.00025798-0.00092024i,0.00096746-3.9171e-05i,0.0010849-0.00022917i,0.0010189-0.00060969i,0.00043878-0.00053386i,0.00053363-0.00017116i,0.00046578+4.4639e-05i,-9.8969e-05-0.00014855i,-3.5221e-05-8.4445e-05i,0.00080737+1.8455e-05i,0.00099547+2.0826e-06i,0.0006606+0.00045274i,0.00059777+0.00062921i,0.00093797-0.00010961i,0.0015222-0.00036665i,0.0014976-0.00024651i,0.0010729-0.00068068i
0.0012259+0.0016035i,0.002279+0.0013575i,0.0022961+5.4175e-05i,0.00249-0.00043428i,0.0017156-0.00013475i,0.00012928-0.0007827i,-0.00052185-0.0007931i,-8.38e-05-0.0004623i,0.00062311+3.6592e-05i,0.00057971+0.00010181i,-3.2643e-05-0.00049868i,0.00020479-0.00020363i,0.00072588-0.00038569i,5.7295e-05-0.00055358i,-0.00023262+0.00052822i,0.00010748+0.00096225i,0.00077028+0.00062483i,0.00027687-0.0002626i,-9.5114e-05-0.00073715i,0.00060877+0.00016763i,0.00034505+0.00032675i,-6.8613e-05-0.00034238i,-0.00063507-0.00045235i
-0.0018449-0.0018294i,-0.0027653-0.0009572i,-0.0034622-0.00019537i,-0.0030382+0.00096064i,-0.0019679+0.0010338i,-0.00048598+0.00043658i,0.00014743+0.00037034i,-0.00014803-0.00050259i,-0.0006215-0.0007013i,-0.0008967-0.00012975i,-0.00040194+0.00059379i,0.00062445+0.00016586i,0.00090195-0.00046799i,0.00058585-0.00059551i,2.8852e-05-0.00076543i,-0.00064482-0.00084077i,-0.00097084-0.00050879i,-0.0012569+3.5344e-05i,-0.0010628+0.00050145i,-0.00042985+0.00033615i,0.00031924-0.00019458i,0.0012502-0.00033453i,0.00072684-8.2726e-05i
0.00158-0.00045391i,0.00094148-0.00057181i,-0.00037247-0.0020023i,-0.0011441-0.0022538i,-0.001632-0.0010793i,-0.0020901+0.00078909i,-0.001367+0.00086784i,-8.5847e-05+0.00044603i,-0.0002758+0.00059465i,-0.00051958+0.00013011i,-3.5619e-06+0.00020101i,8.9453e-05+0.00015966i,6.1132e-05+4.7025e-05i,-0.00061574-8.8032e-05i,-0.0014355-0.00028141i,-0.0011444+0.00011079i,-0.00011509+0.00012253i,0.00031658-0.00077829i,-0.00038215-0.0010355i,-6.5187e-05-8.9334e-05i,0.00047213+0.00046661i,-0.00028594+0.00029717i,-0.00040062+0.00037251i
-0.0014745+0.00037162i,-0.0010996+0.00043393i,0.00089295+3.0536e-05i,0.0010079-0.00045626i,0.0010263+0.00016151i,0.0011041-0.00054722i,0.00079175-0.0011262i,0.00014893-0.00071993i,-0.0003737+0.00057352i,-0.00048057+0.00090461i,5.2579e-05-0.0002937i,0.00078542-0.00082738i,0.00088181-0.0006077i,0.00060679-0.00015451i,-4.9312e-05+0.00036931i,-0.00073708+0.00048306i,-0.0014066-0.00023474i,-0.00089032-0.00011325i,0.00012274+0.00057347i,-4.2428e-05+0.00058086i,-0.00032107-0.00010397i,-0.00029861-0.00062128i,-8.6419e-05-0.00036519i
-0.00094913+0.0015241i,-0.00011505+0.0023738i,0.0004117+0.0028319i,0.00070672+0.0022174i,0.0015144+0.00086551i,0.0013366-5.1253e-05i,4.1571e-05+4.9978e-05i,-0.00028639-0.00010198i,0.00054374-0.00088384i,0.0014473-0.00099609i,0.0012758-0.00090147i,0.0009314-0.0012581i,0.00056977-0.0015105i,-0.0001009-0.0015775i,-0.00046094-0.000755i,0.00058136-0.00017761i,0.00054705-0.00011679i,-0.00022819-0.00021078i,-1.9853e-05-0.00017713i,-0.00022981+0.00038587i,-2.5859e-06+0.0005281i,9.9092e-05+0.00056493i,-6.8514e-05+0.00065983i
0.0023191-0.00033972i,0.0015378-0.0012387i,0.00060248-0.0018432i,-0.00038353-0.0023292i,-0.0013742-0.0029339i,-0.0019506-0.0021961i,-0.0014196-0.00020872i,-0.00081485+0.00074018i,-0.00016133-4.5052e-05i,0.00057633-0.00070303i,0.00063987-6.1317e-05i,0.000495+3.5212e-05i,0.0012255-0.00072949i,0.0012288-0.00080601i,0.0007905-0.00031009i,0.00070407-0.00022147i,0.00022387-0.00044183i,-0.00042783-0.0001852i,-0.0001704+0.00024376i,0.00029094+0.00065011i,0.00043933+0.0006312i,0.00054262+0.00014476i,-0.00016819-0.00039481i
0.00058439+0.00081636i,0.00011236+0.00071425i,0.00046015-0.00036913i,0.0011889-0.00091246i,0.001422-0.0010617i,0.0010175-0.0010795i,0.00019275-0.00069064i,0.00031229-0.0002498i,0.00061574+0.00034964i,0.00076152+0.00059623i,0.00016038+0.00046199i,-0.00040968-0.00011357i,-0.00035066-0.00082221i,-1.9801e-05-0.00067613i,-0.00011326-0.00044053i,-0.00081128-0.0010295i,-0.00053252-0.0012802i,0.00035728-0.00051292i,0.00074503-0.0002749i,0.00080097-0.00063235i,0.00035323-0.00027599i,0.00063945+0.00019513i,0.00091474+0.00074771i
-0.00023166-0.0032705i,-0.0017599-0.0022329i,-0.0029084-0.0013133i,-0.0026599-5.7318e-05i,-0.00172+0.00071939i,-0.0012667+0.0013463i,-0.0009563+0.0010994i,-0.00090126+0.00010068i,-0.00096115-0.00040405i,-0.0013183-0.0006663i,-0.001185-4.3082e-05i,0.00035213+0.00035682i,0.00091517+0.00010377i,0.00091647-0.00030995i,0.00070414-0.00071732i,-0.0002662-0.00015177i,-0.00049056+0.00013847i,0.00024324-0.00038357i,4.4175e-05-0.00045899i,-0.00026992-0.00027182i,0.00054389-0.00036896i,0.0014873-0.000619i,0.0012628-0.0014529i
0.0005852-0.0017246i,0.00010239-0.002845i,-0.0011514-0.0038558i,-0.0012729-0.0034426i,-0.00052149-0.0021544i,-0.00024255-0.0016807i,-0.00069291-0.0010275i,-0.0010647-0.00046632i,-0.0004866-0.00063993i,-0.00018699-0.00072545i,0.00013449-0.00070651i,0.0005631-0.00036071i,0.00025038-0.0003353i,-0.0001134-0.00042362i,-8.9042e-05-0.00033436i,0.00017744-0.00020197i,0.00044687-0.00041072i,8.1795e-05-0.00070793i,-9.1588e-05-0.00027962i,0.00012188+0.00033485i,0.00040932+0.00044509i,0.00026164-2.029e-05i,0.00018546-0.00030804i
-0.00075793-7.7541e-06i,-0.0010336-0.00021768i,-0.0019565+0.0013483i,-0.0021261+0.0017886i,-0.00057759+0.00081358i,0.00028566+0.00037029i,0.00030496-0.00015822i,0.00071492-0.00034038i,0.00061315-0.00050113i,0.00038558-0.00028729i,0.00071626+0.00041908i,0.000427+0.00030154i,0.00018357-0.0003682i,-0.00032882-0.00065179i,-0.00023459-0.00031318i,0.00060125+0.00030185i,0.00041059+0.00061306i,-0.00025381+0.00053797i,-0.00065213+0.00061297i,-0.00021448+0.00084922i,0.00081334+0.00084584i,0.0010314+0.00054574i,0.00042652+2.0498e-05i
-0.0010416+0.00036131i,-0.0010757+0.0015424i,-0.0011436+0.0023084i,-0.0011488+0.0013476i,-0.00048215-0.00017598i,0.00036504-0.00095416i,-0.00027371-0.00012446i,-0.00050739+0.0005137i,0.00044207+0.00036008i,0.00068416+5.635e-05i,0.00097664-0.00037445i,0.0012771-0.00091819i,0.00037417-0.0018569i,-0.00056408-0.0019658i,-0.000255-0.001088i,0.00069693+0.00029501i,0.00042801+0.00068954i,1.7996e-05+0.00017295i,0.00017293+0.00094245i,0.00038195+0.0012627i,0.00032923+0.00031067i,-2.1041e-05-3.3915e-05i,0.00014967+0.00036117i
0.00077217-0.000676i,0.00087967-0.00043809i,-3.357e-05+4.0648e-05i,-0.00082398-0.00027034i,-0.00077774-0.0011407i,-0.0004087-0.00066532i,-0.00022035+6.1472e-05i,-0.00028238-0.00018879i,-0.00026811-9.1736e-05i,0.0001277-8.624e-05i,-0.00021182-0.00015291i,-7.9087e-05-0.00030815i,0.00036468-0.00047948i,0.00013872+9.7542e-05i,-0.00014885+0.00039211i,9.0204e-05-5.513e-05i,0.00019077-0.00034323i,3.0636e-05+0.00020214i,0.00025241+0.00020334i,0.00023378+0.00020209i,0.00018513+0.00038523i,0.000533+0.00070128i,0.00047693+0.0012413i
0.00062499-0.0004526i,0.00043155+0.00010745i,-0.00019164+0.00071804i,-0.00012989+0.00069333i,0.00018136+1.7947e-05i,0.00016019-0.00047426i,-0.00063931-0.00036795i,-0.00040677+4.3734e-05i,0.00014417-0.00010857i,2.9072e-05-0.00093592i,8.6053e-05-0.0010574i,-0.00027815-0.0014795i,7.7859e-05-0.0018354i,0.00023139-0.001033i,-0.0002384-0.00073367i,-0.00011195-0.00055814i,0.00040655-6.8024e-05i,0.00056138+0.00017828i,-2.7003e-05+0.00013056i,-0.00055803+7.5825e-05i,-0.00010332+0.00022226i,7.6607e-05-0.00015961i,-0.00052074-0.00091198i
0.00024107+0.00053247i,0.00069285+3.0079e-05i,0.0005197-0.0012079i,-6.0841e-05-0.0014153i,-3.0623e-05-0.00065197i,-0.00030577-0.0004472i,-0.00059678-0.00099028i,4.2183e-05-0.00050884i,0.00026402+0.00024287i,0.00039402-0.00038145i,0.0010264-0.0013594i,0.0012709-0.0011125i,0.00020575-0.00034669i,-0.00071231+0.00015275i,-0.00027002+9.5674e-05i,0.0011032-8.1519e-05i,0.00083653-6.1227e-05i,0.00013288+0.00026411i,0.00034162+0.00030598i,0.00025715-0.00034866i,-4.2274e-05-0.00058755i,-0.00034969-7.9505e-05i,-5.9291e-05-8.9916e-06i
0.0019158-0.00098161i,0.0014641-0.00079198i,0.00073108-0.00082175i,0.00029641-0.0012681i,-0.00045965-0.0014057i,-0.00045425-0.00042968i,0.00025665+0.00069723i,0.00056218+0.0002332i,5.2918e-06-0.00041701i,-0.00095337-0.00061563i,-0.00082687-0.00066476i,0.00014321-0.00058177i,0.0006918-0.00030264i,0.00037516-3.8321e-05i,-0.00014391-9.1232e-05i,-6.0453e-05-0.00096423i,3.3934e-05-0.00070017i,-0.00033946+0.00030246i,-0.00025747+3.9653e-05i,0.00025334+0.00032704i,-0.0001654+0.00093884i,-0.00025501+2.4274e-05i,0.0001203+2.8505e-05i
-0.00084512-0.0013304i,-0.0014973-0.0012622i,-0.002412-0.00066693i,-0.0030278+0.0010513i,-0.0023718+0.0012394i,-0.0009765+0.0003945i,-0.00039827+0.00032228i,-1.4991e-05+3.9812e-05i,0.00042099-0.00023575i,4.7098e-06-0.00064876i,-0.00024478-0.00066541i,8.0592e-05-0.00019437i,0.00063236-0.00051726i,0.0010653-0.0012611i,0.00086585-0.0014257i,0.00043749-0.00073188i,-0.0001337-2.8421e-05i,-7.1865e-05-0.00021312i,0.00031158-0.0001845i,3.5953e-05-0.00061657i,-0.00040595-0.00033548i,-0.00039679+0.00048743i,-5.2834e-05+0.00064969i
0.0015772-0.00033691i,0.0016588-0.00074974i,0.00046016-0.0015896i,-0.00090408-0.0021959i,-0.00057486-0.0018993i,-0.00060613-0.00025533i,-0.0012353+0.00056858i,-0.00092803+0.00054794i,-0.00024361+0.00022149i,-0.00029223-0.00032731i,2.8711e-05-2.252e-06i,0.00034367-0.00027459i,0.00029807-0.00086809i,0.00034053-0.00053926i,3.3918e-05-0.00022879i,7.6576e-05+0.00029732i,0.00078223+0.00032166i,0.00046362+0.0002702i,-0.00017032+0.00034356i,-0.00021272+0.0004635i,0.00029076-4.8965e-05i,0.00089809-0.00061776i,0.00047431-0.0001733i
-0.0015278-0.0020781i,-0.0011789-0.0022439i,-0.00015121-0.0013933i,-0.00015914-0.00013794i,-0.00029197+0.00062945i,7.7554e-05+0.0012182i,0.00060203+0.00079349i,0.0011607-0.00028825i,3.8812e-05-0.00032659i,-0.0010082-0.00041824i,-0.00088215-0.00019415i,-0.00051722-1.5769e-05i,-0.00014787-0.00091352i,0.00024357-0.0013046i,0.00037453-0.00075223i,0.00015226-0.00046046i,0.0001024-0.00012758i,0.00034523+0.00016422i,-6.0443e-05+0.00010161i,0.00028675-0.00012192i,0.0018631-0.0003196i,0.0018198-0.00023603i,0.00083633-0.00011466i
-0.00064964+0.0010037i,-0.00031319+0.00068361i,-0.00022737-0.00066884i,0.00025745-0.0017072i,0.00062081-0.001614i,0.0003756-0.00085906i,0.00043335-8.5437e-05i,0.00038232+0.00036373i,0.00015915+0.00044714i,-8.3991e-05+0.00033571i,0.00011758-0.00044934i,0.00055694-0.00090233i,0.00084228-0.0012716i,6.5002e-05-0.0011239i,-4.9004e-05-0.00071091i,0.00073547-0.00028527i,3.7795e-05-0.00051629i,-0.00016512-0.00079359i,0.00054188-0.00014508i,0.00065328+0.0004017i,0.00018496+0.00099298i,-1.6041e-05+0.0010903i,-0.00011585+0.00025151i
-0.0015939+0.0017254i,-0.0017106+0.0013374i,-0.00031599+0.0014537i,0.00045148+0.00023924i,0.00070418-0.0013893i,0.00054819-0.0016493i,0.0002942-0.0014255i,0.00022093-0.00053113i,-0.00019762-0.00013841i,2.1202e-05-0.00041043i,0.00028516-0.00056956i,0.0001248-0.00058542i,-0.00014363+6.364e-05i,-0.00031662+2.3962e-05i,-0.00039692-0.0007628i,6.8849e-05-0.00084544i,0.00068513-1.6589e-05i,0.00057066+0.00022623i,0.00022896-0.00082922i,0.00075677-0.0011016i,0.00069472-1.7481e-05i,0.00011815+0.00065912i,0.00017579+0.00042176i
-0.00073477-0.00073877i,0.00024344-0.00031644i,7.4647e-05-0.00019627i,-0.00023358-0.00071366i,0.00048294-0.00031741i,0.00085148+2.5793e-05i,0.00026357-0.00024099i,0.00040356-0.00056739i,0.00088923-0.00082183i,-0.00023364-0.00064102i,-0.00053476+0.00014935i,-0.00045541+0.00074423i,-0.00017554+0.00024442i,0.00054478-0.00088544i,0.00093321-0.00021129i,0.00038607+0.00097986i,0.00012803+0.00062997i,0.0001568+0.00031578i,0.00012984+0.00011958i,0.00058952-0.00018865i,0.00096707-0.00057796i,0.00083443-0.00079507i,0.00060421-0.00067342i
-0.0012002-0.00090996i,-0.0012151-0.00023419i,-0.0013088+0.00070928i,-0.001223+0.0015048i,-0.00091942+0.0018864i,-0.00026298+0.0013351i,-8.5056e-05+0.00018577i,-0.00060191-5.7917e-05i,-0.0010308-0.00015237i,-0.00082631+8.3127e-05i,-0.00042362+0.00067043i,0.0004619+0.00023356i,0.00068465-0.0007678i,0.0002357-0.0013487i,0.00036452-0.00050904i,0.00038967+4.4563e-05i,0.00053823-0.00027127i,0.00076758-0.0002185i,0.0010413-0.00010113i,0.0010701-0.00023948i,2.8011e-05-0.00032405i,-0.00073214-0.00048841i,-0.00043734-0.00022583i
0.00086538+0.0011129i,0.0018737+0.0015616i,0.002638+0.0011091i,0.0017255-0.0004951i,0.00069413-0.0010272i,-0.000113-0.00099751i,0.00016352-0.00067523i,0.00046862-0.00022291i,0.00029733-0.00018649i,0.00061788-0.00058604i,0.00066072-0.0005022i,7.8881e-05+0.00028584i,-0.00020213+0.00060812i,-0.00027428+0.0010787i,-0.0011756+0.00037988i,-0.00083197-0.00058562i,0.00030079-0.00064055i,0.0005534-0.00049173i,0.00057352+0.00016619i,0.00020952-0.00014558i,-0.00025697-0.00053665i,-5.245e-07+0.00025838i,5.4891e-05+0.00042379i
-0.00067285-8.1103e-05i,-0.00051+0.00022114i,-0.0009078+0.00030354i,-0.00030964-0.00024666i,0.00081943-0.0004665i,0.00099152-0.00061459i,0.00022277-0.00043071i,7.476e-05-0.00016831i,0.00039678-3.4669e-05i,0.00070195+9.7636e-05i,0.00087611-0.00043811i,0.0013605-0.00078053i,0.0014847-0.00026467i,0.0010217-0.00051145i,0.00064045-0.00044467i,0.00062827+3.3281e-05i,0.00076358-0.00012059i,0.00055212+0.00061918i,-0.00010713+0.00097518i,0.00015182+0.00012113i,7.5676e-05+6.5383e-05i,-0.00030907+0.00020369i,-0.00013-0.00010221i
-0.001361+0.00030598i,-0.0011561+0.00020379i,-0.00014824+0.00027826i,0.0011992+0.0004074i,0.001645+0.00032648i,0.0011126+0.00010653i,0.00053484-0.00041722i,0.00021466+0.00031993i,9.8244e-05+0.00095019i,-0.00020588-7.6966e-05i,-3.9083e-05-0.0010991i,0.00071514-0.0013999i,0.00068367-0.001148i,7.426e-05-0.00041273i,0.00016316-0.00040582i,0.00047784-0.00057099i,-6.2439e-06-0.0003909i,-0.00016359+0.00024514i,-0.00039364+0.0003956i,-8.1058e-05-0.000411i,0.0011345-0.00057366i,0.00067667-0.0001541i,-0.0002705-0.00085666i
0.000388+0.00019433i,0.00029285-0.0005536i,0.00029281-0.00032946i,0.000339+0.00065393i,-0.00040808+0.0011892i,-0.00075442+0.00069316i,-0.0004855+0.00025285i,1.3034e-05-0.00014838i,0.00054787-0.00041475i,0.0010772-0.00012179i,0.0010037-0.00028055i,0.001591-0.00058224i,0.0027278-0.001234i,0.002091-0.00086349i,0.00022124+0.00012365i,-0.00059162-0.00016107i,-0.00026431-0.0003103i,-0.00034051-0.00053187i,-0.00035569-0.00079766i,5.7774e-05-0.00039433i,0.000623-0.00036869i,0.00074352-0.00014479i,0.00076608-0.00023668i
-0.00076174-0.00014964i,-0.0017986-0.00044365i,-0.0020456+0.00030359i,-0.0016451+0.00071966i,-0.00060353-1.1047e-05i,-0.00093712-0.001115i,-0.00088386-0.001275i,2.4997e-06-0.00067457i,0.00016363-0.00075709i,9.8334e-05-0.00013066i,0.00013493+0.0005535i,0.0010283+0.00026917i,0.0011429+0.00016554i,0.00056657+0.00036217i,-0.00025726+0.00017286i,-0.00031524-0.00039881i,-0.00057028-0.0003332i,-0.00042469+0.00031529i,-5.7695e-05+0.00031687i,0.0002137-0.00035273i,0.00078002-0.00013558i,0.00038305+0.00070084i,-0.00014729+0.00067573i
-0.00085114-0.0002125i,-0.00061219+0.00074104i,-0.00048447+0.00098068i,-8.7675e-05+0.0011399i,-0.00033558+0.00095711i,-0.00054151-8.1544e-05i,-4.4268e-05-0.00062364i,0.0004747-0.00021483i,0.00087282+0.00062947i,0.0012886+0.00053357i,0.0012421+0.00012451i,0.0011132+0.0004881i,0.00019913+0.00049329i,-0.00072367-0.0004396i,-0.00030972-0.00099212i,0.0002561-0.00084341i,0.00043945-0.00087108i,0.0005804-0.00098333i,0.00071842-0.00054605i,0.0011081+0.00010321i,0.00077704+5.466e-05i,0.00012568-0.00039315i,-0.00038519-0.00041018i
-0.0011337-0.00077893i,-0.0011505-0.0015606i,-0.0021544-0.001245i,-0.0012817-0.000508i,-0.0010992+0.00053277i,-0.00089873+0.00065259i,-0.00011455+0.00027919i,-0.00012335+0.00021226i,-0.00059794+1.4782e-05i,-0.00075359-0.00042375i,-0.00062772-0.00022272i,-0.00056568+0.0002448i,0.0005645-0.00010345i,0.00083507-0.0004993i,5.325e-05-0.00021702i,-0.00056273+0.00045266i,-0.00035601-0.00027454i,6.266e-05-0.00092573i,0.00021535-0.00070308i,0.00060556-0.00068528i,0.00041914-0.00053759i,0.00028044+0.0002111i,0.00038147-2.3365e-05i
-0.000599+0.003523i,0.00079496+0.0038159i,0.0028509+0.0036498i,0.003217+0.0025234i,0.002148+4.1994e-06i,0.0011413-0.0020204i,0.00016517-0.001949i,0.00019284-0.00068018i,0.00049502+0.00028109i,0.00032799-0.00042873i,3.8139e-05-0.001605i,-0.00043357-0.0018698i,-0.0001412-0.0015408i,0.00011553-0.0015523i,-0.00011327-0.0009912i,1.1512e-05-0.00039691i,0.00075452+8.4877e-05i,0.00021321+0.00037146i,-0.00021341-0.00045958i,0.00040676-0.00036068i,0.00048351-0.00010804i,0.00032842-0.0010644i,0.0004594-0.0012984i
-0.0012394-0.00067589i,-0.00046284-0.0016218i,0.00037084-0.0014396i,0.00031781-0.00011989i,0.00021877+0.00047257i,-9.4789e-06+0.00046628i,-0.00036599+9.2014e-05i,-0.00019235-0.00034146i,0.00020549-0.00078248i,0.00014134-0.0010162i,0.00075125-0.00085919i,0.0010616-0.00057243i,0.00069018-0.00012082i,-4.6699e-05-8.2983e-05i,-0.00035659-0.00042837i,5.8939e-05+0.00011859i,0.00035304+0.00019556i,0.0005298-8.3548e-05i,0.00012741+6.2876e-05i,-0.00015222-5.15e-05i,0.00040559-0.00038824i,0.00018126-0.00033703i,-0.00013386+3.6874e-05i
-0.0013726+0.0005246i,-0.00090672+0.001816i,-0.0012679+0.0024637i,-0.00044703+0.0027632i,0.00065433+0.0015913i,0.00094656+3.6236e-05i,0.0010183-0.00010138i,0.00012217+0.00045489i,-0.0010856+0.00077033i,-0.00020518+0.00067752i,0.0003622+0.00032051i,0.00046581-0.00047219i,0.00079326-0.00091752i,-3.3659e-05-0.00022312i,-0.0011433+0.00054259i,-0.001162-1.285e-05i,4.4303e-05-0.00032108i,0.00053184+0.00013506i,0.00011152+0.00074449i,0.00015966+0.00046806i,1.7291e-05-0.0002714i,4.8968e-05-0.00065869i,5.1846e-05-0.0012002i
0.00057611-0.0028227i,7.5987e-05-0.0025303i,-0.0015941-0.0024942i,-0.0024361-0.0015352i,-0.0015423+0.00024622i,-0.00024207-0.00023045i,0.00038311-0.00097537i,0.00023456-0.00075237i,-0.00031052-0.0005942i,-0.00029683-0.00080624i,-0.00012441-0.00096367i,-0.00019761+3.5973e-05i,0.00069054+0.00077167i,0.0012329+0.00090369i,0.00032422+0.00070354i,-0.00028847-1.7605e-05i,0.0001715-0.00051975i,0.00038526-0.00031751i,-0.0002136-0.00052469i,7.8742e-05+0.00015657i,0.00041227+0.0013316i,0.00038738+0.00091137i,0.00083358+9.6266e-05i
