9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
0.039033+0.014639i,0.061604+0.041779i,0.051949+0.065258i,0.023119+0.047715i,0.0065376-0.0017569i,-0.0037865-0.03457i,-0.0099703-0.034503i,-0.0069941-0.021388i,-0.0016076-0.011522i,0.0012193-0.0067008i,0.0049078-0.0039334i,0.006318-0.0031906i,0.0039698-0.0030432i,0.001852-0.0027293i,0.00014057-0.0018676i,-0.0013252+0.00097639i,-0.00039979+0.0020445i,0.00013353+0.0012275i,-0.00087442+0.00029677i,-0.00096768-0.0007141i,-0.00029415-0.00079937i,0.00041891+0.00086501i,0.00072311+0.0033819i
-0.048436+0.0082212i,-0.085393-0.0073284i,-0.090563-0.038866i,-0.066651-0.04881i,-0.054445-0.024057i,-0.046009+0.0033118i,-0.02916+0.018132i,-0.017142+0.017146i,-0.016444+0.0081359i,-0.018607+0.0033464i,-0.015971+0.00046031i,-0.011084-0.00038722i,-0.0071207+3.2366e-05i,-0.0037975-0.0025036i,-0.0009635-0.0062809i,0.00091292-0.0068216i,0.0013499-0.0047495i,0.0024383-0.0033325i,0.0035168-0.0025911i,0.0037507-0.0018406i,0.0041265-0.00079928i,0.0030316-0.00033451i,-0.00032589-0.0015256i
0.039716-0.029765i,0.086851-0.032293i,0.096943+8.6773e-05i,0.048464+0.03867i,-0.0028944+0.05316i,-0.021226+0.055054i,-0.014034+0.044711i,-0.0055013+0.025969i,-0.0038514+0.018583i,-0.001013+0.019257i,0.0018919+0.016438i,0.0019917+0.011806i,0.0019268+0.0073581i,0.0042317+0.0047223i,0.0074128+0.0042635i,0.0070562+0.0034621i,0.003628+0.0014179i,0.00061932-0.00065604i,-9.2378e-05-0.0028635i,-0.0014108-0.0040974i,-0.0031819-0.003342i,-0.0019941-0.0018193i,4.7946e-05-0.0014537i
-0.033319+0.052943i,-0.072581+0.081111i,-0.091156+0.066901i,-0.056738+0.020888i,-0.0087934-0.0077178i,0.020552-0.013921i,0.025131-0.012359i,0.014121-0.0065634i,0.0088655-0.0032121i,0.0081907-0.0032143i,0.0048823-0.0010189i,0.0026209+0.0025524i,0.001979+0.0045121i,0.0010426+0.0067801i,-0.0005644+0.0088208i,-0.002032+0.0081341i,-0.0015651+0.0064647i,9.5617e-05+0.0048778i,0.0013259+0.0024034i,0.0012971-0.00041203i,-0.0012014-0.001861i,-0.0027861-0.0012578i,-0.0011411-0.00034798i
0.0055947-0.065281i,0.033821-0.11887i,0.071496-0.12917i,0.085127-0.089965i,0.074736-0.056741i,0.044458-0.046726i,0.0092193-0.031884i,-0.00060594-0.015237i,0.0043657-0.013633i,0.0052091-0.018123i,0.0035427-0.015759i,0.0024063-0.011258i,-0.00053393-0.00743i,-0.0041511-0.003691i,-0.0050571-0.00070498i,-0.0038802+0.00050139i,-0.0025899+0.0010532i,-0.0032897+0.0026693i,-0.0038083+0.0047063i,-0.0015077+0.0056273i,0.001034+0.0031221i,0.0015939-0.00085287i,0.0019396-0.0021574i
0.024511+0.069502i,0.031402+0.13234i,0.0083184+0.15176i,-0.017698+0.090399i,-0.030356+0.0052738i,-0.031936-0.031397i,-0.017996-0.027994i,-0.0017595-0.016832i,-0.001921-0.0085917i,-0.011938-0.00089404i,-0.011962+0.0028832i,-0.0051316+0.00045493i,-0.0017155-0.0049199i,-0.0030038-0.0088496i,-0.0056046-0.0095977i,-0.0053127-0.0072598i,-0.0025407-0.0045502i,4.6065e-05-0.0038753i,0.00095839-0.0033349i,0.0010074-0.0009805i,0.0017815+0.002119i,0.0022094+0.0029944i,0.0013134+0.003419i
-0.061488-0.051068i,-0.10027-0.10819i,-0.091208-0.13858i,-0.045159-0.096602i,-0.0071312-0.021209i,0.014741+0.014739i,0.021507+0.016933i,0.018433+0.013586i,0.014146+0.013914i,0.013694+0.01341i,0.011218+0.0085759i,0.0078123+0.0043657i,0.0071942+0.0031971i,0.0085687+0.0016319i,0.009068-0.0013716i,0.0055853-0.0035566i,0.0014281-0.0038246i,-0.00074823-0.0019911i,-0.0017243-0.00077441i,-0.0017191-0.002104i,-0.0012953-0.0025681i,-0.0018199-0.0019902i,-0.0017621-0.0023443i
0.081397+0.019898i,0.15181+0.060823i,0.1584+0.10978i,0.094698+0.12769i,0.035633+0.10526i,0.010142+0.073659i,-0.0012336+0.037243i,-0.011556+0.011846i,-0.0094073+0.0072793i,0.00218+0.0069834i,0.0074349+0.0049719i,0.0054395+0.0053263i,0.0052417+0.0061874i,0.0063711+0.0064187i,0.0055785+0.007931i,0.0042555+0.007095i,0.0029851+0.0029992i,0.0016096-0.0015487i,0.00048047-0.0047188i,-0.00057072-0.0047321i,-0.0015718-0.0019781i,-0.00040078+0.00017122i,0.0030599+0.00046909i
-0.091429+0.018022i,-0.17742+0.015669i,-0.19717-0.012939i,-0.12189-0.041954i,-0.039025-0.037831i,0.0010268-0.027093i,0.0044874-0.015951i,-0.0072912-0.0031935i,-0.012281-0.0051538i,-0.010594-0.016079i,-0.011008-0.018268i,-0.010435-0.010465i,-0.0071442-0.0018649i,-0.0030016+0.0026028i,0.0020861+0.0032995i,0.005757+0.0029998i,0.0061945+0.0032316i,0.00504+0.0043694i,0.0037898+0.0053342i,0.0022036+0.0037351i,-0.0002398+0.0016113i,-0.0028189+0.001398i,-0.0033338+0.0012135i
0.080136-0.059792i,0.16387-0.10738i,0.19646-0.11354i,0.14065-0.072702i,0.06815-0.039401i,0.020202-0.011839i,0.0014001+0.011458i,0.0020432+0.014196i,-0.0026235+0.0081582i,-0.0097602+0.0093467i,-0.0084595+0.011171i,-0.0060246+0.0071236i,-0.0082165+0.0047965i,-0.011641+0.004723i,-0.011828+0.0054223i,-0.0079398+0.0049332i,-0.0040074+0.002345i,-0.0033847-0.0010239i,-0.0022896-0.00069916i,0.0010975+0.0021574i,0.0038967+0.00082847i,0.0040838-0.0026854i,0.0025936-0.0035691i
-0.045725+0.0981i,-0.10124+0.17799i,-0.13335+0.19489i,-0.12267+0.10861i,-0.11012+0.0092622i,-0.08238-0.029451i,-0.029052-0.02867i,0.015166-0.024663i,0.027433-0.016758i,0.018177-0.001288i,0.010543+0.0067206i,0.007771+0.002552i,0.0049537-0.0048697i,0.0034223-0.010295i,8.9526e-05-0.013852i,-0.0057781-0.011657i,-0.0063302-0.0046258i,-0.00064668+0.0003627i,0.0031213+0.0013182i,0.0021541+0.0014774i,0.00069626+0.0020989i,-0.00060955+0.0030548i,-0.0019108+0.005051i
-0.0051176-0.10682i,0.0081347-0.20055i,0.019426-0.23172i,0.02683-0.14947i,0.04354-0.050617i,0.047862-0.017008i,0.035815-0.012682i,0.026512-0.0052517i,0.026851-0.00080087i,0.031182-0.0022511i,0.030853-0.0046397i,0.025419-0.0040637i,0.020025-0.0019689i,0.017543+0.00034519i,0.016019+0.002773i,0.01118+0.0026285i,0.0034585+0.0014747i,-0.0036456+0.0012767i,-0.0078909+0.0008294i,-0.0082107-0.00020856i,-0.0075844-0.0023188i,-0.0064839-0.0046652i,-0.0035852-0.0068413i
0.053372+0.097822i,0.099124+0.18862i,0.1268+0.23657i,0.11266+0.19245i,0.061488+0.11666i,0.0099355+0.071368i,-0.028+0.041493i,-0.04777+0.021444i,-0.047182+0.0077805i,-0.038106-0.0033114i,-0.029361-0.0033867i,-0.019267+4.1987e-05i,-0.010824+2.6457e-05i,-0.0075801+0.001267i,-0.0068855+0.0031121i,-0.0046587+0.0028097i,-8.0941e-05+0.00086173i,0.0039667-0.0019289i,0.0049969-0.0050468i,0.0027409-0.0061111i,0.0011326-0.0029869i,0.002787+0.00051637i,0.0048604+0.0028164i
-0.098585-0.066076i,-0.18271-0.1222i,-0.21731-0.15822i,-0.14695-0.14517i,-0.028791-0.1064i,0.023778-0.079649i,0.0084327-0.046675i,-0.015662-0.0061256i,-0.024539+0.01446i,-0.022638+0.011509i,-0.019577+0.0054192i,-0.016732+0.0058318i,-0.011332+0.0079644i,-0.0051444+0.007286i,0.00031592+0.0034862i,0.0037715-0.00099239i,0.0033146-0.0017385i,0.00092593+0.0019939i,0.0002836+0.0051291i,0.0021619+0.0052503i,0.0029278+0.0034264i,0.0013572+0.0010007i,-0.0016642-0.00090362i
0.12866+0.021706i,0.22923+0.017367i,0.26876+0.0089229i,0.18964+0.0044686i,0.075959+0.0052104i,0.032554+0.022584i,0.034198+0.030265i,0.033144+0.018421i,0.023903+0.012528i,0.015514+0.016558i,0.01096+0.018018i,0.0058409+0.012571i,-0.00081975+0.0062417i,-0.0053697+0.0041485i,-0.0063214+0.0048863i,-0.0039307+0.0068354i,-0.00088619+0.0053878i,-0.00021785+0.0012945i,-0.00080409+0.00076927i,0.00024872+0.001975i,0.0026659+0.00081724i,0.0045741-0.00089856i,0.0066999+0.00045573i
-0.1224+0.037375i,-0.21627+0.09706i,-0.25772+0.13734i,-0.22534+0.11458i,-0.18033+0.058662i,-0.13632+0.0062995i,-0.060363-0.025003i,0.0098028-0.044076i,0.040534-0.051497i,0.038852-0.045095i,0.024801-0.035338i,0.014547-0.024479i,0.01316-0.018654i,0.014062-0.020318i,0.0083045-0.019559i,-0.0011618-0.012454i,-0.0032136-0.0040092i,0.0015215+0.0021502i,0.0019655+0.0040177i,-0.001815+0.0026357i,-0.0046062+0.0027457i,-0.006131+0.0043442i,-0.007606+0.0054998i
0.1012-0.076669i,0.16216-0.17666i,0.17572-0.22032i,0.14797-0.14904i,0.12412-0.040756i,0.10837+0.007709i,0.078855+0.0035539i,0.044617-0.0017319i,0.021511-0.0053625i,0.012269-0.0099088i,0.0096494-0.0097003i,0.0089039-0.0073919i,0.0082731-0.0038551i,0.008514+0.001618i,0.0099017+0.0043142i,0.0094109+0.0011683i,0.0056283-0.0035349i,-0.00072839-0.00633i,-0.0057432-0.0073661i,-0.0068752-0.0063047i,-0.0062345-0.0051656i,-0.0045462-0.006635i,-0.00117-0.010193i
-0.056681+0.12192i,-0.053938+0.23167i,0.0016169+0.2651i,0.05399+0.17485i,0.053332+0.07179i,0.01167+0.049418i,-0.032274+0.060645i,-0.056081+0.054828i,-0.061489+0.045223i,-0.052405+0.038799i,-0.034515+0.029839i,-0.020414+0.020719i,-0.013071+0.014941i,-0.0096668+0.012482i,-0.0087059+0.010949i,-0.0069118+0.0082616i,-0.0035859+0.005938i,0.0012629+0.0032772i,0.0048813-0.0016693i,0.0059711-0.0042923i,0.0048444-0.0033546i,0.002911-0.00010469i,0.0018866+0.0054294i
0.0037093-0.13058i,-0.052397-0.23108i,-0.13258-0.2585i,-0.14345-0.21752i,-0.076843-0.19625i,-0.027316-0.18796i,-0.027172-0.12652i,-0.02851-0.040326i,-0.013617+0.012199i,0.0031801+0.025652i,0.0093838+0.017433i,0.0041265+0.0085767i,-0.0013363+0.0089722i,-0.0014582+0.0098378i,0.00084724+0.0051911i,0.0010966-0.00053496i,-0.0021914-0.0011612i,-0.0052016+0.0036624i,-0.0023988+0.0079847i,0.0029192+0.0073745i,0.0037425+0.0027325i,-0.00020696-0.002328i,-0.0052083-0.0045354i
0.043868+0.12149i,0.12846+0.18451i,0.19226+0.16726i,0.14217+0.11635i,0.029347+0.10778i,-0.0087513+0.11113i,0.022566+0.0801i,0.040843+0.033463i,0.035057+0.0026602i,0.022698-0.006946i,0.012458-0.0068318i,0.0061997-0.0071968i,0.0012026-0.0092547i,-0.0020567-0.0093684i,-0.0018845-0.0039599i,0.0016143+0.0025934i,0.0074174+0.003046i,0.011137+0.00026052i,0.0091226+0.00055264i,0.0047144+0.0033101i,0.0034502+0.004401i,0.0067194+0.004241i,0.013002+0.003585i
-0.086786-0.098027i,-0.18132-0.10275i,-0.22633-0.0083345i,-0.17389+0.09912i,-0.10657+0.12432i,-0.088796+0.085228i,-0.063708+0.031502i,-0.016541-0.018681i,0.0051496-0.054324i,-0.0025954-0.058238i,-0.010932-0.037177i,-0.0053893-0.016751i,0.0034429-0.0095571i,0.0046129-0.0092454i,-0.00078876-0.0090011i,-0.0059446-0.0061412i,-0.0053354-0.0017488i,-0.0047074+0.001546i,-0.0081397+0.003472i,-0.010611+0.0037454i,-0.0094829+0.0035905i,-0.0085358+0.003158i,-0.01145+0.0027288i
0.12068+0.059152i,0.20682+0.021426i,0.23065-0.089258i,0.2044-0.15547i,0.20993-0.1202i,0.22114-0.071959i,0.15838-0.055086i,0.066559-0.029837i,0.016439-0.0018478i,0.0016798+0.0075221i,0.0021941+0.010265i,0.005984+0.0094308i,0.0039437+0.0071628i,0.0013826+0.00776i,0.0034937+0.0051852i,0.005471-0.0012431i,0.0022458-0.0073546i,-0.0035088-0.010859i,-0.0081036-0.012223i,-0.007304-0.013002i,-0.0028239-0.011862i,-0.0001941-0.011958i,0.0010636-0.015553i
-0.13219-0.011776i,-0.18503+0.039976i,-0.13766+0.10218i,-0.066048+0.066704i,-0.071711-0.029388i,-0.1022-0.039243i,-0.090508+0.02302i,-0.060524+0.053719i,-0.039156+0.054369i,-0.017939+0.048902i,-0.0018249+0.030801i,0.0020679+0.015128i,0.0054204+0.0098937i,0.0077242+0.0063865i,0.0049831+0.0056567i,0.002766+0.0075425i,0.0025572+0.0088486i,0.0051171+0.0083441i,0.010063+0.0051252i,0.010953+0.00074951i,0.0072539-0.00047515i,0.0035825+0.0046194i,0.0031351+0.011907i
0.12981-0.03514i,0.14343-0.092797i,0.025281-0.13258i,-0.1174-0.11293i,-0.15764-0.09276i,-0.13357-0.11097i,-0.095882-0.1021i,-0.046607-0.05347i,0.0029169-0.019704i,0.024823-0.016329i,0.011871-0.019179i,-0.0061303-0.011006i,-0.010445-8.711e-05i,-0.0082803+0.0015461i,-0.0056434-0.0018259i,-0.0040295-0.003177i,-0.0050399-0.0015521i,-0.0054989-0.00068223i,-0.0024828-0.00080142i,0.0012653+0.00021424i,0.00078253+0.00083116i,-0.00090929-0.00033773i,-0.0019006-0.0029654i
-0.11309+0.085406i,-0.10294+0.1446i,0.022619+0.16075i,0.13906+0.16567i,0.14675+0.22143i,0.13105+0.24349i,0.12905+0.15183i,0.097672+0.043973i,0.046873-0.0036103i,0.011405-0.011444i,-0.00082959-0.0062069i,-0.00084469-0.0054015i,-0.00058519-0.011015i,-0.001721-0.012485i,-0.0010295-0.0080045i,0.0028987-0.0033238i,0.0087601-0.0034843i,0.012371-0.0042341i,0.010076+0.00024665i,0.0047694+0.0056959i,0.0045953+0.0075807i,0.0084846+0.0055564i,0.011231+0.0033678i
0.081167-0.13014i,0.073337-0.16923i,0.014361-0.10006i,0.011664-0.0026721i,0.072228-0.0066834i,0.056338-0.04405i,-0.0065663-0.024816i,-0.022452-0.0053329i,-0.025439-0.0099553i,-0.034304-0.0025152i,-0.022515+0.0096254i,-0.0024548+0.011528i,0.0075994+0.013955i,0.011887+0.015357i,0.010364+0.01094i,0.0047202+0.0077712i,0.0010671+0.0090307i,-0.0029586+0.011553i,-0.0077439+0.011299i,-0.011428+0.0078691i,-0.012347+0.0045239i,-0.013294+0.0026603i,-0.016927+0.0034471i
-0.02376+0.15301i,-0.0071846+0.17814i,0.021125+0.053346i,0.017517-0.12393i,0.0063354-0.19707i,0.035225-0.18004i,0.035959-0.13284i,-0.0045893-0.059315i,-0.012277+0.0017966i,0.0072919+0.01835i,0.016001+0.010597i,0.0085174-0.00065894i,-0.0030773-0.0041149i,-0.0070009+0.0017419i,-0.0038638+0.005455i,-0.0013914+0.0017321i,-0.0042973-0.0026697i,-0.0062655-0.0054118i,-0.003907-0.01015i,-0.0012809-0.015111i,0.0003457-0.014748i,0.0016684-0.010684i,0.0016774-0.0093254i
-0.038399-0.16037i,-0.074924-0.18412i,-0.099086-0.086662i,-0.14478+0.03586i,-0.22995+0.08873i,-0.25309+0.11646i,-0.14743+0.12792i,-0.03651+0.081657i,-0.0043827+0.030149i,0.0021496+0.01165i,0.0060718+0.0026273i,0.0041636+0.0010674i,0.0064605-2.4374e-05i,0.00551-0.006905i,0.0018834-0.0081247i,0.0024141-0.0031042i,0.0028549+0.00042984i,0.0026167-0.00057431i,0.005236-0.0034311i,0.0074547-0.0038423i,0.006382-0.0010035i,0.0048515+0.0036752i,0.0063402+0.0061547i
0.10336+0.13636i,0.13859+0.15998i,0.084065+0.11341i,0.0026095+0.077857i,0.0054875+0.078246i,0.044767+0.044475i,0.030652-0.0061251i,0.010795-0.01907i,0.018047-0.030097i,0.0066567-0.045949i,-0.014658-0.030523i,-0.015613-0.005212i,-0.012885+0.0035228i,-0.013958+0.0044307i,-0.012936+0.004923i,-0.011448+0.0062045i,-0.0082476+0.0049556i,-0.0049407+0.0018011i,-0.0023235+0.0028155i,0.0017666+0.0039624i,0.0041344+0.0012557i,0.003806-0.0030089i,0.0024374-0.005534i
-0.14947-0.088641i,-0.18614-0.092835i,-0.071933-0.069137i,0.12817-0.059895i,0.24964-0.046828i,0.24569-0.018716i,0.18124-0.014441i,0.10672-0.020814i,0.046509-0.011005i,0.014687+0.0038256i,0.0098045+0.0078405i,0.01415-0.0020172i,0.013246-0.011181i,0.0094211-0.012624i,0.0043262-0.014189i,0.0014329-0.015511i,0.0044844-0.013246i,0.0079621-0.007511i,0.0076618+0.0020529i,0.0049718+0.0083668i,0.0034721+0.0082598i,0.0023748+0.0072138i,0.00079395+0.0078046i
0.18022+0.014916i,0.23562-0.018353i,0.1861-0.052899i,0.09022-0.097238i,0.0068131-0.18073i,-0.080592-0.19165i,-0.11889-0.07263i,-0.070575+0.02477i,-0.025796+0.041374i,-0.012137+0.041641i,-0.0014086+0.033742i,0.0016412+0.022501i,0.0067106+0.023196i,0.016534+0.02055i,0.020226+0.012294i,0.017929+0.006491i,0.013218+0.0044054i,0.0066376+0.0043193i,-0.00084845+0.0022788i,-0.0075322+0.00017829i,-0.011124-6.6059e-05i,-0.01117-0.0012205i,-0.010401-0.0022226i
-0.16313+0.044736i,-0.2025+0.10445i,-0.1723+0.10458i,-0.14801+0.065391i,-0.14306+0.079034i,-0.10359+0.089586i,-0.071232+0.025385i,-0.085019-0.015891i,-0.063082+0.0004705i,-0.010416-0.00031912i,0.0010957-0.01132i,-0.012958-0.0071111i,-0.020197-0.0042917i,-0.019492-0.00048729i,-0.014199+0.0054384i,-0.011631+0.004979i,-0.014398+0.0030546i,-0.014377+0.00046231i,-0.011126-0.0041254i,-0.0067765-0.00554i,-0.0016224-0.0027269i,0.0034631-0.0003471i,0.0068887-0.001446i
0.13209-0.098588i,0.12483-0.1564i,0.056766-0.094644i,0.0043+0.08422i,-0.012799+0.22319i,0.0053989+0.21754i,0.042091+0.1149i,0.046657+0.012452i,0.013425-0.030706i,-0.0092201-0.02503i,-0.008302-0.010109i,0.0027861-0.0027993i,0.0091054-0.0032406i,0.0037201-0.0054115i,0.0018505-0.0047375i,0.0064338-0.00091085i,0.0082618+0.00082509i,0.0056196-0.00093695i,0.0028196-0.0021538i,0.0033757-0.00097321i,0.004087-0.00050601i,0.001772-0.0014428i,-0.0010818-0.0017587i
-0.076373+0.13371i,-0.033043+0.19818i,0.040062+0.17932i,0.079199+0.095821i,0.11924-0.010832i,0.13137-0.097878i,0.078332-0.096973i,0.04195-0.037784i,0.033743-0.016874i,0.00025933-0.018016i,-0.020187-0.0039254i,-0.014459+0.00018012i,-0.012778-0.0010189i,-0.010657+0.0032014i,-0.0089314+0.0065674i,-0.0074536+0.011467i,0.0012389+0.011449i,0.010134+0.0065552i,0.014239+0.0049341i,0.014715+0.0029388i,0.010965-0.00096582i,0.0075594-0.0017313i,0.0070631+0.00039132i
0.025377-0.129i,-0.037865-0.16251i,-0.10072-0.14865i,-0.10151-0.17224i,-0.10427-0.19832i,-0.099205-0.1293i,-0.023674-0.035031i,0.042445-0.0031973i,0.04792+0.0024844i,0.041544+0.0067807i,0.03525-0.0036273i,0.023527-0.015972i,0.017258-0.016949i,0.013793-0.012635i,0.0062175-0.012935i,-0.0020713-0.01618i,-0.005709-0.012516i,-0.0035185-0.0049494i,-0.0024904+0.00035915i,-0.0060643+0.0038202i,-0.0077227+0.0059909i,-0.0081414+0.0072566i,-0.0087624+0.0096769i
-0.0054217+0.11336i,0.04767+0.074672i,0.076771-0.058852i,0.016881-0.14579i,-0.0741-0.12268i,-0.1124-0.036928i,-0.08417+0.047584i,-0.02953+0.069843i,-0.0036667+0.048121i,0.0052254+0.029097i,0.012337+0.016073i,0.0089686+0.018882i,0.0071736+0.028426i,0.0089638+0.023319i,0.010564+0.014225i,0.0073959+0.0083941i,-0.0026645+0.0050205i,-0.011445+0.0043389i,-0.011765+0.0026744i,-0.0059214+0.00012609i,-0.0034075-0.0020019i,-0.0029619-0.0056935i,-0.0033348-0.011516i
-0.0092857-0.11871i,-0.01349-0.064438i,0.0076362+0.075643i,0.053299+0.15645i,0.11416+0.14736i,0.14279+0.090338i,0.075526+0.0028215i,-0.033355-0.029188i,-0.060617-0.0061446i,-0.032407-0.0080122i,-0.020576-0.0131i,-0.013296-0.0091595i,-0.0093313-0.01457i,-0.011609-0.011995i,-0.010283-0.0045347i,-0.0087694-0.0032199i,-0.0088875-0.0023569i,-0.0059099-0.00026014i,-0.0030199+0.0017181i,-0.0027085+0.0019084i,-0.0012227+0.0020725i,0.0016+0.0036508i,0.0070307+0.0052917i
0.030392+0.12939i,-0.00165+0.11074i,-0.034359+0.030307i,0.026454+0.0045924i,0.1066+0.012143i,0.088392-0.022259i,0.025485-0.04101i,0.0028815-0.037306i,-0.0072576-0.03492i,-0.019192-0.0059354i,-0.0095563+0.02085i,0.0037164+0.021121i,0.0085669+0.014093i,0.0079564+0.0029449i,0.0071602-0.0028898i,0.014595-0.0011347i,0.020484-0.0028078i,0.01679-0.0068352i,0.0099707-0.0096241i,0.0062443-0.010331i,0.0047054-0.0084108i,0.0011289-0.0041569i,-0.004435+0.000809i
-0.052506-0.14173i,0.02218-0.15749i,0.16295-0.070352i,0.19735+0.022451i,0.10431+0.024988i,0.016194-0.005556i,-0.0029387-0.0056827i,0.029616+0.0036723i,0.045396-0.0037805i,0.021989-0.0065038i,-0.0026286-0.0021193i,-0.020086-0.0062561i,-0.028638-0.0041578i,-0.018151+0.0058865i,-0.0087837+0.009518i,-0.0073491+0.0091632i,-0.0017029+0.003861i,0.0030373-0.0048829i,0.0027183-0.0050124i,0.00313+0.00084968i,0.0039672+0.0034793i,0.0035234+0.0028522i,0.0037821-4.9098e-06i
0.11256+0.15654i,0.056405+0.25908i,-0.12851+0.27615i,-0.25929+0.19477i,-0.23041+0.13897i,-0.11111+0.15075i,0.007749+0.1432i,0.046341+0.09753i,0.039178+0.059066i,0.039654+0.020282i,0.034062-0.006285i,0.03211-0.004471i,0.034424-0.00020524i,0.023383-0.0019807i,0.01058-0.0047371i,0.0037004-0.0056153i,-0.00020056+0.0014016i,7.8647e-05+0.0078425i,-0.001865+0.0060281i,-0.0058497+0.0018583i,-0.004958-0.0011827i,-0.0035272-0.0027175i,-0.0052547+0.00043636i
-0.21335-0.12407i,-0.2732-0.27942i,-0.21404-0.40082i,-0.13627-0.3527i,-0.10515-0.20166i,-0.087174-0.1041i,-0.097524-0.06398i,-0.09965-0.023081i,-0.065182+0.00038289i,-0.037459-0.0026044i,-0.029414-0.0034468i,-0.024716+0.0037511i,-0.016835+0.0076521i,-0.003967+0.0061463i,0.005685+0.0046784i,0.0019009+0.0066163i,-0.0084172+0.010002i,-0.012021+0.012564i,-0.0052551+0.011397i,0.001971+0.0076329i,0.0030605+0.0060805i,0.0038282+0.0031906i,0.0033692-0.0049639i
0.28282+0.024221i,0.43727+0.12202i,0.42919+0.21637i,0.2758+0.16825i,0.13406+0.016407i,0.058477-0.094394i,0.024864-0.12941i,0.0021155-0.10999i,-0.014156-0.060723i,-0.0090649-0.019543i,0.010618-0.0099238i,0.024506-0.025533i,0.016963-0.038093i,-0.0040164-0.026765i,-0.014326-0.007055i,-0.0086074-0.0029374i,0.00065308-0.01064i,0.0069768-0.015647i,0.0062465-0.014795i,-0.0013849-0.0096635i,-0.0059375-0.0034302i,-0.0034414+0.0016991i,0.0049127+0.0058701i
-0.30494+0.097359i,-0.49759+0.10052i,-0.5026+0.024963i,-0.28503-0.045005i,-0.093704-0.039079i,-0.037158+0.022711i,-0.0075642+0.072191i,0.013457+0.046589i,-0.0042501+0.0086512i,-0.01689+0.019438i,-0.013538+0.040375i,-0.015172+0.05609i,-0.0085923+0.058266i,0.0010091+0.031034i,0.0024602+0.0063553i,0.0039652+0.0017436i,0.0045363+0.0038138i,0.0037416+0.0081577i,0.0070795+0.01075i,0.011658+0.0075892i,0.012429+0.0031478i,0.0087076+0.0022402i,-0.0018085+0.004926i
0.26335-0.24263i,0.47955-0.36983i,0.59508-0.34425i,0.49861-0.18667i,0.30948-0.060514i,0.17613-0.040503i,0.10503-0.058843i,0.076211-0.047035i,0.06379-0.031376i,0.033707-0.034215i,-0.0026238-0.04152i,-0.025047-0.043622i,-0.02409-0.027224i,-0.00158-0.0034914i,0.01434+0.004555i,0.0096936+0.0028472i,0.00081944+0.0007261i,-0.0061223-0.002994i,-0.013266-0.002642i,-0.017776+0.0023682i,-0.019636+0.0030073i,-0.018545+0.0031051i,-0.010718+0.00078961i
-0.13273+0.35057i,-0.23394+0.61298i,-0.28157+0.69627i,-0.20383+0.51231i,-0.048753+0.2515i,0.064608+0.11937i,0.10081+0.10539i,0.090539+0.10819i,0.066386+0.078853i,0.043794+0.03918i,0.040307+0.027557i,0.058997+0.028832i,0.059364+0.01818i,0.029983+0.006292i,0.0039206+0.0016761i,-0.001703+0.0035614i,0.0045666+0.0075611i,0.011404+0.0078054i,0.012018+0.00026999i,0.0075718-0.011458i,0.00391-0.015027i,0.0034096-0.012713i,0.0023795-0.0072935i
-0.038733-0.38709i,-0.13236-0.65523i,-0.23326-0.72782i,-0.26687-0.51609i,-0.22956-0.23297i,-0.20708-0.073286i,-0.22299-0.0038174i,-0.1966+0.023715i,-0.12361+0.013961i,-0.065083-0.0026247i,-0.043434-0.0086993i,-0.051609-0.012625i,-0.057303-0.013849i,-0.03753-0.011074i,-0.013073-0.0089301i,-0.0068564-0.010109i,-0.01366-0.011092i,-0.019998-0.0074624i,-0.018754+0.0032592i,-0.0095976+0.016549i,0.0020193+0.022208i,0.0094624+0.016919i,0.010676+0.0033589i
0.19186+0.33075i,0.3977+0.50866i,0.50014+0.50707i,0.36497+0.33071i,0.13853+0.15123i,0.041822+0.025613i,0.045953-0.082649i,0.028257-0.11696i,0.0033658-0.063209i,0.014186-0.013822i,0.035741-0.015603i,0.047536-0.032222i,0.042598-0.028441i,0.022657-0.0050534i,0.010817+0.013452i,0.0098363+0.010623i,0.011407-0.0014099i,0.013581-0.010799i,0.01388-0.017058i,0.010524-0.020311i,0.0032227-0.020625i,-0.0046019-0.014697i,-0.0054308-0.00087758i
